Orthogroup	Syar	Prbk
OG0000543	Syar.g_01504	Prbk.g_01048
OG0000544	Syar.g_01505	Prbk.g_01049
OG0000545	Syar.g_01507	Prbk.g_01050
OG0000546	Syar.g_01509	Prbk.g_01052
OG0000547	Syar.g_01511	Prbk.g_01054
OG0000548	Syar.g_01512	Prbk.g_01055
OG0000549	Syar.g_02693	Prbk.g_01061
OG0000550	Syar.g_02689	Prbk.g_01066
OG0000551	Syar.g_02684	Prbk.g_01070
OG0000552	Syar.g_02683	Prbk.g_01071
OG0000553	Syar.g_02679	Prbk.g_01076
OG0000554	Syar.g_02352	Prbk.g_01081
OG0000555	Syar.g_02336	Prbk.g_01099
OG0000556	Syar.g_02332	Prbk.g_02686
OG0000557	Syar.g_02328	Prbk.g_01898
OG0000558	Syar.g_02326	Prbk.g_01895
OG0000559	Syar.g_02322	Prbk.g_01891
OG0000560	Syar.g_02320	Prbk.g_01888
OG0000561	Syar.g_02319	Prbk.g_01887
OG0000562	Syar.g_02318	Prbk.g_01886
OG0000563	Syar.g_02317	Prbk.g_01885
OG0000564	Syar.g_02316	Prbk.g_01884
OG0000565	Syar.g_02312	Prbk.g_01881
OG0000566	Syar.g_02308	Prbk.g_01877
OG0000567	Syar.g_02304	Prbk.g_01873
OG0000568	Syar.g_02302	Prbk.g_01871
OG0000569	Syar.g_02301	Prbk.g_01104
OG0000570	Syar.g_02300	Prbk.g_01105
OG0000571	Syar.g_02298	Prbk.g_01108
OG0000572	Syar.g_02201	Prbk.g_01124
OG0000573	Syar.g_02191	Prbk.g_01131
OG0000574	Syar.g_02190	Prbk.g_01132
OG0000575	Syar.g_03180	Prbk.g_01141
OG0000576	Syar.g_02187	Prbk.g_01143
OG0000577	Syar.g_02186	Prbk.g_01144
OG0000578	Syar.g_02185	Prbk.g_01145
OG0000579	Syar.g_02184	Prbk.g_01146
OG0000580	Syar.g_02183	Prbk.g_01147
OG0000581	Syar.g_02175	Prbk.g_01151
OG0000582	Syar.g_02131	Prbk.g_01155
OG0000583	Syar.g_02132	Prbk.g_01156
OG0000584	Syar.g_02133	Prbk.g_01157
OG0000585	Syar.g_02170	Prbk.g_01159
OG0000586	Syar.g_02171	Prbk.g_01161
OG0000587	Syar.g_02173	Prbk.g_01163
OG0000588	Syar.g_02275	Prbk.g_02605
OG0000589	Syar.g_02261	Prbk.g_02608
OG0000590	Syar.g_02260	Prbk.g_02609
OG0000591	Syar.g_02246	Prbk.g_02616
OG0000592	Syar.g_02245	Prbk.g_02617
OG0000593	Syar.g_02414	Prbk.g_02627
OG0000594	Syar.g_02415	Prbk.g_02628
OG0000595	Syar.g_02416	Prbk.g_02629
OG0000596	Syar.g_02421	Prbk.g_02634
OG0000597	Syar.g_02424	Prbk.g_02637
OG0000598	Syar.g_02425	Prbk.g_02638
OG0000599	Syar.g_02428	Prbk.g_02648
OG0000600	Syar.g_02429	Prbk.g_02649
OG0000601	Syar.g_02430	Prbk.g_02650
OG0000602	Syar.g_02435	Prbk.g_02654
OG0000603	Syar.g_02436	Prbk.g_02655
OG0000604	Syar.g_02438	Prbk.g_02656
OG0000605	Syar.g_02440	Prbk.g_00740
OG0000606	Syar.g_02443	Prbk.g_00729
OG0000607	Syar.g_02446	Prbk.g_00726
OG0000608	Syar.g_02447	Prbk.g_00725
OG0000609	Syar.g_02470	Prbk.g_00723
OG0000610	Syar.g_01917	Prbk.g_00715
OG0000611	Syar.g_01914	Prbk.g_00712
OG0000612	Syar.g_01913	Prbk.g_00711
OG0000613	Syar.g_00712	Prbk.g_00478
OG0000614	Syar.g_02012, Syar.g_01344	Prbk.g_01802
OG0000615	Syar.g_02603	Prbk.g_02429
OG0000616	Syar.g_00454	Prbk.g_02262
OG0000617	Syar.g_01576	Prbk.g_00613
OG0000618	Syar.g_01575	Prbk.g_00612
OG0000619	Syar.g_01574	Prbk.g_00611
OG0000620	Syar.g_01569	Prbk.g_00607
OG0000621	Syar.g_01568	Prbk.g_00606
OG0000622	Syar.g_01566	Prbk.g_00605
OG0000623	Syar.g_01565	Prbk.g_00604
OG0000624	Syar.g_01564	Prbk.g_00603
OG0000625	Syar.g_01563	Prbk.g_00602
OG0000626	Syar.g_01562	Prbk.g_00601
OG0000627	Syar.g_01868	Prbk.g_02376
OG0000628	Syar.g_01869	Prbk.g_02375
OG0000629	Syar.g_01872	Prbk.g_02372
OG0000630	Syar.g_02586	Prbk.g_02368
OG0000631	Syar.g_02579	Prbk.g_02362
OG0000632	Syar.g_02578	Prbk.g_02361
OG0000633	Syar.g_02576	Prbk.g_02360
OG0000634	Syar.g_02635	Prbk.g_02464
OG0000635	Syar.g_02636	Prbk.g_02465
OG0000636	Syar.g_02638	Prbk.g_02467
OG0000637	Syar.g_02640	Prbk.g_02469
OG0000638	Syar.g_02641	Prbk.g_02470
OG0000639	Syar.g_02642	Prbk.g_02471
OG0000640	Syar.g_02643	Prbk.g_02472
OG0000641	Syar.g_02648	Prbk.g_02476
OG0000642	Syar.g_02649	Prbk.g_02477
OG0000643	Syar.g_02650	Prbk.g_02478
OG0000644	Syar.g_02651	Prbk.g_02479
OG0000645	Syar.g_02652	Prbk.g_02480
OG0000646	Syar.g_02655	Prbk.g_02483
OG0000647	Syar.g_02657	Prbk.g_02486
OG0000648	Syar.g_02659	Prbk.g_02488
OG0000649	Syar.g_02660	Prbk.g_02489
OG0000650	Syar.g_02661	Prbk.g_02490
OG0000651	Syar.g_02662	Prbk.g_02491
OG0000652	Syar.g_02663	Prbk.g_02492
OG0000653	Syar.g_02665	Prbk.g_02494
OG0000654	Syar.g_02666	Prbk.g_02495
OG0000655	Syar.g_02667	Prbk.g_02496
OG0000656	Syar.g_02479	Prbk.g_02499
OG0000657	Syar.g_01812	Prbk.g_02532
OG0000658	Syar.g_01815	Prbk.g_02534
OG0000659	Syar.g_01816	Prbk.g_02535
OG0000660	Syar.g_01820	Prbk.g_02539
OG0000661	Syar.g_03175, Syar.g_01822	Prbk.g_02541
OG0000662	Syar.g_01829	Prbk.g_02543
OG0000663	Syar.g_01832	Prbk.g_02546
OG0000664	Syar.g_01837	Prbk.g_02547
OG0000665	Syar.g_02774	Prbk.g_02560
OG0000666	Syar.g_01241	Prbk.g_02563
OG0000667	Syar.g_02346	Prbk.g_02570
OG0000668	Syar.g_01802	Prbk.g_00582
OG0000669	Syar.g_01627	Prbk.g_02580
OG0000670	Syar.g_01624	Prbk.g_01662
OG0000671	Syar.g_01622	Prbk.g_02391
OG0000672	Syar.g_01619	Prbk.g_02394
OG0000673	Syar.g_01615	Prbk.g_02397
OG0000674	Syar.g_01613	Prbk.g_02399
OG0000675	Syar.g_01612	Prbk.g_02400
OG0000676	Syar.g_01608	Prbk.g_02408
OG0000677	Syar.g_01607	Prbk.g_02410
OG0000678	Syar.g_02037	Prbk.g_02415
OG0000679	Syar.g_02606	Prbk.g_02435
OG0000680	Syar.g_02607	Prbk.g_02436
OG0000681	Syar.g_02610	Prbk.g_02438
OG0000682	Syar.g_02611	Prbk.g_02439
OG0000683	Syar.g_02612	Prbk.g_02440
OG0000684	Syar.g_02615	Prbk.g_02453
OG0000685	Syar.g_02617	Prbk.g_02451
OG0000686	Syar.g_02618	Prbk.g_02450
OG0000687	Syar.g_02619	Prbk.g_02449
OG0000688	Syar.g_02624	Prbk.g_02455
OG0000689	Syar.g_02626	Prbk.g_02456
OG0000690	Syar.g_02627	Prbk.g_02457
OG0000691	Syar.g_02628	Prbk.g_02458
OG0000692	Syar.g_02629	Prbk.g_02459
OG0000693	Syar.g_02631	Prbk.g_02460
OG0000694	Syar.g_02632	Prbk.g_02461
OG0000695	Syar.g_02573	Prbk.g_02358
OG0000696	Syar.g_02572	Prbk.g_02357
OG0000697	Syar.g_02570	Prbk.g_02355
OG0000698	Syar.g_02567	Prbk.g_02352
OG0000699	Syar.g_02566	Prbk.g_02350
OG0000700	Syar.g_02565	Prbk.g_02349
OG0000701	Syar.g_02564	Prbk.g_02348
OG0000702	Syar.g_02559	Prbk.g_02340
OG0000703	Syar.g_02557	Prbk.g_02339
OG0000704	Syar.g_02555	Prbk.g_02337
OG0000705	Syar.g_02547	Prbk.g_02331
OG0000706	Syar.g_02546	Prbk.g_02330
OG0000707	Syar.g_02545	Prbk.g_02329
OG0000708	Syar.g_02542	Prbk.g_02327
OG0000709	Syar.g_02534	Prbk.g_02320
OG0000710	Syar.g_02528	Prbk.g_02316
OG0000711	Syar.g_02499	Prbk.g_02293
OG0000712	Syar.g_02497	Prbk.g_02292
OG0000713	Syar.g_02496	Prbk.g_00562
OG0000714	Syar.g_02494	Prbk.g_00566
OG0000715	Syar.g_02492	Prbk.g_00568
OG0000716	Syar.g_02488	Prbk.g_00572
OG0000717	Syar.g_02487	Prbk.g_00573
OG0000718	Syar.g_02483	Prbk.g_00578
OG0000719	Syar.g_01804	Prbk.g_00580
OG0000720	Syar.g_01790	Prbk.g_00593
OG0000721	Syar.g_01788	Prbk.g_00594
OG0000722	Syar.g_01787	Prbk.g_00595
OG0000723	Syar.g_01560	Prbk.g_00599
OG0000724	Syar.g_01367, Syar.g_02120	Prbk.g_00061
OG0000725	Syar.g_01934	Prbk.g_00054
OG0000726	Syar.g_01935	Prbk.g_00053
OG0000727	Syar.g_01936	Prbk.g_00052
OG0000728	Syar.g_01938	Prbk.g_00051
OG0000729	Syar.g_00593	Prbk.g_01531
OG0000730	Syar.g_01115	Prbk.g_00869
OG0000731	Syar.g_01127	Prbk.g_00879
OG0000732	Syar.g_00522	Prbk.g_01601
OG0000733	Syar.g_02234	Prbk.g_02202
OG0000734	Syar.g_03128	Prbk.g_00004
OG0000735	Syar.g_01522	Prbk.g_01037
OG0000736	Syar.g_01523	Prbk.g_01036
OG0000737	Syar.g_01524	Prbk.g_01035
OG0000738	Syar.g_01530	Prbk.g_01028
OG0000739	Syar.g_01531	Prbk.g_01026
OG0000740	Syar.g_01532	Prbk.g_01025
OG0000741	Syar.g_01535	Prbk.g_01022
OG0000742	Syar.g_01538	Prbk.g_01020
OG0000743	Syar.g_01541	Prbk.g_01018
OG0000744	Syar.g_01542	Prbk.g_01017
OG0000745	Syar.g_01545	Prbk.g_00141
OG0000746	Syar.g_01549	Prbk.g_00143
OG0000747	Syar.g_01551	Prbk.g_00144
OG0000748	Syar.g_01945	Prbk.g_00156
OG0000749	Syar.g_01946	Prbk.g_00157
OG0000750	Syar.g_01947	Prbk.g_00158
OG0000751	Syar.g_01952	Prbk.g_00105
OG0000752	Syar.g_01954	Prbk.g_00103
OG0000753	Syar.g_01957	Prbk.g_00100
OG0000754	Syar.g_01963	Prbk.g_01501
OG0000755	Syar.g_01974	Prbk.g_00139
OG0000756	Syar.g_01975	Prbk.g_00138
OG0000757	Syar.g_01984	Prbk.g_00131
OG0000758	Syar.g_01985	Prbk.g_00130
OG0000759	Syar.g_01986	Prbk.g_00129
OG0000760	Syar.g_01987	Prbk.g_00128
OG0000761	Syar.g_01988	Prbk.g_00127
OG0000762	Syar.g_01992	Prbk.g_01503
OG0000763	Syar.g_01699	Prbk.g_01505
OG0000764	Syar.g_01700	Prbk.g_01506
OG0000765	Syar.g_01718	Prbk.g_00178
OG0000766	Syar.g_01719	Prbk.g_00177
OG0000767	Syar.g_01721	Prbk.g_00175
OG0000768	Syar.g_01722	Prbk.g_00174
OG0000769	Syar.g_01724	Prbk.g_00098
OG0000770	Syar.g_01727	Prbk.g_00122
OG0000771	Syar.g_01373	Prbk.g_00066
OG0000772	Syar.g_00746	Prbk.g_02011
OG0000773	Syar.g_02694	Prbk.g_00162
OG0000774	Syar.g_02771	Prbk.g_01192
OG0000775	Syar.g_02773	Prbk.g_01190
OG0000776	Syar.g_01755	Prbk.g_01189
OG0000777	Syar.g_01754	Prbk.g_01188
OG0000778	Syar.g_01753	Prbk.g_01187
OG0000779	Syar.g_02779	Prbk.g_01182
OG0000780	Syar.g_02781	Prbk.g_01179
OG0000781	Syar.g_02785	Prbk.g_01175
OG0000782	Syar.g_02786	Prbk.g_01174
OG0000783	Syar.g_02787	Prbk.g_01173
OG0000784	Syar.g_02788	Prbk.g_01172
OG0000785	Syar.g_02791	Prbk.g_01170
OG0000786	Syar.g_02795	Prbk.g_01167
OG0000787	Syar.g_02796	Prbk.g_01166
OG0000788	Syar.g_02331	Prbk.g_00334
OG0000789	Syar.g_02040	Prbk.g_01691
OG0000790	Syar.g_01456	Prbk.g_02048
OG0000791	Syar.g_01454	Prbk.g_02046
OG0000792	Syar.g_01453	Prbk.g_02045
OG0000793	Syar.g_01243	Prbk.g_02041
OG0000794	Syar.g_01242	Prbk.g_02040
OG0000795	Syar.g_01240	Prbk.g_02039
OG0000796	Syar.g_01236	Prbk.g_02035
OG0000797	Syar.g_01235	Prbk.g_02034
OG0000798	Syar.g_00222	Prbk.g_00414
OG0000799	Syar.g_02844	Prbk.g_01929
OG0000800	Syar.g_02843	Prbk.g_01930
OG0000801	Syar.g_02842	Prbk.g_01931
OG0000802	Syar.g_02825	Prbk.g_01938
OG0000803	Syar.g_02822	Prbk.g_00244
OG0000804	Syar.g_02819	Prbk.g_00246
OG0000805	Syar.g_02817	Prbk.g_00248
OG0000806	Syar.g_02815	Prbk.g_00250
OG0000807	Syar.g_02814	Prbk.g_00252
OG0000808	Syar.g_02813	Prbk.g_00253
OG0000809	Syar.g_02811	Prbk.g_00257
OG0000810	Syar.g_02810	Prbk.g_00258
OG0000811	Syar.g_02805	Prbk.g_00270
OG0000812	Syar.g_02803	Prbk.g_00272
OG0000813	Syar.g_02802	Prbk.g_00273
OG0000814	Syar.g_02800	Prbk.g_00275
OG0000815	Syar.g_02799	Prbk.g_00276
OG0000816	Syar.g_02797	Prbk.g_00278
OG0000817	Syar.g_02861	Prbk.g_00279
OG0000818	Syar.g_01418	Prbk.g_01237
OG0000819	Syar.g_01417	Prbk.g_01236
OG0000820	Syar.g_01416	Prbk.g_01235
OG0000821	Syar.g_01410	Prbk.g_01228
OG0000822	Syar.g_01408	Prbk.g_01226
OG0000823	Syar.g_00017, Syar.g_01407	Prbk.g_01225
OG0000824	Syar.g_01402	Prbk.g_01221
OG0000825	Syar.g_01401	Prbk.g_01220
OG0000826	Syar.g_01400	Prbk.g_01219
OG0000827	Syar.g_01399	Prbk.g_01218
OG0000828	Syar.g_01396	Prbk.g_01215
OG0000829	Syar.g_01395	Prbk.g_01214
OG0000830	Syar.g_01394	Prbk.g_01213
OG0000831	Syar.g_01391	Prbk.g_01211
OG0000832	Syar.g_01213	Prbk.g_02006
OG0000833	Syar.g_02877	Prbk.g_01998
OG0000834	Syar.g_02878	Prbk.g_01997
OG0000835	Syar.g_02879	Prbk.g_01996
OG0000836	Syar.g_02881	Prbk.g_01994
OG0000837	Syar.g_02882	Prbk.g_01993
OG0000838	Syar.g_02886	Prbk.g_01990
OG0000839	Syar.g_02887	Prbk.g_01989
OG0000840	Syar.g_02888	Prbk.g_01988
OG0000841	Syar.g_02889	Prbk.g_01987
OG0000842	Syar.g_02890	Prbk.g_01986
OG0000843	Syar.g_02891	Prbk.g_01985
OG0000844	Syar.g_02893	Prbk.g_01983
OG0000845	Syar.g_02894	Prbk.g_01982
OG0000846	Syar.g_02895	Prbk.g_01981
OG0000847	Syar.g_02896	Prbk.g_01980
OG0000848	Syar.g_02898	Prbk.g_01979
OG0000849	Syar.g_02899	Prbk.g_01978
OG0000850	Syar.g_02902	Prbk.g_01977
OG0000851	Syar.g_02905	Prbk.g_00937
OG0000852	Syar.g_02906	Prbk.g_00936
OG0000853	Syar.g_02910	Prbk.g_00932
OG0000854	Syar.g_02912	Prbk.g_00930
OG0000855	Syar.g_02913	Prbk.g_00929
OG0000856	Syar.g_02243	Prbk.g_02619
OG0000857	Syar.g_02656	Prbk.g_02485
OG0000858	Syar.g_02920	Prbk.g_00918
OG0000859	Syar.g_02921	Prbk.g_00917
OG0000860	Syar.g_02931	Prbk.g_00905
OG0000861	Syar.g_02932	Prbk.g_00904
OG0000862	Syar.g_02942	Prbk.g_00902
OG0000863	Syar.g_02944	Prbk.g_01451
OG0000864	Syar.g_02945	Prbk.g_01450
OG0000865	Syar.g_02946	Prbk.g_01449
OG0000866	Syar.g_02947	Prbk.g_01448
OG0000867	Syar.g_02948	Prbk.g_01447
OG0000868	Syar.g_02950	Prbk.g_01445
OG0000869	Syar.g_02955	Prbk.g_01442
OG0000870	Syar.g_02960	Prbk.g_01437
OG0000871	Syar.g_02961	Prbk.g_01436
OG0000872	Syar.g_02967	Prbk.g_01434
OG0000873	Syar.g_02970	Prbk.g_01431
OG0000874	Syar.g_02974	Prbk.g_01427
OG0000875	Syar.g_02975	Prbk.g_01426
OG0000876	Syar.g_01828	Prbk.g_01425
OG0000877	Syar.g_02977	Prbk.g_01422
OG0000878	Syar.g_02978	Prbk.g_01421
OG0000879	Syar.g_02979	Prbk.g_01420
OG0000880	Syar.g_02980	Prbk.g_01419
OG0000881	Syar.g_02984	Prbk.g_01414
OG0000882	Syar.g_02989	Prbk.g_01409
OG0000883	Syar.g_02992	Prbk.g_01407
OG0000884	Syar.g_02994	Prbk.g_01405
OG0000885	Syar.g_02995	Prbk.g_01404
OG0000886	Syar.g_02996	Prbk.g_01403
OG0000887	Syar.g_02998	Prbk.g_01402
OG0000888	Syar.g_03000	Prbk.g_01400
OG0000889	Syar.g_03002	Prbk.g_01398
OG0000890	Syar.g_03005	Prbk.g_01384
OG0000891	Syar.g_03006	Prbk.g_01383
OG0000892	Syar.g_03008	Prbk.g_01381
OG0000893	Syar.g_00150	Prbk.g_01901
OG0000894	Syar.g_00145	Prbk.g_01905
OG0000895	Syar.g_00141	Prbk.g_01910
OG0000896	Syar.g_00140	Prbk.g_01911
OG0000897	Syar.g_00138	Prbk.g_01913
OG0000898	Syar.g_00137	Prbk.g_01914
OG0000899	Syar.g_00136	Prbk.g_01915
OG0000900	Syar.g_00135	Prbk.g_01916
OG0000901	Syar.g_00130	Prbk.g_01920
OG0000902	Syar.g_01013	Prbk.g_01922
OG0000903	Syar.g_01026	Prbk.g_00990
OG0000904	Syar.g_01021	Prbk.g_00995
OG0000905	Syar.g_01018	Prbk.g_00997
OG0000906	Syar.g_01015	Prbk.g_01926
OG0000907	Syar.g_01028	Prbk.g_00988
OG0000908	Syar.g_01031	Prbk.g_00985
OG0000909	Syar.g_01032	Prbk.g_00984
OG0000910	Syar.g_01033	Prbk.g_00983
OG0000911	Syar.g_01035	Prbk.g_00981
OG0000912	Syar.g_01036	Prbk.g_00980
OG0000913	Syar.g_01037	Prbk.g_00979
OG0000914	Syar.g_01038	Prbk.g_00978
OG0000915	Syar.g_01040	Prbk.g_00977
OG0000916	Syar.g_01041	Prbk.g_00976
OG0000917	Syar.g_01042	Prbk.g_00975
OG0000918	Syar.g_01043	Prbk.g_00974
OG0000919	Syar.g_01044	Prbk.g_00973
OG0000920	Syar.g_01045	Prbk.g_00972
OG0000921	Syar.g_01046	Prbk.g_00971
OG0000922	Syar.g_01047	Prbk.g_00970
OG0000923	Syar.g_01051	Prbk.g_00966
OG0000924	Syar.g_01052	Prbk.g_00965
OG0000925	Syar.g_01053	Prbk.g_00964
OG0000926	Syar.g_01054	Prbk.g_00963
OG0000927	Syar.g_01056	Prbk.g_00961
OG0000928	Syar.g_01057	Prbk.g_00960
OG0000929	Syar.g_01058	Prbk.g_00959
OG0000930	Syar.g_01059	Prbk.g_00958
OG0000931	Syar.g_01060	Prbk.g_00957
OG0000932	Syar.g_01061	Prbk.g_00956
OG0000933	Syar.g_01066	Prbk.g_00951
OG0000934	Syar.g_01068	Prbk.g_00949
OG0000935	Syar.g_01069	Prbk.g_00948
OG0000936	Syar.g_01070	Prbk.g_00947
OG0000937	Syar.g_01071	Prbk.g_00946
OG0000938	Syar.g_01074	Prbk.g_00797
OG0000939	Syar.g_01075	Prbk.g_00798
OG0000940	Syar.g_01081	Prbk.g_00807
OG0000941	Syar.g_01083	Prbk.g_00809
OG0000942	Syar.g_01085	Prbk.g_00811
OG0000943	Syar.g_01086	Prbk.g_00812
OG0000944	Syar.g_01088	Prbk.g_00814
OG0000945	Syar.g_01089	Prbk.g_00816
OG0000946	Syar.g_01095	Prbk.g_00844
OG0000947	Syar.g_01098	Prbk.g_00847
OG0000948	Syar.g_01099	Prbk.g_00848
OG0000949	Syar.g_00283	Prbk.g_00851
OG0000950	Syar.g_00661	Prbk.g_00513
OG0000951	Syar.g_00656	Prbk.g_00518
OG0000952	Syar.g_00651	Prbk.g_00525
OG0000953	Syar.g_00248	Prbk.g_00529
OG0000954	Syar.g_00258	Prbk.g_00216
OG0000955	Syar.g_00259	Prbk.g_00217
OG0000956	Syar.g_00261	Prbk.g_00219
OG0000957	Syar.g_00610	Prbk.g_00235
OG0000958	Syar.g_00609	Prbk.g_00236
OG0000959	Syar.g_00605	Prbk.g_01482
OG0000960	Syar.g_00604	Prbk.g_01483
OG0000961	Syar.g_00094	Prbk.g_01494
OG0000962	Syar.g_00594	Prbk.g_01530
OG0000963	Syar.g_00590	Prbk.g_01535
OG0000964	Syar.g_00589	Prbk.g_01536
OG0000965	Syar.g_00588	Prbk.g_01537
OG0000966	Syar.g_00549	Prbk.g_01571
OG0000967	Syar.g_00545	Prbk.g_01577
OG0000968	Syar.g_00542	Prbk.g_01580
OG0000969	Syar.g_00540	Prbk.g_01582
OG0000970	Syar.g_00539	Prbk.g_01583
OG0000971	Syar.g_00537	Prbk.g_01585
OG0000972	Syar.g_00536	Prbk.g_01586
OG0000973	Syar.g_00535	Prbk.g_01587
OG0000974	Syar.g_00534	Prbk.g_01588
OG0000975	Syar.g_00533	Prbk.g_01589
OG0000976	Syar.g_00532	Prbk.g_01590
OG0000977	Syar.g_00530	Prbk.g_01592
OG0000978	Syar.g_00529	Prbk.g_01593
OG0000979	Syar.g_00526	Prbk.g_01596
OG0000980	Syar.g_00523	Prbk.g_01600
OG0000981	Syar.g_00520	Prbk.g_01603
OG0000982	Syar.g_00331	Prbk.g_02161
OG0000983	Syar.g_00332	Prbk.g_02162
OG0000984	Syar.g_00333	Prbk.g_02163
OG0000985	Syar.g_00337	Prbk.g_02167
OG0000986	Syar.g_00344	Prbk.g_02169
OG0000987	Syar.g_00346	Prbk.g_02171
OG0000988	Syar.g_00352	Prbk.g_02175
OG0000989	Syar.g_00377	Prbk.g_02185
OG0000990	Syar.g_00697	Prbk.g_02207
OG0000991	Syar.g_00700	Prbk.g_02210
OG0000992	Syar.g_00704	Prbk.g_02213
OG0000993	Syar.g_00705	Prbk.g_02214
OG0000994	Syar.g_00708	Prbk.g_02217
OG0000995	Syar.g_03212, Syar.g_00624	Prbk.g_02226
OG0000996	Syar.g_00861	Prbk.g_02239
OG0000997	Syar.g_00437	Prbk.g_02248
OG0000998	Syar.g_00439	Prbk.g_02250
OG0000999	Syar.g_00440	Prbk.g_02251
OG0001000	Syar.g_00955, Syar.g_00444	Prbk.g_02254
OG0001001	Syar.g_00450	Prbk.g_02258
OG0001002	Syar.g_00457	Prbk.g_02265
OG0001003	Syar.g_00459	Prbk.g_02267
OG0001004	Syar.g_00460	Prbk.g_02268
OG0001005	Syar.g_00461	Prbk.g_02270
OG0001006	Syar.g_00468	Prbk.g_02276
OG0001007	Syar.g_00470	Prbk.g_02278
OG0001008	Syar.g_01178, Syar.g_03274	Prbk.g_00327
OG0001009	Syar.g_00500	Prbk.g_01622
OG0001010	Syar.g_00501	Prbk.g_01621
OG0001011	Syar.g_00503	Prbk.g_01619
OG0001013	Syar.g_00906	Prbk.g_02133
OG0001014	Syar.g_00914	Prbk.g_02124
OG0001015	Syar.g_00915	Prbk.g_02123
OG0001017	Syar.g_03050	Prbk.g_01309
OG0001018	Syar.g_03052	Prbk.g_01307
OG0001019	Syar.g_03086	Prbk.g_01294
OG0001020	Syar.g_03092	Prbk.g_00035
OG0001021	Syar.g_03098	Prbk.g_00031
OG0001022	Syar.g_03102	Prbk.g_00026
OG0001023	Syar.g_03103	Prbk.g_00025
OG0001024	Syar.g_02276	Prbk.g_00021
OG0001025	Syar.g_03115	Prbk.g_00014
OG0001026	Syar.g_03131	Prbk.g_00001
OG0001027	Syar.g_00031	Prbk.g_00190
OG0001028	Syar.g_00034	Prbk.g_00192
OG0001029	Syar.g_00036	Prbk.g_00194
OG0001030	Syar.g_00058	Prbk.g_00547
OG0001031	Syar.g_00129	Prbk.g_01275
OG0001032	Syar.g_01011	Prbk.g_01272
OG0001033	Syar.g_00962	Prbk.g_00633
OG0001034	Syar.g_03022	Prbk.g_01521
OG0001035	Syar.g_00171	Prbk.g_00372
OG0001036	Syar.g_00193	Prbk.g_00376
OG0001037	Syar.g_00195	Prbk.g_00378
OG0001038	Syar.g_00223	Prbk.g_00415
OG0001039	Syar.g_00226	Prbk.g_00418
OG0001040	Syar.g_00229	Prbk.g_00421
OG0001041	Syar.g_00234	Prbk.g_00426
OG0001042	Syar.g_00831	Prbk.g_00451
OG0001043	Syar.g_00826	Prbk.g_00453
OG0001044	Syar.g_01117	Prbk.g_00870
OG0001045	Syar.g_01130	Prbk.g_00882
OG0001046	Syar.g_02514	Prbk.g_00924
OG0001047	Syar.g_01180	Prbk.g_00325
OG0001048	Syar.g_01181	Prbk.g_00324
OG0001049	Syar.g_02872	Prbk.g_00321
OG0001050	Syar.g_02871	Prbk.g_00320
OG0001051	Syar.g_02870	Prbk.g_00319
OG0001052	Syar.g_01269	Prbk.g_02109
OG0001053	Syar.g_01472	Prbk.g_02064
OG0001054	Syar.g_01492	Prbk.g_01861
OG0001055	Syar.g_01513	Prbk.g_01056
OG0001056	Syar.g_02349	Prbk.g_01085
OG0001057	Syar.g_02341	Prbk.g_01097
OG0001058	Syar.g_02324	Prbk.g_01893
OG0001059	Syar.g_00422	Prbk.g_01889
OG0001060	Syar.g_02315	Prbk.g_01882
OG0001061	Syar.g_02297	Prbk.g_01109
OG0001062	Syar.g_02294	Prbk.g_01111
OG0001063	Syar.g_02209	Prbk.g_01115
OG0001064	Syar.g_02208	Prbk.g_01116
OG0001065	Syar.g_02207	Prbk.g_01117
OG0001066	Syar.g_02206	Prbk.g_01118
OG0001067	Syar.g_02205	Prbk.g_01119
OG0001068	Syar.g_02204	Prbk.g_01120
OG0001069	Syar.g_02203	Prbk.g_01121
OG0001070	Syar.g_02200	Prbk.g_01125
OG0001071	Syar.g_02199	Prbk.g_01126
OG0001072	Syar.g_02195	Prbk.g_01129
OG0001073	Syar.g_02182	Prbk.g_01148
OG0001074	Syar.g_02031	Prbk.g_02602
OG0001075	Syar.g_02215	Prbk.g_02603
OG0001076	Syar.g_02253	Prbk.g_02611
OG0001077	Syar.g_02240	Prbk.g_02621
OG0001078	Syar.g_02419	Prbk.g_02632
OG0001079	Syar.g_02431	Prbk.g_02651
OG0001080	Syar.g_02442	Prbk.g_00738
OG0001081	Syar.g_02444	Prbk.g_00728
OG0001082	Syar.g_02445	Prbk.g_00727
OG0001083	Syar.g_02473	Prbk.g_00719
OG0001084	Syar.g_02474	Prbk.g_00718
OG0001085	Syar.g_01688	Prbk.g_00708
OG0001086	Syar.g_01686	Prbk.g_00706
OG0001087	Syar.g_02347	Prbk.g_01821
OG0001088	Syar.g_00431	Prbk.g_01817
OG0001089	Syar.g_01942	Prbk.g_01764
OG0001090	Syar.g_01582	Prbk.g_00617
OG0001091	Syar.g_01580	Prbk.g_00615
OG0001092	Syar.g_01578	Prbk.g_00614
OG0001093	Syar.g_01572	Prbk.g_00610
OG0001094	Syar.g_02633	Prbk.g_02462
OG0001095	Syar.g_02653	Prbk.g_02481
OG0001096	Syar.g_02476	Prbk.g_02497
OG0001097	Syar.g_01823	Prbk.g_02542
OG0001098	Syar.g_01672	Prbk.g_02379
OG0001099	Syar.g_00035	Prbk.g_00193
OG0001100	Syar.g_01625	Prbk.g_02389
