Orthogroup	Syar	Syan
OG0000559	Syar.g_02322	Syan.g_00853
OG0000560	Syar.g_02320	Syan.g_00856
OG0000561	Syar.g_02319	Syan.g_00857
OG0000562	Syar.g_02318	Syan.g_00858
OG0000563	Syar.g_02317	Syan.g_00859
OG0000564	Syar.g_02316	Syan.g_00860
OG0000565	Syar.g_02312	Syan.g_00864
OG0000566	Syar.g_02308	Syan.g_00868
OG0000567	Syar.g_02304	Syan.g_00872
OG0000568	Syar.g_02302	Syan.g_00874
OG0000569	Syar.g_02301	Syan.g_00875
OG0000570	Syar.g_02300	Syan.g_00876
OG0000571	Syar.g_02298	Syan.g_00879
OG0000572	Syar.g_02201	Syan.g_00954
OG0000573	Syar.g_02191	Syan.g_00963
OG0000574	Syar.g_02190	Syan.g_00965
OG0000575	Syar.g_03180	Syan.g_01003
OG0000576	Syar.g_02187	Syan.g_01007
OG0000577	Syar.g_02186	Syan.g_01008
OG0000578	Syar.g_02185	Syan.g_01009
OG0000579	Syar.g_02184	Syan.g_01010
OG0000580	Syar.g_02183	Syan.g_01011
OG0000581	Syar.g_02175	Syan.g_01018
OG0000582	Syar.g_02131	Syan.g_01030
OG0000583	Syar.g_02132	Syan.g_01029
OG0000584	Syar.g_02133	Syan.g_01028
OG0000585	Syar.g_02170	Syan.g_01024
OG0000586	Syar.g_02171	Syan.g_01022
OG0000587	Syar.g_02173	Syan.g_01020
OG0000588	Syar.g_02275	Syan.g_00215
OG0000589	Syar.g_02261	Syan.g_00016
OG0000590	Syar.g_02260	Syan.g_00015
OG0000591	Syar.g_02246	Syan.g_00003
OG0000592	Syar.g_02245	Syan.g_00002
OG0000593	Syar.g_02414	Syan.g_00820
OG0000594	Syar.g_02415	Syan.g_00819
OG0000595	Syar.g_02416	Syan.g_00818
OG0000596	Syar.g_02421	Syan.g_00813
OG0000597	Syar.g_02424	Syan.g_00810
OG0000598	Syar.g_02425	Syan.g_00809
OG0000599	Syar.g_02428	Syan.g_00802
OG0000600	Syar.g_02429	Syan.g_00801
OG0000601	Syar.g_02430	Syan.g_00800
OG0000602	Syar.g_02435	Syan.g_00796
OG0000603	Syar.g_02436	Syan.g_00795
OG0000604	Syar.g_02438	Syan.g_00792
OG0000605	Syar.g_02440	Syan.g_00783
OG0000606	Syar.g_02443	Syan.g_00780
OG0000607	Syar.g_02446	Syan.g_00777
OG0000608	Syar.g_02447	Syan.g_00776
OG0000609	Syar.g_02470	Syan.g_00774
OG0000610	Syar.g_01917	Syan.g_00766
OG0000611	Syar.g_01914	Syan.g_00763
OG0000612	Syar.g_01913	Syan.g_00762
OG0000613	Syar.g_00712	Syan.g_01965
OG0000614	Syar.g_02012, Syar.g_01344	Syan.g_00184
OG0000615	Syar.g_02603	Syan.g_00728
OG0000616	Syar.g_00454	Syan.g_01694
OG0000617	Syar.g_01576	Syan.g_00324
OG0000618	Syar.g_01575	Syan.g_00325
OG0000619	Syar.g_01574	Syan.g_00326
OG0000620	Syar.g_01569	Syan.g_00331
OG0000621	Syar.g_01568	Syan.g_00332
OG0000622	Syar.g_01566	Syan.g_00334
OG0000623	Syar.g_01565	Syan.g_00335
OG0000624	Syar.g_01564	Syan.g_00337
OG0000625	Syar.g_01563	Syan.g_00338
OG0000626	Syar.g_01562	Syan.g_00339
OG0000627	Syar.g_01868	Syan.g_00465
OG0000628	Syar.g_01869	Syan.g_00466
OG0000629	Syar.g_01872	Syan.g_00469
OG0000630	Syar.g_02586	Syan.g_00474
OG0000631	Syar.g_02579	Syan.g_00484
OG0000632	Syar.g_02578	Syan.g_00485
OG0000633	Syar.g_02576	Syan.g_00489
OG0000634	Syar.g_02635	Syan.g_00694
OG0000635	Syar.g_02636	Syan.g_00693
OG0000636	Syar.g_02638	Syan.g_00691
OG0000637	Syar.g_02640	Syan.g_00689
OG0000638	Syar.g_02641	Syan.g_00688
OG0000639	Syar.g_02642	Syan.g_00687
OG0000640	Syar.g_02643	Syan.g_00686
OG0000641	Syar.g_02648	Syan.g_00682
OG0000642	Syar.g_02649	Syan.g_00681
OG0000643	Syar.g_02650	Syan.g_00679
OG0000644	Syar.g_02651	Syan.g_00678
OG0000645	Syar.g_02652	Syan.g_00676
OG0000646	Syar.g_02655	Syan.g_00673
OG0000647	Syar.g_02657	Syan.g_00671
OG0000648	Syar.g_02659	Syan.g_00669
OG0000649	Syar.g_02660	Syan.g_00668
OG0000650	Syar.g_02661	Syan.g_00667
OG0000651	Syar.g_02662	Syan.g_00666
OG0000652	Syar.g_02663	Syan.g_00665
OG0000653	Syar.g_02665	Syan.g_00663
OG0000654	Syar.g_02666	Syan.g_00661
OG0000655	Syar.g_02667	Syan.g_00660
OG0000656	Syar.g_02479	Syan.g_00656
OG0000657	Syar.g_01812	Syan.g_00375
OG0000658	Syar.g_01815	Syan.g_00378
OG0000659	Syar.g_01816	Syan.g_00379
OG0000660	Syar.g_01820	Syan.g_00383
OG0000661	Syar.g_01822	Syan.g_00385
OG0000662	Syar.g_01829	Syan.g_00392
OG0000663	Syar.g_01832	Syan.g_00395
OG0000664	Syar.g_01837	Syan.g_00397
OG0000665	Syar.g_02774	Syan.g_00788
OG0000666	Syar.g_01241	Syan.g_02100
OG0000667	Syar.g_02346	Syan.g_00044
OG0000668	Syar.g_01802	Syan.g_00365
OG0000669	Syar.g_01627	Syan.g_00751
OG0000670	Syar.g_01624	Syan.g_00748
OG0000671	Syar.g_01622	Syan.g_00746
OG0000672	Syar.g_01619	Syan.g_00743
OG0000673	Syar.g_01615	Syan.g_00740
OG0000674	Syar.g_01613	Syan.g_00738
OG0000675	Syar.g_01612	Syan.g_00737
OG0000676	Syar.g_01608	Syan.g_00735
OG0000677	Syar.g_01607	Syan.g_00734
OG0000678	Syar.g_02037	Syan.g_00732
OG0000679	Syar.g_02606	Syan.g_00724
OG0000680	Syar.g_02607	Syan.g_00723
OG0000681	Syar.g_02610	Syan.g_00720
OG0000682	Syar.g_02611	Syan.g_00719
OG0000683	Syar.g_02612	Syan.g_00718
OG0000684	Syar.g_02615	Syan.g_00715
OG0000685	Syar.g_02617	Syan.g_00713
OG0000686	Syar.g_02618	Syan.g_00712
OG0000687	Syar.g_02619	Syan.g_00711
OG0000688	Syar.g_02624	Syan.g_00706
OG0000689	Syar.g_02626	Syan.g_00704
OG0000690	Syar.g_02627	Syan.g_00703
OG0000691	Syar.g_02628	Syan.g_00702
OG0000692	Syar.g_02629	Syan.g_00700
OG0000693	Syar.g_02631	Syan.g_00698
OG0000694	Syar.g_02632	Syan.g_00697
OG0000695	Syar.g_02573	Syan.g_00492
OG0000696	Syar.g_02572	Syan.g_00493
OG0000697	Syar.g_02570	Syan.g_00495
OG0000698	Syar.g_02567	Syan.g_00498
OG0000699	Syar.g_02566	Syan.g_00500
OG0000700	Syar.g_02565	Syan.g_00501
OG0000701	Syar.g_02564	Syan.g_00502
OG0000702	Syar.g_02559	Syan.g_00534
OG0000703	Syar.g_02557	Syan.g_00546
OG0000704	Syar.g_02555	Syan.g_00550
OG0000705	Syar.g_02547	Syan.g_00557
OG0000706	Syar.g_02546	Syan.g_00558
OG0000707	Syar.g_02545	Syan.g_00559
OG0000708	Syar.g_02542	Syan.g_00562
OG0000709	Syar.g_02534	Syan.g_00570
OG0000710	Syar.g_02528	Syan.g_00574
OG0000711	Syar.g_02499	Syan.g_00607
OG0000712	Syar.g_02497	Syan.g_00609
OG0000713	Syar.g_02496	Syan.g_00610
OG0000714	Syar.g_02494	Syan.g_00624
OG0000715	Syar.g_02492	Syan.g_00626
OG0000716	Syar.g_02488	Syan.g_00630
OG0000717	Syar.g_02487	Syan.g_00631
OG0000718	Syar.g_02483	Syan.g_00651
OG0000719	Syar.g_01804	Syan.g_00367
OG0000720	Syar.g_01790	Syan.g_00354
OG0000721	Syar.g_01788	Syan.g_00352
OG0000722	Syar.g_01787	Syan.g_00351
OG0000723	Syar.g_01560	Syan.g_00341
OG0000724	Syar.g_01367, Syar.g_02120	Syan.g_00299
OG0000725	Syar.g_01934	Syan.g_00194
OG0000726	Syar.g_01935	Syan.g_00193
OG0000727	Syar.g_01936	Syan.g_00192
OG0000728	Syar.g_01938	Syan.g_00190
OG0000729	Syar.g_00593	Syan.g_01885
OG0000730	Syar.g_01115	Syan.g_02147
OG0000731	Syar.g_01127	Syan.g_02135
OG0000732	Syar.g_00522	Syan.g_01726
OG0000733	Syar.g_02234	Syan.g_01147
OG0000734	Syar.g_03128	Syan.g_02982
OG0000735	Syar.g_01522	Syan.g_02713
OG0000736	Syar.g_01523	Syan.g_02712
OG0000737	Syar.g_01524	Syan.g_02711
OG0000738	Syar.g_01530	Syan.g_02705
OG0000739	Syar.g_01531	Syan.g_02704
OG0000740	Syar.g_01532	Syan.g_02703
OG0000741	Syar.g_01535	Syan.g_02700
OG0000742	Syar.g_01538	Syan.g_02697
OG0000743	Syar.g_01541	Syan.g_02694
OG0000744	Syar.g_01542	Syan.g_02693
OG0000745	Syar.g_01545	Syan.g_02690
OG0000746	Syar.g_01549	Syan.g_02687
OG0000747	Syar.g_01551	Syan.g_02685
OG0000748	Syar.g_01945	Syan.g_02669
OG0000749	Syar.g_01946	Syan.g_02668
OG0000750	Syar.g_01947	Syan.g_02667
OG0000751	Syar.g_01952	Syan.g_02661
OG0000752	Syar.g_01954	Syan.g_02659
OG0000753	Syar.g_01957	Syan.g_02656
OG0000754	Syar.g_01963	Syan.g_02650
OG0000755	Syar.g_01974	Syan.g_02641
OG0000756	Syar.g_01975	Syan.g_02640
OG0000757	Syar.g_01984	Syan.g_02623
OG0000758	Syar.g_01985	Syan.g_02622
OG0000759	Syar.g_01986	Syan.g_02621
OG0000760	Syar.g_01987	Syan.g_02620
OG0000761	Syar.g_01988	Syan.g_02619
OG0000762	Syar.g_01992	Syan.g_02617
OG0000763	Syar.g_01699	Syan.g_02615
OG0000764	Syar.g_01700	Syan.g_02614
OG0000765	Syar.g_01718	Syan.g_02587
OG0000766	Syar.g_01719	Syan.g_02586
OG0000767	Syar.g_01721	Syan.g_02584
OG0000768	Syar.g_01722	Syan.g_02583
OG0000769	Syar.g_01724	Syan.g_02581
OG0000770	Syar.g_01727	Syan.g_02561
OG0000771	Syar.g_01373	Syan.g_00305
OG0000772	Syar.g_00746	Syan.g_00436
OG0000773	Syar.g_02694	Syan.g_01199
OG0000774	Syar.g_02771	Syan.g_01205
OG0000775	Syar.g_02773	Syan.g_01207
OG0000776	Syar.g_01755	Syan.g_01208
OG0000777	Syar.g_01754	Syan.g_01209
OG0000778	Syar.g_01753	Syan.g_01210
OG0000779	Syar.g_02779	Syan.g_01215
OG0000780	Syar.g_02781	Syan.g_01218
OG0000781	Syar.g_02785	Syan.g_01222
OG0000782	Syar.g_02786	Syan.g_01223
OG0000783	Syar.g_02787	Syan.g_01224
OG0000784	Syar.g_02788	Syan.g_01225
OG0000785	Syar.g_02791	Syan.g_01228
OG0000786	Syar.g_02795	Syan.g_01243
OG0000787	Syar.g_02796	Syan.g_01244
OG0000788	Syar.g_02331	Syan.g_00843
OG0000789	Syar.g_02040	Syan.g_00075
OG0000790	Syar.g_01456	Syan.g_02778
OG0000791	Syar.g_01454	Syan.g_02780
OG0000792	Syar.g_01453	Syan.g_02781
OG0000793	Syar.g_01243	Syan.g_02879
OG0000794	Syar.g_01242	Syan.g_02881
OG0000795	Syar.g_01240	Syan.g_02882
OG0000796	Syar.g_01236	Syan.g_02886
OG0000797	Syar.g_01235	Syan.g_02888
OG0000798	Syar.g_00222	Syan.g_02026
OG0000799	Syar.g_02844	Syan.g_01310
OG0000800	Syar.g_02843	Syan.g_01308
OG0000801	Syar.g_02842	Syan.g_01307
OG0000802	Syar.g_02825	Syan.g_01303
OG0000803	Syar.g_02822	Syan.g_01294
OG0000804	Syar.g_02819	Syan.g_01291
OG0000805	Syar.g_02817	Syan.g_01289
OG0000806	Syar.g_02815	Syan.g_01287
OG0000807	Syar.g_02814	Syan.g_01286
OG0000808	Syar.g_02813	Syan.g_01285
OG0000809	Syar.g_02811	Syan.g_01281
OG0000810	Syar.g_02810	Syan.g_01280
OG0000811	Syar.g_02805	Syan.g_01272
OG0000812	Syar.g_02803	Syan.g_01270
OG0000813	Syar.g_02802	Syan.g_01269
OG0000814	Syar.g_02800	Syan.g_01267
OG0000815	Syar.g_02799	Syan.g_01249
OG0000816	Syar.g_02797	Syan.g_01247
OG0000817	Syar.g_02861	Syan.g_01328
OG0000818	Syar.g_01418	Syan.g_02807
OG0000819	Syar.g_01417	Syan.g_02808
OG0000820	Syar.g_01416	Syan.g_02809
OG0000821	Syar.g_01410	Syan.g_02815
OG0000822	Syar.g_01408	Syan.g_02817
OG0000823	Syar.g_00017, Syar.g_01407	Syan.g_02818
OG0000824	Syar.g_01402	Syan.g_02824
OG0000825	Syar.g_01401	Syan.g_02825
OG0000826	Syar.g_01400	Syan.g_02826
OG0000827	Syar.g_01399	Syan.g_02827
OG0000828	Syar.g_01396	Syan.g_02830
OG0000829	Syar.g_01395	Syan.g_02831
OG0000830	Syar.g_01394	Syan.g_02832
OG0000831	Syar.g_01391	Syan.g_02834
OG0000832	Syar.g_01213	Syan.g_02408
OG0000833	Syar.g_02877	Syan.g_01343
OG0000834	Syar.g_02878	Syan.g_01345
OG0000835	Syar.g_02879	Syan.g_01346
OG0000836	Syar.g_02881	Syan.g_01349
OG0000837	Syar.g_02882	Syan.g_01351
OG0000838	Syar.g_02886	Syan.g_01355
OG0000839	Syar.g_02887	Syan.g_01356
OG0000840	Syar.g_02888	Syan.g_01357
OG0000841	Syar.g_02889	Syan.g_01358
OG0000842	Syar.g_02890	Syan.g_01359
OG0000843	Syar.g_02891	Syan.g_01360
OG0000844	Syar.g_02893	Syan.g_01362
OG0000845	Syar.g_02894	Syan.g_01363
OG0000846	Syar.g_02895	Syan.g_01364
OG0000847	Syar.g_02896	Syan.g_01365
OG0000848	Syar.g_02898	Syan.g_01367
OG0000849	Syar.g_02899	Syan.g_01368
OG0000850	Syar.g_02902	Syan.g_01371
OG0000851	Syar.g_02905	Syan.g_01374
OG0000852	Syar.g_02906	Syan.g_01375
OG0000853	Syar.g_02910	Syan.g_01379
OG0000854	Syar.g_02912	Syan.g_01381
OG0000855	Syar.g_02913	Syan.g_01382
OG0000856	Syar.g_02243	Syan.g_01136
OG0000857	Syar.g_02656	Syan.g_00672
OG0000858	Syar.g_02920	Syan.g_01389
OG0000859	Syar.g_02921	Syan.g_01390
OG0000860	Syar.g_02931	Syan.g_01402
OG0000861	Syar.g_02932	Syan.g_01403
OG0000862	Syar.g_02942	Syan.g_01412
OG0000863	Syar.g_02944	Syan.g_01414
OG0000864	Syar.g_02945	Syan.g_00969
OG0000865	Syar.g_02946	Syan.g_01415
OG0000866	Syar.g_02947	Syan.g_01416
OG0000867	Syar.g_02948	Syan.g_01417
OG0000868	Syar.g_02950	Syan.g_01421
OG0000869	Syar.g_02955	Syan.g_01426
OG0000870	Syar.g_02960	Syan.g_01431
OG0000871	Syar.g_02961	Syan.g_01432
OG0000872	Syar.g_02967	Syan.g_01438
OG0000873	Syar.g_02970	Syan.g_01441
OG0000874	Syar.g_02974	Syan.g_01443
OG0000875	Syar.g_02975	Syan.g_01445
OG0000876	Syar.g_01828	Syan.g_00391
OG0000877	Syar.g_02977	Syan.g_01449
OG0000878	Syar.g_02978	Syan.g_01450
OG0000879	Syar.g_02979	Syan.g_01451
OG0000880	Syar.g_02980	Syan.g_01452
OG0000881	Syar.g_02984	Syan.g_01457
OG0000882	Syar.g_02989	Syan.g_01462
OG0000883	Syar.g_02992	Syan.g_01464
OG0000884	Syar.g_02994	Syan.g_01466
OG0000885	Syar.g_02995	Syan.g_01467
OG0000886	Syar.g_02996	Syan.g_01468
OG0000887	Syar.g_02998	Syan.g_01469
OG0000888	Syar.g_03000	Syan.g_01471
OG0000889	Syar.g_03002	Syan.g_01473
OG0000890	Syar.g_03005	Syan.g_01476
OG0000891	Syar.g_03006	Syan.g_01477
OG0000892	Syar.g_03008	Syan.g_01480
OG0000893	Syar.g_00150	Syan.g_02103
OG0000894	Syar.g_00145	Syan.g_02108
OG0000895	Syar.g_00141	Syan.g_02112
OG0000896	Syar.g_00140	Syan.g_02113
OG0000897	Syar.g_00138	Syan.g_02115
OG0000898	Syar.g_00137	Syan.g_02116
OG0000899	Syar.g_00136	Syan.g_02117
OG0000900	Syar.g_00135	Syan.g_02118
OG0000901	Syar.g_00130	Syan.g_02123
OG0000902	Syar.g_01013	Syan.g_02125
OG0000903	Syar.g_01026	Syan.g_02252
OG0000904	Syar.g_01021	Syan.g_02258
OG0000905	Syar.g_01018	Syan.g_02129
OG0000906	Syar.g_01015	Syan.g_02127
OG0000907	Syar.g_01028	Syan.g_02245
OG0000908	Syar.g_01031	Syan.g_02242
OG0000909	Syar.g_01032	Syan.g_02241
OG0000910	Syar.g_01033	Syan.g_02240
OG0000911	Syar.g_01035	Syan.g_02238
OG0000912	Syar.g_01036	Syan.g_02237
OG0000913	Syar.g_01037	Syan.g_02236
OG0000914	Syar.g_01038	Syan.g_02235
OG0000915	Syar.g_01040	Syan.g_02233
OG0000916	Syar.g_01041	Syan.g_02232
OG0000917	Syar.g_01042	Syan.g_02231
OG0000918	Syar.g_01043	Syan.g_02230
OG0000919	Syar.g_01044	Syan.g_02229
OG0000920	Syar.g_01045	Syan.g_02228
OG0000921	Syar.g_01046	Syan.g_02227
OG0000922	Syar.g_01047	Syan.g_02226
OG0000923	Syar.g_01051	Syan.g_02222
OG0000924	Syar.g_01052	Syan.g_02221
OG0000925	Syar.g_01053	Syan.g_02220
OG0000926	Syar.g_01054	Syan.g_02219
OG0000927	Syar.g_01056	Syan.g_02217
OG0000928	Syar.g_01057	Syan.g_02216
OG0000929	Syar.g_01058	Syan.g_02215
OG0000930	Syar.g_01059	Syan.g_02214
OG0000931	Syar.g_01060	Syan.g_02213
OG0000932	Syar.g_01061	Syan.g_02212
OG0000933	Syar.g_01066	Syan.g_02206
OG0000934	Syar.g_01068	Syan.g_02204
OG0000935	Syar.g_01069	Syan.g_02203
OG0000936	Syar.g_01070	Syan.g_02202
OG0000937	Syar.g_01071	Syan.g_02201
OG0000938	Syar.g_01074	Syan.g_02198
OG0000939	Syar.g_01075	Syan.g_02197
OG0000940	Syar.g_01081	Syan.g_02188
OG0000941	Syar.g_01083	Syan.g_02186
OG0000942	Syar.g_01085	Syan.g_02184
OG0000943	Syar.g_01086	Syan.g_02183
OG0000944	Syar.g_01088	Syan.g_02181
OG0000945	Syar.g_01089	Syan.g_02180
OG0000946	Syar.g_01095	Syan.g_02167
OG0000947	Syar.g_01098	Syan.g_02164
OG0000948	Syar.g_01099	Syan.g_02163
OG0000949	Syar.g_00283	Syan.g_01951
OG0000950	Syar.g_00661	Syan.g_01940
OG0000951	Syar.g_00656	Syan.g_01932
OG0000952	Syar.g_00651	Syan.g_01927
OG0000953	Syar.g_00248	Syan.g_01922
OG0000954	Syar.g_00258	Syan.g_01916
OG0000955	Syar.g_00259	Syan.g_01915
OG0000956	Syar.g_00261	Syan.g_01913
OG0000957	Syar.g_00610	Syan.g_01898
OG0000958	Syar.g_00609	Syan.g_01897
OG0000959	Syar.g_00605	Syan.g_01893
OG0000960	Syar.g_00604	Syan.g_01892
OG0000961	Syar.g_00094	Syan.g_03024
OG0000962	Syar.g_00594	Syan.g_01887
OG0000963	Syar.g_00590	Syan.g_01881
OG0000964	Syar.g_00589	Syan.g_01880
OG0000965	Syar.g_00588	Syan.g_01879
OG0000966	Syar.g_00549	Syan.g_01812
OG0000967	Syar.g_00545	Syan.g_01804
OG0000968	Syar.g_00542	Syan.g_01706
OG0000969	Syar.g_00540	Syan.g_01708
OG0000970	Syar.g_00539	Syan.g_01709
OG0000971	Syar.g_00537	Syan.g_01711
OG0000972	Syar.g_00536	Syan.g_01712
OG0000973	Syar.g_00535	Syan.g_01713
OG0000974	Syar.g_00534	Syan.g_01714
OG0000975	Syar.g_00533	Syan.g_01715
OG0000976	Syar.g_00532	Syan.g_01716
OG0000977	Syar.g_00530	Syan.g_01718
OG0000978	Syar.g_00529	Syan.g_01719
OG0000979	Syar.g_00526	Syan.g_01722
OG0000980	Syar.g_00523	Syan.g_01725
OG0000981	Syar.g_00520	Syan.g_01728
OG0000982	Syar.g_00331	Syan.g_01566
OG0000983	Syar.g_00332	Syan.g_01567
OG0000984	Syar.g_00333	Syan.g_01568
OG0000985	Syar.g_00337	Syan.g_01572
OG0000986	Syar.g_00344	Syan.g_01574
OG0000987	Syar.g_00346	Syan.g_01576
OG0000988	Syar.g_00352	Syan.g_01581
OG0000989	Syar.g_00377	Syan.g_01587
OG0000990	Syar.g_00697	Syan.g_01615
OG0000991	Syar.g_00700	Syan.g_01618
OG0000992	Syar.g_00704	Syan.g_01622
OG0000993	Syar.g_00705	Syan.g_01623
OG0000994	Syar.g_00708	Syan.g_01625
OG0000995	Syar.g_03212, Syar.g_00624	Syan.g_01629
OG0000996	Syar.g_00861	Syan.g_01653
OG0000997	Syar.g_00437	Syan.g_01677
OG0000998	Syar.g_00439	Syan.g_01679
OG0000999	Syar.g_00440	Syan.g_01680
OG0001000	Syar.g_00955, Syar.g_00444	Syan.g_01684
OG0001001	Syar.g_00450	Syan.g_01690
OG0001002	Syar.g_00457	Syan.g_01697
OG0001003	Syar.g_00459	Syan.g_01699
OG0001004	Syar.g_00460	Syan.g_01700
OG0001005	Syar.g_00461	Syan.g_01701
OG0001006	Syar.g_00468	Syan.g_01794
OG0001007	Syar.g_00470	Syan.g_01796
OG0001008	Syar.g_01178	Syan.g_02397
OG0001009	Syar.g_00500	Syan.g_01748
OG0001010	Syar.g_00501	Syan.g_01747
OG0001011	Syar.g_00503	Syan.g_01745
OG0001013	Syar.g_00906	Syan.g_01542
OG0001014	Syar.g_00914	Syan.g_01535
OG0001015	Syar.g_00915	Syan.g_01534
OG0001017	Syar.g_03050	Syan.g_02918
OG0001018	Syar.g_03052	Syan.g_02920
OG0001019	Syar.g_03086	Syan.g_02947
OG0001020	Syar.g_03092	Syan.g_02951
OG0001021	Syar.g_03098	Syan.g_02958
OG0001022	Syar.g_03102	Syan.g_02964
OG0001023	Syar.g_03103	Syan.g_02965
OG0001024	Syar.g_02276	Syan.g_00968
OG0001025	Syar.g_03115	Syan.g_02971
OG0001026	Syar.g_03131	Syan.g_02984
OG0001027	Syar.g_00031	Syan.g_02308
OG0001028	Syar.g_00034	Syan.g_02305
OG0001029	Syar.g_00036	Syan.g_02303
OG0001030	Syar.g_00058	Syan.g_02281
OG0001031	Syar.g_00129	Syan.g_03060
OG0001032	Syar.g_01011	Syan.g_03063
OG0001033	Syar.g_00962	Syan.g_00970
OG0001034	Syar.g_03022	Syan.g_02425
OG0001035	Syar.g_00171	Syan.g_02062
OG0001036	Syar.g_00193	Syan.g_02056
OG0001037	Syar.g_00195	Syan.g_02054
OG0001038	Syar.g_00223	Syan.g_02025
OG0001039	Syar.g_00226	Syan.g_02022
OG0001040	Syar.g_00229	Syan.g_02019
OG0001041	Syar.g_00234	Syan.g_02015
OG0001042	Syar.g_00831	Syan.g_01992
OG0001043	Syar.g_00826	Syan.g_01988
OG0001044	Syar.g_01117	Syan.g_02145
OG0001045	Syar.g_01130	Syan.g_02132
OG0001046	Syar.g_02514	Syan.g_00591
OG0001047	Syar.g_01180	Syan.g_02399
OG0001048	Syar.g_01181	Syan.g_02400
OG0001049	Syar.g_02872	Syan.g_01340
OG0001050	Syar.g_02871	Syan.g_01339
OG0001051	Syar.g_02870	Syan.g_01338
OG0001052	Syar.g_01269	Syan.g_02850
OG0001053	Syar.g_01472	Syan.g_02761
OG0001054	Syar.g_01492	Syan.g_02742
OG0001055	Syar.g_01513	Syan.g_02721
OG0001056	Syar.g_02349	Syan.g_01161
OG0001057	Syar.g_02341	Syan.g_00832
OG0001058	Syar.g_02324	Syan.g_00851
OG0001059	Syar.g_00422	Syan.g_00855
OG0001060	Syar.g_02315	Syan.g_00861
OG0001061	Syar.g_02297	Syan.g_00880
OG0001063	Syar.g_02209	Syan.g_00945
OG0001064	Syar.g_02208	Syan.g_00946
OG0001065	Syar.g_02207	Syan.g_00947
OG0001066	Syar.g_02206	Syan.g_00948
OG0001067	Syar.g_02205	Syan.g_00949
OG0001068	Syar.g_02204	Syan.g_00950
OG0001069	Syar.g_02203	Syan.g_00951
OG0001070	Syar.g_02200	Syan.g_00955
OG0001071	Syar.g_02199	Syan.g_00956
OG0001072	Syar.g_02195	Syan.g_00960
OG0001073	Syar.g_02182	Syan.g_01012
OG0001074	Syar.g_02031	Syan.g_00202
OG0001075	Syar.g_02215	Syan.g_00200
OG0001076	Syar.g_02253	Syan.g_00012
OG0001077	Syar.g_02240	Syan.g_01140
OG0001078	Syar.g_02419	Syan.g_00815
OG0001079	Syar.g_02431	Syan.g_00799
OG0001080	Syar.g_02442	Syan.g_00781
OG0001081	Syar.g_02444	Syan.g_00779
OG0001082	Syar.g_02445	Syan.g_00778
OG0001083	Syar.g_02473	Syan.g_00771
OG0001084	Syar.g_02474	Syan.g_00770
OG0001086	Syar.g_01686	Syan.g_00757
OG0001087	Syar.g_02347	Syan.g_01159
OG0001088	Syar.g_00431	Syan.g_02688
OG0001089	Syar.g_01942	Syan.g_00185
OG0001090	Syar.g_01582	Syan.g_00317
OG0001091	Syar.g_01580	Syan.g_00320
OG0001092	Syar.g_01578	Syan.g_00322
OG0001093	Syar.g_01572	Syan.g_00328
OG0001094	Syar.g_02633	Syan.g_00696
OG0001095	Syar.g_02653	Syan.g_00675
OG0001096	Syar.g_02476	Syan.g_00659
OG0001097	Syar.g_01823	Syan.g_00386
OG0001099	Syar.g_00035	Syan.g_02304
OG0001100	Syar.g_01625	Syan.g_00749
OG0001101	Syar.g_01623	Syan.g_00747
OG0001102	Syar.g_01620	Syan.g_00744
OG0001103	Syar.g_01618	Syan.g_00742
OG0001104	Syar.g_02616	Syan.g_00714
OG0001106	Syar.g_02553	Syan.g_00551
OG0001107	Syar.g_02541	Syan.g_00563
OG0001109	Syar.g_02529	Syan.g_00573
OG0001110	Syar.g_02527	Syan.g_00575
OG0001111	Syar.g_02525	Syan.g_00577
OG0001112	Syar.g_02523	Syan.g_00579
OG0001113	Syar.g_02522	Syan.g_00580
OG0001114	Syar.g_02521	Syan.g_00581
OG0001115	Syar.g_02519	Syan.g_00586
OG0001116	Syar.g_02517	Syan.g_00588
OG0001117	Syar.g_02516	Syan.g_00589
OG0001118	Syar.g_02515	Syan.g_00590
OG0001119	Syar.g_02513	Syan.g_00592
OG0001120	Syar.g_02507	Syan.g_00597
OG0001122	Syar.g_01803	Syan.g_00366
OG0001123	Syar.g_01796	Syan.g_00359
OG0001124	Syar.g_01793	Syan.g_00357
OG0001125	Syar.g_01791	Syan.g_00355
OG0001126	Syar.g_01375	Syan.g_00307
OG0001127	Syar.g_01374	Syan.g_00306
OG0001128	Syar.g_01371	Syan.g_00303
OG0001129	Syar.g_01369	Syan.g_00301
OG0001130	Syar.g_01368	Syan.g_00300
OG0001131	Syar.g_02448	Syan.g_00079
OG0001132	Syar.g_00684	Syan.g_00100
OG0001133	Syar.g_02249	Syan.g_00006
OG0001134	Syar.g_02235	Syan.g_01146
OG0001135	Syar.g_02232	Syan.g_02542, Syan.g_01150
OG0001136	Syar.g_01536	Syan.g_02699
OG0001137	Syar.g_01944	Syan.g_02670
OG0001138	Syar.g_01977	Syan.g_02638
OG0001139	Syar.g_01980	Syan.g_02636
OG0001140	Syar.g_01981	Syan.g_02635
OG0001141	Syar.g_01982	Syan.g_02625
OG0001142	Syar.g_01983	Syan.g_02624
OG0001143	Syar.g_01698	Syan.g_02616
OG0001144	Syar.g_01707	Syan.g_02596
OG0001145	Syar.g_02769	Syan.g_01200
OG0001146	Syar.g_02782	Syan.g_01219
