Orthogroup	Syar	Pran
OG0000560	Syar.g_02320	Pran.g_01624
OG0000561	Syar.g_02319	Pran.g_01623
OG0000562	Syar.g_02318	Pran.g_01622
OG0000563	Syar.g_02317	Pran.g_01621
OG0000564	Syar.g_02316	Pran.g_01620
OG0000565	Syar.g_02312	Pran.g_01617
OG0000566	Syar.g_02308	Pran.g_01614
OG0000567	Syar.g_02304	Pran.g_01610
OG0000568	Syar.g_02302	Pran.g_01609
OG0000569	Syar.g_02301	Pran.g_01608
OG0000570	Syar.g_02300	Pran.g_01607
OG0000571	Syar.g_02298	Pran.g_01605
OG0000572	Syar.g_02201	Pran.g_01592
OG0000573	Syar.g_02191	Pran.g_01586
OG0000574	Syar.g_02190	Pran.g_01585
OG0000575	Syar.g_03180	Pran.g_01581
OG0000576	Syar.g_02187	Pran.g_01579
OG0000577	Syar.g_02186	Pran.g_01578
OG0000578	Syar.g_02185	Pran.g_01577
OG0000579	Syar.g_02184	Pran.g_01576
OG0000580	Syar.g_02183	Pran.g_01575
OG0000581	Syar.g_02175	Pran.g_01573
OG0000582	Syar.g_02131	Pran.g_01570
OG0000583	Syar.g_02132	Pran.g_01569
OG0000584	Syar.g_02133	Pran.g_01568
OG0000585	Syar.g_02170	Pran.g_01566
OG0000586	Syar.g_02171	Pran.g_01565
OG0000587	Syar.g_02173	Pran.g_01564
OG0000588	Syar.g_02275	Pran.g_01560
OG0000589	Syar.g_02261	Pran.g_01557
OG0000590	Syar.g_02260	Pran.g_01556
OG0000591	Syar.g_02246	Pran.g_01553
OG0000592	Syar.g_02245	Pran.g_01552
OG0000593	Syar.g_02414	Pran.g_01546
OG0000594	Syar.g_02415	Pran.g_01545
OG0000595	Syar.g_02416	Pran.g_01544
OG0000596	Syar.g_02421	Pran.g_01540
OG0000597	Syar.g_02424	Pran.g_01538
OG0000598	Syar.g_02425	Pran.g_01537
OG0000599	Syar.g_02428	Pran.g_01534
OG0000600	Syar.g_02429	Pran.g_01533
OG0000601	Syar.g_02430	Pran.g_01532
OG0000602	Syar.g_02435	Pran.g_01530
OG0000603	Syar.g_02436	Pran.g_01529
OG0000604	Syar.g_02438	Pran.g_01528
OG0000605	Syar.g_02440	Pran.g_01527
OG0000606	Syar.g_02443	Pran.g_01524
OG0000607	Syar.g_02446	Pran.g_01521
OG0000608	Syar.g_02447	Pran.g_01520
OG0000609	Syar.g_02470	Pran.g_01519
OG0000610	Syar.g_01917	Pran.g_01514
OG0000611	Syar.g_01914	Pran.g_01511
OG0000612	Syar.g_01913	Pran.g_01510
OG0000613	Syar.g_00712	Pran.g_01505
OG0000614	Syar.g_02012, Syar.g_01344	Pran.g_01486
OG0000615	Syar.g_02603	Pran.g_01478
OG0000616	Syar.g_00454	Pran.g_01472
OG0000617	Syar.g_01576	Pran.g_01454
OG0000618	Syar.g_01575	Pran.g_01453
OG0000619	Syar.g_01574	Pran.g_01452
OG0000620	Syar.g_01569	Pran.g_01449
OG0000621	Syar.g_01568	Pran.g_01448
OG0000622	Syar.g_01566	Pran.g_01447
OG0000623	Syar.g_01565	Pran.g_01446
OG0000624	Syar.g_01564	Pran.g_01445
OG0000625	Syar.g_01563	Pran.g_01444
OG0000626	Syar.g_01562	Pran.g_01443
OG0000627	Syar.g_01868	Pran.g_01442
OG0000628	Syar.g_01869	Pran.g_01441
OG0000629	Syar.g_01872	Pran.g_01440
OG0000630	Syar.g_02586	Pran.g_01437
OG0000631	Syar.g_02579	Pran.g_01352
OG0000632	Syar.g_02578	Pran.g_01351
OG0000633	Syar.g_02576	Pran.g_01350
OG0000634	Syar.g_02635	Pran.g_01347
OG0000635	Syar.g_02636	Pran.g_01346
OG0000636	Syar.g_02638	Pran.g_01344
OG0000637	Syar.g_02640	Pran.g_01342
OG0000638	Syar.g_02641	Pran.g_01341
OG0000639	Syar.g_02642	Pran.g_01340
OG0000640	Syar.g_02643	Pran.g_01339
OG0000641	Syar.g_02648	Pran.g_01335
OG0000642	Syar.g_02649	Pran.g_01334
OG0000643	Syar.g_02650	Pran.g_01333
OG0000644	Syar.g_02651	Pran.g_01332
OG0000645	Syar.g_02652	Pran.g_01331
OG0000646	Syar.g_02655	Pran.g_01329
OG0000647	Syar.g_02657	Pran.g_01328
OG0000648	Syar.g_02659	Pran.g_01326
OG0000649	Syar.g_02660	Pran.g_01325
OG0000650	Syar.g_02661	Pran.g_01324
OG0000651	Syar.g_02662	Pran.g_01323
OG0000652	Syar.g_02663	Pran.g_01322
OG0000653	Syar.g_02665	Pran.g_01320
OG0000654	Syar.g_02666	Pran.g_01319
OG0000655	Syar.g_02667	Pran.g_01318
OG0000656	Syar.g_02479	Pran.g_01315
OG0000657	Syar.g_01812	Pran.g_01308
OG0000658	Syar.g_01815	Pran.g_01307
OG0000659	Syar.g_01816	Pran.g_01306
OG0000660	Syar.g_01820	Pran.g_01302
OG0000661	Syar.g_03175, Syar.g_01822	Pran.g_01300
OG0000662	Syar.g_01829	Pran.g_01298
OG0000663	Syar.g_01832	Pran.g_01296
OG0000664	Syar.g_01837	Pran.g_01295
OG0000665	Syar.g_02774	Pran.g_01291
OG0000666	Syar.g_01241	Pran.g_01290
OG0000667	Syar.g_02346	Pran.g_01285
OG0000668	Syar.g_01802	Pran.g_00413
OG0000669	Syar.g_01627	Pran.g_00421
OG0000670	Syar.g_01624	Pran.g_00423
OG0000671	Syar.g_01622	Pran.g_00425
OG0000672	Syar.g_01619	Pran.g_00427
OG0000673	Syar.g_01615	Pran.g_00430
OG0000674	Syar.g_01613	Pran.g_00432
OG0000675	Syar.g_01612	Pran.g_00433
OG0000676	Syar.g_01608	Pran.g_00435
OG0000677	Syar.g_01607	Pran.g_00436
OG0000678	Syar.g_02037	Pran.g_00438
OG0000679	Syar.g_02606	Pran.g_00442
OG0000680	Syar.g_02607	Pran.g_00443
OG0000681	Syar.g_02610	Pran.g_00445
OG0000682	Syar.g_02611	Pran.g_00446
OG0000683	Syar.g_02612	Pran.g_00447
OG0000684	Syar.g_02615	Pran.g_00449
OG0000685	Syar.g_02617	Pran.g_00451
OG0000686	Syar.g_02618	Pran.g_00452
OG0000687	Syar.g_02619	Pran.g_00453
OG0000688	Syar.g_02624	Pran.g_00456
OG0000689	Syar.g_02626	Pran.g_00457
OG0000690	Syar.g_02627	Pran.g_00458
OG0000691	Syar.g_02628	Pran.g_00459
OG0000692	Syar.g_02629	Pran.g_00461
OG0000693	Syar.g_02631	Pran.g_00462
OG0000694	Syar.g_02632	Pran.g_00463
OG0000695	Syar.g_02573	Pran.g_00465
OG0000696	Syar.g_02572	Pran.g_00466
OG0000697	Syar.g_02570	Pran.g_00467
OG0000698	Syar.g_02567	Pran.g_00470
OG0000699	Syar.g_02566	Pran.g_00471
OG0000700	Syar.g_02565	Pran.g_00472
OG0000701	Syar.g_02564	Pran.g_00473
OG0000702	Syar.g_02559	Pran.g_00475
OG0000703	Syar.g_02557	Pran.g_00476
OG0000704	Syar.g_02555	Pran.g_00477
OG0000705	Syar.g_02547	Pran.g_00481
OG0000706	Syar.g_02546	Pran.g_00482
OG0000707	Syar.g_02545	Pran.g_00483
OG0000708	Syar.g_02542	Pran.g_00484
OG0000709	Syar.g_02534	Pran.g_00488
OG0000710	Syar.g_02528	Pran.g_00491
OG0000711	Syar.g_02499	Pran.g_00508
OG0000712	Syar.g_02497	Pran.g_00510
OG0000713	Syar.g_02496	Pran.g_00511
OG0000714	Syar.g_02494	Pran.g_00512
OG0000715	Syar.g_02492	Pran.g_00514
OG0000716	Syar.g_02488	Pran.g_00516
OG0000717	Syar.g_02487	Pran.g_00517
OG0000718	Syar.g_02483	Pran.g_00537
OG0000719	Syar.g_01804	Pran.g_00539
OG0000720	Syar.g_01790	Pran.g_00548
OG0000721	Syar.g_01788	Pran.g_00550
OG0000722	Syar.g_01787	Pran.g_00551
OG0000723	Syar.g_01560	Pran.g_00554
OG0000724	Syar.g_01367, Syar.g_02120	Pran.g_00563
OG0000725	Syar.g_01934	Pran.g_00569
OG0000726	Syar.g_01935	Pran.g_00570
OG0000727	Syar.g_01936	Pran.g_00571
OG0000728	Syar.g_01938	Pran.g_00573
OG0000729	Syar.g_00593	Pran.g_00133
OG0000730	Syar.g_01115	Pran.g_00129
OG0000731	Syar.g_01127	Pran.g_00125
OG0000732	Syar.g_00522	Pran.g_00115
OG0000733	Syar.g_02234	Pran.g_00092
OG0000734	Syar.g_03128	Pran.g_00075
OG0000735	Syar.g_01522	Pran.g_00073
OG0000736	Syar.g_01523	Pran.g_00072
OG0000737	Syar.g_01524	Pran.g_00071
OG0000738	Syar.g_01530	Pran.g_00067
OG0000739	Syar.g_01531	Pran.g_00066
OG0000740	Syar.g_01532	Pran.g_00065
OG0000741	Syar.g_01535	Pran.g_00064
OG0000742	Syar.g_01538	Pran.g_00061
OG0000743	Syar.g_01541	Pran.g_00059
OG0000744	Syar.g_01542	Pran.g_00058
OG0000745	Syar.g_01545	Pran.g_00057
OG0000746	Syar.g_01549	Pran.g_00055
OG0000747	Syar.g_01551	Pran.g_00054
OG0000748	Syar.g_01945	Pran.g_00051
OG0000749	Syar.g_01946	Pran.g_00050
OG0000750	Syar.g_01947	Pran.g_00049
OG0000751	Syar.g_01952	Pran.g_00047
OG0000752	Syar.g_01954	Pran.g_00045
OG0000753	Syar.g_01957	Pran.g_00042
OG0000754	Syar.g_01963	Pran.g_00039
OG0000755	Syar.g_01974	Pran.g_00036
OG0000756	Syar.g_01975	Pran.g_00035
OG0000757	Syar.g_01984	Pran.g_00029
OG0000758	Syar.g_01985	Pran.g_00028
OG0000759	Syar.g_01986	Pran.g_00027
OG0000760	Syar.g_01987	Pran.g_00026
OG0000761	Syar.g_01988	Pran.g_00025
OG0000762	Syar.g_01992	Pran.g_00024
OG0000763	Syar.g_01699	Pran.g_00022
OG0000764	Syar.g_01700	Pran.g_00021
OG0000765	Syar.g_01718	Pran.g_00012
OG0000766	Syar.g_01719	Pran.g_00011
OG0000767	Syar.g_01721	Pran.g_00009
OG0000768	Syar.g_01722	Pran.g_00008
OG0000769	Syar.g_01724	Pran.g_00006
OG0000770	Syar.g_01727	Pran.g_00004
OG0000771	Syar.g_01373	Pran.g_00918
OG0000772	Syar.g_00746	Pran.g_00899
OG0000773	Syar.g_02694	Pran.g_00885
OG0000774	Syar.g_02771	Pran.g_00883
OG0000775	Syar.g_02773	Pran.g_00881
OG0000776	Syar.g_01755	Pran.g_00880
OG0000777	Syar.g_01754	Pran.g_00879
OG0000778	Syar.g_01753	Pran.g_00878
OG0000779	Syar.g_02779	Pran.g_00874
OG0000780	Syar.g_02781	Pran.g_00873
OG0000781	Syar.g_02785	Pran.g_00870
OG0000782	Syar.g_02786	Pran.g_00869
OG0000783	Syar.g_02787	Pran.g_00868
OG0000784	Syar.g_02788	Pran.g_00867
OG0000785	Syar.g_02791	Pran.g_00865
OG0000786	Syar.g_02795	Pran.g_00863
OG0000787	Syar.g_02796	Pran.g_00862
OG0000788	Syar.g_02331	Pran.g_00853
OG0000789	Syar.g_02040	Pran.g_00850
OG0000790	Syar.g_01456	Pran.g_00836
OG0000791	Syar.g_01454	Pran.g_00834
OG0000792	Syar.g_01453	Pran.g_00833
OG0000793	Syar.g_01243	Pran.g_00830
OG0000794	Syar.g_01242	Pran.g_00829
OG0000795	Syar.g_01240	Pran.g_00828
OG0000796	Syar.g_01236	Pran.g_00824
OG0000797	Syar.g_01235	Pran.g_00823
OG0000798	Syar.g_00222, Syar.g_02701	Pran.g_00789
OG0000799	Syar.g_02844	Pran.g_00751
OG0000800	Syar.g_02843	Pran.g_00750
OG0000801	Syar.g_02842	Pran.g_00749
OG0000802	Syar.g_02825	Pran.g_00747
OG0000803	Syar.g_02822	Pran.g_00745
OG0000804	Syar.g_02819	Pran.g_00744
OG0000805	Syar.g_02817	Pran.g_00742
OG0000806	Syar.g_02815	Pran.g_00740
OG0000807	Syar.g_02814	Pran.g_00739
OG0000808	Syar.g_02813	Pran.g_00738
OG0000809	Syar.g_02811	Pran.g_00735
OG0000810	Syar.g_02810	Pran.g_00734
OG0000811	Syar.g_02805	Pran.g_00730
OG0000812	Syar.g_02803	Pran.g_00728
OG0000813	Syar.g_02802	Pran.g_00727
OG0000814	Syar.g_02800	Pran.g_00725
OG0000815	Syar.g_02799	Pran.g_00724
OG0000816	Syar.g_02797	Pran.g_00722
OG0000817	Syar.g_02861	Pran.g_00721
OG0000818	Syar.g_01418	Pran.g_00716
OG0000819	Syar.g_01417	Pran.g_00715
OG0000820	Syar.g_01416	Pran.g_00714
OG0000821	Syar.g_01410	Pran.g_00710
OG0000822	Syar.g_01408	Pran.g_00709
OG0000823	Syar.g_00017, Syar.g_01407	Pran.g_00708
OG0000824	Syar.g_01402	Pran.g_00705
OG0000825	Syar.g_01401	Pran.g_00704
OG0000826	Syar.g_01400	Pran.g_00703
OG0000827	Syar.g_01399	Pran.g_00702
OG0000828	Syar.g_01396	Pran.g_00699
OG0000829	Syar.g_01395	Pran.g_00698
OG0000830	Syar.g_01394	Pran.g_00697
OG0000831	Syar.g_01391	Pran.g_00695
OG0000832	Syar.g_01213	Pran.g_00689
OG0000833	Syar.g_02877	Pran.g_00681
OG0000834	Syar.g_02878	Pran.g_00680
OG0000835	Syar.g_02879	Pran.g_00679
OG0000836	Syar.g_02881	Pran.g_00678
OG0000837	Syar.g_02882	Pran.g_00677
OG0000838	Syar.g_02886	Pran.g_00675
OG0000839	Syar.g_02887	Pran.g_00674
OG0000840	Syar.g_02888	Pran.g_00673
OG0000841	Syar.g_02889	Pran.g_00672
OG0000842	Syar.g_02890	Pran.g_00671
OG0000843	Syar.g_02891	Pran.g_00670
OG0000844	Syar.g_02893	Pran.g_00669
OG0000845	Syar.g_02894	Pran.g_00668
OG0000846	Syar.g_02895	Pran.g_00667
OG0000847	Syar.g_02896	Pran.g_00666
OG0000848	Syar.g_02898	Pran.g_00665
OG0000849	Syar.g_02899	Pran.g_00664
OG0000850	Syar.g_02902	Pran.g_00662
OG0000851	Syar.g_02905	Pran.g_00661
OG0000852	Syar.g_02906	Pran.g_00660
OG0000853	Syar.g_02910	Pran.g_00656
OG0000854	Syar.g_02912	Pran.g_00654
OG0000855	Syar.g_02913	Pran.g_00653
OG0000856	Syar.g_02243	Pran.g_00636
OG0000857	Syar.g_02656	Pran.g_00598
OG0000858	Syar.g_02920	Pran.g_00964
OG0000859	Syar.g_02921	Pran.g_00965
OG0000860	Syar.g_02931	Pran.g_00972
OG0000861	Syar.g_02932	Pran.g_00973
OG0000862	Syar.g_02942	Pran.g_00974
OG0000863	Syar.g_02944	Pran.g_00976
OG0000864	Syar.g_02945	Pran.g_00977
OG0000865	Syar.g_02946	Pran.g_00978
OG0000866	Syar.g_02947	Pran.g_00979
OG0000867	Syar.g_02948	Pran.g_00980
OG0000868	Syar.g_02950	Pran.g_00981
OG0000869	Syar.g_02955	Pran.g_00985
OG0000870	Syar.g_02960	Pran.g_00990
OG0000871	Syar.g_02961	Pran.g_00991
OG0000872	Syar.g_02967	Pran.g_00992
OG0000873	Syar.g_02970	Pran.g_00995
OG0000874	Syar.g_02974	Pran.g_00998
OG0000875	Syar.g_02975	Pran.g_00999
OG0000876	Syar.g_01828	Pran.g_01000
OG0000877	Syar.g_02977	Pran.g_01002
OG0000878	Syar.g_02978	Pran.g_01003
OG0000879	Syar.g_02979	Pran.g_01004
OG0000880	Syar.g_02980	Pran.g_01005
OG0000881	Syar.g_02984	Pran.g_01009
OG0000882	Syar.g_02989	Pran.g_01014
OG0000883	Syar.g_02992	Pran.g_01015
OG0000884	Syar.g_02994	Pran.g_01017
OG0000885	Syar.g_02995	Pran.g_01018
OG0000886	Syar.g_02996	Pran.g_01019
OG0000887	Syar.g_02998	Pran.g_01020
OG0000888	Syar.g_03000	Pran.g_01022
OG0000889	Syar.g_03002	Pran.g_01024
OG0000890	Syar.g_03005	Pran.g_01025
OG0000891	Syar.g_03006	Pran.g_01026
OG0000892	Syar.g_03008	Pran.g_01028
OG0000893	Syar.g_00150	Pran.g_01032
OG0000894	Syar.g_00145	Pran.g_01034
OG0000895	Syar.g_00141	Pran.g_01037
OG0000896	Syar.g_00140	Pran.g_01038
OG0000897	Syar.g_00138	Pran.g_01040
OG0000898	Syar.g_00137	Pran.g_01041
OG0000899	Syar.g_00136	Pran.g_01042
OG0000900	Syar.g_00135	Pran.g_01044
OG0000901	Syar.g_00130	Pran.g_01047
OG0000902	Syar.g_01013	Pran.g_01049
OG0000903	Syar.g_01026	Pran.g_01052
OG0000904	Syar.g_01021	Pran.g_01054
OG0000905	Syar.g_01018	Pran.g_01058
OG0000906	Syar.g_01015	Pran.g_01059
OG0000907	Syar.g_01028	Pran.g_01062
OG0000908	Syar.g_01031	Pran.g_01065
OG0000909	Syar.g_01032	Pran.g_01066
OG0000910	Syar.g_01033	Pran.g_01067
OG0000911	Syar.g_01035	Pran.g_01070
OG0000912	Syar.g_01036	Pran.g_01071
OG0000913	Syar.g_01037	Pran.g_01072
OG0000914	Syar.g_01038	Pran.g_01073
OG0000915	Syar.g_01040	Pran.g_01074
OG0000916	Syar.g_01041	Pran.g_01075
OG0000917	Syar.g_01042	Pran.g_01076
OG0000918	Syar.g_01043	Pran.g_01077
OG0000919	Syar.g_01044	Pran.g_01078
OG0000920	Syar.g_01045	Pran.g_01079
OG0000921	Syar.g_01046	Pran.g_01080
OG0000922	Syar.g_01047	Pran.g_01081
OG0000923	Syar.g_01051	Pran.g_01085
OG0000924	Syar.g_01052	Pran.g_01086
OG0000925	Syar.g_01053	Pran.g_01087
OG0000926	Syar.g_01054	Pran.g_01088
OG0000927	Syar.g_01056	Pran.g_01090
OG0000928	Syar.g_01057	Pran.g_01091
OG0000929	Syar.g_01058	Pran.g_01092
OG0000930	Syar.g_01059	Pran.g_01093
OG0000931	Syar.g_01060	Pran.g_01094
OG0000932	Syar.g_01061	Pran.g_01095
OG0000933	Syar.g_01066	Pran.g_01099
OG0000934	Syar.g_01068	Pran.g_01101
OG0000935	Syar.g_01069	Pran.g_01102
OG0000936	Syar.g_01070	Pran.g_01103
OG0000937	Syar.g_01071	Pran.g_01104
OG0000938	Syar.g_01074	Pran.g_01106
OG0000939	Syar.g_01075	Pran.g_01107
OG0000940	Syar.g_01081	Pran.g_01114
OG0000941	Syar.g_01083	Pran.g_01116
OG0000942	Syar.g_01085	Pran.g_01118
OG0000943	Syar.g_01086	Pran.g_01119
OG0000944	Syar.g_01088	Pran.g_01120
OG0000945	Syar.g_01089	Pran.g_01121
OG0000946	Syar.g_01095	Pran.g_01125
OG0000947	Syar.g_01098	Pran.g_01127
OG0000948	Syar.g_01099	Pran.g_01128
OG0000949	Syar.g_00283	Pran.g_01131
OG0000950	Syar.g_00661	Pran.g_01136
OG0000951	Syar.g_00656	Pran.g_01139
OG0000952	Syar.g_00651	Pran.g_01143
OG0000953	Syar.g_00248	Pran.g_01146
OG0000954	Syar.g_00258	Pran.g_01150
OG0000955	Syar.g_00259	Pran.g_01151
OG0000956	Syar.g_00261	Pran.g_01153
OG0000957	Syar.g_00610	Pran.g_01158
OG0000958	Syar.g_00609	Pran.g_01159
OG0000959	Syar.g_00605	Pran.g_01163
OG0000960	Syar.g_00604	Pran.g_01164
OG0000961	Syar.g_00094	Pran.g_01166
OG0000962	Syar.g_00594	Pran.g_01168
OG0000963	Syar.g_00590	Pran.g_01172
OG0000964	Syar.g_00589	Pran.g_01173
OG0000965	Syar.g_00588	Pran.g_01174
OG0000966	Syar.g_00549	Pran.g_01182
OG0000967	Syar.g_00545	Pran.g_01186
OG0000968	Syar.g_00542	Pran.g_01188
OG0000969	Syar.g_00540	Pran.g_01189
OG0000970	Syar.g_00539	Pran.g_01190
OG0000971	Syar.g_00537	Pran.g_01191
OG0000972	Syar.g_00536	Pran.g_01192
OG0000973	Syar.g_00535	Pran.g_01193
OG0000974	Syar.g_00534	Pran.g_01194
OG0000975	Syar.g_00533	Pran.g_01195
OG0000976	Syar.g_00532	Pran.g_01196
OG0000977	Syar.g_00530	Pran.g_01197
OG0000978	Syar.g_00529	Pran.g_01198
OG0000979	Syar.g_00526	Pran.g_01201
OG0000980	Syar.g_00523	Pran.g_01202
OG0000981	Syar.g_00520	Pran.g_01204
OG0000982	Syar.g_00331	Pran.g_01206
OG0000983	Syar.g_00332	Pran.g_01207
OG0000984	Syar.g_00333	Pran.g_01208
OG0000985	Syar.g_00337	Pran.g_01211
OG0000986	Syar.g_00344	Pran.g_01213
OG0000987	Syar.g_00346	Pran.g_01214
OG0000988	Syar.g_00352	Pran.g_01217
OG0000989	Syar.g_00377	Pran.g_01221
OG0000990	Syar.g_00697	Pran.g_01224
OG0000991	Syar.g_00700	Pran.g_01225
OG0000992	Syar.g_00704	Pran.g_01227
OG0000993	Syar.g_00705	Pran.g_01228
OG0000994	Syar.g_00708	Pran.g_01229
OG0000995	Syar.g_03212, Syar.g_00624	Pran.g_01233
OG0000996	Syar.g_00861	Pran.g_01234
OG0000997	Syar.g_00437	Pran.g_01235
OG0000998	Syar.g_00439	Pran.g_01237
OG0000999	Syar.g_00440	Pran.g_01238
OG0001000	Syar.g_00955, Syar.g_00444	Pran.g_01241
OG0001001	Syar.g_00450	Pran.g_01243
OG0001002	Syar.g_00457	Pran.g_01247
OG0001003	Syar.g_00459	Pran.g_01249
OG0001004	Syar.g_00460	Pran.g_01250
OG0001005	Syar.g_00461	Pran.g_01251
OG0001006	Syar.g_00468	Pran.g_01255
OG0001007	Syar.g_00470	Pran.g_01257
OG0001008	Syar.g_01178, Syar.g_03274	Pran.g_01743
OG0001009	Syar.g_00500	Pran.g_00397
OG0001010	Syar.g_00501	Pran.g_00396
OG0001011	Syar.g_00503	Pran.g_00395
OG0001013	Syar.g_00906	Pran.g_00377
OG0001014	Syar.g_00914	Pran.g_00374
OG0001015	Syar.g_00915	Pran.g_00373
OG0001017	Syar.g_03050	Pran.g_00355
OG0001018	Syar.g_03052	Pran.g_00352
OG0001019	Syar.g_03086	Pran.g_00343
OG0001020	Syar.g_03092	Pran.g_00342
OG0001021	Syar.g_03098	Pran.g_00341
OG0001022	Syar.g_03102	Pran.g_00339
OG0001023	Syar.g_03103	Pran.g_00338
OG0001024	Syar.g_02276	Pran.g_00335
OG0001025	Syar.g_03115	Pran.g_00329
OG0001026	Syar.g_03131	Pran.g_00322
OG0001027	Syar.g_00031	Pran.g_00321
OG0001028	Syar.g_00034	Pran.g_00319
OG0001029	Syar.g_00036	Pran.g_00318
OG0001030	Syar.g_00058	Pran.g_00304
OG0001031	Syar.g_00129	Pran.g_00246
OG0001032	Syar.g_01011	Pran.g_00245
OG0001033	Syar.g_00962	Pran.g_00224
OG0001034	Syar.g_03022	Pran.g_00196
OG0001035	Syar.g_00171	Pran.g_01938
OG0001036	Syar.g_00193	Pran.g_01934
OG0001037	Syar.g_00195	Pran.g_01933
OG0001038	Syar.g_00223	Pran.g_01916
OG0001039	Syar.g_00226	Pran.g_01913
OG0001040	Syar.g_00229	Pran.g_01911
OG0001041	Syar.g_00234	Pran.g_01907
OG0001042	Syar.g_00831	Pran.g_01890
OG0001043	Syar.g_00826	Pran.g_01889
OG0001044	Syar.g_01117	Pran.g_01861
OG0001045	Syar.g_01130	Pran.g_01853
OG0001046	Syar.g_02514	Pran.g_01816
OG0001047	Syar.g_01180	Pran.g_01741
OG0001048	Syar.g_01181	Pran.g_01740
OG0001049	Syar.g_02872	Pran.g_01738
OG0001050	Syar.g_02871	Pran.g_01737
OG0001051	Syar.g_02870	Pran.g_01736
OG0001052	Syar.g_01269	Pran.g_01707
OG0001053	Syar.g_01472	Pran.g_01695
OG0001054	Syar.g_01492	Pran.g_01680
OG0001055	Syar.g_01513	Pran.g_01661
OG0001056	Syar.g_02349	Pran.g_01642
OG0001057	Syar.g_02341	Pran.g_01637
OG0001058	Syar.g_02324	Pran.g_01629
OG0001059	Syar.g_00422	Pran.g_01625
OG0001060	Syar.g_02315	Pran.g_01618
OG0001061	Syar.g_02297	Pran.g_01604
OG0001062	Syar.g_02294	Pran.g_01602
OG0001063	Syar.g_02209	Pran.g_01600
OG0001064	Syar.g_02208	Pran.g_01599
OG0001065	Syar.g_02207	Pran.g_01598
OG0001066	Syar.g_02206	Pran.g_01597
OG0001067	Syar.g_02205	Pran.g_01596
OG0001068	Syar.g_02204	Pran.g_01595
OG0001069	Syar.g_02203	Pran.g_01594
OG0001070	Syar.g_02200	Pran.g_01591
OG0001071	Syar.g_02199	Pran.g_01590
OG0001072	Syar.g_02195	Pran.g_01588
OG0001073	Syar.g_02182	Pran.g_01574
OG0001074	Syar.g_02031	Pran.g_01563
OG0001075	Syar.g_02215	Pran.g_01562
OG0001076	Syar.g_02253	Pran.g_01554
OG0001077	Syar.g_02240	Pran.g_01550
OG0001078	Syar.g_02419	Pran.g_01542
OG0001079	Syar.g_02431	Pran.g_01531
OG0001080	Syar.g_02442	Pran.g_01525
OG0001081	Syar.g_02444	Pran.g_01523
OG0001082	Syar.g_02445	Pran.g_01522
OG0001083	Syar.g_02473	Pran.g_01517
OG0001084	Syar.g_02474	Pran.g_01516
OG0001085	Syar.g_01688	Pran.g_01508
OG0001086	Syar.g_01686	Pran.g_01507
OG0001087	Syar.g_02347	Pran.g_01490
OG0001088	Syar.g_00431	Pran.g_01489
OG0001089	Syar.g_01942	Pran.g_01481
OG0001090	Syar.g_01582	Pran.g_01459
OG0001091	Syar.g_01580	Pran.g_01457
OG0001092	Syar.g_01578	Pran.g_01456
OG0001093	Syar.g_01572	Pran.g_01451
OG0001094	Syar.g_02633	Pran.g_01349
OG0001095	Syar.g_02653	Pran.g_01330
OG0001096	Syar.g_02476	Pran.g_01317
OG0001097	Syar.g_01823	Pran.g_01299
OG0001098	Syar.g_01672	Pran.g_01283
OG0001099	Syar.g_00035	Pran.g_00418
OG0001100	Syar.g_01625	Pran.g_00422
OG0001101	Syar.g_01623	Pran.g_00424
OG0001102	Syar.g_01620	Pran.g_00426
OG0001103	Syar.g_01618	Pran.g_00428
OG0001104	Syar.g_02616	Pran.g_00450
OG0001105	Syar.g_02620	Pran.g_00454
OG0001106	Syar.g_02553	Pran.g_00478
OG0001107	Syar.g_02541	Pran.g_00485
OG0001109	Syar.g_02529	Pran.g_00490
OG0001110	Syar.g_02527	Pran.g_00492
OG0001111	Syar.g_02525	Pran.g_00493
OG0001112	Syar.g_02523	Pran.g_00494
OG0001113	Syar.g_02522	Pran.g_00495
OG0001114	Syar.g_02521	Pran.g_00496
OG0001115	Syar.g_02519	Pran.g_00498
OG0001116	Syar.g_02517	Pran.g_00499
OG0001117	Syar.g_02516	Pran.g_00500
OG0001118	Syar.g_02515	Pran.g_00501
OG0001119	Syar.g_02513	Pran.g_00502
OG0001120	Syar.g_02507	Pran.g_00504
OG0001122	Syar.g_01803	Pran.g_00540
OG0001123	Syar.g_01796	Pran.g_00544
OG0001124	Syar.g_01793	Pran.g_00546
OG0001125	Syar.g_01791	Pran.g_00547
OG0001126	Syar.g_01375	Pran.g_00557
OG0001127	Syar.g_01374	Pran.g_00558
OG0001128	Syar.g_01371	Pran.g_00560
OG0001129	Syar.g_01369	Pran.g_00561
OG0001130	Syar.g_01368	Pran.g_00562
OG0001131	Syar.g_02448	Pran.g_00154
OG0001132	Syar.g_00684	Pran.g_00144
OG0001133	Syar.g_02249	Pran.g_00110
OG0001134	Syar.g_02235	Pran.g_00093
OG0001135	Syar.g_02232	Pran.g_00090
OG0001136	Syar.g_01536	Pran.g_00063
OG0001137	Syar.g_01944	Pran.g_00052
OG0001138	Syar.g_01977	Pran.g_00034
OG0001139	Syar.g_01980	Pran.g_00033
OG0001140	Syar.g_01981	Pran.g_00032
OG0001141	Syar.g_01982	Pran.g_00031
OG0001142	Syar.g_01983	Pran.g_00030
