Orthogroup	Syar	Prag
OG0000561	Syar.g_02319	Prag.g_00534
OG0000562	Syar.g_02318	Prag.g_00535
OG0000563	Syar.g_02317	Prag.g_00536
OG0000564	Syar.g_02316	Prag.g_00537
OG0000565	Syar.g_02312	Prag.g_00540
OG0000566	Syar.g_02308	Prag.g_00542
OG0000567	Syar.g_02304	Prag.g_00546
OG0000568	Syar.g_02302	Prag.g_00547
OG0000569	Syar.g_02301	Prag.g_00548
OG0000570	Syar.g_02300	Prag.g_00549
OG0000571	Syar.g_02298	Prag.g_00551
OG0000572	Syar.g_02201	Prag.g_00564
OG0000573	Syar.g_02191	Prag.g_00570
OG0000574	Syar.g_02190	Prag.g_00571
OG0000575	Syar.g_03180	Prag.g_00575
OG0000576	Syar.g_02187	Prag.g_00577
OG0000577	Syar.g_02186	Prag.g_00578
OG0000578	Syar.g_02185	Prag.g_00579
OG0000579	Syar.g_02184	Prag.g_00580
OG0000580	Syar.g_02183	Prag.g_00581
OG0000581	Syar.g_02175	Prag.g_00583
OG0000582	Syar.g_02131	Prag.g_00586
OG0000583	Syar.g_02132	Prag.g_00587
OG0000584	Syar.g_02133	Prag.g_00588
OG0000585	Syar.g_02170	Prag.g_00590
OG0000586	Syar.g_02171	Prag.g_00591
OG0000587	Syar.g_02173	Prag.g_00592
OG0000588	Syar.g_02275	Prag.g_00596
OG0000589	Syar.g_02261	Prag.g_00599
OG0000590	Syar.g_02260	Prag.g_00600
OG0000591	Syar.g_02246	Prag.g_00603
OG0000592	Syar.g_02245	Prag.g_00604
OG0000593	Syar.g_02414	Prag.g_00610
OG0000594	Syar.g_02415	Prag.g_00611
OG0000595	Syar.g_02416	Prag.g_00612
OG0000596	Syar.g_02421	Prag.g_00616
OG0000597	Syar.g_02424	Prag.g_00618
OG0000598	Syar.g_02425	Prag.g_00619
OG0000599	Syar.g_02428	Prag.g_00622
OG0000600	Syar.g_02429	Prag.g_00623
OG0000601	Syar.g_02430	Prag.g_00624
OG0000602	Syar.g_02435	Prag.g_00626
OG0000603	Syar.g_02436	Prag.g_00627
OG0000604	Syar.g_02438	Prag.g_00628
OG0000605	Syar.g_02440	Prag.g_00629
OG0000606	Syar.g_02443	Prag.g_00632
OG0000607	Syar.g_02446	Prag.g_00635
OG0000608	Syar.g_02447	Prag.g_00636
OG0000609	Syar.g_02470	Prag.g_00637
OG0000610	Syar.g_01917	Prag.g_00642
OG0000611	Syar.g_01914	Prag.g_00645
OG0000612	Syar.g_01913	Prag.g_00646
OG0000613	Syar.g_00712	Prag.g_00651
OG0000614	Syar.g_02012, Syar.g_01344	Prag.g_00670
OG0000615	Syar.g_02603	Prag.g_00678
OG0000616	Syar.g_00454	Prag.g_00682
OG0000617	Syar.g_01576	Prag.g_00698
OG0000618	Syar.g_01575	Prag.g_00699
OG0000619	Syar.g_01574	Prag.g_00700
OG0000620	Syar.g_01569	Prag.g_00703
OG0000621	Syar.g_01568	Prag.g_00704
OG0000622	Syar.g_01566	Prag.g_00705
OG0000623	Syar.g_01565	Prag.g_00706
OG0000624	Syar.g_01564	Prag.g_00707
OG0000625	Syar.g_01563	Prag.g_00708
OG0000626	Syar.g_01562	Prag.g_00709
OG0000627	Syar.g_01868	Prag.g_00710
OG0000628	Syar.g_01869	Prag.g_00711
OG0000629	Syar.g_01872	Prag.g_00712
OG0000630	Syar.g_02586	Prag.g_00715
OG0000631	Syar.g_02579	Prag.g_00797
OG0000632	Syar.g_02578	Prag.g_00798
OG0000633	Syar.g_02576	Prag.g_00799
OG0000634	Syar.g_02635	Prag.g_00802
OG0000635	Syar.g_02636	Prag.g_00803
OG0000636	Syar.g_02638	Prag.g_00805
OG0000637	Syar.g_02640	Prag.g_00807
OG0000638	Syar.g_02641	Prag.g_00808
OG0000639	Syar.g_02642	Prag.g_00809
OG0000640	Syar.g_02643	Prag.g_00810
OG0000641	Syar.g_02648	Prag.g_00814
OG0000642	Syar.g_02649	Prag.g_00815
OG0000643	Syar.g_02650	Prag.g_00816
OG0000644	Syar.g_02651	Prag.g_00817
OG0000645	Syar.g_02652	Prag.g_00818
OG0000646	Syar.g_02655	Prag.g_00820
OG0000647	Syar.g_02657	Prag.g_00821
OG0000648	Syar.g_02659	Prag.g_00823
OG0000649	Syar.g_02660	Prag.g_00824
OG0000650	Syar.g_02661	Prag.g_00825
OG0000651	Syar.g_02662	Prag.g_00826
OG0000652	Syar.g_02663	Prag.g_00827
OG0000653	Syar.g_02665	Prag.g_00829
OG0000654	Syar.g_02666	Prag.g_00830
OG0000655	Syar.g_02667	Prag.g_00831
OG0000656	Syar.g_02479	Prag.g_00834
OG0000657	Syar.g_01812	Prag.g_00840
OG0000658	Syar.g_01815	Prag.g_00841
OG0000659	Syar.g_01816	Prag.g_00842
OG0000660	Syar.g_01820	Prag.g_00846
OG0000661	Syar.g_03175, Syar.g_01822	Prag.g_00848
OG0000662	Syar.g_01829	Prag.g_00850
OG0000663	Syar.g_01832	Prag.g_00852
OG0000664	Syar.g_01837	Prag.g_00853
OG0000665	Syar.g_02774	Prag.g_00857
OG0000666	Syar.g_01241	Prag.g_00858
OG0000667	Syar.g_02346	Prag.g_00862
OG0000668	Syar.g_01802	Prag.g_00892
OG0000669	Syar.g_01627	Prag.g_00898
OG0000670	Syar.g_01624	Prag.g_00900
OG0000671	Syar.g_01622	Prag.g_00902
OG0000672	Syar.g_01619	Prag.g_00904
OG0000673	Syar.g_01615	Prag.g_00907
OG0000674	Syar.g_01613	Prag.g_00909
OG0000675	Syar.g_01612	Prag.g_00910
OG0000676	Syar.g_01608	Prag.g_00912
OG0000677	Syar.g_01607	Prag.g_00913
OG0000678	Syar.g_02037	Prag.g_00915
OG0000679	Syar.g_02606	Prag.g_00919
OG0000680	Syar.g_02607	Prag.g_00920
OG0000681	Syar.g_02610	Prag.g_00922
OG0000682	Syar.g_02611	Prag.g_00923
OG0000683	Syar.g_02612	Prag.g_00924
OG0000684	Syar.g_02615	Prag.g_00926
OG0000685	Syar.g_02617	Prag.g_00928
OG0000686	Syar.g_02618	Prag.g_00929
OG0000687	Syar.g_02619	Prag.g_00930
OG0000688	Syar.g_02624	Prag.g_00933
OG0000689	Syar.g_02626	Prag.g_00934
OG0000690	Syar.g_02627	Prag.g_00935
OG0000691	Syar.g_02628	Prag.g_00936
OG0000692	Syar.g_02629	Prag.g_00938
OG0000693	Syar.g_02631	Prag.g_00939
OG0000694	Syar.g_02632	Prag.g_00940
OG0000695	Syar.g_02573	Prag.g_00942
OG0000696	Syar.g_02572	Prag.g_00943
OG0000697	Syar.g_02570	Prag.g_00944
OG0000698	Syar.g_02567	Prag.g_00947
OG0000699	Syar.g_02566	Prag.g_00948
OG0000700	Syar.g_02565	Prag.g_00949
OG0000701	Syar.g_02564	Prag.g_00950
OG0000702	Syar.g_02559	Prag.g_00952
OG0000703	Syar.g_02557	Prag.g_00953
OG0000704	Syar.g_02555	Prag.g_00954
OG0000705	Syar.g_02547	Prag.g_00958
OG0000706	Syar.g_02546	Prag.g_00959
OG0000707	Syar.g_02545	Prag.g_00960
OG0000708	Syar.g_02542	Prag.g_00961
OG0000709	Syar.g_02534	Prag.g_00965
OG0000710	Syar.g_02528	Prag.g_00968
OG0000711	Syar.g_02499	Prag.g_00985
OG0000712	Syar.g_02497	Prag.g_00987
OG0000713	Syar.g_02496	Prag.g_00988
OG0000714	Syar.g_02494	Prag.g_00989
OG0000715	Syar.g_02492	Prag.g_00991
OG0000716	Syar.g_02488	Prag.g_00993
OG0000717	Syar.g_02487	Prag.g_00994
OG0000718	Syar.g_02483	Prag.g_01005
OG0000719	Syar.g_01804	Prag.g_01007
OG0000720	Syar.g_01790	Prag.g_01016
OG0000721	Syar.g_01788	Prag.g_01018
OG0000722	Syar.g_01787	Prag.g_01019
OG0000723	Syar.g_01560	Prag.g_01022
OG0000724	Syar.g_01367, Syar.g_02120	Prag.g_01031
OG0000725	Syar.g_01934	Prag.g_01037
OG0000726	Syar.g_01935	Prag.g_01038
OG0000727	Syar.g_01936	Prag.g_01039
OG0000728	Syar.g_01938	Prag.g_01041
OG0000729	Syar.g_00593	Prag.g_01087
OG0000730	Syar.g_01115	Prag.g_01091
OG0000731	Syar.g_01127	Prag.g_01095
OG0000732	Syar.g_00522	Prag.g_01102
OG0000733	Syar.g_02234	Prag.g_01121
OG0000734	Syar.g_03128	Prag.g_01138
OG0000735	Syar.g_01522	Prag.g_01140
OG0000736	Syar.g_01523	Prag.g_01141
OG0000737	Syar.g_01524	Prag.g_01142
OG0000738	Syar.g_01530	Prag.g_01146
OG0000739	Syar.g_01531	Prag.g_01147
OG0000740	Syar.g_01532	Prag.g_01148
OG0000741	Syar.g_01535	Prag.g_01149
OG0000742	Syar.g_01538	Prag.g_01152
OG0000743	Syar.g_01541	Prag.g_01154
OG0000744	Syar.g_01542	Prag.g_01155
OG0000745	Syar.g_01545	Prag.g_01156
OG0000746	Syar.g_01549	Prag.g_01158
OG0000747	Syar.g_01551	Prag.g_01159
OG0000748	Syar.g_01945	Prag.g_01162
OG0000749	Syar.g_01946	Prag.g_01163
OG0000750	Syar.g_01947	Prag.g_01164
OG0000751	Syar.g_01952	Prag.g_01166
OG0000752	Syar.g_01954	Prag.g_01168
OG0000753	Syar.g_01957	Prag.g_01171
OG0000754	Syar.g_01963	Prag.g_01174
OG0000755	Syar.g_01974	Prag.g_01177
OG0000756	Syar.g_01975	Prag.g_01178
OG0000757	Syar.g_01984	Prag.g_01184
OG0000758	Syar.g_01985	Prag.g_01185
OG0000759	Syar.g_01986	Prag.g_01186
OG0000760	Syar.g_01987	Prag.g_01187
OG0000761	Syar.g_01988	Prag.g_01188
OG0000762	Syar.g_01992	Prag.g_01189
OG0000763	Syar.g_01699	Prag.g_01191
OG0000764	Syar.g_01700	Prag.g_01192
OG0000765	Syar.g_01718	Prag.g_01201
OG0000766	Syar.g_01719	Prag.g_01202
OG0000767	Syar.g_01721	Prag.g_01204
OG0000768	Syar.g_01722	Prag.g_01205
OG0000769	Syar.g_01724	Prag.g_01207
OG0000770	Syar.g_01727	Prag.g_01209
OG0000771	Syar.g_01373	Prag.g_01219
OG0000772	Syar.g_00746	Prag.g_01328
OG0000773	Syar.g_02694	Prag.g_01344
OG0000774	Syar.g_02771	Prag.g_01346
OG0000775	Syar.g_02773	Prag.g_01350
OG0000776	Syar.g_01755	Prag.g_01351
OG0000777	Syar.g_01754	Prag.g_01352
OG0000778	Syar.g_01753	Prag.g_01353
OG0000779	Syar.g_02779	Prag.g_01357
OG0000780	Syar.g_02781	Prag.g_01358
OG0000781	Syar.g_02785	Prag.g_01361
OG0000782	Syar.g_02786	Prag.g_01362
OG0000783	Syar.g_02787	Prag.g_01363
OG0000784	Syar.g_02788	Prag.g_01364
OG0000785	Syar.g_02791	Prag.g_01366
OG0000786	Syar.g_02795	Prag.g_01368
OG0000787	Syar.g_02796	Prag.g_01369
OG0000788	Syar.g_02331	Prag.g_01376
OG0000789	Syar.g_02040	Prag.g_01379
OG0000790	Syar.g_01456	Prag.g_01394
OG0000791	Syar.g_01454	Prag.g_01396
OG0000792	Syar.g_01453	Prag.g_01397
OG0000793	Syar.g_01243	Prag.g_01400
OG0000794	Syar.g_01242	Prag.g_01401
OG0000795	Syar.g_01240	Prag.g_01402
OG0000796	Syar.g_01236	Prag.g_01406
OG0000797	Syar.g_01235	Prag.g_01407
OG0000798	Syar.g_00222, Syar.g_02701	Prag.g_01430
OG0000799	Syar.g_02844	Prag.g_01470
OG0000800	Syar.g_02843	Prag.g_01471
OG0000801	Syar.g_02842	Prag.g_01472
OG0000802	Syar.g_02825	Prag.g_01474
OG0000803	Syar.g_02822	Prag.g_01476
OG0000804	Syar.g_02819	Prag.g_01477
OG0000805	Syar.g_02817	Prag.g_01479
OG0000806	Syar.g_02815	Prag.g_01481
OG0000807	Syar.g_02814	Prag.g_01482
OG0000808	Syar.g_02813	Prag.g_01483
OG0000809	Syar.g_02811	Prag.g_01486
OG0000810	Syar.g_02810	Prag.g_01487
OG0000811	Syar.g_02805	Prag.g_01493
OG0000812	Syar.g_02803	Prag.g_01495
OG0000813	Syar.g_02802	Prag.g_01496
OG0000814	Syar.g_02800	Prag.g_01498
OG0000815	Syar.g_02799	Prag.g_01499
OG0000816	Syar.g_02797	Prag.g_01501
OG0000817	Syar.g_02861	Prag.g_01502
OG0000818	Syar.g_01418	Prag.g_01507
OG0000819	Syar.g_01417	Prag.g_01508
OG0000820	Syar.g_01416	Prag.g_01509
OG0000821	Syar.g_01410	Prag.g_01512
OG0000822	Syar.g_01408	Prag.g_01513
OG0000823	Syar.g_00017, Syar.g_01407	Prag.g_01514
OG0000824	Syar.g_01402	Prag.g_01517
OG0000825	Syar.g_01401	Prag.g_01518
OG0000826	Syar.g_01400	Prag.g_01519
OG0000827	Syar.g_01399	Prag.g_01520
OG0000828	Syar.g_01396	Prag.g_01524
OG0000829	Syar.g_01395	Prag.g_01525
OG0000830	Syar.g_01394	Prag.g_01526
OG0000831	Syar.g_01391	Prag.g_01528
OG0000832	Syar.g_01213	Prag.g_01534
OG0000833	Syar.g_02877	Prag.g_01542
OG0000834	Syar.g_02878	Prag.g_01543
OG0000835	Syar.g_02879	Prag.g_01544
OG0000836	Syar.g_02881	Prag.g_01545
OG0000837	Syar.g_02882	Prag.g_01546
OG0000838	Syar.g_02886	Prag.g_01548
OG0000839	Syar.g_02887	Prag.g_01549
OG0000840	Syar.g_02888	Prag.g_01550
OG0000841	Syar.g_02889	Prag.g_01551
OG0000842	Syar.g_02890	Prag.g_01552
OG0000843	Syar.g_02891	Prag.g_01553
OG0000844	Syar.g_02893	Prag.g_01554
OG0000845	Syar.g_02894	Prag.g_01555
OG0000846	Syar.g_02895	Prag.g_01556
OG0000847	Syar.g_02896	Prag.g_01557
OG0000848	Syar.g_02898	Prag.g_01558
OG0000849	Syar.g_02899	Prag.g_01559
OG0000850	Syar.g_02902	Prag.g_01561
OG0000851	Syar.g_02905	Prag.g_01562
OG0000852	Syar.g_02906	Prag.g_01563
OG0000853	Syar.g_02910	Prag.g_01567
OG0000854	Syar.g_02912	Prag.g_01569
OG0000855	Syar.g_02913	Prag.g_01570
OG0000856	Syar.g_02243	Prag.g_01583
OG0000857	Syar.g_02656	Prag.g_01611
OG0000858	Syar.g_02920	Prag.g_01663
OG0000859	Syar.g_02921	Prag.g_01664
OG0000860	Syar.g_02931	Prag.g_01671
OG0000861	Syar.g_02932	Prag.g_01672
OG0000862	Syar.g_02942	Prag.g_01673
OG0000863	Syar.g_02944	Prag.g_01675
OG0000864	Syar.g_02945	Prag.g_01676
OG0000865	Syar.g_02946	Prag.g_01677
OG0000866	Syar.g_02947	Prag.g_01678
OG0000867	Syar.g_02948	Prag.g_01679
OG0000868	Syar.g_02950	Prag.g_01680
OG0000869	Syar.g_02955	Prag.g_01684
OG0000870	Syar.g_02960	Prag.g_01689
OG0000871	Syar.g_02961	Prag.g_01690
OG0000872	Syar.g_02967	Prag.g_01691
OG0000873	Syar.g_02970	Prag.g_01694
OG0000874	Syar.g_02974	Prag.g_01697
OG0000875	Syar.g_02975	Prag.g_01698
OG0000876	Syar.g_01828	Prag.g_01699
OG0000877	Syar.g_02977	Prag.g_01701
OG0000878	Syar.g_02978	Prag.g_01702
OG0000879	Syar.g_02979	Prag.g_01703
OG0000880	Syar.g_02980	Prag.g_01704
OG0000881	Syar.g_02984	Prag.g_01708
OG0000882	Syar.g_02989	Prag.g_01713
OG0000883	Syar.g_02992	Prag.g_01715
OG0000884	Syar.g_02994	Prag.g_01717
OG0000885	Syar.g_02995	Prag.g_01718
OG0000886	Syar.g_02996	Prag.g_01719
OG0000887	Syar.g_02998	Prag.g_01720
OG0000888	Syar.g_03000	Prag.g_01722
OG0000889	Syar.g_03002	Prag.g_01724
OG0000890	Syar.g_03005	Prag.g_01725
OG0000891	Syar.g_03006	Prag.g_01726
OG0000892	Syar.g_03008	Prag.g_01728
OG0000893	Syar.g_00150	Prag.g_01732
OG0000894	Syar.g_00145	Prag.g_01734
OG0000895	Syar.g_00141	Prag.g_01737
OG0000896	Syar.g_00140	Prag.g_01738
OG0000897	Syar.g_00138	Prag.g_01740
OG0000898	Syar.g_00137	Prag.g_01741
OG0000899	Syar.g_00136	Prag.g_01742
OG0000900	Syar.g_00135	Prag.g_01743
OG0000901	Syar.g_00130	Prag.g_01746
OG0000902	Syar.g_01013	Prag.g_01748
OG0000903	Syar.g_01026	Prag.g_01751
OG0000904	Syar.g_01021	Prag.g_01753
OG0000905	Syar.g_01018	Prag.g_01757
OG0000906	Syar.g_01015	Prag.g_01758
OG0000907	Syar.g_01028	Prag.g_01762
OG0000908	Syar.g_01031	Prag.g_01765
OG0000909	Syar.g_01032	Prag.g_01766
OG0000910	Syar.g_01033	Prag.g_01767
OG0000911	Syar.g_01035	Prag.g_01769
OG0000912	Syar.g_01036	Prag.g_01770
OG0000913	Syar.g_01037	Prag.g_01771
OG0000914	Syar.g_01038	Prag.g_01772
OG0000915	Syar.g_01040	Prag.g_01773
OG0000916	Syar.g_01041	Prag.g_01774
OG0000917	Syar.g_01042	Prag.g_01775
OG0000918	Syar.g_01043	Prag.g_01776
OG0000919	Syar.g_01044	Prag.g_01777
OG0000920	Syar.g_01045	Prag.g_01778
OG0000921	Syar.g_01046	Prag.g_01779
OG0000922	Syar.g_01047	Prag.g_01780
OG0000923	Syar.g_01051	Prag.g_01784
OG0000924	Syar.g_01052	Prag.g_01785
OG0000925	Syar.g_01053	Prag.g_01786
OG0000926	Syar.g_01054	Prag.g_01787
OG0000927	Syar.g_01056	Prag.g_01789
OG0000928	Syar.g_01057	Prag.g_01790
OG0000929	Syar.g_01058	Prag.g_01791
OG0000930	Syar.g_01059	Prag.g_01792
OG0000931	Syar.g_01060	Prag.g_01793
OG0000932	Syar.g_01061	Prag.g_01794
OG0000933	Syar.g_01066	Prag.g_01798
OG0000934	Syar.g_01068	Prag.g_01800
OG0000935	Syar.g_01069	Prag.g_01801
OG0000936	Syar.g_01070	Prag.g_01802
OG0000937	Syar.g_01071	Prag.g_01803
OG0000938	Syar.g_01074	Prag.g_01805
OG0000939	Syar.g_01075	Prag.g_01806
OG0000940	Syar.g_01081	Prag.g_01813
OG0000941	Syar.g_01083	Prag.g_01815
OG0000942	Syar.g_01085	Prag.g_01817
OG0000943	Syar.g_01086	Prag.g_01818
OG0000944	Syar.g_01088	Prag.g_01819
OG0000945	Syar.g_01089	Prag.g_01820
OG0000946	Syar.g_01095	Prag.g_01824
OG0000947	Syar.g_01098	Prag.g_01826
OG0000948	Syar.g_01099	Prag.g_01827
OG0000949	Syar.g_00283	Prag.g_01830
OG0000950	Syar.g_00661	Prag.g_01835
OG0000951	Syar.g_00656	Prag.g_01839
OG0000952	Syar.g_00651	Prag.g_01843
OG0000953	Syar.g_00248	Prag.g_01846
OG0000954	Syar.g_00258	Prag.g_01850
OG0000955	Syar.g_00259	Prag.g_01851
OG0000956	Syar.g_00261	Prag.g_01853
OG0000957	Syar.g_00610	Prag.g_01859
OG0000958	Syar.g_00609	Prag.g_01860
OG0000959	Syar.g_00605	Prag.g_01864
OG0000960	Syar.g_00604	Prag.g_01865
OG0000961	Syar.g_00094	Prag.g_01867
OG0000962	Syar.g_00594	Prag.g_01869
OG0000963	Syar.g_00590	Prag.g_01873
OG0000964	Syar.g_00589	Prag.g_01874
OG0000965	Syar.g_00588	Prag.g_01875
OG0000966	Syar.g_00549	Prag.g_01882
OG0000967	Syar.g_00545	Prag.g_01886
OG0000968	Syar.g_00542	Prag.g_01888
OG0000969	Syar.g_00540	Prag.g_01889
OG0000970	Syar.g_00539	Prag.g_01890
OG0000971	Syar.g_00537	Prag.g_01891
OG0000972	Syar.g_00536	Prag.g_01892
OG0000973	Syar.g_00535	Prag.g_01893
OG0000974	Syar.g_00534	Prag.g_01894
OG0000975	Syar.g_00533	Prag.g_01895
OG0000976	Syar.g_00532	Prag.g_01896
OG0000977	Syar.g_00530	Prag.g_01897
OG0000978	Syar.g_00529	Prag.g_01898
OG0000979	Syar.g_00526	Prag.g_01901
OG0000980	Syar.g_00523	Prag.g_01903
OG0000981	Syar.g_00520	Prag.g_01905
OG0000982	Syar.g_00331	Prag.g_01907
OG0000983	Syar.g_00332	Prag.g_01908
OG0000984	Syar.g_00333	Prag.g_01909
OG0000985	Syar.g_00337	Prag.g_01912
OG0000986	Syar.g_00344	Prag.g_01914
OG0000987	Syar.g_00346	Prag.g_01915
OG0000988	Syar.g_00352	Prag.g_01918
OG0000989	Syar.g_00377	Prag.g_01922
OG0000990	Syar.g_00697	Prag.g_01925
OG0000991	Syar.g_00700	Prag.g_01926
OG0000992	Syar.g_00704	Prag.g_01928
OG0000993	Syar.g_00705	Prag.g_01929
OG0000994	Syar.g_00708	Prag.g_01930
OG0000995	Syar.g_03212, Syar.g_00624	Prag.g_01934
OG0000996	Syar.g_00861	Prag.g_01935
OG0000997	Syar.g_00437	Prag.g_01936
OG0000998	Syar.g_00439	Prag.g_01938
OG0000999	Syar.g_00440	Prag.g_01939
OG0001000	Syar.g_00955, Syar.g_00444	Prag.g_01942
OG0001001	Syar.g_00450	Prag.g_01944
OG0001002	Syar.g_00457	Prag.g_01948
OG0001003	Syar.g_00459	Prag.g_01949
OG0001004	Syar.g_00460	Prag.g_01950
OG0001005	Syar.g_00461	Prag.g_01951
OG0001006	Syar.g_00468	Prag.g_01955
OG0001007	Syar.g_00470	Prag.g_01957
OG0001008	Syar.g_01178, Syar.g_03274	Prag.g_00416
OG0001009	Syar.g_00500	Prag.g_00027
OG0001010	Syar.g_00501	Prag.g_00028
OG0001011	Syar.g_00503	Prag.g_00029
OG0001013	Syar.g_00906	Prag.g_00048
OG0001014	Syar.g_00914	Prag.g_00051
OG0001015	Syar.g_00915	Prag.g_00052
OG0001017	Syar.g_03050	Prag.g_00071
OG0001018	Syar.g_03052	Prag.g_00074
OG0001019	Syar.g_03086	Prag.g_00083
OG0001020	Syar.g_03092	Prag.g_00084
OG0001021	Syar.g_03098	Prag.g_00085
OG0001022	Syar.g_03102	Prag.g_00087
OG0001023	Syar.g_03103	Prag.g_00088
OG0001024	Syar.g_02276	Prag.g_00091
OG0001025	Syar.g_03115	Prag.g_00097
OG0001026	Syar.g_03131	Prag.g_00104
OG0001027	Syar.g_00031	Prag.g_00105
OG0001028	Syar.g_00034	Prag.g_00107
OG0001029	Syar.g_00036	Prag.g_00108
OG0001030	Syar.g_00058	Prag.g_00123
OG0001031	Syar.g_00129	Prag.g_00179
OG0001032	Syar.g_01011	Prag.g_00180
OG0001033	Syar.g_00962	Prag.g_00201
OG0001034	Syar.g_03022	Prag.g_00229
OG0001035	Syar.g_00171	Prag.g_00246
OG0001036	Syar.g_00193	Prag.g_00250
OG0001037	Syar.g_00195	Prag.g_00251
OG0001038	Syar.g_00223	Prag.g_00269
OG0001039	Syar.g_00226	Prag.g_00272
OG0001040	Syar.g_00229	Prag.g_00274
OG0001041	Syar.g_00234	Prag.g_00278
OG0001042	Syar.g_00831	Prag.g_00295
OG0001043	Syar.g_00826	Prag.g_00296
OG0001044	Syar.g_01117	Prag.g_00328
OG0001045	Syar.g_01130	Prag.g_00337
OG0001046	Syar.g_02514	Prag.g_00372
OG0001047	Syar.g_01180	Prag.g_00418
OG0001048	Syar.g_01181	Prag.g_00419
OG0001049	Syar.g_02872	Prag.g_00421
OG0001050	Syar.g_02871	Prag.g_00422
OG0001051	Syar.g_02870	Prag.g_00423
OG0001052	Syar.g_01269	Prag.g_00450
OG0001053	Syar.g_01472	Prag.g_00462
OG0001054	Syar.g_01492	Prag.g_00477
OG0001055	Syar.g_01513	Prag.g_00496
OG0001056	Syar.g_02349	Prag.g_00515
OG0001057	Syar.g_02341	Prag.g_00520
OG0001058	Syar.g_02324	Prag.g_00528
OG0001059	Syar.g_00422	Prag.g_00532
OG0001060	Syar.g_02315	Prag.g_00539
OG0001061	Syar.g_02297	Prag.g_00552
OG0001062	Syar.g_02294	Prag.g_00554
OG0001063	Syar.g_02209	Prag.g_00556
OG0001064	Syar.g_02208	Prag.g_00557
OG0001065	Syar.g_02207	Prag.g_00558
OG0001066	Syar.g_02206	Prag.g_00559
OG0001067	Syar.g_02205	Prag.g_00560
OG0001068	Syar.g_02204	Prag.g_00561
OG0001069	Syar.g_02203	Prag.g_00562
OG0001070	Syar.g_02200	Prag.g_00565
OG0001071	Syar.g_02199	Prag.g_00566
OG0001072	Syar.g_02195	Prag.g_00568
OG0001073	Syar.g_02182	Prag.g_00582
OG0001074	Syar.g_02031	Prag.g_00593
OG0001075	Syar.g_02215	Prag.g_00594
OG0001076	Syar.g_02253	Prag.g_00602
OG0001077	Syar.g_02240	Prag.g_00606
OG0001078	Syar.g_02419	Prag.g_00614
OG0001079	Syar.g_02431	Prag.g_00625
OG0001080	Syar.g_02442	Prag.g_00631
OG0001081	Syar.g_02444	Prag.g_00633
OG0001082	Syar.g_02445	Prag.g_00634
OG0001083	Syar.g_02473	Prag.g_00639
OG0001084	Syar.g_02474	Prag.g_00640
OG0001085	Syar.g_01688	Prag.g_00648
OG0001086	Syar.g_01686	Prag.g_00649
OG0001087	Syar.g_02347	Prag.g_00666
OG0001088	Syar.g_00431	Prag.g_00667
OG0001089	Syar.g_01942	Prag.g_00675
OG0001090	Syar.g_01582	Prag.g_00693
OG0001091	Syar.g_01580	Prag.g_00695
OG0001092	Syar.g_01578	Prag.g_00696
OG0001093	Syar.g_01572	Prag.g_00701
OG0001094	Syar.g_02633	Prag.g_00800
OG0001095	Syar.g_02653	Prag.g_00819
OG0001096	Syar.g_02476	Prag.g_00832
OG0001097	Syar.g_01823	Prag.g_00849
OG0001098	Syar.g_01672	Prag.g_00864
OG0001099	Syar.g_00035	Prag.g_00895
OG0001100	Syar.g_01625	Prag.g_00899
OG0001101	Syar.g_01623	Prag.g_00901
OG0001102	Syar.g_01620	Prag.g_00903
OG0001103	Syar.g_01618	Prag.g_00905
OG0001104	Syar.g_02616	Prag.g_00927
OG0001105	Syar.g_02620	Prag.g_00931
OG0001106	Syar.g_02553	Prag.g_00955
OG0001107	Syar.g_02541	Prag.g_00962
OG0001109	Syar.g_02529	Prag.g_00967
OG0001110	Syar.g_02527	Prag.g_00969
OG0001111	Syar.g_02525	Prag.g_00970
OG0001112	Syar.g_02523	Prag.g_00971
OG0001113	Syar.g_02522	Prag.g_00972
OG0001114	Syar.g_02521	Prag.g_00973
OG0001115	Syar.g_02519	Prag.g_00975
OG0001116	Syar.g_02517	Prag.g_00976
OG0001117	Syar.g_02516	Prag.g_00977
OG0001118	Syar.g_02515	Prag.g_00978
OG0001119	Syar.g_02513	Prag.g_00979
OG0001120	Syar.g_02507	Prag.g_00981
OG0001122	Syar.g_01803	Prag.g_01008
OG0001123	Syar.g_01796	Prag.g_01012
OG0001124	Syar.g_01793	Prag.g_01014
OG0001125	Syar.g_01791	Prag.g_01015
OG0001126	Syar.g_01375	Prag.g_01025
OG0001127	Syar.g_01374	Prag.g_01026
OG0001128	Syar.g_01371	Prag.g_01028
OG0001129	Syar.g_01369	Prag.g_01029
OG0001130	Syar.g_01368	Prag.g_01030
OG0001131	Syar.g_02448	Prag.g_01066
OG0001132	Syar.g_00684	Prag.g_01076
OG0001133	Syar.g_02249	Prag.g_01106
OG0001134	Syar.g_02235	Prag.g_01120
OG0001135	Syar.g_02232	Prag.g_01123
OG0001136	Syar.g_01536	Prag.g_01150
OG0001137	Syar.g_01944	Prag.g_01161
OG0001138	Syar.g_01977	Prag.g_01179
OG0001139	Syar.g_01980	Prag.g_01180
OG0001140	Syar.g_01981	Prag.g_01181
OG0001141	Syar.g_01982	Prag.g_01182
OG0001142	Syar.g_01983	Prag.g_01183
OG0001143	Syar.g_01698	Prag.g_01190
