Orthogroup	Syar	Prau
OG0000557	Syar.g_02328	Prau.g_00585
OG0000558	Syar.g_02326	Prau.g_00587
OG0000559	Syar.g_02322	Prau.g_00591
OG0000560	Syar.g_02320	Prau.g_00594
OG0000561	Syar.g_02319	Prau.g_00595
OG0000562	Syar.g_02318	Prau.g_00596
OG0000563	Syar.g_02317	Prau.g_00597
OG0000564	Syar.g_02316	Prau.g_00598
OG0000565	Syar.g_02312	Prau.g_00601
OG0000566	Syar.g_02308	Prau.g_00603
OG0000567	Syar.g_02304	Prau.g_00607
OG0000568	Syar.g_02302	Prau.g_00608
OG0000569	Syar.g_02301	Prau.g_00609
OG0000570	Syar.g_02300	Prau.g_00610
OG0000571	Syar.g_02298	Prau.g_00612
OG0000572	Syar.g_02201	Prau.g_00625
OG0000573	Syar.g_02191	Prau.g_00630
OG0000574	Syar.g_02190	Prau.g_00631
OG0000575	Syar.g_03180	Prau.g_00635
OG0000576	Syar.g_02187	Prau.g_00637
OG0000577	Syar.g_02186	Prau.g_00638
OG0000578	Syar.g_02185	Prau.g_00639
OG0000579	Syar.g_02184	Prau.g_00640
OG0000580	Syar.g_02183	Prau.g_00641
OG0000581	Syar.g_02175	Prau.g_00643
OG0000582	Syar.g_02131	Prau.g_00646
OG0000583	Syar.g_02132	Prau.g_00647
OG0000584	Syar.g_02133	Prau.g_00648
OG0000585	Syar.g_02170	Prau.g_00650
OG0000586	Syar.g_02171	Prau.g_00651
OG0000587	Syar.g_02173	Prau.g_00652
OG0000588	Syar.g_02275	Prau.g_00656
OG0000589	Syar.g_02261	Prau.g_00661
OG0000590	Syar.g_02260	Prau.g_00662
OG0000591	Syar.g_02246	Prau.g_00665
OG0000592	Syar.g_02245	Prau.g_00666
OG0000593	Syar.g_02414	Prau.g_00672
OG0000594	Syar.g_02415	Prau.g_00673
OG0000595	Syar.g_02416	Prau.g_00674
OG0000596	Syar.g_02421	Prau.g_00678
OG0000597	Syar.g_02424	Prau.g_00680
OG0000598	Syar.g_02425	Prau.g_00681
OG0000599	Syar.g_02428	Prau.g_00684
OG0000600	Syar.g_02429	Prau.g_00685
OG0000601	Syar.g_02430	Prau.g_00686
OG0000602	Syar.g_02435	Prau.g_00688
OG0000603	Syar.g_02436	Prau.g_00689
OG0000604	Syar.g_02438	Prau.g_00690
OG0000605	Syar.g_02440	Prau.g_00691
OG0000606	Syar.g_02443	Prau.g_00694
OG0000607	Syar.g_02446	Prau.g_00697
OG0000608	Syar.g_02447	Prau.g_00698
OG0000609	Syar.g_02470	Prau.g_00699
OG0000610	Syar.g_01917	Prau.g_00704
OG0000611	Syar.g_01914	Prau.g_00707
OG0000612	Syar.g_01913	Prau.g_00708
OG0000613	Syar.g_00712	Prau.g_00713
OG0000614	Syar.g_02012, Syar.g_01344	Prau.g_00732
OG0000615	Syar.g_02603	Prau.g_00740
OG0000616	Syar.g_00454	Prau.g_00744
OG0000617	Syar.g_01576	Prau.g_00761
OG0000618	Syar.g_01575	Prau.g_00762
OG0000619	Syar.g_01574	Prau.g_00763
OG0000620	Syar.g_01569	Prau.g_00766
OG0000621	Syar.g_01568	Prau.g_00767
OG0000622	Syar.g_01566	Prau.g_00768
OG0000623	Syar.g_01565	Prau.g_00769
OG0000624	Syar.g_01564	Prau.g_00770
OG0000625	Syar.g_01563	Prau.g_00771
OG0000626	Syar.g_01562	Prau.g_00772
OG0000627	Syar.g_01868	Prau.g_00773
OG0000628	Syar.g_01869	Prau.g_00774
OG0000629	Syar.g_01872	Prau.g_00775
OG0000630	Syar.g_02586	Prau.g_00778
OG0000631	Syar.g_02579	Prau.g_00845
OG0000632	Syar.g_02578	Prau.g_00846
OG0000633	Syar.g_02576	Prau.g_00847
OG0000634	Syar.g_02635	Prau.g_00850
OG0000635	Syar.g_02636	Prau.g_00851
OG0000636	Syar.g_02638	Prau.g_00853
OG0000637	Syar.g_02640	Prau.g_00855
OG0000638	Syar.g_02641	Prau.g_00856
OG0000639	Syar.g_02642	Prau.g_00857
OG0000640	Syar.g_02643	Prau.g_00858
OG0000641	Syar.g_02648	Prau.g_00862
OG0000642	Syar.g_02649	Prau.g_00863
OG0000643	Syar.g_02650	Prau.g_00864
OG0000644	Syar.g_02651	Prau.g_00865
OG0000645	Syar.g_02652	Prau.g_00866
OG0000646	Syar.g_02655	Prau.g_00868
OG0000647	Syar.g_02657	Prau.g_00869
OG0000648	Syar.g_02659	Prau.g_00871
OG0000649	Syar.g_02660	Prau.g_00872
OG0000650	Syar.g_02661	Prau.g_00873
OG0000651	Syar.g_02662	Prau.g_00874
OG0000652	Syar.g_02663	Prau.g_00875
OG0000653	Syar.g_02665	Prau.g_00877
OG0000654	Syar.g_02666	Prau.g_00878
OG0000655	Syar.g_02667	Prau.g_00879
OG0000656	Syar.g_02479	Prau.g_00882
OG0000657	Syar.g_01812	Prau.g_00889
OG0000658	Syar.g_01815	Prau.g_00890
OG0000659	Syar.g_01816	Prau.g_00891
OG0000660	Syar.g_01820	Prau.g_00895
OG0000661	Syar.g_03175, Syar.g_01822	Prau.g_00897
OG0000662	Syar.g_01829	Prau.g_00899
OG0000663	Syar.g_01832	Prau.g_00902
OG0000664	Syar.g_01837	Prau.g_00903
OG0000665	Syar.g_02774	Prau.g_00907
OG0000666	Syar.g_01241	Prau.g_00908
OG0000667	Syar.g_02346	Prau.g_00912
OG0000668	Syar.g_01802	Prau.g_00942
OG0000669	Syar.g_01627	Prau.g_00949
OG0000670	Syar.g_01624	Prau.g_00951
OG0000671	Syar.g_01622	Prau.g_00953
OG0000672	Syar.g_01619	Prau.g_00955
OG0000673	Syar.g_01615	Prau.g_00957
OG0000674	Syar.g_01613	Prau.g_00959
OG0000675	Syar.g_01612	Prau.g_00960
OG0000676	Syar.g_01608	Prau.g_00962
OG0000677	Syar.g_01607	Prau.g_00963
OG0000678	Syar.g_02037	Prau.g_00965
OG0000679	Syar.g_02606	Prau.g_00969
OG0000680	Syar.g_02607	Prau.g_00970
OG0000681	Syar.g_02610	Prau.g_00973
OG0000682	Syar.g_02611	Prau.g_00974
OG0000683	Syar.g_02612	Prau.g_00975
OG0000684	Syar.g_02615	Prau.g_00977
OG0000685	Syar.g_02617	Prau.g_00979
OG0000686	Syar.g_02618	Prau.g_00980
OG0000687	Syar.g_02619	Prau.g_00981
OG0000688	Syar.g_02624	Prau.g_00984
OG0000689	Syar.g_02626	Prau.g_00985
OG0000690	Syar.g_02627	Prau.g_00986
OG0000691	Syar.g_02628	Prau.g_00987
OG0000692	Syar.g_02629	Prau.g_00989
OG0000693	Syar.g_02631	Prau.g_00990
OG0000694	Syar.g_02632	Prau.g_00991
OG0000695	Syar.g_02573	Prau.g_00993
OG0000696	Syar.g_02572	Prau.g_00994
OG0000697	Syar.g_02570	Prau.g_00995
OG0000698	Syar.g_02567	Prau.g_00998
OG0000699	Syar.g_02566	Prau.g_00999
OG0000700	Syar.g_02565	Prau.g_01000
OG0000701	Syar.g_02564	Prau.g_01001
OG0000702	Syar.g_02559	Prau.g_01003
OG0000703	Syar.g_02557	Prau.g_01004
OG0000704	Syar.g_02555	Prau.g_01005
OG0000705	Syar.g_02547	Prau.g_01009
OG0000706	Syar.g_02546	Prau.g_01010
OG0000707	Syar.g_02545	Prau.g_01011
OG0000708	Syar.g_02542	Prau.g_01012
OG0000709	Syar.g_02534	Prau.g_01016
OG0000710	Syar.g_02528	Prau.g_01019
OG0000711	Syar.g_02499	Prau.g_01036
OG0000712	Syar.g_02497	Prau.g_01038
OG0000713	Syar.g_02496	Prau.g_01039
OG0000714	Syar.g_02494	Prau.g_01040
OG0000715	Syar.g_02492	Prau.g_01042
OG0000716	Syar.g_02488	Prau.g_01044
OG0000717	Syar.g_02487	Prau.g_01045
OG0000718	Syar.g_02483	Prau.g_01058
OG0000719	Syar.g_01804	Prau.g_01060
OG0000720	Syar.g_01790	Prau.g_01069
OG0000721	Syar.g_01788	Prau.g_01071
OG0000722	Syar.g_01787	Prau.g_01072
OG0000723	Syar.g_01560	Prau.g_01075
OG0000724	Syar.g_01367, Syar.g_02120	Prau.g_01084
OG0000725	Syar.g_01934	Prau.g_01090
OG0000726	Syar.g_01935	Prau.g_01091
OG0000727	Syar.g_01936	Prau.g_01092
OG0000728	Syar.g_01938	Prau.g_01094
OG0000729	Syar.g_00593	Prau.g_01138
OG0000730	Syar.g_01115	Prau.g_01142
OG0000731	Syar.g_01127	Prau.g_01146
OG0000732	Syar.g_00522	Prau.g_01155
OG0000733	Syar.g_02234	Prau.g_01175
OG0000734	Syar.g_03128	Prau.g_01192
OG0000735	Syar.g_01522	Prau.g_01194
OG0000736	Syar.g_01523	Prau.g_01195
OG0000737	Syar.g_01524	Prau.g_01196
OG0000738	Syar.g_01530	Prau.g_01200
OG0000739	Syar.g_01531	Prau.g_01201
OG0000740	Syar.g_01532	Prau.g_01202
OG0000741	Syar.g_01535	Prau.g_01203
OG0000742	Syar.g_01538	Prau.g_01205
OG0000743	Syar.g_01541	Prau.g_01207
OG0000744	Syar.g_01542	Prau.g_01208
OG0000745	Syar.g_01545	Prau.g_01209
OG0000746	Syar.g_01549	Prau.g_01211
OG0000747	Syar.g_01551	Prau.g_01212
OG0000748	Syar.g_01945	Prau.g_01215
OG0000749	Syar.g_01946	Prau.g_01216
OG0000750	Syar.g_01947	Prau.g_01217
OG0000751	Syar.g_01952	Prau.g_01219
OG0000752	Syar.g_01954	Prau.g_01221
OG0000753	Syar.g_01957	Prau.g_01224
OG0000754	Syar.g_01963	Prau.g_01227
OG0000755	Syar.g_01974	Prau.g_01230
OG0000756	Syar.g_01975	Prau.g_01231
OG0000757	Syar.g_01984	Prau.g_01237
OG0000758	Syar.g_01985	Prau.g_01238
OG0000759	Syar.g_01986	Prau.g_01239
OG0000760	Syar.g_01987	Prau.g_01240
OG0000761	Syar.g_01988	Prau.g_01241
OG0000762	Syar.g_01992	Prau.g_01242
OG0000763	Syar.g_01699	Prau.g_01244
OG0000764	Syar.g_01700	Prau.g_01245
OG0000765	Syar.g_01718	Prau.g_01254
OG0000766	Syar.g_01719	Prau.g_01255
OG0000767	Syar.g_01721	Prau.g_01257
OG0000768	Syar.g_01722	Prau.g_01258
OG0000769	Syar.g_01724	Prau.g_01260
OG0000770	Syar.g_01727	Prau.g_01262
OG0000771	Syar.g_01373	Prau.g_01271, Prau.g_01496
OG0000772	Syar.g_00746	Prau.g_01346
OG0000773	Syar.g_02694	Prau.g_01361
OG0000774	Syar.g_02771	Prau.g_01363
OG0000775	Syar.g_02773	Prau.g_01366
OG0000776	Syar.g_01755	Prau.g_01367
OG0000777	Syar.g_01754	Prau.g_01368
OG0000778	Syar.g_01753	Prau.g_01369
OG0000779	Syar.g_02779	Prau.g_01373
OG0000780	Syar.g_02781	Prau.g_01374
OG0000781	Syar.g_02785	Prau.g_01377
OG0000782	Syar.g_02786	Prau.g_01378
OG0000783	Syar.g_02787	Prau.g_01379
OG0000784	Syar.g_02788	Prau.g_01380
OG0000785	Syar.g_02791	Prau.g_01382
OG0000786	Syar.g_02795	Prau.g_01384
OG0000787	Syar.g_02796	Prau.g_01385
OG0000788	Syar.g_02331	Prau.g_01396
OG0000789	Syar.g_02040	Prau.g_01399
OG0000790	Syar.g_01456	Prau.g_01414
OG0000791	Syar.g_01454	Prau.g_01416
OG0000792	Syar.g_01453	Prau.g_01417
OG0000793	Syar.g_01243	Prau.g_01420
OG0000794	Syar.g_01242	Prau.g_01421
OG0000795	Syar.g_01240	Prau.g_01422
OG0000796	Syar.g_01236	Prau.g_01426
OG0000797	Syar.g_01235	Prau.g_01427
OG0000799	Syar.g_02844	Prau.g_01510
OG0000800	Syar.g_02843	Prau.g_01511
OG0000801	Syar.g_02842	Prau.g_01512
OG0000802	Syar.g_02825	Prau.g_01514
OG0000803	Syar.g_02822	Prau.g_01516
OG0000804	Syar.g_02819	Prau.g_01517
OG0000805	Syar.g_02817	Prau.g_01519
OG0000806	Syar.g_02815	Prau.g_01521
OG0000807	Syar.g_02814	Prau.g_01522
OG0000808	Syar.g_02813	Prau.g_01523
OG0000809	Syar.g_02811	Prau.g_01526
OG0000810	Syar.g_02810	Prau.g_01527
OG0000811	Syar.g_02805	Prau.g_01534
OG0000812	Syar.g_02803	Prau.g_01536
OG0000813	Syar.g_02802	Prau.g_01537
OG0000814	Syar.g_02800	Prau.g_01539
OG0000815	Syar.g_02799	Prau.g_01540
OG0000816	Syar.g_02797	Prau.g_01542
OG0000817	Syar.g_02861	Prau.g_01543
OG0000818	Syar.g_01418	Prau.g_01548
OG0000819	Syar.g_01417	Prau.g_01549
OG0000820	Syar.g_01416	Prau.g_01550
OG0000821	Syar.g_01410	Prau.g_01554
OG0000822	Syar.g_01408	Prau.g_01555
OG0000823	Syar.g_00017, Syar.g_01407	Prau.g_01556
OG0000824	Syar.g_01402	Prau.g_01559
OG0000825	Syar.g_01401	Prau.g_01560
OG0000826	Syar.g_01400	Prau.g_01561
OG0000827	Syar.g_01399	Prau.g_01562
OG0000828	Syar.g_01396	Prau.g_01565
OG0000829	Syar.g_01395	Prau.g_01566
OG0000830	Syar.g_01394	Prau.g_01567
OG0000831	Syar.g_01391	Prau.g_01569
OG0000832	Syar.g_01213	Prau.g_01575
OG0000833	Syar.g_02877	Prau.g_01583
OG0000834	Syar.g_02878	Prau.g_01584
OG0000835	Syar.g_02879	Prau.g_01585
OG0000836	Syar.g_02881	Prau.g_01586
OG0000837	Syar.g_02882	Prau.g_01587
OG0000838	Syar.g_02886	Prau.g_01589
OG0000839	Syar.g_02887	Prau.g_01590
OG0000840	Syar.g_02888	Prau.g_01591
OG0000841	Syar.g_02889	Prau.g_01592
OG0000842	Syar.g_02890	Prau.g_01593
OG0000843	Syar.g_02891	Prau.g_01594
OG0000844	Syar.g_02893	Prau.g_01595
OG0000845	Syar.g_02894	Prau.g_01596
OG0000846	Syar.g_02895	Prau.g_01597
OG0000847	Syar.g_02896	Prau.g_01598
OG0000848	Syar.g_02898	Prau.g_01599
OG0000849	Syar.g_02899	Prau.g_01600
OG0000850	Syar.g_02902	Prau.g_01602
OG0000851	Syar.g_02905	Prau.g_01603
OG0000852	Syar.g_02906	Prau.g_01604
OG0000853	Syar.g_02910	Prau.g_01608
OG0000854	Syar.g_02912	Prau.g_01610
OG0000855	Syar.g_02913	Prau.g_01611
OG0000856	Syar.g_02243	Prau.g_01626
OG0000857	Syar.g_02656	Prau.g_01652
OG0000858	Syar.g_02920	Prau.g_01726
OG0000859	Syar.g_02921	Prau.g_01727
OG0000860	Syar.g_02931	Prau.g_01734
OG0000861	Syar.g_02932	Prau.g_01735
OG0000862	Syar.g_02942	Prau.g_01736
OG0000863	Syar.g_02944	Prau.g_01738
OG0000864	Syar.g_02945	Prau.g_01739
OG0000865	Syar.g_02946	Prau.g_01740
OG0000866	Syar.g_02947	Prau.g_01741
OG0000867	Syar.g_02948	Prau.g_01742
OG0000868	Syar.g_02950	Prau.g_01743
OG0000869	Syar.g_02955	Prau.g_01747
OG0000870	Syar.g_02960	Prau.g_01752
OG0000871	Syar.g_02961	Prau.g_01753
OG0000872	Syar.g_02967	Prau.g_01754
OG0000873	Syar.g_02970	Prau.g_01757
OG0000874	Syar.g_02974	Prau.g_01760
OG0000875	Syar.g_02975	Prau.g_01761
OG0000876	Syar.g_01828	Prau.g_01762
OG0000877	Syar.g_02977	Prau.g_01764
OG0000878	Syar.g_02978	Prau.g_01765
OG0000879	Syar.g_02979	Prau.g_01766
OG0000880	Syar.g_02980	Prau.g_01767
OG0000881	Syar.g_02984	Prau.g_01771
OG0000882	Syar.g_02989	Prau.g_01776
OG0000883	Syar.g_02992	Prau.g_01777
OG0000884	Syar.g_02994	Prau.g_01779
OG0000885	Syar.g_02995	Prau.g_01780
OG0000886	Syar.g_02996	Prau.g_01781
OG0000887	Syar.g_02998	Prau.g_01782
OG0000888	Syar.g_03000	Prau.g_01784
OG0000889	Syar.g_03002	Prau.g_01786
OG0000890	Syar.g_03005	Prau.g_01787
OG0000891	Syar.g_03006	Prau.g_01788
OG0000892	Syar.g_03008	Prau.g_01790
OG0000893	Syar.g_00150	Prau.g_01794
OG0000894	Syar.g_00145	Prau.g_01796
OG0000895	Syar.g_00141	Prau.g_01799
OG0000896	Syar.g_00140	Prau.g_01800
OG0000897	Syar.g_00138	Prau.g_01802
OG0000898	Syar.g_00137	Prau.g_01803
OG0000899	Syar.g_00136	Prau.g_01804
OG0000900	Syar.g_00135	Prau.g_01805
OG0000901	Syar.g_00130	Prau.g_01808
OG0000902	Syar.g_01013	Prau.g_01810
OG0000903	Syar.g_01026	Prau.g_01813
OG0000904	Syar.g_01021	Prau.g_01815
OG0000905	Syar.g_01018	Prau.g_01820
OG0000906	Syar.g_01015	Prau.g_01821
OG0000907	Syar.g_01028	Prau.g_01827
OG0000908	Syar.g_01031	Prau.g_01830
OG0000909	Syar.g_01032	Prau.g_01831
OG0000910	Syar.g_01033	Prau.g_01832
OG0000911	Syar.g_01035	Prau.g_01834
OG0000912	Syar.g_01036	Prau.g_01835
OG0000913	Syar.g_01037	Prau.g_01836
OG0000914	Syar.g_01038	Prau.g_01837
OG0000915	Syar.g_01040	Prau.g_01838
OG0000916	Syar.g_01041	Prau.g_01839
OG0000917	Syar.g_01042	Prau.g_01840
OG0000918	Syar.g_01043	Prau.g_01841
OG0000919	Syar.g_01044	Prau.g_01842
OG0000920	Syar.g_01045	Prau.g_01843
OG0000921	Syar.g_01046	Prau.g_01844
OG0000922	Syar.g_01047	Prau.g_01845
OG0000923	Syar.g_01051	Prau.g_01849
OG0000924	Syar.g_01052	Prau.g_01850
OG0000925	Syar.g_01053	Prau.g_01851
OG0000926	Syar.g_01054	Prau.g_01852
OG0000927	Syar.g_01056	Prau.g_01854
OG0000928	Syar.g_01057	Prau.g_01855
OG0000929	Syar.g_01058	Prau.g_01856
OG0000930	Syar.g_01059	Prau.g_01857
OG0000931	Syar.g_01060	Prau.g_01858
OG0000932	Syar.g_01061	Prau.g_01859
OG0000933	Syar.g_01066	Prau.g_01863
OG0000934	Syar.g_01068	Prau.g_01865
OG0000935	Syar.g_01069	Prau.g_01866
OG0000936	Syar.g_01070	Prau.g_01867
OG0000937	Syar.g_01071	Prau.g_01868
OG0000938	Syar.g_01074	Prau.g_01870
OG0000939	Syar.g_01075	Prau.g_01871
OG0000940	Syar.g_01081	Prau.g_01878
OG0000941	Syar.g_01083	Prau.g_01880
OG0000942	Syar.g_01085	Prau.g_01882
OG0000943	Syar.g_01086	Prau.g_01883
OG0000944	Syar.g_01088	Prau.g_01884
OG0000945	Syar.g_01089	Prau.g_01885
OG0000946	Syar.g_01095	Prau.g_01889
OG0000947	Syar.g_01098	Prau.g_01891
OG0000948	Syar.g_01099	Prau.g_01892
OG0000949	Syar.g_00283	Prau.g_01895
OG0000950	Syar.g_00661	Prau.g_01900
OG0000951	Syar.g_00656	Prau.g_01904
OG0000952	Syar.g_00651	Prau.g_01908
OG0000953	Syar.g_00248	Prau.g_01911
OG0000954	Syar.g_00258	Prau.g_01915
OG0000955	Syar.g_00259	Prau.g_01916
OG0000956	Syar.g_00261	Prau.g_01918
OG0000957	Syar.g_00610	Prau.g_01923
OG0000958	Syar.g_00609	Prau.g_01924
OG0000959	Syar.g_00605	Prau.g_01928
OG0000960	Syar.g_00604	Prau.g_01929
OG0000961	Syar.g_00094	Prau.g_01931
OG0000962	Syar.g_00594	Prau.g_01933
OG0000963	Syar.g_00590	Prau.g_01937
OG0000964	Syar.g_00589	Prau.g_01938
OG0000965	Syar.g_00588	Prau.g_01939
OG0000966	Syar.g_00549	Prau.g_01946
OG0000967	Syar.g_00545	Prau.g_01951
OG0000968	Syar.g_00542	Prau.g_01953
OG0000969	Syar.g_00540	Prau.g_01954
OG0000970	Syar.g_00539	Prau.g_01955
OG0000971	Syar.g_00537	Prau.g_01956
OG0000972	Syar.g_00536	Prau.g_01957
OG0000973	Syar.g_00535	Prau.g_01958
OG0000974	Syar.g_00534	Prau.g_01959
OG0000975	Syar.g_00533	Prau.g_01960
OG0000976	Syar.g_00532	Prau.g_01961
OG0000977	Syar.g_00530	Prau.g_01962
OG0000978	Syar.g_00529	Prau.g_01963
OG0000979	Syar.g_00526	Prau.g_01966
OG0000980	Syar.g_00523	Prau.g_01968
OG0000981	Syar.g_00520	Prau.g_01970
OG0000982	Syar.g_00331	Prau.g_01972
OG0000983	Syar.g_00332	Prau.g_01973
OG0000984	Syar.g_00333	Prau.g_01974
OG0000985	Syar.g_00337	Prau.g_01977
OG0000986	Syar.g_00344	Prau.g_01979
OG0000987	Syar.g_00346	Prau.g_01980
OG0000988	Syar.g_00352	Prau.g_01983
OG0000989	Syar.g_00377	Prau.g_01986
OG0000990	Syar.g_00697	Prau.g_01989
OG0000991	Syar.g_00700	Prau.g_01990
OG0000992	Syar.g_00704	Prau.g_01992
OG0000993	Syar.g_00705	Prau.g_01993
OG0000994	Syar.g_00708	Prau.g_01994
OG0000995	Syar.g_03212, Syar.g_00624	Prau.g_01998
OG0000996	Syar.g_00861	Prau.g_01999
OG0000997	Syar.g_00437	Prau.g_02000
OG0000998	Syar.g_00439	Prau.g_02002
OG0000999	Syar.g_00440	Prau.g_02003
OG0001000	Syar.g_00955, Syar.g_00444	Prau.g_02006
OG0001001	Syar.g_00450	Prau.g_02008
OG0001002	Syar.g_00457	Prau.g_02012
OG0001003	Syar.g_00459	Prau.g_02014
OG0001004	Syar.g_00460	Prau.g_02015
OG0001005	Syar.g_00461	Prau.g_02016
OG0001006	Syar.g_00468	Prau.g_02020
OG0001007	Syar.g_00470	Prau.g_02022
OG0001008	Syar.g_01178, Syar.g_03274	Prau.g_00478
OG0001009	Syar.g_00500	Prau.g_00027
OG0001010	Syar.g_00501	Prau.g_00028
OG0001011	Syar.g_00503	Prau.g_00029
OG0001013	Syar.g_00906	Prau.g_00056
OG0001014	Syar.g_00914	Prau.g_00059
OG0001015	Syar.g_00915	Prau.g_00060
OG0001017	Syar.g_03050	Prau.g_00078
OG0001018	Syar.g_03052	Prau.g_00081
OG0001019	Syar.g_03086	Prau.g_00090
OG0001020	Syar.g_03092	Prau.g_00091
OG0001021	Syar.g_03098	Prau.g_00092
OG0001022	Syar.g_03102	Prau.g_00095
OG0001023	Syar.g_03103	Prau.g_00096
OG0001024	Syar.g_02276	Prau.g_00099
OG0001025	Syar.g_03115	Prau.g_00105
OG0001026	Syar.g_03131	Prau.g_00112
OG0001027	Syar.g_00031	Prau.g_00113
OG0001028	Syar.g_00034	Prau.g_00115
OG0001029	Syar.g_00036	Prau.g_00116
OG0001030	Syar.g_00058	Prau.g_00131
OG0001031	Syar.g_00129	Prau.g_00187
OG0001032	Syar.g_01011	Prau.g_00188
OG0001033	Syar.g_00962	Prau.g_00209
OG0001034	Syar.g_03022	Prau.g_00237
OG0001035	Syar.g_00171	Prau.g_00256
OG0001036	Syar.g_00193	Prau.g_00261
OG0001037	Syar.g_00195	Prau.g_00262
OG0001038	Syar.g_00223	Prau.g_00280
OG0001039	Syar.g_00226	Prau.g_00283
OG0001040	Syar.g_00229	Prau.g_00285
OG0001041	Syar.g_00234	Prau.g_00289
OG0001042	Syar.g_00831	Prau.g_00306
OG0001043	Syar.g_00826	Prau.g_00307
OG0001044	Syar.g_01117	Prau.g_00335
OG0001045	Syar.g_01130	Prau.g_00344
OG0001046	Syar.g_02514	Prau.g_00382
OG0001047	Syar.g_01180	Prau.g_00480
OG0001048	Syar.g_01181	Prau.g_00481
OG0001049	Syar.g_02872	Prau.g_00483
OG0001050	Syar.g_02871	Prau.g_00484
OG0001051	Syar.g_02870	Prau.g_00485
OG0001052	Syar.g_01269	Prau.g_00512
OG0001053	Syar.g_01472	Prau.g_00524
OG0001054	Syar.g_01492	Prau.g_00539
OG0001055	Syar.g_01513	Prau.g_00558
OG0001056	Syar.g_02349	Prau.g_00576
OG0001057	Syar.g_02341	Prau.g_00581
OG0001058	Syar.g_02324	Prau.g_00589
OG0001059	Syar.g_00422	Prau.g_00593
OG0001060	Syar.g_02315	Prau.g_00600
OG0001061	Syar.g_02297	Prau.g_00613
OG0001062	Syar.g_02294	Prau.g_00615
OG0001063	Syar.g_02209	Prau.g_00617
OG0001064	Syar.g_02208	Prau.g_00618
OG0001065	Syar.g_02207	Prau.g_00619
OG0001066	Syar.g_02206	Prau.g_00620
OG0001067	Syar.g_02205	Prau.g_00621
OG0001068	Syar.g_02204	Prau.g_00622
OG0001069	Syar.g_02203	Prau.g_00623
OG0001070	Syar.g_02200	Prau.g_00626
OG0001071	Syar.g_02199	Prau.g_00627
OG0001072	Syar.g_02195	Prau.g_00628
OG0001073	Syar.g_02182	Prau.g_00642
OG0001074	Syar.g_02031	Prau.g_00653
OG0001075	Syar.g_02215	Prau.g_00654
OG0001076	Syar.g_02253	Prau.g_00664
OG0001077	Syar.g_02240	Prau.g_00668
OG0001078	Syar.g_02419	Prau.g_00676
OG0001079	Syar.g_02431	Prau.g_00687
OG0001080	Syar.g_02442	Prau.g_00693
OG0001081	Syar.g_02444	Prau.g_00695
OG0001082	Syar.g_02445	Prau.g_00696
OG0001083	Syar.g_02473	Prau.g_00701
OG0001084	Syar.g_02474	Prau.g_00702
OG0001085	Syar.g_01688	Prau.g_00710
OG0001086	Syar.g_01686	Prau.g_00711
OG0001087	Syar.g_02347	Prau.g_00728
OG0001088	Syar.g_00431	Prau.g_00729
OG0001089	Syar.g_01942	Prau.g_00737
OG0001090	Syar.g_01582	Prau.g_00756
OG0001091	Syar.g_01580	Prau.g_00758
OG0001092	Syar.g_01578	Prau.g_00759
OG0001093	Syar.g_01572	Prau.g_00764
OG0001094	Syar.g_02633	Prau.g_00848
OG0001095	Syar.g_02653	Prau.g_00867
OG0001096	Syar.g_02476	Prau.g_00880
OG0001097	Syar.g_01823	Prau.g_00898
OG0001098	Syar.g_01672	Prau.g_00914
OG0001099	Syar.g_00035	Prau.g_00946
OG0001100	Syar.g_01625	Prau.g_00950
OG0001101	Syar.g_01623	Prau.g_00952
OG0001102	Syar.g_01620	Prau.g_00954
OG0001104	Syar.g_02616	Prau.g_00978
OG0001105	Syar.g_02620	Prau.g_00982
OG0001106	Syar.g_02553	Prau.g_01006
OG0001107	Syar.g_02541	Prau.g_01013
OG0001109	Syar.g_02529	Prau.g_01018
OG0001110	Syar.g_02527	Prau.g_01020
OG0001111	Syar.g_02525	Prau.g_01021
OG0001112	Syar.g_02523	Prau.g_01022
OG0001113	Syar.g_02522	Prau.g_01023
OG0001114	Syar.g_02521	Prau.g_01024
OG0001115	Syar.g_02519	Prau.g_01026
OG0001116	Syar.g_02517	Prau.g_01027
OG0001117	Syar.g_02516	Prau.g_01028
OG0001118	Syar.g_02515	Prau.g_01029
OG0001119	Syar.g_02513	Prau.g_01030
OG0001120	Syar.g_02507	Prau.g_01032
OG0001122	Syar.g_01803	Prau.g_01061
OG0001123	Syar.g_01796	Prau.g_01065
OG0001124	Syar.g_01793	Prau.g_01067
OG0001125	Syar.g_01791	Prau.g_01068
OG0001126	Syar.g_01375	Prau.g_01078
OG0001127	Syar.g_01374	Prau.g_01079
OG0001128	Syar.g_01371	Prau.g_01081
OG0001129	Syar.g_01369	Prau.g_01082
OG0001130	Syar.g_01368	Prau.g_01083
OG0001131	Syar.g_02448	Prau.g_01118
OG0001132	Syar.g_00684	Prau.g_01127
OG0001133	Syar.g_02249	Prau.g_01160
OG0001134	Syar.g_02235	Prau.g_01174
OG0001135	Syar.g_02232	Prau.g_01177
OG0001136	Syar.g_01536	Prau.g_01204
OG0001137	Syar.g_01944	Prau.g_01214
OG0001138	Syar.g_01977	Prau.g_01232
OG0001139	Syar.g_01980	Prau.g_01233
OG0001140	Syar.g_01981	Prau.g_01234
OG0001141	Syar.g_01982	Prau.g_01235
