Orthogroup	Syar	Prbd
OG0000541	Syar.g_01499	Prbd.g_00739
OG0000542	Syar.g_01502	Prbd.g_00737
OG0000543	Syar.g_01504	Prbd.g_00735
OG0000544	Syar.g_01505	Prbd.g_00734
OG0000545	Syar.g_01507	Prbd.g_00732
OG0000546	Syar.g_01509	Prbd.g_00729
OG0000547	Syar.g_01511	Prbd.g_00727
OG0000548	Syar.g_01512	Prbd.g_00726
OG0000549	Syar.g_02693	Prbd.g_00724
OG0000550	Syar.g_02689	Prbd.g_00719
OG0000551	Syar.g_02684	Prbd.g_00715
OG0000552	Syar.g_02683	Prbd.g_00714
OG0000553	Syar.g_02679	Prbd.g_00713
OG0000554	Syar.g_02352	Prbd.g_00708
OG0000555	Syar.g_02336	Prbd.g_00700
OG0000556	Syar.g_02332	Prbd.g_00698
OG0000557	Syar.g_02328	Prbd.g_00697
OG0000558	Syar.g_02326	Prbd.g_00695
OG0000559	Syar.g_02322	Prbd.g_00691
OG0000560	Syar.g_02320	Prbd.g_00688
OG0000561	Syar.g_02319	Prbd.g_00687
OG0000562	Syar.g_02318	Prbd.g_00686
OG0000563	Syar.g_02317	Prbd.g_00685
OG0000564	Syar.g_02316	Prbd.g_00684
OG0000565	Syar.g_02312	Prbd.g_00681
OG0000566	Syar.g_02308	Prbd.g_00679
OG0000567	Syar.g_02304	Prbd.g_00675
OG0000568	Syar.g_02302	Prbd.g_00674
OG0000569	Syar.g_02301	Prbd.g_00673
OG0000570	Syar.g_02300	Prbd.g_00672
OG0000571	Syar.g_02298	Prbd.g_00670
OG0000572	Syar.g_02201	Prbd.g_00657
OG0000573	Syar.g_02191	Prbd.g_00652
OG0000574	Syar.g_02190	Prbd.g_00651
OG0000575	Syar.g_03180	Prbd.g_00647
OG0000576	Syar.g_02187	Prbd.g_00645
OG0000577	Syar.g_02186	Prbd.g_00644
OG0000578	Syar.g_02185	Prbd.g_00643
OG0000579	Syar.g_02184	Prbd.g_00642
OG0000580	Syar.g_02183	Prbd.g_00641
OG0000581	Syar.g_02175	Prbd.g_00639
OG0000582	Syar.g_02131	Prbd.g_00636
OG0000583	Syar.g_02132	Prbd.g_00635
OG0000584	Syar.g_02133	Prbd.g_00634
OG0000585	Syar.g_02170	Prbd.g_00632
OG0000586	Syar.g_02171	Prbd.g_00631
OG0000587	Syar.g_02173	Prbd.g_00630
OG0000588	Syar.g_02275	Prbd.g_00626
OG0000589	Syar.g_02261	Prbd.g_00623
OG0000590	Syar.g_02260	Prbd.g_00622
OG0000591	Syar.g_02246	Prbd.g_00619
OG0000592	Syar.g_02245	Prbd.g_00618
OG0000593	Syar.g_02414	Prbd.g_00612
OG0000594	Syar.g_02415	Prbd.g_00611
OG0000595	Syar.g_02416	Prbd.g_00610
OG0000596	Syar.g_02421	Prbd.g_00606
OG0000597	Syar.g_02424	Prbd.g_00604
OG0000598	Syar.g_02425	Prbd.g_00603
OG0000599	Syar.g_02428	Prbd.g_00600
OG0000600	Syar.g_02429	Prbd.g_00599
OG0000601	Syar.g_02430	Prbd.g_00598
OG0000602	Syar.g_02435	Prbd.g_00596
OG0000603	Syar.g_02436	Prbd.g_00595
OG0000604	Syar.g_02438	Prbd.g_00594
OG0000605	Syar.g_02440	Prbd.g_00593
OG0000606	Syar.g_02443	Prbd.g_00590
OG0000607	Syar.g_02446	Prbd.g_00587
OG0000608	Syar.g_02447	Prbd.g_00586
OG0000609	Syar.g_02470	Prbd.g_00585
OG0000610	Syar.g_01917	Prbd.g_00580
OG0000611	Syar.g_01914	Prbd.g_00577
OG0000612	Syar.g_01913	Prbd.g_00576
OG0000613	Syar.g_00712	Prbd.g_00571
OG0000614	Syar.g_02012, Syar.g_01344	Prbd.g_00552
OG0000615	Syar.g_02603	Prbd.g_00544
OG0000616	Syar.g_00454	Prbd.g_00540
OG0000617	Syar.g_01576	Prbd.g_00013
OG0000618	Syar.g_01575	Prbd.g_00014
OG0000619	Syar.g_01574	Prbd.g_00015
OG0000620	Syar.g_01569	Prbd.g_00018
OG0000621	Syar.g_01568	Prbd.g_00019
OG0000622	Syar.g_01566	Prbd.g_00020
OG0000623	Syar.g_01565	Prbd.g_00021
OG0000624	Syar.g_01564	Prbd.g_00022
OG0000625	Syar.g_01563	Prbd.g_00023
OG0000626	Syar.g_01562	Prbd.g_00024
OG0000627	Syar.g_01868	Prbd.g_00025
OG0000628	Syar.g_01869	Prbd.g_00026
OG0000629	Syar.g_01872	Prbd.g_00027
OG0000630	Syar.g_02586	Prbd.g_00030
OG0000631	Syar.g_02579	Prbd.g_00093
OG0000632	Syar.g_02578	Prbd.g_00094
OG0000633	Syar.g_02576	Prbd.g_00095
OG0000634	Syar.g_02635	Prbd.g_00098
OG0000635	Syar.g_02636	Prbd.g_00099
OG0000636	Syar.g_02638	Prbd.g_00101
OG0000637	Syar.g_02640	Prbd.g_00103
OG0000638	Syar.g_02641	Prbd.g_00104
OG0000639	Syar.g_02642	Prbd.g_00105
OG0000640	Syar.g_02643	Prbd.g_00106
OG0000641	Syar.g_02648	Prbd.g_00110
OG0000642	Syar.g_02649	Prbd.g_00111
OG0000643	Syar.g_02650	Prbd.g_00112
OG0000644	Syar.g_02651	Prbd.g_00113
OG0000645	Syar.g_02652	Prbd.g_00114
OG0000646	Syar.g_02655	Prbd.g_00116
OG0000647	Syar.g_02657	Prbd.g_00117
OG0000648	Syar.g_02659	Prbd.g_00119
OG0000649	Syar.g_02660	Prbd.g_00120
OG0000650	Syar.g_02661	Prbd.g_00121
OG0000651	Syar.g_02662	Prbd.g_00122
OG0000652	Syar.g_02663	Prbd.g_00123
OG0000653	Syar.g_02665	Prbd.g_00125
OG0000654	Syar.g_02666	Prbd.g_00126
OG0000655	Syar.g_02667	Prbd.g_00127
OG0000656	Syar.g_02479	Prbd.g_00130
OG0000657	Syar.g_01812	Prbd.g_00138
OG0000658	Syar.g_01815	Prbd.g_00139
OG0000659	Syar.g_01816	Prbd.g_00140
OG0000660	Syar.g_01820	Prbd.g_00144
OG0000661	Syar.g_03175, Syar.g_01822	Prbd.g_00146
OG0000662	Syar.g_01829	Prbd.g_00148
OG0000663	Syar.g_01832	Prbd.g_00150
OG0000664	Syar.g_01837	Prbd.g_00151
OG0000665	Syar.g_02774	Prbd.g_00155
OG0000666	Syar.g_01241	Prbd.g_00156
OG0000667	Syar.g_02346	Prbd.g_00160
OG0000668	Syar.g_01802	Prbd.g_00190
OG0000669	Syar.g_01627	Prbd.g_00197
OG0000670	Syar.g_01624	Prbd.g_00199
OG0000671	Syar.g_01622	Prbd.g_00201
OG0000672	Syar.g_01619	Prbd.g_00204
OG0000673	Syar.g_01615	Prbd.g_00207
OG0000674	Syar.g_01613	Prbd.g_00209
OG0000675	Syar.g_01612	Prbd.g_00210
OG0000676	Syar.g_01608	Prbd.g_00212
OG0000677	Syar.g_01607	Prbd.g_00213
OG0000678	Syar.g_02037	Prbd.g_00215
OG0000679	Syar.g_02606	Prbd.g_00219
OG0000680	Syar.g_02607	Prbd.g_00220
OG0000681	Syar.g_02610	Prbd.g_00222
OG0000682	Syar.g_02611	Prbd.g_00223
OG0000683	Syar.g_02612	Prbd.g_00224
OG0000684	Syar.g_02615	Prbd.g_00226
OG0000685	Syar.g_02617	Prbd.g_00228
OG0000686	Syar.g_02618	Prbd.g_00229
OG0000687	Syar.g_02619	Prbd.g_00230
OG0000688	Syar.g_02624	Prbd.g_00233
OG0000689	Syar.g_02626	Prbd.g_00234
OG0000690	Syar.g_02627	Prbd.g_00235
OG0000691	Syar.g_02628	Prbd.g_00236
OG0000692	Syar.g_02629	Prbd.g_00238
OG0000693	Syar.g_02631	Prbd.g_00239
OG0000694	Syar.g_02632	Prbd.g_00240
OG0000695	Syar.g_02573	Prbd.g_00242
OG0000696	Syar.g_02572	Prbd.g_00243
OG0000697	Syar.g_02570	Prbd.g_00244
OG0000698	Syar.g_02567	Prbd.g_00247
OG0000699	Syar.g_02566	Prbd.g_00248
OG0000700	Syar.g_02565	Prbd.g_00249
OG0000701	Syar.g_02564	Prbd.g_00250
OG0000702	Syar.g_02559	Prbd.g_00252
OG0000703	Syar.g_02557	Prbd.g_00253
OG0000704	Syar.g_02555	Prbd.g_00254
OG0000705	Syar.g_02547	Prbd.g_00258
OG0000706	Syar.g_02546	Prbd.g_00259
OG0000707	Syar.g_02545	Prbd.g_00260
OG0000708	Syar.g_02542	Prbd.g_00261
OG0000709	Syar.g_02534	Prbd.g_00265
OG0000710	Syar.g_02528	Prbd.g_00268
OG0000711	Syar.g_02499	Prbd.g_00285
OG0000712	Syar.g_02497	Prbd.g_00287
OG0000713	Syar.g_02496	Prbd.g_00288
OG0000714	Syar.g_02494	Prbd.g_00289
OG0000715	Syar.g_02492	Prbd.g_00291
OG0000716	Syar.g_02488	Prbd.g_00293
OG0000717	Syar.g_02487	Prbd.g_00294
OG0000718	Syar.g_02483	Prbd.g_00309
OG0000719	Syar.g_01804	Prbd.g_00311
OG0000720	Syar.g_01790	Prbd.g_00320
OG0000721	Syar.g_01788	Prbd.g_00322
OG0000722	Syar.g_01787	Prbd.g_00323
OG0000723	Syar.g_01560	Prbd.g_00326
OG0000724	Syar.g_01367, Syar.g_02120	Prbd.g_00335
OG0000725	Syar.g_01934	Prbd.g_00341
OG0000726	Syar.g_01935	Prbd.g_00342
OG0000727	Syar.g_01936	Prbd.g_00343
OG0000728	Syar.g_01938	Prbd.g_00345
OG0000729	Syar.g_00593	Prbd.g_00391
OG0000730	Syar.g_01115	Prbd.g_00395
OG0000731	Syar.g_01127	Prbd.g_00399
OG0000732	Syar.g_00522	Prbd.g_00408
OG0000733	Syar.g_02234	Prbd.g_00428
OG0000734	Syar.g_03128	Prbd.g_00453
OG0000735	Syar.g_01522	Prbd.g_00455
OG0000736	Syar.g_01523	Prbd.g_00456
OG0000737	Syar.g_01524	Prbd.g_00457
OG0000738	Syar.g_01530	Prbd.g_00461
OG0000739	Syar.g_01531	Prbd.g_00462
OG0000740	Syar.g_01532	Prbd.g_00463
OG0000741	Syar.g_01535	Prbd.g_00464
OG0000742	Syar.g_01538	Prbd.g_00467
OG0000743	Syar.g_01541	Prbd.g_00469
OG0000744	Syar.g_01542	Prbd.g_00470
OG0000745	Syar.g_01545	Prbd.g_00471
OG0000746	Syar.g_01549	Prbd.g_00473
OG0000747	Syar.g_01551	Prbd.g_00474
OG0000748	Syar.g_01945	Prbd.g_00477
OG0000749	Syar.g_01946	Prbd.g_00478
OG0000750	Syar.g_01947	Prbd.g_00479
OG0000751	Syar.g_01952	Prbd.g_00481
OG0000752	Syar.g_01954	Prbd.g_00483
OG0000753	Syar.g_01957	Prbd.g_00486
OG0000754	Syar.g_01963	Prbd.g_00489
OG0000755	Syar.g_01974	Prbd.g_00492
OG0000756	Syar.g_01975	Prbd.g_00493
OG0000757	Syar.g_01984	Prbd.g_00499
OG0000758	Syar.g_01985	Prbd.g_00500
OG0000759	Syar.g_01986	Prbd.g_00501
OG0000760	Syar.g_01987	Prbd.g_00502
OG0000761	Syar.g_01988	Prbd.g_00503
OG0000762	Syar.g_01992	Prbd.g_00504
OG0000763	Syar.g_01699	Prbd.g_00506
OG0000764	Syar.g_01700	Prbd.g_00507
OG0000765	Syar.g_01718	Prbd.g_00516
OG0000766	Syar.g_01719	Prbd.g_00517
OG0000767	Syar.g_01721	Prbd.g_00519
OG0000768	Syar.g_01722	Prbd.g_00520
OG0000769	Syar.g_01724	Prbd.g_00522
OG0000770	Syar.g_01727	Prbd.g_00524
OG0000771	Syar.g_01373	Prbd.g_01921
OG0000772	Syar.g_00746	Prbd.g_01858
OG0000773	Syar.g_02694	Prbd.g_01810
OG0000774	Syar.g_02771	Prbd.g_01808
OG0000775	Syar.g_02773	Prbd.g_01806
OG0000776	Syar.g_01755	Prbd.g_01805
OG0000777	Syar.g_01754	Prbd.g_01804
OG0000778	Syar.g_01753	Prbd.g_01803
OG0000779	Syar.g_02779	Prbd.g_01799
OG0000780	Syar.g_02781	Prbd.g_01798
OG0000781	Syar.g_02785	Prbd.g_01795
OG0000782	Syar.g_02786	Prbd.g_01794
OG0000783	Syar.g_02787	Prbd.g_01793
OG0000784	Syar.g_02788	Prbd.g_01792
OG0000785	Syar.g_02791	Prbd.g_01790
OG0000786	Syar.g_02795	Prbd.g_01788
OG0000787	Syar.g_02796	Prbd.g_01787
OG0000788	Syar.g_02331	Prbd.g_01777
OG0000789	Syar.g_02040	Prbd.g_01774
OG0000790	Syar.g_01456	Prbd.g_01759
OG0000791	Syar.g_01454	Prbd.g_01757
OG0000792	Syar.g_01453	Prbd.g_01756
OG0000793	Syar.g_01243	Prbd.g_01753
OG0000794	Syar.g_01242	Prbd.g_01752
OG0000795	Syar.g_01240	Prbd.g_01751
OG0000796	Syar.g_01236	Prbd.g_01747
OG0000797	Syar.g_01235	Prbd.g_01746
OG0000799	Syar.g_02844	Prbd.g_01707
OG0000800	Syar.g_02843	Prbd.g_01706
OG0000801	Syar.g_02842	Prbd.g_01705
OG0000802	Syar.g_02825	Prbd.g_01703
OG0000803	Syar.g_02822	Prbd.g_01701
OG0000804	Syar.g_02819	Prbd.g_01700
OG0000805	Syar.g_02817	Prbd.g_01698
OG0000806	Syar.g_02815	Prbd.g_01696
OG0000807	Syar.g_02814	Prbd.g_01695
OG0000808	Syar.g_02813	Prbd.g_01694
OG0000809	Syar.g_02811	Prbd.g_01691
OG0000810	Syar.g_02810	Prbd.g_01690
OG0000811	Syar.g_02805	Prbd.g_01686
OG0000812	Syar.g_02803	Prbd.g_01684
OG0000813	Syar.g_02802	Prbd.g_01683
OG0000814	Syar.g_02800	Prbd.g_01681
OG0000815	Syar.g_02799	Prbd.g_01680
OG0000816	Syar.g_02797	Prbd.g_01678
OG0000817	Syar.g_02861	Prbd.g_01677
OG0000818	Syar.g_01418	Prbd.g_01672
OG0000819	Syar.g_01417	Prbd.g_01671
OG0000820	Syar.g_01416	Prbd.g_01670
OG0000821	Syar.g_01410	Prbd.g_01666
OG0000822	Syar.g_01408	Prbd.g_01665
OG0000823	Syar.g_00017, Syar.g_01407	Prbd.g_01664
OG0000824	Syar.g_01402	Prbd.g_01661
OG0000825	Syar.g_01401	Prbd.g_01660
OG0000826	Syar.g_01400	Prbd.g_01659
OG0000827	Syar.g_01399	Prbd.g_01658
OG0000828	Syar.g_01396	Prbd.g_01655
OG0000829	Syar.g_01395	Prbd.g_01654
OG0000830	Syar.g_01394	Prbd.g_01653
OG0000831	Syar.g_01391	Prbd.g_01651
OG0000832	Syar.g_01213	Prbd.g_01645
OG0000833	Syar.g_02877	Prbd.g_01637
OG0000834	Syar.g_02878	Prbd.g_01636
OG0000835	Syar.g_02879	Prbd.g_01635
OG0000836	Syar.g_02881	Prbd.g_01634
OG0000837	Syar.g_02882	Prbd.g_01633
OG0000838	Syar.g_02886	Prbd.g_01631
OG0000839	Syar.g_02887	Prbd.g_01630
OG0000840	Syar.g_02888	Prbd.g_01629
OG0000841	Syar.g_02889	Prbd.g_01628
OG0000842	Syar.g_02890	Prbd.g_01627
OG0000843	Syar.g_02891	Prbd.g_01626
OG0000844	Syar.g_02893	Prbd.g_01625
OG0000845	Syar.g_02894	Prbd.g_01624
OG0000846	Syar.g_02895	Prbd.g_01623
OG0000847	Syar.g_02896	Prbd.g_01622
OG0000848	Syar.g_02898	Prbd.g_01621
OG0000849	Syar.g_02899	Prbd.g_01620
OG0000850	Syar.g_02902	Prbd.g_01617
OG0000851	Syar.g_02905	Prbd.g_01616
OG0000852	Syar.g_02906	Prbd.g_01615
OG0000853	Syar.g_02910	Prbd.g_01611
OG0000854	Syar.g_02912	Prbd.g_01609
OG0000855	Syar.g_02913	Prbd.g_01608
OG0000856	Syar.g_02243	Prbd.g_01593
OG0000857	Syar.g_02656	Prbd.g_01566
OG0000858	Syar.g_02920	Prbd.g_01531
OG0000859	Syar.g_02921	Prbd.g_01530
OG0000860	Syar.g_02931	Prbd.g_01523
OG0000861	Syar.g_02932	Prbd.g_01522
OG0000862	Syar.g_02942	Prbd.g_01521
OG0000863	Syar.g_02944	Prbd.g_01519
OG0000864	Syar.g_02945	Prbd.g_01518
OG0000865	Syar.g_02946	Prbd.g_01517
OG0000866	Syar.g_02947	Prbd.g_01516
OG0000867	Syar.g_02948	Prbd.g_01515
OG0000868	Syar.g_02950	Prbd.g_01514
OG0000869	Syar.g_02955	Prbd.g_01510
OG0000870	Syar.g_02960	Prbd.g_01505
OG0000871	Syar.g_02961	Prbd.g_01504
OG0000872	Syar.g_02967	Prbd.g_01503
OG0000873	Syar.g_02970	Prbd.g_01500
OG0000874	Syar.g_02974	Prbd.g_01497
OG0000875	Syar.g_02975	Prbd.g_01496
OG0000876	Syar.g_01828	Prbd.g_01495
OG0000877	Syar.g_02977	Prbd.g_01493
OG0000878	Syar.g_02978	Prbd.g_01492
OG0000879	Syar.g_02979	Prbd.g_01491
OG0000880	Syar.g_02980	Prbd.g_01490
OG0000881	Syar.g_02984	Prbd.g_01486
OG0000882	Syar.g_02989	Prbd.g_01481
OG0000883	Syar.g_02992	Prbd.g_01479
OG0000884	Syar.g_02994	Prbd.g_01477
OG0000885	Syar.g_02995	Prbd.g_01476
OG0000886	Syar.g_02996	Prbd.g_01475
OG0000887	Syar.g_02998	Prbd.g_01474
OG0000888	Syar.g_03000	Prbd.g_01472
OG0000889	Syar.g_03002	Prbd.g_01470
OG0000890	Syar.g_03005	Prbd.g_01469
OG0000891	Syar.g_03006	Prbd.g_01468
OG0000892	Syar.g_03008	Prbd.g_01466
OG0000893	Syar.g_00150	Prbd.g_01463
OG0000894	Syar.g_00145	Prbd.g_01461
OG0000895	Syar.g_00141	Prbd.g_01458
OG0000896	Syar.g_00140	Prbd.g_01457
OG0000897	Syar.g_00138	Prbd.g_01455
OG0000898	Syar.g_00137	Prbd.g_01454
OG0000899	Syar.g_00136	Prbd.g_01453
OG0000900	Syar.g_00135	Prbd.g_01452
OG0000901	Syar.g_00130	Prbd.g_01449
OG0000902	Syar.g_01013	Prbd.g_01447
OG0000903	Syar.g_01026	Prbd.g_01444
OG0000904	Syar.g_01021	Prbd.g_01442
OG0000905	Syar.g_01018	Prbd.g_01437
OG0000906	Syar.g_01015	Prbd.g_01436
OG0000907	Syar.g_01028	Prbd.g_01433
OG0000908	Syar.g_01031	Prbd.g_01430
OG0000909	Syar.g_01032	Prbd.g_01429
OG0000910	Syar.g_01033	Prbd.g_01428
OG0000911	Syar.g_01035	Prbd.g_01426
OG0000912	Syar.g_01036	Prbd.g_01425
OG0000913	Syar.g_01037	Prbd.g_01424
OG0000914	Syar.g_01038	Prbd.g_01423
OG0000915	Syar.g_01040	Prbd.g_01422
OG0000916	Syar.g_01041	Prbd.g_01421
OG0000917	Syar.g_01042	Prbd.g_01420
OG0000918	Syar.g_01043	Prbd.g_01419
OG0000919	Syar.g_01044	Prbd.g_01418
OG0000920	Syar.g_01045	Prbd.g_01417
OG0000921	Syar.g_01046	Prbd.g_01416
OG0000922	Syar.g_01047	Prbd.g_01415
OG0000923	Syar.g_01051	Prbd.g_01411
OG0000924	Syar.g_01052	Prbd.g_01410
OG0000925	Syar.g_01053	Prbd.g_01409
OG0000926	Syar.g_01054	Prbd.g_01408
OG0000927	Syar.g_01056	Prbd.g_01406
OG0000928	Syar.g_01057	Prbd.g_01405
OG0000929	Syar.g_01058	Prbd.g_01404
OG0000930	Syar.g_01059	Prbd.g_01403
OG0000931	Syar.g_01060	Prbd.g_01402
OG0000932	Syar.g_01061	Prbd.g_01401
OG0000933	Syar.g_01066	Prbd.g_01397
OG0000934	Syar.g_01068	Prbd.g_01395
OG0000935	Syar.g_01069	Prbd.g_01394
OG0000936	Syar.g_01070	Prbd.g_01393
OG0000937	Syar.g_01071	Prbd.g_01392
OG0000938	Syar.g_01074	Prbd.g_01390
OG0000939	Syar.g_01075	Prbd.g_01389
OG0000940	Syar.g_01081	Prbd.g_01382
OG0000941	Syar.g_01083	Prbd.g_01380
OG0000942	Syar.g_01085	Prbd.g_01378
OG0000943	Syar.g_01086	Prbd.g_01377
OG0000944	Syar.g_01088	Prbd.g_01376
OG0000945	Syar.g_01089	Prbd.g_01375
OG0000946	Syar.g_01095	Prbd.g_01371
OG0000947	Syar.g_01098	Prbd.g_01369
OG0000948	Syar.g_01099	Prbd.g_01368
OG0000949	Syar.g_00283	Prbd.g_01365
OG0000950	Syar.g_00661	Prbd.g_01360
OG0000951	Syar.g_00656	Prbd.g_01356
OG0000952	Syar.g_00651	Prbd.g_01352
OG0000953	Syar.g_00248	Prbd.g_01349
OG0000954	Syar.g_00258	Prbd.g_01345
OG0000955	Syar.g_00259	Prbd.g_01344
OG0000956	Syar.g_00261	Prbd.g_01342
OG0000957	Syar.g_00610	Prbd.g_01337
OG0000958	Syar.g_00609	Prbd.g_01336
OG0000959	Syar.g_00605	Prbd.g_01332
OG0000960	Syar.g_00604	Prbd.g_01331
OG0000961	Syar.g_00094	Prbd.g_01329
OG0000962	Syar.g_00594	Prbd.g_01327
OG0000963	Syar.g_00590	Prbd.g_01323
OG0000964	Syar.g_00589	Prbd.g_01321
OG0000965	Syar.g_00588	Prbd.g_01320
OG0000966	Syar.g_00549	Prbd.g_01312
OG0000967	Syar.g_00545	Prbd.g_01308
OG0000968	Syar.g_00542	Prbd.g_01306
OG0000969	Syar.g_00540	Prbd.g_01305
OG0000970	Syar.g_00539	Prbd.g_01304
OG0000971	Syar.g_00537	Prbd.g_01303
OG0000972	Syar.g_00536	Prbd.g_01302
OG0000973	Syar.g_00535	Prbd.g_01301
OG0000974	Syar.g_00534	Prbd.g_01300
OG0000975	Syar.g_00533	Prbd.g_01299
OG0000976	Syar.g_00532	Prbd.g_01298
OG0000977	Syar.g_00530	Prbd.g_01297
OG0000978	Syar.g_00529	Prbd.g_01296
OG0000979	Syar.g_00526	Prbd.g_01293
OG0000980	Syar.g_00523	Prbd.g_01291
OG0000981	Syar.g_00520	Prbd.g_01289
OG0000982	Syar.g_00331	Prbd.g_01287
OG0000983	Syar.g_00332	Prbd.g_01286
OG0000984	Syar.g_00333	Prbd.g_01285
OG0000985	Syar.g_00337	Prbd.g_01282
OG0000986	Syar.g_00344	Prbd.g_01280
OG0000987	Syar.g_00346	Prbd.g_01279
OG0000988	Syar.g_00352	Prbd.g_01276
OG0000989	Syar.g_00377	Prbd.g_01273
OG0000990	Syar.g_00697	Prbd.g_01270
OG0000991	Syar.g_00700	Prbd.g_01269
OG0000992	Syar.g_00704	Prbd.g_01267
OG0000993	Syar.g_00705	Prbd.g_01266
OG0000994	Syar.g_00708	Prbd.g_01265
OG0000995	Syar.g_03212, Syar.g_00624	Prbd.g_01261
OG0000996	Syar.g_00861	Prbd.g_01260
OG0000997	Syar.g_00437	Prbd.g_01259
OG0000998	Syar.g_00439	Prbd.g_01257
OG0000999	Syar.g_00440	Prbd.g_01256
OG0001000	Syar.g_00955, Syar.g_00444	Prbd.g_01253
OG0001001	Syar.g_00450	Prbd.g_01251
OG0001002	Syar.g_00457	Prbd.g_01247
OG0001003	Syar.g_00459	Prbd.g_01245
OG0001004	Syar.g_00460	Prbd.g_01244
OG0001005	Syar.g_00461	Prbd.g_01243
OG0001006	Syar.g_00468	Prbd.g_01239
OG0001007	Syar.g_00470	Prbd.g_01237
OG0001008	Syar.g_01178, Syar.g_03274	Prbd.g_00805
OG0001009	Syar.g_00500	Prbd.g_01210
OG0001010	Syar.g_00501	Prbd.g_01209
OG0001011	Syar.g_00503	Prbd.g_01208
OG0001013	Syar.g_00906	Prbd.g_01189
OG0001014	Syar.g_00914	Prbd.g_01186
OG0001015	Syar.g_00915	Prbd.g_01185
OG0001017	Syar.g_03050	Prbd.g_01167
OG0001018	Syar.g_03052	Prbd.g_01164
OG0001019	Syar.g_03086	Prbd.g_01155
OG0001020	Syar.g_03092	Prbd.g_01154
OG0001021	Syar.g_03098	Prbd.g_01153
OG0001022	Syar.g_03102	Prbd.g_01150
OG0001023	Syar.g_03103	Prbd.g_01149
OG0001024	Syar.g_02276	Prbd.g_01146
OG0001025	Syar.g_03115	Prbd.g_01140
OG0001026	Syar.g_03131	Prbd.g_01133
OG0001027	Syar.g_00031	Prbd.g_01132
OG0001028	Syar.g_00034	Prbd.g_01130
OG0001029	Syar.g_00036	Prbd.g_01128
OG0001030	Syar.g_00058	Prbd.g_01113
OG0001031	Syar.g_00129	Prbd.g_01054
OG0001032	Syar.g_01011	Prbd.g_01053
OG0001033	Syar.g_00962	Prbd.g_01032
OG0001034	Syar.g_03022	Prbd.g_01003
OG0001035	Syar.g_00171	Prbd.g_00985
OG0001036	Syar.g_00193	Prbd.g_00980
OG0001037	Syar.g_00195	Prbd.g_00979
OG0001038	Syar.g_00223	Prbd.g_00961
OG0001039	Syar.g_00226	Prbd.g_00958
OG0001040	Syar.g_00229	Prbd.g_00956
OG0001041	Syar.g_00234	Prbd.g_00952
OG0001042	Syar.g_00831	Prbd.g_00935
OG0001043	Syar.g_00826	Prbd.g_00934
OG0001044	Syar.g_01117	Prbd.g_00906
OG0001045	Syar.g_01130	Prbd.g_00897
OG0001046	Syar.g_02514	Prbd.g_00859
OG0001047	Syar.g_01180	Prbd.g_00803
OG0001048	Syar.g_01181	Prbd.g_00802
OG0001049	Syar.g_02872	Prbd.g_00800
OG0001050	Syar.g_02871	Prbd.g_00799
OG0001051	Syar.g_02870	Prbd.g_00798
OG0001052	Syar.g_01269	Prbd.g_00771
OG0001053	Syar.g_01472	Prbd.g_00759
OG0001054	Syar.g_01492	Prbd.g_00744
OG0001055	Syar.g_01513	Prbd.g_00725
OG0001056	Syar.g_02349	Prbd.g_00706
OG0001057	Syar.g_02341	Prbd.g_00701
OG0001058	Syar.g_02324	Prbd.g_00693
OG0001059	Syar.g_00422	Prbd.g_00689
OG0001060	Syar.g_02315	Prbd.g_00682
OG0001061	Syar.g_02297	Prbd.g_00669
OG0001062	Syar.g_02294	Prbd.g_00667
OG0001063	Syar.g_02209	Prbd.g_00665
OG0001064	Syar.g_02208	Prbd.g_00664
OG0001065	Syar.g_02207	Prbd.g_00663
OG0001066	Syar.g_02206	Prbd.g_00662
OG0001067	Syar.g_02205	Prbd.g_00661
OG0001068	Syar.g_02204	Prbd.g_00660
OG0001069	Syar.g_02203	Prbd.g_00659
OG0001070	Syar.g_02200	Prbd.g_00656
OG0001071	Syar.g_02199	Prbd.g_00655
OG0001072	Syar.g_02195	Prbd.g_00654
OG0001073	Syar.g_02182	Prbd.g_00640
OG0001074	Syar.g_02031	Prbd.g_00629
OG0001075	Syar.g_02215	Prbd.g_00628
OG0001076	Syar.g_02253	Prbd.g_00620
OG0001077	Syar.g_02240	Prbd.g_00616
OG0001078	Syar.g_02419	Prbd.g_00608
OG0001079	Syar.g_02431	Prbd.g_00597
OG0001080	Syar.g_02442	Prbd.g_00591
OG0001081	Syar.g_02444	Prbd.g_00589
OG0001082	Syar.g_02445	Prbd.g_00588
OG0001083	Syar.g_02473	Prbd.g_00583
OG0001084	Syar.g_02474	Prbd.g_00582
OG0001085	Syar.g_01688	Prbd.g_00574
OG0001086	Syar.g_01686	Prbd.g_00573
OG0001087	Syar.g_02347	Prbd.g_00556
OG0001088	Syar.g_00431	Prbd.g_00555
OG0001089	Syar.g_01942	Prbd.g_00547
OG0001090	Syar.g_01582	Prbd.g_00008
OG0001091	Syar.g_01580	Prbd.g_00010
OG0001092	Syar.g_01578	Prbd.g_00011
OG0001093	Syar.g_01572	Prbd.g_00016
OG0001094	Syar.g_02633	Prbd.g_00096
OG0001095	Syar.g_02653	Prbd.g_00115
OG0001096	Syar.g_02476	Prbd.g_00128
OG0001097	Syar.g_01823	Prbd.g_00147
OG0001098	Syar.g_01672	Prbd.g_00162
OG0001099	Syar.g_00035	Prbd.g_00194
