Orthogroup	Syar	Prbg
OG0000538	Syar.g_01496	Prbg.g_00220
OG0000539	Syar.g_01497	Prbg.g_00221
OG0000540	Syar.g_01498	Prbg.g_00222
OG0000541	Syar.g_01499	Prbg.g_00223
OG0000542	Syar.g_01502	Prbg.g_00224
OG0000543	Syar.g_01504	Prbg.g_00226
OG0000544	Syar.g_01505	Prbg.g_00227
OG0000545	Syar.g_01507	Prbg.g_00229
OG0000546	Syar.g_01509	Prbg.g_00232
OG0000547	Syar.g_01511	Prbg.g_00234
OG0000548	Syar.g_01512	Prbg.g_00235
OG0000549	Syar.g_02693	Prbg.g_00237
OG0000550	Syar.g_02689	Prbg.g_00241
OG0000551	Syar.g_02684	Prbg.g_00244
OG0000552	Syar.g_02683	Prbg.g_00245
OG0000553	Syar.g_02679	Prbg.g_00246
OG0000554	Syar.g_02352	Prbg.g_00251
OG0000555	Syar.g_02336	Prbg.g_00259
OG0000556	Syar.g_02332	Prbg.g_00261
OG0000557	Syar.g_02328	Prbg.g_00262
OG0000558	Syar.g_02326	Prbg.g_00265
OG0000559	Syar.g_02322	Prbg.g_00269
OG0000560	Syar.g_02320	Prbg.g_00272
OG0000561	Syar.g_02319	Prbg.g_00273
OG0000562	Syar.g_02318	Prbg.g_00274
OG0000563	Syar.g_02317	Prbg.g_00275
OG0000564	Syar.g_02316	Prbg.g_00276
OG0000565	Syar.g_02312	Prbg.g_00278
OG0000566	Syar.g_02308	Prbg.g_00282
OG0000567	Syar.g_02304	Prbg.g_00286
OG0000568	Syar.g_02302	Prbg.g_00287
OG0000569	Syar.g_02301	Prbg.g_00288
OG0000570	Syar.g_02300	Prbg.g_00289
OG0000571	Syar.g_02298	Prbg.g_00291
OG0000572	Syar.g_02201	Prbg.g_00305
OG0000573	Syar.g_02191	Prbg.g_00311
OG0000574	Syar.g_02190	Prbg.g_00312
OG0000575	Syar.g_03180	Prbg.g_00316
OG0000576	Syar.g_02187	Prbg.g_00318
OG0000577	Syar.g_02186	Prbg.g_00319
OG0000578	Syar.g_02185	Prbg.g_00320
OG0000579	Syar.g_02184	Prbg.g_00321
OG0000580	Syar.g_02183	Prbg.g_00322
OG0000581	Syar.g_02175	Prbg.g_00325
OG0000582	Syar.g_02131	Prbg.g_00328
OG0000583	Syar.g_02132	Prbg.g_00329
OG0000584	Syar.g_02133	Prbg.g_00330
OG0000585	Syar.g_02170	Prbg.g_00332
OG0000586	Syar.g_02171	Prbg.g_00333
OG0000587	Syar.g_02173	Prbg.g_00334
OG0000588	Syar.g_02275	Prbg.g_00338
OG0000589	Syar.g_02261	Prbg.g_00340
OG0000590	Syar.g_02260	Prbg.g_00341
OG0000591	Syar.g_02246	Prbg.g_00345
OG0000592	Syar.g_02245	Prbg.g_00346
OG0000593	Syar.g_02414	Prbg.g_01425
OG0000594	Syar.g_02415	Prbg.g_01424
OG0000595	Syar.g_02416	Prbg.g_01423
OG0000596	Syar.g_02421	Prbg.g_01419
OG0000597	Syar.g_02424	Prbg.g_01416
OG0000598	Syar.g_02425	Prbg.g_01415
OG0000599	Syar.g_02428	Prbg.g_01412
OG0000600	Syar.g_02429	Prbg.g_01411
OG0000601	Syar.g_02430	Prbg.g_01410
OG0000602	Syar.g_02435	Prbg.g_01408
OG0000603	Syar.g_02436	Prbg.g_01407
OG0000604	Syar.g_02438	Prbg.g_01406
OG0000605	Syar.g_02440	Prbg.g_01405
OG0000606	Syar.g_02443	Prbg.g_01402
OG0000607	Syar.g_02446	Prbg.g_01399
OG0000608	Syar.g_02447	Prbg.g_01398
OG0000609	Syar.g_02470	Prbg.g_01397
OG0000610	Syar.g_01917	Prbg.g_01391
OG0000611	Syar.g_01914	Prbg.g_01388
OG0000612	Syar.g_01913	Prbg.g_01387
OG0000613	Syar.g_00712	Prbg.g_01114
OG0000614	Syar.g_02012, Syar.g_01344	Prbg.g_01135
OG0000615	Syar.g_02603	Prbg.g_01146
OG0000616	Syar.g_00454	Prbg.g_01939
OG0000617	Syar.g_01576	Prbg.g_01371
OG0000618	Syar.g_01575	Prbg.g_01370
OG0000619	Syar.g_01574	Prbg.g_01369
OG0000620	Syar.g_01569	Prbg.g_01366
OG0000621	Syar.g_01568	Prbg.g_01365
OG0000622	Syar.g_01566	Prbg.g_01364
OG0000623	Syar.g_01565	Prbg.g_01363
OG0000624	Syar.g_01564	Prbg.g_01361
OG0000625	Syar.g_01563	Prbg.g_01360
OG0000626	Syar.g_01562	Prbg.g_01359
OG0000627	Syar.g_01868	Prbg.g_01358
OG0000628	Syar.g_01869	Prbg.g_01357
OG0000629	Syar.g_01872	Prbg.g_01356
OG0000630	Syar.g_02586	Prbg.g_01353
OG0000631	Syar.g_02579	Prbg.g_01260
OG0000632	Syar.g_02578	Prbg.g_01261
OG0000633	Syar.g_02576	Prbg.g_01262
OG0000634	Syar.g_02635	Prbg.g_01155
OG0000635	Syar.g_02636	Prbg.g_01156
OG0000636	Syar.g_02638	Prbg.g_01158
OG0000637	Syar.g_02640	Prbg.g_01160
OG0000638	Syar.g_02641	Prbg.g_01161
OG0000639	Syar.g_02642	Prbg.g_01162
OG0000640	Syar.g_02643	Prbg.g_01163
OG0000641	Syar.g_02648	Prbg.g_01167
OG0000642	Syar.g_02649	Prbg.g_01168
OG0000643	Syar.g_02650	Prbg.g_01169
OG0000644	Syar.g_02651	Prbg.g_01170
OG0000645	Syar.g_02652	Prbg.g_01171
OG0000646	Syar.g_02655	Prbg.g_01173
OG0000647	Syar.g_02657	Prbg.g_01175
OG0000648	Syar.g_02659	Prbg.g_01177
OG0000649	Syar.g_02660	Prbg.g_01178
OG0000650	Syar.g_02661	Prbg.g_01179
OG0000651	Syar.g_02662	Prbg.g_01180
OG0000652	Syar.g_02663	Prbg.g_01181
OG0000653	Syar.g_02665	Prbg.g_01183
OG0000654	Syar.g_02666	Prbg.g_01184
OG0000655	Syar.g_02667	Prbg.g_01185
OG0000656	Syar.g_02479	Prbg.g_01188
OG0000657	Syar.g_01812	Prbg.g_01196
OG0000658	Syar.g_01815	Prbg.g_01198
OG0000659	Syar.g_01816	Prbg.g_01199
OG0000660	Syar.g_01820	Prbg.g_01203
OG0000661	Syar.g_03175, Syar.g_01822	Prbg.g_01205
OG0000662	Syar.g_01829	Prbg.g_01207
OG0000663	Syar.g_01832	Prbg.g_01209
OG0000664	Syar.g_01837	Prbg.g_01210
OG0000665	Syar.g_02774	Prbg.g_01216
OG0000666	Syar.g_01241	Prbg.g_01217
OG0000667	Syar.g_02346	Prbg.g_01221
OG0000668	Syar.g_01802	Prbg.g_01062
OG0000669	Syar.g_01627	Prbg.g_01073
OG0000670	Syar.g_01624	Prbg.g_01076
OG0000671	Syar.g_01622	Prbg.g_01079
OG0000672	Syar.g_01619	Prbg.g_01082
OG0000673	Syar.g_01615	Prbg.g_01085
OG0000674	Syar.g_01613	Prbg.g_01087
OG0000675	Syar.g_01612	Prbg.g_01088
OG0000676	Syar.g_01608	Prbg.g_01090
OG0000677	Syar.g_01607	Prbg.g_01091
OG0000678	Syar.g_02037	Prbg.g_01093
OG0000679	Syar.g_02606	Prbg.g_01097
OG0000680	Syar.g_02607	Prbg.g_01098
OG0000681	Syar.g_02610	Prbg.g_01101
OG0000682	Syar.g_02611	Prbg.g_01102
OG0000683	Syar.g_02612	Prbg.g_01103
OG0000684	Syar.g_02615	Prbg.g_01105
OG0000685	Syar.g_02617	Prbg.g_01107
OG0000686	Syar.g_02618	Prbg.g_01108
OG0000687	Syar.g_02619	Prbg.g_01109
OG0000688	Syar.g_02624	Prbg.g_01383
OG0000689	Syar.g_02626	Prbg.g_01382
OG0000690	Syar.g_02627	Prbg.g_01381
OG0000691	Syar.g_02628	Prbg.g_01380
OG0000692	Syar.g_02629	Prbg.g_01378
OG0000693	Syar.g_02631	Prbg.g_01377
OG0000694	Syar.g_02632	Prbg.g_01376
OG0000695	Syar.g_02573	Prbg.g_01264
OG0000696	Syar.g_02572	Prbg.g_01265
OG0000697	Syar.g_02570	Prbg.g_01266
OG0000698	Syar.g_02567	Prbg.g_01269
OG0000699	Syar.g_02566	Prbg.g_01270
OG0000700	Syar.g_02565	Prbg.g_01271
OG0000701	Syar.g_02564	Prbg.g_01272
OG0000702	Syar.g_02559	Prbg.g_01274
OG0000703	Syar.g_02557	Prbg.g_01275
OG0000704	Syar.g_02555	Prbg.g_01277
OG0000705	Syar.g_02547	Prbg.g_01280
OG0000706	Syar.g_02546	Prbg.g_01281
OG0000707	Syar.g_02545	Prbg.g_01282
OG0000708	Syar.g_02542	Prbg.g_01284
OG0000709	Syar.g_02534	Prbg.g_01288
OG0000710	Syar.g_02528	Prbg.g_01291
OG0000711	Syar.g_02499	Prbg.g_01309
OG0000712	Syar.g_02497	Prbg.g_01310
OG0000713	Syar.g_02496	Prbg.g_01311
OG0000714	Syar.g_02494	Prbg.g_01312
OG0000715	Syar.g_02492	Prbg.g_01314
OG0000716	Syar.g_02488	Prbg.g_01316
OG0000717	Syar.g_02487	Prbg.g_01317
OG0000718	Syar.g_02483	Prbg.g_01321
OG0000719	Syar.g_01804	Prbg.g_01323
OG0000720	Syar.g_01790	Prbg.g_01335
OG0000721	Syar.g_01788	Prbg.g_01339
OG0000722	Syar.g_01787	Prbg.g_01340
OG0000723	Syar.g_01560	Prbg.g_01344
OG0000724	Syar.g_01367, Syar.g_02120	Prbg.g_01239
OG0000725	Syar.g_01934	Prbg.g_01233
OG0000726	Syar.g_01935	Prbg.g_01232
OG0000727	Syar.g_01936	Prbg.g_01231
OG0000728	Syar.g_01938	Prbg.g_01229
OG0000729	Syar.g_00593	Prbg.g_00455
OG0000730	Syar.g_01115	Prbg.g_01528
OG0000731	Syar.g_01127	Prbg.g_00123
OG0000732	Syar.g_00522	Prbg.g_01890
OG0000733	Syar.g_02234	Prbg.g_00750
OG0000734	Syar.g_03128	Prbg.g_01502
OG0000735	Syar.g_01522	Prbg.g_01500
OG0000736	Syar.g_01523	Prbg.g_01499
OG0000737	Syar.g_01524	Prbg.g_01498
OG0000738	Syar.g_01530	Prbg.g_01494
OG0000739	Syar.g_01531	Prbg.g_01493
OG0000740	Syar.g_01532	Prbg.g_01492
OG0000741	Syar.g_01535	Prbg.g_01490
OG0000742	Syar.g_01538	Prbg.g_01487
OG0000743	Syar.g_01541	Prbg.g_01485
OG0000744	Syar.g_01542	Prbg.g_01484
OG0000745	Syar.g_01545	Prbg.g_01483
OG0000746	Syar.g_01549	Prbg.g_01481
OG0000747	Syar.g_01551	Prbg.g_01480
OG0000748	Syar.g_01945	Prbg.g_01476
OG0000749	Syar.g_01946	Prbg.g_01475
OG0000750	Syar.g_01947	Prbg.g_01474
OG0000751	Syar.g_01952	Prbg.g_01471
OG0000752	Syar.g_01954	Prbg.g_01469
OG0000753	Syar.g_01957	Prbg.g_01467
OG0000754	Syar.g_01963	Prbg.g_01464
OG0000755	Syar.g_01974	Prbg.g_01458
OG0000756	Syar.g_01975	Prbg.g_01457
OG0000757	Syar.g_01984	Prbg.g_01450
OG0000758	Syar.g_01985	Prbg.g_01449
OG0000759	Syar.g_01986	Prbg.g_01448
OG0000760	Syar.g_01987	Prbg.g_01447
OG0000761	Syar.g_01988	Prbg.g_01446
OG0000762	Syar.g_01992	Prbg.g_01445
OG0000763	Syar.g_01699	Prbg.g_01443
OG0000764	Syar.g_01700	Prbg.g_01442
OG0000765	Syar.g_01718	Prbg.g_01434
OG0000766	Syar.g_01719	Prbg.g_01433
OG0000767	Syar.g_01721	Prbg.g_01431
OG0000768	Syar.g_01722	Prbg.g_01430
OG0000769	Syar.g_01724	Prbg.g_01428
OG0000770	Syar.g_01727	Prbg.g_00351
OG0000771	Syar.g_01373	Prbg.g_00687
OG0000772	Syar.g_00746	Prbg.g_01576
OG0000773	Syar.g_02694	Prbg.g_00468
OG0000774	Syar.g_02771	Prbg.g_00470
OG0000775	Syar.g_02773	Prbg.g_00472
OG0000776	Syar.g_01755	Prbg.g_00473
OG0000777	Syar.g_01754	Prbg.g_00474
OG0000778	Syar.g_01753	Prbg.g_00475
OG0000779	Syar.g_02779	Prbg.g_00479
OG0000780	Syar.g_02781	Prbg.g_00480
OG0000781	Syar.g_02785	Prbg.g_00484
OG0000782	Syar.g_02786	Prbg.g_00485
OG0000783	Syar.g_02787	Prbg.g_00486
OG0000784	Syar.g_02788	Prbg.g_00487
OG0000785	Syar.g_02791	Prbg.g_00489
OG0000786	Syar.g_02795	Prbg.g_00492
OG0000787	Syar.g_02796	Prbg.g_00493
OG0000788	Syar.g_02331	Prbg.g_00218
OG0000789	Syar.g_02040	Prbg.g_00690
OG0000790	Syar.g_01456	Prbg.g_00534
OG0000791	Syar.g_01454	Prbg.g_00536
OG0000792	Syar.g_01453	Prbg.g_00537
OG0000793	Syar.g_01243	Prbg.g_00540
OG0000794	Syar.g_01242	Prbg.g_00541
OG0000795	Syar.g_01240	Prbg.g_00542
OG0000796	Syar.g_01236	Prbg.g_00546
OG0000797	Syar.g_01235	Prbg.g_00547
OG0000798	Syar.g_02701	Prbg.g_00038
OG0000799	Syar.g_02844	Prbg.g_00574
OG0000800	Syar.g_02843	Prbg.g_00575
OG0000801	Syar.g_02842	Prbg.g_00576
OG0000802	Syar.g_02825	Prbg.g_00578
OG0000803	Syar.g_02822	Prbg.g_00580
OG0000804	Syar.g_02819	Prbg.g_00581
OG0000805	Syar.g_02817	Prbg.g_00583
OG0000806	Syar.g_02815	Prbg.g_00585
OG0000807	Syar.g_02814	Prbg.g_00586
OG0000808	Syar.g_02813	Prbg.g_00587
OG0000809	Syar.g_02811	Prbg.g_00589
OG0000810	Syar.g_02810	Prbg.g_00590
OG0000811	Syar.g_02805	Prbg.g_00594
OG0000812	Syar.g_02803	Prbg.g_00596
OG0000813	Syar.g_02802	Prbg.g_00597
OG0000814	Syar.g_02800	Prbg.g_00599
OG0000815	Syar.g_02799	Prbg.g_00600
OG0000816	Syar.g_02797	Prbg.g_00602
OG0000817	Syar.g_02861	Prbg.g_00603
OG0000818	Syar.g_01418	Prbg.g_00608
OG0000819	Syar.g_01417	Prbg.g_00609
OG0000820	Syar.g_01416	Prbg.g_00610
OG0000821	Syar.g_01410	Prbg.g_00614
OG0000822	Syar.g_01408	Prbg.g_00615
OG0000823	Syar.g_00017, Syar.g_01407	Prbg.g_00616
OG0000824	Syar.g_01402	Prbg.g_00619
OG0000825	Syar.g_01401	Prbg.g_00620
OG0000826	Syar.g_01400	Prbg.g_00621
OG0000827	Syar.g_01399	Prbg.g_00622
OG0000828	Syar.g_01396	Prbg.g_00625
OG0000829	Syar.g_01395	Prbg.g_00626
OG0000830	Syar.g_01394	Prbg.g_00627
OG0000831	Syar.g_01391	Prbg.g_00629
OG0000832	Syar.g_01213	Prbg.g_00639
OG0000833	Syar.g_02877	Prbg.g_00648
OG0000834	Syar.g_02878	Prbg.g_00649
OG0000835	Syar.g_02879	Prbg.g_00650
OG0000836	Syar.g_02881	Prbg.g_00651
OG0000837	Syar.g_02882	Prbg.g_00652
OG0000838	Syar.g_02886	Prbg.g_00654
OG0000839	Syar.g_02887	Prbg.g_00655
OG0000840	Syar.g_02888	Prbg.g_00656
OG0000841	Syar.g_02889	Prbg.g_00657
OG0000842	Syar.g_02890	Prbg.g_00658
OG0000843	Syar.g_02891	Prbg.g_00659
OG0000844	Syar.g_02893	Prbg.g_00660
OG0000845	Syar.g_02894	Prbg.g_00661
OG0000846	Syar.g_02895	Prbg.g_00662
OG0000847	Syar.g_02896	Prbg.g_00663
OG0000848	Syar.g_02898	Prbg.g_00664
OG0000849	Syar.g_02899	Prbg.g_00665
OG0000850	Syar.g_02902	Prbg.g_00667
OG0000851	Syar.g_02905	Prbg.g_00668
OG0000852	Syar.g_02906	Prbg.g_00669
OG0000853	Syar.g_02910	Prbg.g_00675
OG0000854	Syar.g_02912	Prbg.g_00677
OG0000855	Syar.g_02913	Prbg.g_00678
OG0000856	Syar.g_02243	Prbg.g_00348
OG0000857	Syar.g_02656	Prbg.g_01174
OG0000858	Syar.g_02920	Prbg.g_01643
OG0000859	Syar.g_02921	Prbg.g_01644
OG0000860	Syar.g_02931	Prbg.g_01652
OG0000861	Syar.g_02932	Prbg.g_01653
OG0000862	Syar.g_02942	Prbg.g_01654
OG0000863	Syar.g_02944	Prbg.g_01656
OG0000864	Syar.g_02945	Prbg.g_01657
OG0000865	Syar.g_02946	Prbg.g_01658
OG0000866	Syar.g_02947	Prbg.g_01659
OG0000867	Syar.g_02948	Prbg.g_01660
OG0000868	Syar.g_02950	Prbg.g_01662
OG0000869	Syar.g_02955	Prbg.g_01665
OG0000870	Syar.g_02960	Prbg.g_01670
OG0000871	Syar.g_02961	Prbg.g_01671
OG0000872	Syar.g_02967	Prbg.g_01672
OG0000873	Syar.g_02970	Prbg.g_01675
OG0000874	Syar.g_02974	Prbg.g_01678
OG0000875	Syar.g_02975	Prbg.g_01679
OG0000876	Syar.g_01828	Prbg.g_01680
OG0000877	Syar.g_02977	Prbg.g_01682
OG0000878	Syar.g_02978	Prbg.g_01683
OG0000879	Syar.g_02979	Prbg.g_01684
OG0000880	Syar.g_02980	Prbg.g_01685
OG0000881	Syar.g_02984	Prbg.g_01689
OG0000882	Syar.g_02989	Prbg.g_01694
OG0000883	Syar.g_02992	Prbg.g_01696
OG0000884	Syar.g_02994	Prbg.g_01698
OG0000885	Syar.g_02995	Prbg.g_01699
OG0000886	Syar.g_02996	Prbg.g_01700
OG0000887	Syar.g_02998	Prbg.g_01701
OG0000888	Syar.g_03000	Prbg.g_01703
OG0000889	Syar.g_03002	Prbg.g_01705
OG0000890	Syar.g_03005	Prbg.g_01706
OG0000891	Syar.g_03006	Prbg.g_01707
OG0000892	Syar.g_03008	Prbg.g_01709
OG0000893	Syar.g_00150	Prbg.g_01713
OG0000894	Syar.g_00145	Prbg.g_01716
OG0000895	Syar.g_00141	Prbg.g_01720
OG0000896	Syar.g_00140	Prbg.g_01721
OG0000897	Syar.g_00138	Prbg.g_01723
OG0000898	Syar.g_00137	Prbg.g_01724
OG0000899	Syar.g_00136	Prbg.g_01725
OG0000900	Syar.g_00135	Prbg.g_01726
OG0000901	Syar.g_00130	Prbg.g_01729
OG0000902	Syar.g_01013	Prbg.g_01731
OG0000903	Syar.g_01026	Prbg.g_01735
OG0000904	Syar.g_01021	Prbg.g_01739
OG0000905	Syar.g_01018	Prbg.g_01733
OG0000906	Syar.g_01015	Prbg.g_01732
OG0000907	Syar.g_01028	Prbg.g_01742
OG0000908	Syar.g_01031	Prbg.g_01745
OG0000909	Syar.g_01032	Prbg.g_01746
OG0000910	Syar.g_01033	Prbg.g_01747
OG0000911	Syar.g_01035	Prbg.g_01749
OG0000912	Syar.g_01036	Prbg.g_01750
OG0000913	Syar.g_01037	Prbg.g_01751
OG0000914	Syar.g_01038	Prbg.g_01752
OG0000915	Syar.g_01040	Prbg.g_01753
OG0000916	Syar.g_01041	Prbg.g_01754
OG0000917	Syar.g_01042	Prbg.g_01755
OG0000918	Syar.g_01043	Prbg.g_01756
OG0000919	Syar.g_01044	Prbg.g_01757
OG0000920	Syar.g_01045	Prbg.g_01758
OG0000921	Syar.g_01046	Prbg.g_01759
OG0000922	Syar.g_01047	Prbg.g_01760
OG0000923	Syar.g_01051	Prbg.g_01764
OG0000924	Syar.g_01052	Prbg.g_01765
OG0000925	Syar.g_01053	Prbg.g_01766
OG0000926	Syar.g_01054	Prbg.g_01767
OG0000927	Syar.g_01056	Prbg.g_01769
OG0000928	Syar.g_01057	Prbg.g_01770
OG0000929	Syar.g_01058	Prbg.g_01771
OG0000930	Syar.g_01059	Prbg.g_01772
OG0000931	Syar.g_01060	Prbg.g_01773
OG0000932	Syar.g_01061	Prbg.g_01774
OG0000933	Syar.g_01066	Prbg.g_01778
OG0000934	Syar.g_01068	Prbg.g_01780
OG0000935	Syar.g_01069	Prbg.g_01781
OG0000936	Syar.g_01070	Prbg.g_01782
OG0000937	Syar.g_01071	Prbg.g_01783
OG0000938	Syar.g_01074	Prbg.g_01786
OG0000939	Syar.g_01075	Prbg.g_01787
OG0000940	Syar.g_01081	Prbg.g_01794
OG0000941	Syar.g_01083	Prbg.g_01796
OG0000942	Syar.g_01085	Prbg.g_01798
OG0000943	Syar.g_01086	Prbg.g_01799
OG0000944	Syar.g_01088	Prbg.g_01801
OG0000945	Syar.g_01089	Prbg.g_01802
OG0000946	Syar.g_01095	Prbg.g_01807
OG0000947	Syar.g_01098	Prbg.g_01809
OG0000948	Syar.g_01099	Prbg.g_01810
OG0000949	Syar.g_00283	Prbg.g_01813
OG0000950	Syar.g_00661	Prbg.g_01820
OG0000951	Syar.g_00656	Prbg.g_01824
OG0000952	Syar.g_00651	Prbg.g_01828
OG0000953	Syar.g_00248	Prbg.g_01832
OG0000954	Syar.g_00258	Prbg.g_01836
OG0000955	Syar.g_00259	Prbg.g_01837
OG0000956	Syar.g_00261	Prbg.g_01839
OG0000957	Syar.g_00610	Prbg.g_01845
OG0000958	Syar.g_00609	Prbg.g_01846
OG0000959	Syar.g_00605	Prbg.g_01850
OG0000960	Syar.g_00604	Prbg.g_01851
OG0000961	Syar.g_00094	Prbg.g_01854
OG0000962	Syar.g_00594	Prbg.g_01856
OG0000963	Syar.g_00590	Prbg.g_01860
OG0000964	Syar.g_00589	Prbg.g_01861
OG0000965	Syar.g_00588	Prbg.g_01862
OG0000966	Syar.g_00549	Prbg.g_01868
OG0000967	Syar.g_00545	Prbg.g_01872
OG0000968	Syar.g_00542	Prbg.g_01874
OG0000969	Syar.g_00540	Prbg.g_01875
OG0000970	Syar.g_00539	Prbg.g_01876
OG0000971	Syar.g_00537	Prbg.g_01877
OG0000972	Syar.g_00536	Prbg.g_01878
OG0000973	Syar.g_00535	Prbg.g_01879
OG0000974	Syar.g_00534	Prbg.g_01880
OG0000975	Syar.g_00533	Prbg.g_01881
OG0000976	Syar.g_00532	Prbg.g_01882
OG0000977	Syar.g_00530	Prbg.g_01883
OG0000978	Syar.g_00529	Prbg.g_01884
OG0000979	Syar.g_00526	Prbg.g_01887
OG0000980	Syar.g_00523	Prbg.g_01889
OG0000981	Syar.g_00520	Prbg.g_01892
OG0000982	Syar.g_00331	Prbg.g_01894
OG0000983	Syar.g_00332	Prbg.g_01895
OG0000984	Syar.g_00333	Prbg.g_01896
OG0000985	Syar.g_00337	Prbg.g_01899
OG0000986	Syar.g_00344	Prbg.g_01901
OG0000987	Syar.g_00346	Prbg.g_01902
OG0000988	Syar.g_00352	Prbg.g_01905
OG0000989	Syar.g_00377	Prbg.g_01909
OG0000990	Syar.g_00697	Prbg.g_01913
OG0000991	Syar.g_00700	Prbg.g_01914
OG0000992	Syar.g_00704	Prbg.g_01917
OG0000993	Syar.g_00705	Prbg.g_01918
OG0000994	Syar.g_00708	Prbg.g_01919
OG0000995	Syar.g_03212, Syar.g_00624	Prbg.g_01923
OG0000996	Syar.g_00861	Prbg.g_01924
OG0000997	Syar.g_00437	Prbg.g_01927
OG0000998	Syar.g_00439	Prbg.g_01929
OG0000999	Syar.g_00440	Prbg.g_01930
OG0001000	Syar.g_00955, Syar.g_00444	Prbg.g_01933
OG0001001	Syar.g_00450	Prbg.g_01936
OG0001002	Syar.g_00457	Prbg.g_00758
OG0001003	Syar.g_00459	Prbg.g_00759
OG0001004	Syar.g_00460	Prbg.g_00760
OG0001005	Syar.g_00461	Prbg.g_00761
OG0001006	Syar.g_00468	Prbg.g_00765
OG0001007	Syar.g_00470	Prbg.g_00767
OG0001008	Syar.g_01178, Syar.g_03274	Prbg.g_00157
OG0001009	Syar.g_00500	Prbg.g_00847
OG0001010	Syar.g_00501	Prbg.g_00846
OG0001011	Syar.g_00503	Prbg.g_00844
OG0001013	Syar.g_00906	Prbg.g_00823
OG0001014	Syar.g_00914	Prbg.g_00820
OG0001015	Syar.g_00915	Prbg.g_00818
OG0001017	Syar.g_03050	Prbg.g_00792
OG0001018	Syar.g_03052	Prbg.g_00790
OG0001019	Syar.g_03086	Prbg.g_00781
OG0001020	Syar.g_03092	Prbg.g_00780
OG0001021	Syar.g_03098	Prbg.g_00861
OG0001022	Syar.g_03102	Prbg.g_00864
OG0001023	Syar.g_03103	Prbg.g_00865
OG0001024	Syar.g_02276	Prbg.g_00869
OG0001025	Syar.g_03115	Prbg.g_00876
OG0001026	Syar.g_03131	Prbg.g_00885
OG0001027	Syar.g_00031	Prbg.g_00886
OG0001028	Syar.g_00034	Prbg.g_00888
OG0001029	Syar.g_00036	Prbg.g_00889
OG0001030	Syar.g_00058	Prbg.g_00905
OG0001031	Syar.g_00129	Prbg.g_00965
OG0001032	Syar.g_01011	Prbg.g_00966
OG0001033	Syar.g_00962	Prbg.g_00987
OG0001034	Syar.g_03022	Prbg.g_01018
OG0001035	Syar.g_00171	Prbg.g_01038
OG0001036	Syar.g_00193	Prbg.g_01042
OG0001037	Syar.g_00195	Prbg.g_01043
OG0001038	Syar.g_00223	Prbg.g_00057
OG0001039	Syar.g_00226	Prbg.g_00060
OG0001040	Syar.g_00229	Prbg.g_00062
OG0001041	Syar.g_00234	Prbg.g_00067
OG0001042	Syar.g_00831	Prbg.g_00084
OG0001043	Syar.g_00826	Prbg.g_00085
OG0001044	Syar.g_01117	Prbg.g_00116
OG0001045	Syar.g_01130	Prbg.g_00125
OG0001046	Syar.g_02514	Prbg.g_01602
OG0001047	Syar.g_01180	Prbg.g_00159
OG0001048	Syar.g_01181	Prbg.g_00160
OG0001049	Syar.g_02872	Prbg.g_00162
OG0001050	Syar.g_02871	Prbg.g_00163
OG0001051	Syar.g_02870	Prbg.g_00164
OG0001052	Syar.g_01269	Prbg.g_00190
OG0001053	Syar.g_01472	Prbg.g_00202
OG0001054	Syar.g_01492	Prbg.g_00217
OG0001055	Syar.g_01513	Prbg.g_00236
OG0001056	Syar.g_02349	Prbg.g_00253
OG0001057	Syar.g_02341	Prbg.g_00258
OG0001058	Syar.g_02324	Prbg.g_00267
OG0001059	Syar.g_00422	Prbg.g_00271
OG0001060	Syar.g_02315	Prbg.g_00277
OG0001061	Syar.g_02297	Prbg.g_00292
OG0001062	Syar.g_02294	Prbg.g_00294
OG0001063	Syar.g_02209	Prbg.g_00296
OG0001064	Syar.g_02208	Prbg.g_00297
OG0001065	Syar.g_02207	Prbg.g_00298
OG0001066	Syar.g_02206	Prbg.g_00299
OG0001067	Syar.g_02205	Prbg.g_00300
OG0001068	Syar.g_02204	Prbg.g_00301
OG0001069	Syar.g_02203	Prbg.g_00302
OG0001070	Syar.g_02200	Prbg.g_00306
OG0001071	Syar.g_02199	Prbg.g_00307
OG0001072	Syar.g_02195	Prbg.g_00309
OG0001073	Syar.g_02182	Prbg.g_00323
OG0001074	Syar.g_02031	Prbg.g_00335
OG0001075	Syar.g_02215	Prbg.g_00336
OG0001076	Syar.g_02253	Prbg.g_00343
OG0001077	Syar.g_02240	Prbg.g_00349
OG0001078	Syar.g_02419	Prbg.g_01421
OG0001079	Syar.g_02431	Prbg.g_01409
OG0001080	Syar.g_02442	Prbg.g_01403
OG0001081	Syar.g_02444	Prbg.g_01401
OG0001082	Syar.g_02445	Prbg.g_01400
OG0001083	Syar.g_02473	Prbg.g_01395
OG0001084	Syar.g_02474	Prbg.g_01394
OG0001085	Syar.g_01688	Prbg.g_01111
OG0001086	Syar.g_01686	Prbg.g_01112
OG0001087	Syar.g_02347	Prbg.g_01130
OG0001088	Syar.g_00431	Prbg.g_01131
OG0001089	Syar.g_01942	Prbg.g_01142
OG0001090	Syar.g_01582	Prbg.g_01152
OG0001091	Syar.g_01580	Prbg.g_01374
OG0001092	Syar.g_01578	Prbg.g_01373
OG0001093	Syar.g_01572	Prbg.g_01368
OG0001094	Syar.g_02633	Prbg.g_01375
OG0001095	Syar.g_02653	Prbg.g_01172
