Orthogroup	Syar	Prba
OG0000560	Syar.g_02320	Prba.g_01761
OG0000561	Syar.g_02319	Prba.g_01760
OG0000562	Syar.g_02318	Prba.g_01759
OG0000563	Syar.g_02317	Prba.g_01758
OG0000564	Syar.g_02316	Prba.g_01757
OG0000565	Syar.g_02312	Prba.g_01754
OG0000566	Syar.g_02308	Prba.g_01752
OG0000567	Syar.g_02304	Prba.g_01748
OG0000568	Syar.g_02302	Prba.g_01747
OG0000569	Syar.g_02301	Prba.g_01746
OG0000570	Syar.g_02300	Prba.g_01745
OG0000571	Syar.g_02298	Prba.g_01743
OG0000572	Syar.g_02201	Prba.g_01730
OG0000573	Syar.g_02191	Prba.g_01725
OG0000574	Syar.g_02190	Prba.g_01724
OG0000575	Syar.g_03180	Prba.g_01720
OG0000576	Syar.g_02187	Prba.g_01718
OG0000577	Syar.g_02186	Prba.g_01717
OG0000578	Syar.g_02185	Prba.g_01716
OG0000579	Syar.g_02184	Prba.g_01715
OG0000580	Syar.g_02183	Prba.g_01714
OG0000581	Syar.g_02175	Prba.g_01712
OG0000582	Syar.g_02131	Prba.g_01709
OG0000583	Syar.g_02132	Prba.g_01708
OG0000584	Syar.g_02133	Prba.g_01707
OG0000585	Syar.g_02170	Prba.g_01705
OG0000586	Syar.g_02171	Prba.g_01704
OG0000587	Syar.g_02173	Prba.g_01703
OG0000588	Syar.g_02275	Prba.g_01699
OG0000589	Syar.g_02261	Prba.g_01696
OG0000590	Syar.g_02260	Prba.g_01695
OG0000591	Syar.g_02246	Prba.g_01692
OG0000592	Syar.g_02245	Prba.g_01691
OG0000593	Syar.g_02414	Prba.g_01685
OG0000594	Syar.g_02415	Prba.g_01684
OG0000595	Syar.g_02416	Prba.g_01683
OG0000596	Syar.g_02421	Prba.g_01679
OG0000597	Syar.g_02424	Prba.g_01677
OG0000598	Syar.g_02425	Prba.g_01676
OG0000599	Syar.g_02428	Prba.g_01673
OG0000600	Syar.g_02429	Prba.g_01672
OG0000601	Syar.g_02430	Prba.g_01671
OG0000602	Syar.g_02435	Prba.g_01669
OG0000603	Syar.g_02436	Prba.g_01668
OG0000604	Syar.g_02438	Prba.g_01667
OG0000605	Syar.g_02440	Prba.g_01666
OG0000606	Syar.g_02443	Prba.g_01663
OG0000607	Syar.g_02446	Prba.g_01660
OG0000608	Syar.g_02447	Prba.g_01659
OG0000609	Syar.g_02470	Prba.g_01658
OG0000610	Syar.g_01917	Prba.g_01653
OG0000611	Syar.g_01914	Prba.g_01650
OG0000612	Syar.g_01913	Prba.g_01649
OG0000613	Syar.g_00712	Prba.g_01644
OG0000614	Syar.g_02012, Syar.g_01344	Prba.g_01625
OG0000615	Syar.g_02603	Prba.g_01617
OG0000616	Syar.g_00454	Prba.g_01613
OG0000617	Syar.g_01576	Prba.g_01588
OG0000618	Syar.g_01575	Prba.g_01587
OG0000619	Syar.g_01574	Prba.g_01586
OG0000620	Syar.g_01569	Prba.g_01583
OG0000621	Syar.g_01568	Prba.g_01582
OG0000622	Syar.g_01566	Prba.g_01581
OG0000623	Syar.g_01565	Prba.g_01580
OG0000624	Syar.g_01564	Prba.g_01579
OG0000625	Syar.g_01563	Prba.g_01578
OG0000626	Syar.g_01562	Prba.g_01577
OG0000627	Syar.g_01868	Prba.g_01576
OG0000628	Syar.g_01869	Prba.g_01575
OG0000629	Syar.g_01872	Prba.g_01574
OG0000630	Syar.g_02586	Prba.g_01571
OG0000631	Syar.g_02579	Prba.g_01508
OG0000632	Syar.g_02578	Prba.g_01507
OG0000633	Syar.g_02576	Prba.g_01506
OG0000634	Syar.g_02635	Prba.g_01503
OG0000635	Syar.g_02636	Prba.g_01502
OG0000636	Syar.g_02638	Prba.g_01500
OG0000637	Syar.g_02640	Prba.g_01498
OG0000638	Syar.g_02641	Prba.g_01497
OG0000639	Syar.g_02642	Prba.g_01496
OG0000640	Syar.g_02643	Prba.g_01495
OG0000641	Syar.g_02648	Prba.g_01491
OG0000642	Syar.g_02649	Prba.g_01490
OG0000643	Syar.g_02650	Prba.g_01489
OG0000644	Syar.g_02651	Prba.g_01488
OG0000645	Syar.g_02652	Prba.g_01487
OG0000646	Syar.g_02655	Prba.g_01485
OG0000647	Syar.g_02657	Prba.g_01484
OG0000648	Syar.g_02659	Prba.g_01482
OG0000649	Syar.g_02660	Prba.g_01481
OG0000650	Syar.g_02661	Prba.g_01480
OG0000651	Syar.g_02662	Prba.g_01479
OG0000652	Syar.g_02663	Prba.g_01478
OG0000653	Syar.g_02665	Prba.g_01476
OG0000654	Syar.g_02666	Prba.g_01475
OG0000655	Syar.g_02667	Prba.g_01474
OG0000656	Syar.g_02479	Prba.g_01471
OG0000657	Syar.g_01812	Prba.g_01463
OG0000658	Syar.g_01815	Prba.g_01462
OG0000659	Syar.g_01816	Prba.g_01461
OG0000660	Syar.g_01820	Prba.g_01457
OG0000661	Syar.g_03175, Syar.g_01822	Prba.g_01455
OG0000662	Syar.g_01829	Prba.g_01453
OG0000663	Syar.g_01832	Prba.g_01451
OG0000664	Syar.g_01837	Prba.g_01450
OG0000665	Syar.g_02774	Prba.g_01446
OG0000666	Syar.g_01241	Prba.g_01445
OG0000667	Syar.g_02346	Prba.g_01441
OG0000668	Syar.g_01802	Prba.g_01411
OG0000669	Syar.g_01627	Prba.g_01404
OG0000670	Syar.g_01624	Prba.g_01402
OG0000671	Syar.g_01622	Prba.g_01400
OG0000672	Syar.g_01619	Prba.g_01397
OG0000673	Syar.g_01615	Prba.g_01394
OG0000674	Syar.g_01613	Prba.g_01392
OG0000675	Syar.g_01612	Prba.g_01391
OG0000676	Syar.g_01608	Prba.g_01389
OG0000677	Syar.g_01607	Prba.g_01388
OG0000678	Syar.g_02037	Prba.g_01386
OG0000679	Syar.g_02606	Prba.g_01382
OG0000680	Syar.g_02607	Prba.g_01381
OG0000681	Syar.g_02610	Prba.g_01379
OG0000682	Syar.g_02611	Prba.g_01378
OG0000683	Syar.g_02612	Prba.g_01377
OG0000684	Syar.g_02615	Prba.g_01375
OG0000685	Syar.g_02617	Prba.g_01373
OG0000686	Syar.g_02618	Prba.g_01372
OG0000687	Syar.g_02619	Prba.g_01371
OG0000688	Syar.g_02624	Prba.g_01368
OG0000689	Syar.g_02626	Prba.g_01367
OG0000690	Syar.g_02627	Prba.g_01366
OG0000691	Syar.g_02628	Prba.g_01365
OG0000692	Syar.g_02629	Prba.g_01363
OG0000693	Syar.g_02631	Prba.g_01362
OG0000694	Syar.g_02632	Prba.g_01361
OG0000695	Syar.g_02573	Prba.g_01359
OG0000696	Syar.g_02572	Prba.g_01358
OG0000697	Syar.g_02570	Prba.g_01357
OG0000698	Syar.g_02567	Prba.g_01354
OG0000699	Syar.g_02566	Prba.g_01353
OG0000700	Syar.g_02565	Prba.g_01352
OG0000701	Syar.g_02564	Prba.g_01351
OG0000702	Syar.g_02559	Prba.g_01349
OG0000703	Syar.g_02557	Prba.g_01348
OG0000704	Syar.g_02555	Prba.g_01347
OG0000705	Syar.g_02547	Prba.g_01343
OG0000706	Syar.g_02546	Prba.g_01342
OG0000707	Syar.g_02545	Prba.g_01341
OG0000708	Syar.g_02542	Prba.g_01340
OG0000709	Syar.g_02534	Prba.g_01336
OG0000710	Syar.g_02528	Prba.g_01333
OG0000711	Syar.g_02499	Prba.g_01316
OG0000712	Syar.g_02497	Prba.g_01314
OG0000713	Syar.g_02496	Prba.g_01313
OG0000714	Syar.g_02494	Prba.g_01312
OG0000715	Syar.g_02492	Prba.g_01310
OG0000716	Syar.g_02488	Prba.g_01308
OG0000717	Syar.g_02487	Prba.g_01307
OG0000718	Syar.g_02483	Prba.g_01295
OG0000719	Syar.g_01804	Prba.g_01293
OG0000720	Syar.g_01790	Prba.g_01284
OG0000721	Syar.g_01788	Prba.g_01282
OG0000722	Syar.g_01787	Prba.g_01281
OG0000723	Syar.g_01560	Prba.g_01278
OG0000724	Syar.g_01367, Syar.g_02120	Prba.g_01269
OG0000725	Syar.g_01934	Prba.g_01263
OG0000726	Syar.g_01935	Prba.g_01262
OG0000727	Syar.g_01936	Prba.g_01261
OG0000728	Syar.g_01938	Prba.g_01259
OG0000729	Syar.g_00593	Prba.g_01214
OG0000730	Syar.g_01115	Prba.g_00749
OG0000731	Syar.g_01127	Prba.g_00745
OG0000732	Syar.g_00522	Prba.g_00735
OG0000733	Syar.g_02234	Prba.g_00096
OG0000734	Syar.g_03128	Prba.g_00079
OG0000735	Syar.g_01522	Prba.g_00077
OG0000736	Syar.g_01523	Prba.g_00076
OG0000737	Syar.g_01524	Prba.g_00075
OG0000738	Syar.g_01530	Prba.g_00071
OG0000739	Syar.g_01531	Prba.g_00070
OG0000740	Syar.g_01532	Prba.g_00069
OG0000741	Syar.g_01535	Prba.g_00068
OG0000742	Syar.g_01538	Prba.g_00065
OG0000743	Syar.g_01541	Prba.g_00063
OG0000744	Syar.g_01542	Prba.g_00062
OG0000745	Syar.g_01545	Prba.g_00060
OG0000746	Syar.g_01549	Prba.g_00058
OG0000747	Syar.g_01551	Prba.g_00057
OG0000748	Syar.g_01945	Prba.g_00054
OG0000749	Syar.g_01946	Prba.g_00053
OG0000750	Syar.g_01947	Prba.g_00052
OG0000751	Syar.g_01952	Prba.g_00050
OG0000752	Syar.g_01954	Prba.g_00048
OG0000753	Syar.g_01957	Prba.g_00045
OG0000754	Syar.g_01963	Prba.g_00042
OG0000755	Syar.g_01974	Prba.g_00039
OG0000756	Syar.g_01975	Prba.g_00038
OG0000757	Syar.g_01984	Prba.g_00032
OG0000758	Syar.g_01985	Prba.g_00031
OG0000759	Syar.g_01986	Prba.g_00030
OG0000760	Syar.g_01987	Prba.g_00029
OG0000761	Syar.g_01988	Prba.g_00028
OG0000762	Syar.g_01992	Prba.g_00027
OG0000763	Syar.g_01699	Prba.g_00025
OG0000764	Syar.g_01700	Prba.g_00024
OG0000765	Syar.g_01718	Prba.g_00015
OG0000766	Syar.g_01719	Prba.g_00014
OG0000767	Syar.g_01721	Prba.g_00012
OG0000768	Syar.g_01722	Prba.g_00011
OG0000769	Syar.g_01724	Prba.g_00009
OG0000770	Syar.g_01727	Prba.g_00007
OG0000771	Syar.g_01373	Prba.g_01084
OG0000772	Syar.g_00746	Prba.g_01167
OG0000773	Syar.g_02694	Prba.g_01183
OG0000774	Syar.g_02771	Prba.g_01185
OG0000775	Syar.g_02773	Prba.g_01187
OG0000776	Syar.g_01755	Prba.g_01188
OG0000777	Syar.g_01754	Prba.g_01189
OG0000778	Syar.g_01753	Prba.g_01190
OG0000779	Syar.g_02779	Prba.g_01194
OG0000780	Syar.g_02781	Prba.g_01195
OG0000781	Syar.g_02785	Prba.g_01198
OG0000782	Syar.g_02786	Prba.g_01199
OG0000783	Syar.g_02787	Prba.g_01200
OG0000784	Syar.g_02788	Prba.g_01201
OG0000785	Syar.g_02791	Prba.g_01203
OG0000786	Syar.g_02795	Prba.g_01205
OG0000787	Syar.g_02796	Prba.g_01206
OG0000788	Syar.g_02331	Prba.g_00209
OG0000789	Syar.g_02040	Prba.g_00206
OG0000790	Syar.g_01456	Prba.g_00191
OG0000791	Syar.g_01454	Prba.g_00189
OG0000792	Syar.g_01453	Prba.g_00188
OG0000793	Syar.g_01243	Prba.g_00185
OG0000794	Syar.g_01242	Prba.g_00184
OG0000795	Syar.g_01240	Prba.g_00183
OG0000796	Syar.g_01236	Prba.g_00179
OG0000797	Syar.g_01235	Prba.g_00178
OG0000798	Syar.g_02701	Prba.g_00166
OG0000799	Syar.g_02844	Prba.g_00115
OG0000800	Syar.g_02843	Prba.g_00114
OG0000801	Syar.g_02842	Prba.g_00113
OG0000802	Syar.g_02825	Prba.g_00111
OG0000803	Syar.g_02822	Prba.g_00109
OG0000804	Syar.g_02819	Prba.g_00108
OG0000805	Syar.g_02817	Prba.g_00106
OG0000806	Syar.g_02815	Prba.g_00720
OG0000807	Syar.g_02814	Prba.g_00719
OG0000808	Syar.g_02813	Prba.g_00718
OG0000809	Syar.g_02811	Prba.g_00715
OG0000810	Syar.g_02810	Prba.g_00714
OG0000811	Syar.g_02805	Prba.g_00710
OG0000812	Syar.g_02803	Prba.g_00708
OG0000813	Syar.g_02802	Prba.g_00707
OG0000814	Syar.g_02800	Prba.g_00705
OG0000815	Syar.g_02799	Prba.g_00704
OG0000816	Syar.g_02797	Prba.g_00702
OG0000817	Syar.g_02861	Prba.g_00701
OG0000818	Syar.g_01418	Prba.g_00696
OG0000819	Syar.g_01417	Prba.g_00695
OG0000820	Syar.g_01416	Prba.g_00694
OG0000821	Syar.g_01410	Prba.g_00690
OG0000822	Syar.g_01408	Prba.g_00689
OG0000823	Syar.g_00017, Syar.g_01407	Prba.g_00688
OG0000824	Syar.g_01402	Prba.g_00685
OG0000825	Syar.g_01401	Prba.g_00684
OG0000826	Syar.g_01400	Prba.g_00683
OG0000827	Syar.g_01399	Prba.g_00682
OG0000828	Syar.g_01396	Prba.g_00679
OG0000829	Syar.g_01395	Prba.g_00678
OG0000830	Syar.g_01394	Prba.g_00677
OG0000831	Syar.g_01391	Prba.g_00350
OG0000832	Syar.g_01213	Prba.g_00344
OG0000833	Syar.g_02877	Prba.g_00336
OG0000834	Syar.g_02878	Prba.g_00335
OG0000835	Syar.g_02879	Prba.g_00334
OG0000836	Syar.g_02881	Prba.g_00333
OG0000837	Syar.g_02882	Prba.g_00332
OG0000838	Syar.g_02886	Prba.g_00330
OG0000839	Syar.g_02887	Prba.g_00329
OG0000840	Syar.g_02888	Prba.g_00328
OG0000841	Syar.g_02889	Prba.g_00327
OG0000842	Syar.g_02890	Prba.g_00326
OG0000843	Syar.g_02891	Prba.g_00325
OG0000844	Syar.g_02893	Prba.g_00324
OG0000845	Syar.g_02894	Prba.g_00323
OG0000846	Syar.g_02895	Prba.g_00322
OG0000847	Syar.g_02896	Prba.g_00321
OG0000848	Syar.g_02898	Prba.g_00320
OG0000849	Syar.g_02899	Prba.g_00319
OG0000850	Syar.g_02902	Prba.g_00317
OG0000851	Syar.g_02905	Prba.g_00316
OG0000852	Syar.g_02906	Prba.g_00315
OG0000853	Syar.g_02910	Prba.g_00311
OG0000854	Syar.g_02912	Prba.g_00309
OG0000855	Syar.g_02913	Prba.g_00308
OG0000856	Syar.g_02243	Prba.g_00293
OG0000857	Syar.g_02656	Prba.g_00266
OG0000858	Syar.g_02920	Prba.g_00232
OG0000859	Syar.g_02921	Prba.g_00231
OG0000860	Syar.g_02931	Prba.g_00618
OG0000861	Syar.g_02932	Prba.g_00617
OG0000862	Syar.g_02942	Prba.g_00616
OG0000863	Syar.g_02944	Prba.g_00614
OG0000864	Syar.g_02945	Prba.g_00613
OG0000865	Syar.g_02946	Prba.g_00612
OG0000866	Syar.g_02947	Prba.g_00611
OG0000867	Syar.g_02948	Prba.g_00610
OG0000868	Syar.g_02950	Prba.g_00609
OG0000869	Syar.g_02955	Prba.g_00605
OG0000870	Syar.g_02960	Prba.g_00600
OG0000871	Syar.g_02961	Prba.g_00599
OG0000872	Syar.g_02967	Prba.g_00598
OG0000873	Syar.g_02970	Prba.g_00595
OG0000874	Syar.g_02974	Prba.g_00592
OG0000875	Syar.g_02975	Prba.g_00591
OG0000876	Syar.g_01828	Prba.g_00590
OG0000877	Syar.g_02977	Prba.g_00588
OG0000878	Syar.g_02978	Prba.g_00587
OG0000879	Syar.g_02979	Prba.g_00586
OG0000880	Syar.g_02980	Prba.g_00585
OG0000881	Syar.g_02984	Prba.g_00581
OG0000882	Syar.g_02989	Prba.g_00576
OG0000883	Syar.g_02992	Prba.g_00574
OG0000884	Syar.g_02994	Prba.g_00573
OG0000885	Syar.g_02995	Prba.g_00572
OG0000886	Syar.g_02996	Prba.g_00571
OG0000887	Syar.g_02998	Prba.g_00570
OG0000888	Syar.g_03000	Prba.g_00568
OG0000889	Syar.g_03002	Prba.g_00566
OG0000890	Syar.g_03005	Prba.g_00565
OG0000891	Syar.g_03006	Prba.g_00564
OG0000892	Syar.g_03008	Prba.g_00352
OG0000893	Syar.g_00150	Prba.g_00357
OG0000894	Syar.g_00145	Prba.g_00359
OG0000895	Syar.g_00141	Prba.g_00362
OG0000896	Syar.g_00140	Prba.g_00363
OG0000897	Syar.g_00138	Prba.g_00365
OG0000898	Syar.g_00137	Prba.g_00366
OG0000899	Syar.g_00136	Prba.g_00367
OG0000900	Syar.g_00135	Prba.g_00368
OG0000901	Syar.g_00130	Prba.g_00371
OG0000902	Syar.g_01013	Prba.g_00373
OG0000903	Syar.g_01026	Prba.g_00376
OG0000904	Syar.g_01021	Prba.g_00378
OG0000905	Syar.g_01018	Prba.g_00383
OG0000906	Syar.g_01015	Prba.g_00384
OG0000907	Syar.g_01028	Prba.g_00387
OG0000908	Syar.g_01031	Prba.g_00390
OG0000909	Syar.g_01032	Prba.g_00391
OG0000910	Syar.g_01033	Prba.g_00392
OG0000911	Syar.g_01035	Prba.g_00394
OG0000912	Syar.g_01036	Prba.g_00395
OG0000913	Syar.g_01037	Prba.g_00396
OG0000914	Syar.g_01038	Prba.g_00397
OG0000915	Syar.g_01040	Prba.g_00398
OG0000916	Syar.g_01041	Prba.g_00399
OG0000917	Syar.g_01042	Prba.g_00400
OG0000918	Syar.g_01043	Prba.g_00401
OG0000919	Syar.g_01044	Prba.g_00402
OG0000920	Syar.g_01045	Prba.g_00403
OG0000921	Syar.g_01046	Prba.g_00404
OG0000922	Syar.g_01047	Prba.g_00405
OG0000923	Syar.g_01051	Prba.g_00409
OG0000924	Syar.g_01052	Prba.g_00410
OG0000925	Syar.g_01053	Prba.g_00411
OG0000926	Syar.g_01054	Prba.g_00412
OG0000927	Syar.g_01056	Prba.g_00414
OG0000928	Syar.g_01057	Prba.g_00415
OG0000929	Syar.g_01058	Prba.g_00416
OG0000930	Syar.g_01059	Prba.g_00417
OG0000931	Syar.g_01060	Prba.g_00418
OG0000932	Syar.g_01061	Prba.g_00419
OG0000933	Syar.g_01066	Prba.g_00423
OG0000934	Syar.g_01068	Prba.g_00425
OG0000935	Syar.g_01069	Prba.g_00426
OG0000936	Syar.g_01070	Prba.g_00427
OG0000937	Syar.g_01071	Prba.g_00428
OG0000938	Syar.g_01074	Prba.g_00430
OG0000939	Syar.g_01075	Prba.g_00431
OG0000940	Syar.g_01081	Prba.g_00438
OG0000941	Syar.g_01083	Prba.g_01049
OG0000942	Syar.g_01085	Prba.g_01051
OG0000943	Syar.g_01086	Prba.g_01052
OG0000944	Syar.g_01088	Prba.g_01053
OG0000945	Syar.g_01089	Prba.g_01054
OG0000946	Syar.g_01095	Prba.g_01059
OG0000947	Syar.g_01098	Prba.g_01061
OG0000948	Syar.g_01099	Prba.g_01062
OG0000949	Syar.g_00283	Prba.g_01065
OG0000950	Syar.g_00661	Prba.g_01070
OG0000951	Syar.g_00656	Prba.g_01074
OG0000952	Syar.g_00651	Prba.g_01078
OG0000953	Syar.g_00248	Prba.g_00753
OG0000954	Syar.g_00258	Prba.g_00757
OG0000955	Syar.g_00259	Prba.g_00758
OG0000956	Syar.g_00261	Prba.g_00760
OG0000957	Syar.g_00610	Prba.g_00766
OG0000958	Syar.g_00609	Prba.g_00767
OG0000959	Syar.g_00605	Prba.g_00771
OG0000960	Syar.g_00604	Prba.g_00772
OG0000961	Syar.g_00094	Prba.g_00774
OG0000962	Syar.g_00594	Prba.g_00776
OG0000963	Syar.g_00590	Prba.g_00780
OG0000964	Syar.g_00589	Prba.g_00781
OG0000965	Syar.g_00588	Prba.g_00782
OG0000966	Syar.g_00549	Prba.g_00789
OG0000967	Syar.g_00545	Prba.g_00794
OG0000968	Syar.g_00542	Prba.g_00796
OG0000969	Syar.g_00540	Prba.g_00797
OG0000970	Syar.g_00539	Prba.g_00798
OG0000971	Syar.g_00537	Prba.g_00799
OG0000972	Syar.g_00536	Prba.g_00800
OG0000973	Syar.g_00535	Prba.g_00801
OG0000974	Syar.g_00534	Prba.g_00802
OG0000975	Syar.g_00533	Prba.g_00803
OG0000976	Syar.g_00532	Prba.g_00804
OG0000977	Syar.g_00530	Prba.g_00805
OG0000978	Syar.g_00529	Prba.g_00806
OG0000979	Syar.g_00526	Prba.g_00809
OG0000980	Syar.g_00523	Prba.g_00811
OG0000981	Syar.g_00520	Prba.g_00813
OG0000982	Syar.g_00331	Prba.g_00815
OG0000983	Syar.g_00332	Prba.g_00816
OG0000984	Syar.g_00333	Prba.g_00817
OG0000985	Syar.g_00337	Prba.g_00820
OG0000986	Syar.g_00344	Prba.g_00822
OG0000987	Syar.g_00346	Prba.g_00823
OG0000988	Syar.g_00352	Prba.g_00826
OG0000989	Syar.g_00377	Prba.g_00830
OG0000990	Syar.g_00697	Prba.g_00833
OG0000991	Syar.g_00700	Prba.g_00834
OG0000992	Syar.g_00704	Prba.g_00836
OG0000993	Syar.g_00705	Prba.g_00837
OG0000994	Syar.g_00708	Prba.g_00838
OG0000995	Syar.g_03212, Syar.g_00624	Prba.g_00842
OG0000996	Syar.g_00861	Prba.g_00843
OG0000997	Syar.g_00437	Prba.g_00844
OG0000998	Syar.g_00439	Prba.g_00846
OG0000999	Syar.g_00440	Prba.g_00847
OG0001000	Syar.g_00955, Syar.g_00444	Prba.g_01778
OG0001001	Syar.g_00450	Prba.g_01780
OG0001002	Syar.g_00457	Prba.g_01784
OG0001003	Syar.g_00459	Prba.g_01785
OG0001004	Syar.g_00460	Prba.g_01786
OG0001005	Syar.g_00461	Prba.g_01787
OG0001006	Syar.g_00468	Prba.g_01791
OG0001007	Syar.g_00470	Prba.g_01793
OG0001008	Syar.g_01178, Syar.g_03274	Prba.g_01024
OG0001009	Syar.g_00500	Prba.g_01820
OG0001010	Syar.g_00501	Prba.g_01821
OG0001011	Syar.g_00503	Prba.g_01822
OG0001013	Syar.g_00906	Prba.g_01842
OG0001014	Syar.g_00914	Prba.g_01845
OG0001015	Syar.g_00915	Prba.g_01846
OG0001017	Syar.g_03050	Prba.g_01865
OG0001018	Syar.g_03052	Prba.g_01868
OG0001019	Syar.g_03086	Prba.g_01877
OG0001020	Syar.g_03092	Prba.g_01878
OG0001021	Syar.g_03098	Prba.g_01879
OG0001022	Syar.g_03102	Prba.g_01882
OG0001023	Syar.g_03103	Prba.g_01883
OG0001024	Syar.g_02276	Prba.g_01886
OG0001025	Syar.g_03115	Prba.g_01892
OG0001026	Syar.g_03131	Prba.g_01899
OG0001027	Syar.g_00031	Prba.g_01900
OG0001028	Syar.g_00034	Prba.g_01902
OG0001029	Syar.g_00036	Prba.g_01903
OG0001030	Syar.g_00058	Prba.g_01918
OG0001031	Syar.g_00129	Prba.g_00642
OG0001032	Syar.g_01011	Prba.g_00643
OG0001033	Syar.g_00962	Prba.g_00664
OG0001034	Syar.g_03022	Prba.g_00455
OG0001035	Syar.g_00171	Prba.g_00473
OG0001036	Syar.g_00193	Prba.g_00477
OG0001037	Syar.g_00195	Prba.g_00478
OG0001038	Syar.g_00223	Prba.g_00495
OG0001039	Syar.g_00226	Prba.g_00498
OG0001040	Syar.g_00229	Prba.g_00500
OG0001041	Syar.g_00234	Prba.g_00504
OG0001042	Syar.g_00831	Prba.g_00520
OG0001043	Syar.g_00826	Prba.g_00521
OG0001044	Syar.g_01117	Prba.g_00549
OG0001045	Syar.g_01130	Prba.g_00558
OG0001046	Syar.g_02514	Prba.g_00873
OG0001047	Syar.g_01180	Prba.g_01022
OG0001048	Syar.g_01181	Prba.g_01021
OG0001049	Syar.g_02872	Prba.g_01019
OG0001050	Syar.g_02871	Prba.g_01018
OG0001051	Syar.g_02870	Prba.g_01017
OG0001052	Syar.g_01269	Prba.g_00990
OG0001053	Syar.g_01472	Prba.g_00978
OG0001054	Syar.g_01492	Prba.g_00963
OG0001055	Syar.g_01513	Prba.g_00944
OG0001056	Syar.g_02349	Prba.g_00925
OG0001057	Syar.g_02341	Prba.g_01774
OG0001058	Syar.g_02324	Prba.g_01766
OG0001059	Syar.g_00422	Prba.g_01762
OG0001060	Syar.g_02315	Prba.g_01755
OG0001061	Syar.g_02297	Prba.g_01742
OG0001062	Syar.g_02294	Prba.g_01740
OG0001063	Syar.g_02209	Prba.g_01738
OG0001064	Syar.g_02208	Prba.g_01737
OG0001065	Syar.g_02207	Prba.g_01736
OG0001066	Syar.g_02206	Prba.g_01735
OG0001067	Syar.g_02205	Prba.g_01734
OG0001068	Syar.g_02204	Prba.g_01733
OG0001069	Syar.g_02203	Prba.g_01732
OG0001070	Syar.g_02200	Prba.g_01729
OG0001071	Syar.g_02199	Prba.g_01728
OG0001072	Syar.g_02195	Prba.g_01727
OG0001073	Syar.g_02182	Prba.g_01713
OG0001074	Syar.g_02031	Prba.g_01702
OG0001075	Syar.g_02215	Prba.g_01701
OG0001076	Syar.g_02253	Prba.g_01693
OG0001077	Syar.g_02240	Prba.g_01689
OG0001078	Syar.g_02419	Prba.g_01681
OG0001079	Syar.g_02431	Prba.g_01670
OG0001080	Syar.g_02442	Prba.g_01664
OG0001081	Syar.g_02444	Prba.g_01662
OG0001082	Syar.g_02445	Prba.g_01661
OG0001083	Syar.g_02473	Prba.g_01656
OG0001084	Syar.g_02474	Prba.g_01655
OG0001085	Syar.g_01688	Prba.g_01647
OG0001086	Syar.g_01686	Prba.g_01646
OG0001087	Syar.g_02347	Prba.g_01629
OG0001088	Syar.g_00431	Prba.g_01628
OG0001089	Syar.g_01942	Prba.g_01620
OG0001090	Syar.g_01582	Prba.g_01593
OG0001091	Syar.g_01580	Prba.g_01591
OG0001092	Syar.g_01578	Prba.g_01590
OG0001093	Syar.g_01572	Prba.g_01585
OG0001094	Syar.g_02633	Prba.g_01505
OG0001095	Syar.g_02653	Prba.g_01486
OG0001096	Syar.g_02476	Prba.g_01473
OG0001097	Syar.g_01823	Prba.g_01454
OG0001098	Syar.g_01672	Prba.g_01439
OG0001099	Syar.g_00035	Prba.g_01407
OG0001100	Syar.g_01625	Prba.g_01403
OG0001101	Syar.g_01623	Prba.g_01401
OG0001102	Syar.g_01620	Prba.g_01398
OG0001103	Syar.g_01618	Prba.g_01396
OG0001104	Syar.g_02616	Prba.g_01374
OG0001105	Syar.g_02620	Prba.g_01370
OG0001106	Syar.g_02553	Prba.g_01346
OG0001107	Syar.g_02541	Prba.g_01339
OG0001109	Syar.g_02529	Prba.g_01334
OG0001110	Syar.g_02527	Prba.g_01332
OG0001111	Syar.g_02525	Prba.g_01331
OG0001112	Syar.g_02523	Prba.g_01330
OG0001113	Syar.g_02522	Prba.g_01329
OG0001114	Syar.g_02521	Prba.g_01328
OG0001115	Syar.g_02519	Prba.g_01326
OG0001116	Syar.g_02517	Prba.g_01325
OG0001117	Syar.g_02516	Prba.g_01324
OG0001118	Syar.g_02515	Prba.g_01323
OG0001119	Syar.g_02513	Prba.g_01322
OG0001120	Syar.g_02507	Prba.g_01320
OG0001122	Syar.g_01803	Prba.g_01292
OG0001123	Syar.g_01796	Prba.g_01288
OG0001124	Syar.g_01793	Prba.g_01286
OG0001125	Syar.g_01791	Prba.g_01285
OG0001126	Syar.g_01375	Prba.g_01275
OG0001127	Syar.g_01374	Prba.g_01274
OG0001128	Syar.g_01371	Prba.g_01272
OG0001129	Syar.g_01369	Prba.g_01271
OG0001130	Syar.g_01368	Prba.g_01270
OG0001131	Syar.g_02448	Prba.g_01234
OG0001132	Syar.g_00684	Prba.g_01225
OG0001133	Syar.g_02249	Prba.g_00729
OG0001134	Syar.g_02235	Prba.g_00097
OG0001135	Syar.g_02232	Prba.g_00094
OG0001136	Syar.g_01536	Prba.g_00067
OG0001137	Syar.g_01944	Prba.g_00055
OG0001138	Syar.g_01977	Prba.g_00037
OG0001139	Syar.g_01980	Prba.g_00036
OG0001140	Syar.g_01981	Prba.g_00035
OG0001141	Syar.g_01982	Prba.g_00034
OG0001142	Syar.g_01983	Prba.g_00033
OG0001143	Syar.g_01698	Prba.g_00026
