Orthogroup	Prbk	Syar
OG0000547	Prbk.g_01054	Syar.g_01511
OG0000548	Prbk.g_01055	Syar.g_01512
OG0000549	Prbk.g_01061	Syar.g_02693
OG0000550	Prbk.g_01066	Syar.g_02689
OG0000551	Prbk.g_01070	Syar.g_02684
OG0000552	Prbk.g_01071	Syar.g_02683
OG0000553	Prbk.g_01076	Syar.g_02679
OG0000554	Prbk.g_01081	Syar.g_02352
OG0000555	Prbk.g_01099	Syar.g_02336
OG0000556	Prbk.g_02686	Syar.g_02332
OG0000557	Prbk.g_01898	Syar.g_02328
OG0000558	Prbk.g_01895	Syar.g_02326
OG0000559	Prbk.g_01891	Syar.g_02322
OG0000560	Prbk.g_01888	Syar.g_02320
OG0000561	Prbk.g_01887	Syar.g_02319
OG0000562	Prbk.g_01886	Syar.g_02318
OG0000563	Prbk.g_01885	Syar.g_02317
OG0000564	Prbk.g_01884	Syar.g_02316
OG0000565	Prbk.g_01881	Syar.g_02312
OG0000566	Prbk.g_01877	Syar.g_02308
OG0000567	Prbk.g_01873	Syar.g_02304
OG0000568	Prbk.g_01871	Syar.g_02302
OG0000569	Prbk.g_01104	Syar.g_02301
OG0000570	Prbk.g_01105	Syar.g_02300
OG0000571	Prbk.g_01108	Syar.g_02298
OG0000572	Prbk.g_01124	Syar.g_02201
OG0000573	Prbk.g_01131	Syar.g_02191
OG0000574	Prbk.g_01132	Syar.g_02190
OG0000575	Prbk.g_01141	Syar.g_03180
OG0000576	Prbk.g_01143	Syar.g_02187
OG0000577	Prbk.g_01144	Syar.g_02186
OG0000578	Prbk.g_01145	Syar.g_02185
OG0000579	Prbk.g_01146	Syar.g_02184
OG0000580	Prbk.g_01147	Syar.g_02183
OG0000581	Prbk.g_01151	Syar.g_02175
OG0000582	Prbk.g_01155	Syar.g_02131
OG0000583	Prbk.g_01156	Syar.g_02132
OG0000584	Prbk.g_01157	Syar.g_02133
OG0000585	Prbk.g_01159	Syar.g_02170
OG0000586	Prbk.g_01161	Syar.g_02171
OG0000587	Prbk.g_01163	Syar.g_02173
OG0000588	Prbk.g_02605	Syar.g_02275
OG0000589	Prbk.g_02608	Syar.g_02261
OG0000590	Prbk.g_02609	Syar.g_02260
OG0000591	Prbk.g_02616	Syar.g_02246
OG0000592	Prbk.g_02617	Syar.g_02245
OG0000593	Prbk.g_02627	Syar.g_02414
OG0000594	Prbk.g_02628	Syar.g_02415
OG0000595	Prbk.g_02629	Syar.g_02416
OG0000596	Prbk.g_02634	Syar.g_02421
OG0000597	Prbk.g_02637	Syar.g_02424
OG0000598	Prbk.g_02638	Syar.g_02425
OG0000599	Prbk.g_02648	Syar.g_02428
OG0000600	Prbk.g_02649	Syar.g_02429
OG0000601	Prbk.g_02650	Syar.g_02430
OG0000602	Prbk.g_02654	Syar.g_02435
OG0000603	Prbk.g_02655	Syar.g_02436
OG0000604	Prbk.g_02656	Syar.g_02438
OG0000605	Prbk.g_00740	Syar.g_02440
OG0000606	Prbk.g_00729	Syar.g_02443
OG0000607	Prbk.g_00726	Syar.g_02446
OG0000608	Prbk.g_00725	Syar.g_02447
OG0000609	Prbk.g_00723	Syar.g_02470
OG0000610	Prbk.g_00715	Syar.g_01917
OG0000611	Prbk.g_00712	Syar.g_01914
OG0000612	Prbk.g_00711	Syar.g_01913
OG0000613	Prbk.g_00478	Syar.g_00712
OG0000614	Prbk.g_01802	Syar.g_02012, Syar.g_01344
OG0000615	Prbk.g_02429	Syar.g_02603
OG0000616	Prbk.g_02262	Syar.g_00454
OG0000617	Prbk.g_00613	Syar.g_01576
OG0000618	Prbk.g_00612	Syar.g_01575
OG0000619	Prbk.g_00611	Syar.g_01574
OG0000620	Prbk.g_00607	Syar.g_01569
OG0000621	Prbk.g_00606	Syar.g_01568
OG0000622	Prbk.g_00605	Syar.g_01566
OG0000623	Prbk.g_00604	Syar.g_01565
OG0000624	Prbk.g_00603	Syar.g_01564
OG0000625	Prbk.g_00602	Syar.g_01563
OG0000626	Prbk.g_00601	Syar.g_01562
OG0000627	Prbk.g_02376	Syar.g_01868
OG0000628	Prbk.g_02375	Syar.g_01869
OG0000629	Prbk.g_02372	Syar.g_01872
OG0000630	Prbk.g_02368	Syar.g_02586
OG0000631	Prbk.g_02362	Syar.g_02579
OG0000632	Prbk.g_02361	Syar.g_02578
OG0000633	Prbk.g_02360	Syar.g_02576
OG0000634	Prbk.g_02464	Syar.g_02635
OG0000635	Prbk.g_02465	Syar.g_02636
OG0000636	Prbk.g_02467	Syar.g_02638
OG0000637	Prbk.g_02469	Syar.g_02640
OG0000638	Prbk.g_02470	Syar.g_02641
OG0000639	Prbk.g_02471	Syar.g_02642
OG0000640	Prbk.g_02472	Syar.g_02643
OG0000641	Prbk.g_02476	Syar.g_02648
OG0000642	Prbk.g_02477	Syar.g_02649
OG0000643	Prbk.g_02478	Syar.g_02650
OG0000644	Prbk.g_02479	Syar.g_02651
OG0000645	Prbk.g_02480	Syar.g_02652
OG0000646	Prbk.g_02483	Syar.g_02655
OG0000647	Prbk.g_02486	Syar.g_02657
OG0000648	Prbk.g_02488	Syar.g_02659
OG0000649	Prbk.g_02489	Syar.g_02660
OG0000650	Prbk.g_02490	Syar.g_02661
OG0000651	Prbk.g_02491	Syar.g_02662
OG0000652	Prbk.g_02492	Syar.g_02663
OG0000653	Prbk.g_02494	Syar.g_02665
OG0000654	Prbk.g_02495	Syar.g_02666
OG0000655	Prbk.g_02496	Syar.g_02667
OG0000656	Prbk.g_02499	Syar.g_02479
OG0000657	Prbk.g_02532	Syar.g_01812
OG0000658	Prbk.g_02534	Syar.g_01815
OG0000659	Prbk.g_02535	Syar.g_01816
OG0000660	Prbk.g_02539	Syar.g_01820
OG0000661	Prbk.g_02541	Syar.g_03175, Syar.g_01822
OG0000662	Prbk.g_02543	Syar.g_01829
OG0000663	Prbk.g_02546	Syar.g_01832
OG0000664	Prbk.g_02547	Syar.g_01837
OG0000665	Prbk.g_02560	Syar.g_02774
OG0000666	Prbk.g_02563	Syar.g_01241
OG0000667	Prbk.g_02570	Syar.g_02346
OG0000668	Prbk.g_00582	Syar.g_01802
OG0000669	Prbk.g_02580	Syar.g_01627
OG0000670	Prbk.g_01662	Syar.g_01624
OG0000671	Prbk.g_02391	Syar.g_01622
OG0000672	Prbk.g_02394	Syar.g_01619
OG0000673	Prbk.g_02397	Syar.g_01615
OG0000674	Prbk.g_02399	Syar.g_01613
OG0000675	Prbk.g_02400	Syar.g_01612
OG0000676	Prbk.g_02408	Syar.g_01608
OG0000677	Prbk.g_02410	Syar.g_01607
OG0000678	Prbk.g_02415	Syar.g_02037
OG0000679	Prbk.g_02435	Syar.g_02606
OG0000680	Prbk.g_02436	Syar.g_02607
OG0000681	Prbk.g_02438	Syar.g_02610
OG0000682	Prbk.g_02439	Syar.g_02611
OG0000683	Prbk.g_02440	Syar.g_02612
OG0000684	Prbk.g_02453	Syar.g_02615
OG0000685	Prbk.g_02451	Syar.g_02617
OG0000686	Prbk.g_02450	Syar.g_02618
OG0000687	Prbk.g_02449	Syar.g_02619
OG0000688	Prbk.g_02455	Syar.g_02624
OG0000689	Prbk.g_02456	Syar.g_02626
OG0000690	Prbk.g_02457	Syar.g_02627
OG0000691	Prbk.g_02458	Syar.g_02628
OG0000692	Prbk.g_02459	Syar.g_02629
OG0000693	Prbk.g_02460	Syar.g_02631
OG0000694	Prbk.g_02461	Syar.g_02632
OG0000695	Prbk.g_02358	Syar.g_02573
OG0000696	Prbk.g_02357	Syar.g_02572
OG0000697	Prbk.g_02355	Syar.g_02570
OG0000698	Prbk.g_02352	Syar.g_02567
OG0000699	Prbk.g_02350	Syar.g_02566
OG0000700	Prbk.g_02349	Syar.g_02565
OG0000701	Prbk.g_02348	Syar.g_02564
OG0000702	Prbk.g_02340	Syar.g_02559
OG0000703	Prbk.g_02339	Syar.g_02557
OG0000704	Prbk.g_02337	Syar.g_02555
OG0000705	Prbk.g_02331	Syar.g_02547
OG0000706	Prbk.g_02330	Syar.g_02546
OG0000707	Prbk.g_02329	Syar.g_02545
OG0000708	Prbk.g_02327	Syar.g_02542
OG0000709	Prbk.g_02320	Syar.g_02534
OG0000710	Prbk.g_02316	Syar.g_02528
OG0000711	Prbk.g_02293	Syar.g_02499
OG0000712	Prbk.g_02292	Syar.g_02497
OG0000713	Prbk.g_00562	Syar.g_02496
OG0000714	Prbk.g_00566	Syar.g_02494
OG0000715	Prbk.g_00568	Syar.g_02492
OG0000716	Prbk.g_00572	Syar.g_02488
OG0000717	Prbk.g_00573	Syar.g_02487
OG0000718	Prbk.g_00578	Syar.g_02483
OG0000719	Prbk.g_00580	Syar.g_01804
OG0000720	Prbk.g_00593	Syar.g_01790
OG0000721	Prbk.g_00594	Syar.g_01788
OG0000722	Prbk.g_00595	Syar.g_01787
OG0000723	Prbk.g_00599	Syar.g_01560
OG0000724	Prbk.g_00061	Syar.g_01367, Syar.g_02120
OG0000725	Prbk.g_00054	Syar.g_01934
OG0000726	Prbk.g_00053	Syar.g_01935
OG0000727	Prbk.g_00052	Syar.g_01936
OG0000728	Prbk.g_00051	Syar.g_01938
OG0000729	Prbk.g_01531	Syar.g_00593
OG0000730	Prbk.g_00869	Syar.g_01115
OG0000731	Prbk.g_00879	Syar.g_01127
OG0000732	Prbk.g_01601	Syar.g_00522
OG0000733	Prbk.g_02202	Syar.g_02234
OG0000734	Prbk.g_00004	Syar.g_03128
OG0000735	Prbk.g_01037	Syar.g_01522
OG0000736	Prbk.g_01036	Syar.g_01523
OG0000737	Prbk.g_01035	Syar.g_01524
OG0000738	Prbk.g_01028	Syar.g_01530
OG0000739	Prbk.g_01026	Syar.g_01531
OG0000740	Prbk.g_01025	Syar.g_01532
OG0000741	Prbk.g_01022	Syar.g_01535
OG0000742	Prbk.g_01020	Syar.g_01538
OG0000743	Prbk.g_01018	Syar.g_01541
OG0000744	Prbk.g_01017	Syar.g_01542
OG0000745	Prbk.g_00141	Syar.g_01545
OG0000746	Prbk.g_00143	Syar.g_01549
OG0000747	Prbk.g_00144	Syar.g_01551
OG0000748	Prbk.g_00156	Syar.g_01945
OG0000749	Prbk.g_00157	Syar.g_01946
OG0000750	Prbk.g_00158	Syar.g_01947
OG0000751	Prbk.g_00105	Syar.g_01952
OG0000752	Prbk.g_00103	Syar.g_01954
OG0000753	Prbk.g_00100	Syar.g_01957
OG0000754	Prbk.g_01501	Syar.g_01963
OG0000755	Prbk.g_00139	Syar.g_01974
OG0000756	Prbk.g_00138	Syar.g_01975
OG0000757	Prbk.g_00131	Syar.g_01984
OG0000758	Prbk.g_00130	Syar.g_01985
OG0000759	Prbk.g_00129	Syar.g_01986
OG0000760	Prbk.g_00128	Syar.g_01987
OG0000761	Prbk.g_00127	Syar.g_01988
OG0000762	Prbk.g_01503	Syar.g_01992
OG0000763	Prbk.g_01505	Syar.g_01699
OG0000764	Prbk.g_01506	Syar.g_01700
OG0000765	Prbk.g_00178	Syar.g_01718
OG0000766	Prbk.g_00177	Syar.g_01719
OG0000767	Prbk.g_00175	Syar.g_01721
OG0000768	Prbk.g_00174	Syar.g_01722
OG0000769	Prbk.g_00098	Syar.g_01724
OG0000770	Prbk.g_00122	Syar.g_01727
OG0000771	Prbk.g_00066	Syar.g_01373
OG0000772	Prbk.g_02011	Syar.g_00746
OG0000773	Prbk.g_00162	Syar.g_02694
OG0000774	Prbk.g_01192	Syar.g_02771
OG0000775	Prbk.g_01190	Syar.g_02773
OG0000776	Prbk.g_01189	Syar.g_01755
OG0000777	Prbk.g_01188	Syar.g_01754
OG0000778	Prbk.g_01187	Syar.g_01753
OG0000779	Prbk.g_01182	Syar.g_02779
OG0000780	Prbk.g_01179	Syar.g_02781
OG0000781	Prbk.g_01175	Syar.g_02785
OG0000782	Prbk.g_01174	Syar.g_02786
OG0000783	Prbk.g_01173	Syar.g_02787
OG0000784	Prbk.g_01172	Syar.g_02788
OG0000785	Prbk.g_01170	Syar.g_02791
OG0000786	Prbk.g_01167	Syar.g_02795
OG0000787	Prbk.g_01166	Syar.g_02796
OG0000788	Prbk.g_00334	Syar.g_02331
OG0000789	Prbk.g_01691	Syar.g_02040
OG0000790	Prbk.g_02048	Syar.g_01456
OG0000791	Prbk.g_02046	Syar.g_01454
OG0000792	Prbk.g_02045	Syar.g_01453
OG0000793	Prbk.g_02041	Syar.g_01243
OG0000794	Prbk.g_02040	Syar.g_01242
OG0000795	Prbk.g_02039	Syar.g_01240
OG0000796	Prbk.g_02035	Syar.g_01236
OG0000797	Prbk.g_02034	Syar.g_01235
OG0000798	Prbk.g_00414	Syar.g_00222
OG0000799	Prbk.g_01929	Syar.g_02844
OG0000800	Prbk.g_01930	Syar.g_02843
OG0000801	Prbk.g_01931	Syar.g_02842
OG0000802	Prbk.g_01938	Syar.g_02825
OG0000803	Prbk.g_00244	Syar.g_02822
OG0000804	Prbk.g_00246	Syar.g_02819
OG0000805	Prbk.g_00248	Syar.g_02817
OG0000806	Prbk.g_00250	Syar.g_02815
OG0000807	Prbk.g_00252	Syar.g_02814
OG0000808	Prbk.g_00253	Syar.g_02813
OG0000809	Prbk.g_00257	Syar.g_02811
OG0000810	Prbk.g_00258	Syar.g_02810
OG0000811	Prbk.g_00270	Syar.g_02805
OG0000812	Prbk.g_00272	Syar.g_02803
OG0000813	Prbk.g_00273	Syar.g_02802
OG0000814	Prbk.g_00275	Syar.g_02800
OG0000815	Prbk.g_00276	Syar.g_02799
OG0000816	Prbk.g_00278	Syar.g_02797
OG0000817	Prbk.g_00279	Syar.g_02861
OG0000818	Prbk.g_01237	Syar.g_01418
OG0000819	Prbk.g_01236	Syar.g_01417
OG0000820	Prbk.g_01235	Syar.g_01416
OG0000821	Prbk.g_01228	Syar.g_01410
OG0000822	Prbk.g_01226	Syar.g_01408
OG0000823	Prbk.g_01225	Syar.g_01407
OG0000824	Prbk.g_01221	Syar.g_01402
OG0000825	Prbk.g_01220	Syar.g_01401
OG0000826	Prbk.g_01219	Syar.g_01400
OG0000827	Prbk.g_01218	Syar.g_01399
OG0000828	Prbk.g_01215	Syar.g_01396
OG0000829	Prbk.g_01214	Syar.g_01395
OG0000830	Prbk.g_01213	Syar.g_01394
OG0000831	Prbk.g_01211	Syar.g_01391
OG0000832	Prbk.g_02006	Syar.g_01213
OG0000833	Prbk.g_01998	Syar.g_02877
OG0000834	Prbk.g_01997	Syar.g_02878
OG0000835	Prbk.g_01996	Syar.g_02879
OG0000836	Prbk.g_01994	Syar.g_02881
OG0000837	Prbk.g_01993	Syar.g_02882
OG0000838	Prbk.g_01990	Syar.g_02886
OG0000839	Prbk.g_01989	Syar.g_02887
OG0000840	Prbk.g_01988	Syar.g_02888
OG0000841	Prbk.g_01987	Syar.g_02889
OG0000842	Prbk.g_01986	Syar.g_02890
OG0000843	Prbk.g_01985	Syar.g_02891
OG0000844	Prbk.g_01983	Syar.g_02893
OG0000845	Prbk.g_01982	Syar.g_02894
OG0000846	Prbk.g_01981	Syar.g_02895
OG0000847	Prbk.g_01980	Syar.g_02896
OG0000848	Prbk.g_01979	Syar.g_02898
OG0000849	Prbk.g_01978	Syar.g_02899
OG0000850	Prbk.g_01977	Syar.g_02902
OG0000851	Prbk.g_00937	Syar.g_02905
OG0000852	Prbk.g_00936	Syar.g_02906
OG0000853	Prbk.g_00932	Syar.g_02910
OG0000854	Prbk.g_00930	Syar.g_02912
OG0000855	Prbk.g_00929	Syar.g_02913
OG0000856	Prbk.g_02619	Syar.g_02243
OG0000857	Prbk.g_02485	Syar.g_02656
OG0000858	Prbk.g_00918	Syar.g_02920
OG0000859	Prbk.g_00917	Syar.g_02921
OG0000860	Prbk.g_00905	Syar.g_02931
OG0000861	Prbk.g_00904	Syar.g_02932
OG0000862	Prbk.g_00902	Syar.g_02942
OG0000863	Prbk.g_01451	Syar.g_02944
OG0000864	Prbk.g_01450	Syar.g_02945
OG0000865	Prbk.g_01449	Syar.g_02946
OG0000866	Prbk.g_01448	Syar.g_02947
OG0000867	Prbk.g_01447	Syar.g_02948
OG0000868	Prbk.g_01445	Syar.g_02950
OG0000869	Prbk.g_01442	Syar.g_02955
OG0000870	Prbk.g_01437	Syar.g_02960
OG0000871	Prbk.g_01436	Syar.g_02961
OG0000872	Prbk.g_01434	Syar.g_02967
OG0000873	Prbk.g_01431	Syar.g_02970
OG0000874	Prbk.g_01427	Syar.g_02974
OG0000875	Prbk.g_01426	Syar.g_02975
OG0000876	Prbk.g_01425	Syar.g_01828
OG0000877	Prbk.g_01422	Syar.g_02977
OG0000878	Prbk.g_01421	Syar.g_02978
OG0000879	Prbk.g_01420	Syar.g_02979
OG0000880	Prbk.g_01419	Syar.g_02980
OG0000881	Prbk.g_01414	Syar.g_02984
OG0000882	Prbk.g_01409	Syar.g_02989
OG0000883	Prbk.g_01407	Syar.g_02992
OG0000884	Prbk.g_01405	Syar.g_02994
OG0000885	Prbk.g_01404	Syar.g_02995
OG0000886	Prbk.g_01403	Syar.g_02996
OG0000887	Prbk.g_01402	Syar.g_02998
OG0000888	Prbk.g_01400	Syar.g_03000
OG0000889	Prbk.g_01398	Syar.g_03002
OG0000890	Prbk.g_01384	Syar.g_03005
OG0000891	Prbk.g_01383	Syar.g_03006
OG0000892	Prbk.g_01381	Syar.g_03008
OG0000893	Prbk.g_01901	Syar.g_00150
OG0000894	Prbk.g_01905	Syar.g_00145
OG0000895	Prbk.g_01910	Syar.g_00141
OG0000896	Prbk.g_01911	Syar.g_00140
OG0000897	Prbk.g_01913	Syar.g_00138
OG0000898	Prbk.g_01914	Syar.g_00137
OG0000899	Prbk.g_01915	Syar.g_00136
OG0000900	Prbk.g_01916	Syar.g_00135
OG0000901	Prbk.g_01920	Syar.g_00130
OG0000902	Prbk.g_01922	Syar.g_01013
OG0000903	Prbk.g_00990	Syar.g_01026
OG0000904	Prbk.g_00995	Syar.g_01021
OG0000905	Prbk.g_00997	Syar.g_01018
OG0000906	Prbk.g_01926	Syar.g_01015
OG0000907	Prbk.g_00988	Syar.g_01028
OG0000908	Prbk.g_00985	Syar.g_01031
OG0000909	Prbk.g_00984	Syar.g_01032
OG0000910	Prbk.g_00983	Syar.g_01033
OG0000911	Prbk.g_00981	Syar.g_01035
OG0000912	Prbk.g_00980	Syar.g_01036
OG0000913	Prbk.g_00979	Syar.g_01037
OG0000914	Prbk.g_00978	Syar.g_01038
OG0000915	Prbk.g_00977	Syar.g_01040
OG0000916	Prbk.g_00976	Syar.g_01041
OG0000917	Prbk.g_00975	Syar.g_01042
OG0000918	Prbk.g_00974	Syar.g_01043
OG0000919	Prbk.g_00973	Syar.g_01044
OG0000920	Prbk.g_00972	Syar.g_01045
OG0000921	Prbk.g_00971	Syar.g_01046
OG0000922	Prbk.g_00970	Syar.g_01047
OG0000923	Prbk.g_00966	Syar.g_01051
OG0000924	Prbk.g_00965	Syar.g_01052
OG0000925	Prbk.g_00964	Syar.g_01053
OG0000926	Prbk.g_00963	Syar.g_01054
OG0000927	Prbk.g_00961	Syar.g_01056
OG0000928	Prbk.g_00960	Syar.g_01057
OG0000929	Prbk.g_00959	Syar.g_01058
OG0000930	Prbk.g_00958	Syar.g_01059
OG0000931	Prbk.g_00957	Syar.g_01060
OG0000932	Prbk.g_00956	Syar.g_01061
OG0000933	Prbk.g_00951	Syar.g_01066
OG0000934	Prbk.g_00949	Syar.g_01068
OG0000935	Prbk.g_00948	Syar.g_01069
OG0000936	Prbk.g_00947	Syar.g_01070
OG0000937	Prbk.g_00946	Syar.g_01071
OG0000938	Prbk.g_00797	Syar.g_01074
OG0000939	Prbk.g_00798	Syar.g_01075
OG0000940	Prbk.g_00807	Syar.g_01081
OG0000941	Prbk.g_00809	Syar.g_01083
OG0000942	Prbk.g_00811	Syar.g_01085
OG0000943	Prbk.g_00812	Syar.g_01086
OG0000944	Prbk.g_00814	Syar.g_01088
OG0000945	Prbk.g_00816	Syar.g_01089
OG0000946	Prbk.g_00844	Syar.g_01095
OG0000947	Prbk.g_00847	Syar.g_01098
OG0000948	Prbk.g_00848	Syar.g_01099
OG0000949	Prbk.g_00851	Syar.g_00283
OG0000950	Prbk.g_00513	Syar.g_00661
OG0000951	Prbk.g_00518	Syar.g_00656
OG0000952	Prbk.g_00525	Syar.g_00651
OG0000953	Prbk.g_00529	Syar.g_00248
OG0000954	Prbk.g_00216	Syar.g_00258
OG0000955	Prbk.g_00217	Syar.g_00259
OG0000956	Prbk.g_00219	Syar.g_00261
OG0000957	Prbk.g_00235	Syar.g_00610
OG0000958	Prbk.g_00236	Syar.g_00609
OG0000959	Prbk.g_01482	Syar.g_00605
OG0000960	Prbk.g_01483	Syar.g_00604
OG0000961	Prbk.g_01494	Syar.g_00094
OG0000962	Prbk.g_01530	Syar.g_00594
OG0000963	Prbk.g_01535	Syar.g_00590
OG0000964	Prbk.g_01536	Syar.g_00589
OG0000965	Prbk.g_01537	Syar.g_00588
OG0000966	Prbk.g_01571	Syar.g_00549
OG0000967	Prbk.g_01577	Syar.g_00545
OG0000968	Prbk.g_01580	Syar.g_00542
OG0000969	Prbk.g_01582	Syar.g_00540
OG0000970	Prbk.g_01583	Syar.g_00539
OG0000971	Prbk.g_01585	Syar.g_00537
OG0000972	Prbk.g_01586	Syar.g_00536
OG0000973	Prbk.g_01587	Syar.g_00535
OG0000974	Prbk.g_01588	Syar.g_00534
OG0000975	Prbk.g_01589	Syar.g_00533
OG0000976	Prbk.g_01590	Syar.g_00532
OG0000977	Prbk.g_01592	Syar.g_00530
OG0000978	Prbk.g_01593	Syar.g_00529
OG0000979	Prbk.g_01596	Syar.g_00526
OG0000980	Prbk.g_01600	Syar.g_00523
OG0000981	Prbk.g_01603	Syar.g_00520
OG0000982	Prbk.g_02161	Syar.g_00331
OG0000983	Prbk.g_02162	Syar.g_00332
OG0000984	Prbk.g_02163	Syar.g_00333
OG0000985	Prbk.g_02167	Syar.g_00337
OG0000986	Prbk.g_02169	Syar.g_00344
OG0000987	Prbk.g_02171	Syar.g_00346
OG0000988	Prbk.g_02175	Syar.g_00352
OG0000989	Prbk.g_02185	Syar.g_00377
OG0000990	Prbk.g_02207	Syar.g_00697
OG0000991	Prbk.g_02210	Syar.g_00700
OG0000992	Prbk.g_02213	Syar.g_00704
OG0000993	Prbk.g_02214	Syar.g_00705
OG0000994	Prbk.g_02217	Syar.g_00708
OG0000995	Prbk.g_02226	Syar.g_03212, Syar.g_00624
OG0000996	Prbk.g_02239	Syar.g_00861
OG0000997	Prbk.g_02248	Syar.g_00437
OG0000998	Prbk.g_02250	Syar.g_00439
OG0000999	Prbk.g_02251	Syar.g_00440
OG0001000	Prbk.g_02254	Syar.g_00955, Syar.g_00444
OG0001001	Prbk.g_02258	Syar.g_00450
OG0001002	Prbk.g_02265	Syar.g_00457
OG0001003	Prbk.g_02267	Syar.g_00459
OG0001004	Prbk.g_02268	Syar.g_00460
OG0001005	Prbk.g_02270	Syar.g_00461
OG0001006	Prbk.g_02276	Syar.g_00468
OG0001007	Prbk.g_02278	Syar.g_00470
OG0001008	Prbk.g_00327	Syar.g_01178
OG0001009	Prbk.g_01622	Syar.g_00500
OG0001010	Prbk.g_01621	Syar.g_00501
OG0001011	Prbk.g_01619	Syar.g_00503
OG0001013	Prbk.g_02133	Syar.g_00906
OG0001014	Prbk.g_02124	Syar.g_00914
OG0001015	Prbk.g_02123	Syar.g_00915
OG0001017	Prbk.g_01309	Syar.g_03050
OG0001018	Prbk.g_01307	Syar.g_03052
OG0001019	Prbk.g_01294	Syar.g_03086
OG0001020	Prbk.g_00035	Syar.g_03092
OG0001021	Prbk.g_00031	Syar.g_03098
OG0001022	Prbk.g_00026	Syar.g_03102
OG0001023	Prbk.g_00025	Syar.g_03103
OG0001024	Prbk.g_00021	Syar.g_02276
OG0001025	Prbk.g_00014	Syar.g_03115
OG0001026	Prbk.g_00001	Syar.g_03131
OG0001027	Prbk.g_00190	Syar.g_00031
OG0001028	Prbk.g_00192	Syar.g_00034
OG0001029	Prbk.g_00194	Syar.g_00036
OG0001030	Prbk.g_00547	Syar.g_00058
OG0001031	Prbk.g_01275	Syar.g_00129
OG0001032	Prbk.g_01272	Syar.g_01011
OG0001033	Prbk.g_00633	Syar.g_00962
OG0001034	Prbk.g_01521	Syar.g_03022
OG0001035	Prbk.g_00372	Syar.g_00171
OG0001036	Prbk.g_00376	Syar.g_00193
OG0001037	Prbk.g_00378	Syar.g_00195
OG0001038	Prbk.g_00415	Syar.g_00223
OG0001039	Prbk.g_00418	Syar.g_00226
OG0001040	Prbk.g_00421	Syar.g_00229
OG0001041	Prbk.g_00426	Syar.g_00234
OG0001042	Prbk.g_00451	Syar.g_00831
OG0001043	Prbk.g_00453	Syar.g_00826
OG0001044	Prbk.g_00870	Syar.g_01117
OG0001045	Prbk.g_00882	Syar.g_01130
OG0001046	Prbk.g_00924	Syar.g_02514
OG0001047	Prbk.g_00325	Syar.g_01180
OG0001048	Prbk.g_00324	Syar.g_01181
OG0001049	Prbk.g_00321	Syar.g_02872
OG0001050	Prbk.g_00320	Syar.g_02871
OG0001051	Prbk.g_00319	Syar.g_02870
OG0001052	Prbk.g_02109	Syar.g_01269
OG0001053	Prbk.g_02064	Syar.g_01472
OG0001054	Prbk.g_01861	Syar.g_01492
OG0001055	Prbk.g_01056	Syar.g_01513
OG0001056	Prbk.g_01085	Syar.g_02349
OG0001057	Prbk.g_01097	Syar.g_02341
OG0001058	Prbk.g_01893	Syar.g_02324
OG0001059	Prbk.g_01889	Syar.g_00422
OG0001060	Prbk.g_01882	Syar.g_02315
OG0001061	Prbk.g_01109	Syar.g_02297
OG0001062	Prbk.g_01111	Syar.g_02294
OG0001063	Prbk.g_01115	Syar.g_02209
OG0001064	Prbk.g_01116	Syar.g_02208
OG0001065	Prbk.g_01117	Syar.g_02207
OG0001066	Prbk.g_01118	Syar.g_02206
OG0001067	Prbk.g_01119	Syar.g_02205
OG0001068	Prbk.g_01120	Syar.g_02204
OG0001069	Prbk.g_01121	Syar.g_02203
OG0001070	Prbk.g_01125	Syar.g_02200
OG0001071	Prbk.g_01126	Syar.g_02199
OG0001072	Prbk.g_01129	Syar.g_02195
OG0001073	Prbk.g_01148	Syar.g_02182
OG0001074	Prbk.g_02602	Syar.g_02031
OG0001075	Prbk.g_02603	Syar.g_02215
OG0001076	Prbk.g_02611	Syar.g_02253
OG0001077	Prbk.g_02621	Syar.g_02240
OG0001078	Prbk.g_02632	Syar.g_02419
OG0001079	Prbk.g_02651	Syar.g_02431
OG0001080	Prbk.g_00738	Syar.g_02442
OG0001081	Prbk.g_00728	Syar.g_02444
OG0001082	Prbk.g_00727	Syar.g_02445
OG0001083	Prbk.g_00719	Syar.g_02473
OG0001084	Prbk.g_00718	Syar.g_02474
OG0001085	Prbk.g_00708	Syar.g_01688
OG0001086	Prbk.g_00706	Syar.g_01686
OG0001087	Prbk.g_01821	Syar.g_02347
OG0001088	Prbk.g_01817	Syar.g_00431
OG0001089	Prbk.g_01764	Syar.g_01942
OG0001090	Prbk.g_00617	Syar.g_01582
OG0001091	Prbk.g_00615	Syar.g_01580
OG0001092	Prbk.g_00614	Syar.g_01578
OG0001093	Prbk.g_00610	Syar.g_01572
OG0001094	Prbk.g_02462	Syar.g_02633
OG0001095	Prbk.g_02481	Syar.g_02653
OG0001096	Prbk.g_02497	Syar.g_02476
OG0001097	Prbk.g_02542	Syar.g_01823
OG0001098	Prbk.g_02379	Syar.g_01672
OG0001099	Prbk.g_00193	Syar.g_00035
OG0001100	Prbk.g_02389	Syar.g_01625
OG0001101	Prbk.g_02390	Syar.g_01623
OG0001102	Prbk.g_02393	Syar.g_01620
OG0001103	Prbk.g_02395	Syar.g_01618
OG0001104	Prbk.g_02452	Syar.g_02616
OG0001105	Prbk.g_02447	Syar.g_02620
