Orthogroup	Prbk	Syab
OG0000554	Prbk.g_01081	Syab.g_02040
OG0000555	Prbk.g_01099	Syab.g_02026
OG0000556	Prbk.g_02686	Syab.g_02022
OG0000557	Prbk.g_01898	Syab.g_02019
OG0000558	Prbk.g_01895	Syab.g_02016
OG0000559	Prbk.g_01891	Syab.g_02012
OG0000560	Prbk.g_01888	Syab.g_02009
OG0000561	Prbk.g_01887	Syab.g_02008
OG0000562	Prbk.g_01886	Syab.g_02007
OG0000563	Prbk.g_01885	Syab.g_02006
OG0000564	Prbk.g_01884	Syab.g_02005
OG0000565	Prbk.g_01881	Syab.g_02001
OG0000566	Prbk.g_01877	Syab.g_01997
OG0000567	Prbk.g_01873	Syab.g_01993
OG0000568	Prbk.g_01871	Syab.g_01991
OG0000569	Prbk.g_01104	Syab.g_01990
OG0000570	Prbk.g_01105	Syab.g_01989
OG0000571	Prbk.g_01108	Syab.g_01986
OG0000572	Prbk.g_01124	Syab.g_01969
OG0000573	Prbk.g_01131	Syab.g_01960
OG0000574	Prbk.g_01132	Syab.g_01959
OG0000575	Prbk.g_01141	Syab.g_01954
OG0000576	Prbk.g_01143	Syab.g_01952
OG0000577	Prbk.g_01144	Syab.g_01951
OG0000578	Prbk.g_01145	Syab.g_01950
OG0000579	Prbk.g_01146	Syab.g_01949
OG0000580	Prbk.g_01147	Syab.g_01948
OG0000581	Prbk.g_01151	Syab.g_01934
OG0000582	Prbk.g_01155	Syab.g_01929
OG0000583	Prbk.g_01156	Syab.g_01928
OG0000584	Prbk.g_01157	Syab.g_01927
OG0000585	Prbk.g_01159	Syab.g_01924
OG0000586	Prbk.g_01161	Syab.g_01923
OG0000587	Prbk.g_01163	Syab.g_01921
OG0000588	Prbk.g_02605	Syab.g_01910
OG0000589	Prbk.g_02608	Syab.g_01899
OG0000590	Prbk.g_02609	Syab.g_01898
OG0000591	Prbk.g_02616	Syab.g_01892
OG0000592	Prbk.g_02617	Syab.g_01891
OG0000593	Prbk.g_02627	Syab.g_01877
OG0000594	Prbk.g_02628	Syab.g_01876
OG0000595	Prbk.g_02629	Syab.g_01875
OG0000596	Prbk.g_02634	Syab.g_01871
OG0000597	Prbk.g_02637	Syab.g_01868
OG0000598	Prbk.g_02638	Syab.g_01867
OG0000599	Prbk.g_02648	Syab.g_01860
OG0000600	Prbk.g_02649	Syab.g_01859
OG0000601	Prbk.g_02650	Syab.g_01858
OG0000602	Prbk.g_02654	Syab.g_01853
OG0000603	Prbk.g_02655	Syab.g_01852
OG0000604	Prbk.g_02656	Syab.g_01850
OG0000605	Prbk.g_00740	Syab.g_01758
OG0000606	Prbk.g_00729	Syab.g_01529
OG0000607	Prbk.g_00726	Syab.g_01533
OG0000608	Prbk.g_00725	Syab.g_01534
OG0000609	Prbk.g_00723	Syab.g_01536
OG0000610	Prbk.g_00715	Syab.g_01555
OG0000611	Prbk.g_00712	Syab.g_01558
OG0000612	Prbk.g_00711	Syab.g_01559
OG0000613	Prbk.g_00478	Syab.g_00228
OG0000614	Prbk.g_01802	Syab.g_01179
OG0000615	Prbk.g_02429	Syab.g_01605
OG0000616	Prbk.g_02262	Syab.g_02897
OG0000617	Prbk.g_00613	Syab.g_01274
OG0000618	Prbk.g_00612	Syab.g_01275
OG0000619	Prbk.g_00611	Syab.g_01662
OG0000620	Prbk.g_00607	Syab.g_01668
OG0000621	Prbk.g_00606	Syab.g_01669
OG0000622	Prbk.g_00605	Syab.g_01670
OG0000623	Prbk.g_00604	Syab.g_01671
OG0000624	Prbk.g_00603	Syab.g_01673
OG0000625	Prbk.g_00602	Syab.g_01674
OG0000626	Prbk.g_00601	Syab.g_01675
OG0000627	Prbk.g_02376	Syab.g_01438
OG0000628	Prbk.g_02375	Syab.g_01437
OG0000629	Prbk.g_02372	Syab.g_01434
OG0000630	Prbk.g_02368	Syab.g_01430
OG0000631	Prbk.g_02362	Syab.g_01421
OG0000632	Prbk.g_02361	Syab.g_01420
OG0000633	Prbk.g_02360	Syab.g_01419
OG0000634	Prbk.g_02464	Syab.g_01651
OG0000635	Prbk.g_02465	Syab.g_01656
OG0000636	Prbk.g_02467	Syab.g_01658
OG0000637	Prbk.g_02469	Syab.g_01660
OG0000638	Prbk.g_02470	Syab.g_01661
OG0000639	Prbk.g_02471	Syab.g_01276
OG0000640	Prbk.g_02472	Syab.g_01277
OG0000641	Prbk.g_02476	Syab.g_01281
OG0000642	Prbk.g_02477	Syab.g_01282
OG0000643	Prbk.g_02478	Syab.g_01283
OG0000644	Prbk.g_02479	Syab.g_01284
OG0000645	Prbk.g_02480	Syab.g_01286
OG0000646	Prbk.g_02483	Syab.g_01289
OG0000647	Prbk.g_02486	Syab.g_01291
OG0000648	Prbk.g_02488	Syab.g_01684
OG0000649	Prbk.g_02489	Syab.g_01685
OG0000650	Prbk.g_02490	Syab.g_01686
OG0000651	Prbk.g_02491	Syab.g_01687
OG0000652	Prbk.g_02492	Syab.g_01688
OG0000653	Prbk.g_02494	Syab.g_01690
OG0000654	Prbk.g_02495	Syab.g_01691
OG0000655	Prbk.g_02496	Syab.g_01692
OG0000656	Prbk.g_02499	Syab.g_01695
OG0000657	Prbk.g_02532	Syab.g_01706
OG0000658	Prbk.g_02534	Syab.g_01710
OG0000659	Prbk.g_02535	Syab.g_01711
OG0000660	Prbk.g_02539	Syab.g_01715
OG0000661	Prbk.g_02541	Syab.g_01717
OG0000662	Prbk.g_02543	Syab.g_01719
OG0000663	Prbk.g_02546	Syab.g_01722
OG0000664	Prbk.g_02547	Syab.g_01723
OG0000665	Prbk.g_02560	Syab.g_01829
OG0000666	Prbk.g_02563	Syab.g_01842
OG0000667	Prbk.g_02570	Syab.g_01548
OG0000668	Prbk.g_00582	Syab.g_01319
OG0000669	Prbk.g_02580	Syab.g_01642
OG0000670	Prbk.g_01662	Syab.g_02156
OG0000671	Prbk.g_02391	Syab.g_01638
OG0000672	Prbk.g_02394	Syab.g_01635
OG0000673	Prbk.g_02397	Syab.g_01632
OG0000674	Prbk.g_02399	Syab.g_01630
OG0000675	Prbk.g_02400	Syab.g_01629
OG0000676	Prbk.g_02408	Syab.g_01620
OG0000677	Prbk.g_02410	Syab.g_01619
OG0000678	Prbk.g_02415	Syab.g_01613
OG0000679	Prbk.g_02435	Syab.g_01601
OG0000680	Prbk.g_02436	Syab.g_01600
OG0000681	Prbk.g_02438	Syab.g_01597
OG0000682	Prbk.g_02439	Syab.g_01596
OG0000683	Prbk.g_02440	Syab.g_01595
OG0000684	Prbk.g_02453	Syab.g_01591
OG0000685	Prbk.g_02451	Syab.g_01589
OG0000686	Prbk.g_02450	Syab.g_01588
OG0000687	Prbk.g_02449	Syab.g_01586
OG0000688	Prbk.g_02455	Syab.g_01576
OG0000689	Prbk.g_02456	Syab.g_01574
OG0000690	Prbk.g_02457	Syab.g_01573
OG0000691	Prbk.g_02458	Syab.g_01572
OG0000692	Prbk.g_02459	Syab.g_01571
OG0000693	Prbk.g_02460	Syab.g_01569
OG0000694	Prbk.g_02461	Syab.g_01568
OG0000695	Prbk.g_02358	Syab.g_01417
OG0000696	Prbk.g_02357	Syab.g_01416
OG0000697	Prbk.g_02355	Syab.g_01415
OG0000698	Prbk.g_02352	Syab.g_01412
OG0000699	Prbk.g_02350	Syab.g_01411
OG0000700	Prbk.g_02349	Syab.g_01410
OG0000701	Prbk.g_02348	Syab.g_01409
OG0000702	Prbk.g_02340	Syab.g_01401
OG0000703	Prbk.g_02339	Syab.g_01400
OG0000704	Prbk.g_02337	Syab.g_01398
OG0000705	Prbk.g_02331	Syab.g_01391
OG0000706	Prbk.g_02330	Syab.g_01390
OG0000707	Prbk.g_02329	Syab.g_01389
OG0000708	Prbk.g_02327	Syab.g_01386
OG0000709	Prbk.g_02320	Syab.g_01378
OG0000710	Prbk.g_02316	Syab.g_01367
OG0000711	Prbk.g_02293	Syab.g_01340
OG0000712	Prbk.g_02292	Syab.g_01338
OG0000713	Prbk.g_00562	Syab.g_01337
OG0000714	Prbk.g_00566	Syab.g_01334
OG0000715	Prbk.g_00568	Syab.g_01332
OG0000716	Prbk.g_00572	Syab.g_01328
OG0000717	Prbk.g_00573	Syab.g_01327
OG0000718	Prbk.g_00578	Syab.g_01323
OG0000719	Prbk.g_00580	Syab.g_01321
OG0000720	Prbk.g_00593	Syab.g_01307
OG0000721	Prbk.g_00594	Syab.g_01305
OG0000722	Prbk.g_00595	Syab.g_01304
OG0000723	Prbk.g_00599	Syab.g_01678
OG0000724	Prbk.g_00061	Syab.g_01223
OG0000725	Prbk.g_00054	Syab.g_01207
OG0000726	Prbk.g_00053	Syab.g_01206
OG0000727	Prbk.g_00052	Syab.g_01205
OG0000728	Prbk.g_00051	Syab.g_01203
OG0000729	Prbk.g_01531	Syab.g_00097
OG0000730	Prbk.g_00869	Syab.g_00521
OG0000731	Prbk.g_00879	Syab.g_00531
OG0000732	Prbk.g_01601	Syab.g_00055
OG0000733	Prbk.g_02202	Syab.g_02798
OG0000734	Prbk.g_00004	Syab.g_02508
OG0000735	Prbk.g_01037	Syab.g_00942
OG0000736	Prbk.g_01036	Syab.g_00943
OG0000737	Prbk.g_01035	Syab.g_00944
OG0000738	Prbk.g_01028	Syab.g_00949
OG0000739	Prbk.g_01026	Syab.g_00961
OG0000740	Prbk.g_01025	Syab.g_00962
OG0000741	Prbk.g_01022	Syab.g_00965
OG0000742	Prbk.g_01020	Syab.g_00968
OG0000743	Prbk.g_01018	Syab.g_00970
OG0000744	Prbk.g_01017	Syab.g_00971
OG0000745	Prbk.g_00141	Syab.g_00973
OG0000746	Prbk.g_00143	Syab.g_00975
OG0000747	Prbk.g_00144	Syab.g_00976
OG0000748	Prbk.g_00156	Syab.g_00991
OG0000749	Prbk.g_00157	Syab.g_00992
OG0000750	Prbk.g_00158	Syab.g_00993
OG0000751	Prbk.g_00105	Syab.g_01002
OG0000752	Prbk.g_00103	Syab.g_01004
OG0000753	Prbk.g_00100	Syab.g_01007
OG0000754	Prbk.g_01501	Syab.g_01012
OG0000755	Prbk.g_00139	Syab.g_01021
OG0000756	Prbk.g_00138	Syab.g_01022
OG0000757	Prbk.g_00131	Syab.g_01029
OG0000758	Prbk.g_00130	Syab.g_01030
OG0000759	Prbk.g_00129	Syab.g_01031
OG0000760	Prbk.g_00128	Syab.g_01032
OG0000761	Prbk.g_00127	Syab.g_01034
OG0000762	Prbk.g_01503	Syab.g_01036
OG0000763	Prbk.g_01505	Syab.g_01038
OG0000764	Prbk.g_01506	Syab.g_01039
OG0000765	Prbk.g_00178	Syab.g_01154
OG0000766	Prbk.g_00177	Syab.g_01153
OG0000767	Prbk.g_00175	Syab.g_01151
OG0000768	Prbk.g_00174	Syab.g_01150
OG0000769	Prbk.g_00098	Syab.g_01148
OG0000770	Prbk.g_00122	Syab.g_01145
OG0000771	Prbk.g_00066	Syab.g_01229
OG0000772	Prbk.g_02011	Syab.g_00957
OG0000773	Prbk.g_00162	Syab.g_00931
OG0000774	Prbk.g_01192	Syab.g_00924
OG0000775	Prbk.g_01190	Syab.g_00922
OG0000776	Prbk.g_01189	Syab.g_00921
OG0000777	Prbk.g_01188	Syab.g_00920
OG0000778	Prbk.g_01187	Syab.g_00919
OG0000779	Prbk.g_01182	Syab.g_00913
OG0000780	Prbk.g_01179	Syab.g_00908
OG0000781	Prbk.g_01175	Syab.g_00904
OG0000782	Prbk.g_01174	Syab.g_00903
OG0000783	Prbk.g_01173	Syab.g_00902
OG0000784	Prbk.g_01172	Syab.g_00901
OG0000785	Prbk.g_01170	Syab.g_00899
OG0000786	Prbk.g_01167	Syab.g_00895
OG0000787	Prbk.g_01166	Syab.g_00894
OG0000788	Prbk.g_00334	Syab.g_01857
OG0000789	Prbk.g_01691	Syab.g_01835
OG0000790	Prbk.g_02048	Syab.g_02082
OG0000791	Prbk.g_02046	Syab.g_02080
OG0000792	Prbk.g_02045	Syab.g_02079
OG0000793	Prbk.g_02041	Syab.g_02074
OG0000794	Prbk.g_02040	Syab.g_02073
OG0000795	Prbk.g_02039	Syab.g_02072
OG0000796	Prbk.g_02035	Syab.g_02068
OG0000797	Prbk.g_02034	Syab.g_02067
OG0000798	Prbk.g_00414	Syab.g_00298
OG0000799	Prbk.g_01929	Syab.g_00826
OG0000800	Prbk.g_01930	Syab.g_00821
OG0000801	Prbk.g_01931	Syab.g_00820
OG0000802	Prbk.g_01938	Syab.g_00816
OG0000803	Prbk.g_00244	Syab.g_00806
OG0000804	Prbk.g_00246	Syab.g_00802
OG0000805	Prbk.g_00248	Syab.g_00792
OG0000806	Prbk.g_00250	Syab.g_00790
OG0000807	Prbk.g_00252	Syab.g_00788
OG0000808	Prbk.g_00253	Syab.g_00783
OG0000809	Prbk.g_00257	Syab.g_00780
OG0000810	Prbk.g_00258	Syab.g_00779
OG0000811	Prbk.g_00270	Syab.g_00770
OG0000812	Prbk.g_00272	Syab.g_00768
OG0000813	Prbk.g_00273	Syab.g_00767
OG0000814	Prbk.g_00275	Syab.g_00765
OG0000815	Prbk.g_00276	Syab.g_00760
OG0000816	Prbk.g_00278	Syab.g_00758
OG0000817	Prbk.g_00279	Syab.g_00757
OG0000818	Prbk.g_01237	Syab.g_00751
OG0000819	Prbk.g_01236	Syab.g_00750
OG0000820	Prbk.g_01235	Syab.g_00749
OG0000821	Prbk.g_01228	Syab.g_00743
OG0000822	Prbk.g_01226	Syab.g_00741
OG0000823	Prbk.g_01225	Syab.g_00740
OG0000824	Prbk.g_01221	Syab.g_00735
OG0000825	Prbk.g_01220	Syab.g_00734
OG0000826	Prbk.g_01219	Syab.g_00733
OG0000827	Prbk.g_01218	Syab.g_00732
OG0000828	Prbk.g_01215	Syab.g_00729
OG0000829	Prbk.g_01214	Syab.g_00728
OG0000830	Prbk.g_01213	Syab.g_00727
OG0000831	Prbk.g_01211	Syab.g_00725
OG0000832	Prbk.g_02006	Syab.g_02169
OG0000833	Prbk.g_01998	Syab.g_02178
OG0000834	Prbk.g_01997	Syab.g_02181
OG0000835	Prbk.g_01996	Syab.g_02182
OG0000836	Prbk.g_01994	Syab.g_02185
OG0000837	Prbk.g_01993	Syab.g_02186
OG0000838	Prbk.g_01990	Syab.g_02190
OG0000839	Prbk.g_01989	Syab.g_02191
OG0000840	Prbk.g_01988	Syab.g_02192
OG0000841	Prbk.g_01987	Syab.g_02193
OG0000842	Prbk.g_01986	Syab.g_02194
OG0000843	Prbk.g_01985	Syab.g_02195
OG0000844	Prbk.g_01983	Syab.g_02197
OG0000845	Prbk.g_01982	Syab.g_02198
OG0000846	Prbk.g_01981	Syab.g_02199
OG0000847	Prbk.g_01980	Syab.g_02200
OG0000848	Prbk.g_01979	Syab.g_02202
OG0000849	Prbk.g_01978	Syab.g_02203
OG0000850	Prbk.g_01977	Syab.g_02212
OG0000851	Prbk.g_00937	Syab.g_02226
OG0000852	Prbk.g_00936	Syab.g_02227
OG0000853	Prbk.g_00932	Syab.g_02233
OG0000854	Prbk.g_00930	Syab.g_02235
OG0000855	Prbk.g_00929	Syab.g_02236
OG0000856	Prbk.g_02619	Syab.g_01889
OG0000857	Prbk.g_02485	Syab.g_01290
OG0000858	Prbk.g_00918	Syab.g_02244
OG0000859	Prbk.g_00917	Syab.g_02245
OG0000860	Prbk.g_00905	Syab.g_02258
OG0000861	Prbk.g_00904	Syab.g_02259
OG0000862	Prbk.g_00902	Syab.g_02261
OG0000863	Prbk.g_01451	Syab.g_02265
OG0000864	Prbk.g_01450	Syab.g_02266
OG0000865	Prbk.g_01449	Syab.g_02267
OG0000866	Prbk.g_01448	Syab.g_02268
OG0000867	Prbk.g_01447	Syab.g_02269
OG0000868	Prbk.g_01445	Syab.g_02287
OG0000869	Prbk.g_01442	Syab.g_02292
OG0000870	Prbk.g_01437	Syab.g_02297
OG0000871	Prbk.g_01436	Syab.g_02298
OG0000872	Prbk.g_01434	Syab.g_02305
OG0000873	Prbk.g_01431	Syab.g_02308
OG0000874	Prbk.g_01427	Syab.g_02311
OG0000875	Prbk.g_01426	Syab.g_02313
OG0000876	Prbk.g_01425	Syab.g_02315
OG0000877	Prbk.g_01422	Syab.g_02317
OG0000878	Prbk.g_01421	Syab.g_02318
OG0000879	Prbk.g_01420	Syab.g_02319
OG0000880	Prbk.g_01419	Syab.g_02320
OG0000881	Prbk.g_01414	Syab.g_02325
OG0000882	Prbk.g_01409	Syab.g_02330
OG0000883	Prbk.g_01407	Syab.g_02332
OG0000884	Prbk.g_01405	Syab.g_02334
OG0000885	Prbk.g_01404	Syab.g_02335
OG0000886	Prbk.g_01403	Syab.g_02336
OG0000887	Prbk.g_01402	Syab.g_02338
OG0000888	Prbk.g_01400	Syab.g_02340
OG0000889	Prbk.g_01398	Syab.g_02342
OG0000890	Prbk.g_01384	Syab.g_02348
OG0000891	Prbk.g_01383	Syab.g_02349
OG0000892	Prbk.g_01381	Syab.g_02353
OG0000893	Prbk.g_01901	Syab.g_00366
OG0000894	Prbk.g_01905	Syab.g_00369
OG0000895	Prbk.g_01910	Syab.g_00373
OG0000896	Prbk.g_01911	Syab.g_00374
OG0000897	Prbk.g_01913	Syab.g_00376
OG0000898	Prbk.g_01914	Syab.g_00377
OG0000899	Prbk.g_01915	Syab.g_00378
OG0000900	Prbk.g_01916	Syab.g_00379
OG0000901	Prbk.g_01920	Syab.g_00384
OG0000902	Prbk.g_01922	Syab.g_00386
OG0000903	Prbk.g_00990	Syab.g_00399
OG0000904	Prbk.g_00995	Syab.g_00395
OG0000905	Prbk.g_00997	Syab.g_00390
OG0000906	Prbk.g_01926	Syab.g_00388
OG0000907	Prbk.g_00988	Syab.g_00401
OG0000908	Prbk.g_00985	Syab.g_00404
OG0000909	Prbk.g_00984	Syab.g_00405
OG0000910	Prbk.g_00983	Syab.g_00406
OG0000911	Prbk.g_00981	Syab.g_00408
OG0000912	Prbk.g_00980	Syab.g_00409
OG0000913	Prbk.g_00979	Syab.g_00410
OG0000914	Prbk.g_00978	Syab.g_00411
OG0000915	Prbk.g_00977	Syab.g_00412
OG0000916	Prbk.g_00976	Syab.g_00413
OG0000917	Prbk.g_00975	Syab.g_00414
OG0000918	Prbk.g_00974	Syab.g_00415
OG0000919	Prbk.g_00973	Syab.g_00416
OG0000920	Prbk.g_00972	Syab.g_00417
OG0000921	Prbk.g_00971	Syab.g_00418
OG0000922	Prbk.g_00970	Syab.g_00419
OG0000923	Prbk.g_00966	Syab.g_00423
OG0000924	Prbk.g_00965	Syab.g_00424
OG0000925	Prbk.g_00964	Syab.g_00425
OG0000926	Prbk.g_00963	Syab.g_00426
OG0000927	Prbk.g_00961	Syab.g_00428
OG0000928	Prbk.g_00960	Syab.g_00429
OG0000929	Prbk.g_00959	Syab.g_00430
OG0000930	Prbk.g_00958	Syab.g_00431
OG0000931	Prbk.g_00957	Syab.g_00432
OG0000932	Prbk.g_00956	Syab.g_00433
OG0000933	Prbk.g_00951	Syab.g_00439
OG0000934	Prbk.g_00949	Syab.g_00441
OG0000935	Prbk.g_00948	Syab.g_00442
OG0000936	Prbk.g_00947	Syab.g_00443
OG0000937	Prbk.g_00946	Syab.g_00444
OG0000938	Prbk.g_00797	Syab.g_00447
OG0000939	Prbk.g_00798	Syab.g_00448
OG0000940	Prbk.g_00807	Syab.g_00456
OG0000941	Prbk.g_00809	Syab.g_00458
OG0000942	Prbk.g_00811	Syab.g_00460
OG0000943	Prbk.g_00812	Syab.g_00461
OG0000944	Prbk.g_00814	Syab.g_00463
OG0000945	Prbk.g_00816	Syab.g_00466
OG0000946	Prbk.g_00844	Syab.g_00473
OG0000947	Prbk.g_00847	Syab.g_00476
OG0000948	Prbk.g_00848	Syab.g_00477
OG0000949	Prbk.g_00851	Syab.g_00212
OG0000950	Prbk.g_00513	Syab.g_00204
OG0000951	Prbk.g_00518	Syab.g_00199
OG0000952	Prbk.g_00525	Syab.g_00191
OG0000953	Prbk.g_00529	Syab.g_00134
OG0000954	Prbk.g_00216	Syab.g_00129
OG0000955	Prbk.g_00217	Syab.g_00128
OG0000956	Prbk.g_00219	Syab.g_00126
OG0000957	Prbk.g_00235	Syab.g_00115
OG0000958	Prbk.g_00236	Syab.g_00114
OG0000959	Prbk.g_01482	Syab.g_00110
OG0000960	Prbk.g_01483	Syab.g_00109
OG0000961	Prbk.g_01494	Syab.g_00100
OG0000962	Prbk.g_01530	Syab.g_00098
OG0000963	Prbk.g_01535	Syab.g_00093
OG0000964	Prbk.g_01536	Syab.g_00092
OG0000965	Prbk.g_01537	Syab.g_00091
OG0000966	Prbk.g_01571	Syab.g_00082
OG0000967	Prbk.g_01577	Syab.g_00078
OG0000968	Prbk.g_01580	Syab.g_00075
OG0000969	Prbk.g_01582	Syab.g_00073
OG0000970	Prbk.g_01583	Syab.g_00072
OG0000971	Prbk.g_01585	Syab.g_00070
OG0000972	Prbk.g_01586	Syab.g_00069
OG0000973	Prbk.g_01587	Syab.g_00068
OG0000974	Prbk.g_01588	Syab.g_00067
OG0000975	Prbk.g_01589	Syab.g_00066
OG0000976	Prbk.g_01590	Syab.g_00065
OG0000977	Prbk.g_01592	Syab.g_00063
OG0000978	Prbk.g_01593	Syab.g_00062
OG0000979	Prbk.g_01596	Syab.g_00059
OG0000980	Prbk.g_01600	Syab.g_00056
OG0000981	Prbk.g_01603	Syab.g_00053
OG0000982	Prbk.g_02161	Syab.g_02756
OG0000983	Prbk.g_02162	Syab.g_02757
OG0000984	Prbk.g_02163	Syab.g_02758
OG0000985	Prbk.g_02167	Syab.g_02762
OG0000986	Prbk.g_02169	Syab.g_02764
OG0000987	Prbk.g_02171	Syab.g_02768
OG0000988	Prbk.g_02175	Syab.g_02774
OG0000989	Prbk.g_02185	Syab.g_02792
OG0000990	Prbk.g_02207	Syab.g_02811
OG0000991	Prbk.g_02210	Syab.g_02818
OG0000992	Prbk.g_02213	Syab.g_02821
OG0000993	Prbk.g_02214	Syab.g_02822
OG0000994	Prbk.g_02217	Syab.g_02826
OG0000995	Prbk.g_02226	Syab.g_02835
OG0000996	Prbk.g_02239	Syab.g_02866
OG0000997	Prbk.g_02248	Syab.g_02875
OG0000998	Prbk.g_02250	Syab.g_02877
OG0000999	Prbk.g_02251	Syab.g_02878
OG0001000	Prbk.g_02254	Syab.g_02881
OG0001001	Prbk.g_02258	Syab.g_02888
OG0001002	Prbk.g_02265	Syab.g_02900
OG0001003	Prbk.g_02267	Syab.g_02902
OG0001004	Prbk.g_02268	Syab.g_02903
OG0001005	Prbk.g_02270	Syab.g_02905
OG0001006	Prbk.g_02276	Syab.g_02912
OG0001007	Prbk.g_02278	Syab.g_02914
OG0001008	Prbk.g_00327	Syab.g_00584
OG0001009	Prbk.g_01622	Syab.g_00033
OG0001010	Prbk.g_01621	Syab.g_00034
OG0001011	Prbk.g_01619	Syab.g_00035
OG0001012	Prbk.g_02158	Syab.g_02752
OG0001013	Prbk.g_02133	Syab.g_02716
OG0001014	Prbk.g_02124	Syab.g_02712
OG0001015	Prbk.g_02123	Syab.g_02711
OG0001016	Prbk.g_01315	Syab.g_02439
OG0001017	Prbk.g_01309	Syab.g_02445
OG0001018	Prbk.g_01307	Syab.g_02447
OG0001019	Prbk.g_01294	Syab.g_02469
OG0001020	Prbk.g_00035	Syab.g_02477
OG0001021	Prbk.g_00031	Syab.g_02481
OG0001022	Prbk.g_00026	Syab.g_02485
OG0001023	Prbk.g_00025	Syab.g_02486
OG0001024	Prbk.g_00021	Syab.g_02490
OG0001025	Prbk.g_00014	Syab.g_02497
OG0001026	Prbk.g_00001	Syab.g_02510
OG0001027	Prbk.g_00190	Syab.g_02515
OG0001028	Prbk.g_00192	Syab.g_02517
OG0001029	Prbk.g_00194	Syab.g_02519
OG0001030	Prbk.g_00547	Syab.g_02540
OG0001031	Prbk.g_01275	Syab.g_02615
OG0001032	Prbk.g_01272	Syab.g_02617
OG0001033	Prbk.g_00633	Syab.g_02675
OG0001034	Prbk.g_01521	Syab.g_02370
OG0001035	Prbk.g_00372	Syab.g_00335
OG0001036	Prbk.g_00376	Syab.g_00327
OG0001037	Prbk.g_00378	Syab.g_00325
OG0001038	Prbk.g_00415	Syab.g_00297
OG0001039	Prbk.g_00418	Syab.g_00294
OG0001040	Prbk.g_00421	Syab.g_00291
OG0001041	Prbk.g_00426	Syab.g_00286
OG0001042	Prbk.g_00451	Syab.g_00254
OG0001043	Prbk.g_00453	Syab.g_00250
OG0001044	Prbk.g_00870	Syab.g_00522
OG0001045	Prbk.g_00882	Syab.g_00534
OG0001046	Prbk.g_00924	Syab.g_01352
OG0001047	Prbk.g_00325	Syab.g_00586
OG0001048	Prbk.g_00324	Syab.g_00587
OG0001049	Prbk.g_00321	Syab.g_00590
OG0001050	Prbk.g_00320	Syab.g_00591
OG0001051	Prbk.g_00319	Syab.g_00592
OG0001052	Prbk.g_02109	Syab.g_00693
OG0001053	Prbk.g_02064	Syab.g_02099
OG0001054	Prbk.g_01861	Syab.g_02118
OG0001055	Prbk.g_01056	Syab.g_02139
OG0001056	Prbk.g_01085	Syab.g_02036
OG0001057	Prbk.g_01097	Syab.g_00882
OG0001058	Prbk.g_01893	Syab.g_02014
OG0001059	Prbk.g_01889	Syab.g_02010
OG0001060	Prbk.g_01882	Syab.g_02003
OG0001061	Prbk.g_01109	Syab.g_01985
OG0001062	Prbk.g_01111	Syab.g_01983
OG0001063	Prbk.g_01115	Syab.g_01979
OG0001064	Prbk.g_01116	Syab.g_01978
OG0001065	Prbk.g_01117	Syab.g_01976
OG0001066	Prbk.g_01118	Syab.g_01975
OG0001067	Prbk.g_01119	Syab.g_01974
OG0001068	Prbk.g_01120	Syab.g_01973
OG0001069	Prbk.g_01121	Syab.g_01972
OG0001070	Prbk.g_01125	Syab.g_01968
OG0001071	Prbk.g_01126	Syab.g_01967
OG0001072	Prbk.g_01129	Syab.g_01962
OG0001073	Prbk.g_01148	Syab.g_01947
OG0001074	Prbk.g_02602	Syab.g_01815
OG0001075	Prbk.g_02603	Syab.g_01919
OG0001076	Prbk.g_02611	Syab.g_01897
OG0001077	Prbk.g_02621	Syab.g_01887
OG0001079	Prbk.g_02651	Syab.g_01856
OG0001080	Prbk.g_00738	Syab.g_01756
OG0001081	Prbk.g_00728	Syab.g_01530
OG0001082	Prbk.g_00727	Syab.g_01531
OG0001083	Prbk.g_00719	Syab.g_01540
OG0001084	Prbk.g_00718	Syab.g_01543
OG0001085	Prbk.g_00708	Syab.g_01563
OG0001086	Prbk.g_00706	Syab.g_01565
OG0001087	Prbk.g_01821	Syab.g_01167
OG0001088	Prbk.g_01817	Syab.g_01170
OG0001089	Prbk.g_01764	Syab.g_01198
OG0001090	Prbk.g_00617	Syab.g_01267
OG0001091	Prbk.g_00615	Syab.g_01270
OG0001092	Prbk.g_00614	Syab.g_01272
OG0001093	Prbk.g_00610	Syab.g_01664
OG0001094	Prbk.g_02462	Syab.g_01567
OG0001095	Prbk.g_02481	Syab.g_01287
OG0001096	Prbk.g_02497	Syab.g_01693
OG0001097	Prbk.g_02542	Syab.g_01718
OG0001098	Prbk.g_02379	Syab.g_01497
OG0001099	Prbk.g_00193	Syab.g_02518
OG0001100	Prbk.g_02389	Syab.g_01640
OG0001101	Prbk.g_02390	Syab.g_01639
OG0001102	Prbk.g_02393	Syab.g_01636
OG0001103	Prbk.g_02395	Syab.g_01634
OG0001104	Prbk.g_02452	Syab.g_01590
OG0001105	Prbk.g_02447	Syab.g_01585
OG0001106	Prbk.g_02336	Syab.g_01397
OG0001107	Prbk.g_02326	Syab.g_01385
OG0001108	Prbk.g_02319	Syab.g_01377
OG0001109	Prbk.g_02317	Syab.g_01368
OG0001110	Prbk.g_02315	Syab.g_01366
OG0001111	Prbk.g_02313	Syab.g_01364
OG0001112	Prbk.g_02311	Syab.g_01362
OG0001113	Prbk.g_02310	Syab.g_01593
