Orthogroup	Prbk	Syaf
OG0000545	Prbk.g_01050	Syaf.g_02686
OG0000546	Prbk.g_01052	Syaf.g_02684
OG0000547	Prbk.g_01054	Syaf.g_02682
OG0000548	Prbk.g_01055	Syaf.g_02681
OG0000549	Prbk.g_01061	Syaf.g_02676
OG0000550	Prbk.g_01066	Syaf.g_02671
OG0000551	Prbk.g_01070	Syaf.g_02666
OG0000552	Prbk.g_01071	Syaf.g_02665
OG0000553	Prbk.g_01076	Syaf.g_02663
OG0000554	Prbk.g_01081	Syaf.g_02653
OG0000555	Prbk.g_01099	Syaf.g_02635
OG0000556	Prbk.g_02686	Syaf.g_02630
OG0000557	Prbk.g_01898	Syaf.g_02628
OG0000558	Prbk.g_01895	Syaf.g_02626
OG0000559	Prbk.g_01891	Syaf.g_02622
OG0000560	Prbk.g_01888	Syaf.g_02619
OG0000561	Prbk.g_01887	Syaf.g_02618
OG0000562	Prbk.g_01886	Syaf.g_02617
OG0000563	Prbk.g_01885	Syaf.g_02616
OG0000564	Prbk.g_01884	Syaf.g_02615
OG0000565	Prbk.g_01881	Syaf.g_02612
OG0000566	Prbk.g_01877	Syaf.g_02608
OG0000567	Prbk.g_01873	Syaf.g_02604
OG0000568	Prbk.g_01871	Syaf.g_02599
OG0000569	Prbk.g_01104	Syaf.g_02596
OG0000570	Prbk.g_01105	Syaf.g_02595
OG0000571	Prbk.g_01108	Syaf.g_02591
OG0000572	Prbk.g_01124	Syaf.g_02575
OG0000573	Prbk.g_01131	Syaf.g_02567
OG0000574	Prbk.g_01132	Syaf.g_02566
OG0000575	Prbk.g_01141	Syaf.g_02562
OG0000576	Prbk.g_01143	Syaf.g_02560
OG0000577	Prbk.g_01144	Syaf.g_02559
OG0000578	Prbk.g_01145	Syaf.g_02558
OG0000579	Prbk.g_01146	Syaf.g_02557
OG0000580	Prbk.g_01147	Syaf.g_02556
OG0000581	Prbk.g_01151	Syaf.g_02550
OG0000582	Prbk.g_01155	Syaf.g_02374
OG0000583	Prbk.g_01156	Syaf.g_02373
OG0000584	Prbk.g_01157	Syaf.g_02372
OG0000585	Prbk.g_01159	Syaf.g_02370
OG0000586	Prbk.g_01161	Syaf.g_02369
OG0000587	Prbk.g_01163	Syaf.g_02367
OG0000588	Prbk.g_02605	Syaf.g_02350
OG0000589	Prbk.g_02608	Syaf.g_02340
OG0000590	Prbk.g_02609	Syaf.g_02339
OG0000591	Prbk.g_02616	Syaf.g_02331
OG0000592	Prbk.g_02617	Syaf.g_02330
OG0000593	Prbk.g_02627	Syaf.g_02314
OG0000594	Prbk.g_02628	Syaf.g_02313
OG0000595	Prbk.g_02629	Syaf.g_02312
OG0000596	Prbk.g_02634	Syaf.g_02307
OG0000597	Prbk.g_02637	Syaf.g_02304
OG0000598	Prbk.g_02638	Syaf.g_02303
OG0000599	Prbk.g_02648	Syaf.g_02300
OG0000600	Prbk.g_02649	Syaf.g_02299
OG0000601	Prbk.g_02650	Syaf.g_02298
OG0000602	Prbk.g_02654	Syaf.g_02293
OG0000603	Prbk.g_02655	Syaf.g_02292
OG0000604	Prbk.g_02656	Syaf.g_02289
OG0000605	Prbk.g_00740	Syaf.g_01734
OG0000606	Prbk.g_00729	Syaf.g_02145
OG0000607	Prbk.g_00726	Syaf.g_02142
OG0000608	Prbk.g_00725	Syaf.g_02141
OG0000609	Prbk.g_00723	Syaf.g_02139
OG0000610	Prbk.g_00715	Syaf.g_02132
OG0000611	Prbk.g_00712	Syaf.g_02129
OG0000612	Prbk.g_00711	Syaf.g_02128
OG0000613	Prbk.g_00478	Syaf.g_00315
OG0000614	Prbk.g_01802	Syaf.g_01469
OG0000615	Prbk.g_02429	Syaf.g_02085
OG0000616	Prbk.g_02262	Syaf.g_00518
OG0000617	Prbk.g_00613	Syaf.g_01975
OG0000618	Prbk.g_00612	Syaf.g_01974
OG0000619	Prbk.g_00611	Syaf.g_01973
OG0000620	Prbk.g_00607	Syaf.g_01966
OG0000621	Prbk.g_00606	Syaf.g_01965
OG0000622	Prbk.g_00605	Syaf.g_01964
OG0000623	Prbk.g_00604	Syaf.g_01963
OG0000624	Prbk.g_00603	Syaf.g_01961
OG0000625	Prbk.g_00602	Syaf.g_01960
OG0000626	Prbk.g_00601	Syaf.g_01959
OG0000627	Prbk.g_02376	Syaf.g_01782
OG0000628	Prbk.g_02375	Syaf.g_01783
OG0000629	Prbk.g_02372	Syaf.g_01786
OG0000630	Prbk.g_02368	Syaf.g_01790
OG0000631	Prbk.g_02362	Syaf.g_01801
OG0000632	Prbk.g_02361	Syaf.g_01802
OG0000633	Prbk.g_02360	Syaf.g_01803
OG0000634	Prbk.g_02464	Syaf.g_02053
OG0000635	Prbk.g_02465	Syaf.g_02052
OG0000636	Prbk.g_02467	Syaf.g_02050
OG0000637	Prbk.g_02469	Syaf.g_02048
OG0000638	Prbk.g_02470	Syaf.g_02047
OG0000639	Prbk.g_02471	Syaf.g_02046
OG0000640	Prbk.g_02472	Syaf.g_02045
OG0000641	Prbk.g_02476	Syaf.g_02041
OG0000642	Prbk.g_02477	Syaf.g_02040
OG0000643	Prbk.g_02478	Syaf.g_02038
OG0000644	Prbk.g_02479	Syaf.g_02037
OG0000645	Prbk.g_02480	Syaf.g_02035
OG0000646	Prbk.g_02483	Syaf.g_02032
OG0000647	Prbk.g_02486	Syaf.g_02030
OG0000648	Prbk.g_02488	Syaf.g_02027
OG0000649	Prbk.g_02489	Syaf.g_02026
OG0000650	Prbk.g_02490	Syaf.g_02025
OG0000651	Prbk.g_02491	Syaf.g_02024
OG0000652	Prbk.g_02492	Syaf.g_02023
OG0000653	Prbk.g_02494	Syaf.g_02021
OG0000654	Prbk.g_02495	Syaf.g_02020
OG0000655	Prbk.g_02496	Syaf.g_02019
OG0000656	Prbk.g_02499	Syaf.g_02016
OG0000657	Prbk.g_02532	Syaf.g_01384
OG0000658	Prbk.g_02534	Syaf.g_01381
OG0000659	Prbk.g_02535	Syaf.g_01380
OG0000660	Prbk.g_02539	Syaf.g_01376
OG0000661	Prbk.g_02541	Syaf.g_01374
OG0000662	Prbk.g_02543	Syaf.g_01372
OG0000663	Prbk.g_02546	Syaf.g_01369
OG0000664	Prbk.g_02547	Syaf.g_01368
OG0000665	Prbk.g_02560	Syaf.g_00980
OG0000666	Prbk.g_02563	Syaf.g_01733
OG0000667	Prbk.g_02570	Syaf.g_01635
OG0000668	Prbk.g_00582	Syaf.g_01928
OG0000669	Prbk.g_02580	Syaf.g_02112
OG0000670	Prbk.g_01662	Syaf.g_02769
OG0000671	Prbk.g_02391	Syaf.g_02108
OG0000672	Prbk.g_02394	Syaf.g_02105
OG0000673	Prbk.g_02397	Syaf.g_02102
OG0000674	Prbk.g_02399	Syaf.g_02100
OG0000675	Prbk.g_02400	Syaf.g_02099
OG0000676	Prbk.g_02408	Syaf.g_02097
OG0000677	Prbk.g_02410	Syaf.g_02096
OG0000678	Prbk.g_02415	Syaf.g_02092
OG0000679	Prbk.g_02435	Syaf.g_02083
OG0000680	Prbk.g_02436	Syaf.g_02082
OG0000681	Prbk.g_02438	Syaf.g_02079
OG0000682	Prbk.g_02439	Syaf.g_02078
OG0000683	Prbk.g_02440	Syaf.g_02077
OG0000684	Prbk.g_02453	Syaf.g_02072
OG0000685	Prbk.g_02451	Syaf.g_02070
OG0000686	Prbk.g_02450	Syaf.g_02069
OG0000687	Prbk.g_02449	Syaf.g_02068
OG0000688	Prbk.g_02455	Syaf.g_02063
OG0000689	Prbk.g_02456	Syaf.g_02061
OG0000690	Prbk.g_02457	Syaf.g_02060
OG0000691	Prbk.g_02458	Syaf.g_02059
OG0000692	Prbk.g_02459	Syaf.g_02058
OG0000693	Prbk.g_02460	Syaf.g_02057
OG0000694	Prbk.g_02461	Syaf.g_02056
OG0000695	Prbk.g_02358	Syaf.g_01805
OG0000696	Prbk.g_02357	Syaf.g_01806
OG0000697	Prbk.g_02355	Syaf.g_01808
OG0000698	Prbk.g_02352	Syaf.g_01811
OG0000699	Prbk.g_02350	Syaf.g_01813
OG0000700	Prbk.g_02349	Syaf.g_01814
OG0000701	Prbk.g_02348	Syaf.g_01815
OG0000702	Prbk.g_02340	Syaf.g_01843
OG0000703	Prbk.g_02339	Syaf.g_01844
OG0000704	Prbk.g_02337	Syaf.g_01846
OG0000705	Prbk.g_02331	Syaf.g_01853
OG0000706	Prbk.g_02330	Syaf.g_01854
OG0000707	Prbk.g_02329	Syaf.g_01855
OG0000708	Prbk.g_02327	Syaf.g_01858
OG0000709	Prbk.g_02320	Syaf.g_01867
OG0000710	Prbk.g_02316	Syaf.g_01878
OG0000711	Prbk.g_02293	Syaf.g_01908
OG0000712	Prbk.g_02292	Syaf.g_01910
OG0000713	Prbk.g_00562	Syaf.g_01911
OG0000714	Prbk.g_00566	Syaf.g_01913
OG0000715	Prbk.g_00568	Syaf.g_01915
OG0000716	Prbk.g_00572	Syaf.g_01919
OG0000717	Prbk.g_00573	Syaf.g_01920
OG0000718	Prbk.g_00578	Syaf.g_01924
OG0000719	Prbk.g_00580	Syaf.g_01926
OG0000720	Prbk.g_00593	Syaf.g_01939
OG0000721	Prbk.g_00594	Syaf.g_01941
OG0000722	Prbk.g_00595	Syaf.g_01942
OG0000723	Prbk.g_00599	Syaf.g_01957
OG0000724	Prbk.g_00061	Syaf.g_01418
OG0000725	Prbk.g_00054	Syaf.g_01445
OG0000726	Prbk.g_00053	Syaf.g_01446
OG0000727	Prbk.g_00052	Syaf.g_01447
OG0000728	Prbk.g_00051	Syaf.g_01449
OG0000729	Prbk.g_01531	Syaf.g_00405
OG0000730	Prbk.g_00869	Syaf.g_00026
OG0000731	Prbk.g_00879	Syaf.g_00014
OG0000732	Prbk.g_01601	Syaf.g_00444
OG0000733	Prbk.g_02202	Syaf.g_00615
OG0000734	Prbk.g_00004	Syaf.g_00895
OG0000735	Prbk.g_01037	Syaf.g_01273
OG0000736	Prbk.g_01036	Syaf.g_01274
OG0000737	Prbk.g_01035	Syaf.g_01275
OG0000738	Prbk.g_01028	Syaf.g_01280
OG0000739	Prbk.g_01026	Syaf.g_01281
OG0000740	Prbk.g_01025	Syaf.g_01282
OG0000741	Prbk.g_01022	Syaf.g_01285
OG0000742	Prbk.g_01020	Syaf.g_01287
OG0000743	Prbk.g_01018	Syaf.g_01289
OG0000744	Prbk.g_01017	Syaf.g_01290
OG0000745	Prbk.g_00141	Syaf.g_01293
OG0000746	Prbk.g_00143	Syaf.g_01295
OG0000747	Prbk.g_00144	Syaf.g_01296
OG0000748	Prbk.g_00156	Syaf.g_01307
OG0000749	Prbk.g_00157	Syaf.g_01309
OG0000750	Prbk.g_00158	Syaf.g_01310
OG0000751	Prbk.g_00105	Syaf.g_01317
OG0000752	Prbk.g_00103	Syaf.g_01319
OG0000753	Prbk.g_00100	Syaf.g_01322
OG0000754	Prbk.g_01501	Syaf.g_01611
OG0000755	Prbk.g_00139	Syaf.g_01599
OG0000756	Prbk.g_00138	Syaf.g_01598
OG0000757	Prbk.g_00131	Syaf.g_01590
OG0000758	Prbk.g_00130	Syaf.g_01589
OG0000759	Prbk.g_00129	Syaf.g_01588
OG0000760	Prbk.g_00128	Syaf.g_01587
OG0000761	Prbk.g_00127	Syaf.g_01586
OG0000762	Prbk.g_01503	Syaf.g_01584
OG0000763	Prbk.g_01505	Syaf.g_01582
OG0000764	Prbk.g_01506	Syaf.g_01581
OG0000765	Prbk.g_00178	Syaf.g_01564
OG0000766	Prbk.g_00177	Syaf.g_01563
OG0000767	Prbk.g_00175	Syaf.g_01561
OG0000768	Prbk.g_00174	Syaf.g_01560
OG0000769	Prbk.g_00098	Syaf.g_01558
OG0000770	Prbk.g_00122	Syaf.g_01553
OG0000771	Prbk.g_00066	Syaf.g_01411
OG0000772	Prbk.g_02011	Syaf.g_01705
OG0000773	Prbk.g_00162	Syaf.g_01268
OG0000774	Prbk.g_01192	Syaf.g_01263
OG0000775	Prbk.g_01190	Syaf.g_01261
OG0000776	Prbk.g_01189	Syaf.g_01260
OG0000777	Prbk.g_01188	Syaf.g_01259
OG0000778	Prbk.g_01187	Syaf.g_01258
OG0000779	Prbk.g_01182	Syaf.g_01252
OG0000780	Prbk.g_01179	Syaf.g_01249
OG0000781	Prbk.g_01175	Syaf.g_01245
OG0000782	Prbk.g_01174	Syaf.g_01244
OG0000783	Prbk.g_01173	Syaf.g_01243
OG0000784	Prbk.g_01172	Syaf.g_01242
OG0000785	Prbk.g_01170	Syaf.g_01240
OG0000786	Prbk.g_01167	Syaf.g_02546
OG0000787	Prbk.g_01166	Syaf.g_02547
OG0000788	Prbk.g_00334	Syaf.g_02297
OG0000789	Prbk.g_01691	Syaf.g_01750
OG0000790	Prbk.g_02048	Syaf.g_02738
OG0000791	Prbk.g_02046	Syaf.g_02740
OG0000792	Prbk.g_02045	Syaf.g_02741
OG0000793	Prbk.g_02041	Syaf.g_02746
OG0000794	Prbk.g_02040	Syaf.g_02747
OG0000795	Prbk.g_02039	Syaf.g_02748
OG0000796	Prbk.g_02035	Syaf.g_02752
OG0000797	Prbk.g_02034	Syaf.g_02753
OG0000798	Prbk.g_00414	Syaf.g_00240
OG0000799	Prbk.g_01929	Syaf.g_02380
OG0000800	Prbk.g_01930	Syaf.g_02383
OG0000801	Prbk.g_01931	Syaf.g_02384
OG0000802	Prbk.g_01938	Syaf.g_02388
OG0000803	Prbk.g_00244	Syaf.g_02393
OG0000804	Prbk.g_00246	Syaf.g_02396
OG0000805	Prbk.g_00248	Syaf.g_02398
OG0000806	Prbk.g_00250	Syaf.g_02405
OG0000807	Prbk.g_00252	Syaf.g_02406
OG0000808	Prbk.g_00253	Syaf.g_02407
OG0000809	Prbk.g_00257	Syaf.g_02410
OG0000810	Prbk.g_00258	Syaf.g_02411
OG0000811	Prbk.g_00270	Syaf.g_02420
OG0000812	Prbk.g_00272	Syaf.g_02422
OG0000813	Prbk.g_00273	Syaf.g_02423
OG0000814	Prbk.g_00275	Syaf.g_02425
OG0000815	Prbk.g_00276	Syaf.g_02426
OG0000816	Prbk.g_00278	Syaf.g_02428
OG0000817	Prbk.g_00279	Syaf.g_02429
OG0000818	Prbk.g_01237	Syaf.g_02442
OG0000819	Prbk.g_01236	Syaf.g_02443
OG0000820	Prbk.g_01235	Syaf.g_02444
OG0000821	Prbk.g_01228	Syaf.g_02450
OG0000822	Prbk.g_01226	Syaf.g_02452
OG0000823	Prbk.g_01225	Syaf.g_02453
OG0000824	Prbk.g_01221	Syaf.g_02459
OG0000825	Prbk.g_01220	Syaf.g_02460
OG0000826	Prbk.g_01219	Syaf.g_02461
OG0000827	Prbk.g_01218	Syaf.g_02462
OG0000828	Prbk.g_01215	Syaf.g_02465
OG0000829	Prbk.g_01214	Syaf.g_02466
OG0000830	Prbk.g_01213	Syaf.g_02467
OG0000831	Prbk.g_01211	Syaf.g_02470
OG0000832	Prbk.g_02006	Syaf.g_01109
OG0000833	Prbk.g_01998	Syaf.g_01100
OG0000834	Prbk.g_01997	Syaf.g_01098
OG0000835	Prbk.g_01996	Syaf.g_01097
OG0000836	Prbk.g_01994	Syaf.g_01093
OG0000837	Prbk.g_01993	Syaf.g_01091
OG0000838	Prbk.g_01990	Syaf.g_01087
OG0000839	Prbk.g_01989	Syaf.g_01086
OG0000840	Prbk.g_01988	Syaf.g_01085
OG0000841	Prbk.g_01987	Syaf.g_01084
OG0000842	Prbk.g_01986	Syaf.g_01083
OG0000843	Prbk.g_01985	Syaf.g_01082
OG0000844	Prbk.g_01983	Syaf.g_01080
OG0000845	Prbk.g_01982	Syaf.g_01079
OG0000846	Prbk.g_01981	Syaf.g_01078
OG0000847	Prbk.g_01980	Syaf.g_01077
OG0000848	Prbk.g_01979	Syaf.g_01075
OG0000849	Prbk.g_01978	Syaf.g_01074
OG0000850	Prbk.g_01977	Syaf.g_01072
OG0000851	Prbk.g_00937	Syaf.g_01061
OG0000852	Prbk.g_00936	Syaf.g_01060
OG0000853	Prbk.g_00932	Syaf.g_01056
OG0000854	Prbk.g_00930	Syaf.g_01054
OG0000855	Prbk.g_00929	Syaf.g_01053
OG0000856	Prbk.g_02619	Syaf.g_02328
OG0000857	Prbk.g_02485	Syaf.g_02031
OG0000858	Prbk.g_00918	Syaf.g_01047
OG0000859	Prbk.g_00917	Syaf.g_01046
OG0000860	Prbk.g_00905	Syaf.g_01031
OG0000861	Prbk.g_00904	Syaf.g_01030
OG0000862	Prbk.g_00902	Syaf.g_01029
OG0000863	Prbk.g_01451	Syaf.g_01026
OG0000864	Prbk.g_01450	Syaf.g_01025
OG0000865	Prbk.g_01449	Syaf.g_01024
OG0000866	Prbk.g_01448	Syaf.g_01023
OG0000867	Prbk.g_01447	Syaf.g_01022
OG0000868	Prbk.g_01445	Syaf.g_01019
OG0000869	Prbk.g_01442	Syaf.g_01014
OG0000870	Prbk.g_01437	Syaf.g_01009
OG0000871	Prbk.g_01436	Syaf.g_01008
OG0000872	Prbk.g_01434	Syaf.g_01001
OG0000873	Prbk.g_01431	Syaf.g_00998
OG0000874	Prbk.g_01427	Syaf.g_01002
OG0000875	Prbk.g_01426	Syaf.g_00996
OG0000876	Prbk.g_01425	Syaf.g_01198
OG0000877	Prbk.g_01422	Syaf.g_01188
OG0000878	Prbk.g_01421	Syaf.g_01187
OG0000879	Prbk.g_01420	Syaf.g_01186
OG0000880	Prbk.g_01419	Syaf.g_01185
OG0000881	Prbk.g_01414	Syaf.g_01179
OG0000882	Prbk.g_01409	Syaf.g_01174
OG0000883	Prbk.g_01407	Syaf.g_01172
OG0000884	Prbk.g_01405	Syaf.g_01170
OG0000885	Prbk.g_01404	Syaf.g_01169
OG0000886	Prbk.g_01403	Syaf.g_01168
OG0000887	Prbk.g_01402	Syaf.g_01167
OG0000888	Prbk.g_01400	Syaf.g_01165
OG0000889	Prbk.g_01398	Syaf.g_01163
OG0000890	Prbk.g_01384	Syaf.g_01157
OG0000891	Prbk.g_01383	Syaf.g_01156
OG0000892	Prbk.g_01381	Syaf.g_01154
OG0000893	Prbk.g_01901	Syaf.g_00178
OG0000894	Prbk.g_01905	Syaf.g_00175
OG0000895	Prbk.g_01910	Syaf.g_00171
OG0000896	Prbk.g_01911	Syaf.g_00170
OG0000897	Prbk.g_01913	Syaf.g_00168
OG0000898	Prbk.g_01914	Syaf.g_00167
OG0000899	Prbk.g_01915	Syaf.g_00166
OG0000900	Prbk.g_01916	Syaf.g_00165
OG0000901	Prbk.g_01920	Syaf.g_00160
OG0000902	Prbk.g_01922	Syaf.g_00158
OG0000903	Prbk.g_00990	Syaf.g_00141
OG0000904	Prbk.g_00995	Syaf.g_00146
OG0000905	Prbk.g_00997	Syaf.g_00151
OG0000906	Prbk.g_01926	Syaf.g_00154
OG0000907	Prbk.g_00988	Syaf.g_00139
OG0000908	Prbk.g_00985	Syaf.g_00136
OG0000909	Prbk.g_00984	Syaf.g_00135
OG0000910	Prbk.g_00983	Syaf.g_00134
OG0000911	Prbk.g_00981	Syaf.g_00132
OG0000912	Prbk.g_00980	Syaf.g_00131
OG0000913	Prbk.g_00979	Syaf.g_00130
OG0000914	Prbk.g_00978	Syaf.g_00129
OG0000915	Prbk.g_00977	Syaf.g_00127
OG0000916	Prbk.g_00976	Syaf.g_00126
OG0000917	Prbk.g_00975	Syaf.g_00125
OG0000918	Prbk.g_00974	Syaf.g_00124
OG0000919	Prbk.g_00973	Syaf.g_00123
OG0000920	Prbk.g_00972	Syaf.g_00122
OG0000921	Prbk.g_00971	Syaf.g_00121
OG0000922	Prbk.g_00970	Syaf.g_00120
OG0000923	Prbk.g_00966	Syaf.g_00116
OG0000924	Prbk.g_00965	Syaf.g_00115
OG0000925	Prbk.g_00964	Syaf.g_00114
OG0000926	Prbk.g_00963	Syaf.g_00113
OG0000927	Prbk.g_00961	Syaf.g_00111
OG0000928	Prbk.g_00960	Syaf.g_00110
OG0000929	Prbk.g_00959	Syaf.g_00109
OG0000930	Prbk.g_00958	Syaf.g_00108
OG0000931	Prbk.g_00957	Syaf.g_00107
OG0000932	Prbk.g_00956	Syaf.g_00106
OG0000933	Prbk.g_00951	Syaf.g_00100
OG0000934	Prbk.g_00949	Syaf.g_00098
OG0000935	Prbk.g_00948	Syaf.g_00097
OG0000936	Prbk.g_00947	Syaf.g_00096
OG0000937	Prbk.g_00946	Syaf.g_00095
OG0000938	Prbk.g_00797	Syaf.g_00092
OG0000939	Prbk.g_00798	Syaf.g_00091
OG0000940	Prbk.g_00807	Syaf.g_00084
OG0000941	Prbk.g_00809	Syaf.g_00082
OG0000942	Prbk.g_00811	Syaf.g_00080
OG0000943	Prbk.g_00812	Syaf.g_00079
OG0000944	Prbk.g_00814	Syaf.g_00077
OG0000945	Prbk.g_00816	Syaf.g_00075
OG0000946	Prbk.g_00844	Syaf.g_00070
OG0000947	Prbk.g_00847	Syaf.g_00067
OG0000948	Prbk.g_00848	Syaf.g_00066
OG0000949	Prbk.g_00851	Syaf.g_00337
OG0000950	Prbk.g_00513	Syaf.g_00351
OG0000951	Prbk.g_00518	Syaf.g_00358
OG0000952	Prbk.g_00525	Syaf.g_00363
OG0000953	Prbk.g_00529	Syaf.g_00367
OG0000954	Prbk.g_00216	Syaf.g_00372
OG0000955	Prbk.g_00217	Syaf.g_00373
OG0000956	Prbk.g_00219	Syaf.g_00375
OG0000957	Prbk.g_00235	Syaf.g_00386
OG0000958	Prbk.g_00236	Syaf.g_00387
OG0000959	Prbk.g_01482	Syaf.g_00391
OG0000960	Prbk.g_01483	Syaf.g_00392
OG0000961	Prbk.g_01494	Syaf.g_00402
OG0000962	Prbk.g_01530	Syaf.g_00404
OG0000963	Prbk.g_01535	Syaf.g_00409
OG0000964	Prbk.g_01536	Syaf.g_00410
OG0000965	Prbk.g_01537	Syaf.g_00411
OG0000966	Prbk.g_01571	Syaf.g_00421
OG0000967	Prbk.g_01577	Syaf.g_00426
OG0000968	Prbk.g_01580	Syaf.g_00417
OG0000969	Prbk.g_01582	Syaf.g_00423
OG0000970	Prbk.g_01583	Syaf.g_00424
OG0000971	Prbk.g_01585	Syaf.g_00429
OG0000972	Prbk.g_01586	Syaf.g_00430
OG0000973	Prbk.g_01587	Syaf.g_00431
OG0000974	Prbk.g_01588	Syaf.g_00432
OG0000975	Prbk.g_01589	Syaf.g_00433
OG0000976	Prbk.g_01590	Syaf.g_00434
OG0000977	Prbk.g_01592	Syaf.g_00436
OG0000978	Prbk.g_01593	Syaf.g_00437
OG0000979	Prbk.g_01596	Syaf.g_00440
OG0000980	Prbk.g_01600	Syaf.g_00443
OG0000981	Prbk.g_01603	Syaf.g_00446
OG0000982	Prbk.g_02161	Syaf.g_00645
OG0000983	Prbk.g_02162	Syaf.g_00644
OG0000984	Prbk.g_02163	Syaf.g_00643
OG0000985	Prbk.g_02167	Syaf.g_00641
OG0000986	Prbk.g_02169	Syaf.g_00639
OG0000987	Prbk.g_02171	Syaf.g_00637
OG0000988	Prbk.g_02175	Syaf.g_00633
OG0000989	Prbk.g_02185	Syaf.g_00624
OG0000990	Prbk.g_02207	Syaf.g_00606
OG0000991	Prbk.g_02210	Syaf.g_00604
OG0000992	Prbk.g_02213	Syaf.g_00601
OG0000993	Prbk.g_02214	Syaf.g_00600
OG0000994	Prbk.g_02217	Syaf.g_00597
OG0000995	Prbk.g_02226	Syaf.g_00592
OG0000996	Prbk.g_02239	Syaf.g_00543
OG0000997	Prbk.g_02248	Syaf.g_00532
OG0000998	Prbk.g_02250	Syaf.g_00530
OG0000999	Prbk.g_02251	Syaf.g_00529
OG0001000	Prbk.g_02254	Syaf.g_00526
OG0001001	Prbk.g_02258	Syaf.g_00521
OG0001002	Prbk.g_02265	Syaf.g_00515
OG0001003	Prbk.g_02267	Syaf.g_00514
OG0001004	Prbk.g_02268	Syaf.g_00513
OG0001005	Prbk.g_02270	Syaf.g_00510
OG0001006	Prbk.g_02276	Syaf.g_00500
OG0001007	Prbk.g_02278	Syaf.g_00498
OG0001008	Prbk.g_00327	Syaf.g_01215
OG0001009	Prbk.g_01622	Syaf.g_00466
OG0001010	Prbk.g_01621	Syaf.g_00465
OG0001011	Prbk.g_01619	Syaf.g_00463
OG0001012	Prbk.g_02158	Syaf.g_00649
OG0001013	Prbk.g_02133	Syaf.g_00669
OG0001014	Prbk.g_02124	Syaf.g_00691
OG0001015	Prbk.g_02123	Syaf.g_00692
OG0001016	Prbk.g_01315	Syaf.g_00958
OG0001017	Prbk.g_01309	Syaf.g_00952
OG0001018	Prbk.g_01307	Syaf.g_00950
OG0001019	Prbk.g_01294	Syaf.g_00931
OG0001020	Prbk.g_00035	Syaf.g_00926
OG0001021	Prbk.g_00031	Syaf.g_00922
OG0001022	Prbk.g_00026	Syaf.g_00918
OG0001023	Prbk.g_00025	Syaf.g_00917
OG0001024	Prbk.g_00021	Syaf.g_00913
OG0001025	Prbk.g_00014	Syaf.g_00906
OG0001026	Prbk.g_00001	Syaf.g_00893
OG0001027	Prbk.g_00190	Syaf.g_00884
OG0001028	Prbk.g_00192	Syaf.g_00882
OG0001029	Prbk.g_00194	Syaf.g_00880
OG0001030	Prbk.g_00547	Syaf.g_00860
OG0001031	Prbk.g_01275	Syaf.g_00784
OG0001032	Prbk.g_01272	Syaf.g_00781
OG0001034	Prbk.g_01521	Syaf.g_02787
OG0001035	Prbk.g_00372	Syaf.g_00207
OG0001036	Prbk.g_00376	Syaf.g_00212
OG0001037	Prbk.g_00378	Syaf.g_00214
OG0001038	Prbk.g_00415	Syaf.g_00242
OG0001039	Prbk.g_00418	Syaf.g_00245
OG0001040	Prbk.g_00421	Syaf.g_00248
OG0001041	Prbk.g_00426	Syaf.g_00253
OG0001042	Prbk.g_00451	Syaf.g_00275
OG0001043	Prbk.g_00453	Syaf.g_00279
OG0001044	Prbk.g_00870	Syaf.g_00024
OG0001045	Prbk.g_00882	Syaf.g_00011
OG0001046	Prbk.g_00924	Syaf.g_01894
OG0001047	Prbk.g_00325	Syaf.g_01217
OG0001048	Prbk.g_00324	Syaf.g_01218
OG0001049	Prbk.g_00321	Syaf.g_01226
OG0001050	Prbk.g_00320	Syaf.g_01227
OG0001051	Prbk.g_00319	Syaf.g_01228
OG0001052	Prbk.g_02109	Syaf.g_02502
OG0001053	Prbk.g_02064	Syaf.g_02718
OG0001054	Prbk.g_01861	Syaf.g_02701
OG0001056	Prbk.g_01085	Syaf.g_02649
OG0001057	Prbk.g_01097	Syaf.g_02638
OG0001058	Prbk.g_01893	Syaf.g_02624
OG0001059	Prbk.g_01889	Syaf.g_02620
OG0001060	Prbk.g_01882	Syaf.g_02614
OG0001061	Prbk.g_01109	Syaf.g_02590
OG0001062	Prbk.g_01111	Syaf.g_02588
OG0001063	Prbk.g_01115	Syaf.g_02583
OG0001064	Prbk.g_01116	Syaf.g_02582
OG0001065	Prbk.g_01117	Syaf.g_02581
OG0001066	Prbk.g_01118	Syaf.g_02580
OG0001067	Prbk.g_01119	Syaf.g_02579
OG0001068	Prbk.g_01120	Syaf.g_02578
OG0001069	Prbk.g_01121	Syaf.g_02577
OG0001070	Prbk.g_01125	Syaf.g_02574
OG0001071	Prbk.g_01126	Syaf.g_02573
OG0001072	Prbk.g_01129	Syaf.g_02569
OG0001073	Prbk.g_01148	Syaf.g_02555
OG0001074	Prbk.g_02602	Syaf.g_02365
OG0001075	Prbk.g_02603	Syaf.g_02363
OG0001076	Prbk.g_02611	Syaf.g_02337
OG0001077	Prbk.g_02621	Syaf.g_02325
OG0001078	Prbk.g_02632	Syaf.g_02309
OG0001079	Prbk.g_02651	Syaf.g_02296
OG0001080	Prbk.g_00738	Syaf.g_01740
OG0001081	Prbk.g_00728	Syaf.g_02144
OG0001082	Prbk.g_00727	Syaf.g_02143
OG0001083	Prbk.g_00719	Syaf.g_02136
