Orthogroup	Prbk	Pras
OG0000567	Prbk.g_01873	Pras.g_01444
OG0000568	Prbk.g_01871	Pras.g_01445
OG0000569	Prbk.g_01104	Pras.g_01446
OG0000570	Prbk.g_01105	Pras.g_01447
OG0000571	Prbk.g_01108	Pras.g_01449
OG0000572	Prbk.g_01124	Pras.g_01463
OG0000573	Prbk.g_01131	Pras.g_01468
OG0000574	Prbk.g_01132	Pras.g_01469
OG0000575	Prbk.g_01141	Pras.g_01473
OG0000576	Prbk.g_01143	Pras.g_01475
OG0000577	Prbk.g_01144	Pras.g_01476
OG0000578	Prbk.g_01145	Pras.g_01477
OG0000579	Prbk.g_01146	Pras.g_01478
OG0000580	Prbk.g_01147	Pras.g_01479
OG0000581	Prbk.g_01151	Pras.g_01481
OG0000582	Prbk.g_01155	Pras.g_01484
OG0000583	Prbk.g_01156	Pras.g_01485
OG0000584	Prbk.g_01157	Pras.g_01486
OG0000585	Prbk.g_01159	Pras.g_01488
OG0000586	Prbk.g_01161	Pras.g_01489
OG0000587	Prbk.g_01163	Pras.g_01490
OG0000588	Prbk.g_02605	Pras.g_01494
OG0000589	Prbk.g_02608	Pras.g_01497
OG0000590	Prbk.g_02609	Pras.g_01498
OG0000591	Prbk.g_02616	Pras.g_01501
OG0000592	Prbk.g_02617	Pras.g_01502
OG0000593	Prbk.g_02627	Pras.g_01508
OG0000594	Prbk.g_02628	Pras.g_01509
OG0000595	Prbk.g_02629	Pras.g_01510
OG0000596	Prbk.g_02634	Pras.g_01514
OG0000597	Prbk.g_02637	Pras.g_01516
OG0000598	Prbk.g_02638	Pras.g_01517
OG0000599	Prbk.g_02648	Pras.g_01520
OG0000600	Prbk.g_02649	Pras.g_01521
OG0000601	Prbk.g_02650	Pras.g_01522
OG0000602	Prbk.g_02654	Pras.g_01524
OG0000603	Prbk.g_02655	Pras.g_01525
OG0000604	Prbk.g_02656	Pras.g_01526
OG0000605	Prbk.g_00740	Pras.g_01527
OG0000606	Prbk.g_00729	Pras.g_01530
OG0000607	Prbk.g_00726	Pras.g_01533
OG0000608	Prbk.g_00725	Pras.g_01534
OG0000609	Prbk.g_00723	Pras.g_01535
OG0000610	Prbk.g_00715	Pras.g_01540
OG0000611	Prbk.g_00712	Pras.g_01543
OG0000612	Prbk.g_00711	Pras.g_01544
OG0000613	Prbk.g_00478	Pras.g_01549
OG0000614	Prbk.g_01802	Pras.g_01568
OG0000615	Prbk.g_02429	Pras.g_01576
OG0000616	Prbk.g_02262	Pras.g_01580
OG0000617	Prbk.g_00613	Pras.g_01612
OG0000618	Prbk.g_00612	Pras.g_01613
OG0000619	Prbk.g_00611	Pras.g_01614
OG0000620	Prbk.g_00607	Pras.g_01617
OG0000621	Prbk.g_00606	Pras.g_01618
OG0000622	Prbk.g_00605	Pras.g_01619
OG0000623	Prbk.g_00604	Pras.g_01620
OG0000624	Prbk.g_00603	Pras.g_01621
OG0000625	Prbk.g_00602	Pras.g_01622
OG0000626	Prbk.g_00601	Pras.g_01623
OG0000627	Prbk.g_02376	Pras.g_01624
OG0000628	Prbk.g_02375	Pras.g_01625
OG0000629	Prbk.g_02372	Pras.g_01626
OG0000630	Prbk.g_02368	Pras.g_01629
OG0000631	Prbk.g_02362	Pras.g_01692
OG0000632	Prbk.g_02361	Pras.g_01693
OG0000633	Prbk.g_02360	Pras.g_01694
OG0000634	Prbk.g_02464	Pras.g_01697
OG0000635	Prbk.g_02465	Pras.g_01698
OG0000636	Prbk.g_02467	Pras.g_01700
OG0000637	Prbk.g_02469	Pras.g_01702
OG0000638	Prbk.g_02470	Pras.g_01703
OG0000639	Prbk.g_02471	Pras.g_01704
OG0000640	Prbk.g_02472	Pras.g_01705
OG0000641	Prbk.g_02476	Pras.g_01709
OG0000642	Prbk.g_02477	Pras.g_01710
OG0000643	Prbk.g_02478	Pras.g_01711
OG0000644	Prbk.g_02479	Pras.g_01712
OG0000645	Prbk.g_02480	Pras.g_01713
OG0000646	Prbk.g_02483	Pras.g_01715
OG0000647	Prbk.g_02486	Pras.g_01716
OG0000648	Prbk.g_02488	Pras.g_01718
OG0000649	Prbk.g_02489	Pras.g_01719
OG0000650	Prbk.g_02490	Pras.g_01720
OG0000651	Prbk.g_02491	Pras.g_01721
OG0000652	Prbk.g_02492	Pras.g_01722
OG0000653	Prbk.g_02494	Pras.g_01724
OG0000654	Prbk.g_02495	Pras.g_01725
OG0000655	Prbk.g_02496	Pras.g_01726
OG0000656	Prbk.g_02499	Pras.g_01729
OG0000657	Prbk.g_02532	Pras.g_01736
OG0000658	Prbk.g_02534	Pras.g_01737
OG0000659	Prbk.g_02535	Pras.g_01738
OG0000660	Prbk.g_02539	Pras.g_01742
OG0000661	Prbk.g_02541	Pras.g_01744
OG0000662	Prbk.g_02543	Pras.g_01746
OG0000663	Prbk.g_02546	Pras.g_01748
OG0000664	Prbk.g_02547	Pras.g_01749
OG0000665	Prbk.g_02560	Pras.g_01753
OG0000666	Prbk.g_02563	Pras.g_01754
OG0000667	Prbk.g_02570	Pras.g_01758
OG0000668	Prbk.g_00582	Pras.g_01788
OG0000669	Prbk.g_02580	Pras.g_01792
OG0000670	Prbk.g_01662	Pras.g_01794
OG0000671	Prbk.g_02391	Pras.g_01796
OG0000672	Prbk.g_02394	Pras.g_01799
OG0000673	Prbk.g_02397	Pras.g_01802
OG0000674	Prbk.g_02399	Pras.g_01804
OG0000675	Prbk.g_02400	Pras.g_01805
OG0000676	Prbk.g_02408	Pras.g_01807
OG0000677	Prbk.g_02410	Pras.g_01808
OG0000678	Prbk.g_02415	Pras.g_01810
OG0000679	Prbk.g_02435	Pras.g_01814
OG0000680	Prbk.g_02436	Pras.g_01815
OG0000681	Prbk.g_02438	Pras.g_01818
OG0000682	Prbk.g_02439	Pras.g_01819
OG0000683	Prbk.g_02440	Pras.g_01820
OG0000684	Prbk.g_02453	Pras.g_01821
OG0000685	Prbk.g_02451	Pras.g_01823
OG0000686	Prbk.g_02450	Pras.g_01824
OG0000687	Prbk.g_02449	Pras.g_01825
OG0000688	Prbk.g_02455	Pras.g_01828
OG0000689	Prbk.g_02456	Pras.g_01829
OG0000690	Prbk.g_02457	Pras.g_01830
OG0000691	Prbk.g_02458	Pras.g_01831
OG0000692	Prbk.g_02459	Pras.g_01833
OG0000693	Prbk.g_02460	Pras.g_01834
OG0000694	Prbk.g_02461	Pras.g_01835
OG0000695	Prbk.g_02358	Pras.g_01837
OG0000696	Prbk.g_02357	Pras.g_01838
OG0000697	Prbk.g_02355	Pras.g_01839
OG0000698	Prbk.g_02352	Pras.g_01842
OG0000699	Prbk.g_02350	Pras.g_01843
OG0000700	Prbk.g_02349	Pras.g_01844
OG0000701	Prbk.g_02348	Pras.g_01845
OG0000702	Prbk.g_02340	Pras.g_01847
OG0000703	Prbk.g_02339	Pras.g_01848
OG0000704	Prbk.g_02337	Pras.g_01849
OG0000705	Prbk.g_02331	Pras.g_01853
OG0000706	Prbk.g_02330	Pras.g_01854
OG0000707	Prbk.g_02329	Pras.g_01855
OG0000708	Prbk.g_02327	Pras.g_01856
OG0000709	Prbk.g_02320	Pras.g_01860
OG0000710	Prbk.g_02316	Pras.g_01863
OG0000711	Prbk.g_02293	Pras.g_01881
OG0000712	Prbk.g_02292	Pras.g_01883
OG0000713	Prbk.g_00562	Pras.g_01884
OG0000714	Prbk.g_00566	Pras.g_01885
OG0000715	Prbk.g_00568	Pras.g_01887
OG0000716	Prbk.g_00572	Pras.g_01889
OG0000717	Prbk.g_00573	Pras.g_01890
OG0000718	Prbk.g_00578	Pras.g_01903
OG0000719	Prbk.g_00580	Pras.g_01905
OG0000720	Prbk.g_00593	Pras.g_01914
OG0000721	Prbk.g_00594	Pras.g_01916
OG0000722	Prbk.g_00595	Pras.g_01917
OG0000723	Prbk.g_00599	Pras.g_01920
OG0000724	Prbk.g_00061	Pras.g_01929
OG0000725	Prbk.g_00054	Pras.g_01935
OG0000726	Prbk.g_00053	Pras.g_01936
OG0000727	Prbk.g_00052	Pras.g_01937
OG0000728	Prbk.g_00051	Pras.g_01939
OG0000729	Prbk.g_01531	Pras.g_01984
OG0000730	Prbk.g_00869	Pras.g_01988
OG0000731	Prbk.g_00879	Pras.g_01992
OG0000732	Prbk.g_01601	Pras.g_00003
OG0000733	Prbk.g_02202	Pras.g_00024
OG0000734	Prbk.g_00004	Pras.g_00041
OG0000735	Prbk.g_01037	Pras.g_00043
OG0000736	Prbk.g_01036	Pras.g_00044
OG0000737	Prbk.g_01035	Pras.g_00045
OG0000738	Prbk.g_01028	Pras.g_00049
OG0000739	Prbk.g_01026	Pras.g_00050
OG0000740	Prbk.g_01025	Pras.g_00051
OG0000741	Prbk.g_01022	Pras.g_00052
OG0000742	Prbk.g_01020	Pras.g_00055
OG0000743	Prbk.g_01018	Pras.g_00057
OG0000744	Prbk.g_01017	Pras.g_00058
OG0000745	Prbk.g_00141	Pras.g_00059
OG0000746	Prbk.g_00143	Pras.g_00061
OG0000747	Prbk.g_00144	Pras.g_00062
OG0000748	Prbk.g_00156	Pras.g_00065
OG0000749	Prbk.g_00157	Pras.g_00066
OG0000750	Prbk.g_00158	Pras.g_00067
OG0000751	Prbk.g_00105	Pras.g_00069
OG0000752	Prbk.g_00103	Pras.g_00071
OG0000753	Prbk.g_00100	Pras.g_00074
OG0000754	Prbk.g_01501	Pras.g_00077
OG0000755	Prbk.g_00139	Pras.g_00080
OG0000756	Prbk.g_00138	Pras.g_00081
OG0000757	Prbk.g_00131	Pras.g_00087
OG0000758	Prbk.g_00130	Pras.g_00088
OG0000759	Prbk.g_00129	Pras.g_00089
OG0000760	Prbk.g_00128	Pras.g_00090
OG0000761	Prbk.g_00127	Pras.g_00091
OG0000762	Prbk.g_01503	Pras.g_00092
OG0000763	Prbk.g_01505	Pras.g_00094
OG0000764	Prbk.g_01506	Pras.g_00095
OG0000765	Prbk.g_00178	Pras.g_00105
OG0000766	Prbk.g_00177	Pras.g_00106
OG0000767	Prbk.g_00175	Pras.g_00108
OG0000768	Prbk.g_00174	Pras.g_00109
OG0000769	Prbk.g_00098	Pras.g_00111
OG0000770	Prbk.g_00122	Pras.g_00113
OG0000771	Prbk.g_00066	Pras.g_00122
OG0000772	Prbk.g_02011	Pras.g_00178
OG0000773	Prbk.g_00162	Pras.g_00199
OG0000774	Prbk.g_01192	Pras.g_00201
OG0000775	Prbk.g_01190	Pras.g_00204
OG0000776	Prbk.g_01189	Pras.g_00205
OG0000777	Prbk.g_01188	Pras.g_00206
OG0000778	Prbk.g_01187	Pras.g_00207
OG0000779	Prbk.g_01182	Pras.g_00211
OG0000780	Prbk.g_01179	Pras.g_00212
OG0000781	Prbk.g_01175	Pras.g_00214
OG0000782	Prbk.g_01174	Pras.g_00216
OG0000783	Prbk.g_01173	Pras.g_00217
OG0000784	Prbk.g_01172	Pras.g_00218
OG0000785	Prbk.g_01170	Pras.g_00220
OG0000786	Prbk.g_01167	Pras.g_00223
OG0000787	Prbk.g_01166	Pras.g_00224
OG0000788	Prbk.g_00334	Pras.g_00237
OG0000789	Prbk.g_01691	Pras.g_00240
OG0000790	Prbk.g_02048	Pras.g_00255
OG0000791	Prbk.g_02046	Pras.g_00257
OG0000792	Prbk.g_02045	Pras.g_00258
OG0000793	Prbk.g_02041	Pras.g_00261
OG0000794	Prbk.g_02040	Pras.g_00262
OG0000795	Prbk.g_02039	Pras.g_00263
OG0000796	Prbk.g_02035	Pras.g_00267
OG0000797	Prbk.g_02034	Pras.g_00268
OG0000798	Prbk.g_00414	Pras.g_00286
OG0000799	Prbk.g_01929	Pras.g_00332
OG0000800	Prbk.g_01930	Pras.g_00333
OG0000801	Prbk.g_01931	Pras.g_00334
OG0000802	Prbk.g_01938	Pras.g_00336
OG0000803	Prbk.g_00244	Pras.g_00338
OG0000804	Prbk.g_00246	Pras.g_00339
OG0000805	Prbk.g_00248	Pras.g_00341
OG0000806	Prbk.g_00250	Pras.g_00343
OG0000807	Prbk.g_00252	Pras.g_00344
OG0000808	Prbk.g_00253	Pras.g_00345
OG0000809	Prbk.g_00257	Pras.g_00348
OG0000810	Prbk.g_00258	Pras.g_00349
OG0000811	Prbk.g_00270	Pras.g_00353
OG0000812	Prbk.g_00272	Pras.g_00355
OG0000813	Prbk.g_00273	Pras.g_00356
OG0000814	Prbk.g_00275	Pras.g_00358
OG0000815	Prbk.g_00276	Pras.g_00359
OG0000816	Prbk.g_00278	Pras.g_00361
OG0000817	Prbk.g_00279	Pras.g_00362
OG0000818	Prbk.g_01237	Pras.g_00367
OG0000819	Prbk.g_01236	Pras.g_00368
OG0000820	Prbk.g_01235	Pras.g_00369
OG0000821	Prbk.g_01228	Pras.g_00373
OG0000822	Prbk.g_01226	Pras.g_00374
OG0000823	Prbk.g_01225	Pras.g_00375
OG0000824	Prbk.g_01221	Pras.g_00378
OG0000825	Prbk.g_01220	Pras.g_00379
OG0000826	Prbk.g_01219	Pras.g_00380
OG0000827	Prbk.g_01218	Pras.g_00381
OG0000828	Prbk.g_01215	Pras.g_00385
OG0000829	Prbk.g_01214	Pras.g_00386
OG0000830	Prbk.g_01213	Pras.g_00387
OG0000831	Prbk.g_01211	Pras.g_00389
OG0000832	Prbk.g_02006	Pras.g_00395
OG0000833	Prbk.g_01998	Pras.g_00405
OG0000834	Prbk.g_01997	Pras.g_00406
OG0000835	Prbk.g_01996	Pras.g_00407
OG0000836	Prbk.g_01994	Pras.g_00408
OG0000837	Prbk.g_01993	Pras.g_00409
OG0000838	Prbk.g_01990	Pras.g_00411
OG0000839	Prbk.g_01989	Pras.g_00412
OG0000840	Prbk.g_01988	Pras.g_00413
OG0000841	Prbk.g_01987	Pras.g_00414
OG0000842	Prbk.g_01986	Pras.g_00415
OG0000843	Prbk.g_01985	Pras.g_00416
OG0000844	Prbk.g_01983	Pras.g_00417
OG0000845	Prbk.g_01982	Pras.g_00418
OG0000846	Prbk.g_01981	Pras.g_00419
OG0000847	Prbk.g_01980	Pras.g_00420
OG0000848	Prbk.g_01979	Pras.g_00421
OG0000849	Prbk.g_01978	Pras.g_00422
OG0000850	Prbk.g_01977	Pras.g_00424
OG0000851	Prbk.g_00937	Pras.g_00425
OG0000852	Prbk.g_00936	Pras.g_00426
OG0000853	Prbk.g_00932	Pras.g_00430
OG0000854	Prbk.g_00930	Pras.g_00432
OG0000855	Prbk.g_00929	Pras.g_00433
OG0000856	Prbk.g_02619	Pras.g_00448
OG0000857	Prbk.g_02485	Pras.g_00473
OG0000858	Prbk.g_00918	Pras.g_00544
OG0000859	Prbk.g_00917	Pras.g_00545
OG0000860	Prbk.g_00905	Pras.g_00552
OG0000861	Prbk.g_00904	Pras.g_00553
OG0000862	Prbk.g_00902	Pras.g_00554
OG0000863	Prbk.g_01451	Pras.g_00556
OG0000864	Prbk.g_01450	Pras.g_00557
OG0000865	Prbk.g_01449	Pras.g_00558
OG0000866	Prbk.g_01448	Pras.g_00559
OG0000867	Prbk.g_01447	Pras.g_00560
OG0000868	Prbk.g_01445	Pras.g_00561
OG0000869	Prbk.g_01442	Pras.g_00565
OG0000870	Prbk.g_01437	Pras.g_00570
OG0000871	Prbk.g_01436	Pras.g_00571
OG0000872	Prbk.g_01434	Pras.g_00572
OG0000873	Prbk.g_01431	Pras.g_00575
OG0000874	Prbk.g_01427	Pras.g_00578
OG0000875	Prbk.g_01426	Pras.g_00579
OG0000876	Prbk.g_01425	Pras.g_00580
OG0000877	Prbk.g_01422	Pras.g_00582
OG0000878	Prbk.g_01421	Pras.g_00583
OG0000879	Prbk.g_01420	Pras.g_00584
OG0000880	Prbk.g_01419	Pras.g_00585
OG0000881	Prbk.g_01414	Pras.g_00589
OG0000882	Prbk.g_01409	Pras.g_00594
OG0000883	Prbk.g_01407	Pras.g_00596
OG0000884	Prbk.g_01405	Pras.g_00598
OG0000885	Prbk.g_01404	Pras.g_00599
OG0000886	Prbk.g_01403	Pras.g_00600
OG0000887	Prbk.g_01402	Pras.g_00601
OG0000888	Prbk.g_01400	Pras.g_00603
OG0000889	Prbk.g_01398	Pras.g_00605
OG0000890	Prbk.g_01384	Pras.g_00606
OG0000891	Prbk.g_01383	Pras.g_00607
OG0000892	Prbk.g_01381	Pras.g_00609
OG0000893	Prbk.g_01901	Pras.g_00613
OG0000894	Prbk.g_01905	Pras.g_00615
OG0000895	Prbk.g_01910	Pras.g_00618
OG0000896	Prbk.g_01911	Pras.g_00619
OG0000897	Prbk.g_01913	Pras.g_00621
OG0000898	Prbk.g_01914	Pras.g_00622
OG0000899	Prbk.g_01915	Pras.g_00623
OG0000900	Prbk.g_01916	Pras.g_00624
OG0000901	Prbk.g_01920	Pras.g_00627
OG0000902	Prbk.g_01922	Pras.g_00629
OG0000903	Prbk.g_00990	Pras.g_00632
OG0000904	Prbk.g_00995	Pras.g_00634
OG0000905	Prbk.g_00997	Pras.g_00639
OG0000906	Prbk.g_01926	Pras.g_00640
OG0000907	Prbk.g_00988	Pras.g_00645
OG0000908	Prbk.g_00985	Pras.g_00648
OG0000909	Prbk.g_00984	Pras.g_00649
OG0000910	Prbk.g_00983	Pras.g_00650
OG0000911	Prbk.g_00981	Pras.g_00652
OG0000912	Prbk.g_00980	Pras.g_00653
OG0000913	Prbk.g_00979	Pras.g_00654
OG0000914	Prbk.g_00978	Pras.g_00655
OG0000915	Prbk.g_00977	Pras.g_00656
OG0000916	Prbk.g_00976	Pras.g_00657
OG0000917	Prbk.g_00975	Pras.g_00658
OG0000918	Prbk.g_00974	Pras.g_00659
OG0000919	Prbk.g_00973	Pras.g_00660
OG0000920	Prbk.g_00972	Pras.g_00661
OG0000921	Prbk.g_00971	Pras.g_00662
OG0000922	Prbk.g_00970	Pras.g_00663
OG0000923	Prbk.g_00966	Pras.g_00667
OG0000924	Prbk.g_00965	Pras.g_00668
OG0000925	Prbk.g_00964	Pras.g_00669
OG0000926	Prbk.g_00963	Pras.g_00670
OG0000927	Prbk.g_00961	Pras.g_00672
OG0000928	Prbk.g_00960	Pras.g_00673
OG0000929	Prbk.g_00959	Pras.g_00674
OG0000930	Prbk.g_00958	Pras.g_00675
OG0000931	Prbk.g_00957	Pras.g_00676
OG0000932	Prbk.g_00956	Pras.g_00677
OG0000933	Prbk.g_00951	Pras.g_00681
OG0000934	Prbk.g_00949	Pras.g_00683
OG0000935	Prbk.g_00948	Pras.g_00684
OG0000936	Prbk.g_00947	Pras.g_00685
OG0000937	Prbk.g_00946	Pras.g_00686
OG0000938	Prbk.g_00797	Pras.g_00688
OG0000939	Prbk.g_00798	Pras.g_00689
OG0000940	Prbk.g_00807	Pras.g_00696
OG0000941	Prbk.g_00809	Pras.g_00698
OG0000942	Prbk.g_00811	Pras.g_00700
OG0000943	Prbk.g_00812	Pras.g_00701
OG0000944	Prbk.g_00814	Pras.g_00702
OG0000945	Prbk.g_00816	Pras.g_00703
OG0000946	Prbk.g_00844	Pras.g_00707
OG0000947	Prbk.g_00847	Pras.g_00709
OG0000948	Prbk.g_00848	Pras.g_00710
OG0000949	Prbk.g_00851	Pras.g_00713
OG0000950	Prbk.g_00513	Pras.g_00718
OG0000951	Prbk.g_00518	Pras.g_00722
OG0000952	Prbk.g_00525	Pras.g_00726
OG0000953	Prbk.g_00529	Pras.g_00729
OG0000954	Prbk.g_00216	Pras.g_00733
OG0000955	Prbk.g_00217	Pras.g_00734
OG0000956	Prbk.g_00219	Pras.g_00736
OG0000957	Prbk.g_00235	Pras.g_00741
OG0000958	Prbk.g_00236	Pras.g_00742
OG0000959	Prbk.g_01482	Pras.g_00746
OG0000960	Prbk.g_01483	Pras.g_00747
OG0000961	Prbk.g_01494	Pras.g_00749
OG0000962	Prbk.g_01530	Pras.g_00751
OG0000963	Prbk.g_01535	Pras.g_00755
OG0000964	Prbk.g_01536	Pras.g_00756
OG0000965	Prbk.g_01537	Pras.g_00757
OG0000966	Prbk.g_01571	Pras.g_00765
OG0000967	Prbk.g_01577	Pras.g_00770
OG0000968	Prbk.g_01580	Pras.g_00772
OG0000969	Prbk.g_01582	Pras.g_00773
OG0000970	Prbk.g_01583	Pras.g_00774
OG0000971	Prbk.g_01585	Pras.g_00775
OG0000972	Prbk.g_01586	Pras.g_00776
OG0000973	Prbk.g_01587	Pras.g_00777
OG0000974	Prbk.g_01588	Pras.g_00778
OG0000975	Prbk.g_01589	Pras.g_00779
OG0000976	Prbk.g_01590	Pras.g_00780
OG0000977	Prbk.g_01592	Pras.g_00781
OG0000978	Prbk.g_01593	Pras.g_00782
OG0000979	Prbk.g_01596	Pras.g_00785
OG0000980	Prbk.g_01600	Pras.g_00787
OG0000981	Prbk.g_01603	Pras.g_00789
OG0000982	Prbk.g_02161	Pras.g_00791
OG0000983	Prbk.g_02162	Pras.g_00792
OG0000984	Prbk.g_02163	Pras.g_00793
OG0000985	Prbk.g_02167	Pras.g_00796
OG0000986	Prbk.g_02169	Pras.g_00798
OG0000987	Prbk.g_02171	Pras.g_00799
OG0000988	Prbk.g_02175	Pras.g_00802
OG0000989	Prbk.g_02185	Pras.g_00805
OG0000990	Prbk.g_02207	Pras.g_00808
OG0000991	Prbk.g_02210	Pras.g_00809
OG0000992	Prbk.g_02213	Pras.g_00812
OG0000993	Prbk.g_02214	Pras.g_00813
OG0000994	Prbk.g_02217	Pras.g_00814
OG0000995	Prbk.g_02226	Pras.g_00818
OG0000996	Prbk.g_02239	Pras.g_00819
OG0000997	Prbk.g_02248	Pras.g_00820
OG0000998	Prbk.g_02250	Pras.g_00822
OG0000999	Prbk.g_02251	Pras.g_00823
OG0001000	Prbk.g_02254	Pras.g_00826
OG0001001	Prbk.g_02258	Pras.g_00828
OG0001002	Prbk.g_02265	Pras.g_00832
OG0001003	Prbk.g_02267	Pras.g_00834
OG0001004	Prbk.g_02268	Pras.g_00835
OG0001005	Prbk.g_02270	Pras.g_00836
OG0001006	Prbk.g_02276	Pras.g_00840
OG0001007	Prbk.g_02278	Pras.g_00842
OG0001008	Prbk.g_00327	Pras.g_01315
OG0001009	Prbk.g_01622	Pras.g_00869
OG0001010	Prbk.g_01621	Pras.g_00870
OG0001011	Prbk.g_01619	Pras.g_00871
OG0001012	Prbk.g_02158	Pras.g_00896
OG0001013	Prbk.g_02133	Pras.g_00901
OG0001014	Prbk.g_02124	Pras.g_00904
OG0001015	Prbk.g_02123	Pras.g_00905
OG0001016	Prbk.g_01315	Pras.g_00924
OG0001017	Prbk.g_01309	Pras.g_00928
OG0001018	Prbk.g_01307	Pras.g_00931
OG0001019	Prbk.g_01294	Pras.g_00940
OG0001020	Prbk.g_00035	Pras.g_00941
OG0001021	Prbk.g_00031	Pras.g_00942
OG0001022	Prbk.g_00026	Pras.g_00945
OG0001023	Prbk.g_00025	Pras.g_00946
OG0001024	Prbk.g_00021	Pras.g_00949
OG0001025	Prbk.g_00014	Pras.g_00955
OG0001026	Prbk.g_00001	Pras.g_00962
OG0001027	Prbk.g_00190	Pras.g_00963
OG0001028	Prbk.g_00192	Pras.g_00965
OG0001029	Prbk.g_00194	Pras.g_00966
OG0001030	Prbk.g_00547	Pras.g_00981
OG0001031	Prbk.g_01275	Pras.g_01037
OG0001032	Prbk.g_01272	Pras.g_01038
OG0001033	Prbk.g_00633	Pras.g_01060
OG0001034	Prbk.g_01521	Pras.g_01088
OG0001035	Prbk.g_00372	Pras.g_01106
OG0001036	Prbk.g_00376	Pras.g_01111
OG0001037	Prbk.g_00378	Pras.g_01112
OG0001038	Prbk.g_00415	Pras.g_01130
OG0001039	Prbk.g_00418	Pras.g_01133
OG0001040	Prbk.g_00421	Pras.g_01135
OG0001041	Prbk.g_00426	Pras.g_01139
OG0001042	Prbk.g_00451	Pras.g_01156
OG0001043	Prbk.g_00453	Pras.g_01157
OG0001044	Prbk.g_00870	Pras.g_01186
OG0001045	Prbk.g_00882	Pras.g_01195
OG0001046	Prbk.g_00924	Pras.g_01232
OG0001047	Prbk.g_00325	Pras.g_01317
OG0001048	Prbk.g_00324	Pras.g_01318
OG0001049	Prbk.g_00321	Pras.g_01320
OG0001050	Prbk.g_00320	Pras.g_01321
OG0001051	Prbk.g_00319	Pras.g_01322
OG0001052	Prbk.g_02109	Pras.g_01349
OG0001053	Prbk.g_02064	Pras.g_01361
OG0001054	Prbk.g_01861	Pras.g_01376
OG0001055	Prbk.g_01056	Pras.g_01395
OG0001056	Prbk.g_01085	Pras.g_01413
OG0001057	Prbk.g_01097	Pras.g_01418
OG0001058	Prbk.g_01893	Pras.g_01426
OG0001059	Prbk.g_01889	Pras.g_01430
OG0001060	Prbk.g_01882	Pras.g_01437
OG0001061	Prbk.g_01109	Pras.g_01450
OG0001062	Prbk.g_01111	Pras.g_01452
OG0001063	Prbk.g_01115	Pras.g_01454
OG0001064	Prbk.g_01116	Pras.g_01455
OG0001065	Prbk.g_01117	Pras.g_01456
OG0001066	Prbk.g_01118	Pras.g_01457
OG0001067	Prbk.g_01119	Pras.g_01459
OG0001068	Prbk.g_01120	Pras.g_01460
OG0001069	Prbk.g_01121	Pras.g_01461
OG0001070	Prbk.g_01125	Pras.g_01464
OG0001071	Prbk.g_01126	Pras.g_01465
OG0001072	Prbk.g_01129	Pras.g_01466
OG0001073	Prbk.g_01148	Pras.g_01480
OG0001074	Prbk.g_02602	Pras.g_01491
OG0001075	Prbk.g_02603	Pras.g_01492
OG0001076	Prbk.g_02611	Pras.g_01500
OG0001077	Prbk.g_02621	Pras.g_01504
OG0001078	Prbk.g_02632	Pras.g_01512
OG0001079	Prbk.g_02651	Pras.g_01523
OG0001080	Prbk.g_00738	Pras.g_01529
OG0001081	Prbk.g_00728	Pras.g_01531
OG0001082	Prbk.g_00727	Pras.g_01532
OG0001083	Prbk.g_00719	Pras.g_01537
OG0001084	Prbk.g_00718	Pras.g_01538
OG0001085	Prbk.g_00708	Pras.g_01546
OG0001086	Prbk.g_00706	Pras.g_01547
OG0001087	Prbk.g_01821	Pras.g_01564
OG0001088	Prbk.g_01817	Pras.g_01565
OG0001089	Prbk.g_01764	Pras.g_01573
OG0001090	Prbk.g_00617	Pras.g_01607
OG0001091	Prbk.g_00615	Pras.g_01609
OG0001092	Prbk.g_00614	Pras.g_01610
OG0001093	Prbk.g_00610	Pras.g_01615
OG0001094	Prbk.g_02462	Pras.g_01695
OG0001095	Prbk.g_02481	Pras.g_01714
OG0001096	Prbk.g_02497	Pras.g_01727
OG0001097	Prbk.g_02542	Pras.g_01745
OG0001098	Prbk.g_02379	Pras.g_01760
OG0001099	Prbk.g_00193	Pras.g_01791
OG0001100	Prbk.g_02389	Pras.g_01793
OG0001101	Prbk.g_02390	Pras.g_01795
OG0001102	Prbk.g_02393	Pras.g_01798
OG0001103	Prbk.g_02395	Pras.g_01800
OG0001104	Prbk.g_02452	Pras.g_01822
OG0001105	Prbk.g_02447	Pras.g_01826
OG0001106	Prbk.g_02336	Pras.g_01850
OG0001107	Prbk.g_02326	Pras.g_01857
OG0001108	Prbk.g_02319	Pras.g_01861
OG0001109	Prbk.g_02317	Pras.g_01862
OG0001110	Prbk.g_02315	Pras.g_01864
OG0001111	Prbk.g_02313	Pras.g_01865
OG0001112	Prbk.g_02311	Pras.g_01866
OG0001113	Prbk.g_02310	Pras.g_01867
OG0001114	Prbk.g_02309	Pras.g_01868
OG0001115	Prbk.g_02307	Pras.g_01870
OG0001116	Prbk.g_02306	Pras.g_01871
OG0001117	Prbk.g_02305	Pras.g_01872
OG0001118	Prbk.g_02304	Pras.g_01873
OG0001119	Prbk.g_02303	Pras.g_01874
OG0001120	Prbk.g_02301	Pras.g_01876
OG0001122	Prbk.g_00581	Pras.g_01906
OG0001123	Prbk.g_00588	Pras.g_01910
OG0001124	Prbk.g_00590	Pras.g_01912
OG0001125	Prbk.g_00592	Pras.g_01913
OG0001126	Prbk.g_00068	Pras.g_01923
