Orthogroup	Prbk	Prbe
OG0000548	Prbk.g_01055	Prbe.g_00617
OG0000549	Prbk.g_01061	Prbe.g_00615
OG0000550	Prbk.g_01066	Prbe.g_00611
OG0000551	Prbk.g_01070	Prbe.g_00608
OG0000552	Prbk.g_01071	Prbe.g_00607
OG0000553	Prbk.g_01076	Prbe.g_00606
OG0000554	Prbk.g_01081	Prbe.g_00601
OG0000555	Prbk.g_01099	Prbe.g_00593
OG0000556	Prbk.g_02686	Prbe.g_00591
OG0000557	Prbk.g_01898	Prbe.g_00590
OG0000558	Prbk.g_01895	Prbe.g_00588
OG0000559	Prbk.g_01891	Prbe.g_00584
OG0000560	Prbk.g_01888	Prbe.g_00581
OG0000561	Prbk.g_01887	Prbe.g_00580
OG0000562	Prbk.g_01886	Prbe.g_00579
OG0000563	Prbk.g_01885	Prbe.g_00578
OG0000564	Prbk.g_01884	Prbe.g_00577
OG0000565	Prbk.g_01881	Prbe.g_00575
OG0000566	Prbk.g_01877	Prbe.g_00571
OG0000567	Prbk.g_01873	Prbe.g_00567
OG0000568	Prbk.g_01871	Prbe.g_00566
OG0000569	Prbk.g_01104	Prbe.g_00565
OG0000570	Prbk.g_01105	Prbe.g_00564
OG0000571	Prbk.g_01108	Prbe.g_00562
OG0000572	Prbk.g_01124	Prbe.g_00548
OG0000573	Prbk.g_01131	Prbe.g_00542
OG0000574	Prbk.g_01132	Prbe.g_00541
OG0000575	Prbk.g_01141	Prbe.g_00537
OG0000576	Prbk.g_01143	Prbe.g_00535
OG0000577	Prbk.g_01144	Prbe.g_00534
OG0000578	Prbk.g_01145	Prbe.g_00533
OG0000579	Prbk.g_01146	Prbe.g_00532
OG0000580	Prbk.g_01147	Prbe.g_00531
OG0000581	Prbk.g_01151	Prbe.g_00528
OG0000582	Prbk.g_01155	Prbe.g_00525
OG0000583	Prbk.g_01156	Prbe.g_00524
OG0000584	Prbk.g_01157	Prbe.g_00523
OG0000585	Prbk.g_01159	Prbe.g_00521
OG0000586	Prbk.g_01161	Prbe.g_00520
OG0000587	Prbk.g_01163	Prbe.g_00519
OG0000588	Prbk.g_02605	Prbe.g_00515
OG0000589	Prbk.g_02608	Prbe.g_00513
OG0000590	Prbk.g_02609	Prbe.g_00512
OG0000591	Prbk.g_02616	Prbe.g_00508
OG0000592	Prbk.g_02617	Prbe.g_00507
OG0000593	Prbk.g_02627	Prbe.g_01488
OG0000594	Prbk.g_02628	Prbe.g_01487
OG0000595	Prbk.g_02629	Prbe.g_01486
OG0000596	Prbk.g_02634	Prbe.g_01482
OG0000597	Prbk.g_02637	Prbe.g_01479
OG0000598	Prbk.g_02638	Prbe.g_01478
OG0000599	Prbk.g_02648	Prbe.g_01475
OG0000600	Prbk.g_02649	Prbe.g_01474
OG0000601	Prbk.g_02650	Prbe.g_01473
OG0000602	Prbk.g_02654	Prbe.g_01471
OG0000603	Prbk.g_02655	Prbe.g_01470
OG0000604	Prbk.g_02656	Prbe.g_01469
OG0000605	Prbk.g_00740	Prbe.g_01468
OG0000606	Prbk.g_00729	Prbe.g_01465
OG0000607	Prbk.g_00726	Prbe.g_01462
OG0000608	Prbk.g_00725	Prbe.g_01461
OG0000609	Prbk.g_00723	Prbe.g_01460
OG0000610	Prbk.g_00715	Prbe.g_01454
OG0000611	Prbk.g_00712	Prbe.g_01451
OG0000612	Prbk.g_00711	Prbe.g_01450
OG0000613	Prbk.g_00478	Prbe.g_00447
OG0000614	Prbk.g_01802	Prbe.g_00468
OG0000615	Prbk.g_02429	Prbe.g_01209
OG0000616	Prbk.g_02262	Prbe.g_01197
OG0000617	Prbk.g_00613	Prbe.g_01434
OG0000618	Prbk.g_00612	Prbe.g_01433
OG0000619	Prbk.g_00611	Prbe.g_01432
OG0000620	Prbk.g_00607	Prbe.g_01429
OG0000621	Prbk.g_00606	Prbe.g_01428
OG0000622	Prbk.g_00605	Prbe.g_01427
OG0000623	Prbk.g_00604	Prbe.g_01426
OG0000624	Prbk.g_00603	Prbe.g_01424
OG0000625	Prbk.g_00602	Prbe.g_01423
OG0000626	Prbk.g_00601	Prbe.g_01422
OG0000627	Prbk.g_02376	Prbe.g_01421
OG0000628	Prbk.g_02375	Prbe.g_01420
OG0000629	Prbk.g_02372	Prbe.g_01419
OG0000630	Prbk.g_02368	Prbe.g_01416
OG0000631	Prbk.g_02362	Prbe.g_01323
OG0000632	Prbk.g_02361	Prbe.g_01324
OG0000633	Prbk.g_02360	Prbe.g_01325
OG0000634	Prbk.g_02464	Prbe.g_01218
OG0000635	Prbk.g_02465	Prbe.g_01219
OG0000636	Prbk.g_02467	Prbe.g_01221
OG0000637	Prbk.g_02469	Prbe.g_01223
OG0000638	Prbk.g_02470	Prbe.g_01224
OG0000639	Prbk.g_02471	Prbe.g_01225
OG0000640	Prbk.g_02472	Prbe.g_01226
OG0000641	Prbk.g_02476	Prbe.g_01230
OG0000642	Prbk.g_02477	Prbe.g_01231
OG0000643	Prbk.g_02478	Prbe.g_01232
OG0000644	Prbk.g_02479	Prbe.g_01233
OG0000645	Prbk.g_02480	Prbe.g_01234
OG0000646	Prbk.g_02483	Prbe.g_01236
OG0000647	Prbk.g_02486	Prbe.g_01238
OG0000648	Prbk.g_02488	Prbe.g_01240
OG0000649	Prbk.g_02489	Prbe.g_01241
OG0000650	Prbk.g_02490	Prbe.g_01242
OG0000651	Prbk.g_02491	Prbe.g_01243
OG0000652	Prbk.g_02492	Prbe.g_01244
OG0000653	Prbk.g_02494	Prbe.g_01246
OG0000654	Prbk.g_02495	Prbe.g_01247
OG0000655	Prbk.g_02496	Prbe.g_01248
OG0000656	Prbk.g_02499	Prbe.g_01251
OG0000657	Prbk.g_02532	Prbe.g_01259
OG0000658	Prbk.g_02534	Prbe.g_01261
OG0000659	Prbk.g_02535	Prbe.g_01262
OG0000660	Prbk.g_02539	Prbe.g_01266
OG0000661	Prbk.g_02541	Prbe.g_01268
OG0000662	Prbk.g_02543	Prbe.g_01270
OG0000663	Prbk.g_02546	Prbe.g_01272
OG0000664	Prbk.g_02547	Prbe.g_01273
OG0000665	Prbk.g_02560	Prbe.g_01279
OG0000666	Prbk.g_02563	Prbe.g_01280
OG0000667	Prbk.g_02570	Prbe.g_01284
OG0000668	Prbk.g_00582	Prbe.g_00105
OG0000669	Prbk.g_02580	Prbe.g_00406
OG0000670	Prbk.g_01662	Prbe.g_00409
OG0000671	Prbk.g_02391	Prbe.g_00412
OG0000672	Prbk.g_02394	Prbe.g_00415
OG0000673	Prbk.g_02397	Prbe.g_00418
OG0000674	Prbk.g_02399	Prbe.g_00420
OG0000675	Prbk.g_02400	Prbe.g_00421
OG0000676	Prbk.g_02408	Prbe.g_00423
OG0000677	Prbk.g_02410	Prbe.g_00424
OG0000678	Prbk.g_02415	Prbe.g_00426
OG0000679	Prbk.g_02435	Prbe.g_00430
OG0000680	Prbk.g_02436	Prbe.g_00431
OG0000681	Prbk.g_02438	Prbe.g_00434
OG0000682	Prbk.g_02439	Prbe.g_00435
OG0000683	Prbk.g_02440	Prbe.g_00436
OG0000684	Prbk.g_02453	Prbe.g_00438
OG0000685	Prbk.g_02451	Prbe.g_00440
OG0000686	Prbk.g_02450	Prbe.g_00441
OG0000687	Prbk.g_02449	Prbe.g_00442
OG0000688	Prbk.g_02455	Prbe.g_01446
OG0000689	Prbk.g_02456	Prbe.g_01445
OG0000690	Prbk.g_02457	Prbe.g_01444
OG0000691	Prbk.g_02458	Prbe.g_01443
OG0000692	Prbk.g_02459	Prbe.g_01441
OG0000693	Prbk.g_02460	Prbe.g_01440
OG0000694	Prbk.g_02461	Prbe.g_01439
OG0000695	Prbk.g_02358	Prbe.g_01327
OG0000696	Prbk.g_02357	Prbe.g_01328
OG0000697	Prbk.g_02355	Prbe.g_01329
OG0000698	Prbk.g_02352	Prbe.g_01332
OG0000699	Prbk.g_02350	Prbe.g_01333
OG0000700	Prbk.g_02349	Prbe.g_01334
OG0000701	Prbk.g_02348	Prbe.g_01335
OG0000702	Prbk.g_02340	Prbe.g_01337
OG0000703	Prbk.g_02339	Prbe.g_01338
OG0000704	Prbk.g_02337	Prbe.g_01340
OG0000705	Prbk.g_02331	Prbe.g_01343
OG0000706	Prbk.g_02330	Prbe.g_01344
OG0000707	Prbk.g_02329	Prbe.g_01345
OG0000708	Prbk.g_02327	Prbe.g_01347
OG0000709	Prbk.g_02320	Prbe.g_01351
OG0000710	Prbk.g_02316	Prbe.g_01354
OG0000711	Prbk.g_02293	Prbe.g_01372
OG0000712	Prbk.g_02292	Prbe.g_01373
OG0000713	Prbk.g_00562	Prbe.g_01374
OG0000714	Prbk.g_00566	Prbe.g_01375
OG0000715	Prbk.g_00568	Prbe.g_01377
OG0000716	Prbk.g_00572	Prbe.g_01379
OG0000717	Prbk.g_00573	Prbe.g_01380
OG0000718	Prbk.g_00578	Prbe.g_01384
OG0000719	Prbk.g_00580	Prbe.g_01386
OG0000720	Prbk.g_00593	Prbe.g_01398
OG0000721	Prbk.g_00594	Prbe.g_01402
OG0000722	Prbk.g_00595	Prbe.g_01403
OG0000723	Prbk.g_00599	Prbe.g_01407
OG0000724	Prbk.g_00061	Prbe.g_01302
OG0000725	Prbk.g_00054	Prbe.g_01296
OG0000726	Prbk.g_00053	Prbe.g_01295
OG0000727	Prbk.g_00052	Prbe.g_01294
OG0000728	Prbk.g_00051	Prbe.g_01292
OG0000729	Prbk.g_01531	Prbe.g_00915
OG0000730	Prbk.g_00869	Prbe.g_01591
OG0000731	Prbk.g_00879	Prbe.g_01898
OG0000732	Prbk.g_01601	Prbe.g_01148
OG0000733	Prbk.g_02202	Prbe.g_00042
OG0000734	Prbk.g_00004	Prbe.g_01565
OG0000735	Prbk.g_01037	Prbe.g_01563
OG0000736	Prbk.g_01036	Prbe.g_01562
OG0000737	Prbk.g_01035	Prbe.g_01561
OG0000738	Prbk.g_01028	Prbe.g_01557
OG0000739	Prbk.g_01026	Prbe.g_01556
OG0000740	Prbk.g_01025	Prbe.g_01555
OG0000741	Prbk.g_01022	Prbe.g_01553
OG0000742	Prbk.g_01020	Prbe.g_01550
OG0000743	Prbk.g_01018	Prbe.g_01548
OG0000744	Prbk.g_01017	Prbe.g_01547
OG0000745	Prbk.g_00141	Prbe.g_01546
OG0000746	Prbk.g_00143	Prbe.g_01544
OG0000747	Prbk.g_00144	Prbe.g_01543
OG0000748	Prbk.g_00156	Prbe.g_01539
OG0000749	Prbk.g_00157	Prbe.g_01538
OG0000750	Prbk.g_00158	Prbe.g_01537
OG0000751	Prbk.g_00105	Prbe.g_01534
OG0000752	Prbk.g_00103	Prbe.g_01532
OG0000753	Prbk.g_00100	Prbe.g_01530
OG0000754	Prbk.g_01501	Prbe.g_01527
OG0000755	Prbk.g_00139	Prbe.g_01521
OG0000756	Prbk.g_00138	Prbe.g_01520
OG0000757	Prbk.g_00131	Prbe.g_01513
OG0000758	Prbk.g_00130	Prbe.g_01512
OG0000759	Prbk.g_00129	Prbe.g_01511
OG0000760	Prbk.g_00128	Prbe.g_01510
OG0000761	Prbk.g_00127	Prbe.g_01509
OG0000762	Prbk.g_01503	Prbe.g_01508
OG0000763	Prbk.g_01505	Prbe.g_01506
OG0000764	Prbk.g_01506	Prbe.g_01505
OG0000765	Prbk.g_00178	Prbe.g_01497
OG0000766	Prbk.g_00177	Prbe.g_01496
OG0000767	Prbk.g_00175	Prbe.g_01494
OG0000768	Prbk.g_00174	Prbe.g_01493
OG0000769	Prbk.g_00098	Prbe.g_01491
OG0000770	Prbk.g_00122	Prbe.g_00502
OG0000771	Prbk.g_00066	Prbe.g_00215
OG0000772	Prbk.g_02011	Prbe.g_01128
OG0000773	Prbk.g_00162	Prbe.g_00902
OG0000774	Prbk.g_01192	Prbe.g_00900
OG0000775	Prbk.g_01190	Prbe.g_00898
OG0000776	Prbk.g_01189	Prbe.g_00897
OG0000777	Prbk.g_01188	Prbe.g_00896
OG0000778	Prbk.g_01187	Prbe.g_00895
OG0000779	Prbk.g_01182	Prbe.g_00891
OG0000780	Prbk.g_01179	Prbe.g_00890
OG0000781	Prbk.g_01175	Prbe.g_00886
OG0000782	Prbk.g_01174	Prbe.g_00885
OG0000783	Prbk.g_01173	Prbe.g_00884
OG0000784	Prbk.g_01172	Prbe.g_00883
OG0000785	Prbk.g_01170	Prbe.g_00881
OG0000786	Prbk.g_01167	Prbe.g_00878
OG0000787	Prbk.g_01166	Prbe.g_00877
OG0000788	Prbk.g_00334	Prbe.g_00634
OG0000789	Prbk.g_01691	Prbe.g_00212
OG0000790	Prbk.g_02048	Prbe.g_00368
OG0000791	Prbk.g_02046	Prbe.g_00366
OG0000792	Prbk.g_02045	Prbe.g_00365
OG0000793	Prbk.g_02041	Prbe.g_00362
OG0000794	Prbk.g_02040	Prbe.g_00361
OG0000795	Prbk.g_02039	Prbe.g_00360
OG0000796	Prbk.g_02035	Prbe.g_00356
OG0000797	Prbk.g_02034	Prbe.g_00355
OG0000799	Prbk.g_01929	Prbe.g_00328
OG0000800	Prbk.g_01930	Prbe.g_00327
OG0000801	Prbk.g_01931	Prbe.g_00326
OG0000802	Prbk.g_01938	Prbe.g_00324
OG0000803	Prbk.g_00244	Prbe.g_00322
OG0000804	Prbk.g_00246	Prbe.g_00321
OG0000805	Prbk.g_00248	Prbe.g_00319
OG0000806	Prbk.g_00250	Prbe.g_00317
OG0000807	Prbk.g_00252	Prbe.g_00316
OG0000808	Prbk.g_00253	Prbe.g_00315
OG0000809	Prbk.g_00257	Prbe.g_00313
OG0000810	Prbk.g_00258	Prbe.g_00312
OG0000811	Prbk.g_00270	Prbe.g_00308
OG0000812	Prbk.g_00272	Prbe.g_00306
OG0000813	Prbk.g_00273	Prbe.g_00305
OG0000814	Prbk.g_00275	Prbe.g_00303
OG0000815	Prbk.g_00276	Prbe.g_00302
OG0000816	Prbk.g_00278	Prbe.g_00300
OG0000817	Prbk.g_00279	Prbe.g_00299
OG0000818	Prbk.g_01237	Prbe.g_00294
OG0000819	Prbk.g_01236	Prbe.g_00293
OG0000820	Prbk.g_01235	Prbe.g_00292
OG0000821	Prbk.g_01228	Prbe.g_00288
OG0000822	Prbk.g_01226	Prbe.g_00287
OG0000823	Prbk.g_01225	Prbe.g_00286
OG0000824	Prbk.g_01221	Prbe.g_00283
OG0000825	Prbk.g_01220	Prbe.g_00282
OG0000826	Prbk.g_01219	Prbe.g_00281
OG0000827	Prbk.g_01218	Prbe.g_00280
OG0000828	Prbk.g_01215	Prbe.g_00277
OG0000829	Prbk.g_01214	Prbe.g_00276
OG0000830	Prbk.g_01213	Prbe.g_00275
OG0000831	Prbk.g_01211	Prbe.g_00273
OG0000832	Prbk.g_02006	Prbe.g_00263
OG0000833	Prbk.g_01998	Prbe.g_00254
OG0000834	Prbk.g_01997	Prbe.g_00253
OG0000835	Prbk.g_01996	Prbe.g_00252
OG0000836	Prbk.g_01994	Prbe.g_00251
OG0000837	Prbk.g_01993	Prbe.g_00250
OG0000838	Prbk.g_01990	Prbe.g_00248
OG0000839	Prbk.g_01989	Prbe.g_00247
OG0000840	Prbk.g_01988	Prbe.g_00246
OG0000841	Prbk.g_01987	Prbe.g_00245
OG0000842	Prbk.g_01986	Prbe.g_00244
OG0000843	Prbk.g_01985	Prbe.g_00243
OG0000844	Prbk.g_01983	Prbe.g_00242
OG0000845	Prbk.g_01982	Prbe.g_00241
OG0000846	Prbk.g_01981	Prbe.g_00240
OG0000847	Prbk.g_01980	Prbe.g_00239
OG0000848	Prbk.g_01979	Prbe.g_00238
OG0000849	Prbk.g_01978	Prbe.g_00237
OG0000850	Prbk.g_01977	Prbe.g_00235
OG0000851	Prbk.g_00937	Prbe.g_00234
OG0000852	Prbk.g_00936	Prbe.g_00233
OG0000853	Prbk.g_00932	Prbe.g_00227
OG0000854	Prbk.g_00930	Prbe.g_00225
OG0000855	Prbk.g_00929	Prbe.g_00224
OG0000856	Prbk.g_02619	Prbe.g_00505
OG0000857	Prbk.g_02485	Prbe.g_01237
OG0000858	Prbk.g_00918	Prbe.g_00992
OG0000859	Prbk.g_00917	Prbe.g_00991
OG0000860	Prbk.g_00905	Prbe.g_00983
OG0000861	Prbk.g_00904	Prbe.g_00982
OG0000862	Prbk.g_00902	Prbe.g_00981
OG0000863	Prbk.g_01451	Prbe.g_00979
OG0000864	Prbk.g_01450	Prbe.g_00978
OG0000865	Prbk.g_01449	Prbe.g_00977
OG0000866	Prbk.g_01448	Prbe.g_00976
OG0000867	Prbk.g_01447	Prbe.g_00975
OG0000868	Prbk.g_01445	Prbe.g_00973
OG0000869	Prbk.g_01442	Prbe.g_00970
OG0000870	Prbk.g_01437	Prbe.g_00965
OG0000871	Prbk.g_01436	Prbe.g_00964
OG0000872	Prbk.g_01434	Prbe.g_00963
OG0000873	Prbk.g_01431	Prbe.g_00960
OG0000874	Prbk.g_01427	Prbe.g_00957
OG0000875	Prbk.g_01426	Prbe.g_00956
OG0000876	Prbk.g_01425	Prbe.g_00955
OG0000877	Prbk.g_01422	Prbe.g_00953
OG0000878	Prbk.g_01421	Prbe.g_00952
OG0000879	Prbk.g_01420	Prbe.g_00951
OG0000880	Prbk.g_01419	Prbe.g_00950
OG0000881	Prbk.g_01414	Prbe.g_00946
OG0000882	Prbk.g_01409	Prbe.g_00941
OG0000883	Prbk.g_01407	Prbe.g_00939
OG0000884	Prbk.g_01405	Prbe.g_00937
OG0000885	Prbk.g_01404	Prbe.g_00936
OG0000886	Prbk.g_01403	Prbe.g_00935
OG0000887	Prbk.g_01402	Prbe.g_00934
OG0000888	Prbk.g_01400	Prbe.g_00932
OG0000889	Prbk.g_01398	Prbe.g_00930
OG0000890	Prbk.g_01384	Prbe.g_00929
OG0000891	Prbk.g_01383	Prbe.g_00928
OG0000892	Prbk.g_01381	Prbe.g_00926
OG0000893	Prbk.g_01901	Prbe.g_00922
OG0000894	Prbk.g_01905	Prbe.g_00919
OG0000895	Prbk.g_01910	Prbe.g_01111
OG0000896	Prbk.g_01911	Prbe.g_01110
OG0000897	Prbk.g_01913	Prbe.g_01108
OG0000898	Prbk.g_01914	Prbe.g_01107
OG0000899	Prbk.g_01915	Prbe.g_01106
OG0000900	Prbk.g_01916	Prbe.g_01105
OG0000901	Prbk.g_01920	Prbe.g_01102
OG0000902	Prbk.g_01922	Prbe.g_01100
OG0000903	Prbk.g_00990	Prbe.g_01096
OG0000904	Prbk.g_00995	Prbe.g_01092
OG0000905	Prbk.g_00997	Prbe.g_01098
OG0000906	Prbk.g_01926	Prbe.g_01099
OG0000907	Prbk.g_00988	Prbe.g_01089
OG0000908	Prbk.g_00985	Prbe.g_01086
OG0000909	Prbk.g_00984	Prbe.g_01085
OG0000910	Prbk.g_00983	Prbe.g_01084
OG0000911	Prbk.g_00981	Prbe.g_01082
OG0000912	Prbk.g_00980	Prbe.g_01081
OG0000913	Prbk.g_00979	Prbe.g_01080
OG0000914	Prbk.g_00978	Prbe.g_01079
OG0000915	Prbk.g_00977	Prbe.g_01078
OG0000916	Prbk.g_00976	Prbe.g_00867
OG0000917	Prbk.g_00975	Prbe.g_00866
OG0000918	Prbk.g_00974	Prbe.g_00865
OG0000919	Prbk.g_00973	Prbe.g_00864
OG0000920	Prbk.g_00972	Prbe.g_00863
OG0000921	Prbk.g_00971	Prbe.g_00862
OG0000922	Prbk.g_00970	Prbe.g_00861
OG0000923	Prbk.g_00966	Prbe.g_00857
OG0000924	Prbk.g_00965	Prbe.g_00856
OG0000925	Prbk.g_00964	Prbe.g_00855
OG0000926	Prbk.g_00963	Prbe.g_00854
OG0000927	Prbk.g_00961	Prbe.g_00852
OG0000928	Prbk.g_00960	Prbe.g_00851
OG0000929	Prbk.g_00959	Prbe.g_00850
OG0000930	Prbk.g_00958	Prbe.g_00849
OG0000931	Prbk.g_00957	Prbe.g_00848
OG0000932	Prbk.g_00956	Prbe.g_00847
OG0000933	Prbk.g_00951	Prbe.g_00843
OG0000934	Prbk.g_00949	Prbe.g_00841
OG0000935	Prbk.g_00948	Prbe.g_00840
OG0000936	Prbk.g_00947	Prbe.g_00839
OG0000937	Prbk.g_00946	Prbe.g_00838
OG0000938	Prbk.g_00797	Prbe.g_00835
OG0000939	Prbk.g_00798	Prbe.g_00834
OG0000940	Prbk.g_00807	Prbe.g_00827
OG0000941	Prbk.g_00809	Prbe.g_00825
OG0000942	Prbk.g_00811	Prbe.g_00823
OG0000943	Prbk.g_00812	Prbe.g_00822
OG0000944	Prbk.g_00814	Prbe.g_00820
OG0000945	Prbk.g_00816	Prbe.g_00819
OG0000946	Prbk.g_00844	Prbe.g_00814
OG0000947	Prbk.g_00847	Prbe.g_00812
OG0000948	Prbk.g_00848	Prbe.g_00811
OG0000949	Prbk.g_00851	Prbe.g_00808
OG0000950	Prbk.g_00513	Prbe.g_00801
OG0000951	Prbk.g_00518	Prbe.g_00797
OG0000952	Prbk.g_00525	Prbe.g_00793
OG0000953	Prbk.g_00529	Prbe.g_00789
OG0000954	Prbk.g_00216	Prbe.g_00785
OG0000955	Prbk.g_00217	Prbe.g_00784
OG0000956	Prbk.g_00219	Prbe.g_00782
OG0000957	Prbk.g_00235	Prbe.g_00776
OG0000958	Prbk.g_00236	Prbe.g_00775
OG0000959	Prbk.g_01482	Prbe.g_00771
OG0000960	Prbk.g_01483	Prbe.g_00770
OG0000961	Prbk.g_01494	Prbe.g_00767
OG0000962	Prbk.g_01530	Prbe.g_00765
OG0000963	Prbk.g_01535	Prbe.g_00761
OG0000964	Prbk.g_01536	Prbe.g_00760
OG0000965	Prbk.g_01537	Prbe.g_00759
OG0000966	Prbk.g_01571	Prbe.g_00749
OG0000967	Prbk.g_01577	Prbe.g_00753
OG0000968	Prbk.g_01580	Prbe.g_00755
OG0000969	Prbk.g_01582	Prbe.g_00756
OG0000970	Prbk.g_01583	Prbe.g_01134
OG0000971	Prbk.g_01585	Prbe.g_01135
OG0000972	Prbk.g_01586	Prbe.g_01136
OG0000973	Prbk.g_01587	Prbe.g_01137
OG0000974	Prbk.g_01588	Prbe.g_01138
OG0000975	Prbk.g_01589	Prbe.g_01139
OG0000976	Prbk.g_01590	Prbe.g_01140
OG0000977	Prbk.g_01592	Prbe.g_01141
OG0000978	Prbk.g_01593	Prbe.g_01142
OG0000979	Prbk.g_01596	Prbe.g_01145
OG0000980	Prbk.g_01600	Prbe.g_01147
OG0000981	Prbk.g_01603	Prbe.g_01150
OG0000982	Prbk.g_02161	Prbe.g_01152
OG0000983	Prbk.g_02162	Prbe.g_01153
OG0000984	Prbk.g_02163	Prbe.g_01154
OG0000985	Prbk.g_02167	Prbe.g_01157
OG0000986	Prbk.g_02169	Prbe.g_01159
OG0000987	Prbk.g_02171	Prbe.g_01160
OG0000988	Prbk.g_02175	Prbe.g_01163
OG0000989	Prbk.g_02185	Prbe.g_01167
OG0000990	Prbk.g_02207	Prbe.g_01171
OG0000991	Prbk.g_02210	Prbe.g_01172
OG0000992	Prbk.g_02213	Prbe.g_01175
OG0000993	Prbk.g_02214	Prbe.g_01176
OG0000994	Prbk.g_02217	Prbe.g_01177
OG0000995	Prbk.g_02226	Prbe.g_01181
OG0000996	Prbk.g_02239	Prbe.g_01182
OG0000997	Prbk.g_02248	Prbe.g_01185
OG0000998	Prbk.g_02250	Prbe.g_01187
OG0000999	Prbk.g_02251	Prbe.g_01188
OG0001000	Prbk.g_02254	Prbe.g_01191
OG0001001	Prbk.g_02258	Prbe.g_01194
OG0001002	Prbk.g_02265	Prbe.g_01056
OG0001003	Prbk.g_02267	Prbe.g_01057
OG0001004	Prbk.g_02268	Prbe.g_01058
OG0001005	Prbk.g_02270	Prbe.g_01059
OG0001006	Prbk.g_02276	Prbe.g_01063
OG0001007	Prbk.g_02278	Prbe.g_01065
OG0001008	Prbk.g_00327	Prbe.g_01935
OG0001009	Prbk.g_01622	Prbe.g_00127
OG0001010	Prbk.g_01621	Prbe.g_00128
OG0001011	Prbk.g_01619	Prbe.g_00130
OG0001012	Prbk.g_02158	Prbe.g_00144
OG0001013	Prbk.g_02133	Prbe.g_00151
OG0001014	Prbk.g_02124	Prbe.g_00154
OG0001015	Prbk.g_02123	Prbe.g_00156
OG0001016	Prbk.g_01315	Prbe.g_00178
OG0001017	Prbk.g_01309	Prbe.g_00182
OG0001018	Prbk.g_01307	Prbe.g_00184
OG0001019	Prbk.g_01294	Prbe.g_00193
OG0001020	Prbk.g_00035	Prbe.g_01630
OG0001021	Prbk.g_00031	Prbe.g_01631
OG0001022	Prbk.g_00026	Prbe.g_01634
OG0001023	Prbk.g_00025	Prbe.g_01635
OG0001024	Prbk.g_00021	Prbe.g_01639
OG0001025	Prbk.g_00014	Prbe.g_01646
OG0001026	Prbk.g_00001	Prbe.g_01655
OG0001027	Prbk.g_00190	Prbe.g_01656
OG0001028	Prbk.g_00192	Prbe.g_01658
OG0001029	Prbk.g_00194	Prbe.g_01659
OG0001030	Prbk.g_00547	Prbe.g_01675
OG0001031	Prbk.g_01275	Prbe.g_01735
OG0001032	Prbk.g_01272	Prbe.g_01736
OG0001033	Prbk.g_00633	Prbe.g_01757
OG0001034	Prbk.g_01521	Prbe.g_01788
OG0001035	Prbk.g_00372	Prbe.g_01808
OG0001036	Prbk.g_00376	Prbe.g_01812
OG0001037	Prbk.g_00378	Prbe.g_01813
OG0001038	Prbk.g_00415	Prbe.g_01832
OG0001039	Prbk.g_00418	Prbe.g_01835
OG0001040	Prbk.g_00421	Prbe.g_01837
OG0001041	Prbk.g_00426	Prbe.g_01842
OG0001042	Prbk.g_00451	Prbe.g_01859
OG0001043	Prbk.g_00453	Prbe.g_01860
OG0001044	Prbk.g_00870	Prbe.g_01891
OG0001045	Prbk.g_00882	Prbe.g_01900
OG0001046	Prbk.g_00924	Prbe.g_01033
OG0001047	Prbk.g_00325	Prbe.g_01937
OG0001048	Prbk.g_00324	Prbe.g_01938
OG0001049	Prbk.g_00321	Prbe.g_01940
OG0001050	Prbk.g_00320	Prbe.g_01941
OG0001051	Prbk.g_00319	Prbe.g_01942
OG0001052	Prbk.g_02109	Prbe.g_00662
OG0001053	Prbk.g_02064	Prbe.g_00650
OG0001054	Prbk.g_01861	Prbe.g_00635
OG0001055	Prbk.g_01056	Prbe.g_00616
OG0001056	Prbk.g_01085	Prbe.g_00599
OG0001057	Prbk.g_01097	Prbe.g_00594
OG0001058	Prbk.g_01893	Prbe.g_00586
OG0001059	Prbk.g_01889	Prbe.g_00582
OG0001060	Prbk.g_01882	Prbe.g_00576
OG0001061	Prbk.g_01109	Prbe.g_00561
OG0001062	Prbk.g_01111	Prbe.g_00559
OG0001063	Prbk.g_01115	Prbe.g_00557
OG0001064	Prbk.g_01116	Prbe.g_00556
OG0001065	Prbk.g_01117	Prbe.g_00555
OG0001066	Prbk.g_01118	Prbe.g_00554
OG0001067	Prbk.g_01119	Prbe.g_00553
OG0001068	Prbk.g_01120	Prbe.g_00552
OG0001069	Prbk.g_01121	Prbe.g_00551
OG0001070	Prbk.g_01125	Prbe.g_00547
OG0001071	Prbk.g_01126	Prbe.g_00546
OG0001072	Prbk.g_01129	Prbe.g_00544
OG0001073	Prbk.g_01148	Prbe.g_00530
OG0001074	Prbk.g_02602	Prbe.g_00518
OG0001075	Prbk.g_02603	Prbe.g_00517
OG0001076	Prbk.g_02611	Prbe.g_00510
OG0001077	Prbk.g_02621	Prbe.g_00504
OG0001078	Prbk.g_02632	Prbe.g_01484
OG0001079	Prbk.g_02651	Prbe.g_01472
OG0001080	Prbk.g_00738	Prbe.g_01466
OG0001081	Prbk.g_00728	Prbe.g_01464
OG0001082	Prbk.g_00727	Prbe.g_01463
OG0001083	Prbk.g_00719	Prbe.g_01458
OG0001084	Prbk.g_00718	Prbe.g_01457
OG0001085	Prbk.g_00708	Prbe.g_00444
