Orthogroup	Prbk	Syan
OG0000568	Prbk.g_01871	Syan.g_00874
OG0000569	Prbk.g_01104	Syan.g_00875
OG0000570	Prbk.g_01105	Syan.g_00876
OG0000571	Prbk.g_01108	Syan.g_00879
OG0000572	Prbk.g_01124	Syan.g_00954
OG0000573	Prbk.g_01131	Syan.g_00963
OG0000574	Prbk.g_01132	Syan.g_00965
OG0000575	Prbk.g_01141	Syan.g_01003
OG0000576	Prbk.g_01143	Syan.g_01007
OG0000577	Prbk.g_01144	Syan.g_01008
OG0000578	Prbk.g_01145	Syan.g_01009
OG0000579	Prbk.g_01146	Syan.g_01010
OG0000580	Prbk.g_01147	Syan.g_01011
OG0000581	Prbk.g_01151	Syan.g_01018
OG0000582	Prbk.g_01155	Syan.g_01030
OG0000583	Prbk.g_01156	Syan.g_01029
OG0000584	Prbk.g_01157	Syan.g_01028
OG0000585	Prbk.g_01159	Syan.g_01024
OG0000586	Prbk.g_01161	Syan.g_01022
OG0000587	Prbk.g_01163	Syan.g_01020
OG0000588	Prbk.g_02605	Syan.g_00215
OG0000589	Prbk.g_02608	Syan.g_00016
OG0000590	Prbk.g_02609	Syan.g_00015
OG0000591	Prbk.g_02616	Syan.g_00003
OG0000592	Prbk.g_02617	Syan.g_00002
OG0000593	Prbk.g_02627	Syan.g_00820
OG0000594	Prbk.g_02628	Syan.g_00819
OG0000595	Prbk.g_02629	Syan.g_00818
OG0000596	Prbk.g_02634	Syan.g_00813
OG0000597	Prbk.g_02637	Syan.g_00810
OG0000598	Prbk.g_02638	Syan.g_00809
OG0000599	Prbk.g_02648	Syan.g_00802
OG0000600	Prbk.g_02649	Syan.g_00801
OG0000601	Prbk.g_02650	Syan.g_00800
OG0000602	Prbk.g_02654	Syan.g_00796
OG0000603	Prbk.g_02655	Syan.g_00795
OG0000604	Prbk.g_02656	Syan.g_00792
OG0000605	Prbk.g_00740	Syan.g_00783
OG0000606	Prbk.g_00729	Syan.g_00780
OG0000607	Prbk.g_00726	Syan.g_00777
OG0000608	Prbk.g_00725	Syan.g_00776
OG0000609	Prbk.g_00723	Syan.g_00774
OG0000610	Prbk.g_00715	Syan.g_00766
OG0000611	Prbk.g_00712	Syan.g_00763
OG0000612	Prbk.g_00711	Syan.g_00762
OG0000613	Prbk.g_00478	Syan.g_01965
OG0000614	Prbk.g_01802	Syan.g_00184
OG0000615	Prbk.g_02429	Syan.g_00728
OG0000616	Prbk.g_02262	Syan.g_01694
OG0000617	Prbk.g_00613	Syan.g_00324
OG0000618	Prbk.g_00612	Syan.g_00325
OG0000619	Prbk.g_00611	Syan.g_00326
OG0000620	Prbk.g_00607	Syan.g_00331
OG0000621	Prbk.g_00606	Syan.g_00332
OG0000622	Prbk.g_00605	Syan.g_00334
OG0000623	Prbk.g_00604	Syan.g_00335
OG0000624	Prbk.g_00603	Syan.g_00337
OG0000625	Prbk.g_00602	Syan.g_00338
OG0000626	Prbk.g_00601	Syan.g_00339
OG0000627	Prbk.g_02376	Syan.g_00465
OG0000628	Prbk.g_02375	Syan.g_00466
OG0000629	Prbk.g_02372	Syan.g_00469
OG0000630	Prbk.g_02368	Syan.g_00474
OG0000631	Prbk.g_02362	Syan.g_00484
OG0000632	Prbk.g_02361	Syan.g_00485
OG0000633	Prbk.g_02360	Syan.g_00489
OG0000634	Prbk.g_02464	Syan.g_00694
OG0000635	Prbk.g_02465	Syan.g_00693
OG0000636	Prbk.g_02467	Syan.g_00691
OG0000637	Prbk.g_02469	Syan.g_00689
OG0000638	Prbk.g_02470	Syan.g_00688
OG0000639	Prbk.g_02471	Syan.g_00687
OG0000640	Prbk.g_02472	Syan.g_00686
OG0000641	Prbk.g_02476	Syan.g_00682
OG0000642	Prbk.g_02477	Syan.g_00681
OG0000643	Prbk.g_02478	Syan.g_00679
OG0000644	Prbk.g_02479	Syan.g_00678
OG0000645	Prbk.g_02480	Syan.g_00676
OG0000646	Prbk.g_02483	Syan.g_00673
OG0000647	Prbk.g_02486	Syan.g_00671
OG0000648	Prbk.g_02488	Syan.g_00669
OG0000649	Prbk.g_02489	Syan.g_00668
OG0000650	Prbk.g_02490	Syan.g_00667
OG0000651	Prbk.g_02491	Syan.g_00666
OG0000652	Prbk.g_02492	Syan.g_00665
OG0000653	Prbk.g_02494	Syan.g_00663
OG0000654	Prbk.g_02495	Syan.g_00661
OG0000655	Prbk.g_02496	Syan.g_00660
OG0000656	Prbk.g_02499	Syan.g_00656
OG0000657	Prbk.g_02532	Syan.g_00375
OG0000658	Prbk.g_02534	Syan.g_00378
OG0000659	Prbk.g_02535	Syan.g_00379
OG0000660	Prbk.g_02539	Syan.g_00383
OG0000661	Prbk.g_02541	Syan.g_00385
OG0000662	Prbk.g_02543	Syan.g_00392
OG0000663	Prbk.g_02546	Syan.g_00395
OG0000664	Prbk.g_02547	Syan.g_00397
OG0000665	Prbk.g_02560	Syan.g_00788
OG0000666	Prbk.g_02563	Syan.g_02100
OG0000667	Prbk.g_02570	Syan.g_00044
OG0000668	Prbk.g_00582	Syan.g_00365
OG0000669	Prbk.g_02580	Syan.g_00751
OG0000670	Prbk.g_01662	Syan.g_00748
OG0000671	Prbk.g_02391	Syan.g_00746
OG0000672	Prbk.g_02394	Syan.g_00743
OG0000673	Prbk.g_02397	Syan.g_00740
OG0000674	Prbk.g_02399	Syan.g_00738
OG0000675	Prbk.g_02400	Syan.g_00737
OG0000676	Prbk.g_02408	Syan.g_00735
OG0000677	Prbk.g_02410	Syan.g_00734
OG0000678	Prbk.g_02415	Syan.g_00732
OG0000679	Prbk.g_02435	Syan.g_00724
OG0000680	Prbk.g_02436	Syan.g_00723
OG0000681	Prbk.g_02438	Syan.g_00720
OG0000682	Prbk.g_02439	Syan.g_00719
OG0000683	Prbk.g_02440	Syan.g_00718
OG0000684	Prbk.g_02453	Syan.g_00715
OG0000685	Prbk.g_02451	Syan.g_00713
OG0000686	Prbk.g_02450	Syan.g_00712
OG0000687	Prbk.g_02449	Syan.g_00711
OG0000688	Prbk.g_02455	Syan.g_00706
OG0000689	Prbk.g_02456	Syan.g_00704
OG0000690	Prbk.g_02457	Syan.g_00703
OG0000691	Prbk.g_02458	Syan.g_00702
OG0000692	Prbk.g_02459	Syan.g_00700
OG0000693	Prbk.g_02460	Syan.g_00698
OG0000694	Prbk.g_02461	Syan.g_00697
OG0000695	Prbk.g_02358	Syan.g_00492
OG0000696	Prbk.g_02357	Syan.g_00493
OG0000697	Prbk.g_02355	Syan.g_00495
OG0000698	Prbk.g_02352	Syan.g_00498
OG0000699	Prbk.g_02350	Syan.g_00500
OG0000700	Prbk.g_02349	Syan.g_00501
OG0000701	Prbk.g_02348	Syan.g_00502
OG0000702	Prbk.g_02340	Syan.g_00534
OG0000703	Prbk.g_02339	Syan.g_00546
OG0000704	Prbk.g_02337	Syan.g_00550
OG0000705	Prbk.g_02331	Syan.g_00557
OG0000706	Prbk.g_02330	Syan.g_00558
OG0000707	Prbk.g_02329	Syan.g_00559
OG0000708	Prbk.g_02327	Syan.g_00562
OG0000709	Prbk.g_02320	Syan.g_00570
OG0000710	Prbk.g_02316	Syan.g_00574
OG0000711	Prbk.g_02293	Syan.g_00607
OG0000712	Prbk.g_02292	Syan.g_00609
OG0000713	Prbk.g_00562	Syan.g_00610
OG0000714	Prbk.g_00566	Syan.g_00624
OG0000715	Prbk.g_00568	Syan.g_00626
OG0000716	Prbk.g_00572	Syan.g_00630
OG0000717	Prbk.g_00573	Syan.g_00631
OG0000718	Prbk.g_00578	Syan.g_00651
OG0000719	Prbk.g_00580	Syan.g_00367
OG0000720	Prbk.g_00593	Syan.g_00354
OG0000721	Prbk.g_00594	Syan.g_00352
OG0000722	Prbk.g_00595	Syan.g_00351
OG0000723	Prbk.g_00599	Syan.g_00341
OG0000724	Prbk.g_00061	Syan.g_00299
OG0000725	Prbk.g_00054	Syan.g_00194
OG0000726	Prbk.g_00053	Syan.g_00193
OG0000727	Prbk.g_00052	Syan.g_00192
OG0000728	Prbk.g_00051	Syan.g_00190
OG0000729	Prbk.g_01531	Syan.g_01885
OG0000730	Prbk.g_00869	Syan.g_02147
OG0000731	Prbk.g_00879	Syan.g_02135
OG0000732	Prbk.g_01601	Syan.g_01726
OG0000733	Prbk.g_02202	Syan.g_01147
OG0000734	Prbk.g_00004	Syan.g_02982
OG0000735	Prbk.g_01037	Syan.g_02713
OG0000736	Prbk.g_01036	Syan.g_02712
OG0000737	Prbk.g_01035	Syan.g_02711
OG0000738	Prbk.g_01028	Syan.g_02705
OG0000739	Prbk.g_01026	Syan.g_02704
OG0000740	Prbk.g_01025	Syan.g_02703
OG0000741	Prbk.g_01022	Syan.g_02700
OG0000742	Prbk.g_01020	Syan.g_02697
OG0000743	Prbk.g_01018	Syan.g_02694
OG0000744	Prbk.g_01017	Syan.g_02693
OG0000745	Prbk.g_00141	Syan.g_02690
OG0000746	Prbk.g_00143	Syan.g_02687
OG0000747	Prbk.g_00144	Syan.g_02685
OG0000748	Prbk.g_00156	Syan.g_02669
OG0000749	Prbk.g_00157	Syan.g_02668
OG0000750	Prbk.g_00158	Syan.g_02667
OG0000751	Prbk.g_00105	Syan.g_02661
OG0000752	Prbk.g_00103	Syan.g_02659
OG0000753	Prbk.g_00100	Syan.g_02656
OG0000754	Prbk.g_01501	Syan.g_02650
OG0000755	Prbk.g_00139	Syan.g_02641
OG0000756	Prbk.g_00138	Syan.g_02640
OG0000757	Prbk.g_00131	Syan.g_02623
OG0000758	Prbk.g_00130	Syan.g_02622
OG0000759	Prbk.g_00129	Syan.g_02621
OG0000760	Prbk.g_00128	Syan.g_02620
OG0000761	Prbk.g_00127	Syan.g_02619
OG0000762	Prbk.g_01503	Syan.g_02617
OG0000763	Prbk.g_01505	Syan.g_02615
OG0000764	Prbk.g_01506	Syan.g_02614
OG0000765	Prbk.g_00178	Syan.g_02587
OG0000766	Prbk.g_00177	Syan.g_02586
OG0000767	Prbk.g_00175	Syan.g_02584
OG0000768	Prbk.g_00174	Syan.g_02583
OG0000769	Prbk.g_00098	Syan.g_02581
OG0000770	Prbk.g_00122	Syan.g_02561
OG0000771	Prbk.g_00066	Syan.g_00305
OG0000772	Prbk.g_02011	Syan.g_00436
OG0000773	Prbk.g_00162	Syan.g_01199
OG0000774	Prbk.g_01192	Syan.g_01205
OG0000775	Prbk.g_01190	Syan.g_01207
OG0000776	Prbk.g_01189	Syan.g_01208
OG0000777	Prbk.g_01188	Syan.g_01209
OG0000778	Prbk.g_01187	Syan.g_01210
OG0000779	Prbk.g_01182	Syan.g_01215
OG0000780	Prbk.g_01179	Syan.g_01218
OG0000781	Prbk.g_01175	Syan.g_01222
OG0000782	Prbk.g_01174	Syan.g_01223
OG0000783	Prbk.g_01173	Syan.g_01224
OG0000784	Prbk.g_01172	Syan.g_01225
OG0000785	Prbk.g_01170	Syan.g_01228
OG0000786	Prbk.g_01167	Syan.g_01243
OG0000787	Prbk.g_01166	Syan.g_01244
OG0000788	Prbk.g_00334	Syan.g_00843
OG0000789	Prbk.g_01691	Syan.g_00075
OG0000790	Prbk.g_02048	Syan.g_02778
OG0000791	Prbk.g_02046	Syan.g_02780
OG0000792	Prbk.g_02045	Syan.g_02781
OG0000793	Prbk.g_02041	Syan.g_02879
OG0000794	Prbk.g_02040	Syan.g_02881
OG0000795	Prbk.g_02039	Syan.g_02882
OG0000796	Prbk.g_02035	Syan.g_02886
OG0000797	Prbk.g_02034	Syan.g_02888
OG0000798	Prbk.g_00414	Syan.g_02026
OG0000799	Prbk.g_01929	Syan.g_01310
OG0000800	Prbk.g_01930	Syan.g_01308
OG0000801	Prbk.g_01931	Syan.g_01307
OG0000802	Prbk.g_01938	Syan.g_01303
OG0000803	Prbk.g_00244	Syan.g_01294
OG0000804	Prbk.g_00246	Syan.g_01291
OG0000805	Prbk.g_00248	Syan.g_01289
OG0000806	Prbk.g_00250	Syan.g_01287
OG0000807	Prbk.g_00252	Syan.g_01286
OG0000808	Prbk.g_00253	Syan.g_01285
OG0000809	Prbk.g_00257	Syan.g_01281
OG0000810	Prbk.g_00258	Syan.g_01280
OG0000811	Prbk.g_00270	Syan.g_01272
OG0000812	Prbk.g_00272	Syan.g_01270
OG0000813	Prbk.g_00273	Syan.g_01269
OG0000814	Prbk.g_00275	Syan.g_01267
OG0000815	Prbk.g_00276	Syan.g_01249
OG0000816	Prbk.g_00278	Syan.g_01247
OG0000817	Prbk.g_00279	Syan.g_01328
OG0000818	Prbk.g_01237	Syan.g_02807
OG0000819	Prbk.g_01236	Syan.g_02808
OG0000820	Prbk.g_01235	Syan.g_02809
OG0000821	Prbk.g_01228	Syan.g_02815
OG0000822	Prbk.g_01226	Syan.g_02817
OG0000823	Prbk.g_01225	Syan.g_02818
OG0000824	Prbk.g_01221	Syan.g_02824
OG0000825	Prbk.g_01220	Syan.g_02825
OG0000826	Prbk.g_01219	Syan.g_02826
OG0000827	Prbk.g_01218	Syan.g_02827
OG0000828	Prbk.g_01215	Syan.g_02830
OG0000829	Prbk.g_01214	Syan.g_02831
OG0000830	Prbk.g_01213	Syan.g_02832
OG0000831	Prbk.g_01211	Syan.g_02834
OG0000832	Prbk.g_02006	Syan.g_02408
OG0000833	Prbk.g_01998	Syan.g_01343
OG0000834	Prbk.g_01997	Syan.g_01345
OG0000835	Prbk.g_01996	Syan.g_01346
OG0000836	Prbk.g_01994	Syan.g_01349
OG0000837	Prbk.g_01993	Syan.g_01351
OG0000838	Prbk.g_01990	Syan.g_01355
OG0000839	Prbk.g_01989	Syan.g_01356
OG0000840	Prbk.g_01988	Syan.g_01357
OG0000841	Prbk.g_01987	Syan.g_01358
OG0000842	Prbk.g_01986	Syan.g_01359
OG0000843	Prbk.g_01985	Syan.g_01360
OG0000844	Prbk.g_01983	Syan.g_01362
OG0000845	Prbk.g_01982	Syan.g_01363
OG0000846	Prbk.g_01981	Syan.g_01364
OG0000847	Prbk.g_01980	Syan.g_01365
OG0000848	Prbk.g_01979	Syan.g_01367
OG0000849	Prbk.g_01978	Syan.g_01368
OG0000850	Prbk.g_01977	Syan.g_01371
OG0000851	Prbk.g_00937	Syan.g_01374
OG0000852	Prbk.g_00936	Syan.g_01375
OG0000853	Prbk.g_00932	Syan.g_01379
OG0000854	Prbk.g_00930	Syan.g_01381
OG0000855	Prbk.g_00929	Syan.g_01382
OG0000856	Prbk.g_02619	Syan.g_01136
OG0000857	Prbk.g_02485	Syan.g_00672
OG0000858	Prbk.g_00918	Syan.g_01389
OG0000859	Prbk.g_00917	Syan.g_01390
OG0000860	Prbk.g_00905	Syan.g_01402
OG0000861	Prbk.g_00904	Syan.g_01403
OG0000862	Prbk.g_00902	Syan.g_01412
OG0000863	Prbk.g_01451	Syan.g_01414
OG0000864	Prbk.g_01450	Syan.g_00969
OG0000865	Prbk.g_01449	Syan.g_01415
OG0000866	Prbk.g_01448	Syan.g_01416
OG0000867	Prbk.g_01447	Syan.g_01417
OG0000868	Prbk.g_01445	Syan.g_01421
OG0000869	Prbk.g_01442	Syan.g_01426
OG0000870	Prbk.g_01437	Syan.g_01431
OG0000871	Prbk.g_01436	Syan.g_01432
OG0000872	Prbk.g_01434	Syan.g_01438
OG0000873	Prbk.g_01431	Syan.g_01441
OG0000874	Prbk.g_01427	Syan.g_01443
OG0000875	Prbk.g_01426	Syan.g_01445
OG0000876	Prbk.g_01425	Syan.g_00391
OG0000877	Prbk.g_01422	Syan.g_01449
OG0000878	Prbk.g_01421	Syan.g_01450
OG0000879	Prbk.g_01420	Syan.g_01451
OG0000880	Prbk.g_01419	Syan.g_01452
OG0000881	Prbk.g_01414	Syan.g_01457
OG0000882	Prbk.g_01409	Syan.g_01462
OG0000883	Prbk.g_01407	Syan.g_01464
OG0000884	Prbk.g_01405	Syan.g_01466
OG0000885	Prbk.g_01404	Syan.g_01467
OG0000886	Prbk.g_01403	Syan.g_01468
OG0000887	Prbk.g_01402	Syan.g_01469
OG0000888	Prbk.g_01400	Syan.g_01471
OG0000889	Prbk.g_01398	Syan.g_01473
OG0000890	Prbk.g_01384	Syan.g_01476
OG0000891	Prbk.g_01383	Syan.g_01477
OG0000892	Prbk.g_01381	Syan.g_01480
OG0000893	Prbk.g_01901	Syan.g_02103
OG0000894	Prbk.g_01905	Syan.g_02108
OG0000895	Prbk.g_01910	Syan.g_02112
OG0000896	Prbk.g_01911	Syan.g_02113
OG0000897	Prbk.g_01913	Syan.g_02115
OG0000898	Prbk.g_01914	Syan.g_02116
OG0000899	Prbk.g_01915	Syan.g_02117
OG0000900	Prbk.g_01916	Syan.g_02118
OG0000901	Prbk.g_01920	Syan.g_02123
OG0000902	Prbk.g_01922	Syan.g_02125
OG0000903	Prbk.g_00990	Syan.g_02252
OG0000904	Prbk.g_00995	Syan.g_02258
OG0000905	Prbk.g_00997	Syan.g_02129
OG0000906	Prbk.g_01926	Syan.g_02127
OG0000907	Prbk.g_00988	Syan.g_02245
OG0000908	Prbk.g_00985	Syan.g_02242
OG0000909	Prbk.g_00984	Syan.g_02241
OG0000910	Prbk.g_00983	Syan.g_02240
OG0000911	Prbk.g_00981	Syan.g_02238
OG0000912	Prbk.g_00980	Syan.g_02237
OG0000913	Prbk.g_00979	Syan.g_02236
OG0000914	Prbk.g_00978	Syan.g_02235
OG0000915	Prbk.g_00977	Syan.g_02233
OG0000916	Prbk.g_00976	Syan.g_02232
OG0000917	Prbk.g_00975	Syan.g_02231
OG0000918	Prbk.g_00974	Syan.g_02230
OG0000919	Prbk.g_00973	Syan.g_02229
OG0000920	Prbk.g_00972	Syan.g_02228
OG0000921	Prbk.g_00971	Syan.g_02227
OG0000922	Prbk.g_00970	Syan.g_02226
OG0000923	Prbk.g_00966	Syan.g_02222
OG0000924	Prbk.g_00965	Syan.g_02221
OG0000925	Prbk.g_00964	Syan.g_02220
OG0000926	Prbk.g_00963	Syan.g_02219
OG0000927	Prbk.g_00961	Syan.g_02217
OG0000928	Prbk.g_00960	Syan.g_02216
OG0000929	Prbk.g_00959	Syan.g_02215
OG0000930	Prbk.g_00958	Syan.g_02214
OG0000931	Prbk.g_00957	Syan.g_02213
OG0000932	Prbk.g_00956	Syan.g_02212
OG0000933	Prbk.g_00951	Syan.g_02206
OG0000934	Prbk.g_00949	Syan.g_02204
OG0000935	Prbk.g_00948	Syan.g_02203
OG0000936	Prbk.g_00947	Syan.g_02202
OG0000937	Prbk.g_00946	Syan.g_02201
OG0000938	Prbk.g_00797	Syan.g_02198
OG0000939	Prbk.g_00798	Syan.g_02197
OG0000940	Prbk.g_00807	Syan.g_02188
OG0000941	Prbk.g_00809	Syan.g_02186
OG0000942	Prbk.g_00811	Syan.g_02184
OG0000943	Prbk.g_00812	Syan.g_02183
OG0000944	Prbk.g_00814	Syan.g_02181
OG0000945	Prbk.g_00816	Syan.g_02180
OG0000946	Prbk.g_00844	Syan.g_02167
OG0000947	Prbk.g_00847	Syan.g_02164
OG0000948	Prbk.g_00848	Syan.g_02163
OG0000949	Prbk.g_00851	Syan.g_01951
OG0000950	Prbk.g_00513	Syan.g_01940
OG0000951	Prbk.g_00518	Syan.g_01932
OG0000952	Prbk.g_00525	Syan.g_01927
OG0000953	Prbk.g_00529	Syan.g_01922
OG0000954	Prbk.g_00216	Syan.g_01916
OG0000955	Prbk.g_00217	Syan.g_01915
OG0000956	Prbk.g_00219	Syan.g_01913
OG0000957	Prbk.g_00235	Syan.g_01898
OG0000958	Prbk.g_00236	Syan.g_01897
OG0000959	Prbk.g_01482	Syan.g_01893
OG0000960	Prbk.g_01483	Syan.g_01892
OG0000961	Prbk.g_01494	Syan.g_03024
OG0000962	Prbk.g_01530	Syan.g_01887
OG0000963	Prbk.g_01535	Syan.g_01881
OG0000964	Prbk.g_01536	Syan.g_01880
OG0000965	Prbk.g_01537	Syan.g_01879
OG0000966	Prbk.g_01571	Syan.g_01812
OG0000967	Prbk.g_01577	Syan.g_01804
OG0000968	Prbk.g_01580	Syan.g_01706
OG0000969	Prbk.g_01582	Syan.g_01708
OG0000970	Prbk.g_01583	Syan.g_01709
OG0000971	Prbk.g_01585	Syan.g_01711
OG0000972	Prbk.g_01586	Syan.g_01712
OG0000973	Prbk.g_01587	Syan.g_01713
OG0000974	Prbk.g_01588	Syan.g_01714
OG0000975	Prbk.g_01589	Syan.g_01715
OG0000976	Prbk.g_01590	Syan.g_01716
OG0000977	Prbk.g_01592	Syan.g_01718
OG0000978	Prbk.g_01593	Syan.g_01719
OG0000979	Prbk.g_01596	Syan.g_01722
OG0000980	Prbk.g_01600	Syan.g_01725
OG0000981	Prbk.g_01603	Syan.g_01728
OG0000982	Prbk.g_02161	Syan.g_01566
OG0000983	Prbk.g_02162	Syan.g_01567
OG0000984	Prbk.g_02163	Syan.g_01568
OG0000985	Prbk.g_02167	Syan.g_01572
OG0000986	Prbk.g_02169	Syan.g_01574
OG0000987	Prbk.g_02171	Syan.g_01576
OG0000988	Prbk.g_02175	Syan.g_01581
OG0000989	Prbk.g_02185	Syan.g_01587
OG0000990	Prbk.g_02207	Syan.g_01615
OG0000991	Prbk.g_02210	Syan.g_01618
OG0000992	Prbk.g_02213	Syan.g_01622
OG0000993	Prbk.g_02214	Syan.g_01623
OG0000994	Prbk.g_02217	Syan.g_01625
OG0000995	Prbk.g_02226	Syan.g_01629
OG0000996	Prbk.g_02239	Syan.g_01653
OG0000997	Prbk.g_02248	Syan.g_01677
OG0000998	Prbk.g_02250	Syan.g_01679
OG0000999	Prbk.g_02251	Syan.g_01680
OG0001000	Prbk.g_02254	Syan.g_01684
OG0001001	Prbk.g_02258	Syan.g_01690
OG0001002	Prbk.g_02265	Syan.g_01697
OG0001003	Prbk.g_02267	Syan.g_01699
OG0001004	Prbk.g_02268	Syan.g_01700
OG0001005	Prbk.g_02270	Syan.g_01701
OG0001006	Prbk.g_02276	Syan.g_01794
OG0001007	Prbk.g_02278	Syan.g_01796
OG0001008	Prbk.g_00327	Syan.g_02397
OG0001009	Prbk.g_01622	Syan.g_01748
OG0001010	Prbk.g_01621	Syan.g_01747
OG0001011	Prbk.g_01619	Syan.g_01745
OG0001012	Prbk.g_02158	Syan.g_00281
OG0001013	Prbk.g_02133	Syan.g_01542
OG0001014	Prbk.g_02124	Syan.g_01535
OG0001015	Prbk.g_02123	Syan.g_01534
OG0001016	Prbk.g_01315	Syan.g_02912
OG0001017	Prbk.g_01309	Syan.g_02918
OG0001018	Prbk.g_01307	Syan.g_02920
OG0001019	Prbk.g_01294	Syan.g_02947
OG0001020	Prbk.g_00035	Syan.g_02951
OG0001021	Prbk.g_00031	Syan.g_02958
OG0001022	Prbk.g_00026	Syan.g_02964
OG0001023	Prbk.g_00025	Syan.g_02965
OG0001024	Prbk.g_00021	Syan.g_00968
OG0001025	Prbk.g_00014	Syan.g_02971
OG0001026	Prbk.g_00001	Syan.g_02984
OG0001027	Prbk.g_00190	Syan.g_02308
OG0001028	Prbk.g_00192	Syan.g_02305
OG0001029	Prbk.g_00194	Syan.g_02303
OG0001030	Prbk.g_00547	Syan.g_02281
OG0001031	Prbk.g_01275	Syan.g_03060
OG0001032	Prbk.g_01272	Syan.g_03063
OG0001033	Prbk.g_00633	Syan.g_00970
OG0001034	Prbk.g_01521	Syan.g_02425
OG0001035	Prbk.g_00372	Syan.g_02062
OG0001036	Prbk.g_00376	Syan.g_02056
OG0001037	Prbk.g_00378	Syan.g_02054
OG0001038	Prbk.g_00415	Syan.g_02025
OG0001039	Prbk.g_00418	Syan.g_02022
OG0001040	Prbk.g_00421	Syan.g_02019
OG0001041	Prbk.g_00426	Syan.g_02015
OG0001042	Prbk.g_00451	Syan.g_01992
OG0001043	Prbk.g_00453	Syan.g_01988
OG0001044	Prbk.g_00870	Syan.g_02145
OG0001045	Prbk.g_00882	Syan.g_02132
OG0001046	Prbk.g_00924	Syan.g_00591
OG0001047	Prbk.g_00325	Syan.g_02399
OG0001048	Prbk.g_00324	Syan.g_02400
OG0001049	Prbk.g_00321	Syan.g_01340
OG0001050	Prbk.g_00320	Syan.g_01339
OG0001051	Prbk.g_00319	Syan.g_01338
OG0001052	Prbk.g_02109	Syan.g_02850
OG0001053	Prbk.g_02064	Syan.g_02761
OG0001054	Prbk.g_01861	Syan.g_02742
OG0001055	Prbk.g_01056	Syan.g_02721
OG0001056	Prbk.g_01085	Syan.g_01161
OG0001057	Prbk.g_01097	Syan.g_00832
OG0001058	Prbk.g_01893	Syan.g_00851
OG0001059	Prbk.g_01889	Syan.g_00855
OG0001060	Prbk.g_01882	Syan.g_00861
OG0001061	Prbk.g_01109	Syan.g_00880
OG0001063	Prbk.g_01115	Syan.g_00945
OG0001064	Prbk.g_01116	Syan.g_00946
OG0001065	Prbk.g_01117	Syan.g_00947
OG0001066	Prbk.g_01118	Syan.g_00948
OG0001067	Prbk.g_01119	Syan.g_00949
OG0001068	Prbk.g_01120	Syan.g_00950
OG0001069	Prbk.g_01121	Syan.g_00951
OG0001070	Prbk.g_01125	Syan.g_00955
OG0001071	Prbk.g_01126	Syan.g_00956
OG0001072	Prbk.g_01129	Syan.g_00960
OG0001073	Prbk.g_01148	Syan.g_01012
OG0001074	Prbk.g_02602	Syan.g_00202
OG0001075	Prbk.g_02603	Syan.g_00200
OG0001076	Prbk.g_02611	Syan.g_00012
OG0001077	Prbk.g_02621	Syan.g_01140
OG0001078	Prbk.g_02632	Syan.g_00815
OG0001079	Prbk.g_02651	Syan.g_00799
OG0001080	Prbk.g_00738	Syan.g_00781
OG0001081	Prbk.g_00728	Syan.g_00779
OG0001082	Prbk.g_00727	Syan.g_00778
OG0001083	Prbk.g_00719	Syan.g_00771
OG0001084	Prbk.g_00718	Syan.g_00770
OG0001086	Prbk.g_00706	Syan.g_00757
OG0001087	Prbk.g_01821	Syan.g_01159
OG0001088	Prbk.g_01817	Syan.g_02688
OG0001089	Prbk.g_01764	Syan.g_00185
OG0001090	Prbk.g_00617	Syan.g_00317
OG0001091	Prbk.g_00615	Syan.g_00320
OG0001092	Prbk.g_00614	Syan.g_00322
OG0001093	Prbk.g_00610	Syan.g_00328
OG0001094	Prbk.g_02462	Syan.g_00696
OG0001095	Prbk.g_02481	Syan.g_00675
OG0001096	Prbk.g_02497	Syan.g_00659
OG0001097	Prbk.g_02542	Syan.g_00386
OG0001099	Prbk.g_00193	Syan.g_02304
OG0001100	Prbk.g_02389	Syan.g_00749
OG0001101	Prbk.g_02390	Syan.g_00747
OG0001102	Prbk.g_02393	Syan.g_00744
OG0001103	Prbk.g_02395	Syan.g_00742
OG0001104	Prbk.g_02452	Syan.g_00714
OG0001106	Prbk.g_02336	Syan.g_00551
OG0001107	Prbk.g_02326	Syan.g_00563
OG0001108	Prbk.g_02319	Syan.g_00571
OG0001109	Prbk.g_02317	Syan.g_00573
OG0001110	Prbk.g_02315	Syan.g_00575
OG0001111	Prbk.g_02313	Syan.g_00577
OG0001112	Prbk.g_02311	Syan.g_00579
OG0001113	Prbk.g_02310	Syan.g_00580
OG0001114	Prbk.g_02309	Syan.g_00581
OG0001115	Prbk.g_02307	Syan.g_00586
OG0001116	Prbk.g_02306	Syan.g_00588
OG0001117	Prbk.g_02305	Syan.g_00589
OG0001118	Prbk.g_02304	Syan.g_00590
OG0001119	Prbk.g_02303	Syan.g_00592
OG0001120	Prbk.g_02301	Syan.g_00597
OG0001122	Prbk.g_00581	Syan.g_00366
OG0001123	Prbk.g_00588	Syan.g_00359
OG0001124	Prbk.g_00590	Syan.g_00357
OG0001125	Prbk.g_00592	Syan.g_00355
OG0001126	Prbk.g_00068	Syan.g_00307
OG0001127	Prbk.g_00067	Syan.g_00306
OG0001128	Prbk.g_00064	Syan.g_00303
OG0001129	Prbk.g_00063	Syan.g_00301
OG0001130	Prbk.g_00062	Syan.g_00300
OG0001131	Prbk.g_00627	Syan.g_00079
