Orthogroup	Prbk	Prbm
OG0000541	Prbk.g_01043	Prbm.g_00537
OG0000542	Prbk.g_01046	Prbm.g_00539
OG0000543	Prbk.g_01048	Prbm.g_00541
OG0000544	Prbk.g_01049	Prbm.g_00542
OG0000545	Prbk.g_01050	Prbm.g_00544
OG0000546	Prbk.g_01052	Prbm.g_00547
OG0000547	Prbk.g_01054	Prbm.g_00549
OG0000548	Prbk.g_01055	Prbm.g_00550
OG0000549	Prbk.g_01061	Prbm.g_00553
OG0000550	Prbk.g_01066	Prbm.g_00557
OG0000551	Prbk.g_01070	Prbm.g_00560
OG0000552	Prbk.g_01071	Prbm.g_00561
OG0000553	Prbk.g_01076	Prbm.g_00562
OG0000554	Prbk.g_01081	Prbm.g_00567
OG0000555	Prbk.g_01099	Prbm.g_00575
OG0000556	Prbk.g_02686	Prbm.g_00577
OG0000557	Prbk.g_01898	Prbm.g_00578
OG0000558	Prbk.g_01895	Prbm.g_00580
OG0000559	Prbk.g_01891	Prbm.g_00584
OG0000560	Prbk.g_01888	Prbm.g_00587
OG0000561	Prbk.g_01887	Prbm.g_00588
OG0000562	Prbk.g_01886	Prbm.g_00589
OG0000563	Prbk.g_01885	Prbm.g_00590
OG0000564	Prbk.g_01884	Prbm.g_00591
OG0000565	Prbk.g_01881	Prbm.g_00594
OG0000566	Prbk.g_01877	Prbm.g_00596
OG0000567	Prbk.g_01873	Prbm.g_00600
OG0000568	Prbk.g_01871	Prbm.g_00601
OG0000569	Prbk.g_01104	Prbm.g_00602
OG0000570	Prbk.g_01105	Prbm.g_00603
OG0000571	Prbk.g_01108	Prbm.g_00605
OG0000572	Prbk.g_01124	Prbm.g_00616
OG0000573	Prbk.g_01131	Prbm.g_00621
OG0000574	Prbk.g_01132	Prbm.g_00624
OG0000575	Prbk.g_01141	Prbm.g_00627
OG0000576	Prbk.g_01143	Prbm.g_00629
OG0000577	Prbk.g_01144	Prbm.g_00630
OG0000578	Prbk.g_01145	Prbm.g_00631
OG0000579	Prbk.g_01146	Prbm.g_00632
OG0000580	Prbk.g_01147	Prbm.g_00633
OG0000581	Prbk.g_01151	Prbm.g_00636
OG0000582	Prbk.g_01155	Prbm.g_00639
OG0000583	Prbk.g_01156	Prbm.g_00640
OG0000584	Prbk.g_01157	Prbm.g_00641
OG0000585	Prbk.g_01159	Prbm.g_00643
OG0000586	Prbk.g_01161	Prbm.g_00644
OG0000587	Prbk.g_01163	Prbm.g_00645
OG0000588	Prbk.g_02605	Prbm.g_00649
OG0000589	Prbk.g_02608	Prbm.g_00652
OG0000590	Prbk.g_02609	Prbm.g_00653
OG0000591	Prbk.g_02616	Prbm.g_00656
OG0000592	Prbk.g_02617	Prbm.g_00657
OG0000593	Prbk.g_02627	Prbm.g_00663
OG0000594	Prbk.g_02628	Prbm.g_00664
OG0000595	Prbk.g_02629	Prbm.g_00665
OG0000596	Prbk.g_02634	Prbm.g_00669
OG0000597	Prbk.g_02637	Prbm.g_00671
OG0000598	Prbk.g_02638	Prbm.g_00672
OG0000599	Prbk.g_02648	Prbm.g_00675
OG0000600	Prbk.g_02649	Prbm.g_00676
OG0000601	Prbk.g_02650	Prbm.g_00677
OG0000602	Prbk.g_02654	Prbm.g_00679
OG0000603	Prbk.g_02655	Prbm.g_00680
OG0000604	Prbk.g_02656	Prbm.g_00681
OG0000605	Prbk.g_00740	Prbm.g_00682
OG0000606	Prbk.g_00729	Prbm.g_00685
OG0000607	Prbk.g_00726	Prbm.g_00688
OG0000608	Prbk.g_00725	Prbm.g_00689
OG0000609	Prbk.g_00723	Prbm.g_00690
OG0000610	Prbk.g_00715	Prbm.g_00696
OG0000611	Prbk.g_00712	Prbm.g_00699
OG0000612	Prbk.g_00711	Prbm.g_00700
OG0000613	Prbk.g_00478	Prbm.g_00706
OG0000614	Prbk.g_01802	Prbm.g_00730
OG0000615	Prbk.g_02429	Prbm.g_00737
OG0000616	Prbk.g_02262	Prbm.g_02220
OG0000617	Prbk.g_00613	Prbm.g_00748
OG0000618	Prbk.g_00612	Prbm.g_00749
OG0000619	Prbk.g_00611	Prbm.g_00750
OG0000620	Prbk.g_00607	Prbm.g_00753
OG0000621	Prbk.g_00606	Prbm.g_00754
OG0000622	Prbk.g_00605	Prbm.g_00755
OG0000623	Prbk.g_00604	Prbm.g_00756
OG0000624	Prbk.g_00603	Prbm.g_00758
OG0000625	Prbk.g_00602	Prbm.g_00759
OG0000626	Prbk.g_00601	Prbm.g_00760
OG0000627	Prbk.g_02376	Prbm.g_00762
OG0000628	Prbk.g_02375	Prbm.g_00763
OG0000629	Prbk.g_02372	Prbm.g_00764
OG0000630	Prbk.g_02368	Prbm.g_00767
OG0000631	Prbk.g_02362	Prbm.g_00959
OG0000632	Prbk.g_02361	Prbm.g_00960
OG0000633	Prbk.g_02360	Prbm.g_00961
OG0000634	Prbk.g_02464	Prbm.g_00810
OG0000635	Prbk.g_02465	Prbm.g_00811
OG0000636	Prbk.g_02467	Prbm.g_00813
OG0000637	Prbk.g_02469	Prbm.g_00815
OG0000638	Prbk.g_02470	Prbm.g_00816
OG0000639	Prbk.g_02471	Prbm.g_00817
OG0000640	Prbk.g_02472	Prbm.g_00818
OG0000641	Prbk.g_02476	Prbm.g_00822
OG0000642	Prbk.g_02477	Prbm.g_00823
OG0000643	Prbk.g_02478	Prbm.g_00824
OG0000644	Prbk.g_02479	Prbm.g_00825
OG0000645	Prbk.g_02480	Prbm.g_00826
OG0000646	Prbk.g_02483	Prbm.g_00829
OG0000647	Prbk.g_02486	Prbm.g_00831
OG0000648	Prbk.g_02488	Prbm.g_00833
OG0000649	Prbk.g_02489	Prbm.g_00834
OG0000650	Prbk.g_02490	Prbm.g_00835
OG0000651	Prbk.g_02491	Prbm.g_00836
OG0000652	Prbk.g_02492	Prbm.g_00837
OG0000653	Prbk.g_02494	Prbm.g_00839
OG0000654	Prbk.g_02495	Prbm.g_00840
OG0000655	Prbk.g_02496	Prbm.g_00841
OG0000656	Prbk.g_02499	Prbm.g_00844
OG0000657	Prbk.g_02532	Prbm.g_00850
OG0000658	Prbk.g_02534	Prbm.g_00852
OG0000659	Prbk.g_02535	Prbm.g_00853
OG0000660	Prbk.g_02539	Prbm.g_00857
OG0000661	Prbk.g_02541	Prbm.g_00859
OG0000662	Prbk.g_02543	Prbm.g_00861
OG0000663	Prbk.g_02546	Prbm.g_00863
OG0000664	Prbk.g_02547	Prbm.g_00864
OG0000665	Prbk.g_02560	Prbm.g_00868
OG0000666	Prbk.g_02563	Prbm.g_00869
OG0000667	Prbk.g_02570	Prbm.g_00873
OG0000668	Prbk.g_00582	Prbm.g_00911
OG0000669	Prbk.g_02580	Prbm.g_00919
OG0000670	Prbk.g_01662	Prbm.g_00922
OG0000671	Prbk.g_02391	Prbm.g_00924
OG0000672	Prbk.g_02394	Prbm.g_00927
OG0000673	Prbk.g_02397	Prbm.g_00930
OG0000674	Prbk.g_02399	Prbm.g_00932
OG0000675	Prbk.g_02400	Prbm.g_00933
OG0000676	Prbk.g_02408	Prbm.g_00935
OG0000677	Prbk.g_02410	Prbm.g_00936
OG0000678	Prbk.g_02415	Prbm.g_00939
OG0000679	Prbk.g_02435	Prbm.g_00943
OG0000680	Prbk.g_02436	Prbm.g_00944
OG0000681	Prbk.g_02438	Prbm.g_00946
OG0000682	Prbk.g_02439	Prbm.g_00947
OG0000683	Prbk.g_02440	Prbm.g_00948
OG0000684	Prbk.g_02453	Prbm.g_00793
OG0000685	Prbk.g_02451	Prbm.g_00795
OG0000686	Prbk.g_02450	Prbm.g_00796
OG0000687	Prbk.g_02449	Prbm.g_00797
OG0000688	Prbk.g_02455	Prbm.g_00800
OG0000689	Prbk.g_02456	Prbm.g_00801
OG0000690	Prbk.g_02457	Prbm.g_00802
OG0000691	Prbk.g_02458	Prbm.g_00803
OG0000692	Prbk.g_02459	Prbm.g_00805
OG0000693	Prbk.g_02460	Prbm.g_00806
OG0000694	Prbk.g_02461	Prbm.g_00807
OG0000695	Prbk.g_02358	Prbm.g_00963
OG0000696	Prbk.g_02357	Prbm.g_00964
OG0000697	Prbk.g_02355	Prbm.g_00965
OG0000698	Prbk.g_02352	Prbm.g_00968
OG0000699	Prbk.g_02350	Prbm.g_00969
OG0000700	Prbk.g_02349	Prbm.g_00970
OG0000701	Prbk.g_02348	Prbm.g_00971
OG0000702	Prbk.g_02340	Prbm.g_00973
OG0000703	Prbk.g_02339	Prbm.g_00974
OG0000704	Prbk.g_02337	Prbm.g_00975
OG0000705	Prbk.g_02331	Prbm.g_00981
OG0000706	Prbk.g_02330	Prbm.g_00982
OG0000707	Prbk.g_02329	Prbm.g_00983
OG0000708	Prbk.g_02327	Prbm.g_00985
OG0000709	Prbk.g_02320	Prbm.g_00989
OG0000710	Prbk.g_02316	Prbm.g_00992
OG0000711	Prbk.g_02293	Prbm.g_01007
OG0000712	Prbk.g_02292	Prbm.g_01009
OG0000713	Prbk.g_00562	Prbm.g_01010
OG0000714	Prbk.g_00566	Prbm.g_01011
OG0000715	Prbk.g_00568	Prbm.g_01013
OG0000716	Prbk.g_00572	Prbm.g_01014
OG0000717	Prbk.g_00573	Prbm.g_01015
OG0000718	Prbk.g_00578	Prbm.g_01031
OG0000719	Prbk.g_00580	Prbm.g_01032
OG0000720	Prbk.g_00593	Prbm.g_01042
OG0000721	Prbk.g_00594	Prbm.g_01043
OG0000722	Prbk.g_00595	Prbm.g_01044
OG0000723	Prbk.g_00599	Prbm.g_01048
OG0000724	Prbk.g_00061	Prbm.g_01059
OG0000725	Prbk.g_00054	Prbm.g_00887
OG0000726	Prbk.g_00053	Prbm.g_00886
OG0000727	Prbk.g_00052	Prbm.g_00885
OG0000728	Prbk.g_00051	Prbm.g_00883
OG0000729	Prbk.g_01531	Prbm.g_02104
OG0000730	Prbk.g_00869	Prbm.g_00398
OG0000731	Prbk.g_00879	Prbm.g_00406
OG0000732	Prbk.g_01601	Prbm.g_02166
OG0000733	Prbk.g_02202	Prbm.g_01911
OG0000734	Prbk.g_00004	Prbm.g_01565
OG0000735	Prbk.g_01037	Prbm.g_01563
OG0000736	Prbk.g_01036	Prbm.g_01562
OG0000737	Prbk.g_01035	Prbm.g_01561
OG0000738	Prbk.g_01028	Prbm.g_01557
OG0000739	Prbk.g_01026	Prbm.g_01556
OG0000740	Prbk.g_01025	Prbm.g_01555
OG0000741	Prbk.g_01022	Prbm.g_01553
OG0000742	Prbk.g_01020	Prbm.g_01550
OG0000743	Prbk.g_01018	Prbm.g_01548
OG0000744	Prbk.g_01017	Prbm.g_01547
OG0000745	Prbk.g_00141	Prbm.g_01545
OG0000746	Prbk.g_00143	Prbm.g_01543
OG0000747	Prbk.g_00144	Prbm.g_01542
OG0000748	Prbk.g_00156	Prbm.g_01538
OG0000749	Prbk.g_00157	Prbm.g_01537
OG0000750	Prbk.g_00158	Prbm.g_01536
OG0000751	Prbk.g_00105	Prbm.g_01533
OG0000752	Prbk.g_00103	Prbm.g_01531
OG0000753	Prbk.g_00100	Prbm.g_01529
OG0000754	Prbk.g_01501	Prbm.g_01525
OG0000755	Prbk.g_00139	Prbm.g_01520
OG0000756	Prbk.g_00138	Prbm.g_01519
OG0000757	Prbk.g_00131	Prbm.g_01512
OG0000758	Prbk.g_00130	Prbm.g_01511
OG0000759	Prbk.g_00129	Prbm.g_01510
OG0000760	Prbk.g_00128	Prbm.g_01509
OG0000761	Prbk.g_00127	Prbm.g_01508
OG0000762	Prbk.g_01503	Prbm.g_01507
OG0000763	Prbk.g_01505	Prbm.g_01505
OG0000764	Prbk.g_01506	Prbm.g_01504
OG0000765	Prbk.g_00178	Prbm.g_01496
OG0000766	Prbk.g_00177	Prbm.g_01495
OG0000767	Prbk.g_00175	Prbm.g_01494
OG0000768	Prbk.g_00174	Prbm.g_01493
OG0000769	Prbk.g_00098	Prbm.g_01491
OG0000770	Prbk.g_00122	Prbm.g_01490
OG0000771	Prbk.g_00066	Prbm.g_01054
OG0000772	Prbk.g_02011	Prbm.g_01356
OG0000773	Prbk.g_00162	Prbm.g_01602
OG0000774	Prbk.g_01192	Prbm.g_01605
OG0000775	Prbk.g_01190	Prbm.g_01606
OG0000776	Prbk.g_01189	Prbm.g_01607
OG0000777	Prbk.g_01188	Prbm.g_01608
OG0000778	Prbk.g_01187	Prbm.g_01609
OG0000779	Prbk.g_01182	Prbm.g_01613
OG0000780	Prbk.g_01179	Prbm.g_01614
OG0000781	Prbk.g_01175	Prbm.g_01616
OG0000782	Prbk.g_01174	Prbm.g_01617
OG0000783	Prbk.g_01173	Prbm.g_01618
OG0000784	Prbk.g_01172	Prbm.g_01619
OG0000785	Prbk.g_01170	Prbm.g_01621
OG0000786	Prbk.g_01167	Prbm.g_01624
OG0000787	Prbk.g_01166	Prbm.g_01625
OG0000788	Prbk.g_00334	Prbm.g_00777
OG0000789	Prbk.g_01691	Prbm.g_01051
OG0000790	Prbk.g_02048	Prbm.g_01665
OG0000791	Prbk.g_02046	Prbm.g_01667
OG0000792	Prbk.g_02045	Prbm.g_01668
OG0000793	Prbk.g_02041	Prbm.g_01671
OG0000794	Prbk.g_02040	Prbm.g_01672
OG0000795	Prbk.g_02039	Prbm.g_01673
OG0000796	Prbk.g_02035	Prbm.g_01677
OG0000797	Prbk.g_02034	Prbm.g_01678
OG0000799	Prbk.g_01929	Prbm.g_01691
OG0000800	Prbk.g_01930	Prbm.g_01692
OG0000801	Prbk.g_01931	Prbm.g_01693
OG0000802	Prbk.g_01938	Prbm.g_01695
OG0000803	Prbk.g_00244	Prbm.g_01697
OG0000804	Prbk.g_00246	Prbm.g_01698
OG0000805	Prbk.g_00248	Prbm.g_01700
OG0000806	Prbk.g_00250	Prbm.g_01702
OG0000807	Prbk.g_00252	Prbm.g_01703
OG0000808	Prbk.g_00253	Prbm.g_01704
OG0000809	Prbk.g_00257	Prbm.g_01708
OG0000810	Prbk.g_00258	Prbm.g_01709
OG0000811	Prbk.g_00270	Prbm.g_01713
OG0000812	Prbk.g_00272	Prbm.g_01715
OG0000813	Prbk.g_00273	Prbm.g_01716
OG0000814	Prbk.g_00275	Prbm.g_01718
OG0000815	Prbk.g_00276	Prbm.g_01719
OG0000816	Prbk.g_00278	Prbm.g_01721
OG0000817	Prbk.g_00279	Prbm.g_01722
OG0000818	Prbk.g_01237	Prbm.g_01726
OG0000819	Prbk.g_01236	Prbm.g_01727
OG0000820	Prbk.g_01235	Prbm.g_01728
OG0000821	Prbk.g_01228	Prbm.g_01731
OG0000822	Prbk.g_01226	Prbm.g_01732
OG0000823	Prbk.g_01225	Prbm.g_01733
OG0000824	Prbk.g_01221	Prbm.g_01736
OG0000825	Prbk.g_01220	Prbm.g_01737
OG0000826	Prbk.g_01219	Prbm.g_01738
OG0000827	Prbk.g_01218	Prbm.g_01739
OG0000828	Prbk.g_01215	Prbm.g_01742
OG0000829	Prbk.g_01214	Prbm.g_01743
OG0000830	Prbk.g_01213	Prbm.g_01744
OG0000831	Prbk.g_01211	Prbm.g_01746
OG0000832	Prbk.g_02006	Prbm.g_01756
OG0000833	Prbk.g_01998	Prbm.g_01764
OG0000834	Prbk.g_01997	Prbm.g_01765
OG0000835	Prbk.g_01996	Prbm.g_01766
OG0000836	Prbk.g_01994	Prbm.g_01768
OG0000837	Prbk.g_01993	Prbm.g_01769
OG0000838	Prbk.g_01990	Prbm.g_01771
OG0000839	Prbk.g_01989	Prbm.g_01772
OG0000840	Prbk.g_01988	Prbm.g_01773
OG0000841	Prbk.g_01987	Prbm.g_01774
OG0000842	Prbk.g_01986	Prbm.g_01775
OG0000843	Prbk.g_01985	Prbm.g_01776
OG0000844	Prbk.g_01983	Prbm.g_01777
OG0000845	Prbk.g_01982	Prbm.g_01778
OG0000846	Prbk.g_01981	Prbm.g_01779
OG0000847	Prbk.g_01980	Prbm.g_01780
OG0000848	Prbk.g_01979	Prbm.g_01781
OG0000849	Prbk.g_01978	Prbm.g_01782
OG0000850	Prbk.g_01977	Prbm.g_01784
OG0000851	Prbk.g_00937	Prbm.g_01785
OG0000852	Prbk.g_00936	Prbm.g_01786
OG0000853	Prbk.g_00932	Prbm.g_01791
OG0000854	Prbk.g_00930	Prbm.g_01793
OG0000855	Prbk.g_00929	Prbm.g_01794
OG0000856	Prbk.g_02619	Prbm.g_01685
OG0000857	Prbk.g_02485	Prbm.g_00830
OG0000858	Prbk.g_00918	Prbm.g_01835
OG0000859	Prbk.g_00917	Prbm.g_01836
OG0000860	Prbk.g_00905	Prbm.g_01843
OG0000861	Prbk.g_00904	Prbm.g_01844
OG0000862	Prbk.g_00902	Prbm.g_01845
OG0000863	Prbk.g_01451	Prbm.g_01846
OG0000864	Prbk.g_01450	Prbm.g_01847
OG0000865	Prbk.g_01449	Prbm.g_01848
OG0000866	Prbk.g_01448	Prbm.g_01849
OG0000867	Prbk.g_01447	Prbm.g_01850
OG0000868	Prbk.g_01445	Prbm.g_01851
OG0000869	Prbk.g_01442	Prbm.g_01854
OG0000870	Prbk.g_01437	Prbm.g_01859
OG0000871	Prbk.g_01436	Prbm.g_01860
OG0000872	Prbk.g_01434	Prbm.g_01861
OG0000873	Prbk.g_01431	Prbm.g_01864
OG0000874	Prbk.g_01427	Prbm.g_01867
OG0000875	Prbk.g_01426	Prbm.g_01869
OG0000876	Prbk.g_01425	Prbm.g_01870
OG0000877	Prbk.g_01422	Prbm.g_01872
OG0000878	Prbk.g_01421	Prbm.g_01873
OG0000879	Prbk.g_01420	Prbm.g_01874
OG0000880	Prbk.g_01419	Prbm.g_01875
OG0000881	Prbk.g_01414	Prbm.g_01878
OG0000882	Prbk.g_01409	Prbm.g_01883
OG0000883	Prbk.g_01407	Prbm.g_01885
OG0000884	Prbk.g_01405	Prbm.g_01887
OG0000885	Prbk.g_01404	Prbm.g_01888
OG0000886	Prbk.g_01403	Prbm.g_01889
OG0000887	Prbk.g_01402	Prbm.g_01890
OG0000888	Prbk.g_01400	Prbm.g_01892
OG0000889	Prbk.g_01398	Prbm.g_01894
OG0000890	Prbk.g_01384	Prbm.g_01895
OG0000891	Prbk.g_01383	Prbm.g_01896
OG0000892	Prbk.g_01381	Prbm.g_01898
OG0000893	Prbk.g_01901	Prbm.g_01948
OG0000894	Prbk.g_01905	Prbm.g_01951
OG0000895	Prbk.g_01910	Prbm.g_01954
OG0000896	Prbk.g_01911	Prbm.g_01955
OG0000897	Prbk.g_01913	Prbm.g_01957
OG0000898	Prbk.g_01914	Prbm.g_01958
OG0000899	Prbk.g_01915	Prbm.g_01959
OG0000900	Prbk.g_01916	Prbm.g_01960
OG0000901	Prbk.g_01920	Prbm.g_01963
OG0000902	Prbk.g_01922	Prbm.g_01965
OG0000903	Prbk.g_00990	Prbm.g_01975
OG0000904	Prbk.g_00995	Prbm.g_01970
OG0000905	Prbk.g_00997	Prbm.g_01967
OG0000906	Prbk.g_01926	Prbm.g_01966
OG0000907	Prbk.g_00988	Prbm.g_01990
OG0000908	Prbk.g_00985	Prbm.g_01993
OG0000909	Prbk.g_00984	Prbm.g_01994
OG0000910	Prbk.g_00983	Prbm.g_01995
OG0000911	Prbk.g_00981	Prbm.g_01997
OG0000912	Prbk.g_00980	Prbm.g_01998
OG0000913	Prbk.g_00979	Prbm.g_01999
OG0000914	Prbk.g_00978	Prbm.g_02000
OG0000915	Prbk.g_00977	Prbm.g_02001
OG0000916	Prbk.g_00976	Prbm.g_02002
OG0000917	Prbk.g_00975	Prbm.g_02003
OG0000918	Prbk.g_00974	Prbm.g_02004
OG0000919	Prbk.g_00973	Prbm.g_02005
OG0000920	Prbk.g_00972	Prbm.g_02006
OG0000921	Prbk.g_00971	Prbm.g_02007
OG0000922	Prbk.g_00970	Prbm.g_02008
OG0000923	Prbk.g_00966	Prbm.g_02012
OG0000924	Prbk.g_00965	Prbm.g_02013
OG0000925	Prbk.g_00964	Prbm.g_02014
OG0000926	Prbk.g_00963	Prbm.g_02015
OG0000927	Prbk.g_00961	Prbm.g_02017
OG0000928	Prbk.g_00960	Prbm.g_02018
OG0000929	Prbk.g_00959	Prbm.g_02019
OG0000930	Prbk.g_00958	Prbm.g_02020
OG0000931	Prbk.g_00957	Prbm.g_02021
OG0000932	Prbk.g_00956	Prbm.g_02022
OG0000933	Prbk.g_00951	Prbm.g_02026
OG0000934	Prbk.g_00949	Prbm.g_02028
OG0000935	Prbk.g_00948	Prbm.g_02029
OG0000936	Prbk.g_00947	Prbm.g_02030
OG0000937	Prbk.g_00946	Prbm.g_02031
OG0000938	Prbk.g_00797	Prbm.g_02034
OG0000939	Prbk.g_00798	Prbm.g_02035
OG0000940	Prbk.g_00807	Prbm.g_02042
OG0000941	Prbk.g_00809	Prbm.g_02044
OG0000942	Prbk.g_00811	Prbm.g_02046
OG0000943	Prbk.g_00812	Prbm.g_02048
OG0000944	Prbk.g_00814	Prbm.g_02050
OG0000945	Prbk.g_00816	Prbm.g_02051
OG0000946	Prbk.g_00844	Prbm.g_02057
OG0000947	Prbk.g_00847	Prbm.g_02059
OG0000948	Prbk.g_00848	Prbm.g_02060
OG0000949	Prbk.g_00851	Prbm.g_02063
OG0000950	Prbk.g_00513	Prbm.g_02068
OG0000951	Prbk.g_00518	Prbm.g_02072
OG0000952	Prbk.g_00525	Prbm.g_02076
OG0000953	Prbk.g_00529	Prbm.g_02080
OG0000954	Prbk.g_00216	Prbm.g_02084
OG0000955	Prbk.g_00217	Prbm.g_02085
OG0000956	Prbk.g_00219	Prbm.g_02087
OG0000957	Prbk.g_00235	Prbm.g_02092
OG0000958	Prbk.g_00236	Prbm.g_02093
OG0000959	Prbk.g_01482	Prbm.g_02097
OG0000960	Prbk.g_01483	Prbm.g_02098
OG0000961	Prbk.g_01494	Prbm.g_02101
OG0000962	Prbk.g_01530	Prbm.g_02103
OG0000963	Prbk.g_01535	Prbm.g_02107
OG0000964	Prbk.g_01536	Prbm.g_02108
OG0000965	Prbk.g_01537	Prbm.g_02109
OG0000966	Prbk.g_01571	Prbm.g_02144
OG0000967	Prbk.g_01577	Prbm.g_02148
OG0000968	Prbk.g_01580	Prbm.g_02150
OG0000969	Prbk.g_01582	Prbm.g_02151
OG0000970	Prbk.g_01583	Prbm.g_02152
OG0000971	Prbk.g_01585	Prbm.g_02153
OG0000972	Prbk.g_01586	Prbm.g_02154
OG0000973	Prbk.g_01587	Prbm.g_02155
OG0000974	Prbk.g_01588	Prbm.g_02156
OG0000975	Prbk.g_01589	Prbm.g_02157
OG0000976	Prbk.g_01590	Prbm.g_02158
OG0000977	Prbk.g_01592	Prbm.g_02159
OG0000978	Prbk.g_01593	Prbm.g_02160
OG0000979	Prbk.g_01596	Prbm.g_02163
OG0000980	Prbk.g_01600	Prbm.g_02165
OG0000981	Prbk.g_01603	Prbm.g_02168
OG0000982	Prbk.g_02161	Prbm.g_02170
OG0000983	Prbk.g_02162	Prbm.g_02171
OG0000984	Prbk.g_02163	Prbm.g_02172
OG0000985	Prbk.g_02167	Prbm.g_02175
OG0000986	Prbk.g_02169	Prbm.g_02177
OG0000987	Prbk.g_02171	Prbm.g_02178
OG0000988	Prbk.g_02175	Prbm.g_02181
OG0000989	Prbk.g_02185	Prbm.g_02185
OG0000990	Prbk.g_02207	Prbm.g_02190
OG0000991	Prbk.g_02210	Prbm.g_02191
OG0000992	Prbk.g_02213	Prbm.g_02194
OG0000993	Prbk.g_02214	Prbm.g_02195
OG0000994	Prbk.g_02217	Prbm.g_02196
OG0000995	Prbk.g_02226	Prbm.g_02200
OG0000996	Prbk.g_02239	Prbm.g_02201
OG0000997	Prbk.g_02248	Prbm.g_02208
OG0000998	Prbk.g_02250	Prbm.g_02210
OG0000999	Prbk.g_02251	Prbm.g_02211
OG0001000	Prbk.g_02254	Prbm.g_02214
OG0001001	Prbk.g_02258	Prbm.g_02217
OG0001002	Prbk.g_02265	Prbm.g_02222
OG0001003	Prbk.g_02267	Prbm.g_02225
OG0001004	Prbk.g_02268	Prbm.g_02226
OG0001005	Prbk.g_02270	Prbm.g_02227
OG0001006	Prbk.g_02276	Prbm.g_02231
OG0001007	Prbk.g_02278	Prbm.g_02233
OG0001008	Prbk.g_00327	Prbm.g_00447
OG0001009	Prbk.g_01622	Prbm.g_00027
OG0001010	Prbk.g_01621	Prbm.g_00028
OG0001011	Prbk.g_01619	Prbm.g_00029
OG0001012	Prbk.g_02158	Prbm.g_00052
OG0001013	Prbk.g_02133	Prbm.g_00057
OG0001014	Prbk.g_02124	Prbm.g_00060
OG0001015	Prbk.g_02123	Prbm.g_00061
OG0001016	Prbk.g_01315	Prbm.g_00130
OG0001017	Prbk.g_01309	Prbm.g_00134
OG0001018	Prbk.g_01307	Prbm.g_00137
OG0001019	Prbk.g_01294	Prbm.g_00146
OG0001020	Prbk.g_00035	Prbm.g_00147
OG0001021	Prbk.g_00031	Prbm.g_00148
OG0001022	Prbk.g_00026	Prbm.g_00151
OG0001023	Prbk.g_00025	Prbm.g_00152
OG0001024	Prbk.g_00021	Prbm.g_00155
OG0001025	Prbk.g_00014	Prbm.g_00162
OG0001026	Prbk.g_00001	Prbm.g_00170
OG0001027	Prbk.g_00190	Prbm.g_00171
OG0001028	Prbk.g_00192	Prbm.g_00173
OG0001029	Prbk.g_00194	Prbm.g_00175
OG0001030	Prbk.g_00547	Prbm.g_00191
OG0001031	Prbk.g_01275	Prbm.g_00246
OG0001032	Prbk.g_01272	Prbm.g_00247
OG0001033	Prbk.g_00633	Prbm.g_00267
OG0001034	Prbk.g_01521	Prbm.g_00296
OG0001035	Prbk.g_00372	Prbm.g_00313
OG0001036	Prbk.g_00376	Prbm.g_00318
OG0001037	Prbk.g_00378	Prbm.g_00319
OG0001038	Prbk.g_00415	Prbm.g_00335
OG0001039	Prbk.g_00418	Prbm.g_00337
OG0001040	Prbk.g_00421	Prbm.g_00340
OG0001041	Prbk.g_00426	Prbm.g_00344
OG0001042	Prbk.g_00451	Prbm.g_00360
OG0001043	Prbk.g_00453	Prbm.g_00361
OG0001044	Prbk.g_00870	Prbm.g_00399
OG0001045	Prbk.g_00882	Prbm.g_00408
OG0001046	Prbk.g_00924	Prbm.g_01121
OG0001047	Prbk.g_00325	Prbm.g_00449
OG0001048	Prbk.g_00324	Prbm.g_00450
OG0001049	Prbk.g_00321	Prbm.g_00452
OG0001050	Prbk.g_00320	Prbm.g_00453
OG0001051	Prbk.g_00319	Prbm.g_00454
OG0001052	Prbk.g_02109	Prbm.g_00497
OG0001053	Prbk.g_02064	Prbm.g_00509
OG0001054	Prbk.g_01861	Prbm.g_00523
OG0001055	Prbk.g_01056	Prbm.g_00551
OG0001056	Prbk.g_01085	Prbm.g_00569
OG0001057	Prbk.g_01097	Prbm.g_00574
OG0001058	Prbk.g_01893	Prbm.g_00582
OG0001059	Prbk.g_01889	Prbm.g_00586
OG0001060	Prbk.g_01882	Prbm.g_00593
OG0001061	Prbk.g_01109	Prbm.g_00606
OG0001062	Prbk.g_01111	Prbm.g_00608
OG0001063	Prbk.g_01115	Prbm.g_00609
OG0001064	Prbk.g_01116	Prbm.g_00610
OG0001065	Prbk.g_01117	Prbm.g_00611
OG0001066	Prbk.g_01118	Prbm.g_00612
OG0001067	Prbk.g_01119	Prbm.g_00613
OG0001068	Prbk.g_01120	Prbm.g_00614
OG0001069	Prbk.g_01121	Prbm.g_00615
OG0001070	Prbk.g_01125	Prbm.g_00617
OG0001071	Prbk.g_01126	Prbm.g_00618
OG0001072	Prbk.g_01129	Prbm.g_00619
OG0001073	Prbk.g_01148	Prbm.g_00634
OG0001074	Prbk.g_02602	Prbm.g_00646
OG0001075	Prbk.g_02603	Prbm.g_00647
OG0001076	Prbk.g_02611	Prbm.g_00654
OG0001077	Prbk.g_02621	Prbm.g_00659
OG0001078	Prbk.g_02632	Prbm.g_00667
