Orthogroup	Prbk	Syat
OG0000581	Prbk.g_01151	Syat.g_00003
OG0000582	Prbk.g_01155	Syat.g_03403
OG0000583	Prbk.g_01156	Syat.g_03404
OG0000584	Prbk.g_01157	Syat.g_03405
OG0000585	Prbk.g_01159	Syat.g_03408
OG0000586	Prbk.g_01161	Syat.g_03409
OG0000587	Prbk.g_01163	Syat.g_00001
OG0000588	Prbk.g_02605	Syat.g_00338
OG0000589	Prbk.g_02608	Syat.g_03318
OG0000590	Prbk.g_02609	Syat.g_03317
OG0000591	Prbk.g_02616	Syat.g_03308
OG0000592	Prbk.g_02617	Syat.g_03307
OG0000593	Prbk.g_02627	Syat.g_00113
OG0000594	Prbk.g_02628	Syat.g_00114
OG0000595	Prbk.g_02629	Syat.g_00115
OG0000596	Prbk.g_02634	Syat.g_00129
OG0000597	Prbk.g_02637	Syat.g_00132
OG0000598	Prbk.g_02638	Syat.g_00133
OG0000599	Prbk.g_02648	Syat.g_00381
OG0000600	Prbk.g_02649	Syat.g_00380
OG0000601	Prbk.g_02650	Syat.g_00379
OG0000602	Prbk.g_02654	Syat.g_00375
OG0000603	Prbk.g_02655	Syat.g_00374
OG0000604	Prbk.g_02656	Syat.g_00372
OG0000605	Prbk.g_00740	Syat.g_00370
OG0000606	Prbk.g_00729	Syat.g_00367
OG0000607	Prbk.g_00726	Syat.g_00364
OG0000608	Prbk.g_00725	Syat.g_00363
OG0000609	Prbk.g_00723	Syat.g_00344
OG0000610	Prbk.g_00715	Syat.g_00399
OG0000611	Prbk.g_00712	Syat.g_00402
OG0000612	Prbk.g_00711	Syat.g_00403
OG0000613	Prbk.g_00478	Syat.g_02129
OG0000614	Prbk.g_01802	Syat.g_01084
OG0000615	Prbk.g_02429	Syat.g_00442
OG0000616	Prbk.g_02262	Syat.g_02397
OG0000617	Prbk.g_00613	Syat.g_00665
OG0000618	Prbk.g_00612	Syat.g_00666
OG0000619	Prbk.g_00611	Syat.g_00667
OG0000620	Prbk.g_00607	Syat.g_02591
OG0000621	Prbk.g_00606	Syat.g_02590
OG0000622	Prbk.g_00605	Syat.g_02572
OG0000623	Prbk.g_00604	Syat.g_00672
OG0000624	Prbk.g_00603	Syat.g_00673
OG0000625	Prbk.g_00602	Syat.g_00674
OG0000626	Prbk.g_00601	Syat.g_00675
OG0000627	Prbk.g_02376	Syat.g_00641
OG0000628	Prbk.g_02375	Syat.g_00640
OG0000629	Prbk.g_02372	Syat.g_00637
OG0000630	Prbk.g_02368	Syat.g_00631
OG0000631	Prbk.g_02362	Syat.g_00624
OG0000632	Prbk.g_02361	Syat.g_00623
OG0000633	Prbk.g_02360	Syat.g_00622
OG0000634	Prbk.g_02464	Syat.g_00475
OG0000635	Prbk.g_02465	Syat.g_00476
OG0000636	Prbk.g_02467	Syat.g_00478
OG0000637	Prbk.g_02469	Syat.g_00480
OG0000638	Prbk.g_02470	Syat.g_00481
OG0000639	Prbk.g_02471	Syat.g_00482
OG0000640	Prbk.g_02472	Syat.g_00483
OG0000641	Prbk.g_02476	Syat.g_00488
OG0000642	Prbk.g_02477	Syat.g_00489
OG0000643	Prbk.g_02478	Syat.g_00494
OG0000644	Prbk.g_02479	Syat.g_00495
OG0000645	Prbk.g_02480	Syat.g_00496
OG0000646	Prbk.g_02483	Syat.g_00499
OG0000647	Prbk.g_02486	Syat.g_00501
OG0000648	Prbk.g_02488	Syat.g_00504
OG0000649	Prbk.g_02489	Syat.g_00505
OG0000650	Prbk.g_02490	Syat.g_00506
OG0000651	Prbk.g_02491	Syat.g_00507
OG0000652	Prbk.g_02492	Syat.g_00508
OG0000653	Prbk.g_02494	Syat.g_00510
OG0000654	Prbk.g_02495	Syat.g_00514
OG0000655	Prbk.g_02496	Syat.g_00515
OG0000656	Prbk.g_02499	Syat.g_00518
OG0000657	Prbk.g_02532	Syat.g_00720
OG0000658	Prbk.g_02534	Syat.g_00723
OG0000659	Prbk.g_02535	Syat.g_00724
OG0000660	Prbk.g_02539	Syat.g_00740
OG0000661	Prbk.g_02541	Syat.g_00742
OG0000662	Prbk.g_02543	Syat.g_00746
OG0000663	Prbk.g_02546	Syat.g_00749
OG0000664	Prbk.g_02547	Syat.g_00752
OG0000665	Prbk.g_02560	Syat.g_03302
OG0000666	Prbk.g_02563	Syat.g_01415
OG0000667	Prbk.g_02570	Syat.g_00958, Syat.g_03278
OG0000668	Prbk.g_00582	Syat.g_00710
OG0000669	Prbk.g_02580	Syat.g_00416
OG0000670	Prbk.g_01662	Syat.g_00419
OG0000671	Prbk.g_02391	Syat.g_00421
OG0000672	Prbk.g_02394	Syat.g_00424
OG0000673	Prbk.g_02397	Syat.g_00430
OG0000674	Prbk.g_02399	Syat.g_00432
OG0000675	Prbk.g_02400	Syat.g_00433
OG0000676	Prbk.g_02408	Syat.g_00436
OG0000677	Prbk.g_02410	Syat.g_00437
OG0000678	Prbk.g_02415	Syat.g_00439
OG0000679	Prbk.g_02435	Syat.g_00448
OG0000680	Prbk.g_02436	Syat.g_00449
OG0000681	Prbk.g_02438	Syat.g_00452
OG0000682	Prbk.g_02439	Syat.g_00453
OG0000683	Prbk.g_02440	Syat.g_00454
OG0000684	Prbk.g_02453	Syat.g_00457
OG0000685	Prbk.g_02451	Syat.g_02571
OG0000686	Prbk.g_02450	Syat.g_00459
OG0000687	Prbk.g_02449	Syat.g_00460
OG0000688	Prbk.g_02455	Syat.g_00463
OG0000689	Prbk.g_02456	Syat.g_00465
OG0000690	Prbk.g_02457	Syat.g_00466
OG0000691	Prbk.g_02458	Syat.g_00467
OG0000692	Prbk.g_02459	Syat.g_00469
OG0000693	Prbk.g_02460	Syat.g_00471
OG0000694	Prbk.g_02461	Syat.g_00472
OG0000695	Prbk.g_02358	Syat.g_00619
OG0000696	Prbk.g_02357	Syat.g_00618
OG0000697	Prbk.g_02355	Syat.g_00616
OG0000698	Prbk.g_02352	Syat.g_00613
OG0000699	Prbk.g_02350	Syat.g_00611
OG0000700	Prbk.g_02349	Syat.g_00610
OG0000701	Prbk.g_02348	Syat.g_00609
OG0000702	Prbk.g_02340	Syat.g_00606
OG0000703	Prbk.g_02339	Syat.g_00601
OG0000704	Prbk.g_02337	Syat.g_00599
OG0000705	Prbk.g_02331	Syat.g_00592
OG0000706	Prbk.g_02330	Syat.g_00591
OG0000707	Prbk.g_02329	Syat.g_00590
OG0000708	Prbk.g_02327	Syat.g_00587
OG0000709	Prbk.g_02320	Syat.g_00573
OG0000710	Prbk.g_02316	Syat.g_00567
OG0000711	Prbk.g_02293	Syat.g_00539
OG0000712	Prbk.g_02292	Syat.g_00537
OG0000713	Prbk.g_00562	Syat.g_00536
OG0000714	Prbk.g_00566	Syat.g_00532
OG0000715	Prbk.g_00568	Syat.g_00530
OG0000716	Prbk.g_00572	Syat.g_00527
OG0000717	Prbk.g_00573	Syat.g_00526
OG0000718	Prbk.g_00578	Syat.g_00522
OG0000719	Prbk.g_00580	Syat.g_00712
OG0000720	Prbk.g_00593	Syat.g_00699
OG0000721	Prbk.g_00594	Syat.g_00697
OG0000722	Prbk.g_00595	Syat.g_00696
OG0000723	Prbk.g_00599	Syat.g_00686
OG0000724	Prbk.g_00061	Syat.g_00782
OG0000725	Prbk.g_00054	Syat.g_00810
OG0000726	Prbk.g_00053	Syat.g_00811
OG0000727	Prbk.g_00052	Syat.g_00812
OG0000728	Prbk.g_00051	Syat.g_00814
OG0000729	Prbk.g_01531	Syat.g_02224
OG0000730	Prbk.g_00869	Syat.g_01617
OG0000731	Prbk.g_00879	Syat.g_01605
OG0000732	Prbk.g_01601	Syat.g_02290
OG0000733	Prbk.g_02202	Syat.g_03285
OG0000734	Prbk.g_00004	Syat.g_01579
OG0000735	Prbk.g_01037	Syat.g_03235
OG0000736	Prbk.g_01036	Syat.g_03236
OG0000737	Prbk.g_01035	Syat.g_03237
OG0000738	Prbk.g_01028	Syat.g_03251
OG0000739	Prbk.g_01026	Syat.g_03252
OG0000740	Prbk.g_01025	Syat.g_03253
OG0000741	Prbk.g_01022	Syat.g_03256
OG0000742	Prbk.g_01020	Syat.g_03259
OG0000743	Prbk.g_01018	Syat.g_03262
OG0000744	Prbk.g_01017	Syat.g_03263
OG0000745	Prbk.g_00141	Syat.g_03266
OG0000746	Prbk.g_00143	Syat.g_00314
OG0000747	Prbk.g_00144	Syat.g_00313
OG0000748	Prbk.g_00156	Syat.g_00305
OG0000749	Prbk.g_00157	Syat.g_00303
OG0000750	Prbk.g_00158	Syat.g_00302
OG0000751	Prbk.g_00105	Syat.g_00296
OG0000752	Prbk.g_00103	Syat.g_00294
OG0000753	Prbk.g_00100	Syat.g_00291
OG0000754	Prbk.g_01501	Syat.g_00250
OG0000755	Prbk.g_00139	Syat.g_00217
OG0000756	Prbk.g_00138	Syat.g_00216
OG0000757	Prbk.g_00131	Syat.g_00205
OG0000758	Prbk.g_00130	Syat.g_00204
OG0000759	Prbk.g_00129	Syat.g_00203
OG0000760	Prbk.g_00128	Syat.g_00202
OG0000761	Prbk.g_00127	Syat.g_00201
OG0000762	Prbk.g_01503	Syat.g_00199
OG0000763	Prbk.g_01505	Syat.g_00924
OG0000764	Prbk.g_01506	Syat.g_00923
OG0000765	Prbk.g_00178	Syat.g_00897
OG0000766	Prbk.g_00177	Syat.g_00896
OG0000767	Prbk.g_00175	Syat.g_00894
OG0000768	Prbk.g_00174	Syat.g_00893
OG0000769	Prbk.g_00098	Syat.g_00891
OG0000770	Prbk.g_00122	Syat.g_00886
OG0000771	Prbk.g_00066	Syat.g_00788
OG0000772	Prbk.g_02011	Syat.g_01768
OG0000773	Prbk.g_00162	Syat.g_01114
OG0000774	Prbk.g_01192	Syat.g_01146
OG0000775	Prbk.g_01190	Syat.g_01148
OG0000776	Prbk.g_01189	Syat.g_01149
OG0000777	Prbk.g_01188	Syat.g_01150
OG0000778	Prbk.g_01187	Syat.g_01151
OG0000779	Prbk.g_01182	Syat.g_01154
OG0000780	Prbk.g_01179	Syat.g_01157
OG0000781	Prbk.g_01175	Syat.g_01161
OG0000782	Prbk.g_01174	Syat.g_01162
OG0000783	Prbk.g_01173	Syat.g_01163
OG0000784	Prbk.g_01172	Syat.g_01164
OG0000785	Prbk.g_01170	Syat.g_01166
OG0000786	Prbk.g_01167	Syat.g_01170
OG0000787	Prbk.g_01166	Syat.g_01171
OG0000788	Prbk.g_00334	Syat.g_00087
OG0000789	Prbk.g_01691	Syat.g_00845
OG0000790	Prbk.g_02048	Syat.g_01300
OG0000791	Prbk.g_02046	Syat.g_01302
OG0000792	Prbk.g_02045	Syat.g_01303
OG0000793	Prbk.g_02041	Syat.g_01412
OG0000794	Prbk.g_02040	Syat.g_01414
OG0000795	Prbk.g_02039	Syat.g_01416
OG0000796	Prbk.g_02035	Syat.g_01422
OG0000797	Prbk.g_02034	Syat.g_01423
OG0000798	Prbk.g_00414	Syat.g_02057
OG0000799	Prbk.g_01929	Syat.g_01256
OG0000800	Prbk.g_01930	Syat.g_01255
OG0000801	Prbk.g_01931	Syat.g_01253
OG0000802	Prbk.g_01938	Syat.g_01245
OG0000803	Prbk.g_00244	Syat.g_01241
OG0000804	Prbk.g_00246	Syat.g_01238
OG0000805	Prbk.g_00248	Syat.g_01236
OG0000806	Prbk.g_00250	Syat.g_01234
OG0000807	Prbk.g_00252	Syat.g_01233
OG0000808	Prbk.g_00253	Syat.g_01232
OG0000809	Prbk.g_00257	Syat.g_01229
OG0000810	Prbk.g_00258	Syat.g_01228
OG0000811	Prbk.g_00270	Syat.g_01186
OG0000812	Prbk.g_00272	Syat.g_01182
OG0000813	Prbk.g_00273	Syat.g_01181
OG0000814	Prbk.g_00275	Syat.g_01179
OG0000815	Prbk.g_00276	Syat.g_01177
OG0000816	Prbk.g_00278	Syat.g_01175
OG0000817	Prbk.g_00279	Syat.g_01279
OG0000818	Prbk.g_01237	Syat.g_01325
OG0000819	Prbk.g_01236	Syat.g_01326
OG0000820	Prbk.g_01235	Syat.g_01327
OG0000821	Prbk.g_01228	Syat.g_01333
OG0000822	Prbk.g_01226	Syat.g_01335
OG0000823	Prbk.g_01225	Syat.g_01336
OG0000824	Prbk.g_01221	Syat.g_01342
OG0000825	Prbk.g_01220	Syat.g_01343
OG0000826	Prbk.g_01219	Syat.g_01344
OG0000827	Prbk.g_01218	Syat.g_01345
OG0000828	Prbk.g_01215	Syat.g_01348
OG0000829	Prbk.g_01214	Syat.g_01349
OG0000830	Prbk.g_01213	Syat.g_01350
OG0000831	Prbk.g_01211	Syat.g_01353
OG0000832	Prbk.g_02006	Syat.g_02982
OG0000833	Prbk.g_01998	Syat.g_03072
OG0000834	Prbk.g_01997	Syat.g_03073
OG0000835	Prbk.g_01996	Syat.g_03075
OG0000836	Prbk.g_01994	Syat.g_03078
OG0000837	Prbk.g_01993	Syat.g_03079
OG0000838	Prbk.g_01990	Syat.g_03083
OG0000839	Prbk.g_01989	Syat.g_03084
OG0000840	Prbk.g_01988	Syat.g_03085
OG0000841	Prbk.g_01987	Syat.g_03086
OG0000842	Prbk.g_01986	Syat.g_03087
OG0000843	Prbk.g_01985	Syat.g_03088
OG0000844	Prbk.g_01983	Syat.g_03090
OG0000845	Prbk.g_01982	Syat.g_03091
OG0000846	Prbk.g_01981	Syat.g_03092
OG0000847	Prbk.g_01980	Syat.g_03093
OG0000848	Prbk.g_01979	Syat.g_03095
OG0000849	Prbk.g_01978	Syat.g_03096
OG0000850	Prbk.g_01977	Syat.g_03098
OG0000851	Prbk.g_00937	Syat.g_03101
OG0000852	Prbk.g_00936	Syat.g_03102
OG0000853	Prbk.g_00932	Syat.g_03106
OG0000854	Prbk.g_00930	Syat.g_03108
OG0000855	Prbk.g_00929	Syat.g_03109
OG0000856	Prbk.g_02619	Syat.g_03305
OG0000857	Prbk.g_02485	Syat.g_00500
OG0000858	Prbk.g_00918	Syat.g_03114
OG0000859	Prbk.g_00917	Syat.g_03115
OG0000860	Prbk.g_00905	Syat.g_03126
OG0000861	Prbk.g_00904	Syat.g_03127
OG0000862	Prbk.g_00902	Syat.g_03136
OG0000863	Prbk.g_01451	Syat.g_03138
OG0000864	Prbk.g_01450	Syat.g_03139
OG0000865	Prbk.g_01449	Syat.g_03140
OG0000866	Prbk.g_01448	Syat.g_03141
OG0000867	Prbk.g_01447	Syat.g_03142
OG0000868	Prbk.g_01445	Syat.g_03067
OG0000869	Prbk.g_01442	Syat.g_03054
OG0000870	Prbk.g_01437	Syat.g_03049
OG0000871	Prbk.g_01436	Syat.g_03048
OG0000872	Prbk.g_01434	Syat.g_03042
OG0000873	Prbk.g_01431	Syat.g_03039
OG0000874	Prbk.g_01427	Syat.g_03037
OG0000875	Prbk.g_01426	Syat.g_03035
OG0000876	Prbk.g_01425	Syat.g_00745
OG0000877	Prbk.g_01422	Syat.g_03024
OG0000878	Prbk.g_01421	Syat.g_03023
OG0000879	Prbk.g_01420	Syat.g_03022
OG0000880	Prbk.g_01419	Syat.g_03021
OG0000881	Prbk.g_01414	Syat.g_03016
OG0000882	Prbk.g_01409	Syat.g_03011
OG0000883	Prbk.g_01407	Syat.g_03007
OG0000884	Prbk.g_01405	Syat.g_03005
OG0000885	Prbk.g_01404	Syat.g_03004
OG0000886	Prbk.g_01403	Syat.g_03003
OG0000887	Prbk.g_01402	Syat.g_03002
OG0000888	Prbk.g_01400	Syat.g_03000
OG0000889	Prbk.g_01398	Syat.g_02997
OG0000890	Prbk.g_01384	Syat.g_02994
OG0000891	Prbk.g_01383	Syat.g_02993
OG0000892	Prbk.g_01381	Syat.g_02992
OG0000893	Prbk.g_01901	Syat.g_01864
OG0000894	Prbk.g_01905	Syat.g_01860
OG0000895	Prbk.g_01910	Syat.g_01856
OG0000896	Prbk.g_01911	Syat.g_01855
OG0000897	Prbk.g_01913	Syat.g_01853
OG0000898	Prbk.g_01914	Syat.g_01852
OG0000899	Prbk.g_01915	Syat.g_01851
OG0000900	Prbk.g_01916	Syat.g_01850
OG0000901	Prbk.g_01920	Syat.g_01845
OG0000902	Prbk.g_01922	Syat.g_01843
OG0000903	Prbk.g_00990	Syat.g_01830
OG0000904	Prbk.g_00995	Syat.g_01834
OG0000905	Prbk.g_00997	Syat.g_01839
OG0000906	Prbk.g_01926	Syat.g_01841
OG0000907	Prbk.g_00988	Syat.g_01828
OG0000908	Prbk.g_00985	Syat.g_01825
OG0000909	Prbk.g_00984	Syat.g_01824
OG0000910	Prbk.g_00983	Syat.g_01823
OG0000911	Prbk.g_00981	Syat.g_01821
OG0000912	Prbk.g_00980	Syat.g_01820
OG0000913	Prbk.g_00979	Syat.g_01819
OG0000914	Prbk.g_00978	Syat.g_01818
OG0000915	Prbk.g_00977	Syat.g_01816
OG0000916	Prbk.g_00976	Syat.g_01815
OG0000917	Prbk.g_00975	Syat.g_01814
OG0000918	Prbk.g_00974	Syat.g_01813
OG0000919	Prbk.g_00973	Syat.g_01812
OG0000920	Prbk.g_00972	Syat.g_01811
OG0000921	Prbk.g_00971	Syat.g_01810
OG0000922	Prbk.g_00970	Syat.g_01809
OG0000923	Prbk.g_00966	Syat.g_01805
OG0000924	Prbk.g_00965	Syat.g_01804
OG0000925	Prbk.g_00964	Syat.g_01803
OG0000926	Prbk.g_00963	Syat.g_01802
OG0000927	Prbk.g_00961	Syat.g_01800
OG0000928	Prbk.g_00960	Syat.g_01799
OG0000929	Prbk.g_00959	Syat.g_01798
OG0000930	Prbk.g_00958	Syat.g_01797
OG0000931	Prbk.g_00957	Syat.g_01796
OG0000932	Prbk.g_00956	Syat.g_01794
OG0000933	Prbk.g_00951	Syat.g_01788
OG0000934	Prbk.g_00949	Syat.g_01786
OG0000935	Prbk.g_00948	Syat.g_01665
OG0000936	Prbk.g_00947	Syat.g_01664
OG0000937	Prbk.g_00946	Syat.g_01663
OG0000938	Prbk.g_00797	Syat.g_01659
OG0000939	Prbk.g_00798	Syat.g_01658
OG0000940	Prbk.g_00807	Syat.g_01651
OG0000941	Prbk.g_00809	Syat.g_01649
OG0000942	Prbk.g_00811	Syat.g_01647
OG0000943	Prbk.g_00812	Syat.g_01646
OG0000944	Prbk.g_00814	Syat.g_01644
OG0000945	Prbk.g_00816	Syat.g_01643
OG0000946	Prbk.g_00844	Syat.g_01633
OG0000947	Prbk.g_00847	Syat.g_01630
OG0000948	Prbk.g_00848	Syat.g_01629
OG0000949	Prbk.g_00851	Syat.g_02142
OG0000950	Prbk.g_00513	Syat.g_02152
OG0000951	Prbk.g_00518	Syat.g_02157
OG0000952	Prbk.g_00525	Syat.g_02162
OG0000953	Prbk.g_00529	Syat.g_02166
OG0000954	Prbk.g_00216	Syat.g_02187
OG0000955	Prbk.g_00217	Syat.g_02188
OG0000956	Prbk.g_00219	Syat.g_02191
OG0000957	Prbk.g_00235	Syat.g_02204
OG0000958	Prbk.g_00236	Syat.g_02205
OG0000959	Prbk.g_01482	Syat.g_02212
OG0000960	Prbk.g_01483	Syat.g_02213
OG0000961	Prbk.g_01494	Syat.g_02873
OG0000962	Prbk.g_01530	Syat.g_02223
OG0000963	Prbk.g_01535	Syat.g_02226
OG0000964	Prbk.g_01536	Syat.g_02227
OG0000965	Prbk.g_01537	Syat.g_02228
OG0000966	Prbk.g_01571	Syat.g_02259
OG0000967	Prbk.g_01577	Syat.g_02263
OG0000968	Prbk.g_01580	Syat.g_02269
OG0000969	Prbk.g_01582	Syat.g_02271
OG0000970	Prbk.g_01583	Syat.g_02272
OG0000971	Prbk.g_01585	Syat.g_02274
OG0000972	Prbk.g_01586	Syat.g_02275
OG0000973	Prbk.g_01587	Syat.g_02276
OG0000974	Prbk.g_01588	Syat.g_02277
OG0000975	Prbk.g_01589	Syat.g_02278
OG0000976	Prbk.g_01590	Syat.g_02279
OG0000977	Prbk.g_01592	Syat.g_02281
OG0000978	Prbk.g_01593	Syat.g_02283
OG0000979	Prbk.g_01596	Syat.g_02286
OG0000980	Prbk.g_01600	Syat.g_02289
OG0000981	Prbk.g_01603	Syat.g_02292
OG0000982	Prbk.g_02161	Syat.g_02691
OG0000983	Prbk.g_02162	Syat.g_02690
OG0000984	Prbk.g_02163	Syat.g_02689
OG0000985	Prbk.g_02167	Syat.g_02685
OG0000986	Prbk.g_02169	Syat.g_02680
OG0000987	Prbk.g_02171	Syat.g_02678
OG0000988	Prbk.g_02175	Syat.g_02672
OG0000989	Prbk.g_02185	Syat.g_02657
OG0000990	Prbk.g_02207	Syat.g_02500
OG0000991	Prbk.g_02210	Syat.g_02503
OG0000992	Prbk.g_02213	Syat.g_02507
OG0000993	Prbk.g_02214	Syat.g_02508
OG0000994	Prbk.g_02217	Syat.g_02512
OG0000995	Prbk.g_02226	Syat.g_02517
OG0000996	Prbk.g_02239	Syat.g_02446
OG0000997	Prbk.g_02248	Syat.g_02417
OG0000998	Prbk.g_02250	Syat.g_02415
OG0000999	Prbk.g_02251	Syat.g_02414
OG0001001	Prbk.g_02258	Syat.g_02400
OG0001002	Prbk.g_02265	Syat.g_02394
OG0001003	Prbk.g_02267	Syat.g_02392
OG0001004	Prbk.g_02268	Syat.g_02391
OG0001005	Prbk.g_02270	Syat.g_02390
OG0001006	Prbk.g_02276	Syat.g_02378
OG0001007	Prbk.g_02278	Syat.g_02376
OG0001008	Prbk.g_00327	Syat.g_02971
OG0001009	Prbk.g_01622	Syat.g_02311
OG0001010	Prbk.g_01621	Syat.g_02310
OG0001011	Prbk.g_01619	Syat.g_02308
OG0001012	Prbk.g_02158	Syat.g_01004
OG0001013	Prbk.g_02133	Syat.g_02716
OG0001014	Prbk.g_02124	Syat.g_02721
OG0001015	Prbk.g_02123	Syat.g_02722
OG0001016	Prbk.g_01315	Syat.g_01474
OG0001017	Prbk.g_01309	Syat.g_01480
OG0001018	Prbk.g_01307	Syat.g_01482
OG0001019	Prbk.g_01294	Syat.g_01532
OG0001020	Prbk.g_00035	Syat.g_01539
OG0001021	Prbk.g_00031	Syat.g_01552
OG0001022	Prbk.g_00026	Syat.g_01555
OG0001023	Prbk.g_00025	Syat.g_01556
OG0001024	Prbk.g_00021	Syat.g_01560
OG0001025	Prbk.g_00014	Syat.g_01566
OG0001026	Prbk.g_00001	Syat.g_01582
OG0001027	Prbk.g_00190	Syat.g_02947
OG0001028	Prbk.g_00192	Syat.g_02944
OG0001029	Prbk.g_00194	Syat.g_02942
OG0001030	Prbk.g_00547	Syat.g_02922
OG0001031	Prbk.g_01275	Syat.g_02836
OG0001032	Prbk.g_01272	Syat.g_02834
OG0001033	Prbk.g_00633	Syat.g_02784
OG0001034	Prbk.g_01521	Syat.g_01448
OG0001035	Prbk.g_00372	Syat.g_01885
OG0001036	Prbk.g_00376	Syat.g_01939
OG0001037	Prbk.g_00378	Syat.g_01941
OG0001038	Prbk.g_00415	Syat.g_02058
OG0001039	Prbk.g_00418	Syat.g_02061
OG0001040	Prbk.g_00421	Syat.g_02064
OG0001041	Prbk.g_00426	Syat.g_02070
OG0001042	Prbk.g_00451	Syat.g_02100
OG0001043	Prbk.g_00453	Syat.g_02103
OG0001044	Prbk.g_00870	Syat.g_01615
OG0001045	Prbk.g_00882	Syat.g_01602
OG0001046	Prbk.g_00924	Syat.g_00552
OG0001047	Prbk.g_00325	Syat.g_02973
OG0001048	Prbk.g_00324	Syat.g_02974
OG0001049	Prbk.g_00321	Syat.g_01290
OG0001050	Prbk.g_00320	Syat.g_01289
OG0001051	Prbk.g_00319	Syat.g_01288
OG0001052	Prbk.g_02109	Syat.g_01375
OG0001053	Prbk.g_02064	Syat.g_03173
OG0001054	Prbk.g_01861	Syat.g_03192
OG0001055	Prbk.g_01056	Syat.g_03224
OG0001056	Prbk.g_01085	Syat.g_03275
OG0001057	Prbk.g_01097	Syat.g_00102
OG0001058	Prbk.g_01893	Syat.g_00079
OG0001059	Prbk.g_01889	Syat.g_00075
OG0001061	Prbk.g_01109	Syat.g_00051
OG0001062	Prbk.g_01111	Syat.g_00048
OG0001063	Prbk.g_01115	Syat.g_00042
OG0001064	Prbk.g_01116	Syat.g_00041
OG0001065	Prbk.g_01117	Syat.g_00040
OG0001066	Prbk.g_01118	Syat.g_00039
OG0001067	Prbk.g_01119	Syat.g_00038
OG0001068	Prbk.g_01120	Syat.g_00037
OG0001069	Prbk.g_01121	Syat.g_00036
OG0001070	Prbk.g_01125	Syat.g_00032
OG0001071	Prbk.g_01126	Syat.g_00031
OG0001072	Prbk.g_01129	Syat.g_00028
OG0001073	Prbk.g_01148	Syat.g_00009
OG0001074	Prbk.g_02602	Syat.g_01015
OG0001075	Prbk.g_02603	Syat.g_01037
OG0001076	Prbk.g_02611	Syat.g_03315
OG0001077	Prbk.g_02621	Syat.g_03290
OG0001078	Prbk.g_02632	Syat.g_00118
OG0001079	Prbk.g_02651	Syat.g_00378
OG0001080	Prbk.g_00738	Syat.g_00368
OG0001081	Prbk.g_00728	Syat.g_00366
OG0001082	Prbk.g_00727	Syat.g_00365
OG0001083	Prbk.g_00719	Syat.g_00390
OG0001084	Prbk.g_00718	Syat.g_00391
OG0001085	Prbk.g_00708	Syat.g_00408
OG0001086	Prbk.g_00706	Syat.g_00410
OG0001087	Prbk.g_01821	Syat.g_03277
OG0001088	Prbk.g_01817	Syat.g_02496
OG0001089	Prbk.g_01764	Syat.g_00818
OG0001090	Prbk.g_00617	Syat.g_00659
OG0001091	Prbk.g_00615	Syat.g_00661
OG0001092	Prbk.g_00614	Syat.g_00663
OG0001093	Prbk.g_00610	Syat.g_00669
OG0001094	Prbk.g_02462	Syat.g_00473
OG0001095	Prbk.g_02481	Syat.g_00497
OG0001096	Prbk.g_02497	Syat.g_00516
OG0001097	Prbk.g_02542	Syat.g_00743
OG0001098	Prbk.g_02379	Syat.g_01672
OG0001099	Prbk.g_00193	Syat.g_02943
OG0001100	Prbk.g_02389	Syat.g_00418
OG0001101	Prbk.g_02390	Syat.g_00420
OG0001102	Prbk.g_02393	Syat.g_00423
OG0001103	Prbk.g_02395	Syat.g_00425
OG0001104	Prbk.g_02452	Syat.g_00458
OG0001105	Prbk.g_02447	Syat.g_00461
OG0001106	Prbk.g_02336	Syat.g_00598
OG0001107	Prbk.g_02326	Syat.g_00580
OG0001108	Prbk.g_02319	Syat.g_00570
OG0001109	Prbk.g_02317	Syat.g_00568
OG0001110	Prbk.g_02315	Syat.g_00566
OG0001111	Prbk.g_02313	Syat.g_00564
OG0001112	Prbk.g_02311	Syat.g_00562
OG0001113	Prbk.g_02310	Syat.g_00561
OG0001114	Prbk.g_02309	Syat.g_00560
OG0001115	Prbk.g_02307	Syat.g_00557
OG0001116	Prbk.g_02306	Syat.g_00555
OG0001117	Prbk.g_02305	Syat.g_00554
OG0001118	Prbk.g_02304	Syat.g_00553
OG0001119	Prbk.g_02303	Syat.g_00551
OG0001120	Prbk.g_02301	Syat.g_00546
OG0001122	Prbk.g_00581	Syat.g_00711
OG0001123	Prbk.g_00588	Syat.g_00704
OG0001124	Prbk.g_00590	Syat.g_00702
OG0001125	Prbk.g_00592	Syat.g_00700
OG0001126	Prbk.g_00068	Syat.g_00790
OG0001127	Prbk.g_00067	Syat.g_00789
OG0001128	Prbk.g_00064	Syat.g_00786
OG0001129	Prbk.g_00063	Syat.g_00784
OG0001130	Prbk.g_00062	Syat.g_00783
OG0001131	Prbk.g_00627	Syat.g_01674
OG0001132	Prbk.g_02595	Syat.g_00965
OG0001133	Prbk.g_02613	Syat.g_03311
OG0001136	Prbk.g_01021	Syat.g_03257
OG0001137	Prbk.g_00155	Syat.g_00306
OG0001138	Prbk.g_00137	Syat.g_00214
OG0001139	Prbk.g_00135	Syat.g_00209
OG0001140	Prbk.g_00134	Syat.g_00208
OG0001141	Prbk.g_00133	Syat.g_00207
OG0001142	Prbk.g_00132	Syat.g_00206
OG0001143	Prbk.g_01504	Syat.g_00925
OG0001144	Prbk.g_00188	Syat.g_00906
