Orthogroup	Prbk	Prag
OG0000568	Prbk.g_01871	Prag.g_00547
OG0000569	Prbk.g_01104	Prag.g_00548
OG0000570	Prbk.g_01105	Prag.g_00549
OG0000571	Prbk.g_01108	Prag.g_00551
OG0000572	Prbk.g_01124	Prag.g_00564
OG0000573	Prbk.g_01131	Prag.g_00570
OG0000574	Prbk.g_01132	Prag.g_00571
OG0000575	Prbk.g_01141	Prag.g_00575
OG0000576	Prbk.g_01143	Prag.g_00577
OG0000577	Prbk.g_01144	Prag.g_00578
OG0000578	Prbk.g_01145	Prag.g_00579
OG0000579	Prbk.g_01146	Prag.g_00580
OG0000580	Prbk.g_01147	Prag.g_00581
OG0000581	Prbk.g_01151	Prag.g_00583
OG0000582	Prbk.g_01155	Prag.g_00586
OG0000583	Prbk.g_01156	Prag.g_00587
OG0000584	Prbk.g_01157	Prag.g_00588
OG0000585	Prbk.g_01159	Prag.g_00590
OG0000586	Prbk.g_01161	Prag.g_00591
OG0000587	Prbk.g_01163	Prag.g_00592
OG0000588	Prbk.g_02605	Prag.g_00596
OG0000589	Prbk.g_02608	Prag.g_00599
OG0000590	Prbk.g_02609	Prag.g_00600
OG0000591	Prbk.g_02616	Prag.g_00603
OG0000592	Prbk.g_02617	Prag.g_00604
OG0000593	Prbk.g_02627	Prag.g_00610
OG0000594	Prbk.g_02628	Prag.g_00611
OG0000595	Prbk.g_02629	Prag.g_00612
OG0000596	Prbk.g_02634	Prag.g_00616
OG0000597	Prbk.g_02637	Prag.g_00618
OG0000598	Prbk.g_02638	Prag.g_00619
OG0000599	Prbk.g_02648	Prag.g_00622
OG0000600	Prbk.g_02649	Prag.g_00623
OG0000601	Prbk.g_02650	Prag.g_00624
OG0000602	Prbk.g_02654	Prag.g_00626
OG0000603	Prbk.g_02655	Prag.g_00627
OG0000604	Prbk.g_02656	Prag.g_00628
OG0000605	Prbk.g_00740	Prag.g_00629
OG0000606	Prbk.g_00729	Prag.g_00632
OG0000607	Prbk.g_00726	Prag.g_00635
OG0000608	Prbk.g_00725	Prag.g_00636
OG0000609	Prbk.g_00723	Prag.g_00637
OG0000610	Prbk.g_00715	Prag.g_00642
OG0000611	Prbk.g_00712	Prag.g_00645
OG0000612	Prbk.g_00711	Prag.g_00646
OG0000613	Prbk.g_00478	Prag.g_00651
OG0000614	Prbk.g_01802	Prag.g_00670
OG0000615	Prbk.g_02429	Prag.g_00678
OG0000616	Prbk.g_02262	Prag.g_00682
OG0000617	Prbk.g_00613	Prag.g_00698
OG0000618	Prbk.g_00612	Prag.g_00699
OG0000619	Prbk.g_00611	Prag.g_00700
OG0000620	Prbk.g_00607	Prag.g_00703
OG0000621	Prbk.g_00606	Prag.g_00704
OG0000622	Prbk.g_00605	Prag.g_00705
OG0000623	Prbk.g_00604	Prag.g_00706
OG0000624	Prbk.g_00603	Prag.g_00707
OG0000625	Prbk.g_00602	Prag.g_00708
OG0000626	Prbk.g_00601	Prag.g_00709
OG0000627	Prbk.g_02376	Prag.g_00710
OG0000628	Prbk.g_02375	Prag.g_00711
OG0000629	Prbk.g_02372	Prag.g_00712
OG0000630	Prbk.g_02368	Prag.g_00715
OG0000631	Prbk.g_02362	Prag.g_00797
OG0000632	Prbk.g_02361	Prag.g_00798
OG0000633	Prbk.g_02360	Prag.g_00799
OG0000634	Prbk.g_02464	Prag.g_00802
OG0000635	Prbk.g_02465	Prag.g_00803
OG0000636	Prbk.g_02467	Prag.g_00805
OG0000637	Prbk.g_02469	Prag.g_00807
OG0000638	Prbk.g_02470	Prag.g_00808
OG0000639	Prbk.g_02471	Prag.g_00809
OG0000640	Prbk.g_02472	Prag.g_00810
OG0000641	Prbk.g_02476	Prag.g_00814
OG0000642	Prbk.g_02477	Prag.g_00815
OG0000643	Prbk.g_02478	Prag.g_00816
OG0000644	Prbk.g_02479	Prag.g_00817
OG0000645	Prbk.g_02480	Prag.g_00818
OG0000646	Prbk.g_02483	Prag.g_00820
OG0000647	Prbk.g_02486	Prag.g_00821
OG0000648	Prbk.g_02488	Prag.g_00823
OG0000649	Prbk.g_02489	Prag.g_00824
OG0000650	Prbk.g_02490	Prag.g_00825
OG0000651	Prbk.g_02491	Prag.g_00826
OG0000652	Prbk.g_02492	Prag.g_00827
OG0000653	Prbk.g_02494	Prag.g_00829
OG0000654	Prbk.g_02495	Prag.g_00830
OG0000655	Prbk.g_02496	Prag.g_00831
OG0000656	Prbk.g_02499	Prag.g_00834
OG0000657	Prbk.g_02532	Prag.g_00840
OG0000658	Prbk.g_02534	Prag.g_00841
OG0000659	Prbk.g_02535	Prag.g_00842
OG0000660	Prbk.g_02539	Prag.g_00846
OG0000661	Prbk.g_02541	Prag.g_00848
OG0000662	Prbk.g_02543	Prag.g_00850
OG0000663	Prbk.g_02546	Prag.g_00852
OG0000664	Prbk.g_02547	Prag.g_00853
OG0000665	Prbk.g_02560	Prag.g_00857
OG0000666	Prbk.g_02563	Prag.g_00858
OG0000667	Prbk.g_02570	Prag.g_00862
OG0000668	Prbk.g_00582	Prag.g_00892
OG0000669	Prbk.g_02580	Prag.g_00898
OG0000670	Prbk.g_01662	Prag.g_00900
OG0000671	Prbk.g_02391	Prag.g_00902
OG0000672	Prbk.g_02394	Prag.g_00904
OG0000673	Prbk.g_02397	Prag.g_00907
OG0000674	Prbk.g_02399	Prag.g_00909
OG0000675	Prbk.g_02400	Prag.g_00910
OG0000676	Prbk.g_02408	Prag.g_00912
OG0000677	Prbk.g_02410	Prag.g_00913
OG0000678	Prbk.g_02415	Prag.g_00915
OG0000679	Prbk.g_02435	Prag.g_00919
OG0000680	Prbk.g_02436	Prag.g_00920
OG0000681	Prbk.g_02438	Prag.g_00922
OG0000682	Prbk.g_02439	Prag.g_00923
OG0000683	Prbk.g_02440	Prag.g_00924
OG0000684	Prbk.g_02453	Prag.g_00926
OG0000685	Prbk.g_02451	Prag.g_00928
OG0000686	Prbk.g_02450	Prag.g_00929
OG0000687	Prbk.g_02449	Prag.g_00930
OG0000688	Prbk.g_02455	Prag.g_00933
OG0000689	Prbk.g_02456	Prag.g_00934
OG0000690	Prbk.g_02457	Prag.g_00935
OG0000691	Prbk.g_02458	Prag.g_00936
OG0000692	Prbk.g_02459	Prag.g_00938
OG0000693	Prbk.g_02460	Prag.g_00939
OG0000694	Prbk.g_02461	Prag.g_00940
OG0000695	Prbk.g_02358	Prag.g_00942
OG0000696	Prbk.g_02357	Prag.g_00943
OG0000697	Prbk.g_02355	Prag.g_00944
OG0000698	Prbk.g_02352	Prag.g_00947
OG0000699	Prbk.g_02350	Prag.g_00948
OG0000700	Prbk.g_02349	Prag.g_00949
OG0000701	Prbk.g_02348	Prag.g_00950
OG0000702	Prbk.g_02340	Prag.g_00952
OG0000703	Prbk.g_02339	Prag.g_00953
OG0000704	Prbk.g_02337	Prag.g_00954
OG0000705	Prbk.g_02331	Prag.g_00958
OG0000706	Prbk.g_02330	Prag.g_00959
OG0000707	Prbk.g_02329	Prag.g_00960
OG0000708	Prbk.g_02327	Prag.g_00961
OG0000709	Prbk.g_02320	Prag.g_00965
OG0000710	Prbk.g_02316	Prag.g_00968
OG0000711	Prbk.g_02293	Prag.g_00985
OG0000712	Prbk.g_02292	Prag.g_00987
OG0000713	Prbk.g_00562	Prag.g_00988
OG0000714	Prbk.g_00566	Prag.g_00989
OG0000715	Prbk.g_00568	Prag.g_00991
OG0000716	Prbk.g_00572	Prag.g_00993
OG0000717	Prbk.g_00573	Prag.g_00994
OG0000718	Prbk.g_00578	Prag.g_01005
OG0000719	Prbk.g_00580	Prag.g_01007
OG0000720	Prbk.g_00593	Prag.g_01016
OG0000721	Prbk.g_00594	Prag.g_01018
OG0000722	Prbk.g_00595	Prag.g_01019
OG0000723	Prbk.g_00599	Prag.g_01022
OG0000724	Prbk.g_00061	Prag.g_01031
OG0000725	Prbk.g_00054	Prag.g_01037
OG0000726	Prbk.g_00053	Prag.g_01038
OG0000727	Prbk.g_00052	Prag.g_01039
OG0000728	Prbk.g_00051	Prag.g_01041
OG0000729	Prbk.g_01531	Prag.g_01087
OG0000730	Prbk.g_00869	Prag.g_01091
OG0000731	Prbk.g_00879	Prag.g_01095
OG0000732	Prbk.g_01601	Prag.g_01102
OG0000733	Prbk.g_02202	Prag.g_01121
OG0000734	Prbk.g_00004	Prag.g_01138
OG0000735	Prbk.g_01037	Prag.g_01140
OG0000736	Prbk.g_01036	Prag.g_01141
OG0000737	Prbk.g_01035	Prag.g_01142
OG0000738	Prbk.g_01028	Prag.g_01146
OG0000739	Prbk.g_01026	Prag.g_01147
OG0000740	Prbk.g_01025	Prag.g_01148
OG0000741	Prbk.g_01022	Prag.g_01149
OG0000742	Prbk.g_01020	Prag.g_01152
OG0000743	Prbk.g_01018	Prag.g_01154
OG0000744	Prbk.g_01017	Prag.g_01155
OG0000745	Prbk.g_00141	Prag.g_01156
OG0000746	Prbk.g_00143	Prag.g_01158
OG0000747	Prbk.g_00144	Prag.g_01159
OG0000748	Prbk.g_00156	Prag.g_01162
OG0000749	Prbk.g_00157	Prag.g_01163
OG0000750	Prbk.g_00158	Prag.g_01164
OG0000751	Prbk.g_00105	Prag.g_01166
OG0000752	Prbk.g_00103	Prag.g_01168
OG0000753	Prbk.g_00100	Prag.g_01171
OG0000754	Prbk.g_01501	Prag.g_01174
OG0000755	Prbk.g_00139	Prag.g_01177
OG0000756	Prbk.g_00138	Prag.g_01178
OG0000757	Prbk.g_00131	Prag.g_01184
OG0000758	Prbk.g_00130	Prag.g_01185
OG0000759	Prbk.g_00129	Prag.g_01186
OG0000760	Prbk.g_00128	Prag.g_01187
OG0000761	Prbk.g_00127	Prag.g_01188
OG0000762	Prbk.g_01503	Prag.g_01189
OG0000763	Prbk.g_01505	Prag.g_01191
OG0000764	Prbk.g_01506	Prag.g_01192
OG0000765	Prbk.g_00178	Prag.g_01201
OG0000766	Prbk.g_00177	Prag.g_01202
OG0000767	Prbk.g_00175	Prag.g_01204
OG0000768	Prbk.g_00174	Prag.g_01205
OG0000769	Prbk.g_00098	Prag.g_01207
OG0000770	Prbk.g_00122	Prag.g_01209
OG0000771	Prbk.g_00066	Prag.g_01219
OG0000772	Prbk.g_02011	Prag.g_01328
OG0000773	Prbk.g_00162	Prag.g_01344
OG0000774	Prbk.g_01192	Prag.g_01346
OG0000775	Prbk.g_01190	Prag.g_01350
OG0000776	Prbk.g_01189	Prag.g_01351
OG0000777	Prbk.g_01188	Prag.g_01352
OG0000778	Prbk.g_01187	Prag.g_01353
OG0000779	Prbk.g_01182	Prag.g_01357
OG0000780	Prbk.g_01179	Prag.g_01358
OG0000781	Prbk.g_01175	Prag.g_01361
OG0000782	Prbk.g_01174	Prag.g_01362
OG0000783	Prbk.g_01173	Prag.g_01363
OG0000784	Prbk.g_01172	Prag.g_01364
OG0000785	Prbk.g_01170	Prag.g_01366
OG0000786	Prbk.g_01167	Prag.g_01368
OG0000787	Prbk.g_01166	Prag.g_01369
OG0000788	Prbk.g_00334	Prag.g_01376
OG0000789	Prbk.g_01691	Prag.g_01379
OG0000790	Prbk.g_02048	Prag.g_01394
OG0000791	Prbk.g_02046	Prag.g_01396
OG0000792	Prbk.g_02045	Prag.g_01397
OG0000793	Prbk.g_02041	Prag.g_01400
OG0000794	Prbk.g_02040	Prag.g_01401
OG0000795	Prbk.g_02039	Prag.g_01402
OG0000796	Prbk.g_02035	Prag.g_01406
OG0000797	Prbk.g_02034	Prag.g_01407
OG0000798	Prbk.g_00414	Prag.g_01430
OG0000799	Prbk.g_01929	Prag.g_01470
OG0000800	Prbk.g_01930	Prag.g_01471
OG0000801	Prbk.g_01931	Prag.g_01472
OG0000802	Prbk.g_01938	Prag.g_01474
OG0000803	Prbk.g_00244	Prag.g_01476
OG0000804	Prbk.g_00246	Prag.g_01477
OG0000805	Prbk.g_00248	Prag.g_01479
OG0000806	Prbk.g_00250	Prag.g_01481
OG0000807	Prbk.g_00252	Prag.g_01482
OG0000808	Prbk.g_00253	Prag.g_01483
OG0000809	Prbk.g_00257	Prag.g_01486
OG0000810	Prbk.g_00258	Prag.g_01487
OG0000811	Prbk.g_00270	Prag.g_01493
OG0000812	Prbk.g_00272	Prag.g_01495
OG0000813	Prbk.g_00273	Prag.g_01496
OG0000814	Prbk.g_00275	Prag.g_01498
OG0000815	Prbk.g_00276	Prag.g_01499
OG0000816	Prbk.g_00278	Prag.g_01501
OG0000817	Prbk.g_00279	Prag.g_01502
OG0000818	Prbk.g_01237	Prag.g_01507
OG0000819	Prbk.g_01236	Prag.g_01508
OG0000820	Prbk.g_01235	Prag.g_01509
OG0000821	Prbk.g_01228	Prag.g_01512
OG0000822	Prbk.g_01226	Prag.g_01513
OG0000823	Prbk.g_01225	Prag.g_01514
OG0000824	Prbk.g_01221	Prag.g_01517
OG0000825	Prbk.g_01220	Prag.g_01518
OG0000826	Prbk.g_01219	Prag.g_01519
OG0000827	Prbk.g_01218	Prag.g_01520
OG0000828	Prbk.g_01215	Prag.g_01524
OG0000829	Prbk.g_01214	Prag.g_01525
OG0000830	Prbk.g_01213	Prag.g_01526
OG0000831	Prbk.g_01211	Prag.g_01528
OG0000832	Prbk.g_02006	Prag.g_01534
OG0000833	Prbk.g_01998	Prag.g_01542
OG0000834	Prbk.g_01997	Prag.g_01543
OG0000835	Prbk.g_01996	Prag.g_01544
OG0000836	Prbk.g_01994	Prag.g_01545
OG0000837	Prbk.g_01993	Prag.g_01546
OG0000838	Prbk.g_01990	Prag.g_01548
OG0000839	Prbk.g_01989	Prag.g_01549
OG0000840	Prbk.g_01988	Prag.g_01550
OG0000841	Prbk.g_01987	Prag.g_01551
OG0000842	Prbk.g_01986	Prag.g_01552
OG0000843	Prbk.g_01985	Prag.g_01553
OG0000844	Prbk.g_01983	Prag.g_01554
OG0000845	Prbk.g_01982	Prag.g_01555
OG0000846	Prbk.g_01981	Prag.g_01556
OG0000847	Prbk.g_01980	Prag.g_01557
OG0000848	Prbk.g_01979	Prag.g_01558
OG0000849	Prbk.g_01978	Prag.g_01559
OG0000850	Prbk.g_01977	Prag.g_01561
OG0000851	Prbk.g_00937	Prag.g_01562
OG0000852	Prbk.g_00936	Prag.g_01563
OG0000853	Prbk.g_00932	Prag.g_01567
OG0000854	Prbk.g_00930	Prag.g_01569
OG0000855	Prbk.g_00929	Prag.g_01570
OG0000856	Prbk.g_02619	Prag.g_01583
OG0000857	Prbk.g_02485	Prag.g_01611
OG0000858	Prbk.g_00918	Prag.g_01663
OG0000859	Prbk.g_00917	Prag.g_01664
OG0000860	Prbk.g_00905	Prag.g_01671
OG0000861	Prbk.g_00904	Prag.g_01672
OG0000862	Prbk.g_00902	Prag.g_01673
OG0000863	Prbk.g_01451	Prag.g_01675
OG0000864	Prbk.g_01450	Prag.g_01676
OG0000865	Prbk.g_01449	Prag.g_01677
OG0000866	Prbk.g_01448	Prag.g_01678
OG0000867	Prbk.g_01447	Prag.g_01679
OG0000868	Prbk.g_01445	Prag.g_01680
OG0000869	Prbk.g_01442	Prag.g_01684
OG0000870	Prbk.g_01437	Prag.g_01689
OG0000871	Prbk.g_01436	Prag.g_01690
OG0000872	Prbk.g_01434	Prag.g_01691
OG0000873	Prbk.g_01431	Prag.g_01694
OG0000874	Prbk.g_01427	Prag.g_01697
OG0000875	Prbk.g_01426	Prag.g_01698
OG0000876	Prbk.g_01425	Prag.g_01699
OG0000877	Prbk.g_01422	Prag.g_01701
OG0000878	Prbk.g_01421	Prag.g_01702
OG0000879	Prbk.g_01420	Prag.g_01703
OG0000880	Prbk.g_01419	Prag.g_01704
OG0000881	Prbk.g_01414	Prag.g_01708
OG0000882	Prbk.g_01409	Prag.g_01713
OG0000883	Prbk.g_01407	Prag.g_01715
OG0000884	Prbk.g_01405	Prag.g_01717
OG0000885	Prbk.g_01404	Prag.g_01718
OG0000886	Prbk.g_01403	Prag.g_01719
OG0000887	Prbk.g_01402	Prag.g_01720
OG0000888	Prbk.g_01400	Prag.g_01722
OG0000889	Prbk.g_01398	Prag.g_01724
OG0000890	Prbk.g_01384	Prag.g_01725
OG0000891	Prbk.g_01383	Prag.g_01726
OG0000892	Prbk.g_01381	Prag.g_01728
OG0000893	Prbk.g_01901	Prag.g_01732
OG0000894	Prbk.g_01905	Prag.g_01734
OG0000895	Prbk.g_01910	Prag.g_01737
OG0000896	Prbk.g_01911	Prag.g_01738
OG0000897	Prbk.g_01913	Prag.g_01740
OG0000898	Prbk.g_01914	Prag.g_01741
OG0000899	Prbk.g_01915	Prag.g_01742
OG0000900	Prbk.g_01916	Prag.g_01743
OG0000901	Prbk.g_01920	Prag.g_01746
OG0000902	Prbk.g_01922	Prag.g_01748
OG0000903	Prbk.g_00990	Prag.g_01751
OG0000904	Prbk.g_00995	Prag.g_01753
OG0000905	Prbk.g_00997	Prag.g_01757
OG0000906	Prbk.g_01926	Prag.g_01758
OG0000907	Prbk.g_00988	Prag.g_01762
OG0000908	Prbk.g_00985	Prag.g_01765
OG0000909	Prbk.g_00984	Prag.g_01766
OG0000910	Prbk.g_00983	Prag.g_01767
OG0000911	Prbk.g_00981	Prag.g_01769
OG0000912	Prbk.g_00980	Prag.g_01770
OG0000913	Prbk.g_00979	Prag.g_01771
OG0000914	Prbk.g_00978	Prag.g_01772
OG0000915	Prbk.g_00977	Prag.g_01773
OG0000916	Prbk.g_00976	Prag.g_01774
OG0000917	Prbk.g_00975	Prag.g_01775
OG0000918	Prbk.g_00974	Prag.g_01776
OG0000919	Prbk.g_00973	Prag.g_01777
OG0000920	Prbk.g_00972	Prag.g_01778
OG0000921	Prbk.g_00971	Prag.g_01779
OG0000922	Prbk.g_00970	Prag.g_01780
OG0000923	Prbk.g_00966	Prag.g_01784
OG0000924	Prbk.g_00965	Prag.g_01785
OG0000925	Prbk.g_00964	Prag.g_01786
OG0000926	Prbk.g_00963	Prag.g_01787
OG0000927	Prbk.g_00961	Prag.g_01789
OG0000928	Prbk.g_00960	Prag.g_01790
OG0000929	Prbk.g_00959	Prag.g_01791
OG0000930	Prbk.g_00958	Prag.g_01792
OG0000931	Prbk.g_00957	Prag.g_01793
OG0000932	Prbk.g_00956	Prag.g_01794
OG0000933	Prbk.g_00951	Prag.g_01798
OG0000934	Prbk.g_00949	Prag.g_01800
OG0000935	Prbk.g_00948	Prag.g_01801
OG0000936	Prbk.g_00947	Prag.g_01802
OG0000937	Prbk.g_00946	Prag.g_01803
OG0000938	Prbk.g_00797	Prag.g_01805
OG0000939	Prbk.g_00798	Prag.g_01806
OG0000940	Prbk.g_00807	Prag.g_01813
OG0000941	Prbk.g_00809	Prag.g_01815
OG0000942	Prbk.g_00811	Prag.g_01817
OG0000943	Prbk.g_00812	Prag.g_01818
OG0000944	Prbk.g_00814	Prag.g_01819
OG0000945	Prbk.g_00816	Prag.g_01820
OG0000946	Prbk.g_00844	Prag.g_01824
OG0000947	Prbk.g_00847	Prag.g_01826
OG0000948	Prbk.g_00848	Prag.g_01827
OG0000949	Prbk.g_00851	Prag.g_01830
OG0000950	Prbk.g_00513	Prag.g_01835
OG0000951	Prbk.g_00518	Prag.g_01839
OG0000952	Prbk.g_00525	Prag.g_01843
OG0000953	Prbk.g_00529	Prag.g_01846
OG0000954	Prbk.g_00216	Prag.g_01850
OG0000955	Prbk.g_00217	Prag.g_01851
OG0000956	Prbk.g_00219	Prag.g_01853
OG0000957	Prbk.g_00235	Prag.g_01859
OG0000958	Prbk.g_00236	Prag.g_01860
OG0000959	Prbk.g_01482	Prag.g_01864
OG0000960	Prbk.g_01483	Prag.g_01865
OG0000961	Prbk.g_01494	Prag.g_01867
OG0000962	Prbk.g_01530	Prag.g_01869
OG0000963	Prbk.g_01535	Prag.g_01873
OG0000964	Prbk.g_01536	Prag.g_01874
OG0000965	Prbk.g_01537	Prag.g_01875
OG0000966	Prbk.g_01571	Prag.g_01882
OG0000967	Prbk.g_01577	Prag.g_01886
OG0000968	Prbk.g_01580	Prag.g_01888
OG0000969	Prbk.g_01582	Prag.g_01889
OG0000970	Prbk.g_01583	Prag.g_01890
OG0000971	Prbk.g_01585	Prag.g_01891
OG0000972	Prbk.g_01586	Prag.g_01892
OG0000973	Prbk.g_01587	Prag.g_01893
OG0000974	Prbk.g_01588	Prag.g_01894
OG0000975	Prbk.g_01589	Prag.g_01895
OG0000976	Prbk.g_01590	Prag.g_01896
OG0000977	Prbk.g_01592	Prag.g_01897
OG0000978	Prbk.g_01593	Prag.g_01898
OG0000979	Prbk.g_01596	Prag.g_01901
OG0000980	Prbk.g_01600	Prag.g_01903
OG0000981	Prbk.g_01603	Prag.g_01905
OG0000982	Prbk.g_02161	Prag.g_01907
OG0000983	Prbk.g_02162	Prag.g_01908
OG0000984	Prbk.g_02163	Prag.g_01909
OG0000985	Prbk.g_02167	Prag.g_01912
OG0000986	Prbk.g_02169	Prag.g_01914
OG0000987	Prbk.g_02171	Prag.g_01915
OG0000988	Prbk.g_02175	Prag.g_01918
OG0000989	Prbk.g_02185	Prag.g_01922
OG0000990	Prbk.g_02207	Prag.g_01925
OG0000991	Prbk.g_02210	Prag.g_01926
OG0000992	Prbk.g_02213	Prag.g_01928
OG0000993	Prbk.g_02214	Prag.g_01929
OG0000994	Prbk.g_02217	Prag.g_01930
OG0000995	Prbk.g_02226	Prag.g_01934
OG0000996	Prbk.g_02239	Prag.g_01935
OG0000997	Prbk.g_02248	Prag.g_01936
OG0000998	Prbk.g_02250	Prag.g_01938
OG0000999	Prbk.g_02251	Prag.g_01939
OG0001000	Prbk.g_02254	Prag.g_01942
OG0001001	Prbk.g_02258	Prag.g_01944
OG0001002	Prbk.g_02265	Prag.g_01948
OG0001003	Prbk.g_02267	Prag.g_01949
OG0001004	Prbk.g_02268	Prag.g_01950
OG0001005	Prbk.g_02270	Prag.g_01951
OG0001006	Prbk.g_02276	Prag.g_01955
OG0001007	Prbk.g_02278	Prag.g_01957
OG0001008	Prbk.g_00327	Prag.g_00416
OG0001009	Prbk.g_01622	Prag.g_00027
OG0001010	Prbk.g_01621	Prag.g_00028
OG0001011	Prbk.g_01619	Prag.g_00029
OG0001012	Prbk.g_02158	Prag.g_00043
OG0001013	Prbk.g_02133	Prag.g_00048
OG0001014	Prbk.g_02124	Prag.g_00051
OG0001015	Prbk.g_02123	Prag.g_00052
OG0001016	Prbk.g_01315	Prag.g_00067
OG0001017	Prbk.g_01309	Prag.g_00071
OG0001018	Prbk.g_01307	Prag.g_00074
OG0001019	Prbk.g_01294	Prag.g_00083
OG0001020	Prbk.g_00035	Prag.g_00084
OG0001021	Prbk.g_00031	Prag.g_00085
OG0001022	Prbk.g_00026	Prag.g_00087
OG0001023	Prbk.g_00025	Prag.g_00088
OG0001024	Prbk.g_00021	Prag.g_00091
OG0001025	Prbk.g_00014	Prag.g_00097
OG0001026	Prbk.g_00001	Prag.g_00104
OG0001027	Prbk.g_00190	Prag.g_00105
OG0001028	Prbk.g_00192	Prag.g_00107
OG0001029	Prbk.g_00194	Prag.g_00108
OG0001030	Prbk.g_00547	Prag.g_00123
OG0001031	Prbk.g_01275	Prag.g_00179
OG0001032	Prbk.g_01272	Prag.g_00180
OG0001033	Prbk.g_00633	Prag.g_00201
OG0001034	Prbk.g_01521	Prag.g_00229
OG0001035	Prbk.g_00372	Prag.g_00246
OG0001036	Prbk.g_00376	Prag.g_00250
OG0001037	Prbk.g_00378	Prag.g_00251
OG0001038	Prbk.g_00415	Prag.g_00269
OG0001039	Prbk.g_00418	Prag.g_00272
OG0001040	Prbk.g_00421	Prag.g_00274
OG0001041	Prbk.g_00426	Prag.g_00278
OG0001042	Prbk.g_00451	Prag.g_00295
OG0001043	Prbk.g_00453	Prag.g_00296
OG0001044	Prbk.g_00870	Prag.g_00328
OG0001045	Prbk.g_00882	Prag.g_00337
OG0001046	Prbk.g_00924	Prag.g_00372
OG0001047	Prbk.g_00325	Prag.g_00418
OG0001048	Prbk.g_00324	Prag.g_00419
OG0001049	Prbk.g_00321	Prag.g_00421
OG0001050	Prbk.g_00320	Prag.g_00422
OG0001051	Prbk.g_00319	Prag.g_00423
OG0001052	Prbk.g_02109	Prag.g_00450
OG0001053	Prbk.g_02064	Prag.g_00462
OG0001054	Prbk.g_01861	Prag.g_00477
OG0001055	Prbk.g_01056	Prag.g_00496
OG0001056	Prbk.g_01085	Prag.g_00515
OG0001057	Prbk.g_01097	Prag.g_00520
OG0001058	Prbk.g_01893	Prag.g_00528
OG0001059	Prbk.g_01889	Prag.g_00532
OG0001060	Prbk.g_01882	Prag.g_00539
OG0001061	Prbk.g_01109	Prag.g_00552
OG0001062	Prbk.g_01111	Prag.g_00554
OG0001063	Prbk.g_01115	Prag.g_00556
OG0001064	Prbk.g_01116	Prag.g_00557
OG0001065	Prbk.g_01117	Prag.g_00558
OG0001066	Prbk.g_01118	Prag.g_00559
OG0001067	Prbk.g_01119	Prag.g_00560
OG0001068	Prbk.g_01120	Prag.g_00561
OG0001069	Prbk.g_01121	Prag.g_00562
OG0001070	Prbk.g_01125	Prag.g_00565
OG0001071	Prbk.g_01126	Prag.g_00566
OG0001072	Prbk.g_01129	Prag.g_00568
OG0001073	Prbk.g_01148	Prag.g_00582
OG0001074	Prbk.g_02602	Prag.g_00593
OG0001075	Prbk.g_02603	Prag.g_00594
OG0001076	Prbk.g_02611	Prag.g_00602
OG0001077	Prbk.g_02621	Prag.g_00606
OG0001078	Prbk.g_02632	Prag.g_00614
OG0001079	Prbk.g_02651	Prag.g_00625
OG0001080	Prbk.g_00738	Prag.g_00631
OG0001081	Prbk.g_00728	Prag.g_00633
OG0001082	Prbk.g_00727	Prag.g_00634
OG0001083	Prbk.g_00719	Prag.g_00639
OG0001084	Prbk.g_00718	Prag.g_00640
OG0001085	Prbk.g_00708	Prag.g_00648
OG0001086	Prbk.g_00706	Prag.g_00649
OG0001087	Prbk.g_01821	Prag.g_00666
OG0001088	Prbk.g_01817	Prag.g_00667
OG0001089	Prbk.g_01764	Prag.g_00675
OG0001090	Prbk.g_00617	Prag.g_00693
OG0001091	Prbk.g_00615	Prag.g_00695
OG0001092	Prbk.g_00614	Prag.g_00696
OG0001093	Prbk.g_00610	Prag.g_00701
OG0001094	Prbk.g_02462	Prag.g_00800
OG0001095	Prbk.g_02481	Prag.g_00819
OG0001096	Prbk.g_02497	Prag.g_00832
OG0001097	Prbk.g_02542	Prag.g_00849
OG0001098	Prbk.g_02379	Prag.g_00864
OG0001099	Prbk.g_00193	Prag.g_00895
OG0001100	Prbk.g_02389	Prag.g_00899
OG0001101	Prbk.g_02390	Prag.g_00901
OG0001102	Prbk.g_02393	Prag.g_00903
OG0001103	Prbk.g_02395	Prag.g_00905
OG0001104	Prbk.g_02452	Prag.g_00927
OG0001105	Prbk.g_02447	Prag.g_00931
OG0001106	Prbk.g_02336	Prag.g_00955
OG0001107	Prbk.g_02326	Prag.g_00962
OG0001108	Prbk.g_02319	Prag.g_00966
OG0001109	Prbk.g_02317	Prag.g_00967
OG0001110	Prbk.g_02315	Prag.g_00969
OG0001111	Prbk.g_02313	Prag.g_00970
OG0001112	Prbk.g_02311	Prag.g_00971
OG0001113	Prbk.g_02310	Prag.g_00972
OG0001114	Prbk.g_02309	Prag.g_00973
OG0001115	Prbk.g_02307	Prag.g_00975
OG0001116	Prbk.g_02306	Prag.g_00976
OG0001117	Prbk.g_02305	Prag.g_00977
OG0001118	Prbk.g_02304	Prag.g_00978
OG0001119	Prbk.g_02303	Prag.g_00979
OG0001120	Prbk.g_02301	Prag.g_00981
OG0001122	Prbk.g_00581	Prag.g_01008
OG0001123	Prbk.g_00588	Prag.g_01012
OG0001124	Prbk.g_00590	Prag.g_01014
OG0001125	Prbk.g_00592	Prag.g_01015
OG0001126	Prbk.g_00068	Prag.g_01025
OG0001127	Prbk.g_00067	Prag.g_01026
