Orthogroup	Prbk	Prax
OG0000575	Prbk.g_01141	Prax.g_00056
OG0000576	Prbk.g_01143	Prax.g_00058
OG0000577	Prbk.g_01144	Prax.g_00059
OG0000578	Prbk.g_01145	Prax.g_00060
OG0000579	Prbk.g_01146	Prax.g_00061
OG0000580	Prbk.g_01147	Prax.g_00062
OG0000581	Prbk.g_01151	Prax.g_00064
OG0000582	Prbk.g_01155	Prax.g_00067
OG0000583	Prbk.g_01156	Prax.g_00068
OG0000584	Prbk.g_01157	Prax.g_00069
OG0000585	Prbk.g_01159	Prax.g_00071
OG0000586	Prbk.g_01161	Prax.g_00072
OG0000587	Prbk.g_01163	Prax.g_00073
OG0000588	Prbk.g_02605	Prax.g_00077
OG0000589	Prbk.g_02608	Prax.g_00080
OG0000590	Prbk.g_02609	Prax.g_00081
OG0000591	Prbk.g_02616	Prax.g_00084
OG0000592	Prbk.g_02617	Prax.g_00085
OG0000593	Prbk.g_02627	Prax.g_00091
OG0000594	Prbk.g_02628	Prax.g_00092
OG0000595	Prbk.g_02629	Prax.g_00093
OG0000596	Prbk.g_02634	Prax.g_00097
OG0000597	Prbk.g_02637	Prax.g_00099
OG0000598	Prbk.g_02638	Prax.g_00100
OG0000599	Prbk.g_02648	Prax.g_00103
OG0000600	Prbk.g_02649	Prax.g_00104
OG0000601	Prbk.g_02650	Prax.g_00105
OG0000602	Prbk.g_02654	Prax.g_00107
OG0000603	Prbk.g_02655	Prax.g_00108
OG0000604	Prbk.g_02656	Prax.g_00109
OG0000605	Prbk.g_00740	Prax.g_00110
OG0000606	Prbk.g_00729	Prax.g_00113
OG0000607	Prbk.g_00726	Prax.g_00116
OG0000608	Prbk.g_00725	Prax.g_00117
OG0000609	Prbk.g_00723	Prax.g_00118
OG0000610	Prbk.g_00715	Prax.g_00123
OG0000611	Prbk.g_00712	Prax.g_00975
OG0000612	Prbk.g_00711	Prax.g_00974
OG0000613	Prbk.g_00478	Prax.g_00969
OG0000614	Prbk.g_01802	Prax.g_00950
OG0000615	Prbk.g_02429	Prax.g_00942
OG0000616	Prbk.g_02262	Prax.g_00938
OG0000617	Prbk.g_00613	Prax.g_00479
OG0000618	Prbk.g_00612	Prax.g_00478
OG0000619	Prbk.g_00611	Prax.g_00477
OG0000620	Prbk.g_00607	Prax.g_00474
OG0000621	Prbk.g_00606	Prax.g_00473
OG0000622	Prbk.g_00605	Prax.g_00472
OG0000623	Prbk.g_00604	Prax.g_00471
OG0000624	Prbk.g_00603	Prax.g_00470
OG0000625	Prbk.g_00602	Prax.g_00469
OG0000626	Prbk.g_00601	Prax.g_00468
OG0000627	Prbk.g_02376	Prax.g_00467
OG0000628	Prbk.g_02375	Prax.g_00466
OG0000629	Prbk.g_02372	Prax.g_00465
OG0000630	Prbk.g_02368	Prax.g_00462
OG0000631	Prbk.g_02362	Prax.g_00382
OG0000632	Prbk.g_02361	Prax.g_00381
OG0000633	Prbk.g_02360	Prax.g_00380
OG0000634	Prbk.g_02464	Prax.g_00377
OG0000635	Prbk.g_02465	Prax.g_00376
OG0000636	Prbk.g_02467	Prax.g_00374
OG0000637	Prbk.g_02469	Prax.g_00372
OG0000638	Prbk.g_02470	Prax.g_00371
OG0000639	Prbk.g_02471	Prax.g_00370
OG0000640	Prbk.g_02472	Prax.g_00369
OG0000641	Prbk.g_02476	Prax.g_00365
OG0000642	Prbk.g_02477	Prax.g_00364
OG0000643	Prbk.g_02478	Prax.g_00363
OG0000644	Prbk.g_02479	Prax.g_00362
OG0000645	Prbk.g_02480	Prax.g_00361
OG0000646	Prbk.g_02483	Prax.g_00359
OG0000647	Prbk.g_02486	Prax.g_00358
OG0000648	Prbk.g_02488	Prax.g_00356
OG0000649	Prbk.g_02489	Prax.g_00355
OG0000650	Prbk.g_02490	Prax.g_00354
OG0000651	Prbk.g_02491	Prax.g_00353
OG0000652	Prbk.g_02492	Prax.g_00352
OG0000653	Prbk.g_02494	Prax.g_00350
OG0000654	Prbk.g_02495	Prax.g_00349
OG0000655	Prbk.g_02496	Prax.g_00348
OG0000656	Prbk.g_02499	Prax.g_00345
OG0000657	Prbk.g_02532	Prax.g_00337
OG0000658	Prbk.g_02534	Prax.g_00336
OG0000659	Prbk.g_02535	Prax.g_00335
OG0000660	Prbk.g_02539	Prax.g_00331
OG0000661	Prbk.g_02541	Prax.g_00329
OG0000662	Prbk.g_02543	Prax.g_00327
OG0000663	Prbk.g_02546	Prax.g_00325
OG0000664	Prbk.g_02547	Prax.g_00324
OG0000665	Prbk.g_02560	Prax.g_00320
OG0000666	Prbk.g_02563	Prax.g_00319
OG0000667	Prbk.g_02570	Prax.g_00315
OG0000668	Prbk.g_00582	Prax.g_00546
OG0000669	Prbk.g_02580	Prax.g_00553
OG0000670	Prbk.g_01662	Prax.g_00555
OG0000671	Prbk.g_02391	Prax.g_00557
OG0000672	Prbk.g_02394	Prax.g_00559
OG0000673	Prbk.g_02397	Prax.g_00562
OG0000674	Prbk.g_02399	Prax.g_00564
OG0000675	Prbk.g_02400	Prax.g_00565
OG0000676	Prbk.g_02408	Prax.g_00567
OG0000677	Prbk.g_02410	Prax.g_00568
OG0000678	Prbk.g_02415	Prax.g_00570
OG0000679	Prbk.g_02435	Prax.g_00574
OG0000680	Prbk.g_02436	Prax.g_00575
OG0000681	Prbk.g_02438	Prax.g_00578
OG0000682	Prbk.g_02439	Prax.g_00579
OG0000683	Prbk.g_02440	Prax.g_00580
OG0000684	Prbk.g_02453	Prax.g_00582
OG0000685	Prbk.g_02451	Prax.g_00584
OG0000686	Prbk.g_02450	Prax.g_00585
OG0000687	Prbk.g_02449	Prax.g_00586
OG0000688	Prbk.g_02455	Prax.g_00589
OG0000689	Prbk.g_02456	Prax.g_00590
OG0000690	Prbk.g_02457	Prax.g_00591
OG0000691	Prbk.g_02458	Prax.g_00592
OG0000692	Prbk.g_02459	Prax.g_00594
OG0000693	Prbk.g_02460	Prax.g_00595
OG0000694	Prbk.g_02461	Prax.g_00596
OG0000695	Prbk.g_02358	Prax.g_00598
OG0000696	Prbk.g_02357	Prax.g_00599
OG0000697	Prbk.g_02355	Prax.g_00600
OG0000698	Prbk.g_02352	Prax.g_00603
OG0000699	Prbk.g_02350	Prax.g_00604
OG0000700	Prbk.g_02349	Prax.g_00605
OG0000701	Prbk.g_02348	Prax.g_00606
OG0000702	Prbk.g_02340	Prax.g_00608
OG0000703	Prbk.g_02339	Prax.g_00609
OG0000704	Prbk.g_02337	Prax.g_00610
OG0000705	Prbk.g_02331	Prax.g_00614
OG0000706	Prbk.g_02330	Prax.g_00615
OG0000707	Prbk.g_02329	Prax.g_00616
OG0000708	Prbk.g_02327	Prax.g_00617
OG0000709	Prbk.g_02320	Prax.g_01130
OG0000710	Prbk.g_02316	Prax.g_01133
OG0000711	Prbk.g_02293	Prax.g_01150
OG0000712	Prbk.g_02292	Prax.g_01152
OG0000713	Prbk.g_00562	Prax.g_01153
OG0000714	Prbk.g_00566	Prax.g_01154
OG0000715	Prbk.g_00568	Prax.g_01156
OG0000716	Prbk.g_00572	Prax.g_01158
OG0000717	Prbk.g_00573	Prax.g_01159
OG0000718	Prbk.g_00578	Prax.g_01173
OG0000719	Prbk.g_00580	Prax.g_01175
OG0000720	Prbk.g_00593	Prax.g_01184
OG0000721	Prbk.g_00594	Prax.g_01186
OG0000722	Prbk.g_00595	Prax.g_01187
OG0000723	Prbk.g_00599	Prax.g_01190
OG0000724	Prbk.g_00061	Prax.g_01199
OG0000725	Prbk.g_00054	Prax.g_01205
OG0000726	Prbk.g_00053	Prax.g_01206
OG0000727	Prbk.g_00052	Prax.g_01207
OG0000728	Prbk.g_00051	Prax.g_01209
OG0000729	Prbk.g_01531	Prax.g_01256
OG0000730	Prbk.g_00869	Prax.g_00126
OG0000731	Prbk.g_00879	Prax.g_00130
OG0000732	Prbk.g_01601	Prax.g_00140
OG0000733	Prbk.g_02202	Prax.g_00162
OG0000734	Prbk.g_00004	Prax.g_00185
OG0000735	Prbk.g_01037	Prax.g_00187
OG0000736	Prbk.g_01036	Prax.g_00188
OG0000737	Prbk.g_01035	Prax.g_00189
OG0000738	Prbk.g_01028	Prax.g_00193
OG0000739	Prbk.g_01026	Prax.g_00194
OG0000740	Prbk.g_01025	Prax.g_00195
OG0000741	Prbk.g_01022	Prax.g_00196
OG0000742	Prbk.g_01020	Prax.g_00199
OG0000743	Prbk.g_01018	Prax.g_00201
OG0000744	Prbk.g_01017	Prax.g_00202
OG0000745	Prbk.g_00141	Prax.g_00203
OG0000746	Prbk.g_00143	Prax.g_00205
OG0000747	Prbk.g_00144	Prax.g_00206
OG0000748	Prbk.g_00156	Prax.g_00209
OG0000749	Prbk.g_00157	Prax.g_00210
OG0000750	Prbk.g_00158	Prax.g_00211
OG0000751	Prbk.g_00105	Prax.g_00213
OG0000752	Prbk.g_00103	Prax.g_00215
OG0000753	Prbk.g_00100	Prax.g_00218
OG0000754	Prbk.g_01501	Prax.g_00221
OG0000755	Prbk.g_00139	Prax.g_00224
OG0000756	Prbk.g_00138	Prax.g_00225
OG0000757	Prbk.g_00131	Prax.g_00231
OG0000758	Prbk.g_00130	Prax.g_00232
OG0000759	Prbk.g_00129	Prax.g_00233
OG0000760	Prbk.g_00128	Prax.g_00234
OG0000761	Prbk.g_00127	Prax.g_00235
OG0000762	Prbk.g_01503	Prax.g_00236
OG0000763	Prbk.g_01505	Prax.g_00238
OG0000764	Prbk.g_01506	Prax.g_00239
OG0000765	Prbk.g_00178	Prax.g_00248
OG0000766	Prbk.g_00177	Prax.g_00249
OG0000767	Prbk.g_00175	Prax.g_00251
OG0000768	Prbk.g_00174	Prax.g_00252
OG0000769	Prbk.g_00098	Prax.g_00254
OG0000770	Prbk.g_00122	Prax.g_00256
OG0000771	Prbk.g_00066	Prax.g_01789
OG0000772	Prbk.g_02011	Prax.g_01928
OG0000773	Prbk.g_00162	Prax.g_01908
OG0000774	Prbk.g_01192	Prax.g_01906
OG0000775	Prbk.g_01190	Prax.g_01904
OG0000776	Prbk.g_01189	Prax.g_01903
OG0000777	Prbk.g_01188	Prax.g_01902
OG0000778	Prbk.g_01187	Prax.g_01901
OG0000779	Prbk.g_01182	Prax.g_01897
OG0000780	Prbk.g_01179	Prax.g_01896
OG0000781	Prbk.g_01175	Prax.g_01893
OG0000782	Prbk.g_01174	Prax.g_01892
OG0000783	Prbk.g_01173	Prax.g_01891
OG0000784	Prbk.g_01172	Prax.g_01890
OG0000785	Prbk.g_01170	Prax.g_01888
OG0000786	Prbk.g_01167	Prax.g_01886
OG0000787	Prbk.g_01166	Prax.g_01885
OG0000788	Prbk.g_00334	Prax.g_01876
OG0000789	Prbk.g_01691	Prax.g_01873
OG0000790	Prbk.g_02048	Prax.g_01858
OG0000791	Prbk.g_02046	Prax.g_01856
OG0000792	Prbk.g_02045	Prax.g_01855
OG0000793	Prbk.g_02041	Prax.g_01852
OG0000794	Prbk.g_02040	Prax.g_01851
OG0000795	Prbk.g_02039	Prax.g_01850
OG0000796	Prbk.g_02035	Prax.g_01846
OG0000797	Prbk.g_02034	Prax.g_01845
OG0000798	Prbk.g_00414	Prax.g_01819
OG0000799	Prbk.g_01929	Prax.g_01751
OG0000800	Prbk.g_01930	Prax.g_01750
OG0000801	Prbk.g_01931	Prax.g_01749
OG0000802	Prbk.g_01938	Prax.g_01747
OG0000803	Prbk.g_00244	Prax.g_01745
OG0000804	Prbk.g_00246	Prax.g_01744
OG0000805	Prbk.g_00248	Prax.g_01742
OG0000806	Prbk.g_00250	Prax.g_01740
OG0000807	Prbk.g_00252	Prax.g_01739
OG0000808	Prbk.g_00253	Prax.g_01738
OG0000809	Prbk.g_00257	Prax.g_01735
OG0000810	Prbk.g_00258	Prax.g_01734
OG0000811	Prbk.g_00270	Prax.g_01725
OG0000812	Prbk.g_00272	Prax.g_01723
OG0000813	Prbk.g_00273	Prax.g_01722
OG0000814	Prbk.g_00275	Prax.g_01720
OG0000815	Prbk.g_00276	Prax.g_01719
OG0000816	Prbk.g_00278	Prax.g_01717
OG0000817	Prbk.g_00279	Prax.g_01716
OG0000818	Prbk.g_01237	Prax.g_01711
OG0000819	Prbk.g_01236	Prax.g_01710
OG0000820	Prbk.g_01235	Prax.g_01709
OG0000821	Prbk.g_01228	Prax.g_01705
OG0000822	Prbk.g_01226	Prax.g_01704
OG0000823	Prbk.g_01225	Prax.g_01703
OG0000824	Prbk.g_01221	Prax.g_01700
OG0000825	Prbk.g_01220	Prax.g_01699
OG0000826	Prbk.g_01219	Prax.g_01698
OG0000827	Prbk.g_01218	Prax.g_01697
OG0000828	Prbk.g_01215	Prax.g_01694
OG0000829	Prbk.g_01214	Prax.g_01693
OG0000830	Prbk.g_01213	Prax.g_01692
OG0000831	Prbk.g_01211	Prax.g_01690
OG0000832	Prbk.g_02006	Prax.g_01684
OG0000833	Prbk.g_01998	Prax.g_01676
OG0000834	Prbk.g_01997	Prax.g_01675
OG0000835	Prbk.g_01996	Prax.g_01674
OG0000836	Prbk.g_01994	Prax.g_01673
OG0000837	Prbk.g_01993	Prax.g_01672
OG0000838	Prbk.g_01990	Prax.g_01670
OG0000839	Prbk.g_01989	Prax.g_01669
OG0000840	Prbk.g_01988	Prax.g_01668
OG0000841	Prbk.g_01987	Prax.g_01667
OG0000842	Prbk.g_01986	Prax.g_01666
OG0000843	Prbk.g_01985	Prax.g_01665
OG0000844	Prbk.g_01983	Prax.g_01664
OG0000845	Prbk.g_01982	Prax.g_01663
OG0000846	Prbk.g_01981	Prax.g_01662
OG0000847	Prbk.g_01980	Prax.g_01661
OG0000848	Prbk.g_01979	Prax.g_01660
OG0000849	Prbk.g_01978	Prax.g_01659
OG0000850	Prbk.g_01977	Prax.g_01657
OG0000851	Prbk.g_00937	Prax.g_01656
OG0000852	Prbk.g_00936	Prax.g_01655
OG0000853	Prbk.g_00932	Prax.g_01651
OG0000854	Prbk.g_00930	Prax.g_01649
OG0000855	Prbk.g_00929	Prax.g_01648
OG0000856	Prbk.g_02619	Prax.g_01633
OG0000857	Prbk.g_02485	Prax.g_01605
OG0000858	Prbk.g_00918	Prax.g_01565
OG0000859	Prbk.g_00917	Prax.g_01564
OG0000860	Prbk.g_00905	Prax.g_01557
OG0000861	Prbk.g_00904	Prax.g_01556
OG0000862	Prbk.g_00902	Prax.g_01555
OG0000863	Prbk.g_01451	Prax.g_01553
OG0000864	Prbk.g_01450	Prax.g_01552
OG0000865	Prbk.g_01449	Prax.g_01551
OG0000866	Prbk.g_01448	Prax.g_01550
OG0000867	Prbk.g_01447	Prax.g_01549
OG0000868	Prbk.g_01445	Prax.g_01548
OG0000869	Prbk.g_01442	Prax.g_01544
OG0000870	Prbk.g_01437	Prax.g_01539
OG0000871	Prbk.g_01436	Prax.g_01538
OG0000872	Prbk.g_01434	Prax.g_01537
OG0000873	Prbk.g_01431	Prax.g_01534
OG0000874	Prbk.g_01427	Prax.g_01531
OG0000875	Prbk.g_01426	Prax.g_01530
OG0000876	Prbk.g_01425	Prax.g_01529
OG0000877	Prbk.g_01422	Prax.g_01527
OG0000878	Prbk.g_01421	Prax.g_01526
OG0000879	Prbk.g_01420	Prax.g_01525
OG0000880	Prbk.g_01419	Prax.g_01524
OG0000881	Prbk.g_01414	Prax.g_01520
OG0000882	Prbk.g_01409	Prax.g_01515
OG0000883	Prbk.g_01407	Prax.g_01513
OG0000884	Prbk.g_01405	Prax.g_01511
OG0000885	Prbk.g_01404	Prax.g_01510
OG0000886	Prbk.g_01403	Prax.g_01509
OG0000887	Prbk.g_01402	Prax.g_01508
OG0000888	Prbk.g_01400	Prax.g_01506
OG0000889	Prbk.g_01398	Prax.g_01504
OG0000890	Prbk.g_01384	Prax.g_01503
OG0000891	Prbk.g_01383	Prax.g_01502
OG0000892	Prbk.g_01381	Prax.g_01257
OG0000893	Prbk.g_01901	Prax.g_01262
OG0000894	Prbk.g_01905	Prax.g_01264
OG0000895	Prbk.g_01910	Prax.g_01267
OG0000896	Prbk.g_01911	Prax.g_01268
OG0000897	Prbk.g_01913	Prax.g_01270
OG0000898	Prbk.g_01914	Prax.g_01271
OG0000899	Prbk.g_01915	Prax.g_01272
OG0000900	Prbk.g_01916	Prax.g_01273
OG0000901	Prbk.g_01920	Prax.g_01276
OG0000902	Prbk.g_01922	Prax.g_01278
OG0000903	Prbk.g_00990	Prax.g_01281
OG0000904	Prbk.g_00995	Prax.g_01283
OG0000905	Prbk.g_00997	Prax.g_01288
OG0000906	Prbk.g_01926	Prax.g_01289
OG0000907	Prbk.g_00988	Prax.g_01296
OG0000908	Prbk.g_00985	Prax.g_01299
OG0000909	Prbk.g_00984	Prax.g_01300
OG0000910	Prbk.g_00983	Prax.g_01301
OG0000911	Prbk.g_00981	Prax.g_01303
OG0000912	Prbk.g_00980	Prax.g_01304
OG0000913	Prbk.g_00979	Prax.g_01305
OG0000914	Prbk.g_00978	Prax.g_01306
OG0000915	Prbk.g_00977	Prax.g_01307
OG0000916	Prbk.g_00976	Prax.g_01308
OG0000917	Prbk.g_00975	Prax.g_01309
OG0000918	Prbk.g_00974	Prax.g_01310
OG0000919	Prbk.g_00973	Prax.g_01311
OG0000920	Prbk.g_00972	Prax.g_01312
OG0000921	Prbk.g_00971	Prax.g_01313
OG0000922	Prbk.g_00970	Prax.g_01314
OG0000923	Prbk.g_00966	Prax.g_01318
OG0000924	Prbk.g_00965	Prax.g_01319
OG0000925	Prbk.g_00964	Prax.g_01320
OG0000926	Prbk.g_00963	Prax.g_01321
OG0000927	Prbk.g_00961	Prax.g_01323
OG0000928	Prbk.g_00960	Prax.g_01324
OG0000929	Prbk.g_00959	Prax.g_01325
OG0000930	Prbk.g_00958	Prax.g_01326
OG0000931	Prbk.g_00957	Prax.g_01327
OG0000932	Prbk.g_00956	Prax.g_01328
OG0000933	Prbk.g_00951	Prax.g_01332
OG0000934	Prbk.g_00949	Prax.g_01334
OG0000935	Prbk.g_00948	Prax.g_01335
OG0000936	Prbk.g_00947	Prax.g_01336
OG0000937	Prbk.g_00946	Prax.g_01337
OG0000938	Prbk.g_00797	Prax.g_01339
OG0000939	Prbk.g_00798	Prax.g_01340
OG0000940	Prbk.g_00807	Prax.g_01347
OG0000941	Prbk.g_00809	Prax.g_01349
OG0000942	Prbk.g_00811	Prax.g_01351
OG0000943	Prbk.g_00812	Prax.g_01352
OG0000944	Prbk.g_00814	Prax.g_01353
OG0000945	Prbk.g_00816	Prax.g_01354
OG0000946	Prbk.g_00844	Prax.g_01358
OG0000947	Prbk.g_00847	Prax.g_01360
OG0000948	Prbk.g_00848	Prax.g_01361
OG0000949	Prbk.g_00851	Prax.g_01364
OG0000950	Prbk.g_00513	Prax.g_01369
OG0000951	Prbk.g_00518	Prax.g_01373
OG0000952	Prbk.g_00525	Prax.g_01377
OG0000953	Prbk.g_00529	Prax.g_01380
OG0000954	Prbk.g_00216	Prax.g_01384
OG0000955	Prbk.g_00217	Prax.g_01385
OG0000956	Prbk.g_00219	Prax.g_01387
OG0000957	Prbk.g_00235	Prax.g_01392
OG0000958	Prbk.g_00236	Prax.g_01393
OG0000959	Prbk.g_01482	Prax.g_01397
OG0000960	Prbk.g_01483	Prax.g_01398
OG0000961	Prbk.g_01494	Prax.g_01400
OG0000962	Prbk.g_01530	Prax.g_01402
OG0000963	Prbk.g_01535	Prax.g_01406
OG0000964	Prbk.g_01536	Prax.g_01407
OG0000965	Prbk.g_01537	Prax.g_01408
OG0000966	Prbk.g_01571	Prax.g_01415
OG0000967	Prbk.g_01577	Prax.g_01420
OG0000968	Prbk.g_01580	Prax.g_01422
OG0000969	Prbk.g_01582	Prax.g_01423
OG0000970	Prbk.g_01583	Prax.g_01424
OG0000971	Prbk.g_01585	Prax.g_01425
OG0000972	Prbk.g_01586	Prax.g_01426
OG0000973	Prbk.g_01587	Prax.g_01427
OG0000974	Prbk.g_01588	Prax.g_01428
OG0000975	Prbk.g_01589	Prax.g_01429
OG0000976	Prbk.g_01590	Prax.g_01430
OG0000977	Prbk.g_01592	Prax.g_01431
OG0000978	Prbk.g_01593	Prax.g_01432
OG0000979	Prbk.g_01596	Prax.g_01435
OG0000980	Prbk.g_01600	Prax.g_01437
OG0000981	Prbk.g_01603	Prax.g_01439
OG0000982	Prbk.g_02161	Prax.g_01441
OG0000983	Prbk.g_02162	Prax.g_01442
OG0000984	Prbk.g_02163	Prax.g_01443
OG0000985	Prbk.g_02167	Prax.g_01446
OG0000986	Prbk.g_02169	Prax.g_01448
OG0000987	Prbk.g_02171	Prax.g_01449
OG0000988	Prbk.g_02175	Prax.g_01452
OG0000989	Prbk.g_02185	Prax.g_01455
OG0000990	Prbk.g_02207	Prax.g_01458
OG0000991	Prbk.g_02210	Prax.g_01459
OG0000992	Prbk.g_02213	Prax.g_01461
OG0000993	Prbk.g_02214	Prax.g_01462
OG0000994	Prbk.g_02217	Prax.g_01463
OG0000995	Prbk.g_02226	Prax.g_01467
OG0000996	Prbk.g_02239	Prax.g_01468
OG0000997	Prbk.g_02248	Prax.g_01469
OG0000998	Prbk.g_02250	Prax.g_01471
OG0000999	Prbk.g_02251	Prax.g_01472
OG0001000	Prbk.g_02254	Prax.g_01475
OG0001001	Prbk.g_02258	Prax.g_01477
OG0001002	Prbk.g_02265	Prax.g_01481
OG0001003	Prbk.g_02267	Prax.g_01482
OG0001004	Prbk.g_02268	Prax.g_01483
OG0001005	Prbk.g_02270	Prax.g_01484
OG0001006	Prbk.g_02276	Prax.g_01488
OG0001007	Prbk.g_02278	Prax.g_01490
OG0001008	Prbk.g_00327	Prax.g_00763
OG0001009	Prbk.g_01622	Prax.g_00286
OG0001010	Prbk.g_01621	Prax.g_00285
OG0001011	Prbk.g_01619	Prax.g_00284
OG0001012	Prbk.g_02158	Prax.g_00270
OG0001013	Prbk.g_02133	Prax.g_00623
OG0001014	Prbk.g_02124	Prax.g_00626
OG0001015	Prbk.g_02123	Prax.g_00627
OG0001016	Prbk.g_01315	Prax.g_00644
OG0001017	Prbk.g_01309	Prax.g_00648
OG0001018	Prbk.g_01307	Prax.g_00651
OG0001019	Prbk.g_01294	Prax.g_00660
OG0001020	Prbk.g_00035	Prax.g_01128
OG0001021	Prbk.g_00031	Prax.g_01127
OG0001022	Prbk.g_00026	Prax.g_01124
OG0001023	Prbk.g_00025	Prax.g_01123
OG0001024	Prbk.g_00021	Prax.g_01120
OG0001025	Prbk.g_00014	Prax.g_01114
OG0001026	Prbk.g_00001	Prax.g_01108
OG0001027	Prbk.g_00190	Prax.g_01107
OG0001028	Prbk.g_00192	Prax.g_01105
OG0001029	Prbk.g_00194	Prax.g_01103
OG0001030	Prbk.g_00547	Prax.g_01088
OG0001031	Prbk.g_01275	Prax.g_01032
OG0001032	Prbk.g_01272	Prax.g_01031
OG0001033	Prbk.g_00633	Prax.g_01010
OG0001034	Prbk.g_01521	Prax.g_00982
OG0001035	Prbk.g_00372	Prax.g_00921
OG0001036	Prbk.g_00376	Prax.g_00916
OG0001037	Prbk.g_00378	Prax.g_00915
OG0001038	Prbk.g_00415	Prax.g_00897
OG0001039	Prbk.g_00418	Prax.g_00894
OG0001040	Prbk.g_00421	Prax.g_00892
OG0001041	Prbk.g_00426	Prax.g_00888
OG0001042	Prbk.g_00451	Prax.g_00871
OG0001043	Prbk.g_00453	Prax.g_00870
OG0001044	Prbk.g_00870	Prax.g_00840
OG0001045	Prbk.g_00882	Prax.g_00831
OG0001046	Prbk.g_00924	Prax.g_00795
OG0001047	Prbk.g_00325	Prax.g_00761
OG0001048	Prbk.g_00324	Prax.g_00760
OG0001049	Prbk.g_00321	Prax.g_00758
OG0001050	Prbk.g_00320	Prax.g_00757
OG0001051	Prbk.g_00319	Prax.g_00756
OG0001052	Prbk.g_02109	Prax.g_00731
OG0001053	Prbk.g_02064	Prax.g_00719
OG0001054	Prbk.g_01861	Prax.g_00703
OG0001055	Prbk.g_01056	Prax.g_00684
OG0001056	Prbk.g_01085	Prax.g_00665
OG0001057	Prbk.g_01097	Prax.g_00002
OG0001058	Prbk.g_01893	Prax.g_00010
OG0001059	Prbk.g_01889	Prax.g_00014
OG0001060	Prbk.g_01882	Prax.g_00021
OG0001061	Prbk.g_01109	Prax.g_00034
OG0001062	Prbk.g_01111	Prax.g_00036
OG0001063	Prbk.g_01115	Prax.g_00038
OG0001064	Prbk.g_01116	Prax.g_00039
OG0001065	Prbk.g_01117	Prax.g_00040
OG0001066	Prbk.g_01118	Prax.g_00041
OG0001067	Prbk.g_01119	Prax.g_00042
OG0001068	Prbk.g_01120	Prax.g_00043
OG0001069	Prbk.g_01121	Prax.g_00044
OG0001070	Prbk.g_01125	Prax.g_00047
OG0001071	Prbk.g_01126	Prax.g_00048
OG0001072	Prbk.g_01129	Prax.g_00049
OG0001073	Prbk.g_01148	Prax.g_00063
OG0001074	Prbk.g_02602	Prax.g_00074
OG0001075	Prbk.g_02603	Prax.g_00075
OG0001076	Prbk.g_02611	Prax.g_00083
OG0001077	Prbk.g_02621	Prax.g_00087
OG0001078	Prbk.g_02632	Prax.g_00095
OG0001079	Prbk.g_02651	Prax.g_00106
OG0001080	Prbk.g_00738	Prax.g_00112
OG0001081	Prbk.g_00728	Prax.g_00114
OG0001082	Prbk.g_00727	Prax.g_00115
OG0001083	Prbk.g_00719	Prax.g_00120
OG0001084	Prbk.g_00718	Prax.g_00121
OG0001085	Prbk.g_00708	Prax.g_00972
OG0001086	Prbk.g_00706	Prax.g_00971
OG0001087	Prbk.g_01821	Prax.g_00954
OG0001088	Prbk.g_01817	Prax.g_00953
OG0001089	Prbk.g_01764	Prax.g_00945
OG0001090	Prbk.g_00617	Prax.g_00484
OG0001091	Prbk.g_00615	Prax.g_00482
OG0001092	Prbk.g_00614	Prax.g_00481
OG0001093	Prbk.g_00610	Prax.g_00476
OG0001094	Prbk.g_02462	Prax.g_00379
OG0001095	Prbk.g_02481	Prax.g_00360
OG0001096	Prbk.g_02497	Prax.g_00347
OG0001097	Prbk.g_02542	Prax.g_00328
OG0001098	Prbk.g_02379	Prax.g_00313
OG0001099	Prbk.g_00193	Prax.g_00550
OG0001100	Prbk.g_02389	Prax.g_00554
OG0001101	Prbk.g_02390	Prax.g_00556
OG0001102	Prbk.g_02393	Prax.g_00558
OG0001103	Prbk.g_02395	Prax.g_00560
OG0001104	Prbk.g_02452	Prax.g_00583
OG0001105	Prbk.g_02447	Prax.g_00587
OG0001106	Prbk.g_02336	Prax.g_00611
OG0001107	Prbk.g_02326	Prax.g_00618
OG0001108	Prbk.g_02319	Prax.g_01131
OG0001109	Prbk.g_02317	Prax.g_01132
OG0001110	Prbk.g_02315	Prax.g_01134
OG0001111	Prbk.g_02313	Prax.g_01135
OG0001112	Prbk.g_02311	Prax.g_01136
OG0001113	Prbk.g_02310	Prax.g_01137
OG0001114	Prbk.g_02309	Prax.g_01138
OG0001115	Prbk.g_02307	Prax.g_01140
OG0001116	Prbk.g_02306	Prax.g_01141
OG0001117	Prbk.g_02305	Prax.g_01142
OG0001118	Prbk.g_02304	Prax.g_01143
OG0001119	Prbk.g_02303	Prax.g_01144
OG0001120	Prbk.g_02301	Prax.g_01146
OG0001122	Prbk.g_00581	Prax.g_01176
OG0001123	Prbk.g_00588	Prax.g_01180
OG0001124	Prbk.g_00590	Prax.g_01182
OG0001125	Prbk.g_00592	Prax.g_01183
OG0001126	Prbk.g_00068	Prax.g_01193
OG0001127	Prbk.g_00067	Prax.g_01194
OG0001128	Prbk.g_00064	Prax.g_01196
OG0001129	Prbk.g_00063	Prax.g_01197
OG0001130	Prbk.g_00062	Prax.g_01198
OG0001131	Prbk.g_00627	Prax.g_01235
OG0001132	Prbk.g_02595	Prax.g_01245
OG0001133	Prbk.g_02613	Prax.g_00146
OG0001134	Prbk.g_02195	Prax.g_00161
