Orthogroup	Prbk	Syaq
OG0000545	Prbk.g_01050	Syaq.g_01809
OG0000546	Prbk.g_01052	Syaq.g_01811
OG0000547	Prbk.g_01054	Syaq.g_01813
OG0000548	Prbk.g_01055	Syaq.g_01814
OG0000549	Prbk.g_01061	Syaq.g_01819
OG0000550	Prbk.g_01066	Syaq.g_01824
OG0000551	Prbk.g_01070	Syaq.g_01829
OG0000552	Prbk.g_01071	Syaq.g_01830
OG0000553	Prbk.g_01076	Syaq.g_01834
OG0000554	Prbk.g_01081	Syaq.g_01839
OG0000555	Prbk.g_01099	Syaq.g_01857
OG0000556	Prbk.g_02686	Syaq.g_01925
OG0000557	Prbk.g_01898	Syaq.g_01927
OG0000558	Prbk.g_01895	Syaq.g_01929
OG0000559	Prbk.g_01891	Syaq.g_01933
OG0000560	Prbk.g_01888	Syaq.g_01936
OG0000561	Prbk.g_01887	Syaq.g_01937
OG0000562	Prbk.g_01886	Syaq.g_01938
OG0000563	Prbk.g_01885	Syaq.g_01939
OG0000564	Prbk.g_01884	Syaq.g_01940
OG0000565	Prbk.g_01881	Syaq.g_01943
OG0000566	Prbk.g_01877	Syaq.g_01947
OG0000567	Prbk.g_01873	Syaq.g_01951
OG0000568	Prbk.g_01871	Syaq.g_01954
OG0000569	Prbk.g_01104	Syaq.g_01955
OG0000570	Prbk.g_01105	Syaq.g_01956
OG0000571	Prbk.g_01108	Syaq.g_01960
OG0000572	Prbk.g_01124	Syaq.g_01977
OG0000573	Prbk.g_01131	Syaq.g_01985
OG0000574	Prbk.g_01132	Syaq.g_01986
OG0000575	Prbk.g_01141	Syaq.g_01991
OG0000576	Prbk.g_01143	Syaq.g_01993
OG0000577	Prbk.g_01144	Syaq.g_01994
OG0000578	Prbk.g_01145	Syaq.g_01995
OG0000579	Prbk.g_01146	Syaq.g_01996
OG0000580	Prbk.g_01147	Syaq.g_01997
OG0000581	Prbk.g_01151	Syaq.g_02003
OG0000582	Prbk.g_01155	Syaq.g_02012
OG0000583	Prbk.g_01156	Syaq.g_02013
OG0000584	Prbk.g_01157	Syaq.g_02014
OG0000585	Prbk.g_01159	Syaq.g_02017
OG0000586	Prbk.g_01161	Syaq.g_02018
OG0000587	Prbk.g_01163	Syaq.g_02020
OG0000588	Prbk.g_02605	Syaq.g_02043
OG0000589	Prbk.g_02608	Syaq.g_02057
OG0000590	Prbk.g_02609	Syaq.g_02058
OG0000591	Prbk.g_02616	Syaq.g_02066
OG0000592	Prbk.g_02617	Syaq.g_02067
OG0000593	Prbk.g_02627	Syaq.g_02078
OG0000594	Prbk.g_02628	Syaq.g_02079
OG0000595	Prbk.g_02629	Syaq.g_02080
OG0000596	Prbk.g_02634	Syaq.g_02085
OG0000597	Prbk.g_02637	Syaq.g_02088
OG0000598	Prbk.g_02638	Syaq.g_02089
OG0000599	Prbk.g_02648	Syaq.g_02096
OG0000600	Prbk.g_02649	Syaq.g_02097
OG0000601	Prbk.g_02650	Syaq.g_02098
OG0000602	Prbk.g_02654	Syaq.g_02104
OG0000603	Prbk.g_02655	Syaq.g_02105
OG0000604	Prbk.g_02656	Syaq.g_02107
OG0000605	Prbk.g_00740	Syaq.g_02151
OG0000606	Prbk.g_00729	Syaq.g_02231
OG0000607	Prbk.g_00726	Syaq.g_02234
OG0000608	Prbk.g_00725	Syaq.g_02235
OG0000609	Prbk.g_00723	Syaq.g_02237
OG0000610	Prbk.g_00715	Syaq.g_02244
OG0000611	Prbk.g_00712	Syaq.g_02247
OG0000612	Prbk.g_00711	Syaq.g_02248
OG0000613	Prbk.g_00478	Syaq.g_00885
OG0000614	Prbk.g_01802	Syaq.g_02588
OG0000615	Prbk.g_02429	Syaq.g_02302
OG0000616	Prbk.g_02262	Syaq.g_01168
OG0000617	Prbk.g_00613	Syaq.g_00031
OG0000618	Prbk.g_00612	Syaq.g_00032
OG0000619	Prbk.g_00611	Syaq.g_00033
OG0000620	Prbk.g_00607	Syaq.g_00038
OG0000621	Prbk.g_00606	Syaq.g_00039
OG0000622	Prbk.g_00605	Syaq.g_00040
OG0000623	Prbk.g_00604	Syaq.g_00041
OG0000624	Prbk.g_00603	Syaq.g_00042
OG0000625	Prbk.g_00602	Syaq.g_00043
OG0000626	Prbk.g_00601	Syaq.g_00044
OG0000627	Prbk.g_02376	Syaq.g_02425
OG0000628	Prbk.g_02375	Syaq.g_02426
OG0000629	Prbk.g_02372	Syaq.g_02429
OG0000630	Prbk.g_02368	Syaq.g_02433
OG0000631	Prbk.g_02362	Syaq.g_02441
OG0000632	Prbk.g_02361	Syaq.g_02442
OG0000633	Prbk.g_02360	Syaq.g_02444
OG0000634	Prbk.g_02464	Syaq.g_02336
OG0000635	Prbk.g_02465	Syaq.g_02337
OG0000636	Prbk.g_02467	Syaq.g_02339
OG0000637	Prbk.g_02469	Syaq.g_02341
OG0000638	Prbk.g_02470	Syaq.g_02342
OG0000639	Prbk.g_02471	Syaq.g_02343
OG0000640	Prbk.g_02472	Syaq.g_02344
OG0000641	Prbk.g_02476	Syaq.g_02348
OG0000642	Prbk.g_02477	Syaq.g_02349
OG0000643	Prbk.g_02478	Syaq.g_02350
OG0000644	Prbk.g_02479	Syaq.g_02351
OG0000645	Prbk.g_02480	Syaq.g_02353
OG0000646	Prbk.g_02483	Syaq.g_02356
OG0000647	Prbk.g_02486	Syaq.g_02358
OG0000648	Prbk.g_02488	Syaq.g_02360
OG0000649	Prbk.g_02489	Syaq.g_02361
OG0000650	Prbk.g_02490	Syaq.g_02362
OG0000651	Prbk.g_02491	Syaq.g_02363
OG0000652	Prbk.g_02492	Syaq.g_02364
OG0000653	Prbk.g_02494	Syaq.g_02367
OG0000654	Prbk.g_02495	Syaq.g_02368
OG0000655	Prbk.g_02496	Syaq.g_02369
OG0000656	Prbk.g_02499	Syaq.g_02372
OG0000657	Prbk.g_02532	Syaq.g_02382
OG0000658	Prbk.g_02534	Syaq.g_02385
OG0000659	Prbk.g_02535	Syaq.g_02386
OG0000660	Prbk.g_02539	Syaq.g_02390
OG0000661	Prbk.g_02541	Syaq.g_02392
OG0000662	Prbk.g_02543	Syaq.g_02394
OG0000663	Prbk.g_02546	Syaq.g_02397
OG0000664	Prbk.g_02547	Syaq.g_02400
OG0000665	Prbk.g_02560	Syaq.g_02124
OG0000666	Prbk.g_02563	Syaq.g_02117
OG0000667	Prbk.g_02570	Syaq.g_02222
OG0000668	Prbk.g_00582	Syaq.g_00068
OG0000669	Prbk.g_02580	Syaq.g_02260
OG0000670	Prbk.g_01662	Syaq.g_00079
OG0000671	Prbk.g_02391	Syaq.g_02264
OG0000672	Prbk.g_02394	Syaq.g_02267
OG0000673	Prbk.g_02397	Syaq.g_02270
OG0000674	Prbk.g_02399	Syaq.g_02272
OG0000675	Prbk.g_02400	Syaq.g_02273
OG0000676	Prbk.g_02408	Syaq.g_02275
OG0000677	Prbk.g_02410	Syaq.g_02276
OG0000678	Prbk.g_02415	Syaq.g_02282
OG0000679	Prbk.g_02435	Syaq.g_02305
OG0000680	Prbk.g_02436	Syaq.g_02306
OG0000681	Prbk.g_02438	Syaq.g_02309
OG0000682	Prbk.g_02439	Syaq.g_02310
OG0000683	Prbk.g_02440	Syaq.g_02311
OG0000684	Prbk.g_02453	Syaq.g_02315
OG0000685	Prbk.g_02451	Syaq.g_02317
OG0000686	Prbk.g_02450	Syaq.g_02318
OG0000687	Prbk.g_02449	Syaq.g_02319
OG0000688	Prbk.g_02455	Syaq.g_02325
OG0000689	Prbk.g_02456	Syaq.g_02327
OG0000690	Prbk.g_02457	Syaq.g_02328
OG0000691	Prbk.g_02458	Syaq.g_02329
OG0000692	Prbk.g_02459	Syaq.g_02330
OG0000693	Prbk.g_02460	Syaq.g_02332
OG0000694	Prbk.g_02461	Syaq.g_02333
OG0000695	Prbk.g_02358	Syaq.g_02446
OG0000696	Prbk.g_02357	Syaq.g_02447
OG0000697	Prbk.g_02355	Syaq.g_02448
OG0000698	Prbk.g_02352	Syaq.g_02451
OG0000699	Prbk.g_02350	Syaq.g_02452
OG0000700	Prbk.g_02349	Syaq.g_02453
OG0000701	Prbk.g_02348	Syaq.g_02454
OG0000702	Prbk.g_02340	Syaq.g_02467
OG0000703	Prbk.g_02339	Syaq.g_02468
OG0000704	Prbk.g_02337	Syaq.g_02470
OG0000705	Prbk.g_02331	Syaq.g_02477
OG0000706	Prbk.g_02330	Syaq.g_02478
OG0000707	Prbk.g_02329	Syaq.g_02479
OG0000708	Prbk.g_02327	Syaq.g_02482
OG0000709	Prbk.g_02320	Syaq.g_02490
OG0000710	Prbk.g_02316	Syaq.g_02494
OG0000711	Prbk.g_02293	Syaq.g_02521
OG0000712	Prbk.g_02292	Syaq.g_02523
OG0000713	Prbk.g_00562	Syaq.g_02524
OG0000714	Prbk.g_00566	Syaq.g_02527
OG0000715	Prbk.g_00568	Syaq.g_02529
OG0000716	Prbk.g_00572	Syaq.g_02533
OG0000717	Prbk.g_00573	Syaq.g_02534
OG0000718	Prbk.g_00578	Syaq.g_00072
OG0000719	Prbk.g_00580	Syaq.g_00070
OG0000720	Prbk.g_00593	Syaq.g_00057
OG0000721	Prbk.g_00594	Syaq.g_00055
OG0000722	Prbk.g_00595	Syaq.g_00054
OG0000723	Prbk.g_00599	Syaq.g_00046
OG0000724	Prbk.g_00061	Syaq.g_02685
OG0000725	Prbk.g_00054	Syaq.g_02676
OG0000726	Prbk.g_00053	Syaq.g_02675
OG0000727	Prbk.g_00052	Syaq.g_02674
OG0000728	Prbk.g_00051	Syaq.g_02672
OG0000729	Prbk.g_01531	Syaq.g_01046
OG0000730	Prbk.g_00869	Syaq.g_00561
OG0000731	Prbk.g_00879	Syaq.g_00550
OG0000732	Prbk.g_01601	Syaq.g_01098
OG0000733	Prbk.g_02202	Syaq.g_01232
OG0000734	Prbk.g_00004	Syaq.g_01479
OG0000735	Prbk.g_01037	Syaq.g_00266
OG0000736	Prbk.g_01036	Syaq.g_00265
OG0000737	Prbk.g_01035	Syaq.g_00264
OG0000738	Prbk.g_01028	Syaq.g_00258
OG0000739	Prbk.g_01026	Syaq.g_00257
OG0000740	Prbk.g_01025	Syaq.g_00256
OG0000741	Prbk.g_01022	Syaq.g_00253
OG0000742	Prbk.g_01020	Syaq.g_00250
OG0000743	Prbk.g_01018	Syaq.g_00248
OG0000744	Prbk.g_01017	Syaq.g_00247
OG0000745	Prbk.g_00141	Syaq.g_00245
OG0000746	Prbk.g_00143	Syaq.g_00242
OG0000747	Prbk.g_00144	Syaq.g_00241
OG0000748	Prbk.g_00156	Syaq.g_00227
OG0000749	Prbk.g_00157	Syaq.g_00226
OG0000750	Prbk.g_00158	Syaq.g_00225
OG0000751	Prbk.g_00105	Syaq.g_00219
OG0000752	Prbk.g_00103	Syaq.g_00217
OG0000753	Prbk.g_00100	Syaq.g_00214
OG0000754	Prbk.g_01501	Syaq.g_00209
OG0000755	Prbk.g_00139	Syaq.g_00198
OG0000756	Prbk.g_00138	Syaq.g_00197
OG0000757	Prbk.g_00131	Syaq.g_00190
OG0000758	Prbk.g_00130	Syaq.g_00189
OG0000759	Prbk.g_00129	Syaq.g_00188
OG0000760	Prbk.g_00128	Syaq.g_00187
OG0000761	Prbk.g_00127	Syaq.g_00186
OG0000762	Prbk.g_01503	Syaq.g_00183
OG0000763	Prbk.g_01505	Syaq.g_00181
OG0000764	Prbk.g_01506	Syaq.g_00180
OG0000765	Prbk.g_00178	Syaq.g_00157
OG0000766	Prbk.g_00177	Syaq.g_00156
OG0000767	Prbk.g_00175	Syaq.g_00154
OG0000768	Prbk.g_00174	Syaq.g_00153
OG0000769	Prbk.g_00098	Syaq.g_00151
OG0000770	Prbk.g_00122	Syaq.g_00148
OG0000771	Prbk.g_00066	Syaq.g_02691
OG0000772	Prbk.g_02011	Syaq.g_01887
OG0000773	Prbk.g_00162	Syaq.g_00283
OG0000774	Prbk.g_01192	Syaq.g_00288
OG0000775	Prbk.g_01190	Syaq.g_00290
OG0000776	Prbk.g_01189	Syaq.g_00291
OG0000777	Prbk.g_01188	Syaq.g_00292
OG0000778	Prbk.g_01187	Syaq.g_00293
OG0000779	Prbk.g_01182	Syaq.g_00299
OG0000780	Prbk.g_01179	Syaq.g_00304
OG0000781	Prbk.g_01175	Syaq.g_00308
OG0000782	Prbk.g_01174	Syaq.g_00309
OG0000783	Prbk.g_01173	Syaq.g_00310
OG0000784	Prbk.g_01172	Syaq.g_00311
OG0000785	Prbk.g_01170	Syaq.g_00313
OG0000786	Prbk.g_01167	Syaq.g_00328
OG0000787	Prbk.g_01166	Syaq.g_00329
OG0000788	Prbk.g_00334	Syaq.g_02099
OG0000789	Prbk.g_01691	Syaq.g_02123
OG0000790	Prbk.g_02048	Syaq.g_01758
OG0000791	Prbk.g_02046	Syaq.g_01756
OG0000792	Prbk.g_02045	Syaq.g_01755
OG0000793	Prbk.g_02041	Syaq.g_01750
OG0000794	Prbk.g_02040	Syaq.g_01749
OG0000795	Prbk.g_02039	Syaq.g_01748
OG0000796	Prbk.g_02035	Syaq.g_01744
OG0000797	Prbk.g_02034	Syaq.g_01743
OG0000798	Prbk.g_00414	Syaq.g_00760
OG0000799	Prbk.g_01929	Syaq.g_00341
OG0000800	Prbk.g_01930	Syaq.g_00342
OG0000801	Prbk.g_01931	Syaq.g_00343
OG0000802	Prbk.g_01938	Syaq.g_00350
OG0000803	Prbk.g_00244	Syaq.g_00353
OG0000804	Prbk.g_00246	Syaq.g_00358
OG0000805	Prbk.g_00248	Syaq.g_00360
OG0000806	Prbk.g_00250	Syaq.g_00362
OG0000807	Prbk.g_00252	Syaq.g_00364
OG0000808	Prbk.g_00253	Syaq.g_00365
OG0000809	Prbk.g_00257	Syaq.g_00369
OG0000810	Prbk.g_00258	Syaq.g_00370
OG0000811	Prbk.g_00270	Syaq.g_00378
OG0000812	Prbk.g_00272	Syaq.g_00380
OG0000813	Prbk.g_00273	Syaq.g_00381
OG0000814	Prbk.g_00275	Syaq.g_00383
OG0000815	Prbk.g_00276	Syaq.g_00384
OG0000816	Prbk.g_00278	Syaq.g_00386
OG0000817	Prbk.g_00279	Syaq.g_00387
OG0000818	Prbk.g_01237	Syaq.g_00392
OG0000819	Prbk.g_01236	Syaq.g_00393
OG0000820	Prbk.g_01235	Syaq.g_00394
OG0000821	Prbk.g_01228	Syaq.g_00400
OG0000822	Prbk.g_01226	Syaq.g_00402
OG0000823	Prbk.g_01225	Syaq.g_00403
OG0000824	Prbk.g_01221	Syaq.g_00409
OG0000825	Prbk.g_01220	Syaq.g_00410
OG0000826	Prbk.g_01219	Syaq.g_00411
OG0000827	Prbk.g_01218	Syaq.g_00412
OG0000828	Prbk.g_01215	Syaq.g_00415
OG0000829	Prbk.g_01214	Syaq.g_00416
OG0000830	Prbk.g_01213	Syaq.g_00417
OG0000831	Prbk.g_01211	Syaq.g_00419
OG0000832	Prbk.g_02006	Syaq.g_01737
OG0000833	Prbk.g_01998	Syaq.g_01725
OG0000834	Prbk.g_01997	Syaq.g_01724
OG0000835	Prbk.g_01996	Syaq.g_01723
OG0000836	Prbk.g_01994	Syaq.g_01720
OG0000837	Prbk.g_01993	Syaq.g_01719
OG0000838	Prbk.g_01990	Syaq.g_01715
OG0000839	Prbk.g_01989	Syaq.g_01714
OG0000840	Prbk.g_01988	Syaq.g_01713
OG0000841	Prbk.g_01987	Syaq.g_01712
OG0000842	Prbk.g_01986	Syaq.g_01711
OG0000843	Prbk.g_01985	Syaq.g_01710
OG0000844	Prbk.g_01983	Syaq.g_01708
OG0000845	Prbk.g_01982	Syaq.g_01707
OG0000846	Prbk.g_01981	Syaq.g_01706
OG0000847	Prbk.g_01980	Syaq.g_01705
OG0000848	Prbk.g_01979	Syaq.g_01703
OG0000849	Prbk.g_01978	Syaq.g_01702
OG0000850	Prbk.g_01977	Syaq.g_01699
OG0000851	Prbk.g_00937	Syaq.g_01696
OG0000852	Prbk.g_00936	Syaq.g_01695
OG0000853	Prbk.g_00932	Syaq.g_01691
OG0000854	Prbk.g_00930	Syaq.g_01689
OG0000855	Prbk.g_00929	Syaq.g_01688
OG0000856	Prbk.g_02619	Syaq.g_02069
OG0000857	Prbk.g_02485	Syaq.g_02357
OG0000858	Prbk.g_00918	Syaq.g_01682
OG0000859	Prbk.g_00917	Syaq.g_01681
OG0000860	Prbk.g_00905	Syaq.g_01671
OG0000861	Prbk.g_00904	Syaq.g_01670
OG0000862	Prbk.g_00902	Syaq.g_01668
OG0000863	Prbk.g_01451	Syaq.g_01665
OG0000864	Prbk.g_01450	Syaq.g_01664
OG0000865	Prbk.g_01449	Syaq.g_01663
OG0000866	Prbk.g_01448	Syaq.g_01662
OG0000867	Prbk.g_01447	Syaq.g_01661
OG0000868	Prbk.g_01445	Syaq.g_01659
OG0000869	Prbk.g_01442	Syaq.g_01656
OG0000870	Prbk.g_01437	Syaq.g_01651
OG0000871	Prbk.g_01436	Syaq.g_01650
OG0000872	Prbk.g_01434	Syaq.g_01644
OG0000873	Prbk.g_01431	Syaq.g_01641
OG0000874	Prbk.g_01427	Syaq.g_01637
OG0000875	Prbk.g_01426	Syaq.g_01633
OG0000876	Prbk.g_01425	Syaq.g_01631
OG0000877	Prbk.g_01422	Syaq.g_01628
OG0000878	Prbk.g_01421	Syaq.g_01627
OG0000879	Prbk.g_01420	Syaq.g_01626
OG0000880	Prbk.g_01419	Syaq.g_01625
OG0000881	Prbk.g_01414	Syaq.g_01621
OG0000882	Prbk.g_01409	Syaq.g_01616
OG0000883	Prbk.g_01407	Syaq.g_01613
OG0000884	Prbk.g_01405	Syaq.g_01611
OG0000885	Prbk.g_01404	Syaq.g_01610
OG0000886	Prbk.g_01403	Syaq.g_01609
OG0000887	Prbk.g_01402	Syaq.g_01608
OG0000888	Prbk.g_01400	Syaq.g_01606
OG0000889	Prbk.g_01398	Syaq.g_01604
OG0000890	Prbk.g_01384	Syaq.g_01597
OG0000891	Prbk.g_01383	Syaq.g_01596
OG0000892	Prbk.g_01381	Syaq.g_01594
OG0000893	Prbk.g_01901	Syaq.g_00695
OG0000894	Prbk.g_01905	Syaq.g_00692
OG0000895	Prbk.g_01910	Syaq.g_00688
OG0000896	Prbk.g_01911	Syaq.g_00687
OG0000897	Prbk.g_01913	Syaq.g_00685
OG0000898	Prbk.g_01914	Syaq.g_00684
OG0000899	Prbk.g_01915	Syaq.g_00683
OG0000900	Prbk.g_01916	Syaq.g_00682
OG0000901	Prbk.g_01920	Syaq.g_00677
OG0000902	Prbk.g_01922	Syaq.g_00671
OG0000903	Prbk.g_00990	Syaq.g_00655
OG0000904	Prbk.g_00995	Syaq.g_00660
OG0000905	Prbk.g_00997	Syaq.g_00666
OG0000906	Prbk.g_01926	Syaq.g_00669
OG0000907	Prbk.g_00988	Syaq.g_00653
OG0000908	Prbk.g_00985	Syaq.g_00650
OG0000909	Prbk.g_00984	Syaq.g_00649
OG0000910	Prbk.g_00983	Syaq.g_00648
OG0000911	Prbk.g_00981	Syaq.g_00646
OG0000912	Prbk.g_00980	Syaq.g_00645
OG0000913	Prbk.g_00979	Syaq.g_00644
OG0000914	Prbk.g_00978	Syaq.g_00643
OG0000915	Prbk.g_00977	Syaq.g_00641
OG0000916	Prbk.g_00976	Syaq.g_00640
OG0000917	Prbk.g_00975	Syaq.g_00639
OG0000918	Prbk.g_00974	Syaq.g_00638
OG0000919	Prbk.g_00973	Syaq.g_00637
OG0000920	Prbk.g_00972	Syaq.g_00636
OG0000921	Prbk.g_00971	Syaq.g_00635
OG0000922	Prbk.g_00970	Syaq.g_00634
OG0000923	Prbk.g_00966	Syaq.g_00630
OG0000924	Prbk.g_00965	Syaq.g_00629
OG0000925	Prbk.g_00964	Syaq.g_00628
OG0000926	Prbk.g_00963	Syaq.g_00627
OG0000927	Prbk.g_00961	Syaq.g_00625
OG0000928	Prbk.g_00960	Syaq.g_00624
OG0000929	Prbk.g_00959	Syaq.g_00623
OG0000930	Prbk.g_00958	Syaq.g_00622
OG0000931	Prbk.g_00957	Syaq.g_00621
OG0000932	Prbk.g_00956	Syaq.g_00620
OG0000933	Prbk.g_00951	Syaq.g_00614
OG0000934	Prbk.g_00949	Syaq.g_00612
OG0000935	Prbk.g_00948	Syaq.g_00611
OG0000936	Prbk.g_00947	Syaq.g_00610
OG0000937	Prbk.g_00946	Syaq.g_00609
OG0000938	Prbk.g_00797	Syaq.g_00606
OG0000939	Prbk.g_00798	Syaq.g_00604
OG0000940	Prbk.g_00807	Syaq.g_00597
OG0000941	Prbk.g_00809	Syaq.g_00595
OG0000942	Prbk.g_00811	Syaq.g_00593
OG0000943	Prbk.g_00812	Syaq.g_00592
OG0000944	Prbk.g_00814	Syaq.g_00590
OG0000945	Prbk.g_00816	Syaq.g_00588
OG0000946	Prbk.g_00844	Syaq.g_00580
OG0000947	Prbk.g_00847	Syaq.g_00577
OG0000948	Prbk.g_00848	Syaq.g_00576
OG0000949	Prbk.g_00851	Syaq.g_00971
OG0000950	Prbk.g_00513	Syaq.g_00984
OG0000951	Prbk.g_00518	Syaq.g_00991
OG0000952	Prbk.g_00525	Syaq.g_01002
OG0000953	Prbk.g_00529	Syaq.g_01006
OG0000954	Prbk.g_00216	Syaq.g_01012
OG0000955	Prbk.g_00217	Syaq.g_01013
OG0000956	Prbk.g_00219	Syaq.g_01015
OG0000957	Prbk.g_00235	Syaq.g_01026
OG0000958	Prbk.g_00236	Syaq.g_01027
OG0000959	Prbk.g_01482	Syaq.g_01031
OG0000960	Prbk.g_01483	Syaq.g_01032
OG0000961	Prbk.g_01494	Syaq.g_01043
OG0000962	Prbk.g_01530	Syaq.g_01045
OG0000963	Prbk.g_01535	Syaq.g_01049
OG0000964	Prbk.g_01536	Syaq.g_01050
OG0000965	Prbk.g_01537	Syaq.g_01051
OG0000966	Prbk.g_01571	Syaq.g_01060
OG0000967	Prbk.g_01577	Syaq.g_01067
OG0000968	Prbk.g_01580	Syaq.g_01071
OG0000969	Prbk.g_01582	Syaq.g_01078
OG0000970	Prbk.g_01583	Syaq.g_01079
OG0000971	Prbk.g_01585	Syaq.g_01081
OG0000972	Prbk.g_01586	Syaq.g_01082
OG0000973	Prbk.g_01587	Syaq.g_01083
OG0000974	Prbk.g_01588	Syaq.g_01084
OG0000975	Prbk.g_01589	Syaq.g_01085
OG0000976	Prbk.g_01590	Syaq.g_01086
OG0000977	Prbk.g_01592	Syaq.g_01088
OG0000978	Prbk.g_01593	Syaq.g_01091
OG0000979	Prbk.g_01596	Syaq.g_01094
OG0000980	Prbk.g_01600	Syaq.g_01097
OG0000981	Prbk.g_01603	Syaq.g_01100
OG0000982	Prbk.g_02161	Syaq.g_01263
OG0000983	Prbk.g_02162	Syaq.g_01262
OG0000984	Prbk.g_02163	Syaq.g_01261
OG0000985	Prbk.g_02167	Syaq.g_01257
OG0000986	Prbk.g_02169	Syaq.g_01253
OG0000987	Prbk.g_02171	Syaq.g_01251
OG0000988	Prbk.g_02175	Syaq.g_01245
OG0000989	Prbk.g_02185	Syaq.g_01239
OG0000990	Prbk.g_02207	Syaq.g_01229
OG0000991	Prbk.g_02210	Syaq.g_01225
OG0000992	Prbk.g_02213	Syaq.g_01222
OG0000993	Prbk.g_02214	Syaq.g_01221
OG0000994	Prbk.g_02217	Syaq.g_01218
OG0000995	Prbk.g_02226	Syaq.g_01212
OG0000996	Prbk.g_02239	Syaq.g_01193
OG0000997	Prbk.g_02248	Syaq.g_01184
OG0000998	Prbk.g_02250	Syaq.g_01182
OG0000999	Prbk.g_02251	Syaq.g_01181
OG0001000	Prbk.g_02254	Syaq.g_01177
OG0001001	Prbk.g_02258	Syaq.g_01172
OG0001002	Prbk.g_02265	Syaq.g_01165
OG0001003	Prbk.g_02267	Syaq.g_01163
OG0001004	Prbk.g_02268	Syaq.g_01162
OG0001005	Prbk.g_02270	Syaq.g_01161
OG0001006	Prbk.g_02276	Syaq.g_01152
OG0001007	Prbk.g_02278	Syaq.g_01150
OG0001008	Prbk.g_00327	Syaq.g_00500
OG0001009	Prbk.g_01622	Syaq.g_01118
OG0001010	Prbk.g_01621	Syaq.g_01117
OG0001011	Prbk.g_01619	Syaq.g_01115
OG0001012	Prbk.g_02158	Syaq.g_01267
OG0001013	Prbk.g_02133	Syaq.g_01289
OG0001014	Prbk.g_02124	Syaq.g_01295
OG0001015	Prbk.g_02123	Syaq.g_01296
OG0001016	Prbk.g_01315	Syaq.g_01554
OG0001017	Prbk.g_01309	Syaq.g_01548
OG0001018	Prbk.g_01307	Syaq.g_01546
OG0001019	Prbk.g_01294	Syaq.g_01524
OG0001020	Prbk.g_00035	Syaq.g_01510
OG0001021	Prbk.g_00031	Syaq.g_01506
OG0001022	Prbk.g_00026	Syaq.g_01501
OG0001023	Prbk.g_00025	Syaq.g_01500
OG0001024	Prbk.g_00021	Syaq.g_01496
OG0001025	Prbk.g_00014	Syaq.g_01490
OG0001026	Prbk.g_00001	Syaq.g_01477
OG0001027	Prbk.g_00190	Syaq.g_01474
OG0001028	Prbk.g_00192	Syaq.g_01472
OG0001029	Prbk.g_00194	Syaq.g_01470
OG0001030	Prbk.g_00547	Syaq.g_01450
OG0001031	Prbk.g_01275	Syaq.g_01378
OG0001032	Prbk.g_01272	Syaq.g_01376
OG0001033	Prbk.g_00633	Syaq.g_01344
OG0001034	Prbk.g_01521	Syaq.g_01579
OG0001035	Prbk.g_00372	Syaq.g_00726
OG0001036	Prbk.g_00376	Syaq.g_00731
OG0001037	Prbk.g_00378	Syaq.g_00733
OG0001038	Prbk.g_00415	Syaq.g_00761
OG0001039	Prbk.g_00418	Syaq.g_00764
OG0001040	Prbk.g_00421	Syaq.g_00767
OG0001041	Prbk.g_00426	Syaq.g_00772
OG0001042	Prbk.g_00451	Syaq.g_00858
OG0001044	Prbk.g_00870	Syaq.g_00560
OG0001045	Prbk.g_00882	Syaq.g_00547
OG0001046	Prbk.g_00924	Syaq.g_02509
OG0001047	Prbk.g_00325	Syaq.g_00498
OG0001048	Prbk.g_00324	Syaq.g_00497
OG0001049	Prbk.g_00321	Syaq.g_00494
OG0001050	Prbk.g_00320	Syaq.g_00493
OG0001051	Prbk.g_00319	Syaq.g_00492
OG0001052	Prbk.g_02109	Syaq.g_00446
OG0001053	Prbk.g_02064	Syaq.g_01775
OG0001054	Prbk.g_01861	Syaq.g_01794
OG0001055	Prbk.g_01056	Syaq.g_01815
OG0001056	Prbk.g_01085	Syaq.g_01843
OG0001057	Prbk.g_01097	Syaq.g_00334
OG0001058	Prbk.g_01893	Syaq.g_01931
OG0001059	Prbk.g_01889	Syaq.g_01935
OG0001060	Prbk.g_01882	Syaq.g_01941
OG0001061	Prbk.g_01109	Syaq.g_01961
OG0001062	Prbk.g_01111	Syaq.g_01963
OG0001063	Prbk.g_01115	Syaq.g_01968
OG0001064	Prbk.g_01116	Syaq.g_01969
OG0001065	Prbk.g_01117	Syaq.g_01970
OG0001066	Prbk.g_01118	Syaq.g_01971
OG0001067	Prbk.g_01119	Syaq.g_01972
OG0001068	Prbk.g_01120	Syaq.g_01973
OG0001069	Prbk.g_01121	Syaq.g_01974
OG0001070	Prbk.g_01125	Syaq.g_01978
OG0001071	Prbk.g_01126	Syaq.g_01979
OG0001072	Prbk.g_01129	Syaq.g_01983
OG0001073	Prbk.g_01148	Syaq.g_01998
OG0001074	Prbk.g_02602	Syaq.g_02132
OG0001075	Prbk.g_02603	Syaq.g_02025
OG0001076	Prbk.g_02611	Syaq.g_02060
OG0001077	Prbk.g_02621	Syaq.g_02071
OG0001078	Prbk.g_02632	Syaq.g_02083
OG0001079	Prbk.g_02651	Syaq.g_02100
OG0001080	Prbk.g_00738	Syaq.g_02161
OG0001081	Prbk.g_00728	Syaq.g_02232
OG0001082	Prbk.g_00727	Syaq.g_02233
