Orthogroup	Syae	Prap
OG0000585	Syae.g_00022	Prap.g_01155
OG0000586	Syae.g_00023	Prap.g_01154
OG0000587	Syae.g_00025	Prap.g_01153
OG0000588	Syae.g_00043	Prap.g_01149
OG0000589	Syae.g_00047	Prap.g_01147
OG0000590	Syae.g_00048	Prap.g_01146
OG0000591	Syae.g_00056	Prap.g_01142
OG0000592	Syae.g_00057	Prap.g_01141
OG0000593	Syae.g_00070	Prap.g_00395
OG0000594	Syae.g_00071	Prap.g_00394
OG0000595	Syae.g_00072	Prap.g_00393
OG0000596	Syae.g_00077	Prap.g_00389
OG0000597	Syae.g_00080	Prap.g_00386
OG0000598	Syae.g_00081	Prap.g_00385
OG0000599	Syae.g_00084	Prap.g_00382
OG0000600	Syae.g_00085	Prap.g_00381
OG0000601	Syae.g_00086	Prap.g_00380
OG0000602	Syae.g_00091	Prap.g_00378
OG0000603	Syae.g_00092	Prap.g_00377
OG0000604	Syae.g_00095	Prap.g_00376
OG0000605	Syae.g_00260	Prap.g_00375
OG0000606	Syae.g_00616	Prap.g_00372
OG0000607	Syae.g_00613	Prap.g_00369
OG0000608	Syae.g_00612	Prap.g_00368
OG0000609	Syae.g_00610	Prap.g_00367
OG0000610	Syae.g_00601	Prap.g_00361
OG0000611	Syae.g_00598	Prap.g_00358
OG0000612	Syae.g_00597	Prap.g_00357
OG0000613	Syae.g_01910	Prap.g_00828
OG0000614	Syae.g_00765	Prap.g_00807
OG0000615	Syae.g_00557	Prap.g_00796
OG0000616	Syae.g_01696	Prap.g_01489
OG0000617	Syae.g_00464	Prap.g_00341
OG0000618	Syae.g_00463	Prap.g_00340
OG0000619	Syae.g_00462	Prap.g_00339
OG0000620	Syae.g_00456	Prap.g_00336
OG0000621	Syae.g_00455	Prap.g_00335
OG0000622	Syae.g_00454	Prap.g_00334
OG0000623	Syae.g_00453	Prap.g_00333
OG0000624	Syae.g_00451	Prap.g_00331
OG0000625	Syae.g_00450	Prap.g_00330
OG0000626	Syae.g_00449	Prap.g_00329
OG0000627	Syae.g_00299	Prap.g_00328
OG0000628	Syae.g_00300	Prap.g_00327
OG0000629	Syae.g_00303	Prap.g_00326
OG0000630	Syae.g_00310	Prap.g_00323
OG0000631	Syae.g_00317	Prap.g_00683
OG0000632	Syae.g_00318	Prap.g_00682
OG0000633	Syae.g_00320	Prap.g_00681
OG0000634	Syae.g_00525	Prap.g_00787
OG0000635	Syae.g_00524	Prap.g_00786
OG0000636	Syae.g_00522	Prap.g_00784
OG0000637	Syae.g_00520	Prap.g_00782
OG0000638	Syae.g_00519	Prap.g_00781
OG0000639	Syae.g_00518	Prap.g_00780
OG0000640	Syae.g_00517	Prap.g_00779
OG0000641	Syae.g_00513	Prap.g_00775
OG0000642	Syae.g_00512	Prap.g_00774
OG0000643	Syae.g_00510	Prap.g_00773
OG0000644	Syae.g_00509	Prap.g_00772
OG0000645	Syae.g_00507	Prap.g_00771
OG0000646	Syae.g_00504	Prap.g_00769
OG0000647	Syae.g_00502	Prap.g_00767
OG0000648	Syae.g_00499	Prap.g_00765
OG0000649	Syae.g_00498	Prap.g_00764
OG0000650	Syae.g_00497	Prap.g_00763
OG0000651	Syae.g_00496	Prap.g_00762
OG0000652	Syae.g_00495	Prap.g_00761
OG0000653	Syae.g_00493	Prap.g_00759
OG0000654	Syae.g_00492	Prap.g_00758
OG0000655	Syae.g_00491	Prap.g_00757
OG0000656	Syae.g_00488	Prap.g_00754
OG0000657	Syae.g_00834	Prap.g_00746
OG0000658	Syae.g_00837	Prap.g_00744
OG0000659	Syae.g_00838	Prap.g_00743
OG0000660	Syae.g_00842	Prap.g_00739
OG0000661	Syae.g_00844	Prap.g_00737
OG0000662	Syae.g_00846	Prap.g_00735
OG0000663	Syae.g_00849	Prap.g_00733
OG0000664	Syae.g_00850	Prap.g_00732
OG0000665	Syae.g_00121	Prap.g_00726
OG0000666	Syae.g_00258	Prap.g_00725
OG0000667	Syae.g_02056	Prap.g_00721
OG0000668	Syae.g_00418	Prap.g_00660
OG0000669	Syae.g_00585	Prap.g_00869
OG0000670	Syae.g_00582	Prap.g_00866
OG0000671	Syae.g_00580	Prap.g_00863
OG0000672	Syae.g_00577	Prap.g_00860
OG0000673	Syae.g_00574	Prap.g_00857
OG0000674	Syae.g_00572	Prap.g_00855
OG0000675	Syae.g_00571	Prap.g_00854
OG0000676	Syae.g_00569	Prap.g_00852
OG0000677	Syae.g_00568	Prap.g_00851
OG0000678	Syae.g_00564	Prap.g_00849
OG0000679	Syae.g_00555	Prap.g_00845
OG0000680	Syae.g_00554	Prap.g_00844
OG0000681	Syae.g_00551	Prap.g_00841
OG0000682	Syae.g_00550	Prap.g_00840
OG0000683	Syae.g_00549	Prap.g_00839
OG0000684	Syae.g_00545	Prap.g_00837
OG0000685	Syae.g_00543	Prap.g_00835
OG0000686	Syae.g_00542	Prap.g_00834
OG0000687	Syae.g_00541	Prap.g_00833
OG0000688	Syae.g_00536	Prap.g_00353
OG0000689	Syae.g_00534	Prap.g_00352
OG0000690	Syae.g_00533	Prap.g_00351
OG0000691	Syae.g_00532	Prap.g_00350
OG0000692	Syae.g_00531	Prap.g_00348
OG0000693	Syae.g_00529	Prap.g_00347
OG0000694	Syae.g_00528	Prap.g_00346
OG0000695	Syae.g_00322	Prap.g_00679
OG0000696	Syae.g_00323	Prap.g_00678
OG0000697	Syae.g_00325	Prap.g_00677
OG0000698	Syae.g_00328	Prap.g_00239
OG0000699	Syae.g_00330	Prap.g_00240
OG0000700	Syae.g_00331	Prap.g_00241
OG0000701	Syae.g_00332	Prap.g_00242
OG0000702	Syae.g_00341	Prap.g_00244
OG0000703	Syae.g_00342	Prap.g_00245
OG0000704	Syae.g_00345	Prap.g_00247
OG0000705	Syae.g_00352	Prap.g_00250
OG0000706	Syae.g_00353	Prap.g_00251
OG0000707	Syae.g_00354	Prap.g_00252
OG0000708	Syae.g_00357	Prap.g_00254
OG0000709	Syae.g_00365	Prap.g_00258
OG0000710	Syae.g_00369	Prap.g_00261
OG0000711	Syae.g_00398	Prap.g_00279
OG0000712	Syae.g_00400	Prap.g_00280
OG0000713	Syae.g_00401	Prap.g_00281
OG0000714	Syae.g_00403	Prap.g_00282
OG0000715	Syae.g_00405	Prap.g_00284
OG0000716	Syae.g_00409	Prap.g_00286
OG0000717	Syae.g_00410	Prap.g_00287
OG0000718	Syae.g_00414	Prap.g_00291
OG0000719	Syae.g_00416	Prap.g_00293
OG0000720	Syae.g_00429	Prap.g_00305
OG0000721	Syae.g_00431	Prap.g_00309
OG0000722	Syae.g_00432	Prap.g_00310
OG0000723	Syae.g_00445	Prap.g_00314
OG0000724	Syae.g_00799	Prap.g_00703
OG0000725	Syae.g_00789	Prap.g_00709
OG0000726	Syae.g_00788	Prap.g_00710
OG0000727	Syae.g_00787	Prap.g_00711
OG0000728	Syae.g_00785	Prap.g_00713
OG0000729	Syae.g_01819	Prap.g_00539
OG0000730	Syae.g_02189	Prap.g_00498
OG0000731	Syae.g_02201	Prap.g_01366
OG0000732	Syae.g_01764	Prap.g_01538
OG0000733	Syae.g_01599	Prap.g_01882
OG0000734	Syae.g_01371	Prap.g_00472
OG0000735	Syae.g_00942	Prap.g_00470
OG0000736	Syae.g_00941	Prap.g_00469
OG0000737	Syae.g_00940	Prap.g_00468
OG0000738	Syae.g_00935	Prap.g_00464
OG0000739	Syae.g_00928	Prap.g_00463
OG0000740	Syae.g_00927	Prap.g_00462
OG0000741	Syae.g_00924	Prap.g_00460
OG0000742	Syae.g_00922	Prap.g_00457
OG0000743	Syae.g_00920	Prap.g_00455
OG0000744	Syae.g_00919	Prap.g_00454
OG0000745	Syae.g_00917	Prap.g_00453
OG0000746	Syae.g_00915	Prap.g_00451
OG0000747	Syae.g_00914	Prap.g_00450
OG0000748	Syae.g_00902	Prap.g_00446
OG0000749	Syae.g_00900	Prap.g_00445
OG0000750	Syae.g_00899	Prap.g_00444
OG0000751	Syae.g_00892	Prap.g_00441
OG0000752	Syae.g_00890	Prap.g_00439
OG0000753	Syae.g_00887	Prap.g_00437
OG0000754	Syae.g_00641	Prap.g_00434
OG0000755	Syae.g_00651	Prap.g_00428
OG0000756	Syae.g_00652	Prap.g_00427
OG0000757	Syae.g_00661	Prap.g_00420
OG0000758	Syae.g_00662	Prap.g_00419
OG0000759	Syae.g_00663	Prap.g_00418
OG0000760	Syae.g_00664	Prap.g_00417
OG0000761	Syae.g_00668	Prap.g_00416
OG0000762	Syae.g_00672	Prap.g_00415
OG0000763	Syae.g_00676	Prap.g_00413
OG0000764	Syae.g_00677	Prap.g_00412
OG0000765	Syae.g_00695	Prap.g_00404
OG0000766	Syae.g_00696	Prap.g_00403
OG0000767	Syae.g_00698	Prap.g_00401
OG0000768	Syae.g_00699	Prap.g_00400
OG0000769	Syae.g_00701	Prap.g_00398
OG0000770	Syae.g_00704	Prap.g_01136
OG0000771	Syae.g_00805	Prap.g_00217
OG0000772	Syae.g_00168	Prap.g_01853
OG0000773	Syae.g_00947	Prap.g_00552
OG0000774	Syae.g_00951	Prap.g_00554
OG0000775	Syae.g_00954	Prap.g_00556
OG0000776	Syae.g_00955	Prap.g_00557
OG0000777	Syae.g_00956	Prap.g_00558
OG0000778	Syae.g_00957	Prap.g_00559
OG0000779	Syae.g_00963	Prap.g_00563
OG0000780	Syae.g_00967	Prap.g_00564
OG0000781	Syae.g_00971	Prap.g_00568
OG0000782	Syae.g_00972	Prap.g_00569
OG0000783	Syae.g_00973	Prap.g_00570
OG0000784	Syae.g_00974	Prap.g_00571
OG0000785	Syae.g_00976	Prap.g_00573
OG0000786	Syae.g_02477	Prap.g_00576
OG0000787	Syae.g_02476	Prap.g_00577
OG0000788	Syae.g_00087	Prap.g_01268
OG0000789	Syae.g_00281	Prap.g_00220
OG0000790	Syae.g_02294	Prap.g_00064
OG0000791	Syae.g_02292	Prap.g_00066
OG0000792	Syae.g_02291	Prap.g_00067
OG0000793	Syae.g_02286	Prap.g_00070
OG0000794	Syae.g_02285	Prap.g_00071
OG0000795	Syae.g_02284	Prap.g_00072
OG0000796	Syae.g_02280	Prap.g_00076
OG0000797	Syae.g_02279	Prap.g_00077
OG0000798	Syae.g_01205	Prap.g_00004
OG0000799	Syae.g_00010	Prap.g_00104
OG0000800	Syae.g_00009	Prap.g_00105
OG0000801	Syae.g_00008	Prap.g_00106
OG0000802	Syae.g_02686	Prap.g_00108
OG0000803	Syae.g_02680	Prap.g_00110
OG0000804	Syae.g_02677	Prap.g_00111
OG0000805	Syae.g_02663	Prap.g_00113
OG0000806	Syae.g_02661	Prap.g_00115
OG0000807	Syae.g_02659	Prap.g_00116
OG0000808	Syae.g_02658	Prap.g_00117
OG0000809	Syae.g_02655	Prap.g_00119
OG0000810	Syae.g_02654	Prap.g_00120
OG0000811	Syae.g_02648	Prap.g_00124
OG0000812	Syae.g_02646	Prap.g_00126
OG0000813	Syae.g_02645	Prap.g_00127
OG0000814	Syae.g_02643	Prap.g_00129
OG0000815	Syae.g_02642	Prap.g_00130
OG0000816	Syae.g_02641	Prap.g_00132
OG0000817	Syae.g_02640	Prap.g_00133
OG0000818	Syae.g_02634	Prap.g_00138
OG0000819	Syae.g_02633	Prap.g_00139
OG0000820	Syae.g_02632	Prap.g_00140
OG0000821	Syae.g_02626	Prap.g_00144
OG0000822	Syae.g_02624	Prap.g_00145
OG0000823	Syae.g_02623	Prap.g_00146
OG0000824	Syae.g_02617	Prap.g_00149
OG0000825	Syae.g_02616	Prap.g_00150
OG0000826	Syae.g_02615	Prap.g_00151
OG0000827	Syae.g_02614	Prap.g_00152
OG0000828	Syae.g_02612	Prap.g_00155
OG0000829	Syae.g_02611	Prap.g_00156
OG0000830	Syae.g_02610	Prap.g_00157
OG0000831	Syae.g_02608	Prap.g_00159
OG0000832	Syae.g_01081	Prap.g_00169
OG0000833	Syae.g_01106	Prap.g_00178
OG0000834	Syae.g_01108	Prap.g_00179
OG0000835	Syae.g_01109	Prap.g_00180
OG0000836	Syae.g_01113	Prap.g_00181
OG0000837	Syae.g_01115	Prap.g_00182
OG0000838	Syae.g_01119	Prap.g_00184
OG0000839	Syae.g_01120	Prap.g_00185
OG0000840	Syae.g_01121	Prap.g_00186
OG0000841	Syae.g_01122	Prap.g_00187
OG0000842	Syae.g_01123	Prap.g_00188
OG0000843	Syae.g_01124	Prap.g_00189
OG0000844	Syae.g_01125	Prap.g_00190
OG0000845	Syae.g_01126	Prap.g_00191
OG0000846	Syae.g_01127	Prap.g_00192
OG0000847	Syae.g_01128	Prap.g_00193
OG0000848	Syae.g_01130	Prap.g_00194
OG0000849	Syae.g_01131	Prap.g_00195
OG0000850	Syae.g_01133	Prap.g_00197
OG0000851	Syae.g_01139	Prap.g_00198
OG0000852	Syae.g_01140	Prap.g_00199
OG0000853	Syae.g_01144	Prap.g_00205
OG0000854	Syae.g_01146	Prap.g_00207
OG0000855	Syae.g_01147	Prap.g_00208
OG0000856	Syae.g_00059	Prap.g_01139
OG0000857	Syae.g_00503	Prap.g_00768
OG0000858	Syae.g_01153	Prap.g_01786
OG0000859	Syae.g_01154	Prap.g_01785
OG0000860	Syae.g_01165	Prap.g_01777
OG0000861	Syae.g_01166	Prap.g_01776
OG0000862	Syae.g_01167	Prap.g_01775
OG0000863	Syae.g_01170	Prap.g_01773
OG0000864	Syae.g_01171	Prap.g_01772
OG0000865	Syae.g_01172	Prap.g_01771
OG0000866	Syae.g_01173	Prap.g_01770
OG0000867	Syae.g_01174	Prap.g_01769
OG0000868	Syae.g_01177	Prap.g_01767
OG0000869	Syae.g_01182	Prap.g_01764
OG0000870	Syae.g_01187	Prap.g_01759
OG0000871	Syae.g_01188	Prap.g_01758
OG0000872	Syae.g_01196	Prap.g_01757
OG0000873	Syae.g_01199	Prap.g_01753
OG0000874	Syae.g_01194	Prap.g_01750
OG0000875	Syae.g_01244	Prap.g_01749
OG0000876	Syae.g_01020	Prap.g_01748
OG0000877	Syae.g_01025	Prap.g_01746
OG0000878	Syae.g_01026	Prap.g_01745
OG0000879	Syae.g_01027	Prap.g_01744
OG0000880	Syae.g_01028	Prap.g_01743
OG0000881	Syae.g_01034	Prap.g_01739
OG0000882	Syae.g_01039	Prap.g_01734
OG0000883	Syae.g_01041	Prap.g_01732
OG0000884	Syae.g_01043	Prap.g_01730
OG0000885	Syae.g_01044	Prap.g_01729
OG0000886	Syae.g_01045	Prap.g_01728
OG0000887	Syae.g_01046	Prap.g_01727
OG0000888	Syae.g_01048	Prap.g_01725
OG0000889	Syae.g_01050	Prap.g_01723
OG0000890	Syae.g_01056	Prap.g_01722
OG0000891	Syae.g_01057	Prap.g_01721
OG0000892	Syae.g_01059	Prap.g_01719
OG0000893	Syae.g_02031	Prap.g_01715
OG0000894	Syae.g_02034	Prap.g_01712
OG0000895	Syae.g_02038	Prap.g_01708
OG0000896	Syae.g_02039	Prap.g_01707
OG0000897	Syae.g_02041	Prap.g_01705
OG0000898	Syae.g_02042	Prap.g_01704
OG0000899	Syae.g_02043	Prap.g_01703
OG0000900	Syae.g_02044	Prap.g_01702
OG0000901	Syae.g_02049	Prap.g_01699
OG0000902	Syae.g_02051	Prap.g_01697
OG0000903	Syae.g_02077	Prap.g_01693
OG0000904	Syae.g_02071	Prap.g_01689
OG0000905	Syae.g_02065	Prap.g_01695
OG0000906	Syae.g_02063	Prap.g_01696
OG0000907	Syae.g_02079	Prap.g_01686
OG0000908	Syae.g_02082	Prap.g_01683
OG0000909	Syae.g_02083	Prap.g_01682
OG0000910	Syae.g_02084	Prap.g_01681
OG0000911	Syae.g_02086	Prap.g_01679
OG0000912	Syae.g_02087	Prap.g_01678
OG0000913	Syae.g_02088	Prap.g_01677
OG0000914	Syae.g_02089	Prap.g_01676
OG0000915	Syae.g_02091	Prap.g_01675
OG0000916	Syae.g_02092	Prap.g_01674
OG0000917	Syae.g_02093	Prap.g_01673
OG0000918	Syae.g_02094	Prap.g_01672
OG0000919	Syae.g_02095	Prap.g_01671
OG0000920	Syae.g_02096	Prap.g_01670
OG0000921	Syae.g_02097	Prap.g_01669
OG0000922	Syae.g_02098	Prap.g_01668
OG0000923	Syae.g_02102	Prap.g_01664
OG0000924	Syae.g_02103	Prap.g_01663
OG0000925	Syae.g_02104	Prap.g_01662
OG0000926	Syae.g_02105	Prap.g_01661
OG0000927	Syae.g_02107	Prap.g_01659
OG0000928	Syae.g_02108	Prap.g_01658
OG0000929	Syae.g_02109	Prap.g_01657
OG0000930	Syae.g_02110	Prap.g_01656
OG0000931	Syae.g_02111	Prap.g_01655
OG0000932	Syae.g_02112	Prap.g_01654
OG0000933	Syae.g_02118	Prap.g_01650
OG0000934	Syae.g_02120	Prap.g_01647
OG0000935	Syae.g_02121	Prap.g_01646
OG0000936	Syae.g_02122	Prap.g_01645
OG0000937	Syae.g_02123	Prap.g_01644
OG0000938	Syae.g_02126	Prap.g_01641
OG0000939	Syae.g_02127	Prap.g_01640
OG0000940	Syae.g_02133	Prap.g_01633
OG0000941	Syae.g_02135	Prap.g_01631
OG0000942	Syae.g_02137	Prap.g_01629
OG0000943	Syae.g_02138	Prap.g_01628
OG0000944	Syae.g_02140	Prap.g_01626
OG0000945	Syae.g_02142	Prap.g_01625
OG0000946	Syae.g_02146	Prap.g_01620
OG0000947	Syae.g_02149	Prap.g_01618
OG0000948	Syae.g_02150	Prap.g_01617
OG0000949	Syae.g_01884	Prap.g_01614
OG0000950	Syae.g_01873	Prap.g_01607
OG0000951	Syae.g_01866	Prap.g_01603
OG0000952	Syae.g_01859	Prap.g_01599
OG0000953	Syae.g_01854	Prap.g_01595
OG0000954	Syae.g_01845	Prap.g_01591
OG0000955	Syae.g_01844	Prap.g_01590
OG0000956	Syae.g_01842	Prap.g_01588
OG0000957	Syae.g_01831	Prap.g_01582
OG0000958	Syae.g_01830	Prap.g_01581
OG0000959	Syae.g_01826	Prap.g_01577
OG0000960	Syae.g_01825	Prap.g_01576
OG0000961	Syae.g_01822	Prap.g_01573
OG0000962	Syae.g_01820	Prap.g_01571
OG0000963	Syae.g_01814	Prap.g_01567
OG0000964	Syae.g_01813	Prap.g_01566
OG0000965	Syae.g_01812	Prap.g_01565
OG0000966	Syae.g_01789	Prap.g_01559
OG0000967	Syae.g_01782	Prap.g_01555
OG0000968	Syae.g_01787	Prap.g_01553
OG0000969	Syae.g_01785	Prap.g_01552
OG0000970	Syae.g_01784	Prap.g_01551
OG0000971	Syae.g_01779	Prap.g_01550
OG0000972	Syae.g_01778	Prap.g_01549
OG0000973	Syae.g_01777	Prap.g_01548
OG0000974	Syae.g_01776	Prap.g_01547
OG0000975	Syae.g_01775	Prap.g_01546
OG0000976	Syae.g_01774	Prap.g_01545
OG0000977	Syae.g_01772	Prap.g_01544
OG0000978	Syae.g_01771	Prap.g_01543
OG0000979	Syae.g_01768	Prap.g_01541
OG0000980	Syae.g_01765	Prap.g_01539
OG0000981	Syae.g_01762	Prap.g_01536
OG0000982	Syae.g_01568	Prap.g_01534
OG0000983	Syae.g_01569	Prap.g_01533
OG0000984	Syae.g_01570	Prap.g_01532
OG0000985	Syae.g_01572	Prap.g_01529
OG0000986	Syae.g_01575	Prap.g_01527
OG0000987	Syae.g_01577	Prap.g_01526
OG0000988	Syae.g_01583	Prap.g_01523
OG0000989	Syae.g_01591	Prap.g_01519
OG0000990	Syae.g_01606	Prap.g_01515
OG0000991	Syae.g_01609	Prap.g_01514
OG0000992	Syae.g_01612	Prap.g_01511
OG0000993	Syae.g_01613	Prap.g_01510
OG0000994	Syae.g_01616	Prap.g_01509
OG0000995	Syae.g_01627	Prap.g_01505
OG0000996	Syae.g_01667	Prap.g_01504
OG0000997	Syae.g_01678	Prap.g_01501
OG0000998	Syae.g_01680	Prap.g_01499
OG0000999	Syae.g_01683	Prap.g_01498
OG0001000	Syae.g_01686	Prap.g_01495
OG0001001	Syae.g_01692	Prap.g_01492
OG0001002	Syae.g_01699	Prap.g_01874
OG0001003	Syae.g_01701	Prap.g_01873
OG0001004	Syae.g_01702	Prap.g_01872
OG0001005	Syae.g_01703	Prap.g_01871
OG0001006	Syae.g_01710	Prap.g_00056
OG0001007	Syae.g_01712	Prap.g_00054
OG0001008	Syae.g_00993	Prap.g_01329
OG0001009	Syae.g_01744	Prap.g_00928
OG0001010	Syae.g_01745	Prap.g_00927
OG0001011	Syae.g_01747	Prap.g_00925
OG0001012	Syae.g_01564	Prap.g_00911
OG0001013	Syae.g_01552	Prap.g_00904
OG0001014	Syae.g_01548	Prap.g_00901
OG0001015	Syae.g_01547	Prap.g_00899
OG0001016	Syae.g_01290	Prap.g_00877
OG0001017	Syae.g_01296	Prap.g_01100
OG0001018	Syae.g_01298	Prap.g_01098
OG0001019	Syae.g_01334	Prap.g_01089
OG0001020	Syae.g_01340	Prap.g_01088
OG0001021	Syae.g_01344	Prap.g_01087
OG0001022	Syae.g_01348	Prap.g_01084
OG0001023	Syae.g_01349	Prap.g_01083
OG0001024	Syae.g_01353	Prap.g_01079
OG0001025	Syae.g_01360	Prap.g_01072
OG0001026	Syae.g_01373	Prap.g_01063
OG0001027	Syae.g_01377	Prap.g_01062
OG0001028	Syae.g_01379	Prap.g_01060
OG0001029	Syae.g_01381	Prap.g_01059
OG0001030	Syae.g_01403	Prap.g_01043
OG0001031	Syae.g_01475	Prap.g_00983
OG0001032	Syae.g_01479	Prap.g_00982
OG0001033	Syae.g_01505	Prap.g_00961
OG0001034	Syae.g_02238	Prap.g_01476
OG0001035	Syae.g_02006	Prap.g_01456
OG0001036	Syae.g_02001	Prap.g_01452
OG0001037	Syae.g_01999	Prap.g_01451
OG0001038	Syae.g_01971	Prap.g_01432
OG0001039	Syae.g_01968	Prap.g_01429
OG0001040	Syae.g_01965	Prap.g_01427
OG0001041	Syae.g_01960	Prap.g_01422
OG0001042	Syae.g_01935	Prap.g_01405
OG0001043	Syae.g_01931	Prap.g_01404
OG0001044	Syae.g_02191	Prap.g_01373
OG0001045	Syae.g_02204	Prap.g_01364
OG0001046	Syae.g_00385	Prap.g_01827
OG0001047	Syae.g_00991	Prap.g_01327
OG0001048	Syae.g_00990	Prap.g_01326
OG0001049	Syae.g_00987	Prap.g_01324
OG0001050	Syae.g_00986	Prap.g_01323
OG0001051	Syae.g_00985	Prap.g_01322
OG0001052	Syae.g_02526	Prap.g_01296
OG0001053	Syae.g_02312	Prap.g_01284
OG0001054	Syae.g_02329	Prap.g_01269
OG0001055	Syae.g_02350	Prap.g_01250
OG0001056	Syae.g_02379	Prap.g_01233
OG0001057	Syae.g_02388	Prap.g_01228
OG0001058	Syae.g_02402	Prap.g_01220
OG0001059	Syae.g_02406	Prap.g_01216
OG0001060	Syae.g_02412	Prap.g_01210
OG0001061	Syae.g_02434	Prap.g_01195
OG0001062	Syae.g_02436	Prap.g_01193
OG0001063	Syae.g_02440	Prap.g_01191
OG0001064	Syae.g_02441	Prap.g_01190
OG0001065	Syae.g_02442	Prap.g_01189
OG0001066	Syae.g_02443	Prap.g_01188
OG0001067	Syae.g_02444	Prap.g_01187
OG0001068	Syae.g_02445	Prap.g_01186
OG0001069	Syae.g_02446	Prap.g_01185
OG0001070	Syae.g_02449	Prap.g_01181
OG0001071	Syae.g_02450	Prap.g_01180
OG0001072	Syae.g_02454	Prap.g_01178
OG0001073	Syae.g_02468	Prap.g_01164
OG0001074	Syae.g_00027	Prap.g_01152
OG0001075	Syae.g_00029	Prap.g_01151
OG0001076	Syae.g_00050	Prap.g_01144
OG0001077	Syae.g_00061	Prap.g_01138
OG0001078	Syae.g_00075	Prap.g_00391
OG0001079	Syae.g_00088	Prap.g_00379
OG0001080	Syae.g_00267	Prap.g_00373
OG0001081	Syae.g_00615	Prap.g_00371
OG0001082	Syae.g_00614	Prap.g_00370
OG0001083	Syae.g_00605	Prap.g_00365
OG0001084	Syae.g_00604	Prap.g_00364
OG0001085	Syae.g_00594	Prap.g_00831
OG0001086	Syae.g_00592	Prap.g_00830
OG0001087	Syae.g_00751	Prap.g_00812
OG0001088	Syae.g_00755	Prap.g_00811
OG0001089	Syae.g_00781	Prap.g_00800
OG0001090	Syae.g_00471	Prap.g_00790
OG0001091	Syae.g_00469	Prap.g_00344
OG0001092	Syae.g_00466	Prap.g_00343
OG0001093	Syae.g_00460	Prap.g_00338
OG0001094	Syae.g_00527	Prap.g_00345
OG0001095	Syae.g_00506	Prap.g_00770
OG0001096	Syae.g_00490	Prap.g_00756
OG0001097	Syae.g_00845	Prap.g_00736
OG0001098	Syae.g_00269	Prap.g_00717
OG0001099	Syae.g_01380	Prap.g_00655
OG0001100	Syae.g_00583	Prap.g_00867
OG0001101	Syae.g_00581	Prap.g_00864
OG0001102	Syae.g_00578	Prap.g_00861
OG0001103	Syae.g_00576	Prap.g_00859
OG0001104	Syae.g_00544	Prap.g_00836
OG0001105	Syae.g_00540	Prap.g_00832
OG0001106	Syae.g_00346	Prap.g_00248
OG0001107	Syae.g_00358	Prap.g_00255
OG0001108	Syae.g_00366	Prap.g_00259
OG0001109	Syae.g_00368	Prap.g_00260
OG0001110	Syae.g_00370	Prap.g_00262
OG0001111	Syae.g_00372	Prap.g_00263
OG0001112	Syae.g_00374	Prap.g_00264
OG0001113	Syae.g_00375	Prap.g_00265
OG0001114	Syae.g_00376	Prap.g_00266
OG0001115	Syae.g_00380	Prap.g_00268
OG0001116	Syae.g_00382	Prap.g_00269
OG0001117	Syae.g_00383	Prap.g_00270
OG0001118	Syae.g_00384	Prap.g_00271
OG0001119	Syae.g_00386	Prap.g_00272
OG0001120	Syae.g_00390	Prap.g_00274
OG0001122	Syae.g_00417	Prap.g_00294
OG0001123	Syae.g_00424	Prap.g_00300
OG0001124	Syae.g_00426	Prap.g_00302
OG0001125	Syae.g_00428	Prap.g_00304
OG0001126	Syae.g_00807	Prap.g_00697
OG0001127	Syae.g_00806	Prap.g_00698
OG0001128	Syae.g_00803	Prap.g_00700
OG0001129	Syae.g_00801	Prap.g_00701
OG0001130	Syae.g_00800	Prap.g_00702
OG0001131	Syae.g_00562	Prap.g_01345
OG0001132	Syae.g_00242	Prap.g_00020
OG0001133	Syae.g_00053	Prap.g_00058
OG0001134	Syae.g_00638	Prap.g_01883
OG0001135	Syae.g_00636	Prap.g_01880
OG0001136	Syae.g_00923	Prap.g_00459
OG0001137	Syae.g_00903	Prap.g_00447
OG0001138	Syae.g_00654	Prap.g_00426
OG0001139	Syae.g_00656	Prap.g_00424
OG0001140	Syae.g_00657	Prap.g_00423
OG0001141	Syae.g_00658	Prap.g_00422
OG0001142	Syae.g_00660	Prap.g_00421
OG0001143	Syae.g_00673	Prap.g_00414
OG0001144	Syae.g_00684	Prap.g_00409
OG0001145	Syae.g_00948	Prap.g_00553
OG0001146	Syae.g_00968	Prap.g_00565
OG0001147	Syae.g_02536	Prap.g_00585
OG0001148	Syae.g_02297	Prap.g_00061
OG0001149	Syae.g_02296	Prap.g_00062
OG0001150	Syae.g_02295	Prap.g_00063
OG0001151	Syae.g_02282	Prap.g_00074
OG0001152	Syae.g_02281	Prap.g_00075
OG0001153	Syae.g_02613	Prap.g_00153
OG0001155	Syae.g_01083	Prap.g_00171
OG0001156	Syae.g_01093	Prap.g_00174
OG0001157	Syae.g_01094	Prap.g_00175
OG0001158	Syae.g_01100	Prap.g_00176
OG0001159	Syae.g_01103	Prap.g_00177
OG0001160	Syae.g_01142	Prap.g_00203
OG0001161	Syae.g_01597	Prap.g_01836
OG0001162	Syae.g_00487	Prap.g_01907
OG0001163	Syae.g_01150	Prap.g_01788
OG0001164	Syae.g_01156	Prap.g_01784
OG0001165	Syae.g_01161	Prap.g_01781
OG0001166	Syae.g_01186	Prap.g_01760
OG0001167	Syae.g_01031	Prap.g_01742
OG0001168	Syae.g_01033	Prap.g_01740
