Orthogroup	Syae	Prah
OG0000586	Syae.g_00023	Prah.g_01387
OG0000587	Syae.g_00025	Prah.g_01385
OG0000588	Syae.g_00043	Prah.g_00529
OG0000589	Syae.g_00047	Prah.g_00526
OG0000590	Syae.g_00048	Prah.g_00525
OG0000591	Syae.g_00056	Prah.g_00518
OG0000592	Syae.g_00057	Prah.g_00517
OG0000593	Syae.g_00070	Prah.g_00505
OG0000594	Syae.g_00071	Prah.g_00504
OG0000595	Syae.g_00072	Prah.g_00503
OG0000596	Syae.g_00077	Prah.g_00498
OG0000597	Syae.g_00080	Prah.g_00495
OG0000598	Syae.g_00081	Prah.g_00494
OG0000599	Syae.g_00084	Prah.g_00485
OG0000600	Syae.g_00085	Prah.g_00484
OG0000601	Syae.g_00086	Prah.g_00483
OG0000602	Syae.g_00091	Prah.g_00478
OG0000603	Syae.g_00092	Prah.g_00477
OG0000604	Syae.g_00095	Prah.g_00476
OG0000605	Syae.g_00260	Prah.g_00474
OG0000606	Syae.g_00616	Prah.g_00466
OG0000607	Syae.g_00613	Prah.g_00463
OG0000608	Syae.g_00612	Prah.g_00462
OG0000609	Syae.g_00610	Prah.g_00460
OG0000610	Syae.g_00601	Prah.g_00452
OG0000611	Syae.g_00598	Prah.g_00449
OG0000612	Syae.g_00597	Prah.g_00448
OG0000613	Syae.g_01910	Prah.g_02193
OG0000614	Syae.g_00765	Prah.g_00985
OG0000615	Syae.g_00557	Prah.g_00706
OG0000616	Syae.g_01696	Prah.g_02588
OG0000617	Syae.g_00464	Prah.g_00881
OG0000618	Syae.g_00463	Prah.g_00880
OG0000619	Syae.g_00462	Prah.g_00879
OG0000620	Syae.g_00456	Prah.g_00875
OG0000621	Syae.g_00455	Prah.g_00874
OG0000622	Syae.g_00454	Prah.g_00873
OG0000623	Syae.g_00453	Prah.g_00872
OG0000624	Syae.g_00451	Prah.g_00871
OG0000625	Syae.g_00450	Prah.g_00870
OG0000626	Syae.g_00449	Prah.g_00869
OG0000627	Syae.g_00299	Prah.g_00746
OG0000628	Syae.g_00300	Prah.g_00747
OG0000629	Syae.g_00303	Prah.g_00750
OG0000630	Syae.g_00310	Prah.g_00754
OG0000631	Syae.g_00317	Prah.g_00758
OG0000632	Syae.g_00318	Prah.g_00759
OG0000633	Syae.g_00320	Prah.g_00760
OG0000634	Syae.g_00525	Prah.g_00671
OG0000635	Syae.g_00524	Prah.g_00670
OG0000636	Syae.g_00522	Prah.g_00668
OG0000637	Syae.g_00520	Prah.g_00666
OG0000638	Syae.g_00519	Prah.g_00665
OG0000639	Syae.g_00518	Prah.g_00664
OG0000640	Syae.g_00517	Prah.g_00663
OG0000641	Syae.g_00513	Prah.g_00659
OG0000642	Syae.g_00512	Prah.g_00658
OG0000643	Syae.g_00510	Prah.g_00657
OG0000644	Syae.g_00509	Prah.g_00656
OG0000645	Syae.g_00507	Prah.g_00655
OG0000646	Syae.g_00504	Prah.g_00652
OG0000647	Syae.g_00502	Prah.g_00650
OG0000648	Syae.g_00499	Prah.g_00648
OG0000649	Syae.g_00498	Prah.g_00647
OG0000650	Syae.g_00497	Prah.g_00646
OG0000651	Syae.g_00496	Prah.g_00645
OG0000652	Syae.g_00495	Prah.g_00644
OG0000653	Syae.g_00493	Prah.g_00640
OG0000654	Syae.g_00492	Prah.g_00639
OG0000655	Syae.g_00491	Prah.g_00638
OG0000656	Syae.g_00488	Prah.g_00635
OG0000657	Syae.g_00834	Prah.g_00603
OG0000658	Syae.g_00837	Prah.g_00601
OG0000659	Syae.g_00838	Prah.g_00600
OG0000660	Syae.g_00842	Prah.g_00596
OG0000661	Syae.g_00844	Prah.g_00594
OG0000662	Syae.g_00846	Prah.g_00592
OG0000663	Syae.g_00849	Prah.g_00589
OG0000664	Syae.g_00850	Prah.g_00588
OG0000665	Syae.g_00121	Prah.g_00574
OG0000666	Syae.g_00258	Prah.g_00572
OG0000667	Syae.g_02056	Prah.g_00564
OG0000668	Syae.g_00418	Prah.g_00850
OG0000669	Syae.g_00585	Prah.g_00558
OG0000670	Syae.g_00582	Prah.g_01212
OG0000671	Syae.g_00580	Prah.g_00738
OG0000672	Syae.g_00577	Prah.g_00735
OG0000673	Syae.g_00574	Prah.g_00732
OG0000674	Syae.g_00572	Prah.g_00730
OG0000675	Syae.g_00571	Prah.g_00729
OG0000676	Syae.g_00569	Prah.g_00726
OG0000677	Syae.g_00568	Prah.g_00724
OG0000678	Syae.g_00564	Prah.g_00721
OG0000679	Syae.g_00555	Prah.g_00702
OG0000680	Syae.g_00554	Prah.g_00701
OG0000681	Syae.g_00551	Prah.g_00699
OG0000682	Syae.g_00550	Prah.g_00698
OG0000683	Syae.g_00549	Prah.g_00697
OG0000684	Syae.g_00545	Prah.g_00683
OG0000685	Syae.g_00543	Prah.g_00685
OG0000686	Syae.g_00542	Prah.g_00686
OG0000687	Syae.g_00541	Prah.g_00687
OG0000688	Syae.g_00536	Prah.g_00681
OG0000689	Syae.g_00534	Prah.g_00680
OG0000690	Syae.g_00533	Prah.g_00679
OG0000691	Syae.g_00532	Prah.g_00678
OG0000692	Syae.g_00531	Prah.g_00677
OG0000693	Syae.g_00529	Prah.g_00675
OG0000694	Syae.g_00528	Prah.g_00674
OG0000695	Syae.g_00322	Prah.g_00762
OG0000696	Syae.g_00323	Prah.g_00763
OG0000697	Syae.g_00325	Prah.g_00765
OG0000698	Syae.g_00328	Prah.g_00768
OG0000699	Syae.g_00330	Prah.g_00770
OG0000700	Syae.g_00331	Prah.g_00771
OG0000701	Syae.g_00332	Prah.g_00772
OG0000702	Syae.g_00341	Prah.g_00780
OG0000703	Syae.g_00342	Prah.g_00781
OG0000704	Syae.g_00345	Prah.g_00783
OG0000705	Syae.g_00352	Prah.g_00789
OG0000706	Syae.g_00353	Prah.g_00790
OG0000707	Syae.g_00354	Prah.g_00791
OG0000708	Syae.g_00357	Prah.g_00793
OG0000709	Syae.g_00365	Prah.g_00800
OG0000710	Syae.g_00369	Prah.g_00805
OG0000711	Syae.g_00398	Prah.g_00828
OG0000712	Syae.g_00400	Prah.g_00829
OG0000713	Syae.g_00401	Prah.g_00830
OG0000714	Syae.g_00403	Prah.g_00833
OG0000715	Syae.g_00405	Prah.g_00835
OG0000716	Syae.g_00409	Prah.g_00839
OG0000717	Syae.g_00410	Prah.g_00840
OG0000718	Syae.g_00414	Prah.g_00846
OG0000719	Syae.g_00416	Prah.g_00848
OG0000720	Syae.g_00429	Prah.g_00861
OG0000721	Syae.g_00431	Prah.g_00862
OG0000722	Syae.g_00432	Prah.g_00863
OG0000723	Syae.g_00445	Prah.g_00867
OG0000724	Syae.g_00799	Prah.g_00910
OG0000725	Syae.g_00789	Prah.g_00919
OG0000726	Syae.g_00788	Prah.g_00920
OG0000727	Syae.g_00787	Prah.g_00921
OG0000728	Syae.g_00785	Prah.g_00922
OG0000729	Syae.g_01819	Prah.g_00133
OG0000730	Syae.g_02189	Prah.g_01942
OG0000731	Syae.g_02201	Prah.g_01932
OG0000732	Syae.g_01764	Prah.g_00054
OG0000733	Syae.g_01599	Prah.g_02532
OG0000734	Syae.g_01371	Prah.g_01905
OG0000735	Syae.g_00942	Prah.g_01340
OG0000736	Syae.g_00941	Prah.g_01339
OG0000737	Syae.g_00940	Prah.g_01338
OG0000738	Syae.g_00935	Prah.g_01331
OG0000739	Syae.g_00928	Prah.g_01329
OG0000740	Syae.g_00927	Prah.g_01328
OG0000741	Syae.g_00924	Prah.g_01325
OG0000742	Syae.g_00922	Prah.g_01323
OG0000743	Syae.g_00920	Prah.g_01321
OG0000744	Syae.g_00919	Prah.g_01320
OG0000745	Syae.g_00917	Prah.g_01318
OG0000746	Syae.g_00915	Prah.g_01316
OG0000747	Syae.g_00914	Prah.g_01315
OG0000748	Syae.g_00902	Prah.g_01304
OG0000749	Syae.g_00900	Prah.g_01303
OG0000750	Syae.g_00899	Prah.g_01302
OG0000751	Syae.g_00892	Prah.g_01297
OG0000752	Syae.g_00890	Prah.g_01295
OG0000753	Syae.g_00887	Prah.g_01292
OG0000754	Syae.g_00641	Prah.g_01262
OG0000755	Syae.g_00651	Prah.g_01255
OG0000756	Syae.g_00652	Prah.g_01254
OG0000757	Syae.g_00661	Prah.g_01247
OG0000758	Syae.g_00662	Prah.g_01246
OG0000759	Syae.g_00663	Prah.g_01245
OG0000760	Syae.g_00664	Prah.g_01244
OG0000761	Syae.g_00668	Prah.g_01243
OG0000762	Syae.g_00672	Prah.g_01263
OG0000763	Syae.g_00676	Prah.g_01265
OG0000764	Syae.g_00677	Prah.g_01266
OG0000765	Syae.g_00695	Prah.g_01282
OG0000766	Syae.g_00696	Prah.g_01283
OG0000767	Syae.g_00698	Prah.g_01285
OG0000768	Syae.g_00699	Prah.g_01286
OG0000769	Syae.g_00701	Prah.g_01290
OG0000770	Syae.g_00704	Prah.g_01239
OG0000771	Syae.g_00805	Prah.g_00905
OG0000772	Syae.g_00168	Prah.g_01610
OG0000773	Syae.g_00947	Prah.g_01351
OG0000774	Syae.g_00951	Prah.g_01355
OG0000775	Syae.g_00954	Prah.g_01357
OG0000776	Syae.g_00955	Prah.g_01358
OG0000777	Syae.g_00956	Prah.g_01359
OG0000778	Syae.g_00957	Prah.g_01360
OG0000779	Syae.g_00963	Prah.g_01365
OG0000780	Syae.g_00967	Prah.g_01368
OG0000781	Syae.g_00971	Prah.g_01372
OG0000782	Syae.g_00972	Prah.g_01373
OG0000783	Syae.g_00973	Prah.g_01374
OG0000784	Syae.g_00974	Prah.g_01375
OG0000785	Syae.g_00976	Prah.g_01377
OG0000786	Syae.g_02477	Prah.g_01380
OG0000787	Syae.g_02476	Prah.g_01381
OG0000788	Syae.g_00087	Prah.g_00224
OG0000789	Syae.g_00281	Prah.g_01183
OG0000790	Syae.g_02294	Prah.g_01580
OG0000791	Syae.g_02292	Prah.g_01582
OG0000792	Syae.g_02291	Prah.g_01583
OG0000793	Syae.g_02286	Prah.g_01587
OG0000794	Syae.g_02285	Prah.g_01588
OG0000795	Syae.g_02284	Prah.g_01589
OG0000796	Syae.g_02280	Prah.g_01593
OG0000797	Syae.g_02279	Prah.g_01594
OG0000798	Syae.g_01972	Prah.g_02131
OG0000799	Syae.g_00010	Prah.g_00435
OG0000800	Syae.g_00009	Prah.g_00434
OG0000801	Syae.g_00008	Prah.g_00433
OG0000802	Syae.g_02686	Prah.g_00427
OG0000803	Syae.g_02680	Prah.g_00423
OG0000804	Syae.g_02677	Prah.g_00421
OG0000805	Syae.g_02663	Prah.g_00419
OG0000806	Syae.g_02661	Prah.g_00417
OG0000807	Syae.g_02659	Prah.g_00415
OG0000808	Syae.g_02658	Prah.g_00414
OG0000809	Syae.g_02655	Prah.g_00410
OG0000810	Syae.g_02654	Prah.g_00409
OG0000811	Syae.g_02648	Prah.g_00403
OG0000812	Syae.g_02646	Prah.g_00401
OG0000813	Syae.g_02645	Prah.g_00400
OG0000814	Syae.g_02643	Prah.g_00398
OG0000815	Syae.g_02642	Prah.g_00397
OG0000816	Syae.g_02641	Prah.g_00395
OG0000817	Syae.g_02640	Prah.g_00394
OG0000818	Syae.g_02634	Prah.g_00386
OG0000819	Syae.g_02633	Prah.g_00385
OG0000820	Syae.g_02632	Prah.g_00384
OG0000821	Syae.g_02626	Prah.g_00379
OG0000822	Syae.g_02624	Prah.g_00376
OG0000823	Syae.g_02623	Prah.g_00374
OG0000824	Syae.g_02617	Prah.g_00370
OG0000825	Syae.g_02616	Prah.g_00369
OG0000826	Syae.g_02615	Prah.g_00368
OG0000827	Syae.g_02614	Prah.g_00367
OG0000828	Syae.g_02612	Prah.g_00364
OG0000829	Syae.g_02611	Prah.g_00363
OG0000830	Syae.g_02610	Prah.g_00362
OG0000831	Syae.g_02608	Prah.g_00360
OG0000832	Syae.g_01081	Prah.g_01615
OG0000833	Syae.g_01106	Prah.g_01623
OG0000834	Syae.g_01108	Prah.g_01624
OG0000835	Syae.g_01109	Prah.g_01625
OG0000836	Syae.g_01113	Prah.g_01627
OG0000837	Syae.g_01115	Prah.g_01628
OG0000838	Syae.g_01119	Prah.g_01632
OG0000839	Syae.g_01120	Prah.g_01633
OG0000840	Syae.g_01121	Prah.g_01634
OG0000841	Syae.g_01122	Prah.g_01635
OG0000842	Syae.g_01123	Prah.g_01636
OG0000843	Syae.g_01124	Prah.g_01637
OG0000844	Syae.g_01125	Prah.g_01639
OG0000845	Syae.g_01126	Prah.g_01640
OG0000846	Syae.g_01127	Prah.g_01641
OG0000847	Syae.g_01128	Prah.g_01642
OG0000848	Syae.g_01130	Prah.g_01643
OG0000849	Syae.g_01131	Prah.g_01644
OG0000850	Syae.g_01133	Prah.g_01645
OG0000851	Syae.g_01139	Prah.g_01648
OG0000852	Syae.g_01140	Prah.g_01649
OG0000853	Syae.g_01144	Prah.g_01653
OG0000854	Syae.g_01146	Prah.g_01655
OG0000855	Syae.g_01147	Prah.g_01656
OG0000856	Syae.g_00059	Prah.g_00515
OG0000857	Syae.g_00503	Prah.g_00651
OG0000858	Syae.g_01153	Prah.g_01667
OG0000859	Syae.g_01154	Prah.g_01668
OG0000860	Syae.g_01165	Prah.g_01678
OG0000861	Syae.g_01166	Prah.g_01679
OG0000862	Syae.g_01167	Prah.g_01681
OG0000863	Syae.g_01170	Prah.g_01685
OG0000864	Syae.g_01171	Prah.g_01687
OG0000865	Syae.g_01172	Prah.g_01688
OG0000866	Syae.g_01173	Prah.g_01689
OG0000867	Syae.g_01174	Prah.g_01690
OG0000868	Syae.g_01177	Prah.g_01692
OG0000869	Syae.g_01182	Prah.g_01695
OG0000870	Syae.g_01187	Prah.g_01700
OG0000871	Syae.g_01188	Prah.g_01701
OG0000872	Syae.g_01196	Prah.g_01703
OG0000873	Syae.g_01199	Prah.g_01707
OG0000874	Syae.g_01194	Prah.g_01711
OG0000875	Syae.g_01244	Prah.g_01713
OG0000876	Syae.g_01020	Prah.g_01714
OG0000877	Syae.g_01025	Prah.g_01717
OG0000878	Syae.g_01026	Prah.g_01718
OG0000879	Syae.g_01027	Prah.g_01719
OG0000880	Syae.g_01028	Prah.g_01720
OG0000881	Syae.g_01034	Prah.g_01728
OG0000882	Syae.g_01039	Prah.g_01733
OG0000883	Syae.g_01041	Prah.g_01736
OG0000884	Syae.g_01043	Prah.g_01738
OG0000885	Syae.g_01044	Prah.g_01739
OG0000886	Syae.g_01045	Prah.g_01740
OG0000887	Syae.g_01046	Prah.g_01741
OG0000888	Syae.g_01048	Prah.g_01743
OG0000889	Syae.g_01050	Prah.g_01745
OG0000890	Syae.g_01056	Prah.g_01759
OG0000891	Syae.g_01057	Prah.g_01760
OG0000892	Syae.g_01059	Prah.g_01762
OG0000893	Syae.g_02031	Prah.g_02073
OG0000894	Syae.g_02034	Prah.g_02070
OG0000895	Syae.g_02038	Prah.g_02066
OG0000896	Syae.g_02039	Prah.g_02065
OG0000897	Syae.g_02041	Prah.g_02063
OG0000898	Syae.g_02042	Prah.g_02062
OG0000899	Syae.g_02043	Prah.g_02061
OG0000900	Syae.g_02044	Prah.g_02060
OG0000901	Syae.g_02049	Prah.g_02056
OG0000902	Syae.g_02051	Prah.g_02054
OG0000903	Syae.g_02077	Prah.g_02041
OG0000904	Syae.g_02071	Prah.g_02046
OG0000905	Syae.g_02065	Prah.g_02048
OG0000906	Syae.g_02063	Prah.g_02050
OG0000907	Syae.g_02079	Prah.g_02039
OG0000908	Syae.g_02082	Prah.g_02036
OG0000909	Syae.g_02083	Prah.g_02035
OG0000910	Syae.g_02084	Prah.g_02034
OG0000911	Syae.g_02086	Prah.g_02032
OG0000912	Syae.g_02087	Prah.g_02031
OG0000913	Syae.g_02088	Prah.g_02030
OG0000914	Syae.g_02089	Prah.g_02029
OG0000915	Syae.g_02091	Prah.g_02028
OG0000916	Syae.g_02092	Prah.g_02027
OG0000917	Syae.g_02093	Prah.g_02026
OG0000918	Syae.g_02094	Prah.g_02025
OG0000919	Syae.g_02095	Prah.g_02024
OG0000920	Syae.g_02096	Prah.g_02023
OG0000921	Syae.g_02097	Prah.g_02022
OG0000922	Syae.g_02098	Prah.g_02021
OG0000923	Syae.g_02102	Prah.g_02017
OG0000924	Syae.g_02103	Prah.g_02016
OG0000925	Syae.g_02104	Prah.g_02015
OG0000926	Syae.g_02105	Prah.g_02014
OG0000927	Syae.g_02107	Prah.g_02012
OG0000928	Syae.g_02108	Prah.g_02011
OG0000929	Syae.g_02109	Prah.g_02010
OG0000930	Syae.g_02110	Prah.g_02009
OG0000931	Syae.g_02111	Prah.g_02008
OG0000932	Syae.g_02112	Prah.g_02007
OG0000933	Syae.g_02118	Prah.g_02002
OG0000934	Syae.g_02120	Prah.g_02000
OG0000935	Syae.g_02121	Prah.g_01999
OG0000936	Syae.g_02122	Prah.g_01998
OG0000937	Syae.g_02123	Prah.g_01997
OG0000938	Syae.g_02126	Prah.g_01994
OG0000939	Syae.g_02127	Prah.g_01993
OG0000940	Syae.g_02133	Prah.g_01985
OG0000941	Syae.g_02135	Prah.g_01983
OG0000942	Syae.g_02137	Prah.g_01981
OG0000943	Syae.g_02138	Prah.g_01980
OG0000944	Syae.g_02140	Prah.g_01978
OG0000945	Syae.g_02142	Prah.g_01977
OG0000946	Syae.g_02146	Prah.g_01966
OG0000947	Syae.g_02149	Prah.g_01963
OG0000948	Syae.g_02150	Prah.g_01962
OG0000949	Syae.g_01884	Prah.g_01958
OG0000950	Syae.g_01873	Prah.g_02231
OG0000951	Syae.g_01866	Prah.g_02236
OG0000952	Syae.g_01859	Prah.g_02241
OG0000953	Syae.g_01854	Prah.g_02245
OG0000954	Syae.g_01845	Prah.g_00167
OG0000955	Syae.g_01844	Prah.g_00166
OG0000956	Syae.g_01842	Prah.g_00164
OG0000957	Syae.g_01831	Prah.g_00152
OG0000958	Syae.g_01830	Prah.g_00151
OG0000959	Syae.g_01826	Prah.g_00146
OG0000960	Syae.g_01825	Prah.g_00145
OG0000961	Syae.g_01822	Prah.g_00136
OG0000962	Syae.g_01820	Prah.g_00134
OG0000963	Syae.g_01814	Prah.g_00129
OG0000964	Syae.g_01813	Prah.g_00128
OG0000965	Syae.g_01812	Prah.g_00127
OG0000966	Syae.g_01789	Prah.g_00086
OG0000967	Syae.g_01782	Prah.g_00079
OG0000968	Syae.g_01787	Prah.g_00076
OG0000969	Syae.g_01785	Prah.g_00074
OG0000970	Syae.g_01784	Prah.g_00073
OG0000971	Syae.g_01779	Prah.g_00071
OG0000972	Syae.g_01778	Prah.g_00070
OG0000973	Syae.g_01777	Prah.g_00068
OG0000974	Syae.g_01776	Prah.g_00067
OG0000975	Syae.g_01775	Prah.g_00066
OG0000976	Syae.g_01774	Prah.g_00065
OG0000977	Syae.g_01772	Prah.g_00063
OG0000978	Syae.g_01771	Prah.g_00062
OG0000979	Syae.g_01768	Prah.g_00059
OG0000980	Syae.g_01765	Prah.g_00055
OG0000981	Syae.g_01762	Prah.g_00052
OG0000982	Syae.g_01568	Prah.g_02491
OG0000983	Syae.g_01569	Prah.g_02492
OG0000984	Syae.g_01570	Prah.g_02493
OG0000985	Syae.g_01572	Prah.g_02497
OG0000986	Syae.g_01575	Prah.g_02499
OG0000987	Syae.g_01577	Prah.g_02501
OG0000988	Syae.g_01583	Prah.g_02505
OG0000989	Syae.g_01591	Prah.g_02513
OG0000990	Syae.g_01606	Prah.g_02536
OG0000991	Syae.g_01609	Prah.g_02540
OG0000992	Syae.g_01612	Prah.g_02543
OG0000993	Syae.g_01613	Prah.g_02544
OG0000994	Syae.g_01616	Prah.g_02547
OG0000995	Syae.g_01627	Prah.g_02552
OG0000996	Syae.g_01667	Prah.g_02565
OG0000997	Syae.g_01678	Prah.g_02574
OG0000998	Syae.g_01680	Prah.g_02576
OG0000999	Syae.g_01683	Prah.g_02577
OG0001000	Syae.g_01686	Prah.g_02580
OG0001001	Syae.g_01692	Prah.g_02584
OG0001002	Syae.g_01699	Prah.g_02591
OG0001003	Syae.g_01701	Prah.g_02593
OG0001004	Syae.g_01702	Prah.g_02594
OG0001005	Syae.g_01703	Prah.g_02596
OG0001006	Syae.g_01710	Prah.g_02602
OG0001007	Syae.g_01712	Prah.g_02604
OG0001008	Syae.g_00993	Prah.g_00231
OG0001009	Syae.g_01744	Prah.g_00033
OG0001010	Syae.g_01745	Prah.g_00034
OG0001011	Syae.g_01747	Prah.g_00036
OG0001012	Syae.g_01564	Prah.g_02488
OG0001013	Syae.g_01552	Prah.g_02466
OG0001014	Syae.g_01548	Prah.g_02454
OG0001015	Syae.g_01547	Prah.g_02453
OG0001016	Syae.g_01290	Prah.g_01843
OG0001017	Syae.g_01296	Prah.g_01849
OG0001018	Syae.g_01298	Prah.g_01851
OG0001019	Syae.g_01334	Prah.g_01867
OG0001020	Syae.g_01340	Prah.g_01873
OG0001021	Syae.g_01344	Prah.g_01877
OG0001022	Syae.g_01348	Prah.g_01882
OG0001023	Syae.g_01349	Prah.g_01883
OG0001024	Syae.g_01353	Prah.g_01887
OG0001025	Syae.g_01360	Prah.g_01894
OG0001026	Syae.g_01373	Prah.g_01908
OG0001027	Syae.g_01377	Prah.g_00195
OG0001028	Syae.g_01379	Prah.g_00193
OG0001029	Syae.g_01381	Prah.g_00191
OG0001030	Syae.g_01403	Prah.g_02257
OG0001031	Syae.g_01475	Prah.g_02336
OG0001032	Syae.g_01479	Prah.g_02339
OG0001033	Syae.g_01505	Prah.g_02372
OG0001034	Syae.g_02238	Prah.g_01779
OG0001035	Syae.g_02006	Prah.g_02099
OG0001036	Syae.g_02001	Prah.g_02103
OG0001037	Syae.g_01999	Prah.g_02105
OG0001038	Syae.g_01971	Prah.g_02132
OG0001039	Syae.g_01968	Prah.g_02135
OG0001040	Syae.g_01965	Prah.g_02138
OG0001041	Syae.g_01960	Prah.g_02143
OG0001042	Syae.g_01935	Prah.g_02168
OG0001043	Syae.g_01931	Prah.g_02170
OG0001044	Syae.g_02191	Prah.g_01941
OG0001045	Syae.g_02204	Prah.g_01929
OG0001046	Syae.g_00385	Prah.g_01661
OG0001047	Syae.g_00991	Prah.g_00233
OG0001048	Syae.g_00990	Prah.g_00234
OG0001049	Syae.g_00987	Prah.g_00237
OG0001050	Syae.g_00986	Prah.g_00238
OG0001051	Syae.g_00985	Prah.g_00239
OG0001052	Syae.g_02526	Prah.g_00308
OG0001053	Syae.g_02312	Prah.g_01563
OG0001054	Syae.g_02329	Prah.g_01545
OG0001055	Syae.g_02350	Prah.g_01524
OG0001056	Syae.g_02379	Prah.g_01496
OG0001057	Syae.g_02388	Prah.g_01482
OG0001058	Syae.g_02402	Prah.g_01468
OG0001059	Syae.g_02406	Prah.g_01464
OG0001060	Syae.g_02412	Prah.g_01458
OG0001061	Syae.g_02434	Prah.g_01440
OG0001062	Syae.g_02436	Prah.g_01438
OG0001063	Syae.g_02440	Prah.g_01434
OG0001064	Syae.g_02441	Prah.g_01433
OG0001065	Syae.g_02442	Prah.g_01432
OG0001066	Syae.g_02443	Prah.g_01431
OG0001067	Syae.g_02444	Prah.g_01430
OG0001068	Syae.g_02445	Prah.g_01429
OG0001069	Syae.g_02446	Prah.g_01428
OG0001070	Syae.g_02449	Prah.g_01424
OG0001071	Syae.g_02450	Prah.g_01423
OG0001072	Syae.g_02454	Prah.g_01418
OG0001073	Syae.g_02468	Prah.g_01399
OG0001074	Syae.g_00027	Prah.g_00532
OG0001075	Syae.g_00029	Prah.g_00531
OG0001076	Syae.g_00050	Prah.g_00523
OG0001077	Syae.g_00061	Prah.g_00513
OG0001078	Syae.g_00075	Prah.g_00500
OG0001079	Syae.g_00088	Prah.g_00482
OG0001080	Syae.g_00267	Prah.g_00472
OG0001081	Syae.g_00615	Prah.g_00465
OG0001082	Syae.g_00614	Prah.g_00464
OG0001083	Syae.g_00605	Prah.g_00456
OG0001084	Syae.g_00604	Prah.g_00455
OG0001085	Syae.g_00594	Prah.g_00444
OG0001086	Syae.g_00592	Prah.g_00442
OG0001087	Syae.g_00751	Prah.g_00968
OG0001088	Syae.g_00755	Prah.g_00972
OG0001089	Syae.g_00781	Prah.g_01025
OG0001090	Syae.g_00471	Prah.g_00886
OG0001091	Syae.g_00469	Prah.g_00884
OG0001092	Syae.g_00466	Prah.g_00882
OG0001093	Syae.g_00460	Prah.g_00878
OG0001094	Syae.g_00527	Prah.g_00673
OG0001095	Syae.g_00506	Prah.g_00654
OG0001096	Syae.g_00490	Prah.g_00637
OG0001097	Syae.g_00845	Prah.g_00593
OG0001098	Syae.g_00269	Prah.g_00743
OG0001099	Syae.g_01380	Prah.g_00192
OG0001100	Syae.g_00583	Prah.g_00740
OG0001101	Syae.g_00581	Prah.g_00739
OG0001102	Syae.g_00578	Prah.g_00736
OG0001103	Syae.g_00576	Prah.g_00734
OG0001104	Syae.g_00544	Prah.g_00684
OG0001105	Syae.g_00540	Prah.g_00689
OG0001106	Syae.g_00346	Prah.g_00784
OG0001107	Syae.g_00358	Prah.g_00794
OG0001108	Syae.g_00366	Prah.g_00801
OG0001109	Syae.g_00368	Prah.g_00803
OG0001110	Syae.g_00370	Prah.g_00806
OG0001111	Syae.g_00372	Prah.g_00808
OG0001112	Syae.g_00374	Prah.g_00810
OG0001113	Syae.g_00375	Prah.g_00811
OG0001114	Syae.g_00376	Prah.g_00812
OG0001115	Syae.g_00380	Prah.g_00814
OG0001116	Syae.g_00382	Prah.g_00815
OG0001117	Syae.g_00383	Prah.g_00816
OG0001118	Syae.g_00384	Prah.g_00817
OG0001119	Syae.g_00386	Prah.g_00818
OG0001120	Syae.g_00390	Prah.g_00821
OG0001122	Syae.g_00417	Prah.g_00849
OG0001123	Syae.g_00424	Prah.g_00856
OG0001124	Syae.g_00426	Prah.g_00858
OG0001125	Syae.g_00428	Prah.g_00860
OG0001126	Syae.g_00807	Prah.g_00903
OG0001127	Syae.g_00806	Prah.g_00904
OG0001128	Syae.g_00803	Prah.g_00907
OG0001129	Syae.g_00801	Prah.g_00908
OG0001130	Syae.g_00800	Prah.g_00909
OG0001131	Syae.g_00562	Prah.g_00893
OG0001132	Syae.g_00242	Prah.g_00539
OG0001133	Syae.g_00053	Prah.g_00521
OG0001134	Syae.g_00638	Prah.g_02524
OG0001135	Syae.g_00636	Prah.g_02526
OG0001136	Syae.g_00923	Prah.g_01324
OG0001137	Syae.g_00903	Prah.g_01305
OG0001138	Syae.g_00654	Prah.g_01253
OG0001139	Syae.g_00656	Prah.g_01251
OG0001140	Syae.g_00657	Prah.g_01250
OG0001141	Syae.g_00658	Prah.g_01249
OG0001142	Syae.g_00660	Prah.g_01248
OG0001143	Syae.g_00673	Prah.g_01264
OG0001144	Syae.g_00684	Prah.g_01273
OG0001145	Syae.g_00948	Prah.g_01353
OG0001146	Syae.g_00968	Prah.g_01369
OG0001147	Syae.g_02536	Prah.g_00323
OG0001148	Syae.g_02297	Prah.g_01577
OG0001149	Syae.g_02296	Prah.g_01578
OG0001150	Syae.g_02295	Prah.g_01579
OG0001151	Syae.g_02282	Prah.g_01591
OG0001152	Syae.g_02281	Prah.g_01592
OG0001153	Syae.g_02613	Prah.g_00366
OG0001155	Syae.g_01083	Prah.g_01617
OG0001156	Syae.g_01093	Prah.g_01620
OG0001157	Syae.g_01094	Prah.g_00538
OG0001158	Syae.g_01100	Prah.g_01621
OG0001159	Syae.g_01103	Prah.g_01622
OG0001160	Syae.g_01142	Prah.g_01651
OG0001161	Syae.g_01597	Prah.g_00541
OG0001162	Syae.g_00487	Prah.g_01050
OG0001163	Syae.g_01150	Prah.g_01665
OG0001164	Syae.g_01156	Prah.g_01670
OG0001165	Syae.g_01161	Prah.g_01673
OG0001166	Syae.g_01186	Prah.g_01699
OG0001167	Syae.g_01031	Prah.g_01725
OG0001168	Syae.g_01033	Prah.g_01727
OG0001169	Syae.g_01035	Prah.g_01729
