Orthogroup	Syae	Prbd
OG0000563	Syae.g_02410	Prbd.g_00685
OG0000564	Syae.g_02411	Prbd.g_00684
OG0000565	Syae.g_02414	Prbd.g_00681
OG0000566	Syae.g_02418	Prbd.g_00679
OG0000567	Syae.g_02422	Prbd.g_00675
OG0000568	Syae.g_02427	Prbd.g_00674
OG0000569	Syae.g_02428	Prbd.g_00673
OG0000570	Syae.g_02429	Prbd.g_00672
OG0000571	Syae.g_02433	Prbd.g_00670
OG0000572	Syae.g_02448	Prbd.g_00657
OG0000573	Syae.g_02456	Prbd.g_00652
OG0000574	Syae.g_02457	Prbd.g_00651
OG0000575	Syae.g_02461	Prbd.g_00647
OG0000576	Syae.g_02463	Prbd.g_00645
OG0000577	Syae.g_02464	Prbd.g_00644
OG0000578	Syae.g_02465	Prbd.g_00643
OG0000579	Syae.g_02466	Prbd.g_00642
OG0000580	Syae.g_02467	Prbd.g_00641
OG0000581	Syae.g_02473	Prbd.g_00639
OG0000582	Syae.g_00018	Prbd.g_00636
OG0000583	Syae.g_00019	Prbd.g_00635
OG0000584	Syae.g_00020	Prbd.g_00634
OG0000585	Syae.g_00022	Prbd.g_00632
OG0000586	Syae.g_00023	Prbd.g_00631
OG0000587	Syae.g_00025	Prbd.g_00630
OG0000588	Syae.g_00043	Prbd.g_00626
OG0000589	Syae.g_00047	Prbd.g_00623
OG0000590	Syae.g_00048	Prbd.g_00622
OG0000591	Syae.g_00056	Prbd.g_00619
OG0000592	Syae.g_00057	Prbd.g_00618
OG0000593	Syae.g_00070	Prbd.g_00612
OG0000594	Syae.g_00071	Prbd.g_00611
OG0000595	Syae.g_00072	Prbd.g_00610
OG0000596	Syae.g_00077	Prbd.g_00606
OG0000597	Syae.g_00080	Prbd.g_00604
OG0000598	Syae.g_00081	Prbd.g_00603
OG0000599	Syae.g_00084	Prbd.g_00600
OG0000600	Syae.g_00085	Prbd.g_00599
OG0000601	Syae.g_00086	Prbd.g_00598
OG0000602	Syae.g_00091	Prbd.g_00596
OG0000603	Syae.g_00092	Prbd.g_00595
OG0000604	Syae.g_00095	Prbd.g_00594
OG0000605	Syae.g_00260	Prbd.g_00593
OG0000606	Syae.g_00616	Prbd.g_00590
OG0000607	Syae.g_00613	Prbd.g_00587
OG0000608	Syae.g_00612	Prbd.g_00586
OG0000609	Syae.g_00610	Prbd.g_00585
OG0000610	Syae.g_00601	Prbd.g_00580
OG0000611	Syae.g_00598	Prbd.g_00577
OG0000612	Syae.g_00597	Prbd.g_00576
OG0000613	Syae.g_01910	Prbd.g_00571
OG0000614	Syae.g_00765	Prbd.g_00552
OG0000615	Syae.g_00557	Prbd.g_00544
OG0000616	Syae.g_01696	Prbd.g_00540
OG0000617	Syae.g_00464	Prbd.g_00013
OG0000618	Syae.g_00463	Prbd.g_00014
OG0000619	Syae.g_00462	Prbd.g_00015
OG0000620	Syae.g_00456	Prbd.g_00018
OG0000621	Syae.g_00455	Prbd.g_00019
OG0000622	Syae.g_00454	Prbd.g_00020
OG0000623	Syae.g_00453	Prbd.g_00021
OG0000624	Syae.g_00451	Prbd.g_00022
OG0000625	Syae.g_00450	Prbd.g_00023
OG0000626	Syae.g_00449	Prbd.g_00024
OG0000627	Syae.g_00299	Prbd.g_00025
OG0000628	Syae.g_00300	Prbd.g_00026
OG0000629	Syae.g_00303	Prbd.g_00027
OG0000630	Syae.g_00310	Prbd.g_00030
OG0000631	Syae.g_00317	Prbd.g_00093
OG0000632	Syae.g_00318	Prbd.g_00094
OG0000633	Syae.g_00320	Prbd.g_00095
OG0000634	Syae.g_00525	Prbd.g_00098
OG0000635	Syae.g_00524	Prbd.g_00099
OG0000636	Syae.g_00522	Prbd.g_00101
OG0000637	Syae.g_00520	Prbd.g_00103
OG0000638	Syae.g_00519	Prbd.g_00104
OG0000639	Syae.g_00518	Prbd.g_00105
OG0000640	Syae.g_00517	Prbd.g_00106
OG0000641	Syae.g_00513	Prbd.g_00110
OG0000642	Syae.g_00512	Prbd.g_00111
OG0000643	Syae.g_00510	Prbd.g_00112
OG0000644	Syae.g_00509	Prbd.g_00113
OG0000645	Syae.g_00507	Prbd.g_00114
OG0000646	Syae.g_00504	Prbd.g_00116
OG0000647	Syae.g_00502	Prbd.g_00117
OG0000648	Syae.g_00499	Prbd.g_00119
OG0000649	Syae.g_00498	Prbd.g_00120
OG0000650	Syae.g_00497	Prbd.g_00121
OG0000651	Syae.g_00496	Prbd.g_00122
OG0000652	Syae.g_00495	Prbd.g_00123
OG0000653	Syae.g_00493	Prbd.g_00125
OG0000654	Syae.g_00492	Prbd.g_00126
OG0000655	Syae.g_00491	Prbd.g_00127
OG0000656	Syae.g_00488	Prbd.g_00130
OG0000657	Syae.g_00834	Prbd.g_00138
OG0000658	Syae.g_00837	Prbd.g_00139
OG0000659	Syae.g_00838	Prbd.g_00140
OG0000660	Syae.g_00842	Prbd.g_00144
OG0000661	Syae.g_00844	Prbd.g_00146
OG0000662	Syae.g_00846	Prbd.g_00148
OG0000663	Syae.g_00849	Prbd.g_00150
OG0000664	Syae.g_00850	Prbd.g_00151
OG0000665	Syae.g_00121	Prbd.g_00155
OG0000666	Syae.g_00258	Prbd.g_00156
OG0000667	Syae.g_02056	Prbd.g_00160
OG0000668	Syae.g_00418	Prbd.g_00190
OG0000669	Syae.g_00585	Prbd.g_00197
OG0000670	Syae.g_00582	Prbd.g_00199
OG0000671	Syae.g_00580	Prbd.g_00201
OG0000672	Syae.g_00577	Prbd.g_00204
OG0000673	Syae.g_00574	Prbd.g_00207
OG0000674	Syae.g_00572	Prbd.g_00209
OG0000675	Syae.g_00571	Prbd.g_00210
OG0000676	Syae.g_00569	Prbd.g_00212
OG0000677	Syae.g_00568	Prbd.g_00213
OG0000678	Syae.g_00564	Prbd.g_00215
OG0000679	Syae.g_00555	Prbd.g_00219
OG0000680	Syae.g_00554	Prbd.g_00220
OG0000681	Syae.g_00551	Prbd.g_00222
OG0000682	Syae.g_00550	Prbd.g_00223
OG0000683	Syae.g_00549	Prbd.g_00224
OG0000684	Syae.g_00545	Prbd.g_00226
OG0000685	Syae.g_00543	Prbd.g_00228
OG0000686	Syae.g_00542	Prbd.g_00229
OG0000687	Syae.g_00541	Prbd.g_00230
OG0000688	Syae.g_00536	Prbd.g_00233
OG0000689	Syae.g_00534	Prbd.g_00234
OG0000690	Syae.g_00533	Prbd.g_00235
OG0000691	Syae.g_00532	Prbd.g_00236
OG0000692	Syae.g_00531	Prbd.g_00238
OG0000693	Syae.g_00529	Prbd.g_00239
OG0000694	Syae.g_00528	Prbd.g_00240
OG0000695	Syae.g_00322	Prbd.g_00242
OG0000696	Syae.g_00323	Prbd.g_00243
OG0000697	Syae.g_00325	Prbd.g_00244
OG0000698	Syae.g_00328	Prbd.g_00247
OG0000699	Syae.g_00330	Prbd.g_00248
OG0000700	Syae.g_00331	Prbd.g_00249
OG0000701	Syae.g_00332	Prbd.g_00250
OG0000702	Syae.g_00341	Prbd.g_00252
OG0000703	Syae.g_00342	Prbd.g_00253
OG0000704	Syae.g_00345	Prbd.g_00254
OG0000705	Syae.g_00352	Prbd.g_00258
OG0000706	Syae.g_00353	Prbd.g_00259
OG0000707	Syae.g_00354	Prbd.g_00260
OG0000708	Syae.g_00357	Prbd.g_00261
OG0000709	Syae.g_00365	Prbd.g_00265
OG0000710	Syae.g_00369	Prbd.g_00268
OG0000711	Syae.g_00398	Prbd.g_00285
OG0000712	Syae.g_00400	Prbd.g_00287
OG0000713	Syae.g_00401	Prbd.g_00288
OG0000714	Syae.g_00403	Prbd.g_00289
OG0000715	Syae.g_00405	Prbd.g_00291
OG0000716	Syae.g_00409	Prbd.g_00293
OG0000717	Syae.g_00410	Prbd.g_00294
OG0000718	Syae.g_00414	Prbd.g_00309
OG0000719	Syae.g_00416	Prbd.g_00311
OG0000720	Syae.g_00429	Prbd.g_00320
OG0000721	Syae.g_00431	Prbd.g_00322
OG0000722	Syae.g_00432	Prbd.g_00323
OG0000723	Syae.g_00445	Prbd.g_00326
OG0000724	Syae.g_00799	Prbd.g_00335
OG0000725	Syae.g_00789	Prbd.g_00341
OG0000726	Syae.g_00788	Prbd.g_00342
OG0000727	Syae.g_00787	Prbd.g_00343
OG0000728	Syae.g_00785	Prbd.g_00345
OG0000729	Syae.g_01819	Prbd.g_00391
OG0000730	Syae.g_02189	Prbd.g_00395
OG0000731	Syae.g_02201	Prbd.g_00399
OG0000732	Syae.g_01764	Prbd.g_00408
OG0000733	Syae.g_01599	Prbd.g_00428
OG0000734	Syae.g_01371	Prbd.g_00453
OG0000735	Syae.g_00942	Prbd.g_00455
OG0000736	Syae.g_00941	Prbd.g_00456
OG0000737	Syae.g_00940	Prbd.g_00457
OG0000738	Syae.g_00935	Prbd.g_00461
OG0000739	Syae.g_00928	Prbd.g_00462
OG0000740	Syae.g_00927	Prbd.g_00463
OG0000741	Syae.g_00924	Prbd.g_00464
OG0000742	Syae.g_00922	Prbd.g_00467
OG0000743	Syae.g_00920	Prbd.g_00469
OG0000744	Syae.g_00919	Prbd.g_00470
OG0000745	Syae.g_00917	Prbd.g_00471
OG0000746	Syae.g_00915	Prbd.g_00473
OG0000747	Syae.g_00914	Prbd.g_00474
OG0000748	Syae.g_00902	Prbd.g_00477
OG0000749	Syae.g_00900	Prbd.g_00478
OG0000750	Syae.g_00899	Prbd.g_00479
OG0000751	Syae.g_00892	Prbd.g_00481
OG0000752	Syae.g_00890	Prbd.g_00483
OG0000753	Syae.g_00887	Prbd.g_00486
OG0000754	Syae.g_00641	Prbd.g_00489
OG0000755	Syae.g_00651	Prbd.g_00492
OG0000756	Syae.g_00652	Prbd.g_00493
OG0000757	Syae.g_00661	Prbd.g_00499
OG0000758	Syae.g_00662	Prbd.g_00500
OG0000759	Syae.g_00663	Prbd.g_00501
OG0000760	Syae.g_00664	Prbd.g_00502
OG0000761	Syae.g_00668	Prbd.g_00503
OG0000762	Syae.g_00672	Prbd.g_00504
OG0000763	Syae.g_00676	Prbd.g_00506
OG0000764	Syae.g_00677	Prbd.g_00507
OG0000765	Syae.g_00695	Prbd.g_00516
OG0000766	Syae.g_00696	Prbd.g_00517
OG0000767	Syae.g_00698	Prbd.g_00519
OG0000768	Syae.g_00699	Prbd.g_00520
OG0000769	Syae.g_00701	Prbd.g_00522
OG0000770	Syae.g_00704	Prbd.g_00524
OG0000771	Syae.g_00805	Prbd.g_01921
OG0000772	Syae.g_00168	Prbd.g_01858
OG0000773	Syae.g_00947	Prbd.g_01810
OG0000774	Syae.g_00951	Prbd.g_01808
OG0000775	Syae.g_00954	Prbd.g_01806
OG0000776	Syae.g_00955	Prbd.g_01805
OG0000777	Syae.g_00956	Prbd.g_01804
OG0000778	Syae.g_00957	Prbd.g_01803
OG0000779	Syae.g_00963	Prbd.g_01799
OG0000780	Syae.g_00967	Prbd.g_01798
OG0000781	Syae.g_00971	Prbd.g_01795
OG0000782	Syae.g_00972	Prbd.g_01794
OG0000783	Syae.g_00973	Prbd.g_01793
OG0000784	Syae.g_00974	Prbd.g_01792
OG0000785	Syae.g_00976	Prbd.g_01790
OG0000786	Syae.g_02477	Prbd.g_01788
OG0000787	Syae.g_02476	Prbd.g_01787
OG0000788	Syae.g_00087	Prbd.g_01777
OG0000789	Syae.g_00281	Prbd.g_01774
OG0000790	Syae.g_02294	Prbd.g_01759
OG0000791	Syae.g_02292	Prbd.g_01757
OG0000792	Syae.g_02291	Prbd.g_01756
OG0000793	Syae.g_02286	Prbd.g_01753
OG0000794	Syae.g_02285	Prbd.g_01752
OG0000795	Syae.g_02284	Prbd.g_01751
OG0000796	Syae.g_02280	Prbd.g_01747
OG0000797	Syae.g_02279	Prbd.g_01746
OG0000799	Syae.g_00010	Prbd.g_01707
OG0000800	Syae.g_00009	Prbd.g_01706
OG0000801	Syae.g_00008	Prbd.g_01705
OG0000802	Syae.g_02686	Prbd.g_01703
OG0000803	Syae.g_02680	Prbd.g_01701
OG0000804	Syae.g_02677	Prbd.g_01700
OG0000805	Syae.g_02663	Prbd.g_01698
OG0000806	Syae.g_02661	Prbd.g_01696
OG0000807	Syae.g_02659	Prbd.g_01695
OG0000808	Syae.g_02658	Prbd.g_01694
OG0000809	Syae.g_02655	Prbd.g_01691
OG0000810	Syae.g_02654	Prbd.g_01690
OG0000811	Syae.g_02648	Prbd.g_01686
OG0000812	Syae.g_02646	Prbd.g_01684
OG0000813	Syae.g_02645	Prbd.g_01683
OG0000814	Syae.g_02643	Prbd.g_01681
OG0000815	Syae.g_02642	Prbd.g_01680
OG0000816	Syae.g_02641	Prbd.g_01678
OG0000817	Syae.g_02640	Prbd.g_01677
OG0000818	Syae.g_02634	Prbd.g_01672
OG0000819	Syae.g_02633	Prbd.g_01671
OG0000820	Syae.g_02632	Prbd.g_01670
OG0000821	Syae.g_02626	Prbd.g_01666
OG0000822	Syae.g_02624	Prbd.g_01665
OG0000823	Syae.g_02623	Prbd.g_01664
OG0000824	Syae.g_02617	Prbd.g_01661
OG0000825	Syae.g_02616	Prbd.g_01660
OG0000826	Syae.g_02615	Prbd.g_01659
OG0000827	Syae.g_02614	Prbd.g_01658
OG0000828	Syae.g_02612	Prbd.g_01655
OG0000829	Syae.g_02611	Prbd.g_01654
OG0000830	Syae.g_02610	Prbd.g_01653
OG0000831	Syae.g_02608	Prbd.g_01651
OG0000832	Syae.g_01081	Prbd.g_01645
OG0000833	Syae.g_01106	Prbd.g_01637
OG0000834	Syae.g_01108	Prbd.g_01636
OG0000835	Syae.g_01109	Prbd.g_01635
OG0000836	Syae.g_01113	Prbd.g_01634
OG0000837	Syae.g_01115	Prbd.g_01633
OG0000838	Syae.g_01119	Prbd.g_01631
OG0000839	Syae.g_01120	Prbd.g_01630
OG0000840	Syae.g_01121	Prbd.g_01629
OG0000841	Syae.g_01122	Prbd.g_01628
OG0000842	Syae.g_01123	Prbd.g_01627
OG0000843	Syae.g_01124	Prbd.g_01626
OG0000844	Syae.g_01125	Prbd.g_01625
OG0000845	Syae.g_01126	Prbd.g_01624
OG0000846	Syae.g_01127	Prbd.g_01623
OG0000847	Syae.g_01128	Prbd.g_01622
OG0000848	Syae.g_01130	Prbd.g_01621
OG0000849	Syae.g_01131	Prbd.g_01620
OG0000850	Syae.g_01133	Prbd.g_01617
OG0000851	Syae.g_01139	Prbd.g_01616
OG0000852	Syae.g_01140	Prbd.g_01615
OG0000853	Syae.g_01144	Prbd.g_01611
OG0000854	Syae.g_01146	Prbd.g_01609
OG0000855	Syae.g_01147	Prbd.g_01608
OG0000856	Syae.g_00059	Prbd.g_01593
OG0000857	Syae.g_00503	Prbd.g_01566
OG0000858	Syae.g_01153	Prbd.g_01531
OG0000859	Syae.g_01154	Prbd.g_01530
OG0000860	Syae.g_01165	Prbd.g_01523
OG0000861	Syae.g_01166	Prbd.g_01522
OG0000862	Syae.g_01167	Prbd.g_01521
OG0000863	Syae.g_01170	Prbd.g_01519
OG0000864	Syae.g_01171	Prbd.g_01518
OG0000865	Syae.g_01172	Prbd.g_01517
OG0000866	Syae.g_01173	Prbd.g_01516
OG0000867	Syae.g_01174	Prbd.g_01515
OG0000868	Syae.g_01177	Prbd.g_01514
OG0000869	Syae.g_01182	Prbd.g_01510
OG0000870	Syae.g_01187	Prbd.g_01505
OG0000871	Syae.g_01188	Prbd.g_01504
OG0000872	Syae.g_01196	Prbd.g_01503
OG0000873	Syae.g_01199	Prbd.g_01500
OG0000874	Syae.g_01194	Prbd.g_01497
OG0000875	Syae.g_01244	Prbd.g_01496
OG0000876	Syae.g_01020	Prbd.g_01495
OG0000877	Syae.g_01025	Prbd.g_01493
OG0000878	Syae.g_01026	Prbd.g_01492
OG0000879	Syae.g_01027	Prbd.g_01491
OG0000880	Syae.g_01028	Prbd.g_01490
OG0000881	Syae.g_01034	Prbd.g_01486
OG0000882	Syae.g_01039	Prbd.g_01481
OG0000883	Syae.g_01041	Prbd.g_01479
OG0000884	Syae.g_01043	Prbd.g_01477
OG0000885	Syae.g_01044	Prbd.g_01476
OG0000886	Syae.g_01045	Prbd.g_01475
OG0000887	Syae.g_01046	Prbd.g_01474
OG0000888	Syae.g_01048	Prbd.g_01472
OG0000889	Syae.g_01050	Prbd.g_01470
OG0000890	Syae.g_01056	Prbd.g_01469
OG0000891	Syae.g_01057	Prbd.g_01468
OG0000892	Syae.g_01059	Prbd.g_01466
OG0000893	Syae.g_02031	Prbd.g_01463
OG0000894	Syae.g_02034	Prbd.g_01461
OG0000895	Syae.g_02038	Prbd.g_01458
OG0000896	Syae.g_02039	Prbd.g_01457
OG0000897	Syae.g_02041	Prbd.g_01455
OG0000898	Syae.g_02042	Prbd.g_01454
OG0000899	Syae.g_02043	Prbd.g_01453
OG0000900	Syae.g_02044	Prbd.g_01452
OG0000901	Syae.g_02049	Prbd.g_01449
OG0000902	Syae.g_02051	Prbd.g_01447
OG0000903	Syae.g_02077	Prbd.g_01444
OG0000904	Syae.g_02071	Prbd.g_01442
OG0000905	Syae.g_02065	Prbd.g_01437
OG0000906	Syae.g_02063	Prbd.g_01436
OG0000907	Syae.g_02079	Prbd.g_01433
OG0000908	Syae.g_02082	Prbd.g_01430
OG0000909	Syae.g_02083	Prbd.g_01429
OG0000910	Syae.g_02084	Prbd.g_01428
OG0000911	Syae.g_02086	Prbd.g_01426
OG0000912	Syae.g_02087	Prbd.g_01425
OG0000913	Syae.g_02088	Prbd.g_01424
OG0000914	Syae.g_02089	Prbd.g_01423
OG0000915	Syae.g_02091	Prbd.g_01422
OG0000916	Syae.g_02092	Prbd.g_01421
OG0000917	Syae.g_02093	Prbd.g_01420
OG0000918	Syae.g_02094	Prbd.g_01419
OG0000919	Syae.g_02095	Prbd.g_01418
OG0000920	Syae.g_02096	Prbd.g_01417
OG0000921	Syae.g_02097	Prbd.g_01416
OG0000922	Syae.g_02098	Prbd.g_01415
OG0000923	Syae.g_02102	Prbd.g_01411
OG0000924	Syae.g_02103	Prbd.g_01410
OG0000925	Syae.g_02104	Prbd.g_01409
OG0000926	Syae.g_02105	Prbd.g_01408
OG0000927	Syae.g_02107	Prbd.g_01406
OG0000928	Syae.g_02108	Prbd.g_01405
OG0000929	Syae.g_02109	Prbd.g_01404
OG0000930	Syae.g_02110	Prbd.g_01403
OG0000931	Syae.g_02111	Prbd.g_01402
OG0000932	Syae.g_02112	Prbd.g_01401
OG0000933	Syae.g_02118	Prbd.g_01397
OG0000934	Syae.g_02120	Prbd.g_01395
OG0000935	Syae.g_02121	Prbd.g_01394
OG0000936	Syae.g_02122	Prbd.g_01393
OG0000937	Syae.g_02123	Prbd.g_01392
OG0000938	Syae.g_02126	Prbd.g_01390
OG0000939	Syae.g_02127	Prbd.g_01389
OG0000940	Syae.g_02133	Prbd.g_01382
OG0000941	Syae.g_02135	Prbd.g_01380
OG0000942	Syae.g_02137	Prbd.g_01378
OG0000943	Syae.g_02138	Prbd.g_01377
OG0000944	Syae.g_02140	Prbd.g_01376
OG0000945	Syae.g_02142	Prbd.g_01375
OG0000946	Syae.g_02146	Prbd.g_01371
OG0000947	Syae.g_02149	Prbd.g_01369
OG0000948	Syae.g_02150	Prbd.g_01368
OG0000949	Syae.g_01884	Prbd.g_01365
OG0000950	Syae.g_01873	Prbd.g_01360
OG0000951	Syae.g_01866	Prbd.g_01356
OG0000952	Syae.g_01859	Prbd.g_01352
OG0000953	Syae.g_01854	Prbd.g_01349
OG0000954	Syae.g_01845	Prbd.g_01345
OG0000955	Syae.g_01844	Prbd.g_01344
OG0000956	Syae.g_01842	Prbd.g_01342
OG0000957	Syae.g_01831	Prbd.g_01337
OG0000958	Syae.g_01830	Prbd.g_01336
OG0000959	Syae.g_01826	Prbd.g_01332
OG0000960	Syae.g_01825	Prbd.g_01331
OG0000961	Syae.g_01822	Prbd.g_01329
OG0000962	Syae.g_01820	Prbd.g_01327
OG0000963	Syae.g_01814	Prbd.g_01323
OG0000964	Syae.g_01813	Prbd.g_01321
OG0000965	Syae.g_01812	Prbd.g_01320
OG0000966	Syae.g_01789	Prbd.g_01312
OG0000967	Syae.g_01782	Prbd.g_01308
OG0000968	Syae.g_01787	Prbd.g_01306
OG0000969	Syae.g_01785	Prbd.g_01305
OG0000970	Syae.g_01784	Prbd.g_01304
OG0000971	Syae.g_01779	Prbd.g_01303
OG0000972	Syae.g_01778	Prbd.g_01302
OG0000973	Syae.g_01777	Prbd.g_01301
OG0000974	Syae.g_01776	Prbd.g_01300
OG0000975	Syae.g_01775	Prbd.g_01299
OG0000976	Syae.g_01774	Prbd.g_01298
OG0000977	Syae.g_01772	Prbd.g_01297
OG0000978	Syae.g_01771	Prbd.g_01296
OG0000979	Syae.g_01768	Prbd.g_01293
OG0000980	Syae.g_01765	Prbd.g_01291
OG0000981	Syae.g_01762	Prbd.g_01289
OG0000982	Syae.g_01568	Prbd.g_01287
OG0000983	Syae.g_01569	Prbd.g_01286
OG0000984	Syae.g_01570	Prbd.g_01285
OG0000985	Syae.g_01572	Prbd.g_01282
OG0000986	Syae.g_01575	Prbd.g_01280
OG0000987	Syae.g_01577	Prbd.g_01279
OG0000988	Syae.g_01583	Prbd.g_01276
OG0000989	Syae.g_01591	Prbd.g_01273
OG0000990	Syae.g_01606	Prbd.g_01270
OG0000991	Syae.g_01609	Prbd.g_01269
OG0000992	Syae.g_01612	Prbd.g_01267
OG0000993	Syae.g_01613	Prbd.g_01266
OG0000994	Syae.g_01616	Prbd.g_01265
OG0000995	Syae.g_01627	Prbd.g_01261
OG0000996	Syae.g_01667	Prbd.g_01260
OG0000997	Syae.g_01678	Prbd.g_01259
OG0000998	Syae.g_01680	Prbd.g_01257
OG0000999	Syae.g_01683	Prbd.g_01256
OG0001000	Syae.g_01686	Prbd.g_01253
OG0001001	Syae.g_01692	Prbd.g_01251
OG0001002	Syae.g_01699	Prbd.g_01247
OG0001003	Syae.g_01701	Prbd.g_01245
OG0001004	Syae.g_01702	Prbd.g_01244
OG0001005	Syae.g_01703	Prbd.g_01243
OG0001006	Syae.g_01710	Prbd.g_01239
OG0001007	Syae.g_01712	Prbd.g_01237
OG0001008	Syae.g_00993	Prbd.g_00805
OG0001009	Syae.g_01744	Prbd.g_01210
OG0001010	Syae.g_01745	Prbd.g_01209
OG0001011	Syae.g_01747	Prbd.g_01208
OG0001012	Syae.g_01564	Prbd.g_01195
OG0001013	Syae.g_01552	Prbd.g_01189
OG0001014	Syae.g_01548	Prbd.g_01186
OG0001015	Syae.g_01547	Prbd.g_01185
OG0001016	Syae.g_01290	Prbd.g_01171
OG0001017	Syae.g_01296	Prbd.g_01167
OG0001018	Syae.g_01298	Prbd.g_01164
OG0001019	Syae.g_01334	Prbd.g_01155
OG0001020	Syae.g_01340	Prbd.g_01154
OG0001021	Syae.g_01344	Prbd.g_01153
OG0001022	Syae.g_01348	Prbd.g_01150
OG0001023	Syae.g_01349	Prbd.g_01149
OG0001024	Syae.g_01353	Prbd.g_01146
OG0001025	Syae.g_01360	Prbd.g_01140
OG0001026	Syae.g_01373	Prbd.g_01133
OG0001027	Syae.g_01377	Prbd.g_01132
OG0001028	Syae.g_01379	Prbd.g_01130
OG0001029	Syae.g_01381	Prbd.g_01128
OG0001030	Syae.g_01403	Prbd.g_01113
OG0001031	Syae.g_01475	Prbd.g_01054
OG0001032	Syae.g_01479	Prbd.g_01053
OG0001033	Syae.g_01505	Prbd.g_01032
OG0001034	Syae.g_02238	Prbd.g_01003
OG0001035	Syae.g_02006	Prbd.g_00985
OG0001036	Syae.g_02001	Prbd.g_00980
OG0001037	Syae.g_01999	Prbd.g_00979
OG0001038	Syae.g_01971	Prbd.g_00961
OG0001039	Syae.g_01968	Prbd.g_00958
OG0001040	Syae.g_01965	Prbd.g_00956
OG0001041	Syae.g_01960	Prbd.g_00952
OG0001042	Syae.g_01935	Prbd.g_00935
OG0001043	Syae.g_01931	Prbd.g_00934
OG0001044	Syae.g_02191	Prbd.g_00906
OG0001045	Syae.g_02204	Prbd.g_00897
OG0001046	Syae.g_00385	Prbd.g_00859
OG0001047	Syae.g_00991	Prbd.g_00803
OG0001048	Syae.g_00990	Prbd.g_00802
OG0001049	Syae.g_00987	Prbd.g_00800
OG0001050	Syae.g_00986	Prbd.g_00799
OG0001051	Syae.g_00985	Prbd.g_00798
OG0001052	Syae.g_02526	Prbd.g_00771
OG0001053	Syae.g_02312	Prbd.g_00759
OG0001054	Syae.g_02329	Prbd.g_00744
OG0001055	Syae.g_02350	Prbd.g_00725
OG0001056	Syae.g_02379	Prbd.g_00706
OG0001057	Syae.g_02388	Prbd.g_00701
OG0001058	Syae.g_02402	Prbd.g_00693
OG0001059	Syae.g_02406	Prbd.g_00689
OG0001060	Syae.g_02412	Prbd.g_00682
OG0001061	Syae.g_02434	Prbd.g_00669
OG0001062	Syae.g_02436	Prbd.g_00667
OG0001063	Syae.g_02440	Prbd.g_00665
OG0001064	Syae.g_02441	Prbd.g_00664
OG0001065	Syae.g_02442	Prbd.g_00663
OG0001066	Syae.g_02443	Prbd.g_00662
OG0001067	Syae.g_02444	Prbd.g_00661
OG0001068	Syae.g_02445	Prbd.g_00660
OG0001069	Syae.g_02446	Prbd.g_00659
OG0001070	Syae.g_02449	Prbd.g_00656
OG0001071	Syae.g_02450	Prbd.g_00655
OG0001072	Syae.g_02454	Prbd.g_00654
OG0001073	Syae.g_02468	Prbd.g_00640
OG0001074	Syae.g_00027	Prbd.g_00629
OG0001075	Syae.g_00029	Prbd.g_00628
OG0001076	Syae.g_00050	Prbd.g_00620
OG0001077	Syae.g_00061	Prbd.g_00616
OG0001078	Syae.g_00075	Prbd.g_00608
OG0001079	Syae.g_00088	Prbd.g_00597
OG0001080	Syae.g_00267	Prbd.g_00591
OG0001081	Syae.g_00615	Prbd.g_00589
OG0001082	Syae.g_00614	Prbd.g_00588
OG0001083	Syae.g_00605	Prbd.g_00583
OG0001084	Syae.g_00604	Prbd.g_00582
OG0001085	Syae.g_00594	Prbd.g_00574
OG0001086	Syae.g_00592	Prbd.g_00573
OG0001087	Syae.g_00751	Prbd.g_00556
OG0001088	Syae.g_00755	Prbd.g_00555
OG0001089	Syae.g_00781	Prbd.g_00547
OG0001090	Syae.g_00471	Prbd.g_00008
OG0001091	Syae.g_00469	Prbd.g_00010
OG0001092	Syae.g_00466	Prbd.g_00011
OG0001093	Syae.g_00460	Prbd.g_00016
OG0001094	Syae.g_00527	Prbd.g_00096
OG0001095	Syae.g_00506	Prbd.g_00115
OG0001096	Syae.g_00490	Prbd.g_00128
OG0001097	Syae.g_00845	Prbd.g_00147
OG0001098	Syae.g_00269	Prbd.g_00162
OG0001099	Syae.g_01380	Prbd.g_00194
OG0001100	Syae.g_00583	Prbd.g_00198
OG0001101	Syae.g_00581	Prbd.g_00200
OG0001102	Syae.g_00578	Prbd.g_00203
OG0001103	Syae.g_00576	Prbd.g_00205
OG0001104	Syae.g_00544	Prbd.g_00227
OG0001105	Syae.g_00540	Prbd.g_00231
OG0001106	Syae.g_00346	Prbd.g_00255
OG0001107	Syae.g_00358	Prbd.g_00262
OG0001108	Syae.g_00366	Prbd.g_00266
OG0001109	Syae.g_00368	Prbd.g_00267
OG0001110	Syae.g_00370	Prbd.g_00269
OG0001111	Syae.g_00372	Prbd.g_00270
OG0001112	Syae.g_00374	Prbd.g_00271
OG0001113	Syae.g_00375	Prbd.g_00272
OG0001114	Syae.g_00376	Prbd.g_00273
OG0001115	Syae.g_00380	Prbd.g_00275
OG0001116	Syae.g_00382	Prbd.g_00276
OG0001117	Syae.g_00383	Prbd.g_00277
OG0001118	Syae.g_00384	Prbd.g_00278
OG0001119	Syae.g_00386	Prbd.g_00279
OG0001120	Syae.g_00390	Prbd.g_00281
OG0001121	Syae.g_00133	Prbd.g_00425, Prbd.g_00284
