Orthogroup	Syae	Prbb
OG0000558	Syae.g_02400	Prbb.g_00551
OG0000559	Syae.g_02404	Prbb.g_00555
OG0000560	Syae.g_02407	Prbb.g_00558
OG0000561	Syae.g_02408	Prbb.g_00559
OG0000562	Syae.g_02409	Prbb.g_00560
OG0000563	Syae.g_02410	Prbb.g_00561
OG0000564	Syae.g_02411	Prbb.g_00562
OG0000565	Syae.g_02414	Prbb.g_00565
OG0000566	Syae.g_02418	Prbb.g_00567
OG0000567	Syae.g_02422	Prbb.g_00571
OG0000568	Syae.g_02427	Prbb.g_00572
OG0000569	Syae.g_02428	Prbb.g_00573
OG0000570	Syae.g_02429	Prbb.g_00574
OG0000571	Syae.g_02433	Prbb.g_00576
OG0000572	Syae.g_02448	Prbb.g_00587
OG0000573	Syae.g_02456	Prbb.g_00592
OG0000574	Syae.g_02457	Prbb.g_00594
OG0000575	Syae.g_02461	Prbb.g_00597
OG0000576	Syae.g_02463	Prbb.g_00599
OG0000577	Syae.g_02464	Prbb.g_00600
OG0000578	Syae.g_02465	Prbb.g_00601
OG0000579	Syae.g_02466	Prbb.g_00602
OG0000580	Syae.g_02467	Prbb.g_00603
OG0000581	Syae.g_02473	Prbb.g_00606
OG0000582	Syae.g_00018	Prbb.g_00609
OG0000583	Syae.g_00019	Prbb.g_00610
OG0000584	Syae.g_00020	Prbb.g_00611
OG0000585	Syae.g_00022	Prbb.g_00613
OG0000586	Syae.g_00023	Prbb.g_00614
OG0000587	Syae.g_00025	Prbb.g_00615
OG0000588	Syae.g_00043	Prbb.g_00619
OG0000589	Syae.g_00047	Prbb.g_00622
OG0000590	Syae.g_00048	Prbb.g_00623
OG0000591	Syae.g_00056	Prbb.g_00626
OG0000592	Syae.g_00057	Prbb.g_00627
OG0000593	Syae.g_00070	Prbb.g_00633
OG0000594	Syae.g_00071	Prbb.g_00634
OG0000595	Syae.g_00072	Prbb.g_00635
OG0000596	Syae.g_00077	Prbb.g_00639
OG0000597	Syae.g_00080	Prbb.g_00641
OG0000598	Syae.g_00081	Prbb.g_00642
OG0000599	Syae.g_00084	Prbb.g_00645
OG0000600	Syae.g_00085	Prbb.g_00646
OG0000601	Syae.g_00086	Prbb.g_00647
OG0000602	Syae.g_00091	Prbb.g_00649
OG0000603	Syae.g_00092	Prbb.g_00650
OG0000604	Syae.g_00095	Prbb.g_00651
OG0000605	Syae.g_00260	Prbb.g_00652
OG0000606	Syae.g_00616	Prbb.g_00655
OG0000607	Syae.g_00613	Prbb.g_00658
OG0000608	Syae.g_00612	Prbb.g_00659
OG0000609	Syae.g_00610	Prbb.g_00660
OG0000610	Syae.g_00601	Prbb.g_00667
OG0000611	Syae.g_00598	Prbb.g_00670
OG0000612	Syae.g_00597	Prbb.g_00671
OG0000613	Syae.g_01910	Prbb.g_00677
OG0000614	Syae.g_00765	Prbb.g_00700
OG0000615	Syae.g_00557	Prbb.g_00708
OG0000616	Syae.g_01696	Prbb.g_02176
OG0000617	Syae.g_00464	Prbb.g_00719
OG0000618	Syae.g_00463	Prbb.g_00720
OG0000619	Syae.g_00462	Prbb.g_00721
OG0000620	Syae.g_00456	Prbb.g_00724
OG0000621	Syae.g_00455	Prbb.g_00725
OG0000622	Syae.g_00454	Prbb.g_00726
OG0000623	Syae.g_00453	Prbb.g_00727
OG0000624	Syae.g_00451	Prbb.g_00729
OG0000625	Syae.g_00450	Prbb.g_00730
OG0000626	Syae.g_00449	Prbb.g_00731
OG0000627	Syae.g_00299	Prbb.g_00733
OG0000628	Syae.g_00300	Prbb.g_00734
OG0000629	Syae.g_00303	Prbb.g_00735
OG0000630	Syae.g_00310	Prbb.g_00738
OG0000631	Syae.g_00317	Prbb.g_00962
OG0000632	Syae.g_00318	Prbb.g_00963
OG0000633	Syae.g_00320	Prbb.g_00964
OG0000634	Syae.g_00525	Prbb.g_00779
OG0000635	Syae.g_00524	Prbb.g_00780
OG0000636	Syae.g_00522	Prbb.g_00782
OG0000637	Syae.g_00520	Prbb.g_00784
OG0000638	Syae.g_00519	Prbb.g_00785
OG0000639	Syae.g_00518	Prbb.g_00786
OG0000640	Syae.g_00517	Prbb.g_00787
OG0000641	Syae.g_00513	Prbb.g_00791
OG0000642	Syae.g_00512	Prbb.g_00792
OG0000643	Syae.g_00510	Prbb.g_00793
OG0000644	Syae.g_00509	Prbb.g_00794
OG0000645	Syae.g_00507	Prbb.g_00795
OG0000646	Syae.g_00504	Prbb.g_00798
OG0000647	Syae.g_00502	Prbb.g_00800
OG0000648	Syae.g_00499	Prbb.g_00802
OG0000649	Syae.g_00498	Prbb.g_00803
OG0000650	Syae.g_00497	Prbb.g_00804
OG0000651	Syae.g_00496	Prbb.g_00805
OG0000652	Syae.g_00495	Prbb.g_00806
OG0000653	Syae.g_00493	Prbb.g_00808
OG0000654	Syae.g_00492	Prbb.g_00809
OG0000655	Syae.g_00491	Prbb.g_00810
OG0000656	Syae.g_00488	Prbb.g_00813
OG0000657	Syae.g_00834	Prbb.g_00819
OG0000658	Syae.g_00837	Prbb.g_00821
OG0000659	Syae.g_00838	Prbb.g_00822
OG0000660	Syae.g_00842	Prbb.g_00827
OG0000661	Syae.g_00844	Prbb.g_00829
OG0000662	Syae.g_00846	Prbb.g_00831
OG0000663	Syae.g_00849	Prbb.g_00833
OG0000664	Syae.g_00850	Prbb.g_00834
OG0000665	Syae.g_00121	Prbb.g_00838
OG0000666	Syae.g_00258	Prbb.g_00839
OG0000667	Syae.g_02056	Prbb.g_00843
OG0000668	Syae.g_00418	Prbb.g_00914
OG0000669	Syae.g_00585	Prbb.g_00922
OG0000670	Syae.g_00582	Prbb.g_00925
OG0000671	Syae.g_00580	Prbb.g_00927
OG0000672	Syae.g_00577	Prbb.g_00930
OG0000673	Syae.g_00574	Prbb.g_00933
OG0000674	Syae.g_00572	Prbb.g_00935
OG0000675	Syae.g_00571	Prbb.g_00936
OG0000676	Syae.g_00569	Prbb.g_00938
OG0000677	Syae.g_00568	Prbb.g_00939
OG0000678	Syae.g_00564	Prbb.g_00942
OG0000679	Syae.g_00555	Prbb.g_00946
OG0000680	Syae.g_00554	Prbb.g_00947
OG0000681	Syae.g_00551	Prbb.g_00950
OG0000682	Syae.g_00550	Prbb.g_00951
OG0000683	Syae.g_00549	Prbb.g_00952
OG0000684	Syae.g_00545	Prbb.g_00762
OG0000685	Syae.g_00543	Prbb.g_00764
OG0000686	Syae.g_00542	Prbb.g_00765
OG0000687	Syae.g_00541	Prbb.g_00766
OG0000688	Syae.g_00536	Prbb.g_00769
OG0000689	Syae.g_00534	Prbb.g_00770
OG0000690	Syae.g_00533	Prbb.g_00771
OG0000691	Syae.g_00532	Prbb.g_00772
OG0000692	Syae.g_00531	Prbb.g_00774
OG0000693	Syae.g_00529	Prbb.g_00775
OG0000694	Syae.g_00528	Prbb.g_00776
OG0000695	Syae.g_00322	Prbb.g_00966
OG0000696	Syae.g_00323	Prbb.g_00967
OG0000697	Syae.g_00325	Prbb.g_00968
OG0000698	Syae.g_00328	Prbb.g_00971
OG0000699	Syae.g_00330	Prbb.g_00972
OG0000700	Syae.g_00331	Prbb.g_00973
OG0000701	Syae.g_00332	Prbb.g_00974
OG0000702	Syae.g_00341	Prbb.g_00976
OG0000703	Syae.g_00342	Prbb.g_00977
OG0000704	Syae.g_00345	Prbb.g_00978
OG0000705	Syae.g_00352	Prbb.g_00984
OG0000706	Syae.g_00353	Prbb.g_00985
OG0000707	Syae.g_00354	Prbb.g_00986
OG0000708	Syae.g_00357	Prbb.g_00988
OG0000709	Syae.g_00365	Prbb.g_00992
OG0000710	Syae.g_00369	Prbb.g_00995
OG0000711	Syae.g_00398	Prbb.g_01010
OG0000712	Syae.g_00400	Prbb.g_01012
OG0000713	Syae.g_00401	Prbb.g_01013
OG0000714	Syae.g_00403	Prbb.g_01014
OG0000715	Syae.g_00405	Prbb.g_01016
OG0000716	Syae.g_00409	Prbb.g_01017
OG0000717	Syae.g_00410	Prbb.g_01018
OG0000718	Syae.g_00414	Prbb.g_01036
OG0000719	Syae.g_00416	Prbb.g_01037
OG0000720	Syae.g_00429	Prbb.g_01048
OG0000721	Syae.g_00431	Prbb.g_01049
OG0000722	Syae.g_00432	Prbb.g_01050
OG0000723	Syae.g_00445	Prbb.g_01054
OG0000724	Syae.g_00799	Prbb.g_01065
OG0000725	Syae.g_00789	Prbb.g_00891
OG0000726	Syae.g_00788	Prbb.g_00890
OG0000727	Syae.g_00787	Prbb.g_00889
OG0000728	Syae.g_00785	Prbb.g_00887
OG0000729	Syae.g_01819	Prbb.g_02071
OG0000730	Syae.g_02189	Prbb.g_00392
OG0000731	Syae.g_02201	Prbb.g_00400
OG0000732	Syae.g_01764	Prbb.g_02121
OG0000733	Syae.g_01599	Prbb.g_01888
OG0000734	Syae.g_01371	Prbb.g_01533
OG0000735	Syae.g_00942	Prbb.g_01531
OG0000736	Syae.g_00941	Prbb.g_01530
OG0000737	Syae.g_00940	Prbb.g_01529
OG0000738	Syae.g_00935	Prbb.g_01525
OG0000739	Syae.g_00928	Prbb.g_01524
OG0000740	Syae.g_00927	Prbb.g_01523
OG0000741	Syae.g_00924	Prbb.g_01521
OG0000742	Syae.g_00922	Prbb.g_01518
OG0000743	Syae.g_00920	Prbb.g_01516
OG0000744	Syae.g_00919	Prbb.g_01515
OG0000745	Syae.g_00917	Prbb.g_01513
OG0000746	Syae.g_00915	Prbb.g_01511
OG0000747	Syae.g_00914	Prbb.g_01510
OG0000748	Syae.g_00902	Prbb.g_01506
OG0000749	Syae.g_00900	Prbb.g_01505
OG0000750	Syae.g_00899	Prbb.g_01504
OG0000751	Syae.g_00892	Prbb.g_01501
OG0000752	Syae.g_00890	Prbb.g_01499
OG0000753	Syae.g_00887	Prbb.g_01497
OG0000754	Syae.g_00641	Prbb.g_01493
OG0000755	Syae.g_00651	Prbb.g_01488
OG0000756	Syae.g_00652	Prbb.g_01487
OG0000757	Syae.g_00661	Prbb.g_01480
OG0000758	Syae.g_00662	Prbb.g_01479
OG0000759	Syae.g_00663	Prbb.g_01478
OG0000760	Syae.g_00664	Prbb.g_01477
OG0000761	Syae.g_00668	Prbb.g_01476
OG0000762	Syae.g_00672	Prbb.g_01475
OG0000763	Syae.g_00676	Prbb.g_01473
OG0000764	Syae.g_00677	Prbb.g_01472
OG0000765	Syae.g_00695	Prbb.g_01463
OG0000766	Syae.g_00696	Prbb.g_01462
OG0000767	Syae.g_00698	Prbb.g_01461
OG0000768	Syae.g_00699	Prbb.g_01460
OG0000769	Syae.g_00701	Prbb.g_01458
OG0000770	Syae.g_00704	Prbb.g_01457
OG0000771	Syae.g_00805	Prbb.g_01060
OG0000772	Syae.g_00168	Prbb.g_01291
OG0000773	Syae.g_00947	Prbb.g_01577
OG0000774	Syae.g_00951	Prbb.g_01580
OG0000775	Syae.g_00954	Prbb.g_01581
OG0000776	Syae.g_00955	Prbb.g_01582
OG0000777	Syae.g_00956	Prbb.g_01583
OG0000778	Syae.g_00957	Prbb.g_01584
OG0000779	Syae.g_00963	Prbb.g_01588
OG0000780	Syae.g_00967	Prbb.g_01589
OG0000781	Syae.g_00971	Prbb.g_01592
OG0000782	Syae.g_00972	Prbb.g_01593
OG0000783	Syae.g_00973	Prbb.g_01594
OG0000784	Syae.g_00974	Prbb.g_01595
OG0000785	Syae.g_00976	Prbb.g_01597
OG0000786	Syae.g_02477	Prbb.g_01600
OG0000787	Syae.g_02476	Prbb.g_01601
OG0000788	Syae.g_00087	Prbb.g_00746
OG0000789	Syae.g_00281	Prbb.g_01057
OG0000790	Syae.g_02294	Prbb.g_01644
OG0000791	Syae.g_02292	Prbb.g_01646
OG0000792	Syae.g_02291	Prbb.g_01647
OG0000793	Syae.g_02286	Prbb.g_01650
OG0000794	Syae.g_02285	Prbb.g_01651
OG0000795	Syae.g_02284	Prbb.g_01652
OG0000796	Syae.g_02280	Prbb.g_01656
OG0000797	Syae.g_02279	Prbb.g_01657
OG0000798	Syae.g_01205	Prbb.g_00858
OG0000799	Syae.g_00010	Prbb.g_01668
OG0000800	Syae.g_00009	Prbb.g_01669
OG0000801	Syae.g_00008	Prbb.g_01670
OG0000802	Syae.g_02686	Prbb.g_01672
OG0000803	Syae.g_02680	Prbb.g_01674
OG0000804	Syae.g_02677	Prbb.g_01675
OG0000805	Syae.g_02663	Prbb.g_01677
OG0000806	Syae.g_02661	Prbb.g_01679
OG0000807	Syae.g_02659	Prbb.g_01680
OG0000808	Syae.g_02658	Prbb.g_01681
OG0000809	Syae.g_02655	Prbb.g_01684
OG0000810	Syae.g_02654	Prbb.g_01685
OG0000811	Syae.g_02648	Prbb.g_01689
OG0000812	Syae.g_02646	Prbb.g_01691
OG0000813	Syae.g_02645	Prbb.g_01692
OG0000814	Syae.g_02643	Prbb.g_01694
OG0000815	Syae.g_02642	Prbb.g_01695
OG0000816	Syae.g_02641	Prbb.g_01697
OG0000817	Syae.g_02640	Prbb.g_01698
OG0000818	Syae.g_02634	Prbb.g_01702
OG0000819	Syae.g_02633	Prbb.g_01703
OG0000820	Syae.g_02632	Prbb.g_01704
OG0000821	Syae.g_02626	Prbb.g_01707
OG0000822	Syae.g_02624	Prbb.g_01708
OG0000823	Syae.g_02623	Prbb.g_01709
OG0000824	Syae.g_02617	Prbb.g_01712
OG0000825	Syae.g_02616	Prbb.g_01713
OG0000826	Syae.g_02615	Prbb.g_01714
OG0000827	Syae.g_02614	Prbb.g_01715
OG0000828	Syae.g_02612	Prbb.g_01718
OG0000829	Syae.g_02611	Prbb.g_01719
OG0000830	Syae.g_02610	Prbb.g_01720
OG0000831	Syae.g_02608	Prbb.g_01722
OG0000832	Syae.g_01081	Prbb.g_01732
OG0000833	Syae.g_01106	Prbb.g_01740
OG0000834	Syae.g_01108	Prbb.g_01741
OG0000835	Syae.g_01109	Prbb.g_01742
OG0000836	Syae.g_01113	Prbb.g_01744
OG0000837	Syae.g_01115	Prbb.g_01745
OG0000838	Syae.g_01119	Prbb.g_01747
OG0000839	Syae.g_01120	Prbb.g_01748
OG0000840	Syae.g_01121	Prbb.g_01749
OG0000841	Syae.g_01122	Prbb.g_01750
OG0000842	Syae.g_01123	Prbb.g_01751
OG0000843	Syae.g_01124	Prbb.g_01752
OG0000844	Syae.g_01125	Prbb.g_01753
OG0000845	Syae.g_01126	Prbb.g_01754
OG0000846	Syae.g_01127	Prbb.g_01755
OG0000847	Syae.g_01128	Prbb.g_01756
OG0000848	Syae.g_01130	Prbb.g_01757
OG0000849	Syae.g_01131	Prbb.g_01758
OG0000850	Syae.g_01133	Prbb.g_01760
OG0000851	Syae.g_01139	Prbb.g_01761
OG0000852	Syae.g_01140	Prbb.g_01762
OG0000853	Syae.g_01144	Prbb.g_01767
OG0000854	Syae.g_01146	Prbb.g_01769
OG0000855	Syae.g_01147	Prbb.g_01770
OG0000856	Syae.g_00059	Prbb.g_01659
OG0000857	Syae.g_00503	Prbb.g_00799
OG0000858	Syae.g_01153	Prbb.g_01817
OG0000859	Syae.g_01154	Prbb.g_01818
OG0000860	Syae.g_01165	Prbb.g_01825
OG0000861	Syae.g_01166	Prbb.g_01826
OG0000862	Syae.g_01167	Prbb.g_01827
OG0000863	Syae.g_01170	Prbb.g_01828
OG0000864	Syae.g_01171	Prbb.g_01829
OG0000865	Syae.g_01172	Prbb.g_01830
OG0000866	Syae.g_01173	Prbb.g_01831
OG0000867	Syae.g_01174	Prbb.g_01832
OG0000868	Syae.g_01177	Prbb.g_01833
OG0000869	Syae.g_01182	Prbb.g_01836
OG0000870	Syae.g_01187	Prbb.g_01841
OG0000871	Syae.g_01188	Prbb.g_01842
OG0000872	Syae.g_01196	Prbb.g_01843
OG0000873	Syae.g_01199	Prbb.g_01846
OG0000874	Syae.g_01194	Prbb.g_01849
OG0000875	Syae.g_01244	Prbb.g_01851
OG0000876	Syae.g_01020	Prbb.g_01852
OG0000877	Syae.g_01025	Prbb.g_01854
OG0000878	Syae.g_01026	Prbb.g_01855
OG0000879	Syae.g_01027	Prbb.g_01856
OG0000880	Syae.g_01028	Prbb.g_01857
OG0000881	Syae.g_01034	Prbb.g_01860
OG0000882	Syae.g_01039	Prbb.g_01865
OG0000883	Syae.g_01041	Prbb.g_01867
OG0000884	Syae.g_01043	Prbb.g_01869
OG0000885	Syae.g_01044	Prbb.g_01870
OG0000886	Syae.g_01045	Prbb.g_01871
OG0000887	Syae.g_01046	Prbb.g_01872
OG0000888	Syae.g_01048	Prbb.g_01874
OG0000889	Syae.g_01050	Prbb.g_01876
OG0000890	Syae.g_01056	Prbb.g_01877
OG0000891	Syae.g_01057	Prbb.g_01878
OG0000892	Syae.g_01059	Prbb.g_01880
OG0000893	Syae.g_02031	Prbb.g_01922
OG0000894	Syae.g_02034	Prbb.g_01925
OG0000895	Syae.g_02038	Prbb.g_01928
OG0000896	Syae.g_02039	Prbb.g_01929
OG0000897	Syae.g_02041	Prbb.g_01931
OG0000898	Syae.g_02042	Prbb.g_01932
OG0000899	Syae.g_02043	Prbb.g_01933
OG0000900	Syae.g_02044	Prbb.g_01934
OG0000901	Syae.g_02049	Prbb.g_01937
OG0000902	Syae.g_02051	Prbb.g_01939
OG0000903	Syae.g_02077	Prbb.g_01948
OG0000904	Syae.g_02071	Prbb.g_01943
OG0000905	Syae.g_02065	Prbb.g_01941
OG0000906	Syae.g_02063	Prbb.g_01940
OG0000907	Syae.g_02079	Prbb.g_01958
OG0000908	Syae.g_02082	Prbb.g_01961
OG0000909	Syae.g_02083	Prbb.g_01962
OG0000910	Syae.g_02084	Prbb.g_01963
OG0000911	Syae.g_02086	Prbb.g_01965
OG0000912	Syae.g_02087	Prbb.g_01966
OG0000913	Syae.g_02088	Prbb.g_01967
OG0000914	Syae.g_02089	Prbb.g_01968
OG0000915	Syae.g_02091	Prbb.g_01969
OG0000916	Syae.g_02092	Prbb.g_01970
OG0000917	Syae.g_02093	Prbb.g_01971
OG0000918	Syae.g_02094	Prbb.g_01972
OG0000919	Syae.g_02095	Prbb.g_01973
OG0000920	Syae.g_02096	Prbb.g_01974
OG0000921	Syae.g_02097	Prbb.g_01975
OG0000922	Syae.g_02098	Prbb.g_01976
OG0000923	Syae.g_02102	Prbb.g_01980
OG0000924	Syae.g_02103	Prbb.g_01981
OG0000925	Syae.g_02104	Prbb.g_01982
OG0000926	Syae.g_02105	Prbb.g_01983
OG0000927	Syae.g_02107	Prbb.g_01985
OG0000928	Syae.g_02108	Prbb.g_01986
OG0000929	Syae.g_02109	Prbb.g_01987
OG0000930	Syae.g_02110	Prbb.g_01988
OG0000931	Syae.g_02111	Prbb.g_01989
OG0000932	Syae.g_02112	Prbb.g_01990
OG0000933	Syae.g_02118	Prbb.g_01994
OG0000934	Syae.g_02120	Prbb.g_01996
OG0000935	Syae.g_02121	Prbb.g_01997
OG0000936	Syae.g_02122	Prbb.g_01998
OG0000937	Syae.g_02123	Prbb.g_01999
OG0000938	Syae.g_02126	Prbb.g_02002
OG0000939	Syae.g_02127	Prbb.g_02003
OG0000940	Syae.g_02133	Prbb.g_02010
OG0000941	Syae.g_02135	Prbb.g_02012
OG0000942	Syae.g_02137	Prbb.g_02014
OG0000943	Syae.g_02138	Prbb.g_02015
OG0000944	Syae.g_02140	Prbb.g_02017
OG0000945	Syae.g_02142	Prbb.g_02018
OG0000946	Syae.g_02146	Prbb.g_02024
OG0000947	Syae.g_02149	Prbb.g_02026
OG0000948	Syae.g_02150	Prbb.g_02027
OG0000949	Syae.g_01884	Prbb.g_02030
OG0000950	Syae.g_01873	Prbb.g_02035
OG0000951	Syae.g_01866	Prbb.g_02039
OG0000952	Syae.g_01859	Prbb.g_02043
OG0000953	Syae.g_01854	Prbb.g_02047
OG0000954	Syae.g_01845	Prbb.g_02051
OG0000955	Syae.g_01844	Prbb.g_02052
OG0000956	Syae.g_01842	Prbb.g_02054
OG0000957	Syae.g_01831	Prbb.g_02059
OG0000958	Syae.g_01830	Prbb.g_02060
OG0000959	Syae.g_01826	Prbb.g_02064
OG0000960	Syae.g_01825	Prbb.g_02065
OG0000961	Syae.g_01822	Prbb.g_02068
OG0000962	Syae.g_01820	Prbb.g_02070
OG0000963	Syae.g_01814	Prbb.g_02075
OG0000964	Syae.g_01813	Prbb.g_02076
OG0000965	Syae.g_01812	Prbb.g_02077
OG0000966	Syae.g_01789	Prbb.g_02099
OG0000967	Syae.g_01782	Prbb.g_02103
OG0000968	Syae.g_01787	Prbb.g_02105
OG0000969	Syae.g_01785	Prbb.g_02106
OG0000970	Syae.g_01784	Prbb.g_02107
OG0000971	Syae.g_01779	Prbb.g_02108
OG0000972	Syae.g_01778	Prbb.g_02109
OG0000973	Syae.g_01777	Prbb.g_02110
OG0000974	Syae.g_01776	Prbb.g_02111
OG0000975	Syae.g_01775	Prbb.g_02112
OG0000976	Syae.g_01774	Prbb.g_02113
OG0000977	Syae.g_01772	Prbb.g_02114
OG0000978	Syae.g_01771	Prbb.g_02115
OG0000979	Syae.g_01768	Prbb.g_02118
OG0000980	Syae.g_01765	Prbb.g_02120
OG0000981	Syae.g_01762	Prbb.g_02123
OG0000982	Syae.g_01568	Prbb.g_02125
OG0000983	Syae.g_01569	Prbb.g_02126
OG0000984	Syae.g_01570	Prbb.g_02127
OG0000985	Syae.g_01572	Prbb.g_02130
OG0000986	Syae.g_01575	Prbb.g_02132
OG0000987	Syae.g_01577	Prbb.g_02133
OG0000988	Syae.g_01583	Prbb.g_02136
OG0000989	Syae.g_01591	Prbb.g_02140
OG0000990	Syae.g_01606	Prbb.g_02145
OG0000991	Syae.g_01609	Prbb.g_02146
OG0000992	Syae.g_01612	Prbb.g_02149
OG0000993	Syae.g_01613	Prbb.g_02150
OG0000994	Syae.g_01616	Prbb.g_02151
OG0000995	Syae.g_01627	Prbb.g_02155
OG0000996	Syae.g_01667	Prbb.g_02156
OG0000997	Syae.g_01678	Prbb.g_02164
OG0000998	Syae.g_01680	Prbb.g_02166
OG0000999	Syae.g_01683	Prbb.g_02167
OG0001000	Syae.g_01686	Prbb.g_02170
OG0001001	Syae.g_01692	Prbb.g_02173
OG0001002	Syae.g_01699	Prbb.g_02178
OG0001003	Syae.g_01701	Prbb.g_02180
OG0001004	Syae.g_01702	Prbb.g_02181
OG0001005	Syae.g_01703	Prbb.g_02182
OG0001006	Syae.g_01710	Prbb.g_02187
OG0001007	Syae.g_01712	Prbb.g_02189
OG0001008	Syae.g_00993	Prbb.g_00442
OG0001009	Syae.g_01744	Prbb.g_00028
OG0001010	Syae.g_01745	Prbb.g_00029
OG0001011	Syae.g_01747	Prbb.g_00030
OG0001012	Syae.g_01564	Prbb.g_00058
OG0001013	Syae.g_01552	Prbb.g_00063
OG0001014	Syae.g_01548	Prbb.g_00066
OG0001015	Syae.g_01547	Prbb.g_00067
OG0001016	Syae.g_01290	Prbb.g_00128
OG0001017	Syae.g_01296	Prbb.g_00132
OG0001018	Syae.g_01298	Prbb.g_00135
OG0001019	Syae.g_01334	Prbb.g_00144
OG0001020	Syae.g_01340	Prbb.g_00145
OG0001021	Syae.g_01344	Prbb.g_00146
OG0001022	Syae.g_01348	Prbb.g_00149
OG0001023	Syae.g_01349	Prbb.g_00150
OG0001024	Syae.g_01353	Prbb.g_00153
OG0001025	Syae.g_01360	Prbb.g_00160
OG0001026	Syae.g_01373	Prbb.g_00168
OG0001027	Syae.g_01377	Prbb.g_00169
OG0001028	Syae.g_01379	Prbb.g_00171
OG0001029	Syae.g_01381	Prbb.g_00173
OG0001030	Syae.g_01403	Prbb.g_00189
OG0001031	Syae.g_01475	Prbb.g_00243
OG0001032	Syae.g_01479	Prbb.g_00244
OG0001033	Syae.g_01505	Prbb.g_00264
OG0001034	Syae.g_02238	Prbb.g_00293
OG0001035	Syae.g_02006	Prbb.g_00310
OG0001036	Syae.g_02001	Prbb.g_00314
OG0001037	Syae.g_01999	Prbb.g_00315
OG0001038	Syae.g_01971	Prbb.g_00331
OG0001040	Syae.g_01965	Prbb.g_00335
OG0001041	Syae.g_01960	Prbb.g_00339
OG0001042	Syae.g_01935	Prbb.g_00355
OG0001043	Syae.g_01931	Prbb.g_00356
OG0001044	Syae.g_02191	Prbb.g_00393
OG0001045	Syae.g_02204	Prbb.g_00402
OG0001046	Syae.g_00385	Prbb.g_01124
OG0001047	Syae.g_00991	Prbb.g_00444
OG0001048	Syae.g_00990	Prbb.g_00445
OG0001049	Syae.g_00987	Prbb.g_00447
OG0001050	Syae.g_00986	Prbb.g_00448
OG0001051	Syae.g_00985	Prbb.g_00449
OG0001052	Syae.g_02526	Prbb.g_00475
OG0001053	Syae.g_02312	Prbb.g_00488
OG0001054	Syae.g_02329	Prbb.g_00502
OG0001055	Syae.g_02350	Prbb.g_00521
OG0001056	Syae.g_02379	Prbb.g_00539
OG0001057	Syae.g_02388	Prbb.g_00544
OG0001058	Syae.g_02402	Prbb.g_00553
OG0001059	Syae.g_02406	Prbb.g_00557
OG0001060	Syae.g_02412	Prbb.g_00564
OG0001061	Syae.g_02434	Prbb.g_00577
OG0001062	Syae.g_02436	Prbb.g_00579
OG0001063	Syae.g_02440	Prbb.g_00580
OG0001064	Syae.g_02441	Prbb.g_00581
OG0001065	Syae.g_02442	Prbb.g_00582
OG0001066	Syae.g_02443	Prbb.g_00583
OG0001067	Syae.g_02444	Prbb.g_00584
OG0001068	Syae.g_02445	Prbb.g_00585
OG0001069	Syae.g_02446	Prbb.g_00586
OG0001070	Syae.g_02449	Prbb.g_00588
OG0001071	Syae.g_02450	Prbb.g_00589
OG0001072	Syae.g_02454	Prbb.g_00590
OG0001073	Syae.g_02468	Prbb.g_00604
OG0001074	Syae.g_00027	Prbb.g_00616
OG0001075	Syae.g_00029	Prbb.g_00617
OG0001076	Syae.g_00050	Prbb.g_00624
OG0001077	Syae.g_00061	Prbb.g_00629
OG0001078	Syae.g_00075	Prbb.g_00637
OG0001079	Syae.g_00088	Prbb.g_00648
OG0001080	Syae.g_00267	Prbb.g_00654
OG0001081	Syae.g_00615	Prbb.g_00656
OG0001082	Syae.g_00614	Prbb.g_00657
OG0001083	Syae.g_00605	Prbb.g_00662
OG0001084	Syae.g_00604	Prbb.g_00664
OG0001085	Syae.g_00594	Prbb.g_00674
OG0001086	Syae.g_00592	Prbb.g_00675
OG0001087	Syae.g_00751	Prbb.g_00694
OG0001088	Syae.g_00755	Prbb.g_00695
OG0001089	Syae.g_00781	Prbb.g_00705
OG0001090	Syae.g_00471	Prbb.g_00714
OG0001091	Syae.g_00469	Prbb.g_00716
OG0001092	Syae.g_00466	Prbb.g_00717
OG0001093	Syae.g_00460	Prbb.g_00722
OG0001094	Syae.g_00527	Prbb.g_00777
OG0001095	Syae.g_00506	Prbb.g_00796
OG0001096	Syae.g_00490	Prbb.g_00811
OG0001097	Syae.g_00845	Prbb.g_00830
OG0001098	Syae.g_00269	Prbb.g_00847
OG0001099	Syae.g_01380	Prbb.g_00917
OG0001100	Syae.g_00583	Prbb.g_00924
OG0001101	Syae.g_00581	Prbb.g_00926
OG0001102	Syae.g_00578	Prbb.g_00929
OG0001103	Syae.g_00576	Prbb.g_00931
OG0001104	Syae.g_00544	Prbb.g_00763
OG0001105	Syae.g_00540	Prbb.g_00767
OG0001106	Syae.g_00346	Prbb.g_00979
OG0001107	Syae.g_00358	Prbb.g_00989
OG0001108	Syae.g_00366	Prbb.g_00993
OG0001109	Syae.g_00368	Prbb.g_00994
OG0001110	Syae.g_00370	Prbb.g_00996
OG0001111	Syae.g_00372	Prbb.g_00997
OG0001112	Syae.g_00374	Prbb.g_00998
OG0001113	Syae.g_00375	Prbb.g_00999
OG0001114	Syae.g_00376	Prbb.g_01000
OG0001115	Syae.g_00380	Prbb.g_01002
OG0001116	Syae.g_00382	Prbb.g_01003
OG0001117	Syae.g_00383	Prbb.g_01004
