Orthogroup	Syae	Praj
OG0000583	Syae.g_00019	Praj.g_00597
OG0000584	Syae.g_00020	Praj.g_00598
OG0000585	Syae.g_00022	Praj.g_00600
OG0000586	Syae.g_00023	Praj.g_00601
OG0000587	Syae.g_00025	Praj.g_00602
OG0000588	Syae.g_00043	Praj.g_00606
OG0000589	Syae.g_00047	Praj.g_00609
OG0000590	Syae.g_00048	Praj.g_00610
OG0000591	Syae.g_00056	Praj.g_00613
OG0000592	Syae.g_00057	Praj.g_00614
OG0000593	Syae.g_00070	Praj.g_00620
OG0000594	Syae.g_00071	Praj.g_00621
OG0000595	Syae.g_00072	Praj.g_00622
OG0000596	Syae.g_00077	Praj.g_00626
OG0000597	Syae.g_00080	Praj.g_00628
OG0000598	Syae.g_00081	Praj.g_00629
OG0000599	Syae.g_00084	Praj.g_00632
OG0000600	Syae.g_00085	Praj.g_00633
OG0000601	Syae.g_00086	Praj.g_00634
OG0000602	Syae.g_00091	Praj.g_00636
OG0000603	Syae.g_00092	Praj.g_00637
OG0000604	Syae.g_00095	Praj.g_00638
OG0000605	Syae.g_00260	Praj.g_00639
OG0000606	Syae.g_00616	Praj.g_00642
OG0000607	Syae.g_00613	Praj.g_00645
OG0000608	Syae.g_00612	Praj.g_00646
OG0000609	Syae.g_00610	Praj.g_00647
OG0000610	Syae.g_00601	Praj.g_00653
OG0000611	Syae.g_00598	Praj.g_00656
OG0000612	Syae.g_00597	Praj.g_00657
OG0000613	Syae.g_01910	Praj.g_00663
OG0000614	Syae.g_00765	Praj.g_00686
OG0000615	Syae.g_00557	Praj.g_00693
OG0000616	Syae.g_01696	Praj.g_02137
OG0000617	Syae.g_00464	Praj.g_00704
OG0000618	Syae.g_00463	Praj.g_00705
OG0000619	Syae.g_00462	Praj.g_00706
OG0000620	Syae.g_00456	Praj.g_00709
OG0000621	Syae.g_00455	Praj.g_00710
OG0000622	Syae.g_00454	Praj.g_00711
OG0000623	Syae.g_00453	Praj.g_00712
OG0000624	Syae.g_00451	Praj.g_00714
OG0000625	Syae.g_00450	Praj.g_00715
OG0000626	Syae.g_00449	Praj.g_00716
OG0000627	Syae.g_00299	Praj.g_00718
OG0000628	Syae.g_00300	Praj.g_00719
OG0000629	Syae.g_00303	Praj.g_00720
OG0000630	Syae.g_00310	Praj.g_00723
OG0000631	Syae.g_00317	Praj.g_00917
OG0000632	Syae.g_00318	Praj.g_00918
OG0000633	Syae.g_00320	Praj.g_00919
OG0000634	Syae.g_00525	Praj.g_00765
OG0000635	Syae.g_00524	Praj.g_00766
OG0000636	Syae.g_00522	Praj.g_00768
OG0000637	Syae.g_00520	Praj.g_00770
OG0000638	Syae.g_00519	Praj.g_00771
OG0000639	Syae.g_00518	Praj.g_00772
OG0000640	Syae.g_00517	Praj.g_00773
OG0000641	Syae.g_00513	Praj.g_00777
OG0000642	Syae.g_00512	Praj.g_00778
OG0000643	Syae.g_00510	Praj.g_00779
OG0000644	Syae.g_00509	Praj.g_00780
OG0000645	Syae.g_00507	Praj.g_00781
OG0000646	Syae.g_00504	Praj.g_00784
OG0000647	Syae.g_00502	Praj.g_00786
OG0000648	Syae.g_00499	Praj.g_00788
OG0000649	Syae.g_00498	Praj.g_00789
OG0000650	Syae.g_00497	Praj.g_00790
OG0000651	Syae.g_00496	Praj.g_00791
OG0000652	Syae.g_00495	Praj.g_00792
OG0000653	Syae.g_00493	Praj.g_00794
OG0000654	Syae.g_00492	Praj.g_00795
OG0000655	Syae.g_00491	Praj.g_00796
OG0000656	Syae.g_00488	Praj.g_00799
OG0000657	Syae.g_00834	Praj.g_00806
OG0000658	Syae.g_00837	Praj.g_00808
OG0000659	Syae.g_00838	Praj.g_00809
OG0000660	Syae.g_00842	Praj.g_00814
OG0000661	Syae.g_00844	Praj.g_00816
OG0000662	Syae.g_00846	Praj.g_00818
OG0000663	Syae.g_00849	Praj.g_00820
OG0000664	Syae.g_00850	Praj.g_00821
OG0000665	Syae.g_00121	Praj.g_00826
OG0000666	Syae.g_00258	Praj.g_00827
OG0000667	Syae.g_02056	Praj.g_00831
OG0000668	Syae.g_00418	Praj.g_00869
OG0000669	Syae.g_00585	Praj.g_00877
OG0000670	Syae.g_00582	Praj.g_00880
OG0000671	Syae.g_00580	Praj.g_00882
OG0000672	Syae.g_00577	Praj.g_00885
OG0000673	Syae.g_00574	Praj.g_00888
OG0000674	Syae.g_00572	Praj.g_00890
OG0000675	Syae.g_00571	Praj.g_00891
OG0000676	Syae.g_00569	Praj.g_00893
OG0000677	Syae.g_00568	Praj.g_00894
OG0000678	Syae.g_00564	Praj.g_00897
OG0000679	Syae.g_00555	Praj.g_00901
OG0000680	Syae.g_00554	Praj.g_00902
OG0000681	Syae.g_00551	Praj.g_00905
OG0000682	Syae.g_00550	Praj.g_00906
OG0000683	Syae.g_00549	Praj.g_00907
OG0000684	Syae.g_00545	Praj.g_00748
OG0000685	Syae.g_00543	Praj.g_00750
OG0000686	Syae.g_00542	Praj.g_00751
OG0000687	Syae.g_00541	Praj.g_00752
OG0000688	Syae.g_00536	Praj.g_00755
OG0000689	Syae.g_00534	Praj.g_00756
OG0000690	Syae.g_00533	Praj.g_00757
OG0000691	Syae.g_00532	Praj.g_00758
OG0000692	Syae.g_00531	Praj.g_00760
OG0000693	Syae.g_00529	Praj.g_00761
OG0000694	Syae.g_00528	Praj.g_00762
OG0000695	Syae.g_00322	Praj.g_00921
OG0000696	Syae.g_00323	Praj.g_00922
OG0000697	Syae.g_00325	Praj.g_00923
OG0000698	Syae.g_00328	Praj.g_00926
OG0000699	Syae.g_00330	Praj.g_00927
OG0000700	Syae.g_00331	Praj.g_00928
OG0000701	Syae.g_00332	Praj.g_00929
OG0000702	Syae.g_00341	Praj.g_00931
OG0000703	Syae.g_00342	Praj.g_00932
OG0000704	Syae.g_00345	Praj.g_00933
OG0000705	Syae.g_00352	Praj.g_00939
OG0000706	Syae.g_00353	Praj.g_00940
OG0000707	Syae.g_00354	Praj.g_00941
OG0000708	Syae.g_00357	Praj.g_00943
OG0000709	Syae.g_00365	Praj.g_00947
OG0000710	Syae.g_00369	Praj.g_00950
OG0000711	Syae.g_00398	Praj.g_00966
OG0000712	Syae.g_00400	Praj.g_00968
OG0000713	Syae.g_00401	Praj.g_00969
OG0000714	Syae.g_00403	Praj.g_00970
OG0000715	Syae.g_00405	Praj.g_00972
OG0000716	Syae.g_00409	Praj.g_00973
OG0000717	Syae.g_00410	Praj.g_00974
OG0000718	Syae.g_00414	Praj.g_00991
OG0000719	Syae.g_00416	Praj.g_00992
OG0000720	Syae.g_00429	Praj.g_01002
OG0000721	Syae.g_00431	Praj.g_01003
OG0000722	Syae.g_00432	Praj.g_01004
OG0000723	Syae.g_00445	Praj.g_01008
OG0000724	Syae.g_00799	Praj.g_01019
OG0000725	Syae.g_00789	Praj.g_00845
OG0000726	Syae.g_00788	Praj.g_00844
OG0000727	Syae.g_00787	Praj.g_00843
OG0000728	Syae.g_00785	Praj.g_00841
OG0000729	Syae.g_01819	Praj.g_02022
OG0000730	Syae.g_02189	Praj.g_00378
OG0000731	Syae.g_02201	Praj.g_00386
OG0000732	Syae.g_01764	Praj.g_02081
OG0000733	Syae.g_01599	Praj.g_01833
OG0000734	Syae.g_01371	Praj.g_01476
OG0000735	Syae.g_00942	Praj.g_01474
OG0000736	Syae.g_00941	Praj.g_01473
OG0000737	Syae.g_00940	Praj.g_01472
OG0000738	Syae.g_00935	Praj.g_01468
OG0000739	Syae.g_00928	Praj.g_01467
OG0000740	Syae.g_00927	Praj.g_01466
OG0000741	Syae.g_00924	Praj.g_01464
OG0000742	Syae.g_00922	Praj.g_01462
OG0000743	Syae.g_00920	Praj.g_01460
OG0000744	Syae.g_00919	Praj.g_01459
OG0000745	Syae.g_00917	Praj.g_01458
OG0000746	Syae.g_00915	Praj.g_01456
OG0000747	Syae.g_00914	Praj.g_01455
OG0000748	Syae.g_00902	Praj.g_01451
OG0000749	Syae.g_00900	Praj.g_01450
OG0000750	Syae.g_00899	Praj.g_01449
OG0000751	Syae.g_00892	Praj.g_01446
OG0000752	Syae.g_00890	Praj.g_01444
OG0000753	Syae.g_00887	Praj.g_01442
OG0000754	Syae.g_00641	Praj.g_01438
OG0000755	Syae.g_00651	Praj.g_01434
OG0000756	Syae.g_00652	Praj.g_01433
OG0000757	Syae.g_00661	Praj.g_01426
OG0000758	Syae.g_00662	Praj.g_01425
OG0000759	Syae.g_00663	Praj.g_01424
OG0000760	Syae.g_00664	Praj.g_01423
OG0000761	Syae.g_00668	Praj.g_01422
OG0000762	Syae.g_00672	Praj.g_01421
OG0000763	Syae.g_00676	Praj.g_01419
OG0000764	Syae.g_00677	Praj.g_01418
OG0000765	Syae.g_00695	Praj.g_01409
OG0000766	Syae.g_00696	Praj.g_01408
OG0000767	Syae.g_00698	Praj.g_01407
OG0000768	Syae.g_00699	Praj.g_01406
OG0000769	Syae.g_00701	Praj.g_01404
OG0000770	Syae.g_00704	Praj.g_01403
OG0000771	Syae.g_00805	Praj.g_01014
OG0000772	Syae.g_00168	Praj.g_01246
OG0000773	Syae.g_00947	Praj.g_01519
OG0000774	Syae.g_00951	Praj.g_01522
OG0000775	Syae.g_00954	Praj.g_01523
OG0000776	Syae.g_00955	Praj.g_01524
OG0000777	Syae.g_00956	Praj.g_01525
OG0000778	Syae.g_00957	Praj.g_01526
OG0000779	Syae.g_00963	Praj.g_01530
OG0000780	Syae.g_00967	Praj.g_01531
OG0000781	Syae.g_00971	Praj.g_01534
OG0000782	Syae.g_00972	Praj.g_01535
OG0000783	Syae.g_00973	Praj.g_01536
OG0000784	Syae.g_00974	Praj.g_01537
OG0000785	Syae.g_00976	Praj.g_01539
OG0000786	Syae.g_02477	Praj.g_01542
OG0000787	Syae.g_02476	Praj.g_01543
OG0000788	Syae.g_00087	Praj.g_00732
OG0000789	Syae.g_00281	Praj.g_01011
OG0000790	Syae.g_02294	Praj.g_01580
OG0000791	Syae.g_02292	Praj.g_01582
OG0000792	Syae.g_02291	Praj.g_01583
OG0000793	Syae.g_02286	Praj.g_01586
OG0000794	Syae.g_02285	Praj.g_01587
OG0000795	Syae.g_02284	Praj.g_01588
OG0000796	Syae.g_02280	Praj.g_01592
OG0000797	Syae.g_02279	Praj.g_01593
OG0000799	Syae.g_00010	Praj.g_01613
OG0000800	Syae.g_00009	Praj.g_01614
OG0000801	Syae.g_00008	Praj.g_01615
OG0000802	Syae.g_02686	Praj.g_01617
OG0000803	Syae.g_02680	Praj.g_01619
OG0000804	Syae.g_02677	Praj.g_01620
OG0000805	Syae.g_02663	Praj.g_01622
OG0000806	Syae.g_02661	Praj.g_01624
OG0000807	Syae.g_02659	Praj.g_01625
OG0000808	Syae.g_02658	Praj.g_01626
OG0000809	Syae.g_02655	Praj.g_01630
OG0000810	Syae.g_02654	Praj.g_01631
OG0000811	Syae.g_02648	Praj.g_01635
OG0000812	Syae.g_02646	Praj.g_01637
OG0000813	Syae.g_02645	Praj.g_01638
OG0000814	Syae.g_02643	Praj.g_01640
OG0000815	Syae.g_02642	Praj.g_01641
OG0000816	Syae.g_02641	Praj.g_01643
OG0000817	Syae.g_02640	Praj.g_01644
OG0000818	Syae.g_02634	Praj.g_01648
OG0000819	Syae.g_02633	Praj.g_01649
OG0000820	Syae.g_02632	Praj.g_01650
OG0000821	Syae.g_02626	Praj.g_01653
OG0000822	Syae.g_02624	Praj.g_01654
OG0000823	Syae.g_02623	Praj.g_01655
OG0000824	Syae.g_02617	Praj.g_01658
OG0000825	Syae.g_02616	Praj.g_01659
OG0000826	Syae.g_02615	Praj.g_01660
OG0000827	Syae.g_02614	Praj.g_01661
OG0000828	Syae.g_02612	Praj.g_01664
OG0000829	Syae.g_02611	Praj.g_01665
OG0000830	Syae.g_02610	Praj.g_01666
OG0000831	Syae.g_02608	Praj.g_01668
OG0000832	Syae.g_01081	Praj.g_01678
OG0000833	Syae.g_01106	Praj.g_01686
OG0000834	Syae.g_01108	Praj.g_01687
OG0000835	Syae.g_01109	Praj.g_01688
OG0000836	Syae.g_01113	Praj.g_01690
OG0000837	Syae.g_01115	Praj.g_01691
OG0000838	Syae.g_01119	Praj.g_01693
OG0000839	Syae.g_01120	Praj.g_01694
OG0000840	Syae.g_01121	Praj.g_01695
OG0000841	Syae.g_01122	Praj.g_01696
OG0000842	Syae.g_01123	Praj.g_01697
OG0000843	Syae.g_01124	Praj.g_01698
OG0000844	Syae.g_01125	Praj.g_01699
OG0000845	Syae.g_01126	Praj.g_01700
OG0000846	Syae.g_01127	Praj.g_01701
OG0000847	Syae.g_01128	Praj.g_01702
OG0000848	Syae.g_01130	Praj.g_01703
OG0000849	Syae.g_01131	Praj.g_01704
OG0000850	Syae.g_01133	Praj.g_01706
OG0000851	Syae.g_01139	Praj.g_01707
OG0000852	Syae.g_01140	Praj.g_01708
OG0000853	Syae.g_01144	Praj.g_01713
OG0000854	Syae.g_01146	Praj.g_01715
OG0000855	Syae.g_01147	Praj.g_01716
OG0000856	Syae.g_00059	Praj.g_01599
OG0000857	Syae.g_00503	Praj.g_00785
OG0000858	Syae.g_01153	Praj.g_01763
OG0000859	Syae.g_01154	Praj.g_01764
OG0000860	Syae.g_01165	Praj.g_01770
OG0000861	Syae.g_01166	Praj.g_01771
OG0000862	Syae.g_01167	Praj.g_01772
OG0000863	Syae.g_01170	Praj.g_01773
OG0000864	Syae.g_01171	Praj.g_01774
OG0000865	Syae.g_01172	Praj.g_01775
OG0000866	Syae.g_01173	Praj.g_01776
OG0000867	Syae.g_01174	Praj.g_01777
OG0000868	Syae.g_01177	Praj.g_01778
OG0000869	Syae.g_01182	Praj.g_01781
OG0000870	Syae.g_01187	Praj.g_01786
OG0000871	Syae.g_01188	Praj.g_01787
OG0000872	Syae.g_01196	Praj.g_01788
OG0000873	Syae.g_01199	Praj.g_01791
OG0000874	Syae.g_01194	Praj.g_01794
OG0000875	Syae.g_01244	Praj.g_01796
OG0000876	Syae.g_01020	Praj.g_01797
OG0000877	Syae.g_01025	Praj.g_01799
OG0000878	Syae.g_01026	Praj.g_01800
OG0000879	Syae.g_01027	Praj.g_01801
OG0000880	Syae.g_01028	Praj.g_01802
OG0000881	Syae.g_01034	Praj.g_01805
OG0000882	Syae.g_01039	Praj.g_01810
OG0000883	Syae.g_01041	Praj.g_01812
OG0000884	Syae.g_01043	Praj.g_01814
OG0000885	Syae.g_01044	Praj.g_01815
OG0000886	Syae.g_01045	Praj.g_01816
OG0000887	Syae.g_01046	Praj.g_01817
OG0000888	Syae.g_01048	Praj.g_01819
OG0000889	Syae.g_01050	Praj.g_01821
OG0000890	Syae.g_01056	Praj.g_01822
OG0000891	Syae.g_01057	Praj.g_01823
OG0000892	Syae.g_01059	Praj.g_01825
OG0000893	Syae.g_02031	Praj.g_01868
OG0000894	Syae.g_02034	Praj.g_01871
OG0000895	Syae.g_02038	Praj.g_01874
OG0000896	Syae.g_02039	Praj.g_01875
OG0000897	Syae.g_02041	Praj.g_01877
OG0000898	Syae.g_02042	Praj.g_01878
OG0000899	Syae.g_02043	Praj.g_01879
OG0000900	Syae.g_02044	Praj.g_01880
OG0000901	Syae.g_02049	Praj.g_01883
OG0000902	Syae.g_02051	Praj.g_01885
OG0000903	Syae.g_02077	Praj.g_01894
OG0000904	Syae.g_02071	Praj.g_01889
OG0000905	Syae.g_02065	Praj.g_01887
OG0000906	Syae.g_02063	Praj.g_01886
OG0000907	Syae.g_02079	Praj.g_01909
OG0000908	Syae.g_02082	Praj.g_01912
OG0000909	Syae.g_02083	Praj.g_01913
OG0000910	Syae.g_02084	Praj.g_01914
OG0000911	Syae.g_02086	Praj.g_01916
OG0000912	Syae.g_02087	Praj.g_01917
OG0000913	Syae.g_02088	Praj.g_01918
OG0000914	Syae.g_02089	Praj.g_01919
OG0000915	Syae.g_02091	Praj.g_01920
OG0000916	Syae.g_02092	Praj.g_01921
OG0000917	Syae.g_02093	Praj.g_01922
OG0000918	Syae.g_02094	Praj.g_01923
OG0000919	Syae.g_02095	Praj.g_01924
OG0000920	Syae.g_02096	Praj.g_01925
OG0000921	Syae.g_02097	Praj.g_01926
OG0000922	Syae.g_02098	Praj.g_01927
OG0000923	Syae.g_02102	Praj.g_01931
OG0000924	Syae.g_02103	Praj.g_01932
OG0000925	Syae.g_02104	Praj.g_01933
OG0000926	Syae.g_02105	Praj.g_01934
OG0000927	Syae.g_02107	Praj.g_01936
OG0000928	Syae.g_02108	Praj.g_01937
OG0000929	Syae.g_02109	Praj.g_01938
OG0000930	Syae.g_02110	Praj.g_01939
OG0000931	Syae.g_02111	Praj.g_01940
OG0000932	Syae.g_02112	Praj.g_01941
OG0000933	Syae.g_02118	Praj.g_01945
OG0000934	Syae.g_02120	Praj.g_01947
OG0000935	Syae.g_02121	Praj.g_01948
OG0000936	Syae.g_02122	Praj.g_01949
OG0000937	Syae.g_02123	Praj.g_01950
OG0000938	Syae.g_02126	Praj.g_01953
OG0000939	Syae.g_02127	Praj.g_01954
OG0000940	Syae.g_02133	Praj.g_01961
OG0000941	Syae.g_02135	Praj.g_01963
OG0000942	Syae.g_02137	Praj.g_01965
OG0000943	Syae.g_02138	Praj.g_01966
OG0000944	Syae.g_02140	Praj.g_01968
OG0000945	Syae.g_02142	Praj.g_01969
OG0000946	Syae.g_02146	Praj.g_01975
OG0000947	Syae.g_02149	Praj.g_01977
OG0000948	Syae.g_02150	Praj.g_01978
OG0000949	Syae.g_01884	Praj.g_01981
OG0000950	Syae.g_01873	Praj.g_01986
OG0000951	Syae.g_01866	Praj.g_01990
OG0000952	Syae.g_01859	Praj.g_01994
OG0000953	Syae.g_01854	Praj.g_01998
OG0000954	Syae.g_01845	Praj.g_02002
OG0000955	Syae.g_01844	Praj.g_02003
OG0000956	Syae.g_01842	Praj.g_02005
OG0000957	Syae.g_01831	Praj.g_02010
OG0000958	Syae.g_01830	Praj.g_02011
OG0000959	Syae.g_01826	Praj.g_02015
OG0000960	Syae.g_01825	Praj.g_02016
OG0000961	Syae.g_01822	Praj.g_02019
OG0000962	Syae.g_01820	Praj.g_02021
OG0000963	Syae.g_01814	Praj.g_02026
OG0000964	Syae.g_01813	Praj.g_02027
OG0000965	Syae.g_01812	Praj.g_02028
OG0000966	Syae.g_01789	Praj.g_02059
OG0000967	Syae.g_01782	Praj.g_02063
OG0000968	Syae.g_01787	Praj.g_02065
OG0000969	Syae.g_01785	Praj.g_02066
OG0000970	Syae.g_01784	Praj.g_02067
OG0000971	Syae.g_01779	Praj.g_02068
OG0000972	Syae.g_01778	Praj.g_02069
OG0000973	Syae.g_01777	Praj.g_02070
OG0000974	Syae.g_01776	Praj.g_02071
OG0000975	Syae.g_01775	Praj.g_02072
OG0000976	Syae.g_01774	Praj.g_02073
OG0000977	Syae.g_01772	Praj.g_02074
OG0000978	Syae.g_01771	Praj.g_02075
OG0000979	Syae.g_01768	Praj.g_02078
OG0000980	Syae.g_01765	Praj.g_02080
OG0000981	Syae.g_01762	Praj.g_02083
OG0000982	Syae.g_01568	Praj.g_02085
OG0000983	Syae.g_01569	Praj.g_02086
OG0000984	Syae.g_01570	Praj.g_02087
OG0000985	Syae.g_01572	Praj.g_02090
OG0000986	Syae.g_01575	Praj.g_02092
OG0000987	Syae.g_01577	Praj.g_02093
OG0000988	Syae.g_01583	Praj.g_02096
OG0000989	Syae.g_01591	Praj.g_02100
OG0000990	Syae.g_01606	Praj.g_02105
OG0000991	Syae.g_01609	Praj.g_02106
OG0000992	Syae.g_01612	Praj.g_02109
OG0000993	Syae.g_01613	Praj.g_02110
OG0000994	Syae.g_01616	Praj.g_02111
OG0000995	Syae.g_01627	Praj.g_02115
OG0000996	Syae.g_01667	Praj.g_02116
OG0000997	Syae.g_01678	Praj.g_02124
OG0000998	Syae.g_01680	Praj.g_02126
OG0000999	Syae.g_01683	Praj.g_02127
OG0001000	Syae.g_01686	Praj.g_02130, Praj.g_02131
OG0001001	Syae.g_01692	Praj.g_02134
OG0001002	Syae.g_01699	Praj.g_02139
OG0001003	Syae.g_01701	Praj.g_02141
OG0001004	Syae.g_01702	Praj.g_02142
OG0001005	Syae.g_01703	Praj.g_02143
OG0001006	Syae.g_01710	Praj.g_02147
OG0001007	Syae.g_01712	Praj.g_02149
OG0001008	Syae.g_00993	Praj.g_00431
OG0001009	Syae.g_01744	Praj.g_00027
OG0001010	Syae.g_01745	Praj.g_00028
OG0001011	Syae.g_01747	Praj.g_00029
OG0001012	Syae.g_01564	Praj.g_00047
OG0001013	Syae.g_01552	Praj.g_00052
OG0001014	Syae.g_01548	Praj.g_00055
OG0001015	Syae.g_01547	Praj.g_00056
OG0001016	Syae.g_01290	Praj.g_00111
OG0001017	Syae.g_01296	Praj.g_00115
OG0001018	Syae.g_01298	Praj.g_00118
OG0001019	Syae.g_01334	Praj.g_00127
OG0001020	Syae.g_01340	Praj.g_00128
OG0001021	Syae.g_01344	Praj.g_00129
OG0001022	Syae.g_01348	Praj.g_00132
OG0001023	Syae.g_01349	Praj.g_00133
OG0001024	Syae.g_01353	Praj.g_00136
OG0001025	Syae.g_01360	Praj.g_00143
OG0001026	Syae.g_01373	Praj.g_00151
OG0001027	Syae.g_01377	Praj.g_00152
OG0001028	Syae.g_01379	Praj.g_00154
OG0001029	Syae.g_01381	Praj.g_00156
OG0001030	Syae.g_01403	Praj.g_00172
OG0001031	Syae.g_01475	Praj.g_00226
OG0001032	Syae.g_01479	Praj.g_00227
OG0001033	Syae.g_01505	Praj.g_00247
OG0001034	Syae.g_02238	Praj.g_00276
OG0001035	Syae.g_02006	Praj.g_00293
OG0001036	Syae.g_02001	Praj.g_00297
OG0001037	Syae.g_01999	Praj.g_00298
OG0001038	Syae.g_01971	Praj.g_00314
OG0001039	Syae.g_01968	Praj.g_00316
OG0001040	Syae.g_01965	Praj.g_00319
OG0001041	Syae.g_01960	Praj.g_00323
OG0001042	Syae.g_01935	Praj.g_00339
OG0001043	Syae.g_01931	Praj.g_00340
OG0001044	Syae.g_02191	Praj.g_00379
OG0001045	Syae.g_02204	Praj.g_00388
OG0001046	Syae.g_00385	Praj.g_01081
OG0001047	Syae.g_00991	Praj.g_00433
OG0001048	Syae.g_00990	Praj.g_00434
OG0001049	Syae.g_00987	Praj.g_00436
OG0001050	Syae.g_00986	Praj.g_00437
OG0001051	Syae.g_00985	Praj.g_00438
OG0001052	Syae.g_02526	Praj.g_00464
OG0001053	Syae.g_02312	Praj.g_00476
OG0001054	Syae.g_02329	Praj.g_00490
OG0001055	Syae.g_02350	Praj.g_00509
OG0001056	Syae.g_02379	Praj.g_00527
OG0001057	Syae.g_02388	Praj.g_00532
OG0001058	Syae.g_02402	Praj.g_00540
OG0001059	Syae.g_02406	Praj.g_00544
OG0001060	Syae.g_02412	Praj.g_00551
OG0001061	Syae.g_02434	Praj.g_00564
OG0001062	Syae.g_02436	Praj.g_00566
OG0001063	Syae.g_02440	Praj.g_00567
OG0001064	Syae.g_02441	Praj.g_00568
OG0001065	Syae.g_02442	Praj.g_00569
OG0001066	Syae.g_02443	Praj.g_00570
OG0001067	Syae.g_02444	Praj.g_00571
OG0001068	Syae.g_02445	Praj.g_00572
OG0001069	Syae.g_02446	Praj.g_00573
OG0001070	Syae.g_02449	Praj.g_00575
OG0001071	Syae.g_02450	Praj.g_00576
OG0001072	Syae.g_02454	Praj.g_00577
OG0001073	Syae.g_02468	Praj.g_00591
OG0001074	Syae.g_00027	Praj.g_00603
OG0001075	Syae.g_00029	Praj.g_00604
OG0001076	Syae.g_00050	Praj.g_00611
OG0001077	Syae.g_00061	Praj.g_00616
OG0001078	Syae.g_00075	Praj.g_00624
OG0001079	Syae.g_00088	Praj.g_00635
OG0001080	Syae.g_00267	Praj.g_00641
OG0001081	Syae.g_00615	Praj.g_00643
OG0001082	Syae.g_00614	Praj.g_00644
OG0001083	Syae.g_00605	Praj.g_00649
OG0001084	Syae.g_00604	Praj.g_00650
OG0001085	Syae.g_00594	Praj.g_00660
OG0001086	Syae.g_00592	Praj.g_00661
OG0001087	Syae.g_00751	Praj.g_00681
OG0001088	Syae.g_00755	Praj.g_00682
OG0001089	Syae.g_00781	Praj.g_00690
OG0001090	Syae.g_00471	Praj.g_00699
OG0001091	Syae.g_00469	Praj.g_00701
OG0001092	Syae.g_00466	Praj.g_00702
OG0001093	Syae.g_00460	Praj.g_00707
OG0001094	Syae.g_00527	Praj.g_00763
OG0001095	Syae.g_00506	Praj.g_00782
OG0001096	Syae.g_00490	Praj.g_00797
OG0001097	Syae.g_00845	Praj.g_00817
OG0001098	Syae.g_00269	Praj.g_00835
OG0001099	Syae.g_01380	Praj.g_00872
OG0001100	Syae.g_00583	Praj.g_00879
OG0001101	Syae.g_00581	Praj.g_00881
OG0001102	Syae.g_00578	Praj.g_00884
OG0001103	Syae.g_00576	Praj.g_00886
OG0001104	Syae.g_00544	Praj.g_00749
OG0001105	Syae.g_00540	Praj.g_00753
OG0001106	Syae.g_00346	Praj.g_00934
OG0001107	Syae.g_00358	Praj.g_00944
OG0001108	Syae.g_00366	Praj.g_00948
OG0001109	Syae.g_00368	Praj.g_00949
OG0001110	Syae.g_00370	Praj.g_00951
OG0001111	Syae.g_00372	Praj.g_00952
OG0001112	Syae.g_00374	Praj.g_00953
OG0001113	Syae.g_00375	Praj.g_00954
OG0001114	Syae.g_00376	Praj.g_00955
OG0001115	Syae.g_00380	Praj.g_00957
OG0001116	Syae.g_00382	Praj.g_00958
OG0001117	Syae.g_00383	Praj.g_00959
OG0001118	Syae.g_00384	Praj.g_00960
OG0001119	Syae.g_00386	Praj.g_00961
OG0001120	Syae.g_00390	Praj.g_00963
OG0001121	Syae.g_00133	Praj.g_01563
OG0001122	Syae.g_00417	Praj.g_00993
OG0001123	Syae.g_00424	Praj.g_00997
OG0001124	Syae.g_00426	Praj.g_00999
OG0001125	Syae.g_00428	Praj.g_01001
OG0001126	Syae.g_00807	Praj.g_01012
OG0001127	Syae.g_00806	Praj.g_01013
OG0001128	Syae.g_00803	Praj.g_01016
OG0001129	Syae.g_00801	Praj.g_01017
OG0001130	Syae.g_00800	Praj.g_01018
OG0001131	Syae.g_00562	Praj.g_00852
OG0001132	Syae.g_00242	Praj.g_01063
OG0001133	Syae.g_00053	Praj.g_01040
OG0001134	Syae.g_00638	Praj.g_01832
OG0001135	Syae.g_00636	Praj.g_01835
OG0001136	Syae.g_00923	Praj.g_01463
OG0001137	Syae.g_00903	Praj.g_01452
OG0001138	Syae.g_00654	Praj.g_01432
OG0001139	Syae.g_00656	Praj.g_01430
OG0001140	Syae.g_00657	Praj.g_01429
OG0001141	Syae.g_00658	Praj.g_01428
OG0001142	Syae.g_00660	Praj.g_01427
OG0001143	Syae.g_00673	Praj.g_01420
OG0001144	Syae.g_00684	Praj.g_01415
OG0001145	Syae.g_00948	Praj.g_01520
OG0001146	Syae.g_00968	Praj.g_01532
OG0001147	Syae.g_02536	Praj.g_01550
OG0001148	Syae.g_02297	Praj.g_01577
OG0001149	Syae.g_02296	Praj.g_01578
OG0001150	Syae.g_02295	Praj.g_01579
OG0001151	Syae.g_02282	Praj.g_01590
OG0001152	Syae.g_02281	Praj.g_01591
OG0001153	Syae.g_02613	Praj.g_01662
OG0001155	Syae.g_01083	Praj.g_01679
OG0001156	Syae.g_01093	Praj.g_01682
OG0001157	Syae.g_01094	Praj.g_01683
OG0001158	Syae.g_01100	Praj.g_01684
OG0001159	Syae.g_01103	Praj.g_01685
OG0001160	Syae.g_01142	Praj.g_01711
OG0001161	Syae.g_01597	Praj.g_01499
OG0001162	Syae.g_00487	Praj.g_01723
OG0001163	Syae.g_01150	Praj.g_01761
OG0001164	Syae.g_01156	Praj.g_01765
OG0001165	Syae.g_01161	Praj.g_01767
OG0001166	Syae.g_01186	Praj.g_01785
