Orthogroup	Syae	Prbn
OG0000561	Syae.g_02408	Prbn.g_00561
OG0000562	Syae.g_02409	Prbn.g_00560
OG0000563	Syae.g_02410	Prbn.g_00559
OG0000564	Syae.g_02411	Prbn.g_00558
OG0000565	Syae.g_02414	Prbn.g_00556
OG0000566	Syae.g_02418	Prbn.g_00552
OG0000567	Syae.g_02422	Prbn.g_00548
OG0000568	Syae.g_02427	Prbn.g_00547
OG0000569	Syae.g_02428	Prbn.g_00546
OG0000570	Syae.g_02429	Prbn.g_00545
OG0000571	Syae.g_02433	Prbn.g_00543
OG0000572	Syae.g_02448	Prbn.g_00529
OG0000573	Syae.g_02456	Prbn.g_00523
OG0000574	Syae.g_02457	Prbn.g_00522
OG0000575	Syae.g_02461	Prbn.g_00518
OG0000576	Syae.g_02463	Prbn.g_00516
OG0000577	Syae.g_02464	Prbn.g_00515
OG0000578	Syae.g_02465	Prbn.g_00514
OG0000579	Syae.g_02466	Prbn.g_00513
OG0000580	Syae.g_02467	Prbn.g_00512
OG0000581	Syae.g_02473	Prbn.g_00509
OG0000582	Syae.g_00018	Prbn.g_00506
OG0000583	Syae.g_00019	Prbn.g_00505
OG0000584	Syae.g_00020	Prbn.g_00504
OG0000585	Syae.g_00022	Prbn.g_00502
OG0000586	Syae.g_00023	Prbn.g_00501
OG0000587	Syae.g_00025	Prbn.g_00500
OG0000588	Syae.g_00043	Prbn.g_00496
OG0000589	Syae.g_00047	Prbn.g_00494
OG0000590	Syae.g_00048	Prbn.g_00493
OG0000591	Syae.g_00056	Prbn.g_00489
OG0000592	Syae.g_00057	Prbn.g_00488
OG0000593	Syae.g_00070	Prbn.g_00423
OG0000594	Syae.g_00071	Prbn.g_00424
OG0000595	Syae.g_00072	Prbn.g_00425
OG0000596	Syae.g_00077	Prbn.g_00429
OG0000597	Syae.g_00080	Prbn.g_00432
OG0000598	Syae.g_00081	Prbn.g_00433
OG0000599	Syae.g_00084	Prbn.g_00436
OG0000600	Syae.g_00085	Prbn.g_00437
OG0000601	Syae.g_00086	Prbn.g_00438
OG0000602	Syae.g_00091	Prbn.g_00440
OG0000603	Syae.g_00092	Prbn.g_00441
OG0000604	Syae.g_00095	Prbn.g_00442
OG0000605	Syae.g_00260	Prbn.g_00443
OG0000606	Syae.g_00616	Prbn.g_00446
OG0000607	Syae.g_00613	Prbn.g_00449
OG0000608	Syae.g_00612	Prbn.g_00450
OG0000609	Syae.g_00610	Prbn.g_00834
OG0000610	Syae.g_00601	Prbn.g_00840
OG0000611	Syae.g_00598	Prbn.g_00843
OG0000612	Syae.g_00597	Prbn.g_00844
OG0000613	Syae.g_01910	Prbn.g_01591
OG0000614	Syae.g_00765	Prbn.g_01570
OG0000615	Syae.g_00557	Prbn.g_01559
OG0000616	Syae.g_01696	Prbn.g_00905
OG0000617	Syae.g_00464	Prbn.g_00860
OG0000618	Syae.g_00463	Prbn.g_00861
OG0000619	Syae.g_00462	Prbn.g_00862
OG0000620	Syae.g_00456	Prbn.g_01947
OG0000621	Syae.g_00455	Prbn.g_01948
OG0000622	Syae.g_00454	Prbn.g_01949
OG0000623	Syae.g_00453	Prbn.g_01950
OG0000624	Syae.g_00451	Prbn.g_01952
OG0000625	Syae.g_00450	Prbn.g_01345
OG0000626	Syae.g_00449	Prbn.g_01346
OG0000627	Syae.g_00299	Prbn.g_01347
OG0000628	Syae.g_00300	Prbn.g_01348
OG0000629	Syae.g_00303	Prbn.g_01349
OG0000630	Syae.g_00310	Prbn.g_01352
OG0000631	Syae.g_00317	Prbn.g_01445
OG0000632	Syae.g_00318	Prbn.g_01444
OG0000633	Syae.g_00320	Prbn.g_01443
OG0000634	Syae.g_00525	Prbn.g_01550
OG0000635	Syae.g_00524	Prbn.g_01549
OG0000636	Syae.g_00522	Prbn.g_01547
OG0000637	Syae.g_00520	Prbn.g_01545
OG0000638	Syae.g_00519	Prbn.g_01544
OG0000639	Syae.g_00518	Prbn.g_01543
OG0000640	Syae.g_00517	Prbn.g_01542
OG0000641	Syae.g_00513	Prbn.g_01538
OG0000642	Syae.g_00512	Prbn.g_01537
OG0000643	Syae.g_00510	Prbn.g_01536
OG0000644	Syae.g_00509	Prbn.g_01535
OG0000645	Syae.g_00507	Prbn.g_01534
OG0000646	Syae.g_00504	Prbn.g_01532
OG0000647	Syae.g_00502	Prbn.g_01530
OG0000648	Syae.g_00499	Prbn.g_01528
OG0000649	Syae.g_00498	Prbn.g_01527
OG0000650	Syae.g_00497	Prbn.g_01526
OG0000651	Syae.g_00496	Prbn.g_01525
OG0000652	Syae.g_00495	Prbn.g_01524
OG0000653	Syae.g_00493	Prbn.g_01522
OG0000654	Syae.g_00492	Prbn.g_01521
OG0000655	Syae.g_00491	Prbn.g_01520
OG0000656	Syae.g_00488	Prbn.g_01517
OG0000657	Syae.g_00834	Prbn.g_01509
OG0000658	Syae.g_00837	Prbn.g_01507
OG0000659	Syae.g_00838	Prbn.g_01506
OG0000660	Syae.g_00842	Prbn.g_01502
OG0000661	Syae.g_00844	Prbn.g_01500
OG0000662	Syae.g_00846	Prbn.g_01498
OG0000663	Syae.g_00849	Prbn.g_01496
OG0000664	Syae.g_00850	Prbn.g_01495
OG0000665	Syae.g_00121	Prbn.g_01489
OG0000666	Syae.g_00258	Prbn.g_01488
OG0000667	Syae.g_02056	Prbn.g_01484
OG0000668	Syae.g_00418	Prbn.g_01930
OG0000669	Syae.g_00585	Prbn.g_01632
OG0000670	Syae.g_00582	Prbn.g_01629
OG0000671	Syae.g_00580	Prbn.g_01626
OG0000672	Syae.g_00577	Prbn.g_01623
OG0000673	Syae.g_00574	Prbn.g_01620
OG0000674	Syae.g_00572	Prbn.g_01618
OG0000675	Syae.g_00571	Prbn.g_01617
OG0000676	Syae.g_00569	Prbn.g_01615
OG0000677	Syae.g_00568	Prbn.g_01614
OG0000678	Syae.g_00564	Prbn.g_01612
OG0000679	Syae.g_00555	Prbn.g_01608
OG0000680	Syae.g_00554	Prbn.g_01607
OG0000681	Syae.g_00551	Prbn.g_01604
OG0000682	Syae.g_00550	Prbn.g_01603
OG0000683	Syae.g_00549	Prbn.g_01602
OG0000684	Syae.g_00545	Prbn.g_01600
OG0000685	Syae.g_00543	Prbn.g_01598
OG0000686	Syae.g_00542	Prbn.g_01597
OG0000687	Syae.g_00541	Prbn.g_01596
OG0000688	Syae.g_00536	Prbn.g_00848
OG0000689	Syae.g_00534	Prbn.g_00849
OG0000690	Syae.g_00533	Prbn.g_00850
OG0000691	Syae.g_00532	Prbn.g_00851
OG0000692	Syae.g_00531	Prbn.g_00853
OG0000693	Syae.g_00529	Prbn.g_00854
OG0000694	Syae.g_00528	Prbn.g_00855
OG0000695	Syae.g_00322	Prbn.g_01441
OG0000696	Syae.g_00323	Prbn.g_01440
OG0000697	Syae.g_00325	Prbn.g_01439
OG0000698	Syae.g_00328	Prbn.g_01436
OG0000699	Syae.g_00330	Prbn.g_01435
OG0000700	Syae.g_00331	Prbn.g_01434
OG0000701	Syae.g_00332	Prbn.g_01433
OG0000702	Syae.g_00341	Prbn.g_01431
OG0000703	Syae.g_00342	Prbn.g_01430
OG0000704	Syae.g_00345	Prbn.g_01428
OG0000705	Syae.g_00352	Prbn.g_01425
OG0000706	Syae.g_00353	Prbn.g_01424
OG0000707	Syae.g_00354	Prbn.g_01423
OG0000708	Syae.g_00357	Prbn.g_01421
OG0000709	Syae.g_00365	Prbn.g_01417
OG0000710	Syae.g_00369	Prbn.g_01414
OG0000711	Syae.g_00398	Prbn.g_01396
OG0000712	Syae.g_00400	Prbn.g_01395
OG0000713	Syae.g_00401	Prbn.g_01394
OG0000714	Syae.g_00403	Prbn.g_01393
OG0000715	Syae.g_00405	Prbn.g_01391
OG0000716	Syae.g_00409	Prbn.g_01389
OG0000717	Syae.g_00410	Prbn.g_01388
OG0000718	Syae.g_00414	Prbn.g_01384
OG0000719	Syae.g_00416	Prbn.g_01382
OG0000720	Syae.g_00429	Prbn.g_01370
OG0000721	Syae.g_00431	Prbn.g_01366
OG0000722	Syae.g_00432	Prbn.g_01365
OG0000723	Syae.g_00445	Prbn.g_01361
OG0000724	Syae.g_00799	Prbn.g_01466
OG0000725	Syae.g_00789	Prbn.g_01472
OG0000726	Syae.g_00788	Prbn.g_01473
OG0000727	Syae.g_00787	Prbn.g_01474
OG0000728	Syae.g_00785	Prbn.g_01476
OG0000729	Syae.g_01819	Prbn.g_01106
OG0000730	Syae.g_02189	Prbn.g_01147
OG0000731	Syae.g_02201	Prbn.g_00111
OG0000732	Syae.g_01764	Prbn.g_00954
OG0000733	Syae.g_01599	Prbn.g_01651
OG0000734	Syae.g_01371	Prbn.g_01173
OG0000735	Syae.g_00942	Prbn.g_01175
OG0000736	Syae.g_00941	Prbn.g_01176
OG0000737	Syae.g_00940	Prbn.g_01177
OG0000738	Syae.g_00935	Prbn.g_01181
OG0000739	Syae.g_00928	Prbn.g_01182
OG0000740	Syae.g_00927	Prbn.g_01183
OG0000741	Syae.g_00924	Prbn.g_01185
OG0000742	Syae.g_00922	Prbn.g_01188
OG0000743	Syae.g_00920	Prbn.g_01190
OG0000744	Syae.g_00919	Prbn.g_01191
OG0000745	Syae.g_00917	Prbn.g_01192
OG0000746	Syae.g_00915	Prbn.g_01194
OG0000747	Syae.g_00914	Prbn.g_01195
OG0000748	Syae.g_00902	Prbn.g_01199
OG0000749	Syae.g_00900	Prbn.g_01200
OG0000750	Syae.g_00899	Prbn.g_01201
OG0000751	Syae.g_00892	Prbn.g_01204
OG0000752	Syae.g_00890	Prbn.g_01206
OG0000753	Syae.g_00887	Prbn.g_01208
OG0000754	Syae.g_00641	Prbn.g_01211
OG0000755	Syae.g_00651	Prbn.g_00390
OG0000756	Syae.g_00652	Prbn.g_00391
OG0000757	Syae.g_00661	Prbn.g_00398
OG0000758	Syae.g_00662	Prbn.g_00399
OG0000759	Syae.g_00663	Prbn.g_00400
OG0000760	Syae.g_00664	Prbn.g_00401
OG0000761	Syae.g_00668	Prbn.g_00402
OG0000762	Syae.g_00672	Prbn.g_00403
OG0000763	Syae.g_00676	Prbn.g_00405
OG0000764	Syae.g_00677	Prbn.g_00406
OG0000765	Syae.g_00695	Prbn.g_00414
OG0000766	Syae.g_00696	Prbn.g_00415
OG0000767	Syae.g_00698	Prbn.g_00417
OG0000768	Syae.g_00699	Prbn.g_00418
OG0000769	Syae.g_00701	Prbn.g_00420
OG0000770	Syae.g_00704	Prbn.g_00483
OG0000771	Syae.g_00805	Prbn.g_00886
OG0000772	Syae.g_00168	Prbn.g_01671
OG0000773	Syae.g_00947	Prbn.g_01093
OG0000774	Syae.g_00951	Prbn.g_01091
OG0000775	Syae.g_00954	Prbn.g_01089
OG0000776	Syae.g_00955	Prbn.g_01088
OG0000777	Syae.g_00956	Prbn.g_01087
OG0000778	Syae.g_00957	Prbn.g_01086
OG0000779	Syae.g_00963	Prbn.g_01082
OG0000780	Syae.g_00967	Prbn.g_01081
OG0000781	Syae.g_00971	Prbn.g_01077
OG0000782	Syae.g_00972	Prbn.g_01076
OG0000783	Syae.g_00973	Prbn.g_01075
OG0000784	Syae.g_00974	Prbn.g_01074
OG0000785	Syae.g_00976	Prbn.g_01072
OG0000786	Syae.g_02477	Prbn.g_01069
OG0000787	Syae.g_02476	Prbn.g_01068
OG0000788	Syae.g_00087	Prbn.g_00615
OG0000789	Syae.g_00281	Prbn.g_00883
OG0000790	Syae.g_02294	Prbn.g_00155
OG0000791	Syae.g_02292	Prbn.g_00157
OG0000792	Syae.g_02291	Prbn.g_00158
OG0000793	Syae.g_02286	Prbn.g_00161
OG0000794	Syae.g_02285	Prbn.g_00162
OG0000795	Syae.g_02284	Prbn.g_00163
OG0000796	Syae.g_02280	Prbn.g_00167
OG0000797	Syae.g_02279	Prbn.g_00168
OG0000798	Syae.g_01205	Prbn.g_01055
OG0000799	Syae.g_00010	Prbn.g_00195
OG0000800	Syae.g_00009	Prbn.g_00196
OG0000801	Syae.g_00008	Prbn.g_00197
OG0000802	Syae.g_02686	Prbn.g_00199
OG0000803	Syae.g_02680	Prbn.g_00201
OG0000804	Syae.g_02677	Prbn.g_00202
OG0000805	Syae.g_02663	Prbn.g_00204
OG0000806	Syae.g_02661	Prbn.g_00206
OG0000807	Syae.g_02659	Prbn.g_00207
OG0000808	Syae.g_02658	Prbn.g_00208
OG0000809	Syae.g_02655	Prbn.g_00210
OG0000810	Syae.g_02654	Prbn.g_00211
OG0000811	Syae.g_02648	Prbn.g_00215
OG0000812	Syae.g_02646	Prbn.g_00217
OG0000813	Syae.g_02645	Prbn.g_00218
OG0000814	Syae.g_02643	Prbn.g_00220
OG0000815	Syae.g_02642	Prbn.g_00221
OG0000816	Syae.g_02641	Prbn.g_00223
OG0000817	Syae.g_02640	Prbn.g_00224
OG0000818	Syae.g_02634	Prbn.g_00229
OG0000819	Syae.g_02633	Prbn.g_00230
OG0000820	Syae.g_02632	Prbn.g_00231
OG0000821	Syae.g_02626	Prbn.g_00235
OG0000822	Syae.g_02624	Prbn.g_00236
OG0000823	Syae.g_02623	Prbn.g_00237
OG0000824	Syae.g_02617	Prbn.g_00240
OG0000825	Syae.g_02616	Prbn.g_00241
OG0000826	Syae.g_02615	Prbn.g_00242
OG0000827	Syae.g_02614	Prbn.g_00243
OG0000828	Syae.g_02612	Prbn.g_00246
OG0000829	Syae.g_02611	Prbn.g_00247
OG0000830	Syae.g_02610	Prbn.g_00248
OG0000831	Syae.g_02608	Prbn.g_00250
OG0000832	Syae.g_01081	Prbn.g_00260
OG0000833	Syae.g_01106	Prbn.g_00269
OG0000834	Syae.g_01108	Prbn.g_00270
OG0000835	Syae.g_01109	Prbn.g_00271
OG0000836	Syae.g_01113	Prbn.g_00272
OG0000837	Syae.g_01115	Prbn.g_00273
OG0000838	Syae.g_01119	Prbn.g_00275
OG0000839	Syae.g_01120	Prbn.g_00276
OG0000840	Syae.g_01121	Prbn.g_00277
OG0000841	Syae.g_01122	Prbn.g_00278
OG0000842	Syae.g_01123	Prbn.g_00279
OG0000843	Syae.g_01124	Prbn.g_00280
OG0000844	Syae.g_01125	Prbn.g_00281
OG0000845	Syae.g_01126	Prbn.g_00282
OG0000846	Syae.g_01127	Prbn.g_00283
OG0000847	Syae.g_01128	Prbn.g_00284
OG0000848	Syae.g_01130	Prbn.g_00285
OG0000849	Syae.g_01131	Prbn.g_00286
OG0000850	Syae.g_01133	Prbn.g_00288
OG0000851	Syae.g_01139	Prbn.g_00289
OG0000852	Syae.g_01140	Prbn.g_00904
OG0000853	Syae.g_01144	Prbn.g_00898
OG0000854	Syae.g_01146	Prbn.g_00896
OG0000855	Syae.g_01147	Prbn.g_00895
OG0000856	Syae.g_00059	Prbn.g_00486
OG0000857	Syae.g_00503	Prbn.g_01531
OG0000858	Syae.g_01153	Prbn.g_01738
OG0000859	Syae.g_01154	Prbn.g_01739
OG0000860	Syae.g_01165	Prbn.g_01747
OG0000861	Syae.g_01166	Prbn.g_01748
OG0000862	Syae.g_01167	Prbn.g_01749
OG0000863	Syae.g_01170	Prbn.g_01751
OG0000864	Syae.g_01171	Prbn.g_01752
OG0000865	Syae.g_01172	Prbn.g_01753
OG0000866	Syae.g_01173	Prbn.g_01754
OG0000867	Syae.g_01174	Prbn.g_01755
OG0000868	Syae.g_01177	Prbn.g_01757
OG0000869	Syae.g_01182	Prbn.g_01760
OG0000870	Syae.g_01187	Prbn.g_01765
OG0000871	Syae.g_01188	Prbn.g_01766
OG0000872	Syae.g_01196	Prbn.g_01767
OG0000873	Syae.g_01199	Prbn.g_01771
OG0000874	Syae.g_01194	Prbn.g_01774
OG0000875	Syae.g_01244	Prbn.g_01775
OG0000876	Syae.g_01020	Prbn.g_01776
OG0000877	Syae.g_01025	Prbn.g_01778
OG0000878	Syae.g_01026	Prbn.g_01779
OG0000879	Syae.g_01027	Prbn.g_01780
OG0000880	Syae.g_01028	Prbn.g_01781
OG0000881	Syae.g_01034	Prbn.g_01785
OG0000882	Syae.g_01039	Prbn.g_01790
OG0000883	Syae.g_01041	Prbn.g_01792
OG0000884	Syae.g_01043	Prbn.g_01794
OG0000885	Syae.g_01044	Prbn.g_01795
OG0000886	Syae.g_01045	Prbn.g_01796
OG0000887	Syae.g_01046	Prbn.g_01797
OG0000888	Syae.g_01048	Prbn.g_01799
OG0000889	Syae.g_01050	Prbn.g_01801
OG0000890	Syae.g_01056	Prbn.g_01802
OG0000891	Syae.g_01057	Prbn.g_01803
OG0000892	Syae.g_01059	Prbn.g_01805
OG0000893	Syae.g_02031	Prbn.g_01809
OG0000894	Syae.g_02034	Prbn.g_01812
OG0000895	Syae.g_02038	Prbn.g_01816
OG0000896	Syae.g_02039	Prbn.g_01817
OG0000897	Syae.g_02041	Prbn.g_01819
OG0000898	Syae.g_02042	Prbn.g_01820
OG0000899	Syae.g_02043	Prbn.g_01821
OG0000900	Syae.g_02044	Prbn.g_01822
OG0000901	Syae.g_02049	Prbn.g_01825
OG0000902	Syae.g_02051	Prbn.g_01827
OG0000903	Syae.g_02077	Prbn.g_01831
OG0000904	Syae.g_02071	Prbn.g_01835
OG0000905	Syae.g_02065	Prbn.g_01829
OG0000906	Syae.g_02063	Prbn.g_01828
OG0000907	Syae.g_02079	Prbn.g_01838
OG0000908	Syae.g_02082	Prbn.g_01841
OG0000909	Syae.g_02083	Prbn.g_01842
OG0000910	Syae.g_02084	Prbn.g_01843
OG0000911	Syae.g_02086	Prbn.g_01845
OG0000912	Syae.g_02087	Prbn.g_01846
OG0000913	Syae.g_02088	Prbn.g_01847
OG0000914	Syae.g_02089	Prbn.g_01848
OG0000915	Syae.g_02091	Prbn.g_01849
OG0000916	Syae.g_02092	Prbn.g_01850
OG0000917	Syae.g_02093	Prbn.g_01851
OG0000918	Syae.g_02094	Prbn.g_01852
OG0000919	Syae.g_02095	Prbn.g_01853
OG0000920	Syae.g_02096	Prbn.g_01854
OG0000921	Syae.g_02097	Prbn.g_01855
OG0000922	Syae.g_02098	Prbn.g_01856
OG0000923	Syae.g_02102	Prbn.g_01860
OG0000924	Syae.g_02103	Prbn.g_01861
OG0000925	Syae.g_02104	Prbn.g_01862
OG0000926	Syae.g_02105	Prbn.g_01863
OG0000927	Syae.g_02107	Prbn.g_01865
OG0000928	Syae.g_02108	Prbn.g_01866
OG0000929	Syae.g_02109	Prbn.g_01867
OG0000930	Syae.g_02110	Prbn.g_01868
OG0000931	Syae.g_02111	Prbn.g_01869
OG0000932	Syae.g_02112	Prbn.g_01870
OG0000933	Syae.g_02118	Prbn.g_01874
OG0000934	Syae.g_02120	Prbn.g_01876
OG0000935	Syae.g_02121	Prbn.g_01877
OG0000936	Syae.g_02122	Prbn.g_01878
OG0000937	Syae.g_02123	Prbn.g_01879
OG0000938	Syae.g_02126	Prbn.g_01882
OG0000939	Syae.g_02127	Prbn.g_01883
OG0000940	Syae.g_02133	Prbn.g_01890
OG0000941	Syae.g_02135	Prbn.g_01892
OG0000942	Syae.g_02137	Prbn.g_01894
OG0000943	Syae.g_02138	Prbn.g_01895
OG0000944	Syae.g_02140	Prbn.g_01897
OG0000945	Syae.g_02142	Prbn.g_01898
OG0000946	Syae.g_02146	Prbn.g_01903
OG0000947	Syae.g_02149	Prbn.g_01905
OG0000948	Syae.g_02150	Prbn.g_01906
OG0000949	Syae.g_01884	Prbn.g_01909
OG0000950	Syae.g_01873	Prbn.g_01916
OG0000951	Syae.g_01866	Prbn.g_01920
OG0000952	Syae.g_01859	Prbn.g_01015
OG0000953	Syae.g_01854	Prbn.g_01011
OG0000954	Syae.g_01845	Prbn.g_01007
OG0000955	Syae.g_01844	Prbn.g_01006
OG0000956	Syae.g_01842	Prbn.g_01004
OG0000957	Syae.g_01831	Prbn.g_00998
OG0000958	Syae.g_01830	Prbn.g_00997
OG0000959	Syae.g_01826	Prbn.g_00993
OG0000960	Syae.g_01825	Prbn.g_00992
OG0000961	Syae.g_01822	Prbn.g_00989
OG0000962	Syae.g_01820	Prbn.g_00987
OG0000963	Syae.g_01814	Prbn.g_00983
OG0000964	Syae.g_01813	Prbn.g_00982
OG0000965	Syae.g_01812	Prbn.g_00981
OG0000966	Syae.g_01789	Prbn.g_00975
OG0000967	Syae.g_01782	Prbn.g_00971
OG0000968	Syae.g_01787	Prbn.g_00969
OG0000969	Syae.g_01785	Prbn.g_00968
OG0000970	Syae.g_01784	Prbn.g_00967
OG0000971	Syae.g_01779	Prbn.g_00966
OG0000972	Syae.g_01778	Prbn.g_00965
OG0000973	Syae.g_01777	Prbn.g_00964
OG0000974	Syae.g_01776	Prbn.g_00963
OG0000975	Syae.g_01775	Prbn.g_00962
OG0000976	Syae.g_01774	Prbn.g_00961
OG0000977	Syae.g_01772	Prbn.g_00960
OG0000978	Syae.g_01771	Prbn.g_00959
OG0000979	Syae.g_01768	Prbn.g_00957
OG0000980	Syae.g_01765	Prbn.g_00955
OG0000981	Syae.g_01762	Prbn.g_00952
OG0000982	Syae.g_01568	Prbn.g_00950
OG0000983	Syae.g_01569	Prbn.g_00949
OG0000984	Syae.g_01570	Prbn.g_00948
OG0000985	Syae.g_01572	Prbn.g_00945
OG0000986	Syae.g_01575	Prbn.g_00943
OG0000987	Syae.g_01577	Prbn.g_00942
OG0000988	Syae.g_01583	Prbn.g_00939
OG0000989	Syae.g_01591	Prbn.g_00935
OG0000990	Syae.g_01606	Prbn.g_00931
OG0000991	Syae.g_01609	Prbn.g_00930
OG0000992	Syae.g_01612	Prbn.g_00927
OG0000993	Syae.g_01613	Prbn.g_00926
OG0000994	Syae.g_01616	Prbn.g_00925
OG0000995	Syae.g_01627	Prbn.g_00921
OG0000996	Syae.g_01667	Prbn.g_00920
OG0000997	Syae.g_01678	Prbn.g_00917
OG0000998	Syae.g_01680	Prbn.g_00915
OG0000999	Syae.g_01683	Prbn.g_00914
OG0001000	Syae.g_01686	Prbn.g_00911
OG0001001	Syae.g_01692	Prbn.g_00908
OG0001002	Syae.g_01699	Prbn.g_00291
OG0001003	Syae.g_01701	Prbn.g_00292
OG0001004	Syae.g_01702	Prbn.g_00293
OG0001005	Syae.g_01703	Prbn.g_00294
OG0001006	Syae.g_01710	Prbn.g_00298
OG0001007	Syae.g_01712	Prbn.g_00300
OG0001008	Syae.g_00993	Prbn.g_00676
OG0001009	Syae.g_01744	Prbn.g_00755
OG0001010	Syae.g_01745	Prbn.g_00754
OG0001011	Syae.g_01747	Prbn.g_00752
OG0001012	Syae.g_01564	Prbn.g_00738
OG0001013	Syae.g_01552	Prbn.g_00731
OG0001014	Syae.g_01548	Prbn.g_00728
OG0001015	Syae.g_01547	Prbn.g_00726
OG0001016	Syae.g_01290	Prbn.g_00704
OG0001017	Syae.g_01296	Prbn.g_01343
OG0001018	Syae.g_01298	Prbn.g_01341
OG0001019	Syae.g_01334	Prbn.g_01332
OG0001020	Syae.g_01340	Prbn.g_01331
OG0001021	Syae.g_01344	Prbn.g_01330
OG0001022	Syae.g_01348	Prbn.g_01327
OG0001023	Syae.g_01349	Prbn.g_01326
OG0001024	Syae.g_01353	Prbn.g_01322
OG0001025	Syae.g_01360	Prbn.g_01315
OG0001026	Syae.g_01373	Prbn.g_01306
OG0001027	Syae.g_01377	Prbn.g_01305
OG0001028	Syae.g_01379	Prbn.g_01303
OG0001029	Syae.g_01381	Prbn.g_01302
OG0001030	Syae.g_01403	Prbn.g_01286
OG0001031	Syae.g_01475	Prbn.g_00367
OG0001032	Syae.g_01479	Prbn.g_00366
OG0001033	Syae.g_01505	Prbn.g_00345
OG0001034	Syae.g_02238	Prbn.g_00314
OG0001035	Syae.g_02006	Prbn.g_00021
OG0001036	Syae.g_02001	Prbn.g_00025
OG0001037	Syae.g_01999	Prbn.g_00026
OG0001038	Syae.g_01971	Prbn.g_00045
OG0001039	Syae.g_01968	Prbn.g_00048
OG0001040	Syae.g_01965	Prbn.g_00050
OG0001041	Syae.g_01960	Prbn.g_00055
OG0001042	Syae.g_01935	Prbn.g_00072
OG0001043	Syae.g_01931	Prbn.g_00073
OG0001044	Syae.g_02191	Prbn.g_00104
OG0001045	Syae.g_02204	Prbn.g_00113
OG0001046	Syae.g_00385	Prbn.g_01697
OG0001047	Syae.g_00991	Prbn.g_00674
OG0001048	Syae.g_00990	Prbn.g_00673
OG0001049	Syae.g_00987	Prbn.g_00671
OG0001050	Syae.g_00986	Prbn.g_00670
OG0001051	Syae.g_00985	Prbn.g_00669
OG0001052	Syae.g_02526	Prbn.g_00643
OG0001053	Syae.g_02312	Prbn.g_00631
OG0001054	Syae.g_02329	Prbn.g_00616
OG0001055	Syae.g_02350	Prbn.g_00597
OG0001056	Syae.g_02379	Prbn.g_00580
OG0001057	Syae.g_02388	Prbn.g_00575
OG0001058	Syae.g_02402	Prbn.g_00567
OG0001059	Syae.g_02406	Prbn.g_00563
OG0001060	Syae.g_02412	Prbn.g_00557
OG0001061	Syae.g_02434	Prbn.g_00542
OG0001062	Syae.g_02436	Prbn.g_00540
OG0001063	Syae.g_02440	Prbn.g_00538
OG0001064	Syae.g_02441	Prbn.g_00537
OG0001065	Syae.g_02442	Prbn.g_00536
OG0001066	Syae.g_02443	Prbn.g_00535
OG0001067	Syae.g_02444	Prbn.g_00534
OG0001068	Syae.g_02445	Prbn.g_00533
OG0001069	Syae.g_02446	Prbn.g_00532
OG0001070	Syae.g_02449	Prbn.g_00528
OG0001071	Syae.g_02450	Prbn.g_00527
OG0001072	Syae.g_02454	Prbn.g_00525
OG0001073	Syae.g_02468	Prbn.g_00511
OG0001074	Syae.g_00027	Prbn.g_00499
OG0001075	Syae.g_00029	Prbn.g_00498
OG0001076	Syae.g_00050	Prbn.g_00491
OG0001077	Syae.g_00061	Prbn.g_00485
OG0001078	Syae.g_00075	Prbn.g_00427
OG0001079	Syae.g_00088	Prbn.g_00439
OG0001080	Syae.g_00267	Prbn.g_00445
OG0001081	Syae.g_00615	Prbn.g_00447
OG0001082	Syae.g_00614	Prbn.g_00448
OG0001083	Syae.g_00605	Prbn.g_00836
OG0001084	Syae.g_00604	Prbn.g_00837
OG0001085	Syae.g_00594	Prbn.g_01594
OG0001086	Syae.g_00592	Prbn.g_01593
OG0001087	Syae.g_00751	Prbn.g_01575
OG0001088	Syae.g_00755	Prbn.g_01574
OG0001089	Syae.g_00781	Prbn.g_01563
OG0001090	Syae.g_00471	Prbn.g_01553
OG0001091	Syae.g_00469	Prbn.g_00857
OG0001092	Syae.g_00466	Prbn.g_00858
OG0001093	Syae.g_00460	Prbn.g_00863
OG0001094	Syae.g_00527	Prbn.g_00856
OG0001095	Syae.g_00506	Prbn.g_01533
OG0001096	Syae.g_00490	Prbn.g_01519
OG0001097	Syae.g_00845	Prbn.g_01499
OG0001098	Syae.g_00269	Prbn.g_01480
OG0001099	Syae.g_01380	Prbn.g_01925
OG0001100	Syae.g_00583	Prbn.g_01630
OG0001101	Syae.g_00581	Prbn.g_01627
OG0001102	Syae.g_00578	Prbn.g_01624
OG0001103	Syae.g_00576	Prbn.g_01622
OG0001104	Syae.g_00544	Prbn.g_01599
OG0001105	Syae.g_00540	Prbn.g_01595
OG0001106	Syae.g_00346	Prbn.g_01427
OG0001107	Syae.g_00358	Prbn.g_01420
OG0001108	Syae.g_00366	Prbn.g_01416
OG0001109	Syae.g_00368	Prbn.g_01415
OG0001110	Syae.g_00370	Prbn.g_01413
OG0001111	Syae.g_00372	Prbn.g_01412
OG0001112	Syae.g_00374	Prbn.g_01411
OG0001113	Syae.g_00375	Prbn.g_01410
OG0001114	Syae.g_00376	Prbn.g_01409
OG0001115	Syae.g_00380	Prbn.g_01407
OG0001116	Syae.g_00382	Prbn.g_01406
OG0001117	Syae.g_00383	Prbn.g_01405
OG0001118	Syae.g_00384	Prbn.g_01404
OG0001119	Syae.g_00386	Prbn.g_01403
