Orthogroup	Syae	Prbh
OG0000562	Syae.g_02409	Prbh.g_00274
OG0000563	Syae.g_02410	Prbh.g_00273
OG0000564	Syae.g_02411	Prbh.g_00272
OG0000565	Syae.g_02414	Prbh.g_00269
OG0000566	Syae.g_02418	Prbh.g_00265
OG0000567	Syae.g_02422	Prbh.g_00261
OG0000568	Syae.g_02427	Prbh.g_00260
OG0000569	Syae.g_02428	Prbh.g_00259
OG0000570	Syae.g_02429	Prbh.g_00258
OG0000571	Syae.g_02433	Prbh.g_00256
OG0000572	Syae.g_02448	Prbh.g_00244
OG0000573	Syae.g_02456	Prbh.g_00238
OG0000574	Syae.g_02457	Prbh.g_00237
OG0000575	Syae.g_02461	Prbh.g_00233
OG0000576	Syae.g_02463	Prbh.g_00231
OG0000577	Syae.g_02464	Prbh.g_00230
OG0000578	Syae.g_02465	Prbh.g_00229
OG0000579	Syae.g_02466	Prbh.g_00228
OG0000580	Syae.g_02467	Prbh.g_00227
OG0000581	Syae.g_02473	Prbh.g_00224
OG0000582	Syae.g_00018	Prbh.g_00221
OG0000583	Syae.g_00019	Prbh.g_00220
OG0000584	Syae.g_00020	Prbh.g_00219
OG0000585	Syae.g_00022	Prbh.g_00217
OG0000586	Syae.g_00023	Prbh.g_00216
OG0000587	Syae.g_00025	Prbh.g_00215
OG0000588	Syae.g_00043	Prbh.g_01465
OG0000589	Syae.g_00047	Prbh.g_01462
OG0000590	Syae.g_00048	Prbh.g_01461
OG0000591	Syae.g_00056	Prbh.g_01457
OG0000592	Syae.g_00057	Prbh.g_01456
OG0000593	Syae.g_00070	Prbh.g_01221
OG0000594	Syae.g_00071	Prbh.g_01220
OG0000595	Syae.g_00072	Prbh.g_01219
OG0000596	Syae.g_00077	Prbh.g_01216
OG0000597	Syae.g_00080	Prbh.g_01213
OG0000598	Syae.g_00081	Prbh.g_01212
OG0000599	Syae.g_00084	Prbh.g_01209
OG0000600	Syae.g_00085	Prbh.g_01208
OG0000601	Syae.g_00086	Prbh.g_01207
OG0000602	Syae.g_00091	Prbh.g_01205
OG0000603	Syae.g_00092	Prbh.g_01204
OG0000604	Syae.g_00095	Prbh.g_01203
OG0000605	Syae.g_00260	Prbh.g_01202
OG0000606	Syae.g_00616	Prbh.g_01199
OG0000607	Syae.g_00613	Prbh.g_01196
OG0000608	Syae.g_00612	Prbh.g_01195
OG0000609	Syae.g_00610	Prbh.g_01194
OG0000610	Syae.g_00601	Prbh.g_01188
OG0000611	Syae.g_00598	Prbh.g_01185
OG0000612	Syae.g_00597	Prbh.g_01184
OG0000613	Syae.g_01910	Prbh.g_00907
OG0000614	Syae.g_00765	Prbh.g_00928
OG0000615	Syae.g_00557	Prbh.g_00939
OG0000616	Syae.g_01696	Prbh.g_01487
OG0000617	Syae.g_00464	Prbh.g_01167
OG0000618	Syae.g_00463	Prbh.g_01166
OG0000619	Syae.g_00462	Prbh.g_01165
OG0000620	Syae.g_00456	Prbh.g_01162
OG0000621	Syae.g_00455	Prbh.g_01161
OG0000622	Syae.g_00454	Prbh.g_01160
OG0000623	Syae.g_00453	Prbh.g_01159
OG0000624	Syae.g_00451	Prbh.g_01157
OG0000625	Syae.g_00450	Prbh.g_01156
OG0000626	Syae.g_00449	Prbh.g_01155
OG0000627	Syae.g_00299	Prbh.g_01154
OG0000628	Syae.g_00300	Prbh.g_01153
OG0000629	Syae.g_00303	Prbh.g_01151
OG0000630	Syae.g_00310	Prbh.g_01148
OG0000631	Syae.g_00317	Prbh.g_01056
OG0000632	Syae.g_00318	Prbh.g_01057
OG0000633	Syae.g_00320	Prbh.g_01058
OG0000634	Syae.g_00525	Prbh.g_00949
OG0000635	Syae.g_00524	Prbh.g_00950
OG0000636	Syae.g_00522	Prbh.g_00952
OG0000637	Syae.g_00520	Prbh.g_00954
OG0000638	Syae.g_00519	Prbh.g_00955
OG0000639	Syae.g_00518	Prbh.g_00956
OG0000640	Syae.g_00517	Prbh.g_00957
OG0000641	Syae.g_00513	Prbh.g_00961
OG0000642	Syae.g_00512	Prbh.g_00962
OG0000643	Syae.g_00510	Prbh.g_00963
OG0000644	Syae.g_00509	Prbh.g_00964
OG0000645	Syae.g_00507	Prbh.g_00965
OG0000646	Syae.g_00504	Prbh.g_00967
OG0000647	Syae.g_00502	Prbh.g_00969
OG0000648	Syae.g_00499	Prbh.g_00971
OG0000649	Syae.g_00498	Prbh.g_00972
OG0000650	Syae.g_00497	Prbh.g_00973
OG0000651	Syae.g_00496	Prbh.g_00974
OG0000652	Syae.g_00495	Prbh.g_00975
OG0000653	Syae.g_00493	Prbh.g_00977
OG0000654	Syae.g_00492	Prbh.g_00978
OG0000655	Syae.g_00491	Prbh.g_00979
OG0000656	Syae.g_00488	Prbh.g_00982
OG0000657	Syae.g_00834	Prbh.g_00989
OG0000658	Syae.g_00837	Prbh.g_00991
OG0000659	Syae.g_00838	Prbh.g_00992
OG0000660	Syae.g_00842	Prbh.g_00996
OG0000661	Syae.g_00844	Prbh.g_00998
OG0000662	Syae.g_00846	Prbh.g_01001
OG0000663	Syae.g_00849	Prbh.g_01003
OG0000664	Syae.g_00850	Prbh.g_01004
OG0000665	Syae.g_00121	Prbh.g_01010
OG0000666	Syae.g_00258	Prbh.g_01011
OG0000667	Syae.g_02056	Prbh.g_01015
OG0000668	Syae.g_00418	Prbh.g_00857
OG0000669	Syae.g_00585	Prbh.g_00868
OG0000670	Syae.g_00582	Prbh.g_00871
OG0000671	Syae.g_00580	Prbh.g_00873
OG0000672	Syae.g_00577	Prbh.g_00876
OG0000673	Syae.g_00574	Prbh.g_00879
OG0000674	Syae.g_00572	Prbh.g_00881
OG0000675	Syae.g_00571	Prbh.g_00882
OG0000676	Syae.g_00569	Prbh.g_00884
OG0000677	Syae.g_00568	Prbh.g_00885
OG0000678	Syae.g_00564	Prbh.g_00887
OG0000679	Syae.g_00555	Prbh.g_00891
OG0000680	Syae.g_00554	Prbh.g_00892
OG0000681	Syae.g_00551	Prbh.g_00895
OG0000682	Syae.g_00550	Prbh.g_00896
OG0000683	Syae.g_00549	Prbh.g_00897
OG0000684	Syae.g_00545	Prbh.g_00898
OG0000685	Syae.g_00543	Prbh.g_00900
OG0000686	Syae.g_00542	Prbh.g_00901
OG0000687	Syae.g_00541	Prbh.g_00902
OG0000688	Syae.g_00536	Prbh.g_01179
OG0000689	Syae.g_00534	Prbh.g_01178
OG0000690	Syae.g_00533	Prbh.g_01177
OG0000691	Syae.g_00532	Prbh.g_01176
OG0000692	Syae.g_00531	Prbh.g_01174
OG0000693	Syae.g_00529	Prbh.g_01173
OG0000694	Syae.g_00528	Prbh.g_01172
OG0000695	Syae.g_00322	Prbh.g_01060
OG0000696	Syae.g_00323	Prbh.g_01061
OG0000697	Syae.g_00325	Prbh.g_01062
OG0000698	Syae.g_00328	Prbh.g_01065
OG0000699	Syae.g_00330	Prbh.g_01066
OG0000700	Syae.g_00331	Prbh.g_01067
OG0000701	Syae.g_00332	Prbh.g_01068
OG0000702	Syae.g_00341	Prbh.g_01070
OG0000703	Syae.g_00342	Prbh.g_01071
OG0000704	Syae.g_00345	Prbh.g_01073
OG0000705	Syae.g_00352	Prbh.g_01079
OG0000706	Syae.g_00353	Prbh.g_01080
OG0000707	Syae.g_00354	Prbh.g_01081
OG0000708	Syae.g_00357	Prbh.g_01083
OG0000709	Syae.g_00365	Prbh.g_01087
OG0000710	Syae.g_00369	Prbh.g_01090
OG0000711	Syae.g_00398	Prbh.g_01106
OG0000712	Syae.g_00400	Prbh.g_01107
OG0000713	Syae.g_00401	Prbh.g_01108
OG0000714	Syae.g_00403	Prbh.g_01109
OG0000715	Syae.g_00405	Prbh.g_01111
OG0000716	Syae.g_00409	Prbh.g_01113
OG0000717	Syae.g_00410	Prbh.g_01114
OG0000718	Syae.g_00414	Prbh.g_01116
OG0000719	Syae.g_00416	Prbh.g_01118
OG0000720	Syae.g_00429	Prbh.g_01129
OG0000721	Syae.g_00431	Prbh.g_01133
OG0000722	Syae.g_00432	Prbh.g_01134
OG0000723	Syae.g_00445	Prbh.g_01138
OG0000724	Syae.g_00799	Prbh.g_01036
OG0000725	Syae.g_00789	Prbh.g_01030
OG0000726	Syae.g_00788	Prbh.g_01029
OG0000727	Syae.g_00787	Prbh.g_01028
OG0000728	Syae.g_00785	Prbh.g_01026
OG0000729	Syae.g_01819	Prbh.g_01351
OG0000730	Syae.g_02189	Prbh.g_01325
OG0000731	Syae.g_02201	Prbh.g_00432
OG0000733	Syae.g_01599	Prbh.g_01867
OG0000734	Syae.g_01371	Prbh.g_01299
OG0000735	Syae.g_00942	Prbh.g_01297
OG0000736	Syae.g_00941	Prbh.g_01296
OG0000737	Syae.g_00940	Prbh.g_01295
OG0000738	Syae.g_00935	Prbh.g_01291
OG0000739	Syae.g_00928	Prbh.g_01290
OG0000740	Syae.g_00927	Prbh.g_01289
OG0000741	Syae.g_00924	Prbh.g_01287
OG0000742	Syae.g_00922	Prbh.g_01284
OG0000743	Syae.g_00920	Prbh.g_01282
OG0000744	Syae.g_00919	Prbh.g_01280
OG0000745	Syae.g_00917	Prbh.g_01279
OG0000746	Syae.g_00915	Prbh.g_01277
OG0000747	Syae.g_00914	Prbh.g_01276
OG0000748	Syae.g_00902	Prbh.g_01272
OG0000749	Syae.g_00900	Prbh.g_01271
OG0000750	Syae.g_00899	Prbh.g_01270
OG0000751	Syae.g_00892	Prbh.g_01267
OG0000752	Syae.g_00890	Prbh.g_01265
OG0000753	Syae.g_00887	Prbh.g_01262
OG0000754	Syae.g_00641	Prbh.g_01260
OG0000755	Syae.g_00651	Prbh.g_01254
OG0000756	Syae.g_00652	Prbh.g_01253
OG0000757	Syae.g_00661	Prbh.g_01246
OG0000758	Syae.g_00662	Prbh.g_01245
OG0000759	Syae.g_00663	Prbh.g_01244
OG0000760	Syae.g_00664	Prbh.g_01243
OG0000761	Syae.g_00668	Prbh.g_01242
OG0000762	Syae.g_00672	Prbh.g_01241
OG0000763	Syae.g_00676	Prbh.g_01239
OG0000764	Syae.g_00677	Prbh.g_01238
OG0000765	Syae.g_00695	Prbh.g_01230
OG0000766	Syae.g_00696	Prbh.g_01229
OG0000767	Syae.g_00698	Prbh.g_01227
OG0000768	Syae.g_00699	Prbh.g_01226
OG0000769	Syae.g_00701	Prbh.g_01224
OG0000770	Syae.g_00704	Prbh.g_01451
OG0000771	Syae.g_00805	Prbh.g_01397
OG0000772	Syae.g_00168	Prbh.g_01845
OG0000773	Syae.g_00947	Prbh.g_01364
OG0000774	Syae.g_00951	Prbh.g_01366
OG0000775	Syae.g_00954	Prbh.g_01368
OG0000776	Syae.g_00955	Prbh.g_01369
OG0000777	Syae.g_00956	Prbh.g_01370
OG0000778	Syae.g_00957	Prbh.g_01371
OG0000779	Syae.g_00963	Prbh.g_01375
OG0000780	Syae.g_00967	Prbh.g_01376
OG0000781	Syae.g_00971	Prbh.g_01379
OG0000782	Syae.g_00972	Prbh.g_01380
OG0000783	Syae.g_00973	Prbh.g_01381
OG0000784	Syae.g_00974	Prbh.g_01382
OG0000785	Syae.g_00976	Prbh.g_01384
OG0000786	Syae.g_02477	Prbh.g_01387
OG0000787	Syae.g_02476	Prbh.g_01388
OG0000788	Syae.g_00087	Prbh.g_00206
OG0000789	Syae.g_00281	Prbh.g_00196
OG0000790	Syae.g_02294	Prbh.g_00014
OG0000791	Syae.g_02292	Prbh.g_00016
OG0000792	Syae.g_02291	Prbh.g_00017
OG0000793	Syae.g_02286	Prbh.g_00021
OG0000794	Syae.g_02285	Prbh.g_00022
OG0000795	Syae.g_02284	Prbh.g_00023
OG0000796	Syae.g_02280	Prbh.g_00027
OG0000797	Syae.g_02279	Prbh.g_00028
OG0000798	Syae.g_01972	Prbh.g_00033
OG0000798	Syae.g_01205	Prbh.g_00062
OG0000799	Syae.g_00010	Prbh.g_00079
OG0000800	Syae.g_00009	Prbh.g_00080
OG0000801	Syae.g_00008	Prbh.g_00081
OG0000802	Syae.g_02686	Prbh.g_00083
OG0000803	Syae.g_02680	Prbh.g_00085
OG0000804	Syae.g_02677	Prbh.g_00086
OG0000805	Syae.g_02663	Prbh.g_00088
OG0000806	Syae.g_02661	Prbh.g_00090
OG0000807	Syae.g_02659	Prbh.g_00091
OG0000808	Syae.g_02658	Prbh.g_00092
OG0000809	Syae.g_02655	Prbh.g_00094
OG0000810	Syae.g_02654	Prbh.g_00095
OG0000811	Syae.g_02648	Prbh.g_00102
OG0000812	Syae.g_02646	Prbh.g_00104
OG0000813	Syae.g_02645	Prbh.g_00105
OG0000814	Syae.g_02643	Prbh.g_00107
OG0000815	Syae.g_02642	Prbh.g_00108
OG0000816	Syae.g_02641	Prbh.g_00110
OG0000817	Syae.g_02640	Prbh.g_00111
OG0000818	Syae.g_02634	Prbh.g_00116
OG0000819	Syae.g_02633	Prbh.g_00117
OG0000820	Syae.g_02632	Prbh.g_00118
OG0000821	Syae.g_02626	Prbh.g_00122
OG0000822	Syae.g_02624	Prbh.g_00123
OG0000823	Syae.g_02623	Prbh.g_00124
OG0000824	Syae.g_02617	Prbh.g_00127
OG0000825	Syae.g_02616	Prbh.g_00128
OG0000826	Syae.g_02615	Prbh.g_00129
OG0000827	Syae.g_02614	Prbh.g_00130
OG0000828	Syae.g_02612	Prbh.g_00133
OG0000829	Syae.g_02611	Prbh.g_00134
OG0000830	Syae.g_02610	Prbh.g_00135
OG0000831	Syae.g_02608	Prbh.g_00137
OG0000832	Syae.g_01081	Prbh.g_00147
OG0000833	Syae.g_01106	Prbh.g_00156
OG0000834	Syae.g_01108	Prbh.g_00157
OG0000835	Syae.g_01109	Prbh.g_00158
OG0000836	Syae.g_01113	Prbh.g_00159
OG0000837	Syae.g_01115	Prbh.g_00160
OG0000838	Syae.g_01119	Prbh.g_00163
OG0000839	Syae.g_01120	Prbh.g_00164
OG0000840	Syae.g_01121	Prbh.g_00165
OG0000841	Syae.g_01122	Prbh.g_00166
OG0000842	Syae.g_01123	Prbh.g_00167
OG0000843	Syae.g_01124	Prbh.g_00168
OG0000844	Syae.g_01125	Prbh.g_00169
OG0000845	Syae.g_01126	Prbh.g_00170
OG0000846	Syae.g_01127	Prbh.g_00171
OG0000847	Syae.g_01128	Prbh.g_00172
OG0000848	Syae.g_01130	Prbh.g_00173
OG0000849	Syae.g_01131	Prbh.g_00174
OG0000850	Syae.g_01133	Prbh.g_00176
OG0000851	Syae.g_01139	Prbh.g_00177
OG0000852	Syae.g_01140	Prbh.g_00178
OG0000853	Syae.g_01144	Prbh.g_00183
OG0000854	Syae.g_01146	Prbh.g_00185
OG0000855	Syae.g_01147	Prbh.g_00186
OG0000856	Syae.g_00059	Prbh.g_01454
OG0000857	Syae.g_00503	Prbh.g_00968
OG0000858	Syae.g_01153	Prbh.g_01789
OG0000859	Syae.g_01154	Prbh.g_01788
OG0000860	Syae.g_01165	Prbh.g_01780
OG0000861	Syae.g_01166	Prbh.g_01779
OG0000862	Syae.g_01167	Prbh.g_01778
OG0000863	Syae.g_01170	Prbh.g_01776
OG0000864	Syae.g_01171	Prbh.g_01775
OG0000865	Syae.g_01172	Prbh.g_01774
OG0000866	Syae.g_01173	Prbh.g_01773
OG0000867	Syae.g_01174	Prbh.g_01772
OG0000868	Syae.g_01177	Prbh.g_01770
OG0000869	Syae.g_01182	Prbh.g_01767
OG0000870	Syae.g_01187	Prbh.g_01762
OG0000871	Syae.g_01188	Prbh.g_01761
OG0000872	Syae.g_01196	Prbh.g_01760
OG0000873	Syae.g_01199	Prbh.g_01757
OG0000874	Syae.g_01194	Prbh.g_01754
OG0000875	Syae.g_01244	Prbh.g_01752
OG0000876	Syae.g_01020	Prbh.g_01751
OG0000877	Syae.g_01025	Prbh.g_01749
OG0000878	Syae.g_01026	Prbh.g_01748
OG0000879	Syae.g_01027	Prbh.g_01747
OG0000880	Syae.g_01028	Prbh.g_01746
OG0000881	Syae.g_01034	Prbh.g_01742
OG0000882	Syae.g_01039	Prbh.g_01737
OG0000883	Syae.g_01041	Prbh.g_01735
OG0000884	Syae.g_01043	Prbh.g_01733
OG0000885	Syae.g_01044	Prbh.g_01732
OG0000886	Syae.g_01045	Prbh.g_01731
OG0000887	Syae.g_01046	Prbh.g_01730
OG0000888	Syae.g_01048	Prbh.g_01728
OG0000889	Syae.g_01050	Prbh.g_01726
OG0000890	Syae.g_01056	Prbh.g_01725
OG0000891	Syae.g_01057	Prbh.g_01724
OG0000892	Syae.g_01059	Prbh.g_01723
OG0000893	Syae.g_02031	Prbh.g_01719
OG0000894	Syae.g_02034	Prbh.g_01716
OG0000895	Syae.g_02038	Prbh.g_01712
OG0000896	Syae.g_02039	Prbh.g_01711
OG0000897	Syae.g_02041	Prbh.g_01709
OG0000898	Syae.g_02042	Prbh.g_01708
OG0000899	Syae.g_02043	Prbh.g_01707
OG0000900	Syae.g_02044	Prbh.g_01706
OG0000901	Syae.g_02049	Prbh.g_01703
OG0000902	Syae.g_02051	Prbh.g_01701
OG0000903	Syae.g_02077	Prbh.g_01697
OG0000904	Syae.g_02071	Prbh.g_01692
OG0000905	Syae.g_02065	Prbh.g_01699
OG0000906	Syae.g_02063	Prbh.g_01700
OG0000907	Syae.g_02079	Prbh.g_01687
OG0000908	Syae.g_02082	Prbh.g_01684
OG0000909	Syae.g_02083	Prbh.g_01683
OG0000910	Syae.g_02084	Prbh.g_01682
OG0000911	Syae.g_02086	Prbh.g_01680
OG0000912	Syae.g_02087	Prbh.g_01679
OG0000913	Syae.g_02088	Prbh.g_01678
OG0000914	Syae.g_02089	Prbh.g_01677
OG0000915	Syae.g_02091	Prbh.g_01676
OG0000916	Syae.g_02092	Prbh.g_01675
OG0000917	Syae.g_02093	Prbh.g_01674
OG0000918	Syae.g_02094	Prbh.g_01673
OG0000919	Syae.g_02095	Prbh.g_01672
OG0000920	Syae.g_02096	Prbh.g_01671
OG0000921	Syae.g_02097	Prbh.g_01670
OG0000922	Syae.g_02098	Prbh.g_01669
OG0000923	Syae.g_02102	Prbh.g_01665
OG0000924	Syae.g_02103	Prbh.g_01664
OG0000925	Syae.g_02104	Prbh.g_01663
OG0000926	Syae.g_02105	Prbh.g_01662
OG0000927	Syae.g_02107	Prbh.g_01660
OG0000928	Syae.g_02108	Prbh.g_01659
OG0000929	Syae.g_02109	Prbh.g_01658
OG0000930	Syae.g_02110	Prbh.g_01657
OG0000931	Syae.g_02111	Prbh.g_01656
OG0000932	Syae.g_02112	Prbh.g_01655
OG0000933	Syae.g_02118	Prbh.g_01651
OG0000934	Syae.g_02120	Prbh.g_01649
OG0000935	Syae.g_02121	Prbh.g_01648
OG0000936	Syae.g_02122	Prbh.g_01647
OG0000937	Syae.g_02123	Prbh.g_01646
OG0000938	Syae.g_02126	Prbh.g_01643
OG0000939	Syae.g_02127	Prbh.g_01642
OG0000940	Syae.g_02133	Prbh.g_01635
OG0000941	Syae.g_02135	Prbh.g_01633
OG0000942	Syae.g_02137	Prbh.g_01631
OG0000943	Syae.g_02138	Prbh.g_01630
OG0000944	Syae.g_02140	Prbh.g_01628
OG0000945	Syae.g_02142	Prbh.g_01627
OG0000946	Syae.g_02146	Prbh.g_01621
OG0000947	Syae.g_02149	Prbh.g_01619
OG0000948	Syae.g_02150	Prbh.g_01618
OG0000949	Syae.g_01884	Prbh.g_01615
OG0000950	Syae.g_01873	Prbh.g_01608
OG0000951	Syae.g_01866	Prbh.g_01604
OG0000952	Syae.g_01859	Prbh.g_01600
OG0000953	Syae.g_01854	Prbh.g_01596
OG0000954	Syae.g_01845	Prbh.g_01592
OG0000955	Syae.g_01844	Prbh.g_01591
OG0000956	Syae.g_01842	Prbh.g_01589
OG0000957	Syae.g_01831	Prbh.g_01583
OG0000958	Syae.g_01830	Prbh.g_01582
OG0000959	Syae.g_01826	Prbh.g_01578
OG0000960	Syae.g_01825	Prbh.g_01577
OG0000961	Syae.g_01822	Prbh.g_01574
OG0000962	Syae.g_01820	Prbh.g_01572
OG0000963	Syae.g_01814	Prbh.g_01568
OG0000964	Syae.g_01813	Prbh.g_01567
OG0000965	Syae.g_01812	Prbh.g_01566
OG0000966	Syae.g_01789	Prbh.g_01560
OG0000967	Syae.g_01782	Prbh.g_01556
OG0000968	Syae.g_01787	Prbh.g_01554
OG0000969	Syae.g_01785	Prbh.g_01553
OG0000970	Syae.g_01784	Prbh.g_01552
OG0000971	Syae.g_01779	Prbh.g_01551
OG0000972	Syae.g_01778	Prbh.g_01550
OG0000973	Syae.g_01777	Prbh.g_01549
OG0000974	Syae.g_01776	Prbh.g_01548
OG0000975	Syae.g_01775	Prbh.g_01547
OG0000976	Syae.g_01774	Prbh.g_01546
OG0000977	Syae.g_01772	Prbh.g_01545
OG0000978	Syae.g_01771	Prbh.g_01544
OG0000979	Syae.g_01768	Prbh.g_01541
OG0000980	Syae.g_01765	Prbh.g_01539
OG0000981	Syae.g_01762	Prbh.g_01536
OG0000982	Syae.g_01568	Prbh.g_01534
OG0000983	Syae.g_01569	Prbh.g_01533
OG0000984	Syae.g_01570	Prbh.g_01532
OG0000985	Syae.g_01572	Prbh.g_01529
OG0000986	Syae.g_01575	Prbh.g_01527
OG0000987	Syae.g_01577	Prbh.g_01526
OG0000988	Syae.g_01583	Prbh.g_01523
OG0000989	Syae.g_01591	Prbh.g_01519
OG0000990	Syae.g_01606	Prbh.g_01514
OG0000991	Syae.g_01609	Prbh.g_01513
OG0000992	Syae.g_01612	Prbh.g_01510
OG0000993	Syae.g_01613	Prbh.g_01509
OG0000994	Syae.g_01616	Prbh.g_01508
OG0000995	Syae.g_01627	Prbh.g_01504
OG0000996	Syae.g_01667	Prbh.g_01503
OG0000997	Syae.g_01678	Prbh.g_01501
OG0000998	Syae.g_01680	Prbh.g_01499
OG0000999	Syae.g_01683	Prbh.g_01498
OG0001000	Syae.g_01686	Prbh.g_01495
OG0001001	Syae.g_01692	Prbh.g_01490
OG0001002	Syae.g_01699	Prbh.g_01485
OG0001003	Syae.g_01701	Prbh.g_01484
OG0001004	Syae.g_01702	Prbh.g_01483
OG0001005	Syae.g_01703	Prbh.g_01482
OG0001006	Syae.g_01710	Prbh.g_01478
OG0001007	Syae.g_01712	Prbh.g_01476
OG0001008	Syae.g_00993	Prbh.g_00395
OG0001009	Syae.g_01744	Prbh.g_00753
OG0001010	Syae.g_01745	Prbh.g_00752
OG0001011	Syae.g_01747	Prbh.g_00751
OG0001012	Syae.g_01564	Prbh.g_00739
OG0001013	Syae.g_01552	Prbh.g_00732
OG0001014	Syae.g_01548	Prbh.g_00729
OG0001015	Syae.g_01547	Prbh.g_00728
OG0001016	Syae.g_01290	Prbh.g_00709
OG0001017	Syae.g_01296	Prbh.g_00705
OG0001018	Syae.g_01298	Prbh.g_00703
OG0001019	Syae.g_01334	Prbh.g_00694
OG0001020	Syae.g_01340	Prbh.g_00693
OG0001021	Syae.g_01344	Prbh.g_00692
OG0001022	Syae.g_01348	Prbh.g_00689
OG0001023	Syae.g_01349	Prbh.g_00688
OG0001024	Syae.g_01353	Prbh.g_00685
OG0001025	Syae.g_01360	Prbh.g_00678
OG0001026	Syae.g_01373	Prbh.g_00670
OG0001027	Syae.g_01377	Prbh.g_00669
OG0001028	Syae.g_01379	Prbh.g_00667
OG0001029	Syae.g_01381	Prbh.g_00666
OG0001030	Syae.g_01403	Prbh.g_00650
OG0001031	Syae.g_01475	Prbh.g_00596
OG0001032	Syae.g_01479	Prbh.g_00595
OG0001033	Syae.g_01505	Prbh.g_00574
OG0001034	Syae.g_02238	Prbh.g_00544
OG0001035	Syae.g_02006	Prbh.g_00524
OG0001036	Syae.g_02001	Prbh.g_00520
OG0001037	Syae.g_01999	Prbh.g_00519
OG0001038	Syae.g_01971	Prbh.g_00501
OG0001039	Syae.g_01968	Prbh.g_00498
OG0001040	Syae.g_01965	Prbh.g_00496
OG0001041	Syae.g_01960	Prbh.g_00491
OG0001042	Syae.g_01935	Prbh.g_00474
OG0001043	Syae.g_01931	Prbh.g_00473
OG0001044	Syae.g_02191	Prbh.g_00440
OG0001045	Syae.g_02204	Prbh.g_00430
OG0001046	Syae.g_00385	Prbh.g_01877
OG0001047	Syae.g_00991	Prbh.g_00393
OG0001048	Syae.g_00990	Prbh.g_00392
OG0001049	Syae.g_00987	Prbh.g_00390
OG0001050	Syae.g_00986	Prbh.g_00389
OG0001051	Syae.g_00985	Prbh.g_00388
OG0001052	Syae.g_02526	Prbh.g_00360
OG0001053	Syae.g_02312	Prbh.g_00348
OG0001054	Syae.g_02329	Prbh.g_00333
OG0001055	Syae.g_02350	Prbh.g_00313
OG0001056	Syae.g_02379	Prbh.g_00293
OG0001057	Syae.g_02388	Prbh.g_00289
OG0001058	Syae.g_02402	Prbh.g_00281
OG0001059	Syae.g_02406	Prbh.g_00277
OG0001060	Syae.g_02412	Prbh.g_00270
OG0001061	Syae.g_02434	Prbh.g_00255
OG0001062	Syae.g_02436	Prbh.g_00253
OG0001063	Syae.g_02440	Prbh.g_00251
OG0001064	Syae.g_02441	Prbh.g_00250
OG0001065	Syae.g_02442	Prbh.g_00249
OG0001066	Syae.g_02443	Prbh.g_00248
OG0001067	Syae.g_02444	Prbh.g_00247
OG0001068	Syae.g_02445	Prbh.g_00246
OG0001069	Syae.g_02446	Prbh.g_00245
OG0001070	Syae.g_02449	Prbh.g_00243
OG0001071	Syae.g_02450	Prbh.g_00242
OG0001072	Syae.g_02454	Prbh.g_00240
OG0001073	Syae.g_02468	Prbh.g_00226
OG0001074	Syae.g_00027	Prbh.g_00214
OG0001075	Syae.g_00029	Prbh.g_00213
OG0001076	Syae.g_00050	Prbh.g_01459
OG0001077	Syae.g_00061	Prbh.g_01453
OG0001078	Syae.g_00075	Prbh.g_01217
OG0001079	Syae.g_00088	Prbh.g_01206
OG0001080	Syae.g_00267	Prbh.g_01200
OG0001081	Syae.g_00615	Prbh.g_01198
OG0001082	Syae.g_00614	Prbh.g_01197
OG0001083	Syae.g_00605	Prbh.g_01192
OG0001084	Syae.g_00604	Prbh.g_01191
OG0001085	Syae.g_00594	Prbh.g_00904
OG0001086	Syae.g_00592	Prbh.g_00905
OG0001087	Syae.g_00751	Prbh.g_00923
OG0001088	Syae.g_00755	Prbh.g_00924
OG0001089	Syae.g_00781	Prbh.g_00935
OG0001090	Syae.g_00471	Prbh.g_00946
OG0001091	Syae.g_00469	Prbh.g_01170
OG0001092	Syae.g_00466	Prbh.g_01169
OG0001093	Syae.g_00460	Prbh.g_01164
OG0001094	Syae.g_00527	Prbh.g_01171
OG0001095	Syae.g_00506	Prbh.g_00966
OG0001096	Syae.g_00490	Prbh.g_00980
OG0001097	Syae.g_00845	Prbh.g_00999
OG0001098	Syae.g_00269	Prbh.g_01019
OG0001099	Syae.g_01380	Prbh.g_00861
OG0001100	Syae.g_00583	Prbh.g_00870
OG0001101	Syae.g_00581	Prbh.g_00872
OG0001102	Syae.g_00578	Prbh.g_00875
OG0001103	Syae.g_00576	Prbh.g_00877
OG0001104	Syae.g_00544	Prbh.g_00899
OG0001105	Syae.g_00540	Prbh.g_00903
OG0001106	Syae.g_00346	Prbh.g_01074
OG0001107	Syae.g_00358	Prbh.g_01084
OG0001108	Syae.g_00366	Prbh.g_01088
OG0001109	Syae.g_00368	Prbh.g_01089
OG0001110	Syae.g_00370	Prbh.g_01091
OG0001111	Syae.g_00372	Prbh.g_01092
OG0001112	Syae.g_00374	Prbh.g_01093
OG0001113	Syae.g_00375	Prbh.g_01094
OG0001114	Syae.g_00376	Prbh.g_01095
OG0001115	Syae.g_00380	Prbh.g_01097
OG0001116	Syae.g_00382	Prbh.g_01098
OG0001117	Syae.g_00383	Prbh.g_01099
OG0001118	Syae.g_00384	Prbh.g_01100
OG0001119	Syae.g_00386	Prbh.g_01101
OG0001120	Syae.g_00390	Prbh.g_01102
