Orthogroup	Syae	Prbk
OG0000570	Syae.g_02429	Prbk.g_01105
OG0000571	Syae.g_02433	Prbk.g_01108
OG0000572	Syae.g_02448	Prbk.g_01124
OG0000573	Syae.g_02456	Prbk.g_01131
OG0000574	Syae.g_02457	Prbk.g_01132
OG0000575	Syae.g_02461	Prbk.g_01141
OG0000576	Syae.g_02463	Prbk.g_01143
OG0000577	Syae.g_02464	Prbk.g_01144
OG0000578	Syae.g_02465	Prbk.g_01145
OG0000579	Syae.g_02466	Prbk.g_01146
OG0000580	Syae.g_02467	Prbk.g_01147
OG0000581	Syae.g_02473	Prbk.g_01151
OG0000582	Syae.g_00018	Prbk.g_01155
OG0000583	Syae.g_00019	Prbk.g_01156
OG0000584	Syae.g_00020	Prbk.g_01157
OG0000585	Syae.g_00022	Prbk.g_01159
OG0000586	Syae.g_00023	Prbk.g_01161
OG0000587	Syae.g_00025	Prbk.g_01163
OG0000588	Syae.g_00043	Prbk.g_02605
OG0000589	Syae.g_00047	Prbk.g_02608
OG0000590	Syae.g_00048	Prbk.g_02609
OG0000591	Syae.g_00056	Prbk.g_02616
OG0000592	Syae.g_00057	Prbk.g_02617
OG0000593	Syae.g_00070	Prbk.g_02627
OG0000594	Syae.g_00071	Prbk.g_02628
OG0000595	Syae.g_00072	Prbk.g_02629
OG0000596	Syae.g_00077	Prbk.g_02634
OG0000597	Syae.g_00080	Prbk.g_02637
OG0000598	Syae.g_00081	Prbk.g_02638
OG0000599	Syae.g_00084	Prbk.g_02648
OG0000600	Syae.g_00085	Prbk.g_02649
OG0000601	Syae.g_00086	Prbk.g_02650
OG0000602	Syae.g_00091	Prbk.g_02654
OG0000603	Syae.g_00092	Prbk.g_02655
OG0000604	Syae.g_00095	Prbk.g_02656
OG0000605	Syae.g_00260	Prbk.g_00740
OG0000606	Syae.g_00616	Prbk.g_00729
OG0000607	Syae.g_00613	Prbk.g_00726
OG0000608	Syae.g_00612	Prbk.g_00725
OG0000609	Syae.g_00610	Prbk.g_00723
OG0000610	Syae.g_00601	Prbk.g_00715
OG0000611	Syae.g_00598	Prbk.g_00712
OG0000612	Syae.g_00597	Prbk.g_00711
OG0000613	Syae.g_01910	Prbk.g_00478
OG0000614	Syae.g_00765	Prbk.g_01802
OG0000615	Syae.g_00557	Prbk.g_02429
OG0000616	Syae.g_01696	Prbk.g_02262
OG0000617	Syae.g_00464	Prbk.g_00613
OG0000618	Syae.g_00463	Prbk.g_00612
OG0000619	Syae.g_00462	Prbk.g_00611
OG0000620	Syae.g_00456	Prbk.g_00607
OG0000621	Syae.g_00455	Prbk.g_00606
OG0000622	Syae.g_00454	Prbk.g_00605
OG0000623	Syae.g_00453	Prbk.g_00604
OG0000624	Syae.g_00451	Prbk.g_00603
OG0000625	Syae.g_00450	Prbk.g_00602
OG0000626	Syae.g_00449	Prbk.g_00601
OG0000627	Syae.g_00299	Prbk.g_02376
OG0000628	Syae.g_00300	Prbk.g_02375
OG0000629	Syae.g_00303	Prbk.g_02372
OG0000630	Syae.g_00310	Prbk.g_02368
OG0000631	Syae.g_00317	Prbk.g_02362
OG0000632	Syae.g_00318	Prbk.g_02361
OG0000633	Syae.g_00320	Prbk.g_02360
OG0000634	Syae.g_00525	Prbk.g_02464
OG0000635	Syae.g_00524	Prbk.g_02465
OG0000636	Syae.g_00522	Prbk.g_02467
OG0000637	Syae.g_00520	Prbk.g_02469
OG0000638	Syae.g_00519	Prbk.g_02470
OG0000639	Syae.g_00518	Prbk.g_02471
OG0000640	Syae.g_00517	Prbk.g_02472
OG0000641	Syae.g_00513	Prbk.g_02476
OG0000642	Syae.g_00512	Prbk.g_02477
OG0000643	Syae.g_00510	Prbk.g_02478
OG0000644	Syae.g_00509	Prbk.g_02479
OG0000645	Syae.g_00507	Prbk.g_02480
OG0000646	Syae.g_00504	Prbk.g_02483
OG0000647	Syae.g_00502	Prbk.g_02486
OG0000648	Syae.g_00499	Prbk.g_02488
OG0000649	Syae.g_00498	Prbk.g_02489
OG0000650	Syae.g_00497	Prbk.g_02490
OG0000651	Syae.g_00496	Prbk.g_02491
OG0000652	Syae.g_00495	Prbk.g_02492
OG0000653	Syae.g_00493	Prbk.g_02494
OG0000654	Syae.g_00492	Prbk.g_02495
OG0000655	Syae.g_00491	Prbk.g_02496
OG0000656	Syae.g_00488	Prbk.g_02499
OG0000657	Syae.g_00834	Prbk.g_02532
OG0000658	Syae.g_00837	Prbk.g_02534
OG0000659	Syae.g_00838	Prbk.g_02535
OG0000660	Syae.g_00842	Prbk.g_02539
OG0000661	Syae.g_00844	Prbk.g_02541
OG0000662	Syae.g_00846	Prbk.g_02543
OG0000663	Syae.g_00849	Prbk.g_02546
OG0000664	Syae.g_00850	Prbk.g_02547
OG0000665	Syae.g_00121	Prbk.g_02560
OG0000666	Syae.g_00258	Prbk.g_02563
OG0000667	Syae.g_02056	Prbk.g_02570
OG0000668	Syae.g_00418	Prbk.g_00582
OG0000669	Syae.g_00585	Prbk.g_02580
OG0000670	Syae.g_00582	Prbk.g_01662
OG0000671	Syae.g_00580	Prbk.g_02391
OG0000672	Syae.g_00577	Prbk.g_02394
OG0000673	Syae.g_00574	Prbk.g_02397
OG0000674	Syae.g_00572	Prbk.g_02399
OG0000675	Syae.g_00571	Prbk.g_02400
OG0000676	Syae.g_00569	Prbk.g_02408
OG0000677	Syae.g_00568	Prbk.g_02410
OG0000678	Syae.g_00564	Prbk.g_02415
OG0000679	Syae.g_00555	Prbk.g_02435
OG0000680	Syae.g_00554	Prbk.g_02436
OG0000681	Syae.g_00551	Prbk.g_02438
OG0000682	Syae.g_00550	Prbk.g_02439
OG0000683	Syae.g_00549	Prbk.g_02440
OG0000684	Syae.g_00545	Prbk.g_02453
OG0000685	Syae.g_00543	Prbk.g_02451
OG0000686	Syae.g_00542	Prbk.g_02450
OG0000687	Syae.g_00541	Prbk.g_02449
OG0000688	Syae.g_00536	Prbk.g_02455
OG0000689	Syae.g_00534	Prbk.g_02456
OG0000690	Syae.g_00533	Prbk.g_02457
OG0000691	Syae.g_00532	Prbk.g_02458
OG0000692	Syae.g_00531	Prbk.g_02459
OG0000693	Syae.g_00529	Prbk.g_02460
OG0000694	Syae.g_00528	Prbk.g_02461
OG0000695	Syae.g_00322	Prbk.g_02358
OG0000696	Syae.g_00323	Prbk.g_02357
OG0000697	Syae.g_00325	Prbk.g_02355
OG0000698	Syae.g_00328	Prbk.g_02352
OG0000699	Syae.g_00330	Prbk.g_02350
OG0000700	Syae.g_00331	Prbk.g_02349
OG0000701	Syae.g_00332	Prbk.g_02348
OG0000702	Syae.g_00341	Prbk.g_02340
OG0000703	Syae.g_00342	Prbk.g_02339
OG0000704	Syae.g_00345	Prbk.g_02337
OG0000705	Syae.g_00352	Prbk.g_02331
OG0000706	Syae.g_00353	Prbk.g_02330
OG0000707	Syae.g_00354	Prbk.g_02329
OG0000708	Syae.g_00357	Prbk.g_02327
OG0000709	Syae.g_00365	Prbk.g_02320
OG0000710	Syae.g_00369	Prbk.g_02316
OG0000711	Syae.g_00398	Prbk.g_02293
OG0000712	Syae.g_00400	Prbk.g_02292
OG0000713	Syae.g_00401	Prbk.g_00562
OG0000714	Syae.g_00403	Prbk.g_00566
OG0000715	Syae.g_00405	Prbk.g_00568
OG0000716	Syae.g_00409	Prbk.g_00572
OG0000717	Syae.g_00410	Prbk.g_00573
OG0000718	Syae.g_00414	Prbk.g_00578
OG0000719	Syae.g_00416	Prbk.g_00580
OG0000720	Syae.g_00429	Prbk.g_00593
OG0000721	Syae.g_00431	Prbk.g_00594
OG0000722	Syae.g_00432	Prbk.g_00595
OG0000723	Syae.g_00445	Prbk.g_00599
OG0000724	Syae.g_00799	Prbk.g_00061
OG0000725	Syae.g_00789	Prbk.g_00054
OG0000726	Syae.g_00788	Prbk.g_00053
OG0000727	Syae.g_00787	Prbk.g_00052
OG0000728	Syae.g_00785	Prbk.g_00051
OG0000729	Syae.g_01819	Prbk.g_01531
OG0000730	Syae.g_02189	Prbk.g_00869
OG0000731	Syae.g_02201	Prbk.g_00879
OG0000732	Syae.g_01764	Prbk.g_01601
OG0000733	Syae.g_01599	Prbk.g_02202
OG0000734	Syae.g_01371	Prbk.g_00004
OG0000735	Syae.g_00942	Prbk.g_01037
OG0000736	Syae.g_00941	Prbk.g_01036
OG0000737	Syae.g_00940	Prbk.g_01035
OG0000738	Syae.g_00935	Prbk.g_01028
OG0000739	Syae.g_00928	Prbk.g_01026
OG0000740	Syae.g_00927	Prbk.g_01025
OG0000741	Syae.g_00924	Prbk.g_01022
OG0000742	Syae.g_00922	Prbk.g_01020
OG0000743	Syae.g_00920	Prbk.g_01018
OG0000744	Syae.g_00919	Prbk.g_01017
OG0000745	Syae.g_00917	Prbk.g_00141
OG0000746	Syae.g_00915	Prbk.g_00143
OG0000747	Syae.g_00914	Prbk.g_00144
OG0000748	Syae.g_00902	Prbk.g_00156
OG0000749	Syae.g_00900	Prbk.g_00157
OG0000750	Syae.g_00899	Prbk.g_00158
OG0000751	Syae.g_00892	Prbk.g_00105
OG0000752	Syae.g_00890	Prbk.g_00103
OG0000753	Syae.g_00887	Prbk.g_00100
OG0000754	Syae.g_00641	Prbk.g_01501
OG0000755	Syae.g_00651	Prbk.g_00139
OG0000756	Syae.g_00652	Prbk.g_00138
OG0000757	Syae.g_00661	Prbk.g_00131
OG0000758	Syae.g_00662	Prbk.g_00130
OG0000759	Syae.g_00663	Prbk.g_00129
OG0000760	Syae.g_00664	Prbk.g_00128
OG0000761	Syae.g_00668	Prbk.g_00127
OG0000762	Syae.g_00672	Prbk.g_01503
OG0000763	Syae.g_00676	Prbk.g_01505
OG0000764	Syae.g_00677	Prbk.g_01506
OG0000765	Syae.g_00695	Prbk.g_00178
OG0000766	Syae.g_00696	Prbk.g_00177
OG0000767	Syae.g_00698	Prbk.g_00175
OG0000768	Syae.g_00699	Prbk.g_00174
OG0000769	Syae.g_00701	Prbk.g_00098
OG0000770	Syae.g_00704	Prbk.g_00122
OG0000771	Syae.g_00805	Prbk.g_00066
OG0000772	Syae.g_00168	Prbk.g_02011
OG0000773	Syae.g_00947	Prbk.g_00162
OG0000774	Syae.g_00951	Prbk.g_01192
OG0000775	Syae.g_00954	Prbk.g_01190
OG0000776	Syae.g_00955	Prbk.g_01189
OG0000777	Syae.g_00956	Prbk.g_01188
OG0000778	Syae.g_00957	Prbk.g_01187
OG0000779	Syae.g_00963	Prbk.g_01182
OG0000780	Syae.g_00967	Prbk.g_01179
OG0000781	Syae.g_00971	Prbk.g_01175
OG0000782	Syae.g_00972	Prbk.g_01174
OG0000783	Syae.g_00973	Prbk.g_01173
OG0000784	Syae.g_00974	Prbk.g_01172
OG0000785	Syae.g_00976	Prbk.g_01170
OG0000786	Syae.g_02477	Prbk.g_01167
OG0000787	Syae.g_02476	Prbk.g_01166
OG0000788	Syae.g_00087	Prbk.g_00334
OG0000789	Syae.g_00281	Prbk.g_01691
OG0000790	Syae.g_02294	Prbk.g_02048
OG0000791	Syae.g_02292	Prbk.g_02046
OG0000792	Syae.g_02291	Prbk.g_02045
OG0000793	Syae.g_02286	Prbk.g_02041
OG0000794	Syae.g_02285	Prbk.g_02040
OG0000795	Syae.g_02284	Prbk.g_02039
OG0000796	Syae.g_02280	Prbk.g_02035
OG0000797	Syae.g_02279	Prbk.g_02034
OG0000798	Syae.g_01972	Prbk.g_00414
OG0000799	Syae.g_00010	Prbk.g_01929
OG0000800	Syae.g_00009	Prbk.g_01930
OG0000801	Syae.g_00008	Prbk.g_01931
OG0000802	Syae.g_02686	Prbk.g_01938
OG0000803	Syae.g_02680	Prbk.g_00244
OG0000804	Syae.g_02677	Prbk.g_00246
OG0000805	Syae.g_02663	Prbk.g_00248
OG0000806	Syae.g_02661	Prbk.g_00250
OG0000807	Syae.g_02659	Prbk.g_00252
OG0000808	Syae.g_02658	Prbk.g_00253
OG0000809	Syae.g_02655	Prbk.g_00257
OG0000810	Syae.g_02654	Prbk.g_00258
OG0000811	Syae.g_02648	Prbk.g_00270
OG0000812	Syae.g_02646	Prbk.g_00272
OG0000813	Syae.g_02645	Prbk.g_00273
OG0000814	Syae.g_02643	Prbk.g_00275
OG0000815	Syae.g_02642	Prbk.g_00276
OG0000816	Syae.g_02641	Prbk.g_00278
OG0000817	Syae.g_02640	Prbk.g_00279
OG0000818	Syae.g_02634	Prbk.g_01237
OG0000819	Syae.g_02633	Prbk.g_01236
OG0000820	Syae.g_02632	Prbk.g_01235
OG0000821	Syae.g_02626	Prbk.g_01228
OG0000822	Syae.g_02624	Prbk.g_01226
OG0000823	Syae.g_02623	Prbk.g_01225
OG0000824	Syae.g_02617	Prbk.g_01221
OG0000825	Syae.g_02616	Prbk.g_01220
OG0000826	Syae.g_02615	Prbk.g_01219
OG0000827	Syae.g_02614	Prbk.g_01218
OG0000828	Syae.g_02612	Prbk.g_01215
OG0000829	Syae.g_02611	Prbk.g_01214
OG0000830	Syae.g_02610	Prbk.g_01213
OG0000831	Syae.g_02608	Prbk.g_01211
OG0000832	Syae.g_01081	Prbk.g_02006
OG0000833	Syae.g_01106	Prbk.g_01998
OG0000834	Syae.g_01108	Prbk.g_01997
OG0000835	Syae.g_01109	Prbk.g_01996
OG0000836	Syae.g_01113	Prbk.g_01994
OG0000837	Syae.g_01115	Prbk.g_01993
OG0000838	Syae.g_01119	Prbk.g_01990
OG0000839	Syae.g_01120	Prbk.g_01989
OG0000840	Syae.g_01121	Prbk.g_01988
OG0000841	Syae.g_01122	Prbk.g_01987
OG0000842	Syae.g_01123	Prbk.g_01986
OG0000843	Syae.g_01124	Prbk.g_01985
OG0000844	Syae.g_01125	Prbk.g_01983
OG0000845	Syae.g_01126	Prbk.g_01982
OG0000846	Syae.g_01127	Prbk.g_01981
OG0000847	Syae.g_01128	Prbk.g_01980
OG0000848	Syae.g_01130	Prbk.g_01979
OG0000849	Syae.g_01131	Prbk.g_01978
OG0000850	Syae.g_01133	Prbk.g_01977
OG0000851	Syae.g_01139	Prbk.g_00937
OG0000852	Syae.g_01140	Prbk.g_00936
OG0000853	Syae.g_01144	Prbk.g_00932
OG0000854	Syae.g_01146	Prbk.g_00930
OG0000855	Syae.g_01147	Prbk.g_00929
OG0000856	Syae.g_00059	Prbk.g_02619
OG0000857	Syae.g_00503	Prbk.g_02485
OG0000858	Syae.g_01153	Prbk.g_00918
OG0000859	Syae.g_01154	Prbk.g_00917
OG0000860	Syae.g_01165	Prbk.g_00905
OG0000861	Syae.g_01166	Prbk.g_00904
OG0000862	Syae.g_01167	Prbk.g_00902
OG0000863	Syae.g_01170	Prbk.g_01451
OG0000864	Syae.g_01171	Prbk.g_01450
OG0000865	Syae.g_01172	Prbk.g_01449
OG0000866	Syae.g_01173	Prbk.g_01448
OG0000867	Syae.g_01174	Prbk.g_01447
OG0000868	Syae.g_01177	Prbk.g_01445
OG0000869	Syae.g_01182	Prbk.g_01442
OG0000870	Syae.g_01187	Prbk.g_01437
OG0000871	Syae.g_01188	Prbk.g_01436
OG0000872	Syae.g_01196	Prbk.g_01434
OG0000873	Syae.g_01199	Prbk.g_01431
OG0000874	Syae.g_01194	Prbk.g_01427
OG0000875	Syae.g_01244	Prbk.g_01426
OG0000876	Syae.g_01020	Prbk.g_01425
OG0000877	Syae.g_01025	Prbk.g_01422
OG0000878	Syae.g_01026	Prbk.g_01421
OG0000879	Syae.g_01027	Prbk.g_01420
OG0000880	Syae.g_01028	Prbk.g_01419
OG0000881	Syae.g_01034	Prbk.g_01414
OG0000882	Syae.g_01039	Prbk.g_01409
OG0000883	Syae.g_01041	Prbk.g_01407
OG0000884	Syae.g_01043	Prbk.g_01405
OG0000885	Syae.g_01044	Prbk.g_01404
OG0000886	Syae.g_01045	Prbk.g_01403
OG0000887	Syae.g_01046	Prbk.g_01402
OG0000888	Syae.g_01048	Prbk.g_01400
OG0000889	Syae.g_01050	Prbk.g_01398
OG0000890	Syae.g_01056	Prbk.g_01384
OG0000891	Syae.g_01057	Prbk.g_01383
OG0000892	Syae.g_01059	Prbk.g_01381
OG0000893	Syae.g_02031	Prbk.g_01901
OG0000894	Syae.g_02034	Prbk.g_01905
OG0000895	Syae.g_02038	Prbk.g_01910
OG0000896	Syae.g_02039	Prbk.g_01911
OG0000897	Syae.g_02041	Prbk.g_01913
OG0000898	Syae.g_02042	Prbk.g_01914
OG0000899	Syae.g_02043	Prbk.g_01915
OG0000900	Syae.g_02044	Prbk.g_01916
OG0000901	Syae.g_02049	Prbk.g_01920
OG0000902	Syae.g_02051	Prbk.g_01922
OG0000903	Syae.g_02077	Prbk.g_00990
OG0000904	Syae.g_02071	Prbk.g_00995
OG0000905	Syae.g_02065	Prbk.g_00997
OG0000906	Syae.g_02063	Prbk.g_01926
OG0000907	Syae.g_02079	Prbk.g_00988
OG0000908	Syae.g_02082	Prbk.g_00985
OG0000909	Syae.g_02083	Prbk.g_00984
OG0000910	Syae.g_02084	Prbk.g_00983
OG0000911	Syae.g_02086	Prbk.g_00981
OG0000912	Syae.g_02087	Prbk.g_00980
OG0000913	Syae.g_02088	Prbk.g_00979
OG0000914	Syae.g_02089	Prbk.g_00978
OG0000915	Syae.g_02091	Prbk.g_00977
OG0000916	Syae.g_02092	Prbk.g_00976
OG0000917	Syae.g_02093	Prbk.g_00975
OG0000918	Syae.g_02094	Prbk.g_00974
OG0000919	Syae.g_02095	Prbk.g_00973
OG0000920	Syae.g_02096	Prbk.g_00972
OG0000921	Syae.g_02097	Prbk.g_00971
OG0000922	Syae.g_02098	Prbk.g_00970
OG0000923	Syae.g_02102	Prbk.g_00966
OG0000924	Syae.g_02103	Prbk.g_00965
OG0000925	Syae.g_02104	Prbk.g_00964
OG0000926	Syae.g_02105	Prbk.g_00963
OG0000927	Syae.g_02107	Prbk.g_00961
OG0000928	Syae.g_02108	Prbk.g_00960
OG0000929	Syae.g_02109	Prbk.g_00959
OG0000930	Syae.g_02110	Prbk.g_00958
OG0000931	Syae.g_02111	Prbk.g_00957
OG0000932	Syae.g_02112	Prbk.g_00956
OG0000933	Syae.g_02118	Prbk.g_00951
OG0000934	Syae.g_02120	Prbk.g_00949
OG0000935	Syae.g_02121	Prbk.g_00948
OG0000936	Syae.g_02122	Prbk.g_00947
OG0000937	Syae.g_02123	Prbk.g_00946
OG0000938	Syae.g_02126	Prbk.g_00797
OG0000939	Syae.g_02127	Prbk.g_00798
OG0000940	Syae.g_02133	Prbk.g_00807
OG0000941	Syae.g_02135	Prbk.g_00809
OG0000942	Syae.g_02137	Prbk.g_00811
OG0000943	Syae.g_02138	Prbk.g_00812
OG0000944	Syae.g_02140	Prbk.g_00814
OG0000945	Syae.g_02142	Prbk.g_00816
OG0000946	Syae.g_02146	Prbk.g_00844
OG0000947	Syae.g_02149	Prbk.g_00847
OG0000948	Syae.g_02150	Prbk.g_00848
OG0000949	Syae.g_01884	Prbk.g_00851
OG0000950	Syae.g_01873	Prbk.g_00513
OG0000951	Syae.g_01866	Prbk.g_00518
OG0000952	Syae.g_01859	Prbk.g_00525
OG0000953	Syae.g_01854	Prbk.g_00529
OG0000954	Syae.g_01845	Prbk.g_00216
OG0000955	Syae.g_01844	Prbk.g_00217
OG0000956	Syae.g_01842	Prbk.g_00219
OG0000957	Syae.g_01831	Prbk.g_00235
OG0000958	Syae.g_01830	Prbk.g_00236
OG0000959	Syae.g_01826	Prbk.g_01482
OG0000960	Syae.g_01825	Prbk.g_01483
OG0000961	Syae.g_01822	Prbk.g_01494
OG0000962	Syae.g_01820	Prbk.g_01530
OG0000963	Syae.g_01814	Prbk.g_01535
OG0000964	Syae.g_01813	Prbk.g_01536
OG0000965	Syae.g_01812	Prbk.g_01537
OG0000966	Syae.g_01789	Prbk.g_01571
OG0000967	Syae.g_01782	Prbk.g_01577
OG0000968	Syae.g_01787	Prbk.g_01580
OG0000969	Syae.g_01785	Prbk.g_01582
OG0000970	Syae.g_01784	Prbk.g_01583
OG0000971	Syae.g_01779	Prbk.g_01585
OG0000972	Syae.g_01778	Prbk.g_01586
OG0000973	Syae.g_01777	Prbk.g_01587
OG0000974	Syae.g_01776	Prbk.g_01588
OG0000975	Syae.g_01775	Prbk.g_01589
OG0000976	Syae.g_01774	Prbk.g_01590
OG0000977	Syae.g_01772	Prbk.g_01592
OG0000978	Syae.g_01771	Prbk.g_01593
OG0000979	Syae.g_01768	Prbk.g_01596
OG0000980	Syae.g_01765	Prbk.g_01600
OG0000981	Syae.g_01762	Prbk.g_01603
OG0000982	Syae.g_01568	Prbk.g_02161
OG0000983	Syae.g_01569	Prbk.g_02162
OG0000984	Syae.g_01570	Prbk.g_02163
OG0000985	Syae.g_01572	Prbk.g_02167
OG0000986	Syae.g_01575	Prbk.g_02169
OG0000987	Syae.g_01577	Prbk.g_02171
OG0000988	Syae.g_01583	Prbk.g_02175
OG0000989	Syae.g_01591	Prbk.g_02185
OG0000990	Syae.g_01606	Prbk.g_02207
OG0000991	Syae.g_01609	Prbk.g_02210
OG0000992	Syae.g_01612	Prbk.g_02213
OG0000993	Syae.g_01613	Prbk.g_02214
OG0000994	Syae.g_01616	Prbk.g_02217
OG0000995	Syae.g_01627	Prbk.g_02226
OG0000996	Syae.g_01667	Prbk.g_02239
OG0000997	Syae.g_01678	Prbk.g_02248
OG0000998	Syae.g_01680	Prbk.g_02250
OG0000999	Syae.g_01683	Prbk.g_02251
OG0001000	Syae.g_01686	Prbk.g_02254
OG0001001	Syae.g_01692	Prbk.g_02258
OG0001002	Syae.g_01699	Prbk.g_02265
OG0001003	Syae.g_01701	Prbk.g_02267
OG0001004	Syae.g_01702	Prbk.g_02268
OG0001005	Syae.g_01703	Prbk.g_02270
OG0001006	Syae.g_01710	Prbk.g_02276
OG0001007	Syae.g_01712	Prbk.g_02278
OG0001008	Syae.g_00993	Prbk.g_00327
OG0001009	Syae.g_01744	Prbk.g_01622
OG0001010	Syae.g_01745	Prbk.g_01621
OG0001011	Syae.g_01747	Prbk.g_01619
OG0001012	Syae.g_01564	Prbk.g_02158
OG0001013	Syae.g_01552	Prbk.g_02133
OG0001014	Syae.g_01548	Prbk.g_02124
OG0001015	Syae.g_01547	Prbk.g_02123
OG0001016	Syae.g_01290	Prbk.g_01315
OG0001017	Syae.g_01296	Prbk.g_01309
OG0001018	Syae.g_01298	Prbk.g_01307
OG0001019	Syae.g_01334	Prbk.g_01294
OG0001020	Syae.g_01340	Prbk.g_00035
OG0001021	Syae.g_01344	Prbk.g_00031
OG0001022	Syae.g_01348	Prbk.g_00026
OG0001023	Syae.g_01349	Prbk.g_00025
OG0001024	Syae.g_01353	Prbk.g_00021
OG0001025	Syae.g_01360	Prbk.g_00014
OG0001026	Syae.g_01373	Prbk.g_00001
OG0001027	Syae.g_01377	Prbk.g_00190
OG0001028	Syae.g_01379	Prbk.g_00192
OG0001029	Syae.g_01381	Prbk.g_00194
OG0001030	Syae.g_01403	Prbk.g_00547
OG0001031	Syae.g_01475	Prbk.g_01275
OG0001032	Syae.g_01479	Prbk.g_01272
OG0001033	Syae.g_01505	Prbk.g_00633
OG0001034	Syae.g_02238	Prbk.g_01521
OG0001035	Syae.g_02006	Prbk.g_00372
OG0001036	Syae.g_02001	Prbk.g_00376
OG0001037	Syae.g_01999	Prbk.g_00378
OG0001038	Syae.g_01971	Prbk.g_00415
OG0001039	Syae.g_01968	Prbk.g_00418
OG0001040	Syae.g_01965	Prbk.g_00421
OG0001041	Syae.g_01960	Prbk.g_00426
OG0001042	Syae.g_01935	Prbk.g_00451
OG0001043	Syae.g_01931	Prbk.g_00453
OG0001044	Syae.g_02191	Prbk.g_00870
OG0001045	Syae.g_02204	Prbk.g_00882
OG0001046	Syae.g_00385	Prbk.g_00924
OG0001047	Syae.g_00991	Prbk.g_00325
OG0001048	Syae.g_00990	Prbk.g_00324
OG0001049	Syae.g_00987	Prbk.g_00321
OG0001050	Syae.g_00986	Prbk.g_00320
OG0001051	Syae.g_00985	Prbk.g_00319
OG0001052	Syae.g_02526	Prbk.g_02109
OG0001053	Syae.g_02312	Prbk.g_02064
OG0001054	Syae.g_02329	Prbk.g_01861
OG0001055	Syae.g_02350	Prbk.g_01056
OG0001056	Syae.g_02379	Prbk.g_01085
OG0001057	Syae.g_02388	Prbk.g_01097
OG0001058	Syae.g_02402	Prbk.g_01893
OG0001059	Syae.g_02406	Prbk.g_01889
OG0001060	Syae.g_02412	Prbk.g_01882
OG0001061	Syae.g_02434	Prbk.g_01109
OG0001062	Syae.g_02436	Prbk.g_01111
OG0001063	Syae.g_02440	Prbk.g_01115
OG0001064	Syae.g_02441	Prbk.g_01116
OG0001065	Syae.g_02442	Prbk.g_01117
OG0001066	Syae.g_02443	Prbk.g_01118
OG0001067	Syae.g_02444	Prbk.g_01119
OG0001068	Syae.g_02445	Prbk.g_01120
OG0001069	Syae.g_02446	Prbk.g_01121
OG0001070	Syae.g_02449	Prbk.g_01125
OG0001071	Syae.g_02450	Prbk.g_01126
OG0001072	Syae.g_02454	Prbk.g_01129
OG0001073	Syae.g_02468	Prbk.g_01148
OG0001074	Syae.g_00027	Prbk.g_02602
OG0001075	Syae.g_00029	Prbk.g_02603
OG0001076	Syae.g_00050	Prbk.g_02611
OG0001077	Syae.g_00061	Prbk.g_02621
OG0001078	Syae.g_00075	Prbk.g_02632
OG0001079	Syae.g_00088	Prbk.g_02651
OG0001080	Syae.g_00267	Prbk.g_00738
OG0001081	Syae.g_00615	Prbk.g_00728
OG0001082	Syae.g_00614	Prbk.g_00727
OG0001083	Syae.g_00605	Prbk.g_00719
OG0001084	Syae.g_00604	Prbk.g_00718
OG0001085	Syae.g_00594	Prbk.g_00708
OG0001086	Syae.g_00592	Prbk.g_00706
OG0001087	Syae.g_00751	Prbk.g_01821
OG0001088	Syae.g_00755	Prbk.g_01817
OG0001089	Syae.g_00781	Prbk.g_01764
OG0001090	Syae.g_00471	Prbk.g_00617
OG0001091	Syae.g_00469	Prbk.g_00615
OG0001092	Syae.g_00466	Prbk.g_00614
OG0001093	Syae.g_00460	Prbk.g_00610
OG0001094	Syae.g_00527	Prbk.g_02462
OG0001095	Syae.g_00506	Prbk.g_02481
OG0001096	Syae.g_00490	Prbk.g_02497
OG0001097	Syae.g_00845	Prbk.g_02542
OG0001098	Syae.g_00269	Prbk.g_02379
OG0001099	Syae.g_01380	Prbk.g_00193
OG0001100	Syae.g_00583	Prbk.g_02389
OG0001101	Syae.g_00581	Prbk.g_02390
OG0001102	Syae.g_00578	Prbk.g_02393
OG0001103	Syae.g_00576	Prbk.g_02395
OG0001104	Syae.g_00544	Prbk.g_02452
OG0001105	Syae.g_00540	Prbk.g_02447
OG0001106	Syae.g_00346	Prbk.g_02336
OG0001107	Syae.g_00358	Prbk.g_02326
OG0001108	Syae.g_00366	Prbk.g_02319
OG0001109	Syae.g_00368	Prbk.g_02317
OG0001110	Syae.g_00370	Prbk.g_02315
OG0001111	Syae.g_00372	Prbk.g_02313
OG0001112	Syae.g_00374	Prbk.g_02311
OG0001113	Syae.g_00375	Prbk.g_02310
OG0001114	Syae.g_00376	Prbk.g_02309
OG0001115	Syae.g_00380	Prbk.g_02307
OG0001116	Syae.g_00382	Prbk.g_02306
OG0001117	Syae.g_00383	Prbk.g_02305
OG0001118	Syae.g_00384	Prbk.g_02304
OG0001119	Syae.g_00386	Prbk.g_02303
OG0001120	Syae.g_00390	Prbk.g_02301
OG0001122	Syae.g_00417	Prbk.g_00581
OG0001123	Syae.g_00424	Prbk.g_00588
OG0001124	Syae.g_00426	Prbk.g_00590
OG0001125	Syae.g_00428	Prbk.g_00592
OG0001126	Syae.g_00807	Prbk.g_00068
OG0001127	Syae.g_00806	Prbk.g_00067
OG0001128	Syae.g_00803	Prbk.g_00064
OG0001129	Syae.g_00801	Prbk.g_00063
