Orthogroup	Syae	Praw
OG0000585	Syae.g_00022	Praw.g_00148
OG0000586	Syae.g_00023	Praw.g_00149
OG0000587	Syae.g_00025	Praw.g_00150
OG0000588	Syae.g_00043	Praw.g_00154
OG0000589	Syae.g_00047	Praw.g_00157
OG0000590	Syae.g_00048	Praw.g_00158
OG0000591	Syae.g_00056	Praw.g_00161
OG0000592	Syae.g_00057	Praw.g_00162
OG0000593	Syae.g_00070	Praw.g_00168
OG0000594	Syae.g_00071	Praw.g_00169
OG0000595	Syae.g_00072	Praw.g_01888
OG0000596	Syae.g_00077	Praw.g_01884
OG0000597	Syae.g_00080	Praw.g_01882
OG0000598	Syae.g_00081	Praw.g_01881
OG0000599	Syae.g_00084	Praw.g_01878
OG0000600	Syae.g_00085	Praw.g_01877
OG0000601	Syae.g_00086	Praw.g_01876
OG0000602	Syae.g_00091	Praw.g_01874
OG0000603	Syae.g_00092	Praw.g_01873
OG0000604	Syae.g_00095	Praw.g_01872
OG0000605	Syae.g_00260	Praw.g_01871
OG0000606	Syae.g_00616	Praw.g_01868
OG0000607	Syae.g_00613	Praw.g_01865
OG0000608	Syae.g_00612	Praw.g_01864
OG0000609	Syae.g_00610	Praw.g_01863
OG0000610	Syae.g_00601	Praw.g_01858
OG0000611	Syae.g_00598	Praw.g_01855
OG0000612	Syae.g_00597	Praw.g_01854
OG0000613	Syae.g_01910	Praw.g_01849
OG0000614	Syae.g_00765	Praw.g_01830
OG0000615	Syae.g_00557	Praw.g_01822
OG0000616	Syae.g_01696	Praw.g_01818
OG0000617	Syae.g_00464	Praw.g_01803
OG0000618	Syae.g_00463	Praw.g_01802
OG0000619	Syae.g_00462	Praw.g_01801
OG0000620	Syae.g_00456	Praw.g_01798
OG0000621	Syae.g_00455	Praw.g_01797
OG0000622	Syae.g_00454	Praw.g_01796
OG0000623	Syae.g_00453	Praw.g_01795
OG0000624	Syae.g_00451	Praw.g_01794
OG0000625	Syae.g_00450	Praw.g_01793
OG0000626	Syae.g_00449	Praw.g_01792
OG0000627	Syae.g_00299	Praw.g_01791
OG0000628	Syae.g_00300	Praw.g_01790
OG0000629	Syae.g_00303	Praw.g_01789
OG0000630	Syae.g_00310	Praw.g_01786
OG0000631	Syae.g_00317	Praw.g_01706
OG0000632	Syae.g_00318	Praw.g_01705
OG0000633	Syae.g_00320	Praw.g_01704
OG0000634	Syae.g_00525	Praw.g_01701
OG0000635	Syae.g_00524	Praw.g_01700
OG0000636	Syae.g_00522	Praw.g_01698
OG0000637	Syae.g_00520	Praw.g_01696
OG0000638	Syae.g_00519	Praw.g_01695
OG0000639	Syae.g_00518	Praw.g_01694
OG0000640	Syae.g_00517	Praw.g_01693
OG0000641	Syae.g_00513	Praw.g_01689
OG0000642	Syae.g_00512	Praw.g_01688
OG0000643	Syae.g_00510	Praw.g_01687
OG0000644	Syae.g_00509	Praw.g_01686
OG0000645	Syae.g_00507	Praw.g_01685
OG0000646	Syae.g_00504	Praw.g_01683
OG0000647	Syae.g_00502	Praw.g_01682
OG0000648	Syae.g_00499	Praw.g_01680
OG0000649	Syae.g_00498	Praw.g_01679
OG0000650	Syae.g_00497	Praw.g_01678
OG0000651	Syae.g_00496	Praw.g_01677
OG0000652	Syae.g_00495	Praw.g_01676
OG0000653	Syae.g_00493	Praw.g_01674
OG0000654	Syae.g_00492	Praw.g_01673
OG0000655	Syae.g_00491	Praw.g_01672
OG0000656	Syae.g_00488	Praw.g_01669
OG0000657	Syae.g_00834	Praw.g_01663
OG0000658	Syae.g_00837	Praw.g_01662
OG0000659	Syae.g_00838	Praw.g_01661
OG0000660	Syae.g_00842	Praw.g_01657
OG0000661	Syae.g_00844	Praw.g_01655
OG0000662	Syae.g_00846	Praw.g_01653
OG0000663	Syae.g_00849	Praw.g_01651
OG0000664	Syae.g_00850	Praw.g_01650
OG0000665	Syae.g_00121	Praw.g_01646
OG0000666	Syae.g_00258	Praw.g_01645
OG0000667	Syae.g_02056	Praw.g_01641
OG0000668	Syae.g_00418	Praw.g_01611
OG0000669	Syae.g_00585	Praw.g_01605
OG0000670	Syae.g_00582	Praw.g_01603
OG0000671	Syae.g_00580	Praw.g_01601
OG0000672	Syae.g_00577	Praw.g_01599
OG0000673	Syae.g_00574	Praw.g_01596
OG0000674	Syae.g_00572	Praw.g_01594
OG0000675	Syae.g_00571	Praw.g_01593
OG0000676	Syae.g_00569	Praw.g_01591
OG0000677	Syae.g_00568	Praw.g_01590
OG0000678	Syae.g_00564	Praw.g_01588
OG0000679	Syae.g_00555	Praw.g_01584
OG0000680	Syae.g_00554	Praw.g_01583
OG0000681	Syae.g_00551	Praw.g_01581
OG0000682	Syae.g_00550	Praw.g_01580
OG0000683	Syae.g_00549	Praw.g_01579
OG0000684	Syae.g_00545	Praw.g_01577
OG0000685	Syae.g_00543	Praw.g_01575
OG0000686	Syae.g_00542	Praw.g_01574
OG0000687	Syae.g_00541	Praw.g_01573
OG0000688	Syae.g_00536	Praw.g_01570
OG0000689	Syae.g_00534	Praw.g_01569
OG0000690	Syae.g_00533	Praw.g_01568
OG0000691	Syae.g_00532	Praw.g_01567
OG0000692	Syae.g_00531	Praw.g_01565
OG0000693	Syae.g_00529	Praw.g_01564
OG0000694	Syae.g_00528	Praw.g_01563
OG0000695	Syae.g_00322	Praw.g_01561
OG0000696	Syae.g_00323	Praw.g_01560
OG0000697	Syae.g_00325	Praw.g_01559
OG0000698	Syae.g_00328	Praw.g_01556
OG0000699	Syae.g_00330	Praw.g_01555
OG0000700	Syae.g_00331	Praw.g_01554
OG0000701	Syae.g_00332	Praw.g_01553
OG0000702	Syae.g_00341	Praw.g_01551
OG0000703	Syae.g_00342	Praw.g_01550
OG0000704	Syae.g_00345	Praw.g_01549
OG0000705	Syae.g_00352	Praw.g_01545
OG0000706	Syae.g_00353	Praw.g_01544
OG0000707	Syae.g_00354	Praw.g_01543
OG0000708	Syae.g_00357	Praw.g_01542
OG0000709	Syae.g_00365	Praw.g_01538
OG0000710	Syae.g_00369	Praw.g_01535
OG0000711	Syae.g_00398	Praw.g_01518
OG0000712	Syae.g_00400	Praw.g_01516
OG0000713	Syae.g_00401	Praw.g_01515
OG0000714	Syae.g_00403	Praw.g_01514
OG0000715	Syae.g_00405	Praw.g_01512
OG0000716	Syae.g_00409	Praw.g_01510
OG0000717	Syae.g_00410	Praw.g_01509
OG0000718	Syae.g_00414	Praw.g_01498
OG0000719	Syae.g_00416	Praw.g_01496
OG0000720	Syae.g_00429	Praw.g_01487
OG0000721	Syae.g_00431	Praw.g_01485
OG0000722	Syae.g_00432	Praw.g_01484
OG0000723	Syae.g_00445	Praw.g_01481
OG0000724	Syae.g_00799	Praw.g_01472
OG0000725	Syae.g_00789	Praw.g_01466
OG0000726	Syae.g_00788	Praw.g_01465
OG0000727	Syae.g_00787	Praw.g_01464
OG0000728	Syae.g_00785	Praw.g_01462
OG0000729	Syae.g_01819	Praw.g_01416
OG0000730	Syae.g_02189	Praw.g_00172
OG0000731	Syae.g_02201	Praw.g_00176
OG0000732	Syae.g_01764	Praw.g_00183
OG0000733	Syae.g_01599	Praw.g_00202
OG0000734	Syae.g_01371	Praw.g_00219
OG0000735	Syae.g_00942	Praw.g_00221
OG0000736	Syae.g_00941	Praw.g_00222
OG0000737	Syae.g_00940	Praw.g_00223
OG0000738	Syae.g_00935	Praw.g_00227
OG0000739	Syae.g_00928	Praw.g_00228
OG0000740	Syae.g_00927	Praw.g_00229
OG0000741	Syae.g_00924	Praw.g_00230
OG0000742	Syae.g_00922	Praw.g_00233
OG0000743	Syae.g_00920	Praw.g_00235
OG0000744	Syae.g_00919	Praw.g_00236
OG0000745	Syae.g_00917	Praw.g_00237
OG0000746	Syae.g_00915	Praw.g_00239
OG0000747	Syae.g_00914	Praw.g_00240
OG0000748	Syae.g_00902	Praw.g_00243
OG0000749	Syae.g_00900	Praw.g_00244
OG0000750	Syae.g_00899	Praw.g_00245
OG0000751	Syae.g_00892	Praw.g_00247
OG0000752	Syae.g_00890	Praw.g_00249
OG0000753	Syae.g_00887	Praw.g_00252
OG0000754	Syae.g_00641	Praw.g_00255
OG0000755	Syae.g_00651	Praw.g_00258
OG0000756	Syae.g_00652	Praw.g_00259
OG0000757	Syae.g_00661	Praw.g_00265
OG0000758	Syae.g_00662	Praw.g_00266
OG0000759	Syae.g_00663	Praw.g_00267
OG0000760	Syae.g_00664	Praw.g_00268
OG0000761	Syae.g_00668	Praw.g_00269
OG0000762	Syae.g_00672	Praw.g_00270
OG0000763	Syae.g_00676	Praw.g_00272
OG0000764	Syae.g_00677	Praw.g_00273
OG0000765	Syae.g_00695	Praw.g_00282
OG0000766	Syae.g_00696	Praw.g_00283
OG0000767	Syae.g_00698	Praw.g_00285
OG0000768	Syae.g_00699	Praw.g_00286
OG0000769	Syae.g_00701	Praw.g_00288
OG0000770	Syae.g_00704	Praw.g_00290
OG0000771	Syae.g_00805	Praw.g_00904
OG0000772	Syae.g_00168	Praw.g_00954
OG0000773	Syae.g_00947	Praw.g_00970
OG0000774	Syae.g_00951	Praw.g_00972
OG0000775	Syae.g_00954	Praw.g_00976
OG0000776	Syae.g_00955	Praw.g_00977
OG0000777	Syae.g_00956	Praw.g_00978
OG0000778	Syae.g_00957	Praw.g_00979
OG0000779	Syae.g_00963	Praw.g_00983
OG0000780	Syae.g_00967	Praw.g_00984
OG0000781	Syae.g_00971	Praw.g_00987
OG0000782	Syae.g_00972	Praw.g_00988
OG0000783	Syae.g_00973	Praw.g_00989
OG0000784	Syae.g_00974	Praw.g_00990
OG0000785	Syae.g_00976	Praw.g_00992
OG0000786	Syae.g_02477	Praw.g_00994
OG0000787	Syae.g_02476	Praw.g_00995
OG0000788	Syae.g_00087	Praw.g_01002
OG0000789	Syae.g_00281	Praw.g_01006
OG0000790	Syae.g_02294	Praw.g_01021
OG0000791	Syae.g_02292	Praw.g_01023
OG0000792	Syae.g_02291	Praw.g_01024
OG0000793	Syae.g_02286	Praw.g_01027
OG0000794	Syae.g_02285	Praw.g_01028
OG0000795	Syae.g_02284	Praw.g_01029
OG0000796	Syae.g_02280	Praw.g_01033
OG0000797	Syae.g_02279	Praw.g_01034
OG0000798	Syae.g_01972, Syae.g_01205	Praw.g_01057
OG0000799	Syae.g_00010	Praw.g_01101
OG0000800	Syae.g_00009	Praw.g_01100
OG0000801	Syae.g_00008	Praw.g_01099
OG0000802	Syae.g_02686	Praw.g_01097
OG0000803	Syae.g_02680	Praw.g_01095
OG0000804	Syae.g_02677	Praw.g_01094
OG0000805	Syae.g_02663	Praw.g_01092
OG0000806	Syae.g_02661	Praw.g_01090
OG0000807	Syae.g_02659	Praw.g_01089
OG0000808	Syae.g_02658	Praw.g_01088
OG0000809	Syae.g_02655	Praw.g_01085
OG0000810	Syae.g_02654	Praw.g_01084
OG0000811	Syae.g_02648	Praw.g_01077
OG0000812	Syae.g_02646	Praw.g_01075
OG0000813	Syae.g_02645	Praw.g_00343
OG0000814	Syae.g_02643	Praw.g_00345
OG0000815	Syae.g_02642	Praw.g_00346
OG0000816	Syae.g_02641	Praw.g_00348
OG0000817	Syae.g_02640	Praw.g_00349
OG0000818	Syae.g_02634	Praw.g_00354
OG0000819	Syae.g_02633	Praw.g_00355
OG0000820	Syae.g_02632	Praw.g_00356
OG0000821	Syae.g_02626	Praw.g_00359
OG0000822	Syae.g_02624	Praw.g_00360
OG0000823	Syae.g_02623	Praw.g_00361
OG0000824	Syae.g_02617	Praw.g_00364
OG0000825	Syae.g_02616	Praw.g_00365
OG0000826	Syae.g_02615	Praw.g_00366
OG0000827	Syae.g_02614	Praw.g_00367
OG0000828	Syae.g_02612	Praw.g_00371
OG0000829	Syae.g_02611	Praw.g_00372
OG0000830	Syae.g_02610	Praw.g_00373
OG0000831	Syae.g_02608	Praw.g_00375
OG0000832	Syae.g_01081	Praw.g_00381
OG0000833	Syae.g_01106	Praw.g_00389
OG0000834	Syae.g_01108	Praw.g_00390
OG0000835	Syae.g_01109	Praw.g_00391
OG0000836	Syae.g_01113	Praw.g_00392
OG0000837	Syae.g_01115	Praw.g_00393
OG0000838	Syae.g_01119	Praw.g_00395
OG0000839	Syae.g_01120	Praw.g_00396
OG0000840	Syae.g_01121	Praw.g_00397
OG0000841	Syae.g_01122	Praw.g_00398
OG0000842	Syae.g_01123	Praw.g_00399
OG0000843	Syae.g_01124	Praw.g_00400
OG0000844	Syae.g_01125	Praw.g_00401
OG0000845	Syae.g_01126	Praw.g_00402
OG0000846	Syae.g_01127	Praw.g_00403
OG0000847	Syae.g_01128	Praw.g_00404
OG0000848	Syae.g_01130	Praw.g_00405
OG0000849	Syae.g_01131	Praw.g_00406
OG0000850	Syae.g_01133	Praw.g_00408
OG0000851	Syae.g_01139	Praw.g_00409
OG0000852	Syae.g_01140	Praw.g_00410
OG0000853	Syae.g_01144	Praw.g_00414
OG0000854	Syae.g_01146	Praw.g_00416
OG0000855	Syae.g_01147	Praw.g_00417
OG0000856	Syae.g_00059	Praw.g_00430
OG0000857	Syae.g_00503	Praw.g_00458
OG0000858	Syae.g_01153	Praw.g_00509
OG0000859	Syae.g_01154	Praw.g_00510
OG0000860	Syae.g_01165	Praw.g_00517
OG0000861	Syae.g_01166	Praw.g_00518
OG0000862	Syae.g_01167	Praw.g_00519
OG0000863	Syae.g_01170	Praw.g_00521
OG0000864	Syae.g_01171	Praw.g_00522
OG0000865	Syae.g_01172	Praw.g_00523
OG0000866	Syae.g_01173	Praw.g_00524
OG0000867	Syae.g_01174	Praw.g_00525
OG0000868	Syae.g_01177	Praw.g_00526
OG0000869	Syae.g_01182	Praw.g_00530
OG0000870	Syae.g_01187	Praw.g_00535
OG0000871	Syae.g_01188	Praw.g_00536
OG0000872	Syae.g_01196	Praw.g_00537
OG0000873	Syae.g_01199	Praw.g_00540
OG0000874	Syae.g_01194	Praw.g_00543
OG0000875	Syae.g_01244	Praw.g_00544
OG0000876	Syae.g_01020	Praw.g_00545
OG0000877	Syae.g_01025	Praw.g_00547
OG0000878	Syae.g_01026	Praw.g_00548
OG0000879	Syae.g_01027	Praw.g_00549
OG0000880	Syae.g_01028	Praw.g_00550
OG0000881	Syae.g_01034	Praw.g_00554
OG0000882	Syae.g_01039	Praw.g_00559
OG0000883	Syae.g_01041	Praw.g_00561
OG0000884	Syae.g_01043	Praw.g_00563
OG0000885	Syae.g_01044	Praw.g_00564
OG0000886	Syae.g_01045	Praw.g_00565
OG0000887	Syae.g_01046	Praw.g_00566
OG0000888	Syae.g_01048	Praw.g_00568
OG0000889	Syae.g_01050	Praw.g_00570
OG0000890	Syae.g_01056	Praw.g_00571
OG0000891	Syae.g_01057	Praw.g_00572
OG0000892	Syae.g_01059	Praw.g_01921
OG0000893	Syae.g_02031	Praw.g_01917
OG0000894	Syae.g_02034	Praw.g_01915
OG0000895	Syae.g_02038	Praw.g_01912
OG0000896	Syae.g_02039	Praw.g_01911
OG0000897	Syae.g_02041	Praw.g_01909
OG0000898	Syae.g_02042	Praw.g_01908
OG0000899	Syae.g_02043	Praw.g_01907
OG0000900	Syae.g_02044	Praw.g_01906
OG0000901	Syae.g_02049	Praw.g_01903
OG0000902	Syae.g_02051	Praw.g_01901
OG0000903	Syae.g_02077	Praw.g_01898
OG0000904	Syae.g_02071	Praw.g_01896
OG0000905	Syae.g_02065	Praw.g_01892
OG0000906	Syae.g_02063	Praw.g_01891
OG0000907	Syae.g_02079	Praw.g_00138
OG0000908	Syae.g_02082	Praw.g_00135
OG0000909	Syae.g_02083	Praw.g_00134
OG0000910	Syae.g_02084	Praw.g_00133
OG0000911	Syae.g_02086	Praw.g_00131
OG0000912	Syae.g_02087	Praw.g_00130
OG0000913	Syae.g_02088	Praw.g_00129
OG0000914	Syae.g_02089	Praw.g_00128
OG0000915	Syae.g_02091	Praw.g_00127
OG0000916	Syae.g_02092	Praw.g_00126
OG0000917	Syae.g_02093	Praw.g_00125
OG0000918	Syae.g_02094	Praw.g_00124
OG0000919	Syae.g_02095	Praw.g_00123
OG0000920	Syae.g_02096	Praw.g_00122
OG0000921	Syae.g_02097	Praw.g_00121
OG0000922	Syae.g_02098	Praw.g_00120
OG0000923	Syae.g_02102	Praw.g_00116
OG0000924	Syae.g_02103	Praw.g_00115
OG0000925	Syae.g_02104	Praw.g_00114
OG0000926	Syae.g_02105	Praw.g_00113
OG0000927	Syae.g_02107	Praw.g_00111
OG0000928	Syae.g_02108	Praw.g_00110
OG0000929	Syae.g_02109	Praw.g_00109
OG0000930	Syae.g_02110	Praw.g_00108
OG0000931	Syae.g_02111	Praw.g_00107
OG0000932	Syae.g_02112	Praw.g_00106
OG0000933	Syae.g_02118	Praw.g_00102
OG0000934	Syae.g_02120	Praw.g_00100
OG0000935	Syae.g_02121	Praw.g_00099
OG0000936	Syae.g_02122	Praw.g_00098
OG0000937	Syae.g_02123	Praw.g_00097
OG0000938	Syae.g_02126	Praw.g_00095
OG0000939	Syae.g_02127	Praw.g_00094
OG0000940	Syae.g_02133	Praw.g_00087
OG0000941	Syae.g_02135	Praw.g_00085
OG0000942	Syae.g_02137	Praw.g_00083
OG0000943	Syae.g_02138	Praw.g_00082
OG0000944	Syae.g_02140	Praw.g_00081
OG0000945	Syae.g_02142	Praw.g_00080
OG0000946	Syae.g_02146	Praw.g_00076
OG0000947	Syae.g_02149	Praw.g_00074
OG0000948	Syae.g_02150	Praw.g_00073
OG0000949	Syae.g_01884	Praw.g_00070
OG0000950	Syae.g_01873	Praw.g_00065
OG0000951	Syae.g_01866	Praw.g_00061
OG0000952	Syae.g_01859	Praw.g_00057
OG0000953	Syae.g_01854	Praw.g_00054
OG0000954	Syae.g_01845	Praw.g_00050
OG0000955	Syae.g_01844	Praw.g_00049
OG0000956	Syae.g_01842	Praw.g_00047
OG0000957	Syae.g_01831	Praw.g_00041
OG0000958	Syae.g_01830	Praw.g_00040
OG0000959	Syae.g_01826	Praw.g_00036
OG0000960	Syae.g_01825	Praw.g_00035
OG0000961	Syae.g_01822	Praw.g_00033
OG0000962	Syae.g_01820	Praw.g_00031
OG0000963	Syae.g_01814	Praw.g_00027
OG0000964	Syae.g_01813	Praw.g_00026
OG0000965	Syae.g_01812	Praw.g_00025
OG0000966	Syae.g_01789	Praw.g_00018
OG0000967	Syae.g_01782	Praw.g_00014
OG0000968	Syae.g_01787	Praw.g_00012
OG0000969	Syae.g_01785	Praw.g_00011
OG0000970	Syae.g_01784	Praw.g_00010
OG0000971	Syae.g_01779	Praw.g_00009
OG0000972	Syae.g_01778	Praw.g_00008
OG0000973	Syae.g_01777	Praw.g_00007
OG0000974	Syae.g_01776	Praw.g_00006
OG0000975	Syae.g_01775	Praw.g_00005
OG0000976	Syae.g_01774	Praw.g_00004
OG0000977	Syae.g_01772	Praw.g_00003
OG0000978	Syae.g_01771	Praw.g_00002
OG0000979	Syae.g_01768	Praw.g_01192
OG0000980	Syae.g_01765	Praw.g_01190
OG0000981	Syae.g_01762	Praw.g_01188
OG0000982	Syae.g_01568	Praw.g_01186
OG0000983	Syae.g_01569	Praw.g_01185
OG0000984	Syae.g_01570	Praw.g_01184
OG0000985	Syae.g_01572	Praw.g_01181
OG0000986	Syae.g_01575	Praw.g_01179
OG0000987	Syae.g_01577	Praw.g_01178
OG0000988	Syae.g_01583	Praw.g_01175
OG0000989	Syae.g_01591	Praw.g_01171
OG0000990	Syae.g_01606	Praw.g_01168
OG0000991	Syae.g_01609	Praw.g_01167
OG0000992	Syae.g_01612	Praw.g_01165
OG0000993	Syae.g_01613	Praw.g_01164
OG0000994	Syae.g_01616	Praw.g_01163
OG0000995	Syae.g_01627	Praw.g_01159
OG0000996	Syae.g_01667	Praw.g_01158
OG0000997	Syae.g_01678	Praw.g_01157
OG0000998	Syae.g_01680	Praw.g_01155
OG0000999	Syae.g_01683	Praw.g_01154
OG0001000	Syae.g_01686	Praw.g_01151
OG0001001	Syae.g_01692	Praw.g_01149
OG0001002	Syae.g_01699	Praw.g_01145
OG0001003	Syae.g_01701	Praw.g_01144
OG0001004	Syae.g_01702	Praw.g_01143
OG0001005	Syae.g_01703	Praw.g_01142
OG0001006	Syae.g_01710	Praw.g_01138
OG0001007	Syae.g_01712	Praw.g_01136
OG0001008	Syae.g_00993	Praw.g_00710
OG0001009	Syae.g_01744	Praw.g_01401
OG0001010	Syae.g_01745	Praw.g_01400
OG0001011	Syae.g_01747	Praw.g_01399
OG0001012	Syae.g_01564	Praw.g_01385
OG0001013	Syae.g_01552	Praw.g_01380
OG0001014	Syae.g_01548	Praw.g_01377
OG0001015	Syae.g_01547	Praw.g_01376
OG0001016	Syae.g_01290	Praw.g_01361
OG0001017	Syae.g_01296	Praw.g_01357
OG0001018	Syae.g_01298	Praw.g_01354
OG0001019	Syae.g_01334	Praw.g_01345
OG0001020	Syae.g_01340	Praw.g_01344
OG0001021	Syae.g_01344	Praw.g_01343
OG0001022	Syae.g_01348	Praw.g_01341
OG0001023	Syae.g_01349	Praw.g_01340
OG0001024	Syae.g_01353	Praw.g_01337
OG0001025	Syae.g_01360	Praw.g_01331
OG0001026	Syae.g_01373	Praw.g_01324
OG0001027	Syae.g_01377	Praw.g_01323
OG0001028	Syae.g_01379	Praw.g_01321
OG0001029	Syae.g_01381	Praw.g_01320
OG0001030	Syae.g_01403	Praw.g_01305
OG0001031	Syae.g_01475	Praw.g_01249
OG0001032	Syae.g_01479	Praw.g_01248
OG0001033	Syae.g_01505	Praw.g_01227
OG0001034	Syae.g_02238	Praw.g_01199
OG0001035	Syae.g_02006	Praw.g_00879
OG0001036	Syae.g_02001	Praw.g_00875
OG0001037	Syae.g_01999	Praw.g_00874
OG0001038	Syae.g_01971	Praw.g_00856
OG0001039	Syae.g_01968	Praw.g_00853
OG0001040	Syae.g_01965	Praw.g_00851
OG0001041	Syae.g_01960	Praw.g_00847
OG0001042	Syae.g_01935	Praw.g_00830
OG0001043	Syae.g_01931	Praw.g_00829
OG0001044	Syae.g_02191	Praw.g_00797
OG0001045	Syae.g_02204	Praw.g_00789
OG0001046	Syae.g_00385	Praw.g_00754
OG0001047	Syae.g_00991	Praw.g_00708
OG0001048	Syae.g_00990	Praw.g_00707
OG0001049	Syae.g_00987	Praw.g_00705
OG0001050	Syae.g_00986	Praw.g_00704
OG0001051	Syae.g_00985	Praw.g_00703
OG0001052	Syae.g_02526	Praw.g_00676
OG0001053	Syae.g_02312	Praw.g_00665
OG0001054	Syae.g_02329	Praw.g_00650
OG0001055	Syae.g_02350	Praw.g_00631
OG0001056	Syae.g_02379	Praw.g_00612
OG0001057	Syae.g_02388	Praw.g_00607
OG0001058	Syae.g_02402	Praw.g_00599
OG0001059	Syae.g_02406	Praw.g_00595
OG0001060	Syae.g_02412	Praw.g_00588
OG0001061	Syae.g_02434	Praw.g_00575
OG0001062	Syae.g_02436	Praw.g_01923
OG0001063	Syae.g_02440	Praw.g_01925
OG0001064	Syae.g_02441	Praw.g_01926
OG0001065	Syae.g_02442	Praw.g_01927
OG0001066	Syae.g_02443	Praw.g_01928
OG0001067	Syae.g_02444	Praw.g_01929
OG0001068	Syae.g_02445	Praw.g_01930
OG0001069	Syae.g_02446	Praw.g_01931
OG0001070	Syae.g_02449	Praw.g_01934
OG0001071	Syae.g_02450	Praw.g_01935
OG0001073	Syae.g_02468	Praw.g_00140
OG0001074	Syae.g_00027	Praw.g_00151
OG0001075	Syae.g_00029	Praw.g_00152
OG0001076	Syae.g_00050	Praw.g_00160
OG0001077	Syae.g_00061	Praw.g_00164
OG0001078	Syae.g_00075	Praw.g_01886
OG0001079	Syae.g_00088	Praw.g_01875
OG0001080	Syae.g_00267	Praw.g_01869
OG0001081	Syae.g_00615	Praw.g_01867
OG0001082	Syae.g_00614	Praw.g_01866
OG0001083	Syae.g_00605	Praw.g_01861
OG0001084	Syae.g_00604	Praw.g_01860
OG0001085	Syae.g_00594	Praw.g_01852
OG0001086	Syae.g_00592	Praw.g_01851
OG0001087	Syae.g_00751	Praw.g_01834
OG0001088	Syae.g_00755	Praw.g_01833
OG0001089	Syae.g_00781	Praw.g_01825
OG0001090	Syae.g_00471	Praw.g_01808
OG0001091	Syae.g_00469	Praw.g_01806
OG0001092	Syae.g_00466	Praw.g_01805
OG0001093	Syae.g_00460	Praw.g_01800
OG0001094	Syae.g_00527	Praw.g_01703
OG0001095	Syae.g_00506	Praw.g_01684
OG0001096	Syae.g_00490	Praw.g_01671
OG0001097	Syae.g_00845	Praw.g_01654
OG0001098	Syae.g_00269	Praw.g_01639
OG0001099	Syae.g_01380	Praw.g_01608
OG0001100	Syae.g_00583	Praw.g_01604
OG0001101	Syae.g_00581	Praw.g_01602
OG0001102	Syae.g_00578	Praw.g_01600
OG0001103	Syae.g_00576	Praw.g_01598
OG0001104	Syae.g_00544	Praw.g_01576
OG0001105	Syae.g_00540	Praw.g_01572
OG0001106	Syae.g_00346	Praw.g_01548
OG0001107	Syae.g_00358	Praw.g_01541
OG0001108	Syae.g_00366	Praw.g_01537
OG0001109	Syae.g_00368	Praw.g_01536
OG0001110	Syae.g_00370	Praw.g_01534
OG0001111	Syae.g_00372	Praw.g_01533
OG0001112	Syae.g_00374	Praw.g_01532
OG0001113	Syae.g_00375	Praw.g_01531
OG0001114	Syae.g_00376	Praw.g_01530
OG0001115	Syae.g_00380	Praw.g_01528
OG0001116	Syae.g_00382	Praw.g_01527
OG0001117	Syae.g_00383	Praw.g_01526
OG0001118	Syae.g_00384	Praw.g_01525
OG0001119	Syae.g_00386	Praw.g_01524
OG0001120	Syae.g_00390	Praw.g_01522
OG0001121	Syae.g_00133	Praw.g_00199, Praw.g_01519
OG0001122	Syae.g_00417	Praw.g_01495
OG0001123	Syae.g_00424	Praw.g_01491
OG0001124	Syae.g_00426	Praw.g_01489
OG0001125	Syae.g_00428	Praw.g_01488
OG0001126	Syae.g_00807	Praw.g_01478
OG0001127	Syae.g_00806	Praw.g_01477
OG0001128	Syae.g_00803	Praw.g_01475
OG0001129	Syae.g_00801	Praw.g_01474
OG0001130	Syae.g_00800	Praw.g_01473
OG0001131	Syae.g_00562	Praw.g_01437
OG0001132	Syae.g_00242	Praw.g_01427
OG0001133	Syae.g_00053	Praw.g_00187
OG0001134	Syae.g_00638	Praw.g_00201
OG0001135	Syae.g_00636	Praw.g_00204
OG0001136	Syae.g_00923	Praw.g_00231
OG0001137	Syae.g_00903	Praw.g_00242
OG0001138	Syae.g_00654	Praw.g_00260
OG0001139	Syae.g_00656	Praw.g_00261
OG0001140	Syae.g_00657	Praw.g_00262
OG0001141	Syae.g_00658	Praw.g_00263
OG0001142	Syae.g_00660	Praw.g_00264
OG0001143	Syae.g_00673	Praw.g_00271
OG0001144	Syae.g_00684	Praw.g_00276
OG0001145	Syae.g_00948	Praw.g_00971
OG0001146	Syae.g_00968	Praw.g_00985
OG0001147	Syae.g_02536	Praw.g_01001
OG0001148	Syae.g_02297	Praw.g_01018
OG0001149	Syae.g_02296	Praw.g_01019
OG0001150	Syae.g_02295	Praw.g_01020
OG0001151	Syae.g_02282	Praw.g_01031
OG0001152	Syae.g_02281	Praw.g_01032
OG0001153	Syae.g_02613	Praw.g_00368
OG0001155	Syae.g_01083	Praw.g_00382
OG0001156	Syae.g_01093	Praw.g_00385
OG0001157	Syae.g_01094	Praw.g_00386
OG0001158	Syae.g_01100	Praw.g_00387
OG0001159	Syae.g_01103	Praw.g_00388
OG0001160	Syae.g_01142	Praw.g_00412
OG0001161	Syae.g_01597	Praw.g_00423
OG0001162	Syae.g_00487	Praw.g_00434
OG0001163	Syae.g_01150	Praw.g_00507
OG0001164	Syae.g_01156	Praw.g_00511
OG0001165	Syae.g_01161	Praw.g_00514
OG0001166	Syae.g_01186	Praw.g_00534
OG0001167	Syae.g_01031	Praw.g_00551
