Orthogroup	Prae	Prap
OG0000586	Prae.g_00587	Prap.g_01154
OG0000587	Prae.g_00588	Prap.g_01153
OG0000588	Prae.g_00592	Prap.g_01149
OG0000589	Prae.g_00595	Prap.g_01147
OG0000590	Prae.g_00596	Prap.g_01146
OG0000591	Prae.g_00599	Prap.g_01142
OG0000592	Prae.g_00600	Prap.g_01141
OG0000593	Prae.g_00606	Prap.g_00395
OG0000594	Prae.g_00607	Prap.g_00394
OG0000595	Prae.g_00608	Prap.g_00393
OG0000596	Prae.g_00612	Prap.g_00389
OG0000597	Prae.g_00614	Prap.g_00386
OG0000598	Prae.g_00615	Prap.g_00385
OG0000599	Prae.g_00618	Prap.g_00382
OG0000600	Prae.g_00619	Prap.g_00381
OG0000601	Prae.g_00620	Prap.g_00380
OG0000602	Prae.g_00622	Prap.g_00378
OG0000603	Prae.g_00623	Prap.g_00377
OG0000604	Prae.g_00624	Prap.g_00376
OG0000605	Prae.g_00625	Prap.g_00375
OG0000606	Prae.g_00628	Prap.g_00372
OG0000607	Prae.g_00631	Prap.g_00369
OG0000608	Prae.g_00632	Prap.g_00368
OG0000609	Prae.g_00633	Prap.g_00367
OG0000610	Prae.g_00638	Prap.g_00361
OG0000611	Prae.g_00641	Prap.g_00358
OG0000612	Prae.g_00642	Prap.g_00357
OG0000613	Prae.g_00647	Prap.g_00828
OG0000614	Prae.g_00666	Prap.g_00807
OG0000615	Prae.g_00674	Prap.g_00796
OG0000616	Prae.g_00678	Prap.g_01489
OG0000617	Prae.g_00717	Prap.g_00341
OG0000618	Prae.g_00718	Prap.g_00340
OG0000619	Prae.g_00719	Prap.g_00339
OG0000620	Prae.g_00722	Prap.g_00336
OG0000621	Prae.g_00723	Prap.g_00335
OG0000622	Prae.g_00724	Prap.g_00334
OG0000623	Prae.g_00725	Prap.g_00333
OG0000624	Prae.g_00726	Prap.g_00331
OG0000625	Prae.g_00727	Prap.g_00330
OG0000626	Prae.g_00728	Prap.g_00329
OG0000627	Prae.g_00729	Prap.g_00328
OG0000628	Prae.g_00730	Prap.g_00327
OG0000629	Prae.g_00731	Prap.g_00326
OG0000630	Prae.g_00734	Prap.g_00323
OG0000631	Prae.g_00797	Prap.g_00683
OG0000632	Prae.g_00798	Prap.g_00682
OG0000633	Prae.g_00799	Prap.g_00681
OG0000634	Prae.g_00802	Prap.g_00787
OG0000635	Prae.g_00803	Prap.g_00786
OG0000636	Prae.g_00805	Prap.g_00784
OG0000637	Prae.g_00807	Prap.g_00782
OG0000638	Prae.g_00808	Prap.g_00781
OG0000639	Prae.g_00809	Prap.g_00780
OG0000640	Prae.g_00810	Prap.g_00779
OG0000641	Prae.g_00814	Prap.g_00775
OG0000642	Prae.g_00815	Prap.g_00774
OG0000643	Prae.g_00816	Prap.g_00773
OG0000644	Prae.g_00817	Prap.g_00772
OG0000645	Prae.g_00818	Prap.g_00771
OG0000646	Prae.g_00820	Prap.g_00769
OG0000647	Prae.g_00821	Prap.g_00767
OG0000648	Prae.g_00823	Prap.g_00765
OG0000649	Prae.g_00824	Prap.g_00764
OG0000650	Prae.g_00825	Prap.g_00763
OG0000651	Prae.g_00826	Prap.g_00762
OG0000652	Prae.g_00827	Prap.g_00761
OG0000653	Prae.g_00829	Prap.g_00759
OG0000654	Prae.g_00830	Prap.g_00758
OG0000655	Prae.g_00831	Prap.g_00757
OG0000656	Prae.g_00834	Prap.g_00754
OG0000657	Prae.g_00841	Prap.g_00746
OG0000658	Prae.g_00842	Prap.g_00744
OG0000659	Prae.g_00843	Prap.g_00743
OG0000660	Prae.g_00847	Prap.g_00739
OG0000661	Prae.g_00849	Prap.g_00737
OG0000662	Prae.g_00851	Prap.g_00735
OG0000663	Prae.g_00853	Prap.g_00733
OG0000664	Prae.g_00854	Prap.g_00732
OG0000665	Prae.g_00858	Prap.g_00726
OG0000666	Prae.g_00859	Prap.g_00725
OG0000667	Prae.g_00863	Prap.g_00721
OG0000668	Prae.g_00892	Prap.g_00660
OG0000669	Prae.g_00900	Prap.g_00869
OG0000670	Prae.g_00902	Prap.g_00866
OG0000671	Prae.g_00904	Prap.g_00863
OG0000672	Prae.g_00906	Prap.g_00860
OG0000673	Prae.g_00909	Prap.g_00857
OG0000674	Prae.g_00911	Prap.g_00855
OG0000675	Prae.g_00912	Prap.g_00854
OG0000676	Prae.g_00914	Prap.g_00852
OG0000677	Prae.g_00915	Prap.g_00851
OG0000678	Prae.g_00917	Prap.g_00849
OG0000679	Prae.g_00921	Prap.g_00845
OG0000680	Prae.g_00922	Prap.g_00844
OG0000681	Prae.g_00924	Prap.g_00841
OG0000682	Prae.g_00925	Prap.g_00840
OG0000683	Prae.g_00926	Prap.g_00839
OG0000684	Prae.g_00927	Prap.g_00837
OG0000685	Prae.g_00929	Prap.g_00835
OG0000686	Prae.g_00930	Prap.g_00834
OG0000687	Prae.g_00931	Prap.g_00833
OG0000688	Prae.g_00934	Prap.g_00353
OG0000689	Prae.g_00935	Prap.g_00352
OG0000690	Prae.g_00936	Prap.g_00351
OG0000691	Prae.g_00937	Prap.g_00350
OG0000692	Prae.g_00938	Prap.g_00348
OG0000693	Prae.g_00939	Prap.g_00347
OG0000694	Prae.g_00940	Prap.g_00346
OG0000695	Prae.g_00942	Prap.g_00679
OG0000696	Prae.g_00943	Prap.g_00678
OG0000697	Prae.g_00944	Prap.g_00677
OG0000698	Prae.g_00947	Prap.g_00239
OG0000699	Prae.g_00948	Prap.g_00240
OG0000700	Prae.g_00949	Prap.g_00241
OG0000701	Prae.g_00950	Prap.g_00242
OG0000702	Prae.g_00952	Prap.g_00244
OG0000703	Prae.g_00953	Prap.g_00245
OG0000704	Prae.g_00954	Prap.g_00247
OG0000705	Prae.g_00958	Prap.g_00250
OG0000706	Prae.g_00959	Prap.g_00251
OG0000707	Prae.g_00960	Prap.g_00252
OG0000708	Prae.g_00961	Prap.g_00254
OG0000709	Prae.g_00965	Prap.g_00258
OG0000710	Prae.g_00968	Prap.g_00261
OG0000711	Prae.g_00985	Prap.g_00279
OG0000712	Prae.g_00987	Prap.g_00280
OG0000713	Prae.g_00988	Prap.g_00281
OG0000714	Prae.g_00989	Prap.g_00282
OG0000715	Prae.g_00991	Prap.g_00284
OG0000716	Prae.g_00993	Prap.g_00286
OG0000717	Prae.g_00994	Prap.g_00287
OG0000718	Prae.g_01009	Prap.g_00291
OG0000719	Prae.g_01011	Prap.g_00293
OG0000720	Prae.g_01020	Prap.g_00305
OG0000721	Prae.g_01022	Prap.g_00309
OG0000722	Prae.g_01023	Prap.g_00310
OG0000723	Prae.g_01026	Prap.g_00314
OG0000724	Prae.g_01035	Prap.g_00703
OG0000725	Prae.g_01041	Prap.g_00709
OG0000726	Prae.g_01042	Prap.g_00710
OG0000727	Prae.g_01043	Prap.g_00711
OG0000728	Prae.g_01045	Prap.g_00713
OG0000729	Prae.g_01092	Prap.g_00539
OG0000730	Prae.g_01096	Prap.g_00498
OG0000731	Prae.g_01100	Prap.g_01366
OG0000732	Prae.g_01109	Prap.g_01538
OG0000733	Prae.g_01131	Prap.g_01882
OG0000734	Prae.g_01148	Prap.g_00472
OG0000735	Prae.g_01150	Prap.g_00470
OG0000736	Prae.g_01151	Prap.g_00469
OG0000737	Prae.g_01152	Prap.g_00468
OG0000738	Prae.g_01156	Prap.g_00464
OG0000739	Prae.g_01157	Prap.g_00463
OG0000740	Prae.g_01158	Prap.g_00462
OG0000741	Prae.g_01159	Prap.g_00460
OG0000742	Prae.g_01162	Prap.g_00457
OG0000743	Prae.g_01164	Prap.g_00455
OG0000744	Prae.g_01165	Prap.g_00454
OG0000745	Prae.g_01166	Prap.g_00453
OG0000746	Prae.g_01168	Prap.g_00451
OG0000747	Prae.g_01169	Prap.g_00450
OG0000748	Prae.g_01172	Prap.g_00446
OG0000749	Prae.g_01173	Prap.g_00445
OG0000750	Prae.g_01174	Prap.g_00444
OG0000751	Prae.g_01176	Prap.g_00441
OG0000752	Prae.g_01178	Prap.g_00439
OG0000753	Prae.g_01181	Prap.g_00437
OG0000754	Prae.g_01184	Prap.g_00434
OG0000755	Prae.g_01187	Prap.g_00428
OG0000756	Prae.g_01188	Prap.g_00427
OG0000757	Prae.g_01194	Prap.g_00420
OG0000758	Prae.g_01195	Prap.g_00419
OG0000759	Prae.g_01196	Prap.g_00418
OG0000760	Prae.g_01197	Prap.g_00417
OG0000761	Prae.g_01198	Prap.g_00416
OG0000762	Prae.g_01199	Prap.g_00415
OG0000763	Prae.g_01201	Prap.g_00413
OG0000764	Prae.g_01202	Prap.g_00412
OG0000765	Prae.g_01211	Prap.g_00404
OG0000766	Prae.g_01212	Prap.g_00403
OG0000767	Prae.g_01214	Prap.g_00401
OG0000768	Prae.g_01215	Prap.g_00400
OG0000769	Prae.g_01217	Prap.g_00398
OG0000770	Prae.g_01219	Prap.g_01136
OG0000771	Prae.g_01434	Prap.g_00217
OG0000772	Prae.g_01293	Prap.g_01853
OG0000773	Prae.g_01319	Prap.g_00552
OG0000774	Prae.g_01321	Prap.g_00554
OG0000775	Prae.g_01324	Prap.g_00556
OG0000776	Prae.g_01325	Prap.g_00557
OG0000777	Prae.g_01326	Prap.g_00558
OG0000778	Prae.g_01327	Prap.g_00559
OG0000779	Prae.g_01331	Prap.g_00563
OG0000780	Prae.g_01332	Prap.g_00564
OG0000781	Prae.g_01335	Prap.g_00568
OG0000782	Prae.g_01336	Prap.g_00569
OG0000783	Prae.g_01337	Prap.g_00570
OG0000784	Prae.g_01338	Prap.g_00571
OG0000785	Prae.g_01340	Prap.g_00573
OG0000786	Prae.g_01342	Prap.g_00576
OG0000787	Prae.g_01343	Prap.g_00577
OG0000788	Prae.g_01355	Prap.g_01268
OG0000789	Prae.g_01358	Prap.g_00220
OG0000790	Prae.g_01373	Prap.g_00064
OG0000791	Prae.g_01375	Prap.g_00066
OG0000792	Prae.g_01376	Prap.g_00067
OG0000793	Prae.g_01379	Prap.g_00070
OG0000794	Prae.g_01380	Prap.g_00071
OG0000795	Prae.g_01381	Prap.g_00072
OG0000796	Prae.g_01385	Prap.g_00076
OG0000797	Prae.g_01386	Prap.g_00077
OG0000798	Prae.g_01420	Prap.g_00004
OG0000799	Prae.g_01441	Prap.g_00104
OG0000800	Prae.g_01442	Prap.g_00105
OG0000801	Prae.g_01443	Prap.g_00106
OG0000802	Prae.g_01445	Prap.g_00108
OG0000803	Prae.g_01447	Prap.g_00110
OG0000804	Prae.g_01448	Prap.g_00111
OG0000805	Prae.g_01450	Prap.g_00113
OG0000806	Prae.g_01452	Prap.g_00115
OG0000807	Prae.g_01453	Prap.g_00116
OG0000808	Prae.g_01454	Prap.g_00117
OG0000809	Prae.g_01457	Prap.g_00119
OG0000810	Prae.g_01458	Prap.g_00120
OG0000811	Prae.g_01462	Prap.g_00124
OG0000812	Prae.g_01464	Prap.g_00126
OG0000813	Prae.g_01465	Prap.g_00127
OG0000814	Prae.g_01467	Prap.g_00129
OG0000815	Prae.g_01468	Prap.g_00130
OG0000816	Prae.g_01470	Prap.g_00132
OG0000817	Prae.g_01471	Prap.g_00133
OG0000818	Prae.g_01476	Prap.g_00138
OG0000819	Prae.g_01477	Prap.g_00139
OG0000820	Prae.g_01478	Prap.g_00140
OG0000821	Prae.g_01482	Prap.g_00144
OG0000822	Prae.g_01483	Prap.g_00145
OG0000823	Prae.g_01484	Prap.g_00146
OG0000824	Prae.g_01487	Prap.g_00149
OG0000825	Prae.g_01488	Prap.g_00150
OG0000826	Prae.g_01489	Prap.g_00151
OG0000827	Prae.g_01490	Prap.g_00152
OG0000828	Prae.g_01493	Prap.g_00155
OG0000829	Prae.g_01494	Prap.g_00156
OG0000830	Prae.g_01495	Prap.g_00157
OG0000831	Prae.g_01497	Prap.g_00159
OG0000832	Prae.g_01503	Prap.g_00169
OG0000833	Prae.g_01511	Prap.g_00178
OG0000834	Prae.g_01512	Prap.g_00179
OG0000835	Prae.g_01513	Prap.g_00180
OG0000836	Prae.g_01514	Prap.g_00181
OG0000837	Prae.g_01515	Prap.g_00182
OG0000838	Prae.g_01517	Prap.g_00184
OG0000839	Prae.g_01518	Prap.g_00185
OG0000840	Prae.g_01519	Prap.g_00186
OG0000841	Prae.g_01520	Prap.g_00187
OG0000842	Prae.g_01521	Prap.g_00188
OG0000843	Prae.g_01522	Prap.g_00189
OG0000844	Prae.g_01523	Prap.g_00190
OG0000845	Prae.g_01524	Prap.g_00191
OG0000846	Prae.g_01525	Prap.g_00192
OG0000847	Prae.g_01526	Prap.g_00193
OG0000848	Prae.g_01527	Prap.g_00194
OG0000849	Prae.g_01528	Prap.g_00195
OG0000850	Prae.g_01530	Prap.g_00197
OG0000851	Prae.g_01531	Prap.g_00198
OG0000852	Prae.g_01532	Prap.g_00199
OG0000853	Prae.g_01536	Prap.g_00205
OG0000854	Prae.g_01538	Prap.g_00207
OG0000855	Prae.g_01539	Prap.g_00208
OG0000856	Prae.g_01554	Prap.g_01139
OG0000857	Prae.g_01582	Prap.g_00768
OG0000858	Prae.g_01617	Prap.g_01786
OG0000859	Prae.g_01618	Prap.g_01785
OG0000860	Prae.g_01625	Prap.g_01777
OG0000861	Prae.g_01626	Prap.g_01776
OG0000862	Prae.g_01627	Prap.g_01775
OG0000863	Prae.g_01629	Prap.g_01773
OG0000864	Prae.g_01630	Prap.g_01772
OG0000865	Prae.g_01631	Prap.g_01771
OG0000866	Prae.g_01632	Prap.g_01770
OG0000867	Prae.g_01633	Prap.g_01769
OG0000868	Prae.g_01634	Prap.g_01767
OG0000869	Prae.g_01638	Prap.g_01764
OG0000870	Prae.g_01643	Prap.g_01759
OG0000871	Prae.g_01644	Prap.g_01758
OG0000872	Prae.g_01645	Prap.g_01757
OG0000873	Prae.g_01648	Prap.g_01753
OG0000874	Prae.g_01651	Prap.g_01750
OG0000875	Prae.g_01652	Prap.g_01749
OG0000876	Prae.g_01653	Prap.g_01748
OG0000877	Prae.g_01655	Prap.g_01746
OG0000878	Prae.g_01656	Prap.g_01745
OG0000879	Prae.g_01657	Prap.g_01744
OG0000880	Prae.g_01658	Prap.g_01743
OG0000881	Prae.g_01662	Prap.g_01739
OG0000882	Prae.g_01667	Prap.g_01734
OG0000883	Prae.g_01668	Prap.g_01732
OG0000884	Prae.g_01670	Prap.g_01730
OG0000885	Prae.g_01671	Prap.g_01729
OG0000886	Prae.g_01672	Prap.g_01728
OG0000887	Prae.g_01673	Prap.g_01727
OG0000888	Prae.g_01675	Prap.g_01725
OG0000889	Prae.g_01677	Prap.g_01723
OG0000890	Prae.g_01678	Prap.g_01722
OG0000891	Prae.g_01679	Prap.g_01721
OG0000892	Prae.g_01681	Prap.g_01719
OG0000893	Prae.g_01686	Prap.g_01715
OG0000894	Prae.g_01688	Prap.g_01712
OG0000895	Prae.g_01691	Prap.g_01708
OG0000896	Prae.g_01692	Prap.g_01707
OG0000897	Prae.g_01694	Prap.g_01705
OG0000898	Prae.g_01695	Prap.g_01704
OG0000899	Prae.g_01696	Prap.g_01703
OG0000900	Prae.g_01697	Prap.g_01702
OG0000901	Prae.g_01700	Prap.g_01699
OG0000902	Prae.g_01702	Prap.g_01697
OG0000903	Prae.g_01705	Prap.g_01693
OG0000904	Prae.g_01707	Prap.g_01689
OG0000905	Prae.g_01712	Prap.g_01695
OG0000906	Prae.g_01713	Prap.g_01696
OG0000907	Prae.g_01716	Prap.g_01686
OG0000908	Prae.g_01719	Prap.g_01683
OG0000909	Prae.g_01720	Prap.g_01682
OG0000910	Prae.g_01721	Prap.g_01681
OG0000911	Prae.g_01723	Prap.g_01679
OG0000912	Prae.g_01724	Prap.g_01678
OG0000913	Prae.g_01725	Prap.g_01677
OG0000914	Prae.g_01726	Prap.g_01676
OG0000915	Prae.g_01727	Prap.g_01675
OG0000916	Prae.g_01728	Prap.g_01674
OG0000917	Prae.g_01729	Prap.g_01673
OG0000918	Prae.g_01730	Prap.g_01672
OG0000919	Prae.g_01731	Prap.g_01671
OG0000920	Prae.g_01732	Prap.g_01670
OG0000921	Prae.g_01733	Prap.g_01669
OG0000922	Prae.g_01734	Prap.g_01668
OG0000923	Prae.g_01738	Prap.g_01664
OG0000924	Prae.g_01739	Prap.g_01663
OG0000925	Prae.g_01740	Prap.g_01662
OG0000926	Prae.g_01741	Prap.g_01661
OG0000927	Prae.g_01743	Prap.g_01659
OG0000928	Prae.g_01744	Prap.g_01658
OG0000929	Prae.g_01745	Prap.g_01657
OG0000930	Prae.g_01746	Prap.g_01656
OG0000931	Prae.g_01747	Prap.g_01655
OG0000932	Prae.g_01748	Prap.g_01654
OG0000933	Prae.g_01752	Prap.g_01650
OG0000934	Prae.g_01754	Prap.g_01647
OG0000935	Prae.g_01755	Prap.g_01646
OG0000936	Prae.g_01756	Prap.g_01645
OG0000937	Prae.g_01757	Prap.g_01644
OG0000938	Prae.g_01759	Prap.g_01641
OG0000939	Prae.g_01760	Prap.g_01640
OG0000940	Prae.g_01768	Prap.g_01633
OG0000941	Prae.g_01770	Prap.g_01631
OG0000942	Prae.g_01772	Prap.g_01629
OG0000943	Prae.g_01773	Prap.g_01628
OG0000944	Prae.g_01774	Prap.g_01626
OG0000945	Prae.g_01775	Prap.g_01625
OG0000946	Prae.g_01779	Prap.g_01620
OG0000947	Prae.g_01781	Prap.g_01618
OG0000948	Prae.g_01782	Prap.g_01617
OG0000949	Prae.g_01785	Prap.g_01614
OG0000950	Prae.g_01790	Prap.g_01607
OG0000951	Prae.g_01794	Prap.g_01603
OG0000952	Prae.g_01798	Prap.g_01599
OG0000953	Prae.g_01801	Prap.g_01595
OG0000954	Prae.g_01805	Prap.g_01591
OG0000955	Prae.g_01806	Prap.g_01590
OG0000956	Prae.g_01808	Prap.g_01588
OG0000957	Prae.g_01813	Prap.g_01582
OG0000958	Prae.g_01814	Prap.g_01581
OG0000959	Prae.g_01818	Prap.g_01577
OG0000960	Prae.g_01819	Prap.g_01576
OG0000961	Prae.g_01821	Prap.g_01573
OG0000962	Prae.g_01823	Prap.g_01571
OG0000963	Prae.g_01827	Prap.g_01567
OG0000964	Prae.g_01828	Prap.g_01566
OG0000965	Prae.g_01829	Prap.g_01565
OG0000966	Prae.g_01836	Prap.g_01559
OG0000967	Prae.g_01840	Prap.g_01555
OG0000968	Prae.g_01842	Prap.g_01553
OG0000969	Prae.g_01843	Prap.g_01552
OG0000970	Prae.g_01844	Prap.g_01551
OG0000971	Prae.g_01845	Prap.g_01550
OG0000972	Prae.g_01846	Prap.g_01549
OG0000973	Prae.g_01847	Prap.g_01548
OG0000974	Prae.g_01848	Prap.g_01547
OG0000975	Prae.g_01849	Prap.g_01546
OG0000976	Prae.g_01850	Prap.g_01545
OG0000977	Prae.g_01851	Prap.g_01544
OG0000978	Prae.g_01852	Prap.g_01543
OG0000979	Prae.g_01855	Prap.g_01541
OG0000980	Prae.g_01857	Prap.g_01539
OG0000981	Prae.g_01859	Prap.g_01536
OG0000982	Prae.g_01861	Prap.g_01534
OG0000983	Prae.g_01862	Prap.g_01533
OG0000984	Prae.g_01863	Prap.g_01532
OG0000985	Prae.g_01866	Prap.g_01529
OG0000986	Prae.g_01868	Prap.g_01527
OG0000987	Prae.g_01869	Prap.g_01526
OG0000988	Prae.g_01872	Prap.g_01523
OG0000989	Prae.g_01876	Prap.g_01519
OG0000990	Prae.g_01879	Prap.g_01515
OG0000991	Prae.g_01880	Prap.g_01514
OG0000992	Prae.g_01882	Prap.g_01511
OG0000993	Prae.g_01883	Prap.g_01510
OG0000994	Prae.g_01884	Prap.g_01509
OG0000995	Prae.g_01888	Prap.g_01505
OG0000996	Prae.g_01889	Prap.g_01504
OG0000997	Prae.g_01890	Prap.g_01501
OG0000998	Prae.g_01892	Prap.g_01499
OG0000999	Prae.g_01893	Prap.g_01498
OG0001000	Prae.g_01896	Prap.g_01495
OG0001001	Prae.g_01898	Prap.g_01492
OG0001002	Prae.g_01902	Prap.g_01874
OG0001003	Prae.g_01903	Prap.g_01873
OG0001004	Prae.g_01904	Prap.g_01872
OG0001005	Prae.g_01905	Prap.g_01871
OG0001006	Prae.g_01909	Prap.g_00056
OG0001007	Prae.g_01911	Prap.g_00054
OG0001008	Prae.g_00411	Prap.g_01329
OG0001009	Prae.g_00027	Prap.g_00928
OG0001010	Prae.g_00028	Prap.g_00927
OG0001011	Prae.g_00029	Prap.g_00925
OG0001012	Prae.g_00045	Prap.g_00911
OG0001013	Prae.g_00050	Prap.g_00904
OG0001014	Prae.g_00053	Prap.g_00901
OG0001015	Prae.g_00054	Prap.g_00899
OG0001016	Prae.g_00073	Prap.g_00877
OG0001017	Prae.g_00077	Prap.g_01100
OG0001018	Prae.g_00080	Prap.g_01098
OG0001019	Prae.g_00089	Prap.g_01089
OG0001020	Prae.g_00090	Prap.g_01088
OG0001021	Prae.g_00091	Prap.g_01087
OG0001022	Prae.g_00094	Prap.g_01084
OG0001023	Prae.g_00095	Prap.g_01083
OG0001024	Prae.g_00098	Prap.g_01079
OG0001025	Prae.g_00104	Prap.g_01072
OG0001026	Prae.g_00110	Prap.g_01063
OG0001027	Prae.g_00111	Prap.g_01062
OG0001028	Prae.g_00113	Prap.g_01060
OG0001029	Prae.g_00115	Prap.g_01059
OG0001030	Prae.g_00130	Prap.g_01043
OG0001031	Prae.g_00189	Prap.g_00983
OG0001032	Prae.g_00190	Prap.g_00982
OG0001033	Prae.g_00211	Prap.g_00961
OG0001034	Prae.g_00239	Prap.g_01476
OG0001035	Prae.g_00257	Prap.g_01456
OG0001036	Prae.g_00262	Prap.g_01452
OG0001037	Prae.g_00263	Prap.g_01451
OG0001038	Prae.g_00279	Prap.g_01432
OG0001039	Prae.g_00282	Prap.g_01429
OG0001040	Prae.g_00284	Prap.g_01427
OG0001041	Prae.g_00288	Prap.g_01422
OG0001042	Prae.g_00305	Prap.g_01405
OG0001043	Prae.g_00306	Prap.g_01404
OG0001044	Prae.g_00334	Prap.g_01373
OG0001045	Prae.g_00342	Prap.g_01364
OG0001046	Prae.g_00379	Prap.g_01827
OG0001047	Prae.g_00413	Prap.g_01327
OG0001048	Prae.g_00414	Prap.g_01326
OG0001049	Prae.g_00416	Prap.g_01324
OG0001050	Prae.g_00417	Prap.g_01323
OG0001051	Prae.g_00418	Prap.g_01322
OG0001052	Prae.g_00445	Prap.g_01296
OG0001053	Prae.g_00457	Prap.g_01284
OG0001054	Prae.g_00472	Prap.g_01269
OG0001055	Prae.g_00491	Prap.g_01250
OG0001056	Prae.g_00511	Prap.g_01233
OG0001057	Prae.g_00516	Prap.g_01228
OG0001058	Prae.g_00524	Prap.g_01220
OG0001059	Prae.g_00528	Prap.g_01216
OG0001060	Prae.g_00535	Prap.g_01210
OG0001061	Prae.g_00548	Prap.g_01195
OG0001062	Prae.g_00550	Prap.g_01193
OG0001063	Prae.g_00552	Prap.g_01191
OG0001064	Prae.g_00553	Prap.g_01190
OG0001065	Prae.g_00554	Prap.g_01189
OG0001066	Prae.g_00555	Prap.g_01188
OG0001067	Prae.g_00556	Prap.g_01187
OG0001068	Prae.g_00557	Prap.g_01186
OG0001069	Prae.g_00558	Prap.g_01185
OG0001070	Prae.g_00561	Prap.g_01181
OG0001071	Prae.g_00562	Prap.g_01180
OG0001072	Prae.g_00564	Prap.g_01178
OG0001073	Prae.g_00578	Prap.g_01164
OG0001074	Prae.g_00589	Prap.g_01152
OG0001075	Prae.g_00590	Prap.g_01151
OG0001076	Prae.g_00598	Prap.g_01144
OG0001077	Prae.g_00602	Prap.g_01138
OG0001078	Prae.g_00610	Prap.g_00391
OG0001079	Prae.g_00621	Prap.g_00379
OG0001080	Prae.g_00627	Prap.g_00373
OG0001081	Prae.g_00629	Prap.g_00371
OG0001082	Prae.g_00630	Prap.g_00370
OG0001083	Prae.g_00635	Prap.g_00365
OG0001084	Prae.g_00636	Prap.g_00364
OG0001085	Prae.g_00644	Prap.g_00831
OG0001086	Prae.g_00645	Prap.g_00830
OG0001087	Prae.g_00662	Prap.g_00812
OG0001088	Prae.g_00663	Prap.g_00811
OG0001089	Prae.g_00671	Prap.g_00800
OG0001090	Prae.g_00712	Prap.g_00790
OG0001091	Prae.g_00714	Prap.g_00344
OG0001092	Prae.g_00715	Prap.g_00343
OG0001093	Prae.g_00720	Prap.g_00338
OG0001094	Prae.g_00800	Prap.g_00345
OG0001095	Prae.g_00819	Prap.g_00770
OG0001096	Prae.g_00832	Prap.g_00756
OG0001097	Prae.g_00850	Prap.g_00736
OG0001098	Prae.g_00865	Prap.g_00717
OG0001099	Prae.g_00897	Prap.g_00655
OG0001100	Prae.g_00901	Prap.g_00867
OG0001101	Prae.g_00903	Prap.g_00864
OG0001102	Prae.g_00905	Prap.g_00861
OG0001103	Prae.g_00907	Prap.g_00859
OG0001104	Prae.g_00928	Prap.g_00836
OG0001105	Prae.g_00932	Prap.g_00832
OG0001106	Prae.g_00955	Prap.g_00248
OG0001107	Prae.g_00962	Prap.g_00255
OG0001108	Prae.g_00966	Prap.g_00259
OG0001109	Prae.g_00967	Prap.g_00260
OG0001110	Prae.g_00969	Prap.g_00262
OG0001111	Prae.g_00970	Prap.g_00263
OG0001112	Prae.g_00971	Prap.g_00264
OG0001113	Prae.g_00972	Prap.g_00265
OG0001114	Prae.g_00973	Prap.g_00266
OG0001115	Prae.g_00975	Prap.g_00268
OG0001116	Prae.g_00976	Prap.g_00269
OG0001117	Prae.g_00977	Prap.g_00270
OG0001118	Prae.g_00978	Prap.g_00271
OG0001119	Prae.g_00979	Prap.g_00272
OG0001120	Prae.g_00981	Prap.g_00274
OG0001122	Prae.g_01012	Prap.g_00294
OG0001123	Prae.g_01016	Prap.g_00300
OG0001124	Prae.g_01018	Prap.g_00302
OG0001125	Prae.g_01019	Prap.g_00304
OG0001126	Prae.g_01029	Prap.g_00697
OG0001127	Prae.g_01030	Prap.g_00698
OG0001128	Prae.g_01032	Prap.g_00700
OG0001129	Prae.g_01033	Prap.g_00701
OG0001130	Prae.g_01034	Prap.g_00702
OG0001131	Prae.g_01072	Prap.g_01345
OG0001132	Prae.g_01081	Prap.g_00020
OG0001133	Prae.g_01115	Prap.g_00058
OG0001134	Prae.g_01130	Prap.g_01883
OG0001135	Prae.g_01133	Prap.g_01880
OG0001136	Prae.g_01160	Prap.g_00459
OG0001137	Prae.g_01171	Prap.g_00447
OG0001138	Prae.g_01189	Prap.g_00426
OG0001139	Prae.g_01190	Prap.g_00424
OG0001140	Prae.g_01191	Prap.g_00423
OG0001141	Prae.g_01192	Prap.g_00422
OG0001142	Prae.g_01193	Prap.g_00421
OG0001143	Prae.g_01200	Prap.g_00414
OG0001144	Prae.g_01205	Prap.g_00409
OG0001145	Prae.g_01320	Prap.g_00553
OG0001146	Prae.g_01333	Prap.g_00565
OG0001147	Prae.g_01354	Prap.g_00585
OG0001148	Prae.g_01370	Prap.g_00061
OG0001149	Prae.g_01371	Prap.g_00062
OG0001150	Prae.g_01372	Prap.g_00063
OG0001151	Prae.g_01383	Prap.g_00074
OG0001152	Prae.g_01384	Prap.g_00075
OG0001153	Prae.g_01491	Prap.g_00153
OG0001154	Prae.g_01492	Prap.g_00154
OG0001155	Prae.g_01504	Prap.g_00171
OG0001156	Prae.g_01507	Prap.g_00174
OG0001157	Prae.g_01508	Prap.g_00175
OG0001158	Prae.g_01509	Prap.g_00176
OG0001159	Prae.g_01510	Prap.g_00177
OG0001160	Prae.g_01534	Prap.g_00203
OG0001161	Prae.g_01547	Prap.g_01836
OG0001162	Prae.g_01558	Prap.g_01907
OG0001163	Prae.g_01615	Prap.g_01788
OG0001164	Prae.g_01619	Prap.g_01784
OG0001165	Prae.g_01622	Prap.g_01781
OG0001166	Prae.g_01642	Prap.g_01760
OG0001167	Prae.g_01659	Prap.g_01742
OG0001168	Prae.g_01661	Prap.g_01740
