Orthogroup	Prae	Syag
OG0000584	Prae.g_00584	Syag.g_00355
OG0000585	Prae.g_00586	Syag.g_00357
OG0000586	Prae.g_00587	Syag.g_00358
OG0000587	Prae.g_00588	Syag.g_00360
OG0000588	Prae.g_00592	Syag.g_00371
OG0000589	Prae.g_00595	Syag.g_00375
OG0000590	Prae.g_00596	Syag.g_00376
OG0000591	Prae.g_00599	Syag.g_00383
OG0000592	Prae.g_00600	Syag.g_00384
OG0000593	Prae.g_00606	Syag.g_00406
OG0000594	Prae.g_00607	Syag.g_00407
OG0000595	Prae.g_00608	Syag.g_00408
OG0000596	Prae.g_00612	Syag.g_00413
OG0000597	Prae.g_00614	Syag.g_00416
OG0000598	Prae.g_00615	Syag.g_00417
OG0000599	Prae.g_00618	Syag.g_00424
OG0000600	Prae.g_00619	Syag.g_00425
OG0000601	Prae.g_00620	Syag.g_00426
OG0000602	Prae.g_00622	Syag.g_00431
OG0000603	Prae.g_00623	Syag.g_00432
OG0000604	Prae.g_00624	Syag.g_00434
OG0000605	Prae.g_00625	Syag.g_00522
OG0000606	Prae.g_00628	Syag.g_00550
OG0000607	Prae.g_00631	Syag.g_00553
OG0000608	Prae.g_00632	Syag.g_00554
OG0000609	Prae.g_00633	Syag.g_00556
OG0000610	Prae.g_00638	Syag.g_00580
OG0000611	Prae.g_00641	Syag.g_00583
OG0000612	Prae.g_00642	Syag.g_00584
OG0000613	Prae.g_00647	Syag.g_02533
OG0000614	Prae.g_00666	Syag.g_01004
OG0000615	Prae.g_00674	Syag.g_00630
OG0000616	Prae.g_00678	Syag.g_02255
OG0000617	Prae.g_00717	Syag.g_00915
OG0000618	Prae.g_00718	Syag.g_00914
OG0000619	Prae.g_00719	Syag.g_00913
OG0000620	Prae.g_00722	Syag.g_00906
OG0000621	Prae.g_00723	Syag.g_00905
OG0000622	Prae.g_00724	Syag.g_00904
OG0000623	Prae.g_00725	Syag.g_00903
OG0000624	Prae.g_00726	Syag.g_00901
OG0000625	Prae.g_00727	Syag.g_00900
OG0000626	Prae.g_00728	Syag.g_00899
OG0000627	Prae.g_00729	Syag.g_00756
OG0000628	Prae.g_00730	Syag.g_00757
OG0000629	Prae.g_00731	Syag.g_00761
OG0000630	Prae.g_00734	Syag.g_00765
OG0000631	Prae.g_00797	Syag.g_00772
OG0000632	Prae.g_00798	Syag.g_00773
OG0000633	Prae.g_00799	Syag.g_00774
OG0000634	Prae.g_00802	Syag.g_00663
OG0000635	Prae.g_00803	Syag.g_00664
OG0000636	Prae.g_00805	Syag.g_00666
OG0000637	Prae.g_00807	Syag.g_00668
OG0000638	Prae.g_00808	Syag.g_00669
OG0000639	Prae.g_00809	Syag.g_00670
OG0000640	Prae.g_00810	Syag.g_00671
OG0000641	Prae.g_00814	Syag.g_00675
OG0000642	Prae.g_00815	Syag.g_00676
OG0000643	Prae.g_00816	Syag.g_00677
OG0000644	Prae.g_00817	Syag.g_00678
OG0000645	Prae.g_00818	Syag.g_00680
OG0000646	Prae.g_00820	Syag.g_00683
OG0000647	Prae.g_00821	Syag.g_00685
OG0000648	Prae.g_00823	Syag.g_00694
OG0000649	Prae.g_00824	Syag.g_00695
OG0000650	Prae.g_00825	Syag.g_00696
OG0000651	Prae.g_00826	Syag.g_00697
OG0000652	Prae.g_00827	Syag.g_00698
OG0000653	Prae.g_00829	Syag.g_00700
OG0000654	Prae.g_00830	Syag.g_00701
OG0000655	Prae.g_00831	Syag.g_00702
OG0000656	Prae.g_00834	Syag.g_00705
OG0000657	Prae.g_00841	Syag.g_00719
OG0000658	Prae.g_00842	Syag.g_00721
OG0000659	Prae.g_00843	Syag.g_00722
OG0000660	Prae.g_00847	Syag.g_00726
OG0000661	Prae.g_00849	Syag.g_00728
OG0000662	Prae.g_00851	Syag.g_00730
OG0000663	Prae.g_00853	Syag.g_00733
OG0000664	Prae.g_00854	Syag.g_00734
OG0000665	Prae.g_00858	Syag.g_00456
OG0000666	Prae.g_00859	Syag.g_00445
OG0000667	Prae.g_00863	Syag.g_00574
OG0000668	Prae.g_00892	Syag.g_00868
OG0000669	Prae.g_00900	Syag.g_00600
OG0000670	Prae.g_00902	Syag.g_00399
OG0000671	Prae.g_00904	Syag.g_00604
OG0000672	Prae.g_00906	Syag.g_00607
OG0000673	Prae.g_00909	Syag.g_00610
OG0000674	Prae.g_00911	Syag.g_00612
OG0000675	Prae.g_00912	Syag.g_00613
OG0000676	Prae.g_00914	Syag.g_00615
OG0000677	Prae.g_00915	Syag.g_00616
OG0000678	Prae.g_00917	Syag.g_00622
OG0000679	Prae.g_00921	Syag.g_00633
OG0000680	Prae.g_00922	Syag.g_00634
OG0000681	Prae.g_00924	Syag.g_00637
OG0000682	Prae.g_00925	Syag.g_00638
OG0000683	Prae.g_00926	Syag.g_00639
OG0000684	Prae.g_00927	Syag.g_00641
OG0000685	Prae.g_00929	Syag.g_00643
OG0000686	Prae.g_00930	Syag.g_00644
OG0000687	Prae.g_00931	Syag.g_00645
OG0000688	Prae.g_00934	Syag.g_00651
OG0000689	Prae.g_00935	Syag.g_00653
OG0000690	Prae.g_00936	Syag.g_00654
OG0000691	Prae.g_00937	Syag.g_00655
OG0000692	Prae.g_00938	Syag.g_00656
OG0000693	Prae.g_00939	Syag.g_00658
OG0000694	Prae.g_00940	Syag.g_00659
OG0000695	Prae.g_00942	Syag.g_00776
OG0000696	Prae.g_00943	Syag.g_00777
OG0000697	Prae.g_00944	Syag.g_00778
OG0000698	Prae.g_00947	Syag.g_00781
OG0000699	Prae.g_00948	Syag.g_00782
OG0000700	Prae.g_00949	Syag.g_00783
OG0000701	Prae.g_00950	Syag.g_00784
OG0000702	Prae.g_00952	Syag.g_00792
OG0000703	Prae.g_00953	Syag.g_00793
OG0000704	Prae.g_00954	Syag.g_00795
OG0000705	Prae.g_00958	Syag.g_00802
OG0000706	Prae.g_00959	Syag.g_00803
OG0000707	Prae.g_00960	Syag.g_00804
OG0000708	Prae.g_00961	Syag.g_00807
OG0000709	Prae.g_00965	Syag.g_00816
OG0000710	Prae.g_00968	Syag.g_00820
OG0000711	Prae.g_00985	Syag.g_00848
OG0000712	Prae.g_00987	Syag.g_00850
OG0000713	Prae.g_00988	Syag.g_00851
OG0000714	Prae.g_00989	Syag.g_00853
OG0000715	Prae.g_00991	Syag.g_00855
OG0000716	Prae.g_00993	Syag.g_00859
OG0000717	Prae.g_00994	Syag.g_00860
OG0000718	Prae.g_01009	Syag.g_00864
OG0000719	Prae.g_01011	Syag.g_00866
OG0000720	Prae.g_01020	Syag.g_00880
OG0000721	Prae.g_01022	Syag.g_00882
OG0000722	Prae.g_01023	Syag.g_00883
OG0000723	Prae.g_01026	Syag.g_00897
OG0000724	Prae.g_01035	Syag.g_00967
OG0000725	Prae.g_01041	Syag.g_00978
OG0000726	Prae.g_01042	Syag.g_00979
OG0000727	Prae.g_01043	Syag.g_00980
OG0000728	Prae.g_01045	Syag.g_00982
OG0000729	Prae.g_01092	Syag.g_02376
OG0000730	Prae.g_01096	Syag.g_02840
OG0000731	Prae.g_01100	Syag.g_02853
OG0000732	Prae.g_01109	Syag.g_02331
OG0000733	Prae.g_01131	Syag.g_00145
OG0000734	Prae.g_01148	Syag.g_01892
OG0000735	Prae.g_01150	Syag.g_01159
OG0000736	Prae.g_01151	Syag.g_01158
OG0000737	Prae.g_01152	Syag.g_01157
OG0000738	Prae.g_01156	Syag.g_01152
OG0000739	Prae.g_01157	Syag.g_01149
OG0000740	Prae.g_01158	Syag.g_01148
OG0000741	Prae.g_01159	Syag.g_01145
OG0000742	Prae.g_01162	Syag.g_01142
OG0000743	Prae.g_01164	Syag.g_01140
OG0000744	Prae.g_01165	Syag.g_01139
OG0000745	Prae.g_01166	Syag.g_01137
OG0000746	Prae.g_01168	Syag.g_01135
OG0000747	Prae.g_01169	Syag.g_01134
OG0000748	Prae.g_01172	Syag.g_01122
OG0000749	Prae.g_01173	Syag.g_01121
OG0000750	Prae.g_01174	Syag.g_01120
OG0000751	Prae.g_01176	Syag.g_01114
OG0000752	Prae.g_01178	Syag.g_01112
OG0000753	Prae.g_01181	Syag.g_01109
OG0000754	Prae.g_01184	Syag.g_01103
OG0000755	Prae.g_01187	Syag.g_01092
OG0000756	Prae.g_01188	Syag.g_01091
OG0000757	Prae.g_01194	Syag.g_01084
OG0000758	Prae.g_01195	Syag.g_01083
OG0000759	Prae.g_01196	Syag.g_01082
OG0000760	Prae.g_01197	Syag.g_01081
OG0000761	Prae.g_01198	Syag.g_01080
OG0000762	Prae.g_01199	Syag.g_01078
OG0000763	Prae.g_01201	Syag.g_01076
OG0000764	Prae.g_01202	Syag.g_01075
OG0000765	Prae.g_01211	Syag.g_01056
OG0000766	Prae.g_01212	Syag.g_01055
OG0000767	Prae.g_01214	Syag.g_01053
OG0000768	Prae.g_01215	Syag.g_01052
OG0000769	Prae.g_01217	Syag.g_01047
OG0000770	Prae.g_01219	Syag.g_01043
OG0000771	Prae.g_01434	Syag.g_00959
OG0000772	Prae.g_01293	Syag.g_02043
OG0000773	Prae.g_01319	Syag.g_01168
OG0000774	Prae.g_01321	Syag.g_01182
OG0000775	Prae.g_01324	Syag.g_01185
OG0000776	Prae.g_01325	Syag.g_01186
OG0000777	Prae.g_01326	Syag.g_01187
OG0000778	Prae.g_01327	Syag.g_01188
OG0000779	Prae.g_01331	Syag.g_01194
OG0000780	Prae.g_01332	Syag.g_01217
OG0000781	Prae.g_01335	Syag.g_01221
OG0000782	Prae.g_01336	Syag.g_01222
OG0000783	Prae.g_01337	Syag.g_01223
OG0000784	Prae.g_01338	Syag.g_01224
OG0000785	Prae.g_01340	Syag.g_01226
OG0000786	Prae.g_01342	Syag.g_01235
OG0000787	Prae.g_01343	Syag.g_01236
OG0000788	Prae.g_01355	Syag.g_00427
OG0000789	Prae.g_01358	Syag.g_00453
OG0000790	Prae.g_01373	Syag.g_01542
OG0000791	Prae.g_01375	Syag.g_01544
OG0000792	Prae.g_01376	Syag.g_01545
OG0000793	Prae.g_01379	Syag.g_01550
OG0000794	Prae.g_01380	Syag.g_01551
OG0000795	Prae.g_01381	Syag.g_01552
OG0000796	Prae.g_01385	Syag.g_01556
OG0000797	Prae.g_01386	Syag.g_01557
OG0000798	Prae.g_01420	Syag.g_02601
OG0000799	Prae.g_01441	Syag.g_01278
OG0000800	Prae.g_01442	Syag.g_01280
OG0000801	Prae.g_01443	Syag.g_01285
OG0000802	Prae.g_01445	Syag.g_01293
OG0000803	Prae.g_01447	Syag.g_01321
OG0000804	Prae.g_01448	Syag.g_01438
OG0000805	Prae.g_01450	Syag.g_01433
OG0000806	Prae.g_01452	Syag.g_01429
OG0000807	Prae.g_01453	Syag.g_01428
OG0000808	Prae.g_01454	Syag.g_01427
OG0000809	Prae.g_01457	Syag.g_01423
OG0000810	Prae.g_01458	Syag.g_01422
OG0000811	Prae.g_01462	Syag.g_01413
OG0000812	Prae.g_01464	Syag.g_01411
OG0000813	Prae.g_01465	Syag.g_01410
OG0000814	Prae.g_01467	Syag.g_01408
OG0000815	Prae.g_01468	Syag.g_01407
OG0000816	Prae.g_01470	Syag.g_01405
OG0000817	Prae.g_01471	Syag.g_01404
OG0000818	Prae.g_01476	Syag.g_01400
OG0000819	Prae.g_01477	Syag.g_01399
OG0000820	Prae.g_01478	Syag.g_01398
OG0000821	Prae.g_01482	Syag.g_01388
OG0000822	Prae.g_01483	Syag.g_01386
OG0000823	Prae.g_01484	Syag.g_01385
OG0000824	Prae.g_01487	Syag.g_01379
OG0000825	Prae.g_01488	Syag.g_01378
OG0000826	Prae.g_01489	Syag.g_01377
OG0000827	Prae.g_01490	Syag.g_01376
OG0000828	Prae.g_01493	Syag.g_01373
OG0000829	Prae.g_01494	Syag.g_01372
OG0000830	Prae.g_01495	Syag.g_01371
OG0000831	Prae.g_01497	Syag.g_01367
OG0000832	Prae.g_01503	Syag.g_01614
OG0000833	Prae.g_01511	Syag.g_01628
OG0000834	Prae.g_01512	Syag.g_01632
OG0000835	Prae.g_01513	Syag.g_01633
OG0000836	Prae.g_01514	Syag.g_01637
OG0000837	Prae.g_01515	Syag.g_01638
OG0000838	Prae.g_01517	Syag.g_01642
OG0000839	Prae.g_01518	Syag.g_01643
OG0000840	Prae.g_01519	Syag.g_01644
OG0000841	Prae.g_01520	Syag.g_01645
OG0000842	Prae.g_01521	Syag.g_01646
OG0000843	Prae.g_01522	Syag.g_01647
OG0000844	Prae.g_01523	Syag.g_01649
OG0000845	Prae.g_01524	Syag.g_01650
OG0000846	Prae.g_01525	Syag.g_01651
OG0000847	Prae.g_01526	Syag.g_01652
OG0000848	Prae.g_01527	Syag.g_01654
OG0000849	Prae.g_01528	Syag.g_01655
OG0000850	Prae.g_01530	Syag.g_01657
OG0000851	Prae.g_01531	Syag.g_01663
OG0000852	Prae.g_01532	Syag.g_01664
OG0000853	Prae.g_01536	Syag.g_01668
OG0000854	Prae.g_01538	Syag.g_01670
OG0000855	Prae.g_01539	Syag.g_01671
OG0000856	Prae.g_01554	Syag.g_00386
OG0000857	Prae.g_01582	Syag.g_00684
OG0000858	Prae.g_01617	Syag.g_01677
OG0000859	Prae.g_01618	Syag.g_01678
OG0000860	Prae.g_01625	Syag.g_01689
OG0000861	Prae.g_01626	Syag.g_01690
OG0000862	Prae.g_01627	Syag.g_01693
OG0000863	Prae.g_01629	Syag.g_01695
OG0000864	Prae.g_01630	Syag.g_01696
OG0000865	Prae.g_01631	Syag.g_01697
OG0000866	Prae.g_01632	Syag.g_01698
OG0000867	Prae.g_01633	Syag.g_01699
OG0000868	Prae.g_01634	Syag.g_01707
OG0000869	Prae.g_01638	Syag.g_01711
OG0000870	Prae.g_01643	Syag.g_01716
OG0000871	Prae.g_01644	Syag.g_01717
OG0000872	Prae.g_01645	Syag.g_01723
OG0000873	Prae.g_01648	Syag.g_01726
OG0000874	Prae.g_01651	Syag.g_01729
OG0000875	Prae.g_01652	Syag.g_01731
OG0000876	Prae.g_01653	Syag.g_01732
OG0000877	Prae.g_01655	Syag.g_01734
OG0000878	Prae.g_01656	Syag.g_01735
OG0000879	Prae.g_01657	Syag.g_02356
OG0000880	Prae.g_01658	Syag.g_01736
OG0000881	Prae.g_01662	Syag.g_01741
OG0000882	Prae.g_01667	Syag.g_01746
OG0000883	Prae.g_01668	Syag.g_01749
OG0000884	Prae.g_01670	Syag.g_01751
OG0000885	Prae.g_01671	Syag.g_01752
OG0000886	Prae.g_01672	Syag.g_01753
OG0000887	Prae.g_01673	Syag.g_01754
OG0000888	Prae.g_01675	Syag.g_01756
OG0000889	Prae.g_01677	Syag.g_01758
OG0000890	Prae.g_01678	Syag.g_01761
OG0000891	Prae.g_01679	Syag.g_01762
OG0000892	Prae.g_01681	Syag.g_01765
OG0000893	Prae.g_01686	Syag.g_02688
OG0000894	Prae.g_01688	Syag.g_02691
OG0000895	Prae.g_01691	Syag.g_02695
OG0000896	Prae.g_01692	Syag.g_02696
OG0000897	Prae.g_01694	Syag.g_02699
OG0000898	Prae.g_01695	Syag.g_02700
OG0000899	Prae.g_01696	Syag.g_02701
OG0000900	Prae.g_01697	Syag.g_02702
OG0000901	Prae.g_01700	Syag.g_02707
OG0000902	Prae.g_01702	Syag.g_02709
OG0000903	Prae.g_01705	Syag.g_02724
OG0000904	Prae.g_01707	Syag.g_02718
OG0000905	Prae.g_01712	Syag.g_02714
OG0000906	Prae.g_01713	Syag.g_02711
OG0000907	Prae.g_01716	Syag.g_02727
OG0000908	Prae.g_01719	Syag.g_02730
OG0000909	Prae.g_01720	Syag.g_02731
OG0000910	Prae.g_01721	Syag.g_02732
OG0000911	Prae.g_01723	Syag.g_02734
OG0000912	Prae.g_01724	Syag.g_02735
OG0000913	Prae.g_01725	Syag.g_02736
OG0000914	Prae.g_01726	Syag.g_02737
OG0000915	Prae.g_01727	Syag.g_02739
OG0000916	Prae.g_01728	Syag.g_02740
OG0000917	Prae.g_01729	Syag.g_02741
OG0000918	Prae.g_01730	Syag.g_02742
OG0000919	Prae.g_01731	Syag.g_02743
OG0000920	Prae.g_01732	Syag.g_02744
OG0000921	Prae.g_01733	Syag.g_02745
OG0000922	Prae.g_01734	Syag.g_02746
OG0000923	Prae.g_01738	Syag.g_02750
OG0000924	Prae.g_01739	Syag.g_02751
OG0000925	Prae.g_01740	Syag.g_02752
OG0000926	Prae.g_01741	Syag.g_02753
OG0000927	Prae.g_01743	Syag.g_02755
OG0000928	Prae.g_01744	Syag.g_02756
OG0000929	Prae.g_01745	Syag.g_02757
OG0000930	Prae.g_01746	Syag.g_02758
OG0000931	Prae.g_01747	Syag.g_02759
OG0000932	Prae.g_01748	Syag.g_02760
OG0000933	Prae.g_01752	Syag.g_02766
OG0000934	Prae.g_01754	Syag.g_02768
OG0000935	Prae.g_01755	Syag.g_02769
OG0000936	Prae.g_01756	Syag.g_02770
OG0000937	Prae.g_01757	Syag.g_02771
OG0000938	Prae.g_01759	Syag.g_02774
OG0000939	Prae.g_01760	Syag.g_02775
OG0000940	Prae.g_01768	Syag.g_02783
OG0000941	Prae.g_01770	Syag.g_02785
OG0000942	Prae.g_01772	Syag.g_02787
OG0000943	Prae.g_01773	Syag.g_02788
OG0000944	Prae.g_01774	Syag.g_02790
OG0000945	Prae.g_01775	Syag.g_02792
OG0000946	Prae.g_01779	Syag.g_02797
OG0000947	Prae.g_01781	Syag.g_02801
OG0000948	Prae.g_01782	Syag.g_02802
OG0000949	Prae.g_01785	Syag.g_02449
OG0000950	Prae.g_01790	Syag.g_02436
OG0000951	Prae.g_01794	Syag.g_02431
OG0000952	Prae.g_01798	Syag.g_02423
OG0000953	Prae.g_01801	Syag.g_02415
OG0000954	Prae.g_01805	Syag.g_02409
OG0000955	Prae.g_01806	Syag.g_02408
OG0000956	Prae.g_01808	Syag.g_02406
OG0000957	Prae.g_01813	Syag.g_02395
OG0000958	Prae.g_01814	Syag.g_02394
OG0000959	Prae.g_01818	Syag.g_02389
OG0000960	Prae.g_01819	Syag.g_02388
OG0000961	Prae.g_01821	Syag.g_02379
OG0000962	Prae.g_01823	Syag.g_02377
OG0000963	Prae.g_01827	Syag.g_02372
OG0000964	Prae.g_01828	Syag.g_02371
OG0000965	Prae.g_01829	Syag.g_02370
OG0000966	Prae.g_01836	Syag.g_02362
OG0000967	Prae.g_01840	Syag.g_02358
OG0000968	Prae.g_01842	Syag.g_02355
OG0000969	Prae.g_01843	Syag.g_02354
OG0000970	Prae.g_01844	Syag.g_02353
OG0000971	Prae.g_01845	Syag.g_02348
OG0000972	Prae.g_01846	Syag.g_02347
OG0000973	Prae.g_01847	Syag.g_02346
OG0000974	Prae.g_01848	Syag.g_02345
OG0000975	Prae.g_01849	Syag.g_02344
OG0000976	Prae.g_01850	Syag.g_02343
OG0000977	Prae.g_01851	Syag.g_02340
OG0000978	Prae.g_01852	Syag.g_02338
OG0000979	Prae.g_01855	Syag.g_02335
OG0000980	Prae.g_01857	Syag.g_02332
OG0000981	Prae.g_01859	Syag.g_02329
OG0000982	Prae.g_01861	Syag.g_02127
OG0000983	Prae.g_01862	Syag.g_02128
OG0000984	Prae.g_01863	Syag.g_02129
OG0000985	Prae.g_01866	Syag.g_02133
OG0000986	Prae.g_01868	Syag.g_02138
OG0000987	Prae.g_01869	Syag.g_02140
OG0000988	Prae.g_01872	Syag.g_02145
OG0000989	Prae.g_01876	Syag.g_02156
OG0000990	Prae.g_01879	Syag.g_02169
OG0000991	Prae.g_01880	Syag.g_02174
OG0000992	Prae.g_01882	Syag.g_02177
OG0000993	Prae.g_01883	Syag.g_02178
OG0000994	Prae.g_01884	Syag.g_02181
OG0000995	Prae.g_01888	Syag.g_02187
OG0000996	Prae.g_01889	Syag.g_02229
OG0000997	Prae.g_01890	Syag.g_02239
OG0000998	Prae.g_01892	Syag.g_02241
OG0000999	Prae.g_01893	Syag.g_02242
OG0001000	Prae.g_01896	Syag.g_02246
OG0001001	Prae.g_01898	Syag.g_02251
OG0001002	Prae.g_01902	Syag.g_02258
OG0001003	Prae.g_01903	Syag.g_02260
OG0001004	Prae.g_01904	Syag.g_02261
OG0001005	Prae.g_01905	Syag.g_02263
OG0001006	Prae.g_01909	Syag.g_02270
OG0001007	Prae.g_01911	Syag.g_02272
OG0001008	Prae.g_00411	Syag.g_00034
OG0001009	Prae.g_00027	Syag.g_02304
OG0001010	Prae.g_00028	Syag.g_02305
OG0001011	Prae.g_00029	Syag.g_02307
OG0001012	Prae.g_00045	Syag.g_02123
OG0001013	Prae.g_00050	Syag.g_02098
OG0001014	Prae.g_00053	Syag.g_02084
OG0001015	Prae.g_00054	Syag.g_02083
OG0001016	Prae.g_00073	Syag.g_01824
OG0001017	Prae.g_00077	Syag.g_01830
OG0001018	Prae.g_00080	Syag.g_01832
OG0001019	Prae.g_00089	Syag.g_01854
OG0001020	Prae.g_00090	Syag.g_01861
OG0001021	Prae.g_00091	Syag.g_01865
OG0001022	Prae.g_00094	Syag.g_01870
OG0001023	Prae.g_00095	Syag.g_01871
OG0001024	Prae.g_00098	Syag.g_01875
OG0001025	Prae.g_00104	Syag.g_01882
OG0001026	Prae.g_00110	Syag.g_01894
OG0001027	Prae.g_00111	Syag.g_01902
OG0001028	Prae.g_00113	Syag.g_01904
OG0001029	Prae.g_00115	Syag.g_01906
OG0001030	Prae.g_00130	Syag.g_01927
OG0001031	Prae.g_00189	Syag.g_02000
OG0001032	Prae.g_00190	Syag.g_02005
OG0001033	Prae.g_00211	Syag.g_02048
OG0001034	Prae.g_00239	Syag.g_01784
OG0001035	Prae.g_00257	Syag.g_02635
OG0001036	Prae.g_00262	Syag.g_02630
OG0001037	Prae.g_00263	Syag.g_02628
OG0001038	Prae.g_00279	Syag.g_02600
OG0001039	Prae.g_00282	Syag.g_02597
OG0001040	Prae.g_00284	Syag.g_02594
OG0001041	Prae.g_00288	Syag.g_02589
OG0001042	Prae.g_00305	Syag.g_02564
OG0001043	Prae.g_00306	Syag.g_02560
OG0001044	Prae.g_00334	Syag.g_02842
OG0001045	Prae.g_00342	Syag.g_02856
OG0001046	Prae.g_00379	Syag.g_00836
OG0001047	Prae.g_00413	Syag.g_00036
OG0001048	Prae.g_00414	Syag.g_00037
OG0001049	Prae.g_00416	Syag.g_00040
OG0001050	Prae.g_00417	Syag.g_00041
OG0001051	Prae.g_00418	Syag.g_00042
OG0001052	Prae.g_00445	Syag.g_01352
OG0001053	Prae.g_00457	Syag.g_01525
OG0001054	Prae.g_00472	Syag.g_01506
OG0001055	Prae.g_00491	Syag.g_01485
OG0001056	Prae.g_00511	Syag.g_01449
OG0001057	Prae.g_00516	Syag.g_01241
OG0001058	Prae.g_00524	Syag.g_00271
OG0001059	Prae.g_00528	Syag.g_00275
OG0001060	Prae.g_00535	Syag.g_00282
OG0001061	Prae.g_00548	Syag.g_00302
OG0001062	Prae.g_00550	Syag.g_00304
OG0001063	Prae.g_00552	Syag.g_00310
OG0001064	Prae.g_00553	Syag.g_00311
OG0001065	Prae.g_00554	Syag.g_00312
OG0001066	Prae.g_00555	Syag.g_00313
OG0001067	Prae.g_00556	Syag.g_00314
OG0001068	Prae.g_00557	Syag.g_00315
OG0001069	Prae.g_00558	Syag.g_00317
OG0001070	Prae.g_00561	Syag.g_00321
OG0001071	Prae.g_00562	Syag.g_00322
OG0001072	Prae.g_00564	Syag.g_00327
OG0001073	Prae.g_00578	Syag.g_00342
OG0001074	Prae.g_00589	Syag.g_00467
OG0001075	Prae.g_00590	Syag.g_00362
OG0001076	Prae.g_00598	Syag.g_00378
OG0001077	Prae.g_00602	Syag.g_00388
OG0001078	Prae.g_00610	Syag.g_00411
OG0001079	Prae.g_00621	Syag.g_00428
OG0001080	Prae.g_00627	Syag.g_00495
OG0001081	Prae.g_00629	Syag.g_00551
OG0001082	Prae.g_00630	Syag.g_00552
OG0001083	Prae.g_00635	Syag.g_00565
OG0001084	Prae.g_00636	Syag.g_00569
OG0001085	Prae.g_00644	Syag.g_00592
OG0001086	Prae.g_00645	Syag.g_00594
OG0001087	Prae.g_00662	Syag.g_01018
OG0001088	Prae.g_00663	Syag.g_01016
OG0001089	Prae.g_00671	Syag.g_00986
OG0001090	Prae.g_00712	Syag.g_00922
OG0001091	Prae.g_00714	Syag.g_00919
OG0001092	Prae.g_00715	Syag.g_00917
OG0001093	Prae.g_00720	Syag.g_00910
OG0001094	Prae.g_00800	Syag.g_00661
OG0001095	Prae.g_00819	Syag.g_00681
OG0001096	Prae.g_00832	Syag.g_00703
OG0001097	Prae.g_00850	Syag.g_00729
OG0001098	Prae.g_00865	Syag.g_00744
OG0001099	Prae.g_00897	Syag.g_01905
OG0001101	Prae.g_00903	Syag.g_00603
OG0001102	Prae.g_00905	Syag.g_00606
OG0001103	Prae.g_00907	Syag.g_00608
OG0001104	Prae.g_00928	Syag.g_00642
OG0001105	Prae.g_00932	Syag.g_00646
OG0001106	Prae.g_00955	Syag.g_00796
OG0001107	Prae.g_00962	Syag.g_00808
OG0001108	Prae.g_00966	Syag.g_00817
OG0001109	Prae.g_00967	Syag.g_00819
OG0001110	Prae.g_00969	Syag.g_00821
OG0001111	Prae.g_00970	Syag.g_00823
OG0001112	Prae.g_00971	Syag.g_00825
OG0001113	Prae.g_00972	Syag.g_00826
OG0001114	Prae.g_00973	Syag.g_00827
OG0001115	Prae.g_00975	Syag.g_00831
OG0001116	Prae.g_00976	Syag.g_00833
OG0001117	Prae.g_00977	Syag.g_00834
OG0001118	Prae.g_00978	Syag.g_00835
OG0001119	Prae.g_00979	Syag.g_00837
OG0001120	Prae.g_00981	Syag.g_00841
OG0001121	Prae.g_01128, Prae.g_00984	Syag.g_01584
OG0001122	Prae.g_01012	Syag.g_00867
OG0001123	Prae.g_01016	Syag.g_00875
OG0001124	Prae.g_01018	Syag.g_00877
OG0001125	Prae.g_01019	Syag.g_00879
OG0001126	Prae.g_01029	Syag.g_00957
OG0001127	Prae.g_01030	Syag.g_00958
OG0001128	Prae.g_01032	Syag.g_00961
OG0001129	Prae.g_01033	Syag.g_00963
OG0001130	Prae.g_01034	Syag.g_00964
OG0001131	Prae.g_01072	Syag.g_00624
OG0001132	Prae.g_01081	Syag.g_00096
OG0001133	Prae.g_01115	Syag.g_00380
OG0001134	Prae.g_01130	Syag.g_02164
OG0001135	Prae.g_01133	Syag.g_00147
OG0001136	Prae.g_01160	Syag.g_01144
OG0001137	Prae.g_01171	Syag.g_01123
OG0001138	Prae.g_01189	Syag.g_01090
OG0001139	Prae.g_01190	Syag.g_01088
OG0001140	Prae.g_01191	Syag.g_01087
OG0001141	Prae.g_01192	Syag.g_01086
OG0001142	Prae.g_01193	Syag.g_01085
OG0001143	Prae.g_01200	Syag.g_01077
OG0001144	Prae.g_01205	Syag.g_01064
OG0001145	Prae.g_01320	Syag.g_01169
OG0001146	Prae.g_01333	Syag.g_01218
OG0001147	Prae.g_01354	Syag.g_01360
OG0001148	Prae.g_01370	Syag.g_01539
OG0001149	Prae.g_01371	Syag.g_01540
OG0001150	Prae.g_01372	Syag.g_01541
OG0001151	Prae.g_01383	Syag.g_01554
OG0001152	Prae.g_01384	Syag.g_01555
OG0001153	Prae.g_01491	Syag.g_01375
OG0001154	Prae.g_01492	Syag.g_01374
OG0001155	Prae.g_01504	Syag.g_01616
OG0001156	Prae.g_01507	Syag.g_01619
OG0001157	Prae.g_01508	Syag.g_01620
OG0001158	Prae.g_01509	Syag.g_01621
OG0001159	Prae.g_01510	Syag.g_01622, Syag.g_01625
OG0001160	Prae.g_01534	Syag.g_01666
OG0001161	Prae.g_01547	Syag.g_02163
OG0001162	Prae.g_01558	Syag.g_01238
OG0001163	Prae.g_01615	Syag.g_01674
OG0001164	Prae.g_01619	Syag.g_01680
OG0001165	Prae.g_01622	Syag.g_01685
