Orthogroup	Prae	Syas
OG0000592	Prae.g_00600	Syas.g_00105
OG0000593	Prae.g_00606	Syas.g_00750
OG0000594	Prae.g_00607	Syas.g_00749
OG0000595	Prae.g_00608	Syas.g_00748
OG0000596	Prae.g_00612	Syas.g_00743
OG0000597	Prae.g_00614	Syas.g_00740
OG0000598	Prae.g_00615	Syas.g_00739
OG0000599	Prae.g_00618	Syas.g_00732
OG0000600	Prae.g_00619	Syas.g_00731
OG0000601	Prae.g_00620	Syas.g_00730
OG0000602	Prae.g_00622	Syas.g_00725
OG0000603	Prae.g_00623	Syas.g_00724
OG0000604	Prae.g_00624	Syas.g_00721
OG0000605	Prae.g_00625	Syas.g_00719
OG0000606	Prae.g_00628	Syas.g_00716
OG0000607	Prae.g_00631	Syas.g_00713
OG0000608	Prae.g_00632	Syas.g_00712
OG0000609	Prae.g_00633	Syas.g_00710
OG0000610	Prae.g_00638	Syas.g_00702
OG0000611	Prae.g_00641	Syas.g_00699
OG0000612	Prae.g_00642	Syas.g_00698
OG0000613	Prae.g_00647	Syas.g_01825
OG0000614	Prae.g_00666	Syas.g_01044
OG0000615	Prae.g_00674	Syas.g_00650
OG0000616	Prae.g_00678	Syas.g_02011
OG0000617	Prae.g_00717	Syas.g_00180
OG0000618	Prae.g_00718	Syas.g_00181
OG0000619	Prae.g_00719	Syas.g_00182
OG0000620	Prae.g_00722	Syas.g_00188
OG0000621	Prae.g_00723	Syas.g_00189
OG0000622	Prae.g_00724	Syas.g_00190
OG0000623	Prae.g_00725	Syas.g_00191
OG0000624	Prae.g_00726	Syas.g_00192
OG0000625	Prae.g_00727	Syas.g_00193
OG0000626	Prae.g_00728	Syas.g_00194
OG0000627	Prae.g_00729	Syas.g_00372
OG0000628	Prae.g_00730	Syas.g_00373
OG0000629	Prae.g_00731	Syas.g_00376
OG0000630	Prae.g_00734	Syas.g_00397
OG0000631	Prae.g_00797	Syas.g_00405
OG0000632	Prae.g_00798	Syas.g_00406
OG0000633	Prae.g_00799	Syas.g_00407
OG0000634	Prae.g_00802	Syas.g_00600
OG0000635	Prae.g_00803	Syas.g_00599
OG0000636	Prae.g_00805	Syas.g_00597
OG0000637	Prae.g_00807	Syas.g_00595
OG0000638	Prae.g_00808	Syas.g_00594
OG0000639	Prae.g_00809	Syas.g_00593
OG0000640	Prae.g_00810	Syas.g_00592
OG0000641	Prae.g_00814	Syas.g_00587
OG0000642	Prae.g_00815	Syas.g_00586
OG0000643	Prae.g_00816	Syas.g_00585
OG0000644	Prae.g_00817	Syas.g_00584
OG0000645	Prae.g_00818	Syas.g_00583
OG0000646	Prae.g_00820	Syas.g_00580
OG0000647	Prae.g_00821	Syas.g_00578
OG0000648	Prae.g_00823	Syas.g_00576
OG0000649	Prae.g_00824	Syas.g_00575
OG0000650	Prae.g_00825	Syas.g_00574
OG0000651	Prae.g_00826	Syas.g_00573
OG0000652	Prae.g_00827	Syas.g_00572
OG0000653	Prae.g_00829	Syas.g_00570
OG0000654	Prae.g_00830	Syas.g_00569
OG0000655	Prae.g_00831	Syas.g_00568
OG0000656	Prae.g_00834	Syas.g_00565
OG0000657	Prae.g_00841	Syas.g_00232
OG0000658	Prae.g_00842	Syas.g_00235
OG0000659	Prae.g_00843	Syas.g_00236
OG0000660	Prae.g_00847	Syas.g_00240
OG0000661	Prae.g_00849	Syas.g_00242
OG0000662	Prae.g_00851	Syas.g_00281
OG0000663	Prae.g_00853	Syas.g_00284
OG0000664	Prae.g_00854	Syas.g_00287
OG0000665	Prae.g_00858	Syas.g_00385
OG0000666	Prae.g_00859	Syas.g_01362
OG0000667	Prae.g_00863	Syas.g_00088
OG0000668	Prae.g_00892	Syas.g_00221
OG0000669	Prae.g_00900	Syas.g_00684
OG0000670	Prae.g_00902	Syas.g_00681
OG0000671	Prae.g_00904	Syas.g_00679
OG0000672	Prae.g_00906	Syas.g_00676
OG0000673	Prae.g_00909	Syas.g_00673
OG0000674	Prae.g_00911	Syas.g_00671
OG0000675	Prae.g_00912	Syas.g_00670
OG0000676	Prae.g_00914	Syas.g_00668
OG0000677	Prae.g_00915	Syas.g_00667
OG0000678	Prae.g_00917	Syas.g_00660
OG0000679	Prae.g_00921	Syas.g_00629
OG0000680	Prae.g_00922	Syas.g_00628
OG0000681	Prae.g_00924	Syas.g_00625
OG0000682	Prae.g_00925	Syas.g_00624
OG0000683	Prae.g_00926	Syas.g_00623
OG0000684	Prae.g_00927	Syas.g_00621
OG0000685	Prae.g_00929	Syas.g_00187
OG0000686	Prae.g_00930	Syas.g_00619
OG0000687	Prae.g_00931	Syas.g_00618
OG0000688	Prae.g_00934	Syas.g_00612
OG0000689	Prae.g_00935	Syas.g_00610
OG0000690	Prae.g_00936	Syas.g_00609
OG0000691	Prae.g_00937	Syas.g_00608
OG0000692	Prae.g_00938	Syas.g_00606
OG0000693	Prae.g_00939	Syas.g_00604
OG0000694	Prae.g_00940	Syas.g_00603
OG0000695	Prae.g_00942	Syas.g_00410
OG0000696	Prae.g_00943	Syas.g_00411
OG0000697	Prae.g_00944	Syas.g_00413
OG0000698	Prae.g_00947	Syas.g_00417
OG0000699	Prae.g_00948	Syas.g_00419
OG0000700	Prae.g_00949	Syas.g_00420
OG0000701	Prae.g_00950	Syas.g_00421
OG0000702	Prae.g_00952	Syas.g_00437
OG0000703	Prae.g_00953	Syas.g_00438
OG0000704	Prae.g_00954	Syas.g_00446
OG0000705	Prae.g_00958	Syas.g_00453
OG0000706	Prae.g_00959	Syas.g_00454
OG0000707	Prae.g_00960	Syas.g_00455
OG0000708	Prae.g_00961	Syas.g_00458
OG0000709	Prae.g_00965	Syas.g_00466
OG0000710	Prae.g_00968	Syas.g_00497
OG0000711	Prae.g_00985	Syas.g_00546
OG0000712	Prae.g_00987	Syas.g_00548
OG0000713	Prae.g_00988	Syas.g_00549
OG0000714	Prae.g_00989	Syas.g_00551
OG0000715	Prae.g_00991	Syas.g_00553
OG0000716	Prae.g_00993	Syas.g_00556
OG0000717	Prae.g_00994	Syas.g_00557
OG0000718	Prae.g_01009	Syas.g_00561
OG0000719	Prae.g_01011	Syas.g_00223
OG0000720	Prae.g_01020	Syas.g_00209
OG0000721	Prae.g_01022	Syas.g_00207
OG0000722	Prae.g_01023	Syas.g_00206
OG0000723	Prae.g_01026	Syas.g_00196
OG0000724	Prae.g_01035	Syas.g_00999
OG0000725	Prae.g_01041	Syas.g_01024
OG0000726	Prae.g_01042	Syas.g_01025
OG0000727	Prae.g_01043	Syas.g_01026
OG0000728	Prae.g_01045	Syas.g_01028
OG0000729	Prae.g_01092	Syas.g_02145
OG0000730	Prae.g_01096	Syas.g_01544
OG0000731	Prae.g_01100	Syas.g_01532
OG0000732	Prae.g_01109	Syas.g_02086
OG0000733	Prae.g_01131	Syas.g_00096
OG0000734	Prae.g_01148	Syas.g_02414
OG0000735	Prae.g_01150	Syas.g_01201
OG0000736	Prae.g_01151	Syas.g_01200
OG0000737	Prae.g_01152	Syas.g_01199
OG0000738	Prae.g_01156	Syas.g_01193
OG0000739	Prae.g_01157	Syas.g_01192
OG0000740	Prae.g_01158	Syas.g_01191
OG0000741	Prae.g_01159	Syas.g_01188
OG0000742	Prae.g_01162	Syas.g_01185
OG0000743	Prae.g_01164	Syas.g_01182
OG0000744	Prae.g_01165	Syas.g_01181
OG0000745	Prae.g_01166	Syas.g_01178
OG0000746	Prae.g_01168	Syas.g_01176
OG0000747	Prae.g_01169	Syas.g_01174
OG0000748	Prae.g_01172	Syas.g_01146
OG0000749	Prae.g_01173	Syas.g_01144
OG0000750	Prae.g_01174	Syas.g_01143
OG0000751	Prae.g_01176	Syas.g_01138
OG0000752	Prae.g_01178	Syas.g_01136
OG0000753	Prae.g_01181	Syas.g_01133
OG0000754	Prae.g_01184	Syas.g_01128
OG0000755	Prae.g_01187	Syas.g_01117
OG0000756	Prae.g_01188	Syas.g_01116
OG0000757	Prae.g_01194	Syas.g_01108
OG0000758	Prae.g_01195	Syas.g_01107
OG0000759	Prae.g_01196	Syas.g_01106
OG0000760	Prae.g_01197	Syas.g_01105
OG0000761	Prae.g_01198	Syas.g_01104
OG0000762	Prae.g_01199	Syas.g_01102
OG0000763	Prae.g_01201	Syas.g_01091
OG0000764	Prae.g_01202	Syas.g_01090
OG0000765	Prae.g_01211	Syas.g_01076
OG0000766	Prae.g_01212	Syas.g_01075
OG0000767	Prae.g_01214	Syas.g_01073
OG0000768	Prae.g_01215	Syas.g_01072
OG0000769	Prae.g_01217	Syas.g_01070
OG0000770	Prae.g_01219	Syas.g_01067
OG0000771	Prae.g_01434	Syas.g_00993
OG0000772	Prae.g_01293	Syas.g_01461
OG0000773	Prae.g_01319	Syas.g_00002
OG0000774	Prae.g_01321	Syas.g_02862
OG0000775	Prae.g_01324	Syas.g_02860
OG0000776	Prae.g_01325	Syas.g_02859
OG0000777	Prae.g_01326	Syas.g_02858
OG0000778	Prae.g_01327	Syas.g_02857
OG0000779	Prae.g_01331	Syas.g_02852
OG0000780	Prae.g_01332	Syas.g_02847
OG0000781	Prae.g_01335	Syas.g_02842
OG0000782	Prae.g_01336	Syas.g_02841
OG0000783	Prae.g_01337	Syas.g_02840
OG0000784	Prae.g_01338	Syas.g_02839
OG0000785	Prae.g_01340	Syas.g_02837
OG0000786	Prae.g_01342	Syas.g_02833
OG0000787	Prae.g_01343	Syas.g_02832
OG0000788	Prae.g_01355	Syas.g_00782
OG0000789	Prae.g_01358	Syas.g_01507
OG0000790	Prae.g_01373	Syas.g_01266
OG0000791	Prae.g_01375	Syas.g_01268
OG0000792	Prae.g_01376	Syas.g_01269
OG0000793	Prae.g_01379	Syas.g_01359
OG0000794	Prae.g_01380	Syas.g_01361
OG0000795	Prae.g_01381	Syas.g_01363
OG0000796	Prae.g_01385	Syas.g_01368
OG0000797	Prae.g_01386	Syas.g_01369
OG0000798	Prae.g_01420	Syas.g_01750, Syas.g_02134
OG0000799	Prae.g_01441	Syas.g_02789
OG0000800	Prae.g_01442	Syas.g_02790
OG0000801	Prae.g_01443	Syas.g_02791
OG0000802	Prae.g_01445	Syas.g_02797
OG0000803	Prae.g_01447	Syas.g_02800
OG0000804	Prae.g_01448	Syas.g_02803
OG0000805	Prae.g_01450	Syas.g_02805
OG0000806	Prae.g_01452	Syas.g_02807
OG0000807	Prae.g_01453	Syas.g_02808
OG0000808	Prae.g_01454	Syas.g_02809
OG0000809	Prae.g_01457	Syas.g_02811
OG0000810	Prae.g_01458	Syas.g_02813
OG0000811	Prae.g_01462	Syas.g_02822
OG0000812	Prae.g_01464	Syas.g_02824
OG0000813	Prae.g_01465	Syas.g_02825
OG0000814	Prae.g_01467	Syas.g_02827
OG0000815	Prae.g_01468	Syas.g_02829
OG0000816	Prae.g_01470	Syas.g_02831
OG0000817	Prae.g_01471	Syas.g_02753
OG0000818	Prae.g_01476	Syas.g_01282
OG0000819	Prae.g_01477	Syas.g_01283
OG0000820	Prae.g_01478	Syas.g_01284
OG0000821	Prae.g_01482	Syas.g_01289
OG0000822	Prae.g_01483	Syas.g_01291
OG0000823	Prae.g_01484	Syas.g_01292
OG0000824	Prae.g_01487	Syas.g_01297
OG0000825	Prae.g_01488	Syas.g_01298
OG0000826	Prae.g_01489	Syas.g_01299
OG0000827	Prae.g_01490	Syas.g_01300
OG0000828	Prae.g_01493	Syas.g_01303
OG0000829	Prae.g_01494	Syas.g_01304
OG0000830	Prae.g_01495	Syas.g_01305
OG0000831	Prae.g_01497	Syas.g_01308
OG0000832	Prae.g_01503	Syas.g_01476
OG0000833	Prae.g_01511	Syas.g_02738
OG0000834	Prae.g_01512	Syas.g_02737
OG0000835	Prae.g_01513	Syas.g_02736
OG0000836	Prae.g_01514	Syas.g_02732
OG0000837	Prae.g_01515	Syas.g_02731
OG0000838	Prae.g_01517	Syas.g_02727
OG0000839	Prae.g_01518	Syas.g_02726
OG0000840	Prae.g_01519	Syas.g_02725
OG0000841	Prae.g_01520	Syas.g_02724
OG0000842	Prae.g_01521	Syas.g_02723
OG0000843	Prae.g_01522	Syas.g_02722
OG0000844	Prae.g_01523	Syas.g_02720
OG0000845	Prae.g_01524	Syas.g_02719
OG0000846	Prae.g_01525	Syas.g_02718
OG0000847	Prae.g_01526	Syas.g_02717
OG0000848	Prae.g_01527	Syas.g_02715
OG0000849	Prae.g_01528	Syas.g_02714
OG0000850	Prae.g_01530	Syas.g_02711
OG0000851	Prae.g_01531	Syas.g_02708
OG0000852	Prae.g_01532	Syas.g_02707
OG0000853	Prae.g_01536	Syas.g_02703
OG0000854	Prae.g_01538	Syas.g_02701
OG0000855	Prae.g_01539	Syas.g_02700
OG0000856	Prae.g_01554	Syas.g_00103
OG0000857	Prae.g_01582	Syas.g_00579
OG0000858	Prae.g_01617	Syas.g_02693
OG0000859	Prae.g_01618	Syas.g_02692
OG0000860	Prae.g_01625	Syas.g_02679
OG0000861	Prae.g_01626	Syas.g_02678
OG0000862	Prae.g_01627	Syas.g_02677
OG0000863	Prae.g_01629	Syas.g_02675
OG0000864	Prae.g_01630	Syas.g_02674
OG0000865	Prae.g_01631	Syas.g_02673
OG0000866	Prae.g_01632	Syas.g_02672
OG0000867	Prae.g_01633	Syas.g_02671
OG0000868	Prae.g_01634	Syas.g_02667
OG0000869	Prae.g_01638	Syas.g_02662
OG0000870	Prae.g_01643	Syas.g_02657
OG0000871	Prae.g_01644	Syas.g_02656
OG0000872	Prae.g_01645	Syas.g_02650
OG0000873	Prae.g_01648	Syas.g_02647
OG0000874	Prae.g_01651	Syas.g_02645
OG0000875	Prae.g_01652	Syas.g_02644
OG0000876	Prae.g_01653	Syas.g_00280
OG0000877	Prae.g_01655	Syas.g_02603
OG0000878	Prae.g_01656	Syas.g_02602
OG0000879	Prae.g_01657	Syas.g_02601
OG0000880	Prae.g_01658	Syas.g_02600
OG0000881	Prae.g_01662	Syas.g_02596
OG0000882	Prae.g_01667	Syas.g_02591
OG0000883	Prae.g_01668	Syas.g_02586
OG0000884	Prae.g_01670	Syas.g_02584
OG0000885	Prae.g_01671	Syas.g_02583
OG0000886	Prae.g_01672	Syas.g_02582
OG0000887	Prae.g_01673	Syas.g_02581
OG0000888	Prae.g_01675	Syas.g_02579
OG0000889	Prae.g_01677	Syas.g_02577
OG0000890	Prae.g_01678	Syas.g_02574
OG0000891	Prae.g_01679	Syas.g_02573
OG0000892	Prae.g_01681	Syas.g_02571
OG0000893	Prae.g_01686	Syas.g_01677
OG0000894	Prae.g_01688	Syas.g_01667
OG0000895	Prae.g_01691	Syas.g_01663
OG0000896	Prae.g_01692	Syas.g_01662
OG0000897	Prae.g_01694	Syas.g_01660
OG0000898	Prae.g_01695	Syas.g_01659
OG0000899	Prae.g_01696	Syas.g_01658
OG0000900	Prae.g_01697	Syas.g_01657
OG0000901	Prae.g_01700	Syas.g_01652
OG0000902	Prae.g_01702	Syas.g_01651
OG0000903	Prae.g_01705	Syas.g_01637
OG0000904	Prae.g_01707	Syas.g_01642
OG0000905	Prae.g_01712	Syas.g_01647
OG0000906	Prae.g_01713	Syas.g_01649
OG0000907	Prae.g_01716	Syas.g_01635
OG0000908	Prae.g_01719	Syas.g_01632
OG0000909	Prae.g_01720	Syas.g_01631
OG0000910	Prae.g_01721	Syas.g_01630
OG0000911	Prae.g_01723	Syas.g_01628
OG0000912	Prae.g_01724	Syas.g_01627
OG0000913	Prae.g_01725	Syas.g_01626
OG0000914	Prae.g_01726	Syas.g_01625
OG0000915	Prae.g_01727	Syas.g_01623
OG0000916	Prae.g_01728	Syas.g_01622
OG0000917	Prae.g_01729	Syas.g_01621
OG0000918	Prae.g_01730	Syas.g_01620
OG0000919	Prae.g_01731	Syas.g_01619
OG0000920	Prae.g_01732	Syas.g_01618
OG0000921	Prae.g_01733	Syas.g_01617
OG0000922	Prae.g_01734	Syas.g_01616
OG0000923	Prae.g_01738	Syas.g_01612
OG0000924	Prae.g_01739	Syas.g_01611
OG0000925	Prae.g_01740	Syas.g_01610
OG0000926	Prae.g_01741	Syas.g_01609
OG0000927	Prae.g_01743	Syas.g_01607
OG0000928	Prae.g_01744	Syas.g_01606
OG0000929	Prae.g_01745	Syas.g_01605
OG0000930	Prae.g_01746	Syas.g_01604
OG0000931	Prae.g_01747	Syas.g_01603
OG0000932	Prae.g_01748	Syas.g_01602
OG0000933	Prae.g_01752	Syas.g_01596
OG0000934	Prae.g_01754	Syas.g_01594
OG0000935	Prae.g_01755	Syas.g_01593
OG0000936	Prae.g_01756	Syas.g_01592
OG0000937	Prae.g_01757	Syas.g_01591
OG0000938	Prae.g_01759	Syas.g_01588
OG0000939	Prae.g_01760	Syas.g_01587
OG0000940	Prae.g_01768	Syas.g_01580
OG0000941	Prae.g_01770	Syas.g_01578
OG0000942	Prae.g_01772	Syas.g_01576
OG0000943	Prae.g_01773	Syas.g_01575
OG0000944	Prae.g_01774	Syas.g_01573
OG0000945	Prae.g_01775	Syas.g_01572
OG0000946	Prae.g_01779	Syas.g_01565
OG0000947	Prae.g_01781	Syas.g_01562
OG0000948	Prae.g_01782	Syas.g_01561
OG0000949	Prae.g_01785	Syas.g_02213
OG0000950	Prae.g_01790	Syas.g_02197
OG0000951	Prae.g_01794	Syas.g_02190
OG0000952	Prae.g_01798	Syas.g_02186
OG0000953	Prae.g_01801	Syas.g_02182
OG0000954	Prae.g_01805	Syas.g_02174
OG0000955	Prae.g_01806	Syas.g_02173
OG0000956	Prae.g_01808	Syas.g_02171
OG0000957	Prae.g_01813	Syas.g_02158
OG0000958	Prae.g_01814	Syas.g_02157
OG0000959	Prae.g_01818	Syas.g_02154
OG0000960	Prae.g_01819	Syas.g_02153
OG0000961	Prae.g_01821	Syas.g_02345
OG0000962	Prae.g_01823	Syas.g_02146
OG0000963	Prae.g_01827	Syas.g_02143
OG0000964	Prae.g_01828	Syas.g_02142
OG0000965	Prae.g_01829	Syas.g_02141
OG0000966	Prae.g_01836	Syas.g_02112
OG0000967	Prae.g_01840	Syas.g_02108
OG0000968	Prae.g_01842	Syas.g_02106
OG0000969	Prae.g_01843	Syas.g_02104
OG0000970	Prae.g_01844	Syas.g_02103
OG0000971	Prae.g_01845	Syas.g_02101
OG0000972	Prae.g_01846	Syas.g_02100
OG0000973	Prae.g_01847	Syas.g_02099
OG0000974	Prae.g_01848	Syas.g_02098
OG0000975	Prae.g_01849	Syas.g_02097
OG0000976	Prae.g_01850	Syas.g_02096
OG0000977	Prae.g_01851	Syas.g_02094
OG0000978	Prae.g_01852	Syas.g_02093
OG0000979	Prae.g_01855	Syas.g_02090
OG0000980	Prae.g_01857	Syas.g_02087
OG0000981	Prae.g_01859	Syas.g_02084
OG0000982	Prae.g_01861	Syas.g_01882
OG0000983	Prae.g_01862	Syas.g_01883
OG0000984	Prae.g_01863	Syas.g_01884
OG0000985	Prae.g_01866	Syas.g_01888
OG0000986	Prae.g_01868	Syas.g_01891
OG0000987	Prae.g_01869	Syas.g_01897
OG0000988	Prae.g_01872	Syas.g_01902
OG0000989	Prae.g_01876	Syas.g_01908
OG0000990	Prae.g_01879	Syas.g_01937
OG0000991	Prae.g_01880	Syas.g_01939
OG0000992	Prae.g_01882	Syas.g_01943
OG0000993	Prae.g_01883	Syas.g_01945
OG0000994	Prae.g_01884	Syas.g_01948
OG0000995	Prae.g_01888	Syas.g_01955
OG0000996	Prae.g_01889	Syas.g_01977
OG0000997	Prae.g_01890	Syas.g_01993
OG0000998	Prae.g_01892	Syas.g_01995
OG0000999	Prae.g_01893	Syas.g_01996
OG0001000	Prae.g_01896	Syas.g_02000
OG0001001	Prae.g_01898	Syas.g_02006
OG0001002	Prae.g_01902	Syas.g_02014
OG0001003	Prae.g_01903	Syas.g_02016
OG0001004	Prae.g_01904	Syas.g_02017
OG0001005	Prae.g_01905	Syas.g_02018
OG0001006	Prae.g_01909	Syas.g_02032
OG0001007	Prae.g_01911	Syas.g_02034
OG0001008	Prae.g_00411	Syas.g_01496
OG0001009	Prae.g_00027	Syas.g_02065
OG0001010	Prae.g_00028	Syas.g_02066
OG0001011	Prae.g_00029	Syas.g_02068
OG0001012	Prae.g_00045	Syas.g_00152
OG0001013	Prae.g_00050	Syas.g_01866
OG0001014	Prae.g_00053	Syas.g_01857
OG0001015	Prae.g_00054	Syas.g_01856
OG0001016	Prae.g_00073	Syas.g_02517
OG0001017	Prae.g_00077	Syas.g_02511
OG0001018	Prae.g_00080	Syas.g_02509
OG0001019	Prae.g_00089	Syas.g_02469
OG0001020	Prae.g_00090	Syas.g_02443
OG0001021	Prae.g_00091	Syas.g_02437
OG0001022	Prae.g_00094	Syas.g_02434
OG0001023	Prae.g_00095	Syas.g_02433
OG0001024	Prae.g_00098	Syas.g_00135
OG0001025	Prae.g_00104	Syas.g_02424
OG0001026	Prae.g_00110	Syas.g_02412
OG0001027	Prae.g_00111	Syas.g_02408
OG0001028	Prae.g_00113	Syas.g_02405
OG0001029	Prae.g_00115	Syas.g_02403
OG0001030	Prae.g_00130	Syas.g_02384
OG0001031	Prae.g_00189	Syas.g_02293
OG0001032	Prae.g_00190	Syas.g_02290
OG0001033	Prae.g_00211	Syas.g_02239
OG0001034	Prae.g_00239	Syas.g_02556
OG0001035	Prae.g_00257	Syas.g_01704
OG0001036	Prae.g_00262	Syas.g_01709
OG0001037	Prae.g_00263	Syas.g_01711
OG0001038	Prae.g_00279	Syas.g_01751
OG0001039	Prae.g_00282	Syas.g_01754
OG0001041	Prae.g_00288	Syas.g_01761
OG0001042	Prae.g_00305	Syas.g_01821
OG0001043	Prae.g_00306	Syas.g_01817
OG0001044	Prae.g_00334	Syas.g_01542
OG0001045	Prae.g_00342	Syas.g_01529
OG0001046	Prae.g_00379	Syas.g_00532
OG0001047	Prae.g_00413	Syas.g_01494
OG0001048	Prae.g_00414	Syas.g_01493
OG0001049	Prae.g_00416	Syas.g_02742
OG0001050	Prae.g_00417	Syas.g_02743
OG0001051	Prae.g_00418	Syas.g_02744
OG0001052	Prae.g_00445	Syas.g_01337
OG0001053	Prae.g_00457	Syas.g_01250
OG0001054	Prae.g_00472	Syas.g_01231
OG0001055	Prae.g_00491	Syas.g_01210
OG0001056	Prae.g_00511	Syas.g_00068
OG0001057	Prae.g_00516	Syas.g_00763
OG0001058	Prae.g_00524	Syas.g_00787
OG0001059	Prae.g_00528	Syas.g_00791
OG0001060	Prae.g_00535	Syas.g_00797
OG0001061	Prae.g_00548	Syas.g_00816
OG0001062	Prae.g_00550	Syas.g_00819
OG0001063	Prae.g_00552	Syas.g_00830
OG0001064	Prae.g_00553	Syas.g_00831
OG0001065	Prae.g_00554	Syas.g_00832
OG0001066	Prae.g_00555	Syas.g_00833
OG0001067	Prae.g_00556	Syas.g_00834
OG0001068	Prae.g_00557	Syas.g_00835
OG0001069	Prae.g_00558	Syas.g_00836
OG0001070	Prae.g_00561	Syas.g_00840
OG0001071	Prae.g_00562	Syas.g_00841
OG0001072	Prae.g_00564	Syas.g_00844
OG0001073	Prae.g_00578	Syas.g_00855
OG0001074	Prae.g_00589	Syas.g_00157
OG0001075	Prae.g_00590	Syas.g_00163
OG0001076	Prae.g_00598	Syas.g_00113
OG0001077	Prae.g_00602	Syas.g_00101
OG0001078	Prae.g_00610	Syas.g_00745
OG0001079	Prae.g_00621	Syas.g_00729
OG0001080	Prae.g_00627	Syas.g_00717
OG0001081	Prae.g_00629	Syas.g_00715
OG0001082	Prae.g_00630	Syas.g_00714
OG0001083	Prae.g_00635	Syas.g_00707
OG0001084	Prae.g_00636	Syas.g_00706
OG0001085	Prae.g_00644	Syas.g_00693
OG0001086	Prae.g_00645	Syas.g_00691
OG0001087	Prae.g_00662	Syas.g_00071
OG0001088	Prae.g_00663	Syas.g_01060
OG0001089	Prae.g_00671	Syas.g_01039
OG0001090	Prae.g_00712	Syas.g_00980
OG0001091	Prae.g_00714	Syas.g_00979
OG0001092	Prae.g_00715	Syas.g_00178
OG0001093	Prae.g_00720	Syas.g_00184
OG0001095	Prae.g_00819	Syas.g_00582
OG0001097	Prae.g_00850	Syas.g_00243
OG0001098	Prae.g_00865	Syas.g_00880
OG0001099	Prae.g_00897	Syas.g_02404
OG0001100	Prae.g_00901	Syas.g_00682
OG0001101	Prae.g_00903	Syas.g_00680
OG0001102	Prae.g_00905	Syas.g_00677
OG0001103	Prae.g_00907	Syas.g_00675
OG0001104	Prae.g_00928	Syas.g_00620
OG0001105	Prae.g_00932	Syas.g_00617
OG0001106	Prae.g_00955	Syas.g_00447
OG0001107	Prae.g_00962	Syas.g_00459
OG0001108	Prae.g_00966	Syas.g_00494
OG0001109	Prae.g_00967	Syas.g_00496
OG0001110	Prae.g_00969	Syas.g_00498
OG0001111	Prae.g_00970	Syas.g_00500
OG0001112	Prae.g_00971	Syas.g_00503
OG0001113	Prae.g_00972	Syas.g_00504
OG0001114	Prae.g_00973	Syas.g_00505
OG0001115	Prae.g_00975	Syas.g_00527
OG0001116	Prae.g_00976	Syas.g_00529
OG0001117	Prae.g_00977	Syas.g_00530
OG0001118	Prae.g_00978	Syas.g_00531
OG0001119	Prae.g_00979	Syas.g_00533
OG0001120	Prae.g_00981	Syas.g_00539
OG0001122	Prae.g_01012	Syas.g_00222
OG0001123	Prae.g_01016	Syas.g_00214
OG0001124	Prae.g_01018	Syas.g_00212
OG0001125	Prae.g_01019	Syas.g_00210
OG0001126	Prae.g_01029	Syas.g_00991
OG0001127	Prae.g_01030	Syas.g_00992
OG0001128	Prae.g_01032	Syas.g_00995
OG0001129	Prae.g_01033	Syas.g_00997
OG0001130	Prae.g_01034	Syas.g_00998
OG0001131	Prae.g_01072	Syas.g_01401
OG0001132	Prae.g_01081	Syas.g_00525
OG0001133	Prae.g_01115	Syas.g_00109
OG0001136	Prae.g_01160	Syas.g_01187
OG0001138	Prae.g_01189	Syas.g_01114
OG0001139	Prae.g_01190	Syas.g_01112
OG0001140	Prae.g_01191	Syas.g_01111
OG0001141	Prae.g_01192	Syas.g_01110
OG0001142	Prae.g_01193	Syas.g_01109
OG0001143	Prae.g_01200	Syas.g_01092
OG0001144	Prae.g_01205	Syas.g_01084
OG0001145	Prae.g_01320	Syas.g_02867
OG0001146	Prae.g_01333	Syas.g_02846
OG0001147	Prae.g_01354	Syas.g_01329
OG0001148	Prae.g_01370	Syas.g_01263
OG0001149	Prae.g_01371	Syas.g_01264
OG0001150	Prae.g_01372	Syas.g_01265
OG0001151	Prae.g_01383	Syas.g_01366
OG0001152	Prae.g_01384	Syas.g_01367
OG0001153	Prae.g_01491	Syas.g_01301
OG0001154	Prae.g_01492	Syas.g_01302
OG0001155	Prae.g_01504	Syas.g_01478
OG0001156	Prae.g_01507	Syas.g_01489
OG0001157	Prae.g_01508	Syas.g_01490
OG0001158	Prae.g_01509	Syas.g_01491
OG0001159	Prae.g_01510	Syas.g_01492
OG0001160	Prae.g_01534	Syas.g_02705
OG0001161	Prae.g_01547	Syas.g_02030
OG0001162	Prae.g_01558	Syas.g_02473
OG0001163	Prae.g_01615	Syas.g_02697
OG0001164	Prae.g_01619	Syas.g_02691
OG0001165	Prae.g_01622	Syas.g_02686
OG0001166	Prae.g_01642	Syas.g_02658
OG0001167	Prae.g_01659	Syas.g_01046
OG0001168	Prae.g_01661	Syas.g_02597
OG0001169	Prae.g_01663	Syas.g_02595
OG0001170	Prae.g_01665	Syas.g_02593
OG0001171	Prae.g_01674	Syas.g_02580
OG0001172	Prae.g_01689	Syas.g_01665
OG0001173	Prae.g_01690	Syas.g_01664
OG0001174	Prae.g_01698	Syas.g_01656
OG0001175	Prae.g_01699	Syas.g_01655
OG0001176	Prae.g_01706	Syas.g_01638
OG0001177	Prae.g_01709	Syas.g_01640
OG0001178	Prae.g_01714	Syas.g_02676
OG0001179	Prae.g_01742	Syas.g_01608
OG0001180	Prae.g_01765	Syas.g_01583
