Orthogroup	Prae	Prbg
OG0000563	Prae.g_00532	Prbg.g_00275
OG0000564	Prae.g_00533	Prbg.g_00276
OG0000565	Prae.g_00536	Prbg.g_00278
OG0000566	Prae.g_00538	Prbg.g_00282
OG0000567	Prae.g_00542	Prbg.g_00286
OG0000568	Prae.g_00543	Prbg.g_00287
OG0000569	Prae.g_00544	Prbg.g_00288
OG0000570	Prae.g_00545	Prbg.g_00289
OG0000571	Prae.g_00547	Prbg.g_00291
OG0000572	Prae.g_00560	Prbg.g_00305
OG0000573	Prae.g_00566	Prbg.g_00311
OG0000574	Prae.g_00567	Prbg.g_00312
OG0000575	Prae.g_00571	Prbg.g_00316
OG0000576	Prae.g_00573	Prbg.g_00318
OG0000577	Prae.g_00574	Prbg.g_00319
OG0000578	Prae.g_00575	Prbg.g_00320
OG0000579	Prae.g_00576	Prbg.g_00321
OG0000580	Prae.g_00577	Prbg.g_00322
OG0000581	Prae.g_00579	Prbg.g_00325
OG0000582	Prae.g_00582	Prbg.g_00328
OG0000583	Prae.g_00583	Prbg.g_00329
OG0000584	Prae.g_00584	Prbg.g_00330
OG0000585	Prae.g_00586	Prbg.g_00332
OG0000586	Prae.g_00587	Prbg.g_00333
OG0000587	Prae.g_00588	Prbg.g_00334
OG0000588	Prae.g_00592	Prbg.g_00338
OG0000589	Prae.g_00595	Prbg.g_00340
OG0000590	Prae.g_00596	Prbg.g_00341
OG0000591	Prae.g_00599	Prbg.g_00345
OG0000592	Prae.g_00600	Prbg.g_00346
OG0000593	Prae.g_00606	Prbg.g_01425
OG0000594	Prae.g_00607	Prbg.g_01424
OG0000595	Prae.g_00608	Prbg.g_01423
OG0000596	Prae.g_00612	Prbg.g_01419
OG0000597	Prae.g_00614	Prbg.g_01416
OG0000598	Prae.g_00615	Prbg.g_01415
OG0000599	Prae.g_00618	Prbg.g_01412
OG0000600	Prae.g_00619	Prbg.g_01411
OG0000601	Prae.g_00620	Prbg.g_01410
OG0000602	Prae.g_00622	Prbg.g_01408
OG0000603	Prae.g_00623	Prbg.g_01407
OG0000604	Prae.g_00624	Prbg.g_01406
OG0000605	Prae.g_00625	Prbg.g_01405
OG0000606	Prae.g_00628	Prbg.g_01402
OG0000607	Prae.g_00631	Prbg.g_01399
OG0000608	Prae.g_00632	Prbg.g_01398
OG0000609	Prae.g_00633	Prbg.g_01397
OG0000610	Prae.g_00638	Prbg.g_01391
OG0000611	Prae.g_00641	Prbg.g_01388
OG0000612	Prae.g_00642	Prbg.g_01387
OG0000613	Prae.g_00647	Prbg.g_01114
OG0000614	Prae.g_00666	Prbg.g_01135
OG0000615	Prae.g_00674	Prbg.g_01146
OG0000616	Prae.g_00678	Prbg.g_01939
OG0000617	Prae.g_00717	Prbg.g_01371
OG0000618	Prae.g_00718	Prbg.g_01370
OG0000619	Prae.g_00719	Prbg.g_01369
OG0000620	Prae.g_00722	Prbg.g_01366
OG0000621	Prae.g_00723	Prbg.g_01365
OG0000622	Prae.g_00724	Prbg.g_01364
OG0000623	Prae.g_00725	Prbg.g_01363
OG0000624	Prae.g_00726	Prbg.g_01361
OG0000625	Prae.g_00727	Prbg.g_01360
OG0000626	Prae.g_00728	Prbg.g_01359
OG0000627	Prae.g_00729	Prbg.g_01358
OG0000628	Prae.g_00730	Prbg.g_01357
OG0000629	Prae.g_00731	Prbg.g_01356
OG0000630	Prae.g_00734	Prbg.g_01353
OG0000631	Prae.g_00797	Prbg.g_01260
OG0000632	Prae.g_00798	Prbg.g_01261
OG0000633	Prae.g_00799	Prbg.g_01262
OG0000634	Prae.g_00802	Prbg.g_01155
OG0000635	Prae.g_00803	Prbg.g_01156
OG0000636	Prae.g_00805	Prbg.g_01158
OG0000637	Prae.g_00807	Prbg.g_01160
OG0000638	Prae.g_00808	Prbg.g_01161
OG0000639	Prae.g_00809	Prbg.g_01162
OG0000640	Prae.g_00810	Prbg.g_01163
OG0000641	Prae.g_00814	Prbg.g_01167
OG0000642	Prae.g_00815	Prbg.g_01168
OG0000643	Prae.g_00816	Prbg.g_01169
OG0000644	Prae.g_00817	Prbg.g_01170
OG0000645	Prae.g_00818	Prbg.g_01171
OG0000646	Prae.g_00820	Prbg.g_01173
OG0000647	Prae.g_00821	Prbg.g_01175
OG0000648	Prae.g_00823	Prbg.g_01177
OG0000649	Prae.g_00824	Prbg.g_01178
OG0000650	Prae.g_00825	Prbg.g_01179
OG0000651	Prae.g_00826	Prbg.g_01180
OG0000652	Prae.g_00827	Prbg.g_01181
OG0000653	Prae.g_00829	Prbg.g_01183
OG0000654	Prae.g_00830	Prbg.g_01184
OG0000655	Prae.g_00831	Prbg.g_01185
OG0000656	Prae.g_00834	Prbg.g_01188
OG0000657	Prae.g_00841	Prbg.g_01196
OG0000658	Prae.g_00842	Prbg.g_01198
OG0000659	Prae.g_00843	Prbg.g_01199
OG0000660	Prae.g_00847	Prbg.g_01203
OG0000661	Prae.g_00849	Prbg.g_01205
OG0000662	Prae.g_00851	Prbg.g_01207
OG0000663	Prae.g_00853	Prbg.g_01209
OG0000664	Prae.g_00854	Prbg.g_01210
OG0000665	Prae.g_00858	Prbg.g_01216
OG0000666	Prae.g_00859	Prbg.g_01217
OG0000667	Prae.g_00863	Prbg.g_01221
OG0000668	Prae.g_00892	Prbg.g_01062
OG0000669	Prae.g_00900	Prbg.g_01073
OG0000670	Prae.g_00902	Prbg.g_01076
OG0000671	Prae.g_00904	Prbg.g_01079
OG0000672	Prae.g_00906	Prbg.g_01082
OG0000673	Prae.g_00909	Prbg.g_01085
OG0000674	Prae.g_00911	Prbg.g_01087
OG0000675	Prae.g_00912	Prbg.g_01088
OG0000676	Prae.g_00914	Prbg.g_01090
OG0000677	Prae.g_00915	Prbg.g_01091
OG0000678	Prae.g_00917	Prbg.g_01093
OG0000679	Prae.g_00921	Prbg.g_01097
OG0000680	Prae.g_00922	Prbg.g_01098
OG0000681	Prae.g_00924	Prbg.g_01101
OG0000682	Prae.g_00925	Prbg.g_01102
OG0000683	Prae.g_00926	Prbg.g_01103
OG0000684	Prae.g_00927	Prbg.g_01105
OG0000685	Prae.g_00929	Prbg.g_01107
OG0000686	Prae.g_00930	Prbg.g_01108
OG0000687	Prae.g_00931	Prbg.g_01109
OG0000688	Prae.g_00934	Prbg.g_01383
OG0000689	Prae.g_00935	Prbg.g_01382
OG0000690	Prae.g_00936	Prbg.g_01381
OG0000691	Prae.g_00937	Prbg.g_01380
OG0000692	Prae.g_00938	Prbg.g_01378
OG0000693	Prae.g_00939	Prbg.g_01377
OG0000694	Prae.g_00940	Prbg.g_01376
OG0000695	Prae.g_00942	Prbg.g_01264
OG0000696	Prae.g_00943	Prbg.g_01265
OG0000697	Prae.g_00944	Prbg.g_01266
OG0000698	Prae.g_00947	Prbg.g_01269
OG0000699	Prae.g_00948	Prbg.g_01270
OG0000700	Prae.g_00949	Prbg.g_01271
OG0000701	Prae.g_00950	Prbg.g_01272
OG0000702	Prae.g_00952	Prbg.g_01274
OG0000703	Prae.g_00953	Prbg.g_01275
OG0000704	Prae.g_00954	Prbg.g_01277
OG0000705	Prae.g_00958	Prbg.g_01280
OG0000706	Prae.g_00959	Prbg.g_01281
OG0000707	Prae.g_00960	Prbg.g_01282
OG0000708	Prae.g_00961	Prbg.g_01284
OG0000709	Prae.g_00965	Prbg.g_01288
OG0000710	Prae.g_00968	Prbg.g_01291
OG0000711	Prae.g_00985	Prbg.g_01309
OG0000712	Prae.g_00987	Prbg.g_01310
OG0000713	Prae.g_00988	Prbg.g_01311
OG0000714	Prae.g_00989	Prbg.g_01312
OG0000715	Prae.g_00991	Prbg.g_01314
OG0000716	Prae.g_00993	Prbg.g_01316
OG0000717	Prae.g_00994	Prbg.g_01317
OG0000718	Prae.g_01009	Prbg.g_01321
OG0000719	Prae.g_01011	Prbg.g_01323
OG0000720	Prae.g_01020	Prbg.g_01335
OG0000721	Prae.g_01022	Prbg.g_01339
OG0000722	Prae.g_01023	Prbg.g_01340
OG0000723	Prae.g_01026	Prbg.g_01344
OG0000724	Prae.g_01035	Prbg.g_01239
OG0000725	Prae.g_01041	Prbg.g_01233
OG0000726	Prae.g_01042	Prbg.g_01232
OG0000727	Prae.g_01043	Prbg.g_01231
OG0000728	Prae.g_01045	Prbg.g_01229
OG0000729	Prae.g_01092	Prbg.g_00455
OG0000730	Prae.g_01096	Prbg.g_01528
OG0000731	Prae.g_01100	Prbg.g_00123
OG0000732	Prae.g_01109	Prbg.g_01890
OG0000733	Prae.g_01131	Prbg.g_00750
OG0000734	Prae.g_01148	Prbg.g_01502
OG0000735	Prae.g_01150	Prbg.g_01500
OG0000736	Prae.g_01151	Prbg.g_01499
OG0000737	Prae.g_01152	Prbg.g_01498
OG0000738	Prae.g_01156	Prbg.g_01494
OG0000739	Prae.g_01157	Prbg.g_01493
OG0000740	Prae.g_01158	Prbg.g_01492
OG0000741	Prae.g_01159	Prbg.g_01490
OG0000742	Prae.g_01162	Prbg.g_01487
OG0000743	Prae.g_01164	Prbg.g_01485
OG0000744	Prae.g_01165	Prbg.g_01484
OG0000745	Prae.g_01166	Prbg.g_01483
OG0000746	Prae.g_01168	Prbg.g_01481
OG0000747	Prae.g_01169	Prbg.g_01480
OG0000748	Prae.g_01172	Prbg.g_01476
OG0000749	Prae.g_01173	Prbg.g_01475
OG0000750	Prae.g_01174	Prbg.g_01474
OG0000751	Prae.g_01176	Prbg.g_01471
OG0000752	Prae.g_01178	Prbg.g_01469
OG0000753	Prae.g_01181	Prbg.g_01467
OG0000754	Prae.g_01184	Prbg.g_01464
OG0000755	Prae.g_01187	Prbg.g_01458
OG0000756	Prae.g_01188	Prbg.g_01457
OG0000757	Prae.g_01194	Prbg.g_01450
OG0000758	Prae.g_01195	Prbg.g_01449
OG0000759	Prae.g_01196	Prbg.g_01448
OG0000760	Prae.g_01197	Prbg.g_01447
OG0000761	Prae.g_01198	Prbg.g_01446
OG0000762	Prae.g_01199	Prbg.g_01445
OG0000763	Prae.g_01201	Prbg.g_01443
OG0000764	Prae.g_01202	Prbg.g_01442
OG0000765	Prae.g_01211	Prbg.g_01434
OG0000766	Prae.g_01212	Prbg.g_01433
OG0000767	Prae.g_01214	Prbg.g_01431
OG0000768	Prae.g_01215	Prbg.g_01430
OG0000769	Prae.g_01217	Prbg.g_01428
OG0000770	Prae.g_01219	Prbg.g_00351
OG0000771	Prae.g_01434	Prbg.g_00687
OG0000772	Prae.g_01293	Prbg.g_01576
OG0000773	Prae.g_01319	Prbg.g_00468
OG0000774	Prae.g_01321	Prbg.g_00470
OG0000775	Prae.g_01324	Prbg.g_00472
OG0000776	Prae.g_01325	Prbg.g_00473
OG0000777	Prae.g_01326	Prbg.g_00474
OG0000778	Prae.g_01327	Prbg.g_00475
OG0000779	Prae.g_01331	Prbg.g_00479
OG0000780	Prae.g_01332	Prbg.g_00480
OG0000781	Prae.g_01335	Prbg.g_00484
OG0000782	Prae.g_01336	Prbg.g_00485
OG0000783	Prae.g_01337	Prbg.g_00486
OG0000784	Prae.g_01338	Prbg.g_00487
OG0000785	Prae.g_01340	Prbg.g_00489
OG0000786	Prae.g_01342	Prbg.g_00492
OG0000787	Prae.g_01343	Prbg.g_00493
OG0000788	Prae.g_01355	Prbg.g_00218
OG0000789	Prae.g_01358	Prbg.g_00690
OG0000790	Prae.g_01373	Prbg.g_00534
OG0000791	Prae.g_01375	Prbg.g_00536
OG0000792	Prae.g_01376	Prbg.g_00537
OG0000793	Prae.g_01379	Prbg.g_00540
OG0000794	Prae.g_01380	Prbg.g_00541
OG0000795	Prae.g_01381	Prbg.g_00542
OG0000796	Prae.g_01385	Prbg.g_00546
OG0000797	Prae.g_01386	Prbg.g_00547
OG0000798	Prae.g_01420	Prbg.g_00038
OG0000799	Prae.g_01441	Prbg.g_00574
OG0000800	Prae.g_01442	Prbg.g_00575
OG0000801	Prae.g_01443	Prbg.g_00576
OG0000802	Prae.g_01445	Prbg.g_00578
OG0000803	Prae.g_01447	Prbg.g_00580
OG0000804	Prae.g_01448	Prbg.g_00581
OG0000805	Prae.g_01450	Prbg.g_00583
OG0000806	Prae.g_01452	Prbg.g_00585
OG0000807	Prae.g_01453	Prbg.g_00586
OG0000808	Prae.g_01454	Prbg.g_00587
OG0000809	Prae.g_01457	Prbg.g_00589
OG0000810	Prae.g_01458	Prbg.g_00590
OG0000811	Prae.g_01462	Prbg.g_00594
OG0000812	Prae.g_01464	Prbg.g_00596
OG0000813	Prae.g_01465	Prbg.g_00597
OG0000814	Prae.g_01467	Prbg.g_00599
OG0000815	Prae.g_01468	Prbg.g_00600
OG0000816	Prae.g_01470	Prbg.g_00602
OG0000817	Prae.g_01471	Prbg.g_00603
OG0000818	Prae.g_01476	Prbg.g_00608
OG0000819	Prae.g_01477	Prbg.g_00609
OG0000820	Prae.g_01478	Prbg.g_00610
OG0000821	Prae.g_01482	Prbg.g_00614
OG0000822	Prae.g_01483	Prbg.g_00615
OG0000823	Prae.g_01484	Prbg.g_00616
OG0000824	Prae.g_01487	Prbg.g_00619
OG0000825	Prae.g_01488	Prbg.g_00620
OG0000826	Prae.g_01489	Prbg.g_00621
OG0000827	Prae.g_01490	Prbg.g_00622
OG0000828	Prae.g_01493	Prbg.g_00625
OG0000829	Prae.g_01494	Prbg.g_00626
OG0000830	Prae.g_01495	Prbg.g_00627
OG0000831	Prae.g_01497	Prbg.g_00629
OG0000832	Prae.g_01503	Prbg.g_00639
OG0000833	Prae.g_01511	Prbg.g_00648
OG0000834	Prae.g_01512	Prbg.g_00649
OG0000835	Prae.g_01513	Prbg.g_00650
OG0000836	Prae.g_01514	Prbg.g_00651
OG0000837	Prae.g_01515	Prbg.g_00652
OG0000838	Prae.g_01517	Prbg.g_00654
OG0000839	Prae.g_01518	Prbg.g_00655
OG0000840	Prae.g_01519	Prbg.g_00656
OG0000841	Prae.g_01520	Prbg.g_00657
OG0000842	Prae.g_01521	Prbg.g_00658
OG0000843	Prae.g_01522	Prbg.g_00659
OG0000844	Prae.g_01523	Prbg.g_00660
OG0000845	Prae.g_01524	Prbg.g_00661
OG0000846	Prae.g_01525	Prbg.g_00662
OG0000847	Prae.g_01526	Prbg.g_00663
OG0000848	Prae.g_01527	Prbg.g_00664
OG0000849	Prae.g_01528	Prbg.g_00665
OG0000850	Prae.g_01530	Prbg.g_00667
OG0000851	Prae.g_01531	Prbg.g_00668
OG0000852	Prae.g_01532	Prbg.g_00669
OG0000853	Prae.g_01536	Prbg.g_00675
OG0000854	Prae.g_01538	Prbg.g_00677
OG0000855	Prae.g_01539	Prbg.g_00678
OG0000856	Prae.g_01554	Prbg.g_00348
OG0000857	Prae.g_01582	Prbg.g_01174
OG0000858	Prae.g_01617	Prbg.g_01643
OG0000859	Prae.g_01618	Prbg.g_01644
OG0000860	Prae.g_01625	Prbg.g_01652
OG0000861	Prae.g_01626	Prbg.g_01653
OG0000862	Prae.g_01627	Prbg.g_01654
OG0000863	Prae.g_01629	Prbg.g_01656
OG0000864	Prae.g_01630	Prbg.g_01657
OG0000865	Prae.g_01631	Prbg.g_01658
OG0000866	Prae.g_01632	Prbg.g_01659
OG0000867	Prae.g_01633	Prbg.g_01660
OG0000868	Prae.g_01634	Prbg.g_01662
OG0000869	Prae.g_01638	Prbg.g_01665
OG0000870	Prae.g_01643	Prbg.g_01670
OG0000871	Prae.g_01644	Prbg.g_01671
OG0000872	Prae.g_01645	Prbg.g_01672
OG0000873	Prae.g_01648	Prbg.g_01675
OG0000874	Prae.g_01651	Prbg.g_01678
OG0000875	Prae.g_01652	Prbg.g_01679
OG0000876	Prae.g_01653	Prbg.g_01680
OG0000877	Prae.g_01655	Prbg.g_01682
OG0000878	Prae.g_01656	Prbg.g_01683
OG0000879	Prae.g_01657	Prbg.g_01684
OG0000880	Prae.g_01658	Prbg.g_01685
OG0000881	Prae.g_01662	Prbg.g_01689
OG0000882	Prae.g_01667	Prbg.g_01694
OG0000883	Prae.g_01668	Prbg.g_01696
OG0000884	Prae.g_01670	Prbg.g_01698
OG0000885	Prae.g_01671	Prbg.g_01699
OG0000886	Prae.g_01672	Prbg.g_01700
OG0000887	Prae.g_01673	Prbg.g_01701
OG0000888	Prae.g_01675	Prbg.g_01703
OG0000889	Prae.g_01677	Prbg.g_01705
OG0000890	Prae.g_01678	Prbg.g_01706
OG0000891	Prae.g_01679	Prbg.g_01707
OG0000892	Prae.g_01681	Prbg.g_01709
OG0000893	Prae.g_01686	Prbg.g_01713
OG0000894	Prae.g_01688	Prbg.g_01716
OG0000895	Prae.g_01691	Prbg.g_01720
OG0000896	Prae.g_01692	Prbg.g_01721
OG0000897	Prae.g_01694	Prbg.g_01723
OG0000898	Prae.g_01695	Prbg.g_01724
OG0000899	Prae.g_01696	Prbg.g_01725
OG0000900	Prae.g_01697	Prbg.g_01726
OG0000901	Prae.g_01700	Prbg.g_01729
OG0000902	Prae.g_01702	Prbg.g_01731
OG0000903	Prae.g_01705	Prbg.g_01735
OG0000904	Prae.g_01707	Prbg.g_01739
OG0000905	Prae.g_01712	Prbg.g_01733
OG0000906	Prae.g_01713	Prbg.g_01732
OG0000907	Prae.g_01716	Prbg.g_01742
OG0000908	Prae.g_01719	Prbg.g_01745
OG0000909	Prae.g_01720	Prbg.g_01746
OG0000910	Prae.g_01721	Prbg.g_01747
OG0000911	Prae.g_01723	Prbg.g_01749
OG0000912	Prae.g_01724	Prbg.g_01750
OG0000913	Prae.g_01725	Prbg.g_01751
OG0000914	Prae.g_01726	Prbg.g_01752
OG0000915	Prae.g_01727	Prbg.g_01753
OG0000916	Prae.g_01728	Prbg.g_01754
OG0000917	Prae.g_01729	Prbg.g_01755
OG0000918	Prae.g_01730	Prbg.g_01756
OG0000919	Prae.g_01731	Prbg.g_01757
OG0000920	Prae.g_01732	Prbg.g_01758
OG0000921	Prae.g_01733	Prbg.g_01759
OG0000922	Prae.g_01734	Prbg.g_01760
OG0000923	Prae.g_01738	Prbg.g_01764
OG0000924	Prae.g_01739	Prbg.g_01765
OG0000925	Prae.g_01740	Prbg.g_01766
OG0000926	Prae.g_01741	Prbg.g_01767
OG0000927	Prae.g_01743	Prbg.g_01769
OG0000928	Prae.g_01744	Prbg.g_01770
OG0000929	Prae.g_01745	Prbg.g_01771
OG0000930	Prae.g_01746	Prbg.g_01772
OG0000931	Prae.g_01747	Prbg.g_01773
OG0000932	Prae.g_01748	Prbg.g_01774
OG0000933	Prae.g_01752	Prbg.g_01778
OG0000934	Prae.g_01754	Prbg.g_01780
OG0000935	Prae.g_01755	Prbg.g_01781
OG0000936	Prae.g_01756	Prbg.g_01782
OG0000937	Prae.g_01757	Prbg.g_01783
OG0000938	Prae.g_01759	Prbg.g_01786
OG0000939	Prae.g_01760	Prbg.g_01787
OG0000940	Prae.g_01768	Prbg.g_01794
OG0000941	Prae.g_01770	Prbg.g_01796
OG0000942	Prae.g_01772	Prbg.g_01798
OG0000943	Prae.g_01773	Prbg.g_01799
OG0000944	Prae.g_01774	Prbg.g_01801
OG0000945	Prae.g_01775	Prbg.g_01802
OG0000946	Prae.g_01779	Prbg.g_01807
OG0000947	Prae.g_01781	Prbg.g_01809
OG0000948	Prae.g_01782	Prbg.g_01810
OG0000949	Prae.g_01785	Prbg.g_01813
OG0000950	Prae.g_01790	Prbg.g_01820
OG0000951	Prae.g_01794	Prbg.g_01824
OG0000952	Prae.g_01798	Prbg.g_01828
OG0000953	Prae.g_01801	Prbg.g_01832
OG0000954	Prae.g_01805	Prbg.g_01836
OG0000955	Prae.g_01806	Prbg.g_01837
OG0000956	Prae.g_01808	Prbg.g_01839
OG0000957	Prae.g_01813	Prbg.g_01845
OG0000958	Prae.g_01814	Prbg.g_01846
OG0000959	Prae.g_01818	Prbg.g_01850
OG0000960	Prae.g_01819	Prbg.g_01851
OG0000961	Prae.g_01821	Prbg.g_01854
OG0000962	Prae.g_01823	Prbg.g_01856
OG0000963	Prae.g_01827	Prbg.g_01860
OG0000964	Prae.g_01828	Prbg.g_01861
OG0000965	Prae.g_01829	Prbg.g_01862
OG0000966	Prae.g_01836	Prbg.g_01868
OG0000967	Prae.g_01840	Prbg.g_01872
OG0000968	Prae.g_01842	Prbg.g_01874
OG0000969	Prae.g_01843	Prbg.g_01875
OG0000970	Prae.g_01844	Prbg.g_01876
OG0000971	Prae.g_01845	Prbg.g_01877
OG0000972	Prae.g_01846	Prbg.g_01878
OG0000973	Prae.g_01847	Prbg.g_01879
OG0000974	Prae.g_01848	Prbg.g_01880
OG0000975	Prae.g_01849	Prbg.g_01881
OG0000976	Prae.g_01850	Prbg.g_01882
OG0000977	Prae.g_01851	Prbg.g_01883
OG0000978	Prae.g_01852	Prbg.g_01884
OG0000979	Prae.g_01855	Prbg.g_01887
OG0000980	Prae.g_01857	Prbg.g_01889
OG0000981	Prae.g_01859	Prbg.g_01892
OG0000982	Prae.g_01861	Prbg.g_01894
OG0000983	Prae.g_01862	Prbg.g_01895
OG0000984	Prae.g_01863	Prbg.g_01896
OG0000985	Prae.g_01866	Prbg.g_01899
OG0000986	Prae.g_01868	Prbg.g_01901
OG0000987	Prae.g_01869	Prbg.g_01902
OG0000988	Prae.g_01872	Prbg.g_01905
OG0000989	Prae.g_01876	Prbg.g_01909
OG0000990	Prae.g_01879	Prbg.g_01913
OG0000991	Prae.g_01880	Prbg.g_01914
OG0000992	Prae.g_01882	Prbg.g_01917
OG0000993	Prae.g_01883	Prbg.g_01918
OG0000994	Prae.g_01884	Prbg.g_01919
OG0000995	Prae.g_01888	Prbg.g_01923
OG0000996	Prae.g_01889	Prbg.g_01924
OG0000997	Prae.g_01890	Prbg.g_01927
OG0000998	Prae.g_01892	Prbg.g_01929
OG0000999	Prae.g_01893	Prbg.g_01930
OG0001000	Prae.g_01896	Prbg.g_01933
OG0001001	Prae.g_01898	Prbg.g_01936
OG0001002	Prae.g_01902	Prbg.g_00758
OG0001003	Prae.g_01903	Prbg.g_00759
OG0001004	Prae.g_01904	Prbg.g_00760
OG0001005	Prae.g_01905	Prbg.g_00761
OG0001006	Prae.g_01909	Prbg.g_00765
OG0001007	Prae.g_01911	Prbg.g_00767
OG0001008	Prae.g_00411	Prbg.g_00157
OG0001009	Prae.g_00027	Prbg.g_00847
OG0001010	Prae.g_00028	Prbg.g_00846
OG0001011	Prae.g_00029	Prbg.g_00844
OG0001012	Prae.g_00045	Prbg.g_00830
OG0001013	Prae.g_00050	Prbg.g_00823
OG0001014	Prae.g_00053	Prbg.g_00820
OG0001015	Prae.g_00054	Prbg.g_00818
OG0001016	Prae.g_00073	Prbg.g_00796
OG0001017	Prae.g_00077	Prbg.g_00792
OG0001018	Prae.g_00080	Prbg.g_00790
OG0001019	Prae.g_00089	Prbg.g_00781
OG0001020	Prae.g_00090	Prbg.g_00780
OG0001021	Prae.g_00091	Prbg.g_00861
OG0001022	Prae.g_00094	Prbg.g_00864
OG0001023	Prae.g_00095	Prbg.g_00865
OG0001024	Prae.g_00098	Prbg.g_00869
OG0001025	Prae.g_00104	Prbg.g_00876
OG0001026	Prae.g_00110	Prbg.g_00885
OG0001027	Prae.g_00111	Prbg.g_00886
OG0001028	Prae.g_00113	Prbg.g_00888
OG0001029	Prae.g_00115	Prbg.g_00889
OG0001030	Prae.g_00130	Prbg.g_00905
OG0001031	Prae.g_00189	Prbg.g_00965
OG0001032	Prae.g_00190	Prbg.g_00966
OG0001033	Prae.g_00211	Prbg.g_00987
OG0001034	Prae.g_00239	Prbg.g_01018
OG0001035	Prae.g_00257	Prbg.g_01038
OG0001036	Prae.g_00262	Prbg.g_01042
OG0001037	Prae.g_00263	Prbg.g_01043
OG0001038	Prae.g_00279	Prbg.g_00057
OG0001039	Prae.g_00282	Prbg.g_00060
OG0001040	Prae.g_00284	Prbg.g_00062
OG0001041	Prae.g_00288	Prbg.g_00067
OG0001042	Prae.g_00305	Prbg.g_00084
OG0001043	Prae.g_00306	Prbg.g_00085
OG0001044	Prae.g_00334	Prbg.g_00116
OG0001045	Prae.g_00342	Prbg.g_00125
OG0001046	Prae.g_00379	Prbg.g_01602
OG0001047	Prae.g_00413	Prbg.g_00159
OG0001048	Prae.g_00414	Prbg.g_00160
OG0001049	Prae.g_00416	Prbg.g_00162
OG0001050	Prae.g_00417	Prbg.g_00163
OG0001051	Prae.g_00418	Prbg.g_00164
OG0001052	Prae.g_00445	Prbg.g_00190
OG0001053	Prae.g_00457	Prbg.g_00202
OG0001054	Prae.g_00472	Prbg.g_00217
OG0001055	Prae.g_00491	Prbg.g_00236
OG0001056	Prae.g_00511	Prbg.g_00253
OG0001057	Prae.g_00516	Prbg.g_00258
OG0001058	Prae.g_00524	Prbg.g_00267
OG0001059	Prae.g_00528	Prbg.g_00271
OG0001060	Prae.g_00535	Prbg.g_00277
OG0001061	Prae.g_00548	Prbg.g_00292
OG0001062	Prae.g_00550	Prbg.g_00294
OG0001063	Prae.g_00552	Prbg.g_00296
OG0001064	Prae.g_00553	Prbg.g_00297
OG0001065	Prae.g_00554	Prbg.g_00298
OG0001066	Prae.g_00555	Prbg.g_00299
OG0001067	Prae.g_00556	Prbg.g_00300
OG0001068	Prae.g_00557	Prbg.g_00301
OG0001069	Prae.g_00558	Prbg.g_00302
OG0001070	Prae.g_00561	Prbg.g_00306
OG0001071	Prae.g_00562	Prbg.g_00307
OG0001072	Prae.g_00564	Prbg.g_00309
OG0001073	Prae.g_00578	Prbg.g_00323
OG0001074	Prae.g_00589	Prbg.g_00335
OG0001075	Prae.g_00590	Prbg.g_00336
OG0001076	Prae.g_00598	Prbg.g_00343
OG0001077	Prae.g_00602	Prbg.g_00349
OG0001078	Prae.g_00610	Prbg.g_01421
OG0001079	Prae.g_00621	Prbg.g_01409
OG0001080	Prae.g_00627	Prbg.g_01403
OG0001081	Prae.g_00629	Prbg.g_01401
OG0001082	Prae.g_00630	Prbg.g_01400
OG0001083	Prae.g_00635	Prbg.g_01395
OG0001084	Prae.g_00636	Prbg.g_01394
OG0001085	Prae.g_00644	Prbg.g_01111
OG0001086	Prae.g_00645	Prbg.g_01112
OG0001087	Prae.g_00662	Prbg.g_01130
OG0001088	Prae.g_00663	Prbg.g_01131
OG0001089	Prae.g_00671	Prbg.g_01142
OG0001090	Prae.g_00712	Prbg.g_01152
OG0001091	Prae.g_00714	Prbg.g_01374
OG0001092	Prae.g_00715	Prbg.g_01373
OG0001093	Prae.g_00720	Prbg.g_01368
OG0001094	Prae.g_00800	Prbg.g_01375
OG0001095	Prae.g_00819	Prbg.g_01172
OG0001096	Prae.g_00832	Prbg.g_01186
OG0001097	Prae.g_00850	Prbg.g_01206
OG0001098	Prae.g_00865	Prbg.g_01225
OG0001099	Prae.g_00897	Prbg.g_01067
OG0001100	Prae.g_00901	Prbg.g_01075
OG0001101	Prae.g_00903	Prbg.g_01078
OG0001102	Prae.g_00905	Prbg.g_01081
OG0001103	Prae.g_00907	Prbg.g_01083
OG0001104	Prae.g_00928	Prbg.g_01106
OG0001105	Prae.g_00932	Prbg.g_01110
OG0001106	Prae.g_00955	Prbg.g_01278
OG0001107	Prae.g_00962	Prbg.g_01285
OG0001108	Prae.g_00966	Prbg.g_01289
OG0001109	Prae.g_00967	Prbg.g_01290
OG0001110	Prae.g_00969	Prbg.g_01292
OG0001111	Prae.g_00970	Prbg.g_01293
OG0001112	Prae.g_00971	Prbg.g_01294
OG0001113	Prae.g_00972	Prbg.g_01295
OG0001114	Prae.g_00973	Prbg.g_01296
OG0001115	Prae.g_00975	Prbg.g_01298
OG0001116	Prae.g_00976	Prbg.g_01299
OG0001117	Prae.g_00977	Prbg.g_01300
OG0001118	Prae.g_00978	Prbg.g_01301
OG0001119	Prae.g_00979	Prbg.g_01302
OG0001120	Prae.g_00981	Prbg.g_01304
OG0001122	Prae.g_01012	Prbg.g_01324
