Orthogroup	Prae	Syaq
OG0000573	Prae.g_00566	Syaq.g_01985
OG0000574	Prae.g_00567	Syaq.g_01986
OG0000575	Prae.g_00571	Syaq.g_01991
OG0000576	Prae.g_00573	Syaq.g_01993
OG0000577	Prae.g_00574	Syaq.g_01994
OG0000578	Prae.g_00575	Syaq.g_01995
OG0000579	Prae.g_00576	Syaq.g_01996
OG0000580	Prae.g_00577	Syaq.g_01997
OG0000581	Prae.g_00579	Syaq.g_02003
OG0000582	Prae.g_00582	Syaq.g_02012
OG0000583	Prae.g_00583	Syaq.g_02013
OG0000584	Prae.g_00584	Syaq.g_02014
OG0000585	Prae.g_00586	Syaq.g_02017
OG0000586	Prae.g_00587	Syaq.g_02018
OG0000587	Prae.g_00588	Syaq.g_02020
OG0000588	Prae.g_00592	Syaq.g_02043
OG0000589	Prae.g_00595	Syaq.g_02057
OG0000590	Prae.g_00596	Syaq.g_02058
OG0000591	Prae.g_00599	Syaq.g_02066
OG0000592	Prae.g_00600	Syaq.g_02067
OG0000593	Prae.g_00606	Syaq.g_02078
OG0000594	Prae.g_00607	Syaq.g_02079
OG0000595	Prae.g_00608	Syaq.g_02080
OG0000596	Prae.g_00612	Syaq.g_02085
OG0000597	Prae.g_00614	Syaq.g_02088
OG0000598	Prae.g_00615	Syaq.g_02089
OG0000599	Prae.g_00618	Syaq.g_02096
OG0000600	Prae.g_00619	Syaq.g_02097
OG0000601	Prae.g_00620	Syaq.g_02098
OG0000602	Prae.g_00622	Syaq.g_02104
OG0000603	Prae.g_00623	Syaq.g_02105
OG0000604	Prae.g_00624	Syaq.g_02107
OG0000605	Prae.g_00625	Syaq.g_02151
OG0000606	Prae.g_00628	Syaq.g_02231
OG0000607	Prae.g_00631	Syaq.g_02234
OG0000608	Prae.g_00632	Syaq.g_02235
OG0000609	Prae.g_00633	Syaq.g_02237
OG0000610	Prae.g_00638	Syaq.g_02244
OG0000611	Prae.g_00641	Syaq.g_02247
OG0000612	Prae.g_00642	Syaq.g_02248
OG0000613	Prae.g_00647	Syaq.g_00885
OG0000614	Prae.g_00666	Syaq.g_02588
OG0000615	Prae.g_00674	Syaq.g_02302
OG0000616	Prae.g_00678	Syaq.g_01168
OG0000617	Prae.g_00717	Syaq.g_00031
OG0000618	Prae.g_00718	Syaq.g_00032
OG0000619	Prae.g_00719	Syaq.g_00033
OG0000620	Prae.g_00722	Syaq.g_00038
OG0000621	Prae.g_00723	Syaq.g_00039
OG0000622	Prae.g_00724	Syaq.g_00040
OG0000623	Prae.g_00725	Syaq.g_00041
OG0000624	Prae.g_00726	Syaq.g_00042
OG0000625	Prae.g_00727	Syaq.g_00043
OG0000626	Prae.g_00728	Syaq.g_00044
OG0000627	Prae.g_00729	Syaq.g_02425
OG0000628	Prae.g_00730	Syaq.g_02426
OG0000629	Prae.g_00731	Syaq.g_02429
OG0000630	Prae.g_00734	Syaq.g_02433
OG0000631	Prae.g_00797	Syaq.g_02441
OG0000632	Prae.g_00798	Syaq.g_02442
OG0000633	Prae.g_00799	Syaq.g_02444
OG0000634	Prae.g_00802	Syaq.g_02336
OG0000635	Prae.g_00803	Syaq.g_02337
OG0000636	Prae.g_00805	Syaq.g_02339
OG0000637	Prae.g_00807	Syaq.g_02341
OG0000638	Prae.g_00808	Syaq.g_02342
OG0000639	Prae.g_00809	Syaq.g_02343
OG0000640	Prae.g_00810	Syaq.g_02344
OG0000641	Prae.g_00814	Syaq.g_02348
OG0000642	Prae.g_00815	Syaq.g_02349
OG0000643	Prae.g_00816	Syaq.g_02350
OG0000644	Prae.g_00817	Syaq.g_02351
OG0000645	Prae.g_00818	Syaq.g_02353
OG0000646	Prae.g_00820	Syaq.g_02356
OG0000647	Prae.g_00821	Syaq.g_02358
OG0000648	Prae.g_00823	Syaq.g_02360
OG0000649	Prae.g_00824	Syaq.g_02361
OG0000650	Prae.g_00825	Syaq.g_02362
OG0000651	Prae.g_00826	Syaq.g_02363
OG0000652	Prae.g_00827	Syaq.g_02364
OG0000653	Prae.g_00829	Syaq.g_02367
OG0000654	Prae.g_00830	Syaq.g_02368
OG0000655	Prae.g_00831	Syaq.g_02369
OG0000656	Prae.g_00834	Syaq.g_02372
OG0000657	Prae.g_00841	Syaq.g_02382
OG0000658	Prae.g_00842	Syaq.g_02385
OG0000659	Prae.g_00843	Syaq.g_02386
OG0000660	Prae.g_00847	Syaq.g_02390
OG0000661	Prae.g_00849	Syaq.g_02392
OG0000662	Prae.g_00851	Syaq.g_02394
OG0000663	Prae.g_00853	Syaq.g_02397
OG0000664	Prae.g_00854	Syaq.g_02400
OG0000665	Prae.g_00858	Syaq.g_02124
OG0000666	Prae.g_00859	Syaq.g_02117
OG0000667	Prae.g_00863	Syaq.g_02222
OG0000668	Prae.g_00892	Syaq.g_00068
OG0000669	Prae.g_00900	Syaq.g_02260
OG0000670	Prae.g_00902	Syaq.g_00079
OG0000671	Prae.g_00904	Syaq.g_02264
OG0000672	Prae.g_00906	Syaq.g_02267
OG0000673	Prae.g_00909	Syaq.g_02270
OG0000674	Prae.g_00911	Syaq.g_02272
OG0000675	Prae.g_00912	Syaq.g_02273
OG0000676	Prae.g_00914	Syaq.g_02275
OG0000677	Prae.g_00915	Syaq.g_02276
OG0000678	Prae.g_00917	Syaq.g_02282
OG0000679	Prae.g_00921	Syaq.g_02305
OG0000680	Prae.g_00922	Syaq.g_02306
OG0000681	Prae.g_00924	Syaq.g_02309
OG0000682	Prae.g_00925	Syaq.g_02310
OG0000683	Prae.g_00926	Syaq.g_02311
OG0000684	Prae.g_00927	Syaq.g_02315
OG0000685	Prae.g_00929	Syaq.g_02317
OG0000686	Prae.g_00930	Syaq.g_02318
OG0000687	Prae.g_00931	Syaq.g_02319
OG0000688	Prae.g_00934	Syaq.g_02325
OG0000689	Prae.g_00935	Syaq.g_02327
OG0000690	Prae.g_00936	Syaq.g_02328
OG0000691	Prae.g_00937	Syaq.g_02329
OG0000692	Prae.g_00938	Syaq.g_02330
OG0000693	Prae.g_00939	Syaq.g_02332
OG0000694	Prae.g_00940	Syaq.g_02333
OG0000695	Prae.g_00942	Syaq.g_02446
OG0000696	Prae.g_00943	Syaq.g_02447
OG0000697	Prae.g_00944	Syaq.g_02448
OG0000698	Prae.g_00947	Syaq.g_02451
OG0000699	Prae.g_00948	Syaq.g_02452
OG0000700	Prae.g_00949	Syaq.g_02453
OG0000701	Prae.g_00950	Syaq.g_02454
OG0000702	Prae.g_00952	Syaq.g_02467
OG0000703	Prae.g_00953	Syaq.g_02468
OG0000704	Prae.g_00954	Syaq.g_02470
OG0000705	Prae.g_00958	Syaq.g_02477
OG0000706	Prae.g_00959	Syaq.g_02478
OG0000707	Prae.g_00960	Syaq.g_02479
OG0000708	Prae.g_00961	Syaq.g_02482
OG0000709	Prae.g_00965	Syaq.g_02490
OG0000710	Prae.g_00968	Syaq.g_02494
OG0000711	Prae.g_00985	Syaq.g_02521
OG0000712	Prae.g_00987	Syaq.g_02523
OG0000713	Prae.g_00988	Syaq.g_02524
OG0000714	Prae.g_00989	Syaq.g_02527
OG0000715	Prae.g_00991	Syaq.g_02529
OG0000716	Prae.g_00993	Syaq.g_02533
OG0000717	Prae.g_00994	Syaq.g_02534
OG0000718	Prae.g_01009	Syaq.g_00072
OG0000719	Prae.g_01011	Syaq.g_00070
OG0000720	Prae.g_01020	Syaq.g_00057
OG0000721	Prae.g_01022	Syaq.g_00055
OG0000722	Prae.g_01023	Syaq.g_00054
OG0000723	Prae.g_01026	Syaq.g_00046
OG0000724	Prae.g_01035	Syaq.g_02685
OG0000725	Prae.g_01041	Syaq.g_02676
OG0000726	Prae.g_01042	Syaq.g_02675
OG0000727	Prae.g_01043	Syaq.g_02674
OG0000728	Prae.g_01045	Syaq.g_02672
OG0000729	Prae.g_01092	Syaq.g_01046
OG0000730	Prae.g_01096	Syaq.g_00561
OG0000731	Prae.g_01100	Syaq.g_00550
OG0000732	Prae.g_01109	Syaq.g_01098
OG0000733	Prae.g_01131	Syaq.g_01232
OG0000734	Prae.g_01148	Syaq.g_01479
OG0000735	Prae.g_01150	Syaq.g_00266
OG0000736	Prae.g_01151	Syaq.g_00265
OG0000737	Prae.g_01152	Syaq.g_00264
OG0000738	Prae.g_01156	Syaq.g_00258
OG0000739	Prae.g_01157	Syaq.g_00257
OG0000740	Prae.g_01158	Syaq.g_00256
OG0000741	Prae.g_01159	Syaq.g_00253
OG0000742	Prae.g_01162	Syaq.g_00250
OG0000743	Prae.g_01164	Syaq.g_00248
OG0000744	Prae.g_01165	Syaq.g_00247
OG0000745	Prae.g_01166	Syaq.g_00245
OG0000746	Prae.g_01168	Syaq.g_00242
OG0000747	Prae.g_01169	Syaq.g_00241
OG0000748	Prae.g_01172	Syaq.g_00227
OG0000749	Prae.g_01173	Syaq.g_00226
OG0000750	Prae.g_01174	Syaq.g_00225
OG0000751	Prae.g_01176	Syaq.g_00219
OG0000752	Prae.g_01178	Syaq.g_00217
OG0000753	Prae.g_01181	Syaq.g_00214
OG0000754	Prae.g_01184	Syaq.g_00209
OG0000755	Prae.g_01187	Syaq.g_00198
OG0000756	Prae.g_01188	Syaq.g_00197
OG0000757	Prae.g_01194	Syaq.g_00190
OG0000758	Prae.g_01195	Syaq.g_00189
OG0000759	Prae.g_01196	Syaq.g_00188
OG0000760	Prae.g_01197	Syaq.g_00187
OG0000761	Prae.g_01198	Syaq.g_00186
OG0000762	Prae.g_01199	Syaq.g_00183
OG0000763	Prae.g_01201	Syaq.g_00181
OG0000764	Prae.g_01202	Syaq.g_00180
OG0000765	Prae.g_01211	Syaq.g_00157
OG0000766	Prae.g_01212	Syaq.g_00156
OG0000767	Prae.g_01214	Syaq.g_00154
OG0000768	Prae.g_01215	Syaq.g_00153
OG0000769	Prae.g_01217	Syaq.g_00151
OG0000770	Prae.g_01219	Syaq.g_00148
OG0000771	Prae.g_01434	Syaq.g_02691
OG0000772	Prae.g_01293	Syaq.g_01887
OG0000773	Prae.g_01319	Syaq.g_00283
OG0000774	Prae.g_01321	Syaq.g_00288
OG0000775	Prae.g_01324	Syaq.g_00290
OG0000776	Prae.g_01325	Syaq.g_00291
OG0000777	Prae.g_01326	Syaq.g_00292
OG0000778	Prae.g_01327	Syaq.g_00293
OG0000779	Prae.g_01331	Syaq.g_00299
OG0000780	Prae.g_01332	Syaq.g_00304
OG0000781	Prae.g_01335	Syaq.g_00308
OG0000782	Prae.g_01336	Syaq.g_00309
OG0000783	Prae.g_01337	Syaq.g_00310
OG0000784	Prae.g_01338	Syaq.g_00311
OG0000785	Prae.g_01340	Syaq.g_00313
OG0000786	Prae.g_01342	Syaq.g_00328
OG0000787	Prae.g_01343	Syaq.g_00329
OG0000788	Prae.g_01355	Syaq.g_02099
OG0000789	Prae.g_01358	Syaq.g_02123
OG0000790	Prae.g_01373	Syaq.g_01758
OG0000791	Prae.g_01375	Syaq.g_01756
OG0000792	Prae.g_01376	Syaq.g_01755
OG0000793	Prae.g_01379	Syaq.g_01750
OG0000794	Prae.g_01380	Syaq.g_01749
OG0000795	Prae.g_01381	Syaq.g_01748
OG0000796	Prae.g_01385	Syaq.g_01744
OG0000797	Prae.g_01386	Syaq.g_01743
OG0000798	Prae.g_01420	Syaq.g_00760
OG0000799	Prae.g_01441	Syaq.g_00341
OG0000800	Prae.g_01442	Syaq.g_00342
OG0000801	Prae.g_01443	Syaq.g_00343
OG0000802	Prae.g_01445	Syaq.g_00350
OG0000803	Prae.g_01447	Syaq.g_00353
OG0000804	Prae.g_01448	Syaq.g_00358
OG0000805	Prae.g_01450	Syaq.g_00360
OG0000806	Prae.g_01452	Syaq.g_00362
OG0000807	Prae.g_01453	Syaq.g_00364
OG0000808	Prae.g_01454	Syaq.g_00365
OG0000809	Prae.g_01457	Syaq.g_00369
OG0000810	Prae.g_01458	Syaq.g_00370
OG0000811	Prae.g_01462	Syaq.g_00378
OG0000812	Prae.g_01464	Syaq.g_00380
OG0000813	Prae.g_01465	Syaq.g_00381
OG0000814	Prae.g_01467	Syaq.g_00383
OG0000815	Prae.g_01468	Syaq.g_00384
OG0000816	Prae.g_01470	Syaq.g_00386
OG0000817	Prae.g_01471	Syaq.g_00387
OG0000818	Prae.g_01476	Syaq.g_00392
OG0000819	Prae.g_01477	Syaq.g_00393
OG0000820	Prae.g_01478	Syaq.g_00394
OG0000821	Prae.g_01482	Syaq.g_00400
OG0000822	Prae.g_01483	Syaq.g_00402
OG0000823	Prae.g_01484	Syaq.g_00403
OG0000824	Prae.g_01487	Syaq.g_00409
OG0000825	Prae.g_01488	Syaq.g_00410
OG0000826	Prae.g_01489	Syaq.g_00411
OG0000827	Prae.g_01490	Syaq.g_00412
OG0000828	Prae.g_01493	Syaq.g_00415
OG0000829	Prae.g_01494	Syaq.g_00416
OG0000830	Prae.g_01495	Syaq.g_00417
OG0000831	Prae.g_01497	Syaq.g_00419
OG0000832	Prae.g_01503	Syaq.g_01737
OG0000833	Prae.g_01511	Syaq.g_01725
OG0000834	Prae.g_01512	Syaq.g_01724
OG0000835	Prae.g_01513	Syaq.g_01723
OG0000836	Prae.g_01514	Syaq.g_01720
OG0000837	Prae.g_01515	Syaq.g_01719
OG0000838	Prae.g_01517	Syaq.g_01715
OG0000839	Prae.g_01518	Syaq.g_01714
OG0000840	Prae.g_01519	Syaq.g_01713
OG0000841	Prae.g_01520	Syaq.g_01712
OG0000842	Prae.g_01521	Syaq.g_01711
OG0000843	Prae.g_01522	Syaq.g_01710
OG0000844	Prae.g_01523	Syaq.g_01708
OG0000845	Prae.g_01524	Syaq.g_01707
OG0000846	Prae.g_01525	Syaq.g_01706
OG0000847	Prae.g_01526	Syaq.g_01705
OG0000848	Prae.g_01527	Syaq.g_01703
OG0000849	Prae.g_01528	Syaq.g_01702
OG0000850	Prae.g_01530	Syaq.g_01699
OG0000851	Prae.g_01531	Syaq.g_01696
OG0000852	Prae.g_01532	Syaq.g_01695
OG0000853	Prae.g_01536	Syaq.g_01691
OG0000854	Prae.g_01538	Syaq.g_01689
OG0000855	Prae.g_01539	Syaq.g_01688
OG0000856	Prae.g_01554	Syaq.g_02069
OG0000857	Prae.g_01582	Syaq.g_02357
OG0000858	Prae.g_01617	Syaq.g_01682
OG0000859	Prae.g_01618	Syaq.g_01681
OG0000860	Prae.g_01625	Syaq.g_01671
OG0000861	Prae.g_01626	Syaq.g_01670
OG0000862	Prae.g_01627	Syaq.g_01668
OG0000863	Prae.g_01629	Syaq.g_01665
OG0000864	Prae.g_01630	Syaq.g_01664
OG0000865	Prae.g_01631	Syaq.g_01663
OG0000866	Prae.g_01632	Syaq.g_01662
OG0000867	Prae.g_01633	Syaq.g_01661
OG0000868	Prae.g_01634	Syaq.g_01659
OG0000869	Prae.g_01638	Syaq.g_01656
OG0000870	Prae.g_01643	Syaq.g_01651
OG0000871	Prae.g_01644	Syaq.g_01650
OG0000872	Prae.g_01645	Syaq.g_01644
OG0000873	Prae.g_01648	Syaq.g_01641
OG0000874	Prae.g_01651	Syaq.g_01637
OG0000875	Prae.g_01652	Syaq.g_01633
OG0000876	Prae.g_01653	Syaq.g_01631
OG0000877	Prae.g_01655	Syaq.g_01628
OG0000878	Prae.g_01656	Syaq.g_01627
OG0000879	Prae.g_01657	Syaq.g_01626
OG0000880	Prae.g_01658	Syaq.g_01625
OG0000881	Prae.g_01662	Syaq.g_01621
OG0000882	Prae.g_01667	Syaq.g_01616
OG0000883	Prae.g_01668	Syaq.g_01613
OG0000884	Prae.g_01670	Syaq.g_01611
OG0000885	Prae.g_01671	Syaq.g_01610
OG0000886	Prae.g_01672	Syaq.g_01609
OG0000887	Prae.g_01673	Syaq.g_01608
OG0000888	Prae.g_01675	Syaq.g_01606
OG0000889	Prae.g_01677	Syaq.g_01604
OG0000890	Prae.g_01678	Syaq.g_01597
OG0000891	Prae.g_01679	Syaq.g_01596
OG0000892	Prae.g_01681	Syaq.g_01594
OG0000893	Prae.g_01686	Syaq.g_00695
OG0000894	Prae.g_01688	Syaq.g_00692
OG0000895	Prae.g_01691	Syaq.g_00688
OG0000896	Prae.g_01692	Syaq.g_00687
OG0000897	Prae.g_01694	Syaq.g_00685
OG0000898	Prae.g_01695	Syaq.g_00684
OG0000899	Prae.g_01696	Syaq.g_00683
OG0000900	Prae.g_01697	Syaq.g_00682
OG0000901	Prae.g_01700	Syaq.g_00677
OG0000902	Prae.g_01702	Syaq.g_00671
OG0000903	Prae.g_01705	Syaq.g_00655
OG0000904	Prae.g_01707	Syaq.g_00660
OG0000905	Prae.g_01712	Syaq.g_00666
OG0000906	Prae.g_01713	Syaq.g_00669
OG0000907	Prae.g_01716	Syaq.g_00653
OG0000908	Prae.g_01719	Syaq.g_00650
OG0000909	Prae.g_01720	Syaq.g_00649
OG0000910	Prae.g_01721	Syaq.g_00648
OG0000911	Prae.g_01723	Syaq.g_00646
OG0000912	Prae.g_01724	Syaq.g_00645
OG0000913	Prae.g_01725	Syaq.g_00644
OG0000914	Prae.g_01726	Syaq.g_00643
OG0000915	Prae.g_01727	Syaq.g_00641
OG0000916	Prae.g_01728	Syaq.g_00640
OG0000917	Prae.g_01729	Syaq.g_00639
OG0000918	Prae.g_01730	Syaq.g_00638
OG0000919	Prae.g_01731	Syaq.g_00637
OG0000920	Prae.g_01732	Syaq.g_00636
OG0000921	Prae.g_01733	Syaq.g_00635
OG0000922	Prae.g_01734	Syaq.g_00634
OG0000923	Prae.g_01738	Syaq.g_00630
OG0000924	Prae.g_01739	Syaq.g_00629
OG0000925	Prae.g_01740	Syaq.g_00628
OG0000926	Prae.g_01741	Syaq.g_00627
OG0000927	Prae.g_01743	Syaq.g_00625
OG0000928	Prae.g_01744	Syaq.g_00624
OG0000929	Prae.g_01745	Syaq.g_00623
OG0000930	Prae.g_01746	Syaq.g_00622
OG0000931	Prae.g_01747	Syaq.g_00621
OG0000932	Prae.g_01748	Syaq.g_00620
OG0000933	Prae.g_01752	Syaq.g_00614
OG0000934	Prae.g_01754	Syaq.g_00612
OG0000935	Prae.g_01755	Syaq.g_00611
OG0000936	Prae.g_01756	Syaq.g_00610
OG0000937	Prae.g_01757	Syaq.g_00609
OG0000938	Prae.g_01759	Syaq.g_00606
OG0000939	Prae.g_01760	Syaq.g_00604
OG0000940	Prae.g_01768	Syaq.g_00597
OG0000941	Prae.g_01770	Syaq.g_00595
OG0000942	Prae.g_01772	Syaq.g_00593
OG0000943	Prae.g_01773	Syaq.g_00592
OG0000944	Prae.g_01774	Syaq.g_00590
OG0000945	Prae.g_01775	Syaq.g_00588
OG0000946	Prae.g_01779	Syaq.g_00580
OG0000947	Prae.g_01781	Syaq.g_00577
OG0000948	Prae.g_01782	Syaq.g_00576
OG0000949	Prae.g_01785	Syaq.g_00971
OG0000950	Prae.g_01790	Syaq.g_00984
OG0000951	Prae.g_01794	Syaq.g_00991
OG0000952	Prae.g_01798	Syaq.g_01002
OG0000953	Prae.g_01801	Syaq.g_01006
OG0000954	Prae.g_01805	Syaq.g_01012
OG0000955	Prae.g_01806	Syaq.g_01013
OG0000956	Prae.g_01808	Syaq.g_01015
OG0000957	Prae.g_01813	Syaq.g_01026
OG0000958	Prae.g_01814	Syaq.g_01027
OG0000959	Prae.g_01818	Syaq.g_01031
OG0000960	Prae.g_01819	Syaq.g_01032
OG0000961	Prae.g_01821	Syaq.g_01043
OG0000962	Prae.g_01823	Syaq.g_01045
OG0000963	Prae.g_01827	Syaq.g_01049
OG0000964	Prae.g_01828	Syaq.g_01050
OG0000965	Prae.g_01829	Syaq.g_01051
OG0000966	Prae.g_01836	Syaq.g_01060
OG0000967	Prae.g_01840	Syaq.g_01067
OG0000968	Prae.g_01842	Syaq.g_01071
OG0000969	Prae.g_01843	Syaq.g_01078
OG0000970	Prae.g_01844	Syaq.g_01079
OG0000971	Prae.g_01845	Syaq.g_01081
OG0000972	Prae.g_01846	Syaq.g_01082
OG0000973	Prae.g_01847	Syaq.g_01083
OG0000974	Prae.g_01848	Syaq.g_01084
OG0000975	Prae.g_01849	Syaq.g_01085
OG0000976	Prae.g_01850	Syaq.g_01086
OG0000977	Prae.g_01851	Syaq.g_01088
OG0000978	Prae.g_01852	Syaq.g_01091
OG0000979	Prae.g_01855	Syaq.g_01094
OG0000980	Prae.g_01857	Syaq.g_01097
OG0000981	Prae.g_01859	Syaq.g_01100
OG0000982	Prae.g_01861	Syaq.g_01263
OG0000983	Prae.g_01862	Syaq.g_01262
OG0000984	Prae.g_01863	Syaq.g_01261
OG0000985	Prae.g_01866	Syaq.g_01257
OG0000986	Prae.g_01868	Syaq.g_01253
OG0000987	Prae.g_01869	Syaq.g_01251
OG0000988	Prae.g_01872	Syaq.g_01245
OG0000989	Prae.g_01876	Syaq.g_01239
OG0000990	Prae.g_01879	Syaq.g_01229
OG0000991	Prae.g_01880	Syaq.g_01225
OG0000992	Prae.g_01882	Syaq.g_01222
OG0000993	Prae.g_01883	Syaq.g_01221
OG0000994	Prae.g_01884	Syaq.g_01218
OG0000995	Prae.g_01888	Syaq.g_01212
OG0000996	Prae.g_01889	Syaq.g_01193
OG0000997	Prae.g_01890	Syaq.g_01184
OG0000998	Prae.g_01892	Syaq.g_01182
OG0000999	Prae.g_01893	Syaq.g_01181
OG0001000	Prae.g_01896	Syaq.g_01177
OG0001001	Prae.g_01898	Syaq.g_01172
OG0001002	Prae.g_01902	Syaq.g_01165
OG0001003	Prae.g_01903	Syaq.g_01163
OG0001004	Prae.g_01904	Syaq.g_01162
OG0001005	Prae.g_01905	Syaq.g_01161
OG0001006	Prae.g_01909	Syaq.g_01152
OG0001007	Prae.g_01911	Syaq.g_01150
OG0001008	Prae.g_00411	Syaq.g_00500
OG0001009	Prae.g_00027	Syaq.g_01118
OG0001010	Prae.g_00028	Syaq.g_01117
OG0001011	Prae.g_00029	Syaq.g_01115
OG0001012	Prae.g_00045	Syaq.g_01267
OG0001013	Prae.g_00050	Syaq.g_01289
OG0001014	Prae.g_00053	Syaq.g_01295
OG0001015	Prae.g_00054	Syaq.g_01296
OG0001016	Prae.g_00073	Syaq.g_01554
OG0001017	Prae.g_00077	Syaq.g_01548
OG0001018	Prae.g_00080	Syaq.g_01546
OG0001019	Prae.g_00089	Syaq.g_01524
OG0001020	Prae.g_00090	Syaq.g_01510
OG0001021	Prae.g_00091	Syaq.g_01506
OG0001022	Prae.g_00094	Syaq.g_01501
OG0001023	Prae.g_00095	Syaq.g_01500
OG0001024	Prae.g_00098	Syaq.g_01496
OG0001025	Prae.g_00104	Syaq.g_01490
OG0001026	Prae.g_00110	Syaq.g_01477
OG0001027	Prae.g_00111	Syaq.g_01474
OG0001028	Prae.g_00113	Syaq.g_01472
OG0001029	Prae.g_00115	Syaq.g_01470
OG0001030	Prae.g_00130	Syaq.g_01450
OG0001031	Prae.g_00189	Syaq.g_01378
OG0001032	Prae.g_00190	Syaq.g_01376
OG0001033	Prae.g_00211	Syaq.g_01344
OG0001034	Prae.g_00239	Syaq.g_01579
OG0001035	Prae.g_00257	Syaq.g_00726
OG0001036	Prae.g_00262	Syaq.g_00731
OG0001037	Prae.g_00263	Syaq.g_00733
OG0001038	Prae.g_00279	Syaq.g_00761
OG0001039	Prae.g_00282	Syaq.g_00764
OG0001040	Prae.g_00284	Syaq.g_00767
OG0001041	Prae.g_00288	Syaq.g_00772
OG0001042	Prae.g_00305	Syaq.g_00858
OG0001044	Prae.g_00334	Syaq.g_00560
OG0001045	Prae.g_00342	Syaq.g_00547
OG0001046	Prae.g_00379	Syaq.g_02509
OG0001047	Prae.g_00413	Syaq.g_00498
OG0001048	Prae.g_00414	Syaq.g_00497
OG0001049	Prae.g_00416	Syaq.g_00494
OG0001050	Prae.g_00417	Syaq.g_00493
OG0001051	Prae.g_00418	Syaq.g_00492
OG0001052	Prae.g_00445	Syaq.g_00446
OG0001053	Prae.g_00457	Syaq.g_01775
OG0001054	Prae.g_00472	Syaq.g_01794
OG0001055	Prae.g_00491	Syaq.g_01815
OG0001056	Prae.g_00511	Syaq.g_01843
OG0001057	Prae.g_00516	Syaq.g_00334
OG0001058	Prae.g_00524	Syaq.g_01931
OG0001059	Prae.g_00528	Syaq.g_01935
OG0001060	Prae.g_00535	Syaq.g_01941
OG0001061	Prae.g_00548	Syaq.g_01961
OG0001062	Prae.g_00550	Syaq.g_01963
OG0001063	Prae.g_00552	Syaq.g_01968
OG0001064	Prae.g_00553	Syaq.g_01969
OG0001065	Prae.g_00554	Syaq.g_01970
OG0001066	Prae.g_00555	Syaq.g_01971
OG0001067	Prae.g_00556	Syaq.g_01972
OG0001068	Prae.g_00557	Syaq.g_01973
OG0001069	Prae.g_00558	Syaq.g_01974
OG0001070	Prae.g_00561	Syaq.g_01978
OG0001071	Prae.g_00562	Syaq.g_01979
OG0001072	Prae.g_00564	Syaq.g_01983
OG0001073	Prae.g_00578	Syaq.g_01998
OG0001074	Prae.g_00589	Syaq.g_02132
OG0001075	Prae.g_00590	Syaq.g_02025
OG0001076	Prae.g_00598	Syaq.g_02060
OG0001077	Prae.g_00602	Syaq.g_02071
OG0001078	Prae.g_00610	Syaq.g_02083
OG0001079	Prae.g_00621	Syaq.g_02100
OG0001080	Prae.g_00627	Syaq.g_02161
OG0001081	Prae.g_00629	Syaq.g_02232
OG0001082	Prae.g_00630	Syaq.g_02233
OG0001083	Prae.g_00635	Syaq.g_02240
OG0001084	Prae.g_00636	Syaq.g_02241
OG0001085	Prae.g_00644	Syaq.g_02251
OG0001086	Prae.g_00645	Syaq.g_02253
OG0001087	Prae.g_00662	Syaq.g_02574
OG0001088	Prae.g_00663	Syaq.g_02576
OG0001089	Prae.g_00671	Syaq.g_02604
OG0001090	Prae.g_00712	Syaq.g_00024
OG0001091	Prae.g_00714	Syaq.g_00027
OG0001092	Prae.g_00715	Syaq.g_00029
OG0001093	Prae.g_00720	Syaq.g_00035
OG0001094	Prae.g_00800	Syaq.g_02334
OG0001095	Prae.g_00819	Syaq.g_02354
OG0001096	Prae.g_00832	Syaq.g_02370
OG0001097	Prae.g_00850	Syaq.g_02393
OG0001098	Prae.g_00865	Syaq.g_02415
OG0001099	Prae.g_00897	Syaq.g_01471
OG0001100	Prae.g_00901	Syaq.g_02262
OG0001101	Prae.g_00903	Syaq.g_02263
OG0001102	Prae.g_00905	Syaq.g_02266
OG0001103	Prae.g_00907	Syaq.g_02268
OG0001104	Prae.g_00928	Syaq.g_02316
OG0001105	Prae.g_00932	Syaq.g_02320
OG0001106	Prae.g_00955	Syaq.g_02471
OG0001108	Prae.g_00966	Syaq.g_02491
OG0001109	Prae.g_00967	Syaq.g_02493
OG0001110	Prae.g_00969	Syaq.g_02495
OG0001111	Prae.g_00970	Syaq.g_02497
OG0001112	Prae.g_00971	Syaq.g_02499
OG0001113	Prae.g_00972	Syaq.g_02539
OG0001114	Prae.g_00973	Syaq.g_02500
OG0001115	Prae.g_00975	Syaq.g_02504
OG0001116	Prae.g_00976	Syaq.g_02506
OG0001117	Prae.g_00977	Syaq.g_02507
OG0001118	Prae.g_00978	Syaq.g_02508
OG0001119	Prae.g_00979	Syaq.g_02510
OG0001120	Prae.g_00981	Syaq.g_02514
OG0001121	Prae.g_01128, Prae.g_00984	Syaq.g_01919
OG0001122	Prae.g_01012	Syaq.g_00069
OG0001123	Prae.g_01016	Syaq.g_00061
OG0001124	Prae.g_01018	Syaq.g_00060
OG0001125	Prae.g_01019	Syaq.g_00058
OG0001126	Prae.g_01029	Syaq.g_02693
OG0001127	Prae.g_01030	Syaq.g_02692
OG0001128	Prae.g_01032	Syaq.g_02689
OG0001129	Prae.g_01033	Syaq.g_02687
OG0001130	Prae.g_01034	Syaq.g_02686
OG0001131	Prae.g_01072	Syaq.g_02284
OG0001132	Prae.g_01081	Syaq.g_01872
OG0001133	Prae.g_01115	Syaq.g_02063
