Orthogroup	Prbj	Pras
OG0000572	Prbj.g_02558	Pras.g_01501
OG0000573	Prbj.g_02559	Pras.g_01502
OG0000574	Prbj.g_02560	Pras.g_01503
OG0000575	Prbj.g_02563	Pras.g_01504
OG0000576	Prbj.g_02565	Pras.g_01505
OG0000577	Prbj.g_02566	Pras.g_01506
OG0000578	Prbj.g_02568	Pras.g_01507
OG0000579	Prbj.g_02569	Pras.g_01508
OG0000580	Prbj.g_02570	Pras.g_01509
OG0000581	Prbj.g_02571	Pras.g_01510
OG0000582	Prbj.g_02573	Pras.g_01511
OG0000583	Prbj.g_02574	Pras.g_01512
OG0000584	Prbj.g_02576	Pras.g_01514
OG0000585	Prbj.g_02577	Pras.g_01515
OG0000586	Prbj.g_02579	Pras.g_01516
OG0000587	Prbj.g_02580	Pras.g_01517
OG0000588	Prbj.g_02581	Pras.g_01518
OG0000589	Prbj.g_02589	Pras.g_01519
OG0000590	Prbj.g_02590	Pras.g_01520
OG0000591	Prbj.g_02591	Pras.g_01521
OG0000592	Prbj.g_02592	Pras.g_01522
OG0000593	Prbj.g_02593	Pras.g_01523
OG0000594	Prbj.g_02596	Pras.g_01524
OG0000595	Prbj.g_02597	Pras.g_01525
OG0000596	Prbj.g_02598	Pras.g_01526
OG0000597	Prbj.g_00803	Pras.g_01530
OG0000598	Prbj.g_00804	Pras.g_01531
OG0000599	Prbj.g_00805	Pras.g_01532
OG0000600	Prbj.g_00806	Pras.g_01533
OG0000601	Prbj.g_00807	Pras.g_01534
OG0000602	Prbj.g_00809	Pras.g_01535
OG0000603	Prbj.g_00812	Pras.g_01536
OG0000604	Prbj.g_00813	Pras.g_01537
OG0000605	Prbj.g_00815	Pras.g_01538
OG0000606	Prbj.g_00816	Pras.g_01539
OG0000607	Prbj.g_00818	Pras.g_01540
OG0000608	Prbj.g_00819	Pras.g_01541
OG0000609	Prbj.g_00821	Pras.g_01543
OG0000610	Prbj.g_00822	Pras.g_01544
OG0000611	Prbj.g_00825	Pras.g_01546
OG0000612	Prbj.g_02707	Pras.g_01547
OG0000613	Prbj.g_01466	Pras.g_01549
OG0000614	Prbj.g_00184	Pras.g_01555
OG0000615	Prbj.g_00760	Pras.g_01556
OG0000616	Prbj.g_00248	Pras.g_01557
OG0000617	Prbj.g_02453	Pras.g_01559
OG0000618	Prbj.g_02636	Pras.g_01560
OG0000619	Prbj.g_00943	Pras.g_01561
OG0000620	Prbj.g_00921	Pras.g_01563
OG0000621	Prbj.g_00927	Pras.g_01564
OG0000622	Prbj.g_00931	Pras.g_01565
OG0000623	Prbj.g_00932	Pras.g_01566
OG0000624	Prbj.g_00946	Pras.g_01568
OG0000625	Prbj.g_00947	Pras.g_01569
OG0000626	Prbj.g_00948	Pras.g_01570
OG0000627	Prbj.g_00754	Pras.g_01571
OG0000628	Prbj.g_00755	Pras.g_01572
OG0000629	Prbj.g_00757	Pras.g_01573
OG0000630	Prbj.g_00759	Pras.g_01575
OG0000631	Prbj.g_02373	Pras.g_01576
OG0000632	Prbj.g_02057	Pras.g_01580
OG0000633	Prbj.g_00168	Pras.g_01581
OG0000634	Prbj.g_02180	Pras.g_01607
OG0000635	Prbj.g_02182	Pras.g_01609
OG0000636	Prbj.g_02183	Pras.g_01610
OG0000637	Prbj.g_02184	Pras.g_01612
OG0000638	Prbj.g_02185	Pras.g_01613
OG0000639	Prbj.g_02186	Pras.g_01614
OG0000640	Prbj.g_02187	Pras.g_01615
OG0000641	Prbj.g_02189	Pras.g_01616
OG0000642	Prbj.g_02190	Pras.g_01617
OG0000643	Prbj.g_02191	Pras.g_01618
OG0000644	Prbj.g_02193	Pras.g_01620
OG0000645	Prbj.g_02194	Pras.g_01621
OG0000646	Prbj.g_02195	Pras.g_01622
OG0000647	Prbj.g_02196	Pras.g_01623
OG0000648	Prbj.g_02320	Pras.g_01624
OG0000649	Prbj.g_02319	Pras.g_01625
OG0000650	Prbj.g_02316	Pras.g_01626
OG0000651	Prbj.g_02315	Pras.g_01627
OG0000652	Prbj.g_02312	Pras.g_01629
OG0000653	Prbj.g_02463	Pras.g_01647
OG0000654	Prbj.g_01884	Pras.g_01649
OG0000656	Prbj.g_01607	Pras.g_01664
OG0000657	Prbj.g_02276	Pras.g_01665
OG0000658	Prbj.g_02277	Pras.g_01666
OG0000659	Prbj.g_02278	Pras.g_01667
OG0000660	Prbj.g_00347	Pras.g_01679
OG0000661	Prbj.g_01337	Pras.g_01688
OG0000662	Prbj.g_02311	Pras.g_01690
OG0000663	Prbj.g_02306	Pras.g_01692
OG0000664	Prbj.g_02305	Pras.g_01693
OG0000665	Prbj.g_02304	Pras.g_01694
OG0000666	Prbj.g_02406	Pras.g_01695
OG0000667	Prbj.g_02407	Pras.g_01696
OG0000668	Prbj.g_02408	Pras.g_01697
OG0000669	Prbj.g_02409	Pras.g_01698
OG0000670	Prbj.g_02411	Pras.g_01700
OG0000671	Prbj.g_02412	Pras.g_01701
OG0000672	Prbj.g_02413	Pras.g_01702
OG0000673	Prbj.g_02414	Pras.g_01703
OG0000674	Prbj.g_02415	Pras.g_01704
OG0000675	Prbj.g_02416	Pras.g_01705
OG0000676	Prbj.g_02418	Pras.g_01707
OG0000677	Prbj.g_02420	Pras.g_01709
OG0000678	Prbj.g_02421	Pras.g_01710
OG0000679	Prbj.g_02422	Pras.g_01711
OG0000680	Prbj.g_02423	Pras.g_01712
OG0000681	Prbj.g_02424	Pras.g_01713
OG0000682	Prbj.g_02425	Pras.g_01714
OG0000683	Prbj.g_02427	Pras.g_01715
OG0000684	Prbj.g_02430	Pras.g_01716
OG0000685	Prbj.g_02431	Pras.g_01717
OG0000686	Prbj.g_02432	Pras.g_01718
OG0000687	Prbj.g_02433	Pras.g_01719
OG0000688	Prbj.g_02434	Pras.g_01720
OG0000689	Prbj.g_02435	Pras.g_01721
OG0000690	Prbj.g_02436	Pras.g_01722
OG0000691	Prbj.g_02438	Pras.g_01724
OG0000692	Prbj.g_02439	Pras.g_01725
OG0000693	Prbj.g_02440	Pras.g_01726
OG0000694	Prbj.g_02441	Pras.g_01727
OG0000695	Prbj.g_02442	Pras.g_01728
OG0000696	Prbj.g_02443	Pras.g_01729
OG0000697	Prbj.g_02470	Pras.g_01731
OG0000698	Prbj.g_02471	Pras.g_01732
OG0000699	Prbj.g_02475	Pras.g_01735
OG0000700	Prbj.g_02476	Pras.g_01736
OG0000701	Prbj.g_02478	Pras.g_01737
OG0000702	Prbj.g_02479	Pras.g_01738
OG0000703	Prbj.g_02480	Pras.g_01739
OG0000704	Prbj.g_02481	Pras.g_01740
OG0000705	Prbj.g_02483	Pras.g_01742
OG0000706	Prbj.g_02484	Pras.g_01743
OG0000707	Prbj.g_02485	Pras.g_01744
OG0000708	Prbj.g_02486	Pras.g_01745
OG0000709	Prbj.g_02487	Pras.g_01746
OG0000710	Prbj.g_02488	Pras.g_01747
OG0000711	Prbj.g_02490	Pras.g_01748
OG0000712	Prbj.g_02491	Pras.g_01749
OG0000713	Prbj.g_02492	Pras.g_01750
OG0000714	Prbj.g_02503	Pras.g_01752
OG0000715	Prbj.g_02504	Pras.g_01753
OG0000716	Prbj.g_02507	Pras.g_01754
OG0000717	Prbj.g_02511	Pras.g_01755
OG0000718	Prbj.g_02512	Pras.g_01756
OG0000719	Prbj.g_02514	Pras.g_01758
OG0000720	Prbj.g_02323	Pras.g_01760
OG0000721	Prbj.g_02199	Pras.g_01761
OG0000722	Prbj.g_02215	Pras.g_01788
OG0000723	Prbj.g_01553	Pras.g_01791
OG0000724	Prbj.g_02523	Pras.g_01792
OG0000725	Prbj.g_02333	Pras.g_01793
OG0000726	Prbj.g_00044	Pras.g_01794
OG0000727	Prbj.g_02334	Pras.g_01795
OG0000728	Prbj.g_02335	Pras.g_01796
OG0000729	Prbj.g_02337	Pras.g_01798
OG0000730	Prbj.g_02338	Pras.g_01799
OG0000731	Prbj.g_02340	Pras.g_01801
OG0000732	Prbj.g_02341	Pras.g_01802
OG0000733	Prbj.g_02342	Pras.g_01803
OG0000734	Prbj.g_02343	Pras.g_01804
OG0000735	Prbj.g_02344	Pras.g_01805
OG0000736	Prbj.g_02352	Pras.g_01807
OG0000737	Prbj.g_02354	Pras.g_01808
OG0000738	Prbj.g_02359	Pras.g_01810
OG0000739	Prbj.g_02361	Pras.g_01811
OG0000740	Prbj.g_02364	Pras.g_01812
OG0000741	Prbj.g_02379	Pras.g_01814
OG0000742	Prbj.g_02380	Pras.g_01815
OG0000743	Prbj.g_02383	Pras.g_01819
OG0000744	Prbj.g_02384	Pras.g_01820
OG0000745	Prbj.g_02397	Pras.g_01821
OG0000746	Prbj.g_02396	Pras.g_01822
OG0000747	Prbj.g_02395	Pras.g_01823
OG0000748	Prbj.g_02394	Pras.g_01824
OG0000749	Prbj.g_02393	Pras.g_01825
OG0000750	Prbj.g_02391	Pras.g_01826
OG0000751	Prbj.g_02399	Pras.g_01828
OG0000752	Prbj.g_02400	Pras.g_01829
OG0000753	Prbj.g_02401	Pras.g_01830
OG0000754	Prbj.g_02402	Pras.g_01831
OG0000755	Prbj.g_02403	Pras.g_01833
OG0000756	Prbj.g_02404	Pras.g_01834
OG0000757	Prbj.g_02405	Pras.g_01835
OG0000758	Prbj.g_02303	Pras.g_01836
OG0000759	Prbj.g_02302	Pras.g_01837
OG0000760	Prbj.g_02301	Pras.g_01838
OG0000761	Prbj.g_02299	Pras.g_01839
OG0000762	Prbj.g_02297	Pras.g_01841
OG0000763	Prbj.g_02296	Pras.g_01842
OG0000764	Prbj.g_02294	Pras.g_01843
OG0000765	Prbj.g_02293	Pras.g_01844
OG0000766	Prbj.g_02292	Pras.g_01845
OG0000767	Prbj.g_00694	Pras.g_01846
OG0000768	Prbj.g_02284	Pras.g_01847
OG0000769	Prbj.g_02283	Pras.g_01848
OG0000770	Prbj.g_02281	Pras.g_01849
OG0000771	Prbj.g_02280	Pras.g_01850
OG0000772	Prbj.g_01984	Pras.g_01851
OG0000773	Prbj.g_02275	Pras.g_01853
OG0000774	Prbj.g_02274	Pras.g_01854
OG0000775	Prbj.g_02273	Pras.g_01855
OG0000776	Prbj.g_02271	Pras.g_01856
OG0000777	Prbj.g_02270	Pras.g_01857
OG0000778	Prbj.g_02269	Pras.g_01858
OG0000779	Prbj.g_02264	Pras.g_01860
OG0000780	Prbj.g_02263	Pras.g_01861
OG0000781	Prbj.g_02261	Pras.g_01862
OG0000782	Prbj.g_02259	Pras.g_01864
OG0000783	Prbj.g_02257	Pras.g_01865
OG0000784	Prbj.g_02255	Pras.g_01866
OG0000785	Prbj.g_02254	Pras.g_01867
OG0000786	Prbj.g_02253	Pras.g_01868
OG0000787	Prbj.g_02251	Pras.g_01870
OG0000788	Prbj.g_02250	Pras.g_01871
OG0000789	Prbj.g_02249	Pras.g_01872
OG0000790	Prbj.g_02248	Pras.g_01873
OG0000791	Prbj.g_02247	Pras.g_01874
OG0000792	Prbj.g_00722	Pras.g_01875
OG0000793	Prbj.g_02245	Pras.g_01876
OG0000794	Prbj.g_02243	Pras.g_01877
OG0000795	Prbj.g_02241	Pras.g_01878
OG0000796	Prbj.g_02237	Pras.g_01881
OG0000797	Prbj.g_02236	Pras.g_01883
OG0000798	Prbj.g_02235	Pras.g_01884
OG0000799	Prbj.g_02231	Pras.g_01885
OG0000800	Prbj.g_02230	Pras.g_01886
OG0000801	Prbj.g_02229	Pras.g_01887
OG0000802	Prbj.g_02225	Pras.g_01889
OG0000803	Prbj.g_02224	Pras.g_01890
OG0000804	Prbj.g_02219	Pras.g_01903
OG0000805	Prbj.g_02217	Pras.g_01905
OG0000806	Prbj.g_02216	Pras.g_01906
OG0000807	Prbj.g_02214	Pras.g_01907
OG0000808	Prbj.g_02213	Pras.g_01908
OG0000809	Prbj.g_02207	Pras.g_01912
OG0000810	Prbj.g_02205	Pras.g_01913
OG0000811	Prbj.g_02204	Pras.g_01914
OG0000812	Prbj.g_01985	Pras.g_01915
OG0000813	Prbj.g_02203	Pras.g_01916
OG0000814	Prbj.g_02202	Pras.g_01917
OG0000815	Prbj.g_02201	Pras.g_01918
OG0000816	Prbj.g_02198	Pras.g_01920
OG0000817	Prbj.g_01850	Pras.g_01923
OG0000818	Prbj.g_01849	Pras.g_01924
OG0000819	Prbj.g_01846	Pras.g_01926
OG0000820	Prbj.g_01845	Pras.g_01927
OG0000821	Prbj.g_01844	Pras.g_01928
OG0000822	Prbj.g_01843	Pras.g_01929
OG0000823	Prbj.g_01840	Pras.g_01932
OG0000824	Prbj.g_01839	Pras.g_01933
OG0000825	Prbj.g_01836	Pras.g_01935
OG0000826	Prbj.g_01835	Pras.g_01936
OG0000827	Prbj.g_01834	Pras.g_01937
OG0000828	Prbj.g_01833	Pras.g_01939
OG0000829	Prbj.g_02687	Pras.g_01964
OG0000830	Prbj.g_02537	Pras.g_01973
OG0000831	Prbj.g_01669	Pras.g_01976
OG0000832	Prbj.g_00696	Pras.g_01977
OG0000833	Prbj.g_01289	Pras.g_01984
OG0000834	Prbj.g_00343	Pras.g_01988
OG0000835	Prbj.g_00333	Pras.g_01992
OG0000836	Prbj.g_00634	Pras.g_01994
OG0000837	Prbj.g_02555	Pras.g_00009
OG0000838	Prbj.g_01997	Pras.g_00024
OG0000839	Prbj.g_01991	Pras.g_00025
OG0000840	Prbj.g_01336	Pras.g_00030
OG0000841	Prbj.g_00641	Pras.g_00037
OG0000842	Prbj.g_00627	Pras.g_00041
OG0000843	Prbj.g_00953	Pras.g_00043
OG0000844	Prbj.g_00954	Pras.g_00044
OG0000845	Prbj.g_00955	Pras.g_00045
OG0000846	Prbj.g_00956	Pras.g_00046
OG0000847	Prbj.g_00958	Pras.g_00047
OG0000848	Prbj.g_00959	Pras.g_00048
OG0000849	Prbj.g_00962	Pras.g_00049
OG0000850	Prbj.g_00964	Pras.g_00050
OG0000851	Prbj.g_00968	Pras.g_00052
OG0000852	Prbj.g_00970	Pras.g_00055
OG0000853	Prbj.g_00972	Pras.g_00057
OG0000854	Prbj.g_00973	Pras.g_00058
OG0000855	Prbj.g_00846	Pras.g_00059
OG0000856	Prbj.g_00845	Pras.g_00060
OG0000857	Prbj.g_00844	Pras.g_00061
OG0000858	Prbj.g_00834	Pras.g_00063
OG0000859	Prbj.g_00832	Pras.g_00064
OG0000860	Prbj.g_00831	Pras.g_00065
OG0000861	Prbj.g_00830	Pras.g_00066
OG0000862	Prbj.g_00829	Pras.g_00067
OG0000863	Prbj.g_00304	Pras.g_00068
OG0000864	Prbj.g_00305	Pras.g_00069
OG0000865	Prbj.g_00307	Pras.g_00070
OG0000866	Prbj.g_00308	Pras.g_00071
OG0000867	Prbj.g_00311	Pras.g_00074
OG0000868	Prbj.g_00312	Pras.g_00076
OG0000869	Prbj.g_01910	Pras.g_00077
OG0000870	Prbj.g_01913	Pras.g_00078
OG0000871	Prbj.g_01914	Pras.g_00079
OG0000872	Prbj.g_00002	Pras.g_00080
OG0000873	Prbj.g_00003	Pras.g_00081
OG0000874	Prbj.g_00004	Pras.g_00082
OG0000875	Prbj.g_00006	Pras.g_00083
OG0000876	Prbj.g_00008	Pras.g_00085
OG0000877	Prbj.g_00009	Pras.g_00086
OG0000878	Prbj.g_00010	Pras.g_00087
OG0000879	Prbj.g_00011	Pras.g_00088
OG0000880	Prbj.g_00012	Pras.g_00089
OG0000881	Prbj.g_00013	Pras.g_00090
OG0000882	Prbj.g_00014	Pras.g_00091
OG0000883	Prbj.g_01908	Pras.g_00092
OG0000884	Prbj.g_01907	Pras.g_00093
OG0000885	Prbj.g_01906	Pras.g_00094
OG0000886	Prbj.g_01905	Pras.g_00095
OG0000887	Prbj.g_01903	Pras.g_00097
OG0000888	Prbj.g_02152	Pras.g_00098
OG0000889	Prbj.g_02153	Pras.g_00099
OG0000890	Prbj.g_02155	Pras.g_00100
OG0000891	Prbj.g_02156	Pras.g_00101
OG0000892	Prbj.g_02158	Pras.g_00102
OG0000893	Prbj.g_02159	Pras.g_00103
OG0000894	Prbj.g_02163	Pras.g_00105
OG0000895	Prbj.g_02164	Pras.g_00106
OG0000896	Prbj.g_02166	Pras.g_00108
OG0000897	Prbj.g_02167	Pras.g_00109
OG0000898	Prbj.g_00314	Pras.g_00110
OG0000899	Prbj.g_00313	Pras.g_00111
OG0000900	Prbj.g_00019	Pras.g_00113
OG0000901	Prbj.g_01679	Pras.g_00178
OG0000902	Prbj.g_00163	Pras.g_00197
OG0000903	Prbj.g_00162	Pras.g_00198
OG0000904	Prbj.g_00161	Pras.g_00199
OG0000905	Prbj.g_01717	Pras.g_00200
OG0000906	Prbj.g_01719	Pras.g_00201
OG0000907	Prbj.g_01721	Pras.g_00204
OG0000908	Prbj.g_01722	Pras.g_00205
OG0000909	Prbj.g_01723	Pras.g_00206
OG0000910	Prbj.g_01724	Pras.g_00207
OG0000911	Prbj.g_01725	Pras.g_00208
OG0000912	Prbj.g_01729	Pras.g_00211
OG0000913	Prbj.g_01732	Pras.g_00212
OG0000914	Prbj.g_01733	Pras.g_00213
OG0000915	Prbj.g_01736	Pras.g_00214
OG0000916	Prbj.g_01737	Pras.g_00216
OG0000917	Prbj.g_01738	Pras.g_00217
OG0000918	Prbj.g_01739	Pras.g_00218
OG0000919	Prbj.g_01740	Pras.g_00219
OG0000920	Prbj.g_01741	Pras.g_00220
OG0000921	Prbj.g_01744	Pras.g_00223
OG0000922	Prbj.g_01745	Pras.g_00224
OG0000923	Prbj.g_00669	Pras.g_00232
OG0000924	Prbj.g_00670	Pras.g_00233
OG0000925	Prbj.g_00121	Pras.g_00236
OG0000926	Prbj.g_00094	Pras.g_00237
OG0000927	Prbj.g_02508	Pras.g_00238
OG0000928	Prbj.g_00687	Pras.g_00240
OG0000929	Prbj.g_01837	Pras.g_00242
OG0000930	Prbj.g_02689	Pras.g_00244
OG0000931	Prbj.g_02521	Pras.g_00245
OG0000932	Prbj.g_00873	Pras.g_00248
OG0000933	Prbj.g_01640	Pras.g_00252
OG0000934	Prbj.g_01641	Pras.g_00253
OG0000935	Prbj.g_01642	Pras.g_00254
OG0000936	Prbj.g_01643	Pras.g_00255
OG0000937	Prbj.g_01644	Pras.g_00256
OG0000938	Prbj.g_01645	Pras.g_00257
OG0000939	Prbj.g_01646	Pras.g_00258
OG0000940	Prbj.g_01647	Pras.g_00259
OG0000941	Prbj.g_01649	Pras.g_00260
OG0000942	Prbj.g_01650	Pras.g_00261
OG0000943	Prbj.g_01651	Pras.g_00262
OG0000944	Prbj.g_01652	Pras.g_00263
OG0000945	Prbj.g_01653	Pras.g_00264
OG0000946	Prbj.g_01654	Pras.g_00265
OG0000947	Prbj.g_01655	Pras.g_00266
OG0000948	Prbj.g_01656	Pras.g_00267
OG0000949	Prbj.g_01657	Pras.g_00268
OG0000950	Prbj.g_01514	Pras.g_00289
OG0000951	Prbj.g_01304	Pras.g_00332
OG0000952	Prbj.g_01303	Pras.g_00333
OG0000953	Prbj.g_01302	Pras.g_00334
OG0000954	Prbj.g_01294	Pras.g_00335
OG0000955	Prbj.g_01293	Pras.g_00336
OG0000956	Prbj.g_01041	Pras.g_00338
OG0000957	Prbj.g_01043	Pras.g_00339
OG0000958	Prbj.g_01044	Pras.g_00340
OG0000959	Prbj.g_01045	Pras.g_00341
OG0000960	Prbj.g_01046	Pras.g_00342
OG0000961	Prbj.g_01047	Pras.g_00343
OG0000962	Prbj.g_01049	Pras.g_00344
OG0000963	Prbj.g_01050	Pras.g_00345
OG0000964	Prbj.g_01052	Pras.g_00346
OG0000965	Prbj.g_01054	Pras.g_00348
OG0000966	Prbj.g_01055	Pras.g_00349
OG0000967	Prbj.g_01058	Pras.g_00352
OG0000968	Prbj.g_01067	Pras.g_00353
OG0000969	Prbj.g_01068	Pras.g_00354
OG0000970	Prbj.g_01069	Pras.g_00355
OG0000971	Prbj.g_01070	Pras.g_00356
OG0000972	Prbj.g_01071	Pras.g_00357
OG0000973	Prbj.g_01073	Pras.g_00359
OG0000974	Prbj.g_01074	Pras.g_00360
OG0000975	Prbj.g_01075	Pras.g_00361
OG0000976	Prbj.g_01076	Pras.g_00362
OG0000977	Prbj.g_01077	Pras.g_00363
OG0000978	Prbj.g_01078	Pras.g_00364
OG0000979	Prbj.g_01079	Pras.g_00365
OG0000980	Prbj.g_01080	Pras.g_00366
OG0000981	Prbj.g_00631	Pras.g_00367
OG0000982	Prbj.g_00632	Pras.g_00368
OG0000983	Prbj.g_00633	Pras.g_00369
OG0000984	Prbj.g_00640	Pras.g_00373
OG0000985	Prbj.g_00642	Pras.g_00374
OG0000986	Prbj.g_00643	Pras.g_00375
OG0000987	Prbj.g_00646	Pras.g_00377
OG0000988	Prbj.g_00647	Pras.g_00378
OG0000989	Prbj.g_00648	Pras.g_00379
OG0000990	Prbj.g_00649	Pras.g_00380
OG0000991	Prbj.g_00650	Pras.g_00381
OG0000992	Prbj.g_00651	Pras.g_00382
OG0000993	Prbj.g_00652	Pras.g_00384
OG0000994	Prbj.g_00653	Pras.g_00385
OG0000995	Prbj.g_00654	Pras.g_00386
OG0000996	Prbj.g_00655	Pras.g_00387
OG0000997	Prbj.g_00657	Pras.g_00389
OG0000998	Prbj.g_00036	Pras.g_00392
OG0000999	Prbj.g_01674	Pras.g_00394
OG0001000	Prbj.g_01684	Pras.g_00395
OG0001001	Prbj.g_01686	Pras.g_00396
OG0001002	Prbj.g_01688	Pras.g_00399
OG0001003	Prbj.g_01689	Pras.g_00400
OG0001004	Prbj.g_02538	Pras.g_00401
OG0001005	Prbj.g_01690	Pras.g_00402
OG0001006	Prbj.g_01692	Pras.g_00405
OG0001007	Prbj.g_01693	Pras.g_00406
OG0001008	Prbj.g_01694	Pras.g_00407
OG0001009	Prbj.g_01696	Pras.g_00408
OG0001010	Prbj.g_01697	Pras.g_00409
OG0001011	Prbj.g_01699	Pras.g_00410
OG0001012	Prbj.g_01700	Pras.g_00411
OG0001013	Prbj.g_01701	Pras.g_00412
OG0001014	Prbj.g_01702	Pras.g_00413
OG0001015	Prbj.g_01703	Pras.g_00414
OG0001016	Prbj.g_01704	Pras.g_00415
OG0001017	Prbj.g_01705	Pras.g_00416
OG0001018	Prbj.g_01707	Pras.g_00417
OG0001019	Prbj.g_01708	Pras.g_00418
OG0001020	Prbj.g_01709	Pras.g_00419
OG0001021	Prbj.g_01710	Pras.g_00420
OG0001022	Prbj.g_01711	Pras.g_00421
OG0001023	Prbj.g_01712	Pras.g_00422
OG0001024	Prbj.g_01713	Pras.g_00424
OG0001025	Prbj.g_00888	Pras.g_00425
OG0001026	Prbj.g_00887	Pras.g_00426
OG0001027	Prbj.g_00185	Pras.g_00427
OG0001028	Prbj.g_00884	Pras.g_00428
OG0001029	Prbj.g_00883	Pras.g_00429
OG0001030	Prbj.g_00880	Pras.g_00432
OG0001031	Prbj.g_00879	Pras.g_00433
OG0001032	Prbj.g_02535	Pras.g_00441
OG0001033	Prbj.g_02561	Pras.g_00448
OG0001034	Prbj.g_02429	Pras.g_00473
OG0001035	Prbj.g_00868	Pras.g_00544
OG0001036	Prbj.g_00867	Pras.g_00545
OG0001037	Prbj.g_00856	Pras.g_00551
OG0001038	Prbj.g_00855	Pras.g_00552
OG0001039	Prbj.g_00854	Pras.g_00553
OG0001040	Prbj.g_00852	Pras.g_00554
OG0001041	Prbj.g_00495	Pras.g_00556
OG0001042	Prbj.g_00494	Pras.g_00557
OG0001043	Prbj.g_00493	Pras.g_00558
OG0001044	Prbj.g_00492	Pras.g_00559
OG0001045	Prbj.g_00491	Pras.g_00560
OG0001046	Prbj.g_00489	Pras.g_00561
OG0001047	Prbj.g_00488	Pras.g_00562
OG0001048	Prbj.g_00487	Pras.g_00564
OG0001049	Prbj.g_00486	Pras.g_00565
OG0001050	Prbj.g_00485	Pras.g_00566
OG0001051	Prbj.g_00484	Pras.g_00567
OG0001052	Prbj.g_00483	Pras.g_00568
OG0001053	Prbj.g_00482	Pras.g_00569
OG0001054	Prbj.g_00481	Pras.g_00570
OG0001055	Prbj.g_00480	Pras.g_00571
OG0001056	Prbj.g_00478	Pras.g_00572
OG0001057	Prbj.g_00476	Pras.g_00574
OG0001058	Prbj.g_00475	Pras.g_00575
OG0001059	Prbj.g_00473	Pras.g_00576
OG0001060	Prbj.g_00472	Pras.g_00577
OG0001061	Prbj.g_00471	Pras.g_00578
OG0001062	Prbj.g_00470	Pras.g_00579
OG0001063	Prbj.g_00469	Pras.g_00580
OG0001064	Prbj.g_00467	Pras.g_00581
OG0001065	Prbj.g_00466	Pras.g_00582
OG0001066	Prbj.g_00465	Pras.g_00583
OG0001067	Prbj.g_00464	Pras.g_00584
OG0001068	Prbj.g_00463	Pras.g_00585
OG0001069	Prbj.g_00459	Pras.g_00588
OG0001070	Prbj.g_00457	Pras.g_00590
OG0001071	Prbj.g_00456	Pras.g_00591
OG0001072	Prbj.g_00455	Pras.g_00592
OG0001073	Prbj.g_00454	Pras.g_00593
OG0001074	Prbj.g_00453	Pras.g_00594
OG0001075	Prbj.g_00451	Pras.g_00596
OG0001076	Prbj.g_00449	Pras.g_00598
OG0001077	Prbj.g_00448	Pras.g_00599
OG0001078	Prbj.g_00447	Pras.g_00600
OG0001079	Prbj.g_00446	Pras.g_00601
OG0001080	Prbj.g_00445	Pras.g_00602
OG0001081	Prbj.g_00444	Pras.g_00603
OG0001082	Prbj.g_00443	Pras.g_00604
OG0001083	Prbj.g_00442	Pras.g_00605
OG0001084	Prbj.g_00428	Pras.g_00606
OG0001085	Prbj.g_00427	Pras.g_00607
OG0001086	Prbj.g_02660	Pras.g_00613
OG0001087	Prbj.g_02657	Pras.g_00614
OG0001088	Prbj.g_02656	Pras.g_00615
OG0001089	Prbj.g_02652	Pras.g_00617
OG0001090	Prbj.g_02651	Pras.g_00618
OG0001091	Prbj.g_02650	Pras.g_00619
OG0001092	Prbj.g_02649	Pras.g_00620
OG0001093	Prbj.g_02648	Pras.g_00621
OG0001094	Prbj.g_02647	Pras.g_00622
OG0001095	Prbj.g_02646	Pras.g_00623
OG0001096	Prbj.g_02645	Pras.g_00624
OG0001097	Prbj.g_02644	Pras.g_00625
OG0001098	Prbj.g_02643	Pras.g_00626
OG0001099	Prbj.g_02641	Pras.g_00627
OG0001100	Prbj.g_02640	Pras.g_00628
OG0001101	Prbj.g_02639	Pras.g_00629
OG0001102	Prbj.g_01027	Pras.g_00632
OG0001103	Prbj.g_01028	Pras.g_00633
OG0001104	Prbj.g_01032	Pras.g_00634
OG0001105	Prbj.g_01030	Pras.g_00636
OG0001106	Prbj.g_01033	Pras.g_00638
OG0001107	Prbj.g_01034	Pras.g_00639
OG0001108	Prbj.g_02635	Pras.g_00640
OG0001109	Prbj.g_01025	Pras.g_00645
OG0001110	Prbj.g_01023	Pras.g_00647
OG0001111	Prbj.g_01022	Pras.g_00648
OG0001112	Prbj.g_01021	Pras.g_00649
OG0001113	Prbj.g_01020	Pras.g_00650
OG0001114	Prbj.g_01019	Pras.g_00651
OG0001115	Prbj.g_01018	Pras.g_00652
OG0001116	Prbj.g_01017	Pras.g_00653
OG0001117	Prbj.g_01016	Pras.g_00654
OG0001118	Prbj.g_01015	Pras.g_00655
OG0001119	Prbj.g_01014	Pras.g_00656
OG0001120	Prbj.g_01013	Pras.g_00657
OG0001121	Prbj.g_01012	Pras.g_00658
OG0001122	Prbj.g_01011	Pras.g_00659
OG0001123	Prbj.g_01010	Pras.g_00660
OG0001124	Prbj.g_01009	Pras.g_00661
OG0001125	Prbj.g_01008	Pras.g_00662
OG0001126	Prbj.g_01007	Pras.g_00663
OG0001127	Prbj.g_01006	Pras.g_00664
OG0001128	Prbj.g_01005	Pras.g_00665
OG0001129	Prbj.g_01004	Pras.g_00666
OG0001130	Prbj.g_01003	Pras.g_00667
OG0001131	Prbj.g_01002	Pras.g_00668
