Orthogroup	Prbj	Pray
OG0000578	Prbj.g_02568	Pray.g_01132
OG0000579	Prbj.g_02569	Pray.g_01131
OG0000580	Prbj.g_02570	Pray.g_01130
OG0000581	Prbj.g_02571	Pray.g_01129
OG0000582	Prbj.g_02573	Pray.g_01128
OG0000583	Prbj.g_02574	Pray.g_01127
OG0000584	Prbj.g_02576	Pray.g_01125
OG0000585	Prbj.g_02577	Pray.g_01124
OG0000586	Prbj.g_02579	Pray.g_01123
OG0000587	Prbj.g_02580	Pray.g_01122
OG0000588	Prbj.g_02581	Pray.g_01121
OG0000589	Prbj.g_02589	Pray.g_01120
OG0000590	Prbj.g_02590	Pray.g_01119
OG0000591	Prbj.g_02591	Pray.g_01118
OG0000592	Prbj.g_02592	Pray.g_01117
OG0000593	Prbj.g_02593	Pray.g_01116
OG0000594	Prbj.g_02596	Pray.g_01115
OG0000595	Prbj.g_02597	Pray.g_01114
OG0000596	Prbj.g_02598	Pray.g_01113
OG0000597	Prbj.g_00803	Pray.g_01109
OG0000598	Prbj.g_00804	Pray.g_01108
OG0000599	Prbj.g_00805	Pray.g_01107
OG0000600	Prbj.g_00806	Pray.g_01106
OG0000601	Prbj.g_00807	Pray.g_01105
OG0000602	Prbj.g_00809	Pray.g_01104
OG0000603	Prbj.g_00812	Pray.g_01103
OG0000604	Prbj.g_00813	Pray.g_01102
OG0000605	Prbj.g_00815	Pray.g_01101
OG0000606	Prbj.g_00816	Pray.g_01100
OG0000607	Prbj.g_00818	Pray.g_01099
OG0000608	Prbj.g_00819	Pray.g_01098
OG0000609	Prbj.g_00821	Pray.g_01096
OG0000610	Prbj.g_00822	Pray.g_01095
OG0000611	Prbj.g_00825	Pray.g_01093
OG0000612	Prbj.g_02707	Pray.g_01092
OG0000613	Prbj.g_01466	Pray.g_01090
OG0000614	Prbj.g_00184	Pray.g_01084
OG0000615	Prbj.g_00760	Pray.g_01083
OG0000616	Prbj.g_00248	Pray.g_01082
OG0000617	Prbj.g_02453	Pray.g_01080
OG0000618	Prbj.g_02636	Pray.g_01079
OG0000619	Prbj.g_00943	Pray.g_01078
OG0000620	Prbj.g_00921	Pray.g_01076
OG0000621	Prbj.g_00927	Pray.g_01075
OG0000622	Prbj.g_00931	Pray.g_01074
OG0000623	Prbj.g_00932	Pray.g_01073
OG0000624	Prbj.g_00946	Pray.g_01071
OG0000625	Prbj.g_00947	Pray.g_01070
OG0000626	Prbj.g_00948	Pray.g_01069
OG0000627	Prbj.g_00754	Pray.g_01068
OG0000628	Prbj.g_00755	Pray.g_01067
OG0000629	Prbj.g_00757	Pray.g_01066
OG0000630	Prbj.g_00759	Pray.g_01064
OG0000631	Prbj.g_02373	Pray.g_01063
OG0000632	Prbj.g_02057	Pray.g_01059
OG0000633	Prbj.g_00168	Pray.g_01058
OG0000634	Prbj.g_02180	Pray.g_01039
OG0000635	Prbj.g_02182	Pray.g_01037
OG0000636	Prbj.g_02183	Pray.g_01036
OG0000637	Prbj.g_02184	Pray.g_01034
OG0000638	Prbj.g_02185	Pray.g_01033
OG0000639	Prbj.g_02186	Pray.g_01032
OG0000640	Prbj.g_02187	Pray.g_01031
OG0000641	Prbj.g_02189	Pray.g_01030
OG0000642	Prbj.g_02190	Pray.g_01029
OG0000643	Prbj.g_02191	Pray.g_01028
OG0000644	Prbj.g_02193	Pray.g_01026
OG0000645	Prbj.g_02194	Pray.g_01025
OG0000646	Prbj.g_02195	Pray.g_00269
OG0000647	Prbj.g_02196	Pray.g_00270
OG0000648	Prbj.g_02320	Pray.g_00271
OG0000649	Prbj.g_02319	Pray.g_00272
OG0000650	Prbj.g_02316	Pray.g_00273
OG0000651	Prbj.g_02315	Pray.g_00274
OG0000652	Prbj.g_02312	Pray.g_00276
OG0000653	Prbj.g_02463	Pray.g_00291
OG0000654	Prbj.g_01884	Pray.g_00293
OG0000656	Prbj.g_01607	Pray.g_00306
OG0000657	Prbj.g_02276	Pray.g_00313
OG0000658	Prbj.g_02277	Pray.g_00314
OG0000659	Prbj.g_02278	Pray.g_00315
OG0000660	Prbj.g_00347	Pray.g_00326
OG0000661	Prbj.g_01337	Pray.g_00335
OG0000662	Prbj.g_02311	Pray.g_00337
OG0000663	Prbj.g_02306	Pray.g_00339
OG0000664	Prbj.g_02305	Pray.g_00340
OG0000665	Prbj.g_02304	Pray.g_00341
OG0000666	Prbj.g_02406	Pray.g_00342
OG0000667	Prbj.g_02407	Pray.g_00343
OG0000668	Prbj.g_02408	Pray.g_00344
OG0000669	Prbj.g_02409	Pray.g_00345
OG0000670	Prbj.g_02411	Pray.g_00347
OG0000671	Prbj.g_02412	Pray.g_00348
OG0000672	Prbj.g_02413	Pray.g_00349
OG0000673	Prbj.g_02414	Pray.g_00350
OG0000674	Prbj.g_02415	Pray.g_00351
OG0000675	Prbj.g_02416	Pray.g_00352
OG0000676	Prbj.g_02418	Pray.g_00354
OG0000677	Prbj.g_02420	Pray.g_00356
OG0000678	Prbj.g_02421	Pray.g_00357
OG0000679	Prbj.g_02422	Pray.g_00358
OG0000680	Prbj.g_02423	Pray.g_00359
OG0000681	Prbj.g_02424	Pray.g_00360
OG0000682	Prbj.g_02425	Pray.g_00361
OG0000683	Prbj.g_02427	Pray.g_00362
OG0000684	Prbj.g_02430	Pray.g_00363
OG0000685	Prbj.g_02431	Pray.g_00364
OG0000686	Prbj.g_02432	Pray.g_00365
OG0000687	Prbj.g_02433	Pray.g_00366
OG0000688	Prbj.g_02434	Pray.g_00367
OG0000689	Prbj.g_02435	Pray.g_00368
OG0000690	Prbj.g_02436	Pray.g_00369
OG0000691	Prbj.g_02438	Pray.g_00371
OG0000692	Prbj.g_02439	Pray.g_00372
OG0000693	Prbj.g_02440	Pray.g_00373
OG0000694	Prbj.g_02441	Pray.g_00374
OG0000695	Prbj.g_02442	Pray.g_00375
OG0000696	Prbj.g_02443	Pray.g_00376
OG0000697	Prbj.g_02470	Pray.g_00378
OG0000698	Prbj.g_02471	Pray.g_00379
OG0000699	Prbj.g_02475	Pray.g_00383
OG0000700	Prbj.g_02476	Pray.g_00384
OG0000701	Prbj.g_02478	Pray.g_00385
OG0000702	Prbj.g_02479	Pray.g_00386
OG0000703	Prbj.g_02480	Pray.g_00387
OG0000704	Prbj.g_02481	Pray.g_00388
OG0000705	Prbj.g_02483	Pray.g_00390
OG0000706	Prbj.g_02484	Pray.g_00391
OG0000707	Prbj.g_02485	Pray.g_00392
OG0000708	Prbj.g_02486	Pray.g_00393
OG0000709	Prbj.g_02487	Pray.g_00394
OG0000710	Prbj.g_02488	Pray.g_00395
OG0000711	Prbj.g_02490	Pray.g_00396
OG0000712	Prbj.g_02491	Pray.g_00397
OG0000713	Prbj.g_02492	Pray.g_00398
OG0000714	Prbj.g_02503	Pray.g_00400
OG0000715	Prbj.g_02504	Pray.g_00401
OG0000716	Prbj.g_02507	Pray.g_00402
OG0000717	Prbj.g_02511	Pray.g_00403
OG0000718	Prbj.g_02512	Pray.g_00404
OG0000719	Prbj.g_02514	Pray.g_00406
OG0000720	Prbj.g_02323	Pray.g_00408
OG0000721	Prbj.g_02199	Pray.g_00409
OG0000722	Prbj.g_02215	Pray.g_00436
OG0000723	Prbj.g_01553	Pray.g_00440
OG0000724	Prbj.g_02523	Pray.g_00443
OG0000725	Prbj.g_02333	Pray.g_00444
OG0000726	Prbj.g_00044	Pray.g_00445
OG0000727	Prbj.g_02334	Pray.g_00446
OG0000728	Prbj.g_02335	Pray.g_00447
OG0000729	Prbj.g_02337	Pray.g_00449
OG0000730	Prbj.g_02338	Pray.g_00450
OG0000731	Prbj.g_02340	Pray.g_00452
OG0000732	Prbj.g_02341	Pray.g_00453
OG0000733	Prbj.g_02342	Pray.g_00454
OG0000734	Prbj.g_02343	Pray.g_00455
OG0000735	Prbj.g_02344	Pray.g_00456
OG0000736	Prbj.g_02352	Pray.g_00458
OG0000737	Prbj.g_02354	Pray.g_00459
OG0000738	Prbj.g_02359	Pray.g_00461
OG0000739	Prbj.g_02361	Pray.g_00462
OG0000740	Prbj.g_02364	Pray.g_00463
OG0000741	Prbj.g_02379	Pray.g_00465
OG0000742	Prbj.g_02380	Pray.g_00466
OG0000743	Prbj.g_02383	Pray.g_00470
OG0000744	Prbj.g_02384	Pray.g_00471
OG0000745	Prbj.g_02397	Pray.g_00473
OG0000746	Prbj.g_02396	Pray.g_00474
OG0000747	Prbj.g_02395	Pray.g_00475
OG0000748	Prbj.g_02394	Pray.g_00476
OG0000749	Prbj.g_02393	Pray.g_00477
OG0000750	Prbj.g_02391	Pray.g_00478
OG0000751	Prbj.g_02399	Pray.g_00480
OG0000752	Prbj.g_02400	Pray.g_00481
OG0000753	Prbj.g_02401	Pray.g_00482
OG0000754	Prbj.g_02402	Pray.g_00483
OG0000755	Prbj.g_02403	Pray.g_00485
OG0000756	Prbj.g_02404	Pray.g_00486
OG0000757	Prbj.g_02405	Pray.g_00487
OG0000758	Prbj.g_02303	Pray.g_00488
OG0000759	Prbj.g_02302	Pray.g_00489
OG0000760	Prbj.g_02301	Pray.g_00490
OG0000761	Prbj.g_02299	Pray.g_00491
OG0000762	Prbj.g_02297	Pray.g_00493
OG0000763	Prbj.g_02296	Pray.g_00494
OG0000764	Prbj.g_02294	Pray.g_00495
OG0000765	Prbj.g_02293	Pray.g_00496
OG0000766	Prbj.g_02292	Pray.g_00497
OG0000767	Prbj.g_00694	Pray.g_00498
OG0000768	Prbj.g_02284	Pray.g_00499
OG0000769	Prbj.g_02283	Pray.g_00500
OG0000770	Prbj.g_02281	Pray.g_00501
OG0000771	Prbj.g_02280	Pray.g_00502
OG0000772	Prbj.g_01984	Pray.g_00503
OG0000773	Prbj.g_02275	Pray.g_00505
OG0000774	Prbj.g_02274	Pray.g_00506
OG0000775	Prbj.g_02273	Pray.g_00507
OG0000776	Prbj.g_02271	Pray.g_00508
OG0000777	Prbj.g_02270	Pray.g_00509
OG0000778	Prbj.g_02269	Pray.g_00510
OG0000779	Prbj.g_02264	Pray.g_00512
OG0000780	Prbj.g_02263	Pray.g_00513
OG0000781	Prbj.g_02261	Pray.g_00514
OG0000782	Prbj.g_02259	Pray.g_00516
OG0000783	Prbj.g_02257	Pray.g_00517
OG0000784	Prbj.g_02255	Pray.g_00518
OG0000785	Prbj.g_02254	Pray.g_00519
OG0000786	Prbj.g_02253	Pray.g_00520
OG0000787	Prbj.g_02251	Pray.g_00522
OG0000788	Prbj.g_02250	Pray.g_00523
OG0000789	Prbj.g_02249	Pray.g_00524
OG0000790	Prbj.g_02248	Pray.g_00525
OG0000791	Prbj.g_02247	Pray.g_00526
OG0000792	Prbj.g_00722	Pray.g_00527
OG0000793	Prbj.g_02245	Pray.g_00528
OG0000794	Prbj.g_02243	Pray.g_00529
OG0000795	Prbj.g_02241	Pray.g_00530
OG0000796	Prbj.g_02237	Pray.g_00532
OG0000797	Prbj.g_02236	Pray.g_00534
OG0000798	Prbj.g_02235	Pray.g_00535
OG0000799	Prbj.g_02231	Pray.g_00536
OG0000800	Prbj.g_02230	Pray.g_00537
OG0000801	Prbj.g_02229	Pray.g_00538
OG0000802	Prbj.g_02225	Pray.g_00540
OG0000803	Prbj.g_02224	Pray.g_00541
OG0000804	Prbj.g_02219	Pray.g_00553
OG0000805	Prbj.g_02217	Pray.g_00555
OG0000806	Prbj.g_02216	Pray.g_00556
OG0000807	Prbj.g_02214	Pray.g_00557
OG0000808	Prbj.g_02213	Pray.g_00558
OG0000809	Prbj.g_02207	Pray.g_00562
OG0000810	Prbj.g_02205	Pray.g_00563
OG0000811	Prbj.g_02204	Pray.g_00564
OG0000812	Prbj.g_01985	Pray.g_00565
OG0000813	Prbj.g_02203	Pray.g_00566
OG0000814	Prbj.g_02202	Pray.g_00567
OG0000815	Prbj.g_02201	Pray.g_00568
OG0000816	Prbj.g_02198	Pray.g_00570
OG0000817	Prbj.g_01850	Pray.g_00573
OG0000818	Prbj.g_01849	Pray.g_00574
OG0000819	Prbj.g_01846	Pray.g_00576
OG0000820	Prbj.g_01845	Pray.g_00577
OG0000821	Prbj.g_01844	Pray.g_00578
OG0000822	Prbj.g_01843	Pray.g_00579
OG0000823	Prbj.g_01840	Pray.g_00582
OG0000824	Prbj.g_01839	Pray.g_00583
OG0000825	Prbj.g_01836	Pray.g_00585
OG0000826	Prbj.g_01835	Pray.g_00586
OG0000827	Prbj.g_01834	Pray.g_00587
OG0000828	Prbj.g_01833	Pray.g_00589
OG0000829	Prbj.g_02687	Pray.g_00614
OG0000830	Prbj.g_02537	Pray.g_00623
OG0000831	Prbj.g_01669	Pray.g_00626
OG0000832	Prbj.g_00696	Pray.g_00627
OG0000833	Prbj.g_01289	Pray.g_00634
OG0000834	Prbj.g_00343	Pray.g_00132
OG0000835	Prbj.g_00333	Pray.g_00128
OG0000836	Prbj.g_00634	Pray.g_00126
OG0000837	Prbj.g_02555	Pray.g_00112
OG0000838	Prbj.g_01997	Pray.g_00096
OG0000839	Prbj.g_01991	Pray.g_00095
OG0000840	Prbj.g_01336	Pray.g_00090
OG0000841	Prbj.g_00641	Pray.g_00083
OG0000842	Prbj.g_00627	Pray.g_00079
OG0000843	Prbj.g_00953	Pray.g_00077
OG0000844	Prbj.g_00954	Pray.g_00076
OG0000845	Prbj.g_00955	Pray.g_00075
OG0000846	Prbj.g_00956	Pray.g_00074
OG0000847	Prbj.g_00958	Pray.g_00073
OG0000848	Prbj.g_00959	Pray.g_00072
OG0000849	Prbj.g_00962	Pray.g_00071
OG0000850	Prbj.g_00964	Pray.g_00070
OG0000851	Prbj.g_00968	Pray.g_00068
OG0000852	Prbj.g_00970	Pray.g_00065
OG0000853	Prbj.g_00972	Pray.g_00063
OG0000854	Prbj.g_00973	Pray.g_00062
OG0000855	Prbj.g_00846	Pray.g_00060
OG0000856	Prbj.g_00845	Pray.g_00059
OG0000857	Prbj.g_00844	Pray.g_00058
OG0000858	Prbj.g_00834	Pray.g_00056
OG0000859	Prbj.g_00832	Pray.g_00055
OG0000860	Prbj.g_00831	Pray.g_00054
OG0000861	Prbj.g_00830	Pray.g_00053
OG0000862	Prbj.g_00829	Pray.g_00052
OG0000863	Prbj.g_00304	Pray.g_00051
OG0000864	Prbj.g_00305	Pray.g_00050
OG0000865	Prbj.g_00307	Pray.g_00049
OG0000866	Prbj.g_00308	Pray.g_00048
OG0000867	Prbj.g_00311	Pray.g_00045
OG0000868	Prbj.g_00312	Pray.g_00043
OG0000869	Prbj.g_01910	Pray.g_00042
OG0000870	Prbj.g_01913	Pray.g_00041
OG0000871	Prbj.g_01914	Pray.g_00040
OG0000872	Prbj.g_00002	Pray.g_00039
OG0000873	Prbj.g_00003	Pray.g_00038
OG0000874	Prbj.g_00004	Pray.g_00037
OG0000875	Prbj.g_00006	Pray.g_00036
OG0000876	Prbj.g_00008	Pray.g_00034
OG0000877	Prbj.g_00009	Pray.g_00033
OG0000878	Prbj.g_00010	Pray.g_00032
OG0000879	Prbj.g_00011	Pray.g_00031
OG0000880	Prbj.g_00012	Pray.g_00030
OG0000881	Prbj.g_00013	Pray.g_00029
OG0000882	Prbj.g_00014	Pray.g_00028
OG0000883	Prbj.g_01908	Pray.g_00027
OG0000884	Prbj.g_01907	Pray.g_00026
OG0000885	Prbj.g_01906	Pray.g_00025
OG0000886	Prbj.g_01905	Pray.g_00024
OG0000887	Prbj.g_01903	Pray.g_00023
OG0000888	Prbj.g_02152	Pray.g_00022
OG0000889	Prbj.g_02153	Pray.g_00021
OG0000890	Prbj.g_02155	Pray.g_00020
OG0000891	Prbj.g_02156	Pray.g_00019
OG0000892	Prbj.g_02158	Pray.g_00018
OG0000893	Prbj.g_02159	Pray.g_00017
OG0000894	Prbj.g_02163	Pray.g_00015
OG0000895	Prbj.g_02164	Pray.g_00014
OG0000896	Prbj.g_02166	Pray.g_00012
OG0000897	Prbj.g_02167	Pray.g_00011
OG0000898	Prbj.g_00314	Pray.g_00010
OG0000899	Prbj.g_00313	Pray.g_00009
OG0000900	Prbj.g_00019	Pray.g_00007
OG0000901	Prbj.g_01679	Pray.g_01895
OG0000902	Prbj.g_00163	Pray.g_01881
OG0000903	Prbj.g_00162	Pray.g_01880
OG0000904	Prbj.g_00161	Pray.g_01879
OG0000905	Prbj.g_01717	Pray.g_01878
OG0000906	Prbj.g_01719	Pray.g_01877
OG0000907	Prbj.g_01721	Pray.g_01875
OG0000908	Prbj.g_01722	Pray.g_01874
OG0000909	Prbj.g_01723	Pray.g_01873
OG0000910	Prbj.g_01724	Pray.g_01872
OG0000911	Prbj.g_01725	Pray.g_01871
OG0000912	Prbj.g_01729	Pray.g_01868
OG0000913	Prbj.g_01732	Pray.g_01867
OG0000914	Prbj.g_01733	Pray.g_01866
OG0000915	Prbj.g_01736	Pray.g_01864
OG0000916	Prbj.g_01737	Pray.g_01863
OG0000917	Prbj.g_01738	Pray.g_01862
OG0000918	Prbj.g_01739	Pray.g_01861
OG0000919	Prbj.g_01740	Pray.g_01860
OG0000920	Prbj.g_01741	Pray.g_01859
OG0000921	Prbj.g_01744	Pray.g_01857
OG0000922	Prbj.g_01745	Pray.g_01856
OG0000923	Prbj.g_00669	Pray.g_01847
OG0000924	Prbj.g_00670	Pray.g_01846
OG0000925	Prbj.g_00121	Pray.g_01843
OG0000926	Prbj.g_00094	Pray.g_01842
OG0000927	Prbj.g_02508	Pray.g_01841
OG0000928	Prbj.g_00687	Pray.g_01839
OG0000929	Prbj.g_01837	Pray.g_01837
OG0000930	Prbj.g_02689	Pray.g_01835
OG0000931	Prbj.g_02521	Pray.g_01834
OG0000932	Prbj.g_00873	Pray.g_01831
OG0000933	Prbj.g_01640	Pray.g_01827
OG0000934	Prbj.g_01641	Pray.g_01826
OG0000935	Prbj.g_01642	Pray.g_01825
OG0000936	Prbj.g_01643	Pray.g_01824
OG0000937	Prbj.g_01644	Pray.g_01823
OG0000938	Prbj.g_01645	Pray.g_01822
OG0000939	Prbj.g_01646	Pray.g_01821
OG0000940	Prbj.g_01647	Pray.g_01820
OG0000941	Prbj.g_01649	Pray.g_01819
OG0000942	Prbj.g_01650	Pray.g_01818
OG0000943	Prbj.g_01651	Pray.g_01817
OG0000944	Prbj.g_01652	Pray.g_01816
OG0000945	Prbj.g_01653	Pray.g_01815
OG0000946	Prbj.g_01654	Pray.g_01814
OG0000947	Prbj.g_01655	Pray.g_01813
OG0000948	Prbj.g_01656	Pray.g_01812
OG0000949	Prbj.g_01657	Pray.g_01811
OG0000950	Prbj.g_01514	Pray.g_01787
OG0000951	Prbj.g_01304	Pray.g_01740
OG0000952	Prbj.g_01303	Pray.g_01739
OG0000953	Prbj.g_01302	Pray.g_01738
OG0000954	Prbj.g_01294	Pray.g_01737
OG0000955	Prbj.g_01293	Pray.g_01736
OG0000956	Prbj.g_01041	Pray.g_01734
OG0000957	Prbj.g_01043	Pray.g_01733
OG0000958	Prbj.g_01044	Pray.g_01732
OG0000959	Prbj.g_01045	Pray.g_01731
OG0000960	Prbj.g_01046	Pray.g_01730
OG0000961	Prbj.g_01047	Pray.g_01729
OG0000962	Prbj.g_01049	Pray.g_01728
OG0000963	Prbj.g_01050	Pray.g_01727
OG0000964	Prbj.g_01052	Pray.g_01726
OG0000965	Prbj.g_01054	Pray.g_01724
OG0000966	Prbj.g_01055	Pray.g_01723
OG0000967	Prbj.g_01058	Pray.g_01720
OG0000968	Prbj.g_01067	Pray.g_01719
OG0000969	Prbj.g_01068	Pray.g_01718
OG0000970	Prbj.g_01069	Pray.g_01717
OG0000971	Prbj.g_01070	Pray.g_01716
OG0000972	Prbj.g_01071	Pray.g_01715
OG0000973	Prbj.g_01073	Pray.g_01713
OG0000974	Prbj.g_01074	Pray.g_01712
OG0000975	Prbj.g_01075	Pray.g_01711
OG0000976	Prbj.g_01076	Pray.g_01710
OG0000977	Prbj.g_01077	Pray.g_01709
OG0000978	Prbj.g_01078	Pray.g_01708
OG0000979	Prbj.g_01079	Pray.g_01707
OG0000980	Prbj.g_01080	Pray.g_01706
OG0000981	Prbj.g_00631	Pray.g_01705
OG0000982	Prbj.g_00632	Pray.g_01704
OG0000983	Prbj.g_00633	Pray.g_01703
OG0000984	Prbj.g_00640	Pray.g_01699
OG0000985	Prbj.g_00642	Pray.g_01698
OG0000986	Prbj.g_00643	Pray.g_01697
OG0000987	Prbj.g_00646	Pray.g_01695
OG0000988	Prbj.g_00647	Pray.g_01694
OG0000989	Prbj.g_00648	Pray.g_01693
OG0000990	Prbj.g_00649	Pray.g_01692
OG0000991	Prbj.g_00650	Pray.g_01691
OG0000992	Prbj.g_00651	Pray.g_01690
OG0000993	Prbj.g_00652	Pray.g_01689
OG0000994	Prbj.g_00653	Pray.g_01688
OG0000995	Prbj.g_00654	Pray.g_01687
OG0000996	Prbj.g_00655	Pray.g_01686
OG0000997	Prbj.g_00657	Pray.g_01684
OG0000998	Prbj.g_00036	Pray.g_01681
OG0000999	Prbj.g_01674	Pray.g_01679
OG0001000	Prbj.g_01684	Pray.g_01678
OG0001001	Prbj.g_01686	Pray.g_01677
OG0001002	Prbj.g_01688	Pray.g_01675
OG0001003	Prbj.g_01689	Pray.g_01674
OG0001004	Prbj.g_02538	Pray.g_01673
OG0001005	Prbj.g_01690	Pray.g_01672
OG0001006	Prbj.g_01692	Pray.g_01670
OG0001007	Prbj.g_01693	Pray.g_01669
OG0001008	Prbj.g_01694	Pray.g_01668
OG0001009	Prbj.g_01696	Pray.g_01667
OG0001010	Prbj.g_01697	Pray.g_01666
OG0001011	Prbj.g_01699	Pray.g_01665
OG0001012	Prbj.g_01700	Pray.g_01664
OG0001013	Prbj.g_01701	Pray.g_01663
OG0001014	Prbj.g_01702	Pray.g_01662
OG0001015	Prbj.g_01703	Pray.g_01661
OG0001016	Prbj.g_01704	Pray.g_01660
OG0001017	Prbj.g_01705	Pray.g_01659
OG0001018	Prbj.g_01707	Pray.g_01658
OG0001019	Prbj.g_01708	Pray.g_01657
OG0001020	Prbj.g_01709	Pray.g_01656
OG0001021	Prbj.g_01710	Pray.g_01655
OG0001022	Prbj.g_01711	Pray.g_01654
OG0001023	Prbj.g_01712	Pray.g_01653
OG0001024	Prbj.g_01713	Pray.g_01651
OG0001025	Prbj.g_00888	Pray.g_01650
OG0001026	Prbj.g_00887	Pray.g_01649
OG0001027	Prbj.g_00185	Pray.g_01648
OG0001028	Prbj.g_00884	Pray.g_01647
OG0001029	Prbj.g_00883	Pray.g_01646
OG0001030	Prbj.g_00880	Pray.g_01643
OG0001031	Prbj.g_00879	Pray.g_01642
OG0001032	Prbj.g_02535	Pray.g_01634
OG0001033	Prbj.g_02561	Pray.g_01627
OG0001034	Prbj.g_02429	Pray.g_01600
OG0001035	Prbj.g_00868	Pray.g_01565
OG0001036	Prbj.g_00867	Pray.g_01564
OG0001037	Prbj.g_00856	Pray.g_01558
OG0001038	Prbj.g_00855	Pray.g_01557
OG0001039	Prbj.g_00854	Pray.g_01556
OG0001040	Prbj.g_00852	Pray.g_01555
OG0001041	Prbj.g_00495	Pray.g_01553
OG0001042	Prbj.g_00494	Pray.g_01552
OG0001043	Prbj.g_00493	Pray.g_01551
OG0001044	Prbj.g_00492	Pray.g_01550
OG0001045	Prbj.g_00491	Pray.g_01549
OG0001046	Prbj.g_00489	Pray.g_01548
OG0001047	Prbj.g_00488	Pray.g_01547
OG0001048	Prbj.g_00487	Pray.g_01545
OG0001049	Prbj.g_00486	Pray.g_01544
OG0001050	Prbj.g_00485	Pray.g_01543
OG0001051	Prbj.g_00484	Pray.g_01542
OG0001052	Prbj.g_00483	Pray.g_01541
OG0001053	Prbj.g_00482	Pray.g_01540
OG0001054	Prbj.g_00481	Pray.g_01539
OG0001055	Prbj.g_00480	Pray.g_01538
OG0001056	Prbj.g_00478	Pray.g_01537
OG0001057	Prbj.g_00476	Pray.g_01535
OG0001058	Prbj.g_00475	Pray.g_01534
OG0001059	Prbj.g_00473	Pray.g_01533
OG0001060	Prbj.g_00472	Pray.g_01532
OG0001061	Prbj.g_00471	Pray.g_01531
OG0001062	Prbj.g_00470	Pray.g_01530
OG0001063	Prbj.g_00469	Pray.g_01529
OG0001064	Prbj.g_00467	Pray.g_01528
OG0001065	Prbj.g_00466	Pray.g_01527
OG0001066	Prbj.g_00465	Pray.g_01526
OG0001067	Prbj.g_00464	Pray.g_01525
OG0001068	Prbj.g_00463	Pray.g_01524
OG0001069	Prbj.g_00459	Pray.g_01521
OG0001070	Prbj.g_00457	Pray.g_01519
OG0001071	Prbj.g_00456	Pray.g_01518
OG0001072	Prbj.g_00455	Pray.g_01517
OG0001073	Prbj.g_00454	Pray.g_01516
OG0001074	Prbj.g_00453	Pray.g_01515
OG0001075	Prbj.g_00451	Pray.g_01513
OG0001076	Prbj.g_00449	Pray.g_01512
OG0001077	Prbj.g_00448	Pray.g_01511
OG0001078	Prbj.g_00447	Pray.g_01510
OG0001079	Prbj.g_00446	Pray.g_01509
OG0001080	Prbj.g_00445	Pray.g_01508
OG0001081	Prbj.g_00444	Pray.g_01507
OG0001082	Prbj.g_00443	Pray.g_01506
OG0001083	Prbj.g_00442	Pray.g_01505
OG0001084	Prbj.g_00428	Pray.g_01504
OG0001085	Prbj.g_00427	Pray.g_01503
OG0001086	Prbj.g_02660	Pray.g_01234
OG0001087	Prbj.g_02657	Pray.g_01235
OG0001088	Prbj.g_02656	Pray.g_01236
OG0001089	Prbj.g_02652	Pray.g_01238
OG0001090	Prbj.g_02651	Pray.g_01239
OG0001091	Prbj.g_02650	Pray.g_01240
OG0001092	Prbj.g_02649	Pray.g_01241
OG0001093	Prbj.g_02648	Pray.g_01242
OG0001094	Prbj.g_02647	Pray.g_01243
OG0001095	Prbj.g_02646	Pray.g_01244
OG0001096	Prbj.g_02645	Pray.g_01245
OG0001097	Prbj.g_02644	Pray.g_01246
OG0001098	Prbj.g_02643	Pray.g_01247
OG0001099	Prbj.g_02641	Pray.g_01248
OG0001100	Prbj.g_02640	Pray.g_01249
OG0001101	Prbj.g_02639	Pray.g_01250
OG0001102	Prbj.g_01027	Pray.g_01253
OG0001103	Prbj.g_01028	Pray.g_01254
OG0001104	Prbj.g_01032	Pray.g_01255
OG0001105	Prbj.g_01030	Pray.g_01257
OG0001106	Prbj.g_01033	Pray.g_01259
OG0001107	Prbj.g_01034	Pray.g_01260
OG0001108	Prbj.g_02635	Pray.g_01261
OG0001109	Prbj.g_01025	Pray.g_01264
OG0001110	Prbj.g_01023	Pray.g_01266
OG0001111	Prbj.g_01022	Pray.g_01267
OG0001112	Prbj.g_01021	Pray.g_01268
OG0001113	Prbj.g_01020	Pray.g_01269
OG0001114	Prbj.g_01019	Pray.g_01270
OG0001115	Prbj.g_01018	Pray.g_01271
OG0001116	Prbj.g_01017	Pray.g_01272
OG0001117	Prbj.g_01016	Pray.g_01273
OG0001118	Prbj.g_01015	Pray.g_01274
OG0001119	Prbj.g_01014	Pray.g_01275
OG0001120	Prbj.g_01013	Pray.g_01276
OG0001121	Prbj.g_01012	Pray.g_01277
OG0001122	Prbj.g_01011	Pray.g_01278
OG0001123	Prbj.g_01010	Pray.g_01279
OG0001124	Prbj.g_01009	Pray.g_01280
OG0001125	Prbj.g_01008	Pray.g_01281
OG0001126	Prbj.g_01007	Pray.g_01282
OG0001127	Prbj.g_01006	Pray.g_01283
OG0001128	Prbj.g_01005	Pray.g_01284
OG0001129	Prbj.g_01004	Pray.g_01285
OG0001130	Prbj.g_01003	Pray.g_01286
OG0001131	Prbj.g_01002	Pray.g_01287
OG0001132	Prbj.g_01001	Pray.g_01288
OG0001133	Prbj.g_01000	Pray.g_01289
OG0001134	Prbj.g_00999	Pray.g_01290
OG0001135	Prbj.g_00998	Pray.g_01291
OG0001136	Prbj.g_00997	Pray.g_01292
OG0001137	Prbj.g_00996	Pray.g_01293
