Orthogroup	Prbj	Prac
OG0000578	Prbj.g_02568	Prac.g_00740
OG0000579	Prbj.g_02569	Prac.g_00739
OG0000580	Prbj.g_02570	Prac.g_00738
OG0000581	Prbj.g_02571	Prac.g_00737
OG0000582	Prbj.g_02573	Prac.g_00736
OG0000583	Prbj.g_02574	Prac.g_00735
OG0000584	Prbj.g_02576	Prac.g_00733
OG0000585	Prbj.g_02577	Prac.g_00732
OG0000586	Prbj.g_02579	Prac.g_00731
OG0000587	Prbj.g_02580	Prac.g_00730
OG0000588	Prbj.g_02581	Prac.g_00729
OG0000589	Prbj.g_02589	Prac.g_00728
OG0000590	Prbj.g_02590	Prac.g_00727
OG0000591	Prbj.g_02591	Prac.g_00726
OG0000592	Prbj.g_02592	Prac.g_00725
OG0000593	Prbj.g_02593	Prac.g_00724
OG0000594	Prbj.g_02596	Prac.g_00723
OG0000595	Prbj.g_02597	Prac.g_00722
OG0000596	Prbj.g_02598	Prac.g_00721
OG0000597	Prbj.g_00803	Prac.g_00717
OG0000598	Prbj.g_00804	Prac.g_00716
OG0000599	Prbj.g_00805	Prac.g_00715
OG0000600	Prbj.g_00806	Prac.g_00714
OG0000601	Prbj.g_00807	Prac.g_00713
OG0000602	Prbj.g_00809	Prac.g_00712
OG0000603	Prbj.g_00812	Prac.g_00711
OG0000604	Prbj.g_00813	Prac.g_00710
OG0000605	Prbj.g_00815	Prac.g_00709
OG0000606	Prbj.g_00816	Prac.g_00708
OG0000607	Prbj.g_00818	Prac.g_00707
OG0000608	Prbj.g_00819	Prac.g_00706
OG0000609	Prbj.g_00821	Prac.g_00704
OG0000610	Prbj.g_00822	Prac.g_00703
OG0000611	Prbj.g_00825	Prac.g_00701
OG0000612	Prbj.g_02707	Prac.g_00700
OG0000613	Prbj.g_01466	Prac.g_00698
OG0000614	Prbj.g_00184	Prac.g_00692
OG0000615	Prbj.g_00760	Prac.g_00691
OG0000616	Prbj.g_00248	Prac.g_00690
OG0000617	Prbj.g_02453	Prac.g_00688
OG0000618	Prbj.g_02636	Prac.g_00687
OG0000619	Prbj.g_00943	Prac.g_00686
OG0000620	Prbj.g_00921	Prac.g_00684
OG0000621	Prbj.g_00927	Prac.g_00683
OG0000622	Prbj.g_00931	Prac.g_00682
OG0000623	Prbj.g_00932	Prac.g_00681
OG0000624	Prbj.g_00946	Prac.g_00679
OG0000625	Prbj.g_00947	Prac.g_00678
OG0000626	Prbj.g_00948	Prac.g_00677
OG0000627	Prbj.g_00754	Prac.g_00676
OG0000628	Prbj.g_00755	Prac.g_00675
OG0000629	Prbj.g_00757	Prac.g_00674
OG0000630	Prbj.g_00759	Prac.g_00672
OG0000631	Prbj.g_02373	Prac.g_00671
OG0000632	Prbj.g_02057	Prac.g_00667
OG0000633	Prbj.g_00168	Prac.g_00666
OG0000634	Prbj.g_02180	Prac.g_01559
OG0000635	Prbj.g_02182	Prac.g_01557
OG0000636	Prbj.g_02183	Prac.g_01556
OG0000637	Prbj.g_02184	Prac.g_01554
OG0000638	Prbj.g_02185	Prac.g_01553
OG0000639	Prbj.g_02186	Prac.g_01552
OG0000640	Prbj.g_02187	Prac.g_01551
OG0000641	Prbj.g_02189	Prac.g_01550
OG0000642	Prbj.g_02190	Prac.g_01549
OG0000643	Prbj.g_02191	Prac.g_01548
OG0000644	Prbj.g_02193	Prac.g_01546
OG0000645	Prbj.g_02194	Prac.g_01545
OG0000646	Prbj.g_02195	Prac.g_01544
OG0000647	Prbj.g_02196	Prac.g_01543
OG0000648	Prbj.g_02320	Prac.g_01542
OG0000649	Prbj.g_02319	Prac.g_01541
OG0000650	Prbj.g_02316	Prac.g_01540
OG0000651	Prbj.g_02315	Prac.g_01539
OG0000652	Prbj.g_02312	Prac.g_01537
OG0000653	Prbj.g_02463	Prac.g_01523
OG0000654	Prbj.g_01884	Prac.g_01521
OG0000656	Prbj.g_01607	Prac.g_01508
OG0000657	Prbj.g_02276	Prac.g_01507
OG0000658	Prbj.g_02277	Prac.g_01506
OG0000659	Prbj.g_02278	Prac.g_01505
OG0000660	Prbj.g_00347	Prac.g_01498
OG0000661	Prbj.g_01337	Prac.g_01489
OG0000662	Prbj.g_02311	Prac.g_01487
OG0000663	Prbj.g_02306	Prac.g_01484
OG0000664	Prbj.g_02305	Prac.g_01483
OG0000665	Prbj.g_02304	Prac.g_01482
OG0000666	Prbj.g_02406	Prac.g_01481
OG0000667	Prbj.g_02407	Prac.g_01480
OG0000668	Prbj.g_02408	Prac.g_01479
OG0000669	Prbj.g_02409	Prac.g_01478
OG0000670	Prbj.g_02411	Prac.g_01476
OG0000671	Prbj.g_02412	Prac.g_01475
OG0000672	Prbj.g_02413	Prac.g_01474
OG0000673	Prbj.g_02414	Prac.g_01473
OG0000674	Prbj.g_02415	Prac.g_01472
OG0000675	Prbj.g_02416	Prac.g_01471
OG0000676	Prbj.g_02418	Prac.g_01469
OG0000677	Prbj.g_02420	Prac.g_01467
OG0000678	Prbj.g_02421	Prac.g_01466
OG0000679	Prbj.g_02422	Prac.g_01465
OG0000680	Prbj.g_02423	Prac.g_01464
OG0000681	Prbj.g_02424	Prac.g_01463
OG0000682	Prbj.g_02425	Prac.g_01462
OG0000683	Prbj.g_02427	Prac.g_01461
OG0000684	Prbj.g_02430	Prac.g_01460
OG0000685	Prbj.g_02431	Prac.g_01459
OG0000686	Prbj.g_02432	Prac.g_01458
OG0000687	Prbj.g_02433	Prac.g_01457
OG0000688	Prbj.g_02434	Prac.g_01456
OG0000689	Prbj.g_02435	Prac.g_01455
OG0000690	Prbj.g_02436	Prac.g_01454
OG0000691	Prbj.g_02438	Prac.g_01452
OG0000692	Prbj.g_02439	Prac.g_01451
OG0000693	Prbj.g_02440	Prac.g_01450
OG0000694	Prbj.g_02441	Prac.g_01449
OG0000695	Prbj.g_02442	Prac.g_01448
OG0000696	Prbj.g_02443	Prac.g_01447
OG0000697	Prbj.g_02470	Prac.g_01445
OG0000698	Prbj.g_02471	Prac.g_01444
OG0000699	Prbj.g_02475	Prac.g_01441
OG0000700	Prbj.g_02476	Prac.g_01440
OG0000701	Prbj.g_02478	Prac.g_01439
OG0000702	Prbj.g_02479	Prac.g_01438
OG0000703	Prbj.g_02480	Prac.g_01437
OG0000704	Prbj.g_02481	Prac.g_01436
OG0000705	Prbj.g_02483	Prac.g_01434
OG0000706	Prbj.g_02484	Prac.g_01433
OG0000707	Prbj.g_02485	Prac.g_01432
OG0000708	Prbj.g_02486	Prac.g_01431
OG0000709	Prbj.g_02487	Prac.g_01430
OG0000710	Prbj.g_02488	Prac.g_01429
OG0000711	Prbj.g_02490	Prac.g_01428
OG0000712	Prbj.g_02491	Prac.g_01427
OG0000713	Prbj.g_02492	Prac.g_01426
OG0000714	Prbj.g_02503	Prac.g_01424
OG0000715	Prbj.g_02504	Prac.g_01423
OG0000716	Prbj.g_02507	Prac.g_01422
OG0000717	Prbj.g_02511	Prac.g_01421
OG0000718	Prbj.g_02512	Prac.g_01420
OG0000719	Prbj.g_02514	Prac.g_01418
OG0000720	Prbj.g_02323	Prac.g_01416
OG0000721	Prbj.g_02199	Prac.g_01415
OG0000722	Prbj.g_02215	Prac.g_01401
OG0000723	Prbj.g_01553	Prac.g_01396
OG0000724	Prbj.g_02523	Prac.g_01393
OG0000725	Prbj.g_02333	Prac.g_01392
OG0000726	Prbj.g_00044	Prac.g_01391
OG0000727	Prbj.g_02334	Prac.g_01390
OG0000728	Prbj.g_02335	Prac.g_01389
OG0000729	Prbj.g_02337	Prac.g_01387
OG0000730	Prbj.g_02338	Prac.g_01386
OG0000731	Prbj.g_02340	Prac.g_01384
OG0000732	Prbj.g_02341	Prac.g_01383
OG0000733	Prbj.g_02342	Prac.g_01382
OG0000734	Prbj.g_02343	Prac.g_01381
OG0000735	Prbj.g_02344	Prac.g_01380
OG0000736	Prbj.g_02352	Prac.g_01378
OG0000737	Prbj.g_02354	Prac.g_01377
OG0000738	Prbj.g_02359	Prac.g_01375
OG0000739	Prbj.g_02361	Prac.g_01374
OG0000740	Prbj.g_02364	Prac.g_01373
OG0000741	Prbj.g_02379	Prac.g_01371
OG0000742	Prbj.g_02380	Prac.g_01370
OG0000743	Prbj.g_02383	Prac.g_01367
OG0000744	Prbj.g_02384	Prac.g_01366
OG0000745	Prbj.g_02397	Prac.g_01365
OG0000746	Prbj.g_02396	Prac.g_01364
OG0000747	Prbj.g_02395	Prac.g_01363
OG0000748	Prbj.g_02394	Prac.g_01362
OG0000749	Prbj.g_02393	Prac.g_01361
OG0000750	Prbj.g_02391	Prac.g_01360
OG0000751	Prbj.g_02399	Prac.g_01358
OG0000752	Prbj.g_02400	Prac.g_01357
OG0000753	Prbj.g_02401	Prac.g_01356
OG0000754	Prbj.g_02402	Prac.g_01355
OG0000755	Prbj.g_02403	Prac.g_01353
OG0000756	Prbj.g_02404	Prac.g_01352
OG0000757	Prbj.g_02405	Prac.g_01351
OG0000758	Prbj.g_02303	Prac.g_01350
OG0000759	Prbj.g_02302	Prac.g_01349
OG0000760	Prbj.g_02301	Prac.g_01348
OG0000761	Prbj.g_02299	Prac.g_01347
OG0000762	Prbj.g_02297	Prac.g_01345
OG0000763	Prbj.g_02296	Prac.g_01344
OG0000764	Prbj.g_02294	Prac.g_01343
OG0000765	Prbj.g_02293	Prac.g_01342
OG0000766	Prbj.g_02292	Prac.g_01341
OG0000767	Prbj.g_00694	Prac.g_01340
OG0000768	Prbj.g_02284	Prac.g_01339
OG0000769	Prbj.g_02283	Prac.g_01338
OG0000770	Prbj.g_02281	Prac.g_01337
OG0000771	Prbj.g_02280	Prac.g_01336
OG0000772	Prbj.g_01984	Prac.g_01335
OG0000773	Prbj.g_02275	Prac.g_01333
OG0000774	Prbj.g_02274	Prac.g_01332
OG0000775	Prbj.g_02273	Prac.g_01331
OG0000776	Prbj.g_02271	Prac.g_01330
OG0000777	Prbj.g_02270	Prac.g_01329
OG0000778	Prbj.g_02269	Prac.g_01328
OG0000779	Prbj.g_02264	Prac.g_01326
OG0000780	Prbj.g_02263	Prac.g_01325
OG0000781	Prbj.g_02261	Prac.g_01324
OG0000782	Prbj.g_02259	Prac.g_01322
OG0000783	Prbj.g_02257	Prac.g_01321
OG0000784	Prbj.g_02255	Prac.g_01320
OG0000785	Prbj.g_02254	Prac.g_01319
OG0000786	Prbj.g_02253	Prac.g_01318
OG0000787	Prbj.g_02251	Prac.g_01316
OG0000788	Prbj.g_02250	Prac.g_01315
OG0000789	Prbj.g_02249	Prac.g_01314
OG0000790	Prbj.g_02248	Prac.g_01313
OG0000791	Prbj.g_02247	Prac.g_01312
OG0000792	Prbj.g_00722	Prac.g_01311
OG0000793	Prbj.g_02245	Prac.g_01310
OG0000794	Prbj.g_02243	Prac.g_01309
OG0000795	Prbj.g_02241	Prac.g_01308
OG0000796	Prbj.g_02237	Prac.g_01307
OG0000797	Prbj.g_02236	Prac.g_01305
OG0000798	Prbj.g_02235	Prac.g_01304
OG0000799	Prbj.g_02231	Prac.g_01303
OG0000800	Prbj.g_02230	Prac.g_01302
OG0000801	Prbj.g_02229	Prac.g_01301
OG0000802	Prbj.g_02225	Prac.g_01299
OG0000803	Prbj.g_02224	Prac.g_01298
OG0000804	Prbj.g_02219	Prac.g_01287
OG0000805	Prbj.g_02217	Prac.g_01285
OG0000806	Prbj.g_02216	Prac.g_01284
OG0000807	Prbj.g_02214	Prac.g_01283
OG0000808	Prbj.g_02213	Prac.g_01282
OG0000809	Prbj.g_02207	Prac.g_01278
OG0000810	Prbj.g_02205	Prac.g_01277
OG0000811	Prbj.g_02204	Prac.g_01276
OG0000812	Prbj.g_01985	Prac.g_01275
OG0000813	Prbj.g_02203	Prac.g_01274
OG0000814	Prbj.g_02202	Prac.g_01273
OG0000815	Prbj.g_02201	Prac.g_01272
OG0000816	Prbj.g_02198	Prac.g_01270
OG0000817	Prbj.g_01850	Prac.g_01267
OG0000818	Prbj.g_01849	Prac.g_01266
OG0000819	Prbj.g_01846	Prac.g_01264
OG0000820	Prbj.g_01845	Prac.g_01263
OG0000821	Prbj.g_01844	Prac.g_01262
OG0000822	Prbj.g_01843	Prac.g_01261
OG0000823	Prbj.g_01840	Prac.g_01258
OG0000824	Prbj.g_01839	Prac.g_01257
OG0000825	Prbj.g_01836	Prac.g_01255
OG0000826	Prbj.g_01835	Prac.g_01254
OG0000827	Prbj.g_01834	Prac.g_01253
OG0000828	Prbj.g_01833	Prac.g_01251
OG0000829	Prbj.g_02687	Prac.g_01225
OG0000830	Prbj.g_02537	Prac.g_01216
OG0000831	Prbj.g_01669	Prac.g_01213
OG0000832	Prbj.g_00696	Prac.g_01212
OG0000833	Prbj.g_01289	Prac.g_01205
OG0000834	Prbj.g_00343	Prac.g_01046
OG0000835	Prbj.g_00333	Prac.g_01042
OG0000836	Prbj.g_00634	Prac.g_01040
OG0000837	Prbj.g_02555	Prac.g_01031
OG0000838	Prbj.g_01997	Prac.g_01017
OG0000839	Prbj.g_01991	Prac.g_01016
OG0000840	Prbj.g_01336	Prac.g_01011
OG0000841	Prbj.g_00641	Prac.g_01004
OG0000842	Prbj.g_00627	Prac.g_01000
OG0000843	Prbj.g_00953	Prac.g_00998
OG0000844	Prbj.g_00954	Prac.g_00997
OG0000845	Prbj.g_00955	Prac.g_00996
OG0000846	Prbj.g_00956	Prac.g_00995
OG0000847	Prbj.g_00958	Prac.g_00994
OG0000848	Prbj.g_00959	Prac.g_00993
OG0000849	Prbj.g_00962	Prac.g_00992
OG0000850	Prbj.g_00964	Prac.g_00991
OG0000851	Prbj.g_00968	Prac.g_00989
OG0000852	Prbj.g_00970	Prac.g_00986
OG0000853	Prbj.g_00972	Prac.g_00984
OG0000854	Prbj.g_00973	Prac.g_00983
OG0000855	Prbj.g_00846	Prac.g_00982
OG0000856	Prbj.g_00845	Prac.g_00981
OG0000857	Prbj.g_00844	Prac.g_00980
OG0000858	Prbj.g_00834	Prac.g_00978
OG0000859	Prbj.g_00832	Prac.g_00977
OG0000860	Prbj.g_00831	Prac.g_00976
OG0000861	Prbj.g_00830	Prac.g_00975
OG0000862	Prbj.g_00829	Prac.g_00974
OG0000863	Prbj.g_00304	Prac.g_00973
OG0000864	Prbj.g_00305	Prac.g_00972
OG0000865	Prbj.g_00307	Prac.g_00971
OG0000866	Prbj.g_00308	Prac.g_00970
OG0000867	Prbj.g_00311	Prac.g_00967
OG0000868	Prbj.g_00312	Prac.g_00965
OG0000869	Prbj.g_01910	Prac.g_00964
OG0000870	Prbj.g_01913	Prac.g_00963
OG0000871	Prbj.g_01914	Prac.g_00962
OG0000872	Prbj.g_00002	Prac.g_00961
OG0000873	Prbj.g_00003	Prac.g_00960
OG0000874	Prbj.g_00004	Prac.g_00959
OG0000875	Prbj.g_00006	Prac.g_00958
OG0000876	Prbj.g_00008	Prac.g_00956
OG0000877	Prbj.g_00009	Prac.g_00955
OG0000878	Prbj.g_00010	Prac.g_00954
OG0000879	Prbj.g_00011	Prac.g_00953
OG0000880	Prbj.g_00012	Prac.g_00952
OG0000881	Prbj.g_00013	Prac.g_00951
OG0000882	Prbj.g_00014	Prac.g_00950
OG0000883	Prbj.g_01908	Prac.g_00949
OG0000884	Prbj.g_01907	Prac.g_00948
OG0000885	Prbj.g_01906	Prac.g_00947
OG0000886	Prbj.g_01905	Prac.g_00946
OG0000887	Prbj.g_01903	Prac.g_00945
OG0000888	Prbj.g_02152	Prac.g_00944
OG0000889	Prbj.g_02153	Prac.g_00943
OG0000890	Prbj.g_02155	Prac.g_00942
OG0000891	Prbj.g_02156	Prac.g_00941
OG0000892	Prbj.g_02158	Prac.g_00940
OG0000893	Prbj.g_02159	Prac.g_00939
OG0000894	Prbj.g_02163	Prac.g_00937
OG0000895	Prbj.g_02164	Prac.g_00936
OG0000896	Prbj.g_02166	Prac.g_00934
OG0000897	Prbj.g_02167	Prac.g_00933
OG0000898	Prbj.g_00314	Prac.g_00932
OG0000899	Prbj.g_00313	Prac.g_00931
OG0000900	Prbj.g_00019	Prac.g_00929
OG0000901	Prbj.g_01679	Prac.g_00154
OG0000902	Prbj.g_00163	Prac.g_00164
OG0000903	Prbj.g_00162	Prac.g_00165
OG0000904	Prbj.g_00161	Prac.g_00166
OG0000905	Prbj.g_01717	Prac.g_00167
OG0000906	Prbj.g_01719	Prac.g_00168
OG0000907	Prbj.g_01721	Prac.g_00170
OG0000908	Prbj.g_01722	Prac.g_00171
OG0000909	Prbj.g_01723	Prac.g_00172
OG0000910	Prbj.g_01724	Prac.g_00173
OG0000911	Prbj.g_01725	Prac.g_00174
OG0000912	Prbj.g_01729	Prac.g_00177
OG0000913	Prbj.g_01732	Prac.g_00178
OG0000914	Prbj.g_01733	Prac.g_00179
OG0000915	Prbj.g_01736	Prac.g_00181
OG0000916	Prbj.g_01737	Prac.g_00182
OG0000917	Prbj.g_01738	Prac.g_00183
OG0000918	Prbj.g_01739	Prac.g_00184
OG0000919	Prbj.g_01740	Prac.g_00185
OG0000920	Prbj.g_01741	Prac.g_00186
OG0000921	Prbj.g_01744	Prac.g_00188
OG0000922	Prbj.g_01745	Prac.g_00189
OG0000923	Prbj.g_00669	Prac.g_00199
OG0000924	Prbj.g_00670	Prac.g_00200
OG0000925	Prbj.g_00121	Prac.g_00203
OG0000926	Prbj.g_00094	Prac.g_00204
OG0000927	Prbj.g_02508	Prac.g_00205
OG0000928	Prbj.g_00687	Prac.g_00207
OG0000929	Prbj.g_01837	Prac.g_00209
OG0000930	Prbj.g_02689	Prac.g_00211
OG0000931	Prbj.g_02521	Prac.g_00212
OG0000932	Prbj.g_00873	Prac.g_00215
OG0000933	Prbj.g_01640	Prac.g_00219
OG0000934	Prbj.g_01641	Prac.g_00220
OG0000935	Prbj.g_01642	Prac.g_00221
OG0000936	Prbj.g_01643	Prac.g_00222
OG0000937	Prbj.g_01644	Prac.g_00223
OG0000938	Prbj.g_01645	Prac.g_00224
OG0000939	Prbj.g_01646	Prac.g_00225
OG0000940	Prbj.g_01647	Prac.g_00226
OG0000941	Prbj.g_01649	Prac.g_00227
OG0000942	Prbj.g_01650	Prac.g_00228
OG0000943	Prbj.g_01651	Prac.g_00229
OG0000944	Prbj.g_01652	Prac.g_00230
OG0000945	Prbj.g_01653	Prac.g_00231
OG0000946	Prbj.g_01654	Prac.g_00232
OG0000947	Prbj.g_01655	Prac.g_00233
OG0000948	Prbj.g_01656	Prac.g_00234
OG0000949	Prbj.g_01657	Prac.g_00235
OG0000950	Prbj.g_01514	Prac.g_00447
OG0000951	Prbj.g_01304	Prac.g_00429
OG0000952	Prbj.g_01303	Prac.g_00428
OG0000953	Prbj.g_01302	Prac.g_00427
OG0000954	Prbj.g_01294	Prac.g_00426
OG0000955	Prbj.g_01293	Prac.g_00425
OG0000956	Prbj.g_01041	Prac.g_00423
OG0000957	Prbj.g_01043	Prac.g_00422
OG0000958	Prbj.g_01044	Prac.g_00421
OG0000959	Prbj.g_01045	Prac.g_00420
OG0000960	Prbj.g_01046	Prac.g_00419
OG0000961	Prbj.g_01047	Prac.g_00418
OG0000962	Prbj.g_01049	Prac.g_00417
OG0000963	Prbj.g_01050	Prac.g_00416
OG0000964	Prbj.g_01052	Prac.g_00415
OG0000965	Prbj.g_01054	Prac.g_00413
OG0000966	Prbj.g_01055	Prac.g_00412
OG0000967	Prbj.g_01058	Prac.g_00409
OG0000968	Prbj.g_01067	Prac.g_00408
OG0000969	Prbj.g_01068	Prac.g_00407
OG0000970	Prbj.g_01069	Prac.g_00406
OG0000971	Prbj.g_01070	Prac.g_00405
OG0000972	Prbj.g_01071	Prac.g_00404
OG0000973	Prbj.g_01073	Prac.g_00402
OG0000974	Prbj.g_01074	Prac.g_00401
OG0000975	Prbj.g_01075	Prac.g_00400
OG0000976	Prbj.g_01076	Prac.g_00399
OG0000977	Prbj.g_01077	Prac.g_00398
OG0000978	Prbj.g_01078	Prac.g_00397
OG0000979	Prbj.g_01079	Prac.g_00396
OG0000980	Prbj.g_01080	Prac.g_00395
OG0000981	Prbj.g_00631	Prac.g_00394
OG0000982	Prbj.g_00632	Prac.g_00393
OG0000983	Prbj.g_00633	Prac.g_00392
OG0000984	Prbj.g_00640	Prac.g_00388
OG0000985	Prbj.g_00642	Prac.g_00387
OG0000986	Prbj.g_00643	Prac.g_00386
OG0000987	Prbj.g_00646	Prac.g_00384
OG0000988	Prbj.g_00647	Prac.g_00383
OG0000989	Prbj.g_00648	Prac.g_00382
OG0000990	Prbj.g_00649	Prac.g_00381
OG0000991	Prbj.g_00650	Prac.g_00380
OG0000992	Prbj.g_00651	Prac.g_00379
OG0000993	Prbj.g_00652	Prac.g_00378
OG0000994	Prbj.g_00653	Prac.g_00377
OG0000995	Prbj.g_00654	Prac.g_00376
OG0000996	Prbj.g_00655	Prac.g_00375
OG0000997	Prbj.g_00657	Prac.g_00373
OG0000998	Prbj.g_00036	Prac.g_00370
OG0000999	Prbj.g_01674	Prac.g_00368
OG0001000	Prbj.g_01684	Prac.g_00367
OG0001001	Prbj.g_01686	Prac.g_00366
OG0001002	Prbj.g_01688	Prac.g_00364
OG0001003	Prbj.g_01689	Prac.g_00363
OG0001004	Prbj.g_02538	Prac.g_00362
OG0001005	Prbj.g_01690	Prac.g_00361
OG0001006	Prbj.g_01692	Prac.g_00359
OG0001007	Prbj.g_01693	Prac.g_00358
OG0001008	Prbj.g_01694	Prac.g_00357
OG0001009	Prbj.g_01696	Prac.g_00356
OG0001010	Prbj.g_01697	Prac.g_00355
OG0001011	Prbj.g_01699	Prac.g_00354
OG0001012	Prbj.g_01700	Prac.g_00353
OG0001013	Prbj.g_01701	Prac.g_00352
OG0001014	Prbj.g_01702	Prac.g_00351
OG0001015	Prbj.g_01703	Prac.g_00350
OG0001016	Prbj.g_01704	Prac.g_00349
OG0001017	Prbj.g_01705	Prac.g_00348
OG0001018	Prbj.g_01707	Prac.g_00347
OG0001019	Prbj.g_01708	Prac.g_00346
OG0001020	Prbj.g_01709	Prac.g_00345
OG0001021	Prbj.g_01710	Prac.g_00344
OG0001022	Prbj.g_01711	Prac.g_00343
OG0001023	Prbj.g_01712	Prac.g_00342
OG0001024	Prbj.g_01713	Prac.g_00340
OG0001025	Prbj.g_00888	Prac.g_00339
OG0001026	Prbj.g_00887	Prac.g_00338
OG0001027	Prbj.g_00185	Prac.g_00337
OG0001028	Prbj.g_00884	Prac.g_00336
OG0001029	Prbj.g_00883	Prac.g_00335
OG0001030	Prbj.g_00880	Prac.g_00332
OG0001031	Prbj.g_00879	Prac.g_00331
OG0001032	Prbj.g_02535	Prac.g_00324
OG0001033	Prbj.g_02561	Prac.g_00317
OG0001034	Prbj.g_02429	Prac.g_00288
OG0001035	Prbj.g_00868	Prac.g_00631
OG0001036	Prbj.g_00867	Prac.g_00630
OG0001037	Prbj.g_00856	Prac.g_00624
OG0001038	Prbj.g_00855	Prac.g_00623
OG0001039	Prbj.g_00854	Prac.g_00622
OG0001040	Prbj.g_00852	Prac.g_00621
OG0001041	Prbj.g_00495	Prac.g_00619
OG0001042	Prbj.g_00494	Prac.g_00618
OG0001043	Prbj.g_00493	Prac.g_00617
OG0001044	Prbj.g_00492	Prac.g_00616
OG0001045	Prbj.g_00491	Prac.g_00615
OG0001046	Prbj.g_00489	Prac.g_00614
OG0001047	Prbj.g_00488	Prac.g_00613
OG0001048	Prbj.g_00487	Prac.g_00611
OG0001049	Prbj.g_00486	Prac.g_00610
OG0001050	Prbj.g_00485	Prac.g_00609
OG0001051	Prbj.g_00484	Prac.g_00608
OG0001052	Prbj.g_00483	Prac.g_00607
OG0001053	Prbj.g_00482	Prac.g_00606
OG0001054	Prbj.g_00481	Prac.g_00605
OG0001055	Prbj.g_00480	Prac.g_00604
OG0001056	Prbj.g_00478	Prac.g_00603
OG0001057	Prbj.g_00476	Prac.g_00601
OG0001058	Prbj.g_00475	Prac.g_00600
OG0001059	Prbj.g_00473	Prac.g_00599
OG0001060	Prbj.g_00472	Prac.g_00598
OG0001061	Prbj.g_00471	Prac.g_00597
OG0001062	Prbj.g_00470	Prac.g_00596
OG0001063	Prbj.g_00469	Prac.g_00595
OG0001064	Prbj.g_00467	Prac.g_00594
OG0001065	Prbj.g_00466	Prac.g_00593
OG0001066	Prbj.g_00465	Prac.g_00592
OG0001067	Prbj.g_00464	Prac.g_00591
OG0001068	Prbj.g_00463	Prac.g_00590
OG0001069	Prbj.g_00459	Prac.g_00587
OG0001070	Prbj.g_00457	Prac.g_00585
OG0001071	Prbj.g_00456	Prac.g_00584
OG0001072	Prbj.g_00455	Prac.g_00583
OG0001073	Prbj.g_00454	Prac.g_00582
OG0001074	Prbj.g_00453	Prac.g_00581
OG0001075	Prbj.g_00451	Prac.g_00580
OG0001076	Prbj.g_00449	Prac.g_00578
OG0001077	Prbj.g_00448	Prac.g_00577
OG0001078	Prbj.g_00447	Prac.g_00576
OG0001079	Prbj.g_00446	Prac.g_00575
OG0001080	Prbj.g_00445	Prac.g_00574
OG0001081	Prbj.g_00444	Prac.g_00573
OG0001082	Prbj.g_00443	Prac.g_00572
OG0001083	Prbj.g_00442	Prac.g_00571
OG0001084	Prbj.g_00428	Prac.g_00570
OG0001085	Prbj.g_00427	Prac.g_00569
OG0001086	Prbj.g_02660	Prac.g_00476
OG0001087	Prbj.g_02657	Prac.g_00477
OG0001088	Prbj.g_02656	Prac.g_00478
OG0001089	Prbj.g_02652	Prac.g_00480
OG0001090	Prbj.g_02651	Prac.g_00481
OG0001091	Prbj.g_02650	Prac.g_00482
OG0001092	Prbj.g_02649	Prac.g_00483
OG0001093	Prbj.g_02648	Prac.g_00484
OG0001094	Prbj.g_02647	Prac.g_00485
OG0001095	Prbj.g_02646	Prac.g_00486
OG0001096	Prbj.g_02645	Prac.g_00487
OG0001097	Prbj.g_02644	Prac.g_00488
OG0001098	Prbj.g_02643	Prac.g_00489
OG0001099	Prbj.g_02641	Prac.g_00490
OG0001100	Prbj.g_02640	Prac.g_00491
OG0001101	Prbj.g_02639	Prac.g_00492
OG0001102	Prbj.g_01027	Prac.g_00495
OG0001103	Prbj.g_01028	Prac.g_00496
OG0001104	Prbj.g_01032	Prac.g_00497
OG0001105	Prbj.g_01030	Prac.g_00499
OG0001106	Prbj.g_01033	Prac.g_00501
OG0001107	Prbj.g_01034	Prac.g_00502
OG0001108	Prbj.g_02635	Prac.g_00503
OG0001109	Prbj.g_01025	Prac.g_00506
OG0001110	Prbj.g_01023	Prac.g_00508
OG0001111	Prbj.g_01022	Prac.g_00509
OG0001112	Prbj.g_01021	Prac.g_00510
OG0001113	Prbj.g_01020	Prac.g_00511
OG0001114	Prbj.g_01019	Prac.g_00512
OG0001115	Prbj.g_01018	Prac.g_00513
OG0001116	Prbj.g_01017	Prac.g_00514
OG0001117	Prbj.g_01016	Prac.g_00515
OG0001118	Prbj.g_01015	Prac.g_00516
OG0001119	Prbj.g_01014	Prac.g_00517
OG0001120	Prbj.g_01013	Prac.g_00518
OG0001121	Prbj.g_01012	Prac.g_00519
OG0001122	Prbj.g_01011	Prac.g_00520
OG0001123	Prbj.g_01010	Prac.g_00521
OG0001124	Prbj.g_01009	Prac.g_00522
OG0001125	Prbj.g_01008	Prac.g_00523
OG0001126	Prbj.g_01007	Prac.g_00524
OG0001127	Prbj.g_01006	Prac.g_00525
OG0001128	Prbj.g_01005	Prac.g_00526
OG0001129	Prbj.g_01004	Prac.g_00527
OG0001130	Prbj.g_01003	Prac.g_00528
OG0001131	Prbj.g_01002	Prac.g_00529
OG0001132	Prbj.g_01001	Prac.g_00530
OG0001133	Prbj.g_01000	Prac.g_00531
OG0001134	Prbj.g_00999	Prac.g_00532
OG0001135	Prbj.g_00998	Prac.g_00533
OG0001136	Prbj.g_00997	Prac.g_00534
OG0001137	Prbj.g_00996	Prac.g_00535
