Orthogroup	Prbj	Pral
OG0000568	Prbj.g_02547	Pral.g_00469
OG0000569	Prbj.g_02550	Pral.g_00466
OG0000570	Prbj.g_02551	Pral.g_00465
OG0000571	Prbj.g_02553	Pral.g_00464
OG0000572	Prbj.g_02558	Pral.g_00462
OG0000573	Prbj.g_02559	Pral.g_00461
OG0000574	Prbj.g_02560	Pral.g_00460
OG0000575	Prbj.g_02563	Pral.g_00459
OG0000576	Prbj.g_02565	Pral.g_00458
OG0000577	Prbj.g_02566	Pral.g_01430
OG0000578	Prbj.g_02568	Pral.g_01432
OG0000579	Prbj.g_02569	Pral.g_01433
OG0000580	Prbj.g_02570	Pral.g_01434
OG0000581	Prbj.g_02571	Pral.g_01435
OG0000582	Prbj.g_02573	Pral.g_01436
OG0000583	Prbj.g_02574	Pral.g_01437
OG0000584	Prbj.g_02576	Pral.g_01439
OG0000585	Prbj.g_02577	Pral.g_01440
OG0000586	Prbj.g_02579	Pral.g_01441
OG0000587	Prbj.g_02580	Pral.g_01442
OG0000588	Prbj.g_02581	Pral.g_01443
OG0000589	Prbj.g_02589	Pral.g_01444
OG0000590	Prbj.g_02590	Pral.g_01445
OG0000591	Prbj.g_02591	Pral.g_01446
OG0000592	Prbj.g_02592	Pral.g_01447
OG0000593	Prbj.g_02593	Pral.g_01448
OG0000594	Prbj.g_02596	Pral.g_01449
OG0000595	Prbj.g_02597	Pral.g_01450
OG0000596	Prbj.g_02598	Pral.g_01451
OG0000597	Prbj.g_00803	Pral.g_01455
OG0000598	Prbj.g_00804	Pral.g_01456
OG0000599	Prbj.g_00805	Pral.g_01457
OG0000600	Prbj.g_00806	Pral.g_01458
OG0000601	Prbj.g_00807	Pral.g_01459
OG0000602	Prbj.g_00809	Pral.g_01460
OG0000603	Prbj.g_00812	Pral.g_01461
OG0000604	Prbj.g_00813	Pral.g_01462
OG0000605	Prbj.g_00815	Pral.g_01463
OG0000606	Prbj.g_00816	Pral.g_01464
OG0000607	Prbj.g_00818	Pral.g_01466
OG0000608	Prbj.g_00819	Pral.g_01467
OG0000609	Prbj.g_00821	Pral.g_01469
OG0000610	Prbj.g_00822	Pral.g_01470
OG0000611	Prbj.g_00825	Pral.g_01772
OG0000612	Prbj.g_02707	Pral.g_01771
OG0000613	Prbj.g_01466	Pral.g_01769
OG0000614	Prbj.g_00184	Pral.g_01763
OG0000615	Prbj.g_00760	Pral.g_01762
OG0000616	Prbj.g_00248	Pral.g_01761
OG0000617	Prbj.g_02453	Pral.g_01758
OG0000618	Prbj.g_02636	Pral.g_01757
OG0000619	Prbj.g_00943	Pral.g_01756
OG0000620	Prbj.g_00921	Pral.g_01754
OG0000621	Prbj.g_00927	Pral.g_01753
OG0000622	Prbj.g_00931	Pral.g_01752
OG0000623	Prbj.g_00932	Pral.g_01751
OG0000624	Prbj.g_00946	Pral.g_01748
OG0000625	Prbj.g_00947	Pral.g_01747
OG0000626	Prbj.g_00948	Pral.g_01746
OG0000627	Prbj.g_00754	Pral.g_01743
OG0000628	Prbj.g_00755	Pral.g_01742
OG0000629	Prbj.g_00757	Pral.g_01741
OG0000630	Prbj.g_00759	Pral.g_01739
OG0000631	Prbj.g_02373	Pral.g_01737
OG0000632	Prbj.g_02057	Pral.g_00399
OG0000633	Prbj.g_00168	Pral.g_01691
OG0000634	Prbj.g_02180	Pral.g_01728
OG0000635	Prbj.g_02182	Pral.g_01726
OG0000636	Prbj.g_02183	Pral.g_01725
OG0000637	Prbj.g_02184	Pral.g_01723
OG0000638	Prbj.g_02185	Pral.g_01722
OG0000639	Prbj.g_02186	Pral.g_01721
OG0000640	Prbj.g_02187	Pral.g_01720
OG0000641	Prbj.g_02189	Pral.g_01719
OG0000642	Prbj.g_02190	Pral.g_01718
OG0000643	Prbj.g_02191	Pral.g_01717
OG0000644	Prbj.g_02193	Pral.g_01715
OG0000645	Prbj.g_02194	Pral.g_01713
OG0000646	Prbj.g_02195	Pral.g_01712
OG0000647	Prbj.g_02196	Pral.g_01711
OG0000648	Prbj.g_02320	Pral.g_01709
OG0000649	Prbj.g_02319	Pral.g_01708
OG0000650	Prbj.g_02316	Pral.g_01707
OG0000651	Prbj.g_02315	Pral.g_01706
OG0000652	Prbj.g_02312	Pral.g_01704
OG0000653	Prbj.g_02463	Pral.g_01304
OG0000654	Prbj.g_01884	Pral.g_00023
OG0000656	Prbj.g_01607	Pral.g_01037
OG0000657	Prbj.g_02276	Pral.g_01635
OG0000658	Prbj.g_02277	Pral.g_01636
OG0000659	Prbj.g_02278	Pral.g_01637
OG0000660	Prbj.g_00347	Pral.g_00701
OG0000661	Prbj.g_01337	Pral.g_01663
OG0000662	Prbj.g_02311	Pral.g_01660
OG0000663	Prbj.g_02306	Pral.g_01658
OG0000664	Prbj.g_02305	Pral.g_01657
OG0000665	Prbj.g_02304	Pral.g_01656
OG0000666	Prbj.g_02406	Pral.g_01482
OG0000667	Prbj.g_02407	Pral.g_01483
OG0000668	Prbj.g_02408	Pral.g_01484
OG0000669	Prbj.g_02409	Pral.g_01485
OG0000670	Prbj.g_02411	Pral.g_01487
OG0000671	Prbj.g_02412	Pral.g_01488
OG0000672	Prbj.g_02413	Pral.g_01489
OG0000673	Prbj.g_02414	Pral.g_01490
OG0000674	Prbj.g_02415	Pral.g_01491
OG0000675	Prbj.g_02416	Pral.g_01492
OG0000676	Prbj.g_02418	Pral.g_01494
OG0000677	Prbj.g_02420	Pral.g_01496
OG0000678	Prbj.g_02421	Pral.g_01497
OG0000679	Prbj.g_02422	Pral.g_01498
OG0000680	Prbj.g_02423	Pral.g_01499
OG0000681	Prbj.g_02424	Pral.g_01500
OG0000682	Prbj.g_02425	Pral.g_01501
OG0000683	Prbj.g_02427	Pral.g_01502
OG0000684	Prbj.g_02430	Pral.g_01504
OG0000685	Prbj.g_02431	Pral.g_01505
OG0000686	Prbj.g_02432	Pral.g_01506
OG0000687	Prbj.g_02433	Pral.g_01507
OG0000688	Prbj.g_02434	Pral.g_01508
OG0000689	Prbj.g_02435	Pral.g_01509
OG0000690	Prbj.g_02436	Pral.g_01510
OG0000691	Prbj.g_02438	Pral.g_01512
OG0000692	Prbj.g_02439	Pral.g_01513
OG0000693	Prbj.g_02440	Pral.g_01514
OG0000694	Prbj.g_02441	Pral.g_01515
OG0000695	Prbj.g_02442	Pral.g_01516
OG0000696	Prbj.g_02443	Pral.g_01517
OG0000697	Prbj.g_02470	Pral.g_01518
OG0000698	Prbj.g_02471	Pral.g_01519
OG0000699	Prbj.g_02475	Pral.g_01523
OG0000700	Prbj.g_02476	Pral.g_01524
OG0000701	Prbj.g_02478	Pral.g_01525
OG0000702	Prbj.g_02479	Pral.g_01526
OG0000703	Prbj.g_02480	Pral.g_01527
OG0000704	Prbj.g_02481	Pral.g_01528
OG0000705	Prbj.g_02483	Pral.g_01530
OG0000706	Prbj.g_02484	Pral.g_01531
OG0000707	Prbj.g_02485	Pral.g_01532
OG0000708	Prbj.g_02486	Pral.g_01533
OG0000709	Prbj.g_02487	Pral.g_01534
OG0000710	Prbj.g_02488	Pral.g_01535
OG0000711	Prbj.g_02490	Pral.g_01536
OG0000712	Prbj.g_02491	Pral.g_01537
OG0000713	Prbj.g_02492	Pral.g_01538
OG0000714	Prbj.g_02503	Pral.g_01542
OG0000715	Prbj.g_02504	Pral.g_01543
OG0000716	Prbj.g_02507	Pral.g_01544
OG0000717	Prbj.g_02511	Pral.g_01545
OG0000718	Prbj.g_02512	Pral.g_01546
OG0000719	Prbj.g_02514	Pral.g_01548
OG0000720	Prbj.g_02323	Pral.g_01552
OG0000721	Prbj.g_02199	Pral.g_01553
OG0000722	Prbj.g_02215	Pral.g_01820
OG0000723	Prbj.g_01553	Pral.g_01815
OG0000724	Prbj.g_02523	Pral.g_01809
OG0000725	Prbj.g_02333	Pral.g_01807
OG0000726	Prbj.g_00044	Pral.g_01806
OG0000727	Prbj.g_02334	Pral.g_01805
OG0000728	Prbj.g_02335	Pral.g_01804
OG0000729	Prbj.g_02337	Pral.g_01802
OG0000730	Prbj.g_02338	Pral.g_01801
OG0000731	Prbj.g_02340	Pral.g_01799
OG0000732	Prbj.g_02341	Pral.g_01798
OG0000733	Prbj.g_02342	Pral.g_01797
OG0000734	Prbj.g_02343	Pral.g_01796
OG0000735	Prbj.g_02344	Pral.g_01795
OG0000736	Prbj.g_02352	Pral.g_01793
OG0000737	Prbj.g_02354	Pral.g_01792
OG0000738	Prbj.g_02359	Pral.g_01790
OG0000739	Prbj.g_02361	Pral.g_01789
OG0000740	Prbj.g_02364	Pral.g_01788
OG0000741	Prbj.g_02379	Pral.g_01786
OG0000742	Prbj.g_02380	Pral.g_01785
OG0000743	Prbj.g_02383	Pral.g_01781
OG0000744	Prbj.g_02384	Pral.g_01780
OG0000745	Prbj.g_02397	Pral.g_01778
OG0000746	Prbj.g_02396	Pral.g_01777
OG0000747	Prbj.g_02395	Pral.g_01776
OG0000748	Prbj.g_02394	Pral.g_01775
OG0000749	Prbj.g_02393	Pral.g_01774
OG0000750	Prbj.g_02391	Pral.g_01773
OG0000751	Prbj.g_02399	Pral.g_01474
OG0000752	Prbj.g_02400	Pral.g_01475
OG0000753	Prbj.g_02401	Pral.g_01476
OG0000754	Prbj.g_02402	Pral.g_01477
OG0000755	Prbj.g_02403	Pral.g_01479
OG0000756	Prbj.g_02404	Pral.g_01480
OG0000757	Prbj.g_02405	Pral.g_01481
OG0000758	Prbj.g_02303	Pral.g_01655
OG0000759	Prbj.g_02302	Pral.g_01654
OG0000760	Prbj.g_02301	Pral.g_01653
OG0000761	Prbj.g_02299	Pral.g_01652
OG0000762	Prbj.g_02297	Pral.g_01650
OG0000763	Prbj.g_02296	Pral.g_01649
OG0000764	Prbj.g_02294	Pral.g_01647
OG0000765	Prbj.g_02293	Pral.g_01646
OG0000766	Prbj.g_02292	Pral.g_01645
OG0000767	Prbj.g_00694	Pral.g_01644
OG0000768	Prbj.g_02284	Pral.g_01643
OG0000769	Prbj.g_02283	Pral.g_01642
OG0000770	Prbj.g_02281	Pral.g_01640
OG0000771	Prbj.g_02280	Pral.g_01639
OG0000772	Prbj.g_01984	Pral.g_01605
OG0000773	Prbj.g_02275	Pral.g_01634
OG0000774	Prbj.g_02274	Pral.g_01633
OG0000775	Prbj.g_02273	Pral.g_01632
OG0000776	Prbj.g_02271	Pral.g_01630
OG0000777	Prbj.g_02270	Pral.g_01629
OG0000778	Prbj.g_02269	Pral.g_01628
OG0000779	Prbj.g_02264	Pral.g_01626
OG0000780	Prbj.g_02263	Pral.g_01625
OG0000781	Prbj.g_02261	Pral.g_01624
OG0000782	Prbj.g_02259	Pral.g_01622
OG0000783	Prbj.g_02257	Pral.g_01621
OG0000784	Prbj.g_02255	Pral.g_01620
OG0000785	Prbj.g_02254	Pral.g_01619
OG0000786	Prbj.g_02253	Pral.g_01618
OG0000787	Prbj.g_02251	Pral.g_01616
OG0000788	Prbj.g_02250	Pral.g_01615
OG0000789	Prbj.g_02249	Pral.g_01614
OG0000790	Prbj.g_02248	Pral.g_01613
OG0000791	Prbj.g_02247	Pral.g_01612
OG0000792	Prbj.g_00722	Pral.g_00050
OG0000793	Prbj.g_02245	Pral.g_01611
OG0000794	Prbj.g_02243	Pral.g_01610
OG0000795	Prbj.g_02241	Pral.g_01578
OG0000796	Prbj.g_02237	Pral.g_01579
OG0000797	Prbj.g_02236	Pral.g_01580
OG0000798	Prbj.g_02235	Pral.g_01581
OG0000799	Prbj.g_02231	Pral.g_01582
OG0000800	Prbj.g_02230	Pral.g_01583
OG0000801	Prbj.g_02229	Pral.g_01584
OG0000802	Prbj.g_02225	Pral.g_01586
OG0000803	Prbj.g_02224	Pral.g_01587
OG0000804	Prbj.g_02219	Pral.g_01590
OG0000805	Prbj.g_02217	Pral.g_01592
OG0000806	Prbj.g_02216	Pral.g_01593
OG0000807	Prbj.g_02214	Pral.g_01594
OG0000808	Prbj.g_02213	Pral.g_01595
OG0000809	Prbj.g_02207	Pral.g_01600
OG0000810	Prbj.g_02205	Pral.g_01602
OG0000811	Prbj.g_02204	Pral.g_01603
OG0000812	Prbj.g_01985	Pral.g_01604
OG0000813	Prbj.g_02203	Pral.g_01607
OG0000814	Prbj.g_02202	Pral.g_01608
OG0000815	Prbj.g_02201	Pral.g_01609
OG0000816	Prbj.g_02198	Pral.g_01575
OG0000817	Prbj.g_01850	Pral.g_01571
OG0000818	Prbj.g_01849	Pral.g_01570
OG0000819	Prbj.g_01846	Pral.g_01569
OG0000820	Prbj.g_01845	Pral.g_01568
OG0000821	Prbj.g_01844	Pral.g_01567
OG0000822	Prbj.g_01843	Pral.g_01566
OG0000823	Prbj.g_01840	Pral.g_01563
OG0000824	Prbj.g_01839	Pral.g_01562
OG0000825	Prbj.g_01836	Pral.g_01560
OG0000826	Prbj.g_01835	Pral.g_01559
OG0000827	Prbj.g_01834	Pral.g_01558
OG0000828	Prbj.g_01833	Pral.g_01556
OG0000829	Prbj.g_02687	Pral.g_01321
OG0000830	Prbj.g_02537	Pral.g_01033
OG0000831	Prbj.g_01669	Pral.g_01327
OG0000832	Prbj.g_00696	Pral.g_01032
OG0000833	Prbj.g_01289	Pral.g_01311
OG0000834	Prbj.g_00343	Pral.g_01324
OG0000835	Prbj.g_00333	Pral.g_00692
OG0000836	Prbj.g_00634	Pral.g_01141
OG0000837	Prbj.g_02555	Pral.g_01314
OG0000838	Prbj.g_01997	Pral.g_00077
OG0000839	Prbj.g_01991	Pral.g_00076
OG0000840	Prbj.g_01336	Pral.g_01902
OG0000841	Prbj.g_00641	Pral.g_01346
OG0000842	Prbj.g_00627	Pral.g_01351
OG0000843	Prbj.g_00953	Pral.g_01353
OG0000844	Prbj.g_00954	Pral.g_01354
OG0000845	Prbj.g_00955	Pral.g_01355
OG0000846	Prbj.g_00956	Pral.g_01356
OG0000847	Prbj.g_00958	Pral.g_01357
OG0000848	Prbj.g_00959	Pral.g_01358
OG0000849	Prbj.g_00962	Pral.g_01359
OG0000850	Prbj.g_00964	Pral.g_01360
OG0000851	Prbj.g_00968	Pral.g_01363
OG0000852	Prbj.g_00970	Pral.g_01366
OG0000853	Prbj.g_00972	Pral.g_01368
OG0000854	Prbj.g_00973	Pral.g_01369
OG0000855	Prbj.g_00846	Pral.g_01370
OG0000856	Prbj.g_00845	Pral.g_01371
OG0000857	Prbj.g_00844	Pral.g_01372
OG0000858	Prbj.g_00834	Pral.g_01376
OG0000859	Prbj.g_00832	Pral.g_01377
OG0000860	Prbj.g_00831	Pral.g_01378
OG0000861	Prbj.g_00830	Pral.g_01379
OG0000862	Prbj.g_00829	Pral.g_01380
OG0000863	Prbj.g_00304	Pral.g_01382
OG0000864	Prbj.g_00305	Pral.g_01383
OG0000865	Prbj.g_00307	Pral.g_01384
OG0000866	Prbj.g_00308	Pral.g_01385
OG0000867	Prbj.g_00311	Pral.g_01388
OG0000868	Prbj.g_00312	Pral.g_01390
OG0000869	Prbj.g_01910	Pral.g_01391
OG0000870	Prbj.g_01913	Pral.g_01394
OG0000871	Prbj.g_01914	Pral.g_01395
OG0000872	Prbj.g_00002	Pral.g_01399
OG0000873	Prbj.g_00003	Pral.g_01400
OG0000874	Prbj.g_00004	Pral.g_01401
OG0000875	Prbj.g_00006	Pral.g_01403
OG0000876	Prbj.g_00008	Pral.g_01404
OG0000877	Prbj.g_00009	Pral.g_01405
OG0000878	Prbj.g_00010	Pral.g_01406
OG0000879	Prbj.g_00011	Pral.g_01407
OG0000880	Prbj.g_00012	Pral.g_01408
OG0000881	Prbj.g_00013	Pral.g_01409
OG0000882	Prbj.g_00014	Pral.g_01410
OG0000883	Prbj.g_01908	Pral.g_01411
OG0000884	Prbj.g_01907	Pral.g_01412
OG0000885	Prbj.g_01906	Pral.g_01413
OG0000886	Prbj.g_01905	Pral.g_01414
OG0000887	Prbj.g_01903	Pral.g_01415
OG0000888	Prbj.g_02152	Pral.g_01416
OG0000889	Prbj.g_02153	Pral.g_01417
OG0000890	Prbj.g_02155	Pral.g_01419
OG0000891	Prbj.g_02156	Pral.g_01420
OG0000892	Prbj.g_02158	Pral.g_01421
OG0000893	Prbj.g_02159	Pral.g_01422
OG0000894	Prbj.g_02163	Pral.g_01423
OG0000895	Prbj.g_02164	Pral.g_01424
OG0000896	Prbj.g_02166	Pral.g_01426
OG0000897	Prbj.g_02167	Pral.g_01427
OG0000898	Prbj.g_00314	Pral.g_01428
OG0000899	Prbj.g_00313	Pral.g_01429
OG0000900	Prbj.g_00019	Pral.g_00456
OG0000901	Prbj.g_01679	Pral.g_01893
OG0000902	Prbj.g_00163	Pral.g_01292
OG0000903	Prbj.g_00162	Pral.g_01291
OG0000904	Prbj.g_00161	Pral.g_01290
OG0000905	Prbj.g_01717	Pral.g_01289
OG0000906	Prbj.g_01719	Pral.g_01288
OG0000907	Prbj.g_01721	Pral.g_01286
OG0000908	Prbj.g_01722	Pral.g_01285
OG0000909	Prbj.g_01723	Pral.g_01284
OG0000910	Prbj.g_01724	Pral.g_01283
OG0000911	Prbj.g_01725	Pral.g_01282
OG0000912	Prbj.g_01729	Pral.g_01279
OG0000913	Prbj.g_01732	Pral.g_01278
OG0000914	Prbj.g_01733	Pral.g_01277
OG0000915	Prbj.g_01736	Pral.g_01275
OG0000916	Prbj.g_01737	Pral.g_01274
OG0000917	Prbj.g_01738	Pral.g_01273
OG0000918	Prbj.g_01739	Pral.g_01272
OG0000919	Prbj.g_01740	Pral.g_01271
OG0000920	Prbj.g_01741	Pral.g_01270
OG0000921	Prbj.g_01744	Pral.g_01267
OG0000922	Prbj.g_01745	Pral.g_01266
OG0000923	Prbj.g_00669	Pral.g_01239
OG0000924	Prbj.g_00670	Pral.g_01238
OG0000925	Prbj.g_00121	Pral.g_01235
OG0000926	Prbj.g_00094	Pral.g_00440
OG0000927	Prbj.g_02508	Pral.g_01345
OG0000928	Prbj.g_00687	Pral.g_01060
OG0000929	Prbj.g_01837	Pral.g_01323
OG0000930	Prbj.g_02689	Pral.g_01343
OG0000931	Prbj.g_02521	Pral.g_01550
OG0000932	Prbj.g_00873	Pral.g_01299
OG0000933	Prbj.g_01640	Pral.g_01220
OG0000934	Prbj.g_01641	Pral.g_01219
OG0000935	Prbj.g_01642	Pral.g_01218
OG0000936	Prbj.g_01643	Pral.g_01217
OG0000937	Prbj.g_01644	Pral.g_01216
OG0000938	Prbj.g_01645	Pral.g_01215
OG0000939	Prbj.g_01646	Pral.g_01214
OG0000940	Prbj.g_01647	Pral.g_01213
OG0000941	Prbj.g_01649	Pral.g_01212
OG0000942	Prbj.g_01650	Pral.g_01211
OG0000943	Prbj.g_01651	Pral.g_01210
OG0000944	Prbj.g_01652	Pral.g_01209
OG0000945	Prbj.g_01653	Pral.g_01208
OG0000946	Prbj.g_01654	Pral.g_01207
OG0000947	Prbj.g_01655	Pral.g_01206
OG0000948	Prbj.g_01656	Pral.g_01205
OG0000949	Prbj.g_01657	Pral.g_01204
OG0000950	Prbj.g_01514	Pral.g_00287
OG0000951	Prbj.g_01304	Pral.g_01184
OG0000952	Prbj.g_01303	Pral.g_01183
OG0000953	Prbj.g_01302	Pral.g_01182
OG0000954	Prbj.g_01294	Pral.g_01181
OG0000955	Prbj.g_01293	Pral.g_01180
OG0000956	Prbj.g_01041	Pral.g_01178
OG0000957	Prbj.g_01043	Pral.g_01177
OG0000958	Prbj.g_01044	Pral.g_01176
OG0000959	Prbj.g_01045	Pral.g_01175
OG0000960	Prbj.g_01046	Pral.g_01174
OG0000961	Prbj.g_01047	Pral.g_01173
OG0000962	Prbj.g_01049	Pral.g_01172
OG0000963	Prbj.g_01050	Pral.g_01171
OG0000964	Prbj.g_01052	Pral.g_01169
OG0000965	Prbj.g_01054	Pral.g_01167
OG0000966	Prbj.g_01055	Pral.g_01166
OG0000967	Prbj.g_01058	Pral.g_01159
OG0000968	Prbj.g_01067	Pral.g_01158
OG0000969	Prbj.g_01068	Pral.g_01157
OG0000970	Prbj.g_01069	Pral.g_01156
OG0000971	Prbj.g_01070	Pral.g_01155
OG0000972	Prbj.g_01071	Pral.g_01154
OG0000973	Prbj.g_01073	Pral.g_01152
OG0000974	Prbj.g_01074	Pral.g_01151
OG0000975	Prbj.g_01075	Pral.g_01150
OG0000976	Prbj.g_01076	Pral.g_01149
OG0000977	Prbj.g_01077	Pral.g_01148
OG0000978	Prbj.g_01078	Pral.g_01147
OG0000979	Prbj.g_01079	Pral.g_01146
OG0000980	Prbj.g_01080	Pral.g_01145
OG0000981	Prbj.g_00631	Pral.g_01144
OG0000982	Prbj.g_00632	Pral.g_01143
OG0000983	Prbj.g_00633	Pral.g_01142
OG0000984	Prbj.g_00640	Pral.g_01137
OG0000985	Prbj.g_00642	Pral.g_01136
OG0000986	Prbj.g_00643	Pral.g_01135
OG0000987	Prbj.g_00646	Pral.g_01133
OG0000988	Prbj.g_00647	Pral.g_01132
OG0000989	Prbj.g_00648	Pral.g_01131
OG0000990	Prbj.g_00649	Pral.g_01130
OG0000991	Prbj.g_00650	Pral.g_01129
OG0000992	Prbj.g_00651	Pral.g_01128
OG0000993	Prbj.g_00652	Pral.g_01127
OG0000994	Prbj.g_00653	Pral.g_01126
OG0000995	Prbj.g_00654	Pral.g_01125
OG0000996	Prbj.g_00655	Pral.g_01124
OG0000997	Prbj.g_00657	Pral.g_01122
OG0000998	Prbj.g_00036	Pral.g_01115
OG0000999	Prbj.g_01674	Pral.g_01112
OG0001000	Prbj.g_01684	Pral.g_01110
OG0001001	Prbj.g_01686	Pral.g_01108
OG0001002	Prbj.g_01688	Pral.g_01106
OG0001003	Prbj.g_01689	Pral.g_01105
OG0001004	Prbj.g_02538	Pral.g_01104
OG0001005	Prbj.g_01690	Pral.g_01103
OG0001006	Prbj.g_01692	Pral.g_01101
OG0001007	Prbj.g_01693	Pral.g_01100
OG0001008	Prbj.g_01694	Pral.g_01099
OG0001009	Prbj.g_01696	Pral.g_01098
OG0001010	Prbj.g_01697	Pral.g_01097
OG0001011	Prbj.g_01699	Pral.g_01095
OG0001012	Prbj.g_01700	Pral.g_01094
OG0001013	Prbj.g_01701	Pral.g_01093
OG0001014	Prbj.g_01702	Pral.g_01092
OG0001015	Prbj.g_01703	Pral.g_01091
OG0001016	Prbj.g_01704	Pral.g_01090
OG0001017	Prbj.g_01705	Pral.g_01089
OG0001018	Prbj.g_01707	Pral.g_01088
OG0001019	Prbj.g_01708	Pral.g_01087
OG0001020	Prbj.g_01709	Pral.g_01086
OG0001021	Prbj.g_01710	Pral.g_01085
OG0001022	Prbj.g_01711	Pral.g_01084
OG0001023	Prbj.g_01712	Pral.g_01083
OG0001024	Prbj.g_01713	Pral.g_01081
OG0001025	Prbj.g_00888	Pral.g_01080
OG0001026	Prbj.g_00887	Pral.g_01079
OG0001027	Prbj.g_00185	Pral.g_01078
OG0001028	Prbj.g_00884	Pral.g_01076
OG0001029	Prbj.g_00883	Pral.g_01075
OG0001030	Prbj.g_00880	Pral.g_01072
OG0001031	Prbj.g_00879	Pral.g_01071
OG0001032	Prbj.g_02535	Pral.g_00045
OG0001033	Prbj.g_02561	Pral.g_01058
OG0001034	Prbj.g_02429	Pral.g_01503
OG0001035	Prbj.g_00868	Pral.g_00100
OG0001036	Prbj.g_00867	Pral.g_00101
OG0001037	Prbj.g_00856	Pral.g_00108
OG0001038	Prbj.g_00855	Pral.g_00109
OG0001039	Prbj.g_00854	Pral.g_00110
OG0001040	Prbj.g_00852	Pral.g_00111
OG0001041	Prbj.g_00495	Pral.g_00113
OG0001042	Prbj.g_00494	Pral.g_00114
OG0001043	Prbj.g_00493	Pral.g_00115
OG0001044	Prbj.g_00492	Pral.g_00116
OG0001045	Prbj.g_00491	Pral.g_00117
OG0001046	Prbj.g_00489	Pral.g_00119
OG0001047	Prbj.g_00488	Pral.g_00120
OG0001048	Prbj.g_00487	Pral.g_00121
OG0001049	Prbj.g_00486	Pral.g_00122
OG0001050	Prbj.g_00485	Pral.g_00123
OG0001051	Prbj.g_00484	Pral.g_00124
OG0001052	Prbj.g_00483	Pral.g_00125
OG0001053	Prbj.g_00482	Pral.g_00126
OG0001054	Prbj.g_00481	Pral.g_00127
OG0001055	Prbj.g_00480	Pral.g_00128
OG0001056	Prbj.g_00478	Pral.g_00129
OG0001057	Prbj.g_00476	Pral.g_00131
OG0001058	Prbj.g_00475	Pral.g_00132
OG0001059	Prbj.g_00473	Pral.g_00133
OG0001060	Prbj.g_00472	Pral.g_00134
OG0001061	Prbj.g_00471	Pral.g_00135
OG0001062	Prbj.g_00470	Pral.g_00136
OG0001063	Prbj.g_00469	Pral.g_00137
OG0001064	Prbj.g_00467	Pral.g_00138
OG0001065	Prbj.g_00466	Pral.g_00139
OG0001066	Prbj.g_00465	Pral.g_00140
OG0001067	Prbj.g_00464	Pral.g_00141
OG0001068	Prbj.g_00463	Pral.g_00142
OG0001069	Prbj.g_00459	Pral.g_00145
OG0001070	Prbj.g_00457	Pral.g_00147
OG0001071	Prbj.g_00456	Pral.g_00148
OG0001072	Prbj.g_00455	Pral.g_00149
OG0001073	Prbj.g_00454	Pral.g_00150
OG0001074	Prbj.g_00453	Pral.g_00151
OG0001075	Prbj.g_00451	Pral.g_00154
OG0001076	Prbj.g_00449	Pral.g_00156
OG0001077	Prbj.g_00448	Pral.g_00157
OG0001078	Prbj.g_00447	Pral.g_00158
OG0001079	Prbj.g_00446	Pral.g_00159
OG0001080	Prbj.g_00445	Pral.g_00160
OG0001081	Prbj.g_00444	Pral.g_00161
OG0001082	Prbj.g_00443	Pral.g_00162
OG0001083	Prbj.g_00442	Pral.g_00163
OG0001084	Prbj.g_00428	Pral.g_00164
OG0001085	Prbj.g_00427	Pral.g_00165
OG0001086	Prbj.g_02660	Pral.g_00170
OG0001087	Prbj.g_02657	Pral.g_00172
OG0001088	Prbj.g_02656	Pral.g_00173
OG0001089	Prbj.g_02652	Pral.g_00176
OG0001090	Prbj.g_02651	Pral.g_00177
OG0001091	Prbj.g_02650	Pral.g_00178
OG0001092	Prbj.g_02649	Pral.g_00179
OG0001093	Prbj.g_02648	Pral.g_00180
OG0001094	Prbj.g_02647	Pral.g_00181
OG0001095	Prbj.g_02646	Pral.g_00182
OG0001096	Prbj.g_02645	Pral.g_00183
OG0001097	Prbj.g_02644	Pral.g_00184
OG0001098	Prbj.g_02643	Pral.g_00185
OG0001099	Prbj.g_02641	Pral.g_00187
OG0001100	Prbj.g_02640	Pral.g_00188
OG0001101	Prbj.g_02639	Pral.g_00189
OG0001102	Prbj.g_01027	Pral.g_00193
OG0001103	Prbj.g_01028	Pral.g_00194
OG0001104	Prbj.g_01032	Pral.g_00198
OG0001105	Prbj.g_01030	Pral.g_00196
OG0001106	Prbj.g_01033	Pral.g_00192
OG0001107	Prbj.g_01034	Pral.g_00191
OG0001108	Prbj.g_02635	Pral.g_00190
OG0001109	Prbj.g_01025	Pral.g_00200
OG0001110	Prbj.g_01023	Pral.g_00202
OG0001111	Prbj.g_01022	Pral.g_00203
OG0001112	Prbj.g_01021	Pral.g_00204
OG0001113	Prbj.g_01020	Pral.g_00205
OG0001114	Prbj.g_01019	Pral.g_00206
OG0001115	Prbj.g_01018	Pral.g_00207
OG0001116	Prbj.g_01017	Pral.g_00208
OG0001117	Prbj.g_01016	Pral.g_00209
OG0001118	Prbj.g_01015	Pral.g_00210
OG0001119	Prbj.g_01014	Pral.g_00211
OG0001120	Prbj.g_01013	Pral.g_00212
OG0001121	Prbj.g_01012	Pral.g_00213
OG0001122	Prbj.g_01011	Pral.g_00214
OG0001123	Prbj.g_01010	Pral.g_00215
OG0001124	Prbj.g_01009	Pral.g_00216
OG0001125	Prbj.g_01008	Pral.g_00217
OG0001126	Prbj.g_01007	Pral.g_00218
OG0001127	Prbj.g_01006	Pral.g_00219
