Orthogroup	Prbm	Pram
OG0000535	Prbm.g_00515	Pram.g_00426
OG0000536	Prbm.g_00516	Pram.g_00427
OG0000537	Prbm.g_00517	Pram.g_00428
OG0000538	Prbm.g_00534	Pram.g_00438
OG0000539	Prbm.g_00535	Pram.g_00439
OG0000540	Prbm.g_00536	Pram.g_00440
OG0000541	Prbm.g_00537	Pram.g_00441
OG0000542	Prbm.g_00539	Pram.g_00442
OG0000543	Prbm.g_00541	Pram.g_00444
OG0000544	Prbm.g_00542	Pram.g_00445
OG0000545	Prbm.g_00544	Pram.g_00447
OG0000546	Prbm.g_00547	Pram.g_00450
OG0000547	Prbm.g_00549	Pram.g_00452
OG0000548	Prbm.g_00550	Pram.g_00453
OG0000549	Prbm.g_00553	Pram.g_00456
OG0000550	Prbm.g_00557	Pram.g_00461
OG0000551	Prbm.g_00560	Pram.g_00464
OG0000552	Prbm.g_00561	Pram.g_00465
OG0000553	Prbm.g_00562	Pram.g_00466
OG0000554	Prbm.g_00567	Pram.g_00472
OG0000555	Prbm.g_00575	Pram.g_00479
OG0000556	Prbm.g_00577	Pram.g_00481
OG0000557	Prbm.g_00578	Pram.g_00482
OG0000558	Prbm.g_00580	Pram.g_00484
OG0000559	Prbm.g_00584	Pram.g_00488
OG0000560	Prbm.g_00587	Pram.g_00491
OG0000561	Prbm.g_00588	Pram.g_00492
OG0000562	Prbm.g_00589	Pram.g_00493
OG0000563	Prbm.g_00590	Pram.g_00494
OG0000564	Prbm.g_00591	Pram.g_00495
OG0000565	Prbm.g_00594	Pram.g_00498
OG0000566	Prbm.g_00596	Pram.g_00502
OG0000567	Prbm.g_00600	Pram.g_00506
OG0000568	Prbm.g_00601	Pram.g_00507
OG0000569	Prbm.g_00602	Pram.g_00508
OG0000570	Prbm.g_00603	Pram.g_00509
OG0000571	Prbm.g_00605	Pram.g_00511
OG0000572	Prbm.g_00616	Pram.g_00523
OG0000573	Prbm.g_00621	Pram.g_00529
OG0000574	Prbm.g_00624	Pram.g_00530
OG0000575	Prbm.g_00627	Pram.g_00534
OG0000576	Prbm.g_00629	Pram.g_00536
OG0000577	Prbm.g_00630	Pram.g_00537
OG0000578	Prbm.g_00631	Pram.g_00538
OG0000579	Prbm.g_00632	Pram.g_00539
OG0000580	Prbm.g_00633	Pram.g_00540
OG0000581	Prbm.g_00636	Pram.g_00543
OG0000582	Prbm.g_00639	Pram.g_00546
OG0000583	Prbm.g_00640	Pram.g_00547
OG0000584	Prbm.g_00641	Pram.g_00548
OG0000585	Prbm.g_00643	Pram.g_00550
OG0000586	Prbm.g_00644	Pram.g_00551
OG0000587	Prbm.g_00645	Pram.g_00552
OG0000588	Prbm.g_00649	Pram.g_00556
OG0000589	Prbm.g_00652	Pram.g_00559
OG0000590	Prbm.g_00653	Pram.g_00560
OG0000591	Prbm.g_00656	Pram.g_00564
OG0000592	Prbm.g_00657	Pram.g_00565
OG0000593	Prbm.g_00663	Pram.g_01078
OG0000594	Prbm.g_00664	Pram.g_01077
OG0000595	Prbm.g_00665	Pram.g_01076
OG0000596	Prbm.g_00669	Pram.g_01073
OG0000597	Prbm.g_00671	Pram.g_01070
OG0000598	Prbm.g_00672	Pram.g_01069
OG0000599	Prbm.g_00675	Pram.g_01066
OG0000600	Prbm.g_00676	Pram.g_01065
OG0000601	Prbm.g_00677	Pram.g_01064
OG0000602	Prbm.g_00679	Pram.g_01062
OG0000603	Prbm.g_00680	Pram.g_01061
OG0000604	Prbm.g_00681	Pram.g_01060
OG0000605	Prbm.g_00682	Pram.g_01059
OG0000606	Prbm.g_00685	Pram.g_01056
OG0000607	Prbm.g_00688	Pram.g_01053
OG0000608	Prbm.g_00689	Pram.g_01052
OG0000609	Prbm.g_00690	Pram.g_01051
OG0000610	Prbm.g_00696	Pram.g_01045
OG0000611	Prbm.g_00699	Pram.g_01042
OG0000612	Prbm.g_00700	Pram.g_01041
OG0000613	Prbm.g_00706	Pram.g_00763
OG0000614	Prbm.g_00730	Pram.g_00784
OG0000615	Prbm.g_00737	Pram.g_00795
OG0000616	Prbm.g_02220	Pram.g_01927
OG0000617	Prbm.g_00748	Pram.g_01024
OG0000618	Prbm.g_00749	Pram.g_01023
OG0000619	Prbm.g_00750	Pram.g_01022
OG0000620	Prbm.g_00753	Pram.g_01019
OG0000621	Prbm.g_00754	Pram.g_01018
OG0000622	Prbm.g_00755	Pram.g_01017
OG0000623	Prbm.g_00756	Pram.g_01016
OG0000624	Prbm.g_00758	Pram.g_01014
OG0000625	Prbm.g_00759	Pram.g_01013
OG0000626	Prbm.g_00760	Pram.g_01012
OG0000627	Prbm.g_00762	Pram.g_01011
OG0000628	Prbm.g_00763	Pram.g_01010
OG0000629	Prbm.g_00764	Pram.g_01008
OG0000630	Prbm.g_00767	Pram.g_01005
OG0000631	Prbm.g_00959	Pram.g_00913
OG0000632	Prbm.g_00960	Pram.g_00914
OG0000633	Prbm.g_00961	Pram.g_00915
OG0000634	Prbm.g_00810	Pram.g_00805
OG0000635	Prbm.g_00811	Pram.g_00806
OG0000636	Prbm.g_00813	Pram.g_00808
OG0000637	Prbm.g_00815	Pram.g_00810
OG0000638	Prbm.g_00816	Pram.g_00811
OG0000639	Prbm.g_00817	Pram.g_00812
OG0000640	Prbm.g_00818	Pram.g_00813
OG0000641	Prbm.g_00822	Pram.g_00817
OG0000642	Prbm.g_00823	Pram.g_00818
OG0000643	Prbm.g_00824	Pram.g_00819
OG0000644	Prbm.g_00825	Pram.g_00820
OG0000645	Prbm.g_00826	Pram.g_00821
OG0000646	Prbm.g_00829	Pram.g_00823
OG0000647	Prbm.g_00831	Pram.g_00825
OG0000648	Prbm.g_00833	Pram.g_00827
OG0000649	Prbm.g_00834	Pram.g_00828
OG0000650	Prbm.g_00835	Pram.g_00829
OG0000651	Prbm.g_00836	Pram.g_00830
OG0000652	Prbm.g_00837	Pram.g_00831
OG0000653	Prbm.g_00839	Pram.g_00833
OG0000654	Prbm.g_00840	Pram.g_00834
OG0000655	Prbm.g_00841	Pram.g_00835
OG0000656	Prbm.g_00844	Pram.g_00838
OG0000657	Prbm.g_00850	Pram.g_00845
OG0000658	Prbm.g_00852	Pram.g_00847
OG0000659	Prbm.g_00853	Pram.g_00848
OG0000660	Prbm.g_00857	Pram.g_00852
OG0000661	Prbm.g_00859	Pram.g_00854
OG0000662	Prbm.g_00861	Pram.g_00857
OG0000663	Prbm.g_00863	Pram.g_00859
OG0000664	Prbm.g_00864	Pram.g_00860
OG0000665	Prbm.g_00868	Pram.g_00866
OG0000666	Prbm.g_00869	Pram.g_00867
OG0000667	Prbm.g_00873	Pram.g_00872
OG0000668	Prbm.g_00911	Pram.g_00713
OG0000669	Prbm.g_00919	Pram.g_00724
OG0000670	Prbm.g_00922	Pram.g_00727
OG0000671	Prbm.g_00924	Pram.g_00729
OG0000672	Prbm.g_00927	Pram.g_00732
OG0000673	Prbm.g_00930	Pram.g_00735
OG0000674	Prbm.g_00932	Pram.g_00737
OG0000675	Prbm.g_00933	Pram.g_00738
OG0000676	Prbm.g_00935	Pram.g_00740
OG0000677	Prbm.g_00936	Pram.g_00741
OG0000678	Prbm.g_00939	Pram.g_00743
OG0000679	Prbm.g_00943	Pram.g_00747
OG0000680	Prbm.g_00944	Pram.g_00748
OG0000681	Prbm.g_00946	Pram.g_00751
OG0000682	Prbm.g_00947	Pram.g_00752
OG0000683	Prbm.g_00948	Pram.g_00753
OG0000684	Prbm.g_00793	Pram.g_00754
OG0000685	Prbm.g_00795	Pram.g_00756
OG0000686	Prbm.g_00796	Pram.g_00757
OG0000687	Prbm.g_00797	Pram.g_00758
OG0000688	Prbm.g_00800	Pram.g_01036
OG0000689	Prbm.g_00801	Pram.g_01035
OG0000690	Prbm.g_00802	Pram.g_01034
OG0000691	Prbm.g_00803	Pram.g_01033
OG0000692	Prbm.g_00805	Pram.g_01031
OG0000693	Prbm.g_00806	Pram.g_01030
OG0000694	Prbm.g_00807	Pram.g_01029
OG0000695	Prbm.g_00963	Pram.g_00917
OG0000696	Prbm.g_00964	Pram.g_00918
OG0000697	Prbm.g_00965	Pram.g_00919
OG0000698	Prbm.g_00968	Pram.g_00922
OG0000699	Prbm.g_00969	Pram.g_00923
OG0000700	Prbm.g_00970	Pram.g_00924
OG0000701	Prbm.g_00971	Pram.g_00925
OG0000702	Prbm.g_00973	Pram.g_00927
OG0000703	Prbm.g_00974	Pram.g_00928
OG0000704	Prbm.g_00975	Pram.g_00930
OG0000705	Prbm.g_00981	Pram.g_00936
OG0000706	Prbm.g_00982	Pram.g_00937
OG0000707	Prbm.g_00983	Pram.g_00938
OG0000708	Prbm.g_00985	Pram.g_00940
OG0000709	Prbm.g_00989	Pram.g_00944
OG0000710	Prbm.g_00992	Pram.g_00947
OG0000711	Prbm.g_01007	Pram.g_00963
OG0000712	Prbm.g_01009	Pram.g_00964
OG0000713	Prbm.g_01010	Pram.g_00965
OG0000714	Prbm.g_01011	Pram.g_00966
OG0000715	Prbm.g_01013	Pram.g_00968
OG0000716	Prbm.g_01014	Pram.g_00970
OG0000717	Prbm.g_01015	Pram.g_00971
OG0000718	Prbm.g_01031	Pram.g_00973
OG0000719	Prbm.g_01032	Pram.g_00975
OG0000720	Prbm.g_01042	Pram.g_00986
OG0000721	Prbm.g_01043	Pram.g_00990
OG0000722	Prbm.g_01044	Pram.g_00991
OG0000723	Prbm.g_01048	Pram.g_00995
OG0000724	Prbm.g_01059	Pram.g_00893
OG0000725	Prbm.g_00887	Pram.g_00887
OG0000726	Prbm.g_00886	Pram.g_00886
OG0000727	Prbm.g_00885	Pram.g_00885
OG0000728	Prbm.g_00883	Pram.g_00883
OG0000729	Prbm.g_02104	Pram.g_01208
OG0000730	Prbm.g_00398	Pram.g_01182
OG0000731	Prbm.g_00406	Pram.g_00335
OG0000733	Prbm.g_01911	Pram.g_01547
OG0000734	Prbm.g_01565	Pram.g_01156
OG0000735	Prbm.g_01563	Pram.g_01154
OG0000736	Prbm.g_01562	Pram.g_01153
OG0000737	Prbm.g_01561	Pram.g_01152
OG0000738	Prbm.g_01557	Pram.g_01148
OG0000739	Prbm.g_01556	Pram.g_01147
OG0000740	Prbm.g_01555	Pram.g_01146
OG0000741	Prbm.g_01553	Pram.g_01144
OG0000742	Prbm.g_01550	Pram.g_01141
OG0000743	Prbm.g_01548	Pram.g_01139
OG0000744	Prbm.g_01547	Pram.g_01137
OG0000745	Prbm.g_01545	Pram.g_01136
OG0000746	Prbm.g_01543	Pram.g_01134
OG0000747	Prbm.g_01542	Pram.g_01133
OG0000748	Prbm.g_01538	Pram.g_01129
OG0000749	Prbm.g_01537	Pram.g_01128
OG0000750	Prbm.g_01536	Pram.g_01127
OG0000751	Prbm.g_01533	Pram.g_01124
OG0000752	Prbm.g_01531	Pram.g_01122
OG0000753	Prbm.g_01529	Pram.g_01119
OG0000754	Prbm.g_01525	Pram.g_01117
OG0000755	Prbm.g_01520	Pram.g_01111
OG0000756	Prbm.g_01519	Pram.g_01110
OG0000757	Prbm.g_01512	Pram.g_01103
OG0000758	Prbm.g_01511	Pram.g_01102
OG0000759	Prbm.g_01510	Pram.g_01101
OG0000760	Prbm.g_01509	Pram.g_01100
OG0000761	Prbm.g_01508	Pram.g_01099
OG0000762	Prbm.g_01507	Pram.g_01098
OG0000763	Prbm.g_01505	Pram.g_01096
OG0000764	Prbm.g_01504	Pram.g_01095
OG0000765	Prbm.g_01496	Pram.g_01087
OG0000766	Prbm.g_01495	Pram.g_01086
OG0000767	Prbm.g_01494	Pram.g_01084
OG0000768	Prbm.g_01493	Pram.g_01083
OG0000769	Prbm.g_01491	Pram.g_01081
OG0000770	Prbm.g_01490	Pram.g_00570
OG0000771	Prbm.g_01054	Pram.g_01254
OG0000772	Prbm.g_01356	Pram.g_01569
OG0000773	Prbm.g_01602	Pram.g_01221
OG0000774	Prbm.g_01605	Pram.g_01223
OG0000775	Prbm.g_01606	Pram.g_01225
OG0000776	Prbm.g_01607	Pram.g_01226
OG0000777	Prbm.g_01608	Pram.g_01227
OG0000778	Prbm.g_01609	Pram.g_01228
OG0000779	Prbm.g_01613	Pram.g_01232
OG0000780	Prbm.g_01614	Pram.g_01233
OG0000781	Prbm.g_01616	Pram.g_01236
OG0000782	Prbm.g_01617	Pram.g_01237
OG0000783	Prbm.g_01618	Pram.g_01238
OG0000784	Prbm.g_01619	Pram.g_01239
OG0000785	Prbm.g_01621	Pram.g_01241
OG0000786	Prbm.g_01624	Pram.g_01244
OG0000787	Prbm.g_01625	Pram.g_01245
OG0000788	Prbm.g_00777	Pram.g_01271
OG0000789	Prbm.g_01051	Pram.g_01281
OG0000790	Prbm.g_01665	Pram.g_01463
OG0000791	Prbm.g_01667	Pram.g_01461
OG0000792	Prbm.g_01668	Pram.g_01460
OG0000793	Prbm.g_01671	Pram.g_01456
OG0000794	Prbm.g_01672	Pram.g_01455
OG0000795	Prbm.g_01673	Pram.g_01454
OG0000796	Prbm.g_01677	Pram.g_01450
OG0000797	Prbm.g_01678	Pram.g_01449
OG0000799	Prbm.g_01691	Pram.g_01398
OG0000800	Prbm.g_01692	Pram.g_01397
OG0000801	Prbm.g_01693	Pram.g_01396
OG0000802	Prbm.g_01695	Pram.g_01394
OG0000803	Prbm.g_01697	Pram.g_01392
OG0000804	Prbm.g_01698	Pram.g_01391
OG0000805	Prbm.g_01700	Pram.g_01389
OG0000806	Prbm.g_01702	Pram.g_01387
OG0000807	Prbm.g_01703	Pram.g_01386
OG0000808	Prbm.g_01704	Pram.g_01385
OG0000809	Prbm.g_01708	Pram.g_01383
OG0000810	Prbm.g_01709	Pram.g_01382
OG0000811	Prbm.g_01713	Pram.g_01375
OG0000812	Prbm.g_01715	Pram.g_01373
OG0000813	Prbm.g_01716	Pram.g_01372
OG0000814	Prbm.g_01718	Pram.g_01370
OG0000815	Prbm.g_01719	Pram.g_01369
OG0000816	Prbm.g_01721	Pram.g_01367
OG0000817	Prbm.g_01722	Pram.g_01366
OG0000818	Prbm.g_01726	Pram.g_01361
OG0000819	Prbm.g_01727	Pram.g_01360
OG0000820	Prbm.g_01728	Pram.g_01359
OG0000821	Prbm.g_01731	Pram.g_01355
OG0000822	Prbm.g_01732	Pram.g_01354
OG0000823	Prbm.g_01733	Pram.g_01353
OG0000824	Prbm.g_01736	Pram.g_01350
OG0000825	Prbm.g_01737	Pram.g_01349
OG0000826	Prbm.g_01738	Pram.g_01348
OG0000827	Prbm.g_01739	Pram.g_01347
OG0000828	Prbm.g_01742	Pram.g_01344
OG0000829	Prbm.g_01743	Pram.g_01343
OG0000830	Prbm.g_01744	Pram.g_01342
OG0000831	Prbm.g_01746	Pram.g_01340
OG0000832	Prbm.g_01756	Pram.g_01330
OG0000833	Prbm.g_01764	Pram.g_01321
OG0000834	Prbm.g_01765	Pram.g_01320
OG0000835	Prbm.g_01766	Pram.g_01319
OG0000836	Prbm.g_01768	Pram.g_01318
OG0000837	Prbm.g_01769	Pram.g_01317
OG0000838	Prbm.g_01771	Pram.g_01314
OG0000839	Prbm.g_01772	Pram.g_01313
OG0000840	Prbm.g_01773	Pram.g_01312
OG0000841	Prbm.g_01774	Pram.g_01311
OG0000842	Prbm.g_01775	Pram.g_01310
OG0000843	Prbm.g_01776	Pram.g_01309
OG0000844	Prbm.g_01777	Pram.g_01308
OG0000845	Prbm.g_01778	Pram.g_01307
OG0000846	Prbm.g_01779	Pram.g_01306
OG0000847	Prbm.g_01780	Pram.g_01305
OG0000848	Prbm.g_01781	Pram.g_01304
OG0000849	Prbm.g_01782	Pram.g_01303
OG0000850	Prbm.g_01784	Pram.g_01301
OG0000851	Prbm.g_01785	Pram.g_01300
OG0000852	Prbm.g_01786	Pram.g_01299
OG0000853	Prbm.g_01791	Pram.g_01294
OG0000854	Prbm.g_01793	Pram.g_01292
OG0000855	Prbm.g_01794	Pram.g_01291
OG0000856	Prbm.g_01685	Pram.g_00567
OG0000857	Prbm.g_00830	Pram.g_00824
OG0000858	Prbm.g_01835	Pram.g_01625
OG0000859	Prbm.g_01836	Pram.g_01626
OG0000860	Prbm.g_01843	Pram.g_01634
OG0000861	Prbm.g_01844	Pram.g_01635
OG0000862	Prbm.g_01845	Pram.g_01636
OG0000863	Prbm.g_01846	Pram.g_01638
OG0000864	Prbm.g_01847	Pram.g_01639
OG0000865	Prbm.g_01848	Pram.g_01640
OG0000866	Prbm.g_01849	Pram.g_01641
OG0000867	Prbm.g_01850	Pram.g_01642
OG0000868	Prbm.g_01851	Pram.g_01644
OG0000869	Prbm.g_01854	Pram.g_01647
OG0000870	Prbm.g_01859	Pram.g_01652
OG0000871	Prbm.g_01860	Pram.g_01653
OG0000872	Prbm.g_01861	Pram.g_01654
OG0000873	Prbm.g_01864	Pram.g_01657
OG0000874	Prbm.g_01867	Pram.g_01660
OG0000875	Prbm.g_01869	Pram.g_01662
OG0000876	Prbm.g_01870	Pram.g_01663
OG0000877	Prbm.g_01872	Pram.g_01665
OG0000878	Prbm.g_01873	Pram.g_01666
OG0000879	Prbm.g_01874	Pram.g_01667
OG0000880	Prbm.g_01875	Pram.g_01668
OG0000881	Prbm.g_01878	Pram.g_01672
OG0000882	Prbm.g_01883	Pram.g_01677
OG0000883	Prbm.g_01885	Pram.g_01679
OG0000884	Prbm.g_01887	Pram.g_01681
OG0000885	Prbm.g_01888	Pram.g_01682
OG0000886	Prbm.g_01889	Pram.g_01683
OG0000887	Prbm.g_01890	Pram.g_01684
OG0000888	Prbm.g_01892	Pram.g_01686
OG0000889	Prbm.g_01894	Pram.g_01688
OG0000890	Prbm.g_01895	Pram.g_01689
OG0000891	Prbm.g_01896	Pram.g_01690
OG0000892	Prbm.g_01898	Pram.g_01691
OG0000893	Prbm.g_01948	Pram.g_01695
OG0000894	Prbm.g_01951	Pram.g_01698
OG0000895	Prbm.g_01954	Pram.g_01702
OG0000896	Prbm.g_01955	Pram.g_01703
OG0000897	Prbm.g_01957	Pram.g_01705
OG0000898	Prbm.g_01958	Pram.g_01706
OG0000899	Prbm.g_01959	Pram.g_01707
OG0000900	Prbm.g_01960	Pram.g_01708
OG0000901	Prbm.g_01963	Pram.g_01711
OG0000902	Prbm.g_01965	Pram.g_01713
OG0000903	Prbm.g_01975	Pram.g_01717
OG0000904	Prbm.g_01970	Pram.g_01722
OG0000905	Prbm.g_01967	Pram.g_01715
OG0000906	Prbm.g_01966	Pram.g_01714
OG0000907	Prbm.g_01990	Pram.g_01727
OG0000908	Prbm.g_01993	Pram.g_01730
OG0000909	Prbm.g_01994	Pram.g_01731
OG0000910	Prbm.g_01995	Pram.g_01732
OG0000911	Prbm.g_01997	Pram.g_01734
OG0000912	Prbm.g_01998	Pram.g_01735
OG0000913	Prbm.g_01999	Pram.g_01736
OG0000914	Prbm.g_02000	Pram.g_01737
OG0000915	Prbm.g_02001	Pram.g_01738
OG0000916	Prbm.g_02002	Pram.g_01739
OG0000917	Prbm.g_02003	Pram.g_01740
OG0000918	Prbm.g_02004	Pram.g_01741
OG0000919	Prbm.g_02005	Pram.g_01742
OG0000920	Prbm.g_02006	Pram.g_01743
OG0000921	Prbm.g_02007	Pram.g_01744
OG0000922	Prbm.g_02008	Pram.g_01745
OG0000923	Prbm.g_02012	Pram.g_01749
OG0000924	Prbm.g_02013	Pram.g_01750
OG0000925	Prbm.g_02014	Pram.g_01751
OG0000926	Prbm.g_02015	Pram.g_01752
OG0000927	Prbm.g_02017	Pram.g_01754
OG0000928	Prbm.g_02018	Pram.g_01755
OG0000929	Prbm.g_02019	Pram.g_01756
OG0000930	Prbm.g_02020	Pram.g_01757
OG0000931	Prbm.g_02021	Pram.g_01758
OG0000932	Prbm.g_02022	Pram.g_01759
OG0000933	Prbm.g_02026	Pram.g_01763
OG0000934	Prbm.g_02028	Pram.g_01765
OG0000935	Prbm.g_02029	Pram.g_01766
OG0000936	Prbm.g_02030	Pram.g_01767
OG0000937	Prbm.g_02031	Pram.g_01768
OG0000938	Prbm.g_02034	Pram.g_01771
OG0000939	Prbm.g_02035	Pram.g_01772
OG0000940	Prbm.g_02042	Pram.g_01779
OG0000941	Prbm.g_02044	Pram.g_01781
OG0000942	Prbm.g_02046	Pram.g_01783
OG0000943	Prbm.g_02048	Pram.g_01784
OG0000944	Prbm.g_02050	Pram.g_01786
OG0000945	Prbm.g_02051	Pram.g_01787
OG0000946	Prbm.g_02057	Pram.g_01793
OG0000947	Prbm.g_02059	Pram.g_01795
OG0000948	Prbm.g_02060	Pram.g_01796
OG0000949	Prbm.g_02063	Pram.g_01799
OG0000950	Prbm.g_02068	Pram.g_01806
OG0000951	Prbm.g_02072	Pram.g_01810
OG0000952	Prbm.g_02076	Pram.g_01814
OG0000953	Prbm.g_02080	Pram.g_01818
OG0000954	Prbm.g_02084	Pram.g_01822
OG0000955	Prbm.g_02085	Pram.g_01823
OG0000956	Prbm.g_02087	Pram.g_01825
OG0000957	Prbm.g_02092	Pram.g_01831
OG0000958	Prbm.g_02093	Pram.g_01832
OG0000959	Prbm.g_02097	Pram.g_01836
OG0000960	Prbm.g_02098	Pram.g_01837
OG0000961	Prbm.g_02101	Pram.g_01840
OG0000962	Prbm.g_02103	Pram.g_01842
OG0000963	Prbm.g_02107	Pram.g_01846
OG0000964	Prbm.g_02108	Pram.g_01847
OG0000965	Prbm.g_02109	Pram.g_01848
OG0000966	Prbm.g_02144	Pram.g_01854
OG0000967	Prbm.g_02148	Pram.g_01858
OG0000968	Prbm.g_02150	Pram.g_01860
OG0000969	Prbm.g_02151	Pram.g_01861
OG0000970	Prbm.g_02152	Pram.g_01862
OG0000971	Prbm.g_02153	Pram.g_01863
OG0000972	Prbm.g_02154	Pram.g_01864
OG0000973	Prbm.g_02155	Pram.g_01865
OG0000974	Prbm.g_02156	Pram.g_01866
OG0000975	Prbm.g_02157	Pram.g_01867
OG0000976	Prbm.g_02158	Pram.g_01868
OG0000977	Prbm.g_02159	Pram.g_01869
OG0000978	Prbm.g_02160	Pram.g_01870
OG0000979	Prbm.g_02163	Pram.g_01873
OG0000980	Prbm.g_02165	Pram.g_01875
OG0000981	Prbm.g_02168	Pram.g_01878
OG0000982	Prbm.g_02170	Pram.g_01880
OG0000983	Prbm.g_02171	Pram.g_01881
OG0000984	Prbm.g_02172	Pram.g_01882
OG0000985	Prbm.g_02175	Pram.g_01885
OG0000986	Prbm.g_02177	Pram.g_01887
OG0000987	Prbm.g_02178	Pram.g_01888
OG0000988	Prbm.g_02181	Pram.g_01891
OG0000989	Prbm.g_02185	Pram.g_01895
OG0000990	Prbm.g_02190	Pram.g_01900
OG0000991	Prbm.g_02191	Pram.g_01901
OG0000992	Prbm.g_02194	Pram.g_01904
OG0000993	Prbm.g_02195	Pram.g_01905
OG0000994	Prbm.g_02196	Pram.g_01906
OG0000995	Prbm.g_02200	Pram.g_01910
OG0000996	Prbm.g_02201	Pram.g_01911
OG0000997	Prbm.g_02208	Pram.g_01913
OG0000998	Prbm.g_02210	Pram.g_01915
OG0000999	Prbm.g_02211	Pram.g_01916
OG0001000	Prbm.g_02214	Pram.g_01919
OG0001001	Prbm.g_02217	Pram.g_01924
OG0001002	Prbm.g_02222	Pram.g_01929
OG0001003	Prbm.g_02225	Pram.g_01930
OG0001004	Prbm.g_02226	Pram.g_01931
OG0001005	Prbm.g_02227	Pram.g_01932
OG0001006	Prbm.g_02231	Pram.g_01936
OG0001007	Prbm.g_02233	Pram.g_01938
OG0001008	Prbm.g_00447	Pram.g_00372
OG0001009	Prbm.g_00027	Pram.g_00014
OG0001010	Prbm.g_00028	Pram.g_00015
OG0001011	Prbm.g_00029	Pram.g_00016
OG0001012	Prbm.g_00052	Pram.g_00028
OG0001013	Prbm.g_00057	Pram.g_00035
OG0001014	Prbm.g_00060	Pram.g_00038
OG0001015	Prbm.g_00061	Pram.g_00039
OG0001016	Prbm.g_00130	Pram.g_00058
OG0001017	Prbm.g_00134	Pram.g_00062
OG0001018	Prbm.g_00137	Pram.g_00064
OG0001019	Prbm.g_00146	Pram.g_00073
OG0001020	Prbm.g_00147	Pram.g_00074
OG0001021	Prbm.g_00148	Pram.g_00075
OG0001022	Prbm.g_00151	Pram.g_00078
OG0001023	Prbm.g_00152	Pram.g_00079
OG0001024	Prbm.g_00155	Pram.g_00082
OG0001025	Prbm.g_00162	Pram.g_00089
OG0001026	Prbm.g_00170	Pram.g_00097
OG0001027	Prbm.g_00171	Pram.g_00098
OG0001028	Prbm.g_00173	Pram.g_00100
OG0001029	Prbm.g_00175	Pram.g_00101
OG0001030	Prbm.g_00191	Pram.g_00117
OG0001031	Prbm.g_00246	Pram.g_00171
OG0001032	Prbm.g_00247	Pram.g_00172
OG0001033	Prbm.g_00267	Pram.g_00193
OG0001034	Prbm.g_00296	Pram.g_00223
OG0001035	Prbm.g_00313	Pram.g_00243
OG0001036	Prbm.g_00318	Pram.g_00247
OG0001037	Prbm.g_00319	Pram.g_00248
OG0001038	Prbm.g_00335	Pram.g_00266
OG0001039	Prbm.g_00337	Pram.g_00269
OG0001040	Prbm.g_00340	Pram.g_00271
OG0001041	Prbm.g_00344	Pram.g_00276
OG0001042	Prbm.g_00360	Pram.g_00293
OG0001043	Prbm.g_00361	Pram.g_00294
OG0001044	Prbm.g_00399	Pram.g_00327
OG0001045	Prbm.g_00408	Pram.g_00337
OG0001046	Prbm.g_01121	Pram.g_01537
OG0001047	Prbm.g_00449	Pram.g_00374
OG0001048	Prbm.g_00450	Pram.g_00375
OG0001049	Prbm.g_00452	Pram.g_00377
OG0001050	Prbm.g_00453	Pram.g_00378
OG0001051	Prbm.g_00454	Pram.g_00379
OG0001052	Prbm.g_00497	Pram.g_00407
OG0001053	Prbm.g_00509	Pram.g_00419
OG0001054	Prbm.g_00523	Pram.g_00434
OG0001055	Prbm.g_00551	Pram.g_00454
OG0001056	Prbm.g_00569	Pram.g_00474
OG0001057	Prbm.g_00574	Pram.g_00478
OG0001058	Prbm.g_00582	Pram.g_00486
OG0001059	Prbm.g_00586	Pram.g_00490
OG0001060	Prbm.g_00593	Pram.g_00497
OG0001061	Prbm.g_00606	Pram.g_00512
OG0001062	Prbm.g_00608	Pram.g_00514
OG0001063	Prbm.g_00609	Pram.g_00516
OG0001064	Prbm.g_00610	Pram.g_00517
OG0001065	Prbm.g_00611	Pram.g_00518
OG0001066	Prbm.g_00612	Pram.g_00519
OG0001067	Prbm.g_00613	Pram.g_00520
OG0001068	Prbm.g_00614	Pram.g_00521
OG0001069	Prbm.g_00615	Pram.g_00522
OG0001070	Prbm.g_00617	Pram.g_00524
OG0001071	Prbm.g_00618	Pram.g_00525
OG0001072	Prbm.g_00619	Pram.g_00527
OG0001073	Prbm.g_00634	Pram.g_00541
OG0001074	Prbm.g_00646	Pram.g_00553
OG0001075	Prbm.g_00647	Pram.g_00554
OG0001076	Prbm.g_00654	Pram.g_00562
OG0001077	Prbm.g_00659	Pram.g_00568
OG0001078	Prbm.g_00667	Pram.g_01074
OG0001079	Prbm.g_00678	Pram.g_01063
OG0001080	Prbm.g_00684	Pram.g_01057
OG0001081	Prbm.g_00686	Pram.g_01055
OG0001082	Prbm.g_00687	Pram.g_01054
OG0001083	Prbm.g_00692	Pram.g_01049
OG0001084	Prbm.g_00693	Pram.g_01048
OG0001085	Prbm.g_00703	Pram.g_00760
OG0001086	Prbm.g_00704	Pram.g_00761
OG0001087	Prbm.g_00725	Pram.g_00779
OG0001088	Prbm.g_00726	Pram.g_00780
OG0001089	Prbm.g_00734	Pram.g_00791
OG0001090	Prbm.g_00743	Pram.g_00802
OG0001091	Prbm.g_00745	Pram.g_01027
OG0001092	Prbm.g_00746	Pram.g_01026
OG0001093	Prbm.g_00751	Pram.g_01021
OG0001094	Prbm.g_00808	Pram.g_01028
OG0001095	Prbm.g_00827	Pram.g_00822
