Orthogroup	Prbm	Praw
OG0000544	Prbm.g_00542	Praw.g_00640
OG0000545	Prbm.g_00544	Praw.g_00638
OG0000546	Prbm.g_00547	Praw.g_00635
OG0000547	Prbm.g_00549	Praw.g_00633
OG0000548	Prbm.g_00550	Praw.g_00632
OG0000549	Prbm.g_00553	Praw.g_00630
OG0000550	Prbm.g_00557	Praw.g_00625
OG0000551	Prbm.g_00560	Praw.g_00621
OG0000552	Prbm.g_00561	Praw.g_00620
OG0000553	Prbm.g_00562	Praw.g_00619
OG0000554	Prbm.g_00567	Praw.g_00614
OG0000555	Prbm.g_00575	Praw.g_00606
OG0000556	Prbm.g_00577	Praw.g_00604
OG0000557	Prbm.g_00578	Praw.g_00603
OG0000558	Prbm.g_00580	Praw.g_00601
OG0000559	Prbm.g_00584	Praw.g_00597
OG0000560	Prbm.g_00587	Praw.g_00594
OG0000561	Prbm.g_00588	Praw.g_00593
OG0000562	Prbm.g_00589	Praw.g_00592
OG0000563	Prbm.g_00590	Praw.g_00591
OG0000564	Prbm.g_00591	Praw.g_00590
OG0000565	Prbm.g_00594	Praw.g_00587
OG0000566	Prbm.g_00596	Praw.g_00585
OG0000567	Prbm.g_00600	Praw.g_00581
OG0000568	Prbm.g_00601	Praw.g_00580
OG0000569	Prbm.g_00602	Praw.g_00579
OG0000570	Prbm.g_00603	Praw.g_00578
OG0000571	Prbm.g_00605	Praw.g_00576
OG0000572	Prbm.g_00616	Praw.g_01933
OG0000573	Prbm.g_00621	Praw.g_01938
OG0000574	Prbm.g_00624	Praw.g_01939
OG0000575	Prbm.g_00627	Praw.g_01943
OG0000576	Prbm.g_00629	Praw.g_01945
OG0000577	Prbm.g_00630	Praw.g_01946
OG0000578	Prbm.g_00631	Praw.g_01947
OG0000579	Prbm.g_00632	Praw.g_01948
OG0000580	Prbm.g_00633	Praw.g_01949
OG0000581	Prbm.g_00636	Praw.g_00141
OG0000582	Prbm.g_00639	Praw.g_00144
OG0000583	Prbm.g_00640	Praw.g_00145
OG0000584	Prbm.g_00641	Praw.g_00146
OG0000585	Prbm.g_00643	Praw.g_00148
OG0000586	Prbm.g_00644	Praw.g_00149
OG0000587	Prbm.g_00645	Praw.g_00150
OG0000588	Prbm.g_00649	Praw.g_00154
OG0000589	Prbm.g_00652	Praw.g_00157
OG0000590	Prbm.g_00653	Praw.g_00158
OG0000591	Prbm.g_00656	Praw.g_00161
OG0000592	Prbm.g_00657	Praw.g_00162
OG0000593	Prbm.g_00663	Praw.g_00168
OG0000594	Prbm.g_00664	Praw.g_00169
OG0000595	Prbm.g_00665	Praw.g_01888
OG0000596	Prbm.g_00669	Praw.g_01884
OG0000597	Prbm.g_00671	Praw.g_01882
OG0000598	Prbm.g_00672	Praw.g_01881
OG0000599	Prbm.g_00675	Praw.g_01878
OG0000600	Prbm.g_00676	Praw.g_01877
OG0000601	Prbm.g_00677	Praw.g_01876
OG0000602	Prbm.g_00679	Praw.g_01874
OG0000603	Prbm.g_00680	Praw.g_01873
OG0000604	Prbm.g_00681	Praw.g_01872
OG0000605	Prbm.g_00682	Praw.g_01871
OG0000606	Prbm.g_00685	Praw.g_01868
OG0000607	Prbm.g_00688	Praw.g_01865
OG0000608	Prbm.g_00689	Praw.g_01864
OG0000609	Prbm.g_00690	Praw.g_01863
OG0000610	Prbm.g_00696	Praw.g_01858
OG0000611	Prbm.g_00699	Praw.g_01855
OG0000612	Prbm.g_00700	Praw.g_01854
OG0000613	Prbm.g_00706	Praw.g_01849
OG0000614	Prbm.g_00730	Praw.g_01830
OG0000615	Prbm.g_00737	Praw.g_01822
OG0000616	Prbm.g_02220	Praw.g_01818
OG0000617	Prbm.g_00748	Praw.g_01803
OG0000618	Prbm.g_00749	Praw.g_01802
OG0000619	Prbm.g_00750	Praw.g_01801
OG0000620	Prbm.g_00753	Praw.g_01798
OG0000621	Prbm.g_00754	Praw.g_01797
OG0000622	Prbm.g_00755	Praw.g_01796
OG0000623	Prbm.g_00756	Praw.g_01795
OG0000624	Prbm.g_00758	Praw.g_01794
OG0000625	Prbm.g_00759	Praw.g_01793
OG0000626	Prbm.g_00760	Praw.g_01792
OG0000627	Prbm.g_00762	Praw.g_01791
OG0000628	Prbm.g_00763	Praw.g_01790
OG0000629	Prbm.g_00764	Praw.g_01789
OG0000630	Prbm.g_00767	Praw.g_01786
OG0000631	Prbm.g_00959	Praw.g_01706
OG0000632	Prbm.g_00960	Praw.g_01705
OG0000633	Prbm.g_00961	Praw.g_01704
OG0000634	Prbm.g_00810	Praw.g_01701
OG0000635	Prbm.g_00811	Praw.g_01700
OG0000636	Prbm.g_00813	Praw.g_01698
OG0000637	Prbm.g_00815	Praw.g_01696
OG0000638	Prbm.g_00816	Praw.g_01695
OG0000639	Prbm.g_00817	Praw.g_01694
OG0000640	Prbm.g_00818	Praw.g_01693
OG0000641	Prbm.g_00822	Praw.g_01689
OG0000642	Prbm.g_00823	Praw.g_01688
OG0000643	Prbm.g_00824	Praw.g_01687
OG0000644	Prbm.g_00825	Praw.g_01686
OG0000645	Prbm.g_00826	Praw.g_01685
OG0000646	Prbm.g_00829	Praw.g_01683
OG0000647	Prbm.g_00831	Praw.g_01682
OG0000648	Prbm.g_00833	Praw.g_01680
OG0000649	Prbm.g_00834	Praw.g_01679
OG0000650	Prbm.g_00835	Praw.g_01678
OG0000651	Prbm.g_00836	Praw.g_01677
OG0000652	Prbm.g_00837	Praw.g_01676
OG0000653	Prbm.g_00839	Praw.g_01674
OG0000654	Prbm.g_00840	Praw.g_01673
OG0000655	Prbm.g_00841	Praw.g_01672
OG0000656	Prbm.g_00844	Praw.g_01669
OG0000657	Prbm.g_00850	Praw.g_01663
OG0000658	Prbm.g_00852	Praw.g_01662
OG0000659	Prbm.g_00853	Praw.g_01661
OG0000660	Prbm.g_00857	Praw.g_01657
OG0000661	Prbm.g_00859	Praw.g_01655
OG0000662	Prbm.g_00861	Praw.g_01653
OG0000663	Prbm.g_00863	Praw.g_01651
OG0000664	Prbm.g_00864	Praw.g_01650
OG0000665	Prbm.g_00868	Praw.g_01646
OG0000666	Prbm.g_00869	Praw.g_01645
OG0000667	Prbm.g_00873	Praw.g_01641
OG0000668	Prbm.g_00911	Praw.g_01611
OG0000669	Prbm.g_00919	Praw.g_01605
OG0000670	Prbm.g_00922	Praw.g_01603
OG0000671	Prbm.g_00924	Praw.g_01601
OG0000672	Prbm.g_00927	Praw.g_01599
OG0000673	Prbm.g_00930	Praw.g_01596
OG0000674	Prbm.g_00932	Praw.g_01594
OG0000675	Prbm.g_00933	Praw.g_01593
OG0000676	Prbm.g_00935	Praw.g_01591
OG0000677	Prbm.g_00936	Praw.g_01590
OG0000678	Prbm.g_00939	Praw.g_01588
OG0000679	Prbm.g_00943	Praw.g_01584
OG0000680	Prbm.g_00944	Praw.g_01583
OG0000681	Prbm.g_00946	Praw.g_01581
OG0000682	Prbm.g_00947	Praw.g_01580
OG0000683	Prbm.g_00948	Praw.g_01579
OG0000684	Prbm.g_00793	Praw.g_01577
OG0000685	Prbm.g_00795	Praw.g_01575
OG0000686	Prbm.g_00796	Praw.g_01574
OG0000687	Prbm.g_00797	Praw.g_01573
OG0000688	Prbm.g_00800	Praw.g_01570
OG0000689	Prbm.g_00801	Praw.g_01569
OG0000690	Prbm.g_00802	Praw.g_01568
OG0000691	Prbm.g_00803	Praw.g_01567
OG0000692	Prbm.g_00805	Praw.g_01565
OG0000693	Prbm.g_00806	Praw.g_01564
OG0000694	Prbm.g_00807	Praw.g_01563
OG0000695	Prbm.g_00963	Praw.g_01561
OG0000696	Prbm.g_00964	Praw.g_01560
OG0000697	Prbm.g_00965	Praw.g_01559
OG0000698	Prbm.g_00968	Praw.g_01556
OG0000699	Prbm.g_00969	Praw.g_01555
OG0000700	Prbm.g_00970	Praw.g_01554
OG0000701	Prbm.g_00971	Praw.g_01553
OG0000702	Prbm.g_00973	Praw.g_01551
OG0000703	Prbm.g_00974	Praw.g_01550
OG0000704	Prbm.g_00975	Praw.g_01549
OG0000705	Prbm.g_00981	Praw.g_01545
OG0000706	Prbm.g_00982	Praw.g_01544
OG0000707	Prbm.g_00983	Praw.g_01543
OG0000708	Prbm.g_00985	Praw.g_01542
OG0000709	Prbm.g_00989	Praw.g_01538
OG0000710	Prbm.g_00992	Praw.g_01535
OG0000711	Prbm.g_01007	Praw.g_01518
OG0000712	Prbm.g_01009	Praw.g_01516
OG0000713	Prbm.g_01010	Praw.g_01515
OG0000714	Prbm.g_01011	Praw.g_01514
OG0000715	Prbm.g_01013	Praw.g_01512
OG0000716	Prbm.g_01014	Praw.g_01510
OG0000717	Prbm.g_01015	Praw.g_01509
OG0000718	Prbm.g_01031	Praw.g_01498
OG0000719	Prbm.g_01032	Praw.g_01496
OG0000720	Prbm.g_01042	Praw.g_01487
OG0000721	Prbm.g_01043	Praw.g_01485
OG0000722	Prbm.g_01044	Praw.g_01484
OG0000723	Prbm.g_01048	Praw.g_01481
OG0000724	Prbm.g_01059	Praw.g_01472
OG0000725	Prbm.g_00887	Praw.g_01466
OG0000726	Prbm.g_00886	Praw.g_01465
OG0000727	Prbm.g_00885	Praw.g_01464
OG0000728	Prbm.g_00883	Praw.g_01462
OG0000729	Prbm.g_02104	Praw.g_01416
OG0000730	Prbm.g_00398	Praw.g_00172
OG0000731	Prbm.g_00406	Praw.g_00176
OG0000732	Prbm.g_02166	Praw.g_00183
OG0000733	Prbm.g_01911	Praw.g_00202
OG0000734	Prbm.g_01565	Praw.g_00219
OG0000735	Prbm.g_01563	Praw.g_00221
OG0000736	Prbm.g_01562	Praw.g_00222
OG0000737	Prbm.g_01561	Praw.g_00223
OG0000738	Prbm.g_01557	Praw.g_00227
OG0000739	Prbm.g_01556	Praw.g_00228
OG0000740	Prbm.g_01555	Praw.g_00229
OG0000741	Prbm.g_01553	Praw.g_00230
OG0000742	Prbm.g_01550	Praw.g_00233
OG0000743	Prbm.g_01548	Praw.g_00235
OG0000744	Prbm.g_01547	Praw.g_00236
OG0000745	Prbm.g_01545	Praw.g_00237
OG0000746	Prbm.g_01543	Praw.g_00239
OG0000747	Prbm.g_01542	Praw.g_00240
OG0000748	Prbm.g_01538	Praw.g_00243
OG0000749	Prbm.g_01537	Praw.g_00244
OG0000750	Prbm.g_01536	Praw.g_00245
OG0000751	Prbm.g_01533	Praw.g_00247
OG0000752	Prbm.g_01531	Praw.g_00249
OG0000753	Prbm.g_01529	Praw.g_00252
OG0000754	Prbm.g_01525	Praw.g_00255
OG0000755	Prbm.g_01520	Praw.g_00258
OG0000756	Prbm.g_01519	Praw.g_00259
OG0000757	Prbm.g_01512	Praw.g_00265
OG0000758	Prbm.g_01511	Praw.g_00266
OG0000759	Prbm.g_01510	Praw.g_00267
OG0000760	Prbm.g_01509	Praw.g_00268
OG0000761	Prbm.g_01508	Praw.g_00269
OG0000762	Prbm.g_01507	Praw.g_00270
OG0000763	Prbm.g_01505	Praw.g_00272
OG0000764	Prbm.g_01504	Praw.g_00273
OG0000765	Prbm.g_01496	Praw.g_00282
OG0000766	Prbm.g_01495	Praw.g_00283
OG0000767	Prbm.g_01494	Praw.g_00285
OG0000768	Prbm.g_01493	Praw.g_00286
OG0000769	Prbm.g_01491	Praw.g_00288
OG0000770	Prbm.g_01490	Praw.g_00290
OG0000771	Prbm.g_01054	Praw.g_00904
OG0000772	Prbm.g_01356	Praw.g_00954
OG0000773	Prbm.g_01602	Praw.g_00970
OG0000774	Prbm.g_01605	Praw.g_00972
OG0000775	Prbm.g_01606	Praw.g_00976
OG0000776	Prbm.g_01607	Praw.g_00977
OG0000777	Prbm.g_01608	Praw.g_00978
OG0000778	Prbm.g_01609	Praw.g_00979
OG0000779	Prbm.g_01613	Praw.g_00983
OG0000780	Prbm.g_01614	Praw.g_00984
OG0000781	Prbm.g_01616	Praw.g_00987
OG0000782	Prbm.g_01617	Praw.g_00988
OG0000783	Prbm.g_01618	Praw.g_00989
OG0000784	Prbm.g_01619	Praw.g_00990
OG0000785	Prbm.g_01621	Praw.g_00992
OG0000786	Prbm.g_01624	Praw.g_00994
OG0000787	Prbm.g_01625	Praw.g_00995
OG0000788	Prbm.g_00777	Praw.g_01002
OG0000789	Prbm.g_01051	Praw.g_01006
OG0000790	Prbm.g_01665	Praw.g_01021
OG0000791	Prbm.g_01667	Praw.g_01023
OG0000792	Prbm.g_01668	Praw.g_01024
OG0000793	Prbm.g_01671	Praw.g_01027
OG0000794	Prbm.g_01672	Praw.g_01028
OG0000795	Prbm.g_01673	Praw.g_01029
OG0000796	Prbm.g_01677	Praw.g_01033
OG0000797	Prbm.g_01678	Praw.g_01034
OG0000799	Prbm.g_01691	Praw.g_01101
OG0000800	Prbm.g_01692	Praw.g_01100
OG0000801	Prbm.g_01693	Praw.g_01099
OG0000802	Prbm.g_01695	Praw.g_01097
OG0000803	Prbm.g_01697	Praw.g_01095
OG0000804	Prbm.g_01698	Praw.g_01094
OG0000805	Prbm.g_01700	Praw.g_01092
OG0000806	Prbm.g_01702	Praw.g_01090
OG0000807	Prbm.g_01703	Praw.g_01089
OG0000808	Prbm.g_01704	Praw.g_01088
OG0000809	Prbm.g_01708	Praw.g_01085
OG0000810	Prbm.g_01709	Praw.g_01084
OG0000811	Prbm.g_01713	Praw.g_01077
OG0000812	Prbm.g_01715	Praw.g_01075
OG0000813	Prbm.g_01716	Praw.g_00343
OG0000814	Prbm.g_01718	Praw.g_00345
OG0000815	Prbm.g_01719	Praw.g_00346
OG0000816	Prbm.g_01721	Praw.g_00348
OG0000817	Prbm.g_01722	Praw.g_00349
OG0000818	Prbm.g_01726	Praw.g_00354
OG0000819	Prbm.g_01727	Praw.g_00355
OG0000820	Prbm.g_01728	Praw.g_00356
OG0000821	Prbm.g_01731	Praw.g_00359
OG0000822	Prbm.g_01732	Praw.g_00360
OG0000823	Prbm.g_01733	Praw.g_00361
OG0000824	Prbm.g_01736	Praw.g_00364
OG0000825	Prbm.g_01737	Praw.g_00365
OG0000826	Prbm.g_01738	Praw.g_00366
OG0000827	Prbm.g_01739	Praw.g_00367
OG0000828	Prbm.g_01742	Praw.g_00371
OG0000829	Prbm.g_01743	Praw.g_00372
OG0000830	Prbm.g_01744	Praw.g_00373
OG0000831	Prbm.g_01746	Praw.g_00375
OG0000832	Prbm.g_01756	Praw.g_00381
OG0000833	Prbm.g_01764	Praw.g_00389
OG0000834	Prbm.g_01765	Praw.g_00390
OG0000835	Prbm.g_01766	Praw.g_00391
OG0000836	Prbm.g_01768	Praw.g_00392
OG0000837	Prbm.g_01769	Praw.g_00393
OG0000838	Prbm.g_01771	Praw.g_00395
OG0000839	Prbm.g_01772	Praw.g_00396
OG0000840	Prbm.g_01773	Praw.g_00397
OG0000841	Prbm.g_01774	Praw.g_00398
OG0000842	Prbm.g_01775	Praw.g_00399
OG0000843	Prbm.g_01776	Praw.g_00400
OG0000844	Prbm.g_01777	Praw.g_00401
OG0000845	Prbm.g_01778	Praw.g_00402
OG0000846	Prbm.g_01779	Praw.g_00403
OG0000847	Prbm.g_01780	Praw.g_00404
OG0000848	Prbm.g_01781	Praw.g_00405
OG0000849	Prbm.g_01782	Praw.g_00406
OG0000850	Prbm.g_01784	Praw.g_00408
OG0000851	Prbm.g_01785	Praw.g_00409
OG0000852	Prbm.g_01786	Praw.g_00410
OG0000853	Prbm.g_01791	Praw.g_00414
OG0000854	Prbm.g_01793	Praw.g_00416
OG0000855	Prbm.g_01794	Praw.g_00417
OG0000856	Prbm.g_01685	Praw.g_00430
OG0000857	Prbm.g_00830	Praw.g_00458
OG0000858	Prbm.g_01835	Praw.g_00509
OG0000859	Prbm.g_01836	Praw.g_00510
OG0000860	Prbm.g_01843	Praw.g_00517
OG0000861	Prbm.g_01844	Praw.g_00518
OG0000862	Prbm.g_01845	Praw.g_00519
OG0000863	Prbm.g_01846	Praw.g_00521
OG0000864	Prbm.g_01847	Praw.g_00522
OG0000865	Prbm.g_01848	Praw.g_00523
OG0000866	Prbm.g_01849	Praw.g_00524
OG0000867	Prbm.g_01850	Praw.g_00525
OG0000868	Prbm.g_01851	Praw.g_00526
OG0000869	Prbm.g_01854	Praw.g_00530
OG0000870	Prbm.g_01859	Praw.g_00535
OG0000871	Prbm.g_01860	Praw.g_00536
OG0000872	Prbm.g_01861	Praw.g_00537
OG0000873	Prbm.g_01864	Praw.g_00540
OG0000874	Prbm.g_01867	Praw.g_00543
OG0000875	Prbm.g_01869	Praw.g_00544
OG0000876	Prbm.g_01870	Praw.g_00545
OG0000877	Prbm.g_01872	Praw.g_00547
OG0000878	Prbm.g_01873	Praw.g_00548
OG0000879	Prbm.g_01874	Praw.g_00549
OG0000880	Prbm.g_01875	Praw.g_00550
OG0000881	Prbm.g_01878	Praw.g_00554
OG0000882	Prbm.g_01883	Praw.g_00559
OG0000883	Prbm.g_01885	Praw.g_00561
OG0000884	Prbm.g_01887	Praw.g_00563
OG0000885	Prbm.g_01888	Praw.g_00564
OG0000886	Prbm.g_01889	Praw.g_00565
OG0000887	Prbm.g_01890	Praw.g_00566
OG0000888	Prbm.g_01892	Praw.g_00568
OG0000889	Prbm.g_01894	Praw.g_00570
OG0000890	Prbm.g_01895	Praw.g_00571
OG0000891	Prbm.g_01896	Praw.g_00572
OG0000892	Prbm.g_01898	Praw.g_01921
OG0000893	Prbm.g_01948	Praw.g_01917
OG0000894	Prbm.g_01951	Praw.g_01915
OG0000895	Prbm.g_01954	Praw.g_01912
OG0000896	Prbm.g_01955	Praw.g_01911
OG0000897	Prbm.g_01957	Praw.g_01909
OG0000898	Prbm.g_01958	Praw.g_01908
OG0000899	Prbm.g_01959	Praw.g_01907
OG0000900	Prbm.g_01960	Praw.g_01906
OG0000901	Prbm.g_01963	Praw.g_01903
OG0000902	Prbm.g_01965	Praw.g_01901
OG0000903	Prbm.g_01975	Praw.g_01898
OG0000904	Prbm.g_01970	Praw.g_01896
OG0000905	Prbm.g_01967	Praw.g_01892
OG0000906	Prbm.g_01966	Praw.g_01891
OG0000907	Prbm.g_01990	Praw.g_00138
OG0000908	Prbm.g_01993	Praw.g_00135
OG0000909	Prbm.g_01994	Praw.g_00134
OG0000910	Prbm.g_01995	Praw.g_00133
OG0000911	Prbm.g_01997	Praw.g_00131
OG0000912	Prbm.g_01998	Praw.g_00130
OG0000913	Prbm.g_01999	Praw.g_00129
OG0000914	Prbm.g_02000	Praw.g_00128
OG0000915	Prbm.g_02001	Praw.g_00127
OG0000916	Prbm.g_02002	Praw.g_00126
OG0000917	Prbm.g_02003	Praw.g_00125
OG0000918	Prbm.g_02004	Praw.g_00124
OG0000919	Prbm.g_02005	Praw.g_00123
OG0000920	Prbm.g_02006	Praw.g_00122
OG0000921	Prbm.g_02007	Praw.g_00121
OG0000922	Prbm.g_02008	Praw.g_00120
OG0000923	Prbm.g_02012	Praw.g_00116
OG0000924	Prbm.g_02013	Praw.g_00115
OG0000925	Prbm.g_02014	Praw.g_00114
OG0000926	Prbm.g_02015	Praw.g_00113
OG0000927	Prbm.g_02017	Praw.g_00111
OG0000928	Prbm.g_02018	Praw.g_00110
OG0000929	Prbm.g_02019	Praw.g_00109
OG0000930	Prbm.g_02020	Praw.g_00108
OG0000931	Prbm.g_02021	Praw.g_00107
OG0000932	Prbm.g_02022	Praw.g_00106
OG0000933	Prbm.g_02026	Praw.g_00102
OG0000934	Prbm.g_02028	Praw.g_00100
OG0000935	Prbm.g_02029	Praw.g_00099
OG0000936	Prbm.g_02030	Praw.g_00098
OG0000937	Prbm.g_02031	Praw.g_00097
OG0000938	Prbm.g_02034	Praw.g_00095
OG0000939	Prbm.g_02035	Praw.g_00094
OG0000940	Prbm.g_02042	Praw.g_00087
OG0000941	Prbm.g_02044	Praw.g_00085
OG0000942	Prbm.g_02046	Praw.g_00083
OG0000943	Prbm.g_02048	Praw.g_00082
OG0000944	Prbm.g_02050	Praw.g_00081
OG0000945	Prbm.g_02051	Praw.g_00080
OG0000946	Prbm.g_02057	Praw.g_00076
OG0000947	Prbm.g_02059	Praw.g_00074
OG0000948	Prbm.g_02060	Praw.g_00073
OG0000949	Prbm.g_02063	Praw.g_00070
OG0000950	Prbm.g_02068	Praw.g_00065
OG0000951	Prbm.g_02072	Praw.g_00061
OG0000952	Prbm.g_02076	Praw.g_00057
OG0000953	Prbm.g_02080	Praw.g_00054
OG0000954	Prbm.g_02084	Praw.g_00050
OG0000955	Prbm.g_02085	Praw.g_00049
OG0000956	Prbm.g_02087	Praw.g_00047
OG0000957	Prbm.g_02092	Praw.g_00041
OG0000958	Prbm.g_02093	Praw.g_00040
OG0000959	Prbm.g_02097	Praw.g_00036
OG0000960	Prbm.g_02098	Praw.g_00035
OG0000961	Prbm.g_02101	Praw.g_00033
OG0000962	Prbm.g_02103	Praw.g_00031
OG0000963	Prbm.g_02107	Praw.g_00027
OG0000964	Prbm.g_02108	Praw.g_00026
OG0000965	Prbm.g_02109	Praw.g_00025
OG0000966	Prbm.g_02144	Praw.g_00018
OG0000967	Prbm.g_02148	Praw.g_00014
OG0000968	Prbm.g_02150	Praw.g_00012
OG0000969	Prbm.g_02151	Praw.g_00011
OG0000970	Prbm.g_02152	Praw.g_00010
OG0000971	Prbm.g_02153	Praw.g_00009
OG0000972	Prbm.g_02154	Praw.g_00008
OG0000973	Prbm.g_02155	Praw.g_00007
OG0000974	Prbm.g_02156	Praw.g_00006
OG0000975	Prbm.g_02157	Praw.g_00005
OG0000976	Prbm.g_02158	Praw.g_00004
OG0000977	Prbm.g_02159	Praw.g_00003
OG0000978	Prbm.g_02160	Praw.g_00002
OG0000979	Prbm.g_02163	Praw.g_01192
OG0000980	Prbm.g_02165	Praw.g_01190
OG0000981	Prbm.g_02168	Praw.g_01188
OG0000982	Prbm.g_02170	Praw.g_01186
OG0000983	Prbm.g_02171	Praw.g_01185
OG0000984	Prbm.g_02172	Praw.g_01184
OG0000985	Prbm.g_02175	Praw.g_01181
OG0000986	Prbm.g_02177	Praw.g_01179
OG0000987	Prbm.g_02178	Praw.g_01178
OG0000988	Prbm.g_02181	Praw.g_01175
OG0000989	Prbm.g_02185	Praw.g_01171
OG0000990	Prbm.g_02190	Praw.g_01168
OG0000991	Prbm.g_02191	Praw.g_01167
OG0000992	Prbm.g_02194	Praw.g_01165
OG0000993	Prbm.g_02195	Praw.g_01164
OG0000994	Prbm.g_02196	Praw.g_01163
OG0000995	Prbm.g_02200	Praw.g_01159
OG0000996	Prbm.g_02201	Praw.g_01158
OG0000997	Prbm.g_02208	Praw.g_01157
OG0000998	Prbm.g_02210	Praw.g_01155
OG0000999	Prbm.g_02211	Praw.g_01154
OG0001000	Prbm.g_02214	Praw.g_01151
OG0001001	Prbm.g_02217	Praw.g_01149
OG0001002	Prbm.g_02222	Praw.g_01145
OG0001003	Prbm.g_02225	Praw.g_01144
OG0001004	Prbm.g_02226	Praw.g_01143
OG0001005	Prbm.g_02227	Praw.g_01142
OG0001006	Prbm.g_02231	Praw.g_01138
OG0001007	Prbm.g_02233	Praw.g_01136
OG0001008	Prbm.g_00447	Praw.g_00710
OG0001009	Prbm.g_00027	Praw.g_01401
OG0001010	Prbm.g_00028	Praw.g_01400
OG0001011	Prbm.g_00029	Praw.g_01399
OG0001012	Prbm.g_00052	Praw.g_01385
OG0001013	Prbm.g_00057	Praw.g_01380
OG0001014	Prbm.g_00060	Praw.g_01377
OG0001015	Prbm.g_00061	Praw.g_01376
OG0001016	Prbm.g_00130	Praw.g_01361
OG0001017	Prbm.g_00134	Praw.g_01357
OG0001018	Prbm.g_00137	Praw.g_01354
OG0001019	Prbm.g_00146	Praw.g_01345
OG0001020	Prbm.g_00147	Praw.g_01344
OG0001021	Prbm.g_00148	Praw.g_01343
OG0001022	Prbm.g_00151	Praw.g_01341
OG0001023	Prbm.g_00152	Praw.g_01340
OG0001024	Prbm.g_00155	Praw.g_01337
OG0001025	Prbm.g_00162	Praw.g_01331
OG0001026	Prbm.g_00170	Praw.g_01324
OG0001027	Prbm.g_00171	Praw.g_01323
OG0001028	Prbm.g_00173	Praw.g_01321
OG0001029	Prbm.g_00175	Praw.g_01320
OG0001030	Prbm.g_00191	Praw.g_01305
OG0001031	Prbm.g_00246	Praw.g_01249
OG0001032	Prbm.g_00247	Praw.g_01248
OG0001033	Prbm.g_00267	Praw.g_01227
OG0001034	Prbm.g_00296	Praw.g_01199
OG0001035	Prbm.g_00313	Praw.g_00879
OG0001036	Prbm.g_00318	Praw.g_00875
OG0001037	Prbm.g_00319	Praw.g_00874
OG0001038	Prbm.g_00335	Praw.g_00856
OG0001039	Prbm.g_00337	Praw.g_00853
OG0001040	Prbm.g_00340	Praw.g_00851
OG0001041	Prbm.g_00344	Praw.g_00847
OG0001042	Prbm.g_00360	Praw.g_00830
OG0001043	Prbm.g_00361	Praw.g_00829
OG0001044	Prbm.g_00399	Praw.g_00797
OG0001045	Prbm.g_00408	Praw.g_00789
OG0001046	Prbm.g_01121	Praw.g_00754
OG0001047	Prbm.g_00449	Praw.g_00708
OG0001048	Prbm.g_00450	Praw.g_00707
OG0001049	Prbm.g_00452	Praw.g_00705
OG0001050	Prbm.g_00453	Praw.g_00704
OG0001051	Prbm.g_00454	Praw.g_00703
OG0001052	Prbm.g_00497	Praw.g_00676
OG0001053	Prbm.g_00509	Praw.g_00665
OG0001054	Prbm.g_00523	Praw.g_00650
OG0001055	Prbm.g_00551	Praw.g_00631
OG0001056	Prbm.g_00569	Praw.g_00612
OG0001057	Prbm.g_00574	Praw.g_00607
OG0001058	Prbm.g_00582	Praw.g_00599
OG0001059	Prbm.g_00586	Praw.g_00595
OG0001060	Prbm.g_00593	Praw.g_00588
OG0001061	Prbm.g_00606	Praw.g_00575
OG0001062	Prbm.g_00608	Praw.g_01923
OG0001063	Prbm.g_00609	Praw.g_01925
OG0001064	Prbm.g_00610	Praw.g_01926
OG0001065	Prbm.g_00611	Praw.g_01927
OG0001066	Prbm.g_00612	Praw.g_01928
OG0001067	Prbm.g_00613	Praw.g_01929
OG0001068	Prbm.g_00614	Praw.g_01930
OG0001069	Prbm.g_00615	Praw.g_01931
OG0001070	Prbm.g_00617	Praw.g_01934
OG0001071	Prbm.g_00618	Praw.g_01935
OG0001073	Prbm.g_00634	Praw.g_00140
OG0001074	Prbm.g_00646	Praw.g_00151
OG0001075	Prbm.g_00647	Praw.g_00152
OG0001076	Prbm.g_00654	Praw.g_00160
OG0001077	Prbm.g_00659	Praw.g_00164
OG0001078	Prbm.g_00667	Praw.g_01886
OG0001079	Prbm.g_00678	Praw.g_01875
OG0001080	Prbm.g_00684	Praw.g_01869
OG0001081	Prbm.g_00686	Praw.g_01867
OG0001082	Prbm.g_00687	Praw.g_01866
OG0001083	Prbm.g_00692	Praw.g_01861
OG0001084	Prbm.g_00693	Praw.g_01860
OG0001085	Prbm.g_00703	Praw.g_01852
OG0001086	Prbm.g_00704	Praw.g_01851
OG0001087	Prbm.g_00725	Praw.g_01834
OG0001088	Prbm.g_00726	Praw.g_01833
OG0001089	Prbm.g_00734	Praw.g_01825
OG0001090	Prbm.g_00743	Praw.g_01808
OG0001091	Prbm.g_00745	Praw.g_01806
OG0001092	Prbm.g_00746	Praw.g_01805
OG0001093	Prbm.g_00751	Praw.g_01800
OG0001094	Prbm.g_00808	Praw.g_01703
OG0001095	Prbm.g_00827	Praw.g_01684
OG0001096	Prbm.g_00842	Praw.g_01671
OG0001097	Prbm.g_00860	Praw.g_01654
OG0001098	Prbm.g_00877	Praw.g_01639
OG0001099	Prbm.g_00914	Praw.g_01608
OG0001100	Prbm.g_00921	Praw.g_01604
OG0001101	Prbm.g_00923	Praw.g_01602
OG0001102	Prbm.g_00926	Praw.g_01600
OG0001103	Prbm.g_00928	Praw.g_01598
OG0001104	Prbm.g_00794	Praw.g_01576
