Orthogroup	Prbm	Syak
OG0000558	Prbm.g_00580	Syak.g_02666
OG0000559	Prbm.g_00584	Syak.g_02670
OG0000560	Prbm.g_00587	Syak.g_02672
OG0000561	Prbm.g_00588	Syak.g_02673
OG0000562	Prbm.g_00589	Syak.g_02674
OG0000563	Prbm.g_00590	Syak.g_02675
OG0000564	Prbm.g_00591	Syak.g_02676
OG0000565	Prbm.g_00594	Syak.g_02679
OG0000566	Prbm.g_00596	Syak.g_02683
OG0000567	Prbm.g_00600	Syak.g_02687
OG0000568	Prbm.g_00601	Syak.g_02690
OG0000569	Prbm.g_00602	Syak.g_02691
OG0000570	Prbm.g_00603	Syak.g_02692
OG0000571	Prbm.g_00605	Syak.g_02696
OG0000572	Prbm.g_00616	Syak.g_02713
OG0000573	Prbm.g_00621	Syak.g_02723
OG0000574	Prbm.g_00624	Syak.g_02724
OG0000575	Prbm.g_00627	Syak.g_02729
OG0000576	Prbm.g_00629	Syak.g_02731
OG0000577	Prbm.g_00630	Syak.g_02732
OG0000578	Prbm.g_00631	Syak.g_02733
OG0000579	Prbm.g_00632	Syak.g_02734
OG0000580	Prbm.g_00633	Syak.g_02735
OG0000581	Prbm.g_00636	Syak.g_02742
OG0000582	Prbm.g_00639	Syak.g_02748
OG0000583	Prbm.g_00640	Syak.g_02749
OG0000584	Prbm.g_00641	Syak.g_02750
OG0000585	Prbm.g_00643	Syak.g_02753
OG0000586	Prbm.g_00644	Syak.g_02754
OG0000587	Prbm.g_00645	Syak.g_02756
OG0000588	Prbm.g_00649	Syak.g_00004
OG0000589	Prbm.g_00652	Syak.g_00008
OG0000590	Prbm.g_00653	Syak.g_00009
OG0000591	Prbm.g_00656	Syak.g_00017
OG0000592	Prbm.g_00657	Syak.g_00018
OG0000593	Prbm.g_00663	Syak.g_00031
OG0000594	Prbm.g_00664	Syak.g_00032
OG0000595	Prbm.g_00665	Syak.g_00033
OG0000596	Prbm.g_00669	Syak.g_00038
OG0000597	Prbm.g_00671	Syak.g_00041
OG0000598	Prbm.g_00672	Syak.g_00042
OG0000599	Prbm.g_00675	Syak.g_00045
OG0000600	Prbm.g_00676	Syak.g_00046
OG0000601	Prbm.g_00677	Syak.g_00047
OG0000602	Prbm.g_00679	Syak.g_00053
OG0000603	Prbm.g_00680	Syak.g_00054
OG0000604	Prbm.g_00681	Syak.g_00056
OG0000605	Prbm.g_00682	Syak.g_00259
OG0000606	Prbm.g_00685	Syak.g_00326
OG0000607	Prbm.g_00688	Syak.g_00329
OG0000608	Prbm.g_00689	Syak.g_00330
OG0000609	Prbm.g_00690	Syak.g_00332
OG0000610	Prbm.g_00696	Syak.g_00347
OG0000611	Prbm.g_00699	Syak.g_00350
OG0000612	Prbm.g_00700	Syak.g_00351
OG0000613	Prbm.g_00706	Syak.g_01525
OG0000614	Prbm.g_00730	Syak.g_00705
OG0000615	Prbm.g_00737	Syak.g_00393
OG0000616	Prbm.g_02220	Syak.g_01810
OG0000617	Prbm.g_00748	Syak.g_00799
OG0000618	Prbm.g_00749	Syak.g_00798
OG0000619	Prbm.g_00750	Syak.g_00797
OG0000620	Prbm.g_00753	Syak.g_00779
OG0000621	Prbm.g_00754	Syak.g_00780
OG0000622	Prbm.g_00755	Syak.g_00781
OG0000623	Prbm.g_00756	Syak.g_00782
OG0000624	Prbm.g_00758	Syak.g_00784
OG0000625	Prbm.g_00759	Syak.g_00785
OG0000626	Prbm.g_00760	Syak.g_00786
OG0000627	Prbm.g_00762	Syak.g_00561
OG0000628	Prbm.g_00763	Syak.g_00560
OG0000629	Prbm.g_00764	Syak.g_00556
OG0000630	Prbm.g_00767	Syak.g_00552
OG0000631	Prbm.g_00959	Syak.g_00545
OG0000632	Prbm.g_00960	Syak.g_00544
OG0000633	Prbm.g_00961	Syak.g_00542
OG0000634	Prbm.g_00810	Syak.g_00430
OG0000635	Prbm.g_00811	Syak.g_00431
OG0000636	Prbm.g_00813	Syak.g_00433
OG0000637	Prbm.g_00815	Syak.g_00435
OG0000638	Prbm.g_00816	Syak.g_00436
OG0000639	Prbm.g_00817	Syak.g_00437
OG0000640	Prbm.g_00818	Syak.g_00438
OG0000641	Prbm.g_00822	Syak.g_00442
OG0000642	Prbm.g_00823	Syak.g_00443
OG0000643	Prbm.g_00824	Syak.g_00444
OG0000644	Prbm.g_00825	Syak.g_00445
OG0000645	Prbm.g_00826	Syak.g_00447
OG0000646	Prbm.g_00829	Syak.g_00450
OG0000647	Prbm.g_00831	Syak.g_00452
OG0000648	Prbm.g_00833	Syak.g_00456
OG0000649	Prbm.g_00834	Syak.g_00457
OG0000650	Prbm.g_00835	Syak.g_00458
OG0000651	Prbm.g_00836	Syak.g_00459
OG0000652	Prbm.g_00837	Syak.g_00460
OG0000653	Prbm.g_00839	Syak.g_00462
OG0000654	Prbm.g_00840	Syak.g_00625
OG0000655	Prbm.g_00841	Syak.g_00624
OG0000656	Prbm.g_00844	Syak.g_00621
OG0000657	Prbm.g_00850	Syak.g_00609
OG0000658	Prbm.g_00852	Syak.g_00606
OG0000659	Prbm.g_00853	Syak.g_00605
OG0000660	Prbm.g_00857	Syak.g_00601
OG0000661	Prbm.g_00859	Syak.g_00599
OG0000662	Prbm.g_00861	Syak.g_00597
OG0000663	Prbm.g_00863	Syak.g_00594
OG0000664	Prbm.g_00864	Syak.g_00593
OG0000665	Prbm.g_00868	Syak.g_00086
OG0000666	Prbm.g_00869	Syak.g_00078
OG0000667	Prbm.g_00873	Syak.g_00340
OG0000668	Prbm.g_00911	Syak.g_00643
OG0000669	Prbm.g_00919	Syak.g_00363
OG0000670	Prbm.g_00922	Syak.g_00366
OG0000671	Prbm.g_00924	Syak.g_00368
OG0000672	Prbm.g_00927	Syak.g_00371
OG0000673	Prbm.g_00930	Syak.g_00374
OG0000674	Prbm.g_00932	Syak.g_00376
OG0000675	Prbm.g_00933	Syak.g_00377
OG0000676	Prbm.g_00935	Syak.g_00379
OG0000677	Prbm.g_00936	Syak.g_00380
OG0000678	Prbm.g_00939	Syak.g_00386
OG0000679	Prbm.g_00943	Syak.g_00397
OG0000680	Prbm.g_00944	Syak.g_00398
OG0000681	Prbm.g_00946	Syak.g_00401
OG0000682	Prbm.g_00947	Syak.g_00402
OG0000683	Prbm.g_00948	Syak.g_00403
OG0000684	Prbm.g_00793	Syak.g_00409
OG0000685	Prbm.g_00795	Syak.g_00411
OG0000686	Prbm.g_00796	Syak.g_00412
OG0000687	Prbm.g_00797	Syak.g_00413
OG0000688	Prbm.g_00800	Syak.g_00418
OG0000689	Prbm.g_00801	Syak.g_00421
OG0000690	Prbm.g_00802	Syak.g_00422
OG0000691	Prbm.g_00803	Syak.g_00423
OG0000692	Prbm.g_00805	Syak.g_00424
OG0000693	Prbm.g_00806	Syak.g_00426
OG0000694	Prbm.g_00807	Syak.g_00427
OG0000695	Prbm.g_00963	Syak.g_00540
OG0000696	Prbm.g_00964	Syak.g_00539
OG0000697	Prbm.g_00965	Syak.g_00538
OG0000698	Prbm.g_00968	Syak.g_00535
OG0000699	Prbm.g_00969	Syak.g_00534
OG0000700	Prbm.g_00970	Syak.g_00533
OG0000701	Prbm.g_00971	Syak.g_00532
OG0000702	Prbm.g_00973	Syak.g_00522
OG0000703	Prbm.g_00974	Syak.g_00521
OG0000704	Prbm.g_00975	Syak.g_00519
OG0000705	Prbm.g_00981	Syak.g_00511
OG0000706	Prbm.g_00982	Syak.g_00510
OG0000707	Prbm.g_00983	Syak.g_00509
OG0000708	Prbm.g_00985	Syak.g_00506
OG0000709	Prbm.g_00989	Syak.g_00498
OG0000710	Prbm.g_00992	Syak.g_00494
OG0000711	Prbm.g_01007	Syak.g_00466
OG0000712	Prbm.g_01009	Syak.g_00464
OG0000713	Prbm.g_01010	Syak.g_00463
OG0000714	Prbm.g_01011	Syak.g_00629
OG0000715	Prbm.g_01013	Syak.g_00631
OG0000716	Prbm.g_01014	Syak.g_00635
OG0000717	Prbm.g_01015	Syak.g_00636
OG0000718	Prbm.g_01031	Syak.g_00640
OG0000719	Prbm.g_01032	Syak.g_00642
OG0000720	Prbm.g_01042	Syak.g_00655
OG0000721	Prbm.g_01043	Syak.g_00657
OG0000722	Prbm.g_01044	Syak.g_00658
OG0000723	Prbm.g_01048	Syak.g_00790
OG0000724	Prbm.g_01059	Syak.g_00749
OG0000725	Prbm.g_00887	Syak.g_00731
OG0000726	Prbm.g_00886	Syak.g_00730
OG0000727	Prbm.g_00885	Syak.g_00729
OG0000728	Prbm.g_00883	Syak.g_00727
OG0000729	Prbm.g_02104	Syak.g_01683
OG0000730	Prbm.g_00398	Syak.g_01248
OG0000731	Prbm.g_00406	Syak.g_01237
OG0000732	Prbm.g_02166	Syak.g_01739
OG0000733	Prbm.g_01911	Syak.g_01905
OG0000734	Prbm.g_01565	Syak.g_02184
OG0000735	Prbm.g_01563	Syak.g_00914
OG0000736	Prbm.g_01562	Syak.g_00913
OG0000737	Prbm.g_01561	Syak.g_00912
OG0000738	Prbm.g_01557	Syak.g_00907
OG0000739	Prbm.g_01556	Syak.g_00906
OG0000740	Prbm.g_01555	Syak.g_00905
OG0000741	Prbm.g_01553	Syak.g_00902
OG0000742	Prbm.g_01550	Syak.g_00899
OG0000743	Prbm.g_01548	Syak.g_00897
OG0000744	Prbm.g_01547	Syak.g_00896
OG0000745	Prbm.g_01545	Syak.g_00894
OG0000746	Prbm.g_01543	Syak.g_00892
OG0000747	Prbm.g_01542	Syak.g_00891
OG0000748	Prbm.g_01538	Syak.g_00875
OG0000749	Prbm.g_01537	Syak.g_00874
OG0000750	Prbm.g_01536	Syak.g_00873
OG0000751	Prbm.g_01533	Syak.g_00862
OG0000752	Prbm.g_01531	Syak.g_00860
OG0000753	Prbm.g_01529	Syak.g_00857
OG0000754	Prbm.g_01525	Syak.g_00852
OG0000755	Prbm.g_01520	Syak.g_00841
OG0000756	Prbm.g_01519	Syak.g_00840
OG0000757	Prbm.g_01512	Syak.g_00833
OG0000758	Prbm.g_01511	Syak.g_00832
OG0000759	Prbm.g_01510	Syak.g_00831
OG0000760	Prbm.g_01509	Syak.g_00830
OG0000761	Prbm.g_01508	Syak.g_00829
OG0000762	Prbm.g_01507	Syak.g_00827
OG0000763	Prbm.g_01505	Syak.g_00825
OG0000764	Prbm.g_01504	Syak.g_00824
OG0000765	Prbm.g_01496	Syak.g_00669
OG0000766	Prbm.g_01495	Syak.g_00670
OG0000767	Prbm.g_01494	Syak.g_00672
OG0000768	Prbm.g_01493	Syak.g_00673
OG0000769	Prbm.g_01491	Syak.g_00675
OG0000770	Prbm.g_01490	Syak.g_00678
OG0000771	Prbm.g_01054	Syak.g_00755
OG0000772	Prbm.g_01356	Syak.g_02048
OG0000773	Prbm.g_01602	Syak.g_00921
OG0000774	Prbm.g_01605	Syak.g_00926
OG0000775	Prbm.g_01606	Syak.g_00929
OG0000776	Prbm.g_01607	Syak.g_00930
OG0000777	Prbm.g_01608	Syak.g_00931
OG0000778	Prbm.g_01609	Syak.g_00932
OG0000779	Prbm.g_01613	Syak.g_00938
OG0000780	Prbm.g_01614	Syak.g_00942
OG0000781	Prbm.g_01616	Syak.g_00946
OG0000782	Prbm.g_01617	Syak.g_00947
OG0000783	Prbm.g_01618	Syak.g_00948
OG0000784	Prbm.g_01619	Syak.g_00949
OG0000785	Prbm.g_01621	Syak.g_00951
OG0000786	Prbm.g_01624	Syak.g_00956
OG0000787	Prbm.g_01625	Syak.g_00957
OG0000788	Prbm.g_00777	Syak.g_00048
OG0000789	Prbm.g_01051	Syak.g_00085
OG0000790	Prbm.g_01665	Syak.g_02560
OG0000791	Prbm.g_01667	Syak.g_02558
OG0000792	Prbm.g_01668	Syak.g_02557
OG0000793	Prbm.g_01671	Syak.g_02552
OG0000794	Prbm.g_01672	Syak.g_02551
OG0000795	Prbm.g_01673	Syak.g_02550
OG0000796	Prbm.g_01677	Syak.g_02547
OG0000797	Prbm.g_01678	Syak.g_02546
OG0000799	Prbm.g_01691	Syak.g_00981
OG0000800	Prbm.g_01692	Syak.g_00989
OG0000801	Prbm.g_01693	Syak.g_00990
OG0000802	Prbm.g_01695	Syak.g_00995
OG0000803	Prbm.g_01697	Syak.g_01021
OG0000804	Prbm.g_01698	Syak.g_01026
OG0000805	Prbm.g_01700	Syak.g_01029
OG0000806	Prbm.g_01702	Syak.g_01031
OG0000807	Prbm.g_01703	Syak.g_01033
OG0000808	Prbm.g_01704	Syak.g_01034
OG0000809	Prbm.g_01708	Syak.g_01038
OG0000810	Prbm.g_01709	Syak.g_01039
OG0000811	Prbm.g_01713	Syak.g_01045
OG0000812	Prbm.g_01715	Syak.g_01047
OG0000813	Prbm.g_01716	Syak.g_01048
OG0000814	Prbm.g_01718	Syak.g_01051
OG0000815	Prbm.g_01719	Syak.g_01053
OG0000816	Prbm.g_01721	Syak.g_01055
OG0000817	Prbm.g_01722	Syak.g_01056
OG0000818	Prbm.g_01726	Syak.g_01060
OG0000819	Prbm.g_01727	Syak.g_01064
OG0000820	Prbm.g_01728	Syak.g_01065
OG0000821	Prbm.g_01731	Syak.g_01071
OG0000822	Prbm.g_01732	Syak.g_01073
OG0000823	Prbm.g_01733	Syak.g_01074
OG0000824	Prbm.g_01736	Syak.g_01080
OG0000825	Prbm.g_01737	Syak.g_01081
OG0000826	Prbm.g_01738	Syak.g_01082
OG0000827	Prbm.g_01739	Syak.g_01083
OG0000828	Prbm.g_01742	Syak.g_01086
OG0000829	Prbm.g_01743	Syak.g_01087
OG0000830	Prbm.g_01744	Syak.g_01088
OG0000831	Prbm.g_01746	Syak.g_01091
OG0000832	Prbm.g_01756	Syak.g_02482
OG0000833	Prbm.g_01764	Syak.g_02473
OG0000834	Prbm.g_01765	Syak.g_02470
OG0000835	Prbm.g_01766	Syak.g_02469
OG0000836	Prbm.g_01768	Syak.g_02466
OG0000837	Prbm.g_01769	Syak.g_02465
OG0000838	Prbm.g_01771	Syak.g_02461
OG0000839	Prbm.g_01772	Syak.g_02460
OG0000840	Prbm.g_01773	Syak.g_02459
OG0000841	Prbm.g_01774	Syak.g_02458
OG0000842	Prbm.g_01775	Syak.g_02457
OG0000843	Prbm.g_01776	Syak.g_02456
OG0000844	Prbm.g_01777	Syak.g_02454
OG0000845	Prbm.g_01778	Syak.g_02453
OG0000846	Prbm.g_01779	Syak.g_02452
OG0000847	Prbm.g_01780	Syak.g_02451
OG0000848	Prbm.g_01781	Syak.g_02449
OG0000849	Prbm.g_01782	Syak.g_02448
OG0000850	Prbm.g_01784	Syak.g_02445
OG0000851	Prbm.g_01785	Syak.g_02440
OG0000852	Prbm.g_01786	Syak.g_02439
OG0000853	Prbm.g_01791	Syak.g_02435
OG0000854	Prbm.g_01793	Syak.g_02433
OG0000855	Prbm.g_01794	Syak.g_02432
OG0000856	Prbm.g_01685	Syak.g_00021
OG0000857	Prbm.g_00830	Syak.g_00451
OG0000858	Prbm.g_01835	Syak.g_02426
OG0000859	Prbm.g_01836	Syak.g_02425
OG0000860	Prbm.g_01843	Syak.g_02414
OG0000861	Prbm.g_01844	Syak.g_02413
OG0000862	Prbm.g_01845	Syak.g_02412
OG0000863	Prbm.g_01846	Syak.g_02409
OG0000864	Prbm.g_01847	Syak.g_02408
OG0000865	Prbm.g_01848	Syak.g_02407
OG0000866	Prbm.g_01849	Syak.g_02406
OG0000867	Prbm.g_01850	Syak.g_02405
OG0000868	Prbm.g_01851	Syak.g_02402
OG0000869	Prbm.g_01854	Syak.g_02398
OG0000870	Prbm.g_01859	Syak.g_02393
OG0000871	Prbm.g_01860	Syak.g_02392
OG0000872	Prbm.g_01861	Syak.g_02386
OG0000873	Prbm.g_01864	Syak.g_02383
OG0000874	Prbm.g_01867	Syak.g_02379
OG0000875	Prbm.g_01869	Syak.g_02377
OG0000876	Prbm.g_01870	Syak.g_02375
OG0000877	Prbm.g_01872	Syak.g_02372
OG0000878	Prbm.g_01873	Syak.g_02371
OG0000879	Prbm.g_01874	Syak.g_02370
OG0000880	Prbm.g_01875	Syak.g_02369
OG0000881	Prbm.g_01878	Syak.g_02363
OG0000882	Prbm.g_01883	Syak.g_02358
OG0000883	Prbm.g_01885	Syak.g_02355
OG0000884	Prbm.g_01887	Syak.g_02353
OG0000885	Prbm.g_01888	Syak.g_02352
OG0000886	Prbm.g_01889	Syak.g_02351
OG0000887	Prbm.g_01890	Syak.g_02350
OG0000888	Prbm.g_01892	Syak.g_02348
OG0000889	Prbm.g_01894	Syak.g_02346
OG0000890	Prbm.g_01895	Syak.g_02334
OG0000891	Prbm.g_01896	Syak.g_02333
OG0000892	Prbm.g_01898	Syak.g_02329
OG0000893	Prbm.g_01948	Syak.g_01393
OG0000894	Prbm.g_01951	Syak.g_01390
OG0000895	Prbm.g_01954	Syak.g_01386
OG0000896	Prbm.g_01955	Syak.g_01385
OG0000897	Prbm.g_01957	Syak.g_01383
OG0000898	Prbm.g_01958	Syak.g_01382
OG0000899	Prbm.g_01959	Syak.g_01381
OG0000900	Prbm.g_01960	Syak.g_01380
OG0000901	Prbm.g_01963	Syak.g_01375
OG0000902	Prbm.g_01965	Syak.g_01368
OG0000903	Prbm.g_01975	Syak.g_01353
OG0000904	Prbm.g_01970	Syak.g_01358
OG0000905	Prbm.g_01967	Syak.g_01363
OG0000906	Prbm.g_01966	Syak.g_01366
OG0000907	Prbm.g_01990	Syak.g_01351
OG0000908	Prbm.g_01993	Syak.g_01348
OG0000909	Prbm.g_01994	Syak.g_01347
OG0000910	Prbm.g_01995	Syak.g_01346
OG0000911	Prbm.g_01997	Syak.g_01344
OG0000912	Prbm.g_01998	Syak.g_01343
OG0000913	Prbm.g_01999	Syak.g_01342
OG0000914	Prbm.g_02000	Syak.g_01341
OG0000915	Prbm.g_02001	Syak.g_01339
OG0000916	Prbm.g_02002	Syak.g_01338
OG0000917	Prbm.g_02003	Syak.g_01337
OG0000918	Prbm.g_02004	Syak.g_01336
OG0000919	Prbm.g_02005	Syak.g_01335
OG0000920	Prbm.g_02006	Syak.g_01334
OG0000921	Prbm.g_02007	Syak.g_01333
OG0000922	Prbm.g_02008	Syak.g_01332
OG0000923	Prbm.g_02012	Syak.g_01328
OG0000924	Prbm.g_02013	Syak.g_01327
OG0000925	Prbm.g_02014	Syak.g_01326
OG0000926	Prbm.g_02015	Syak.g_01325
OG0000927	Prbm.g_02017	Syak.g_01323
OG0000928	Prbm.g_02018	Syak.g_01322
OG0000929	Prbm.g_02019	Syak.g_01321
OG0000930	Prbm.g_02020	Syak.g_01320
OG0000931	Prbm.g_02021	Syak.g_01319
OG0000932	Prbm.g_02022	Syak.g_01318
OG0000933	Prbm.g_02026	Syak.g_01312
OG0000934	Prbm.g_02028	Syak.g_01310
OG0000935	Prbm.g_02029	Syak.g_01309
OG0000936	Prbm.g_02030	Syak.g_01308
OG0000937	Prbm.g_02031	Syak.g_01307
OG0000938	Prbm.g_02034	Syak.g_01304
OG0000939	Prbm.g_02035	Syak.g_01303
OG0000940	Prbm.g_02042	Syak.g_01297
OG0000941	Prbm.g_02044	Syak.g_01295
OG0000942	Prbm.g_02046	Syak.g_01293
OG0000943	Prbm.g_02048	Syak.g_01292
OG0000944	Prbm.g_02050	Syak.g_01290
OG0000945	Prbm.g_02051	Syak.g_01288
OG0000946	Prbm.g_02057	Syak.g_01283
OG0000947	Prbm.g_02059	Syak.g_01280
OG0000948	Prbm.g_02060	Syak.g_01279
OG0000949	Prbm.g_02063	Syak.g_01551
OG0000950	Prbm.g_02068	Syak.g_01562
OG0000951	Prbm.g_02072	Syak.g_01569
OG0000952	Prbm.g_02076	Syak.g_01574
OG0000953	Prbm.g_02080	Syak.g_01627
OG0000954	Prbm.g_02084	Syak.g_01633
OG0000955	Prbm.g_02085	Syak.g_01634
OG0000956	Prbm.g_02087	Syak.g_01636
OG0000957	Prbm.g_02092	Syak.g_01648
OG0000958	Prbm.g_02093	Syak.g_01649
OG0000959	Prbm.g_02097	Syak.g_01653
OG0000960	Prbm.g_02098	Syak.g_01654
OG0000961	Prbm.g_02101	Syak.g_01679
OG0000962	Prbm.g_02103	Syak.g_01682
OG0000963	Prbm.g_02107	Syak.g_01687
OG0000964	Prbm.g_02108	Syak.g_01688
OG0000965	Prbm.g_02109	Syak.g_01689
OG0000966	Prbm.g_02144	Syak.g_01711
OG0000967	Prbm.g_02148	Syak.g_01715
OG0000968	Prbm.g_02150	Syak.g_01719
OG0000969	Prbm.g_02151	Syak.g_01721
OG0000970	Prbm.g_02152	Syak.g_01722
OG0000971	Prbm.g_02153	Syak.g_01724
OG0000972	Prbm.g_02154	Syak.g_01725
OG0000973	Prbm.g_02155	Syak.g_01726
OG0000974	Prbm.g_02156	Syak.g_01727
OG0000975	Prbm.g_02157	Syak.g_01728
OG0000976	Prbm.g_02158	Syak.g_01729
OG0000977	Prbm.g_02159	Syak.g_01731
OG0000978	Prbm.g_02160	Syak.g_01732
OG0000979	Prbm.g_02163	Syak.g_01735
OG0000980	Prbm.g_02165	Syak.g_01738
OG0000981	Prbm.g_02168	Syak.g_01741
OG0000982	Prbm.g_02170	Syak.g_01941
OG0000983	Prbm.g_02171	Syak.g_01940
OG0000984	Prbm.g_02172	Syak.g_01939
OG0000985	Prbm.g_02175	Syak.g_01935
OG0000986	Prbm.g_02177	Syak.g_01933
OG0000987	Prbm.g_02178	Syak.g_01931
OG0000988	Prbm.g_02181	Syak.g_01925
OG0000989	Prbm.g_02185	Syak.g_01912
OG0000990	Prbm.g_02190	Syak.g_01900
OG0000991	Prbm.g_02191	Syak.g_01896
OG0000992	Prbm.g_02194	Syak.g_01893
OG0000993	Prbm.g_02195	Syak.g_01892
OG0000994	Prbm.g_02196	Syak.g_01889
OG0000995	Prbm.g_02200	Syak.g_01880
OG0000996	Prbm.g_02201	Syak.g_01839
OG0000997	Prbm.g_02208	Syak.g_01828
OG0000998	Prbm.g_02210	Syak.g_01826
OG0000999	Prbm.g_02211	Syak.g_01825
OG0001000	Prbm.g_02214	Syak.g_01821
OG0001001	Prbm.g_02217	Syak.g_01814
OG0001002	Prbm.g_02222	Syak.g_01807
OG0001003	Prbm.g_02225	Syak.g_01806
OG0001004	Prbm.g_02226	Syak.g_01805
OG0001005	Prbm.g_02227	Syak.g_01804
OG0001006	Prbm.g_02231	Syak.g_01797
OG0001007	Prbm.g_02233	Syak.g_01795
OG0001008	Prbm.g_00447	Syak.g_01190
OG0001009	Prbm.g_00027	Syak.g_01762
OG0001010	Prbm.g_00028	Syak.g_01761
OG0001011	Prbm.g_00029	Syak.g_01759
OG0001012	Prbm.g_00052	Syak.g_01946
OG0001013	Prbm.g_00057	Syak.g_01969
OG0001014	Prbm.g_00060	Syak.g_01975
OG0001015	Prbm.g_00061	Syak.g_01976
OG0001016	Prbm.g_00130	Syak.g_02250
OG0001017	Prbm.g_00134	Syak.g_02244
OG0001018	Prbm.g_00137	Syak.g_02242
OG0001019	Prbm.g_00146	Syak.g_02218
OG0001020	Prbm.g_00147	Syak.g_02214
OG0001021	Prbm.g_00148	Syak.g_02210
OG0001022	Prbm.g_00151	Syak.g_02205
OG0001023	Prbm.g_00152	Syak.g_02204
OG0001024	Prbm.g_00155	Syak.g_02201
OG0001025	Prbm.g_00162	Syak.g_02195
OG0001026	Prbm.g_00170	Syak.g_02182
OG0001027	Prbm.g_00171	Syak.g_02178
OG0001028	Prbm.g_00173	Syak.g_02176
OG0001029	Prbm.g_00175	Syak.g_02174
OG0001030	Prbm.g_00191	Syak.g_02153
OG0001031	Prbm.g_00246	Syak.g_02079
OG0001032	Prbm.g_00247	Syak.g_02077
OG0001033	Prbm.g_00267	Syak.g_02037
OG0001034	Prbm.g_00296	Syak.g_02305
OG0001035	Prbm.g_00313	Syak.g_01422
OG0001036	Prbm.g_00318	Syak.g_01427
OG0001037	Prbm.g_00319	Syak.g_01429
OG0001038	Prbm.g_00335	Syak.g_01457
OG0001039	Prbm.g_00337	Syak.g_01460
OG0001040	Prbm.g_00340	Syak.g_01463
OG0001041	Prbm.g_00344	Syak.g_01468
OG0001042	Prbm.g_00360	Syak.g_01500
OG0001043	Prbm.g_00361	Syak.g_01504
OG0001044	Prbm.g_00399	Syak.g_01247
OG0001045	Prbm.g_00408	Syak.g_01234
OG0001046	Prbm.g_01121	Syak.g_00479
OG0001047	Prbm.g_00449	Syak.g_01188
OG0001048	Prbm.g_00450	Syak.g_01187
OG0001049	Prbm.g_00452	Syak.g_01184
OG0001050	Prbm.g_00453	Syak.g_01183
OG0001051	Prbm.g_00454	Syak.g_01182
OG0001052	Prbm.g_00497	Syak.g_01122
OG0001053	Prbm.g_00509	Syak.g_02577
OG0001054	Prbm.g_00523	Syak.g_02596
OG0001055	Prbm.g_00551	Syak.g_02617
OG0001056	Prbm.g_00569	Syak.g_02645
OG0001057	Prbm.g_00574	Syak.g_00964
OG0001058	Prbm.g_00582	Syak.g_02668
OG0001060	Prbm.g_00593	Syak.g_02677
OG0001061	Prbm.g_00606	Syak.g_02697
OG0001062	Prbm.g_00608	Syak.g_02699
OG0001063	Prbm.g_00609	Syak.g_02704
OG0001064	Prbm.g_00610	Syak.g_02705
OG0001065	Prbm.g_00611	Syak.g_02706
OG0001066	Prbm.g_00612	Syak.g_02707
OG0001067	Prbm.g_00613	Syak.g_02708
OG0001068	Prbm.g_00614	Syak.g_02709
OG0001069	Prbm.g_00615	Syak.g_02710
OG0001070	Prbm.g_00617	Syak.g_02714
OG0001071	Prbm.g_00618	Syak.g_02715
OG0001072	Prbm.g_00619	Syak.g_02721
OG0001073	Prbm.g_00634	Syak.g_02736
OG0001074	Prbm.g_00646	Syak.g_00098
OG0001075	Prbm.g_00647	Syak.g_02760
OG0001076	Prbm.g_00654	Syak.g_00011
OG0001077	Prbm.g_00659	Syak.g_00024
OG0001078	Prbm.g_00667	Syak.g_00036
OG0001079	Prbm.g_00678	Syak.g_00049
OG0001080	Prbm.g_00684	Syak.g_00264
OG0001081	Prbm.g_00686	Syak.g_00327
OG0001082	Prbm.g_00687	Syak.g_00328
OG0001083	Prbm.g_00692	Syak.g_00336
OG0001084	Prbm.g_00693	Syak.g_00337
OG0001085	Prbm.g_00703	Syak.g_00354
OG0001086	Prbm.g_00704	Syak.g_00356
OG0001087	Prbm.g_00725	Syak.g_00691
OG0001088	Prbm.g_00726	Syak.g_00694
OG0001089	Prbm.g_00734	Syak.g_00722
OG0001090	Prbm.g_00743	Syak.g_00806
OG0001091	Prbm.g_00745	Syak.g_00804
OG0001092	Prbm.g_00746	Syak.g_00801
OG0001093	Prbm.g_00751	Syak.g_00794
OG0001094	Prbm.g_00808	Syak.g_00428
OG0001095	Prbm.g_00827	Syak.g_00448
OG0001096	Prbm.g_00842	Syak.g_00623
OG0001097	Prbm.g_00860	Syak.g_00598
OG0001098	Prbm.g_00877	Syak.g_00578
OG0001099	Prbm.g_00914	Syak.g_02175
OG0001100	Prbm.g_00921	Syak.g_00365
OG0001101	Prbm.g_00923	Syak.g_00367
OG0001102	Prbm.g_00926	Syak.g_00370
OG0001103	Prbm.g_00928	Syak.g_00372
OG0001104	Prbm.g_00794	Syak.g_00410
OG0001105	Prbm.g_00798	Syak.g_00414
OG0001106	Prbm.g_00976	Syak.g_00518
OG0001107	Prbm.g_00986	Syak.g_00505
OG0001108	Prbm.g_00990	Syak.g_00497
OG0001109	Prbm.g_00991	Syak.g_00495
OG0001110	Prbm.g_00993	Syak.g_00493
OG0001111	Prbm.g_00994	Syak.g_00491
OG0001112	Prbm.g_00995	Syak.g_00489
OG0001113	Prbm.g_00996	Syak.g_00406
OG0001114	Prbm.g_00997	Syak.g_00488
OG0001115	Prbm.g_00999	Syak.g_00484
OG0001116	Prbm.g_01000	Syak.g_00482
OG0001117	Prbm.g_01001	Syak.g_00481
OG0001118	Prbm.g_01002	Syak.g_00480
