Orthogroup	Prbm	Syal
OG0000553	Prbm.g_00562	Syal.g_02843
OG0000554	Prbm.g_00567	Syal.g_02837
OG0000555	Prbm.g_00575	Syal.g_02823
OG0000556	Prbm.g_00577	Syal.g_02819
OG0000557	Prbm.g_00578	Syal.g_02816
OG0000558	Prbm.g_00580	Syal.g_02814
OG0000559	Prbm.g_00584	Syal.g_02305, Syal.g_02810
OG0000560	Prbm.g_00587	Syal.g_02807
OG0000561	Prbm.g_00588	Syal.g_02806
OG0000562	Prbm.g_00589	Syal.g_02805
OG0000563	Prbm.g_00590	Syal.g_02804
OG0000564	Prbm.g_00591	Syal.g_02803
OG0000565	Prbm.g_00594	Syal.g_02799
OG0000566	Prbm.g_00596	Syal.g_02795
OG0000567	Prbm.g_00600	Syal.g_02791
OG0000568	Prbm.g_00601	Syal.g_02789
OG0000569	Prbm.g_00602	Syal.g_02788
OG0000570	Prbm.g_00603	Syal.g_02787
OG0000571	Prbm.g_00605	Syal.g_02784
OG0000572	Prbm.g_00616	Syal.g_02767
OG0000573	Prbm.g_00621	Syal.g_02759
OG0000574	Prbm.g_00624	Syal.g_02758
OG0000575	Prbm.g_00627	Syal.g_02753
OG0000576	Prbm.g_00629	Syal.g_02751
OG0000577	Prbm.g_00630	Syal.g_02750
OG0000578	Prbm.g_00631	Syal.g_02749
OG0000579	Prbm.g_00632	Syal.g_02748
OG0000580	Prbm.g_00633	Syal.g_02747
OG0000581	Prbm.g_00636	Syal.g_02741
OG0000582	Prbm.g_00639	Syal.g_02736
OG0000583	Prbm.g_00640	Syal.g_02735
OG0000584	Prbm.g_00641	Syal.g_02734
OG0000585	Prbm.g_00643	Syal.g_02731
OG0000586	Prbm.g_00644	Syal.g_02730
OG0000587	Prbm.g_00645	Syal.g_02728
OG0000588	Prbm.g_00649	Syal.g_02717
OG0000589	Prbm.g_00652	Syal.g_02714
OG0000590	Prbm.g_00653	Syal.g_02713
OG0000591	Prbm.g_00656	Syal.g_02707
OG0000592	Prbm.g_00657	Syal.g_02706
OG0000593	Prbm.g_00663	Syal.g_02640
OG0000594	Prbm.g_00664	Syal.g_02639
OG0000595	Prbm.g_00665	Syal.g_02638
OG0000596	Prbm.g_00669	Syal.g_02633
OG0000597	Prbm.g_00671	Syal.g_02630
OG0000598	Prbm.g_00672	Syal.g_02629
OG0000599	Prbm.g_00675	Syal.g_02622
OG0000600	Prbm.g_00676	Syal.g_02621
OG0000601	Prbm.g_00677	Syal.g_02620
OG0000602	Prbm.g_00679	Syal.g_02615
OG0000603	Prbm.g_00680	Syal.g_02614
OG0000604	Prbm.g_00681	Syal.g_02612
OG0000605	Prbm.g_00682	Syal.g_02516
OG0000606	Prbm.g_00685	Syal.g_02174
OG0000607	Prbm.g_00688	Syal.g_02177
OG0000608	Prbm.g_00689	Syal.g_02178
OG0000609	Prbm.g_00690	Syal.g_02180
OG0000610	Prbm.g_00696	Syal.g_02198
OG0000611	Prbm.g_00699	Syal.g_02201
OG0000612	Prbm.g_00700	Syal.g_02202
OG0000613	Prbm.g_00706	Syal.g_01325
OG0000614	Prbm.g_00730	Syal.g_01794
OG0000615	Prbm.g_00737	Syal.g_02256
OG0000616	Prbm.g_02220	Syal.g_00079
OG0000617	Prbm.g_00748	Syal.g_01866
OG0000618	Prbm.g_00749	Syal.g_01867
OG0000619	Prbm.g_00750	Syal.g_02417
OG0000620	Prbm.g_00753	Syal.g_02422
OG0000621	Prbm.g_00754	Syal.g_02423
OG0000622	Prbm.g_00755	Syal.g_02424
OG0000623	Prbm.g_00756	Syal.g_02425
OG0000624	Prbm.g_00758	Syal.g_02427
OG0000625	Prbm.g_00759	Syal.g_02428
OG0000626	Prbm.g_00760	Syal.g_02429
OG0000627	Prbm.g_00762	Syal.g_02048
OG0000628	Prbm.g_00763	Syal.g_02047
OG0000629	Prbm.g_00764	Syal.g_02044
OG0000630	Prbm.g_00767	Syal.g_02040
OG0000631	Prbm.g_00959	Syal.g_02031
OG0000632	Prbm.g_00960	Syal.g_02030
OG0000633	Prbm.g_00961	Syal.g_02029
OG0000634	Prbm.g_00810	Syal.g_02410
OG0000635	Prbm.g_00811	Syal.g_02411
OG0000636	Prbm.g_00813	Syal.g_02413
OG0000637	Prbm.g_00815	Syal.g_02415
OG0000638	Prbm.g_00816	Syal.g_02416
OG0000639	Prbm.g_00817	Syal.g_01868
OG0000640	Prbm.g_00818	Syal.g_01869
OG0000641	Prbm.g_00822	Syal.g_01873
OG0000642	Prbm.g_00823	Syal.g_01874
OG0000643	Prbm.g_00824	Syal.g_01875
OG0000644	Prbm.g_00825	Syal.g_01876
OG0000645	Prbm.g_00826	Syal.g_01878
OG0000646	Prbm.g_00829	Syal.g_01881
OG0000647	Prbm.g_00831	Syal.g_01883
OG0000648	Prbm.g_00833	Syal.g_02438
OG0000649	Prbm.g_00834	Syal.g_02439
OG0000650	Prbm.g_00835	Syal.g_02440
OG0000651	Prbm.g_00836	Syal.g_02441
OG0000652	Prbm.g_00837	Syal.g_02442
OG0000653	Prbm.g_00839	Syal.g_02444
OG0000654	Prbm.g_00840	Syal.g_02445
OG0000655	Prbm.g_00841	Syal.g_02446
OG0000656	Prbm.g_00844	Syal.g_02449
OG0000657	Prbm.g_00850	Syal.g_02460
OG0000658	Prbm.g_00852	Syal.g_02465
OG0000659	Prbm.g_00853	Syal.g_02466
OG0000660	Prbm.g_00857	Syal.g_02470
OG0000661	Prbm.g_00859	Syal.g_02472
OG0000662	Prbm.g_00861	Syal.g_02474
OG0000663	Prbm.g_00863	Syal.g_02477
OG0000664	Prbm.g_00864	Syal.g_02478
OG0000665	Prbm.g_00868	Syal.g_02593
OG0000666	Prbm.g_00869	Syal.g_02605
OG0000667	Prbm.g_00873	Syal.g_02192
OG0000668	Prbm.g_00911	Syal.g_01920
OG0000669	Prbm.g_00919	Syal.g_02295
OG0000670	Prbm.g_00922	Syal.g_02956
OG0000671	Prbm.g_00924	Syal.g_02291
OG0000672	Prbm.g_00927	Syal.g_02288
OG0000673	Prbm.g_00930	Syal.g_02285
OG0000674	Prbm.g_00932	Syal.g_02283
OG0000675	Prbm.g_00933	Syal.g_02282
OG0000676	Prbm.g_00935	Syal.g_02272
OG0000677	Prbm.g_00936	Syal.g_02271
OG0000678	Prbm.g_00939	Syal.g_02264
OG0000679	Prbm.g_00943	Syal.g_02252
OG0000680	Prbm.g_00944	Syal.g_02251
OG0000681	Prbm.g_00946	Syal.g_02248
OG0000682	Prbm.g_00947	Syal.g_02247
OG0000683	Prbm.g_00948	Syal.g_02246
OG0000684	Prbm.g_00793	Syal.g_02242
OG0000685	Prbm.g_00795	Syal.g_02240
OG0000686	Prbm.g_00796	Syal.g_02239
OG0000687	Prbm.g_00797	Syal.g_02237
OG0000688	Prbm.g_00800	Syal.g_02225
OG0000689	Prbm.g_00801	Syal.g_02223
OG0000690	Prbm.g_00802	Syal.g_02222
OG0000691	Prbm.g_00803	Syal.g_02221
OG0000692	Prbm.g_00805	Syal.g_02220
OG0000693	Prbm.g_00806	Syal.g_02218
OG0000694	Prbm.g_00807	Syal.g_02217
OG0000695	Prbm.g_00963	Syal.g_02027
OG0000696	Prbm.g_00964	Syal.g_02026
OG0000697	Prbm.g_00965	Syal.g_02025
OG0000698	Prbm.g_00968	Syal.g_02022
OG0000699	Prbm.g_00969	Syal.g_02021
OG0000700	Prbm.g_00970	Syal.g_02020
OG0000701	Prbm.g_00971	Syal.g_02019
OG0000702	Prbm.g_00973	Syal.g_02011
OG0000703	Prbm.g_00974	Syal.g_02010
OG0000704	Prbm.g_00975	Syal.g_02008
OG0000705	Prbm.g_00981	Syal.g_01999
OG0000706	Prbm.g_00982	Syal.g_01998
OG0000707	Prbm.g_00983	Syal.g_01997
OG0000708	Prbm.g_00985	Syal.g_01994
OG0000709	Prbm.g_00989	Syal.g_01986
OG0000710	Prbm.g_00992	Syal.g_01982
OG0000711	Prbm.g_01007	Syal.g_01954
OG0000712	Prbm.g_01009	Syal.g_01952
OG0000713	Prbm.g_01010	Syal.g_01951
OG0000714	Prbm.g_01011	Syal.g_01948
OG0000715	Prbm.g_01013	Syal.g_01934
OG0000716	Prbm.g_01014	Syal.g_01930
OG0000717	Prbm.g_01015	Syal.g_01929
OG0000718	Prbm.g_01031	Syal.g_01925
OG0000719	Prbm.g_01032	Syal.g_01922
OG0000720	Prbm.g_01042	Syal.g_01908
OG0000721	Prbm.g_01043	Syal.g_01906
OG0000722	Prbm.g_01044	Syal.g_01905
OG0000723	Prbm.g_01048	Syal.g_02433
OG0000724	Prbm.g_01059	Syal.g_01829
OG0000725	Prbm.g_00887	Syal.g_01820
OG0000726	Prbm.g_00886	Syal.g_01819
OG0000727	Prbm.g_00885	Syal.g_01818
OG0000728	Prbm.g_00883	Syal.g_01816
OG0000729	Prbm.g_02104	Syal.g_01510
OG0000730	Prbm.g_00398	Syal.g_00345
OG0000731	Prbm.g_00406	Syal.g_00356
OG0000732	Prbm.g_02166	Syal.g_00149
OG0000733	Prbm.g_01911	Syal.g_01105
OG0000734	Prbm.g_01565	Syal.g_00828
OG0000735	Prbm.g_01563	Syal.g_01627
OG0000736	Prbm.g_01562	Syal.g_01628
OG0000737	Prbm.g_01561	Syal.g_01629
OG0000738	Prbm.g_01557	Syal.g_01634
OG0000739	Prbm.g_01556	Syal.g_01645
OG0000740	Prbm.g_01555	Syal.g_01646
OG0000741	Prbm.g_01553	Syal.g_01649
OG0000742	Prbm.g_01550	Syal.g_01652
OG0000743	Prbm.g_01548	Syal.g_01654
OG0000744	Prbm.g_01547	Syal.g_01655
OG0000745	Prbm.g_01545	Syal.g_01657
OG0000746	Prbm.g_01543	Syal.g_01659
OG0000747	Prbm.g_01542	Syal.g_01660
OG0000748	Prbm.g_01538	Syal.g_01674
OG0000749	Prbm.g_01537	Syal.g_01675
OG0000750	Prbm.g_01536	Syal.g_01676
OG0000751	Prbm.g_01533	Syal.g_01688
OG0000752	Prbm.g_01531	Syal.g_01690
OG0000753	Prbm.g_01529	Syal.g_01693
OG0000754	Prbm.g_01525	Syal.g_01698
OG0000755	Prbm.g_01520	Syal.g_01707
OG0000756	Prbm.g_01519	Syal.g_01708
OG0000757	Prbm.g_01512	Syal.g_01715
OG0000758	Prbm.g_01511	Syal.g_01716
OG0000759	Prbm.g_01510	Syal.g_01717
OG0000760	Prbm.g_01509	Syal.g_01718
OG0000761	Prbm.g_01508	Syal.g_01719
OG0000762	Prbm.g_01507	Syal.g_01721
OG0000763	Prbm.g_01505	Syal.g_01723
OG0000764	Prbm.g_01504	Syal.g_01724
OG0000765	Prbm.g_01496	Syal.g_01768
OG0000766	Prbm.g_01495	Syal.g_01767
OG0000767	Prbm.g_01494	Syal.g_01765
OG0000768	Prbm.g_01493	Syal.g_01764
OG0000769	Prbm.g_01491	Syal.g_01762
OG0000770	Prbm.g_01490	Syal.g_01758
OG0000771	Prbm.g_01054	Syal.g_01835
OG0000772	Prbm.g_01356	Syal.g_01641
OG0000773	Prbm.g_01602	Syal.g_01618
OG0000774	Prbm.g_01605	Syal.g_01610
OG0000775	Prbm.g_01606	Syal.g_01608
OG0000776	Prbm.g_01607	Syal.g_01607
OG0000777	Prbm.g_01608	Syal.g_01606
OG0000778	Prbm.g_01609	Syal.g_01605
OG0000779	Prbm.g_01613	Syal.g_01599
OG0000780	Prbm.g_01614	Syal.g_01594
OG0000781	Prbm.g_01616	Syal.g_01590
OG0000782	Prbm.g_01617	Syal.g_01589
OG0000783	Prbm.g_01618	Syal.g_01588
OG0000784	Prbm.g_01619	Syal.g_01587
OG0000785	Prbm.g_01621	Syal.g_01585
OG0000786	Prbm.g_01624	Syal.g_01579
OG0000787	Prbm.g_01625	Syal.g_01578
OG0000788	Prbm.g_00777	Syal.g_02619
OG0000789	Prbm.g_01051	Syal.g_02598
OG0000790	Prbm.g_01665	Syal.g_02883
OG0000791	Prbm.g_01667	Syal.g_02882
OG0000792	Prbm.g_01668	Syal.g_02881
OG0000793	Prbm.g_01671	Syal.g_02876
OG0000794	Prbm.g_01672	Syal.g_02875
OG0000795	Prbm.g_01673	Syal.g_02874
OG0000796	Prbm.g_01677	Syal.g_02870
OG0000797	Prbm.g_01678	Syal.g_02869
OG0000799	Prbm.g_01691	Syal.g_01547
OG0000800	Prbm.g_01692	Syal.g_01542
OG0000801	Prbm.g_01693	Syal.g_01541
OG0000802	Prbm.g_01695	Syal.g_01536
OG0000803	Prbm.g_01697	Syal.g_00040
OG0000804	Prbm.g_01698	Syal.g_00036
OG0000805	Prbm.g_01700	Syal.g_00030
OG0000806	Prbm.g_01702	Syal.g_00028
OG0000807	Prbm.g_01703	Syal.g_00026
OG0000808	Prbm.g_01704	Syal.g_00025
OG0000809	Prbm.g_01708	Syal.g_00022
OG0000810	Prbm.g_01709	Syal.g_00021
OG0000811	Prbm.g_01713	Syal.g_00380
OG0000812	Prbm.g_01715	Syal.g_00382
OG0000813	Prbm.g_01716	Syal.g_00383
OG0000814	Prbm.g_01718	Syal.g_00385
OG0000815	Prbm.g_01719	Syal.g_00391
OG0000816	Prbm.g_01721	Syal.g_00393
OG0000817	Prbm.g_01722	Syal.g_00394
OG0000818	Prbm.g_01726	Syal.g_00401
OG0000819	Prbm.g_01727	Syal.g_00402
OG0000820	Prbm.g_01728	Syal.g_00403
OG0000821	Prbm.g_01731	Syal.g_00409
OG0000822	Prbm.g_01732	Syal.g_00411
OG0000823	Prbm.g_01733	Syal.g_00412
OG0000824	Prbm.g_01736	Syal.g_00417
OG0000825	Prbm.g_01737	Syal.g_00418
OG0000826	Prbm.g_01738	Syal.g_00419
OG0000827	Prbm.g_01739	Syal.g_00420
OG0000828	Prbm.g_01742	Syal.g_00423
OG0000829	Prbm.g_01743	Syal.g_00424
OG0000830	Prbm.g_01744	Syal.g_00425
OG0000831	Prbm.g_01746	Syal.g_00427
OG0000832	Prbm.g_01756	Syal.g_02967
OG0000833	Prbm.g_01764	Syal.g_02976
OG0000834	Prbm.g_01765	Syal.g_02979
OG0000835	Prbm.g_01766	Syal.g_02980
OG0000836	Prbm.g_01768	Syal.g_02983
OG0000837	Prbm.g_01769	Syal.g_02984
OG0000838	Prbm.g_01771	Syal.g_02988
OG0000839	Prbm.g_01772	Syal.g_02989
OG0000840	Prbm.g_01773	Syal.g_02990
OG0000841	Prbm.g_01774	Syal.g_02991
OG0000842	Prbm.g_01775	Syal.g_02992
OG0000843	Prbm.g_01776	Syal.g_02993
OG0000844	Prbm.g_01777	Syal.g_02995
OG0000845	Prbm.g_01778	Syal.g_02996
OG0000846	Prbm.g_01779	Syal.g_02997
OG0000847	Prbm.g_01780	Syal.g_02998
OG0000848	Prbm.g_01781	Syal.g_03000
OG0000849	Prbm.g_01782	Syal.g_03001
OG0000850	Prbm.g_01784	Syal.g_03008
OG0000851	Prbm.g_01785	Syal.g_00561
OG0000852	Prbm.g_01786	Syal.g_00562
OG0000853	Prbm.g_01791	Syal.g_00566
OG0000854	Prbm.g_01793	Syal.g_00568
OG0000855	Prbm.g_01794	Syal.g_00569
OG0000856	Prbm.g_01685	Syal.g_02704
OG0000857	Prbm.g_00830	Syal.g_01882
OG0000858	Prbm.g_01835	Syal.g_00576
OG0000859	Prbm.g_01836	Syal.g_00577
OG0000860	Prbm.g_01843	Syal.g_00589
OG0000861	Prbm.g_01844	Syal.g_00590
OG0000862	Prbm.g_01845	Syal.g_00591
OG0000863	Prbm.g_01846	Syal.g_00594
OG0000864	Prbm.g_01847	Syal.g_00595
OG0000865	Prbm.g_01848	Syal.g_00596
OG0000866	Prbm.g_01849	Syal.g_00597
OG0000867	Prbm.g_01850	Syal.g_00598
OG0000868	Prbm.g_01851	Syal.g_00604
OG0000869	Prbm.g_01854	Syal.g_00609
OG0000870	Prbm.g_01859	Syal.g_00614
OG0000871	Prbm.g_01860	Syal.g_00615
OG0000872	Prbm.g_01861	Syal.g_00621
OG0000873	Prbm.g_01864	Syal.g_00624
OG0000874	Prbm.g_01867	Syal.g_00627
OG0000875	Prbm.g_01869	Syal.g_00629
OG0000876	Prbm.g_01870	Syal.g_00631
OG0000877	Prbm.g_01872	Syal.g_00633
OG0000878	Prbm.g_01873	Syal.g_00634
OG0000879	Prbm.g_01874	Syal.g_00635
OG0000880	Prbm.g_01875	Syal.g_00636
OG0000881	Prbm.g_01878	Syal.g_00641
OG0000882	Prbm.g_01883	Syal.g_00646
OG0000883	Prbm.g_01885	Syal.g_00648
OG0000884	Prbm.g_01887	Syal.g_00650
OG0000885	Prbm.g_01888	Syal.g_00651
OG0000886	Prbm.g_01889	Syal.g_00652
OG0000887	Prbm.g_01890	Syal.g_00653
OG0000888	Prbm.g_01892	Syal.g_00655
OG0000889	Prbm.g_01894	Syal.g_00657
OG0000890	Prbm.g_01895	Syal.g_00663
OG0000891	Prbm.g_01896	Syal.g_00664
OG0000892	Prbm.g_01898	Syal.g_00668
OG0000893	Prbm.g_01948	Syal.g_00193
OG0000894	Prbm.g_01951	Syal.g_00196
OG0000895	Prbm.g_01954	Syal.g_00200
OG0000896	Prbm.g_01955	Syal.g_00201
OG0000897	Prbm.g_01957	Syal.g_00203
OG0000898	Prbm.g_01958	Syal.g_00204
OG0000899	Prbm.g_01959	Syal.g_00205
OG0000900	Prbm.g_01960	Syal.g_00206
OG0000901	Prbm.g_01963	Syal.g_00211
OG0000902	Prbm.g_01965	Syal.g_00213
OG0000903	Prbm.g_01975	Syal.g_00227
OG0000904	Prbm.g_01970	Syal.g_00222
OG0000905	Prbm.g_01967	Syal.g_00217
OG0000906	Prbm.g_01966	Syal.g_00215
OG0000907	Prbm.g_01990	Syal.g_00229
OG0000908	Prbm.g_01993	Syal.g_00232
OG0000909	Prbm.g_01994	Syal.g_00233
OG0000910	Prbm.g_01995	Syal.g_00234
OG0000911	Prbm.g_01997	Syal.g_00237
OG0000912	Prbm.g_01998	Syal.g_00238
OG0000913	Prbm.g_01999	Syal.g_00239
OG0000914	Prbm.g_02000	Syal.g_00240
OG0000915	Prbm.g_02001	Syal.g_00241
OG0000916	Prbm.g_02002	Syal.g_00242
OG0000917	Prbm.g_02003	Syal.g_00243
OG0000918	Prbm.g_02004	Syal.g_00244
OG0000919	Prbm.g_02005	Syal.g_00245
OG0000920	Prbm.g_02006	Syal.g_00246
OG0000921	Prbm.g_02007	Syal.g_00247
OG0000922	Prbm.g_02008	Syal.g_00248
OG0000923	Prbm.g_02012	Syal.g_00252
OG0000924	Prbm.g_02013	Syal.g_00253
OG0000925	Prbm.g_02014	Syal.g_00254
OG0000926	Prbm.g_02015	Syal.g_00255
OG0000927	Prbm.g_02017	Syal.g_00257
OG0000928	Prbm.g_02018	Syal.g_00258
OG0000929	Prbm.g_02019	Syal.g_00259
OG0000930	Prbm.g_02020	Syal.g_00260
OG0000931	Prbm.g_02021	Syal.g_00261
OG0000932	Prbm.g_02022	Syal.g_00262
OG0000933	Prbm.g_02026	Syal.g_00268
OG0000934	Prbm.g_02028	Syal.g_00270
OG0000935	Prbm.g_02029	Syal.g_00271
OG0000936	Prbm.g_02030	Syal.g_00272
OG0000937	Prbm.g_02031	Syal.g_00273
OG0000938	Prbm.g_02034	Syal.g_00276
OG0000939	Prbm.g_02035	Syal.g_00277
OG0000940	Prbm.g_02042	Syal.g_00285
OG0000941	Prbm.g_02044	Syal.g_00287
OG0000942	Prbm.g_02046	Syal.g_00289
OG0000943	Prbm.g_02048	Syal.g_00290
OG0000944	Prbm.g_02050	Syal.g_00292
OG0000945	Prbm.g_02051	Syal.g_00294
OG0000946	Prbm.g_02057	Syal.g_00301
OG0000947	Prbm.g_02059	Syal.g_00304
OG0000948	Prbm.g_02060	Syal.g_00305
OG0000949	Prbm.g_02063	Syal.g_01341
OG0000950	Prbm.g_02068	Syal.g_01348
OG0000951	Prbm.g_02072	Syal.g_01353
OG0000952	Prbm.g_02076	Syal.g_01363
OG0000953	Prbm.g_02080	Syal.g_01435
OG0000954	Prbm.g_02084	Syal.g_01443
OG0000955	Prbm.g_02085	Syal.g_01444
OG0000956	Prbm.g_02087	Syal.g_01446
OG0000957	Prbm.g_02092	Syal.g_01457
OG0000958	Prbm.g_02093	Syal.g_01458
OG0000959	Prbm.g_02097	Syal.g_01482
OG0000960	Prbm.g_02098	Syal.g_01483
OG0000961	Prbm.g_02101	Syal.g_01507
OG0000962	Prbm.g_02103	Syal.g_01509
OG0000963	Prbm.g_02107	Syal.g_01514
OG0000964	Prbm.g_02108	Syal.g_01515
OG0000965	Prbm.g_02109	Syal.g_01516
OG0000966	Prbm.g_02144	Syal.g_00176
OG0000967	Prbm.g_02148	Syal.g_00171
OG0000968	Prbm.g_02150	Syal.g_00169
OG0000969	Prbm.g_02151	Syal.g_00167
OG0000970	Prbm.g_02152	Syal.g_00166
OG0000971	Prbm.g_02153	Syal.g_00164
OG0000972	Prbm.g_02154	Syal.g_00163
OG0000973	Prbm.g_02155	Syal.g_00162
OG0000974	Prbm.g_02156	Syal.g_00161
OG0000975	Prbm.g_02157	Syal.g_00160
OG0000976	Prbm.g_02158	Syal.g_00159
OG0000977	Prbm.g_02159	Syal.g_00157
OG0000978	Prbm.g_02160	Syal.g_00156
OG0000979	Prbm.g_02163	Syal.g_00153
OG0000980	Prbm.g_02165	Syal.g_00150
OG0000981	Prbm.g_02168	Syal.g_00147
OG0000982	Prbm.g_02170	Syal.g_01068
OG0000983	Prbm.g_02171	Syal.g_01069
OG0000984	Prbm.g_02172	Syal.g_01070
OG0000985	Prbm.g_02175	Syal.g_01074
OG0000986	Prbm.g_02177	Syal.g_01076
OG0000987	Prbm.g_02178	Syal.g_01080
OG0000988	Prbm.g_02181	Syal.g_01086
OG0000989	Prbm.g_02185	Syal.g_01098
OG0000990	Prbm.g_02190	Syal.g_01118
OG0000991	Prbm.g_02191	Syal.g_01120
OG0000992	Prbm.g_02194	Syal.g_01122
OG0000993	Prbm.g_02195	Syal.g_01123
OG0000994	Prbm.g_02196	Syal.g_01127
OG0000995	Prbm.g_02200	Syal.g_01132
OG0000996	Prbm.g_02201	Syal.g_01162
OG0000997	Prbm.g_02208	Syal.g_01171
OG0000998	Prbm.g_02210	Syal.g_01173
OG0000999	Prbm.g_02211	Syal.g_01174
OG0001000	Prbm.g_02214	Syal.g_01177
OG0001001	Prbm.g_02217	Syal.g_01182
OG0001002	Prbm.g_02222	Syal.g_00082
OG0001003	Prbm.g_02225	Syal.g_00084
OG0001004	Prbm.g_02226	Syal.g_00085
OG0001005	Prbm.g_02227	Syal.g_00087
OG0001006	Prbm.g_02231	Syal.g_00094
OG0001007	Prbm.g_02233	Syal.g_00096
OG0001008	Prbm.g_00447	Syal.g_00524
OG0001009	Prbm.g_00027	Syal.g_00129
OG0001010	Prbm.g_00028	Syal.g_00130
OG0001011	Prbm.g_00029	Syal.g_00131
OG0001012	Prbm.g_00052	Syal.g_01064
OG0001013	Prbm.g_00057	Syal.g_01026
OG0001014	Prbm.g_00060	Syal.g_01022
OG0001015	Prbm.g_00061	Syal.g_01021
OG0001016	Prbm.g_00130	Syal.g_00756
OG0001017	Prbm.g_00134	Syal.g_00762
OG0001018	Prbm.g_00137	Syal.g_00764
OG0001019	Prbm.g_00146	Syal.g_00785
OG0001020	Prbm.g_00147	Syal.g_00796
OG0001021	Prbm.g_00148	Syal.g_00800
OG0001022	Prbm.g_00151	Syal.g_00805
OG0001023	Prbm.g_00152	Syal.g_00806
OG0001024	Prbm.g_00155	Syal.g_00810
OG0001025	Prbm.g_00162	Syal.g_00817
OG0001026	Prbm.g_00170	Syal.g_00830
OG0001027	Prbm.g_00171	Syal.g_00834
OG0001028	Prbm.g_00173	Syal.g_00836
OG0001029	Prbm.g_00175	Syal.g_00838
OG0001030	Prbm.g_00191	Syal.g_00860
OG0001031	Prbm.g_00246	Syal.g_00936
OG0001032	Prbm.g_00247	Syal.g_00938
OG0001033	Prbm.g_00267	Syal.g_00972
OG0001034	Prbm.g_00296	Syal.g_00684
OG0001035	Prbm.g_00313	Syal.g_01226
OG0001036	Prbm.g_00318	Syal.g_01231
OG0001037	Prbm.g_00319	Syal.g_01233
OG0001038	Prbm.g_00335	Syal.g_01261
OG0001039	Prbm.g_00337	Syal.g_01264
OG0001040	Prbm.g_00340	Syal.g_01267
OG0001041	Prbm.g_00344	Syal.g_01272
OG0001042	Prbm.g_00360	Syal.g_01300
OG0001043	Prbm.g_00361	Syal.g_01304
OG0001044	Prbm.g_00399	Syal.g_00346
OG0001045	Prbm.g_00408	Syal.g_00359
OG0001046	Prbm.g_01121	Syal.g_01967
OG0001047	Prbm.g_00449	Syal.g_00522
OG0001048	Prbm.g_00450	Syal.g_00521
OG0001049	Prbm.g_00452	Syal.g_00518
OG0001050	Prbm.g_00453	Syal.g_00517
OG0001051	Prbm.g_00454	Syal.g_00516
OG0001052	Prbm.g_00497	Syal.g_00467
OG0001053	Prbm.g_00509	Syal.g_02900
OG0001054	Prbm.g_00523	Syal.g_02919
OG0001055	Prbm.g_00551	Syal.g_02940
OG0001056	Prbm.g_00569	Syal.g_02833
OG0001057	Prbm.g_00574	Syal.g_01574
OG0001058	Prbm.g_00582	Syal.g_02812
OG0001059	Prbm.g_00586	Syal.g_02808
OG0001060	Prbm.g_00593	Syal.g_02801
OG0001061	Prbm.g_00606	Syal.g_02783
OG0001062	Prbm.g_00608	Syal.g_02781
OG0001063	Prbm.g_00609	Syal.g_02776
OG0001064	Prbm.g_00610	Syal.g_02775
OG0001065	Prbm.g_00611	Syal.g_02774
OG0001066	Prbm.g_00612	Syal.g_02773
OG0001067	Prbm.g_00613	Syal.g_02772
OG0001068	Prbm.g_00614	Syal.g_02771
OG0001069	Prbm.g_00615	Syal.g_02770
OG0001070	Prbm.g_00617	Syal.g_02766
OG0001071	Prbm.g_00618	Syal.g_02765
OG0001072	Prbm.g_00619	Syal.g_02761
OG0001073	Prbm.g_00634	Syal.g_02746
OG0001074	Prbm.g_00646	Syal.g_02575
OG0001075	Prbm.g_00647	Syal.g_02726
OG0001076	Prbm.g_00654	Syal.g_02712
OG0001077	Prbm.g_00659	Syal.g_02702
OG0001078	Prbm.g_00667	Syal.g_02635
OG0001079	Prbm.g_00678	Syal.g_02618
OG0001080	Prbm.g_00684	Syal.g_02514
OG0001081	Prbm.g_00686	Syal.g_02175
OG0001082	Prbm.g_00687	Syal.g_02176
OG0001083	Prbm.g_00692	Syal.g_02184
OG0001084	Prbm.g_00693	Syal.g_02187
OG0001085	Prbm.g_00703	Syal.g_02206
OG0001086	Prbm.g_00704	Syal.g_02208
OG0001087	Prbm.g_00725	Syal.g_01782
OG0001088	Prbm.g_00726	Syal.g_01785
OG0001089	Prbm.g_00734	Syal.g_01811
OG0001090	Prbm.g_00743	Syal.g_01859
OG0001091	Prbm.g_00745	Syal.g_01862
OG0001092	Prbm.g_00746	Syal.g_01864
OG0001093	Prbm.g_00751	Syal.g_02419
OG0001094	Prbm.g_00808	Syal.g_02216
OG0001095	Prbm.g_00827	Syal.g_01879
OG0001096	Prbm.g_00842	Syal.g_02447
OG0001097	Prbm.g_00860	Syal.g_02473
OG0001098	Prbm.g_00877	Syal.g_02083
OG0001099	Prbm.g_00914	Syal.g_00837
OG0001100	Prbm.g_00921	Syal.g_02293
OG0001101	Prbm.g_00923	Syal.g_02292
OG0001102	Prbm.g_00926	Syal.g_02289
OG0001103	Prbm.g_00928	Syal.g_02287
OG0001104	Prbm.g_00794	Syal.g_02241
OG0001105	Prbm.g_00798	Syal.g_02236
OG0001106	Prbm.g_00976	Syal.g_02007
OG0001107	Prbm.g_00986	Syal.g_01993
OG0001108	Prbm.g_00990	Syal.g_01985
OG0001109	Prbm.g_00991	Syal.g_01983
OG0001110	Prbm.g_00993	Syal.g_01981
OG0001111	Prbm.g_00994	Syal.g_01979
OG0001112	Prbm.g_00995	Syal.g_01977
