Orthogroup	Prbm	Syat
OG0000559	Prbm.g_00584	Syat.g_00077
OG0000560	Prbm.g_00587	Syat.g_00074
OG0000561	Prbm.g_00588	Syat.g_00073
OG0000562	Prbm.g_00589	Syat.g_00072
OG0000563	Prbm.g_00590	Syat.g_00071
OG0000564	Prbm.g_00591	Syat.g_00070
OG0000565	Prbm.g_00594	Syat.g_00067
OG0000566	Prbm.g_00596	Syat.g_00063
OG0000567	Prbm.g_00600	Syat.g_00059
OG0000568	Prbm.g_00601	Syat.g_00057
OG0000569	Prbm.g_00602	Syat.g_00056
OG0000570	Prbm.g_00603	Syat.g_00055
OG0000571	Prbm.g_00605	Syat.g_00052
OG0000572	Prbm.g_00616	Syat.g_00033
OG0000573	Prbm.g_00621	Syat.g_00024
OG0000574	Prbm.g_00624	Syat.g_00023
OG0000575	Prbm.g_00627	Syat.g_00018
OG0000576	Prbm.g_00629	Syat.g_00014
OG0000577	Prbm.g_00630	Syat.g_00013
OG0000578	Prbm.g_00631	Syat.g_00012
OG0000579	Prbm.g_00632	Syat.g_00011
OG0000580	Prbm.g_00633	Syat.g_00010
OG0000581	Prbm.g_00636	Syat.g_00003
OG0000582	Prbm.g_00639	Syat.g_03403
OG0000583	Prbm.g_00640	Syat.g_03404
OG0000584	Prbm.g_00641	Syat.g_03405
OG0000585	Prbm.g_00643	Syat.g_03408
OG0000586	Prbm.g_00644	Syat.g_03409
OG0000587	Prbm.g_00645	Syat.g_00001
OG0000588	Prbm.g_00649	Syat.g_00338
OG0000589	Prbm.g_00652	Syat.g_03318
OG0000590	Prbm.g_00653	Syat.g_03317
OG0000591	Prbm.g_00656	Syat.g_03308
OG0000592	Prbm.g_00657	Syat.g_03307
OG0000593	Prbm.g_00663	Syat.g_00113
OG0000594	Prbm.g_00664	Syat.g_00114
OG0000595	Prbm.g_00665	Syat.g_00115
OG0000596	Prbm.g_00669	Syat.g_00129
OG0000597	Prbm.g_00671	Syat.g_00132
OG0000598	Prbm.g_00672	Syat.g_00133
OG0000599	Prbm.g_00675	Syat.g_00381
OG0000600	Prbm.g_00676	Syat.g_00380
OG0000601	Prbm.g_00677	Syat.g_00379
OG0000602	Prbm.g_00679	Syat.g_00375
OG0000603	Prbm.g_00680	Syat.g_00374
OG0000604	Prbm.g_00681	Syat.g_00372
OG0000605	Prbm.g_00682	Syat.g_00370
OG0000606	Prbm.g_00685	Syat.g_00367
OG0000607	Prbm.g_00688	Syat.g_00364
OG0000608	Prbm.g_00689	Syat.g_00363
OG0000609	Prbm.g_00690	Syat.g_00344
OG0000610	Prbm.g_00696	Syat.g_00399
OG0000611	Prbm.g_00699	Syat.g_00402
OG0000612	Prbm.g_00700	Syat.g_00403
OG0000613	Prbm.g_00706	Syat.g_02129
OG0000614	Prbm.g_00730	Syat.g_01084
OG0000615	Prbm.g_00737	Syat.g_00442
OG0000616	Prbm.g_02220	Syat.g_02397
OG0000617	Prbm.g_00748	Syat.g_00665
OG0000618	Prbm.g_00749	Syat.g_00666
OG0000619	Prbm.g_00750	Syat.g_00667
OG0000620	Prbm.g_00753	Syat.g_02591
OG0000621	Prbm.g_00754	Syat.g_02590
OG0000622	Prbm.g_00755	Syat.g_02572
OG0000623	Prbm.g_00756	Syat.g_00672
OG0000624	Prbm.g_00758	Syat.g_00673
OG0000625	Prbm.g_00759	Syat.g_00674
OG0000626	Prbm.g_00760	Syat.g_00675
OG0000627	Prbm.g_00762	Syat.g_00641
OG0000628	Prbm.g_00763	Syat.g_00640
OG0000629	Prbm.g_00764	Syat.g_00637
OG0000630	Prbm.g_00767	Syat.g_00631
OG0000631	Prbm.g_00959	Syat.g_00624
OG0000632	Prbm.g_00960	Syat.g_00623
OG0000633	Prbm.g_00961	Syat.g_00622
OG0000634	Prbm.g_00810	Syat.g_00475
OG0000635	Prbm.g_00811	Syat.g_00476
OG0000636	Prbm.g_00813	Syat.g_00478
OG0000637	Prbm.g_00815	Syat.g_00480
OG0000638	Prbm.g_00816	Syat.g_00481
OG0000639	Prbm.g_00817	Syat.g_00482
OG0000640	Prbm.g_00818	Syat.g_00483
OG0000641	Prbm.g_00822	Syat.g_00488
OG0000642	Prbm.g_00823	Syat.g_00489
OG0000643	Prbm.g_00824	Syat.g_00494
OG0000644	Prbm.g_00825	Syat.g_00495
OG0000645	Prbm.g_00826	Syat.g_00496
OG0000646	Prbm.g_00829	Syat.g_00499
OG0000647	Prbm.g_00831	Syat.g_00501
OG0000648	Prbm.g_00833	Syat.g_00504
OG0000649	Prbm.g_00834	Syat.g_00505
OG0000650	Prbm.g_00835	Syat.g_00506
OG0000651	Prbm.g_00836	Syat.g_00507
OG0000652	Prbm.g_00837	Syat.g_00508
OG0000653	Prbm.g_00839	Syat.g_00510
OG0000654	Prbm.g_00840	Syat.g_00514
OG0000655	Prbm.g_00841	Syat.g_00515
OG0000656	Prbm.g_00844	Syat.g_00518
OG0000657	Prbm.g_00850	Syat.g_00720
OG0000658	Prbm.g_00852	Syat.g_00723
OG0000659	Prbm.g_00853	Syat.g_00724
OG0000660	Prbm.g_00857	Syat.g_00740
OG0000661	Prbm.g_00859	Syat.g_00742
OG0000662	Prbm.g_00861	Syat.g_00746
OG0000663	Prbm.g_00863	Syat.g_00749
OG0000664	Prbm.g_00864	Syat.g_00752
OG0000665	Prbm.g_00868	Syat.g_03302
OG0000666	Prbm.g_00869	Syat.g_01415
OG0000667	Prbm.g_00873	Syat.g_00958, Syat.g_03278
OG0000668	Prbm.g_00911	Syat.g_00710
OG0000669	Prbm.g_00919	Syat.g_00416
OG0000670	Prbm.g_00922	Syat.g_00419
OG0000671	Prbm.g_00924	Syat.g_00421
OG0000672	Prbm.g_00927	Syat.g_00424
OG0000673	Prbm.g_00930	Syat.g_00430
OG0000674	Prbm.g_00932	Syat.g_00432
OG0000675	Prbm.g_00933	Syat.g_00433
OG0000676	Prbm.g_00935	Syat.g_00436
OG0000677	Prbm.g_00936	Syat.g_00437
OG0000678	Prbm.g_00939	Syat.g_00439
OG0000679	Prbm.g_00943	Syat.g_00448
OG0000680	Prbm.g_00944	Syat.g_00449
OG0000681	Prbm.g_00946	Syat.g_00452
OG0000682	Prbm.g_00947	Syat.g_00453
OG0000683	Prbm.g_00948	Syat.g_00454
OG0000684	Prbm.g_00793	Syat.g_00457
OG0000685	Prbm.g_00795	Syat.g_02571
OG0000686	Prbm.g_00796	Syat.g_00459
OG0000687	Prbm.g_00797	Syat.g_00460
OG0000688	Prbm.g_00800	Syat.g_00463
OG0000689	Prbm.g_00801	Syat.g_00465
OG0000690	Prbm.g_00802	Syat.g_00466
OG0000691	Prbm.g_00803	Syat.g_00467
OG0000692	Prbm.g_00805	Syat.g_00469
OG0000693	Prbm.g_00806	Syat.g_00471
OG0000694	Prbm.g_00807	Syat.g_00472
OG0000695	Prbm.g_00963	Syat.g_00619
OG0000696	Prbm.g_00964	Syat.g_00618
OG0000697	Prbm.g_00965	Syat.g_00616
OG0000698	Prbm.g_00968	Syat.g_00613
OG0000699	Prbm.g_00969	Syat.g_00611
OG0000700	Prbm.g_00970	Syat.g_00610
OG0000701	Prbm.g_00971	Syat.g_00609
OG0000702	Prbm.g_00973	Syat.g_00606
OG0000703	Prbm.g_00974	Syat.g_00601
OG0000704	Prbm.g_00975	Syat.g_00599
OG0000705	Prbm.g_00981	Syat.g_00592
OG0000706	Prbm.g_00982	Syat.g_00591
OG0000707	Prbm.g_00983	Syat.g_00590
OG0000708	Prbm.g_00985	Syat.g_00587
OG0000709	Prbm.g_00989	Syat.g_00573
OG0000710	Prbm.g_00992	Syat.g_00567
OG0000711	Prbm.g_01007	Syat.g_00539
OG0000712	Prbm.g_01009	Syat.g_00537
OG0000713	Prbm.g_01010	Syat.g_00536
OG0000714	Prbm.g_01011	Syat.g_00532
OG0000715	Prbm.g_01013	Syat.g_00530
OG0000716	Prbm.g_01014	Syat.g_00527
OG0000717	Prbm.g_01015	Syat.g_00526
OG0000718	Prbm.g_01031	Syat.g_00522
OG0000719	Prbm.g_01032	Syat.g_00712
OG0000720	Prbm.g_01042	Syat.g_00699
OG0000721	Prbm.g_01043	Syat.g_00697
OG0000722	Prbm.g_01044	Syat.g_00696
OG0000723	Prbm.g_01048	Syat.g_00686
OG0000724	Prbm.g_01059	Syat.g_00782
OG0000725	Prbm.g_00887	Syat.g_00810
OG0000726	Prbm.g_00886	Syat.g_00811
OG0000727	Prbm.g_00885	Syat.g_00812
OG0000728	Prbm.g_00883	Syat.g_00814
OG0000729	Prbm.g_02104	Syat.g_02224
OG0000730	Prbm.g_00398	Syat.g_01617
OG0000731	Prbm.g_00406	Syat.g_01605
OG0000732	Prbm.g_02166	Syat.g_02290
OG0000733	Prbm.g_01911	Syat.g_03285
OG0000734	Prbm.g_01565	Syat.g_01579
OG0000735	Prbm.g_01563	Syat.g_03235
OG0000736	Prbm.g_01562	Syat.g_03236
OG0000737	Prbm.g_01561	Syat.g_03237
OG0000738	Prbm.g_01557	Syat.g_03251
OG0000739	Prbm.g_01556	Syat.g_03252
OG0000740	Prbm.g_01555	Syat.g_03253
OG0000741	Prbm.g_01553	Syat.g_03256
OG0000742	Prbm.g_01550	Syat.g_03259
OG0000743	Prbm.g_01548	Syat.g_03262
OG0000744	Prbm.g_01547	Syat.g_03263
OG0000745	Prbm.g_01545	Syat.g_03266
OG0000746	Prbm.g_01543	Syat.g_00314
OG0000747	Prbm.g_01542	Syat.g_00313
OG0000748	Prbm.g_01538	Syat.g_00305
OG0000749	Prbm.g_01537	Syat.g_00303
OG0000750	Prbm.g_01536	Syat.g_00302
OG0000751	Prbm.g_01533	Syat.g_00296
OG0000752	Prbm.g_01531	Syat.g_00294
OG0000753	Prbm.g_01529	Syat.g_00291
OG0000754	Prbm.g_01525	Syat.g_00250
OG0000755	Prbm.g_01520	Syat.g_00217
OG0000756	Prbm.g_01519	Syat.g_00216
OG0000757	Prbm.g_01512	Syat.g_00205
OG0000758	Prbm.g_01511	Syat.g_00204
OG0000759	Prbm.g_01510	Syat.g_00203
OG0000760	Prbm.g_01509	Syat.g_00202
OG0000761	Prbm.g_01508	Syat.g_00201
OG0000762	Prbm.g_01507	Syat.g_00199
OG0000763	Prbm.g_01505	Syat.g_00924
OG0000764	Prbm.g_01504	Syat.g_00923
OG0000765	Prbm.g_01496	Syat.g_00897
OG0000766	Prbm.g_01495	Syat.g_00896
OG0000767	Prbm.g_01494	Syat.g_00894
OG0000768	Prbm.g_01493	Syat.g_00893
OG0000769	Prbm.g_01491	Syat.g_00891
OG0000770	Prbm.g_01490	Syat.g_00886
OG0000771	Prbm.g_01054	Syat.g_00788
OG0000772	Prbm.g_01356	Syat.g_01768
OG0000773	Prbm.g_01602	Syat.g_01114
OG0000774	Prbm.g_01605	Syat.g_01146
OG0000775	Prbm.g_01606	Syat.g_01148
OG0000776	Prbm.g_01607	Syat.g_01149
OG0000777	Prbm.g_01608	Syat.g_01150
OG0000778	Prbm.g_01609	Syat.g_01151
OG0000779	Prbm.g_01613	Syat.g_01154
OG0000780	Prbm.g_01614	Syat.g_01157
OG0000781	Prbm.g_01616	Syat.g_01161
OG0000782	Prbm.g_01617	Syat.g_01162
OG0000783	Prbm.g_01618	Syat.g_01163
OG0000784	Prbm.g_01619	Syat.g_01164
OG0000785	Prbm.g_01621	Syat.g_01166
OG0000786	Prbm.g_01624	Syat.g_01170
OG0000787	Prbm.g_01625	Syat.g_01171
OG0000788	Prbm.g_00777	Syat.g_00087
OG0000789	Prbm.g_01051	Syat.g_00845
OG0000790	Prbm.g_01665	Syat.g_01300
OG0000791	Prbm.g_01667	Syat.g_01302
OG0000792	Prbm.g_01668	Syat.g_01303
OG0000793	Prbm.g_01671	Syat.g_01412
OG0000794	Prbm.g_01672	Syat.g_01414
OG0000795	Prbm.g_01673	Syat.g_01416
OG0000796	Prbm.g_01677	Syat.g_01422
OG0000797	Prbm.g_01678	Syat.g_01423
OG0000799	Prbm.g_01691	Syat.g_01256
OG0000800	Prbm.g_01692	Syat.g_01255
OG0000801	Prbm.g_01693	Syat.g_01253
OG0000802	Prbm.g_01695	Syat.g_01245
OG0000803	Prbm.g_01697	Syat.g_01241
OG0000804	Prbm.g_01698	Syat.g_01238
OG0000805	Prbm.g_01700	Syat.g_01236
OG0000806	Prbm.g_01702	Syat.g_01234
OG0000807	Prbm.g_01703	Syat.g_01233
OG0000808	Prbm.g_01704	Syat.g_01232
OG0000809	Prbm.g_01708	Syat.g_01229
OG0000810	Prbm.g_01709	Syat.g_01228
OG0000811	Prbm.g_01713	Syat.g_01186
OG0000812	Prbm.g_01715	Syat.g_01182
OG0000813	Prbm.g_01716	Syat.g_01181
OG0000814	Prbm.g_01718	Syat.g_01179
OG0000815	Prbm.g_01719	Syat.g_01177
OG0000816	Prbm.g_01721	Syat.g_01175
OG0000817	Prbm.g_01722	Syat.g_01279
OG0000818	Prbm.g_01726	Syat.g_01325
OG0000819	Prbm.g_01727	Syat.g_01326
OG0000820	Prbm.g_01728	Syat.g_01327
OG0000821	Prbm.g_01731	Syat.g_01333
OG0000822	Prbm.g_01732	Syat.g_01335
OG0000823	Prbm.g_01733	Syat.g_01336
OG0000824	Prbm.g_01736	Syat.g_01342
OG0000825	Prbm.g_01737	Syat.g_01343
OG0000826	Prbm.g_01738	Syat.g_01344
OG0000827	Prbm.g_01739	Syat.g_01345
OG0000828	Prbm.g_01742	Syat.g_01348
OG0000829	Prbm.g_01743	Syat.g_01349
OG0000830	Prbm.g_01744	Syat.g_01350
OG0000831	Prbm.g_01746	Syat.g_01353
OG0000832	Prbm.g_01756	Syat.g_02982
OG0000833	Prbm.g_01764	Syat.g_03072
OG0000834	Prbm.g_01765	Syat.g_03073
OG0000835	Prbm.g_01766	Syat.g_03075
OG0000836	Prbm.g_01768	Syat.g_03078
OG0000837	Prbm.g_01769	Syat.g_03079
OG0000838	Prbm.g_01771	Syat.g_03083
OG0000839	Prbm.g_01772	Syat.g_03084
OG0000840	Prbm.g_01773	Syat.g_03085
OG0000841	Prbm.g_01774	Syat.g_03086
OG0000842	Prbm.g_01775	Syat.g_03087
OG0000843	Prbm.g_01776	Syat.g_03088
OG0000844	Prbm.g_01777	Syat.g_03090
OG0000845	Prbm.g_01778	Syat.g_03091
OG0000846	Prbm.g_01779	Syat.g_03092
OG0000847	Prbm.g_01780	Syat.g_03093
OG0000848	Prbm.g_01781	Syat.g_03095
OG0000849	Prbm.g_01782	Syat.g_03096
OG0000850	Prbm.g_01784	Syat.g_03098
OG0000851	Prbm.g_01785	Syat.g_03101
OG0000852	Prbm.g_01786	Syat.g_03102
OG0000853	Prbm.g_01791	Syat.g_03106
OG0000854	Prbm.g_01793	Syat.g_03108
OG0000855	Prbm.g_01794	Syat.g_03109
OG0000856	Prbm.g_01685	Syat.g_03305
OG0000857	Prbm.g_00830	Syat.g_00500
OG0000858	Prbm.g_01835	Syat.g_03114
OG0000859	Prbm.g_01836	Syat.g_03115
OG0000860	Prbm.g_01843	Syat.g_03126
OG0000861	Prbm.g_01844	Syat.g_03127
OG0000862	Prbm.g_01845	Syat.g_03136
OG0000863	Prbm.g_01846	Syat.g_03138
OG0000864	Prbm.g_01847	Syat.g_03139
OG0000865	Prbm.g_01848	Syat.g_03140
OG0000866	Prbm.g_01849	Syat.g_03141
OG0000867	Prbm.g_01850	Syat.g_03142
OG0000868	Prbm.g_01851	Syat.g_03067
OG0000869	Prbm.g_01854	Syat.g_03054
OG0000870	Prbm.g_01859	Syat.g_03049
OG0000871	Prbm.g_01860	Syat.g_03048
OG0000872	Prbm.g_01861	Syat.g_03042
OG0000873	Prbm.g_01864	Syat.g_03039
OG0000874	Prbm.g_01867	Syat.g_03037
OG0000875	Prbm.g_01869	Syat.g_03035
OG0000876	Prbm.g_01870	Syat.g_00745
OG0000877	Prbm.g_01872	Syat.g_03024
OG0000878	Prbm.g_01873	Syat.g_03023
OG0000879	Prbm.g_01874	Syat.g_03022
OG0000880	Prbm.g_01875	Syat.g_03021
OG0000881	Prbm.g_01878	Syat.g_03016
OG0000882	Prbm.g_01883	Syat.g_03011
OG0000883	Prbm.g_01885	Syat.g_03007
OG0000884	Prbm.g_01887	Syat.g_03005
OG0000885	Prbm.g_01888	Syat.g_03004
OG0000886	Prbm.g_01889	Syat.g_03003
OG0000887	Prbm.g_01890	Syat.g_03002
OG0000888	Prbm.g_01892	Syat.g_03000
OG0000889	Prbm.g_01894	Syat.g_02997
OG0000890	Prbm.g_01895	Syat.g_02994
OG0000891	Prbm.g_01896	Syat.g_02993
OG0000892	Prbm.g_01898	Syat.g_02992
OG0000893	Prbm.g_01948	Syat.g_01864
OG0000894	Prbm.g_01951	Syat.g_01860
OG0000895	Prbm.g_01954	Syat.g_01856
OG0000896	Prbm.g_01955	Syat.g_01855
OG0000897	Prbm.g_01957	Syat.g_01853
OG0000898	Prbm.g_01958	Syat.g_01852
OG0000899	Prbm.g_01959	Syat.g_01851
OG0000900	Prbm.g_01960	Syat.g_01850
OG0000901	Prbm.g_01963	Syat.g_01845
OG0000902	Prbm.g_01965	Syat.g_01843
OG0000903	Prbm.g_01975	Syat.g_01830
OG0000904	Prbm.g_01970	Syat.g_01834
OG0000905	Prbm.g_01967	Syat.g_01839
OG0000906	Prbm.g_01966	Syat.g_01841
OG0000907	Prbm.g_01990	Syat.g_01828
OG0000908	Prbm.g_01993	Syat.g_01825
OG0000909	Prbm.g_01994	Syat.g_01824
OG0000910	Prbm.g_01995	Syat.g_01823
OG0000911	Prbm.g_01997	Syat.g_01821
OG0000912	Prbm.g_01998	Syat.g_01820
OG0000913	Prbm.g_01999	Syat.g_01819
OG0000914	Prbm.g_02000	Syat.g_01818
OG0000915	Prbm.g_02001	Syat.g_01816
OG0000916	Prbm.g_02002	Syat.g_01815
OG0000917	Prbm.g_02003	Syat.g_01814
OG0000918	Prbm.g_02004	Syat.g_01813
OG0000919	Prbm.g_02005	Syat.g_01812
OG0000920	Prbm.g_02006	Syat.g_01811
OG0000921	Prbm.g_02007	Syat.g_01810
OG0000922	Prbm.g_02008	Syat.g_01809
OG0000923	Prbm.g_02012	Syat.g_01805
OG0000924	Prbm.g_02013	Syat.g_01804
OG0000925	Prbm.g_02014	Syat.g_01803
OG0000926	Prbm.g_02015	Syat.g_01802
OG0000927	Prbm.g_02017	Syat.g_01800
OG0000928	Prbm.g_02018	Syat.g_01799
OG0000929	Prbm.g_02019	Syat.g_01798
OG0000930	Prbm.g_02020	Syat.g_01797
OG0000931	Prbm.g_02021	Syat.g_01796
OG0000932	Prbm.g_02022	Syat.g_01794
OG0000933	Prbm.g_02026	Syat.g_01788
OG0000934	Prbm.g_02028	Syat.g_01786
OG0000935	Prbm.g_02029	Syat.g_01665
OG0000936	Prbm.g_02030	Syat.g_01664
OG0000937	Prbm.g_02031	Syat.g_01663
OG0000938	Prbm.g_02034	Syat.g_01659
OG0000939	Prbm.g_02035	Syat.g_01658
OG0000940	Prbm.g_02042	Syat.g_01651
OG0000941	Prbm.g_02044	Syat.g_01649
OG0000942	Prbm.g_02046	Syat.g_01647
OG0000943	Prbm.g_02048	Syat.g_01646
OG0000944	Prbm.g_02050	Syat.g_01644
OG0000945	Prbm.g_02051	Syat.g_01643
OG0000946	Prbm.g_02057	Syat.g_01633
OG0000947	Prbm.g_02059	Syat.g_01630
OG0000948	Prbm.g_02060	Syat.g_01629
OG0000949	Prbm.g_02063	Syat.g_02142
OG0000950	Prbm.g_02068	Syat.g_02152
OG0000951	Prbm.g_02072	Syat.g_02157
OG0000952	Prbm.g_02076	Syat.g_02162
OG0000953	Prbm.g_02080	Syat.g_02166
OG0000954	Prbm.g_02084	Syat.g_02187
OG0000955	Prbm.g_02085	Syat.g_02188
OG0000956	Prbm.g_02087	Syat.g_02191
OG0000957	Prbm.g_02092	Syat.g_02204
OG0000958	Prbm.g_02093	Syat.g_02205
OG0000959	Prbm.g_02097	Syat.g_02212
OG0000960	Prbm.g_02098	Syat.g_02213
OG0000961	Prbm.g_02101	Syat.g_02873
OG0000962	Prbm.g_02103	Syat.g_02223
OG0000963	Prbm.g_02107	Syat.g_02226
OG0000964	Prbm.g_02108	Syat.g_02227
OG0000965	Prbm.g_02109	Syat.g_02228
OG0000966	Prbm.g_02144	Syat.g_02259
OG0000967	Prbm.g_02148	Syat.g_02263
OG0000968	Prbm.g_02150	Syat.g_02269
OG0000969	Prbm.g_02151	Syat.g_02271
OG0000970	Prbm.g_02152	Syat.g_02272
OG0000971	Prbm.g_02153	Syat.g_02274
OG0000972	Prbm.g_02154	Syat.g_02275
OG0000973	Prbm.g_02155	Syat.g_02276
OG0000974	Prbm.g_02156	Syat.g_02277
OG0000975	Prbm.g_02157	Syat.g_02278
OG0000976	Prbm.g_02158	Syat.g_02279
OG0000977	Prbm.g_02159	Syat.g_02281
OG0000978	Prbm.g_02160	Syat.g_02283
OG0000979	Prbm.g_02163	Syat.g_02286
OG0000980	Prbm.g_02165	Syat.g_02289
OG0000981	Prbm.g_02168	Syat.g_02292
OG0000982	Prbm.g_02170	Syat.g_02691
OG0000983	Prbm.g_02171	Syat.g_02690
OG0000984	Prbm.g_02172	Syat.g_02689
OG0000985	Prbm.g_02175	Syat.g_02685
OG0000986	Prbm.g_02177	Syat.g_02680
OG0000987	Prbm.g_02178	Syat.g_02678
OG0000988	Prbm.g_02181	Syat.g_02672
OG0000989	Prbm.g_02185	Syat.g_02657
OG0000990	Prbm.g_02190	Syat.g_02500
OG0000991	Prbm.g_02191	Syat.g_02503
OG0000992	Prbm.g_02194	Syat.g_02507
OG0000993	Prbm.g_02195	Syat.g_02508
OG0000994	Prbm.g_02196	Syat.g_02512
OG0000995	Prbm.g_02200	Syat.g_02517
OG0000996	Prbm.g_02201	Syat.g_02446
OG0000997	Prbm.g_02208	Syat.g_02417
OG0000998	Prbm.g_02210	Syat.g_02415
OG0000999	Prbm.g_02211	Syat.g_02414
OG0001001	Prbm.g_02217	Syat.g_02400
OG0001002	Prbm.g_02222	Syat.g_02394
OG0001003	Prbm.g_02225	Syat.g_02392
OG0001004	Prbm.g_02226	Syat.g_02391
OG0001005	Prbm.g_02227	Syat.g_02390
OG0001006	Prbm.g_02231	Syat.g_02378
OG0001007	Prbm.g_02233	Syat.g_02376
OG0001008	Prbm.g_00447	Syat.g_02971
OG0001009	Prbm.g_00027	Syat.g_02311
OG0001010	Prbm.g_00028	Syat.g_02310
OG0001011	Prbm.g_00029	Syat.g_02308
OG0001012	Prbm.g_00052	Syat.g_01004
OG0001013	Prbm.g_00057	Syat.g_02716
OG0001014	Prbm.g_00060	Syat.g_02721
OG0001015	Prbm.g_00061	Syat.g_02722
OG0001016	Prbm.g_00130	Syat.g_01474
OG0001017	Prbm.g_00134	Syat.g_01480
OG0001018	Prbm.g_00137	Syat.g_01482
OG0001019	Prbm.g_00146	Syat.g_01532
OG0001020	Prbm.g_00147	Syat.g_01539
OG0001021	Prbm.g_00148	Syat.g_01552
OG0001022	Prbm.g_00151	Syat.g_01555
OG0001023	Prbm.g_00152	Syat.g_01556
OG0001024	Prbm.g_00155	Syat.g_01560
OG0001025	Prbm.g_00162	Syat.g_01566
OG0001026	Prbm.g_00170	Syat.g_01582
OG0001027	Prbm.g_00171	Syat.g_02947
OG0001028	Prbm.g_00173	Syat.g_02944
OG0001029	Prbm.g_00175	Syat.g_02942
OG0001030	Prbm.g_00191	Syat.g_02922
OG0001031	Prbm.g_00246	Syat.g_02836
OG0001032	Prbm.g_00247	Syat.g_02834
OG0001033	Prbm.g_00267	Syat.g_02784
OG0001034	Prbm.g_00296	Syat.g_01448
OG0001035	Prbm.g_00313	Syat.g_01885
OG0001036	Prbm.g_00318	Syat.g_01939
OG0001037	Prbm.g_00319	Syat.g_01941
OG0001038	Prbm.g_00335	Syat.g_02058
OG0001039	Prbm.g_00337	Syat.g_02061
OG0001040	Prbm.g_00340	Syat.g_02064
OG0001041	Prbm.g_00344	Syat.g_02070
OG0001042	Prbm.g_00360	Syat.g_02100
OG0001043	Prbm.g_00361	Syat.g_02103
OG0001044	Prbm.g_00399	Syat.g_01615
OG0001045	Prbm.g_00408	Syat.g_01602
OG0001046	Prbm.g_01121	Syat.g_00552
OG0001047	Prbm.g_00449	Syat.g_02973
OG0001048	Prbm.g_00450	Syat.g_02974
OG0001049	Prbm.g_00452	Syat.g_01290
OG0001050	Prbm.g_00453	Syat.g_01289
OG0001051	Prbm.g_00454	Syat.g_01288
OG0001052	Prbm.g_00497	Syat.g_01375
OG0001053	Prbm.g_00509	Syat.g_03173
OG0001054	Prbm.g_00523	Syat.g_03192
OG0001055	Prbm.g_00551	Syat.g_03224
OG0001056	Prbm.g_00569	Syat.g_03275
OG0001057	Prbm.g_00574	Syat.g_00102
OG0001058	Prbm.g_00582	Syat.g_00079
OG0001059	Prbm.g_00586	Syat.g_00075
OG0001061	Prbm.g_00606	Syat.g_00051
OG0001062	Prbm.g_00608	Syat.g_00048
OG0001063	Prbm.g_00609	Syat.g_00042
OG0001064	Prbm.g_00610	Syat.g_00041
OG0001065	Prbm.g_00611	Syat.g_00040
OG0001066	Prbm.g_00612	Syat.g_00039
OG0001067	Prbm.g_00613	Syat.g_00038
OG0001068	Prbm.g_00614	Syat.g_00037
OG0001069	Prbm.g_00615	Syat.g_00036
OG0001070	Prbm.g_00617	Syat.g_00032
OG0001071	Prbm.g_00618	Syat.g_00031
OG0001072	Prbm.g_00619	Syat.g_00028
OG0001073	Prbm.g_00634	Syat.g_00009
OG0001074	Prbm.g_00646	Syat.g_01015
OG0001075	Prbm.g_00647	Syat.g_01037
OG0001076	Prbm.g_00654	Syat.g_03315
OG0001077	Prbm.g_00659	Syat.g_03290
OG0001078	Prbm.g_00667	Syat.g_00118
OG0001079	Prbm.g_00678	Syat.g_00378
OG0001080	Prbm.g_00684	Syat.g_00368
OG0001081	Prbm.g_00686	Syat.g_00366
OG0001082	Prbm.g_00687	Syat.g_00365
OG0001083	Prbm.g_00692	Syat.g_00390
OG0001084	Prbm.g_00693	Syat.g_00391
OG0001085	Prbm.g_00703	Syat.g_00408
OG0001086	Prbm.g_00704	Syat.g_00410
OG0001087	Prbm.g_00725	Syat.g_03277
OG0001088	Prbm.g_00726	Syat.g_02496
OG0001089	Prbm.g_00734	Syat.g_00818
OG0001090	Prbm.g_00743	Syat.g_00659
OG0001091	Prbm.g_00745	Syat.g_00661
OG0001092	Prbm.g_00746	Syat.g_00663
OG0001093	Prbm.g_00751	Syat.g_00669
OG0001094	Prbm.g_00808	Syat.g_00473
OG0001095	Prbm.g_00827	Syat.g_00497
OG0001096	Prbm.g_00842	Syat.g_00516
OG0001097	Prbm.g_00860	Syat.g_00743
OG0001098	Prbm.g_00877	Syat.g_01672
OG0001099	Prbm.g_00914	Syat.g_02943
OG0001100	Prbm.g_00921	Syat.g_00418
OG0001101	Prbm.g_00923	Syat.g_00420
OG0001102	Prbm.g_00926	Syat.g_00423
OG0001103	Prbm.g_00928	Syat.g_00425
OG0001104	Prbm.g_00794	Syat.g_00458
OG0001105	Prbm.g_00798	Syat.g_00461
OG0001106	Prbm.g_00976	Syat.g_00598
OG0001107	Prbm.g_00986	Syat.g_00580
OG0001108	Prbm.g_00990	Syat.g_00570
OG0001109	Prbm.g_00991	Syat.g_00568
OG0001110	Prbm.g_00993	Syat.g_00566
OG0001111	Prbm.g_00994	Syat.g_00564
OG0001112	Prbm.g_00995	Syat.g_00562
OG0001113	Prbm.g_00996	Syat.g_00561
OG0001114	Prbm.g_00997	Syat.g_00560
OG0001115	Prbm.g_00999	Syat.g_00557
OG0001116	Prbm.g_01000	Syat.g_00555
OG0001117	Prbm.g_01001	Syat.g_00554
OG0001118	Prbm.g_01002	Syat.g_00553
OG0001119	Prbm.g_01003	Syat.g_00551
OG0001120	Prbm.g_01004	Syat.g_00546
