Orthogroup	Prbm	Syai
OG0000551	Prbm.g_00560	Syai.g_00694
OG0000552	Prbm.g_00561	Syai.g_00695
OG0000553	Prbm.g_00562	Syai.g_00698
OG0000554	Prbm.g_00567	Syai.g_00708
OG0000555	Prbm.g_00575	Syai.g_00725
OG0000556	Prbm.g_00577	Syai.g_00728
OG0000557	Prbm.g_00578	Syai.g_00730
OG0000558	Prbm.g_00580	Syai.g_00732
OG0000559	Prbm.g_00584	Syai.g_00736
OG0000560	Prbm.g_00587	Syai.g_00739
OG0000561	Prbm.g_00588	Syai.g_00740
OG0000562	Prbm.g_00589	Syai.g_00741
OG0000563	Prbm.g_00590	Syai.g_00742
OG0000564	Prbm.g_00591	Syai.g_00743
OG0000565	Prbm.g_00594	Syai.g_00746
OG0000566	Prbm.g_00596	Syai.g_00750
OG0000567	Prbm.g_00600	Syai.g_00754
OG0000568	Prbm.g_00601	Syai.g_00758
OG0000569	Prbm.g_00602	Syai.g_00759
OG0000570	Prbm.g_00603	Syai.g_00760
OG0000571	Prbm.g_00605	Syai.g_00764
OG0000572	Prbm.g_00616	Syai.g_00782
OG0000573	Prbm.g_00621	Syai.g_00790
OG0000574	Prbm.g_00624	Syai.g_00796
OG0000575	Prbm.g_00627	Syai.g_00800
OG0000576	Prbm.g_00629	Syai.g_00802
OG0000577	Prbm.g_00630	Syai.g_00803
OG0000578	Prbm.g_00631	Syai.g_00804
OG0000579	Prbm.g_00632	Syai.g_00805
OG0000580	Prbm.g_00633	Syai.g_00806
OG0000581	Prbm.g_00636	Syai.g_00812
OG0000582	Prbm.g_00639	Syai.g_01042
OG0000583	Prbm.g_00640	Syai.g_01043
OG0000584	Prbm.g_00641	Syai.g_01044
OG0000585	Prbm.g_00643	Syai.g_01046
OG0000586	Prbm.g_00644	Syai.g_01047
OG0000587	Prbm.g_00645	Syai.g_01049
OG0000588	Prbm.g_00649	Syai.g_01063
OG0000589	Prbm.g_00652	Syai.g_01066
OG0000590	Prbm.g_00653	Syai.g_01067
OG0000591	Prbm.g_00656	Syai.g_01075
OG0000592	Prbm.g_00657	Syai.g_01076
OG0000593	Prbm.g_00663	Syai.g_01100
OG0000594	Prbm.g_00664	Syai.g_01101
OG0000595	Prbm.g_00665	Syai.g_01102
OG0000596	Prbm.g_00669	Syai.g_01107
OG0000597	Prbm.g_00671	Syai.g_01110
OG0000598	Prbm.g_00672	Syai.g_01111
OG0000599	Prbm.g_00675	Syai.g_01114
OG0000600	Prbm.g_00676	Syai.g_01115
OG0000601	Prbm.g_00677	Syai.g_01116
OG0000602	Prbm.g_00679	Syai.g_01121
OG0000603	Prbm.g_00680	Syai.g_01122
OG0000604	Prbm.g_00681	Syai.g_01125
OG0000605	Prbm.g_00682	Syai.g_01609
OG0000606	Prbm.g_00685	Syai.g_01221
OG0000607	Prbm.g_00688	Syai.g_01224
OG0000608	Prbm.g_00689	Syai.g_01225
OG0000609	Prbm.g_00690	Syai.g_01227
OG0000610	Prbm.g_00696	Syai.g_01234
OG0000611	Prbm.g_00699	Syai.g_01237
OG0000612	Prbm.g_00700	Syai.g_01238
OG0000613	Prbm.g_00706	Syai.g_00196
OG0000614	Prbm.g_00730	Syai.g_01981
OG0000615	Prbm.g_00737	Syai.g_01286
OG0000616	Prbm.g_02220	Syai.g_02914
OG0000617	Prbm.g_00748	Syai.g_01393
OG0000618	Prbm.g_00749	Syai.g_01394
OG0000619	Prbm.g_00750	Syai.g_01395
OG0000620	Prbm.g_00753	Syai.g_01402
OG0000621	Prbm.g_00754	Syai.g_01403
OG0000622	Prbm.g_00755	Syai.g_01404
OG0000623	Prbm.g_00756	Syai.g_01405
OG0000624	Prbm.g_00758	Syai.g_01407
OG0000625	Prbm.g_00759	Syai.g_01408
OG0000626	Prbm.g_00760	Syai.g_01409
OG0000627	Prbm.g_00762	Syai.g_01575
OG0000628	Prbm.g_00763	Syai.g_01573
OG0000629	Prbm.g_00764	Syai.g_01570
OG0000630	Prbm.g_00767	Syai.g_01566
OG0000631	Prbm.g_00959	Syai.g_01557
OG0000632	Prbm.g_00960	Syai.g_01556
OG0000633	Prbm.g_00961	Syai.g_01555
OG0000634	Prbm.g_00810	Syai.g_01317
OG0000635	Prbm.g_00811	Syai.g_01318
OG0000636	Prbm.g_00813	Syai.g_01320
OG0000637	Prbm.g_00815	Syai.g_01322
OG0000638	Prbm.g_00816	Syai.g_01323
OG0000639	Prbm.g_00817	Syai.g_01324
OG0000640	Prbm.g_00818	Syai.g_01325
OG0000641	Prbm.g_00822	Syai.g_01329
OG0000642	Prbm.g_00823	Syai.g_01330
OG0000643	Prbm.g_00824	Syai.g_01349
OG0000644	Prbm.g_00825	Syai.g_01350
OG0000645	Prbm.g_00826	Syai.g_01352
OG0000646	Prbm.g_00829	Syai.g_01355
OG0000647	Prbm.g_00831	Syai.g_01357
OG0000648	Prbm.g_00833	Syai.g_01362
OG0000649	Prbm.g_00834	Syai.g_01363
OG0000650	Prbm.g_00835	Syai.g_01364
OG0000651	Prbm.g_00836	Syai.g_01365
OG0000652	Prbm.g_00837	Syai.g_01366
OG0000653	Prbm.g_00839	Syai.g_01368
OG0000654	Prbm.g_00840	Syai.g_01369
OG0000655	Prbm.g_00841	Syai.g_01370
OG0000656	Prbm.g_00844	Syai.g_01373
OG0000657	Prbm.g_00850	Syai.g_02045
OG0000658	Prbm.g_00852	Syai.g_02049
OG0000659	Prbm.g_00853	Syai.g_02050
OG0000660	Prbm.g_00857	Syai.g_02054
OG0000661	Prbm.g_00859	Syai.g_02056
OG0000662	Prbm.g_00861	Syai.g_02058
OG0000663	Prbm.g_00863	Syai.g_02061
OG0000664	Prbm.g_00864	Syai.g_02062
OG0000665	Prbm.g_00868	Syai.g_02431
OG0000666	Prbm.g_00869	Syai.g_01610
OG0000667	Prbm.g_00873	Syai.g_01724
OG0000668	Prbm.g_00911	Syai.g_01436
OG0000669	Prbm.g_00919	Syai.g_01251
OG0000670	Prbm.g_00922	Syai.g_00561
OG0000671	Prbm.g_00924	Syai.g_01255
OG0000672	Prbm.g_00927	Syai.g_01259
OG0000673	Prbm.g_00930	Syai.g_01262
OG0000674	Prbm.g_00932	Syai.g_01264
OG0000675	Prbm.g_00933	Syai.g_01265
OG0000676	Prbm.g_00935	Syai.g_01275
OG0000677	Prbm.g_00936	Syai.g_01276
OG0000678	Prbm.g_00939	Syai.g_01279
OG0000679	Prbm.g_00943	Syai.g_01288
OG0000680	Prbm.g_00944	Syai.g_01289
OG0000681	Prbm.g_00946	Syai.g_01292
OG0000682	Prbm.g_00947	Syai.g_01293
OG0000683	Prbm.g_00948	Syai.g_01294
OG0000684	Prbm.g_00793	Syai.g_01299
OG0000685	Prbm.g_00795	Syai.g_01301
OG0000686	Prbm.g_00796	Syai.g_01302
OG0000687	Prbm.g_00797	Syai.g_01303
OG0000688	Prbm.g_00800	Syai.g_01307
OG0000689	Prbm.g_00801	Syai.g_01309
OG0000690	Prbm.g_00802	Syai.g_01310
OG0000691	Prbm.g_00803	Syai.g_01311
OG0000692	Prbm.g_00805	Syai.g_01312
OG0000693	Prbm.g_00806	Syai.g_01313
OG0000694	Prbm.g_00807	Syai.g_01314
OG0000695	Prbm.g_00963	Syai.g_01553
OG0000696	Prbm.g_00964	Syai.g_01552
OG0000697	Prbm.g_00965	Syai.g_01550
OG0000698	Prbm.g_00968	Syai.g_01547
OG0000699	Prbm.g_00969	Syai.g_01545
OG0000700	Prbm.g_00970	Syai.g_01544
OG0000701	Prbm.g_00971	Syai.g_01543
OG0000702	Prbm.g_00973	Syai.g_01521
OG0000703	Prbm.g_00974	Syai.g_01520
OG0000704	Prbm.g_00975	Syai.g_01518
OG0000705	Prbm.g_00981	Syai.g_01511
OG0000706	Prbm.g_00982	Syai.g_01510
OG0000707	Prbm.g_00983	Syai.g_01509
OG0000708	Prbm.g_00985	Syai.g_01506
OG0000709	Prbm.g_00989	Syai.g_01497
OG0000710	Prbm.g_00992	Syai.g_01487
OG0000711	Prbm.g_01007	Syai.g_01456
OG0000712	Prbm.g_01009	Syai.g_01454
OG0000713	Prbm.g_01010	Syai.g_01453
OG0000714	Prbm.g_01011	Syai.g_01451
OG0000715	Prbm.g_01013	Syai.g_01449
OG0000716	Prbm.g_01014	Syai.g_01445
OG0000717	Prbm.g_01015	Syai.g_01444
OG0000718	Prbm.g_01031	Syai.g_01440
OG0000719	Prbm.g_01032	Syai.g_01438
OG0000720	Prbm.g_01042	Syai.g_01425
OG0000721	Prbm.g_01043	Syai.g_01423
OG0000722	Prbm.g_01044	Syai.g_01422
OG0000723	Prbm.g_01048	Syai.g_01411
OG0000724	Prbm.g_01059	Syai.g_02013
OG0000725	Prbm.g_00887	Syai.g_02004
OG0000726	Prbm.g_00886	Syai.g_02003
OG0000727	Prbm.g_00885	Syai.g_02002
OG0000728	Prbm.g_00883	Syai.g_02000
OG0000729	Prbm.g_02104	Syai.g_00097
OG0000730	Prbm.g_00398	Syai.g_00483
OG0000731	Prbm.g_00406	Syai.g_00495
OG0000732	Prbm.g_02166	Syai.g_00058
OG0000733	Prbm.g_01911	Syai.g_02805
OG0000734	Prbm.g_01565	Syai.g_02548
OG0000735	Prbm.g_01563	Syai.g_02159
OG0000736	Prbm.g_01562	Syai.g_02158
OG0000737	Prbm.g_01561	Syai.g_02157
OG0000738	Prbm.g_01557	Syai.g_02152
OG0000739	Prbm.g_01556	Syai.g_02151
OG0000740	Prbm.g_01555	Syai.g_02150
OG0000741	Prbm.g_01553	Syai.g_02147
OG0000742	Prbm.g_01550	Syai.g_02145
OG0000743	Prbm.g_01548	Syai.g_02143
OG0000744	Prbm.g_01547	Syai.g_02142
OG0000745	Prbm.g_01545	Syai.g_02140
OG0000746	Prbm.g_01543	Syai.g_02138
OG0000747	Prbm.g_01542	Syai.g_02137
OG0000748	Prbm.g_01538	Syai.g_02125
OG0000749	Prbm.g_01537	Syai.g_02123
OG0000750	Prbm.g_01536	Syai.g_02122
OG0000751	Prbm.g_01533	Syai.g_02116
OG0000752	Prbm.g_01531	Syai.g_02114
OG0000753	Prbm.g_01529	Syai.g_02111
OG0000754	Prbm.g_01525	Syai.g_01750
OG0000755	Prbm.g_01520	Syai.g_01760
OG0000756	Prbm.g_01519	Syai.g_01761
OG0000757	Prbm.g_01512	Syai.g_01769
OG0000758	Prbm.g_01511	Syai.g_01770
OG0000759	Prbm.g_01510	Syai.g_01771
OG0000760	Prbm.g_01509	Syai.g_01772
OG0000761	Prbm.g_01508	Syai.g_01775
OG0000762	Prbm.g_01507	Syai.g_01777
OG0000763	Prbm.g_01505	Syai.g_01779
OG0000764	Prbm.g_01504	Syai.g_01780
OG0000765	Prbm.g_01496	Syai.g_01797
OG0000766	Prbm.g_01495	Syai.g_01798
OG0000767	Prbm.g_01494	Syai.g_01800
OG0000768	Prbm.g_01493	Syai.g_01801
OG0000769	Prbm.g_01491	Syai.g_01803
OG0000770	Prbm.g_01490	Syai.g_01822
OG0000771	Prbm.g_01054	Syai.g_02019
OG0000772	Prbm.g_01356	Syai.g_01639
OG0000773	Prbm.g_01602	Syai.g_02164
OG0000774	Prbm.g_01605	Syai.g_02168
OG0000775	Prbm.g_01606	Syai.g_02172
OG0000776	Prbm.g_01607	Syai.g_02173
OG0000777	Prbm.g_01608	Syai.g_02174
OG0000778	Prbm.g_01609	Syai.g_02175
OG0000779	Prbm.g_01613	Syai.g_02181
OG0000780	Prbm.g_01614	Syai.g_02184
OG0000781	Prbm.g_01616	Syai.g_02188
OG0000782	Prbm.g_01617	Syai.g_02189
OG0000783	Prbm.g_01618	Syai.g_02190
OG0000784	Prbm.g_01619	Syai.g_02191
OG0000785	Prbm.g_01621	Syai.g_02193
OG0000786	Prbm.g_01624	Syai.g_00816
OG0000787	Prbm.g_01625	Syai.g_00815
OG0000788	Prbm.g_00777	Syai.g_01117
OG0000789	Prbm.g_01051	Syai.g_01596
OG0000790	Prbm.g_01665	Syai.g_00623
OG0000791	Prbm.g_01667	Syai.g_00621
OG0000792	Prbm.g_01668	Syai.g_00620
OG0000793	Prbm.g_01671	Syai.g_00615
OG0000794	Prbm.g_01672	Syai.g_00614
OG0000795	Prbm.g_01673	Syai.g_00613
OG0000796	Prbm.g_01677	Syai.g_00609
OG0000797	Prbm.g_01678	Syai.g_00608
OG0000799	Prbm.g_01691	Syai.g_00996
OG0000800	Prbm.g_01692	Syai.g_00993
OG0000801	Prbm.g_01693	Syai.g_00992
OG0000802	Prbm.g_01695	Syai.g_00988
OG0000803	Prbm.g_01697	Syai.g_00983
OG0000804	Prbm.g_01698	Syai.g_00980
OG0000805	Prbm.g_01700	Syai.g_00965
OG0000806	Prbm.g_01702	Syai.g_00963
OG0000807	Prbm.g_01703	Syai.g_00961
OG0000808	Prbm.g_01704	Syai.g_00960
OG0000809	Prbm.g_01708	Syai.g_00957
OG0000810	Prbm.g_01709	Syai.g_00956
OG0000811	Prbm.g_01713	Syai.g_00950
OG0000812	Prbm.g_01715	Syai.g_00948
OG0000813	Prbm.g_01716	Syai.g_00947
OG0000814	Prbm.g_01718	Syai.g_00945
OG0000815	Prbm.g_01719	Syai.g_00944
OG0000816	Prbm.g_01721	Syai.g_00942
OG0000817	Prbm.g_01722	Syai.g_00941
OG0000818	Prbm.g_01726	Syai.g_00935
OG0000819	Prbm.g_01727	Syai.g_00934
OG0000820	Prbm.g_01728	Syai.g_00933
OG0000821	Prbm.g_01731	Syai.g_00916
OG0000822	Prbm.g_01732	Syai.g_00914
OG0000823	Prbm.g_01733	Syai.g_00913
OG0000824	Prbm.g_01736	Syai.g_00907
OG0000825	Prbm.g_01737	Syai.g_00906
OG0000826	Prbm.g_01738	Syai.g_00905
OG0000827	Prbm.g_01739	Syai.g_00904
OG0000828	Prbm.g_01742	Syai.g_00900
OG0000829	Prbm.g_01743	Syai.g_00899
OG0000830	Prbm.g_01744	Syai.g_00898
OG0000831	Prbm.g_01746	Syai.g_00896
OG0000832	Prbm.g_01756	Syai.g_02296
OG0000833	Prbm.g_01764	Syai.g_02305
OG0000834	Prbm.g_01765	Syai.g_02307
OG0000835	Prbm.g_01766	Syai.g_02308
OG0000836	Prbm.g_01768	Syai.g_02312
OG0000837	Prbm.g_01769	Syai.g_02313
OG0000838	Prbm.g_01771	Syai.g_02323
OG0000839	Prbm.g_01772	Syai.g_02324
OG0000840	Prbm.g_01773	Syai.g_02325
OG0000841	Prbm.g_01774	Syai.g_02326
OG0000842	Prbm.g_01775	Syai.g_02327
OG0000843	Prbm.g_01776	Syai.g_02328
OG0000844	Prbm.g_01777	Syai.g_02330
OG0000845	Prbm.g_01778	Syai.g_02331
OG0000846	Prbm.g_01779	Syai.g_02332
OG0000847	Prbm.g_01780	Syai.g_02333
OG0000848	Prbm.g_01781	Syai.g_02335
OG0000849	Prbm.g_01782	Syai.g_02336
OG0000850	Prbm.g_01784	Syai.g_02339
OG0000851	Prbm.g_01785	Syai.g_02352
OG0000852	Prbm.g_01786	Syai.g_02353
OG0000853	Prbm.g_01791	Syai.g_02357
OG0000854	Prbm.g_01793	Syai.g_02359
OG0000855	Prbm.g_01794	Syai.g_02360
OG0000856	Prbm.g_01685	Syai.g_01078
OG0000857	Prbm.g_00830	Syai.g_01356
OG0000858	Prbm.g_01835	Syai.g_02366
OG0000859	Prbm.g_01836	Syai.g_02367
OG0000860	Prbm.g_01843	Syai.g_02380
OG0000861	Prbm.g_01844	Syai.g_02381
OG0000862	Prbm.g_01845	Syai.g_02382
OG0000863	Prbm.g_01846	Syai.g_02385
OG0000864	Prbm.g_01847	Syai.g_02386
OG0000865	Prbm.g_01848	Syai.g_02387
OG0000866	Prbm.g_01849	Syai.g_02388
OG0000867	Prbm.g_01850	Syai.g_02389
OG0000868	Prbm.g_01851	Syai.g_02392
OG0000869	Prbm.g_01854	Syai.g_02396
OG0000870	Prbm.g_01859	Syai.g_02401
OG0000871	Prbm.g_01860	Syai.g_02402
OG0000872	Prbm.g_01861	Syai.g_02409
OG0000873	Prbm.g_01864	Syai.g_02412
OG0000874	Prbm.g_01867	Syai.g_02408
OG0000875	Prbm.g_01869	Syai.g_02416
OG0000876	Prbm.g_01870	Syai.g_02243
OG0000877	Prbm.g_01872	Syai.g_02250
OG0000878	Prbm.g_01873	Syai.g_02251
OG0000879	Prbm.g_01874	Syai.g_02252
OG0000880	Prbm.g_01875	Syai.g_02253
OG0000881	Prbm.g_01878	Syai.g_02257
OG0000882	Prbm.g_01883	Syai.g_02262
OG0000883	Prbm.g_01885	Syai.g_02264
OG0000884	Prbm.g_01887	Syai.g_02266
OG0000885	Prbm.g_01888	Syai.g_02267
OG0000886	Prbm.g_01889	Syai.g_02268
OG0000887	Prbm.g_01890	Syai.g_02269
OG0000888	Prbm.g_01892	Syai.g_02271
OG0000889	Prbm.g_01894	Syai.g_02273
OG0000890	Prbm.g_01895	Syai.g_02279
OG0000891	Prbm.g_01896	Syai.g_02280
OG0000892	Prbm.g_01898	Syai.g_02282
OG0000893	Prbm.g_01948	Syai.g_00318
OG0000894	Prbm.g_01951	Syai.g_00321
OG0000895	Prbm.g_01954	Syai.g_00325
OG0000896	Prbm.g_01955	Syai.g_00326
OG0000897	Prbm.g_01957	Syai.g_00328
OG0000898	Prbm.g_01958	Syai.g_00329
OG0000899	Prbm.g_01959	Syai.g_00330
OG0000900	Prbm.g_01960	Syai.g_00331
OG0000901	Prbm.g_01963	Syai.g_00336
OG0000902	Prbm.g_01965	Syai.g_00338
OG0000903	Prbm.g_01975	Syai.g_00353
OG0000904	Prbm.g_01970	Syai.g_00348
OG0000905	Prbm.g_01967	Syai.g_00342
OG0000906	Prbm.g_01966	Syai.g_00340
OG0000907	Prbm.g_01990	Syai.g_00358
OG0000908	Prbm.g_01993	Syai.g_00361
OG0000909	Prbm.g_01994	Syai.g_00362
OG0000910	Prbm.g_01995	Syai.g_00363
OG0000911	Prbm.g_01997	Syai.g_00365
OG0000912	Prbm.g_01998	Syai.g_00366
OG0000913	Prbm.g_01999	Syai.g_00367
OG0000914	Prbm.g_02000	Syai.g_00368
OG0000915	Prbm.g_02001	Syai.g_00370
OG0000916	Prbm.g_02002	Syai.g_00371
OG0000917	Prbm.g_02003	Syai.g_00372
OG0000918	Prbm.g_02004	Syai.g_00373
OG0000919	Prbm.g_02005	Syai.g_00374
OG0000920	Prbm.g_02006	Syai.g_00375
OG0000921	Prbm.g_02007	Syai.g_00376
OG0000922	Prbm.g_02008	Syai.g_00377
OG0000923	Prbm.g_02012	Syai.g_00381
OG0000924	Prbm.g_02013	Syai.g_00382
OG0000925	Prbm.g_02014	Syai.g_00383
OG0000926	Prbm.g_02015	Syai.g_00384
OG0000927	Prbm.g_02017	Syai.g_00386
OG0000928	Prbm.g_02018	Syai.g_00387
OG0000929	Prbm.g_02019	Syai.g_00388
OG0000930	Prbm.g_02020	Syai.g_00389
OG0000931	Prbm.g_02021	Syai.g_00390
OG0000932	Prbm.g_02022	Syai.g_00391
OG0000933	Prbm.g_02026	Syai.g_00397
OG0000934	Prbm.g_02028	Syai.g_00399
OG0000935	Prbm.g_02029	Syai.g_00400
OG0000936	Prbm.g_02030	Syai.g_00401
OG0000937	Prbm.g_02031	Syai.g_00402
OG0000938	Prbm.g_02034	Syai.g_00405
OG0000939	Prbm.g_02035	Syai.g_00406
OG0000940	Prbm.g_02042	Syai.g_00413
OG0000941	Prbm.g_02044	Syai.g_00415
OG0000942	Prbm.g_02046	Syai.g_00417
OG0000943	Prbm.g_02048	Syai.g_00418
OG0000944	Prbm.g_02050	Syai.g_00420
OG0000945	Prbm.g_02051	Syai.g_00422
OG0000946	Prbm.g_02057	Syai.g_00428
OG0000947	Prbm.g_02059	Syai.g_00431
OG0000948	Prbm.g_02060	Syai.g_00432
OG0000949	Prbm.g_02063	Syai.g_00174
OG0000950	Prbm.g_02068	Syai.g_00163
OG0000951	Prbm.g_02072	Syai.g_00158
OG0000952	Prbm.g_02076	Syai.g_00136
OG0000953	Prbm.g_02080	Syai.g_00132
OG0000954	Prbm.g_02084	Syai.g_00127
OG0000955	Prbm.g_02085	Syai.g_00126
OG0000956	Prbm.g_02087	Syai.g_00124
OG0000957	Prbm.g_02092	Syai.g_00113
OG0000958	Prbm.g_02093	Syai.g_00112
OG0000959	Prbm.g_02097	Syai.g_00108
OG0000960	Prbm.g_02098	Syai.g_00107
OG0000961	Prbm.g_02101	Syai.g_00100
OG0000962	Prbm.g_02103	Syai.g_00098
OG0000963	Prbm.g_02107	Syai.g_00094
OG0000964	Prbm.g_02108	Syai.g_00093
OG0000965	Prbm.g_02109	Syai.g_00092
OG0000966	Prbm.g_02144	Syai.g_00082
OG0000967	Prbm.g_02148	Syai.g_00077
OG0000968	Prbm.g_02150	Syai.g_00085
OG0000969	Prbm.g_02151	Syai.g_00080
OG0000970	Prbm.g_02152	Syai.g_00079
OG0000971	Prbm.g_02153	Syai.g_00074
OG0000972	Prbm.g_02154	Syai.g_00073
OG0000973	Prbm.g_02155	Syai.g_00072
OG0000974	Prbm.g_02156	Syai.g_00071
OG0000975	Prbm.g_02157	Syai.g_00070
OG0000976	Prbm.g_02158	Syai.g_00069
OG0000977	Prbm.g_02159	Syai.g_00067
OG0000978	Prbm.g_02160	Syai.g_00065
OG0000979	Prbm.g_02163	Syai.g_00062
OG0000980	Prbm.g_02165	Syai.g_00059
OG0000981	Prbm.g_02168	Syai.g_00056
OG0000982	Prbm.g_02170	Syai.g_02777
OG0000983	Prbm.g_02171	Syai.g_02778
OG0000984	Prbm.g_02172	Syai.g_02779
OG0000985	Prbm.g_02175	Syai.g_02781
OG0000986	Prbm.g_02177	Syai.g_02784
OG0000987	Prbm.g_02178	Syai.g_02786
OG0000988	Prbm.g_02181	Syai.g_02790
OG0000989	Prbm.g_02185	Syai.g_02797
OG0000990	Prbm.g_02190	Syai.g_02825
OG0000991	Prbm.g_02191	Syai.g_02827
OG0000992	Prbm.g_02194	Syai.g_02830
OG0000993	Prbm.g_02195	Syai.g_02831
OG0000994	Prbm.g_02196	Syai.g_02834
OG0000995	Prbm.g_02200	Syai.g_02840
OG0000996	Prbm.g_02201	Syai.g_02891
OG0000997	Prbm.g_02208	Syai.g_02900
OG0000998	Prbm.g_02210	Syai.g_02902
OG0000999	Prbm.g_02211	Syai.g_02903
OG0001000	Prbm.g_02214	Syai.g_02906
OG0001001	Prbm.g_02217	Syai.g_02911
OG0001002	Prbm.g_02222	Syai.g_02918
OG0001003	Prbm.g_02225	Syai.g_02919
OG0001004	Prbm.g_02226	Syai.g_02920
OG0001005	Prbm.g_02227	Syai.g_02921
OG0001006	Prbm.g_02231	Syai.g_02931
OG0001007	Prbm.g_02233	Syai.g_02933
OG0001008	Prbm.g_00447	Syai.g_02227
OG0001009	Prbm.g_00027	Syai.g_00034
OG0001010	Prbm.g_00028	Syai.g_00035
OG0001011	Prbm.g_00029	Syai.g_00037
OG0001012	Prbm.g_00052	Syai.g_02773
OG0001013	Prbm.g_00057	Syai.g_02750
OG0001014	Prbm.g_00060	Syai.g_02726
OG0001015	Prbm.g_00061	Syai.g_02725
OG0001016	Prbm.g_00130	Syai.g_02479
OG0001017	Prbm.g_00134	Syai.g_02485
OG0001018	Prbm.g_00137	Syai.g_02487
OG0001019	Prbm.g_00146	Syai.g_02508
OG0001020	Prbm.g_00147	Syai.g_02516
OG0001021	Prbm.g_00148	Syai.g_02523
OG0001022	Prbm.g_00151	Syai.g_02528
OG0001023	Prbm.g_00152	Syai.g_02529
OG0001024	Prbm.g_00155	Syai.g_02533
OG0001025	Prbm.g_00162	Syai.g_02540
OG0001026	Prbm.g_00170	Syai.g_02550
OG0001027	Prbm.g_00171	Syai.g_02555
OG0001028	Prbm.g_00173	Syai.g_02557
OG0001029	Prbm.g_00175	Syai.g_02559
OG0001030	Prbm.g_00191	Syai.g_02580
OG0001031	Prbm.g_00246	Syai.g_02656
OG0001032	Prbm.g_00247	Syai.g_02658
OG0001033	Prbm.g_00267	Syai.g_02685
OG0001034	Prbm.g_00296	Syai.g_00537
OG0001035	Prbm.g_00313	Syai.g_00295
OG0001036	Prbm.g_00318	Syai.g_00290
OG0001037	Prbm.g_00319	Syai.g_00288
OG0001038	Prbm.g_00335	Syai.g_00261
OG0001039	Prbm.g_00337	Syai.g_00258
OG0001040	Prbm.g_00340	Syai.g_00255
OG0001041	Prbm.g_00344	Syai.g_00250
OG0001042	Prbm.g_00360	Syai.g_00225
OG0001043	Prbm.g_00361	Syai.g_00221
OG0001044	Prbm.g_00399	Syai.g_00485
OG0001045	Prbm.g_00408	Syai.g_00498
OG0001046	Prbm.g_01121	Syai.g_01471
OG0001047	Prbm.g_00449	Syai.g_02225
OG0001048	Prbm.g_00450	Syai.g_02224
OG0001049	Prbm.g_00452	Syai.g_02215
OG0001050	Prbm.g_00453	Syai.g_02214
OG0001051	Prbm.g_00454	Syai.g_02213
OG0001052	Prbm.g_00497	Syai.g_00861
OG0001053	Prbm.g_00509	Syai.g_00641
OG0001054	Prbm.g_00523	Syai.g_00658
OG0001055	Prbm.g_00551	Syai.g_00679
OG0001056	Prbm.g_00569	Syai.g_00713
OG0001057	Prbm.g_00574	Syai.g_00721
OG0001058	Prbm.g_00582	Syai.g_00734
OG0001059	Prbm.g_00586	Syai.g_00738
OG0001060	Prbm.g_00593	Syai.g_00744
OG0001061	Prbm.g_00606	Syai.g_00765
OG0001062	Prbm.g_00608	Syai.g_00767
OG0001063	Prbm.g_00609	Syai.g_00774
OG0001064	Prbm.g_00610	Syai.g_00775
OG0001065	Prbm.g_00611	Syai.g_00776
OG0001066	Prbm.g_00612	Syai.g_00777
OG0001067	Prbm.g_00613	Syai.g_00778
OG0001068	Prbm.g_00614	Syai.g_00779
OG0001069	Prbm.g_00615	Syai.g_00780
OG0001070	Prbm.g_00617	Syai.g_00783
OG0001071	Prbm.g_00618	Syai.g_00784
OG0001072	Prbm.g_00619	Syai.g_00788
OG0001073	Prbm.g_00634	Syai.g_00807
OG0001074	Prbm.g_00646	Syai.g_01051
OG0001075	Prbm.g_00647	Syai.g_01053
OG0001076	Prbm.g_00654	Syai.g_01069
OG0001077	Prbm.g_00659	Syai.g_01081
OG0001078	Prbm.g_00667	Syai.g_01105
OG0001079	Prbm.g_00678	Syai.g_01118
OG0001080	Prbm.g_00684	Syai.g_01606
OG0001081	Prbm.g_00686	Syai.g_01222
OG0001082	Prbm.g_00687	Syai.g_01223
OG0001083	Prbm.g_00692	Syai.g_01230
OG0001084	Prbm.g_00693	Syai.g_01231
OG0001085	Prbm.g_00703	Syai.g_01241
OG0001086	Prbm.g_00704	Syai.g_01243
OG0001087	Prbm.g_00725	Syai.g_01953
OG0001088	Prbm.g_00726	Syai.g_01957
OG0001089	Prbm.g_00734	Syai.g_01996
OG0001090	Prbm.g_00743	Syai.g_01387
OG0001091	Prbm.g_00745	Syai.g_01389
OG0001092	Prbm.g_00746	Syai.g_01391
OG0001093	Prbm.g_00751	Syai.g_01397
OG0001094	Prbm.g_00808	Syai.g_01315
OG0001096	Prbm.g_00842	Syai.g_01371
OG0001097	Prbm.g_00860	Syai.g_02057
OG0001098	Prbm.g_00877	Syai.g_01603
OG0001099	Prbm.g_00914	Syai.g_02558
OG0001100	Prbm.g_00921	Syai.g_01253
OG0001101	Prbm.g_00923	Syai.g_01254
OG0001102	Prbm.g_00926	Syai.g_01257
OG0001103	Prbm.g_00928	Syai.g_01260
OG0001104	Prbm.g_00794	Syai.g_01300
OG0001105	Prbm.g_00798	Syai.g_01304
OG0001106	Prbm.g_00976	Syai.g_01517
OG0001107	Prbm.g_00986	Syai.g_01505
OG0001108	Prbm.g_00990	Syai.g_01496
OG0001109	Prbm.g_00991	Syai.g_01488
OG0001110	Prbm.g_00993	Syai.g_01486
OG0001111	Prbm.g_00994	Syai.g_01484
