Orthogroup	Prat	Prbk
OG0000573	Prat.g_01071	Prbk.g_00738
OG0000574	Prat.g_01070	Prbk.g_00729
OG0000575	Prat.g_01069	Prbk.g_00728
OG0000576	Prat.g_01068	Prbk.g_00727
OG0000577	Prat.g_01067	Prbk.g_00726
OG0000578	Prat.g_01066	Prbk.g_00725
OG0000579	Prat.g_01065	Prbk.g_00723
OG0000580	Prat.g_01064	Prbk.g_00720
OG0000581	Prat.g_01063	Prbk.g_00719
OG0000582	Prat.g_01062	Prbk.g_00718
OG0000583	Prat.g_01061	Prbk.g_00717
OG0000584	Prat.g_01059	Prbk.g_00715
OG0000585	Prat.g_01058	Prbk.g_00714
OG0000586	Prat.g_01056	Prbk.g_00712
OG0000587	Prat.g_01055	Prbk.g_00711
OG0000588	Prat.g_00744	Prbk.g_00708
OG0000589	Prat.g_00745	Prbk.g_00706
OG0000590	Prat.g_00747	Prbk.g_00478
OG0000591	Prat.g_00752	Prbk.g_01361
OG0000592	Prat.g_00753	Prbk.g_01767
OG0000593	Prat.g_00754	Prbk.g_00672
OG0000594	Prat.g_00757	Prbk.g_02509
OG0000595	Prat.g_00758	Prbk.g_01925
OG0000596	Prat.g_00759	Prbk.g_01805
OG0000597	Prat.g_00761	Prbk.g_01827
OG0000598	Prat.g_00762	Prbk.g_01821
OG0000599	Prat.g_00763	Prbk.g_01817
OG0000600	Prat.g_00764	Prbk.g_01816
OG0000601	Prat.g_00767	Prbk.g_01802
OG0000602	Prat.g_00768	Prbk.g_01801
OG0000603	Prat.g_00769	Prbk.g_01800
OG0000604	Prat.g_00772	Prbk.g_01760
OG0000605	Prat.g_00773	Prbk.g_01761
OG0000606	Prat.g_00774	Prbk.g_01764
OG0000607	Prat.g_00776	Prbk.g_01766
OG0000608	Prat.g_00777	Prbk.g_02429
OG0000609	Prat.g_01882	Prbk.g_02262
OG0000610	Prat.g_00826	Prbk.g_00169
OG0000611	Prat.g_00789	Prbk.g_00617
OG0000612	Prat.g_00790	Prbk.g_00616
OG0000613	Prat.g_00791	Prbk.g_00615
OG0000614	Prat.g_00792	Prbk.g_00614
OG0000615	Prat.g_00797	Prbk.g_00613
OG0000616	Prat.g_00798	Prbk.g_00612
OG0000617	Prat.g_00799	Prbk.g_00611
OG0000618	Prat.g_00800	Prbk.g_00610
OG0000619	Prat.g_00801	Prbk.g_00608
OG0000620	Prat.g_00802	Prbk.g_00607
OG0000621	Prat.g_00803	Prbk.g_00606
OG0000622	Prat.g_00804	Prbk.g_00605
OG0000623	Prat.g_00805	Prbk.g_00604
OG0000624	Prat.g_00807	Prbk.g_00603
OG0000625	Prat.g_00808	Prbk.g_00602
OG0000626	Prat.g_00809	Prbk.g_00601
OG0000627	Prat.g_00811	Prbk.g_02376
OG0000628	Prat.g_00812	Prbk.g_02375
OG0000629	Prat.g_00813	Prbk.g_02372
OG0000630	Prat.g_00814	Prbk.g_02371
OG0000631	Prat.g_00816	Prbk.g_02368
OG0000632	Prat.g_00622	Prbk.g_01780
OG0000633	Prat.g_01486	Prbk.g_01872
OG0000634	Prat.g_01472	Prbk.g_01863
OG0000635	Prat.g_00888	Prbk.g_02332
OG0000636	Prat.g_00887	Prbk.g_02333
OG0000637	Prat.g_00886	Prbk.g_02334
OG0000638	Prat.g_00345	Prbk.g_00865
OG0000639	Prat.g_00859	Prbk.g_01455
OG0000640	Prat.g_00863	Prbk.g_02367
OG0000641	Prat.g_00865	Prbk.g_02362
OG0000642	Prat.g_00866	Prbk.g_02361
OG0000643	Prat.g_00867	Prbk.g_02360
OG0000644	Prat.g_01043	Prbk.g_02462
OG0000645	Prat.g_01042	Prbk.g_02463
OG0000646	Prat.g_01041	Prbk.g_02464
OG0000647	Prat.g_01040	Prbk.g_02465
OG0000648	Prat.g_01038	Prbk.g_02467
OG0000649	Prat.g_01037	Prbk.g_02468
OG0000650	Prat.g_01036	Prbk.g_02469
OG0000651	Prat.g_01035	Prbk.g_02470
OG0000652	Prat.g_01034	Prbk.g_02471
OG0000653	Prat.g_01033	Prbk.g_02472
OG0000654	Prat.g_01031	Prbk.g_02474
OG0000655	Prat.g_01029	Prbk.g_02476
OG0000656	Prat.g_01028	Prbk.g_02477
OG0000657	Prat.g_01027	Prbk.g_02478
OG0000658	Prat.g_01026	Prbk.g_02479
OG0000659	Prat.g_01025	Prbk.g_02480
OG0000660	Prat.g_01024	Prbk.g_02481
OG0000661	Prat.g_01023	Prbk.g_02483
OG0000662	Prat.g_01021	Prbk.g_02486
OG0000663	Prat.g_01020	Prbk.g_02487
OG0000664	Prat.g_01019	Prbk.g_02488
OG0000665	Prat.g_01018	Prbk.g_02489
OG0000666	Prat.g_01017	Prbk.g_02490
OG0000667	Prat.g_01016	Prbk.g_02491
OG0000668	Prat.g_01015	Prbk.g_02492
OG0000669	Prat.g_01013	Prbk.g_02494
OG0000670	Prat.g_01012	Prbk.g_02495
OG0000671	Prat.g_01011	Prbk.g_02496
OG0000672	Prat.g_01010	Prbk.g_02497
OG0000673	Prat.g_01009	Prbk.g_02498
OG0000674	Prat.g_01008	Prbk.g_02499
OG0000675	Prat.g_01007	Prbk.g_02526
OG0000676	Prat.g_01006	Prbk.g_02527
OG0000677	Prat.g_01004	Prbk.g_02530
OG0000678	Prat.g_01002	Prbk.g_02532
OG0000679	Prat.g_01001	Prbk.g_02534
OG0000680	Prat.g_01000	Prbk.g_02535
OG0000681	Prat.g_00999	Prbk.g_02536
OG0000682	Prat.g_00998	Prbk.g_02537
OG0000683	Prat.g_00996	Prbk.g_02539
OG0000684	Prat.g_00995	Prbk.g_02540
OG0000685	Prat.g_00994	Prbk.g_02541
OG0000686	Prat.g_00993	Prbk.g_02542
OG0000687	Prat.g_00992	Prbk.g_02543
OG0000688	Prat.g_00991	Prbk.g_02544
OG0000689	Prat.g_00990	Prbk.g_02546
OG0000690	Prat.g_00989	Prbk.g_02547
OG0000691	Prat.g_00988	Prbk.g_02548
OG0000692	Prat.g_00984	Prbk.g_02559
OG0000693	Prat.g_00983	Prbk.g_02560
OG0000694	Prat.g_00982	Prbk.g_02563
OG0000695	Prat.g_00981	Prbk.g_02567
OG0000696	Prat.g_00980	Prbk.g_02568
OG0000697	Prat.g_00978	Prbk.g_02570
OG0000698	Prat.g_00974	Prbk.g_02379
OG0000699	Prat.g_00973	Prbk.g_00598
OG0000700	Prat.g_00694	Prbk.g_00582
OG0000701	Prat.g_00699	Prbk.g_00193
OG0000702	Prat.g_00705	Prbk.g_02580
OG0000703	Prat.g_00707	Prbk.g_02389
OG0000704	Prat.g_00708	Prbk.g_01662
OG0000705	Prat.g_00709	Prbk.g_02390
OG0000706	Prat.g_00710	Prbk.g_02391
OG0000707	Prat.g_00712	Prbk.g_02393
OG0000708	Prat.g_00713	Prbk.g_02394
OG0000709	Prat.g_00716	Prbk.g_02396
OG0000710	Prat.g_00717	Prbk.g_02397
OG0000711	Prat.g_00718	Prbk.g_02398
OG0000712	Prat.g_00719	Prbk.g_02399
OG0000713	Prat.g_00720	Prbk.g_02400
OG0000714	Prat.g_00722	Prbk.g_02408
OG0000715	Prat.g_00723	Prbk.g_02410
OG0000716	Prat.g_00725	Prbk.g_02415
OG0000717	Prat.g_00726	Prbk.g_02417
OG0000718	Prat.g_00728	Prbk.g_02420
OG0000719	Prat.g_00730	Prbk.g_02435
OG0000720	Prat.g_00731	Prbk.g_02436
OG0000721	Prat.g_00734	Prbk.g_02438
OG0000722	Prat.g_00735	Prbk.g_02439
OG0000723	Prat.g_00736	Prbk.g_02440
OG0000724	Prat.g_00738	Prbk.g_02453
OG0000725	Prat.g_00739	Prbk.g_02452
OG0000726	Prat.g_00740	Prbk.g_02451
OG0000727	Prat.g_00741	Prbk.g_02450
OG0000728	Prat.g_00742	Prbk.g_02449
OG0000729	Prat.g_00743	Prbk.g_02447
OG0000730	Prat.g_01053	Prbk.g_02444
OG0000731	Prat.g_01051	Prbk.g_02455
OG0000732	Prat.g_01050	Prbk.g_02456
OG0000733	Prat.g_01049	Prbk.g_02457
OG0000734	Prat.g_01048	Prbk.g_02458
OG0000735	Prat.g_01046	Prbk.g_02459
OG0000736	Prat.g_01045	Prbk.g_02460
OG0000737	Prat.g_01044	Prbk.g_02461
OG0000738	Prat.g_00868	Prbk.g_02359
OG0000739	Prat.g_00869	Prbk.g_02358
OG0000740	Prat.g_00870	Prbk.g_02357
OG0000741	Prat.g_00871	Prbk.g_02355
OG0000742	Prat.g_00873	Prbk.g_02353
OG0000743	Prat.g_00874	Prbk.g_02352
OG0000744	Prat.g_00876	Prbk.g_02350
OG0000745	Prat.g_00877	Prbk.g_02349
OG0000746	Prat.g_00878	Prbk.g_02348
OG0000747	Prat.g_00879	Prbk.g_01698
OG0000748	Prat.g_00880	Prbk.g_02340
OG0000749	Prat.g_00881	Prbk.g_02339
OG0000750	Prat.g_00883	Prbk.g_02337
OG0000751	Prat.g_00884	Prbk.g_02336
OG0000752	Prat.g_00944	Prbk.g_02189
OG0000753	Prat.g_00889	Prbk.g_02331
OG0000754	Prat.g_00890	Prbk.g_02330
OG0000755	Prat.g_00891	Prbk.g_02329
OG0000756	Prat.g_00893	Prbk.g_02327
OG0000757	Prat.g_00894	Prbk.g_02326
OG0000758	Prat.g_00895	Prbk.g_02325
OG0000759	Prat.g_00897	Prbk.g_02320
OG0000760	Prat.g_00898	Prbk.g_02319
OG0000761	Prat.g_00899	Prbk.g_02317
OG0000762	Prat.g_00901	Prbk.g_02315
OG0000763	Prat.g_00902	Prbk.g_02313
OG0000764	Prat.g_00903	Prbk.g_02311
OG0000765	Prat.g_00904	Prbk.g_02310
OG0000766	Prat.g_00905	Prbk.g_02309
OG0000767	Prat.g_00907	Prbk.g_02307
OG0000768	Prat.g_00908	Prbk.g_02306
OG0000769	Prat.g_00909	Prbk.g_02305
OG0000770	Prat.g_00910	Prbk.g_02304
OG0000771	Prat.g_00911	Prbk.g_02303
OG0000772	Prat.g_00912	Prbk.g_01728
OG0000773	Prat.g_00913	Prbk.g_02301
OG0000774	Prat.g_00914	Prbk.g_02299
OG0000775	Prat.g_00915	Prbk.g_02297
OG0000776	Prat.g_00916	Prbk.g_02293
OG0000777	Prat.g_00917	Prbk.g_02292
OG0000778	Prat.g_00918	Prbk.g_00562
OG0000779	Prat.g_00919	Prbk.g_00566
OG0000780	Prat.g_00921	Prbk.g_00568
OG0000781	Prat.g_00923	Prbk.g_00572
OG0000782	Prat.g_00924	Prbk.g_00573
OG0000783	Prat.g_00929	Prbk.g_00578
OG0000784	Prat.g_00931	Prbk.g_00580
OG0000785	Prat.g_00932	Prbk.g_00581
OG0000786	Prat.g_00933	Prbk.g_00583
OG0000787	Prat.g_00934	Prbk.g_00584
OG0000788	Prat.g_00939	Prbk.g_00590
OG0000789	Prat.g_00942	Prbk.g_00593
OG0000790	Prat.g_00943	Prbk.g_02190
OG0000791	Prat.g_00946	Prbk.g_00594
OG0000792	Prat.g_00947	Prbk.g_00595
OG0000793	Prat.g_00948	Prbk.g_00596
OG0000794	Prat.g_00951	Prbk.g_00599
OG0000795	Prat.g_00955	Prbk.g_00068
OG0000796	Prat.g_00956	Prbk.g_00067
OG0000797	Prat.g_00957	Prbk.g_00064
OG0000798	Prat.g_00958	Prbk.g_00063
OG0000799	Prat.g_00959	Prbk.g_00062
OG0000800	Prat.g_00960	Prbk.g_00061
OG0000801	Prat.g_00963	Prbk.g_00058
OG0000802	Prat.g_00964	Prbk.g_00057
OG0000803	Prat.g_00966	Prbk.g_00054
OG0000804	Prat.g_00967	Prbk.g_00053
OG0000805	Prat.g_00968	Prbk.g_00052
OG0000806	Prat.g_00970	Prbk.g_00051
OG0000807	Prat.g_01204	Prbk.g_00627
OG0000808	Prat.g_01479	Prbk.g_02595
OG0000809	Prat.g_01197	Prbk.g_02022
OG0000810	Prat.g_01480	Prbk.g_01700
OG0000811	Prat.g_01214	Prbk.g_01531
OG0000812	Prat.g_01199	Prbk.g_00869
OG0000813	Prat.g_00354	Prbk.g_00879
OG0000814	Prat.g_01373	Prbk.g_01234
OG0000815	Prat.g_01211	Prbk.g_02613
OG0000816	Prat.g_01560	Prbk.g_02202
OG0000817	Prat.g_01559	Prbk.g_02196
OG0000818	Prat.g_01175	Prbk.g_01456
OG0000819	Prat.g_01177	Prbk.g_01227
OG0000820	Prat.g_01171	Prbk.g_00004
OG0000821	Prat.g_01169	Prbk.g_01037
OG0000822	Prat.g_01168	Prbk.g_01036
OG0000823	Prat.g_01167	Prbk.g_01035
OG0000824	Prat.g_01166	Prbk.g_01034
OG0000825	Prat.g_01165	Prbk.g_01032
OG0000826	Prat.g_01164	Prbk.g_01031
OG0000827	Prat.g_01163	Prbk.g_01028
OG0000828	Prat.g_01162	Prbk.g_01026
OG0000829	Prat.g_01161	Prbk.g_01025
OG0000830	Prat.g_01159	Prbk.g_01022
OG0000831	Prat.g_01157	Prbk.g_01020
OG0000832	Prat.g_01155	Prbk.g_01018
OG0000833	Prat.g_01154	Prbk.g_01017
OG0000834	Prat.g_01153	Prbk.g_00141
OG0000835	Prat.g_01152	Prbk.g_00142
OG0000836	Prat.g_01151	Prbk.g_00143
OG0000837	Prat.g_01148	Prbk.g_00153
OG0000838	Prat.g_01147	Prbk.g_00155
OG0000839	Prat.g_01146	Prbk.g_00156
OG0000840	Prat.g_01145	Prbk.g_00157
OG0000841	Prat.g_01144	Prbk.g_00158
OG0000842	Prat.g_01142	Prbk.g_00106
OG0000843	Prat.g_01141	Prbk.g_00105
OG0000844	Prat.g_01140	Prbk.g_00104
OG0000845	Prat.g_01139	Prbk.g_00103
OG0000846	Prat.g_01136	Prbk.g_00100
OG0000847	Prat.g_01135	Prbk.g_00099
OG0000848	Prat.g_01134	Prbk.g_01501
OG0000849	Prat.g_01131	Prbk.g_01498
OG0000850	Prat.g_01130	Prbk.g_01497
OG0000851	Prat.g_01128	Prbk.g_00139
OG0000852	Prat.g_01126	Prbk.g_00137
OG0000853	Prat.g_01124	Prbk.g_00135
OG0000854	Prat.g_01123	Prbk.g_00133
OG0000855	Prat.g_01122	Prbk.g_00132
OG0000856	Prat.g_01121	Prbk.g_00131
OG0000857	Prat.g_01120	Prbk.g_00130
OG0000858	Prat.g_01119	Prbk.g_00129
OG0000859	Prat.g_01118	Prbk.g_00128
OG0000860	Prat.g_01117	Prbk.g_00127
OG0000861	Prat.g_01116	Prbk.g_01503
OG0000862	Prat.g_01115	Prbk.g_01504
OG0000863	Prat.g_01114	Prbk.g_01505
OG0000864	Prat.g_01113	Prbk.g_01506
OG0000865	Prat.g_01112	Prbk.g_01508
OG0000866	Prat.g_01111	Prbk.g_00189
OG0000867	Prat.g_01110	Prbk.g_00188
OG0000868	Prat.g_01108	Prbk.g_00186
OG0000869	Prat.g_01106	Prbk.g_00183
OG0000870	Prat.g_01105	Prbk.g_00182
OG0000871	Prat.g_01104	Prbk.g_00178
OG0000872	Prat.g_01103	Prbk.g_00177
OG0000873	Prat.g_01101	Prbk.g_00175
OG0000874	Prat.g_01100	Prbk.g_00174
OG0000875	Prat.g_01099	Prbk.g_00097
OG0000876	Prat.g_01098	Prbk.g_00098
OG0000877	Prat.g_00594	Prbk.g_00122
OG0000878	Prat.g_00626	Prbk.g_02011
OG0000879	Prat.g_01238	Prbk.g_00164
OG0000880	Prat.g_01239	Prbk.g_00163
OG0000881	Prat.g_01240	Prbk.g_00162
OG0000882	Prat.g_01241	Prbk.g_01194
OG0000883	Prat.g_01242	Prbk.g_01192
OG0000884	Prat.g_01244	Prbk.g_01190
OG0000885	Prat.g_01245	Prbk.g_01189
OG0000886	Prat.g_01246	Prbk.g_01188
OG0000887	Prat.g_01247	Prbk.g_01187
OG0000888	Prat.g_01248	Prbk.g_01186
OG0000889	Prat.g_01251	Prbk.g_01182
OG0000890	Prat.g_01252	Prbk.g_01179
OG0000891	Prat.g_01253	Prbk.g_01178
OG0000892	Prat.g_01255	Prbk.g_01175
OG0000893	Prat.g_01256	Prbk.g_01174
OG0000894	Prat.g_01257	Prbk.g_01173
OG0000895	Prat.g_01258	Prbk.g_01172
OG0000896	Prat.g_01259	Prbk.g_01171
OG0000897	Prat.g_01260	Prbk.g_01170
OG0000898	Prat.g_01263	Prbk.g_01167
OG0000899	Prat.g_01264	Prbk.g_01166
OG0000900	Prat.g_01282	Prbk.g_01199
OG0000901	Prat.g_01287	Prbk.g_02120
OG0000902	Prat.g_01471	Prbk.g_00334
OG0000903	Prat.g_01178	Prbk.g_02564
OG0000904	Prat.g_01455	Prbk.g_01691
OG0000905	Prat.g_01200	Prbk.g_00055
OG0000906	Prat.g_01181	Prbk.g_00629
OG0000907	Prat.g_00976	Prbk.g_02578
OG0000908	Prat.g_01228	Prbk.g_00923
OG0000909	Prat.g_01293	Prbk.g_02051
OG0000910	Prat.g_01294	Prbk.g_02050
OG0000911	Prat.g_01295	Prbk.g_02049
OG0000912	Prat.g_01296	Prbk.g_02048
OG0000913	Prat.g_01297	Prbk.g_02047
OG0000914	Prat.g_01298	Prbk.g_02046
OG0000915	Prat.g_01299	Prbk.g_02045
OG0000916	Prat.g_01300	Prbk.g_02044
OG0000917	Prat.g_01301	Prbk.g_02042
OG0000918	Prat.g_01302	Prbk.g_02041
OG0000919	Prat.g_01303	Prbk.g_02040
OG0000920	Prat.g_01304	Prbk.g_02039
OG0000921	Prat.g_01305	Prbk.g_02038
OG0000922	Prat.g_01306	Prbk.g_02037
OG0000923	Prat.g_01307	Prbk.g_02036
OG0000924	Prat.g_01308	Prbk.g_02035
OG0000925	Prat.g_01309	Prbk.g_02034
OG0000926	Prat.g_01769	Prbk.g_00526
OG0000927	Prat.g_01333	Prbk.g_01929
OG0000928	Prat.g_01334	Prbk.g_01930
OG0000929	Prat.g_01335	Prbk.g_01931
OG0000930	Prat.g_01336	Prbk.g_01937
OG0000931	Prat.g_01337	Prbk.g_01938
OG0000932	Prat.g_01339	Prbk.g_00244
OG0000933	Prat.g_01340	Prbk.g_00246
OG0000934	Prat.g_01341	Prbk.g_00247
OG0000935	Prat.g_01342	Prbk.g_00248
OG0000936	Prat.g_01343	Prbk.g_00249
OG0000937	Prat.g_01344	Prbk.g_00250
OG0000938	Prat.g_01345	Prbk.g_00252
OG0000939	Prat.g_01346	Prbk.g_00253
OG0000940	Prat.g_01348	Prbk.g_00255
OG0000941	Prat.g_01350	Prbk.g_00257
OG0000942	Prat.g_01351	Prbk.g_00258
OG0000943	Prat.g_01355	Prbk.g_00261
OG0000944	Prat.g_01356	Prbk.g_00270
OG0000945	Prat.g_01357	Prbk.g_00271
OG0000946	Prat.g_01358	Prbk.g_00272
OG0000947	Prat.g_01359	Prbk.g_00273
OG0000948	Prat.g_01360	Prbk.g_00274
OG0000949	Prat.g_01361	Prbk.g_00275
OG0000950	Prat.g_01362	Prbk.g_00276
OG0000951	Prat.g_01363	Prbk.g_00277
OG0000952	Prat.g_01364	Prbk.g_00278
OG0000953	Prat.g_01365	Prbk.g_00279
OG0000954	Prat.g_01366	Prbk.g_00280
OG0000955	Prat.g_01367	Prbk.g_00281
OG0000956	Prat.g_01368	Prbk.g_00282
OG0000957	Prat.g_01369	Prbk.g_00283
OG0000958	Prat.g_01370	Prbk.g_01237
OG0000959	Prat.g_01371	Prbk.g_01236
OG0000960	Prat.g_01372	Prbk.g_01235
OG0000961	Prat.g_01378	Prbk.g_01228
OG0000962	Prat.g_01379	Prbk.g_01226
OG0000963	Prat.g_01380	Prbk.g_01225
OG0000964	Prat.g_01382	Prbk.g_01222
OG0000965	Prat.g_01383	Prbk.g_01221
OG0000966	Prat.g_01384	Prbk.g_01220
OG0000967	Prat.g_01385	Prbk.g_01219
OG0000968	Prat.g_01386	Prbk.g_01218
OG0000969	Prat.g_01387	Prbk.g_01217
OG0000970	Prat.g_01388	Prbk.g_01216
OG0000971	Prat.g_01389	Prbk.g_01215
OG0000972	Prat.g_01390	Prbk.g_01214
OG0000973	Prat.g_01391	Prbk.g_01213
OG0000974	Prat.g_01393	Prbk.g_01211
OG0000975	Prat.g_01399	Prbk.g_01654
OG0000976	Prat.g_01403	Prbk.g_02016
OG0000977	Prat.g_01405	Prbk.g_02006
OG0000978	Prat.g_01407	Prbk.g_02004
OG0000979	Prat.g_01409	Prbk.g_02002
OG0000980	Prat.g_01410	Prbk.g_02001
OG0000981	Prat.g_01411	Prbk.g_02596
OG0000982	Prat.g_01412	Prbk.g_02000
OG0000983	Prat.g_01414	Prbk.g_01998
OG0000984	Prat.g_01415	Prbk.g_01997
OG0000985	Prat.g_01416	Prbk.g_01996
OG0000986	Prat.g_01417	Prbk.g_01994
OG0000987	Prat.g_01418	Prbk.g_01993
OG0000988	Prat.g_01420	Prbk.g_01991
OG0000989	Prat.g_01421	Prbk.g_01990
OG0000990	Prat.g_01422	Prbk.g_01989
OG0000991	Prat.g_01423	Prbk.g_01988
OG0000992	Prat.g_01424	Prbk.g_01987
OG0000993	Prat.g_01425	Prbk.g_01986
OG0000994	Prat.g_01426	Prbk.g_01985
OG0000995	Prat.g_01427	Prbk.g_01983
OG0000996	Prat.g_01428	Prbk.g_01982
OG0000997	Prat.g_01429	Prbk.g_01981
OG0000998	Prat.g_01430	Prbk.g_01980
OG0000999	Prat.g_01431	Prbk.g_01979
OG0001000	Prat.g_01432	Prbk.g_01978
OG0001001	Prat.g_01434	Prbk.g_01977
OG0001002	Prat.g_01435	Prbk.g_00937
OG0001003	Prat.g_01436	Prbk.g_00936
OG0001004	Prat.g_01437	Prbk.g_01360
OG0001005	Prat.g_01439	Prbk.g_00934
OG0001006	Prat.g_01440	Prbk.g_00933
OG0001007	Prat.g_01441	Prbk.g_00932
OG0001008	Prat.g_01443	Prbk.g_00930
OG0001009	Prat.g_01444	Prbk.g_00929
OG0001010	Prat.g_01502	Prbk.g_02593
OG0001011	Prat.g_01457	Prbk.g_02619
OG0001012	Prat.g_01022	Prbk.g_02485
OG0001013	Prat.g_01585	Prbk.g_00918
OG0001014	Prat.g_01586	Prbk.g_00917
OG0001015	Prat.g_01593	Prbk.g_00906
OG0001016	Prat.g_01594	Prbk.g_00905
OG0001017	Prat.g_01595	Prbk.g_00904
OG0001018	Prat.g_01596	Prbk.g_00902
OG0001019	Prat.g_01598	Prbk.g_01451
OG0001020	Prat.g_01599	Prbk.g_01450
OG0001021	Prat.g_01600	Prbk.g_01449
OG0001022	Prat.g_01601	Prbk.g_01448
OG0001023	Prat.g_01602	Prbk.g_01447
OG0001024	Prat.g_01603	Prbk.g_01445
OG0001025	Prat.g_01604	Prbk.g_01444
OG0001026	Prat.g_01605	Prbk.g_01443
OG0001027	Prat.g_01606	Prbk.g_01442
OG0001028	Prat.g_01607	Prbk.g_01441
OG0001029	Prat.g_01608	Prbk.g_01440
OG0001030	Prat.g_01609	Prbk.g_01439
OG0001031	Prat.g_01610	Prbk.g_01438
OG0001032	Prat.g_01611	Prbk.g_01437
OG0001033	Prat.g_01612	Prbk.g_01436
OG0001034	Prat.g_01613	Prbk.g_01434
OG0001035	Prat.g_01615	Prbk.g_01432
OG0001036	Prat.g_01616	Prbk.g_01431
OG0001037	Prat.g_01617	Prbk.g_01429
OG0001038	Prat.g_01618	Prbk.g_01428
OG0001039	Prat.g_01619	Prbk.g_01427
OG0001040	Prat.g_01621	Prbk.g_01426
OG0001041	Prat.g_01622	Prbk.g_01425
OG0001042	Prat.g_01623	Prbk.g_01423
OG0001043	Prat.g_01624	Prbk.g_01422
OG0001044	Prat.g_01625	Prbk.g_01421
OG0001045	Prat.g_01626	Prbk.g_01420
OG0001046	Prat.g_01627	Prbk.g_01419
OG0001047	Prat.g_01630	Prbk.g_01415
OG0001048	Prat.g_01632	Prbk.g_01413
OG0001049	Prat.g_01633	Prbk.g_01412
OG0001050	Prat.g_01634	Prbk.g_01411
OG0001051	Prat.g_01635	Prbk.g_01410
OG0001052	Prat.g_01636	Prbk.g_01409
OG0001053	Prat.g_01639	Prbk.g_01407
OG0001054	Prat.g_01641	Prbk.g_01405
OG0001055	Prat.g_01642	Prbk.g_01404
OG0001056	Prat.g_01643	Prbk.g_01403
OG0001057	Prat.g_01644	Prbk.g_01402
OG0001058	Prat.g_01645	Prbk.g_01401
OG0001059	Prat.g_01646	Prbk.g_01400
OG0001060	Prat.g_01647	Prbk.g_01399
OG0001061	Prat.g_01648	Prbk.g_01398
OG0001062	Prat.g_01649	Prbk.g_01384
OG0001063	Prat.g_01650	Prbk.g_01383
OG0001064	Prat.g_01652	Prbk.g_01381
OG0001065	Prat.g_01655	Prbk.g_01901
OG0001066	Prat.g_01657	Prbk.g_01904
OG0001067	Prat.g_01658	Prbk.g_01905
OG0001068	Prat.g_01661	Prbk.g_01909
OG0001069	Prat.g_01662	Prbk.g_01910
OG0001070	Prat.g_01663	Prbk.g_01911
OG0001071	Prat.g_01664	Prbk.g_01912
OG0001072	Prat.g_01665	Prbk.g_01913
OG0001073	Prat.g_01666	Prbk.g_01914
OG0001074	Prat.g_01667	Prbk.g_01915
OG0001075	Prat.g_01668	Prbk.g_01916
OG0001076	Prat.g_01669	Prbk.g_01917
OG0001077	Prat.g_01670	Prbk.g_01918
OG0001078	Prat.g_01671	Prbk.g_01920
OG0001079	Prat.g_01672	Prbk.g_01921
OG0001080	Prat.g_01673	Prbk.g_01922
OG0001081	Prat.g_01677	Prbk.g_00990
OG0001082	Prat.g_01678	Prbk.g_00991
OG0001083	Prat.g_01682	Prbk.g_00995
OG0001084	Prat.g_01680	Prbk.g_00993
OG0001085	Prat.g_01679	Prbk.g_00992
OG0001086	Prat.g_01676	Prbk.g_00996
OG0001087	Prat.g_01675	Prbk.g_00997
OG0001088	Prat.g_01674	Prbk.g_01926
OG0001089	Prat.g_01684	Prbk.g_00988
OG0001090	Prat.g_01686	Prbk.g_00986
OG0001091	Prat.g_01687	Prbk.g_00985
OG0001092	Prat.g_01688	Prbk.g_00984
OG0001093	Prat.g_01689	Prbk.g_00983
OG0001094	Prat.g_01690	Prbk.g_00982
OG0001095	Prat.g_01691	Prbk.g_00981
OG0001096	Prat.g_01692	Prbk.g_00980
OG0001097	Prat.g_01693	Prbk.g_00979
OG0001098	Prat.g_01694	Prbk.g_00978
OG0001099	Prat.g_01695	Prbk.g_00977
OG0001100	Prat.g_01696	Prbk.g_00976
OG0001101	Prat.g_01697	Prbk.g_00975
OG0001102	Prat.g_01698	Prbk.g_00974
OG0001103	Prat.g_01699	Prbk.g_00973
OG0001104	Prat.g_01700	Prbk.g_00972
OG0001105	Prat.g_01701	Prbk.g_00971
OG0001106	Prat.g_01702	Prbk.g_00970
OG0001107	Prat.g_01703	Prbk.g_00969
OG0001108	Prat.g_01704	Prbk.g_00968
OG0001109	Prat.g_01705	Prbk.g_00967
OG0001110	Prat.g_01706	Prbk.g_00966
OG0001111	Prat.g_01707	Prbk.g_00965
OG0001112	Prat.g_01708	Prbk.g_00964
OG0001113	Prat.g_01709	Prbk.g_00963
OG0001114	Prat.g_01710	Prbk.g_00962
OG0001115	Prat.g_01711	Prbk.g_00961
OG0001116	Prat.g_01712	Prbk.g_00960
OG0001117	Prat.g_01713	Prbk.g_00959
OG0001118	Prat.g_01714	Prbk.g_00958
OG0001119	Prat.g_01715	Prbk.g_00957
OG0001120	Prat.g_01327	Prbk.g_00956
OG0001121	Prat.g_01717	Prbk.g_00953
OG0001122	Prat.g_01718	Prbk.g_00952
OG0001123	Prat.g_01719	Prbk.g_00951
OG0001124	Prat.g_01721	Prbk.g_00949
OG0001125	Prat.g_01723	Prbk.g_00947
OG0001126	Prat.g_01724	Prbk.g_00946
OG0001127	Prat.g_01727	Prbk.g_00797
OG0001128	Prat.g_01728	Prbk.g_00798
OG0001129	Prat.g_01729	Prbk.g_00801
OG0001130	Prat.g_01732	Prbk.g_00804
OG0001131	Prat.g_01733	Prbk.g_00805
