Orthogroup	Prat	Prbe
OG0000555	Prat.g_01094	Prbe.g_01488
OG0000556	Prat.g_01093	Prbe.g_01487
OG0000557	Prat.g_01091	Prbe.g_01486
OG0000558	Prat.g_01090	Prbe.g_01485
OG0000559	Prat.g_01089	Prbe.g_01484
OG0000560	Prat.g_01087	Prbe.g_01482
OG0000561	Prat.g_01086	Prbe.g_01481
OG0000562	Prat.g_01084	Prbe.g_01479
OG0000563	Prat.g_01083	Prbe.g_01478
OG0000564	Prat.g_01082	Prbe.g_01477
OG0000565	Prat.g_01081	Prbe.g_01476
OG0000566	Prat.g_01080	Prbe.g_01475
OG0000567	Prat.g_01079	Prbe.g_01474
OG0000568	Prat.g_01078	Prbe.g_01473
OG0000569	Prat.g_01077	Prbe.g_01472
OG0000570	Prat.g_01076	Prbe.g_01471
OG0000571	Prat.g_01075	Prbe.g_01470
OG0000572	Prat.g_01074	Prbe.g_01469
OG0000573	Prat.g_01071	Prbe.g_01466
OG0000574	Prat.g_01070	Prbe.g_01465
OG0000575	Prat.g_01069	Prbe.g_01464
OG0000576	Prat.g_01068	Prbe.g_01463
OG0000577	Prat.g_01067	Prbe.g_01462
OG0000578	Prat.g_01066	Prbe.g_01461
OG0000579	Prat.g_01065	Prbe.g_01460
OG0000580	Prat.g_01064	Prbe.g_01459
OG0000581	Prat.g_01063	Prbe.g_01458
OG0000582	Prat.g_01062	Prbe.g_01457
OG0000583	Prat.g_01061	Prbe.g_01456
OG0000584	Prat.g_01059	Prbe.g_01454
OG0000585	Prat.g_01058	Prbe.g_01453
OG0000586	Prat.g_01056	Prbe.g_01451
OG0000587	Prat.g_01055	Prbe.g_01450
OG0000588	Prat.g_00744	Prbe.g_00444
OG0000589	Prat.g_00745	Prbe.g_00445
OG0000590	Prat.g_00747	Prbe.g_00447
OG0000591	Prat.g_00752	Prbe.g_00453
OG0000592	Prat.g_00753	Prbe.g_00454
OG0000593	Prat.g_00754	Prbe.g_00455
OG0000594	Prat.g_00757	Prbe.g_00458
OG0000595	Prat.g_00758	Prbe.g_00459
OG0000596	Prat.g_00759	Prbe.g_00460
OG0000597	Prat.g_00761	Prbe.g_00462
OG0000598	Prat.g_00762	Prbe.g_00463
OG0000599	Prat.g_00763	Prbe.g_00464
OG0000600	Prat.g_00764	Prbe.g_00465
OG0000601	Prat.g_00767	Prbe.g_00468
OG0000602	Prat.g_00768	Prbe.g_01199
OG0000603	Prat.g_00769	Prbe.g_01200
OG0000604	Prat.g_00772	Prbe.g_01203
OG0000605	Prat.g_00773	Prbe.g_01204
OG0000606	Prat.g_00774	Prbe.g_01205
OG0000607	Prat.g_00776	Prbe.g_01207
OG0000608	Prat.g_00777	Prbe.g_01209
OG0000609	Prat.g_01882	Prbe.g_01197
OG0000610	Prat.g_00826	Prbe.g_00403
OG0000611	Prat.g_00789	Prbe.g_01215
OG0000612	Prat.g_00790	Prbe.g_01216
OG0000613	Prat.g_00791	Prbe.g_01437
OG0000614	Prat.g_00792	Prbe.g_01436
OG0000615	Prat.g_00797	Prbe.g_01434
OG0000616	Prat.g_00798	Prbe.g_01433
OG0000617	Prat.g_00799	Prbe.g_01432
OG0000618	Prat.g_00800	Prbe.g_01431
OG0000619	Prat.g_00801	Prbe.g_01430
OG0000620	Prat.g_00802	Prbe.g_01429
OG0000621	Prat.g_00803	Prbe.g_01428
OG0000622	Prat.g_00804	Prbe.g_01427
OG0000623	Prat.g_00805	Prbe.g_01426
OG0000624	Prat.g_00807	Prbe.g_01424
OG0000625	Prat.g_00808	Prbe.g_01423
OG0000626	Prat.g_00809	Prbe.g_01422
OG0000627	Prat.g_00811	Prbe.g_01421
OG0000628	Prat.g_00812	Prbe.g_01420
OG0000629	Prat.g_00813	Prbe.g_01419
OG0000630	Prat.g_00814	Prbe.g_01418
OG0000631	Prat.g_00816	Prbe.g_01416
OG0000632	Prat.g_00622	Prbe.g_01415
OG0000633	Prat.g_01486	Prbe.g_00055
OG0000634	Prat.g_01472	Prbe.g_00909
OG0000635	Prat.g_00888	Prbe.g_00487
OG0000636	Prat.g_00887	Prbe.g_00488
OG0000637	Prat.g_00886	Prbe.g_00489
OG0000638	Prat.g_00345	Prbe.g_01889
OG0000639	Prat.g_00859	Prbe.g_01317
OG0000640	Prat.g_00863	Prbe.g_01321
OG0000641	Prat.g_00865	Prbe.g_01323
OG0000642	Prat.g_00866	Prbe.g_01324
OG0000643	Prat.g_00867	Prbe.g_01325
OG0000644	Prat.g_01043	Prbe.g_01438
OG0000645	Prat.g_01042	Prbe.g_01217
OG0000646	Prat.g_01041	Prbe.g_01218
OG0000647	Prat.g_01040	Prbe.g_01219
OG0000648	Prat.g_01038	Prbe.g_01221
OG0000649	Prat.g_01037	Prbe.g_01222
OG0000650	Prat.g_01036	Prbe.g_01223
OG0000651	Prat.g_01035	Prbe.g_01224
OG0000652	Prat.g_01034	Prbe.g_01225
OG0000653	Prat.g_01033	Prbe.g_01226
OG0000654	Prat.g_01031	Prbe.g_01228
OG0000655	Prat.g_01029	Prbe.g_01230
OG0000656	Prat.g_01028	Prbe.g_01231
OG0000657	Prat.g_01027	Prbe.g_01232
OG0000658	Prat.g_01026	Prbe.g_01233
OG0000659	Prat.g_01025	Prbe.g_01234
OG0000660	Prat.g_01024	Prbe.g_01235
OG0000661	Prat.g_01023	Prbe.g_01236
OG0000662	Prat.g_01021	Prbe.g_01238
OG0000663	Prat.g_01020	Prbe.g_01239
OG0000664	Prat.g_01019	Prbe.g_01240
OG0000665	Prat.g_01018	Prbe.g_01241
OG0000666	Prat.g_01017	Prbe.g_01242
OG0000667	Prat.g_01016	Prbe.g_01243
OG0000668	Prat.g_01015	Prbe.g_01244
OG0000669	Prat.g_01013	Prbe.g_01246
OG0000670	Prat.g_01012	Prbe.g_01247
OG0000671	Prat.g_01011	Prbe.g_01248
OG0000672	Prat.g_01010	Prbe.g_01249
OG0000673	Prat.g_01009	Prbe.g_01250
OG0000674	Prat.g_01008	Prbe.g_01251
OG0000675	Prat.g_01007	Prbe.g_01253
OG0000676	Prat.g_01006	Prbe.g_01254
OG0000677	Prat.g_01004	Prbe.g_01257
OG0000678	Prat.g_01002	Prbe.g_01259
OG0000679	Prat.g_01001	Prbe.g_01261
OG0000680	Prat.g_01000	Prbe.g_01262
OG0000681	Prat.g_00999	Prbe.g_01263
OG0000682	Prat.g_00998	Prbe.g_01264
OG0000683	Prat.g_00996	Prbe.g_01266
OG0000684	Prat.g_00995	Prbe.g_01267
OG0000685	Prat.g_00994	Prbe.g_01268
OG0000686	Prat.g_00993	Prbe.g_01269
OG0000687	Prat.g_00992	Prbe.g_01270
OG0000688	Prat.g_00991	Prbe.g_01271
OG0000689	Prat.g_00990	Prbe.g_01272
OG0000690	Prat.g_00989	Prbe.g_01273
OG0000691	Prat.g_00988	Prbe.g_01274
OG0000692	Prat.g_00984	Prbe.g_01278
OG0000693	Prat.g_00983	Prbe.g_01279
OG0000694	Prat.g_00982	Prbe.g_01280
OG0000695	Prat.g_00981	Prbe.g_01281
OG0000696	Prat.g_00980	Prbe.g_01282
OG0000697	Prat.g_00978	Prbe.g_01284
OG0000698	Prat.g_00974	Prbe.g_01288
OG0000699	Prat.g_00973	Prbe.g_01289
OG0000700	Prat.g_00694	Prbe.g_00105
OG0000701	Prat.g_00699	Prbe.g_00110
OG0000702	Prat.g_00705	Prbe.g_00406
OG0000703	Prat.g_00707	Prbe.g_00408
OG0000704	Prat.g_00708	Prbe.g_00409
OG0000705	Prat.g_00709	Prbe.g_00411
OG0000706	Prat.g_00710	Prbe.g_00412
OG0000707	Prat.g_00712	Prbe.g_00414
OG0000708	Prat.g_00713	Prbe.g_00415
OG0000709	Prat.g_00716	Prbe.g_00417
OG0000710	Prat.g_00717	Prbe.g_00418
OG0000711	Prat.g_00718	Prbe.g_00419
OG0000712	Prat.g_00719	Prbe.g_00420
OG0000713	Prat.g_00720	Prbe.g_00421
OG0000714	Prat.g_00722	Prbe.g_00423
OG0000715	Prat.g_00723	Prbe.g_00424
OG0000716	Prat.g_00725	Prbe.g_00426
OG0000717	Prat.g_00726	Prbe.g_00427
OG0000718	Prat.g_00728	Prbe.g_00428
OG0000719	Prat.g_00730	Prbe.g_00430
OG0000720	Prat.g_00731	Prbe.g_00431
OG0000721	Prat.g_00734	Prbe.g_00434
OG0000722	Prat.g_00735	Prbe.g_00435
OG0000723	Prat.g_00736	Prbe.g_00436
OG0000724	Prat.g_00738	Prbe.g_00438
OG0000725	Prat.g_00739	Prbe.g_00439
OG0000726	Prat.g_00740	Prbe.g_00440
OG0000727	Prat.g_00741	Prbe.g_00441
OG0000728	Prat.g_00742	Prbe.g_00442
OG0000729	Prat.g_00743	Prbe.g_00443
OG0000730	Prat.g_01053	Prbe.g_01448
OG0000731	Prat.g_01051	Prbe.g_01446
OG0000732	Prat.g_01050	Prbe.g_01445
OG0000733	Prat.g_01049	Prbe.g_01444
OG0000734	Prat.g_01048	Prbe.g_01443
OG0000735	Prat.g_01046	Prbe.g_01441
OG0000736	Prat.g_01045	Prbe.g_01440
OG0000737	Prat.g_01044	Prbe.g_01439
OG0000738	Prat.g_00868	Prbe.g_01326
OG0000739	Prat.g_00869	Prbe.g_01327
OG0000740	Prat.g_00870	Prbe.g_01328
OG0000741	Prat.g_00871	Prbe.g_01329
OG0000742	Prat.g_00873	Prbe.g_01331
OG0000743	Prat.g_00874	Prbe.g_01332
OG0000744	Prat.g_00876	Prbe.g_01333
OG0000745	Prat.g_00877	Prbe.g_01334
OG0000746	Prat.g_00878	Prbe.g_01335
OG0000747	Prat.g_00879	Prbe.g_01336
OG0000748	Prat.g_00880	Prbe.g_01337
OG0000749	Prat.g_00881	Prbe.g_01338
OG0000750	Prat.g_00883	Prbe.g_01340
OG0000751	Prat.g_00884	Prbe.g_01341
OG0000752	Prat.g_00944	Prbe.g_01400
OG0000753	Prat.g_00889	Prbe.g_01343
OG0000754	Prat.g_00890	Prbe.g_01344
OG0000755	Prat.g_00891	Prbe.g_01345
OG0000756	Prat.g_00893	Prbe.g_01347
OG0000757	Prat.g_00894	Prbe.g_01348
OG0000758	Prat.g_00895	Prbe.g_01349
OG0000759	Prat.g_00897	Prbe.g_01351
OG0000760	Prat.g_00898	Prbe.g_01352
OG0000761	Prat.g_00899	Prbe.g_01353
OG0000762	Prat.g_00901	Prbe.g_01355
OG0000763	Prat.g_00902	Prbe.g_01356
OG0000764	Prat.g_00903	Prbe.g_01357
OG0000765	Prat.g_00904	Prbe.g_01358
OG0000766	Prat.g_00905	Prbe.g_01359
OG0000767	Prat.g_00907	Prbe.g_01361
OG0000768	Prat.g_00908	Prbe.g_01362
OG0000769	Prat.g_00909	Prbe.g_01363
OG0000770	Prat.g_00910	Prbe.g_01364
OG0000771	Prat.g_00911	Prbe.g_01365
OG0000772	Prat.g_00912	Prbe.g_01615
OG0000773	Prat.g_00913	Prbe.g_01367
OG0000774	Prat.g_00914	Prbe.g_01368
OG0000775	Prat.g_00915	Prbe.g_01369
OG0000776	Prat.g_00916	Prbe.g_01372
OG0000777	Prat.g_00917	Prbe.g_01373
OG0000778	Prat.g_00918	Prbe.g_01374
OG0000779	Prat.g_00919	Prbe.g_01375
OG0000780	Prat.g_00921	Prbe.g_01377
OG0000781	Prat.g_00923	Prbe.g_01379
OG0000782	Prat.g_00924	Prbe.g_01380
OG0000783	Prat.g_00929	Prbe.g_01384
OG0000784	Prat.g_00931	Prbe.g_01386
OG0000785	Prat.g_00932	Prbe.g_01387
OG0000786	Prat.g_00933	Prbe.g_01388
OG0000787	Prat.g_00934	Prbe.g_01389
OG0000788	Prat.g_00939	Prbe.g_01395
OG0000789	Prat.g_00942	Prbe.g_01398
OG0000790	Prat.g_00943	Prbe.g_01399
OG0000791	Prat.g_00946	Prbe.g_01402
OG0000792	Prat.g_00947	Prbe.g_01403
OG0000793	Prat.g_00948	Prbe.g_01404
OG0000794	Prat.g_00951	Prbe.g_01407
OG0000795	Prat.g_00955	Prbe.g_01308
OG0000796	Prat.g_00956	Prbe.g_01307
OG0000797	Prat.g_00957	Prbe.g_01305
OG0000798	Prat.g_00958	Prbe.g_01304
OG0000799	Prat.g_00959	Prbe.g_01303
OG0000800	Prat.g_00960	Prbe.g_01302
OG0000801	Prat.g_00963	Prbe.g_01299
OG0000802	Prat.g_00964	Prbe.g_01298
OG0000803	Prat.g_00966	Prbe.g_01296
OG0000804	Prat.g_00967	Prbe.g_01295
OG0000805	Prat.g_00968	Prbe.g_01294
OG0000806	Prat.g_00970	Prbe.g_01292
OG0000807	Prat.g_01204	Prbe.g_01919
OG0000808	Prat.g_01479	Prbe.g_00071
OG0000809	Prat.g_01197	Prbe.g_01597
OG0000810	Prat.g_01480	Prbe.g_00492
OG0000811	Prat.g_01214	Prbe.g_00915
OG0000812	Prat.g_01199	Prbe.g_01591
OG0000813	Prat.g_00354	Prbe.g_01898
OG0000814	Prat.g_01373	Prbe.g_01618
OG0000815	Prat.g_01211	Prbe.g_00374
OG0000816	Prat.g_01560	Prbe.g_00042
OG0000817	Prat.g_01559	Prbe.g_00043
OG0000818	Prat.g_01175	Prbe.g_00060
OG0000819	Prat.g_01177	Prbe.g_01571
OG0000820	Prat.g_01171	Prbe.g_01565
OG0000821	Prat.g_01169	Prbe.g_01563
OG0000822	Prat.g_01168	Prbe.g_01562
OG0000823	Prat.g_01167	Prbe.g_01561
OG0000824	Prat.g_01166	Prbe.g_01560
OG0000825	Prat.g_01165	Prbe.g_01559
OG0000826	Prat.g_01164	Prbe.g_01558
OG0000827	Prat.g_01163	Prbe.g_01557
OG0000828	Prat.g_01162	Prbe.g_01556
OG0000829	Prat.g_01161	Prbe.g_01555
OG0000830	Prat.g_01159	Prbe.g_01553
OG0000831	Prat.g_01157	Prbe.g_01550
OG0000832	Prat.g_01155	Prbe.g_01548
OG0000833	Prat.g_01154	Prbe.g_01547
OG0000834	Prat.g_01153	Prbe.g_01546
OG0000835	Prat.g_01152	Prbe.g_01545
OG0000836	Prat.g_01151	Prbe.g_01544
OG0000837	Prat.g_01148	Prbe.g_01541
OG0000838	Prat.g_01147	Prbe.g_01540
OG0000839	Prat.g_01146	Prbe.g_01539
OG0000840	Prat.g_01145	Prbe.g_01538
OG0000841	Prat.g_01144	Prbe.g_01537
OG0000842	Prat.g_01142	Prbe.g_01535
OG0000843	Prat.g_01141	Prbe.g_01534
OG0000844	Prat.g_01140	Prbe.g_01533
OG0000845	Prat.g_01139	Prbe.g_01532
OG0000846	Prat.g_01136	Prbe.g_01530
OG0000847	Prat.g_01135	Prbe.g_01528
OG0000848	Prat.g_01134	Prbe.g_01527
OG0000849	Prat.g_01131	Prbe.g_01524
OG0000850	Prat.g_01130	Prbe.g_01523
OG0000851	Prat.g_01128	Prbe.g_01521
OG0000852	Prat.g_01126	Prbe.g_01519
OG0000853	Prat.g_01124	Prbe.g_01517
OG0000854	Prat.g_01123	Prbe.g_01515
OG0000855	Prat.g_01122	Prbe.g_01514
OG0000856	Prat.g_01121	Prbe.g_01513
OG0000857	Prat.g_01120	Prbe.g_01512
OG0000858	Prat.g_01119	Prbe.g_01511
OG0000859	Prat.g_01118	Prbe.g_01510
OG0000860	Prat.g_01117	Prbe.g_01509
OG0000861	Prat.g_01116	Prbe.g_01508
OG0000862	Prat.g_01115	Prbe.g_01507
OG0000863	Prat.g_01114	Prbe.g_01506
OG0000864	Prat.g_01113	Prbe.g_01505
OG0000865	Prat.g_01112	Prbe.g_01504
OG0000866	Prat.g_01111	Prbe.g_01503
OG0000867	Prat.g_01110	Prbe.g_01502
OG0000868	Prat.g_01108	Prbe.g_01501
OG0000869	Prat.g_01106	Prbe.g_01499
OG0000870	Prat.g_01105	Prbe.g_01498
OG0000871	Prat.g_01104	Prbe.g_01497
OG0000872	Prat.g_01103	Prbe.g_01496
OG0000873	Prat.g_01101	Prbe.g_01494
OG0000874	Prat.g_01100	Prbe.g_01493
OG0000875	Prat.g_01099	Prbe.g_01492
OG0000876	Prat.g_01098	Prbe.g_01491
OG0000877	Prat.g_00594	Prbe.g_00502
OG0000878	Prat.g_00626	Prbe.g_01128
OG0000879	Prat.g_01238	Prbe.g_00904
OG0000880	Prat.g_01239	Prbe.g_00903
OG0000881	Prat.g_01240	Prbe.g_00902
OG0000882	Prat.g_01241	Prbe.g_00901
OG0000883	Prat.g_01242	Prbe.g_00900
OG0000884	Prat.g_01244	Prbe.g_00898
OG0000885	Prat.g_01245	Prbe.g_00897
OG0000886	Prat.g_01246	Prbe.g_00896
OG0000887	Prat.g_01247	Prbe.g_00895
OG0000888	Prat.g_01248	Prbe.g_00894
OG0000889	Prat.g_01251	Prbe.g_00891
OG0000890	Prat.g_01252	Prbe.g_00890
OG0000891	Prat.g_01253	Prbe.g_00889
OG0000892	Prat.g_01255	Prbe.g_00886
OG0000893	Prat.g_01256	Prbe.g_00885
OG0000894	Prat.g_01257	Prbe.g_00884
OG0000895	Prat.g_01258	Prbe.g_00883
OG0000896	Prat.g_01259	Prbe.g_00882
OG0000897	Prat.g_01260	Prbe.g_00881
OG0000898	Prat.g_01263	Prbe.g_00878
OG0000899	Prat.g_01264	Prbe.g_00877
OG0000900	Prat.g_01282	Prbe.g_00397
OG0000901	Prat.g_01287	Prbe.g_00869
OG0000902	Prat.g_01471	Prbe.g_00634
OG0000903	Prat.g_01178	Prbe.g_01614
OG0000904	Prat.g_01455	Prbe.g_00212
OG0000905	Prat.g_01200	Prbe.g_01592
OG0000906	Prat.g_01181	Prbe.g_01574
OG0000907	Prat.g_00976	Prbe.g_01286
OG0000908	Prat.g_01228	Prbe.g_01611
OG0000909	Prat.g_01293	Prbe.g_00371
OG0000910	Prat.g_01294	Prbe.g_00370
OG0000911	Prat.g_01295	Prbe.g_00369
OG0000912	Prat.g_01296	Prbe.g_00368
OG0000913	Prat.g_01297	Prbe.g_00367
OG0000914	Prat.g_01298	Prbe.g_00366
OG0000915	Prat.g_01299	Prbe.g_00365
OG0000916	Prat.g_01300	Prbe.g_00364
OG0000917	Prat.g_01301	Prbe.g_00363
OG0000918	Prat.g_01302	Prbe.g_00362
OG0000919	Prat.g_01303	Prbe.g_00361
OG0000920	Prat.g_01304	Prbe.g_00360
OG0000921	Prat.g_01305	Prbe.g_00359
OG0000922	Prat.g_01306	Prbe.g_00358
OG0000923	Prat.g_01307	Prbe.g_00357
OG0000924	Prat.g_01308	Prbe.g_00356
OG0000925	Prat.g_01309	Prbe.g_00355
OG0000926	Prat.g_01769	Prbe.g_00792
OG0000927	Prat.g_01333	Prbe.g_00328
OG0000928	Prat.g_01334	Prbe.g_00327
OG0000929	Prat.g_01335	Prbe.g_00326
OG0000930	Prat.g_01336	Prbe.g_00325
OG0000931	Prat.g_01337	Prbe.g_00324
OG0000932	Prat.g_01339	Prbe.g_00322
OG0000933	Prat.g_01340	Prbe.g_00321
OG0000934	Prat.g_01341	Prbe.g_00320
OG0000935	Prat.g_01342	Prbe.g_00319
OG0000936	Prat.g_01343	Prbe.g_00318
OG0000937	Prat.g_01344	Prbe.g_00317
OG0000938	Prat.g_01345	Prbe.g_00316
OG0000939	Prat.g_01346	Prbe.g_00315
OG0000940	Prat.g_01348	Prbe.g_00314
OG0000941	Prat.g_01350	Prbe.g_00313
OG0000942	Prat.g_01351	Prbe.g_00312
OG0000943	Prat.g_01355	Prbe.g_00309
OG0000944	Prat.g_01356	Prbe.g_00308
OG0000945	Prat.g_01357	Prbe.g_00307
OG0000946	Prat.g_01358	Prbe.g_00306
OG0000947	Prat.g_01359	Prbe.g_00305
OG0000948	Prat.g_01360	Prbe.g_00304
OG0000949	Prat.g_01361	Prbe.g_00303
OG0000950	Prat.g_01362	Prbe.g_00302
OG0000951	Prat.g_01363	Prbe.g_00301
OG0000952	Prat.g_01364	Prbe.g_00300
OG0000953	Prat.g_01365	Prbe.g_00299
OG0000954	Prat.g_01366	Prbe.g_00298
OG0000955	Prat.g_01367	Prbe.g_00297
OG0000956	Prat.g_01368	Prbe.g_00296
OG0000957	Prat.g_01369	Prbe.g_00295
OG0000958	Prat.g_01370	Prbe.g_00294
OG0000959	Prat.g_01371	Prbe.g_00293
OG0000960	Prat.g_01372	Prbe.g_00292
OG0000961	Prat.g_01378	Prbe.g_00288
OG0000962	Prat.g_01379	Prbe.g_00287
OG0000963	Prat.g_01380	Prbe.g_00286
OG0000964	Prat.g_01382	Prbe.g_00284
OG0000965	Prat.g_01383	Prbe.g_00283
OG0000966	Prat.g_01384	Prbe.g_00282
OG0000967	Prat.g_01385	Prbe.g_00281
OG0000968	Prat.g_01386	Prbe.g_00280
OG0000969	Prat.g_01387	Prbe.g_00279
OG0000970	Prat.g_01388	Prbe.g_00278
OG0000971	Prat.g_01389	Prbe.g_00277
OG0000972	Prat.g_01390	Prbe.g_00276
OG0000973	Prat.g_01391	Prbe.g_00275
OG0000974	Prat.g_01393	Prbe.g_00273
OG0000975	Prat.g_01399	Prbe.g_00267
OG0000976	Prat.g_01403	Prbe.g_00265
OG0000977	Prat.g_01405	Prbe.g_00263
OG0000978	Prat.g_01407	Prbe.g_00261
OG0000979	Prat.g_01409	Prbe.g_00259
OG0000980	Prat.g_01410	Prbe.g_00258
OG0000981	Prat.g_01411	Prbe.g_00257
OG0000982	Prat.g_01412	Prbe.g_00256
OG0000983	Prat.g_01414	Prbe.g_00254
OG0000984	Prat.g_01415	Prbe.g_00253
OG0000985	Prat.g_01416	Prbe.g_00252
OG0000986	Prat.g_01417	Prbe.g_00251
OG0000987	Prat.g_01418	Prbe.g_00250
OG0000988	Prat.g_01420	Prbe.g_00249
OG0000989	Prat.g_01421	Prbe.g_00248
OG0000990	Prat.g_01422	Prbe.g_00247
OG0000991	Prat.g_01423	Prbe.g_00246
OG0000992	Prat.g_01424	Prbe.g_00245
OG0000993	Prat.g_01425	Prbe.g_00244
OG0000994	Prat.g_01426	Prbe.g_00243
OG0000995	Prat.g_01427	Prbe.g_00242
OG0000996	Prat.g_01428	Prbe.g_00241
OG0000997	Prat.g_01429	Prbe.g_00240
OG0000998	Prat.g_01430	Prbe.g_00239
OG0000999	Prat.g_01431	Prbe.g_00238
OG0001000	Prat.g_01432	Prbe.g_00237
OG0001001	Prat.g_01434	Prbe.g_00235
OG0001002	Prat.g_01435	Prbe.g_00234
OG0001003	Prat.g_01436	Prbe.g_00233
OG0001004	Prat.g_01437	Prbe.g_00232
OG0001005	Prat.g_01439	Prbe.g_00229
OG0001006	Prat.g_01440	Prbe.g_00228
OG0001007	Prat.g_01441	Prbe.g_00227
OG0001008	Prat.g_01443	Prbe.g_00225
OG0001009	Prat.g_01444	Prbe.g_00224
OG0001010	Prat.g_01502	Prbe.g_01042
OG0001011	Prat.g_01457	Prbe.g_00505
OG0001012	Prat.g_01022	Prbe.g_01237
OG0001013	Prat.g_01585	Prbe.g_00992
OG0001014	Prat.g_01586	Prbe.g_00991
OG0001015	Prat.g_01593	Prbe.g_00984
OG0001016	Prat.g_01594	Prbe.g_00983
OG0001017	Prat.g_01595	Prbe.g_00982
OG0001018	Prat.g_01596	Prbe.g_00981
OG0001019	Prat.g_01598	Prbe.g_00979
OG0001020	Prat.g_01599	Prbe.g_00978
OG0001021	Prat.g_01600	Prbe.g_00977
OG0001022	Prat.g_01601	Prbe.g_00976
OG0001023	Prat.g_01602	Prbe.g_00975
OG0001024	Prat.g_01603	Prbe.g_00973
OG0001025	Prat.g_01604	Prbe.g_00972
OG0001026	Prat.g_01605	Prbe.g_00971
OG0001027	Prat.g_01606	Prbe.g_00970
OG0001028	Prat.g_01607	Prbe.g_00969
OG0001029	Prat.g_01608	Prbe.g_00968
OG0001030	Prat.g_01609	Prbe.g_00967
OG0001031	Prat.g_01610	Prbe.g_00966
OG0001032	Prat.g_01611	Prbe.g_00965
OG0001033	Prat.g_01612	Prbe.g_00964
OG0001034	Prat.g_01613	Prbe.g_00963
OG0001035	Prat.g_01615	Prbe.g_00961
OG0001036	Prat.g_01616	Prbe.g_00960
OG0001037	Prat.g_01617	Prbe.g_00959
OG0001038	Prat.g_01618	Prbe.g_00958
OG0001039	Prat.g_01619	Prbe.g_00957
OG0001040	Prat.g_01621	Prbe.g_00956
OG0001041	Prat.g_01622	Prbe.g_00955
OG0001042	Prat.g_01623	Prbe.g_00954
OG0001043	Prat.g_01624	Prbe.g_00953
OG0001044	Prat.g_01625	Prbe.g_00952
OG0001045	Prat.g_01626	Prbe.g_00951
OG0001046	Prat.g_01627	Prbe.g_00950
OG0001047	Prat.g_01630	Prbe.g_00947
OG0001048	Prat.g_01632	Prbe.g_00945
OG0001049	Prat.g_01633	Prbe.g_00944
OG0001050	Prat.g_01634	Prbe.g_00943
OG0001051	Prat.g_01635	Prbe.g_00942
OG0001052	Prat.g_01636	Prbe.g_00941
OG0001053	Prat.g_01639	Prbe.g_00939
OG0001054	Prat.g_01641	Prbe.g_00937
OG0001055	Prat.g_01642	Prbe.g_00936
OG0001056	Prat.g_01643	Prbe.g_00935
OG0001057	Prat.g_01644	Prbe.g_00934
OG0001058	Prat.g_01645	Prbe.g_00933
OG0001059	Prat.g_01646	Prbe.g_00932
OG0001060	Prat.g_01647	Prbe.g_00931
OG0001061	Prat.g_01648	Prbe.g_00930
OG0001062	Prat.g_01649	Prbe.g_00929
OG0001063	Prat.g_01650	Prbe.g_00928
OG0001064	Prat.g_01652	Prbe.g_00926
OG0001065	Prat.g_01655	Prbe.g_00922
OG0001066	Prat.g_01657	Prbe.g_00920
OG0001067	Prat.g_01658	Prbe.g_00919
OG0001068	Prat.g_01661	Prbe.g_01112
OG0001069	Prat.g_01662	Prbe.g_01111
OG0001070	Prat.g_01663	Prbe.g_01110
OG0001071	Prat.g_01664	Prbe.g_01109
OG0001072	Prat.g_01665	Prbe.g_01108
OG0001073	Prat.g_01666	Prbe.g_01107
OG0001074	Prat.g_01667	Prbe.g_01106
OG0001075	Prat.g_01668	Prbe.g_01105
OG0001076	Prat.g_01669	Prbe.g_01104
OG0001077	Prat.g_01670	Prbe.g_01103
OG0001078	Prat.g_01671	Prbe.g_01102
OG0001079	Prat.g_01672	Prbe.g_01101
OG0001080	Prat.g_01673	Prbe.g_01100
OG0001081	Prat.g_01677	Prbe.g_01096
OG0001082	Prat.g_01678	Prbe.g_01095
OG0001083	Prat.g_01682	Prbe.g_01092
OG0001084	Prat.g_01680	Prbe.g_01093
OG0001085	Prat.g_01679	Prbe.g_01094
OG0001086	Prat.g_01676	Prbe.g_01097
OG0001087	Prat.g_01675	Prbe.g_01098
OG0001088	Prat.g_01674	Prbe.g_01099
OG0001089	Prat.g_01684	Prbe.g_01089
OG0001090	Prat.g_01686	Prbe.g_01087
OG0001091	Prat.g_01687	Prbe.g_01086
OG0001092	Prat.g_01688	Prbe.g_01085
OG0001093	Prat.g_01689	Prbe.g_01084
OG0001094	Prat.g_01690	Prbe.g_01083
OG0001095	Prat.g_01691	Prbe.g_01082
OG0001096	Prat.g_01692	Prbe.g_01081
OG0001097	Prat.g_01693	Prbe.g_01080
OG0001098	Prat.g_01694	Prbe.g_01079
OG0001099	Prat.g_01695	Prbe.g_01078
OG0001100	Prat.g_01696	Prbe.g_00867
OG0001101	Prat.g_01697	Prbe.g_00866
OG0001102	Prat.g_01698	Prbe.g_00865
OG0001103	Prat.g_01699	Prbe.g_00864
OG0001104	Prat.g_01700	Prbe.g_00863
OG0001105	Prat.g_01701	Prbe.g_00862
OG0001106	Prat.g_01702	Prbe.g_00861
OG0001107	Prat.g_01703	Prbe.g_00860
OG0001108	Prat.g_01704	Prbe.g_00859
OG0001109	Prat.g_01705	Prbe.g_00858
OG0001110	Prat.g_01706	Prbe.g_00857
OG0001111	Prat.g_01707	Prbe.g_00856
OG0001112	Prat.g_01708	Prbe.g_00855
OG0001113	Prat.g_01709	Prbe.g_00854
