Orthogroup	Prat	Prbm
OG0000547	Prat.g_00587	Prbm.g_00654
OG0000548	Prat.g_00589	Prbm.g_00656
OG0000549	Prat.g_00590	Prbm.g_00657
OG0000550	Prat.g_00591	Prbm.g_00658
OG0000551	Prat.g_00592	Prbm.g_00659
OG0000552	Prat.g_00593	Prbm.g_00660
OG0000553	Prat.g_01097	Prbm.g_00661
OG0000554	Prat.g_01095	Prbm.g_00662
OG0000555	Prat.g_01094	Prbm.g_00663
OG0000556	Prat.g_01093	Prbm.g_00664
OG0000557	Prat.g_01091	Prbm.g_00665
OG0000558	Prat.g_01090	Prbm.g_00666
OG0000559	Prat.g_01089	Prbm.g_00667
OG0000560	Prat.g_01087	Prbm.g_00669
OG0000561	Prat.g_01086	Prbm.g_00670
OG0000562	Prat.g_01084	Prbm.g_00671
OG0000563	Prat.g_01083	Prbm.g_00672
OG0000564	Prat.g_01082	Prbm.g_00673
OG0000565	Prat.g_01081	Prbm.g_00674
OG0000566	Prat.g_01080	Prbm.g_00675
OG0000567	Prat.g_01079	Prbm.g_00676
OG0000568	Prat.g_01078	Prbm.g_00677
OG0000569	Prat.g_01077	Prbm.g_00678
OG0000570	Prat.g_01076	Prbm.g_00679
OG0000571	Prat.g_01075	Prbm.g_00680
OG0000572	Prat.g_01074	Prbm.g_00681
OG0000573	Prat.g_01071	Prbm.g_00684
OG0000574	Prat.g_01070	Prbm.g_00685
OG0000575	Prat.g_01069	Prbm.g_00686
OG0000576	Prat.g_01068	Prbm.g_00687
OG0000577	Prat.g_01067	Prbm.g_00688
OG0000578	Prat.g_01066	Prbm.g_00689
OG0000579	Prat.g_01065	Prbm.g_00690
OG0000580	Prat.g_01064	Prbm.g_00691
OG0000581	Prat.g_01063	Prbm.g_00692
OG0000582	Prat.g_01062	Prbm.g_00693
OG0000583	Prat.g_01061	Prbm.g_00694
OG0000584	Prat.g_01059	Prbm.g_00696
OG0000585	Prat.g_01058	Prbm.g_00697
OG0000586	Prat.g_01056	Prbm.g_00699
OG0000587	Prat.g_01055	Prbm.g_00700
OG0000588	Prat.g_00744	Prbm.g_00703
OG0000589	Prat.g_00745	Prbm.g_00704
OG0000590	Prat.g_00747	Prbm.g_00706
OG0000591	Prat.g_00752	Prbm.g_00713
OG0000592	Prat.g_00753	Prbm.g_00714
OG0000593	Prat.g_00754	Prbm.g_00716
OG0000594	Prat.g_00757	Prbm.g_00719
OG0000595	Prat.g_00758	Prbm.g_00720
OG0000596	Prat.g_00759	Prbm.g_00722
OG0000597	Prat.g_00761	Prbm.g_00724
OG0000598	Prat.g_00762	Prbm.g_00725
OG0000599	Prat.g_00763	Prbm.g_00726
OG0000600	Prat.g_00764	Prbm.g_00727
OG0000601	Prat.g_00767	Prbm.g_00730
OG0000602	Prat.g_00768	Prbm.g_00731
OG0000603	Prat.g_00769	Prbm.g_00732
OG0000604	Prat.g_00772	Prbm.g_01483
OG0000605	Prat.g_00773	Prbm.g_00733
OG0000606	Prat.g_00774	Prbm.g_00734
OG0000607	Prat.g_00776	Prbm.g_00736
OG0000608	Prat.g_00777	Prbm.g_00737
OG0000609	Prat.g_01882	Prbm.g_02220
OG0000610	Prat.g_00826	Prbm.g_01326
OG0000611	Prat.g_00789	Prbm.g_00743
OG0000612	Prat.g_00790	Prbm.g_00744
OG0000613	Prat.g_00791	Prbm.g_00745
OG0000614	Prat.g_00792	Prbm.g_00746
OG0000615	Prat.g_00797	Prbm.g_00748
OG0000616	Prat.g_00798	Prbm.g_00749
OG0000617	Prat.g_00799	Prbm.g_00750
OG0000618	Prat.g_00800	Prbm.g_00751
OG0000619	Prat.g_00801	Prbm.g_00752
OG0000620	Prat.g_00802	Prbm.g_00753
OG0000621	Prat.g_00803	Prbm.g_00754
OG0000622	Prat.g_00804	Prbm.g_00755
OG0000623	Prat.g_00805	Prbm.g_00756
OG0000624	Prat.g_00807	Prbm.g_00758
OG0000625	Prat.g_00808	Prbm.g_00759
OG0000626	Prat.g_00809	Prbm.g_00760
OG0000627	Prat.g_00811	Prbm.g_00762
OG0000628	Prat.g_00812	Prbm.g_00763
OG0000629	Prat.g_00813	Prbm.g_00764
OG0000630	Prat.g_00814	Prbm.g_00765
OG0000631	Prat.g_00816	Prbm.g_00767
OG0000632	Prat.g_00622	Prbm.g_01151
OG0000633	Prat.g_01486	Prbm.g_00111
OG0000634	Prat.g_01472	Prbm.g_01094
OG0000635	Prat.g_00888	Prbm.g_00980
OG0000636	Prat.g_00887	Prbm.g_00979
OG0000637	Prat.g_00886	Prbm.g_00978
OG0000638	Prat.g_00345	Prbm.g_00395
OG0000639	Prat.g_00859	Prbm.g_00955
OG0000640	Prat.g_00863	Prbm.g_00957
OG0000641	Prat.g_00865	Prbm.g_00959
OG0000642	Prat.g_00866	Prbm.g_00960
OG0000643	Prat.g_00867	Prbm.g_00961
OG0000644	Prat.g_01043	Prbm.g_00808
OG0000645	Prat.g_01042	Prbm.g_00809
OG0000646	Prat.g_01041	Prbm.g_00810
OG0000647	Prat.g_01040	Prbm.g_00811
OG0000648	Prat.g_01038	Prbm.g_00813
OG0000649	Prat.g_01037	Prbm.g_00814
OG0000650	Prat.g_01036	Prbm.g_00815
OG0000651	Prat.g_01035	Prbm.g_00816
OG0000652	Prat.g_01034	Prbm.g_00817
OG0000653	Prat.g_01033	Prbm.g_00818
OG0000654	Prat.g_01031	Prbm.g_00820
OG0000655	Prat.g_01029	Prbm.g_00822
OG0000656	Prat.g_01028	Prbm.g_00823
OG0000657	Prat.g_01027	Prbm.g_00824
OG0000658	Prat.g_01026	Prbm.g_00825
OG0000659	Prat.g_01025	Prbm.g_00826
OG0000660	Prat.g_01024	Prbm.g_00827
OG0000661	Prat.g_01023	Prbm.g_00829
OG0000662	Prat.g_01021	Prbm.g_00831
OG0000663	Prat.g_01020	Prbm.g_00832
OG0000664	Prat.g_01019	Prbm.g_00833
OG0000665	Prat.g_01018	Prbm.g_00834
OG0000666	Prat.g_01017	Prbm.g_00835
OG0000667	Prat.g_01016	Prbm.g_00836
OG0000668	Prat.g_01015	Prbm.g_00837
OG0000669	Prat.g_01013	Prbm.g_00839
OG0000670	Prat.g_01012	Prbm.g_00840
OG0000671	Prat.g_01011	Prbm.g_00841
OG0000672	Prat.g_01010	Prbm.g_00842
OG0000673	Prat.g_01009	Prbm.g_00843
OG0000674	Prat.g_01008	Prbm.g_00844
OG0000675	Prat.g_01007	Prbm.g_00845
OG0000676	Prat.g_01006	Prbm.g_00846
OG0000677	Prat.g_01004	Prbm.g_00848
OG0000678	Prat.g_01002	Prbm.g_00850
OG0000679	Prat.g_01001	Prbm.g_00852
OG0000680	Prat.g_01000	Prbm.g_00853
OG0000681	Prat.g_00999	Prbm.g_00854
OG0000682	Prat.g_00998	Prbm.g_00855
OG0000683	Prat.g_00996	Prbm.g_00857
OG0000684	Prat.g_00995	Prbm.g_00858
OG0000685	Prat.g_00994	Prbm.g_00859
OG0000686	Prat.g_00993	Prbm.g_00860
OG0000687	Prat.g_00992	Prbm.g_00861
OG0000688	Prat.g_00991	Prbm.g_00862
OG0000689	Prat.g_00990	Prbm.g_00863
OG0000690	Prat.g_00989	Prbm.g_00864
OG0000691	Prat.g_00988	Prbm.g_00865
OG0000692	Prat.g_00984	Prbm.g_00867
OG0000693	Prat.g_00983	Prbm.g_00868
OG0000694	Prat.g_00982	Prbm.g_00869
OG0000695	Prat.g_00981	Prbm.g_00870
OG0000696	Prat.g_00980	Prbm.g_00871
OG0000697	Prat.g_00978	Prbm.g_00873
OG0000698	Prat.g_00974	Prbm.g_00877
OG0000699	Prat.g_00973	Prbm.g_00878
OG0000700	Prat.g_00694	Prbm.g_00911
OG0000701	Prat.g_00699	Prbm.g_00914
OG0000702	Prat.g_00705	Prbm.g_00919
OG0000703	Prat.g_00707	Prbm.g_00921
OG0000704	Prat.g_00708	Prbm.g_00922
OG0000705	Prat.g_00709	Prbm.g_00923
OG0000706	Prat.g_00710	Prbm.g_00924
OG0000707	Prat.g_00712	Prbm.g_00926
OG0000708	Prat.g_00713	Prbm.g_00927
OG0000709	Prat.g_00716	Prbm.g_00929
OG0000710	Prat.g_00717	Prbm.g_00930
OG0000711	Prat.g_00718	Prbm.g_00931
OG0000712	Prat.g_00719	Prbm.g_00932
OG0000713	Prat.g_00720	Prbm.g_00933
OG0000714	Prat.g_00722	Prbm.g_00935
OG0000715	Prat.g_00723	Prbm.g_00936
OG0000716	Prat.g_00725	Prbm.g_00939
OG0000717	Prat.g_00726	Prbm.g_00940
OG0000718	Prat.g_00728	Prbm.g_00941
OG0000719	Prat.g_00730	Prbm.g_00943
OG0000720	Prat.g_00731	Prbm.g_00944
OG0000721	Prat.g_00734	Prbm.g_00946
OG0000722	Prat.g_00735	Prbm.g_00947
OG0000723	Prat.g_00736	Prbm.g_00948
OG0000724	Prat.g_00738	Prbm.g_00793
OG0000725	Prat.g_00739	Prbm.g_00794
OG0000726	Prat.g_00740	Prbm.g_00795
OG0000727	Prat.g_00741	Prbm.g_00796
OG0000728	Prat.g_00742	Prbm.g_00797
OG0000729	Prat.g_00743	Prbm.g_00798
OG0000730	Prat.g_01053	Prbm.g_00799
OG0000731	Prat.g_01051	Prbm.g_00800
OG0000732	Prat.g_01050	Prbm.g_00801
OG0000733	Prat.g_01049	Prbm.g_00802
OG0000734	Prat.g_01048	Prbm.g_00803
OG0000735	Prat.g_01046	Prbm.g_00805
OG0000736	Prat.g_01045	Prbm.g_00806
OG0000737	Prat.g_01044	Prbm.g_00807
OG0000738	Prat.g_00868	Prbm.g_00962
OG0000739	Prat.g_00869	Prbm.g_00963
OG0000740	Prat.g_00870	Prbm.g_00964
OG0000741	Prat.g_00871	Prbm.g_00965
OG0000742	Prat.g_00873	Prbm.g_00967
OG0000743	Prat.g_00874	Prbm.g_00968
OG0000744	Prat.g_00876	Prbm.g_00969
OG0000745	Prat.g_00877	Prbm.g_00970
OG0000746	Prat.g_00878	Prbm.g_00971
OG0000747	Prat.g_00879	Prbm.g_00972
OG0000748	Prat.g_00880	Prbm.g_00973
OG0000749	Prat.g_00881	Prbm.g_00974
OG0000750	Prat.g_00883	Prbm.g_00975
OG0000751	Prat.g_00884	Prbm.g_00976
OG0000752	Prat.g_00944	Prbm.g_00889
OG0000753	Prat.g_00889	Prbm.g_00981
OG0000754	Prat.g_00890	Prbm.g_00982
OG0000755	Prat.g_00891	Prbm.g_00983
OG0000756	Prat.g_00893	Prbm.g_00985
OG0000757	Prat.g_00894	Prbm.g_00986
OG0000758	Prat.g_00895	Prbm.g_00987
OG0000759	Prat.g_00897	Prbm.g_00989
OG0000760	Prat.g_00898	Prbm.g_00990
OG0000761	Prat.g_00899	Prbm.g_00991
OG0000762	Prat.g_00901	Prbm.g_00993
OG0000763	Prat.g_00902	Prbm.g_00994
OG0000764	Prat.g_00903	Prbm.g_00995
OG0000765	Prat.g_00904	Prbm.g_00996
OG0000766	Prat.g_00905	Prbm.g_00997
OG0000767	Prat.g_00907	Prbm.g_00999
OG0000768	Prat.g_00908	Prbm.g_01000
OG0000769	Prat.g_00909	Prbm.g_01001
OG0000770	Prat.g_00910	Prbm.g_01002
OG0000771	Prat.g_00911	Prbm.g_01003
OG0000772	Prat.g_00912	Prbm.g_00102
OG0000773	Prat.g_00913	Prbm.g_01004
OG0000774	Prat.g_00914	Prbm.g_01005
OG0000775	Prat.g_00915	Prbm.g_01006
OG0000776	Prat.g_00916	Prbm.g_01007
OG0000777	Prat.g_00917	Prbm.g_01009
OG0000778	Prat.g_00918	Prbm.g_01010
OG0000779	Prat.g_00919	Prbm.g_01011
OG0000780	Prat.g_00921	Prbm.g_01013
OG0000781	Prat.g_00923	Prbm.g_01014
OG0000782	Prat.g_00924	Prbm.g_01015
OG0000783	Prat.g_00929	Prbm.g_01031
OG0000784	Prat.g_00931	Prbm.g_01032
OG0000785	Prat.g_00932	Prbm.g_01033
OG0000786	Prat.g_00933	Prbm.g_01034
OG0000787	Prat.g_00934	Prbm.g_01035
OG0000788	Prat.g_00939	Prbm.g_01039
OG0000789	Prat.g_00942	Prbm.g_01042
OG0000790	Prat.g_00943	Prbm.g_00888
OG0000791	Prat.g_00946	Prbm.g_01043
OG0000792	Prat.g_00947	Prbm.g_01044
OG0000793	Prat.g_00948	Prbm.g_01045
OG0000794	Prat.g_00951	Prbm.g_01048
OG0000795	Prat.g_00955	Prbm.g_01052
OG0000796	Prat.g_00956	Prbm.g_01053
OG0000797	Prat.g_00957	Prbm.g_01056
OG0000798	Prat.g_00958	Prbm.g_01057
OG0000799	Prat.g_00959	Prbm.g_01058
OG0000800	Prat.g_00960	Prbm.g_01059
OG0000801	Prat.g_00963	Prbm.g_01062
OG0000802	Prat.g_00964	Prbm.g_01063
OG0000803	Prat.g_00966	Prbm.g_00887
OG0000804	Prat.g_00967	Prbm.g_00886
OG0000805	Prat.g_00968	Prbm.g_00885
OG0000806	Prat.g_00970	Prbm.g_00883
OG0000807	Prat.g_01204	Prbm.g_00894
OG0000808	Prat.g_01479	Prbm.g_01103
OG0000809	Prat.g_01197	Prbm.g_01085
OG0000810	Prat.g_01480	Prbm.g_01806
OG0000811	Prat.g_01214	Prbm.g_02104
OG0000812	Prat.g_01199	Prbm.g_00398
OG0000813	Prat.g_00354	Prbm.g_00406
OG0000814	Prat.g_01373	Prbm.g_01803
OG0000815	Prat.g_01211	Prbm.g_01079
OG0000816	Prat.g_01560	Prbm.g_01911
OG0000817	Prat.g_01559	Prbm.g_01912
OG0000818	Prat.g_01175	Prbm.g_01123
OG0000819	Prat.g_01177	Prbm.g_01571
OG0000820	Prat.g_01171	Prbm.g_01565
OG0000821	Prat.g_01169	Prbm.g_01563
OG0000822	Prat.g_01168	Prbm.g_01562
OG0000823	Prat.g_01167	Prbm.g_01561
OG0000824	Prat.g_01166	Prbm.g_01560
OG0000825	Prat.g_01165	Prbm.g_01559
OG0000826	Prat.g_01164	Prbm.g_01558
OG0000827	Prat.g_01163	Prbm.g_01557
OG0000828	Prat.g_01162	Prbm.g_01556
OG0000829	Prat.g_01161	Prbm.g_01555
OG0000830	Prat.g_01159	Prbm.g_01553
OG0000831	Prat.g_01157	Prbm.g_01550
OG0000832	Prat.g_01155	Prbm.g_01548
OG0000833	Prat.g_01154	Prbm.g_01547
OG0000834	Prat.g_01153	Prbm.g_01545
OG0000835	Prat.g_01152	Prbm.g_01544
OG0000836	Prat.g_01151	Prbm.g_01543
OG0000837	Prat.g_01148	Prbm.g_01540
OG0000838	Prat.g_01147	Prbm.g_01539
OG0000839	Prat.g_01146	Prbm.g_01538
OG0000840	Prat.g_01145	Prbm.g_01537
OG0000841	Prat.g_01144	Prbm.g_01536
OG0000842	Prat.g_01142	Prbm.g_01534
OG0000843	Prat.g_01141	Prbm.g_01533
OG0000844	Prat.g_01140	Prbm.g_01532
OG0000845	Prat.g_01139	Prbm.g_01531
OG0000846	Prat.g_01136	Prbm.g_01529
OG0000847	Prat.g_01135	Prbm.g_01527
OG0000848	Prat.g_01134	Prbm.g_01525
OG0000849	Prat.g_01131	Prbm.g_01524
OG0000850	Prat.g_01130	Prbm.g_01523
OG0000851	Prat.g_01128	Prbm.g_01520
OG0000852	Prat.g_01126	Prbm.g_01518
OG0000853	Prat.g_01124	Prbm.g_01516
OG0000854	Prat.g_01123	Prbm.g_01514
OG0000855	Prat.g_01122	Prbm.g_01513
OG0000856	Prat.g_01121	Prbm.g_01512
OG0000857	Prat.g_01120	Prbm.g_01511
OG0000858	Prat.g_01119	Prbm.g_01510
OG0000859	Prat.g_01118	Prbm.g_01509
OG0000860	Prat.g_01117	Prbm.g_01508
OG0000861	Prat.g_01116	Prbm.g_01507
OG0000862	Prat.g_01115	Prbm.g_01506
OG0000863	Prat.g_01114	Prbm.g_01505
OG0000864	Prat.g_01113	Prbm.g_01504
OG0000865	Prat.g_01112	Prbm.g_01503
OG0000866	Prat.g_01111	Prbm.g_01502
OG0000867	Prat.g_01110	Prbm.g_01501
OG0000868	Prat.g_01108	Prbm.g_01500
OG0000869	Prat.g_01106	Prbm.g_01498
OG0000870	Prat.g_01105	Prbm.g_01497
OG0000871	Prat.g_01104	Prbm.g_01496
OG0000872	Prat.g_01103	Prbm.g_01495
OG0000873	Prat.g_01101	Prbm.g_01494
OG0000874	Prat.g_01100	Prbm.g_01493
OG0000875	Prat.g_01099	Prbm.g_01492
OG0000876	Prat.g_01098	Prbm.g_01491
OG0000877	Prat.g_00594	Prbm.g_01490
OG0000878	Prat.g_00626	Prbm.g_01356
OG0000879	Prat.g_01238	Prbm.g_01600
OG0000880	Prat.g_01239	Prbm.g_01601
OG0000881	Prat.g_01240	Prbm.g_01602
OG0000882	Prat.g_01241	Prbm.g_01603
OG0000883	Prat.g_01242	Prbm.g_01605
OG0000884	Prat.g_01244	Prbm.g_01606
OG0000885	Prat.g_01245	Prbm.g_01607
OG0000886	Prat.g_01246	Prbm.g_01608
OG0000887	Prat.g_01247	Prbm.g_01609
OG0000888	Prat.g_01248	Prbm.g_01610
OG0000889	Prat.g_01251	Prbm.g_01613
OG0000890	Prat.g_01252	Prbm.g_01614
OG0000891	Prat.g_01253	Prbm.g_01615
OG0000892	Prat.g_01255	Prbm.g_01616
OG0000893	Prat.g_01256	Prbm.g_01617
OG0000894	Prat.g_01257	Prbm.g_01618
OG0000895	Prat.g_01258	Prbm.g_01619
OG0000896	Prat.g_01259	Prbm.g_01620
OG0000897	Prat.g_01260	Prbm.g_01621
OG0000898	Prat.g_01263	Prbm.g_01624
OG0000899	Prat.g_01264	Prbm.g_01625
OG0000900	Prat.g_01282	Prbm.g_01630
OG0000901	Prat.g_01287	Prbm.g_01634
OG0000902	Prat.g_01471	Prbm.g_00777
OG0000903	Prat.g_01178	Prbm.g_01573
OG0000904	Prat.g_01455	Prbm.g_01051
OG0000905	Prat.g_01200	Prbm.g_01812
OG0000906	Prat.g_01181	Prbm.g_01658
OG0000907	Prat.g_00976	Prbm.g_00875
OG0000908	Prat.g_01228	Prbm.g_01176
OG0000909	Prat.g_01293	Prbm.g_01662
OG0000910	Prat.g_01294	Prbm.g_01663
OG0000911	Prat.g_01295	Prbm.g_01664
OG0000912	Prat.g_01296	Prbm.g_01665
OG0000913	Prat.g_01297	Prbm.g_01666
OG0000914	Prat.g_01298	Prbm.g_01667
OG0000915	Prat.g_01299	Prbm.g_01668
OG0000916	Prat.g_01300	Prbm.g_01669
OG0000917	Prat.g_01301	Prbm.g_01670
OG0000918	Prat.g_01302	Prbm.g_01671
OG0000919	Prat.g_01303	Prbm.g_01672
OG0000920	Prat.g_01304	Prbm.g_01673
OG0000921	Prat.g_01305	Prbm.g_01674
OG0000922	Prat.g_01306	Prbm.g_01675
OG0000923	Prat.g_01307	Prbm.g_01676
OG0000924	Prat.g_01308	Prbm.g_01677
OG0000925	Prat.g_01309	Prbm.g_01678
OG0000926	Prat.g_01769	Prbm.g_02077
OG0000927	Prat.g_01333	Prbm.g_01691
OG0000928	Prat.g_01334	Prbm.g_01692
OG0000929	Prat.g_01335	Prbm.g_01693
OG0000930	Prat.g_01336	Prbm.g_01694
OG0000931	Prat.g_01337	Prbm.g_01695
OG0000932	Prat.g_01339	Prbm.g_01697
OG0000933	Prat.g_01340	Prbm.g_01698
OG0000934	Prat.g_01341	Prbm.g_01699
OG0000935	Prat.g_01342	Prbm.g_01700
OG0000936	Prat.g_01343	Prbm.g_01701
OG0000937	Prat.g_01344	Prbm.g_01702
OG0000938	Prat.g_01345	Prbm.g_01703
OG0000939	Prat.g_01346	Prbm.g_01704
OG0000940	Prat.g_01348	Prbm.g_01706
OG0000941	Prat.g_01350	Prbm.g_01708
OG0000942	Prat.g_01351	Prbm.g_01709
OG0000943	Prat.g_01355	Prbm.g_01712
OG0000944	Prat.g_01356	Prbm.g_01713
OG0000945	Prat.g_01357	Prbm.g_01714
OG0000946	Prat.g_01358	Prbm.g_01715
OG0000947	Prat.g_01359	Prbm.g_01716
OG0000948	Prat.g_01360	Prbm.g_01717
OG0000949	Prat.g_01361	Prbm.g_01718
OG0000950	Prat.g_01362	Prbm.g_01719
OG0000951	Prat.g_01363	Prbm.g_01720
OG0000952	Prat.g_01364	Prbm.g_01721
OG0000953	Prat.g_01365	Prbm.g_01722
OG0000954	Prat.g_01366	Prbm.g_01723
OG0000955	Prat.g_01367	Prbm.g_01724
OG0000956	Prat.g_01368	Prbm.g_01725
OG0000957	Prat.g_01369	Prbm.g_00487
OG0000958	Prat.g_01370	Prbm.g_01726
OG0000959	Prat.g_01371	Prbm.g_01727
OG0000960	Prat.g_01372	Prbm.g_01728
OG0000961	Prat.g_01378	Prbm.g_01731
OG0000962	Prat.g_01379	Prbm.g_01732
OG0000963	Prat.g_01380	Prbm.g_01733
OG0000964	Prat.g_01382	Prbm.g_01735
OG0000965	Prat.g_01383	Prbm.g_01736
OG0000966	Prat.g_01384	Prbm.g_01737
OG0000967	Prat.g_01385	Prbm.g_01738
OG0000968	Prat.g_01386	Prbm.g_01739
OG0000969	Prat.g_01387	Prbm.g_01740
OG0000970	Prat.g_01388	Prbm.g_01741
OG0000971	Prat.g_01389	Prbm.g_01742
OG0000972	Prat.g_01390	Prbm.g_01743
OG0000973	Prat.g_01391	Prbm.g_01744
OG0000974	Prat.g_01393	Prbm.g_01746
OG0000975	Prat.g_01399	Prbm.g_01752
OG0000976	Prat.g_01403	Prbm.g_01755
OG0000977	Prat.g_01405	Prbm.g_01756
OG0000978	Prat.g_01407	Prbm.g_01757
OG0000979	Prat.g_01409	Prbm.g_01759
OG0000980	Prat.g_01410	Prbm.g_01760
OG0000981	Prat.g_01411	Prbm.g_01761
OG0000982	Prat.g_01412	Prbm.g_01762
OG0000983	Prat.g_01414	Prbm.g_01764
OG0000984	Prat.g_01415	Prbm.g_01765
OG0000985	Prat.g_01416	Prbm.g_01766
OG0000986	Prat.g_01417	Prbm.g_01768
OG0000987	Prat.g_01418	Prbm.g_01769
OG0000988	Prat.g_01420	Prbm.g_01770
OG0000989	Prat.g_01421	Prbm.g_01771
OG0000990	Prat.g_01422	Prbm.g_01772
OG0000991	Prat.g_01423	Prbm.g_01773
OG0000992	Prat.g_01424	Prbm.g_01774
OG0000993	Prat.g_01425	Prbm.g_01775
OG0000994	Prat.g_01426	Prbm.g_01776
OG0000995	Prat.g_01427	Prbm.g_01777
OG0000996	Prat.g_01428	Prbm.g_01778
OG0000997	Prat.g_01429	Prbm.g_01779
OG0000998	Prat.g_01430	Prbm.g_01780
OG0000999	Prat.g_01431	Prbm.g_01781
OG0001000	Prat.g_01432	Prbm.g_01782
OG0001001	Prat.g_01434	Prbm.g_01784
OG0001002	Prat.g_01435	Prbm.g_01785
OG0001003	Prat.g_01436	Prbm.g_01786
OG0001004	Prat.g_01437	Prbm.g_01787
OG0001005	Prat.g_01439	Prbm.g_01789
OG0001006	Prat.g_01440	Prbm.g_01790
OG0001007	Prat.g_01441	Prbm.g_01791
OG0001008	Prat.g_01443	Prbm.g_01793
OG0001009	Prat.g_01444	Prbm.g_01794
OG0001010	Prat.g_01502	Prbm.g_01586
OG0001011	Prat.g_01457	Prbm.g_01685
OG0001012	Prat.g_01022	Prbm.g_00830
OG0001013	Prat.g_01585	Prbm.g_01835
OG0001014	Prat.g_01586	Prbm.g_01836
OG0001015	Prat.g_01593	Prbm.g_01842
OG0001016	Prat.g_01594	Prbm.g_01843
OG0001017	Prat.g_01595	Prbm.g_01844
OG0001018	Prat.g_01596	Prbm.g_01845
OG0001019	Prat.g_01598	Prbm.g_01846
OG0001020	Prat.g_01599	Prbm.g_01847
OG0001021	Prat.g_01600	Prbm.g_01848
OG0001022	Prat.g_01601	Prbm.g_01849
OG0001023	Prat.g_01602	Prbm.g_01850
OG0001024	Prat.g_01603	Prbm.g_01851
OG0001025	Prat.g_01604	Prbm.g_01852
OG0001026	Prat.g_01605	Prbm.g_01853
OG0001027	Prat.g_01606	Prbm.g_01854
OG0001028	Prat.g_01607	Prbm.g_01855
OG0001029	Prat.g_01608	Prbm.g_01856
OG0001030	Prat.g_01609	Prbm.g_01857
OG0001031	Prat.g_01610	Prbm.g_01858
OG0001032	Prat.g_01611	Prbm.g_01859
OG0001033	Prat.g_01612	Prbm.g_01860
OG0001034	Prat.g_01613	Prbm.g_01861
OG0001035	Prat.g_01615	Prbm.g_01863
OG0001036	Prat.g_01616	Prbm.g_01864
OG0001037	Prat.g_01617	Prbm.g_01865
OG0001038	Prat.g_01618	Prbm.g_01866
OG0001039	Prat.g_01619	Prbm.g_01867
OG0001040	Prat.g_01621	Prbm.g_01869
OG0001041	Prat.g_01622	Prbm.g_01870
OG0001042	Prat.g_01623	Prbm.g_01871
OG0001043	Prat.g_01624	Prbm.g_01872
OG0001044	Prat.g_01625	Prbm.g_01873
OG0001045	Prat.g_01626	Prbm.g_01874
OG0001046	Prat.g_01627	Prbm.g_01875
OG0001047	Prat.g_01630	Prbm.g_01877
OG0001048	Prat.g_01632	Prbm.g_01879
OG0001049	Prat.g_01633	Prbm.g_01880
OG0001050	Prat.g_01634	Prbm.g_01881
OG0001051	Prat.g_01635	Prbm.g_01882
OG0001052	Prat.g_01636	Prbm.g_01883
OG0001053	Prat.g_01639	Prbm.g_01885
OG0001054	Prat.g_01641	Prbm.g_01887
OG0001055	Prat.g_01642	Prbm.g_01888
OG0001056	Prat.g_01643	Prbm.g_01889
OG0001057	Prat.g_01644	Prbm.g_01890
OG0001058	Prat.g_01645	Prbm.g_01891
OG0001059	Prat.g_01646	Prbm.g_01892
OG0001060	Prat.g_01647	Prbm.g_01893
OG0001061	Prat.g_01648	Prbm.g_01894
OG0001062	Prat.g_01649	Prbm.g_01895
OG0001063	Prat.g_01650	Prbm.g_01896
OG0001064	Prat.g_01652	Prbm.g_01898
OG0001065	Prat.g_01655	Prbm.g_01948
OG0001066	Prat.g_01657	Prbm.g_01950
OG0001067	Prat.g_01658	Prbm.g_01951
OG0001068	Prat.g_01661	Prbm.g_01953
OG0001069	Prat.g_01662	Prbm.g_01954
OG0001070	Prat.g_01663	Prbm.g_01955
OG0001071	Prat.g_01664	Prbm.g_01956
OG0001072	Prat.g_01665	Prbm.g_01957
OG0001073	Prat.g_01666	Prbm.g_01958
OG0001074	Prat.g_01667	Prbm.g_01959
OG0001075	Prat.g_01668	Prbm.g_01960
OG0001076	Prat.g_01669	Prbm.g_01961
OG0001077	Prat.g_01670	Prbm.g_01962
OG0001078	Prat.g_01671	Prbm.g_01963
OG0001079	Prat.g_01672	Prbm.g_01964
OG0001080	Prat.g_01673	Prbm.g_01965
OG0001081	Prat.g_01677	Prbm.g_01975
OG0001082	Prat.g_01678	Prbm.g_01974
OG0001083	Prat.g_01682	Prbm.g_01970
OG0001084	Prat.g_01680	Prbm.g_01972
OG0001085	Prat.g_01679	Prbm.g_01973
OG0001086	Prat.g_01676	Prbm.g_01968
OG0001087	Prat.g_01675	Prbm.g_01967
OG0001088	Prat.g_01674	Prbm.g_01966
OG0001089	Prat.g_01684	Prbm.g_01990
OG0001090	Prat.g_01686	Prbm.g_01992
OG0001091	Prat.g_01687	Prbm.g_01993
OG0001092	Prat.g_01688	Prbm.g_01994
OG0001093	Prat.g_01689	Prbm.g_01995
OG0001094	Prat.g_01690	Prbm.g_01996
OG0001095	Prat.g_01691	Prbm.g_01997
OG0001096	Prat.g_01692	Prbm.g_01998
OG0001097	Prat.g_01693	Prbm.g_01999
OG0001098	Prat.g_01694	Prbm.g_02000
OG0001099	Prat.g_01695	Prbm.g_02001
OG0001100	Prat.g_01696	Prbm.g_02002
OG0001101	Prat.g_01697	Prbm.g_02003
OG0001102	Prat.g_01698	Prbm.g_02004
OG0001103	Prat.g_01699	Prbm.g_02005
OG0001104	Prat.g_01700	Prbm.g_02006
OG0001105	Prat.g_01701	Prbm.g_02007
