Orthogroup	Prat	Prbj
OG0000572	Prat.g_01074	Prbj.g_02598
OG0000573	Prat.g_01071	Prbj.g_00794
OG0000574	Prat.g_01070	Prbj.g_00803
OG0000575	Prat.g_01069	Prbj.g_00804
OG0000576	Prat.g_01068	Prbj.g_00805
OG0000577	Prat.g_01067	Prbj.g_00806
OG0000578	Prat.g_01066	Prbj.g_00807
OG0000579	Prat.g_01065	Prbj.g_00809
OG0000580	Prat.g_01064	Prbj.g_00812
OG0000581	Prat.g_01063	Prbj.g_00813
OG0000582	Prat.g_01062	Prbj.g_00815
OG0000583	Prat.g_01061	Prbj.g_00816
OG0000584	Prat.g_01059	Prbj.g_00818
OG0000585	Prat.g_01058	Prbj.g_00819
OG0000586	Prat.g_01056	Prbj.g_00821
OG0000587	Prat.g_01055	Prbj.g_00822
OG0000588	Prat.g_00744	Prbj.g_00825
OG0000589	Prat.g_00745	Prbj.g_02707
OG0000590	Prat.g_00747	Prbj.g_01466
OG0000591	Prat.g_00752	Prbj.g_00184
OG0000592	Prat.g_00753	Prbj.g_00760
OG0000593	Prat.g_00754	Prbj.g_00248
OG0000594	Prat.g_00757	Prbj.g_02453
OG0000595	Prat.g_00758	Prbj.g_02636
OG0000596	Prat.g_00759	Prbj.g_00943
OG0000597	Prat.g_00761	Prbj.g_00921
OG0000598	Prat.g_00762	Prbj.g_00927
OG0000599	Prat.g_00763	Prbj.g_00931
OG0000600	Prat.g_00764	Prbj.g_00932
OG0000601	Prat.g_00767	Prbj.g_00946
OG0000602	Prat.g_00768	Prbj.g_00947
OG0000603	Prat.g_00769	Prbj.g_00948
OG0000604	Prat.g_00772	Prbj.g_00754
OG0000605	Prat.g_00773	Prbj.g_00755
OG0000606	Prat.g_00774	Prbj.g_00757
OG0000607	Prat.g_00776	Prbj.g_00759
OG0000608	Prat.g_00777	Prbj.g_02373
OG0000609	Prat.g_01882	Prbj.g_02057
OG0000610	Prat.g_00826	Prbj.g_00168
OG0000611	Prat.g_00789	Prbj.g_02180
OG0000612	Prat.g_00790	Prbj.g_02181
OG0000613	Prat.g_00791	Prbj.g_02182
OG0000614	Prat.g_00792	Prbj.g_02183
OG0000615	Prat.g_00797	Prbj.g_02184
OG0000616	Prat.g_00798	Prbj.g_02185
OG0000617	Prat.g_00799	Prbj.g_02186
OG0000618	Prat.g_00800	Prbj.g_02187
OG0000619	Prat.g_00801	Prbj.g_02189
OG0000620	Prat.g_00802	Prbj.g_02190
OG0000621	Prat.g_00803	Prbj.g_02191
OG0000622	Prat.g_00804	Prbj.g_02192
OG0000623	Prat.g_00805	Prbj.g_02193
OG0000624	Prat.g_00807	Prbj.g_02194
OG0000625	Prat.g_00808	Prbj.g_02195
OG0000626	Prat.g_00809	Prbj.g_02196
OG0000627	Prat.g_00811	Prbj.g_02320
OG0000628	Prat.g_00812	Prbj.g_02319
OG0000629	Prat.g_00813	Prbj.g_02316
OG0000630	Prat.g_00814	Prbj.g_02315
OG0000631	Prat.g_00816	Prbj.g_02312
OG0000632	Prat.g_00622	Prbj.g_00773
OG0000633	Prat.g_01486	Prbj.g_01884
OG0000634	Prat.g_01472	Prbj.g_01607
OG0000635	Prat.g_00888	Prbj.g_02276
OG0000636	Prat.g_00887	Prbj.g_02277
OG0000637	Prat.g_00886	Prbj.g_02278
OG0000638	Prat.g_00345	Prbj.g_00347
OG0000639	Prat.g_00859	Prbj.g_01337
OG0000640	Prat.g_00863	Prbj.g_02311
OG0000641	Prat.g_00865	Prbj.g_02306
OG0000642	Prat.g_00866	Prbj.g_02305
OG0000643	Prat.g_00867	Prbj.g_02304
OG0000644	Prat.g_01043	Prbj.g_02406
OG0000645	Prat.g_01042	Prbj.g_02407
OG0000646	Prat.g_01041	Prbj.g_02408
OG0000647	Prat.g_01040	Prbj.g_02409
OG0000648	Prat.g_01038	Prbj.g_02411
OG0000649	Prat.g_01037	Prbj.g_02412
OG0000650	Prat.g_01036	Prbj.g_02413
OG0000651	Prat.g_01035	Prbj.g_02414
OG0000652	Prat.g_01034	Prbj.g_02415
OG0000653	Prat.g_01033	Prbj.g_02416
OG0000654	Prat.g_01031	Prbj.g_02418
OG0000655	Prat.g_01029	Prbj.g_02420
OG0000656	Prat.g_01028	Prbj.g_02421
OG0000657	Prat.g_01027	Prbj.g_02422
OG0000658	Prat.g_01026	Prbj.g_02423
OG0000659	Prat.g_01025	Prbj.g_02424
OG0000660	Prat.g_01024	Prbj.g_02425
OG0000661	Prat.g_01023	Prbj.g_02427
OG0000662	Prat.g_01021	Prbj.g_02430
OG0000663	Prat.g_01020	Prbj.g_02431
OG0000664	Prat.g_01019	Prbj.g_02432
OG0000665	Prat.g_01018	Prbj.g_02433
OG0000666	Prat.g_01017	Prbj.g_02434
OG0000667	Prat.g_01016	Prbj.g_02435
OG0000668	Prat.g_01015	Prbj.g_02436
OG0000669	Prat.g_01013	Prbj.g_02438
OG0000670	Prat.g_01012	Prbj.g_02439
OG0000671	Prat.g_01011	Prbj.g_02440
OG0000672	Prat.g_01010	Prbj.g_02441
OG0000673	Prat.g_01009	Prbj.g_02442
OG0000674	Prat.g_01008	Prbj.g_02443
OG0000675	Prat.g_01007	Prbj.g_02470
OG0000676	Prat.g_01006	Prbj.g_02471
OG0000677	Prat.g_01004	Prbj.g_02474
OG0000678	Prat.g_01002	Prbj.g_02476
OG0000679	Prat.g_01001	Prbj.g_02478
OG0000680	Prat.g_01000	Prbj.g_02479
OG0000681	Prat.g_00999	Prbj.g_02480
OG0000682	Prat.g_00998	Prbj.g_02481
OG0000683	Prat.g_00996	Prbj.g_02483
OG0000684	Prat.g_00995	Prbj.g_02484
OG0000685	Prat.g_00994	Prbj.g_02485
OG0000686	Prat.g_00993	Prbj.g_02486
OG0000687	Prat.g_00992	Prbj.g_02487
OG0000688	Prat.g_00991	Prbj.g_02488
OG0000689	Prat.g_00990	Prbj.g_02490
OG0000690	Prat.g_00989	Prbj.g_02491
OG0000691	Prat.g_00988	Prbj.g_02492
OG0000692	Prat.g_00984	Prbj.g_02503
OG0000693	Prat.g_00983	Prbj.g_02504
OG0000694	Prat.g_00982	Prbj.g_02507
OG0000695	Prat.g_00981	Prbj.g_02511
OG0000696	Prat.g_00980	Prbj.g_02512
OG0000697	Prat.g_00978	Prbj.g_02514
OG0000698	Prat.g_00974	Prbj.g_02323
OG0000699	Prat.g_00973	Prbj.g_02199
OG0000700	Prat.g_00694	Prbj.g_02215
OG0000701	Prat.g_00699	Prbj.g_01553
OG0000702	Prat.g_00705	Prbj.g_02523
OG0000703	Prat.g_00707	Prbj.g_02333
OG0000704	Prat.g_00708	Prbj.g_00044
OG0000705	Prat.g_00709	Prbj.g_02334
OG0000706	Prat.g_00710	Prbj.g_02335
OG0000707	Prat.g_00712	Prbj.g_02337
OG0000708	Prat.g_00713	Prbj.g_02338
OG0000709	Prat.g_00716	Prbj.g_02340
OG0000710	Prat.g_00717	Prbj.g_02341
OG0000711	Prat.g_00718	Prbj.g_02342
OG0000712	Prat.g_00719	Prbj.g_02343
OG0000713	Prat.g_00720	Prbj.g_02344
OG0000714	Prat.g_00722	Prbj.g_02352
OG0000715	Prat.g_00723	Prbj.g_02354
OG0000716	Prat.g_00725	Prbj.g_02359
OG0000717	Prat.g_00726	Prbj.g_02361
OG0000718	Prat.g_00728	Prbj.g_02364
OG0000719	Prat.g_00730	Prbj.g_02379
OG0000720	Prat.g_00731	Prbj.g_02380
OG0000721	Prat.g_00734	Prbj.g_02382
OG0000722	Prat.g_00735	Prbj.g_02383
OG0000723	Prat.g_00736	Prbj.g_02384
OG0000724	Prat.g_00738	Prbj.g_02397
OG0000725	Prat.g_00739	Prbj.g_02396
OG0000726	Prat.g_00740	Prbj.g_02395
OG0000727	Prat.g_00741	Prbj.g_02394
OG0000728	Prat.g_00742	Prbj.g_02393
OG0000729	Prat.g_00743	Prbj.g_02391
OG0000730	Prat.g_01053	Prbj.g_02388
OG0000731	Prat.g_01051	Prbj.g_02399
OG0000732	Prat.g_01050	Prbj.g_02400
OG0000733	Prat.g_01049	Prbj.g_02401
OG0000734	Prat.g_01048	Prbj.g_02402
OG0000735	Prat.g_01046	Prbj.g_02403
OG0000736	Prat.g_01045	Prbj.g_02404
OG0000737	Prat.g_01044	Prbj.g_02405
OG0000738	Prat.g_00868	Prbj.g_02303
OG0000739	Prat.g_00869	Prbj.g_02302
OG0000740	Prat.g_00870	Prbj.g_02301
OG0000741	Prat.g_00871	Prbj.g_02299
OG0000742	Prat.g_00873	Prbj.g_02297
OG0000743	Prat.g_00874	Prbj.g_02296
OG0000744	Prat.g_00876	Prbj.g_02294
OG0000745	Prat.g_00877	Prbj.g_02293
OG0000746	Prat.g_00878	Prbj.g_02292
OG0000747	Prat.g_00879	Prbj.g_00694
OG0000748	Prat.g_00880	Prbj.g_02284
OG0000749	Prat.g_00881	Prbj.g_02283
OG0000750	Prat.g_00883	Prbj.g_02281
OG0000751	Prat.g_00884	Prbj.g_02280
OG0000752	Prat.g_00944	Prbj.g_01984
OG0000753	Prat.g_00889	Prbj.g_02275
OG0000754	Prat.g_00890	Prbj.g_02274
OG0000755	Prat.g_00891	Prbj.g_02273
OG0000756	Prat.g_00893	Prbj.g_02271
OG0000757	Prat.g_00894	Prbj.g_02270
OG0000758	Prat.g_00895	Prbj.g_02269
OG0000759	Prat.g_00897	Prbj.g_02264
OG0000760	Prat.g_00898	Prbj.g_02263
OG0000761	Prat.g_00899	Prbj.g_02261
OG0000762	Prat.g_00901	Prbj.g_02259
OG0000763	Prat.g_00902	Prbj.g_02257
OG0000764	Prat.g_00903	Prbj.g_02255
OG0000765	Prat.g_00904	Prbj.g_02254
OG0000766	Prat.g_00905	Prbj.g_02253
OG0000767	Prat.g_00907	Prbj.g_02251
OG0000768	Prat.g_00908	Prbj.g_02250
OG0000769	Prat.g_00909	Prbj.g_02249
OG0000770	Prat.g_00910	Prbj.g_02248
OG0000771	Prat.g_00911	Prbj.g_02247
OG0000772	Prat.g_00912	Prbj.g_00722
OG0000773	Prat.g_00913	Prbj.g_02245
OG0000774	Prat.g_00914	Prbj.g_02243
OG0000775	Prat.g_00915	Prbj.g_02241
OG0000776	Prat.g_00916	Prbj.g_02237
OG0000777	Prat.g_00917	Prbj.g_02236
OG0000778	Prat.g_00918	Prbj.g_02235
OG0000779	Prat.g_00919	Prbj.g_02231
OG0000780	Prat.g_00921	Prbj.g_02229
OG0000781	Prat.g_00923	Prbj.g_02225
OG0000782	Prat.g_00924	Prbj.g_02224
OG0000783	Prat.g_00929	Prbj.g_02219
OG0000784	Prat.g_00931	Prbj.g_02217
OG0000785	Prat.g_00932	Prbj.g_02216
OG0000786	Prat.g_00933	Prbj.g_02214
OG0000787	Prat.g_00934	Prbj.g_02213
OG0000788	Prat.g_00939	Prbj.g_02207
OG0000789	Prat.g_00942	Prbj.g_02204
OG0000790	Prat.g_00943	Prbj.g_01985
OG0000791	Prat.g_00946	Prbj.g_02203
OG0000792	Prat.g_00947	Prbj.g_02202
OG0000793	Prat.g_00948	Prbj.g_02201
OG0000794	Prat.g_00951	Prbj.g_02198
OG0000795	Prat.g_00955	Prbj.g_01850
OG0000796	Prat.g_00956	Prbj.g_01849
OG0000797	Prat.g_00957	Prbj.g_01846
OG0000798	Prat.g_00958	Prbj.g_01845
OG0000799	Prat.g_00959	Prbj.g_01844
OG0000800	Prat.g_00960	Prbj.g_01843
OG0000801	Prat.g_00963	Prbj.g_01840
OG0000802	Prat.g_00964	Prbj.g_01839
OG0000803	Prat.g_00966	Prbj.g_01836
OG0000804	Prat.g_00967	Prbj.g_01835
OG0000805	Prat.g_00968	Prbj.g_01834
OG0000806	Prat.g_00970	Prbj.g_01833
OG0000807	Prat.g_01204	Prbj.g_02687
OG0000808	Prat.g_01479	Prbj.g_02537
OG0000809	Prat.g_01197	Prbj.g_01669
OG0000810	Prat.g_01480	Prbj.g_00696
OG0000811	Prat.g_01214	Prbj.g_01289
OG0000812	Prat.g_01199	Prbj.g_00343
OG0000813	Prat.g_00354	Prbj.g_00333
OG0000814	Prat.g_01373	Prbj.g_00634
OG0000815	Prat.g_01211	Prbj.g_02555
OG0000816	Prat.g_01560	Prbj.g_01997
OG0000817	Prat.g_01559	Prbj.g_01991
OG0000818	Prat.g_01175	Prbj.g_01336
OG0000819	Prat.g_01177	Prbj.g_00641
OG0000820	Prat.g_01171	Prbj.g_00627
OG0000821	Prat.g_01169	Prbj.g_00953
OG0000822	Prat.g_01168	Prbj.g_00954
OG0000823	Prat.g_01167	Prbj.g_00955
OG0000824	Prat.g_01166	Prbj.g_00956
OG0000825	Prat.g_01165	Prbj.g_00958
OG0000826	Prat.g_01164	Prbj.g_00959
OG0000827	Prat.g_01163	Prbj.g_00962
OG0000828	Prat.g_01162	Prbj.g_00964
OG0000829	Prat.g_01161	Prbj.g_00965
OG0000830	Prat.g_01159	Prbj.g_00968
OG0000831	Prat.g_01157	Prbj.g_00970
OG0000832	Prat.g_01155	Prbj.g_00972
OG0000833	Prat.g_01154	Prbj.g_00973
OG0000834	Prat.g_01153	Prbj.g_00846
OG0000835	Prat.g_01152	Prbj.g_00845
OG0000836	Prat.g_01151	Prbj.g_00844
OG0000837	Prat.g_01148	Prbj.g_00834
OG0000838	Prat.g_01147	Prbj.g_00832
OG0000839	Prat.g_01146	Prbj.g_00831
OG0000840	Prat.g_01145	Prbj.g_00830
OG0000841	Prat.g_01144	Prbj.g_00829
OG0000842	Prat.g_01142	Prbj.g_00304
OG0000843	Prat.g_01141	Prbj.g_00305
OG0000844	Prat.g_01140	Prbj.g_00307
OG0000845	Prat.g_01139	Prbj.g_00308
OG0000846	Prat.g_01136	Prbj.g_00311
OG0000847	Prat.g_01135	Prbj.g_00312
OG0000848	Prat.g_01134	Prbj.g_01910
OG0000849	Prat.g_01131	Prbj.g_01913
OG0000850	Prat.g_01130	Prbj.g_01914
OG0000851	Prat.g_01128	Prbj.g_00002
OG0000852	Prat.g_01126	Prbj.g_00004
OG0000853	Prat.g_01124	Prbj.g_00006
OG0000854	Prat.g_01123	Prbj.g_00008
OG0000855	Prat.g_01122	Prbj.g_00009
OG0000856	Prat.g_01121	Prbj.g_00010
OG0000857	Prat.g_01120	Prbj.g_00011
OG0000858	Prat.g_01119	Prbj.g_00012
OG0000859	Prat.g_01118	Prbj.g_00013
OG0000860	Prat.g_01117	Prbj.g_00014
OG0000861	Prat.g_01116	Prbj.g_01908
OG0000862	Prat.g_01115	Prbj.g_01907
OG0000863	Prat.g_01114	Prbj.g_01906
OG0000864	Prat.g_01113	Prbj.g_01905
OG0000865	Prat.g_01112	Prbj.g_01903
OG0000866	Prat.g_01111	Prbj.g_02152
OG0000867	Prat.g_01110	Prbj.g_02153
OG0000868	Prat.g_01108	Prbj.g_02155
OG0000869	Prat.g_01106	Prbj.g_02158
OG0000870	Prat.g_01105	Prbj.g_02159
OG0000871	Prat.g_01104	Prbj.g_02163
OG0000872	Prat.g_01103	Prbj.g_02164
OG0000873	Prat.g_01101	Prbj.g_02166
OG0000874	Prat.g_01100	Prbj.g_02167
OG0000875	Prat.g_01099	Prbj.g_00314
OG0000876	Prat.g_01098	Prbj.g_00313
OG0000877	Prat.g_00594	Prbj.g_00019
OG0000878	Prat.g_00626	Prbj.g_01679
OG0000879	Prat.g_01238	Prbj.g_00163
OG0000880	Prat.g_01239	Prbj.g_00162
OG0000881	Prat.g_01240	Prbj.g_00161
OG0000882	Prat.g_01241	Prbj.g_01717
OG0000883	Prat.g_01242	Prbj.g_01719
OG0000884	Prat.g_01244	Prbj.g_01721
OG0000885	Prat.g_01245	Prbj.g_01722
OG0000886	Prat.g_01246	Prbj.g_01723
OG0000887	Prat.g_01247	Prbj.g_01724
OG0000888	Prat.g_01248	Prbj.g_01725
OG0000889	Prat.g_01251	Prbj.g_01729
OG0000890	Prat.g_01252	Prbj.g_01732
OG0000891	Prat.g_01253	Prbj.g_01733
OG0000892	Prat.g_01255	Prbj.g_01736
OG0000893	Prat.g_01256	Prbj.g_01737
OG0000894	Prat.g_01257	Prbj.g_01738
OG0000895	Prat.g_01258	Prbj.g_01739
OG0000896	Prat.g_01259	Prbj.g_01740
OG0000897	Prat.g_01260	Prbj.g_01741
OG0000898	Prat.g_01263	Prbj.g_01744
OG0000899	Prat.g_01264	Prbj.g_01745
OG0000900	Prat.g_01282	Prbj.g_00669
OG0000901	Prat.g_01287	Prbj.g_00121
OG0000902	Prat.g_01471	Prbj.g_00094
OG0000903	Prat.g_01178	Prbj.g_02508
OG0000904	Prat.g_01455	Prbj.g_00687
OG0000905	Prat.g_01200	Prbj.g_01837
OG0000906	Prat.g_01181	Prbj.g_02689
OG0000907	Prat.g_00976	Prbj.g_02521
OG0000908	Prat.g_01228	Prbj.g_00873
OG0000909	Prat.g_01293	Prbj.g_01640
OG0000910	Prat.g_01294	Prbj.g_01641
OG0000911	Prat.g_01295	Prbj.g_01642
OG0000912	Prat.g_01296	Prbj.g_01643
OG0000913	Prat.g_01297	Prbj.g_01644
OG0000914	Prat.g_01298	Prbj.g_01645
OG0000915	Prat.g_01299	Prbj.g_01646
OG0000916	Prat.g_01300	Prbj.g_01647
OG0000917	Prat.g_01301	Prbj.g_01649
OG0000918	Prat.g_01302	Prbj.g_01650
OG0000919	Prat.g_01303	Prbj.g_01651
OG0000920	Prat.g_01304	Prbj.g_01652
OG0000921	Prat.g_01305	Prbj.g_01653
OG0000922	Prat.g_01306	Prbj.g_01654
OG0000923	Prat.g_01307	Prbj.g_01655
OG0000924	Prat.g_01308	Prbj.g_01656
OG0000925	Prat.g_01309	Prbj.g_01657
OG0000926	Prat.g_01769	Prbj.g_01514
OG0000927	Prat.g_01333	Prbj.g_01304
OG0000928	Prat.g_01334	Prbj.g_01303
OG0000929	Prat.g_01335	Prbj.g_01302
OG0000930	Prat.g_01336	Prbj.g_01294
OG0000931	Prat.g_01337	Prbj.g_01293
OG0000932	Prat.g_01339	Prbj.g_01041
OG0000933	Prat.g_01340	Prbj.g_01043
OG0000934	Prat.g_01341	Prbj.g_01044
OG0000935	Prat.g_01342	Prbj.g_01045
OG0000936	Prat.g_01343	Prbj.g_01046
OG0000937	Prat.g_01344	Prbj.g_01047
OG0000938	Prat.g_01345	Prbj.g_01049
OG0000939	Prat.g_01346	Prbj.g_01050
OG0000940	Prat.g_01348	Prbj.g_01052
OG0000941	Prat.g_01350	Prbj.g_01054
OG0000942	Prat.g_01351	Prbj.g_01055
OG0000943	Prat.g_01355	Prbj.g_01058
OG0000944	Prat.g_01356	Prbj.g_01067
OG0000945	Prat.g_01357	Prbj.g_01068
OG0000946	Prat.g_01358	Prbj.g_01069
OG0000947	Prat.g_01359	Prbj.g_01070
OG0000948	Prat.g_01360	Prbj.g_01071
OG0000949	Prat.g_01361	Prbj.g_01072
OG0000950	Prat.g_01362	Prbj.g_01073
OG0000951	Prat.g_01363	Prbj.g_01074
OG0000952	Prat.g_01364	Prbj.g_01075
OG0000953	Prat.g_01365	Prbj.g_01076
OG0000954	Prat.g_01366	Prbj.g_01077
OG0000955	Prat.g_01367	Prbj.g_01078
OG0000956	Prat.g_01368	Prbj.g_01079
OG0000957	Prat.g_01369	Prbj.g_01080
OG0000958	Prat.g_01370	Prbj.g_00631
OG0000959	Prat.g_01371	Prbj.g_00632
OG0000960	Prat.g_01372	Prbj.g_00633
OG0000961	Prat.g_01378	Prbj.g_00640
OG0000962	Prat.g_01379	Prbj.g_00642
OG0000963	Prat.g_01380	Prbj.g_00643
OG0000964	Prat.g_01382	Prbj.g_00646
OG0000965	Prat.g_01383	Prbj.g_00647
OG0000966	Prat.g_01384	Prbj.g_00648
OG0000967	Prat.g_01385	Prbj.g_00649
OG0000968	Prat.g_01386	Prbj.g_00650
OG0000969	Prat.g_01387	Prbj.g_00651
OG0000970	Prat.g_01388	Prbj.g_00652
OG0000971	Prat.g_01389	Prbj.g_00653
OG0000972	Prat.g_01390	Prbj.g_00654
OG0000973	Prat.g_01391	Prbj.g_00655
OG0000974	Prat.g_01393	Prbj.g_00657
OG0000975	Prat.g_01399	Prbj.g_00036
OG0000976	Prat.g_01403	Prbj.g_01674
OG0000977	Prat.g_01405	Prbj.g_01684
OG0000978	Prat.g_01407	Prbj.g_01686
OG0000979	Prat.g_01409	Prbj.g_01688
OG0000980	Prat.g_01410	Prbj.g_01689
OG0000981	Prat.g_01411	Prbj.g_02538
OG0000982	Prat.g_01412	Prbj.g_01690
OG0000983	Prat.g_01414	Prbj.g_01692
OG0000984	Prat.g_01415	Prbj.g_01693
OG0000985	Prat.g_01416	Prbj.g_01694
OG0000986	Prat.g_01417	Prbj.g_01696
OG0000987	Prat.g_01418	Prbj.g_01697
OG0000988	Prat.g_01420	Prbj.g_01699
OG0000989	Prat.g_01421	Prbj.g_01700
OG0000990	Prat.g_01422	Prbj.g_01701
OG0000991	Prat.g_01423	Prbj.g_01702
OG0000992	Prat.g_01424	Prbj.g_01703
OG0000993	Prat.g_01425	Prbj.g_01704
OG0000994	Prat.g_01426	Prbj.g_01705
OG0000995	Prat.g_01427	Prbj.g_01707
OG0000996	Prat.g_01428	Prbj.g_01708
OG0000997	Prat.g_01429	Prbj.g_01709
OG0000998	Prat.g_01430	Prbj.g_01710
OG0000999	Prat.g_01431	Prbj.g_01711
OG0001000	Prat.g_01432	Prbj.g_01712
OG0001001	Prat.g_01434	Prbj.g_01713
OG0001002	Prat.g_01435	Prbj.g_00888
OG0001003	Prat.g_01436	Prbj.g_00887
OG0001004	Prat.g_01437	Prbj.g_00185
OG0001005	Prat.g_01439	Prbj.g_00884
OG0001006	Prat.g_01440	Prbj.g_00883
OG0001007	Prat.g_01441	Prbj.g_00882
OG0001008	Prat.g_01443	Prbj.g_00880
OG0001009	Prat.g_01444	Prbj.g_00879
OG0001010	Prat.g_01502	Prbj.g_02535
OG0001011	Prat.g_01457	Prbj.g_02561
OG0001012	Prat.g_01022	Prbj.g_02429
OG0001013	Prat.g_01585	Prbj.g_00868
OG0001014	Prat.g_01586	Prbj.g_00867
OG0001015	Prat.g_01593	Prbj.g_00856
OG0001016	Prat.g_01594	Prbj.g_00855
OG0001017	Prat.g_01595	Prbj.g_00854
OG0001018	Prat.g_01596	Prbj.g_00852
OG0001019	Prat.g_01598	Prbj.g_00495
OG0001020	Prat.g_01599	Prbj.g_00494
OG0001021	Prat.g_01600	Prbj.g_00493
OG0001022	Prat.g_01601	Prbj.g_00492
OG0001023	Prat.g_01602	Prbj.g_00491
OG0001024	Prat.g_01603	Prbj.g_00489
OG0001025	Prat.g_01604	Prbj.g_00488
OG0001026	Prat.g_01605	Prbj.g_00487
OG0001027	Prat.g_01606	Prbj.g_00486
OG0001028	Prat.g_01607	Prbj.g_00485
OG0001029	Prat.g_01608	Prbj.g_00484
OG0001030	Prat.g_01609	Prbj.g_00483
OG0001031	Prat.g_01610	Prbj.g_00482
OG0001032	Prat.g_01611	Prbj.g_00481
OG0001033	Prat.g_01612	Prbj.g_00480
OG0001034	Prat.g_01613	Prbj.g_00478
OG0001035	Prat.g_01615	Prbj.g_00476
OG0001036	Prat.g_01616	Prbj.g_00475
OG0001037	Prat.g_01617	Prbj.g_00473
OG0001038	Prat.g_01618	Prbj.g_00472
OG0001039	Prat.g_01619	Prbj.g_00471
OG0001040	Prat.g_01621	Prbj.g_00470
OG0001041	Prat.g_01622	Prbj.g_00469
OG0001042	Prat.g_01623	Prbj.g_00467
OG0001043	Prat.g_01624	Prbj.g_00466
OG0001044	Prat.g_01625	Prbj.g_00465
OG0001045	Prat.g_01626	Prbj.g_00464
OG0001046	Prat.g_01627	Prbj.g_00463
OG0001047	Prat.g_01630	Prbj.g_00459
OG0001048	Prat.g_01632	Prbj.g_00457
OG0001049	Prat.g_01633	Prbj.g_00456
OG0001050	Prat.g_01634	Prbj.g_00455
OG0001051	Prat.g_01635	Prbj.g_00454
OG0001052	Prat.g_01636	Prbj.g_00453
OG0001053	Prat.g_01639	Prbj.g_00451
OG0001054	Prat.g_01641	Prbj.g_00449
OG0001055	Prat.g_01642	Prbj.g_00448
OG0001056	Prat.g_01643	Prbj.g_00447
OG0001057	Prat.g_01644	Prbj.g_00446
OG0001058	Prat.g_01645	Prbj.g_00445
OG0001059	Prat.g_01646	Prbj.g_00444
OG0001060	Prat.g_01647	Prbj.g_00443
OG0001061	Prat.g_01648	Prbj.g_00442
OG0001062	Prat.g_01649	Prbj.g_00428
OG0001063	Prat.g_01650	Prbj.g_00427
OG0001064	Prat.g_01652	Prbj.g_00425
OG0001065	Prat.g_01655	Prbj.g_02660
OG0001066	Prat.g_01657	Prbj.g_02657
OG0001067	Prat.g_01658	Prbj.g_02656
OG0001068	Prat.g_01661	Prbj.g_02652
OG0001069	Prat.g_01662	Prbj.g_02651
OG0001070	Prat.g_01663	Prbj.g_02650
OG0001071	Prat.g_01664	Prbj.g_02649
OG0001072	Prat.g_01665	Prbj.g_02648
OG0001073	Prat.g_01666	Prbj.g_02647
OG0001074	Prat.g_01667	Prbj.g_02646
OG0001075	Prat.g_01668	Prbj.g_02645
OG0001076	Prat.g_01669	Prbj.g_02644
OG0001077	Prat.g_01670	Prbj.g_02643
OG0001078	Prat.g_01671	Prbj.g_02641
OG0001079	Prat.g_01672	Prbj.g_02640
OG0001080	Prat.g_01673	Prbj.g_02639
OG0001081	Prat.g_01677	Prbj.g_01027
OG0001082	Prat.g_01678	Prbj.g_01028
OG0001083	Prat.g_01682	Prbj.g_01032
OG0001084	Prat.g_01680	Prbj.g_01030
OG0001085	Prat.g_01679	Prbj.g_01029
OG0001086	Prat.g_01676	Prbj.g_01033
OG0001087	Prat.g_01675	Prbj.g_01034
OG0001088	Prat.g_01674	Prbj.g_02635
OG0001089	Prat.g_01684	Prbj.g_01025
OG0001090	Prat.g_01686	Prbj.g_01023
OG0001091	Prat.g_01687	Prbj.g_01022
OG0001092	Prat.g_01688	Prbj.g_01021
OG0001093	Prat.g_01689	Prbj.g_01020
OG0001094	Prat.g_01690	Prbj.g_01019
OG0001095	Prat.g_01691	Prbj.g_01018
OG0001096	Prat.g_01692	Prbj.g_01017
OG0001097	Prat.g_01693	Prbj.g_01016
OG0001098	Prat.g_01694	Prbj.g_01015
OG0001099	Prat.g_01695	Prbj.g_01014
OG0001100	Prat.g_01696	Prbj.g_01013
OG0001101	Prat.g_01697	Prbj.g_01012
OG0001102	Prat.g_01698	Prbj.g_01011
OG0001103	Prat.g_01699	Prbj.g_01010
OG0001104	Prat.g_01700	Prbj.g_01009
OG0001105	Prat.g_01701	Prbj.g_01008
OG0001106	Prat.g_01702	Prbj.g_01007
OG0001107	Prat.g_01703	Prbj.g_01006
OG0001108	Prat.g_01704	Prbj.g_01005
OG0001109	Prat.g_01705	Prbj.g_01004
OG0001110	Prat.g_01706	Prbj.g_01003
OG0001111	Prat.g_01707	Prbj.g_01002
OG0001112	Prat.g_01708	Prbj.g_01001
OG0001113	Prat.g_01709	Prbj.g_01000
OG0001114	Prat.g_01710	Prbj.g_00999
OG0001115	Prat.g_01711	Prbj.g_00998
OG0001116	Prat.g_01712	Prbj.g_00997
OG0001117	Prat.g_01713	Prbj.g_00996
OG0001118	Prat.g_01714	Prbj.g_00995
OG0001119	Prat.g_01715	Prbj.g_00994
OG0001120	Prat.g_01327	Prbj.g_00993
OG0001121	Prat.g_01717	Prbj.g_00990
OG0001122	Prat.g_01718	Prbj.g_00989
OG0001123	Prat.g_01719	Prbj.g_00988
OG0001124	Prat.g_01721	Prbj.g_00986
OG0001125	Prat.g_01723	Prbj.g_00984
OG0001126	Prat.g_01724	Prbj.g_00983
OG0001127	Prat.g_01727	Prbj.g_00414
OG0001128	Prat.g_01728	Prbj.g_00413
OG0001129	Prat.g_01729	Prbj.g_00410
OG0001130	Prat.g_01732	Prbj.g_00407
