Orthogroup	Prat	Prba
OG0000584	Prat.g_01059	Prba.g_01653
OG0000585	Prat.g_01058	Prba.g_01652
OG0000586	Prat.g_01056	Prba.g_01650
OG0000587	Prat.g_01055	Prba.g_01649
OG0000588	Prat.g_00744	Prba.g_01647
OG0000589	Prat.g_00745	Prba.g_01646
OG0000590	Prat.g_00747	Prba.g_01644
OG0000591	Prat.g_00752	Prba.g_01638
OG0000592	Prat.g_00753	Prba.g_01637
OG0000593	Prat.g_00754	Prba.g_01636
OG0000594	Prat.g_00757	Prba.g_01634
OG0000595	Prat.g_00758	Prba.g_01633
OG0000596	Prat.g_00759	Prba.g_01632
OG0000597	Prat.g_00761	Prba.g_01630
OG0000598	Prat.g_00762	Prba.g_01629
OG0000599	Prat.g_00763	Prba.g_01628
OG0000600	Prat.g_00764	Prba.g_01627
OG0000601	Prat.g_00767	Prba.g_01625
OG0000602	Prat.g_00768	Prba.g_01624
OG0000603	Prat.g_00769	Prba.g_01623
OG0000604	Prat.g_00772	Prba.g_01622
OG0000605	Prat.g_00773	Prba.g_01621
OG0000606	Prat.g_00774	Prba.g_01620
OG0000607	Prat.g_00776	Prba.g_01618
OG0000608	Prat.g_00777	Prba.g_01617
OG0000609	Prat.g_01882	Prba.g_01613
OG0000610	Prat.g_00826	Prba.g_01612
OG0000611	Prat.g_00789	Prba.g_01593
OG0000612	Prat.g_00790	Prba.g_01592
OG0000613	Prat.g_00791	Prba.g_01591
OG0000614	Prat.g_00792	Prba.g_01590
OG0000615	Prat.g_00797	Prba.g_01588
OG0000616	Prat.g_00798	Prba.g_01587
OG0000617	Prat.g_00799	Prba.g_01586
OG0000618	Prat.g_00800	Prba.g_01585
OG0000619	Prat.g_00801	Prba.g_01584
OG0000620	Prat.g_00802	Prba.g_01583
OG0000621	Prat.g_00803	Prba.g_01582
OG0000622	Prat.g_00804	Prba.g_01581
OG0000623	Prat.g_00805	Prba.g_01580
OG0000624	Prat.g_00807	Prba.g_01579
OG0000625	Prat.g_00808	Prba.g_01578
OG0000626	Prat.g_00809	Prba.g_01577
OG0000627	Prat.g_00811	Prba.g_01576
OG0000628	Prat.g_00812	Prba.g_01575
OG0000629	Prat.g_00813	Prba.g_01574
OG0000630	Prat.g_00814	Prba.g_01573
OG0000631	Prat.g_00816	Prba.g_01571
OG0000632	Prat.g_00622	Prba.g_01558
OG0000633	Prat.g_01486	Prba.g_01554
OG0000634	Prat.g_01472	Prba.g_01541
OG0000635	Prat.g_00888	Prba.g_01534
OG0000636	Prat.g_00887	Prba.g_01533
OG0000637	Prat.g_00886	Prba.g_01532
OG0000638	Prat.g_00345	Prba.g_01521
OG0000639	Prat.g_00859	Prba.g_01512
OG0000640	Prat.g_00863	Prba.g_01510
OG0000641	Prat.g_00865	Prba.g_01508
OG0000642	Prat.g_00866	Prba.g_01507
OG0000643	Prat.g_00867	Prba.g_01506
OG0000644	Prat.g_01043	Prba.g_01505
OG0000645	Prat.g_01042	Prba.g_01504
OG0000646	Prat.g_01041	Prba.g_01503
OG0000647	Prat.g_01040	Prba.g_01502
OG0000648	Prat.g_01038	Prba.g_01500
OG0000649	Prat.g_01037	Prba.g_01499
OG0000650	Prat.g_01036	Prba.g_01498
OG0000651	Prat.g_01035	Prba.g_01497
OG0000652	Prat.g_01034	Prba.g_01496
OG0000653	Prat.g_01033	Prba.g_01495
OG0000654	Prat.g_01031	Prba.g_01493
OG0000655	Prat.g_01029	Prba.g_01491
OG0000656	Prat.g_01028	Prba.g_01490
OG0000657	Prat.g_01027	Prba.g_01489
OG0000658	Prat.g_01026	Prba.g_01488
OG0000659	Prat.g_01025	Prba.g_01487
OG0000660	Prat.g_01024	Prba.g_01486
OG0000661	Prat.g_01023	Prba.g_01485
OG0000662	Prat.g_01021	Prba.g_01484
OG0000663	Prat.g_01020	Prba.g_01483
OG0000664	Prat.g_01019	Prba.g_01482
OG0000665	Prat.g_01018	Prba.g_01481
OG0000666	Prat.g_01017	Prba.g_01480
OG0000667	Prat.g_01016	Prba.g_01479
OG0000668	Prat.g_01015	Prba.g_01478
OG0000669	Prat.g_01013	Prba.g_01476
OG0000670	Prat.g_01012	Prba.g_01475
OG0000671	Prat.g_01011	Prba.g_01474
OG0000672	Prat.g_01010	Prba.g_01473
OG0000673	Prat.g_01009	Prba.g_01472
OG0000674	Prat.g_01008	Prba.g_01471
OG0000675	Prat.g_01007	Prba.g_01469
OG0000676	Prat.g_01006	Prba.g_01468
OG0000677	Prat.g_01004	Prba.g_01465
OG0000678	Prat.g_01002	Prba.g_01463
OG0000679	Prat.g_01001	Prba.g_01462
OG0000680	Prat.g_01000	Prba.g_01461
OG0000681	Prat.g_00999	Prba.g_01460
OG0000682	Prat.g_00998	Prba.g_01459
OG0000683	Prat.g_00996	Prba.g_01457
OG0000684	Prat.g_00995	Prba.g_01456
OG0000685	Prat.g_00994	Prba.g_01455
OG0000686	Prat.g_00993	Prba.g_01454
OG0000687	Prat.g_00992	Prba.g_01453
OG0000688	Prat.g_00991	Prba.g_01452
OG0000689	Prat.g_00990	Prba.g_01451
OG0000690	Prat.g_00989	Prba.g_01450
OG0000691	Prat.g_00988	Prba.g_01449
OG0000692	Prat.g_00984	Prba.g_01447
OG0000693	Prat.g_00983	Prba.g_01446
OG0000694	Prat.g_00982	Prba.g_01445
OG0000695	Prat.g_00981	Prba.g_01444
OG0000696	Prat.g_00980	Prba.g_01443
OG0000697	Prat.g_00978	Prba.g_01441
OG0000698	Prat.g_00974	Prba.g_01439
OG0000699	Prat.g_00973	Prba.g_01438
OG0000700	Prat.g_00694	Prba.g_01411
OG0000701	Prat.g_00699	Prba.g_01407
OG0000702	Prat.g_00705	Prba.g_01404
OG0000703	Prat.g_00707	Prba.g_01403
OG0000704	Prat.g_00708	Prba.g_01402
OG0000705	Prat.g_00709	Prba.g_01401
OG0000706	Prat.g_00710	Prba.g_01400
OG0000707	Prat.g_00712	Prba.g_01398
OG0000708	Prat.g_00713	Prba.g_01397
OG0000709	Prat.g_00716	Prba.g_01395
OG0000710	Prat.g_00717	Prba.g_01394
OG0000711	Prat.g_00718	Prba.g_01393
OG0000712	Prat.g_00719	Prba.g_01392
OG0000713	Prat.g_00720	Prba.g_01391
OG0000714	Prat.g_00722	Prba.g_01389
OG0000715	Prat.g_00723	Prba.g_01388
OG0000716	Prat.g_00725	Prba.g_01386
OG0000717	Prat.g_00726	Prba.g_01385
OG0000718	Prat.g_00728	Prba.g_01384
OG0000719	Prat.g_00730	Prba.g_01382
OG0000720	Prat.g_00731	Prba.g_01381
OG0000721	Prat.g_00734	Prba.g_01379
OG0000722	Prat.g_00735	Prba.g_01378
OG0000723	Prat.g_00736	Prba.g_01377
OG0000724	Prat.g_00738	Prba.g_01375
OG0000725	Prat.g_00739	Prba.g_01374
OG0000726	Prat.g_00740	Prba.g_01373
OG0000727	Prat.g_00741	Prba.g_01372
OG0000728	Prat.g_00742	Prba.g_01371
OG0000729	Prat.g_00743	Prba.g_01370
OG0000730	Prat.g_01053	Prba.g_01369
OG0000731	Prat.g_01051	Prba.g_01368
OG0000732	Prat.g_01050	Prba.g_01367
OG0000733	Prat.g_01049	Prba.g_01366
OG0000734	Prat.g_01048	Prba.g_01365
OG0000735	Prat.g_01046	Prba.g_01363
OG0000736	Prat.g_01045	Prba.g_01362
OG0000737	Prat.g_01044	Prba.g_01361
OG0000738	Prat.g_00868	Prba.g_01360
OG0000739	Prat.g_00869	Prba.g_01359
OG0000740	Prat.g_00870	Prba.g_01358
OG0000741	Prat.g_00871	Prba.g_01357
OG0000742	Prat.g_00873	Prba.g_01355
OG0000743	Prat.g_00874	Prba.g_01354
OG0000744	Prat.g_00876	Prba.g_01353
OG0000745	Prat.g_00877	Prba.g_01352
OG0000746	Prat.g_00878	Prba.g_01351
OG0000747	Prat.g_00879	Prba.g_01350
OG0000748	Prat.g_00880	Prba.g_01349
OG0000749	Prat.g_00881	Prba.g_01348
OG0000750	Prat.g_00883	Prba.g_01347
OG0000751	Prat.g_00884	Prba.g_01346
OG0000752	Prat.g_00944	Prba.g_01345
OG0000753	Prat.g_00889	Prba.g_01343
OG0000754	Prat.g_00890	Prba.g_01342
OG0000755	Prat.g_00891	Prba.g_01341
OG0000756	Prat.g_00893	Prba.g_01340
OG0000757	Prat.g_00894	Prba.g_01339
OG0000758	Prat.g_00895	Prba.g_01338
OG0000759	Prat.g_00897	Prba.g_01336
OG0000760	Prat.g_00898	Prba.g_01335
OG0000761	Prat.g_00899	Prba.g_01334
OG0000762	Prat.g_00901	Prba.g_01332
OG0000763	Prat.g_00902	Prba.g_01331
OG0000764	Prat.g_00903	Prba.g_01330
OG0000765	Prat.g_00904	Prba.g_01329
OG0000766	Prat.g_00905	Prba.g_01328
OG0000767	Prat.g_00907	Prba.g_01326
OG0000768	Prat.g_00908	Prba.g_01325
OG0000769	Prat.g_00909	Prba.g_01324
OG0000770	Prat.g_00910	Prba.g_01323
OG0000771	Prat.g_00911	Prba.g_01322
OG0000772	Prat.g_00912	Prba.g_01321
OG0000773	Prat.g_00913	Prba.g_01320
OG0000774	Prat.g_00914	Prba.g_01319
OG0000775	Prat.g_00915	Prba.g_01318
OG0000776	Prat.g_00916	Prba.g_01316
OG0000777	Prat.g_00917	Prba.g_01314
OG0000778	Prat.g_00918	Prba.g_01313
OG0000779	Prat.g_00919	Prba.g_01312
OG0000780	Prat.g_00921	Prba.g_01310
OG0000781	Prat.g_00923	Prba.g_01308
OG0000782	Prat.g_00924	Prba.g_01307
OG0000783	Prat.g_00929	Prba.g_01295
OG0000784	Prat.g_00931	Prba.g_01293
OG0000785	Prat.g_00932	Prba.g_01292
OG0000786	Prat.g_00933	Prba.g_01291
OG0000787	Prat.g_00934	Prba.g_01290
OG0000788	Prat.g_00939	Prba.g_01286
OG0000789	Prat.g_00942	Prba.g_01284
OG0000790	Prat.g_00943	Prba.g_01283
OG0000791	Prat.g_00946	Prba.g_01282
OG0000792	Prat.g_00947	Prba.g_01281
OG0000793	Prat.g_00948	Prba.g_01280
OG0000794	Prat.g_00951	Prba.g_01278
OG0000795	Prat.g_00955	Prba.g_01275
OG0000796	Prat.g_00956	Prba.g_01274
OG0000797	Prat.g_00957	Prba.g_01272
OG0000798	Prat.g_00958	Prba.g_01271
OG0000799	Prat.g_00959	Prba.g_01270
OG0000800	Prat.g_00960	Prba.g_01269
OG0000801	Prat.g_00963	Prba.g_01266
OG0000802	Prat.g_00964	Prba.g_01265
OG0000803	Prat.g_00966	Prba.g_01263
OG0000804	Prat.g_00967	Prba.g_01262
OG0000805	Prat.g_00968	Prba.g_01261
OG0000806	Prat.g_00970	Prba.g_01259
OG0000807	Prat.g_01204	Prba.g_01234
OG0000808	Prat.g_01479	Prba.g_01225
OG0000809	Prat.g_01197	Prba.g_01222
OG0000810	Prat.g_01480	Prba.g_01221
OG0000811	Prat.g_01214	Prba.g_01214
OG0000812	Prat.g_01199	Prba.g_00749
OG0000813	Prat.g_00354	Prba.g_00745
OG0000814	Prat.g_01373	Prba.g_00743
OG0000815	Prat.g_01211	Prba.g_00729
OG0000816	Prat.g_01560	Prba.g_00096
OG0000817	Prat.g_01559	Prba.g_00095
OG0000818	Prat.g_01175	Prba.g_00090
OG0000819	Prat.g_01177	Prba.g_00083
OG0000820	Prat.g_01171	Prba.g_00079
OG0000821	Prat.g_01169	Prba.g_00077
OG0000822	Prat.g_01168	Prba.g_00076
OG0000823	Prat.g_01167	Prba.g_00075
OG0000824	Prat.g_01166	Prba.g_00074
OG0000825	Prat.g_01165	Prba.g_00073
OG0000826	Prat.g_01164	Prba.g_00072
OG0000827	Prat.g_01163	Prba.g_00071
OG0000828	Prat.g_01162	Prba.g_00070
OG0000829	Prat.g_01161	Prba.g_00069
OG0000830	Prat.g_01159	Prba.g_00068
OG0000831	Prat.g_01157	Prba.g_00065
OG0000832	Prat.g_01155	Prba.g_00063
OG0000833	Prat.g_01154	Prba.g_00062
OG0000834	Prat.g_01153	Prba.g_00060
OG0000835	Prat.g_01152	Prba.g_00059
OG0000836	Prat.g_01151	Prba.g_00058
OG0000837	Prat.g_01148	Prba.g_00056
OG0000838	Prat.g_01147	Prba.g_00055
OG0000839	Prat.g_01146	Prba.g_00054
OG0000840	Prat.g_01145	Prba.g_00053
OG0000841	Prat.g_01144	Prba.g_00052
OG0000842	Prat.g_01142	Prba.g_00051
OG0000843	Prat.g_01141	Prba.g_00050
OG0000844	Prat.g_01140	Prba.g_00049
OG0000845	Prat.g_01139	Prba.g_00048
OG0000846	Prat.g_01136	Prba.g_00045
OG0000847	Prat.g_01135	Prba.g_00043
OG0000848	Prat.g_01134	Prba.g_00042
OG0000849	Prat.g_01131	Prba.g_00041
OG0000850	Prat.g_01130	Prba.g_00040
OG0000851	Prat.g_01128	Prba.g_00039
OG0000852	Prat.g_01126	Prba.g_00037
OG0000853	Prat.g_01124	Prba.g_00036
OG0000854	Prat.g_01123	Prba.g_00034
OG0000855	Prat.g_01122	Prba.g_00033
OG0000856	Prat.g_01121	Prba.g_00032
OG0000857	Prat.g_01120	Prba.g_00031
OG0000858	Prat.g_01119	Prba.g_00030
OG0000859	Prat.g_01118	Prba.g_00029
OG0000860	Prat.g_01117	Prba.g_00028
OG0000861	Prat.g_01116	Prba.g_00027
OG0000862	Prat.g_01115	Prba.g_00026
OG0000863	Prat.g_01114	Prba.g_00025
OG0000864	Prat.g_01113	Prba.g_00024
OG0000865	Prat.g_01112	Prba.g_00023
OG0000866	Prat.g_01111	Prba.g_00022
OG0000867	Prat.g_01110	Prba.g_00021
OG0000868	Prat.g_01108	Prba.g_00020
OG0000869	Prat.g_01106	Prba.g_00018
OG0000870	Prat.g_01105	Prba.g_00017
OG0000871	Prat.g_01104	Prba.g_00015
OG0000872	Prat.g_01103	Prba.g_00014
OG0000873	Prat.g_01101	Prba.g_00012
OG0000874	Prat.g_01100	Prba.g_00011
OG0000875	Prat.g_01099	Prba.g_00010
OG0000876	Prat.g_01098	Prba.g_00009
OG0000877	Prat.g_00594	Prba.g_00007
OG0000878	Prat.g_00626	Prba.g_01167
OG0000879	Prat.g_01238	Prba.g_01181
OG0000880	Prat.g_01239	Prba.g_01182
OG0000881	Prat.g_01240	Prba.g_01183
OG0000882	Prat.g_01241	Prba.g_01184
OG0000883	Prat.g_01242	Prba.g_01185
OG0000884	Prat.g_01244	Prba.g_01187
OG0000885	Prat.g_01245	Prba.g_01188
OG0000886	Prat.g_01246	Prba.g_01189
OG0000887	Prat.g_01247	Prba.g_01190
OG0000888	Prat.g_01248	Prba.g_01191
OG0000889	Prat.g_01251	Prba.g_01194
OG0000890	Prat.g_01252	Prba.g_01195
OG0000891	Prat.g_01253	Prba.g_01196
OG0000892	Prat.g_01255	Prba.g_01198
OG0000893	Prat.g_01256	Prba.g_01199
OG0000894	Prat.g_01257	Prba.g_01200
OG0000895	Prat.g_01258	Prba.g_01201
OG0000896	Prat.g_01259	Prba.g_01202
OG0000897	Prat.g_01260	Prba.g_01203
OG0000898	Prat.g_01263	Prba.g_01205
OG0000899	Prat.g_01264	Prba.g_01206
OG0000900	Prat.g_01282	Prba.g_00214
OG0000901	Prat.g_01287	Prba.g_00210
OG0000902	Prat.g_01471	Prba.g_00209
OG0000903	Prat.g_01178	Prba.g_00208
OG0000904	Prat.g_01455	Prba.g_00206
OG0000905	Prat.g_01200	Prba.g_00204
OG0000906	Prat.g_01181	Prba.g_00202
OG0000907	Prat.g_00976	Prba.g_00201
OG0000908	Prat.g_01228	Prba.g_00198
OG0000909	Prat.g_01293	Prba.g_00194
OG0000910	Prat.g_01294	Prba.g_00193
OG0000911	Prat.g_01295	Prba.g_00192
OG0000912	Prat.g_01296	Prba.g_00191
OG0000913	Prat.g_01297	Prba.g_00190
OG0000914	Prat.g_01298	Prba.g_00189
OG0000915	Prat.g_01299	Prba.g_00188
OG0000916	Prat.g_01300	Prba.g_00187
OG0000917	Prat.g_01301	Prba.g_00186
OG0000918	Prat.g_01302	Prba.g_00185
OG0000919	Prat.g_01303	Prba.g_00184
OG0000920	Prat.g_01304	Prba.g_00183
OG0000921	Prat.g_01305	Prba.g_00182
OG0000922	Prat.g_01306	Prba.g_00181
OG0000923	Prat.g_01307	Prba.g_00180
OG0000924	Prat.g_01308	Prba.g_00179
OG0000925	Prat.g_01309	Prba.g_00178
OG0000926	Prat.g_01769	Prba.g_00154
OG0000927	Prat.g_01333	Prba.g_00115
OG0000928	Prat.g_01334	Prba.g_00114
OG0000929	Prat.g_01335	Prba.g_00113
OG0000930	Prat.g_01336	Prba.g_00112
OG0000931	Prat.g_01337	Prba.g_00111
OG0000932	Prat.g_01339	Prba.g_00109
OG0000933	Prat.g_01340	Prba.g_00108
OG0000934	Prat.g_01341	Prba.g_00107
OG0000935	Prat.g_01342	Prba.g_00106
OG0000936	Prat.g_01343	Prba.g_00105
OG0000937	Prat.g_01344	Prba.g_00720
OG0000938	Prat.g_01345	Prba.g_00719
OG0000939	Prat.g_01346	Prba.g_00718
OG0000940	Prat.g_01348	Prba.g_00717
OG0000941	Prat.g_01350	Prba.g_00715
OG0000942	Prat.g_01351	Prba.g_00714
OG0000943	Prat.g_01355	Prba.g_00711
OG0000944	Prat.g_01356	Prba.g_00710
OG0000945	Prat.g_01357	Prba.g_00709
OG0000946	Prat.g_01358	Prba.g_00708
OG0000947	Prat.g_01359	Prba.g_00707
OG0000948	Prat.g_01360	Prba.g_00706
OG0000949	Prat.g_01361	Prba.g_00705
OG0000950	Prat.g_01362	Prba.g_00704
OG0000951	Prat.g_01363	Prba.g_00703
OG0000952	Prat.g_01364	Prba.g_00702
OG0000953	Prat.g_01365	Prba.g_00701
OG0000954	Prat.g_01366	Prba.g_00700
OG0000955	Prat.g_01367	Prba.g_00699
OG0000956	Prat.g_01368	Prba.g_00698
OG0000957	Prat.g_01369	Prba.g_00697
OG0000958	Prat.g_01370	Prba.g_00696
OG0000959	Prat.g_01371	Prba.g_00695
OG0000960	Prat.g_01372	Prba.g_00694
OG0000961	Prat.g_01378	Prba.g_00690
OG0000962	Prat.g_01379	Prba.g_00689
OG0000963	Prat.g_01380	Prba.g_00688
OG0000964	Prat.g_01382	Prba.g_00686
OG0000965	Prat.g_01383	Prba.g_00685
OG0000966	Prat.g_01384	Prba.g_00684
OG0000967	Prat.g_01385	Prba.g_00683
OG0000968	Prat.g_01386	Prba.g_00682
OG0000969	Prat.g_01387	Prba.g_00681
OG0000970	Prat.g_01388	Prba.g_00680
OG0000971	Prat.g_01389	Prba.g_00679
OG0000972	Prat.g_01390	Prba.g_00678
OG0000973	Prat.g_01391	Prba.g_00677
OG0000974	Prat.g_01393	Prba.g_00350
OG0000975	Prat.g_01399	Prba.g_00347
OG0000976	Prat.g_01403	Prba.g_00345
OG0000977	Prat.g_01405	Prba.g_00344
OG0000978	Prat.g_01407	Prba.g_00343
OG0000979	Prat.g_01409	Prba.g_00341
OG0000980	Prat.g_01410	Prba.g_00340
OG0000981	Prat.g_01411	Prba.g_00339
OG0000982	Prat.g_01412	Prba.g_00338
OG0000983	Prat.g_01414	Prba.g_00336
OG0000984	Prat.g_01415	Prba.g_00335
OG0000985	Prat.g_01416	Prba.g_00334
OG0000986	Prat.g_01417	Prba.g_00333
OG0000987	Prat.g_01418	Prba.g_00332
OG0000988	Prat.g_01420	Prba.g_00331
OG0000989	Prat.g_01421	Prba.g_00330
OG0000990	Prat.g_01422	Prba.g_00329
OG0000991	Prat.g_01423	Prba.g_00328
OG0000992	Prat.g_01424	Prba.g_00327
OG0000993	Prat.g_01425	Prba.g_00326
OG0000994	Prat.g_01426	Prba.g_00325
OG0000995	Prat.g_01427	Prba.g_00324
OG0000996	Prat.g_01428	Prba.g_00323
OG0000997	Prat.g_01429	Prba.g_00322
OG0000998	Prat.g_01430	Prba.g_00321
OG0000999	Prat.g_01431	Prba.g_00320
OG0001000	Prat.g_01432	Prba.g_00319
OG0001001	Prat.g_01434	Prba.g_00317
OG0001002	Prat.g_01435	Prba.g_00316
OG0001003	Prat.g_01436	Prba.g_00315
OG0001004	Prat.g_01437	Prba.g_00314
OG0001005	Prat.g_01439	Prba.g_00313
OG0001006	Prat.g_01440	Prba.g_00312
OG0001007	Prat.g_01441	Prba.g_00311
OG0001008	Prat.g_01443	Prba.g_00309
OG0001009	Prat.g_01444	Prba.g_00308
OG0001010	Prat.g_01502	Prba.g_00300
OG0001011	Prat.g_01457	Prba.g_00293
OG0001012	Prat.g_01022	Prba.g_00266
OG0001013	Prat.g_01585	Prba.g_00232
OG0001014	Prat.g_01586	Prba.g_00231
OG0001015	Prat.g_01593	Prba.g_00619
OG0001016	Prat.g_01594	Prba.g_00618
OG0001017	Prat.g_01595	Prba.g_00617
OG0001018	Prat.g_01596	Prba.g_00616
OG0001019	Prat.g_01598	Prba.g_00614
OG0001020	Prat.g_01599	Prba.g_00613
OG0001021	Prat.g_01600	Prba.g_00612
OG0001022	Prat.g_01601	Prba.g_00611
OG0001023	Prat.g_01602	Prba.g_00610
OG0001024	Prat.g_01603	Prba.g_00609
OG0001025	Prat.g_01604	Prba.g_00608
OG0001026	Prat.g_01605	Prba.g_00606
OG0001027	Prat.g_01606	Prba.g_00605
OG0001028	Prat.g_01607	Prba.g_00604
OG0001029	Prat.g_01608	Prba.g_00603
OG0001030	Prat.g_01609	Prba.g_00602
OG0001031	Prat.g_01610	Prba.g_00601
OG0001032	Prat.g_01611	Prba.g_00600
OG0001033	Prat.g_01612	Prba.g_00599
OG0001034	Prat.g_01613	Prba.g_00598
OG0001035	Prat.g_01615	Prba.g_00596
OG0001036	Prat.g_01616	Prba.g_00595
OG0001037	Prat.g_01617	Prba.g_00594
OG0001038	Prat.g_01618	Prba.g_00593
OG0001039	Prat.g_01619	Prba.g_00592
OG0001040	Prat.g_01621	Prba.g_00591
OG0001041	Prat.g_01622	Prba.g_00590
OG0001042	Prat.g_01623	Prba.g_00589
OG0001043	Prat.g_01624	Prba.g_00588
OG0001044	Prat.g_01625	Prba.g_00587
OG0001045	Prat.g_01626	Prba.g_00586
OG0001046	Prat.g_01627	Prba.g_00585
OG0001047	Prat.g_01630	Prba.g_00582
OG0001048	Prat.g_01632	Prba.g_00580
OG0001049	Prat.g_01633	Prba.g_00579
OG0001050	Prat.g_01634	Prba.g_00578
OG0001051	Prat.g_01635	Prba.g_00577
OG0001052	Prat.g_01636	Prba.g_00576
OG0001053	Prat.g_01639	Prba.g_00574
OG0001054	Prat.g_01641	Prba.g_00573
OG0001055	Prat.g_01642	Prba.g_00572
OG0001056	Prat.g_01643	Prba.g_00571
OG0001057	Prat.g_01644	Prba.g_00570
OG0001058	Prat.g_01645	Prba.g_00569
OG0001059	Prat.g_01646	Prba.g_00568
OG0001060	Prat.g_01647	Prba.g_00567
OG0001061	Prat.g_01648	Prba.g_00566
OG0001062	Prat.g_01649	Prba.g_00565
OG0001063	Prat.g_01650	Prba.g_00564
OG0001064	Prat.g_01652	Prba.g_00352
OG0001065	Prat.g_01655	Prba.g_00357
OG0001066	Prat.g_01657	Prba.g_00358
OG0001067	Prat.g_01658	Prba.g_00359
OG0001068	Prat.g_01661	Prba.g_00361
OG0001069	Prat.g_01662	Prba.g_00362
OG0001070	Prat.g_01663	Prba.g_00363
OG0001071	Prat.g_01664	Prba.g_00364
OG0001072	Prat.g_01665	Prba.g_00365
OG0001073	Prat.g_01666	Prba.g_00366
OG0001074	Prat.g_01667	Prba.g_00367
OG0001075	Prat.g_01668	Prba.g_00368
OG0001076	Prat.g_01669	Prba.g_00369
OG0001077	Prat.g_01670	Prba.g_00370
OG0001078	Prat.g_01671	Prba.g_00371
OG0001079	Prat.g_01672	Prba.g_00372
OG0001080	Prat.g_01673	Prba.g_00373
OG0001081	Prat.g_01677	Prba.g_00376
OG0001082	Prat.g_01678	Prba.g_00377
OG0001083	Prat.g_01682	Prba.g_00378
OG0001084	Prat.g_01680	Prba.g_00380
OG0001085	Prat.g_01679	Prba.g_00381
OG0001086	Prat.g_01676	Prba.g_00382
OG0001087	Prat.g_01675	Prba.g_00383
OG0001088	Prat.g_01674	Prba.g_00384
OG0001089	Prat.g_01684	Prba.g_00387
OG0001090	Prat.g_01686	Prba.g_00389
OG0001091	Prat.g_01687	Prba.g_00390
OG0001092	Prat.g_01688	Prba.g_00391
OG0001093	Prat.g_01689	Prba.g_00392
OG0001094	Prat.g_01690	Prba.g_00393
OG0001095	Prat.g_01691	Prba.g_00394
OG0001096	Prat.g_01692	Prba.g_00395
OG0001097	Prat.g_01693	Prba.g_00396
OG0001098	Prat.g_01694	Prba.g_00397
OG0001099	Prat.g_01695	Prba.g_00398
OG0001100	Prat.g_01696	Prba.g_00399
OG0001101	Prat.g_01697	Prba.g_00400
OG0001102	Prat.g_01698	Prba.g_00401
OG0001103	Prat.g_01699	Prba.g_00402
OG0001104	Prat.g_01700	Prba.g_00403
OG0001105	Prat.g_01701	Prba.g_00404
OG0001106	Prat.g_01702	Prba.g_00405
OG0001107	Prat.g_01703	Prba.g_00406
OG0001108	Prat.g_01704	Prba.g_00407
OG0001109	Prat.g_01705	Prba.g_00408
OG0001110	Prat.g_01706	Prba.g_00409
OG0001111	Prat.g_01707	Prba.g_00410
OG0001112	Prat.g_01708	Prba.g_00411
OG0001113	Prat.g_01709	Prba.g_00412
OG0001114	Prat.g_01710	Prba.g_00413
OG0001115	Prat.g_01711	Prba.g_00414
OG0001116	Prat.g_01712	Prba.g_00415
OG0001117	Prat.g_01713	Prba.g_00416
OG0001118	Prat.g_01714	Prba.g_00417
OG0001119	Prat.g_01715	Prba.g_00418
OG0001120	Prat.g_01327	Prba.g_00419
OG0001121	Prat.g_01717	Prba.g_00421
OG0001122	Prat.g_01718	Prba.g_00422
OG0001123	Prat.g_01719	Prba.g_00423
OG0001124	Prat.g_01721	Prba.g_00425
OG0001125	Prat.g_01723	Prba.g_00427
OG0001126	Prat.g_01724	Prba.g_00428
OG0001127	Prat.g_01727	Prba.g_00430
OG0001128	Prat.g_01728	Prba.g_00431
OG0001129	Prat.g_01729	Prba.g_00432
OG0001130	Prat.g_01732	Prba.g_00435
OG0001131	Prat.g_01733	Prba.g_00436
OG0001132	Prat.g_01734	Prba.g_00437
OG0001133	Prat.g_01735	Prba.g_00438
OG0001134	Prat.g_01736	Prba.g_01048
OG0001135	Prat.g_01737	Prba.g_01049
OG0001136	Prat.g_01738	Prba.g_01050
OG0001137	Prat.g_01739	Prba.g_01051
OG0001138	Prat.g_01740	Prba.g_01052
OG0001139	Prat.g_01742	Prba.g_01053
OG0001140	Prat.g_01744	Prba.g_01054
OG0001141	Prat.g_01745	Prba.g_01055
OG0001142	Prat.g_01748	Prba.g_01059
OG0001143	Prat.g_01749	Prba.g_01060
OG0001144	Prat.g_01750	Prba.g_01061
OG0001145	Prat.g_01751	Prba.g_01062
OG0001146	Prat.g_01752	Prba.g_01063
OG0001147	Prat.g_01753	Prba.g_01064
OG0001148	Prat.g_01754	Prba.g_01065
OG0001149	Prat.g_01756	Prba.g_01067
OG0001150	Prat.g_01757	Prba.g_01068
OG0001151	Prat.g_01760	Prba.g_01070
OG0001152	Prat.g_01761	Prba.g_01071
OG0001153	Prat.g_01762	Prba.g_01072
OG0001154	Prat.g_01764	Prba.g_01074
OG0001155	Prat.g_01766	Prba.g_01076
OG0001156	Prat.g_01768	Prba.g_01078
OG0001157	Prat.g_01770	Prba.g_01079
OG0001158	Prat.g_01772	Prba.g_00753
OG0001159	Prat.g_01773	Prba.g_00754
OG0001160	Prat.g_01775	Prba.g_00755
OG0001161	Prat.g_01776	Prba.g_00756
OG0001162	Prat.g_01777	Prba.g_00757
OG0001163	Prat.g_01778	Prba.g_00758
OG0001164	Prat.g_01779	Prba.g_00759
OG0001165	Prat.g_01780	Prba.g_00760
