Orthogroup	Praa	Prbb
OG0000546	Praa.g_00595	Prbb.g_00595
OG0000547	Praa.g_00596	Prbb.g_00596
OG0000548	Praa.g_00597	Prbb.g_00597
OG0000549	Praa.g_00599	Prbb.g_00599
OG0000550	Praa.g_00600	Prbb.g_00600
OG0000551	Praa.g_00601	Prbb.g_00601
OG0000552	Praa.g_00602	Prbb.g_00602
OG0000553	Praa.g_00603	Prbb.g_00603
OG0000554	Praa.g_00604	Prbb.g_00604
OG0000555	Praa.g_00605	Prbb.g_00606
OG0000556	Praa.g_00606	Prbb.g_00607
OG0000557	Praa.g_00607	Prbb.g_00608
OG0000558	Praa.g_00608	Prbb.g_00609
OG0000559	Praa.g_00609	Prbb.g_00610
OG0000560	Praa.g_00610	Prbb.g_00611
OG0000561	Praa.g_00611	Prbb.g_00612
OG0000562	Praa.g_00612	Prbb.g_00613
OG0000563	Praa.g_00613	Prbb.g_00614
OG0000564	Praa.g_00614	Prbb.g_00615
OG0000565	Praa.g_00615	Prbb.g_00616
OG0000566	Praa.g_00616	Prbb.g_00617
OG0000567	Praa.g_00617	Prbb.g_00618
OG0000568	Praa.g_00618	Prbb.g_00619
OG0000569	Praa.g_00621	Prbb.g_00622
OG0000570	Praa.g_00622	Prbb.g_00623
OG0000571	Praa.g_00624	Prbb.g_00624
OG0000572	Praa.g_00625	Prbb.g_00626
OG0000573	Praa.g_00626	Prbb.g_00627
OG0000574	Praa.g_00627	Prbb.g_00628
OG0000575	Praa.g_00628	Prbb.g_00629
OG0000576	Praa.g_00629	Prbb.g_00630
OG0000577	Praa.g_00630	Prbb.g_00631
OG0000578	Praa.g_00631	Prbb.g_00632
OG0000579	Praa.g_00632	Prbb.g_00633
OG0000580	Praa.g_00633	Prbb.g_00634
OG0000581	Praa.g_00634	Prbb.g_00635
OG0000582	Praa.g_00635	Prbb.g_00636
OG0000583	Praa.g_00636	Prbb.g_00637
OG0000584	Praa.g_00638	Prbb.g_00639
OG0000585	Praa.g_00639	Prbb.g_00640
OG0000586	Praa.g_00640	Prbb.g_00641
OG0000587	Praa.g_00641	Prbb.g_00642
OG0000588	Praa.g_00642	Prbb.g_00643
OG0000589	Praa.g_00643	Prbb.g_00644
OG0000590	Praa.g_00644	Prbb.g_00645
OG0000591	Praa.g_00645	Prbb.g_00646
OG0000592	Praa.g_00646	Prbb.g_00647
OG0000593	Praa.g_00647	Prbb.g_00648
OG0000594	Praa.g_00648	Prbb.g_00649
OG0000595	Praa.g_00649	Prbb.g_00650
OG0000596	Praa.g_00650	Prbb.g_00651
OG0000597	Praa.g_00654	Prbb.g_00655
OG0000598	Praa.g_00655	Prbb.g_00656
OG0000599	Praa.g_00656	Prbb.g_00657
OG0000600	Praa.g_00657	Prbb.g_00658
OG0000601	Praa.g_00658	Prbb.g_00659
OG0000602	Praa.g_00659	Prbb.g_00660
OG0000603	Praa.g_00660	Prbb.g_00661
OG0000604	Praa.g_00661	Prbb.g_00662
OG0000605	Praa.g_00662	Prbb.g_00664
OG0000606	Praa.g_00663	Prbb.g_00665
OG0000607	Praa.g_00664	Prbb.g_00667
OG0000608	Praa.g_00665	Prbb.g_00668
OG0000609	Praa.g_00667	Prbb.g_00670
OG0000610	Praa.g_00668	Prbb.g_00671
OG0000611	Praa.g_00670	Prbb.g_00674
OG0000612	Praa.g_00671	Prbb.g_00675
OG0000613	Praa.g_00673	Prbb.g_00677
OG0000614	Praa.g_00679	Prbb.g_00684
OG0000615	Praa.g_00680	Prbb.g_00685
OG0000616	Praa.g_00681	Prbb.g_00686
OG0000617	Praa.g_00683	Prbb.g_00689
OG0000618	Praa.g_00684	Prbb.g_00690
OG0000619	Praa.g_00685	Prbb.g_00691
OG0000620	Praa.g_00687	Prbb.g_00693
OG0000621	Praa.g_00688	Prbb.g_00694
OG0000622	Praa.g_00689	Prbb.g_00695
OG0000623	Praa.g_00690	Prbb.g_00696
OG0000624	Praa.g_00692	Prbb.g_00700
OG0000625	Praa.g_00693	Prbb.g_00701
OG0000626	Praa.g_00694	Prbb.g_00702
OG0000627	Praa.g_00695	Prbb.g_01450
OG0000628	Praa.g_00696	Prbb.g_00703
OG0000629	Praa.g_00697	Prbb.g_00705
OG0000630	Praa.g_00699	Prbb.g_00707
OG0000631	Praa.g_00700	Prbb.g_00708
OG0000632	Praa.g_00704	Prbb.g_02176
OG0000633	Praa.g_00705	Prbb.g_01260
OG0000634	Praa.g_00712	Prbb.g_00714
OG0000635	Praa.g_00714	Prbb.g_00716
OG0000636	Praa.g_00715	Prbb.g_00717
OG0000637	Praa.g_00717	Prbb.g_00719
OG0000638	Praa.g_00718	Prbb.g_00720
OG0000639	Praa.g_00719	Prbb.g_00721
OG0000640	Praa.g_00720	Prbb.g_00722
OG0000641	Praa.g_00721	Prbb.g_00723
OG0000642	Praa.g_00722	Prbb.g_00724
OG0000643	Praa.g_00723	Prbb.g_00725
OG0000644	Praa.g_00725	Prbb.g_00727
OG0000645	Praa.g_00726	Prbb.g_00729
OG0000646	Praa.g_00727	Prbb.g_00730
OG0000647	Praa.g_00728	Prbb.g_00731
OG0000648	Praa.g_00729	Prbb.g_00733
OG0000649	Praa.g_00730	Prbb.g_00734
OG0000650	Praa.g_00731	Prbb.g_00735
OG0000651	Praa.g_00732	Prbb.g_00736
OG0000652	Praa.g_00734	Prbb.g_00738
OG0000653	Praa.g_00749	Prbb.g_00086
OG0000654	Praa.g_00751	Prbb.g_00108
OG0000655	Praa.g_00760	Prbb.g_01452
OG0000656	Praa.g_00764	Prbb.g_01099
OG0000657	Praa.g_00766	Prbb.g_00983
OG0000658	Praa.g_00767	Prbb.g_00982
OG0000659	Praa.g_00768	Prbb.g_00981
OG0000660	Praa.g_00780	Prbb.g_00389
OG0000661	Praa.g_00789	Prbb.g_00958
OG0000662	Praa.g_00791	Prbb.g_00960
OG0000663	Praa.g_00794	Prbb.g_00962
OG0000664	Praa.g_00795	Prbb.g_00963
OG0000665	Praa.g_00796	Prbb.g_00964
OG0000666	Praa.g_00797	Prbb.g_00777
OG0000667	Praa.g_00798	Prbb.g_00778
OG0000668	Praa.g_00799	Prbb.g_00779
OG0000669	Praa.g_00800	Prbb.g_00780
OG0000670	Praa.g_00802	Prbb.g_00782
OG0000671	Praa.g_00803	Prbb.g_00783
OG0000672	Praa.g_00804	Prbb.g_00784
OG0000673	Praa.g_00805	Prbb.g_00785
OG0000674	Praa.g_00806	Prbb.g_00786
OG0000675	Praa.g_00807	Prbb.g_00787
OG0000676	Praa.g_00809	Prbb.g_00789
OG0000677	Praa.g_00812	Prbb.g_00791
OG0000678	Praa.g_00813	Prbb.g_00792
OG0000679	Praa.g_00814	Prbb.g_00793
OG0000680	Praa.g_00815	Prbb.g_00794
OG0000681	Praa.g_00816	Prbb.g_00795
OG0000682	Praa.g_00817	Prbb.g_00796
OG0000683	Praa.g_00818	Prbb.g_00798
OG0000684	Praa.g_00819	Prbb.g_00800
OG0000685	Praa.g_00820	Prbb.g_00801
OG0000686	Praa.g_00821	Prbb.g_00802
OG0000687	Praa.g_00822	Prbb.g_00803
OG0000688	Praa.g_00823	Prbb.g_00804
OG0000689	Praa.g_00824	Prbb.g_00805
OG0000690	Praa.g_00825	Prbb.g_00806
OG0000691	Praa.g_00827	Prbb.g_00808
OG0000692	Praa.g_00828	Prbb.g_00809
OG0000693	Praa.g_00829	Prbb.g_00810
OG0000694	Praa.g_00830	Prbb.g_00811
OG0000695	Praa.g_00831	Prbb.g_00812
OG0000696	Praa.g_00832	Prbb.g_00813
OG0000697	Praa.g_00834	Prbb.g_00814
OG0000698	Praa.g_00835	Prbb.g_00815
OG0000699	Praa.g_00839	Prbb.g_00818
OG0000700	Praa.g_00840	Prbb.g_00819
OG0000701	Praa.g_00841	Prbb.g_00821
OG0000702	Praa.g_00842	Prbb.g_00822
OG0000703	Praa.g_00843	Prbb.g_00823
OG0000704	Praa.g_00844	Prbb.g_00824
OG0000705	Praa.g_00846	Prbb.g_00827
OG0000706	Praa.g_00847	Prbb.g_00828
OG0000707	Praa.g_00848	Prbb.g_00829
OG0000708	Praa.g_00849	Prbb.g_00830
OG0000709	Praa.g_00850	Prbb.g_00831
OG0000710	Praa.g_00851	Prbb.g_00832
OG0000711	Praa.g_00852	Prbb.g_00833
OG0000712	Praa.g_00853	Prbb.g_00834
OG0000713	Praa.g_00854	Prbb.g_00835
OG0000714	Praa.g_00856	Prbb.g_00837
OG0000715	Praa.g_00857	Prbb.g_00838
OG0000716	Praa.g_00858	Prbb.g_00839
OG0000717	Praa.g_00859	Prbb.g_00840
OG0000718	Praa.g_00860	Prbb.g_00841
OG0000719	Praa.g_00862	Prbb.g_00843
OG0000720	Praa.g_00864	Prbb.g_00847
OG0000721	Praa.g_00865	Prbb.g_00848
OG0000722	Praa.g_00892	Prbb.g_00914
OG0000723	Praa.g_00896	Prbb.g_00917
OG0000724	Praa.g_00899	Prbb.g_00922
OG0000725	Praa.g_00900	Prbb.g_00924
OG0000726	Praa.g_00901	Prbb.g_00925
OG0000727	Praa.g_00902	Prbb.g_00926
OG0000728	Praa.g_00903	Prbb.g_00927
OG0000729	Praa.g_00904	Prbb.g_00929
OG0000730	Praa.g_00905	Prbb.g_00930
OG0000731	Praa.g_00907	Prbb.g_00932
OG0000732	Praa.g_00908	Prbb.g_00933
OG0000733	Praa.g_00909	Prbb.g_00934
OG0000734	Praa.g_00910	Prbb.g_00935
OG0000735	Praa.g_00911	Prbb.g_00936
OG0000736	Praa.g_00913	Prbb.g_00938
OG0000737	Praa.g_00914	Prbb.g_00939
OG0000738	Praa.g_00916	Prbb.g_00942
OG0000739	Praa.g_00917	Prbb.g_00943
OG0000740	Praa.g_00918	Prbb.g_00944
OG0000741	Praa.g_00920	Prbb.g_00946
OG0000742	Praa.g_00921	Prbb.g_00947
OG0000743	Praa.g_00924	Prbb.g_00951
OG0000744	Praa.g_00925	Prbb.g_00952
OG0000745	Praa.g_00926	Prbb.g_00762
OG0000746	Praa.g_00927	Prbb.g_00763
OG0000747	Praa.g_00928	Prbb.g_00764
OG0000748	Praa.g_00929	Prbb.g_00765
OG0000749	Praa.g_00930	Prbb.g_00766
OG0000750	Praa.g_00931	Prbb.g_00767
OG0000751	Praa.g_00933	Prbb.g_00769
OG0000752	Praa.g_00934	Prbb.g_00770
OG0000753	Praa.g_00935	Prbb.g_00771
OG0000754	Praa.g_00936	Prbb.g_00772
OG0000755	Praa.g_00938	Prbb.g_00774
OG0000756	Praa.g_00939	Prbb.g_00775
OG0000757	Praa.g_00940	Prbb.g_00776
OG0000758	Praa.g_00941	Prbb.g_00965
OG0000759	Praa.g_00942	Prbb.g_00966
OG0000760	Praa.g_00943	Prbb.g_00967
OG0000761	Praa.g_00944	Prbb.g_00968
OG0000762	Praa.g_00946	Prbb.g_00970
OG0000763	Praa.g_00947	Prbb.g_00971
OG0000764	Praa.g_00948	Prbb.g_00972
OG0000765	Praa.g_00949	Prbb.g_00973
OG0000766	Praa.g_00950	Prbb.g_00974
OG0000767	Praa.g_00951	Prbb.g_00975
OG0000768	Praa.g_00952	Prbb.g_00976
OG0000769	Praa.g_00953	Prbb.g_00977
OG0000770	Praa.g_00954	Prbb.g_00978
OG0000771	Praa.g_00955	Prbb.g_00979
OG0000772	Praa.g_00956	Prbb.g_00893
OG0000773	Praa.g_00958	Prbb.g_00984
OG0000774	Praa.g_00959	Prbb.g_00985
OG0000775	Praa.g_00960	Prbb.g_00986
OG0000776	Praa.g_00961	Prbb.g_00988
OG0000777	Praa.g_00962	Prbb.g_00989
OG0000778	Praa.g_00963	Prbb.g_00990
OG0000779	Praa.g_00965	Prbb.g_00992
OG0000780	Praa.g_00966	Prbb.g_00993
OG0000781	Praa.g_00967	Prbb.g_00994
OG0000782	Praa.g_00969	Prbb.g_00996
OG0000783	Praa.g_00970	Prbb.g_00997
OG0000784	Praa.g_00971	Prbb.g_00998
OG0000785	Praa.g_00972	Prbb.g_00999
OG0000786	Praa.g_00973	Prbb.g_01000
OG0000787	Praa.g_00975	Prbb.g_01002
OG0000788	Praa.g_00976	Prbb.g_01003
OG0000789	Praa.g_00977	Prbb.g_01004
OG0000790	Praa.g_00978	Prbb.g_01005
OG0000791	Praa.g_00979	Prbb.g_01006
OG0000792	Praa.g_00980	Prbb.g_00101
OG0000793	Praa.g_00981	Prbb.g_01007
OG0000794	Praa.g_00982	Prbb.g_01008
OG0000795	Praa.g_00983	Prbb.g_01009
OG0000796	Praa.g_00985	Prbb.g_01010
OG0000797	Praa.g_00987	Prbb.g_01012
OG0000798	Praa.g_00988	Prbb.g_01013
OG0000799	Praa.g_00989	Prbb.g_01014
OG0000800	Praa.g_00990	Prbb.g_01015
OG0000801	Praa.g_00991	Prbb.g_01016
OG0000802	Praa.g_00993	Prbb.g_01017
OG0000803	Praa.g_00994	Prbb.g_01018
OG0000804	Praa.g_01008	Prbb.g_01036
OG0000805	Praa.g_01010	Prbb.g_01037
OG0000806	Praa.g_01011	Prbb.g_01038
OG0000807	Praa.g_01012	Prbb.g_01039
OG0000808	Praa.g_01013	Prbb.g_01040
OG0000809	Praa.g_01017	Prbb.g_01045
OG0000810	Praa.g_01018	Prbb.g_01047
OG0000811	Praa.g_01019	Prbb.g_01048
OG0000812	Praa.g_01020	Prbb.g_00892
OG0000813	Praa.g_01021	Prbb.g_01049
OG0000814	Praa.g_01022	Prbb.g_01050
OG0000815	Praa.g_01023	Prbb.g_01051
OG0000816	Praa.g_01025	Prbb.g_01054
OG0000817	Praa.g_01028	Prbb.g_01058
OG0000818	Praa.g_01029	Prbb.g_01059
OG0000819	Praa.g_01031	Prbb.g_01062
OG0000820	Praa.g_01032	Prbb.g_01063
OG0000821	Praa.g_01033	Prbb.g_01064
OG0000822	Praa.g_01034	Prbb.g_01065
OG0000823	Praa.g_01037	Prbb.g_01068
OG0000824	Praa.g_01038	Prbb.g_01069
OG0000825	Praa.g_01040	Prbb.g_00891
OG0000826	Praa.g_01041	Prbb.g_00890
OG0000827	Praa.g_01042	Prbb.g_00889
OG0000828	Praa.g_01044	Prbb.g_00887
OG0000829	Praa.g_01070	Prbb.g_00897
OG0000830	Praa.g_01080	Prbb.g_01108
OG0000831	Praa.g_01083	Prbb.g_01090
OG0000832	Praa.g_01084	Prbb.g_01783
OG0000833	Praa.g_01091	Prbb.g_02071
OG0000834	Praa.g_01095	Prbb.g_00392
OG0000835	Praa.g_01099	Prbb.g_00400
OG0000836	Praa.g_01101	Prbb.g_01780
OG0000837	Praa.g_01115	Prbb.g_01085
OG0000838	Praa.g_01128	Prbb.g_01888
OG0000839	Praa.g_01129	Prbb.g_01889
OG0000840	Praa.g_01134	Prbb.g_01126
OG0000841	Praa.g_01141	Prbb.g_01539
OG0000842	Praa.g_01145	Prbb.g_01533
OG0000843	Praa.g_01147	Prbb.g_01531
OG0000844	Praa.g_01148	Prbb.g_01530
OG0000845	Praa.g_01149	Prbb.g_01529
OG0000846	Praa.g_01150	Prbb.g_01528
OG0000847	Praa.g_01151	Prbb.g_01527
OG0000848	Praa.g_01152	Prbb.g_01526
OG0000849	Praa.g_01153	Prbb.g_01525
OG0000850	Praa.g_01154	Prbb.g_01524
OG0000851	Praa.g_01156	Prbb.g_01521
OG0000852	Praa.g_01158	Prbb.g_01518
OG0000853	Praa.g_01160	Prbb.g_01516
OG0000854	Praa.g_01161	Prbb.g_01515
OG0000855	Praa.g_01162	Prbb.g_01513
OG0000856	Praa.g_01163	Prbb.g_01512
OG0000857	Praa.g_01164	Prbb.g_01511
OG0000858	Praa.g_01166	Prbb.g_01508
OG0000859	Praa.g_01167	Prbb.g_01507
OG0000860	Praa.g_01168	Prbb.g_01506
OG0000861	Praa.g_01169	Prbb.g_01505
OG0000862	Praa.g_01170	Prbb.g_01504
OG0000863	Praa.g_01171	Prbb.g_01502
OG0000864	Praa.g_01172	Prbb.g_01501
OG0000865	Praa.g_01173	Prbb.g_01500
OG0000866	Praa.g_01174	Prbb.g_01499
OG0000867	Praa.g_01177	Prbb.g_01497
OG0000868	Praa.g_01179	Prbb.g_01495
OG0000869	Praa.g_01180	Prbb.g_01493
OG0000870	Praa.g_01181	Prbb.g_01491
OG0000871	Praa.g_01182	Prbb.g_01490
OG0000872	Praa.g_01183	Prbb.g_01488
OG0000873	Praa.g_01184	Prbb.g_01487
OG0000874	Praa.g_01185	Prbb.g_01486
OG0000875	Praa.g_01186	Prbb.g_01484
OG0000876	Praa.g_01188	Prbb.g_01482
OG0000877	Praa.g_01189	Prbb.g_01481
OG0000878	Praa.g_01190	Prbb.g_01480
OG0000879	Praa.g_01191	Prbb.g_01479
OG0000880	Praa.g_01192	Prbb.g_01478
OG0000881	Praa.g_01193	Prbb.g_01477
OG0000882	Praa.g_01194	Prbb.g_01476
OG0000883	Praa.g_01195	Prbb.g_01475
OG0000884	Praa.g_01196	Prbb.g_01474
OG0000885	Praa.g_01197	Prbb.g_01473
OG0000886	Praa.g_01198	Prbb.g_01472
OG0000887	Praa.g_01199	Prbb.g_01471
OG0000888	Praa.g_01200	Prbb.g_01470
OG0000889	Praa.g_01201	Prbb.g_01469
OG0000890	Praa.g_01202	Prbb.g_01468
OG0000891	Praa.g_01203	Prbb.g_01467
OG0000892	Praa.g_01204	Prbb.g_01465
OG0000893	Praa.g_01205	Prbb.g_01464
OG0000894	Praa.g_01207	Prbb.g_01463
OG0000895	Praa.g_01208	Prbb.g_01462
OG0000896	Praa.g_01210	Prbb.g_01461
OG0000897	Praa.g_01211	Prbb.g_01460
OG0000898	Praa.g_01212	Prbb.g_01459
OG0000899	Praa.g_01213	Prbb.g_01458
OG0000900	Praa.g_01215	Prbb.g_01457
OG0000901	Praa.g_01290	Prbb.g_01291
OG0000902	Praa.g_01307	Prbb.g_01575
OG0000903	Praa.g_01308	Prbb.g_01576
OG0000904	Praa.g_01309	Prbb.g_01577
OG0000905	Praa.g_01310	Prbb.g_01578
OG0000906	Praa.g_01311	Prbb.g_01580
OG0000907	Praa.g_01313	Prbb.g_01581
OG0000908	Praa.g_01314	Prbb.g_01582
OG0000909	Praa.g_01315	Prbb.g_01583
OG0000910	Praa.g_01316	Prbb.g_01584
OG0000911	Praa.g_01317	Prbb.g_01585
OG0000912	Praa.g_01320	Prbb.g_01588
OG0000913	Praa.g_01321	Prbb.g_01589
OG0000914	Praa.g_01322	Prbb.g_01590
OG0000915	Praa.g_01324	Prbb.g_01592
OG0000916	Praa.g_01325	Prbb.g_01593
OG0000917	Praa.g_01326	Prbb.g_01594
OG0000918	Praa.g_01327	Prbb.g_01595
OG0000919	Praa.g_01328	Prbb.g_01596
OG0000920	Praa.g_01329	Prbb.g_01597
OG0000921	Praa.g_01331	Prbb.g_01600
OG0000922	Praa.g_01332	Prbb.g_01601
OG0000923	Praa.g_01348	Prbb.g_01608
OG0000924	Praa.g_01349	Prbb.g_01609
OG0000925	Praa.g_01352	Prbb.g_01612
OG0000926	Praa.g_01353	Prbb.g_00746
OG0000927	Praa.g_01354	Prbb.g_01541
OG0000928	Praa.g_01356	Prbb.g_01057
OG0000929	Praa.g_01358	Prbb.g_01789
OG0000930	Praa.g_01360	Prbb.g_01637
OG0000931	Praa.g_01361	Prbb.g_00845
OG0000932	Praa.g_01364	Prbb.g_01201
OG0000933	Praa.g_01368	Prbb.g_01641
OG0000934	Praa.g_01369	Prbb.g_01642
OG0000935	Praa.g_01370	Prbb.g_01643
OG0000936	Praa.g_01371	Prbb.g_01644
OG0000937	Praa.g_01372	Prbb.g_01645
OG0000938	Praa.g_01373	Prbb.g_01646
OG0000939	Praa.g_01374	Prbb.g_01647
OG0000940	Praa.g_01375	Prbb.g_01648
OG0000941	Praa.g_01376	Prbb.g_01649
OG0000942	Praa.g_01377	Prbb.g_01650
OG0000943	Praa.g_01378	Prbb.g_01651
OG0000944	Praa.g_01379	Prbb.g_01652
OG0000945	Praa.g_01380	Prbb.g_01653
OG0000946	Praa.g_01381	Prbb.g_01654
OG0000947	Praa.g_01382	Prbb.g_01655
OG0000948	Praa.g_01383	Prbb.g_01656
OG0000949	Praa.g_01384	Prbb.g_01657
OG0000950	Praa.g_01395	Prbb.g_02044
OG0000951	Praa.g_01458	Prbb.g_01668
OG0000952	Praa.g_01459	Prbb.g_01669
OG0000953	Praa.g_01460	Prbb.g_01670
OG0000954	Praa.g_01461	Prbb.g_01671
OG0000955	Praa.g_01462	Prbb.g_01672
OG0000956	Praa.g_01464	Prbb.g_01674
OG0000957	Praa.g_01465	Prbb.g_01675
OG0000958	Praa.g_01466	Prbb.g_01676
OG0000959	Praa.g_01467	Prbb.g_01677
OG0000960	Praa.g_01468	Prbb.g_01678
OG0000961	Praa.g_01469	Prbb.g_01679
OG0000962	Praa.g_01470	Prbb.g_01680
OG0000963	Praa.g_01471	Prbb.g_01681
OG0000964	Praa.g_01472	Prbb.g_01683
OG0000965	Praa.g_01474	Prbb.g_01684
OG0000966	Praa.g_01475	Prbb.g_01685
OG0000967	Praa.g_01478	Prbb.g_01688
OG0000968	Praa.g_01479	Prbb.g_01689
OG0000969	Praa.g_01480	Prbb.g_01690
OG0000970	Praa.g_01481	Prbb.g_01691
OG0000971	Praa.g_01482	Prbb.g_01692
OG0000972	Praa.g_01483	Prbb.g_01693
OG0000973	Praa.g_01485	Prbb.g_01695
OG0000974	Praa.g_01486	Prbb.g_01696
OG0000975	Praa.g_01487	Prbb.g_01697
OG0000976	Praa.g_01488	Prbb.g_01698
OG0000977	Praa.g_01489	Prbb.g_01699
OG0000978	Praa.g_01490	Prbb.g_01700
OG0000979	Praa.g_01491	Prbb.g_01701
OG0000980	Praa.g_01492	Prbb.g_00465
OG0000981	Praa.g_01493	Prbb.g_01702
OG0000982	Praa.g_01494	Prbb.g_01703
OG0000983	Praa.g_01495	Prbb.g_01704
OG0000984	Praa.g_01499	Prbb.g_01707
OG0000985	Praa.g_01500	Prbb.g_01708
OG0000986	Praa.g_01501	Prbb.g_01709
OG0000987	Praa.g_01503	Prbb.g_01711
OG0000988	Praa.g_01504	Prbb.g_01712
OG0000989	Praa.g_01505	Prbb.g_01713
OG0000990	Praa.g_01506	Prbb.g_01714
OG0000991	Praa.g_01507	Prbb.g_01715
OG0000992	Praa.g_01508	Prbb.g_01716
OG0000993	Praa.g_01509	Prbb.g_01717
OG0000994	Praa.g_01510	Prbb.g_01718
OG0000995	Praa.g_01511	Prbb.g_01719
OG0000996	Praa.g_01512	Prbb.g_01720
OG0000997	Praa.g_01514	Prbb.g_01722
OG0000998	Praa.g_01517	Prbb.g_01728
OG0000999	Praa.g_01519	Prbb.g_01731
OG0001000	Praa.g_01520	Prbb.g_01732
OG0001001	Praa.g_01521	Prbb.g_01733
OG0001002	Praa.g_01523	Prbb.g_01735
OG0001003	Praa.g_01524	Prbb.g_01736
OG0001004	Praa.g_01525	Prbb.g_01737
OG0001005	Praa.g_01526	Prbb.g_01738
OG0001006	Praa.g_01528	Prbb.g_01740
OG0001007	Praa.g_01529	Prbb.g_01741
OG0001008	Praa.g_01530	Prbb.g_01742
OG0001009	Praa.g_01531	Prbb.g_01744
OG0001010	Praa.g_01532	Prbb.g_01745
OG0001011	Praa.g_01533	Prbb.g_01746
OG0001012	Praa.g_01534	Prbb.g_01747
OG0001013	Praa.g_01535	Prbb.g_01748
OG0001014	Praa.g_01536	Prbb.g_01749
OG0001015	Praa.g_01537	Prbb.g_01750
OG0001016	Praa.g_01538	Prbb.g_01751
OG0001017	Praa.g_01539	Prbb.g_01752
OG0001018	Praa.g_01541	Prbb.g_01753
OG0001019	Praa.g_01542	Prbb.g_01754
OG0001020	Praa.g_01543	Prbb.g_01755
OG0001021	Praa.g_01544	Prbb.g_01756
OG0001022	Praa.g_01545	Prbb.g_01757
OG0001023	Praa.g_01546	Prbb.g_01758
OG0001024	Praa.g_01548	Prbb.g_01760
OG0001025	Praa.g_01549	Prbb.g_01761
OG0001026	Praa.g_01550	Prbb.g_01762
OG0001027	Praa.g_01551	Prbb.g_01763
OG0001028	Praa.g_01552	Prbb.g_01765
OG0001029	Praa.g_01553	Prbb.g_01766
OG0001030	Praa.g_01556	Prbb.g_01769
OG0001031	Praa.g_01557	Prbb.g_01770
OG0001032	Praa.g_01565	Prbb.g_01555
OG0001033	Praa.g_01572	Prbb.g_01659
OG0001034	Praa.g_01600	Prbb.g_00799
OG0001035	Praa.g_01629	Prbb.g_01817
OG0001036	Praa.g_01630	Prbb.g_01818
OG0001037	Praa.g_01636	Prbb.g_01824
OG0001038	Praa.g_01637	Prbb.g_01825
OG0001039	Praa.g_01638	Prbb.g_01826
OG0001040	Praa.g_01639	Prbb.g_01827
OG0001041	Praa.g_01641	Prbb.g_01828
OG0001042	Praa.g_01642	Prbb.g_01829
OG0001043	Praa.g_01643	Prbb.g_01830
OG0001044	Praa.g_01644	Prbb.g_01831
OG0001045	Praa.g_01645	Prbb.g_01832
OG0001046	Praa.g_01646	Prbb.g_01833
OG0001047	Praa.g_01647	Prbb.g_01834
OG0001048	Praa.g_01649	Prbb.g_01835
OG0001049	Praa.g_01650	Prbb.g_01836
OG0001050	Praa.g_01651	Prbb.g_01837
OG0001051	Praa.g_01652	Prbb.g_01838
OG0001052	Praa.g_01653	Prbb.g_01839
OG0001053	Praa.g_01654	Prbb.g_01840
OG0001054	Praa.g_01655	Prbb.g_01841
OG0001055	Praa.g_01656	Prbb.g_01842
OG0001056	Praa.g_01657	Prbb.g_01843
OG0001057	Praa.g_01659	Prbb.g_01845
OG0001058	Praa.g_01660	Prbb.g_01846
OG0001059	Praa.g_01661	Prbb.g_01847
OG0001060	Praa.g_01662	Prbb.g_01848
OG0001061	Praa.g_01663	Prbb.g_01849
OG0001062	Praa.g_01665	Prbb.g_01851
OG0001063	Praa.g_01666	Prbb.g_01852
OG0001064	Praa.g_01667	Prbb.g_01853
OG0001065	Praa.g_01668	Prbb.g_01854
OG0001066	Praa.g_01669	Prbb.g_01855
OG0001067	Praa.g_01670	Prbb.g_01856
OG0001068	Praa.g_01671	Prbb.g_01857
OG0001069	Praa.g_01674	Prbb.g_01859
OG0001070	Praa.g_01676	Prbb.g_01861
OG0001071	Praa.g_01677	Prbb.g_01862
OG0001072	Praa.g_01678	Prbb.g_01863
OG0001073	Praa.g_01679	Prbb.g_01864
OG0001074	Praa.g_01680	Prbb.g_01865
OG0001075	Praa.g_01682	Prbb.g_01867
OG0001076	Praa.g_01684	Prbb.g_01869
OG0001077	Praa.g_01685	Prbb.g_01870
OG0001078	Praa.g_01686	Prbb.g_01871
OG0001079	Praa.g_01687	Prbb.g_01872
OG0001080	Praa.g_01688	Prbb.g_01873
OG0001081	Praa.g_01689	Prbb.g_01874
OG0001082	Praa.g_01690	Prbb.g_01875
OG0001083	Praa.g_01691	Prbb.g_01876
OG0001084	Praa.g_01692	Prbb.g_01877
OG0001085	Praa.g_01693	Prbb.g_01878
OG0001086	Praa.g_01699	Prbb.g_01922
OG0001087	Praa.g_01700	Prbb.g_01924
OG0001088	Praa.g_01701	Prbb.g_01925
OG0001089	Praa.g_01703	Prbb.g_01927
OG0001090	Praa.g_01704	Prbb.g_01928
OG0001091	Praa.g_01705	Prbb.g_01929
OG0001092	Praa.g_01706	Prbb.g_01930
OG0001093	Praa.g_01707	Prbb.g_01931
OG0001094	Praa.g_01708	Prbb.g_01932
OG0001095	Praa.g_01709	Prbb.g_01933
OG0001096	Praa.g_01710	Prbb.g_01934
OG0001097	Praa.g_01711	Prbb.g_01935
OG0001098	Praa.g_01712	Prbb.g_01936
OG0001099	Praa.g_01713	Prbb.g_01937
OG0001100	Praa.g_01714	Prbb.g_01938
OG0001101	Praa.g_01715	Prbb.g_01939
OG0001102	Praa.g_01718	Prbb.g_01948
OG0001103	Praa.g_01719	Prbb.g_01947
OG0001104	Praa.g_01720	Prbb.g_01943
