Orthogroup	Praa	Prah
OG0000600	Praa.g_00657	Prah.g_00463
OG0000601	Praa.g_00658	Prah.g_00462
OG0000602	Praa.g_00659	Prah.g_00460
OG0000603	Praa.g_00660	Prah.g_00457
OG0000604	Praa.g_00661	Prah.g_00456
OG0000605	Praa.g_00662	Prah.g_00455
OG0000606	Praa.g_00663	Prah.g_00454
OG0000607	Praa.g_00664	Prah.g_00452
OG0000608	Praa.g_00665	Prah.g_00451
OG0000609	Praa.g_00667	Prah.g_00449
OG0000610	Praa.g_00668	Prah.g_00448
OG0000611	Praa.g_00670	Prah.g_00444
OG0000612	Praa.g_00671	Prah.g_00442
OG0000613	Praa.g_00673	Prah.g_02193
OG0000614	Praa.g_00679	Prah.g_01789
OG0000615	Praa.g_00680	Prah.g_01029
OG0000616	Praa.g_00681	Prah.g_02413
OG0000617	Praa.g_00683	Prah.g_00625
OG0000618	Praa.g_00684	Prah.g_02051
OG0000619	Praa.g_00685	Prah.g_00981
OG0000620	Praa.g_00687	Prah.g_00965
OG0000621	Praa.g_00688	Prah.g_00968
OG0000622	Praa.g_00689	Prah.g_00972
OG0000623	Praa.g_00690	Prah.g_00973
OG0000624	Praa.g_00692	Prah.g_00985
OG0000625	Praa.g_00693	Prah.g_00986
OG0000626	Praa.g_00694	Prah.g_00987
OG0000627	Praa.g_00695	Prah.g_01022
OG0000628	Praa.g_00696	Prah.g_01023
OG0000629	Praa.g_00697	Prah.g_01025
OG0000630	Praa.g_00699	Prah.g_01028
OG0000631	Praa.g_00700	Prah.g_00706
OG0000632	Praa.g_00704	Prah.g_02588
OG0000633	Praa.g_00705	Prah.g_01344
OG0000634	Praa.g_00712	Prah.g_00886
OG0000635	Praa.g_00714	Prah.g_00884
OG0000636	Praa.g_00715	Prah.g_00882
OG0000637	Praa.g_00717	Prah.g_00881
OG0000638	Praa.g_00718	Prah.g_00880
OG0000639	Praa.g_00719	Prah.g_00879
OG0000640	Praa.g_00720	Prah.g_00878
OG0000641	Praa.g_00721	Prah.g_00876
OG0000642	Praa.g_00722	Prah.g_00875
OG0000643	Praa.g_00723	Prah.g_00874
OG0000644	Praa.g_00725	Prah.g_00872
OG0000645	Praa.g_00726	Prah.g_00871
OG0000646	Praa.g_00727	Prah.g_00870
OG0000647	Praa.g_00728	Prah.g_00869
OG0000648	Praa.g_00729	Prah.g_00746
OG0000649	Praa.g_00730	Prah.g_00747
OG0000650	Praa.g_00731	Prah.g_00750
OG0000651	Praa.g_00732	Prah.g_00751
OG0000652	Praa.g_00734	Prah.g_00754
OG0000653	Praa.g_00749	Prah.g_00615
OG0000654	Praa.g_00751	Prah.g_01447
OG0000656	Praa.g_00764	Prah.g_01543
OG0000657	Praa.g_00766	Prah.g_00788
OG0000658	Praa.g_00767	Prah.g_00787
OG0000659	Praa.g_00768	Prah.g_00786
OG0000660	Praa.g_00780	Prah.g_01946
OG0000661	Praa.g_00789	Prah.g_01802
OG0000662	Praa.g_00791	Prah.g_00755
OG0000663	Praa.g_00794	Prah.g_00758
OG0000664	Praa.g_00795	Prah.g_00759
OG0000665	Praa.g_00796	Prah.g_00760
OG0000666	Praa.g_00797	Prah.g_00673
OG0000667	Praa.g_00798	Prah.g_00672
OG0000668	Praa.g_00799	Prah.g_00671
OG0000669	Praa.g_00800	Prah.g_00670
OG0000670	Praa.g_00802	Prah.g_00668
OG0000671	Praa.g_00803	Prah.g_00667
OG0000672	Praa.g_00804	Prah.g_00666
OG0000673	Praa.g_00805	Prah.g_00665
OG0000674	Praa.g_00806	Prah.g_00664
OG0000675	Praa.g_00807	Prah.g_00663
OG0000676	Praa.g_00809	Prah.g_00661
OG0000677	Praa.g_00812	Prah.g_00659
OG0000678	Praa.g_00813	Prah.g_00658
OG0000679	Praa.g_00814	Prah.g_00657
OG0000680	Praa.g_00815	Prah.g_00656
OG0000681	Praa.g_00816	Prah.g_00655
OG0000682	Praa.g_00817	Prah.g_00654
OG0000683	Praa.g_00818	Prah.g_00652
OG0000684	Praa.g_00819	Prah.g_00650
OG0000685	Praa.g_00820	Prah.g_00649
OG0000686	Praa.g_00821	Prah.g_00648
OG0000687	Praa.g_00822	Prah.g_00647
OG0000688	Praa.g_00823	Prah.g_00646
OG0000689	Praa.g_00824	Prah.g_00645
OG0000690	Praa.g_00825	Prah.g_00644
OG0000691	Praa.g_00827	Prah.g_00640
OG0000692	Praa.g_00828	Prah.g_00639
OG0000693	Praa.g_00829	Prah.g_00638
OG0000694	Praa.g_00830	Prah.g_00637
OG0000695	Praa.g_00831	Prah.g_00636
OG0000696	Praa.g_00832	Prah.g_00635
OG0000697	Praa.g_00834	Prah.g_00609
OG0000698	Praa.g_00835	Prah.g_00608
OG0000699	Praa.g_00839	Prah.g_00604
OG0000700	Praa.g_00840	Prah.g_00603
OG0000701	Praa.g_00841	Prah.g_00601
OG0000702	Praa.g_00842	Prah.g_00600
OG0000703	Praa.g_00843	Prah.g_00599
OG0000704	Praa.g_00844	Prah.g_00598
OG0000705	Praa.g_00846	Prah.g_00596
OG0000706	Praa.g_00847	Prah.g_00595
OG0000707	Praa.g_00848	Prah.g_00594
OG0000708	Praa.g_00849	Prah.g_00593
OG0000709	Praa.g_00850	Prah.g_00592
OG0000710	Praa.g_00851	Prah.g_00591
OG0000711	Praa.g_00852	Prah.g_00589
OG0000712	Praa.g_00853	Prah.g_00588
OG0000713	Praa.g_00854	Prah.g_00587
OG0000714	Praa.g_00856	Prah.g_00575
OG0000715	Praa.g_00857	Prah.g_00574
OG0000716	Praa.g_00858	Prah.g_00572
OG0000717	Praa.g_00859	Prah.g_00568
OG0000718	Praa.g_00860	Prah.g_00566
OG0000719	Praa.g_00862	Prah.g_00564
OG0000720	Praa.g_00864	Prah.g_00743
OG0000721	Praa.g_00865	Prah.g_00866
OG0000722	Praa.g_00892	Prah.g_00850
OG0000723	Praa.g_00896	Prah.g_00192
OG0000724	Praa.g_00899	Prah.g_00558
OG0000725	Praa.g_00900	Prah.g_00740
OG0000726	Praa.g_00901	Prah.g_01212
OG0000727	Praa.g_00902	Prah.g_00739
OG0000728	Praa.g_00903	Prah.g_00738
OG0000729	Praa.g_00904	Prah.g_00736
OG0000730	Praa.g_00905	Prah.g_00735
OG0000731	Praa.g_00907	Prah.g_00733
OG0000732	Praa.g_00908	Prah.g_00732
OG0000733	Praa.g_00909	Prah.g_00731
OG0000734	Praa.g_00910	Prah.g_00730
OG0000735	Praa.g_00911	Prah.g_00729
OG0000736	Praa.g_00913	Prah.g_00726
OG0000737	Praa.g_00914	Prah.g_00724
OG0000738	Praa.g_00916	Prah.g_00721
OG0000739	Praa.g_00917	Prah.g_00718
OG0000740	Praa.g_00918	Prah.g_00715
OG0000741	Praa.g_00920	Prah.g_00702
OG0000742	Praa.g_00921	Prah.g_00701
OG0000743	Praa.g_00924	Prah.g_00698
OG0000744	Praa.g_00925	Prah.g_00697
OG0000745	Praa.g_00926	Prah.g_00683
OG0000746	Praa.g_00927	Prah.g_00684
OG0000747	Praa.g_00928	Prah.g_00685
OG0000748	Praa.g_00929	Prah.g_00686
OG0000749	Praa.g_00930	Prah.g_00687
OG0000750	Praa.g_00931	Prah.g_00689
OG0000751	Praa.g_00933	Prah.g_00681
OG0000752	Praa.g_00934	Prah.g_00680
OG0000753	Praa.g_00935	Prah.g_00679
OG0000754	Praa.g_00936	Prah.g_00678
OG0000755	Praa.g_00938	Prah.g_00677
OG0000756	Praa.g_00939	Prah.g_00675
OG0000757	Praa.g_00940	Prah.g_00674
OG0000758	Praa.g_00941	Prah.g_00761
OG0000759	Praa.g_00942	Prah.g_00762
OG0000760	Praa.g_00943	Prah.g_00763
OG0000761	Praa.g_00944	Prah.g_00765
OG0000762	Praa.g_00946	Prah.g_00767
OG0000763	Praa.g_00947	Prah.g_00768
OG0000764	Praa.g_00948	Prah.g_00770
OG0000765	Praa.g_00949	Prah.g_00771
OG0000766	Praa.g_00950	Prah.g_00772
OG0000767	Praa.g_00951	Prah.g_01178
OG0000768	Praa.g_00952	Prah.g_00780
OG0000769	Praa.g_00953	Prah.g_00781
OG0000770	Praa.g_00954	Prah.g_00783
OG0000771	Praa.g_00955	Prah.g_00784
OG0000772	Praa.g_00956	Prah.g_02517
OG0000773	Praa.g_00958	Prah.g_00789
OG0000774	Praa.g_00959	Prah.g_00790
OG0000775	Praa.g_00960	Prah.g_00791
OG0000776	Praa.g_00961	Prah.g_00793
OG0000777	Praa.g_00962	Prah.g_00794
OG0000778	Praa.g_00963	Prah.g_00795
OG0000779	Praa.g_00965	Prah.g_00800
OG0000780	Praa.g_00966	Prah.g_00801
OG0000781	Praa.g_00967	Prah.g_00803
OG0000782	Praa.g_00969	Prah.g_00806
OG0000783	Praa.g_00970	Prah.g_00808
OG0000784	Praa.g_00971	Prah.g_00810
OG0000785	Praa.g_00972	Prah.g_00811
OG0000786	Praa.g_00973	Prah.g_00812
OG0000787	Praa.g_00975	Prah.g_00814
OG0000788	Praa.g_00976	Prah.g_00815
OG0000789	Praa.g_00977	Prah.g_00816
OG0000790	Praa.g_00978	Prah.g_00817
OG0000791	Praa.g_00979	Prah.g_00818
OG0000792	Praa.g_00980	Prah.g_01131
OG0000793	Praa.g_00981	Prah.g_00821
OG0000794	Praa.g_00982	Prah.g_00824
OG0000795	Praa.g_00983	Prah.g_00826
OG0000796	Praa.g_00985	Prah.g_00828
OG0000797	Praa.g_00987	Prah.g_00829
OG0000798	Praa.g_00988	Prah.g_00830
OG0000799	Praa.g_00989	Prah.g_00833
OG0000800	Praa.g_00990	Prah.g_00834
OG0000801	Praa.g_00991	Prah.g_00835
OG0000802	Praa.g_00993	Prah.g_00839
OG0000803	Praa.g_00994	Prah.g_00840
OG0000804	Praa.g_01008	Prah.g_00846
OG0000805	Praa.g_01010	Prah.g_00848
OG0000806	Praa.g_01011	Prah.g_00849
OG0000807	Praa.g_01012	Prah.g_00851
OG0000808	Praa.g_01013	Prah.g_00852
OG0000809	Praa.g_01017	Prah.g_00858
OG0000810	Praa.g_01018	Prah.g_00860
OG0000811	Praa.g_01019	Prah.g_00861
OG0000812	Praa.g_01020	Prah.g_02518
OG0000813	Praa.g_01021	Prah.g_00862
OG0000814	Praa.g_01022	Prah.g_00863
OG0000815	Praa.g_01023	Prah.g_00864
OG0000816	Praa.g_01025	Prah.g_00867
OG0000817	Praa.g_01028	Prah.g_00903
OG0000818	Praa.g_01029	Prah.g_00904
OG0000819	Praa.g_01031	Prah.g_00907
OG0000820	Praa.g_01032	Prah.g_00908
OG0000821	Praa.g_01033	Prah.g_00909
OG0000822	Praa.g_01034	Prah.g_00910
OG0000823	Praa.g_01037	Prah.g_00913
OG0000824	Praa.g_01038	Prah.g_00914
OG0000825	Praa.g_01040	Prah.g_00919
OG0000826	Praa.g_01041	Prah.g_00920
OG0000827	Praa.g_01042	Prah.g_00921
OG0000828	Praa.g_01044	Prah.g_00922
OG0000829	Praa.g_01070	Prah.g_00893
OG0000830	Praa.g_01080	Prah.g_00539
OG0000831	Praa.g_01083	Prah.g_01601
OG0000832	Praa.g_01084	Prah.g_01176
OG0000833	Praa.g_01091	Prah.g_00133
OG0000834	Praa.g_01095	Prah.g_01942
OG0000835	Praa.g_01099	Prah.g_01932
OG0000836	Praa.g_01101	Prah.g_00383
OG0000837	Praa.g_01115	Prah.g_00521
OG0000838	Praa.g_01128	Prah.g_02532
OG0000839	Praa.g_01129	Prah.g_02525
OG0000840	Praa.g_01134	Prah.g_01803
OG0000841	Praa.g_01141	Prah.g_00378
OG0000842	Praa.g_01145	Prah.g_01905
OG0000843	Praa.g_01147	Prah.g_01340
OG0000844	Praa.g_01148	Prah.g_01339
OG0000845	Praa.g_01149	Prah.g_01338
OG0000846	Praa.g_01150	Prah.g_01337
OG0000847	Praa.g_01151	Prah.g_01336
OG0000848	Praa.g_01152	Prah.g_01335
OG0000849	Praa.g_01153	Prah.g_01331
OG0000850	Praa.g_01154	Prah.g_01329
OG0000851	Praa.g_01156	Prah.g_01325
OG0000852	Praa.g_01158	Prah.g_01323
OG0000853	Praa.g_01160	Prah.g_01321
OG0000854	Praa.g_01161	Prah.g_01320
OG0000855	Praa.g_01162	Prah.g_01318
OG0000856	Praa.g_01163	Prah.g_01317
OG0000857	Praa.g_01164	Prah.g_01316
OG0000858	Praa.g_01166	Prah.g_01307
OG0000859	Praa.g_01167	Prah.g_01305
OG0000860	Praa.g_01168	Prah.g_01304
OG0000861	Praa.g_01169	Prah.g_01303
OG0000862	Praa.g_01170	Prah.g_01302
OG0000863	Praa.g_01171	Prah.g_01298
OG0000864	Praa.g_01172	Prah.g_01297
OG0000865	Praa.g_01173	Prah.g_01296
OG0000866	Praa.g_01174	Prah.g_01295
OG0000867	Praa.g_01177	Prah.g_01292
OG0000868	Praa.g_01179	Prah.g_01291
OG0000869	Praa.g_01180	Prah.g_01262
OG0000870	Praa.g_01181	Prah.g_01259
OG0000871	Praa.g_01182	Prah.g_01258
OG0000872	Praa.g_01183	Prah.g_01255
OG0000873	Praa.g_01184	Prah.g_01254
OG0000874	Praa.g_01185	Prah.g_01253
OG0000875	Praa.g_01186	Prah.g_01251
OG0000876	Praa.g_01188	Prah.g_01249
OG0000877	Praa.g_01189	Prah.g_01248
OG0000878	Praa.g_01190	Prah.g_01247
OG0000879	Praa.g_01191	Prah.g_01246
OG0000880	Praa.g_01192	Prah.g_01245
OG0000881	Praa.g_01193	Prah.g_01244
OG0000882	Praa.g_01194	Prah.g_01243
OG0000883	Praa.g_01195	Prah.g_01263
OG0000884	Praa.g_01196	Prah.g_01264
OG0000885	Praa.g_01197	Prah.g_01265
OG0000886	Praa.g_01198	Prah.g_01266
OG0000887	Praa.g_01199	Prah.g_01268
OG0000888	Praa.g_01200	Prah.g_01272
OG0000889	Praa.g_01201	Prah.g_01273
OG0000890	Praa.g_01202	Prah.g_01275
OG0000891	Praa.g_01203	Prah.g_01276
OG0000892	Praa.g_01204	Prah.g_01278
OG0000893	Praa.g_01205	Prah.g_01279
OG0000894	Praa.g_01207	Prah.g_01282
OG0000895	Praa.g_01208	Prah.g_01283
OG0000896	Praa.g_01210	Prah.g_01285
OG0000897	Praa.g_01211	Prah.g_01286
OG0000898	Praa.g_01212	Prah.g_01289
OG0000899	Praa.g_01213	Prah.g_01290
OG0000900	Praa.g_01215	Prah.g_01239
OG0000901	Praa.g_01290	Prah.g_01610
OG0000902	Praa.g_01307	Prah.g_01349
OG0000903	Praa.g_01308	Prah.g_01350
OG0000904	Praa.g_01309	Prah.g_01351
OG0000905	Praa.g_01310	Prah.g_01353
OG0000906	Praa.g_01311	Prah.g_01355
OG0000907	Praa.g_01313	Prah.g_01357
OG0000908	Praa.g_01314	Prah.g_01358
OG0000909	Praa.g_01315	Prah.g_01359
OG0000910	Praa.g_01316	Prah.g_01360
OG0000911	Praa.g_01317	Prah.g_01361
OG0000912	Praa.g_01320	Prah.g_01365
OG0000913	Praa.g_01321	Prah.g_01368
OG0000914	Praa.g_01322	Prah.g_01369
OG0000915	Praa.g_01324	Prah.g_01372
OG0000916	Praa.g_01325	Prah.g_01373
OG0000917	Praa.g_01326	Prah.g_01374
OG0000918	Praa.g_01327	Prah.g_01375
OG0000919	Praa.g_01328	Prah.g_01376
OG0000920	Praa.g_01329	Prah.g_01377
OG0000921	Praa.g_01331	Prah.g_01380
OG0000922	Praa.g_01332	Prah.g_01381
OG0000923	Praa.g_01348	Prah.g_00327
OG0000924	Praa.g_01349	Prah.g_00326
OG0000925	Praa.g_01352	Prah.g_00323
OG0000926	Praa.g_01353	Prah.g_00224
OG0000927	Praa.g_01354	Prah.g_00571
OG0000928	Praa.g_01356	Prah.g_01183
OG0000929	Praa.g_01358	Prah.g_00918
OG0000930	Praa.g_01360	Prah.g_00895
OG0000931	Praa.g_01361	Prah.g_00560
OG0000932	Praa.g_01364	Prah.g_01663
OG0000933	Praa.g_01368	Prah.g_01577
OG0000934	Praa.g_01369	Prah.g_01578
OG0000935	Praa.g_01370	Prah.g_01579
OG0000936	Praa.g_01371	Prah.g_01580
OG0000937	Praa.g_01372	Prah.g_01581
OG0000938	Praa.g_01373	Prah.g_01582
OG0000939	Praa.g_01374	Prah.g_01583
OG0000940	Praa.g_01375	Prah.g_01584
OG0000941	Praa.g_01376	Prah.g_01586
OG0000942	Praa.g_01377	Prah.g_01587
OG0000943	Praa.g_01378	Prah.g_01588
OG0000944	Praa.g_01379	Prah.g_01589
OG0000945	Praa.g_01380	Prah.g_01590
OG0000946	Praa.g_01381	Prah.g_01591
OG0000947	Praa.g_01382	Prah.g_01592
OG0000948	Praa.g_01383	Prah.g_01593
OG0000949	Praa.g_01384	Prah.g_01594
OG0000950	Praa.g_01395	Prah.g_02242
OG0000951	Praa.g_01458	Prah.g_00435
OG0000952	Praa.g_01459	Prah.g_00434
OG0000953	Praa.g_01460	Prah.g_00433
OG0000954	Praa.g_01461	Prah.g_00428
OG0000955	Praa.g_01462	Prah.g_00427
OG0000956	Praa.g_01464	Prah.g_00423
OG0000957	Praa.g_01465	Prah.g_00421
OG0000958	Praa.g_01466	Prah.g_00420
OG0000959	Praa.g_01467	Prah.g_00419
OG0000960	Praa.g_01468	Prah.g_00418
OG0000961	Praa.g_01469	Prah.g_00417
OG0000962	Praa.g_01470	Prah.g_00415
OG0000963	Praa.g_01471	Prah.g_00414
OG0000964	Praa.g_01472	Prah.g_00412
OG0000965	Praa.g_01474	Prah.g_00410
OG0000966	Praa.g_01475	Prah.g_00409
OG0000967	Praa.g_01478	Prah.g_00406
OG0000968	Praa.g_01479	Prah.g_00403
OG0000969	Praa.g_01480	Prah.g_00402
OG0000970	Praa.g_01481	Prah.g_00401
OG0000971	Praa.g_01482	Prah.g_00400
OG0000972	Praa.g_01483	Prah.g_00399
OG0000973	Praa.g_01485	Prah.g_00397
OG0000974	Praa.g_01486	Prah.g_00396
OG0000975	Praa.g_01487	Prah.g_00395
OG0000976	Praa.g_01488	Prah.g_00394
OG0000977	Praa.g_01489	Prah.g_00391
OG0000978	Praa.g_01490	Prah.g_00390
OG0000979	Praa.g_01491	Prah.g_00389
OG0000980	Praa.g_01492	Prah.g_00388
OG0000981	Praa.g_01493	Prah.g_00386
OG0000982	Praa.g_01494	Prah.g_00385
OG0000983	Praa.g_01495	Prah.g_00384
OG0000984	Praa.g_01499	Prah.g_00379
OG0000985	Praa.g_01500	Prah.g_00376
OG0000986	Praa.g_01501	Prah.g_00374
OG0000987	Praa.g_01503	Prah.g_00371
OG0000988	Praa.g_01504	Prah.g_00370
OG0000989	Praa.g_01505	Prah.g_00369
OG0000990	Praa.g_01506	Prah.g_00368
OG0000991	Praa.g_01507	Prah.g_00367
OG0000992	Praa.g_01508	Prah.g_00366
OG0000993	Praa.g_01509	Prah.g_00365
OG0000994	Praa.g_01510	Prah.g_00364
OG0000995	Praa.g_01511	Prah.g_00363
OG0000996	Praa.g_01512	Prah.g_00362
OG0000997	Praa.g_01514	Prah.g_00360
OG0000998	Praa.g_01517	Prah.g_01217
OG0000999	Praa.g_01519	Prah.g_01605
OG0001000	Praa.g_01520	Prah.g_01615
OG0001001	Praa.g_01521	Prah.g_01617
OG0001002	Praa.g_01523	Prah.g_01619
OG0001003	Praa.g_01524	Prah.g_01620
OG0001004	Praa.g_01525	Prah.g_00538
OG0001005	Praa.g_01526	Prah.g_01621
OG0001006	Praa.g_01528	Prah.g_01623
OG0001007	Praa.g_01529	Prah.g_01624
OG0001008	Praa.g_01530	Prah.g_01625
OG0001009	Praa.g_01531	Prah.g_01627
OG0001010	Praa.g_01532	Prah.g_01628
OG0001011	Praa.g_01533	Prah.g_01631
OG0001012	Praa.g_01534	Prah.g_01632
OG0001013	Praa.g_01535	Prah.g_01633
OG0001014	Praa.g_01536	Prah.g_01634
OG0001015	Praa.g_01537	Prah.g_01635
OG0001016	Praa.g_01538	Prah.g_01636
OG0001017	Praa.g_01539	Prah.g_01637
OG0001018	Praa.g_01541	Prah.g_01639
OG0001019	Praa.g_01542	Prah.g_01640
OG0001020	Praa.g_01543	Prah.g_01641
OG0001021	Praa.g_01544	Prah.g_01642
OG0001022	Praa.g_01545	Prah.g_01643
OG0001023	Praa.g_01546	Prah.g_01644
OG0001024	Praa.g_01548	Prah.g_01645
OG0001025	Praa.g_01549	Prah.g_01648
OG0001026	Praa.g_01550	Prah.g_01649
OG0001027	Praa.g_01551	Prah.g_01791
OG0001028	Praa.g_01552	Prah.g_01651
OG0001029	Praa.g_01553	Prah.g_01652
OG0001030	Praa.g_01556	Prah.g_01655
OG0001031	Praa.g_01557	Prah.g_01656
OG0001032	Praa.g_01565	Prah.g_00541
OG0001033	Praa.g_01572	Prah.g_00515
OG0001034	Praa.g_01600	Prah.g_00651
OG0001035	Praa.g_01629	Prah.g_01667
OG0001036	Praa.g_01630	Prah.g_01668
OG0001037	Praa.g_01636	Prah.g_01677
OG0001038	Praa.g_01637	Prah.g_01678
OG0001039	Praa.g_01638	Prah.g_01679
OG0001040	Praa.g_01639	Prah.g_01681
OG0001041	Praa.g_01641	Prah.g_01685
OG0001042	Praa.g_01642	Prah.g_01687
OG0001043	Praa.g_01643	Prah.g_01688
OG0001044	Praa.g_01644	Prah.g_01689
OG0001045	Praa.g_01645	Prah.g_01690
OG0001046	Praa.g_01646	Prah.g_01692
OG0001047	Praa.g_01647	Prah.g_01693
OG0001048	Praa.g_01649	Prah.g_01694
OG0001049	Praa.g_01650	Prah.g_01695
OG0001050	Praa.g_01651	Prah.g_01696
OG0001051	Praa.g_01652	Prah.g_01697
OG0001052	Praa.g_01653	Prah.g_01698
OG0001053	Praa.g_01654	Prah.g_01699
OG0001054	Praa.g_01655	Prah.g_01700
OG0001055	Praa.g_01656	Prah.g_01701
OG0001056	Praa.g_01657	Prah.g_01703
OG0001057	Praa.g_01659	Prah.g_01705
OG0001058	Praa.g_01660	Prah.g_01707
OG0001059	Praa.g_01661	Prah.g_01709
OG0001060	Praa.g_01662	Prah.g_01710
OG0001061	Praa.g_01663	Prah.g_01711
OG0001062	Praa.g_01665	Prah.g_01713
OG0001063	Praa.g_01666	Prah.g_01714
OG0001064	Praa.g_01667	Prah.g_01716
OG0001065	Praa.g_01668	Prah.g_01717
OG0001066	Praa.g_01669	Prah.g_01718
OG0001067	Praa.g_01670	Prah.g_01719
OG0001068	Praa.g_01671	Prah.g_01720
OG0001069	Praa.g_01674	Prah.g_01727
OG0001070	Praa.g_01676	Prah.g_01729
OG0001071	Praa.g_01677	Prah.g_01730
OG0001072	Praa.g_01678	Prah.g_01731
OG0001073	Praa.g_01679	Prah.g_01732
OG0001074	Praa.g_01680	Prah.g_01733
OG0001075	Praa.g_01682	Prah.g_01736
OG0001076	Praa.g_01684	Prah.g_01738
OG0001077	Praa.g_01685	Prah.g_01739
OG0001078	Praa.g_01686	Prah.g_01740
OG0001079	Praa.g_01687	Prah.g_01741
OG0001080	Praa.g_01688	Prah.g_01742
OG0001081	Praa.g_01689	Prah.g_01743
OG0001082	Praa.g_01690	Prah.g_01744
OG0001083	Praa.g_01691	Prah.g_01745
OG0001084	Praa.g_01692	Prah.g_01759
OG0001085	Praa.g_01693	Prah.g_01760
OG0001086	Praa.g_01699	Prah.g_02073
OG0001087	Praa.g_01700	Prah.g_02071
OG0001088	Praa.g_01701	Prah.g_02070
OG0001089	Praa.g_01703	Prah.g_02067
OG0001090	Praa.g_01704	Prah.g_02066
OG0001091	Praa.g_01705	Prah.g_02065
OG0001092	Praa.g_01706	Prah.g_02064
OG0001093	Praa.g_01707	Prah.g_02063
OG0001094	Praa.g_01708	Prah.g_02062
OG0001095	Praa.g_01709	Prah.g_02061
OG0001096	Praa.g_01710	Prah.g_02060
OG0001097	Praa.g_01711	Prah.g_02059
OG0001098	Praa.g_01712	Prah.g_02058
OG0001099	Praa.g_01713	Prah.g_02056
OG0001100	Praa.g_01714	Prah.g_02055
OG0001101	Praa.g_01715	Prah.g_02054
OG0001102	Praa.g_01718	Prah.g_02041
OG0001103	Praa.g_01719	Prah.g_02042
OG0001104	Praa.g_01720	Prah.g_02046
OG0001105	Praa.g_01722	Prah.g_02044
OG0001106	Praa.g_01724	Prah.g_02047
OG0001107	Praa.g_01725	Prah.g_02048
OG0001108	Praa.g_01726	Prah.g_02050
OG0001109	Praa.g_01733	Prah.g_02039
OG0001110	Praa.g_01735	Prah.g_02037
OG0001111	Praa.g_01736	Prah.g_02036
OG0001112	Praa.g_01737	Prah.g_02035
OG0001113	Praa.g_01738	Prah.g_02034
OG0001114	Praa.g_01739	Prah.g_02033
OG0001115	Praa.g_01740	Prah.g_02032
OG0001116	Praa.g_01741	Prah.g_02031
OG0001117	Praa.g_01742	Prah.g_02030
OG0001118	Praa.g_01743	Prah.g_02029
OG0001119	Praa.g_01744	Prah.g_02028
OG0001120	Praa.g_01745	Prah.g_02027
OG0001121	Praa.g_01746	Prah.g_02026
OG0001122	Praa.g_01747	Prah.g_02025
OG0001123	Praa.g_01748	Prah.g_02024
OG0001124	Praa.g_01749	Prah.g_02023
OG0001125	Praa.g_01750	Prah.g_02022
OG0001126	Praa.g_01751	Prah.g_02021
OG0001127	Praa.g_01752	Prah.g_02020
OG0001128	Praa.g_01753	Prah.g_02019
OG0001129	Praa.g_01754	Prah.g_02018
OG0001130	Praa.g_01755	Prah.g_02017
OG0001131	Praa.g_01756	Prah.g_02016
OG0001132	Praa.g_01757	Prah.g_02015
OG0001133	Praa.g_01758	Prah.g_02014
OG0001134	Praa.g_01759	Prah.g_02013
OG0001135	Praa.g_01760	Prah.g_02012
OG0001136	Praa.g_01761	Prah.g_02011
OG0001137	Praa.g_01762	Prah.g_02010
OG0001138	Praa.g_01763	Prah.g_02009
OG0001139	Praa.g_01764	Prah.g_02008
OG0001140	Praa.g_01765	Prah.g_02007
OG0001141	Praa.g_01767	Prah.g_02004
OG0001142	Praa.g_01768	Prah.g_02003
OG0001143	Praa.g_01769	Prah.g_02002
OG0001144	Praa.g_01771	Prah.g_02000
OG0001145	Praa.g_01773	Prah.g_01998
OG0001146	Praa.g_01774	Prah.g_01997
OG0001147	Praa.g_01776	Prah.g_01994
OG0001148	Praa.g_01777	Prah.g_01993
OG0001149	Praa.g_01778	Prah.g_01991
OG0001150	Praa.g_01781	Prah.g_01988
OG0001151	Praa.g_01782	Prah.g_01987
OG0001152	Praa.g_01783	Prah.g_01986
OG0001153	Praa.g_01784	Prah.g_01985
OG0001154	Praa.g_01785	Prah.g_01984
OG0001155	Praa.g_01786	Prah.g_01983
OG0001156	Praa.g_01787	Prah.g_01982
OG0001157	Praa.g_01789	Prah.g_01980
OG0001158	Praa.g_01790	Prah.g_01978
OG0001159	Praa.g_01791	Prah.g_01977
OG0001160	Praa.g_01792	Prah.g_01976
OG0001161	Praa.g_01796	Prah.g_01966
OG0001162	Praa.g_01797	Prah.g_01965
OG0001163	Praa.g_01798	Prah.g_01963
OG0001164	Praa.g_01799	Prah.g_01962
OG0001165	Praa.g_01800	Prah.g_01961
OG0001166	Praa.g_01801	Prah.g_01960
OG0001167	Praa.g_01802	Prah.g_01958
OG0001168	Praa.g_01804	Prah.g_02224
OG0001169	Praa.g_01805	Prah.g_02227
OG0001170	Praa.g_01807	Prah.g_02231
OG0001171	Praa.g_01808	Prah.g_02232
OG0001172	Praa.g_01809	Prah.g_02234
OG0001173	Praa.g_01811	Prah.g_02236
OG0001174	Praa.g_01813	Prah.g_02239
OG0001175	Praa.g_01815	Prah.g_02241
OG0001176	Praa.g_01816	Prah.g_02243
OG0001177	Praa.g_01818	Prah.g_02245
OG0001178	Praa.g_01819	Prah.g_02246
OG0001179	Praa.g_01820	Prah.g_02247
OG0001180	Praa.g_01821	Prah.g_00168
OG0001181	Praa.g_01822	Prah.g_00167
OG0001182	Praa.g_01823	Prah.g_00166
