Orthogroup	Praa	Prbk
OG0000584	Praa.g_00638	Prbk.g_02634
OG0000585	Praa.g_00639	Prbk.g_02635
OG0000586	Praa.g_00640	Prbk.g_02637
OG0000587	Praa.g_00641	Prbk.g_02638
OG0000588	Praa.g_00642	Prbk.g_02639
OG0000589	Praa.g_00643	Prbk.g_02647
OG0000590	Praa.g_00644	Prbk.g_02648
OG0000591	Praa.g_00645	Prbk.g_02649
OG0000592	Praa.g_00646	Prbk.g_02650
OG0000593	Praa.g_00647	Prbk.g_02651
OG0000594	Praa.g_00648	Prbk.g_02654
OG0000595	Praa.g_00649	Prbk.g_02655
OG0000596	Praa.g_00650	Prbk.g_02656
OG0000597	Praa.g_00654	Prbk.g_00729
OG0000598	Praa.g_00655	Prbk.g_00728
OG0000599	Praa.g_00656	Prbk.g_00727
OG0000600	Praa.g_00657	Prbk.g_00726
OG0000601	Praa.g_00658	Prbk.g_00725
OG0000602	Praa.g_00659	Prbk.g_00723
OG0000603	Praa.g_00660	Prbk.g_00720
OG0000604	Praa.g_00661	Prbk.g_00719
OG0000605	Praa.g_00662	Prbk.g_00718
OG0000606	Praa.g_00663	Prbk.g_00717
OG0000607	Praa.g_00664	Prbk.g_00715
OG0000608	Praa.g_00665	Prbk.g_00714
OG0000609	Praa.g_00667	Prbk.g_00712
OG0000610	Praa.g_00668	Prbk.g_00711
OG0000611	Praa.g_00670	Prbk.g_00708
OG0000612	Praa.g_00671	Prbk.g_00706
OG0000613	Praa.g_00673	Prbk.g_00478
OG0000614	Praa.g_00679	Prbk.g_01361
OG0000615	Praa.g_00680	Prbk.g_01767
OG0000616	Praa.g_00681	Prbk.g_00672
OG0000617	Praa.g_00683	Prbk.g_02509
OG0000618	Praa.g_00684	Prbk.g_01925
OG0000619	Praa.g_00685	Prbk.g_01805
OG0000620	Praa.g_00687	Prbk.g_01827
OG0000621	Praa.g_00688	Prbk.g_01821
OG0000622	Praa.g_00689	Prbk.g_01817
OG0000623	Praa.g_00690	Prbk.g_01816
OG0000624	Praa.g_00692	Prbk.g_01802
OG0000625	Praa.g_00693	Prbk.g_01801
OG0000626	Praa.g_00694	Prbk.g_01800
OG0000627	Praa.g_00695	Prbk.g_01760
OG0000628	Praa.g_00696	Prbk.g_01761
OG0000629	Praa.g_00697	Prbk.g_01764
OG0000630	Praa.g_00699	Prbk.g_01766
OG0000631	Praa.g_00700	Prbk.g_02429
OG0000632	Praa.g_00704	Prbk.g_02262
OG0000633	Praa.g_00705	Prbk.g_00169
OG0000634	Praa.g_00712	Prbk.g_00617
OG0000635	Praa.g_00714	Prbk.g_00615
OG0000636	Praa.g_00715	Prbk.g_00614
OG0000637	Praa.g_00717	Prbk.g_00613
OG0000638	Praa.g_00718	Prbk.g_00612
OG0000639	Praa.g_00719	Prbk.g_00611
OG0000640	Praa.g_00720	Prbk.g_00610
OG0000641	Praa.g_00721	Prbk.g_00608
OG0000642	Praa.g_00722	Prbk.g_00607
OG0000643	Praa.g_00723	Prbk.g_00606
OG0000644	Praa.g_00725	Prbk.g_00604
OG0000645	Praa.g_00726	Prbk.g_00603
OG0000646	Praa.g_00727	Prbk.g_00602
OG0000647	Praa.g_00728	Prbk.g_00601
OG0000648	Praa.g_00729	Prbk.g_02376
OG0000649	Praa.g_00730	Prbk.g_02375
OG0000650	Praa.g_00731	Prbk.g_02372
OG0000651	Praa.g_00732	Prbk.g_02371
OG0000652	Praa.g_00734	Prbk.g_02368
OG0000653	Praa.g_00749	Prbk.g_02519
OG0000654	Praa.g_00751	Prbk.g_01872
OG0000656	Praa.g_00764	Prbk.g_01863
OG0000657	Praa.g_00766	Prbk.g_02332
OG0000658	Praa.g_00767	Prbk.g_02333
OG0000659	Praa.g_00768	Prbk.g_02334
OG0000660	Praa.g_00780	Prbk.g_00865
OG0000661	Praa.g_00789	Prbk.g_01455
OG0000662	Praa.g_00791	Prbk.g_02367
OG0000663	Praa.g_00794	Prbk.g_02362
OG0000664	Praa.g_00795	Prbk.g_02361
OG0000665	Praa.g_00796	Prbk.g_02360
OG0000666	Praa.g_00797	Prbk.g_02462
OG0000667	Praa.g_00798	Prbk.g_02463
OG0000668	Praa.g_00799	Prbk.g_02464
OG0000669	Praa.g_00800	Prbk.g_02465
OG0000670	Praa.g_00802	Prbk.g_02467
OG0000671	Praa.g_00803	Prbk.g_02468
OG0000672	Praa.g_00804	Prbk.g_02469
OG0000673	Praa.g_00805	Prbk.g_02470
OG0000674	Praa.g_00806	Prbk.g_02471
OG0000675	Praa.g_00807	Prbk.g_02472
OG0000676	Praa.g_00809	Prbk.g_02474
OG0000677	Praa.g_00812	Prbk.g_02476
OG0000678	Praa.g_00813	Prbk.g_02477
OG0000679	Praa.g_00814	Prbk.g_02478
OG0000680	Praa.g_00815	Prbk.g_02479
OG0000681	Praa.g_00816	Prbk.g_02480
OG0000682	Praa.g_00817	Prbk.g_02481
OG0000683	Praa.g_00818	Prbk.g_02483
OG0000684	Praa.g_00819	Prbk.g_02486
OG0000685	Praa.g_00820	Prbk.g_02487
OG0000686	Praa.g_00821	Prbk.g_02488
OG0000687	Praa.g_00822	Prbk.g_02489
OG0000688	Praa.g_00823	Prbk.g_02490
OG0000689	Praa.g_00824	Prbk.g_02491
OG0000690	Praa.g_00825	Prbk.g_02492
OG0000691	Praa.g_00827	Prbk.g_02494
OG0000692	Praa.g_00828	Prbk.g_02495
OG0000693	Praa.g_00829	Prbk.g_02496
OG0000694	Praa.g_00830	Prbk.g_02497
OG0000695	Praa.g_00831	Prbk.g_02498
OG0000696	Praa.g_00832	Prbk.g_02499
OG0000697	Praa.g_00834	Prbk.g_02526
OG0000698	Praa.g_00835	Prbk.g_02527
OG0000699	Praa.g_00839	Prbk.g_02531
OG0000700	Praa.g_00840	Prbk.g_02532
OG0000701	Praa.g_00841	Prbk.g_02534
OG0000702	Praa.g_00842	Prbk.g_02535
OG0000703	Praa.g_00843	Prbk.g_02536
OG0000704	Praa.g_00844	Prbk.g_02537
OG0000705	Praa.g_00846	Prbk.g_02539
OG0000706	Praa.g_00847	Prbk.g_02540
OG0000707	Praa.g_00848	Prbk.g_02541
OG0000708	Praa.g_00849	Prbk.g_02542
OG0000709	Praa.g_00850	Prbk.g_02543
OG0000710	Praa.g_00851	Prbk.g_02544
OG0000711	Praa.g_00852	Prbk.g_02546
OG0000712	Praa.g_00853	Prbk.g_02547
OG0000713	Praa.g_00854	Prbk.g_02548
OG0000714	Praa.g_00856	Prbk.g_02559
OG0000715	Praa.g_00857	Prbk.g_02560
OG0000716	Praa.g_00858	Prbk.g_02563
OG0000717	Praa.g_00859	Prbk.g_02567
OG0000718	Praa.g_00860	Prbk.g_02568
OG0000719	Praa.g_00862	Prbk.g_02570
OG0000720	Praa.g_00864	Prbk.g_02379
OG0000721	Praa.g_00865	Prbk.g_00598
OG0000722	Praa.g_00892	Prbk.g_00582
OG0000723	Praa.g_00896	Prbk.g_00193
OG0000724	Praa.g_00899	Prbk.g_02580
OG0000725	Praa.g_00900	Prbk.g_02389
OG0000726	Praa.g_00901	Prbk.g_01662
OG0000727	Praa.g_00902	Prbk.g_02390
OG0000728	Praa.g_00903	Prbk.g_02391
OG0000729	Praa.g_00904	Prbk.g_02393
OG0000730	Praa.g_00905	Prbk.g_02394
OG0000731	Praa.g_00907	Prbk.g_02396
OG0000732	Praa.g_00908	Prbk.g_02397
OG0000733	Praa.g_00909	Prbk.g_02398
OG0000734	Praa.g_00910	Prbk.g_02399
OG0000735	Praa.g_00911	Prbk.g_02400
OG0000736	Praa.g_00913	Prbk.g_02408
OG0000737	Praa.g_00914	Prbk.g_02410
OG0000738	Praa.g_00916	Prbk.g_02415
OG0000739	Praa.g_00917	Prbk.g_02417
OG0000740	Praa.g_00918	Prbk.g_02420
OG0000741	Praa.g_00920	Prbk.g_02435
OG0000742	Praa.g_00921	Prbk.g_02436
OG0000743	Praa.g_00924	Prbk.g_02439
OG0000744	Praa.g_00925	Prbk.g_02440
OG0000745	Praa.g_00926	Prbk.g_02453
OG0000746	Praa.g_00927	Prbk.g_02452
OG0000747	Praa.g_00928	Prbk.g_02451
OG0000748	Praa.g_00929	Prbk.g_02450
OG0000749	Praa.g_00930	Prbk.g_02449
OG0000750	Praa.g_00931	Prbk.g_02447
OG0000751	Praa.g_00933	Prbk.g_02455
OG0000752	Praa.g_00934	Prbk.g_02456
OG0000753	Praa.g_00935	Prbk.g_02457
OG0000754	Praa.g_00936	Prbk.g_02458
OG0000755	Praa.g_00938	Prbk.g_02459
OG0000756	Praa.g_00939	Prbk.g_02460
OG0000757	Praa.g_00940	Prbk.g_02461
OG0000758	Praa.g_00941	Prbk.g_02359
OG0000759	Praa.g_00942	Prbk.g_02358
OG0000760	Praa.g_00943	Prbk.g_02357
OG0000761	Praa.g_00944	Prbk.g_02355
OG0000762	Praa.g_00946	Prbk.g_02353
OG0000763	Praa.g_00947	Prbk.g_02352
OG0000764	Praa.g_00948	Prbk.g_02350
OG0000765	Praa.g_00949	Prbk.g_02349
OG0000766	Praa.g_00950	Prbk.g_02348
OG0000767	Praa.g_00951	Prbk.g_01698
OG0000768	Praa.g_00952	Prbk.g_02340
OG0000769	Praa.g_00953	Prbk.g_02339
OG0000770	Praa.g_00954	Prbk.g_02337
OG0000771	Praa.g_00955	Prbk.g_02336
OG0000772	Praa.g_00956	Prbk.g_02189
OG0000773	Praa.g_00958	Prbk.g_02331
OG0000774	Praa.g_00959	Prbk.g_02330
OG0000775	Praa.g_00960	Prbk.g_02329
OG0000776	Praa.g_00961	Prbk.g_02327
OG0000777	Praa.g_00962	Prbk.g_02326
OG0000778	Praa.g_00963	Prbk.g_02325
OG0000779	Praa.g_00965	Prbk.g_02320
OG0000780	Praa.g_00966	Prbk.g_02319
OG0000781	Praa.g_00967	Prbk.g_02317
OG0000782	Praa.g_00969	Prbk.g_02315
OG0000783	Praa.g_00970	Prbk.g_02313
OG0000784	Praa.g_00971	Prbk.g_02311
OG0000785	Praa.g_00972	Prbk.g_02310
OG0000786	Praa.g_00973	Prbk.g_02309
OG0000787	Praa.g_00975	Prbk.g_02307
OG0000788	Praa.g_00976	Prbk.g_02306
OG0000789	Praa.g_00977	Prbk.g_02305
OG0000790	Praa.g_00978	Prbk.g_02304
OG0000791	Praa.g_00979	Prbk.g_02303
OG0000792	Praa.g_00980	Prbk.g_01728
OG0000793	Praa.g_00981	Prbk.g_02301
OG0000794	Praa.g_00982	Prbk.g_02299
OG0000795	Praa.g_00983	Prbk.g_02297
OG0000796	Praa.g_00985	Prbk.g_02293
OG0000797	Praa.g_00987	Prbk.g_02292
OG0000798	Praa.g_00988	Prbk.g_00562
OG0000799	Praa.g_00989	Prbk.g_00566
OG0000800	Praa.g_00990	Prbk.g_00567
OG0000801	Praa.g_00991	Prbk.g_00568
OG0000802	Praa.g_00993	Prbk.g_00572
OG0000803	Praa.g_00994	Prbk.g_00573
OG0000804	Praa.g_01008	Prbk.g_00578
OG0000805	Praa.g_01010	Prbk.g_00580
OG0000806	Praa.g_01011	Prbk.g_00581
OG0000807	Praa.g_01012	Prbk.g_00583
OG0000808	Praa.g_01013	Prbk.g_00584
OG0000809	Praa.g_01017	Prbk.g_00590
OG0000810	Praa.g_01018	Prbk.g_00592
OG0000811	Praa.g_01019	Prbk.g_00593
OG0000812	Praa.g_01020	Prbk.g_02190
OG0000813	Praa.g_01021	Prbk.g_00594
OG0000814	Praa.g_01022	Prbk.g_00595
OG0000815	Praa.g_01023	Prbk.g_00596
OG0000816	Praa.g_01025	Prbk.g_00599
OG0000817	Praa.g_01028	Prbk.g_00068
OG0000818	Praa.g_01029	Prbk.g_00067
OG0000819	Praa.g_01031	Prbk.g_00064
OG0000820	Praa.g_01032	Prbk.g_00063
OG0000821	Praa.g_01033	Prbk.g_00062
OG0000822	Praa.g_01034	Prbk.g_00061
OG0000823	Praa.g_01037	Prbk.g_00058
OG0000824	Praa.g_01038	Prbk.g_00057
OG0000825	Praa.g_01040	Prbk.g_00054
OG0000826	Praa.g_01041	Prbk.g_00053
OG0000827	Praa.g_01042	Prbk.g_00052
OG0000828	Praa.g_01044	Prbk.g_00051
OG0000829	Praa.g_01070	Prbk.g_00627
OG0000830	Praa.g_01080	Prbk.g_02595
OG0000831	Praa.g_01083	Prbk.g_02022
OG0000832	Praa.g_01084	Prbk.g_01700
OG0000833	Praa.g_01091	Prbk.g_01531
OG0000834	Praa.g_01095	Prbk.g_00869
OG0000835	Praa.g_01099	Prbk.g_00879
OG0000836	Praa.g_01101	Prbk.g_01234
OG0000837	Praa.g_01115	Prbk.g_02613
OG0000838	Praa.g_01128	Prbk.g_02202
OG0000839	Praa.g_01129	Prbk.g_02196
OG0000840	Praa.g_01134	Prbk.g_01456
OG0000841	Praa.g_01141	Prbk.g_01227
OG0000842	Praa.g_01145	Prbk.g_00004
OG0000843	Praa.g_01147	Prbk.g_01037
OG0000844	Praa.g_01148	Prbk.g_01036
OG0000845	Praa.g_01149	Prbk.g_01035
OG0000846	Praa.g_01150	Prbk.g_01034
OG0000847	Praa.g_01151	Prbk.g_01032
OG0000848	Praa.g_01152	Prbk.g_01031
OG0000849	Praa.g_01153	Prbk.g_01028
OG0000850	Praa.g_01154	Prbk.g_01026
OG0000851	Praa.g_01156	Prbk.g_01022
OG0000852	Praa.g_01158	Prbk.g_01020
OG0000853	Praa.g_01160	Prbk.g_01018
OG0000854	Praa.g_01161	Prbk.g_01017
OG0000855	Praa.g_01162	Prbk.g_00141
OG0000856	Praa.g_01163	Prbk.g_00142
OG0000857	Praa.g_01164	Prbk.g_00143
OG0000858	Praa.g_01166	Prbk.g_00153
OG0000859	Praa.g_01167	Prbk.g_00155
OG0000860	Praa.g_01168	Prbk.g_00156
OG0000861	Praa.g_01169	Prbk.g_00157
OG0000862	Praa.g_01170	Prbk.g_00158
OG0000863	Praa.g_01171	Prbk.g_00106
OG0000864	Praa.g_01172	Prbk.g_00105
OG0000865	Praa.g_01173	Prbk.g_00104
OG0000866	Praa.g_01174	Prbk.g_00103
OG0000867	Praa.g_01177	Prbk.g_00100
OG0000868	Praa.g_01179	Prbk.g_00099
OG0000869	Praa.g_01180	Prbk.g_01501
OG0000870	Praa.g_01181	Prbk.g_01498
OG0000871	Praa.g_01182	Prbk.g_01497
OG0000872	Praa.g_01183	Prbk.g_00139
OG0000873	Praa.g_01184	Prbk.g_00138
OG0000874	Praa.g_01185	Prbk.g_00137
OG0000875	Praa.g_01186	Prbk.g_00135
OG0000876	Praa.g_01188	Prbk.g_00133
OG0000877	Praa.g_01189	Prbk.g_00132
OG0000878	Praa.g_01190	Prbk.g_00131
OG0000879	Praa.g_01191	Prbk.g_00130
OG0000880	Praa.g_01192	Prbk.g_00129
OG0000881	Praa.g_01193	Prbk.g_00128
OG0000882	Praa.g_01194	Prbk.g_00127
OG0000883	Praa.g_01195	Prbk.g_01503
OG0000884	Praa.g_01196	Prbk.g_01504
OG0000885	Praa.g_01197	Prbk.g_01505
OG0000886	Praa.g_01198	Prbk.g_01506
OG0000887	Praa.g_01199	Prbk.g_01508
OG0000888	Praa.g_01200	Prbk.g_00189
OG0000889	Praa.g_01201	Prbk.g_00188
OG0000890	Praa.g_01202	Prbk.g_00186
OG0000891	Praa.g_01203	Prbk.g_00185
OG0000892	Praa.g_01204	Prbk.g_00183
OG0000893	Praa.g_01205	Prbk.g_00182
OG0000894	Praa.g_01207	Prbk.g_00178
OG0000895	Praa.g_01208	Prbk.g_00177
OG0000896	Praa.g_01210	Prbk.g_00175
OG0000897	Praa.g_01211	Prbk.g_00174
OG0000898	Praa.g_01212	Prbk.g_00097
OG0000899	Praa.g_01213	Prbk.g_00098
OG0000900	Praa.g_01215	Prbk.g_00122
OG0000901	Praa.g_01290	Prbk.g_02011
OG0000902	Praa.g_01307	Prbk.g_00164
OG0000903	Praa.g_01308	Prbk.g_00163
OG0000904	Praa.g_01309	Prbk.g_00162
OG0000905	Praa.g_01310	Prbk.g_01194
OG0000906	Praa.g_01311	Prbk.g_01192
OG0000907	Praa.g_01313	Prbk.g_01190
OG0000908	Praa.g_01314	Prbk.g_01189
OG0000909	Praa.g_01315	Prbk.g_01188
OG0000910	Praa.g_01316	Prbk.g_01187
OG0000911	Praa.g_01317	Prbk.g_01186
OG0000912	Praa.g_01320	Prbk.g_01182
OG0000913	Praa.g_01321	Prbk.g_01179
OG0000914	Praa.g_01322	Prbk.g_01178
OG0000915	Praa.g_01324	Prbk.g_01175
OG0000916	Praa.g_01325	Prbk.g_01174
OG0000917	Praa.g_01326	Prbk.g_01173
OG0000918	Praa.g_01327	Prbk.g_01172
OG0000919	Praa.g_01328	Prbk.g_01171
OG0000920	Praa.g_01329	Prbk.g_01170
OG0000921	Praa.g_01331	Prbk.g_01167
OG0000922	Praa.g_01332	Prbk.g_01166
OG0000923	Praa.g_01348	Prbk.g_01199
OG0000924	Praa.g_01349	Prbk.g_01198
OG0000925	Praa.g_01352	Prbk.g_02120
OG0000926	Praa.g_01353	Prbk.g_00334
OG0000927	Praa.g_01354	Prbk.g_02564
OG0000928	Praa.g_01356	Prbk.g_01691
OG0000929	Praa.g_01358	Prbk.g_00055
OG0000930	Praa.g_01360	Prbk.g_00629
OG0000931	Praa.g_01361	Prbk.g_02578
OG0000932	Praa.g_01364	Prbk.g_00923
OG0000933	Praa.g_01368	Prbk.g_02051
OG0000934	Praa.g_01369	Prbk.g_02050
OG0000935	Praa.g_01370	Prbk.g_02049
OG0000936	Praa.g_01371	Prbk.g_02048
OG0000937	Praa.g_01372	Prbk.g_02047
OG0000938	Praa.g_01373	Prbk.g_02046
OG0000939	Praa.g_01374	Prbk.g_02045
OG0000940	Praa.g_01375	Prbk.g_02044
OG0000941	Praa.g_01376	Prbk.g_02042
OG0000942	Praa.g_01377	Prbk.g_02041
OG0000943	Praa.g_01378	Prbk.g_02040
OG0000944	Praa.g_01379	Prbk.g_02039
OG0000945	Praa.g_01380	Prbk.g_02038
OG0000946	Praa.g_01381	Prbk.g_02037
OG0000947	Praa.g_01382	Prbk.g_02036
OG0000948	Praa.g_01383	Prbk.g_02035
OG0000949	Praa.g_01384	Prbk.g_02034
OG0000950	Praa.g_01395	Prbk.g_00526
OG0000951	Praa.g_01458	Prbk.g_01929
OG0000952	Praa.g_01459	Prbk.g_01930
OG0000953	Praa.g_01460	Prbk.g_01931
OG0000954	Praa.g_01461	Prbk.g_01937
OG0000955	Praa.g_01462	Prbk.g_01938
OG0000956	Praa.g_01464	Prbk.g_00244
OG0000957	Praa.g_01465	Prbk.g_00246
OG0000958	Praa.g_01466	Prbk.g_00247
OG0000959	Praa.g_01467	Prbk.g_00248
OG0000960	Praa.g_01468	Prbk.g_00249
OG0000961	Praa.g_01469	Prbk.g_00250
OG0000962	Praa.g_01470	Prbk.g_00252
OG0000963	Praa.g_01471	Prbk.g_00253
OG0000964	Praa.g_01472	Prbk.g_00255
OG0000965	Praa.g_01474	Prbk.g_00257
OG0000966	Praa.g_01475	Prbk.g_00258
OG0000967	Praa.g_01478	Prbk.g_00261
OG0000968	Praa.g_01479	Prbk.g_00270
OG0000969	Praa.g_01480	Prbk.g_00271
OG0000970	Praa.g_01481	Prbk.g_00272
OG0000971	Praa.g_01482	Prbk.g_00273
OG0000972	Praa.g_01483	Prbk.g_00274
OG0000973	Praa.g_01485	Prbk.g_00276
OG0000974	Praa.g_01486	Prbk.g_00277
OG0000975	Praa.g_01487	Prbk.g_00278
OG0000976	Praa.g_01488	Prbk.g_00279
OG0000977	Praa.g_01489	Prbk.g_00280
OG0000978	Praa.g_01490	Prbk.g_00281
OG0000979	Praa.g_01491	Prbk.g_00282
OG0000980	Praa.g_01492	Prbk.g_00283
OG0000981	Praa.g_01493	Prbk.g_01237
OG0000982	Praa.g_01494	Prbk.g_01236
OG0000983	Praa.g_01495	Prbk.g_01235
OG0000984	Praa.g_01499	Prbk.g_01228
OG0000985	Praa.g_01500	Prbk.g_01226
OG0000986	Praa.g_01501	Prbk.g_01225
OG0000987	Praa.g_01503	Prbk.g_01222
OG0000988	Praa.g_01504	Prbk.g_01221
OG0000989	Praa.g_01505	Prbk.g_01220
OG0000990	Praa.g_01506	Prbk.g_01219
OG0000991	Praa.g_01507	Prbk.g_01218
OG0000992	Praa.g_01508	Prbk.g_01217
OG0000993	Praa.g_01509	Prbk.g_01216
OG0000994	Praa.g_01510	Prbk.g_01215
OG0000995	Praa.g_01511	Prbk.g_01214
OG0000996	Praa.g_01512	Prbk.g_01213
OG0000997	Praa.g_01514	Prbk.g_01211
OG0000998	Praa.g_01517	Prbk.g_01654
OG0000999	Praa.g_01519	Prbk.g_02016
OG0001000	Praa.g_01520	Prbk.g_02006
OG0001001	Praa.g_01521	Prbk.g_02004
OG0001002	Praa.g_01523	Prbk.g_02002
OG0001003	Praa.g_01524	Prbk.g_02001
OG0001004	Praa.g_01525	Prbk.g_02596
OG0001005	Praa.g_01526	Prbk.g_02000
OG0001006	Praa.g_01528	Prbk.g_01998
OG0001007	Praa.g_01529	Prbk.g_01997
OG0001008	Praa.g_01530	Prbk.g_01996
OG0001009	Praa.g_01531	Prbk.g_01994
OG0001010	Praa.g_01532	Prbk.g_01993
OG0001011	Praa.g_01533	Prbk.g_01991
OG0001012	Praa.g_01534	Prbk.g_01990
OG0001013	Praa.g_01535	Prbk.g_01989
OG0001014	Praa.g_01536	Prbk.g_01988
OG0001015	Praa.g_01537	Prbk.g_01987
OG0001016	Praa.g_01538	Prbk.g_01986
OG0001017	Praa.g_01539	Prbk.g_01985
OG0001018	Praa.g_01541	Prbk.g_01983
OG0001019	Praa.g_01542	Prbk.g_01982
OG0001020	Praa.g_01543	Prbk.g_01981
OG0001021	Praa.g_01544	Prbk.g_01980
OG0001022	Praa.g_01545	Prbk.g_01979
OG0001023	Praa.g_01546	Prbk.g_01978
OG0001024	Praa.g_01548	Prbk.g_01977
OG0001025	Praa.g_01549	Prbk.g_00937
OG0001026	Praa.g_01550	Prbk.g_00936
OG0001027	Praa.g_01551	Prbk.g_01360
OG0001028	Praa.g_01552	Prbk.g_00934
OG0001029	Praa.g_01553	Prbk.g_00933
OG0001030	Praa.g_01556	Prbk.g_00930
OG0001031	Praa.g_01557	Prbk.g_00929
OG0001032	Praa.g_01565	Prbk.g_02593
OG0001033	Praa.g_01572	Prbk.g_02619
OG0001034	Praa.g_01600	Prbk.g_02485
OG0001035	Praa.g_01629	Prbk.g_00918
OG0001036	Praa.g_01630	Prbk.g_00917
OG0001037	Praa.g_01636	Prbk.g_00906
OG0001038	Praa.g_01637	Prbk.g_00905
OG0001039	Praa.g_01638	Prbk.g_00904
OG0001040	Praa.g_01639	Prbk.g_00902
OG0001041	Praa.g_01641	Prbk.g_01451
OG0001042	Praa.g_01642	Prbk.g_01450
OG0001043	Praa.g_01643	Prbk.g_01449
OG0001044	Praa.g_01644	Prbk.g_01448
OG0001045	Praa.g_01645	Prbk.g_01447
OG0001046	Praa.g_01646	Prbk.g_01445
OG0001047	Praa.g_01647	Prbk.g_01444
OG0001048	Praa.g_01649	Prbk.g_01443
OG0001049	Praa.g_01650	Prbk.g_01442
OG0001050	Praa.g_01651	Prbk.g_01441
OG0001051	Praa.g_01652	Prbk.g_01440
OG0001052	Praa.g_01653	Prbk.g_01439
OG0001053	Praa.g_01654	Prbk.g_01438
OG0001054	Praa.g_01655	Prbk.g_01437
OG0001055	Praa.g_01656	Prbk.g_01436
OG0001056	Praa.g_01657	Prbk.g_01434
OG0001057	Praa.g_01659	Prbk.g_01432
OG0001058	Praa.g_01660	Prbk.g_01431
OG0001059	Praa.g_01661	Prbk.g_01429
OG0001060	Praa.g_01662	Prbk.g_01428
OG0001061	Praa.g_01663	Prbk.g_01427
OG0001062	Praa.g_01665	Prbk.g_01426
OG0001063	Praa.g_01666	Prbk.g_01425
OG0001064	Praa.g_01667	Prbk.g_01423
OG0001065	Praa.g_01668	Prbk.g_01422
OG0001066	Praa.g_01669	Prbk.g_01421
OG0001067	Praa.g_01670	Prbk.g_01420
OG0001068	Praa.g_01671	Prbk.g_01419
OG0001069	Praa.g_01674	Prbk.g_01415
OG0001070	Praa.g_01676	Prbk.g_01413
OG0001071	Praa.g_01677	Prbk.g_01412
OG0001072	Praa.g_01678	Prbk.g_01411
OG0001073	Praa.g_01679	Prbk.g_01410
OG0001074	Praa.g_01680	Prbk.g_01409
OG0001075	Praa.g_01682	Prbk.g_01407
OG0001076	Praa.g_01684	Prbk.g_01405
OG0001077	Praa.g_01685	Prbk.g_01404
OG0001078	Praa.g_01686	Prbk.g_01403
OG0001079	Praa.g_01687	Prbk.g_01402
OG0001080	Praa.g_01688	Prbk.g_01401
OG0001081	Praa.g_01689	Prbk.g_01400
OG0001082	Praa.g_01690	Prbk.g_01399
OG0001083	Praa.g_01691	Prbk.g_01398
OG0001084	Praa.g_01692	Prbk.g_01384
OG0001085	Praa.g_01693	Prbk.g_01383
OG0001086	Praa.g_01699	Prbk.g_01901
OG0001087	Praa.g_01700	Prbk.g_01904
OG0001088	Praa.g_01701	Prbk.g_01905
OG0001089	Praa.g_01703	Prbk.g_01909
OG0001090	Praa.g_01704	Prbk.g_01910
OG0001091	Praa.g_01705	Prbk.g_01911
OG0001092	Praa.g_01706	Prbk.g_01912
OG0001093	Praa.g_01707	Prbk.g_01913
OG0001094	Praa.g_01708	Prbk.g_01914
OG0001095	Praa.g_01709	Prbk.g_01915
OG0001096	Praa.g_01710	Prbk.g_01916
OG0001097	Praa.g_01711	Prbk.g_01917
OG0001098	Praa.g_01712	Prbk.g_01918
OG0001099	Praa.g_01713	Prbk.g_01920
OG0001100	Praa.g_01714	Prbk.g_01921
OG0001101	Praa.g_01715	Prbk.g_01922
OG0001102	Praa.g_01718	Prbk.g_00990
OG0001103	Praa.g_01719	Prbk.g_00991
OG0001104	Praa.g_01720	Prbk.g_00995
OG0001105	Praa.g_01722	Prbk.g_00993
OG0001106	Praa.g_01724	Prbk.g_00996
OG0001107	Praa.g_01725	Prbk.g_00997
OG0001108	Praa.g_01726	Prbk.g_01926
OG0001109	Praa.g_01733	Prbk.g_00988
OG0001110	Praa.g_01735	Prbk.g_00986
OG0001111	Praa.g_01736	Prbk.g_00985
OG0001112	Praa.g_01737	Prbk.g_00984
OG0001113	Praa.g_01738	Prbk.g_00983
OG0001114	Praa.g_01739	Prbk.g_00982
OG0001115	Praa.g_01740	Prbk.g_00981
OG0001116	Praa.g_01741	Prbk.g_00980
OG0001117	Praa.g_01742	Prbk.g_00979
OG0001118	Praa.g_01743	Prbk.g_00978
OG0001119	Praa.g_01744	Prbk.g_00977
OG0001120	Praa.g_01745	Prbk.g_00976
OG0001121	Praa.g_01746	Prbk.g_00975
OG0001122	Praa.g_01747	Prbk.g_00974
OG0001123	Praa.g_01748	Prbk.g_00973
OG0001124	Praa.g_01749	Prbk.g_00972
OG0001125	Praa.g_01750	Prbk.g_00971
OG0001126	Praa.g_01751	Prbk.g_00970
OG0001127	Praa.g_01752	Prbk.g_00969
OG0001128	Praa.g_01753	Prbk.g_00968
OG0001129	Praa.g_01754	Prbk.g_00967
OG0001130	Praa.g_01755	Prbk.g_00966
OG0001131	Praa.g_01756	Prbk.g_00965
OG0001132	Praa.g_01757	Prbk.g_00964
OG0001133	Praa.g_01758	Prbk.g_00963
OG0001134	Praa.g_01759	Prbk.g_00962
OG0001135	Praa.g_01760	Prbk.g_00961
OG0001136	Praa.g_01761	Prbk.g_00960
OG0001137	Praa.g_01762	Prbk.g_00959
OG0001138	Praa.g_01763	Prbk.g_00958
OG0001139	Praa.g_01764	Prbk.g_00957
OG0001140	Praa.g_01765	Prbk.g_00956
OG0001141	Praa.g_01767	Prbk.g_00953
OG0001142	Praa.g_01768	Prbk.g_00952
OG0001143	Praa.g_01769	Prbk.g_00951
