Orthogroup	Praa	Prat
OG0000594	Praa.g_00648	Prat.g_01076
OG0000595	Praa.g_00649	Prat.g_01075
OG0000596	Praa.g_00650	Prat.g_01074
OG0000597	Praa.g_00654	Prat.g_01070
OG0000598	Praa.g_00655	Prat.g_01069
OG0000599	Praa.g_00656	Prat.g_01068
OG0000600	Praa.g_00657	Prat.g_01067
OG0000601	Praa.g_00658	Prat.g_01066
OG0000602	Praa.g_00659	Prat.g_01065
OG0000603	Praa.g_00660	Prat.g_01064
OG0000604	Praa.g_00661	Prat.g_01063
OG0000605	Praa.g_00662	Prat.g_01062
OG0000606	Praa.g_00663	Prat.g_01061
OG0000607	Praa.g_00664	Prat.g_01059
OG0000608	Praa.g_00665	Prat.g_01058
OG0000609	Praa.g_00667	Prat.g_01056
OG0000610	Praa.g_00668	Prat.g_01055
OG0000611	Praa.g_00670	Prat.g_00744
OG0000612	Praa.g_00671	Prat.g_00745
OG0000613	Praa.g_00673	Prat.g_00747
OG0000614	Praa.g_00679	Prat.g_00752
OG0000615	Praa.g_00680	Prat.g_00753
OG0000616	Praa.g_00681	Prat.g_00754
OG0000617	Praa.g_00683	Prat.g_00757
OG0000618	Praa.g_00684	Prat.g_00758
OG0000619	Praa.g_00685	Prat.g_00759
OG0000620	Praa.g_00687	Prat.g_00761
OG0000621	Praa.g_00688	Prat.g_00762
OG0000622	Praa.g_00689	Prat.g_00763
OG0000623	Praa.g_00690	Prat.g_00764
OG0000624	Praa.g_00692	Prat.g_00767
OG0000625	Praa.g_00693	Prat.g_00768
OG0000626	Praa.g_00694	Prat.g_00769
OG0000627	Praa.g_00695	Prat.g_00772
OG0000628	Praa.g_00696	Prat.g_00773
OG0000629	Praa.g_00697	Prat.g_00774
OG0000630	Praa.g_00699	Prat.g_00776
OG0000631	Praa.g_00700	Prat.g_00777
OG0000632	Praa.g_00704	Prat.g_01882
OG0000633	Praa.g_00705	Prat.g_00826
OG0000634	Praa.g_00712	Prat.g_00789
OG0000635	Praa.g_00714	Prat.g_00791
OG0000636	Praa.g_00715	Prat.g_00792
OG0000637	Praa.g_00717	Prat.g_00797
OG0000638	Praa.g_00718	Prat.g_00798
OG0000639	Praa.g_00719	Prat.g_00799
OG0000640	Praa.g_00720	Prat.g_00800
OG0000641	Praa.g_00721	Prat.g_00801
OG0000642	Praa.g_00722	Prat.g_00802
OG0000643	Praa.g_00723	Prat.g_00803
OG0000644	Praa.g_00725	Prat.g_00805
OG0000645	Praa.g_00726	Prat.g_00807
OG0000646	Praa.g_00727	Prat.g_00808
OG0000647	Praa.g_00728	Prat.g_00809
OG0000648	Praa.g_00729	Prat.g_00811
OG0000649	Praa.g_00730	Prat.g_00812
OG0000650	Praa.g_00731	Prat.g_00813
OG0000651	Praa.g_00732	Prat.g_00814
OG0000652	Praa.g_00734	Prat.g_00816
OG0000653	Praa.g_00749	Prat.g_01225
OG0000654	Praa.g_00751	Prat.g_01486
OG0000655	Praa.g_00760	Prat.g_00600
OG0000656	Praa.g_00764	Prat.g_01472
OG0000657	Praa.g_00766	Prat.g_00888
OG0000658	Praa.g_00767	Prat.g_00887
OG0000659	Praa.g_00768	Prat.g_00886
OG0000660	Praa.g_00780	Prat.g_00345
OG0000661	Praa.g_00789	Prat.g_00859
OG0000662	Praa.g_00791	Prat.g_00863
OG0000663	Praa.g_00794	Prat.g_00865
OG0000664	Praa.g_00795	Prat.g_00866
OG0000665	Praa.g_00796	Prat.g_00867
OG0000666	Praa.g_00797	Prat.g_01043
OG0000667	Praa.g_00798	Prat.g_01042
OG0000668	Praa.g_00799	Prat.g_01041
OG0000669	Praa.g_00800	Prat.g_01040
OG0000670	Praa.g_00802	Prat.g_01038
OG0000671	Praa.g_00803	Prat.g_01037
OG0000672	Praa.g_00804	Prat.g_01036
OG0000673	Praa.g_00805	Prat.g_01035
OG0000674	Praa.g_00806	Prat.g_01034
OG0000675	Praa.g_00807	Prat.g_01033
OG0000676	Praa.g_00809	Prat.g_01031
OG0000677	Praa.g_00812	Prat.g_01029
OG0000678	Praa.g_00813	Prat.g_01028
OG0000679	Praa.g_00814	Prat.g_01027
OG0000680	Praa.g_00815	Prat.g_01026
OG0000681	Praa.g_00816	Prat.g_01025
OG0000682	Praa.g_00817	Prat.g_01024
OG0000683	Praa.g_00818	Prat.g_01023
OG0000684	Praa.g_00819	Prat.g_01021
OG0000685	Praa.g_00820	Prat.g_01020
OG0000686	Praa.g_00821	Prat.g_01019
OG0000687	Praa.g_00822	Prat.g_01018
OG0000688	Praa.g_00823	Prat.g_01017
OG0000689	Praa.g_00824	Prat.g_01016
OG0000690	Praa.g_00825	Prat.g_01015
OG0000691	Praa.g_00827	Prat.g_01013
OG0000692	Praa.g_00828	Prat.g_01012
OG0000693	Praa.g_00829	Prat.g_01011
OG0000694	Praa.g_00830	Prat.g_01010
OG0000695	Praa.g_00831	Prat.g_01009
OG0000696	Praa.g_00832	Prat.g_01008
OG0000697	Praa.g_00834	Prat.g_01007
OG0000698	Praa.g_00835	Prat.g_01006
OG0000699	Praa.g_00839	Prat.g_01003
OG0000700	Praa.g_00840	Prat.g_01002
OG0000701	Praa.g_00841	Prat.g_01001
OG0000702	Praa.g_00842	Prat.g_01000
OG0000703	Praa.g_00843	Prat.g_00999
OG0000704	Praa.g_00844	Prat.g_00998
OG0000705	Praa.g_00846	Prat.g_00996
OG0000706	Praa.g_00847	Prat.g_00995
OG0000707	Praa.g_00848	Prat.g_00994
OG0000708	Praa.g_00849	Prat.g_00993
OG0000709	Praa.g_00850	Prat.g_00992
OG0000710	Praa.g_00851	Prat.g_00991
OG0000711	Praa.g_00852	Prat.g_00990
OG0000712	Praa.g_00853	Prat.g_00989
OG0000713	Praa.g_00854	Prat.g_00988
OG0000714	Praa.g_00856	Prat.g_00984
OG0000715	Praa.g_00857	Prat.g_00983
OG0000716	Praa.g_00858	Prat.g_00982
OG0000717	Praa.g_00859	Prat.g_00981
OG0000718	Praa.g_00860	Prat.g_00980
OG0000719	Praa.g_00862	Prat.g_00978
OG0000720	Praa.g_00864	Prat.g_00974
OG0000721	Praa.g_00865	Prat.g_00973
OG0000722	Praa.g_00892	Prat.g_00694
OG0000723	Praa.g_00896	Prat.g_00699
OG0000724	Praa.g_00899	Prat.g_00705
OG0000725	Praa.g_00900	Prat.g_00707
OG0000726	Praa.g_00901	Prat.g_00708
OG0000727	Praa.g_00902	Prat.g_00709
OG0000728	Praa.g_00903	Prat.g_00710
OG0000729	Praa.g_00904	Prat.g_00712
OG0000730	Praa.g_00905	Prat.g_00713
OG0000731	Praa.g_00907	Prat.g_00716
OG0000732	Praa.g_00908	Prat.g_00717
OG0000733	Praa.g_00909	Prat.g_00718
OG0000734	Praa.g_00910	Prat.g_00719
OG0000735	Praa.g_00911	Prat.g_00720
OG0000736	Praa.g_00913	Prat.g_00722
OG0000737	Praa.g_00914	Prat.g_00723
OG0000738	Praa.g_00916	Prat.g_00725
OG0000739	Praa.g_00917	Prat.g_00726
OG0000740	Praa.g_00918	Prat.g_00728
OG0000741	Praa.g_00920	Prat.g_00730
OG0000742	Praa.g_00921	Prat.g_00731
OG0000743	Praa.g_00924	Prat.g_00735
OG0000744	Praa.g_00925	Prat.g_00736
OG0000745	Praa.g_00926	Prat.g_00738
OG0000746	Praa.g_00927	Prat.g_00739
OG0000747	Praa.g_00928	Prat.g_00740
OG0000748	Praa.g_00929	Prat.g_00741
OG0000749	Praa.g_00930	Prat.g_00742
OG0000750	Praa.g_00931	Prat.g_00743
OG0000751	Praa.g_00933	Prat.g_01051
OG0000752	Praa.g_00934	Prat.g_01050
OG0000753	Praa.g_00935	Prat.g_01049
OG0000754	Praa.g_00936	Prat.g_01048
OG0000755	Praa.g_00938	Prat.g_01046
OG0000756	Praa.g_00939	Prat.g_01045
OG0000757	Praa.g_00940	Prat.g_01044
OG0000758	Praa.g_00941	Prat.g_00868
OG0000759	Praa.g_00942	Prat.g_00869
OG0000760	Praa.g_00943	Prat.g_00870
OG0000761	Praa.g_00944	Prat.g_00871
OG0000762	Praa.g_00946	Prat.g_00873
OG0000763	Praa.g_00947	Prat.g_00874
OG0000764	Praa.g_00948	Prat.g_00876
OG0000765	Praa.g_00949	Prat.g_00877
OG0000766	Praa.g_00950	Prat.g_00878
OG0000767	Praa.g_00951	Prat.g_00879
OG0000768	Praa.g_00952	Prat.g_00880
OG0000769	Praa.g_00953	Prat.g_00881
OG0000770	Praa.g_00954	Prat.g_00883
OG0000771	Praa.g_00955	Prat.g_00884
OG0000772	Praa.g_00956	Prat.g_00944
OG0000773	Praa.g_00958	Prat.g_00889
OG0000774	Praa.g_00959	Prat.g_00890
OG0000775	Praa.g_00960	Prat.g_00891
OG0000776	Praa.g_00961	Prat.g_00893
OG0000777	Praa.g_00962	Prat.g_00894
OG0000778	Praa.g_00963	Prat.g_00895
OG0000779	Praa.g_00965	Prat.g_00897
OG0000780	Praa.g_00966	Prat.g_00898
OG0000781	Praa.g_00967	Prat.g_00899
OG0000782	Praa.g_00969	Prat.g_00901
OG0000783	Praa.g_00970	Prat.g_00902
OG0000784	Praa.g_00971	Prat.g_00903
OG0000785	Praa.g_00972	Prat.g_00904
OG0000786	Praa.g_00973	Prat.g_00905
OG0000787	Praa.g_00975	Prat.g_00907
OG0000788	Praa.g_00976	Prat.g_00908
OG0000789	Praa.g_00977	Prat.g_00909
OG0000790	Praa.g_00978	Prat.g_00910
OG0000791	Praa.g_00979	Prat.g_00911
OG0000792	Praa.g_00980	Prat.g_00912
OG0000793	Praa.g_00981	Prat.g_00913
OG0000794	Praa.g_00982	Prat.g_00914
OG0000795	Praa.g_00983	Prat.g_00915
OG0000796	Praa.g_00985	Prat.g_00916
OG0000797	Praa.g_00987	Prat.g_00917
OG0000798	Praa.g_00988	Prat.g_00918
OG0000799	Praa.g_00989	Prat.g_00919
OG0000800	Praa.g_00990	Prat.g_00920
OG0000801	Praa.g_00991	Prat.g_00921
OG0000802	Praa.g_00993	Prat.g_00923
OG0000803	Praa.g_00994	Prat.g_00924
OG0000804	Praa.g_01008	Prat.g_00929
OG0000805	Praa.g_01010	Prat.g_00931
OG0000806	Praa.g_01011	Prat.g_00932
OG0000807	Praa.g_01012	Prat.g_00933
OG0000808	Praa.g_01013	Prat.g_00934
OG0000809	Praa.g_01017	Prat.g_00939
OG0000810	Praa.g_01018	Prat.g_00941
OG0000811	Praa.g_01019	Prat.g_00942
OG0000812	Praa.g_01020	Prat.g_00943
OG0000813	Praa.g_01021	Prat.g_00946
OG0000814	Praa.g_01022	Prat.g_00947
OG0000815	Praa.g_01023	Prat.g_00948
OG0000816	Praa.g_01025	Prat.g_00951
OG0000817	Praa.g_01028	Prat.g_00955
OG0000818	Praa.g_01029	Prat.g_00956
OG0000819	Praa.g_01031	Prat.g_00957
OG0000820	Praa.g_01032	Prat.g_00958
OG0000821	Praa.g_01033	Prat.g_00959
OG0000822	Praa.g_01034	Prat.g_00960
OG0000823	Praa.g_01037	Prat.g_00963
OG0000824	Praa.g_01038	Prat.g_00964
OG0000825	Praa.g_01040	Prat.g_00966
OG0000826	Praa.g_01041	Prat.g_00967
OG0000827	Praa.g_01042	Prat.g_00968
OG0000828	Praa.g_01044	Prat.g_00970
OG0000829	Praa.g_01070	Prat.g_01204
OG0000830	Praa.g_01080	Prat.g_01479
OG0000831	Praa.g_01083	Prat.g_01197
OG0000832	Praa.g_01084	Prat.g_01480
OG0000833	Praa.g_01091	Prat.g_01214
OG0000834	Praa.g_01095	Prat.g_01199
OG0000835	Praa.g_01099	Prat.g_00354
OG0000836	Praa.g_01101	Prat.g_01373
OG0000837	Praa.g_01115	Prat.g_01211
OG0000838	Praa.g_01128	Prat.g_01560
OG0000839	Praa.g_01129	Prat.g_01559
OG0000840	Praa.g_01134	Prat.g_01175
OG0000841	Praa.g_01141	Prat.g_01177
OG0000842	Praa.g_01145	Prat.g_01171
OG0000843	Praa.g_01147	Prat.g_01169
OG0000844	Praa.g_01148	Prat.g_01168
OG0000845	Praa.g_01149	Prat.g_01167
OG0000846	Praa.g_01150	Prat.g_01166
OG0000847	Praa.g_01151	Prat.g_01165
OG0000848	Praa.g_01152	Prat.g_01164
OG0000849	Praa.g_01153	Prat.g_01163
OG0000850	Praa.g_01154	Prat.g_01162
OG0000851	Praa.g_01156	Prat.g_01159
OG0000852	Praa.g_01158	Prat.g_01157
OG0000853	Praa.g_01160	Prat.g_01155
OG0000854	Praa.g_01161	Prat.g_01154
OG0000855	Praa.g_01162	Prat.g_01153
OG0000856	Praa.g_01163	Prat.g_01152
OG0000857	Praa.g_01164	Prat.g_01151
OG0000858	Praa.g_01166	Prat.g_01148
OG0000859	Praa.g_01167	Prat.g_01147
OG0000860	Praa.g_01168	Prat.g_01146
OG0000861	Praa.g_01169	Prat.g_01145
OG0000862	Praa.g_01170	Prat.g_01144
OG0000863	Praa.g_01171	Prat.g_01142
OG0000864	Praa.g_01172	Prat.g_01141
OG0000865	Praa.g_01173	Prat.g_01140
OG0000866	Praa.g_01174	Prat.g_01139
OG0000867	Praa.g_01177	Prat.g_01136
OG0000868	Praa.g_01179	Prat.g_01135
OG0000869	Praa.g_01180	Prat.g_01134
OG0000870	Praa.g_01181	Prat.g_01131
OG0000871	Praa.g_01182	Prat.g_01130
OG0000872	Praa.g_01183	Prat.g_01128
OG0000873	Praa.g_01184	Prat.g_01127
OG0000874	Praa.g_01185	Prat.g_01126
OG0000875	Praa.g_01186	Prat.g_01124
OG0000876	Praa.g_01188	Prat.g_01123
OG0000877	Praa.g_01189	Prat.g_01122
OG0000878	Praa.g_01190	Prat.g_01121
OG0000879	Praa.g_01191	Prat.g_01120
OG0000880	Praa.g_01192	Prat.g_01119
OG0000881	Praa.g_01193	Prat.g_01118
OG0000882	Praa.g_01194	Prat.g_01117
OG0000883	Praa.g_01195	Prat.g_01116
OG0000884	Praa.g_01196	Prat.g_01115
OG0000885	Praa.g_01197	Prat.g_01114
OG0000886	Praa.g_01198	Prat.g_01113
OG0000887	Praa.g_01199	Prat.g_01112
OG0000888	Praa.g_01200	Prat.g_01111
OG0000889	Praa.g_01201	Prat.g_01110
OG0000890	Praa.g_01202	Prat.g_01108
OG0000891	Praa.g_01203	Prat.g_01107
OG0000892	Praa.g_01204	Prat.g_01106
OG0000893	Praa.g_01205	Prat.g_01105
OG0000894	Praa.g_01207	Prat.g_01104
OG0000895	Praa.g_01208	Prat.g_01103
OG0000896	Praa.g_01210	Prat.g_01101
OG0000897	Praa.g_01211	Prat.g_01100
OG0000898	Praa.g_01212	Prat.g_01099
OG0000899	Praa.g_01213	Prat.g_01098
OG0000900	Praa.g_01215	Prat.g_00594
OG0000901	Praa.g_01290	Prat.g_00626
OG0000902	Praa.g_01307	Prat.g_01238
OG0000903	Praa.g_01308	Prat.g_01239
OG0000904	Praa.g_01309	Prat.g_01240
OG0000905	Praa.g_01310	Prat.g_01241
OG0000906	Praa.g_01311	Prat.g_01242
OG0000907	Praa.g_01313	Prat.g_01244
OG0000908	Praa.g_01314	Prat.g_01245
OG0000909	Praa.g_01315	Prat.g_01246
OG0000910	Praa.g_01316	Prat.g_01247
OG0000911	Praa.g_01317	Prat.g_01248
OG0000912	Praa.g_01320	Prat.g_01251
OG0000913	Praa.g_01321	Prat.g_01252
OG0000914	Praa.g_01322	Prat.g_01253
OG0000915	Praa.g_01324	Prat.g_01255
OG0000916	Praa.g_01325	Prat.g_01256
OG0000917	Praa.g_01326	Prat.g_01257
OG0000918	Praa.g_01327	Prat.g_01258
OG0000919	Praa.g_01328	Prat.g_01259
OG0000920	Praa.g_01329	Prat.g_01260
OG0000921	Praa.g_01331	Prat.g_01263
OG0000922	Praa.g_01332	Prat.g_01264
OG0000923	Praa.g_01348	Prat.g_01282
OG0000924	Praa.g_01349	Prat.g_01283
OG0000925	Praa.g_01352	Prat.g_01287
OG0000926	Praa.g_01353	Prat.g_01471
OG0000927	Praa.g_01354	Prat.g_01178
OG0000928	Praa.g_01356	Prat.g_01455
OG0000929	Praa.g_01358	Prat.g_01200
OG0000930	Praa.g_01360	Prat.g_01181
OG0000931	Praa.g_01361	Prat.g_00976
OG0000932	Praa.g_01364	Prat.g_01228
OG0000933	Praa.g_01368	Prat.g_01293
OG0000934	Praa.g_01369	Prat.g_01294
OG0000935	Praa.g_01370	Prat.g_01295
OG0000936	Praa.g_01371	Prat.g_01296
OG0000937	Praa.g_01372	Prat.g_01297
OG0000938	Praa.g_01373	Prat.g_01298
OG0000939	Praa.g_01374	Prat.g_01299
OG0000940	Praa.g_01375	Prat.g_01300
OG0000941	Praa.g_01376	Prat.g_01301
OG0000942	Praa.g_01377	Prat.g_01302
OG0000943	Praa.g_01378	Prat.g_01303
OG0000944	Praa.g_01379	Prat.g_01304
OG0000945	Praa.g_01380	Prat.g_01305
OG0000946	Praa.g_01381	Prat.g_01306
OG0000947	Praa.g_01382	Prat.g_01307
OG0000948	Praa.g_01383	Prat.g_01308
OG0000949	Praa.g_01384	Prat.g_01309
OG0000950	Praa.g_01395	Prat.g_01769
OG0000951	Praa.g_01458	Prat.g_01333
OG0000952	Praa.g_01459	Prat.g_01334
OG0000953	Praa.g_01460	Prat.g_01335
OG0000954	Praa.g_01461	Prat.g_01336
OG0000955	Praa.g_01462	Prat.g_01337
OG0000956	Praa.g_01464	Prat.g_01339
OG0000957	Praa.g_01465	Prat.g_01340
OG0000958	Praa.g_01466	Prat.g_01341
OG0000959	Praa.g_01467	Prat.g_01342
OG0000960	Praa.g_01468	Prat.g_01343
OG0000961	Praa.g_01469	Prat.g_01344
OG0000962	Praa.g_01470	Prat.g_01345
OG0000963	Praa.g_01471	Prat.g_01346
OG0000964	Praa.g_01472	Prat.g_01348
OG0000965	Praa.g_01474	Prat.g_01350
OG0000966	Praa.g_01475	Prat.g_01351
OG0000967	Praa.g_01478	Prat.g_01355
OG0000968	Praa.g_01479	Prat.g_01356
OG0000969	Praa.g_01480	Prat.g_01357
OG0000970	Praa.g_01481	Prat.g_01358
OG0000971	Praa.g_01482	Prat.g_01359
OG0000972	Praa.g_01483	Prat.g_01360
OG0000973	Praa.g_01485	Prat.g_01362
OG0000974	Praa.g_01486	Prat.g_01363
OG0000975	Praa.g_01487	Prat.g_01364
OG0000976	Praa.g_01488	Prat.g_01365
OG0000977	Praa.g_01489	Prat.g_01366
OG0000978	Praa.g_01490	Prat.g_01367
OG0000979	Praa.g_01491	Prat.g_01368
OG0000980	Praa.g_01492	Prat.g_01369
OG0000981	Praa.g_01493	Prat.g_01370
OG0000982	Praa.g_01494	Prat.g_01371
OG0000983	Praa.g_01495	Prat.g_01372
OG0000984	Praa.g_01499	Prat.g_01378
OG0000985	Praa.g_01500	Prat.g_01379
OG0000986	Praa.g_01501	Prat.g_01380
OG0000987	Praa.g_01503	Prat.g_01382
OG0000988	Praa.g_01504	Prat.g_01383
OG0000989	Praa.g_01505	Prat.g_01384
OG0000990	Praa.g_01506	Prat.g_01385
OG0000991	Praa.g_01507	Prat.g_01386
OG0000992	Praa.g_01508	Prat.g_01387
OG0000993	Praa.g_01509	Prat.g_01388
OG0000994	Praa.g_01510	Prat.g_01389
OG0000995	Praa.g_01511	Prat.g_01390
OG0000996	Praa.g_01512	Prat.g_01391
OG0000997	Praa.g_01514	Prat.g_01393
OG0000998	Praa.g_01517	Prat.g_01399
OG0000999	Praa.g_01519	Prat.g_01403
OG0001000	Praa.g_01520	Prat.g_01405
OG0001001	Praa.g_01521	Prat.g_01407
OG0001002	Praa.g_01523	Prat.g_01409
OG0001003	Praa.g_01524	Prat.g_01410
OG0001004	Praa.g_01525	Prat.g_01411
OG0001005	Praa.g_01526	Prat.g_01412
OG0001006	Praa.g_01528	Prat.g_01414
OG0001007	Praa.g_01529	Prat.g_01415
OG0001008	Praa.g_01530	Prat.g_01416
OG0001009	Praa.g_01531	Prat.g_01417
OG0001010	Praa.g_01532	Prat.g_01418
OG0001011	Praa.g_01533	Prat.g_01420
OG0001012	Praa.g_01534	Prat.g_01421
OG0001013	Praa.g_01535	Prat.g_01422
OG0001014	Praa.g_01536	Prat.g_01423
OG0001015	Praa.g_01537	Prat.g_01424
OG0001016	Praa.g_01538	Prat.g_01425
OG0001017	Praa.g_01539	Prat.g_01426
OG0001018	Praa.g_01541	Prat.g_01427
OG0001019	Praa.g_01542	Prat.g_01428
OG0001020	Praa.g_01543	Prat.g_01429
OG0001021	Praa.g_01544	Prat.g_01430
OG0001022	Praa.g_01545	Prat.g_01431
OG0001023	Praa.g_01546	Prat.g_01432
OG0001024	Praa.g_01548	Prat.g_01434
OG0001025	Praa.g_01549	Prat.g_01435
OG0001026	Praa.g_01550	Prat.g_01436
OG0001027	Praa.g_01551	Prat.g_01437
OG0001028	Praa.g_01552	Prat.g_01439
OG0001029	Praa.g_01553	Prat.g_01440
OG0001030	Praa.g_01556	Prat.g_01443
OG0001031	Praa.g_01557	Prat.g_01444
OG0001032	Praa.g_01565	Prat.g_01502
OG0001033	Praa.g_01572	Prat.g_01457
OG0001034	Praa.g_01600	Prat.g_01022
OG0001035	Praa.g_01629	Prat.g_01585
OG0001036	Praa.g_01630	Prat.g_01586
OG0001037	Praa.g_01636	Prat.g_01593
OG0001038	Praa.g_01637	Prat.g_01594
OG0001039	Praa.g_01638	Prat.g_01595
OG0001040	Praa.g_01639	Prat.g_01596
OG0001041	Praa.g_01641	Prat.g_01598
OG0001042	Praa.g_01642	Prat.g_01599
OG0001043	Praa.g_01643	Prat.g_01600
OG0001044	Praa.g_01644	Prat.g_01601
OG0001045	Praa.g_01645	Prat.g_01602
OG0001046	Praa.g_01646	Prat.g_01603
OG0001047	Praa.g_01647	Prat.g_01604
OG0001048	Praa.g_01649	Prat.g_01605
OG0001049	Praa.g_01650	Prat.g_01606
OG0001050	Praa.g_01651	Prat.g_01607
OG0001051	Praa.g_01652	Prat.g_01608
OG0001052	Praa.g_01653	Prat.g_01609
OG0001053	Praa.g_01654	Prat.g_01610
OG0001054	Praa.g_01655	Prat.g_01611
OG0001055	Praa.g_01656	Prat.g_01612
OG0001056	Praa.g_01657	Prat.g_01613
OG0001057	Praa.g_01659	Prat.g_01615
OG0001058	Praa.g_01660	Prat.g_01616
OG0001059	Praa.g_01661	Prat.g_01617
OG0001060	Praa.g_01662	Prat.g_01618
OG0001061	Praa.g_01663	Prat.g_01619
OG0001062	Praa.g_01665	Prat.g_01621
OG0001063	Praa.g_01666	Prat.g_01622
OG0001064	Praa.g_01667	Prat.g_01623
OG0001065	Praa.g_01668	Prat.g_01624
OG0001066	Praa.g_01669	Prat.g_01625
OG0001067	Praa.g_01670	Prat.g_01626
OG0001068	Praa.g_01671	Prat.g_01627
OG0001069	Praa.g_01674	Prat.g_01630
OG0001070	Praa.g_01676	Prat.g_01632
OG0001071	Praa.g_01677	Prat.g_01633
OG0001072	Praa.g_01678	Prat.g_01634
OG0001073	Praa.g_01679	Prat.g_01635
OG0001074	Praa.g_01680	Prat.g_01636
OG0001075	Praa.g_01682	Prat.g_01639
OG0001076	Praa.g_01684	Prat.g_01641
OG0001077	Praa.g_01685	Prat.g_01642
OG0001078	Praa.g_01686	Prat.g_01643
OG0001079	Praa.g_01687	Prat.g_01644
OG0001080	Praa.g_01688	Prat.g_01645
OG0001081	Praa.g_01689	Prat.g_01646
OG0001082	Praa.g_01690	Prat.g_01647
OG0001083	Praa.g_01691	Prat.g_01648
OG0001084	Praa.g_01692	Prat.g_01649
OG0001085	Praa.g_01693	Prat.g_01650
OG0001086	Praa.g_01699	Prat.g_01655
OG0001087	Praa.g_01700	Prat.g_01657
OG0001088	Praa.g_01701	Prat.g_01658
OG0001089	Praa.g_01703	Prat.g_01661
OG0001090	Praa.g_01704	Prat.g_01662
OG0001091	Praa.g_01705	Prat.g_01663
OG0001092	Praa.g_01706	Prat.g_01664
OG0001093	Praa.g_01707	Prat.g_01665
OG0001094	Praa.g_01708	Prat.g_01666
OG0001095	Praa.g_01709	Prat.g_01667
OG0001096	Praa.g_01710	Prat.g_01668
OG0001097	Praa.g_01711	Prat.g_01669
OG0001098	Praa.g_01712	Prat.g_01670
OG0001099	Praa.g_01713	Prat.g_01671
OG0001100	Praa.g_01714	Prat.g_01672
OG0001101	Praa.g_01715	Prat.g_01673
OG0001102	Praa.g_01718	Prat.g_01677
OG0001103	Praa.g_01719	Prat.g_01678
OG0001104	Praa.g_01720	Prat.g_01682
OG0001105	Praa.g_01722	Prat.g_01680
OG0001106	Praa.g_01724	Prat.g_01676
OG0001107	Praa.g_01725	Prat.g_01675
OG0001108	Praa.g_01726	Prat.g_01674
OG0001109	Praa.g_01733	Prat.g_01684
OG0001110	Praa.g_01735	Prat.g_01686
OG0001111	Praa.g_01736	Prat.g_01687
OG0001112	Praa.g_01737	Prat.g_01688
OG0001113	Praa.g_01738	Prat.g_01689
OG0001114	Praa.g_01739	Prat.g_01690
OG0001115	Praa.g_01740	Prat.g_01691
OG0001116	Praa.g_01741	Prat.g_01692
OG0001117	Praa.g_01742	Prat.g_01693
OG0001118	Praa.g_01743	Prat.g_01694
OG0001119	Praa.g_01744	Prat.g_01695
OG0001120	Praa.g_01745	Prat.g_01696
OG0001121	Praa.g_01746	Prat.g_01697
OG0001122	Praa.g_01747	Prat.g_01698
OG0001123	Praa.g_01748	Prat.g_01699
OG0001124	Praa.g_01749	Prat.g_01700
OG0001125	Praa.g_01750	Prat.g_01701
OG0001126	Praa.g_01751	Prat.g_01702
OG0001127	Praa.g_01752	Prat.g_01703
OG0001128	Praa.g_01753	Prat.g_01704
OG0001129	Praa.g_01754	Prat.g_01705
OG0001130	Praa.g_01755	Prat.g_01706
OG0001131	Praa.g_01756	Prat.g_01707
OG0001132	Praa.g_01757	Prat.g_01708
OG0001133	Praa.g_01758	Prat.g_01709
OG0001134	Praa.g_01759	Prat.g_01710
OG0001135	Praa.g_01760	Prat.g_01711
OG0001136	Praa.g_01761	Prat.g_01712
OG0001137	Praa.g_01762	Prat.g_01713
OG0001138	Praa.g_01763	Prat.g_01714
OG0001139	Praa.g_01764	Prat.g_01715
OG0001140	Praa.g_01765	Prat.g_01327
OG0001141	Praa.g_01767	Prat.g_01717
OG0001142	Praa.g_01768	Prat.g_01718
OG0001143	Praa.g_01769	Prat.g_01719
OG0001144	Praa.g_01771	Prat.g_01721
OG0001145	Praa.g_01773	Prat.g_01723
OG0001146	Praa.g_01774	Prat.g_01724
OG0001147	Praa.g_01776	Prat.g_01727
OG0001148	Praa.g_01777	Prat.g_01728
OG0001149	Praa.g_01778	Prat.g_01729
OG0001150	Praa.g_01781	Prat.g_01732
OG0001151	Praa.g_01782	Prat.g_01733
OG0001152	Praa.g_01783	Prat.g_01734
OG0001153	Praa.g_01784	Prat.g_01735
OG0001154	Praa.g_01785	Prat.g_01736
OG0001155	Praa.g_01786	Prat.g_01737
OG0001156	Praa.g_01787	Prat.g_01738
OG0001157	Praa.g_01789	Prat.g_01740
OG0001158	Praa.g_01790	Prat.g_01742
OG0001159	Praa.g_01791	Prat.g_01744
OG0001160	Praa.g_01792	Prat.g_01745
OG0001161	Praa.g_01796	Prat.g_01748
OG0001162	Praa.g_01797	Prat.g_01749
OG0001163	Praa.g_01798	Prat.g_01750
OG0001164	Praa.g_01799	Prat.g_01751
OG0001165	Praa.g_01800	Prat.g_01752
OG0001166	Praa.g_01801	Prat.g_01753
OG0001167	Praa.g_01802	Prat.g_01754
OG0001168	Praa.g_01804	Prat.g_01756
OG0001169	Praa.g_01805	Prat.g_01757
OG0001170	Praa.g_01807	Prat.g_01760
OG0001171	Praa.g_01808	Prat.g_01761
OG0001172	Praa.g_01809	Prat.g_01762
OG0001173	Praa.g_01811	Prat.g_01764
OG0001174	Praa.g_01813	Prat.g_01766
OG0001175	Praa.g_01815	Prat.g_01768
