Orthogroup	Praa	Prbf
OG0000571	Praa.g_00624	Prbf.g_01906
OG0000572	Praa.g_00625	Prbf.g_01908
OG0000573	Praa.g_00626	Prbf.g_01909
OG0000574	Praa.g_00627	Prbf.g_01910
OG0000575	Praa.g_00628	Prbf.g_01912
OG0000576	Praa.g_00629	Prbf.g_01913
OG0000577	Praa.g_00630	Prbf.g_00977
OG0000578	Praa.g_00631	Prbf.g_00978
OG0000579	Praa.g_00632	Prbf.g_00979
OG0000580	Praa.g_00633	Prbf.g_00980
OG0000581	Praa.g_00634	Prbf.g_00981
OG0000582	Praa.g_00635	Prbf.g_00982
OG0000583	Praa.g_00636	Prbf.g_00983
OG0000584	Praa.g_00638	Prbf.g_00985
OG0000585	Praa.g_00639	Prbf.g_00986
OG0000586	Praa.g_00640	Prbf.g_00988
OG0000587	Praa.g_00641	Prbf.g_00989
OG0000588	Praa.g_00642	Prbf.g_00990
OG0000589	Praa.g_00643	Prbf.g_00991
OG0000590	Praa.g_00644	Prbf.g_00992
OG0000591	Praa.g_00645	Prbf.g_00993
OG0000592	Praa.g_00646	Prbf.g_00994
OG0000593	Praa.g_00647	Prbf.g_00995
OG0000594	Praa.g_00648	Prbf.g_00996
OG0000595	Praa.g_00649	Prbf.g_00997
OG0000596	Praa.g_00650	Prbf.g_00998
OG0000597	Praa.g_00654	Prbf.g_01002
OG0000598	Praa.g_00655	Prbf.g_01003
OG0000599	Praa.g_00656	Prbf.g_01004
OG0000600	Praa.g_00657	Prbf.g_01005
OG0000601	Praa.g_00658	Prbf.g_01006
OG0000602	Praa.g_00659	Prbf.g_01007
OG0000603	Praa.g_00660	Prbf.g_01008
OG0000604	Praa.g_00661	Prbf.g_01009
OG0000605	Praa.g_00662	Prbf.g_01010
OG0000606	Praa.g_00663	Prbf.g_01011
OG0000607	Praa.g_00664	Prbf.g_01013
OG0000608	Praa.g_00665	Prbf.g_01014
OG0000609	Praa.g_00667	Prbf.g_01016
OG0000610	Praa.g_00668	Prbf.g_01017
OG0000611	Praa.g_00670	Prbf.g_01293
OG0000612	Praa.g_00671	Prbf.g_01292
OG0000613	Praa.g_00673	Prbf.g_01290
OG0000614	Praa.g_00679	Prbf.g_01284
OG0000615	Praa.g_00680	Prbf.g_01283
OG0000616	Praa.g_00681	Prbf.g_01282
OG0000617	Praa.g_00683	Prbf.g_01279
OG0000618	Praa.g_00684	Prbf.g_01278
OG0000619	Praa.g_00685	Prbf.g_01277
OG0000620	Praa.g_00687	Prbf.g_01275
OG0000621	Praa.g_00688	Prbf.g_01274
OG0000622	Praa.g_00689	Prbf.g_01273
OG0000623	Praa.g_00690	Prbf.g_01272
OG0000624	Praa.g_00692	Prbf.g_01269
OG0000625	Praa.g_00693	Prbf.g_01268
OG0000626	Praa.g_00694	Prbf.g_01267
OG0000627	Praa.g_00695	Prbf.g_01264
OG0000628	Praa.g_00696	Prbf.g_01263
OG0000629	Praa.g_00697	Prbf.g_01262
OG0000630	Praa.g_00699	Prbf.g_01260
OG0000631	Praa.g_00700	Prbf.g_01258
OG0000632	Praa.g_00704	Prbf.g_00404
OG0000633	Praa.g_00705	Prbf.g_01334
OG0000634	Praa.g_00712	Prbf.g_01252
OG0000635	Praa.g_00714	Prbf.g_01030
OG0000636	Praa.g_00715	Prbf.g_01031
OG0000637	Praa.g_00717	Prbf.g_01033
OG0000638	Praa.g_00718	Prbf.g_01034
OG0000639	Praa.g_00719	Prbf.g_01035
OG0000640	Praa.g_00720	Prbf.g_01036
OG0000641	Praa.g_00721	Prbf.g_01037
OG0000642	Praa.g_00722	Prbf.g_01038
OG0000643	Praa.g_00723	Prbf.g_01039
OG0000644	Praa.g_00725	Prbf.g_01041
OG0000645	Praa.g_00726	Prbf.g_01043
OG0000646	Praa.g_00727	Prbf.g_01044
OG0000647	Praa.g_00728	Prbf.g_01045
OG0000648	Praa.g_00729	Prbf.g_01046
OG0000649	Praa.g_00730	Prbf.g_01047
OG0000650	Praa.g_00731	Prbf.g_01048
OG0000651	Praa.g_00732	Prbf.g_01049
OG0000652	Praa.g_00734	Prbf.g_01051
OG0000653	Praa.g_00749	Prbf.g_00863
OG0000654	Praa.g_00751	Prbf.g_00280
OG0000655	Praa.g_00760	Prbf.g_01920
OG0000656	Praa.g_00764	Prbf.g_00042
OG0000657	Praa.g_00766	Prbf.g_01929
OG0000658	Praa.g_00767	Prbf.g_01928
OG0000659	Praa.g_00768	Prbf.g_01927
OG0000660	Praa.g_00780	Prbf.g_01675
OG0000661	Praa.g_00789	Prbf.g_01150
OG0000662	Praa.g_00791	Prbf.g_01146
OG0000663	Praa.g_00794	Prbf.g_01144
OG0000664	Praa.g_00795	Prbf.g_01143
OG0000665	Praa.g_00796	Prbf.g_01142
OG0000666	Praa.g_00797	Prbf.g_01029
OG0000667	Praa.g_00798	Prbf.g_01250
OG0000668	Praa.g_00799	Prbf.g_01249
OG0000669	Praa.g_00800	Prbf.g_01248
OG0000670	Praa.g_00802	Prbf.g_01246
OG0000671	Praa.g_00803	Prbf.g_01245
OG0000672	Praa.g_00804	Prbf.g_01244
OG0000673	Praa.g_00805	Prbf.g_01243
OG0000674	Praa.g_00806	Prbf.g_01242
OG0000675	Praa.g_00807	Prbf.g_01241
OG0000676	Praa.g_00809	Prbf.g_01239
OG0000677	Praa.g_00812	Prbf.g_01237
OG0000678	Praa.g_00813	Prbf.g_01236
OG0000679	Praa.g_00814	Prbf.g_01235
OG0000680	Praa.g_00815	Prbf.g_01234
OG0000681	Praa.g_00816	Prbf.g_01233
OG0000682	Praa.g_00817	Prbf.g_01232
OG0000683	Praa.g_00818	Prbf.g_01231
OG0000684	Praa.g_00819	Prbf.g_01229
OG0000685	Praa.g_00820	Prbf.g_01228
OG0000686	Praa.g_00821	Prbf.g_01227
OG0000687	Praa.g_00822	Prbf.g_01226
OG0000688	Praa.g_00823	Prbf.g_01225
OG0000689	Praa.g_00824	Prbf.g_01224
OG0000690	Praa.g_00825	Prbf.g_01223
OG0000691	Praa.g_00827	Prbf.g_01221
OG0000692	Praa.g_00828	Prbf.g_01220
OG0000693	Praa.g_00829	Prbf.g_01219
OG0000694	Praa.g_00830	Prbf.g_01218
OG0000695	Praa.g_00831	Prbf.g_01217
OG0000696	Praa.g_00832	Prbf.g_01216
OG0000697	Praa.g_00834	Prbf.g_01214
OG0000698	Praa.g_00835	Prbf.g_01213
OG0000699	Praa.g_00839	Prbf.g_01209
OG0000700	Praa.g_00840	Prbf.g_01208
OG0000701	Praa.g_00841	Prbf.g_01206
OG0000702	Praa.g_00842	Prbf.g_01205
OG0000703	Praa.g_00843	Prbf.g_01204
OG0000704	Praa.g_00844	Prbf.g_01203
OG0000705	Praa.g_00846	Prbf.g_01201
OG0000706	Praa.g_00847	Prbf.g_01200
OG0000707	Praa.g_00848	Prbf.g_01199
OG0000708	Praa.g_00849	Prbf.g_01198
OG0000709	Praa.g_00850	Prbf.g_01197
OG0000710	Praa.g_00851	Prbf.g_01196
OG0000711	Praa.g_00852	Prbf.g_01195
OG0000712	Praa.g_00853	Prbf.g_01194
OG0000713	Praa.g_00854	Prbf.g_01193
OG0000714	Praa.g_00856	Prbf.g_01189
OG0000715	Praa.g_00857	Prbf.g_01188
OG0000716	Praa.g_00858	Prbf.g_01187
OG0000717	Praa.g_00859	Prbf.g_01186
OG0000718	Praa.g_00860	Prbf.g_01185
OG0000719	Praa.g_00862	Prbf.g_01183
OG0000720	Praa.g_00864	Prbf.g_01179
OG0000721	Praa.g_00865	Prbf.g_01178
OG0000722	Praa.g_00892	Prbf.g_00838
OG0000723	Praa.g_00896	Prbf.g_00833
OG0000724	Praa.g_00899	Prbf.g_01331
OG0000725	Praa.g_00900	Prbf.g_01329
OG0000726	Praa.g_00901	Prbf.g_01328
OG0000727	Praa.g_00902	Prbf.g_01326
OG0000728	Praa.g_00903	Prbf.g_01325
OG0000729	Praa.g_00904	Prbf.g_01323
OG0000730	Praa.g_00905	Prbf.g_01322
OG0000731	Praa.g_00907	Prbf.g_01320
OG0000732	Praa.g_00908	Prbf.g_01319
OG0000733	Praa.g_00909	Prbf.g_01318
OG0000734	Praa.g_00910	Prbf.g_01317
OG0000735	Praa.g_00911	Prbf.g_01316
OG0000736	Praa.g_00913	Prbf.g_01314
OG0000737	Praa.g_00914	Prbf.g_01313
OG0000738	Praa.g_00916	Prbf.g_01311
OG0000739	Praa.g_00917	Prbf.g_01310
OG0000740	Praa.g_00918	Prbf.g_01309
OG0000741	Praa.g_00920	Prbf.g_01307
OG0000742	Praa.g_00921	Prbf.g_01306
OG0000743	Praa.g_00924	Prbf.g_01302
OG0000744	Praa.g_00925	Prbf.g_01301
OG0000745	Praa.g_00926	Prbf.g_01299
OG0000746	Praa.g_00927	Prbf.g_01298
OG0000747	Praa.g_00928	Prbf.g_01297
OG0000748	Praa.g_00929	Prbf.g_01296
OG0000749	Praa.g_00930	Prbf.g_01295
OG0000750	Praa.g_00931	Prbf.g_01294
OG0000751	Praa.g_00933	Prbf.g_01021
OG0000752	Praa.g_00934	Prbf.g_01022
OG0000753	Praa.g_00935	Prbf.g_01023
OG0000754	Praa.g_00936	Prbf.g_01024
OG0000755	Praa.g_00938	Prbf.g_01026
OG0000756	Praa.g_00939	Prbf.g_01027
OG0000757	Praa.g_00940	Prbf.g_01028
OG0000758	Praa.g_00941	Prbf.g_01141
OG0000759	Praa.g_00942	Prbf.g_01140
OG0000760	Praa.g_00943	Prbf.g_01139
OG0000761	Praa.g_00944	Prbf.g_01138
OG0000762	Praa.g_00946	Prbf.g_01136
OG0000763	Praa.g_00947	Prbf.g_01135
OG0000764	Praa.g_00948	Prbf.g_01134
OG0000765	Praa.g_00949	Prbf.g_01133
OG0000766	Praa.g_00950	Prbf.g_01132
OG0000767	Praa.g_00951	Prbf.g_01131
OG0000768	Praa.g_00952	Prbf.g_01130
OG0000769	Praa.g_00953	Prbf.g_01129
OG0000770	Praa.g_00954	Prbf.g_01127
OG0000771	Praa.g_00955	Prbf.g_01126
OG0000772	Praa.g_00956	Prbf.g_01067
OG0000773	Praa.g_00958	Prbf.g_01124
OG0000774	Praa.g_00959	Prbf.g_01123
OG0000775	Praa.g_00960	Prbf.g_01122
OG0000776	Praa.g_00961	Prbf.g_01120
OG0000777	Praa.g_00962	Prbf.g_01119
OG0000778	Praa.g_00963	Prbf.g_01118
OG0000779	Praa.g_00965	Prbf.g_01116
OG0000780	Praa.g_00966	Prbf.g_01115
OG0000781	Praa.g_00967	Prbf.g_01114
OG0000782	Praa.g_00969	Prbf.g_01112
OG0000783	Praa.g_00970	Prbf.g_01111
OG0000784	Praa.g_00971	Prbf.g_01110
OG0000785	Praa.g_00972	Prbf.g_01109
OG0000786	Praa.g_00973	Prbf.g_01108
OG0000787	Praa.g_00975	Prbf.g_01106
OG0000788	Praa.g_00976	Prbf.g_01105
OG0000789	Praa.g_00977	Prbf.g_01104
OG0000790	Praa.g_00978	Prbf.g_01103
OG0000791	Praa.g_00979	Prbf.g_01102
OG0000792	Praa.g_00980	Prbf.g_00065
OG0000793	Praa.g_00981	Prbf.g_01100
OG0000794	Praa.g_00982	Prbf.g_01099
OG0000795	Praa.g_00983	Prbf.g_01098
OG0000796	Praa.g_00985	Prbf.g_01095
OG0000797	Praa.g_00987	Prbf.g_01094
OG0000798	Praa.g_00988	Prbf.g_01093
OG0000799	Praa.g_00989	Prbf.g_01092
OG0000800	Praa.g_00990	Prbf.g_01091
OG0000801	Praa.g_00991	Prbf.g_01090
OG0000802	Praa.g_00993	Prbf.g_01088
OG0000803	Praa.g_00994	Prbf.g_01087
OG0000804	Praa.g_01008	Prbf.g_01083
OG0000805	Praa.g_01010	Prbf.g_01081
OG0000806	Praa.g_01011	Prbf.g_01080
OG0000807	Praa.g_01012	Prbf.g_01079
OG0000808	Praa.g_01013	Prbf.g_01078
OG0000809	Praa.g_01017	Prbf.g_01072
OG0000810	Praa.g_01018	Prbf.g_01070
OG0000811	Praa.g_01019	Prbf.g_01069
OG0000812	Praa.g_01020	Prbf.g_01068
OG0000813	Praa.g_01021	Prbf.g_01065
OG0000814	Praa.g_01022	Prbf.g_01064
OG0000815	Praa.g_01023	Prbf.g_01063
OG0000816	Praa.g_01025	Prbf.g_01060
OG0000817	Praa.g_01028	Prbf.g_01159
OG0000818	Praa.g_01029	Prbf.g_01160
OG0000819	Praa.g_01031	Prbf.g_01162
OG0000820	Praa.g_01032	Prbf.g_01163
OG0000821	Praa.g_01033	Prbf.g_01164
OG0000822	Praa.g_01034	Prbf.g_01165
OG0000823	Praa.g_01037	Prbf.g_01168
OG0000824	Praa.g_01038	Prbf.g_01169
OG0000825	Praa.g_01040	Prbf.g_01171
OG0000826	Praa.g_01041	Prbf.g_01172
OG0000827	Praa.g_01042	Prbf.g_01173
OG0000828	Praa.g_01044	Prbf.g_01175
OG0000829	Praa.g_01070	Prbf.g_01705
OG0000830	Praa.g_01080	Prbf.g_00296
OG0000831	Praa.g_01083	Prbf.g_00870
OG0000832	Praa.g_01084	Prbf.g_01924
OG0000833	Praa.g_01091	Prbf.g_00048
OG0000834	Praa.g_01095	Prbf.g_00876
OG0000835	Praa.g_01099	Prbf.g_01684
OG0000836	Praa.g_01101	Prbf.g_00062
OG0000837	Praa.g_01115	Prbf.g_00094
OG0000838	Praa.g_01128	Prbf.g_00787
OG0000839	Praa.g_01129	Prbf.g_00786
OG0000840	Praa.g_01134	Prbf.g_00285
OG0000841	Praa.g_01141	Prbf.g_00896
OG0000842	Praa.g_01145	Prbf.g_00902
OG0000843	Praa.g_01147	Prbf.g_00904
OG0000844	Praa.g_01148	Prbf.g_00905
OG0000845	Praa.g_01149	Prbf.g_00906
OG0000846	Praa.g_01150	Prbf.g_00907
OG0000847	Praa.g_01151	Prbf.g_00908
OG0000848	Praa.g_01152	Prbf.g_00909
OG0000849	Praa.g_01153	Prbf.g_00910
OG0000850	Praa.g_01154	Prbf.g_00911
OG0000851	Praa.g_01156	Prbf.g_00914
OG0000852	Praa.g_01158	Prbf.g_00917
OG0000853	Praa.g_01160	Prbf.g_00919
OG0000854	Praa.g_01161	Prbf.g_00920
OG0000855	Praa.g_01162	Prbf.g_00921
OG0000856	Praa.g_01163	Prbf.g_00922
OG0000857	Praa.g_01164	Prbf.g_00923
OG0000858	Praa.g_01166	Prbf.g_00926
OG0000859	Praa.g_01167	Prbf.g_00927
OG0000860	Praa.g_01168	Prbf.g_00928
OG0000861	Praa.g_01169	Prbf.g_00929
OG0000862	Praa.g_01170	Prbf.g_00930
OG0000863	Praa.g_01171	Prbf.g_00932
OG0000864	Praa.g_01172	Prbf.g_00933
OG0000865	Praa.g_01173	Prbf.g_00934
OG0000866	Praa.g_01174	Prbf.g_00935
OG0000867	Praa.g_01177	Prbf.g_00937
OG0000868	Praa.g_01179	Prbf.g_00939
OG0000869	Praa.g_01180	Prbf.g_00940
OG0000870	Praa.g_01181	Prbf.g_00943
OG0000871	Praa.g_01182	Prbf.g_00944
OG0000872	Praa.g_01183	Prbf.g_00946
OG0000873	Praa.g_01184	Prbf.g_00947
OG0000874	Praa.g_01185	Prbf.g_00948
OG0000875	Praa.g_01186	Prbf.g_00950
OG0000876	Praa.g_01188	Prbf.g_00952
OG0000877	Praa.g_01189	Prbf.g_00953
OG0000878	Praa.g_01190	Prbf.g_00954
OG0000879	Praa.g_01191	Prbf.g_00955
OG0000880	Praa.g_01192	Prbf.g_00956
OG0000881	Praa.g_01193	Prbf.g_00957
OG0000882	Praa.g_01194	Prbf.g_00958
OG0000883	Praa.g_01195	Prbf.g_00959
OG0000884	Praa.g_01196	Prbf.g_00960
OG0000885	Praa.g_01197	Prbf.g_00961
OG0000886	Praa.g_01198	Prbf.g_00962
OG0000887	Praa.g_01199	Prbf.g_00963
OG0000888	Praa.g_01200	Prbf.g_00964
OG0000889	Praa.g_01201	Prbf.g_00965
OG0000890	Praa.g_01202	Prbf.g_00966
OG0000891	Praa.g_01203	Prbf.g_00967
OG0000892	Praa.g_01204	Prbf.g_00968
OG0000893	Praa.g_01205	Prbf.g_00969
OG0000894	Praa.g_01207	Prbf.g_00970
OG0000895	Praa.g_01208	Prbf.g_00971
OG0000896	Praa.g_01210	Prbf.g_00973
OG0000897	Praa.g_01211	Prbf.g_00974
OG0000898	Praa.g_01212	Prbf.g_00975
OG0000899	Praa.g_01213	Prbf.g_00976
OG0000900	Praa.g_01215	Prbf.g_01914
OG0000901	Praa.g_01290	Prbf.g_00767
OG0000902	Praa.g_01307	Prbf.g_00037
OG0000903	Praa.g_01308	Prbf.g_00036
OG0000904	Praa.g_01309	Prbf.g_00035
OG0000905	Praa.g_01310	Prbf.g_00034
OG0000906	Praa.g_01311	Prbf.g_00033
OG0000907	Praa.g_01313	Prbf.g_00031
OG0000908	Praa.g_01314	Prbf.g_00030
OG0000909	Praa.g_01315	Prbf.g_00029
OG0000910	Praa.g_01316	Prbf.g_00028
OG0000911	Praa.g_01317	Prbf.g_00027
OG0000912	Praa.g_01320	Prbf.g_00024
OG0000913	Praa.g_01321	Prbf.g_00023
OG0000914	Praa.g_01322	Prbf.g_00022
OG0000915	Praa.g_01324	Prbf.g_00019
OG0000916	Praa.g_01325	Prbf.g_00018
OG0000917	Praa.g_01326	Prbf.g_00017
OG0000918	Praa.g_01327	Prbf.g_00016
OG0000919	Praa.g_01328	Prbf.g_00015
OG0000920	Praa.g_01329	Prbf.g_00014
OG0000921	Praa.g_01331	Prbf.g_00011
OG0000922	Praa.g_01332	Prbf.g_00010
OG0000923	Praa.g_01348	Prbf.g_00071
OG0000924	Praa.g_01349	Prbf.g_00070
OG0000925	Praa.g_01352	Prbf.g_00002
OG0000926	Praa.g_01353	Prbf.g_01782
OG0000927	Praa.g_01354	Prbf.g_00853, Prbf.g_00066
OG0000928	Praa.g_01356	Prbf.g_00256
OG0000929	Praa.g_01358	Prbf.g_00875
OG0000930	Praa.g_01360	Prbf.g_00893
OG0000931	Praa.g_01361	Prbf.g_01181
OG0000932	Praa.g_01364	Prbf.g_00856
OG0000933	Praa.g_01368	Prbf.g_00097
OG0000934	Praa.g_01369	Prbf.g_00098
OG0000935	Praa.g_01370	Prbf.g_00099
OG0000936	Praa.g_01371	Prbf.g_00100
OG0000937	Praa.g_01372	Prbf.g_00101
OG0000938	Praa.g_01373	Prbf.g_00102
OG0000939	Praa.g_01374	Prbf.g_00103
OG0000940	Praa.g_01375	Prbf.g_00104
OG0000941	Praa.g_01376	Prbf.g_00105
OG0000942	Praa.g_01377	Prbf.g_00106
OG0000943	Praa.g_01378	Prbf.g_00107
OG0000944	Praa.g_01379	Prbf.g_00108
OG0000945	Praa.g_01380	Prbf.g_00109
OG0000946	Praa.g_01381	Prbf.g_00110
OG0000947	Praa.g_01382	Prbf.g_00111
OG0000948	Praa.g_01383	Prbf.g_00112
OG0000949	Praa.g_01384	Prbf.g_00113
OG0000950	Praa.g_01395	Prbf.g_00514
OG0000951	Praa.g_01458	Prbf.g_00140
OG0000952	Praa.g_01459	Prbf.g_00141
OG0000953	Praa.g_01460	Prbf.g_00142
OG0000954	Praa.g_01461	Prbf.g_00143
OG0000955	Praa.g_01462	Prbf.g_00144
OG0000956	Praa.g_01464	Prbf.g_00146
OG0000957	Praa.g_01465	Prbf.g_00147
OG0000958	Praa.g_01466	Prbf.g_00148
OG0000959	Praa.g_01467	Prbf.g_00149
OG0000960	Praa.g_01468	Prbf.g_00150
OG0000961	Praa.g_01469	Prbf.g_00151
OG0000962	Praa.g_01470	Prbf.g_00152
OG0000963	Praa.g_01471	Prbf.g_00153
OG0000964	Praa.g_01472	Prbf.g_00154
OG0000965	Praa.g_01474	Prbf.g_00155
OG0000966	Praa.g_01475	Prbf.g_00156
OG0000967	Praa.g_01478	Prbf.g_00159
OG0000968	Praa.g_01479	Prbf.g_00160
OG0000969	Praa.g_01480	Prbf.g_00161
OG0000970	Praa.g_01481	Prbf.g_00162
OG0000971	Praa.g_01482	Prbf.g_00163
OG0000972	Praa.g_01483	Prbf.g_00164
OG0000973	Praa.g_01485	Prbf.g_00166
OG0000974	Praa.g_01486	Prbf.g_00167
OG0000975	Praa.g_01487	Prbf.g_00168
OG0000976	Praa.g_01488	Prbf.g_00169
OG0000977	Praa.g_01489	Prbf.g_00170
OG0000978	Praa.g_01490	Prbf.g_00171
OG0000979	Praa.g_01491	Prbf.g_00172
OG0000980	Praa.g_01492	Prbf.g_00173
OG0000981	Praa.g_01493	Prbf.g_00174
OG0000982	Praa.g_01494	Prbf.g_00175
OG0000983	Praa.g_01495	Prbf.g_00176
OG0000984	Praa.g_01499	Prbf.g_00180
OG0000985	Praa.g_01500	Prbf.g_00181
OG0000986	Praa.g_01501	Prbf.g_00182
OG0000987	Praa.g_01503	Prbf.g_00184
OG0000988	Praa.g_01504	Prbf.g_00185
OG0000989	Praa.g_01505	Prbf.g_00186
OG0000990	Praa.g_01506	Prbf.g_00187
OG0000991	Praa.g_01507	Prbf.g_00188
OG0000992	Praa.g_01508	Prbf.g_00189
OG0000993	Praa.g_01509	Prbf.g_00190
OG0000994	Praa.g_01510	Prbf.g_00191
OG0000995	Praa.g_01511	Prbf.g_00192
OG0000996	Praa.g_01512	Prbf.g_00193
OG0000997	Praa.g_01514	Prbf.g_00195
OG0000998	Praa.g_01517	Prbf.g_00201
OG0000999	Praa.g_01519	Prbf.g_00203
OG0001000	Praa.g_01520	Prbf.g_00205
OG0001001	Praa.g_01521	Prbf.g_00207
OG0001002	Praa.g_01523	Prbf.g_00209
OG0001003	Praa.g_01524	Prbf.g_00210
OG0001004	Praa.g_01525	Prbf.g_00211
OG0001005	Praa.g_01526	Prbf.g_00212
OG0001006	Praa.g_01528	Prbf.g_00214
OG0001007	Praa.g_01529	Prbf.g_00215
OG0001008	Praa.g_01530	Prbf.g_00216
OG0001009	Praa.g_01531	Prbf.g_00217
OG0001010	Praa.g_01532	Prbf.g_00218
OG0001011	Praa.g_01533	Prbf.g_00219
OG0001012	Praa.g_01534	Prbf.g_00220
OG0001013	Praa.g_01535	Prbf.g_00221
OG0001014	Praa.g_01536	Prbf.g_00222
OG0001015	Praa.g_01537	Prbf.g_00223
OG0001016	Praa.g_01538	Prbf.g_00224
OG0001017	Praa.g_01539	Prbf.g_00225
OG0001018	Praa.g_01541	Prbf.g_00226
OG0001019	Praa.g_01542	Prbf.g_00227
OG0001020	Praa.g_01543	Prbf.g_00228
OG0001021	Praa.g_01544	Prbf.g_00229
OG0001022	Praa.g_01545	Prbf.g_00230
OG0001023	Praa.g_01546	Prbf.g_00231
OG0001024	Praa.g_01548	Prbf.g_00233
OG0001025	Praa.g_01549	Prbf.g_00234
OG0001026	Praa.g_01550	Prbf.g_00235
OG0001027	Praa.g_01551	Prbf.g_00236
OG0001028	Praa.g_01552	Prbf.g_00239
OG0001029	Praa.g_01553	Prbf.g_00240
OG0001030	Praa.g_01556	Prbf.g_00243
OG0001031	Praa.g_01557	Prbf.g_00244
OG0001032	Praa.g_01565	Prbf.g_00750
OG0001033	Praa.g_01572	Prbf.g_01911
OG0001034	Praa.g_01600	Prbf.g_01230
OG0001035	Praa.g_01629	Prbf.g_00700
OG0001036	Praa.g_01630	Prbf.g_00699
OG0001037	Praa.g_01636	Prbf.g_00692
OG0001038	Praa.g_01637	Prbf.g_00691
OG0001039	Praa.g_01638	Prbf.g_00690
OG0001040	Praa.g_01639	Prbf.g_00689
OG0001041	Praa.g_01641	Prbf.g_00687
OG0001042	Praa.g_01642	Prbf.g_00686
OG0001043	Praa.g_01643	Prbf.g_00685
OG0001044	Praa.g_01644	Prbf.g_00684
OG0001045	Praa.g_01645	Prbf.g_00683
OG0001046	Praa.g_01646	Prbf.g_00681
OG0001047	Praa.g_01647	Prbf.g_00680
OG0001048	Praa.g_01649	Prbf.g_00679
OG0001049	Praa.g_01650	Prbf.g_00678
OG0001050	Praa.g_01651	Prbf.g_00677
OG0001051	Praa.g_01652	Prbf.g_00676
OG0001052	Praa.g_01653	Prbf.g_00675
OG0001053	Praa.g_01654	Prbf.g_00674
OG0001054	Praa.g_01655	Prbf.g_00673
OG0001055	Praa.g_01656	Prbf.g_00672
OG0001056	Praa.g_01657	Prbf.g_00671
OG0001057	Praa.g_01659	Prbf.g_00669
OG0001058	Praa.g_01660	Prbf.g_00668
OG0001059	Praa.g_01661	Prbf.g_00667
OG0001060	Praa.g_01662	Prbf.g_00666
OG0001061	Praa.g_01663	Prbf.g_00665
OG0001062	Praa.g_01665	Prbf.g_00664
OG0001063	Praa.g_01666	Prbf.g_00663
OG0001064	Praa.g_01667	Prbf.g_00662
OG0001065	Praa.g_01668	Prbf.g_00661
OG0001066	Praa.g_01669	Prbf.g_00660
OG0001067	Praa.g_01670	Prbf.g_00659
OG0001068	Praa.g_01671	Prbf.g_00658
OG0001069	Praa.g_01674	Prbf.g_00655
OG0001070	Praa.g_01676	Prbf.g_00653
OG0001071	Praa.g_01677	Prbf.g_00652
OG0001072	Praa.g_01678	Prbf.g_00651
OG0001073	Praa.g_01679	Prbf.g_00650
OG0001074	Praa.g_01680	Prbf.g_00649
OG0001075	Praa.g_01682	Prbf.g_00647
OG0001076	Praa.g_01684	Prbf.g_00645
OG0001077	Praa.g_01685	Prbf.g_00644
OG0001078	Praa.g_01686	Prbf.g_00643
OG0001079	Praa.g_01687	Prbf.g_00642
OG0001080	Praa.g_01688	Prbf.g_00641
OG0001081	Praa.g_01689	Prbf.g_00640
OG0001082	Praa.g_01690	Prbf.g_00639
OG0001083	Praa.g_01691	Prbf.g_00638
OG0001084	Praa.g_01692	Prbf.g_00637
OG0001085	Praa.g_01693	Prbf.g_00636
OG0001086	Praa.g_01699	Prbf.g_00630
OG0001087	Praa.g_01700	Prbf.g_00628
OG0001088	Praa.g_01701	Prbf.g_00627
OG0001089	Praa.g_01703	Prbf.g_00624
OG0001090	Praa.g_01704	Prbf.g_00623
OG0001091	Praa.g_01705	Prbf.g_00622
OG0001092	Praa.g_01706	Prbf.g_00621
OG0001093	Praa.g_01707	Prbf.g_00620
OG0001094	Praa.g_01708	Prbf.g_00619
OG0001095	Praa.g_01709	Prbf.g_00618
OG0001096	Praa.g_01710	Prbf.g_00617
OG0001097	Praa.g_01711	Prbf.g_00616
OG0001098	Praa.g_01712	Prbf.g_00615
OG0001099	Praa.g_01713	Prbf.g_00614
OG0001100	Praa.g_01714	Prbf.g_00613
OG0001101	Praa.g_01715	Prbf.g_00612
OG0001102	Praa.g_01718	Prbf.g_00608
OG0001103	Praa.g_01719	Prbf.g_00607
OG0001104	Praa.g_01720	Prbf.g_00604
OG0001105	Praa.g_01722	Prbf.g_00605
OG0001106	Praa.g_01724	Prbf.g_00609
OG0001107	Praa.g_01725	Prbf.g_00610
OG0001108	Praa.g_01726	Prbf.g_00611
OG0001109	Praa.g_01733	Prbf.g_00601
OG0001110	Praa.g_01735	Prbf.g_00599
OG0001111	Praa.g_01736	Prbf.g_00598
OG0001112	Praa.g_01737	Prbf.g_00597
OG0001113	Praa.g_01738	Prbf.g_00596
OG0001114	Praa.g_01739	Prbf.g_00595
OG0001115	Praa.g_01740	Prbf.g_00594
OG0001116	Praa.g_01741	Prbf.g_00593
OG0001117	Praa.g_01742	Prbf.g_00592
OG0001118	Praa.g_01743	Prbf.g_00591
OG0001119	Praa.g_01744	Prbf.g_00590
OG0001120	Praa.g_01745	Prbf.g_00589
OG0001121	Praa.g_01746	Prbf.g_00588
OG0001122	Praa.g_01747	Prbf.g_00587
OG0001123	Praa.g_01748	Prbf.g_00586
OG0001124	Praa.g_01749	Prbf.g_00585
OG0001125	Praa.g_01750	Prbf.g_00584
OG0001126	Praa.g_01751	Prbf.g_00583
OG0001127	Praa.g_01752	Prbf.g_00582
OG0001128	Praa.g_01753	Prbf.g_00581
