Orthogroup	Praj	Praf
OG0000577	Praj.g_00645	Praf.g_01730
OG0000578	Praj.g_00646	Praf.g_01731
OG0000579	Praj.g_00647	Praf.g_01733
OG0000580	Praj.g_00648	Praf.g_01736
OG0000581	Praj.g_00649	Praf.g_01737
OG0000582	Praj.g_00650	Praf.g_01738
OG0000583	Praj.g_00651	Praf.g_01739
OG0000584	Praj.g_00653	Praf.g_01741
OG0000585	Praj.g_00654	Praf.g_01742
OG0000586	Praj.g_00656	Praf.g_01744
OG0000587	Praj.g_00657	Praf.g_01745
OG0000588	Praj.g_00660	Praf.g_01749
OG0000589	Praj.g_00661	Praf.g_01751
OG0000590	Praj.g_00663	Praf.g_02344
OG0000591	Praj.g_00671	Praf.g_00371
OG0000592	Praj.g_00672	Praf.g_01127
OG0000593	Praj.g_00673	Praf.g_02570
OG0000594	Praj.g_00676	Praf.g_01572
OG0000595	Praj.g_00677	Praf.g_02180
OG0000596	Praj.g_00678	Praf.g_01210
OG0000597	Praj.g_00680	Praf.g_01230
OG0000598	Praj.g_00681	Praf.g_01225
OG0000599	Praj.g_00682	Praf.g_01221
OG0000600	Praj.g_00683	Praf.g_01220
OG0000601	Praj.g_00686	Praf.g_01207
OG0000602	Praj.g_00687	Praf.g_01206
OG0000603	Praj.g_00688	Praf.g_01205
OG0000604	Praj.g_01396	Praf.g_01121
OG0000605	Praj.g_00689	Praf.g_01122
OG0000606	Praj.g_00690	Praf.g_01124
OG0000607	Praj.g_00692	Praf.g_01126
OG0000608	Praj.g_00693	Praf.g_01489
OG0000609	Praj.g_02137	Praf.g_02767
OG0000610	Praj.g_01218	Praf.g_00817
OG0000611	Praj.g_00699	Praf.g_01303
OG0000612	Praj.g_00700	Praf.g_01304
OG0000613	Praj.g_00701	Praf.g_01305
OG0000614	Praj.g_00702	Praf.g_01307
OG0000615	Praj.g_00704	Praf.g_01308
OG0000616	Praj.g_00705	Praf.g_01309
OG0000617	Praj.g_00706	Praf.g_01310
OG0000618	Praj.g_00707	Praf.g_01311
OG0000619	Praj.g_00708	Praf.g_01313
OG0000620	Praj.g_00709	Praf.g_01314
OG0000621	Praj.g_00710	Praf.g_01315
OG0000622	Praj.g_00711	Praf.g_01316
OG0000623	Praj.g_00712	Praf.g_01317
OG0000624	Praj.g_00714	Praf.g_01318
OG0000625	Praj.g_00715	Praf.g_01319
OG0000626	Praj.g_00716	Praf.g_01320
OG0000627	Praj.g_00718	Praf.g_01441
OG0000628	Praj.g_00719	Praf.g_01440
OG0000629	Praj.g_00720	Praf.g_01437
OG0000630	Praj.g_00721	Praf.g_01436
OG0000631	Praj.g_00723	Praf.g_01433
OG0000632	Praj.g_01134	Praf.g_01139
OG0000633	Praj.g_00091	Praf.g_00710
OG0000634	Praj.g_01054	Praf.g_00617
OG0000635	Praj.g_00938	Praf.g_01400
OG0000636	Praj.g_00937	Praf.g_01401
OG0000637	Praj.g_00936	Praf.g_01402
OG0000638	Praj.g_00373	Praf.g_02063
OG0000639	Praj.g_00913	Praf.g_00360
OG0000640	Praj.g_00915	Praf.g_01432
OG0000641	Praj.g_00917	Praf.g_01429
OG0000642	Praj.g_00918	Praf.g_01428
OG0000643	Praj.g_00919	Praf.g_01427
OG0000644	Praj.g_00763	Praf.g_01524
OG0000645	Praj.g_00764	Praf.g_01525
OG0000646	Praj.g_00765	Praf.g_01526
OG0000647	Praj.g_00766	Praf.g_01527
OG0000648	Praj.g_00768	Praf.g_01529
OG0000649	Praj.g_00769	Praf.g_01530
OG0000650	Praj.g_00770	Praf.g_01531
OG0000651	Praj.g_00771	Praf.g_01532
OG0000652	Praj.g_00772	Praf.g_01533
OG0000653	Praj.g_00773	Praf.g_01534
OG0000654	Praj.g_00775	Praf.g_01536
OG0000655	Praj.g_00777	Praf.g_01538
OG0000656	Praj.g_00778	Praf.g_01539
OG0000657	Praj.g_00779	Praf.g_01540
OG0000658	Praj.g_00780	Praf.g_01541
OG0000659	Praj.g_00781	Praf.g_01542
OG0000660	Praj.g_00782	Praf.g_01543
OG0000661	Praj.g_00784	Praf.g_01545
OG0000662	Praj.g_00786	Praf.g_01547
OG0000663	Praj.g_00787	Praf.g_01548
OG0000664	Praj.g_00788	Praf.g_01549
OG0000665	Praj.g_00789	Praf.g_01550
OG0000666	Praj.g_00790	Praf.g_01551
OG0000667	Praj.g_00791	Praf.g_01552
OG0000668	Praj.g_00792	Praf.g_01553
OG0000669	Praj.g_00794	Praf.g_01557
OG0000670	Praj.g_00795	Praf.g_01558
OG0000671	Praj.g_00796	Praf.g_01559
OG0000672	Praj.g_00797	Praf.g_01560
OG0000673	Praj.g_00798	Praf.g_01561
OG0000674	Praj.g_00799	Praf.g_01562
OG0000675	Praj.g_00801	Praf.g_01585
OG0000676	Praj.g_00802	Praf.g_01586
OG0000677	Praj.g_00804	Praf.g_01590
OG0000678	Praj.g_00806	Praf.g_01592
OG0000679	Praj.g_00808	Praf.g_01594
OG0000680	Praj.g_00809	Praf.g_01595
OG0000681	Praj.g_00810	Praf.g_01596
OG0000682	Praj.g_00811	Praf.g_01597
OG0000683	Praj.g_00814	Praf.g_01599
OG0000684	Praj.g_00815	Praf.g_01600
OG0000685	Praj.g_00816	Praf.g_01601
OG0000686	Praj.g_00817	Praf.g_01602
OG0000687	Praj.g_00818	Praf.g_01603
OG0000688	Praj.g_00819	Praf.g_01604
OG0000689	Praj.g_00820	Praf.g_01606
OG0000690	Praj.g_00821	Praf.g_01607
OG0000691	Praj.g_00822	Praf.g_01608
OG0000692	Praj.g_00825	Praf.g_01619
OG0000693	Praj.g_00826	Praf.g_01620
OG0000694	Praj.g_00827	Praf.g_01622
OG0000695	Praj.g_00828	Praf.g_01625
OG0000696	Praj.g_00829	Praf.g_01627
OG0000697	Praj.g_00831	Praf.g_01629
OG0000698	Praj.g_00835	Praf.g_01444
OG0000699	Praj.g_00836	Praf.g_01323
OG0000700	Praj.g_00869	Praf.g_01339
OG0000701	Praj.g_00872	Praf.g_00222
OG0000702	Praj.g_00877	Praf.g_01638
OG0000703	Praj.g_00879	Praf.g_01454
OG0000704	Praj.g_00880	Praf.g_00961
OG0000705	Praj.g_00881	Praf.g_01455
OG0000706	Praj.g_00882	Praf.g_01456
OG0000707	Praj.g_00884	Praf.g_01458
OG0000708	Praj.g_00885	Praf.g_01459
OG0000709	Praj.g_00887	Praf.g_01461
OG0000710	Praj.g_00888	Praf.g_01462
OG0000711	Praj.g_00889	Praf.g_01463
OG0000712	Praj.g_00890	Praf.g_01464
OG0000713	Praj.g_00891	Praf.g_01465
OG0000714	Praj.g_00893	Praf.g_01467
OG0000715	Praj.g_00894	Praf.g_01469
OG0000716	Praj.g_00897	Praf.g_01475
OG0000717	Praj.g_00898	Praf.g_01478
OG0000718	Praj.g_00899	Praf.g_01480
OG0000719	Praj.g_00901	Praf.g_01494
OG0000720	Praj.g_00902	Praf.g_01495
OG0000721	Praj.g_00905	Praf.g_01497
OG0000722	Praj.g_00906	Praf.g_01498
OG0000723	Praj.g_00907	Praf.g_01499
OG0000724	Praj.g_00748	Praf.g_01512
OG0000725	Praj.g_00749	Praf.g_01511
OG0000726	Praj.g_00750	Praf.g_01510
OG0000727	Praj.g_00751	Praf.g_01509
OG0000728	Praj.g_00752	Praf.g_01508
OG0000729	Praj.g_00753	Praf.g_01506
OG0000730	Praj.g_00754	Praf.g_01503
OG0000731	Praj.g_00755	Praf.g_01515
OG0000732	Praj.g_00756	Praf.g_01516
OG0000733	Praj.g_00757	Praf.g_01517
OG0000734	Praj.g_00758	Praf.g_01519
OG0000735	Praj.g_00760	Praf.g_01520
OG0000736	Praj.g_00761	Praf.g_01522
OG0000737	Praj.g_00762	Praf.g_01523
OG0000738	Praj.g_00920	Praf.g_01426
OG0000739	Praj.g_00921	Praf.g_01425
OG0000740	Praj.g_00922	Praf.g_01424
OG0000741	Praj.g_00923	Praf.g_01422
OG0000742	Praj.g_00925	Praf.g_01420
OG0000743	Praj.g_00926	Praf.g_01419
OG0000744	Praj.g_00927	Praf.g_01417
OG0000745	Praj.g_00928	Praf.g_01416
OG0000746	Praj.g_00929	Praf.g_01415
OG0000747	Praj.g_00930	Praf.g_01006
OG0000748	Praj.g_00931	Praf.g_01408
OG0000749	Praj.g_00932	Praf.g_01407
OG0000750	Praj.g_00933	Praf.g_01405
OG0000751	Praj.g_00934	Praf.g_01404
OG0000752	Praj.g_00847	Praf.g_02684
OG0000753	Praj.g_00939	Praf.g_01399
OG0000754	Praj.g_00940	Praf.g_01398
OG0000755	Praj.g_00941	Praf.g_01397
OG0000756	Praj.g_00943	Praf.g_01395
OG0000757	Praj.g_00944	Praf.g_01394
OG0000758	Praj.g_00945	Praf.g_01393
OG0000759	Praj.g_00947	Praf.g_01388
OG0000760	Praj.g_00948	Praf.g_01387
OG0000761	Praj.g_00949	Praf.g_01385
OG0000762	Praj.g_00951	Praf.g_01382
OG0000763	Praj.g_00952	Praf.g_01380
OG0000764	Praj.g_00953	Praf.g_01378
OG0000765	Praj.g_00954	Praf.g_01377
OG0000766	Praj.g_00955	Praf.g_01376
OG0000767	Praj.g_00957	Praf.g_01374
OG0000768	Praj.g_00958	Praf.g_01372
OG0000769	Praj.g_00959	Praf.g_01371
OG0000770	Praj.g_00960	Praf.g_01370
OG0000771	Praj.g_00961	Praf.g_01369
OG0000772	Praj.g_00085	Praf.g_01073
OG0000773	Praj.g_00963	Praf.g_01366
OG0000774	Praj.g_00964	Praf.g_01364
OG0000775	Praj.g_00965	Praf.g_01362
OG0000776	Praj.g_00966	Praf.g_01360
OG0000777	Praj.g_00968	Praf.g_01359
OG0000778	Praj.g_00969	Praf.g_01358
OG0000779	Praj.g_00970	Praf.g_01355
OG0000780	Praj.g_00972	Praf.g_01353
OG0000781	Praj.g_00973	Praf.g_01349
OG0000782	Praj.g_00974	Praf.g_01348
OG0000783	Praj.g_00991	Praf.g_01343
OG0000784	Praj.g_00992	Praf.g_01341
OG0000785	Praj.g_00993	Praf.g_01340
OG0000786	Praj.g_00994	Praf.g_01338
OG0000787	Praj.g_00995	Praf.g_01337
OG0000788	Praj.g_00999	Praf.g_01331
OG0000789	Praj.g_01002	Praf.g_01328
OG0000790	Praj.g_00846	Praf.g_02685
OG0000791	Praj.g_01003	Praf.g_01327
OG0000792	Praj.g_01004	Praf.g_01326
OG0000793	Praj.g_01005	Praf.g_01325
OG0000794	Praj.g_01008	Praf.g_01322
OG0000795	Praj.g_01012	Praf.g_01287
OG0000796	Praj.g_01013	Praf.g_01286
OG0000797	Praj.g_01016	Praf.g_01283
OG0000798	Praj.g_01017	Praf.g_01281
OG0000799	Praj.g_01018	Praf.g_01280
OG0000800	Praj.g_01019	Praf.g_01279
OG0000801	Praj.g_01022	Praf.g_01276
OG0000802	Praj.g_01023	Praf.g_01275
OG0000803	Praj.g_00845	Praf.g_01270
OG0000804	Praj.g_00844	Praf.g_01269
OG0000805	Praj.g_00843	Praf.g_01268
OG0000806	Praj.g_00841	Praf.g_01267
OG0000807	Praj.g_00852	Praf.g_01296
OG0000808	Praj.g_01063	Praf.g_01652
OG0000809	Praj.g_01045	Praf.g_00558
OG0000810	Praj.g_01728	Praf.g_01008
OG0000811	Praj.g_02022	Praf.g_00162
OG0000812	Praj.g_00378	Praf.g_02056
OG0000813	Praj.g_00386	Praf.g_02047
OG0000814	Praj.g_01725	Praf.g_01825
OG0000815	Praj.g_01040	Praf.g_01671
OG0000816	Praj.g_01833	Praf.g_02698
OG0000817	Praj.g_01834	Praf.g_02691
OG0000818	Praj.g_01083	Praf.g_00359
OG0000819	Praj.g_01482	Praf.g_01832
OG0000820	Praj.g_01476	Praf.g_00233
OG0000821	Praj.g_01474	Praf.g_00822
OG0000822	Praj.g_01473	Praf.g_00823
OG0000823	Praj.g_01472	Praf.g_00824
OG0000824	Praj.g_01471	Praf.g_00825
OG0000825	Praj.g_01470	Praf.g_00826
OG0000826	Praj.g_01469	Praf.g_00827
OG0000827	Praj.g_01468	Praf.g_00830
OG0000828	Praj.g_01467	Praf.g_00832
OG0000829	Praj.g_01466	Praf.g_00833
OG0000830	Praj.g_01464	Praf.g_00836
OG0000831	Praj.g_01462	Praf.g_00853
OG0000832	Praj.g_01460	Praf.g_00855
OG0000833	Praj.g_01459	Praf.g_00856
OG0000834	Praj.g_01458	Praf.g_00858
OG0000835	Praj.g_01457	Praf.g_00859
OG0000836	Praj.g_01456	Praf.g_00860
OG0000837	Praj.g_01453	Praf.g_00870
OG0000838	Praj.g_01452	Praf.g_00872
OG0000839	Praj.g_01451	Praf.g_00873
OG0000840	Praj.g_01450	Praf.g_00874
OG0000841	Praj.g_01449	Praf.g_00875
OG0000842	Praj.g_01447	Praf.g_00879
OG0000843	Praj.g_01446	Praf.g_00880
OG0000844	Praj.g_01445	Praf.g_00881
OG0000845	Praj.g_01444	Praf.g_00882
OG0000846	Praj.g_01442	Praf.g_00885
OG0000847	Praj.g_01440	Praf.g_00886
OG0000848	Praj.g_01438	Praf.g_00914
OG0000849	Praj.g_01437	Praf.g_00917
OG0000850	Praj.g_01436	Praf.g_00918
OG0000851	Praj.g_01434	Praf.g_00921
OG0000852	Praj.g_01432	Praf.g_00923
OG0000853	Praj.g_01430	Praf.g_00925
OG0000854	Praj.g_01428	Praf.g_00927
OG0000855	Praj.g_01427	Praf.g_00928
OG0000856	Praj.g_01426	Praf.g_00929
OG0000857	Praj.g_01425	Praf.g_00930
OG0000858	Praj.g_01424	Praf.g_00931
OG0000859	Praj.g_01423	Praf.g_00932
OG0000860	Praj.g_01422	Praf.g_00933
OG0000861	Praj.g_01421	Praf.g_00913
OG0000862	Praj.g_01420	Praf.g_00912
OG0000863	Praj.g_01419	Praf.g_00911
OG0000864	Praj.g_01418	Praf.g_00910
OG0000865	Praj.g_01417	Praf.g_00908
OG0000866	Praj.g_01416	Praf.g_00905
OG0000867	Praj.g_01415	Praf.g_00904
OG0000868	Praj.g_01414	Praf.g_00902
OG0000869	Praj.g_01411	Praf.g_00899
OG0000870	Praj.g_01410	Praf.g_00898
OG0000871	Praj.g_01409	Praf.g_00895
OG0000872	Praj.g_01408	Praf.g_00894
OG0000873	Praj.g_01407	Praf.g_00892
OG0000874	Praj.g_01406	Praf.g_00891
OG0000875	Praj.g_01405	Praf.g_00888
OG0000876	Praj.g_01404	Praf.g_00887
OG0000877	Praj.g_01403	Praf.g_00937
OG0000878	Praj.g_01246	Praf.g_00548
OG0000879	Praj.g_01517	Praf.g_00810
OG0000880	Praj.g_01518	Praf.g_00809
OG0000881	Praj.g_01519	Praf.g_00808
OG0000882	Praj.g_01520	Praf.g_00806
OG0000883	Praj.g_01522	Praf.g_00804
OG0000884	Praj.g_01523	Praf.g_00802
OG0000885	Praj.g_01524	Praf.g_00801
OG0000886	Praj.g_01525	Praf.g_00800
OG0000887	Praj.g_01526	Praf.g_00799
OG0000888	Praj.g_01527	Praf.g_00798
OG0000889	Praj.g_01530	Praf.g_00794
OG0000890	Praj.g_01531	Praf.g_00791
OG0000891	Praj.g_01532	Praf.g_00790
OG0000892	Praj.g_01534	Praf.g_00787
OG0000893	Praj.g_01535	Praf.g_00786
OG0000894	Praj.g_01536	Praf.g_00785
OG0000895	Praj.g_01537	Praf.g_00784
OG0000896	Praj.g_01538	Praf.g_00783
OG0000897	Praj.g_01539	Praf.g_00782
OG0000898	Praj.g_01542	Praf.g_00777
OG0000899	Praj.g_01543	Praf.g_00776
OG0000900	Praj.g_01546	Praf.g_01886
OG0000901	Praj.g_01550	Praf.g_01897
OG0000902	Praj.g_00732	Praf.g_01996
OG0000903	Praj.g_01484	Praf.g_01623
OG0000904	Praj.g_01011	Praf.g_01001
OG0000905	Praj.g_01734	Praf.g_01271
OG0000906	Praj.g_01573	Praf.g_01294
OG0000907	Praj.g_00833	Praf.g_01635
OG0000908	Praj.g_01160	Praf.g_00494
OG0000909	Praj.g_01577	Praf.g_00582
OG0000910	Praj.g_01578	Praf.g_00581
OG0000911	Praj.g_01579	Praf.g_00580
OG0000912	Praj.g_01580	Praf.g_00579
OG0000913	Praj.g_01581	Praf.g_00578
OG0000914	Praj.g_01582	Praf.g_00577
OG0000915	Praj.g_01583	Praf.g_00576
OG0000916	Praj.g_01584	Praf.g_00575
OG0000917	Praj.g_01585	Praf.g_00573
OG0000918	Praj.g_01586	Praf.g_00572
OG0000919	Praj.g_01587	Praf.g_00571
OG0000920	Praj.g_01588	Praf.g_00570
OG0000921	Praj.g_01589	Praf.g_00569
OG0000922	Praj.g_01590	Praf.g_00568
OG0000923	Praj.g_01591	Praf.g_00567
OG0000924	Praj.g_01592	Praf.g_00566
OG0000925	Praj.g_01593	Praf.g_00565
OG0000926	Praj.g_01995	Praf.g_02394
OG0000927	Praj.g_01613	Praf.g_01765
OG0000928	Praj.g_01614	Praf.g_01766
OG0000929	Praj.g_01615	Praf.g_01767
OG0000930	Praj.g_01616	Praf.g_01772
OG0000931	Praj.g_01617	Praf.g_01773
OG0000932	Praj.g_01619	Praf.g_01779
OG0000933	Praj.g_01620	Praf.g_01781
OG0000934	Praj.g_01621	Praf.g_01782
OG0000935	Praj.g_01622	Praf.g_01783
OG0000936	Praj.g_01623	Praf.g_01784
OG0000937	Praj.g_01624	Praf.g_01785
OG0000938	Praj.g_01625	Praf.g_01787
OG0000939	Praj.g_01626	Praf.g_01788
OG0000940	Praj.g_01628	Praf.g_01790
OG0000941	Praj.g_01630	Praf.g_01792
OG0000942	Praj.g_01631	Praf.g_01793
OG0000943	Praj.g_01634	Praf.g_01796
OG0000944	Praj.g_01635	Praf.g_01801
OG0000945	Praj.g_01636	Praf.g_01802
OG0000946	Praj.g_01637	Praf.g_01803
OG0000947	Praj.g_01638	Praf.g_01804
OG0000948	Praj.g_01639	Praf.g_01805
OG0000949	Praj.g_01640	Praf.g_01806
OG0000950	Praj.g_01641	Praf.g_01807
OG0000951	Praj.g_01642	Praf.g_01808
OG0000952	Praj.g_01643	Praf.g_01809
OG0000953	Praj.g_01644	Praf.g_01810
OG0000954	Praj.g_01645	Praf.g_01817
OG0000955	Praj.g_01646	Praf.g_01818
OG0000956	Praj.g_01647	Praf.g_01819
OG0000957	Praj.g_00454	Praf.g_01820
OG0000958	Praj.g_01648	Praf.g_01822
OG0000959	Praj.g_01649	Praf.g_01823
OG0000960	Praj.g_01650	Praf.g_01824
OG0000961	Praj.g_01653	Praf.g_01831
OG0000962	Praj.g_01654	Praf.g_01833
OG0000963	Praj.g_01655	Praf.g_01834
OG0000964	Praj.g_01657	Praf.g_01837
OG0000965	Praj.g_01658	Praf.g_01838
OG0000966	Praj.g_01659	Praf.g_01839
OG0000967	Praj.g_01660	Praf.g_01840
OG0000968	Praj.g_01661	Praf.g_01841
OG0000969	Praj.g_01662	Praf.g_01842
OG0000970	Praj.g_01663	Praf.g_01843
OG0000971	Praj.g_01664	Praf.g_01844
OG0000972	Praj.g_01665	Praf.g_01845
OG0000973	Praj.g_01666	Praf.g_01846
OG0000974	Praj.g_01668	Praf.g_01849
OG0000975	Praj.g_01674	Praf.g_00956
OG0000976	Praj.g_01677	Praf.g_00554
OG0000977	Praj.g_01678	Praf.g_00542
OG0000978	Praj.g_01679	Praf.g_00540
OG0000979	Praj.g_01681	Praf.g_00538
OG0000980	Praj.g_01682	Praf.g_00537
OG0000981	Praj.g_01683	Praf.g_01653
OG0000982	Praj.g_01684	Praf.g_00536
OG0000983	Praj.g_01686	Praf.g_00534
OG0000984	Praj.g_01687	Praf.g_00533
OG0000985	Praj.g_01688	Praf.g_00532
OG0000986	Praj.g_01690	Praf.g_00530
OG0000987	Praj.g_01691	Praf.g_00529
OG0000988	Praj.g_01692	Praf.g_00526
OG0000989	Praj.g_01693	Praf.g_00525
OG0000990	Praj.g_01694	Praf.g_00524
OG0000991	Praj.g_01695	Praf.g_00523
OG0000992	Praj.g_01696	Praf.g_00522
OG0000993	Praj.g_01697	Praf.g_00521
OG0000994	Praj.g_01698	Praf.g_00520
OG0000995	Praj.g_01699	Praf.g_00518
OG0000996	Praj.g_01700	Praf.g_00517
OG0000997	Praj.g_01701	Praf.g_00516
OG0000998	Praj.g_01702	Praf.g_00515
OG0000999	Praj.g_01703	Praf.g_00513
OG0001000	Praj.g_01704	Praf.g_00512
OG0001001	Praj.g_01706	Praf.g_00511
OG0001002	Praj.g_01707	Praf.g_00508
OG0001003	Praj.g_01708	Praf.g_00507
OG0001004	Praj.g_01709	Praf.g_00370
OG0001005	Praj.g_01711	Praf.g_00504
OG0001006	Praj.g_01712	Praf.g_00503
OG0001007	Praj.g_01713	Praf.g_00502
OG0001008	Praj.g_01715	Praf.g_00500
OG0001009	Praj.g_01716	Praf.g_00499
OG0001010	Praj.g_01499	Praf.g_01650
OG0001011	Praj.g_01599	Praf.g_01677
OG0001012	Praj.g_00785	Praf.g_01546
OG0001013	Praj.g_01763	Praf.g_00490
OG0001014	Praj.g_01764	Praf.g_00489
OG0001015	Praj.g_01769	Praf.g_00479
OG0001016	Praj.g_01770	Praf.g_00478
OG0001017	Praj.g_01771	Praf.g_00477
OG0001018	Praj.g_01772	Praf.g_00475
OG0001019	Praj.g_01773	Praf.g_00472
OG0001020	Praj.g_01774	Praf.g_00471
OG0001021	Praj.g_01775	Praf.g_00470
OG0001022	Praj.g_01776	Praf.g_00469
OG0001023	Praj.g_01777	Praf.g_00468
OG0001024	Praj.g_01778	Praf.g_00466
OG0001025	Praj.g_01779	Praf.g_00465
OG0001026	Praj.g_01780	Praf.g_00464
OG0001027	Praj.g_01781	Praf.g_00463
OG0001028	Praj.g_01782	Praf.g_00462
OG0001029	Praj.g_01783	Praf.g_00461
OG0001030	Praj.g_01784	Praf.g_00460
OG0001031	Praj.g_01785	Praf.g_00459
OG0001032	Praj.g_01786	Praf.g_00458
OG0001033	Praj.g_01787	Praf.g_00457
OG0001034	Praj.g_01788	Praf.g_00455
OG0001035	Praj.g_01790	Praf.g_00453
OG0001036	Praj.g_01791	Praf.g_00452
OG0001037	Praj.g_01792	Praf.g_00450
OG0001038	Praj.g_01793	Praf.g_00449
OG0001039	Praj.g_01794	Praf.g_00448
OG0001040	Praj.g_01796	Praf.g_00447
OG0001041	Praj.g_01797	Praf.g_00446
OG0001042	Praj.g_01798	Praf.g_00444
OG0001043	Praj.g_01799	Praf.g_00443
OG0001044	Praj.g_01800	Praf.g_00442
OG0001045	Praj.g_01801	Praf.g_00441
OG0001046	Praj.g_01802	Praf.g_00440
OG0001047	Praj.g_01804	Praf.g_00435
OG0001048	Praj.g_01806	Praf.g_00433
OG0001049	Praj.g_01807	Praf.g_00432
OG0001050	Praj.g_01808	Praf.g_00431
OG0001051	Praj.g_01809	Praf.g_00430
OG0001052	Praj.g_01810	Praf.g_00429
OG0001053	Praj.g_01812	Praf.g_00427
OG0001054	Praj.g_01814	Praf.g_00425
OG0001055	Praj.g_01815	Praf.g_00424
OG0001056	Praj.g_01816	Praf.g_00423
OG0001057	Praj.g_01817	Praf.g_00422
OG0001058	Praj.g_01818	Praf.g_00421
OG0001059	Praj.g_01819	Praf.g_00420
OG0001060	Praj.g_01820	Praf.g_00419
OG0001061	Praj.g_01821	Praf.g_00418
OG0001062	Praj.g_01822	Praf.g_00405
OG0001063	Praj.g_01823	Praf.g_00404
OG0001064	Praj.g_01825	Praf.g_00402
OG0001065	Praj.g_01868	Praf.g_02202
OG0001066	Praj.g_01870	Praf.g_02200
OG0001067	Praj.g_01871	Praf.g_02199
OG0001068	Praj.g_01873	Praf.g_02196
OG0001069	Praj.g_01874	Praf.g_02195
OG0001070	Praj.g_01875	Praf.g_02194
OG0001071	Praj.g_01876	Praf.g_02193
OG0001072	Praj.g_01877	Praf.g_02192
OG0001073	Praj.g_01878	Praf.g_02191
OG0001074	Praj.g_01879	Praf.g_02190
OG0001075	Praj.g_01880	Praf.g_02189
OG0001076	Praj.g_01881	Praf.g_02188
OG0001077	Praj.g_01882	Praf.g_02187
OG0001078	Praj.g_01883	Praf.g_02185
OG0001079	Praj.g_01884	Praf.g_02184
OG0001080	Praj.g_01885	Praf.g_02183
OG0001081	Praj.g_01894	Praf.g_02170
OG0001082	Praj.g_01893	Praf.g_02171
OG0001083	Praj.g_01889	Praf.g_02175
OG0001084	Praj.g_01891	Praf.g_02173
OG0001085	Praj.g_01892	Praf.g_02172
OG0001086	Praj.g_01888	Praf.g_02176
OG0001087	Praj.g_01887	Praf.g_02177
OG0001088	Praj.g_01886	Praf.g_02179
OG0001089	Praj.g_01909	Praf.g_02163
OG0001090	Praj.g_01911	Praf.g_02161
OG0001091	Praj.g_01912	Praf.g_02160
OG0001092	Praj.g_01913	Praf.g_02159
OG0001093	Praj.g_01914	Praf.g_02158
OG0001094	Praj.g_01915	Praf.g_02157
OG0001095	Praj.g_01916	Praf.g_02156
OG0001096	Praj.g_01917	Praf.g_02155
OG0001097	Praj.g_01918	Praf.g_02154
OG0001098	Praj.g_01919	Praf.g_02153
OG0001099	Praj.g_01920	Praf.g_02152
OG0001100	Praj.g_01921	Praf.g_02151
OG0001101	Praj.g_01922	Praf.g_02150
OG0001102	Praj.g_01923	Praf.g_02149
OG0001103	Praj.g_01924	Praf.g_02148
OG0001104	Praj.g_01925	Praf.g_02147
OG0001105	Praj.g_01926	Praf.g_02146
OG0001106	Praj.g_01927	Praf.g_02145
OG0001107	Praj.g_01928	Praf.g_02144
OG0001108	Praj.g_01929	Praf.g_02143
OG0001109	Praj.g_01930	Praf.g_02142
OG0001110	Praj.g_01931	Praf.g_02141
OG0001111	Praj.g_01932	Praf.g_02140
OG0001112	Praj.g_01933	Praf.g_02139
OG0001113	Praj.g_01934	Praf.g_02138
OG0001114	Praj.g_01935	Praf.g_02137
OG0001115	Praj.g_01936	Praf.g_02136
OG0001116	Praj.g_01937	Praf.g_02135
OG0001117	Praj.g_01938	Praf.g_02134
OG0001118	Praj.g_01939	Praf.g_02133
OG0001119	Praj.g_01940	Praf.g_02132
OG0001120	Praj.g_01941	Praf.g_02131
OG0001121	Praj.g_01943	Praf.g_02128
OG0001122	Praj.g_01944	Praf.g_02127
OG0001123	Praj.g_01945	Praf.g_02126
OG0001124	Praj.g_01947	Praf.g_02124
OG0001125	Praj.g_01949	Praf.g_02122
OG0001126	Praj.g_01950	Praf.g_02121
OG0001127	Praj.g_01953	Praf.g_02118
OG0001128	Praj.g_01954	Praf.g_02117
OG0001129	Praj.g_01955	Praf.g_02112
OG0001130	Praj.g_01958	Praf.g_02109
OG0001131	Praj.g_01959	Praf.g_02108
OG0001132	Praj.g_01960	Praf.g_02107
OG0001133	Praj.g_01961	Praf.g_02106
OG0001134	Praj.g_01962	Praf.g_02105
OG0001135	Praj.g_01963	Praf.g_02104
OG0001136	Praj.g_01964	Praf.g_02103
OG0001137	Praj.g_01965	Praf.g_02102
OG0001138	Praj.g_01966	Praf.g_02101
OG0001139	Praj.g_01968	Praf.g_02099
OG0001140	Praj.g_01969	Praf.g_02097
OG0001141	Praj.g_01970	Praf.g_02096
OG0001142	Praj.g_01975	Praf.g_02082
OG0001143	Praj.g_01976	Praf.g_02081
OG0001144	Praj.g_01977	Praf.g_02079
OG0001145	Praj.g_01978	Praf.g_02078
OG0001146	Praj.g_01979	Praf.g_02077
OG0001147	Praj.g_01980	Praf.g_02076
OG0001148	Praj.g_01981	Praf.g_02075
OG0001149	Praj.g_01982	Praf.g_02372
OG0001150	Praj.g_01983	Praf.g_02375
OG0001151	Praj.g_01986	Praf.g_02383
OG0001152	Praj.g_01987	Praf.g_02384
OG0001153	Praj.g_01988	Praf.g_02386
OG0001154	Praj.g_01990	Praf.g_02388
OG0001155	Praj.g_01992	Praf.g_02391
OG0001156	Praj.g_01994	Praf.g_02393
OG0001157	Praj.g_01996	Praf.g_02395
OG0001158	Praj.g_01998	Praf.g_02397
