Orthogroup	Praj	Prax
OG0000575	Praj.g_00643	Prax.g_00114
OG0000576	Praj.g_00644	Prax.g_00115
OG0000577	Praj.g_00645	Prax.g_00116
OG0000578	Praj.g_00646	Prax.g_00117
OG0000579	Praj.g_00647	Prax.g_00118
OG0000580	Praj.g_00648	Prax.g_00119
OG0000581	Praj.g_00649	Prax.g_00120
OG0000582	Praj.g_00650	Prax.g_00121
OG0000583	Praj.g_00651	Prax.g_00122
OG0000584	Praj.g_00653	Prax.g_00123
OG0000585	Praj.g_00654	Prax.g_00977
OG0000586	Praj.g_00656	Prax.g_00975
OG0000587	Praj.g_00657	Prax.g_00974
OG0000588	Praj.g_00660	Prax.g_00972
OG0000589	Praj.g_00661	Prax.g_00971
OG0000590	Praj.g_00663	Prax.g_00969
OG0000591	Praj.g_00671	Prax.g_00963
OG0000592	Praj.g_00672	Prax.g_00962
OG0000593	Praj.g_00673	Prax.g_00961
OG0000594	Praj.g_00676	Prax.g_00959
OG0000595	Praj.g_00677	Prax.g_00958
OG0000596	Praj.g_00678	Prax.g_00957
OG0000597	Praj.g_00680	Prax.g_00955
OG0000598	Praj.g_00681	Prax.g_00954
OG0000599	Praj.g_00682	Prax.g_00953
OG0000600	Praj.g_00683	Prax.g_00952
OG0000601	Praj.g_00686	Prax.g_00950
OG0000602	Praj.g_00687	Prax.g_00949
OG0000603	Praj.g_00688	Prax.g_00948
OG0000604	Praj.g_01396	Prax.g_00947
OG0000605	Praj.g_00689	Prax.g_00946
OG0000606	Praj.g_00690	Prax.g_00945
OG0000607	Praj.g_00692	Prax.g_00943
OG0000608	Praj.g_00693	Prax.g_00942
OG0000609	Praj.g_02137	Prax.g_00938
OG0000610	Praj.g_01218	Prax.g_00937
OG0000611	Praj.g_00699	Prax.g_00484
OG0000612	Praj.g_00700	Prax.g_00483
OG0000613	Praj.g_00701	Prax.g_00482
OG0000614	Praj.g_00702	Prax.g_00481
OG0000615	Praj.g_00704	Prax.g_00479
OG0000616	Praj.g_00705	Prax.g_00478
OG0000617	Praj.g_00706	Prax.g_00477
OG0000618	Praj.g_00707	Prax.g_00476
OG0000619	Praj.g_00708	Prax.g_00475
OG0000620	Praj.g_00709	Prax.g_00474
OG0000621	Praj.g_00710	Prax.g_00473
OG0000622	Praj.g_00711	Prax.g_00472
OG0000623	Praj.g_00712	Prax.g_00471
OG0000624	Praj.g_00714	Prax.g_00470
OG0000625	Praj.g_00715	Prax.g_00469
OG0000626	Praj.g_00716	Prax.g_00468
OG0000627	Praj.g_00718	Prax.g_00467
OG0000628	Praj.g_00719	Prax.g_00466
OG0000629	Praj.g_00720	Prax.g_00465
OG0000630	Praj.g_00721	Prax.g_00464
OG0000631	Praj.g_00723	Prax.g_00462
OG0000632	Praj.g_01134	Prax.g_00432
OG0000633	Praj.g_00091	Prax.g_00428
OG0000634	Praj.g_01054	Prax.g_00413
OG0000635	Praj.g_00938	Prax.g_00409
OG0000636	Praj.g_00937	Prax.g_00408
OG0000637	Praj.g_00936	Prax.g_00407
OG0000638	Praj.g_00373	Prax.g_00395
OG0000639	Praj.g_00913	Prax.g_00386
OG0000640	Praj.g_00915	Prax.g_00384
OG0000641	Praj.g_00917	Prax.g_00382
OG0000642	Praj.g_00918	Prax.g_00381
OG0000643	Praj.g_00919	Prax.g_00380
OG0000644	Praj.g_00763	Prax.g_00379
OG0000645	Praj.g_00764	Prax.g_00378
OG0000646	Praj.g_00765	Prax.g_00377
OG0000647	Praj.g_00766	Prax.g_00376
OG0000648	Praj.g_00768	Prax.g_00374
OG0000649	Praj.g_00769	Prax.g_00373
OG0000650	Praj.g_00770	Prax.g_00372
OG0000651	Praj.g_00771	Prax.g_00371
OG0000652	Praj.g_00772	Prax.g_00370
OG0000653	Praj.g_00773	Prax.g_00369
OG0000654	Praj.g_00775	Prax.g_00367
OG0000655	Praj.g_00777	Prax.g_00365
OG0000656	Praj.g_00778	Prax.g_00364
OG0000657	Praj.g_00779	Prax.g_00363
OG0000658	Praj.g_00780	Prax.g_00362
OG0000659	Praj.g_00781	Prax.g_00361
OG0000660	Praj.g_00782	Prax.g_00360
OG0000661	Praj.g_00784	Prax.g_00359
OG0000662	Praj.g_00786	Prax.g_00358
OG0000663	Praj.g_00787	Prax.g_00357
OG0000664	Praj.g_00788	Prax.g_00356
OG0000665	Praj.g_00789	Prax.g_00355
OG0000666	Praj.g_00790	Prax.g_00354
OG0000667	Praj.g_00791	Prax.g_00353
OG0000668	Praj.g_00792	Prax.g_00352
OG0000669	Praj.g_00794	Prax.g_00350
OG0000670	Praj.g_00795	Prax.g_00349
OG0000671	Praj.g_00796	Prax.g_00348
OG0000672	Praj.g_00797	Prax.g_00347
OG0000673	Praj.g_00798	Prax.g_00346
OG0000674	Praj.g_00799	Prax.g_00345
OG0000675	Praj.g_00801	Prax.g_00343
OG0000676	Praj.g_00802	Prax.g_00342
OG0000677	Praj.g_00804	Prax.g_00339
OG0000678	Praj.g_00806	Prax.g_00337
OG0000679	Praj.g_00808	Prax.g_00336
OG0000680	Praj.g_00809	Prax.g_00335
OG0000681	Praj.g_00810	Prax.g_00334
OG0000682	Praj.g_00811	Prax.g_00333
OG0000683	Praj.g_00814	Prax.g_00331
OG0000684	Praj.g_00815	Prax.g_00330
OG0000685	Praj.g_00816	Prax.g_00329
OG0000686	Praj.g_00817	Prax.g_00328
OG0000687	Praj.g_00818	Prax.g_00327
OG0000688	Praj.g_00819	Prax.g_00326
OG0000689	Praj.g_00820	Prax.g_00325
OG0000690	Praj.g_00821	Prax.g_00324
OG0000691	Praj.g_00822	Prax.g_00323
OG0000692	Praj.g_00825	Prax.g_00321
OG0000693	Praj.g_00826	Prax.g_00320
OG0000694	Praj.g_00827	Prax.g_00319
OG0000695	Praj.g_00828	Prax.g_00318
OG0000696	Praj.g_00829	Prax.g_00317
OG0000697	Praj.g_00831	Prax.g_00315
OG0000698	Praj.g_00835	Prax.g_00313
OG0000699	Praj.g_00836	Prax.g_00312
OG0000700	Praj.g_00869	Prax.g_00546
OG0000701	Praj.g_00872	Prax.g_00550
OG0000702	Praj.g_00877	Prax.g_00553
OG0000703	Praj.g_00879	Prax.g_00554
OG0000704	Praj.g_00880	Prax.g_00555
OG0000705	Praj.g_00881	Prax.g_00556
OG0000706	Praj.g_00882	Prax.g_00557
OG0000707	Praj.g_00884	Prax.g_00558
OG0000708	Praj.g_00885	Prax.g_00559
OG0000709	Praj.g_00887	Prax.g_00561
OG0000710	Praj.g_00888	Prax.g_00562
OG0000711	Praj.g_00889	Prax.g_00563
OG0000712	Praj.g_00890	Prax.g_00564
OG0000713	Praj.g_00891	Prax.g_00565
OG0000714	Praj.g_00893	Prax.g_00567
OG0000715	Praj.g_00894	Prax.g_00568
OG0000716	Praj.g_00897	Prax.g_00570
OG0000717	Praj.g_00898	Prax.g_00571
OG0000718	Praj.g_00899	Prax.g_00572
OG0000719	Praj.g_00901	Prax.g_00574
OG0000720	Praj.g_00902	Prax.g_00575
OG0000721	Praj.g_00905	Prax.g_00578
OG0000722	Praj.g_00906	Prax.g_00579
OG0000723	Praj.g_00907	Prax.g_00580
OG0000724	Praj.g_00748	Prax.g_00582
OG0000725	Praj.g_00749	Prax.g_00583
OG0000726	Praj.g_00750	Prax.g_00584
OG0000727	Praj.g_00751	Prax.g_00585
OG0000728	Praj.g_00752	Prax.g_00586
OG0000729	Praj.g_00753	Prax.g_00587
OG0000730	Praj.g_00754	Prax.g_00588
OG0000731	Praj.g_00755	Prax.g_00589
OG0000732	Praj.g_00756	Prax.g_00590
OG0000733	Praj.g_00757	Prax.g_00591
OG0000734	Praj.g_00758	Prax.g_00592
OG0000735	Praj.g_00760	Prax.g_00594
OG0000736	Praj.g_00761	Prax.g_00595
OG0000737	Praj.g_00762	Prax.g_00596
OG0000738	Praj.g_00920	Prax.g_00597
OG0000739	Praj.g_00921	Prax.g_00598
OG0000740	Praj.g_00922	Prax.g_00599
OG0000741	Praj.g_00923	Prax.g_00600
OG0000742	Praj.g_00925	Prax.g_00602
OG0000743	Praj.g_00926	Prax.g_00603
OG0000744	Praj.g_00927	Prax.g_00604
OG0000745	Praj.g_00928	Prax.g_00605
OG0000746	Praj.g_00929	Prax.g_00606
OG0000747	Praj.g_00930	Prax.g_00607
OG0000748	Praj.g_00931	Prax.g_00608
OG0000749	Praj.g_00932	Prax.g_00609
OG0000750	Praj.g_00933	Prax.g_00610
OG0000751	Praj.g_00934	Prax.g_00611
OG0000752	Praj.g_00847	Prax.g_00612
OG0000753	Praj.g_00939	Prax.g_00614
OG0000754	Praj.g_00940	Prax.g_00615
OG0000755	Praj.g_00941	Prax.g_00616
OG0000756	Praj.g_00943	Prax.g_00617
OG0000757	Praj.g_00944	Prax.g_00618
OG0000758	Praj.g_00945	Prax.g_00619
OG0000759	Praj.g_00947	Prax.g_01130
OG0000760	Praj.g_00948	Prax.g_01131
OG0000761	Praj.g_00949	Prax.g_01132
OG0000762	Praj.g_00951	Prax.g_01134
OG0000763	Praj.g_00952	Prax.g_01135
OG0000764	Praj.g_00953	Prax.g_01136
OG0000765	Praj.g_00954	Prax.g_01137
OG0000766	Praj.g_00955	Prax.g_01138
OG0000767	Praj.g_00957	Prax.g_01140
OG0000768	Praj.g_00958	Prax.g_01141
OG0000769	Praj.g_00959	Prax.g_01142
OG0000770	Praj.g_00960	Prax.g_01143
OG0000771	Praj.g_00961	Prax.g_01144
OG0000772	Praj.g_00085	Prax.g_01145
OG0000773	Praj.g_00963	Prax.g_01146
OG0000774	Praj.g_00964	Prax.g_01147
OG0000775	Praj.g_00965	Prax.g_01148
OG0000776	Praj.g_00966	Prax.g_01150
OG0000777	Praj.g_00968	Prax.g_01152
OG0000778	Praj.g_00969	Prax.g_01153
OG0000779	Praj.g_00970	Prax.g_01154
OG0000780	Praj.g_00972	Prax.g_01156
OG0000781	Praj.g_00973	Prax.g_01158
OG0000782	Praj.g_00974	Prax.g_01159
OG0000783	Praj.g_00991	Prax.g_01173
OG0000784	Praj.g_00992	Prax.g_01175
OG0000785	Praj.g_00993	Prax.g_01176
OG0000786	Praj.g_00994	Prax.g_01177
OG0000787	Praj.g_00995	Prax.g_01178
OG0000788	Praj.g_00999	Prax.g_01182
OG0000789	Praj.g_01002	Prax.g_01184
OG0000790	Praj.g_00846	Prax.g_01185
OG0000791	Praj.g_01003	Prax.g_01186
OG0000792	Praj.g_01004	Prax.g_01187
OG0000793	Praj.g_01005	Prax.g_01188
OG0000794	Praj.g_01008	Prax.g_01190
OG0000795	Praj.g_01012	Prax.g_01193
OG0000796	Praj.g_01013	Prax.g_01194
OG0000797	Praj.g_01016	Prax.g_01196
OG0000798	Praj.g_01017	Prax.g_01197
OG0000799	Praj.g_01018	Prax.g_01198
OG0000800	Praj.g_01019	Prax.g_01199
OG0000801	Praj.g_01022	Prax.g_01202
OG0000802	Praj.g_01023	Prax.g_01203
OG0000803	Praj.g_00845	Prax.g_01205
OG0000804	Praj.g_00844	Prax.g_01206
OG0000805	Praj.g_00843	Prax.g_01207
OG0000806	Praj.g_00841	Prax.g_01209
OG0000807	Praj.g_00852	Prax.g_01235
OG0000808	Praj.g_01063	Prax.g_01245
OG0000809	Praj.g_01045	Prax.g_01248
OG0000810	Praj.g_01728	Prax.g_01249
OG0000811	Praj.g_02022	Prax.g_01256
OG0000812	Praj.g_00378	Prax.g_00126
OG0000813	Praj.g_00386	Prax.g_00130
OG0000814	Praj.g_01725	Prax.g_00132
OG0000815	Praj.g_01040	Prax.g_00146
OG0000816	Praj.g_01833	Prax.g_00162
OG0000817	Praj.g_01834	Prax.g_00163
OG0000818	Praj.g_01083	Prax.g_00168
OG0000819	Praj.g_01482	Prax.g_00181
OG0000820	Praj.g_01476	Prax.g_00185
OG0000821	Praj.g_01474	Prax.g_00187
OG0000822	Praj.g_01473	Prax.g_00188
OG0000823	Praj.g_01472	Prax.g_00189
OG0000824	Praj.g_01471	Prax.g_00190
OG0000825	Praj.g_01470	Prax.g_00191
OG0000826	Praj.g_01469	Prax.g_00192
OG0000827	Praj.g_01468	Prax.g_00193
OG0000828	Praj.g_01467	Prax.g_00194
OG0000829	Praj.g_01466	Prax.g_00195
OG0000830	Praj.g_01464	Prax.g_00196
OG0000831	Praj.g_01462	Prax.g_00199
OG0000832	Praj.g_01460	Prax.g_00201
OG0000833	Praj.g_01459	Prax.g_00202
OG0000834	Praj.g_01458	Prax.g_00203
OG0000835	Praj.g_01457	Prax.g_00204
OG0000836	Praj.g_01456	Prax.g_00205
OG0000837	Praj.g_01453	Prax.g_00207
OG0000838	Praj.g_01452	Prax.g_00208
OG0000839	Praj.g_01451	Prax.g_00209
OG0000840	Praj.g_01450	Prax.g_00210
OG0000841	Praj.g_01449	Prax.g_00211
OG0000842	Praj.g_01447	Prax.g_00212
OG0000843	Praj.g_01446	Prax.g_00213
OG0000844	Praj.g_01445	Prax.g_00214
OG0000845	Praj.g_01444	Prax.g_00215
OG0000846	Praj.g_01442	Prax.g_00218
OG0000847	Praj.g_01440	Prax.g_00220
OG0000848	Praj.g_01438	Prax.g_00221
OG0000849	Praj.g_01437	Prax.g_00222
OG0000850	Praj.g_01436	Prax.g_00223
OG0000851	Praj.g_01434	Prax.g_00224
OG0000852	Praj.g_01432	Prax.g_00226
OG0000853	Praj.g_01430	Prax.g_00227
OG0000854	Praj.g_01428	Prax.g_00229
OG0000855	Praj.g_01427	Prax.g_00230
OG0000856	Praj.g_01426	Prax.g_00231
OG0000857	Praj.g_01425	Prax.g_00232
OG0000858	Praj.g_01424	Prax.g_00233
OG0000859	Praj.g_01423	Prax.g_00234
OG0000860	Praj.g_01422	Prax.g_00235
OG0000861	Praj.g_01421	Prax.g_00236
OG0000862	Praj.g_01420	Prax.g_00237
OG0000863	Praj.g_01419	Prax.g_00238
OG0000864	Praj.g_01418	Prax.g_00239
OG0000865	Praj.g_01417	Prax.g_00240
OG0000866	Praj.g_01416	Prax.g_00241
OG0000867	Praj.g_01415	Prax.g_00242
OG0000868	Praj.g_01414	Prax.g_00243
OG0000869	Praj.g_01411	Prax.g_00245
OG0000870	Praj.g_01410	Prax.g_00246
OG0000871	Praj.g_01409	Prax.g_00248
OG0000872	Praj.g_01408	Prax.g_00249
OG0000873	Praj.g_01407	Prax.g_00251
OG0000874	Praj.g_01406	Prax.g_00252
OG0000875	Praj.g_01405	Prax.g_00253
OG0000876	Praj.g_01404	Prax.g_00254
OG0000877	Praj.g_01403	Prax.g_00256
OG0000878	Praj.g_01246	Prax.g_01928
OG0000879	Praj.g_01517	Prax.g_01910
OG0000880	Praj.g_01518	Prax.g_01909
OG0000881	Praj.g_01519	Prax.g_01908
OG0000882	Praj.g_01520	Prax.g_01907
OG0000883	Praj.g_01522	Prax.g_01906
OG0000884	Praj.g_01523	Prax.g_01904
OG0000885	Praj.g_01524	Prax.g_01903
OG0000886	Praj.g_01525	Prax.g_01902
OG0000887	Praj.g_01526	Prax.g_01901
OG0000888	Praj.g_01527	Prax.g_01900
OG0000889	Praj.g_01530	Prax.g_01897
OG0000890	Praj.g_01531	Prax.g_01896
OG0000891	Praj.g_01532	Prax.g_01895
OG0000892	Praj.g_01534	Prax.g_01893
OG0000893	Praj.g_01535	Prax.g_01892
OG0000894	Praj.g_01536	Prax.g_01891
OG0000895	Praj.g_01537	Prax.g_01890
OG0000896	Praj.g_01538	Prax.g_01889
OG0000897	Praj.g_01539	Prax.g_01888
OG0000898	Praj.g_01542	Prax.g_01886
OG0000899	Praj.g_01543	Prax.g_01885
OG0000900	Praj.g_01546	Prax.g_01881
OG0000901	Praj.g_01550	Prax.g_01877
OG0000902	Praj.g_00732	Prax.g_01876
OG0000903	Praj.g_01484	Prax.g_01875
OG0000904	Praj.g_01011	Prax.g_01873
OG0000905	Praj.g_01734	Prax.g_01871
OG0000906	Praj.g_01573	Prax.g_01869
OG0000907	Praj.g_00833	Prax.g_01868
OG0000908	Praj.g_01160	Prax.g_01865
OG0000909	Praj.g_01577	Prax.g_01861
OG0000910	Praj.g_01578	Prax.g_01860
OG0000911	Praj.g_01579	Prax.g_01859
OG0000912	Praj.g_01580	Prax.g_01858
OG0000913	Praj.g_01581	Prax.g_01857
OG0000914	Praj.g_01582	Prax.g_01856
OG0000915	Praj.g_01583	Prax.g_01855
OG0000916	Praj.g_01584	Prax.g_01854
OG0000917	Praj.g_01585	Prax.g_01853
OG0000918	Praj.g_01586	Prax.g_01852
OG0000919	Praj.g_01587	Prax.g_01851
OG0000920	Praj.g_01588	Prax.g_01850
OG0000921	Praj.g_01589	Prax.g_01849
OG0000922	Praj.g_01590	Prax.g_01848
OG0000923	Praj.g_01591	Prax.g_01847
OG0000924	Praj.g_01592	Prax.g_01846
OG0000925	Praj.g_01593	Prax.g_01845
OG0000926	Praj.g_01995	Prax.g_01780
OG0000927	Praj.g_01613	Prax.g_01751
OG0000928	Praj.g_01614	Prax.g_01750
OG0000929	Praj.g_01615	Prax.g_01749
OG0000930	Praj.g_01616	Prax.g_01748
OG0000931	Praj.g_01617	Prax.g_01747
OG0000932	Praj.g_01619	Prax.g_01745
OG0000933	Praj.g_01620	Prax.g_01744
OG0000934	Praj.g_01621	Prax.g_01743
OG0000935	Praj.g_01622	Prax.g_01742
OG0000936	Praj.g_01623	Prax.g_01741
OG0000937	Praj.g_01624	Prax.g_01740
OG0000938	Praj.g_01625	Prax.g_01739
OG0000939	Praj.g_01626	Prax.g_01738
OG0000940	Praj.g_01628	Prax.g_01737
OG0000941	Praj.g_01630	Prax.g_01735
OG0000942	Praj.g_01631	Prax.g_01734
OG0000943	Praj.g_01634	Prax.g_01726
OG0000944	Praj.g_01635	Prax.g_01725
OG0000945	Praj.g_01636	Prax.g_01724
OG0000946	Praj.g_01637	Prax.g_01723
OG0000947	Praj.g_01638	Prax.g_01722
OG0000948	Praj.g_01639	Prax.g_01721
OG0000949	Praj.g_01640	Prax.g_01720
OG0000950	Praj.g_01641	Prax.g_01719
OG0000951	Praj.g_01642	Prax.g_01718
OG0000952	Praj.g_01643	Prax.g_01717
OG0000953	Praj.g_01644	Prax.g_01716
OG0000954	Praj.g_01645	Prax.g_01715
OG0000955	Praj.g_01646	Prax.g_01714
OG0000956	Praj.g_01647	Prax.g_01713
OG0000957	Praj.g_00454	Prax.g_01712
OG0000958	Praj.g_01648	Prax.g_01711
OG0000959	Praj.g_01649	Prax.g_01710
OG0000960	Praj.g_01650	Prax.g_01709
OG0000961	Praj.g_01653	Prax.g_01705
OG0000962	Praj.g_01654	Prax.g_01704
OG0000963	Praj.g_01655	Prax.g_01703
OG0000964	Praj.g_01657	Prax.g_01701
OG0000965	Praj.g_01658	Prax.g_01700
OG0000966	Praj.g_01659	Prax.g_01699
OG0000967	Praj.g_01660	Prax.g_01698
OG0000968	Praj.g_01661	Prax.g_01697
OG0000969	Praj.g_01662	Prax.g_01696
OG0000970	Praj.g_01663	Prax.g_01695
OG0000971	Praj.g_01664	Prax.g_01694
OG0000972	Praj.g_01665	Prax.g_01693
OG0000973	Praj.g_01666	Prax.g_01692
OG0000974	Praj.g_01668	Prax.g_01690
OG0000975	Praj.g_01674	Prax.g_01687
OG0000976	Praj.g_01677	Prax.g_01685
OG0000977	Praj.g_01678	Prax.g_01684
OG0000978	Praj.g_01679	Prax.g_01683
OG0000979	Praj.g_01681	Prax.g_01681
OG0000980	Praj.g_01682	Prax.g_01680
OG0000981	Praj.g_01683	Prax.g_01679
OG0000982	Praj.g_01684	Prax.g_01678
OG0000983	Praj.g_01686	Prax.g_01676
OG0000984	Praj.g_01687	Prax.g_01675
OG0000985	Praj.g_01688	Prax.g_01674
OG0000986	Praj.g_01690	Prax.g_01673
OG0000987	Praj.g_01691	Prax.g_01672
OG0000988	Praj.g_01692	Prax.g_01671
OG0000989	Praj.g_01693	Prax.g_01670
OG0000990	Praj.g_01694	Prax.g_01669
OG0000991	Praj.g_01695	Prax.g_01668
OG0000992	Praj.g_01696	Prax.g_01667
OG0000993	Praj.g_01697	Prax.g_01666
OG0000994	Praj.g_01698	Prax.g_01665
OG0000995	Praj.g_01699	Prax.g_01664
OG0000996	Praj.g_01700	Prax.g_01663
OG0000997	Praj.g_01701	Prax.g_01662
OG0000998	Praj.g_01702	Prax.g_01661
OG0000999	Praj.g_01703	Prax.g_01660
OG0001000	Praj.g_01704	Prax.g_01659
OG0001001	Praj.g_01706	Prax.g_01657
OG0001002	Praj.g_01707	Prax.g_01656
OG0001003	Praj.g_01708	Prax.g_01655
OG0001004	Praj.g_01709	Prax.g_01654
OG0001005	Praj.g_01711	Prax.g_01653
OG0001006	Praj.g_01712	Prax.g_01652
OG0001007	Praj.g_01713	Prax.g_01651
OG0001008	Praj.g_01715	Prax.g_01649
OG0001009	Praj.g_01716	Prax.g_01648
OG0001010	Praj.g_01499	Prax.g_01640
OG0001011	Praj.g_01599	Prax.g_01633
OG0001012	Praj.g_00785	Prax.g_01605
OG0001013	Praj.g_01763	Prax.g_01565
OG0001014	Praj.g_01764	Prax.g_01564
OG0001015	Praj.g_01769	Prax.g_01558
OG0001016	Praj.g_01770	Prax.g_01557
OG0001017	Praj.g_01771	Prax.g_01556
OG0001018	Praj.g_01772	Prax.g_01555
OG0001019	Praj.g_01773	Prax.g_01553
OG0001020	Praj.g_01774	Prax.g_01552
OG0001021	Praj.g_01775	Prax.g_01551
OG0001022	Praj.g_01776	Prax.g_01550
OG0001023	Praj.g_01777	Prax.g_01549
OG0001024	Praj.g_01778	Prax.g_01548
OG0001025	Praj.g_01779	Prax.g_01547
OG0001026	Praj.g_01780	Prax.g_01545
OG0001027	Praj.g_01781	Prax.g_01544
OG0001028	Praj.g_01782	Prax.g_01543
OG0001029	Praj.g_01783	Prax.g_01542
OG0001030	Praj.g_01784	Prax.g_01541
OG0001031	Praj.g_01785	Prax.g_01540
OG0001032	Praj.g_01786	Prax.g_01539
OG0001033	Praj.g_01787	Prax.g_01538
OG0001034	Praj.g_01788	Prax.g_01537
OG0001035	Praj.g_01790	Prax.g_01535
OG0001036	Praj.g_01791	Prax.g_01534
OG0001037	Praj.g_01792	Prax.g_01533
OG0001038	Praj.g_01793	Prax.g_01532
OG0001039	Praj.g_01794	Prax.g_01531
OG0001040	Praj.g_01796	Prax.g_01530
OG0001041	Praj.g_01797	Prax.g_01529
OG0001042	Praj.g_01798	Prax.g_01528
OG0001043	Praj.g_01799	Prax.g_01527
OG0001044	Praj.g_01800	Prax.g_01526
OG0001045	Praj.g_01801	Prax.g_01525
OG0001046	Praj.g_01802	Prax.g_01524
OG0001047	Praj.g_01804	Prax.g_01521
OG0001048	Praj.g_01806	Prax.g_01519
OG0001049	Praj.g_01807	Prax.g_01518
OG0001050	Praj.g_01808	Prax.g_01517
OG0001051	Praj.g_01809	Prax.g_01516
OG0001052	Praj.g_01810	Prax.g_01515
OG0001053	Praj.g_01812	Prax.g_01513
OG0001054	Praj.g_01814	Prax.g_01511
OG0001055	Praj.g_01815	Prax.g_01510
OG0001056	Praj.g_01816	Prax.g_01509
OG0001057	Praj.g_01817	Prax.g_01508
OG0001058	Praj.g_01818	Prax.g_01507
OG0001059	Praj.g_01819	Prax.g_01506
OG0001060	Praj.g_01820	Prax.g_01505
OG0001061	Praj.g_01821	Prax.g_01504
OG0001062	Praj.g_01822	Prax.g_01503
OG0001063	Praj.g_01823	Prax.g_01502
OG0001064	Praj.g_01825	Prax.g_01257
OG0001065	Praj.g_01868	Prax.g_01262
OG0001066	Praj.g_01870	Prax.g_01263
OG0001067	Praj.g_01871	Prax.g_01264
OG0001068	Praj.g_01873	Prax.g_01266
OG0001069	Praj.g_01874	Prax.g_01267
OG0001070	Praj.g_01875	Prax.g_01268
OG0001071	Praj.g_01876	Prax.g_01269
OG0001072	Praj.g_01877	Prax.g_01270
OG0001073	Praj.g_01878	Prax.g_01271
OG0001074	Praj.g_01879	Prax.g_01272
OG0001075	Praj.g_01880	Prax.g_01273
OG0001076	Praj.g_01881	Prax.g_01274
OG0001077	Praj.g_01882	Prax.g_01275
OG0001078	Praj.g_01883	Prax.g_01276
OG0001079	Praj.g_01884	Prax.g_01277
OG0001080	Praj.g_01885	Prax.g_01278
OG0001081	Praj.g_01894	Prax.g_01281
OG0001082	Praj.g_01893	Prax.g_01282
OG0001083	Praj.g_01889	Prax.g_01283
OG0001084	Praj.g_01891	Prax.g_01285
OG0001085	Praj.g_01892	Prax.g_01286
OG0001086	Praj.g_01888	Prax.g_01287
OG0001087	Praj.g_01887	Prax.g_01288
OG0001088	Praj.g_01886	Prax.g_01289
OG0001089	Praj.g_01909	Prax.g_01296
OG0001090	Praj.g_01911	Prax.g_01298
OG0001091	Praj.g_01912	Prax.g_01299
OG0001092	Praj.g_01913	Prax.g_01300
OG0001093	Praj.g_01914	Prax.g_01301
OG0001094	Praj.g_01915	Prax.g_01302
OG0001095	Praj.g_01916	Prax.g_01303
OG0001096	Praj.g_01917	Prax.g_01304
OG0001097	Praj.g_01918	Prax.g_01305
OG0001098	Praj.g_01919	Prax.g_01306
OG0001099	Praj.g_01920	Prax.g_01307
OG0001100	Praj.g_01921	Prax.g_01308
OG0001101	Praj.g_01922	Prax.g_01309
OG0001102	Praj.g_01923	Prax.g_01310
OG0001103	Praj.g_01924	Prax.g_01311
OG0001104	Praj.g_01925	Prax.g_01312
OG0001105	Praj.g_01926	Prax.g_01313
OG0001106	Praj.g_01927	Prax.g_01314
OG0001107	Praj.g_01928	Prax.g_01315
OG0001108	Praj.g_01929	Prax.g_01316
OG0001109	Praj.g_01930	Prax.g_01317
OG0001110	Praj.g_01931	Prax.g_01318
OG0001111	Praj.g_01932	Prax.g_01319
OG0001112	Praj.g_01933	Prax.g_01320
OG0001113	Praj.g_01934	Prax.g_01321
OG0001114	Praj.g_01935	Prax.g_01322
OG0001115	Praj.g_01936	Prax.g_01323
OG0001116	Praj.g_01937	Prax.g_01324
OG0001117	Praj.g_01938	Prax.g_01325
OG0001118	Praj.g_01939	Prax.g_01326
OG0001119	Praj.g_01940	Prax.g_01327
OG0001120	Praj.g_01941	Prax.g_01328
OG0001121	Praj.g_01943	Prax.g_01330
OG0001122	Praj.g_01944	Prax.g_01331
OG0001123	Praj.g_01945	Prax.g_01332
OG0001124	Praj.g_01947	Prax.g_01334
OG0001125	Praj.g_01949	Prax.g_01336
OG0001126	Praj.g_01950	Prax.g_01337
OG0001127	Praj.g_01953	Prax.g_01339
OG0001128	Praj.g_01954	Prax.g_01340
OG0001129	Praj.g_01955	Prax.g_01341
OG0001130	Praj.g_01958	Prax.g_01344
OG0001131	Praj.g_01959	Prax.g_01345
OG0001132	Praj.g_01960	Prax.g_01346
OG0001133	Praj.g_01961	Prax.g_01347
OG0001134	Praj.g_01962	Prax.g_01348
OG0001135	Praj.g_01963	Prax.g_01349
OG0001136	Praj.g_01964	Prax.g_01350
OG0001137	Praj.g_01965	Prax.g_01351
OG0001138	Praj.g_01966	Prax.g_01352
OG0001139	Praj.g_01968	Prax.g_01353
OG0001140	Praj.g_01969	Prax.g_01354
OG0001141	Praj.g_01970	Prax.g_01355
OG0001142	Praj.g_01975	Prax.g_01358
OG0001143	Praj.g_01976	Prax.g_01359
OG0001144	Praj.g_01977	Prax.g_01360
OG0001145	Praj.g_01978	Prax.g_01361
OG0001146	Praj.g_01979	Prax.g_01362
OG0001147	Praj.g_01980	Prax.g_01363
OG0001148	Praj.g_01981	Prax.g_01364
OG0001149	Praj.g_01982	Prax.g_01366
OG0001150	Praj.g_01983	Prax.g_01367
OG0001151	Praj.g_01986	Prax.g_01369
OG0001152	Praj.g_01987	Prax.g_01370
OG0001153	Praj.g_01988	Prax.g_01371
OG0001154	Praj.g_01990	Prax.g_01373
OG0001155	Praj.g_01992	Prax.g_01375
OG0001156	Praj.g_01994	Prax.g_01377
