Orthogroup	Praj	Praz
OG0000569	Praj.g_00635	Praz.g_01683
OG0000570	Praj.g_00636	Praz.g_01682
OG0000571	Praj.g_00637	Praz.g_01681
OG0000572	Praj.g_00638	Praz.g_01680
OG0000573	Praj.g_00641	Praz.g_01677
OG0000574	Praj.g_00642	Praz.g_01676
OG0000575	Praj.g_00643	Praz.g_01675
OG0000576	Praj.g_00644	Praz.g_01674
OG0000577	Praj.g_00645	Praz.g_01673
OG0000578	Praj.g_00646	Praz.g_01672
OG0000579	Praj.g_00647	Praz.g_01671
OG0000580	Praj.g_00648	Praz.g_01670
OG0000581	Praj.g_00649	Praz.g_01669
OG0000582	Praj.g_00650	Praz.g_01668
OG0000583	Praj.g_00651	Praz.g_01667
OG0000584	Praj.g_00653	Praz.g_01666
OG0000585	Praj.g_00654	Praz.g_01665
OG0000586	Praj.g_00656	Praz.g_01663
OG0000587	Praj.g_00657	Praz.g_01662
OG0000588	Praj.g_00660	Praz.g_01660
OG0000589	Praj.g_00661	Praz.g_01659
OG0000590	Praj.g_00663	Praz.g_01657
OG0000591	Praj.g_00671	Praz.g_01651
OG0000592	Praj.g_00672	Praz.g_01650
OG0000593	Praj.g_00673	Praz.g_01649
OG0000594	Praj.g_00676	Praz.g_01647
OG0000595	Praj.g_00677	Praz.g_01646
OG0000596	Praj.g_00678	Praz.g_01645
OG0000597	Praj.g_00680	Praz.g_01643
OG0000598	Praj.g_00681	Praz.g_01642
OG0000599	Praj.g_00682	Praz.g_01641
OG0000600	Praj.g_00683	Praz.g_01640
OG0000601	Praj.g_00686	Praz.g_01638
OG0000602	Praj.g_00687	Praz.g_01637
OG0000603	Praj.g_00688	Praz.g_01636
OG0000604	Praj.g_01396	Praz.g_01635
OG0000605	Praj.g_00689	Praz.g_01634
OG0000606	Praj.g_00690	Praz.g_01633
OG0000607	Praj.g_00692	Praz.g_01631
OG0000608	Praj.g_00693	Praz.g_01630
OG0000609	Praj.g_02137	Praz.g_01626
OG0000610	Praj.g_01218	Praz.g_01625
OG0000611	Praj.g_00699	Praz.g_01606
OG0000612	Praj.g_00700	Praz.g_01605
OG0000613	Praj.g_00701	Praz.g_01604
OG0000614	Praj.g_00702	Praz.g_01603
OG0000615	Praj.g_00704	Praz.g_01601
OG0000616	Praj.g_00705	Praz.g_01600
OG0000617	Praj.g_00706	Praz.g_01599
OG0000618	Praj.g_00707	Praz.g_01598
OG0000619	Praj.g_00708	Praz.g_01597
OG0000620	Praj.g_00709	Praz.g_01596
OG0000621	Praj.g_00710	Praz.g_01595
OG0000622	Praj.g_00711	Praz.g_01594
OG0000623	Praj.g_00712	Praz.g_01593
OG0000624	Praj.g_00714	Praz.g_01592
OG0000625	Praj.g_00715	Praz.g_01591
OG0000626	Praj.g_00716	Praz.g_01590
OG0000627	Praj.g_00718	Praz.g_01589
OG0000628	Praj.g_00719	Praz.g_01588
OG0000629	Praj.g_00720	Praz.g_01587
OG0000630	Praj.g_00721	Praz.g_01586
OG0000631	Praj.g_00723	Praz.g_01584
OG0000632	Praj.g_01134	Praz.g_01571
OG0000633	Praj.g_00091	Praz.g_01567
OG0000634	Praj.g_01054	Praz.g_01554
OG0000635	Praj.g_00938	Praz.g_01547
OG0000636	Praj.g_00937	Praz.g_01546
OG0000637	Praj.g_00936	Praz.g_01545
OG0000638	Praj.g_00373	Praz.g_01534
OG0000639	Praj.g_00913	Praz.g_01525
OG0000640	Praj.g_00915	Praz.g_01523
OG0000641	Praj.g_00917	Praz.g_01521
OG0000642	Praj.g_00918	Praz.g_01520
OG0000643	Praj.g_00919	Praz.g_01519
OG0000644	Praj.g_00763	Praz.g_01518
OG0000645	Praj.g_00764	Praz.g_01517
OG0000646	Praj.g_00765	Praz.g_01516
OG0000647	Praj.g_00766	Praz.g_01515
OG0000648	Praj.g_00768	Praz.g_01513
OG0000649	Praj.g_00769	Praz.g_01512
OG0000650	Praj.g_00770	Praz.g_01511
OG0000651	Praj.g_00771	Praz.g_01510
OG0000652	Praj.g_00772	Praz.g_01509
OG0000653	Praj.g_00773	Praz.g_01508
OG0000654	Praj.g_00775	Praz.g_01506
OG0000655	Praj.g_00777	Praz.g_01504
OG0000656	Praj.g_00778	Praz.g_01503
OG0000657	Praj.g_00779	Praz.g_01502
OG0000658	Praj.g_00780	Praz.g_01501
OG0000659	Praj.g_00781	Praz.g_01500
OG0000660	Praj.g_00782	Praz.g_01499
OG0000661	Praj.g_00784	Praz.g_01498
OG0000662	Praj.g_00786	Praz.g_01497
OG0000663	Praj.g_00787	Praz.g_01496
OG0000664	Praj.g_00788	Praz.g_01495
OG0000665	Praj.g_00789	Praz.g_01494
OG0000666	Praj.g_00790	Praz.g_01493
OG0000667	Praj.g_00791	Praz.g_01492
OG0000668	Praj.g_00792	Praz.g_01491
OG0000669	Praj.g_00794	Praz.g_01489
OG0000670	Praj.g_00795	Praz.g_01488
OG0000671	Praj.g_00796	Praz.g_01487
OG0000672	Praj.g_00797	Praz.g_01486
OG0000673	Praj.g_00798	Praz.g_01485
OG0000674	Praj.g_00799	Praz.g_01484
OG0000675	Praj.g_00801	Praz.g_01482
OG0000676	Praj.g_00802	Praz.g_01481
OG0000677	Praj.g_00804	Praz.g_01478
OG0000678	Praj.g_00806	Praz.g_01476
OG0000679	Praj.g_00808	Praz.g_01475
OG0000680	Praj.g_00809	Praz.g_01474
OG0000681	Praj.g_00810	Praz.g_01473
OG0000682	Praj.g_00811	Praz.g_01472
OG0000683	Praj.g_00814	Praz.g_01470
OG0000684	Praj.g_00815	Praz.g_01469
OG0000685	Praj.g_00816	Praz.g_01468
OG0000686	Praj.g_00817	Praz.g_01467
OG0000687	Praj.g_00818	Praz.g_01466
OG0000688	Praj.g_00819	Praz.g_01465
OG0000689	Praj.g_00820	Praz.g_01464
OG0000690	Praj.g_00821	Praz.g_01463
OG0000691	Praj.g_00822	Praz.g_01462
OG0000692	Praj.g_00825	Praz.g_01460
OG0000693	Praj.g_00826	Praz.g_01459
OG0000694	Praj.g_00827	Praz.g_01458
OG0000695	Praj.g_00828	Praz.g_01457
OG0000696	Praj.g_00829	Praz.g_01456
OG0000697	Praj.g_00831	Praz.g_01454
OG0000698	Praj.g_00835	Praz.g_01452
OG0000699	Praj.g_00836	Praz.g_01451
OG0000700	Praj.g_00869	Praz.g_01424
OG0000701	Praj.g_00872	Praz.g_01420
OG0000702	Praj.g_00877	Praz.g_01417
OG0000703	Praj.g_00879	Praz.g_01416
OG0000704	Praj.g_00880	Praz.g_01415
OG0000705	Praj.g_00881	Praz.g_01414
OG0000706	Praj.g_00882	Praz.g_01413
OG0000707	Praj.g_00884	Praz.g_01411
OG0000708	Praj.g_00885	Praz.g_01410
OG0000709	Praj.g_00887	Praz.g_01408
OG0000710	Praj.g_00888	Praz.g_01407
OG0000711	Praj.g_00889	Praz.g_01406
OG0000712	Praj.g_00890	Praz.g_01405
OG0000713	Praj.g_00891	Praz.g_01404
OG0000714	Praj.g_00893	Praz.g_01402
OG0000715	Praj.g_00894	Praz.g_01401
OG0000716	Praj.g_00897	Praz.g_01399
OG0000717	Praj.g_00898	Praz.g_01398
OG0000718	Praj.g_00899	Praz.g_01397
OG0000719	Praj.g_00901	Praz.g_01395
OG0000720	Praj.g_00902	Praz.g_01394
OG0000721	Praj.g_00905	Praz.g_01392
OG0000722	Praj.g_00906	Praz.g_01391
OG0000723	Praj.g_00907	Praz.g_01390
OG0000724	Praj.g_00748	Praz.g_01388
OG0000725	Praj.g_00749	Praz.g_01387
OG0000726	Praj.g_00750	Praz.g_01386
OG0000727	Praj.g_00751	Praz.g_01385
OG0000728	Praj.g_00752	Praz.g_01384
OG0000729	Praj.g_00753	Praz.g_01383
OG0000730	Praj.g_00754	Praz.g_01382
OG0000731	Praj.g_00755	Praz.g_01381
OG0000732	Praj.g_00756	Praz.g_01380
OG0000733	Praj.g_00757	Praz.g_01379
OG0000734	Praj.g_00758	Praz.g_01378
OG0000735	Praj.g_00760	Praz.g_01376
OG0000736	Praj.g_00761	Praz.g_01375
OG0000737	Praj.g_00762	Praz.g_01374
OG0000738	Praj.g_00920	Praz.g_01373
OG0000739	Praj.g_00921	Praz.g_01372
OG0000740	Praj.g_00922	Praz.g_01371
OG0000741	Praj.g_00923	Praz.g_01370
OG0000742	Praj.g_00925	Praz.g_01368
OG0000743	Praj.g_00926	Praz.g_01367
OG0000744	Praj.g_00927	Praz.g_01366
OG0000745	Praj.g_00928	Praz.g_01365
OG0000746	Praj.g_00929	Praz.g_01364
OG0000747	Praj.g_00930	Praz.g_01363
OG0000748	Praj.g_00931	Praz.g_01362
OG0000749	Praj.g_00932	Praz.g_01361
OG0000750	Praj.g_00933	Praz.g_01360
OG0000751	Praj.g_00934	Praz.g_01359
OG0000752	Praj.g_00847	Praz.g_01358
OG0000753	Praj.g_00939	Praz.g_01356
OG0000754	Praj.g_00940	Praz.g_01355
OG0000755	Praj.g_00941	Praz.g_01354
OG0000756	Praj.g_00943	Praz.g_01353
OG0000757	Praj.g_00944	Praz.g_01352
OG0000758	Praj.g_00945	Praz.g_01351
OG0000759	Praj.g_00947	Praz.g_01349
OG0000760	Praj.g_00948	Praz.g_01348
OG0000761	Praj.g_00949	Praz.g_01347
OG0000762	Praj.g_00951	Praz.g_01345
OG0000763	Praj.g_00952	Praz.g_01344
OG0000764	Praj.g_00953	Praz.g_01343
OG0000765	Praj.g_00954	Praz.g_01342
OG0000766	Praj.g_00955	Praz.g_01341
OG0000767	Praj.g_00957	Praz.g_01339
OG0000768	Praj.g_00958	Praz.g_01338
OG0000769	Praj.g_00959	Praz.g_01337
OG0000770	Praj.g_00960	Praz.g_01336
OG0000771	Praj.g_00961	Praz.g_01335
OG0000772	Praj.g_00085	Praz.g_01334
OG0000773	Praj.g_00963	Praz.g_01333
OG0000774	Praj.g_00964	Praz.g_01332
OG0000775	Praj.g_00965	Praz.g_01331
OG0000776	Praj.g_00966	Praz.g_01329
OG0000777	Praj.g_00968	Praz.g_01327
OG0000778	Praj.g_00969	Praz.g_01326
OG0000779	Praj.g_00970	Praz.g_01325
OG0000780	Praj.g_00972	Praz.g_01323
OG0000781	Praj.g_00973	Praz.g_01321
OG0000782	Praj.g_00974	Praz.g_01320
OG0000783	Praj.g_00991	Praz.g_01308
OG0000784	Praj.g_00992	Praz.g_01306
OG0000785	Praj.g_00993	Praz.g_01305
OG0000786	Praj.g_00994	Praz.g_01304
OG0000787	Praj.g_00995	Praz.g_01303
OG0000788	Praj.g_00999	Praz.g_01299
OG0000789	Praj.g_01002	Praz.g_01297
OG0000790	Praj.g_00846	Praz.g_01296
OG0000791	Praj.g_01003	Praz.g_01294
OG0000792	Praj.g_01004	Praz.g_01293
OG0000793	Praj.g_01005	Praz.g_01292
OG0000794	Praj.g_01008	Praz.g_01290
OG0000795	Praj.g_01012	Praz.g_01287
OG0000796	Praj.g_01013	Praz.g_01286
OG0000797	Praj.g_01016	Praz.g_01284
OG0000798	Praj.g_01017	Praz.g_01283
OG0000799	Praj.g_01018	Praz.g_01282
OG0000800	Praj.g_01019	Praz.g_01281
OG0000801	Praj.g_01022	Praz.g_00064
OG0000802	Praj.g_01023	Praz.g_00065
OG0000803	Praj.g_00845	Praz.g_00067
OG0000804	Praj.g_00844	Praz.g_00068
OG0000805	Praj.g_00843	Praz.g_00069
OG0000806	Praj.g_00841	Praz.g_00071
OG0000807	Praj.g_00852	Praz.g_00096
OG0000808	Praj.g_01063	Praz.g_00105
OG0000809	Praj.g_01045	Praz.g_00108
OG0000810	Praj.g_01728	Praz.g_00109
OG0000811	Praj.g_02022	Praz.g_00116
OG0000812	Praj.g_00378	Praz.g_00060
OG0000813	Praj.g_00386	Praz.g_00056
OG0000814	Praj.g_01725	Praz.g_00054
OG0000815	Praj.g_01040	Praz.g_00040
OG0000816	Praj.g_01833	Praz.g_00024
OG0000817	Praj.g_01834	Praz.g_00023
OG0000818	Praj.g_01083	Praz.g_00018
OG0000819	Praj.g_01482	Praz.g_00011
OG0000820	Praj.g_01476	Praz.g_00007
OG0000821	Praj.g_01474	Praz.g_00005
OG0000822	Praj.g_01473	Praz.g_00004
OG0000823	Praj.g_01472	Praz.g_00003
OG0000824	Praj.g_01471	Praz.g_00002
OG0000825	Praj.g_01470	Praz.g_00001
OG0000826	Praj.g_01469	Praz.g_00763
OG0000827	Praj.g_01468	Praz.g_00762
OG0000828	Praj.g_01467	Praz.g_00761
OG0000829	Praj.g_01466	Praz.g_00760
OG0000830	Praj.g_01464	Praz.g_00759
OG0000831	Praj.g_01462	Praz.g_00756
OG0000832	Praj.g_01460	Praz.g_00754
OG0000833	Praj.g_01459	Praz.g_00753
OG0000834	Praj.g_01458	Praz.g_00751
OG0000835	Praj.g_01457	Praz.g_00750
OG0000836	Praj.g_01456	Praz.g_00749
OG0000837	Praj.g_01453	Praz.g_00747
OG0000838	Praj.g_01452	Praz.g_00746
OG0000839	Praj.g_01451	Praz.g_00745
OG0000840	Praj.g_01450	Praz.g_00744
OG0000841	Praj.g_01449	Praz.g_00743
OG0000842	Praj.g_01447	Praz.g_00742
OG0000843	Praj.g_01446	Praz.g_00741
OG0000844	Praj.g_01445	Praz.g_00740
OG0000845	Praj.g_01444	Praz.g_00739
OG0000846	Praj.g_01442	Praz.g_00736
OG0000847	Praj.g_01440	Praz.g_00734
OG0000848	Praj.g_01438	Praz.g_00733
OG0000849	Praj.g_01437	Praz.g_00732
OG0000850	Praj.g_01436	Praz.g_00731
OG0000851	Praj.g_01434	Praz.g_00730
OG0000852	Praj.g_01432	Praz.g_00728
OG0000853	Praj.g_01430	Praz.g_00727
OG0000854	Praj.g_01428	Praz.g_00725
OG0000855	Praj.g_01427	Praz.g_00724
OG0000856	Praj.g_01426	Praz.g_00723
OG0000857	Praj.g_01425	Praz.g_00722
OG0000858	Praj.g_01424	Praz.g_00721
OG0000859	Praj.g_01423	Praz.g_00720
OG0000860	Praj.g_01422	Praz.g_00719
OG0000861	Praj.g_01421	Praz.g_00718
OG0000862	Praj.g_01420	Praz.g_00717
OG0000863	Praj.g_01419	Praz.g_00716
OG0000864	Praj.g_01418	Praz.g_00715
OG0000865	Praj.g_01417	Praz.g_00714
OG0000866	Praj.g_01416	Praz.g_00713
OG0000867	Praj.g_01415	Praz.g_00712
OG0000868	Praj.g_01414	Praz.g_00711
OG0000869	Praj.g_01411	Praz.g_00709
OG0000870	Praj.g_01410	Praz.g_00708
OG0000871	Praj.g_01409	Praz.g_00706
OG0000872	Praj.g_01408	Praz.g_00705
OG0000873	Praj.g_01407	Praz.g_00703
OG0000874	Praj.g_01406	Praz.g_00702
OG0000875	Praj.g_01405	Praz.g_00701
OG0000876	Praj.g_01404	Praz.g_00700
OG0000877	Praj.g_01403	Praz.g_00698
OG0000878	Praj.g_01246	Praz.g_01205
OG0000879	Praj.g_01517	Praz.g_01191
OG0000880	Praj.g_01518	Praz.g_01190
OG0000881	Praj.g_01519	Praz.g_01189
OG0000882	Praj.g_01520	Praz.g_01188
OG0000883	Praj.g_01522	Praz.g_01187
OG0000884	Praj.g_01523	Praz.g_01185
OG0000885	Praj.g_01524	Praz.g_01184
OG0000886	Praj.g_01525	Praz.g_01183
OG0000887	Praj.g_01526	Praz.g_01182
OG0000888	Praj.g_01527	Praz.g_01181
OG0000889	Praj.g_01530	Praz.g_01178
OG0000890	Praj.g_01531	Praz.g_01177
OG0000891	Praj.g_01532	Praz.g_01176
OG0000892	Praj.g_01534	Praz.g_01174
OG0000893	Praj.g_01535	Praz.g_01173
OG0000894	Praj.g_01536	Praz.g_01172
OG0000895	Praj.g_01537	Praz.g_01171
OG0000896	Praj.g_01538	Praz.g_01170
OG0000897	Praj.g_01539	Praz.g_01169
OG0000898	Praj.g_01542	Praz.g_01167
OG0000899	Praj.g_01543	Praz.g_01166
OG0000900	Praj.g_01546	Praz.g_01157
OG0000901	Praj.g_01550	Praz.g_01153
OG0000902	Praj.g_00732	Praz.g_01152
OG0000903	Praj.g_01484	Praz.g_01151
OG0000904	Praj.g_01011	Praz.g_01149
OG0000905	Praj.g_01734	Praz.g_01147
OG0000906	Praj.g_01573	Praz.g_01145
OG0000907	Praj.g_00833	Praz.g_01144
OG0000908	Praj.g_01160	Praz.g_01141
OG0000909	Praj.g_01577	Praz.g_01137
OG0000910	Praj.g_01578	Praz.g_01136
OG0000911	Praj.g_01579	Praz.g_01135
OG0000912	Praj.g_01580	Praz.g_01134
OG0000913	Praj.g_01581	Praz.g_01133
OG0000914	Praj.g_01582	Praz.g_01132
OG0000915	Praj.g_01583	Praz.g_01131
OG0000916	Praj.g_01584	Praz.g_01130
OG0000917	Praj.g_01585	Praz.g_01129
OG0000918	Praj.g_01586	Praz.g_01128
OG0000919	Praj.g_01587	Praz.g_01127
OG0000920	Praj.g_01588	Praz.g_01126
OG0000921	Praj.g_01589	Praz.g_01125
OG0000922	Praj.g_01590	Praz.g_01124
OG0000923	Praj.g_01591	Praz.g_01123
OG0000924	Praj.g_01592	Praz.g_01122
OG0000925	Praj.g_01593	Praz.g_01121
OG0000926	Praj.g_01995	Praz.g_01097
OG0000927	Praj.g_01613	Praz.g_01059
OG0000928	Praj.g_01614	Praz.g_01058
OG0000929	Praj.g_01615	Praz.g_01057
OG0000930	Praj.g_01616	Praz.g_01056
OG0000931	Praj.g_01617	Praz.g_01055
OG0000932	Praj.g_01619	Praz.g_01053
OG0000933	Praj.g_01620	Praz.g_01052
OG0000934	Praj.g_01621	Praz.g_01051
OG0000935	Praj.g_01622	Praz.g_01050
OG0000936	Praj.g_01623	Praz.g_01049
OG0000937	Praj.g_01624	Praz.g_01048
OG0000938	Praj.g_01625	Praz.g_01047
OG0000939	Praj.g_01626	Praz.g_01046
OG0000940	Praj.g_01628	Praz.g_01045
OG0000941	Praj.g_01630	Praz.g_01043
OG0000942	Praj.g_01631	Praz.g_01042
OG0000943	Praj.g_01634	Praz.g_01039
OG0000944	Praj.g_01635	Praz.g_01038
OG0000945	Praj.g_01636	Praz.g_01037
OG0000946	Praj.g_01637	Praz.g_01036
OG0000947	Praj.g_01638	Praz.g_01035
OG0000948	Praj.g_01639	Praz.g_01034
OG0000949	Praj.g_01640	Praz.g_01033
OG0000950	Praj.g_01641	Praz.g_01032
OG0000951	Praj.g_01642	Praz.g_01031
OG0000952	Praj.g_01643	Praz.g_01030
OG0000953	Praj.g_01644	Praz.g_01029
OG0000954	Praj.g_01645	Praz.g_01028
OG0000955	Praj.g_01646	Praz.g_01027
OG0000956	Praj.g_01647	Praz.g_01026
OG0000957	Praj.g_00454	Praz.g_01025
OG0000958	Praj.g_01648	Praz.g_01024
OG0000959	Praj.g_01649	Praz.g_01023
OG0000960	Praj.g_01650	Praz.g_01022
OG0000961	Praj.g_01653	Praz.g_01018
OG0000962	Praj.g_01654	Praz.g_01017
OG0000963	Praj.g_01655	Praz.g_01016
OG0000964	Praj.g_01657	Praz.g_01014
OG0000965	Praj.g_01658	Praz.g_01013
OG0000966	Praj.g_01659	Praz.g_01012
OG0000967	Praj.g_01660	Praz.g_01011
OG0000968	Praj.g_01661	Praz.g_01010
OG0000969	Praj.g_01662	Praz.g_01009
OG0000970	Praj.g_01663	Praz.g_01008
OG0000971	Praj.g_01664	Praz.g_01007
OG0000972	Praj.g_01665	Praz.g_01006
OG0000973	Praj.g_01666	Praz.g_01005
OG0000974	Praj.g_01668	Praz.g_01003
OG0000975	Praj.g_01674	Praz.g_01000
OG0000976	Praj.g_01677	Praz.g_00998
OG0000977	Praj.g_01678	Praz.g_00997
OG0000978	Praj.g_01679	Praz.g_00996
OG0000979	Praj.g_01681	Praz.g_00994
OG0000980	Praj.g_01682	Praz.g_00993
OG0000981	Praj.g_01683	Praz.g_00992
OG0000982	Praj.g_01684	Praz.g_00991
OG0000983	Praj.g_01686	Praz.g_00989
OG0000984	Praj.g_01687	Praz.g_00988
OG0000985	Praj.g_01688	Praz.g_00987
OG0000986	Praj.g_01690	Praz.g_00986
OG0000987	Praj.g_01691	Praz.g_00985
OG0000988	Praj.g_01692	Praz.g_00984
OG0000989	Praj.g_01693	Praz.g_00983
OG0000990	Praj.g_01694	Praz.g_00982
OG0000991	Praj.g_01695	Praz.g_00981
OG0000992	Praj.g_01696	Praz.g_00980
OG0000993	Praj.g_01697	Praz.g_00979
OG0000994	Praj.g_01698	Praz.g_00978
OG0000995	Praj.g_01699	Praz.g_00977
OG0000996	Praj.g_01700	Praz.g_00976
OG0000997	Praj.g_01701	Praz.g_00975
OG0000998	Praj.g_01702	Praz.g_00974
OG0000999	Praj.g_01703	Praz.g_00973
OG0001000	Praj.g_01704	Praz.g_00972
OG0001001	Praj.g_01706	Praz.g_00970
OG0001002	Praj.g_01707	Praz.g_00969
OG0001003	Praj.g_01708	Praz.g_00968
OG0001004	Praj.g_01709	Praz.g_00967
OG0001005	Praj.g_01711	Praz.g_00966
OG0001006	Praj.g_01712	Praz.g_00965
OG0001007	Praj.g_01713	Praz.g_00964
OG0001008	Praj.g_01715	Praz.g_00962
OG0001009	Praj.g_01716	Praz.g_00961
OG0001010	Praj.g_01499	Praz.g_00953
OG0001011	Praj.g_01599	Praz.g_00946
OG0001012	Praj.g_00785	Praz.g_00918
OG0001013	Praj.g_01763	Praz.g_00883
OG0001014	Praj.g_01764	Praz.g_00882
OG0001015	Praj.g_01769	Praz.g_00876
OG0001016	Praj.g_01770	Praz.g_00875
OG0001017	Praj.g_01771	Praz.g_00874
OG0001018	Praj.g_01772	Praz.g_00873
OG0001019	Praj.g_01773	Praz.g_00871
OG0001020	Praj.g_01774	Praz.g_00870
OG0001021	Praj.g_01775	Praz.g_00869
OG0001022	Praj.g_01776	Praz.g_00868
OG0001023	Praj.g_01777	Praz.g_00867
OG0001024	Praj.g_01778	Praz.g_00866
OG0001025	Praj.g_01779	Praz.g_00865
OG0001026	Praj.g_01780	Praz.g_00863
OG0001027	Praj.g_01781	Praz.g_00862
OG0001028	Praj.g_01782	Praz.g_00861
OG0001029	Praj.g_01783	Praz.g_00860
OG0001030	Praj.g_01784	Praz.g_00859
OG0001031	Praj.g_01785	Praz.g_00858
OG0001032	Praj.g_01786	Praz.g_00857
OG0001033	Praj.g_01787	Praz.g_00856
OG0001034	Praj.g_01788	Praz.g_00855
OG0001035	Praj.g_01790	Praz.g_00853
OG0001036	Praj.g_01791	Praz.g_00852
OG0001037	Praj.g_01792	Praz.g_00851
OG0001038	Praj.g_01793	Praz.g_00850
OG0001039	Praj.g_01794	Praz.g_00849
OG0001040	Praj.g_01796	Praz.g_00848
OG0001041	Praj.g_01797	Praz.g_00847
OG0001042	Praj.g_01798	Praz.g_00846
OG0001043	Praj.g_01799	Praz.g_00845
OG0001044	Praj.g_01800	Praz.g_00844
OG0001045	Praj.g_01801	Praz.g_00843
OG0001046	Praj.g_01802	Praz.g_00842
OG0001047	Praj.g_01804	Praz.g_00839
OG0001048	Praj.g_01806	Praz.g_00837
OG0001049	Praj.g_01807	Praz.g_00836
OG0001050	Praj.g_01808	Praz.g_00835
OG0001051	Praj.g_01809	Praz.g_00834
OG0001052	Praj.g_01810	Praz.g_00833
OG0001053	Praj.g_01812	Praz.g_00831
OG0001054	Praj.g_01814	Praz.g_00830
OG0001055	Praj.g_01815	Praz.g_00829
OG0001056	Praj.g_01816	Praz.g_00828
OG0001057	Praj.g_01817	Praz.g_00827
OG0001058	Praj.g_01818	Praz.g_00826
OG0001059	Praj.g_01819	Praz.g_00825
OG0001060	Praj.g_01820	Praz.g_00824
OG0001061	Praj.g_01821	Praz.g_00823
OG0001062	Praj.g_01822	Praz.g_00822
OG0001063	Praj.g_01823	Praz.g_00821
OG0001064	Praj.g_01825	Praz.g_00340
OG0001065	Praj.g_01868	Praz.g_00335
OG0001066	Praj.g_01870	Praz.g_00334
OG0001067	Praj.g_01871	Praz.g_00333
OG0001068	Praj.g_01873	Praz.g_00331
OG0001069	Praj.g_01874	Praz.g_00330
OG0001070	Praj.g_01875	Praz.g_00329
OG0001071	Praj.g_01876	Praz.g_00328
OG0001072	Praj.g_01877	Praz.g_00327
OG0001073	Praj.g_01878	Praz.g_00326
OG0001074	Praj.g_01879	Praz.g_00325
OG0001075	Praj.g_01880	Praz.g_00324
OG0001076	Praj.g_01881	Praz.g_00323
OG0001077	Praj.g_01882	Praz.g_00322
OG0001078	Praj.g_01883	Praz.g_00321
OG0001079	Praj.g_01884	Praz.g_00320
OG0001080	Praj.g_01885	Praz.g_00319
OG0001081	Praj.g_01894	Praz.g_00316
OG0001082	Praj.g_01893	Praz.g_00315
OG0001083	Praj.g_01889	Praz.g_00314
OG0001084	Praj.g_01891	Praz.g_00312
OG0001085	Praj.g_01892	Praz.g_00311
OG0001086	Praj.g_01888	Praz.g_00310
OG0001087	Praj.g_01887	Praz.g_00309
OG0001088	Praj.g_01886	Praz.g_00308
OG0001089	Praj.g_01909	Praz.g_00305
OG0001090	Praj.g_01911	Praz.g_00303
OG0001091	Praj.g_01912	Praz.g_00302
OG0001092	Praj.g_01913	Praz.g_00301
OG0001093	Praj.g_01914	Praz.g_00300
OG0001094	Praj.g_01915	Praz.g_00299
OG0001095	Praj.g_01916	Praz.g_00298
OG0001096	Praj.g_01917	Praz.g_00297
OG0001097	Praj.g_01918	Praz.g_00296
OG0001098	Praj.g_01919	Praz.g_00295
OG0001099	Praj.g_01920	Praz.g_00294
OG0001100	Praj.g_01921	Praz.g_00293
OG0001101	Praj.g_01922	Praz.g_00292
OG0001102	Praj.g_01923	Praz.g_00291
OG0001103	Praj.g_01924	Praz.g_00290
OG0001104	Praj.g_01925	Praz.g_00289
OG0001105	Praj.g_01926	Praz.g_00288
OG0001106	Praj.g_01927	Praz.g_00287
OG0001107	Praj.g_01928	Praz.g_00286
OG0001108	Praj.g_01929	Praz.g_00285
OG0001109	Praj.g_01930	Praz.g_00284
OG0001110	Praj.g_01931	Praz.g_00283
OG0001111	Praj.g_01932	Praz.g_00282
OG0001112	Praj.g_01933	Praz.g_00281
OG0001113	Praj.g_01934	Praz.g_00280
OG0001114	Praj.g_01935	Praz.g_00279
OG0001115	Praj.g_01936	Praz.g_00278
OG0001116	Praj.g_01937	Praz.g_00277
OG0001117	Praj.g_01938	Praz.g_00276
OG0001118	Praj.g_01939	Praz.g_00275
OG0001119	Praj.g_01940	Praz.g_00274
OG0001120	Praj.g_01941	Praz.g_00273
OG0001121	Praj.g_01943	Praz.g_00271
OG0001122	Praj.g_01944	Praz.g_00270
OG0001123	Praj.g_01945	Praz.g_00269
OG0001124	Praj.g_01947	Praz.g_00267
OG0001125	Praj.g_01949	Praz.g_00265
OG0001126	Praj.g_01950	Praz.g_00264
OG0001127	Praj.g_01953	Praz.g_00262
OG0001128	Praj.g_01954	Praz.g_00261
OG0001129	Praj.g_01955	Praz.g_00260
OG0001130	Praj.g_01958	Praz.g_00257
OG0001131	Praj.g_01959	Praz.g_00256
OG0001132	Praj.g_01960	Praz.g_00255
OG0001133	Praj.g_01961	Praz.g_00254
OG0001134	Praj.g_01962	Praz.g_00253
OG0001135	Praj.g_01963	Praz.g_00252
OG0001136	Praj.g_01964	Praz.g_00251
OG0001137	Praj.g_01965	Praz.g_00250
OG0001138	Praj.g_01966	Praz.g_00249
OG0001139	Praj.g_01968	Praz.g_00248
OG0001140	Praj.g_01969	Praz.g_00247
OG0001141	Praj.g_01970	Praz.g_00246
OG0001142	Praj.g_01975	Praz.g_00242
OG0001143	Praj.g_01976	Praz.g_00241
OG0001144	Praj.g_01977	Praz.g_00240
OG0001145	Praj.g_01978	Praz.g_00239
OG0001146	Praj.g_01979	Praz.g_00238
OG0001147	Praj.g_01980	Praz.g_00237
OG0001148	Praj.g_01981	Praz.g_00236
OG0001149	Praj.g_01982	Praz.g_00234
OG0001150	Praj.g_01983	Praz.g_00233
