Orthogroup	Prbk	Prbh
OG0000539	Prbk.g_01041	Prbh.g_00328
OG0000540	Prbk.g_01042	Prbh.g_00327
OG0000541	Prbk.g_01043	Prbh.g_00326
OG0000542	Prbk.g_01046	Prbh.g_00325
OG0000543	Prbk.g_01048	Prbh.g_00323
OG0000544	Prbk.g_01049	Prbh.g_00322
OG0000545	Prbk.g_01050	Prbh.g_00320
OG0000546	Prbk.g_01052	Prbh.g_00317
OG0000547	Prbk.g_01054	Prbh.g_00315
OG0000548	Prbk.g_01055	Prbh.g_00314
OG0000549	Prbk.g_01061	Prbh.g_00311
OG0000550	Prbk.g_01066	Prbh.g_00306
OG0000551	Prbk.g_01070	Prbh.g_00303
OG0000552	Prbk.g_01071	Prbh.g_00302
OG0000553	Prbk.g_01076	Prbh.g_00301
OG0000554	Prbk.g_01081	Prbh.g_00295
OG0000555	Prbk.g_01099	Prbh.g_00288
OG0000556	Prbk.g_02686	Prbh.g_00286
OG0000557	Prbk.g_01898	Prbh.g_00285
OG0000558	Prbk.g_01895	Prbh.g_00283
OG0000559	Prbk.g_01891	Prbh.g_00279
OG0000560	Prbk.g_01888	Prbh.g_00276
OG0000561	Prbk.g_01887	Prbh.g_00275
OG0000562	Prbk.g_01886	Prbh.g_00274
OG0000563	Prbk.g_01885	Prbh.g_00273
OG0000564	Prbk.g_01884	Prbh.g_00272
OG0000565	Prbk.g_01881	Prbh.g_00269
OG0000566	Prbk.g_01877	Prbh.g_00265
OG0000567	Prbk.g_01873	Prbh.g_00261
OG0000568	Prbk.g_01871	Prbh.g_00260
OG0000569	Prbk.g_01104	Prbh.g_00259
OG0000570	Prbk.g_01105	Prbh.g_00258
OG0000571	Prbk.g_01108	Prbh.g_00256
OG0000572	Prbk.g_01124	Prbh.g_00244
OG0000573	Prbk.g_01131	Prbh.g_00238
OG0000574	Prbk.g_01132	Prbh.g_00237
OG0000575	Prbk.g_01141	Prbh.g_00233
OG0000576	Prbk.g_01143	Prbh.g_00231
OG0000577	Prbk.g_01144	Prbh.g_00230
OG0000578	Prbk.g_01145	Prbh.g_00229
OG0000579	Prbk.g_01146	Prbh.g_00228
OG0000580	Prbk.g_01147	Prbh.g_00227
OG0000581	Prbk.g_01151	Prbh.g_00224
OG0000582	Prbk.g_01155	Prbh.g_00221
OG0000583	Prbk.g_01156	Prbh.g_00220
OG0000584	Prbk.g_01157	Prbh.g_00219
OG0000585	Prbk.g_01159	Prbh.g_00217
OG0000586	Prbk.g_01161	Prbh.g_00216
OG0000587	Prbk.g_01163	Prbh.g_00215
OG0000588	Prbk.g_02605	Prbh.g_01465
OG0000589	Prbk.g_02608	Prbh.g_01462
OG0000590	Prbk.g_02609	Prbh.g_01461
OG0000591	Prbk.g_02616	Prbh.g_01457
OG0000592	Prbk.g_02617	Prbh.g_01456
OG0000593	Prbk.g_02627	Prbh.g_01221
OG0000594	Prbk.g_02628	Prbh.g_01220
OG0000595	Prbk.g_02629	Prbh.g_01219
OG0000596	Prbk.g_02634	Prbh.g_01216
OG0000597	Prbk.g_02637	Prbh.g_01213
OG0000598	Prbk.g_02638	Prbh.g_01212
OG0000599	Prbk.g_02648	Prbh.g_01209
OG0000600	Prbk.g_02649	Prbh.g_01208
OG0000601	Prbk.g_02650	Prbh.g_01207
OG0000602	Prbk.g_02654	Prbh.g_01205
OG0000603	Prbk.g_02655	Prbh.g_01204
OG0000604	Prbk.g_02656	Prbh.g_01203
OG0000605	Prbk.g_00740	Prbh.g_01202
OG0000606	Prbk.g_00729	Prbh.g_01199
OG0000607	Prbk.g_00726	Prbh.g_01196
OG0000608	Prbk.g_00725	Prbh.g_01195
OG0000609	Prbk.g_00723	Prbh.g_01194
OG0000610	Prbk.g_00715	Prbh.g_01188
OG0000611	Prbk.g_00712	Prbh.g_01185
OG0000612	Prbk.g_00711	Prbh.g_01184
OG0000613	Prbk.g_00478	Prbh.g_00907
OG0000614	Prbk.g_01802	Prbh.g_00928
OG0000615	Prbk.g_02429	Prbh.g_00939
OG0000616	Prbk.g_02262	Prbh.g_01487
OG0000617	Prbk.g_00613	Prbh.g_01167
OG0000618	Prbk.g_00612	Prbh.g_01166
OG0000619	Prbk.g_00611	Prbh.g_01165
OG0000620	Prbk.g_00607	Prbh.g_01162
OG0000621	Prbk.g_00606	Prbh.g_01161
OG0000622	Prbk.g_00605	Prbh.g_01160
OG0000623	Prbk.g_00604	Prbh.g_01159
OG0000624	Prbk.g_00603	Prbh.g_01157
OG0000625	Prbk.g_00602	Prbh.g_01156
OG0000626	Prbk.g_00601	Prbh.g_01155
OG0000627	Prbk.g_02376	Prbh.g_01154
OG0000628	Prbk.g_02375	Prbh.g_01153
OG0000629	Prbk.g_02372	Prbh.g_01151
OG0000630	Prbk.g_02368	Prbh.g_01148
OG0000631	Prbk.g_02362	Prbh.g_01056
OG0000632	Prbk.g_02361	Prbh.g_01057
OG0000633	Prbk.g_02360	Prbh.g_01058
OG0000634	Prbk.g_02464	Prbh.g_00949
OG0000635	Prbk.g_02465	Prbh.g_00950
OG0000636	Prbk.g_02467	Prbh.g_00952
OG0000637	Prbk.g_02469	Prbh.g_00954
OG0000638	Prbk.g_02470	Prbh.g_00955
OG0000639	Prbk.g_02471	Prbh.g_00956
OG0000640	Prbk.g_02472	Prbh.g_00957
OG0000641	Prbk.g_02476	Prbh.g_00961
OG0000642	Prbk.g_02477	Prbh.g_00962
OG0000643	Prbk.g_02478	Prbh.g_00963
OG0000644	Prbk.g_02479	Prbh.g_00964
OG0000645	Prbk.g_02480	Prbh.g_00965
OG0000646	Prbk.g_02483	Prbh.g_00967
OG0000647	Prbk.g_02486	Prbh.g_00969
OG0000648	Prbk.g_02488	Prbh.g_00971
OG0000649	Prbk.g_02489	Prbh.g_00972
OG0000650	Prbk.g_02490	Prbh.g_00973
OG0000651	Prbk.g_02491	Prbh.g_00974
OG0000652	Prbk.g_02492	Prbh.g_00975
OG0000653	Prbk.g_02494	Prbh.g_00977
OG0000654	Prbk.g_02495	Prbh.g_00978
OG0000655	Prbk.g_02496	Prbh.g_00979
OG0000656	Prbk.g_02499	Prbh.g_00982
OG0000657	Prbk.g_02532	Prbh.g_00989
OG0000658	Prbk.g_02534	Prbh.g_00991
OG0000659	Prbk.g_02535	Prbh.g_00992
OG0000660	Prbk.g_02539	Prbh.g_00996
OG0000661	Prbk.g_02541	Prbh.g_00998
OG0000662	Prbk.g_02543	Prbh.g_01001
OG0000663	Prbk.g_02546	Prbh.g_01003
OG0000664	Prbk.g_02547	Prbh.g_01004
OG0000665	Prbk.g_02560	Prbh.g_01010
OG0000666	Prbk.g_02563	Prbh.g_01011
OG0000667	Prbk.g_02570	Prbh.g_01015
OG0000668	Prbk.g_00582	Prbh.g_00857
OG0000669	Prbk.g_02580	Prbh.g_00868
OG0000670	Prbk.g_01662	Prbh.g_00871
OG0000671	Prbk.g_02391	Prbh.g_00873
OG0000672	Prbk.g_02394	Prbh.g_00876
OG0000673	Prbk.g_02397	Prbh.g_00879
OG0000674	Prbk.g_02399	Prbh.g_00881
OG0000675	Prbk.g_02400	Prbh.g_00882
OG0000676	Prbk.g_02408	Prbh.g_00884
OG0000677	Prbk.g_02410	Prbh.g_00885
OG0000678	Prbk.g_02415	Prbh.g_00887
OG0000679	Prbk.g_02435	Prbh.g_00891
OG0000680	Prbk.g_02436	Prbh.g_00892
OG0000681	Prbk.g_02438	Prbh.g_00895
OG0000682	Prbk.g_02439	Prbh.g_00896
OG0000683	Prbk.g_02440	Prbh.g_00897
OG0000684	Prbk.g_02453	Prbh.g_00898
OG0000685	Prbk.g_02451	Prbh.g_00900
OG0000686	Prbk.g_02450	Prbh.g_00901
OG0000687	Prbk.g_02449	Prbh.g_00902
OG0000688	Prbk.g_02455	Prbh.g_01179
OG0000689	Prbk.g_02456	Prbh.g_01178
OG0000690	Prbk.g_02457	Prbh.g_01177
OG0000691	Prbk.g_02458	Prbh.g_01176
OG0000692	Prbk.g_02459	Prbh.g_01174
OG0000693	Prbk.g_02460	Prbh.g_01173
OG0000694	Prbk.g_02461	Prbh.g_01172
OG0000695	Prbk.g_02358	Prbh.g_01060
OG0000696	Prbk.g_02357	Prbh.g_01061
OG0000697	Prbk.g_02355	Prbh.g_01062
OG0000698	Prbk.g_02352	Prbh.g_01065
OG0000699	Prbk.g_02350	Prbh.g_01066
OG0000700	Prbk.g_02349	Prbh.g_01067
OG0000701	Prbk.g_02348	Prbh.g_01068
OG0000702	Prbk.g_02340	Prbh.g_01070
OG0000703	Prbk.g_02339	Prbh.g_01071
OG0000704	Prbk.g_02337	Prbh.g_01073
OG0000705	Prbk.g_02331	Prbh.g_01079
OG0000706	Prbk.g_02330	Prbh.g_01080
OG0000707	Prbk.g_02329	Prbh.g_01081
OG0000708	Prbk.g_02327	Prbh.g_01083
OG0000709	Prbk.g_02320	Prbh.g_01087
OG0000710	Prbk.g_02316	Prbh.g_01090
OG0000711	Prbk.g_02293	Prbh.g_01106
OG0000712	Prbk.g_02292	Prbh.g_01107
OG0000713	Prbk.g_00562	Prbh.g_01108
OG0000714	Prbk.g_00566	Prbh.g_01109
OG0000715	Prbk.g_00568	Prbh.g_01111
OG0000716	Prbk.g_00572	Prbh.g_01113
OG0000717	Prbk.g_00573	Prbh.g_01114
OG0000718	Prbk.g_00578	Prbh.g_01116
OG0000719	Prbk.g_00580	Prbh.g_01118
OG0000720	Prbk.g_00593	Prbh.g_01129
OG0000721	Prbk.g_00594	Prbh.g_01133
OG0000722	Prbk.g_00595	Prbh.g_01134
OG0000723	Prbk.g_00599	Prbh.g_01138
OG0000724	Prbk.g_00061	Prbh.g_01036
OG0000725	Prbk.g_00054	Prbh.g_01030
OG0000726	Prbk.g_00053	Prbh.g_01029
OG0000727	Prbk.g_00052	Prbh.g_01028
OG0000728	Prbk.g_00051	Prbh.g_01026
OG0000729	Prbk.g_01531	Prbh.g_01351
OG0000730	Prbk.g_00869	Prbh.g_01325
OG0000731	Prbk.g_00879	Prbh.g_00432
OG0000733	Prbk.g_02202	Prbh.g_01867
OG0000734	Prbk.g_00004	Prbh.g_01299
OG0000735	Prbk.g_01037	Prbh.g_01297
OG0000736	Prbk.g_01036	Prbh.g_01296
OG0000737	Prbk.g_01035	Prbh.g_01295
OG0000738	Prbk.g_01028	Prbh.g_01291
OG0000739	Prbk.g_01026	Prbh.g_01290
OG0000740	Prbk.g_01025	Prbh.g_01289
OG0000741	Prbk.g_01022	Prbh.g_01287
OG0000742	Prbk.g_01020	Prbh.g_01284
OG0000743	Prbk.g_01018	Prbh.g_01282
OG0000744	Prbk.g_01017	Prbh.g_01280
OG0000745	Prbk.g_00141	Prbh.g_01279
OG0000746	Prbk.g_00143	Prbh.g_01277
OG0000747	Prbk.g_00144	Prbh.g_01276
OG0000748	Prbk.g_00156	Prbh.g_01272
OG0000749	Prbk.g_00157	Prbh.g_01271
OG0000750	Prbk.g_00158	Prbh.g_01270
OG0000751	Prbk.g_00105	Prbh.g_01267
OG0000752	Prbk.g_00103	Prbh.g_01265
OG0000753	Prbk.g_00100	Prbh.g_01262
OG0000754	Prbk.g_01501	Prbh.g_01260
OG0000755	Prbk.g_00139	Prbh.g_01254
OG0000756	Prbk.g_00138	Prbh.g_01253
OG0000757	Prbk.g_00131	Prbh.g_01246
OG0000758	Prbk.g_00130	Prbh.g_01245
OG0000759	Prbk.g_00129	Prbh.g_01244
OG0000760	Prbk.g_00128	Prbh.g_01243
OG0000761	Prbk.g_00127	Prbh.g_01242
OG0000762	Prbk.g_01503	Prbh.g_01241
OG0000763	Prbk.g_01505	Prbh.g_01239
OG0000764	Prbk.g_01506	Prbh.g_01238
OG0000765	Prbk.g_00178	Prbh.g_01230
OG0000766	Prbk.g_00177	Prbh.g_01229
OG0000767	Prbk.g_00175	Prbh.g_01227
OG0000768	Prbk.g_00174	Prbh.g_01226
OG0000769	Prbk.g_00098	Prbh.g_01224
OG0000770	Prbk.g_00122	Prbh.g_01451
OG0000771	Prbk.g_00066	Prbh.g_01397
OG0000772	Prbk.g_02011	Prbh.g_01845
OG0000773	Prbk.g_00162	Prbh.g_01364
OG0000774	Prbk.g_01192	Prbh.g_01366
OG0000775	Prbk.g_01190	Prbh.g_01368
OG0000776	Prbk.g_01189	Prbh.g_01369
OG0000777	Prbk.g_01188	Prbh.g_01370
OG0000778	Prbk.g_01187	Prbh.g_01371
OG0000779	Prbk.g_01182	Prbh.g_01375
OG0000780	Prbk.g_01179	Prbh.g_01376
OG0000781	Prbk.g_01175	Prbh.g_01379
OG0000782	Prbk.g_01174	Prbh.g_01380
OG0000783	Prbk.g_01173	Prbh.g_01381
OG0000784	Prbk.g_01172	Prbh.g_01382
OG0000785	Prbk.g_01170	Prbh.g_01384
OG0000786	Prbk.g_01167	Prbh.g_01387
OG0000787	Prbk.g_01166	Prbh.g_01388
OG0000788	Prbk.g_00334	Prbh.g_00206
OG0000789	Prbk.g_01691	Prbh.g_00196
OG0000790	Prbk.g_02048	Prbh.g_00014
OG0000791	Prbk.g_02046	Prbh.g_00016
OG0000792	Prbk.g_02045	Prbh.g_00017
OG0000793	Prbk.g_02041	Prbh.g_00021
OG0000794	Prbk.g_02040	Prbh.g_00022
OG0000795	Prbk.g_02039	Prbh.g_00023
OG0000796	Prbk.g_02035	Prbh.g_00027
OG0000797	Prbk.g_02034	Prbh.g_00028
OG0000798	Prbk.g_00414	Prbh.g_00033
OG0000799	Prbk.g_01929	Prbh.g_00079
OG0000800	Prbk.g_01930	Prbh.g_00080
OG0000801	Prbk.g_01931	Prbh.g_00081
OG0000802	Prbk.g_01938	Prbh.g_00083
OG0000803	Prbk.g_00244	Prbh.g_00085
OG0000804	Prbk.g_00246	Prbh.g_00086
OG0000805	Prbk.g_00248	Prbh.g_00088
OG0000806	Prbk.g_00250	Prbh.g_00090
OG0000807	Prbk.g_00252	Prbh.g_00091
OG0000808	Prbk.g_00253	Prbh.g_00092
OG0000809	Prbk.g_00257	Prbh.g_00094
OG0000810	Prbk.g_00258	Prbh.g_00095
OG0000811	Prbk.g_00270	Prbh.g_00102
OG0000812	Prbk.g_00272	Prbh.g_00104
OG0000813	Prbk.g_00273	Prbh.g_00105
OG0000814	Prbk.g_00275	Prbh.g_00107
OG0000815	Prbk.g_00276	Prbh.g_00108
OG0000816	Prbk.g_00278	Prbh.g_00110
OG0000817	Prbk.g_00279	Prbh.g_00111
OG0000818	Prbk.g_01237	Prbh.g_00116
OG0000819	Prbk.g_01236	Prbh.g_00117
OG0000820	Prbk.g_01235	Prbh.g_00118
OG0000821	Prbk.g_01228	Prbh.g_00122
OG0000822	Prbk.g_01226	Prbh.g_00123
OG0000823	Prbk.g_01225	Prbh.g_00124
OG0000824	Prbk.g_01221	Prbh.g_00127
OG0000825	Prbk.g_01220	Prbh.g_00128
OG0000826	Prbk.g_01219	Prbh.g_00129
OG0000827	Prbk.g_01218	Prbh.g_00130
OG0000828	Prbk.g_01215	Prbh.g_00133
OG0000829	Prbk.g_01214	Prbh.g_00134
OG0000830	Prbk.g_01213	Prbh.g_00135
OG0000831	Prbk.g_01211	Prbh.g_00137
OG0000832	Prbk.g_02006	Prbh.g_00147
OG0000833	Prbk.g_01998	Prbh.g_00156
OG0000834	Prbk.g_01997	Prbh.g_00157
OG0000835	Prbk.g_01996	Prbh.g_00158
OG0000836	Prbk.g_01994	Prbh.g_00159
OG0000837	Prbk.g_01993	Prbh.g_00160
OG0000838	Prbk.g_01990	Prbh.g_00163
OG0000839	Prbk.g_01989	Prbh.g_00164
OG0000840	Prbk.g_01988	Prbh.g_00165
OG0000841	Prbk.g_01987	Prbh.g_00166
OG0000842	Prbk.g_01986	Prbh.g_00167
OG0000843	Prbk.g_01985	Prbh.g_00168
OG0000844	Prbk.g_01983	Prbh.g_00169
OG0000845	Prbk.g_01982	Prbh.g_00170
OG0000846	Prbk.g_01981	Prbh.g_00171
OG0000847	Prbk.g_01980	Prbh.g_00172
OG0000848	Prbk.g_01979	Prbh.g_00173
OG0000849	Prbk.g_01978	Prbh.g_00174
OG0000850	Prbk.g_01977	Prbh.g_00176
OG0000851	Prbk.g_00937	Prbh.g_00177
OG0000852	Prbk.g_00936	Prbh.g_00178
OG0000853	Prbk.g_00932	Prbh.g_00183
OG0000854	Prbk.g_00930	Prbh.g_00185
OG0000855	Prbk.g_00929	Prbh.g_00186
OG0000856	Prbk.g_02619	Prbh.g_01454
OG0000857	Prbk.g_02485	Prbh.g_00968
OG0000858	Prbk.g_00918	Prbh.g_01789
OG0000859	Prbk.g_00917	Prbh.g_01788
OG0000860	Prbk.g_00905	Prbh.g_01780
OG0000861	Prbk.g_00904	Prbh.g_01779
OG0000862	Prbk.g_00902	Prbh.g_01778
OG0000863	Prbk.g_01451	Prbh.g_01776
OG0000864	Prbk.g_01450	Prbh.g_01775
OG0000865	Prbk.g_01449	Prbh.g_01774
OG0000866	Prbk.g_01448	Prbh.g_01773
OG0000867	Prbk.g_01447	Prbh.g_01772
OG0000868	Prbk.g_01445	Prbh.g_01770
OG0000869	Prbk.g_01442	Prbh.g_01767
OG0000870	Prbk.g_01437	Prbh.g_01762
OG0000871	Prbk.g_01436	Prbh.g_01761
OG0000872	Prbk.g_01434	Prbh.g_01760
OG0000873	Prbk.g_01431	Prbh.g_01757
OG0000874	Prbk.g_01427	Prbh.g_01754
OG0000875	Prbk.g_01426	Prbh.g_01752
OG0000876	Prbk.g_01425	Prbh.g_01751
OG0000877	Prbk.g_01422	Prbh.g_01749
OG0000878	Prbk.g_01421	Prbh.g_01748
OG0000879	Prbk.g_01420	Prbh.g_01747
OG0000880	Prbk.g_01419	Prbh.g_01746
OG0000881	Prbk.g_01414	Prbh.g_01742
OG0000882	Prbk.g_01409	Prbh.g_01737
OG0000883	Prbk.g_01407	Prbh.g_01735
OG0000884	Prbk.g_01405	Prbh.g_01733
OG0000885	Prbk.g_01404	Prbh.g_01732
OG0000886	Prbk.g_01403	Prbh.g_01731
OG0000887	Prbk.g_01402	Prbh.g_01730
OG0000888	Prbk.g_01400	Prbh.g_01728
OG0000889	Prbk.g_01398	Prbh.g_01726
OG0000890	Prbk.g_01384	Prbh.g_01725
OG0000891	Prbk.g_01383	Prbh.g_01724
OG0000892	Prbk.g_01381	Prbh.g_01723
OG0000893	Prbk.g_01901	Prbh.g_01719
OG0000894	Prbk.g_01905	Prbh.g_01716
OG0000895	Prbk.g_01910	Prbh.g_01712
OG0000896	Prbk.g_01911	Prbh.g_01711
OG0000897	Prbk.g_01913	Prbh.g_01709
OG0000898	Prbk.g_01914	Prbh.g_01708
OG0000899	Prbk.g_01915	Prbh.g_01707
OG0000900	Prbk.g_01916	Prbh.g_01706
OG0000901	Prbk.g_01920	Prbh.g_01703
OG0000902	Prbk.g_01922	Prbh.g_01701
OG0000903	Prbk.g_00990	Prbh.g_01697
OG0000904	Prbk.g_00995	Prbh.g_01692
OG0000905	Prbk.g_00997	Prbh.g_01699
OG0000906	Prbk.g_01926	Prbh.g_01700
OG0000907	Prbk.g_00988	Prbh.g_01687
OG0000908	Prbk.g_00985	Prbh.g_01684
OG0000909	Prbk.g_00984	Prbh.g_01683
OG0000910	Prbk.g_00983	Prbh.g_01682
OG0000911	Prbk.g_00981	Prbh.g_01680
OG0000912	Prbk.g_00980	Prbh.g_01679
OG0000913	Prbk.g_00979	Prbh.g_01678
OG0000914	Prbk.g_00978	Prbh.g_01677
OG0000915	Prbk.g_00977	Prbh.g_01676
OG0000916	Prbk.g_00976	Prbh.g_01675
OG0000917	Prbk.g_00975	Prbh.g_01674
OG0000918	Prbk.g_00974	Prbh.g_01673
OG0000919	Prbk.g_00973	Prbh.g_01672
OG0000920	Prbk.g_00972	Prbh.g_01671
OG0000921	Prbk.g_00971	Prbh.g_01670
OG0000922	Prbk.g_00970	Prbh.g_01669
OG0000923	Prbk.g_00966	Prbh.g_01665
OG0000924	Prbk.g_00965	Prbh.g_01664
OG0000925	Prbk.g_00964	Prbh.g_01663
OG0000926	Prbk.g_00963	Prbh.g_01662
OG0000927	Prbk.g_00961	Prbh.g_01660
OG0000928	Prbk.g_00960	Prbh.g_01659
OG0000929	Prbk.g_00959	Prbh.g_01658
OG0000930	Prbk.g_00958	Prbh.g_01657
OG0000931	Prbk.g_00957	Prbh.g_01656
OG0000932	Prbk.g_00956	Prbh.g_01655
OG0000933	Prbk.g_00951	Prbh.g_01651
OG0000934	Prbk.g_00949	Prbh.g_01649
OG0000935	Prbk.g_00948	Prbh.g_01648
OG0000936	Prbk.g_00947	Prbh.g_01647
OG0000937	Prbk.g_00946	Prbh.g_01646
OG0000938	Prbk.g_00797	Prbh.g_01643
OG0000939	Prbk.g_00798	Prbh.g_01642
OG0000940	Prbk.g_00807	Prbh.g_01635
OG0000941	Prbk.g_00809	Prbh.g_01633
OG0000942	Prbk.g_00811	Prbh.g_01631
OG0000943	Prbk.g_00812	Prbh.g_01630
OG0000944	Prbk.g_00814	Prbh.g_01628
OG0000945	Prbk.g_00816	Prbh.g_01627
OG0000946	Prbk.g_00844	Prbh.g_01621
OG0000947	Prbk.g_00847	Prbh.g_01619
OG0000948	Prbk.g_00848	Prbh.g_01618
OG0000949	Prbk.g_00851	Prbh.g_01615
OG0000950	Prbk.g_00513	Prbh.g_01608
OG0000951	Prbk.g_00518	Prbh.g_01604
OG0000952	Prbk.g_00525	Prbh.g_01600
OG0000953	Prbk.g_00529	Prbh.g_01596
OG0000954	Prbk.g_00216	Prbh.g_01592
OG0000955	Prbk.g_00217	Prbh.g_01591
OG0000956	Prbk.g_00219	Prbh.g_01589
OG0000957	Prbk.g_00235	Prbh.g_01583
OG0000958	Prbk.g_00236	Prbh.g_01582
OG0000959	Prbk.g_01482	Prbh.g_01578
OG0000960	Prbk.g_01483	Prbh.g_01577
OG0000961	Prbk.g_01494	Prbh.g_01574
OG0000962	Prbk.g_01530	Prbh.g_01572
OG0000963	Prbk.g_01535	Prbh.g_01568
OG0000964	Prbk.g_01536	Prbh.g_01567
OG0000965	Prbk.g_01537	Prbh.g_01566
OG0000966	Prbk.g_01571	Prbh.g_01560
OG0000967	Prbk.g_01577	Prbh.g_01556
OG0000968	Prbk.g_01580	Prbh.g_01554
OG0000969	Prbk.g_01582	Prbh.g_01553
OG0000970	Prbk.g_01583	Prbh.g_01552
OG0000971	Prbk.g_01585	Prbh.g_01551
OG0000972	Prbk.g_01586	Prbh.g_01550
OG0000973	Prbk.g_01587	Prbh.g_01549
OG0000974	Prbk.g_01588	Prbh.g_01548
OG0000975	Prbk.g_01589	Prbh.g_01547
OG0000976	Prbk.g_01590	Prbh.g_01546
OG0000977	Prbk.g_01592	Prbh.g_01545
OG0000978	Prbk.g_01593	Prbh.g_01544
OG0000979	Prbk.g_01596	Prbh.g_01541
OG0000980	Prbk.g_01600	Prbh.g_01539
OG0000981	Prbk.g_01603	Prbh.g_01536
OG0000982	Prbk.g_02161	Prbh.g_01534
OG0000983	Prbk.g_02162	Prbh.g_01533
OG0000984	Prbk.g_02163	Prbh.g_01532
OG0000985	Prbk.g_02167	Prbh.g_01529
OG0000986	Prbk.g_02169	Prbh.g_01527
OG0000987	Prbk.g_02171	Prbh.g_01526
OG0000988	Prbk.g_02175	Prbh.g_01523
OG0000989	Prbk.g_02185	Prbh.g_01519
OG0000990	Prbk.g_02207	Prbh.g_01514
OG0000991	Prbk.g_02210	Prbh.g_01513
OG0000992	Prbk.g_02213	Prbh.g_01510
OG0000993	Prbk.g_02214	Prbh.g_01509
OG0000994	Prbk.g_02217	Prbh.g_01508
OG0000995	Prbk.g_02226	Prbh.g_01504
OG0000996	Prbk.g_02239	Prbh.g_01503
OG0000997	Prbk.g_02248	Prbh.g_01501
OG0000998	Prbk.g_02250	Prbh.g_01499
OG0000999	Prbk.g_02251	Prbh.g_01498
OG0001000	Prbk.g_02254	Prbh.g_01495
OG0001001	Prbk.g_02258	Prbh.g_01490
OG0001002	Prbk.g_02265	Prbh.g_01485
OG0001003	Prbk.g_02267	Prbh.g_01484
OG0001004	Prbk.g_02268	Prbh.g_01483
OG0001005	Prbk.g_02270	Prbh.g_01482
OG0001006	Prbk.g_02276	Prbh.g_01478
OG0001007	Prbk.g_02278	Prbh.g_01476
OG0001008	Prbk.g_00327	Prbh.g_00395
OG0001009	Prbk.g_01622	Prbh.g_00753
OG0001010	Prbk.g_01621	Prbh.g_00752
OG0001011	Prbk.g_01619	Prbh.g_00751
OG0001012	Prbk.g_02158	Prbh.g_00739
OG0001013	Prbk.g_02133	Prbh.g_00732
OG0001014	Prbk.g_02124	Prbh.g_00729
OG0001015	Prbk.g_02123	Prbh.g_00728
OG0001016	Prbk.g_01315	Prbh.g_00709
OG0001017	Prbk.g_01309	Prbh.g_00705
OG0001018	Prbk.g_01307	Prbh.g_00703
OG0001019	Prbk.g_01294	Prbh.g_00694
OG0001020	Prbk.g_00035	Prbh.g_00693
OG0001021	Prbk.g_00031	Prbh.g_00692
OG0001022	Prbk.g_00026	Prbh.g_00689
OG0001023	Prbk.g_00025	Prbh.g_00688
OG0001024	Prbk.g_00021	Prbh.g_00685
OG0001025	Prbk.g_00014	Prbh.g_00678
OG0001026	Prbk.g_00001	Prbh.g_00670
OG0001027	Prbk.g_00190	Prbh.g_00669
OG0001028	Prbk.g_00192	Prbh.g_00667
OG0001029	Prbk.g_00194	Prbh.g_00666
OG0001030	Prbk.g_00547	Prbh.g_00650
OG0001031	Prbk.g_01275	Prbh.g_00596
OG0001032	Prbk.g_01272	Prbh.g_00595
OG0001033	Prbk.g_00633	Prbh.g_00574
OG0001034	Prbk.g_01521	Prbh.g_00544
OG0001035	Prbk.g_00372	Prbh.g_00524
OG0001036	Prbk.g_00376	Prbh.g_00520
OG0001037	Prbk.g_00378	Prbh.g_00519
OG0001038	Prbk.g_00415	Prbh.g_00501
OG0001039	Prbk.g_00418	Prbh.g_00498
OG0001040	Prbk.g_00421	Prbh.g_00496
OG0001041	Prbk.g_00426	Prbh.g_00491
OG0001042	Prbk.g_00451	Prbh.g_00474
OG0001043	Prbk.g_00453	Prbh.g_00473
OG0001044	Prbk.g_00870	Prbh.g_00440
OG0001045	Prbk.g_00882	Prbh.g_00430
OG0001046	Prbk.g_00924	Prbh.g_01877
OG0001047	Prbk.g_00325	Prbh.g_00393
OG0001048	Prbk.g_00324	Prbh.g_00392
OG0001049	Prbk.g_00321	Prbh.g_00390
OG0001050	Prbk.g_00320	Prbh.g_00389
OG0001051	Prbk.g_00319	Prbh.g_00388
OG0001052	Prbk.g_02109	Prbh.g_00360
OG0001053	Prbk.g_02064	Prbh.g_00348
OG0001054	Prbk.g_01861	Prbh.g_00333
OG0001055	Prbk.g_01056	Prbh.g_00313
OG0001056	Prbk.g_01085	Prbh.g_00293
OG0001057	Prbk.g_01097	Prbh.g_00289
OG0001058	Prbk.g_01893	Prbh.g_00281
OG0001059	Prbk.g_01889	Prbh.g_00277
OG0001060	Prbk.g_01882	Prbh.g_00270
OG0001061	Prbk.g_01109	Prbh.g_00255
OG0001062	Prbk.g_01111	Prbh.g_00253
OG0001063	Prbk.g_01115	Prbh.g_00251
OG0001064	Prbk.g_01116	Prbh.g_00250
OG0001065	Prbk.g_01117	Prbh.g_00249
OG0001066	Prbk.g_01118	Prbh.g_00248
OG0001067	Prbk.g_01119	Prbh.g_00247
OG0001068	Prbk.g_01120	Prbh.g_00246
OG0001069	Prbk.g_01121	Prbh.g_00245
OG0001070	Prbk.g_01125	Prbh.g_00243
OG0001071	Prbk.g_01126	Prbh.g_00242
OG0001072	Prbk.g_01129	Prbh.g_00240
OG0001073	Prbk.g_01148	Prbh.g_00226
OG0001074	Prbk.g_02602	Prbh.g_00214
OG0001075	Prbk.g_02603	Prbh.g_00213
OG0001076	Prbk.g_02611	Prbh.g_01459
