Orthogroup	Prbk	Syal
OG0000563	Prbk.g_01885	Syal.g_02804
OG0000564	Prbk.g_01884	Syal.g_02803
OG0000565	Prbk.g_01881	Syal.g_02799
OG0000566	Prbk.g_01877	Syal.g_02795
OG0000567	Prbk.g_01873	Syal.g_02791
OG0000568	Prbk.g_01871	Syal.g_02789
OG0000569	Prbk.g_01104	Syal.g_02788
OG0000570	Prbk.g_01105	Syal.g_02787
OG0000571	Prbk.g_01108	Syal.g_02784
OG0000572	Prbk.g_01124	Syal.g_02767
OG0000573	Prbk.g_01131	Syal.g_02759
OG0000574	Prbk.g_01132	Syal.g_02758
OG0000575	Prbk.g_01141	Syal.g_02753
OG0000576	Prbk.g_01143	Syal.g_02751
OG0000577	Prbk.g_01144	Syal.g_02750
OG0000578	Prbk.g_01145	Syal.g_02749
OG0000579	Prbk.g_01146	Syal.g_02748
OG0000580	Prbk.g_01147	Syal.g_02747
OG0000581	Prbk.g_01151	Syal.g_02741
OG0000582	Prbk.g_01155	Syal.g_02736
OG0000583	Prbk.g_01156	Syal.g_02735
OG0000584	Prbk.g_01157	Syal.g_02734
OG0000585	Prbk.g_01159	Syal.g_02731
OG0000586	Prbk.g_01161	Syal.g_02730
OG0000587	Prbk.g_01163	Syal.g_02728
OG0000588	Prbk.g_02605	Syal.g_02717
OG0000589	Prbk.g_02608	Syal.g_02714
OG0000590	Prbk.g_02609	Syal.g_02713
OG0000591	Prbk.g_02616	Syal.g_02707
OG0000592	Prbk.g_02617	Syal.g_02706
OG0000593	Prbk.g_02627	Syal.g_02640
OG0000594	Prbk.g_02628	Syal.g_02639
OG0000595	Prbk.g_02629	Syal.g_02638
OG0000596	Prbk.g_02634	Syal.g_02633
OG0000597	Prbk.g_02637	Syal.g_02630
OG0000598	Prbk.g_02638	Syal.g_02629
OG0000599	Prbk.g_02648	Syal.g_02622
OG0000600	Prbk.g_02649	Syal.g_02621
OG0000601	Prbk.g_02650	Syal.g_02620
OG0000602	Prbk.g_02654	Syal.g_02615
OG0000603	Prbk.g_02655	Syal.g_02614
OG0000604	Prbk.g_02656	Syal.g_02612
OG0000605	Prbk.g_00740	Syal.g_02516
OG0000606	Prbk.g_00729	Syal.g_02174
OG0000607	Prbk.g_00726	Syal.g_02177
OG0000608	Prbk.g_00725	Syal.g_02178
OG0000609	Prbk.g_00723	Syal.g_02180
OG0000610	Prbk.g_00715	Syal.g_02198
OG0000611	Prbk.g_00712	Syal.g_02201
OG0000612	Prbk.g_00711	Syal.g_02202
OG0000613	Prbk.g_00478	Syal.g_01325
OG0000614	Prbk.g_01802	Syal.g_01794
OG0000615	Prbk.g_02429	Syal.g_02256
OG0000616	Prbk.g_02262	Syal.g_00079
OG0000617	Prbk.g_00613	Syal.g_01866
OG0000618	Prbk.g_00612	Syal.g_01867
OG0000619	Prbk.g_00611	Syal.g_02417
OG0000620	Prbk.g_00607	Syal.g_02422
OG0000621	Prbk.g_00606	Syal.g_02423
OG0000622	Prbk.g_00605	Syal.g_02424
OG0000623	Prbk.g_00604	Syal.g_02425
OG0000624	Prbk.g_00603	Syal.g_02427
OG0000625	Prbk.g_00602	Syal.g_02428
OG0000626	Prbk.g_00601	Syal.g_02429
OG0000627	Prbk.g_02376	Syal.g_02048
OG0000628	Prbk.g_02375	Syal.g_02047
OG0000629	Prbk.g_02372	Syal.g_02044
OG0000630	Prbk.g_02368	Syal.g_02040
OG0000631	Prbk.g_02362	Syal.g_02031
OG0000632	Prbk.g_02361	Syal.g_02030
OG0000633	Prbk.g_02360	Syal.g_02029
OG0000634	Prbk.g_02464	Syal.g_02410
OG0000635	Prbk.g_02465	Syal.g_02411
OG0000636	Prbk.g_02467	Syal.g_02413
OG0000637	Prbk.g_02469	Syal.g_02415
OG0000638	Prbk.g_02470	Syal.g_02416
OG0000639	Prbk.g_02471	Syal.g_01868
OG0000640	Prbk.g_02472	Syal.g_01869
OG0000641	Prbk.g_02476	Syal.g_01873
OG0000642	Prbk.g_02477	Syal.g_01874
OG0000643	Prbk.g_02478	Syal.g_01875
OG0000644	Prbk.g_02479	Syal.g_01876
OG0000645	Prbk.g_02480	Syal.g_01878
OG0000646	Prbk.g_02483	Syal.g_01881
OG0000647	Prbk.g_02486	Syal.g_01883
OG0000648	Prbk.g_02488	Syal.g_02438
OG0000649	Prbk.g_02489	Syal.g_02439
OG0000650	Prbk.g_02490	Syal.g_02440
OG0000651	Prbk.g_02491	Syal.g_02441
OG0000652	Prbk.g_02492	Syal.g_02442
OG0000653	Prbk.g_02494	Syal.g_02444
OG0000654	Prbk.g_02495	Syal.g_02445
OG0000655	Prbk.g_02496	Syal.g_02446
OG0000656	Prbk.g_02499	Syal.g_02449
OG0000657	Prbk.g_02532	Syal.g_02460
OG0000658	Prbk.g_02534	Syal.g_02465
OG0000659	Prbk.g_02535	Syal.g_02466
OG0000660	Prbk.g_02539	Syal.g_02470
OG0000661	Prbk.g_02541	Syal.g_02472
OG0000662	Prbk.g_02543	Syal.g_02474
OG0000663	Prbk.g_02546	Syal.g_02477
OG0000664	Prbk.g_02547	Syal.g_02478
OG0000665	Prbk.g_02560	Syal.g_02593
OG0000666	Prbk.g_02563	Syal.g_02605
OG0000667	Prbk.g_02570	Syal.g_02192
OG0000668	Prbk.g_00582	Syal.g_01920
OG0000669	Prbk.g_02580	Syal.g_02295
OG0000670	Prbk.g_01662	Syal.g_02956
OG0000671	Prbk.g_02391	Syal.g_02291
OG0000672	Prbk.g_02394	Syal.g_02288
OG0000673	Prbk.g_02397	Syal.g_02285
OG0000674	Prbk.g_02399	Syal.g_02283
OG0000675	Prbk.g_02400	Syal.g_02282
OG0000676	Prbk.g_02408	Syal.g_02272
OG0000677	Prbk.g_02410	Syal.g_02271
OG0000678	Prbk.g_02415	Syal.g_02264
OG0000679	Prbk.g_02435	Syal.g_02252
OG0000680	Prbk.g_02436	Syal.g_02251
OG0000681	Prbk.g_02438	Syal.g_02248
OG0000682	Prbk.g_02439	Syal.g_02247
OG0000683	Prbk.g_02440	Syal.g_02246
OG0000684	Prbk.g_02453	Syal.g_02242
OG0000685	Prbk.g_02451	Syal.g_02240
OG0000686	Prbk.g_02450	Syal.g_02239
OG0000687	Prbk.g_02449	Syal.g_02237
OG0000688	Prbk.g_02455	Syal.g_02225
OG0000689	Prbk.g_02456	Syal.g_02223
OG0000690	Prbk.g_02457	Syal.g_02222
OG0000691	Prbk.g_02458	Syal.g_02221
OG0000692	Prbk.g_02459	Syal.g_02220
OG0000693	Prbk.g_02460	Syal.g_02218
OG0000694	Prbk.g_02461	Syal.g_02217
OG0000695	Prbk.g_02358	Syal.g_02027
OG0000696	Prbk.g_02357	Syal.g_02026
OG0000697	Prbk.g_02355	Syal.g_02025
OG0000698	Prbk.g_02352	Syal.g_02022
OG0000699	Prbk.g_02350	Syal.g_02021
OG0000700	Prbk.g_02349	Syal.g_02020
OG0000701	Prbk.g_02348	Syal.g_02019
OG0000702	Prbk.g_02340	Syal.g_02011
OG0000703	Prbk.g_02339	Syal.g_02010
OG0000704	Prbk.g_02337	Syal.g_02008
OG0000705	Prbk.g_02331	Syal.g_01999
OG0000706	Prbk.g_02330	Syal.g_01998
OG0000707	Prbk.g_02329	Syal.g_01997
OG0000708	Prbk.g_02327	Syal.g_01994
OG0000709	Prbk.g_02320	Syal.g_01986
OG0000710	Prbk.g_02316	Syal.g_01982
OG0000711	Prbk.g_02293	Syal.g_01954
OG0000712	Prbk.g_02292	Syal.g_01952
OG0000713	Prbk.g_00562	Syal.g_01951
OG0000714	Prbk.g_00566	Syal.g_01948
OG0000715	Prbk.g_00568	Syal.g_01934
OG0000716	Prbk.g_00572	Syal.g_01930
OG0000717	Prbk.g_00573	Syal.g_01929
OG0000718	Prbk.g_00578	Syal.g_01925
OG0000719	Prbk.g_00580	Syal.g_01922
OG0000720	Prbk.g_00593	Syal.g_01908
OG0000721	Prbk.g_00594	Syal.g_01906
OG0000722	Prbk.g_00595	Syal.g_01905
OG0000723	Prbk.g_00599	Syal.g_02433
OG0000724	Prbk.g_00061	Syal.g_01829
OG0000725	Prbk.g_00054	Syal.g_01820
OG0000726	Prbk.g_00053	Syal.g_01819
OG0000727	Prbk.g_00052	Syal.g_01818
OG0000728	Prbk.g_00051	Syal.g_01816
OG0000729	Prbk.g_01531	Syal.g_01510
OG0000730	Prbk.g_00869	Syal.g_00345
OG0000731	Prbk.g_00879	Syal.g_00356
OG0000732	Prbk.g_01601	Syal.g_00149
OG0000733	Prbk.g_02202	Syal.g_01105
OG0000734	Prbk.g_00004	Syal.g_00828
OG0000735	Prbk.g_01037	Syal.g_01627
OG0000736	Prbk.g_01036	Syal.g_01628
OG0000737	Prbk.g_01035	Syal.g_01629
OG0000738	Prbk.g_01028	Syal.g_01634
OG0000739	Prbk.g_01026	Syal.g_01645
OG0000740	Prbk.g_01025	Syal.g_01646
OG0000741	Prbk.g_01022	Syal.g_01649
OG0000742	Prbk.g_01020	Syal.g_01652
OG0000743	Prbk.g_01018	Syal.g_01654
OG0000744	Prbk.g_01017	Syal.g_01655
OG0000745	Prbk.g_00141	Syal.g_01657
OG0000746	Prbk.g_00143	Syal.g_01659
OG0000747	Prbk.g_00144	Syal.g_01660
OG0000748	Prbk.g_00156	Syal.g_01674
OG0000749	Prbk.g_00157	Syal.g_01675
OG0000750	Prbk.g_00158	Syal.g_01676
OG0000751	Prbk.g_00105	Syal.g_01688
OG0000752	Prbk.g_00103	Syal.g_01690
OG0000753	Prbk.g_00100	Syal.g_01693
OG0000754	Prbk.g_01501	Syal.g_01698
OG0000755	Prbk.g_00139	Syal.g_01707
OG0000756	Prbk.g_00138	Syal.g_01708
OG0000757	Prbk.g_00131	Syal.g_01715
OG0000758	Prbk.g_00130	Syal.g_01716
OG0000759	Prbk.g_00129	Syal.g_01717
OG0000760	Prbk.g_00128	Syal.g_01718
OG0000761	Prbk.g_00127	Syal.g_01719
OG0000762	Prbk.g_01503	Syal.g_01721
OG0000763	Prbk.g_01505	Syal.g_01723
OG0000764	Prbk.g_01506	Syal.g_01724
OG0000765	Prbk.g_00178	Syal.g_01768
OG0000766	Prbk.g_00177	Syal.g_01767
OG0000767	Prbk.g_00175	Syal.g_01765
OG0000768	Prbk.g_00174	Syal.g_01764
OG0000769	Prbk.g_00098	Syal.g_01762
OG0000770	Prbk.g_00122	Syal.g_01758
OG0000771	Prbk.g_00066	Syal.g_01835
OG0000772	Prbk.g_02011	Syal.g_01641
OG0000773	Prbk.g_00162	Syal.g_01618
OG0000774	Prbk.g_01192	Syal.g_01610
OG0000775	Prbk.g_01190	Syal.g_01608
OG0000776	Prbk.g_01189	Syal.g_01607
OG0000777	Prbk.g_01188	Syal.g_01606
OG0000778	Prbk.g_01187	Syal.g_01605
OG0000779	Prbk.g_01182	Syal.g_01599
OG0000780	Prbk.g_01179	Syal.g_01594
OG0000781	Prbk.g_01175	Syal.g_01590
OG0000782	Prbk.g_01174	Syal.g_01589
OG0000783	Prbk.g_01173	Syal.g_01588
OG0000784	Prbk.g_01172	Syal.g_01587
OG0000785	Prbk.g_01170	Syal.g_01585
OG0000786	Prbk.g_01167	Syal.g_01579
OG0000787	Prbk.g_01166	Syal.g_01578
OG0000788	Prbk.g_00334	Syal.g_02619
OG0000789	Prbk.g_01691	Syal.g_02598
OG0000790	Prbk.g_02048	Syal.g_02883
OG0000791	Prbk.g_02046	Syal.g_02882
OG0000792	Prbk.g_02045	Syal.g_02881
OG0000793	Prbk.g_02041	Syal.g_02876
OG0000794	Prbk.g_02040	Syal.g_02875
OG0000795	Prbk.g_02039	Syal.g_02874
OG0000796	Prbk.g_02035	Syal.g_02870
OG0000797	Prbk.g_02034	Syal.g_02869
OG0000798	Prbk.g_00414	Syal.g_01260
OG0000799	Prbk.g_01929	Syal.g_01547
OG0000800	Prbk.g_01930	Syal.g_01542
OG0000801	Prbk.g_01931	Syal.g_01541
OG0000802	Prbk.g_01938	Syal.g_01536
OG0000803	Prbk.g_00244	Syal.g_00040
OG0000804	Prbk.g_00246	Syal.g_00036
OG0000805	Prbk.g_00248	Syal.g_00030
OG0000806	Prbk.g_00250	Syal.g_00028
OG0000807	Prbk.g_00252	Syal.g_00026
OG0000808	Prbk.g_00253	Syal.g_00025
OG0000809	Prbk.g_00257	Syal.g_00022
OG0000810	Prbk.g_00258	Syal.g_00021
OG0000811	Prbk.g_00270	Syal.g_00380
OG0000812	Prbk.g_00272	Syal.g_00382
OG0000813	Prbk.g_00273	Syal.g_00383
OG0000814	Prbk.g_00275	Syal.g_00385
OG0000815	Prbk.g_00276	Syal.g_00391
OG0000816	Prbk.g_00278	Syal.g_00393
OG0000817	Prbk.g_00279	Syal.g_00394
OG0000818	Prbk.g_01237	Syal.g_00401
OG0000819	Prbk.g_01236	Syal.g_00402
OG0000820	Prbk.g_01235	Syal.g_00403
OG0000821	Prbk.g_01228	Syal.g_00409
OG0000822	Prbk.g_01226	Syal.g_00411
OG0000823	Prbk.g_01225	Syal.g_00412
OG0000824	Prbk.g_01221	Syal.g_00417
OG0000825	Prbk.g_01220	Syal.g_00418
OG0000826	Prbk.g_01219	Syal.g_00419
OG0000827	Prbk.g_01218	Syal.g_00420
OG0000828	Prbk.g_01215	Syal.g_00423
OG0000829	Prbk.g_01214	Syal.g_00424
OG0000830	Prbk.g_01213	Syal.g_00425
OG0000831	Prbk.g_01211	Syal.g_00427
OG0000832	Prbk.g_02006	Syal.g_02967
OG0000833	Prbk.g_01998	Syal.g_02976
OG0000834	Prbk.g_01997	Syal.g_02979
OG0000835	Prbk.g_01996	Syal.g_02980
OG0000836	Prbk.g_01994	Syal.g_02983
OG0000837	Prbk.g_01993	Syal.g_02984
OG0000838	Prbk.g_01990	Syal.g_02988
OG0000839	Prbk.g_01989	Syal.g_02989
OG0000840	Prbk.g_01988	Syal.g_02990
OG0000841	Prbk.g_01987	Syal.g_02991
OG0000842	Prbk.g_01986	Syal.g_02992
OG0000843	Prbk.g_01985	Syal.g_02993
OG0000844	Prbk.g_01983	Syal.g_02995
OG0000845	Prbk.g_01982	Syal.g_02996
OG0000846	Prbk.g_01981	Syal.g_02997
OG0000847	Prbk.g_01980	Syal.g_02998
OG0000848	Prbk.g_01979	Syal.g_03000
OG0000849	Prbk.g_01978	Syal.g_03001
OG0000850	Prbk.g_01977	Syal.g_03008
OG0000851	Prbk.g_00937	Syal.g_00561
OG0000852	Prbk.g_00936	Syal.g_00562
OG0000853	Prbk.g_00932	Syal.g_00566
OG0000854	Prbk.g_00930	Syal.g_00568
OG0000855	Prbk.g_00929	Syal.g_00569
OG0000856	Prbk.g_02619	Syal.g_02704
OG0000857	Prbk.g_02485	Syal.g_01882
OG0000858	Prbk.g_00918	Syal.g_00576
OG0000859	Prbk.g_00917	Syal.g_00577
OG0000860	Prbk.g_00905	Syal.g_00589
OG0000861	Prbk.g_00904	Syal.g_00590
OG0000862	Prbk.g_00902	Syal.g_00591
OG0000863	Prbk.g_01451	Syal.g_00594
OG0000864	Prbk.g_01450	Syal.g_00595
OG0000865	Prbk.g_01449	Syal.g_00596
OG0000866	Prbk.g_01448	Syal.g_00597
OG0000867	Prbk.g_01447	Syal.g_00598
OG0000868	Prbk.g_01445	Syal.g_00604
OG0000869	Prbk.g_01442	Syal.g_00609
OG0000870	Prbk.g_01437	Syal.g_00614
OG0000871	Prbk.g_01436	Syal.g_00615
OG0000872	Prbk.g_01434	Syal.g_00621
OG0000873	Prbk.g_01431	Syal.g_00624
OG0000874	Prbk.g_01427	Syal.g_00627
OG0000875	Prbk.g_01426	Syal.g_00629
OG0000876	Prbk.g_01425	Syal.g_00631
OG0000877	Prbk.g_01422	Syal.g_00633
OG0000878	Prbk.g_01421	Syal.g_00634
OG0000879	Prbk.g_01420	Syal.g_00635
OG0000880	Prbk.g_01419	Syal.g_00636
OG0000881	Prbk.g_01414	Syal.g_00641
OG0000882	Prbk.g_01409	Syal.g_00646
OG0000883	Prbk.g_01407	Syal.g_00648
OG0000884	Prbk.g_01405	Syal.g_00650
OG0000885	Prbk.g_01404	Syal.g_00651
OG0000886	Prbk.g_01403	Syal.g_00652
OG0000887	Prbk.g_01402	Syal.g_00653
OG0000888	Prbk.g_01400	Syal.g_00655
OG0000889	Prbk.g_01398	Syal.g_00657
OG0000890	Prbk.g_01384	Syal.g_00663
OG0000891	Prbk.g_01383	Syal.g_00664
OG0000892	Prbk.g_01381	Syal.g_00668
OG0000893	Prbk.g_01901	Syal.g_00193
OG0000894	Prbk.g_01905	Syal.g_00196
OG0000895	Prbk.g_01910	Syal.g_00200
OG0000896	Prbk.g_01911	Syal.g_00201
OG0000897	Prbk.g_01913	Syal.g_00203
OG0000898	Prbk.g_01914	Syal.g_00204
OG0000899	Prbk.g_01915	Syal.g_00205
OG0000900	Prbk.g_01916	Syal.g_00206
OG0000901	Prbk.g_01920	Syal.g_00211
OG0000902	Prbk.g_01922	Syal.g_00213
OG0000903	Prbk.g_00990	Syal.g_00227
OG0000904	Prbk.g_00995	Syal.g_00222
OG0000905	Prbk.g_00997	Syal.g_00217
OG0000906	Prbk.g_01926	Syal.g_00215
OG0000907	Prbk.g_00988	Syal.g_00229
OG0000908	Prbk.g_00985	Syal.g_00232
OG0000909	Prbk.g_00984	Syal.g_00233
OG0000910	Prbk.g_00983	Syal.g_00234
OG0000911	Prbk.g_00981	Syal.g_00237
OG0000912	Prbk.g_00980	Syal.g_00238
OG0000913	Prbk.g_00979	Syal.g_00239
OG0000914	Prbk.g_00978	Syal.g_00240
OG0000915	Prbk.g_00977	Syal.g_00241
OG0000916	Prbk.g_00976	Syal.g_00242
OG0000917	Prbk.g_00975	Syal.g_00243
OG0000918	Prbk.g_00974	Syal.g_00244
OG0000919	Prbk.g_00973	Syal.g_00245
OG0000920	Prbk.g_00972	Syal.g_00246
OG0000921	Prbk.g_00971	Syal.g_00247
OG0000922	Prbk.g_00970	Syal.g_00248
OG0000923	Prbk.g_00966	Syal.g_00252
OG0000924	Prbk.g_00965	Syal.g_00253
OG0000925	Prbk.g_00964	Syal.g_00254
OG0000926	Prbk.g_00963	Syal.g_00255
OG0000927	Prbk.g_00961	Syal.g_00257
OG0000928	Prbk.g_00960	Syal.g_00258
OG0000929	Prbk.g_00959	Syal.g_00259
OG0000930	Prbk.g_00958	Syal.g_00260
OG0000931	Prbk.g_00957	Syal.g_00261
OG0000932	Prbk.g_00956	Syal.g_00262
OG0000933	Prbk.g_00951	Syal.g_00268
OG0000934	Prbk.g_00949	Syal.g_00270
OG0000935	Prbk.g_00948	Syal.g_00271
OG0000936	Prbk.g_00947	Syal.g_00272
OG0000937	Prbk.g_00946	Syal.g_00273
OG0000938	Prbk.g_00797	Syal.g_00276
OG0000939	Prbk.g_00798	Syal.g_00277
OG0000940	Prbk.g_00807	Syal.g_00285
OG0000941	Prbk.g_00809	Syal.g_00287
OG0000942	Prbk.g_00811	Syal.g_00289
OG0000943	Prbk.g_00812	Syal.g_00290
OG0000944	Prbk.g_00814	Syal.g_00292
OG0000945	Prbk.g_00816	Syal.g_00294
OG0000946	Prbk.g_00844	Syal.g_00301
OG0000947	Prbk.g_00847	Syal.g_00304
OG0000948	Prbk.g_00848	Syal.g_00305
OG0000949	Prbk.g_00851	Syal.g_01341
OG0000950	Prbk.g_00513	Syal.g_01348
OG0000951	Prbk.g_00518	Syal.g_01353
OG0000952	Prbk.g_00525	Syal.g_01363
OG0000953	Prbk.g_00529	Syal.g_01435
OG0000954	Prbk.g_00216	Syal.g_01443
OG0000955	Prbk.g_00217	Syal.g_01444
OG0000956	Prbk.g_00219	Syal.g_01446
OG0000957	Prbk.g_00235	Syal.g_01457
OG0000958	Prbk.g_00236	Syal.g_01458
OG0000959	Prbk.g_01482	Syal.g_01482
OG0000960	Prbk.g_01483	Syal.g_01483
OG0000961	Prbk.g_01494	Syal.g_01507
OG0000962	Prbk.g_01530	Syal.g_01509
OG0000963	Prbk.g_01535	Syal.g_01514
OG0000964	Prbk.g_01536	Syal.g_01515
OG0000965	Prbk.g_01537	Syal.g_01516
OG0000966	Prbk.g_01571	Syal.g_00176
OG0000967	Prbk.g_01577	Syal.g_00171
OG0000968	Prbk.g_01580	Syal.g_00169
OG0000969	Prbk.g_01582	Syal.g_00167
OG0000970	Prbk.g_01583	Syal.g_00166
OG0000971	Prbk.g_01585	Syal.g_00164
OG0000972	Prbk.g_01586	Syal.g_00163
OG0000973	Prbk.g_01587	Syal.g_00162
OG0000974	Prbk.g_01588	Syal.g_00161
OG0000975	Prbk.g_01589	Syal.g_00160
OG0000976	Prbk.g_01590	Syal.g_00159
OG0000977	Prbk.g_01592	Syal.g_00157
OG0000978	Prbk.g_01593	Syal.g_00156
OG0000979	Prbk.g_01596	Syal.g_00153
OG0000980	Prbk.g_01600	Syal.g_00150
OG0000981	Prbk.g_01603	Syal.g_00147
OG0000982	Prbk.g_02161	Syal.g_01068
OG0000983	Prbk.g_02162	Syal.g_01069
OG0000984	Prbk.g_02163	Syal.g_01070
OG0000985	Prbk.g_02167	Syal.g_01074
OG0000986	Prbk.g_02169	Syal.g_01076
OG0000987	Prbk.g_02171	Syal.g_01080
OG0000988	Prbk.g_02175	Syal.g_01086
OG0000989	Prbk.g_02185	Syal.g_01098
OG0000990	Prbk.g_02207	Syal.g_01118
OG0000991	Prbk.g_02210	Syal.g_01120
OG0000992	Prbk.g_02213	Syal.g_01122
OG0000993	Prbk.g_02214	Syal.g_01123
OG0000994	Prbk.g_02217	Syal.g_01127
OG0000995	Prbk.g_02226	Syal.g_01132
OG0000996	Prbk.g_02239	Syal.g_01162
OG0000997	Prbk.g_02248	Syal.g_01171
OG0000998	Prbk.g_02250	Syal.g_01173
OG0000999	Prbk.g_02251	Syal.g_01174
OG0001000	Prbk.g_02254	Syal.g_01177
OG0001001	Prbk.g_02258	Syal.g_01182
OG0001002	Prbk.g_02265	Syal.g_00082
OG0001003	Prbk.g_02267	Syal.g_00084
OG0001004	Prbk.g_02268	Syal.g_00085
OG0001005	Prbk.g_02270	Syal.g_00087
OG0001006	Prbk.g_02276	Syal.g_00094
OG0001007	Prbk.g_02278	Syal.g_00096
OG0001008	Prbk.g_00327	Syal.g_00524
OG0001009	Prbk.g_01622	Syal.g_00129
OG0001010	Prbk.g_01621	Syal.g_00130
OG0001011	Prbk.g_01619	Syal.g_00131
OG0001012	Prbk.g_02158	Syal.g_01064
OG0001013	Prbk.g_02133	Syal.g_01026
OG0001014	Prbk.g_02124	Syal.g_01022
OG0001015	Prbk.g_02123	Syal.g_01021
OG0001016	Prbk.g_01315	Syal.g_00756
OG0001017	Prbk.g_01309	Syal.g_00762
OG0001018	Prbk.g_01307	Syal.g_00764
OG0001019	Prbk.g_01294	Syal.g_00785
OG0001020	Prbk.g_00035	Syal.g_00796
OG0001021	Prbk.g_00031	Syal.g_00800
OG0001022	Prbk.g_00026	Syal.g_00805
OG0001023	Prbk.g_00025	Syal.g_00806
OG0001024	Prbk.g_00021	Syal.g_00810
OG0001025	Prbk.g_00014	Syal.g_00817
OG0001026	Prbk.g_00001	Syal.g_00830
OG0001027	Prbk.g_00190	Syal.g_00834
OG0001028	Prbk.g_00192	Syal.g_00836
OG0001029	Prbk.g_00194	Syal.g_00838
OG0001030	Prbk.g_00547	Syal.g_00860
OG0001031	Prbk.g_01275	Syal.g_00936
OG0001032	Prbk.g_01272	Syal.g_00938
OG0001033	Prbk.g_00633	Syal.g_00972
OG0001034	Prbk.g_01521	Syal.g_00684
OG0001035	Prbk.g_00372	Syal.g_01226
OG0001036	Prbk.g_00376	Syal.g_01231
OG0001037	Prbk.g_00378	Syal.g_01233
OG0001038	Prbk.g_00415	Syal.g_01261
OG0001039	Prbk.g_00418	Syal.g_01264
OG0001040	Prbk.g_00421	Syal.g_01267
OG0001041	Prbk.g_00426	Syal.g_01272
OG0001042	Prbk.g_00451	Syal.g_01300
OG0001043	Prbk.g_00453	Syal.g_01304
OG0001044	Prbk.g_00870	Syal.g_00346
OG0001045	Prbk.g_00882	Syal.g_00359
OG0001046	Prbk.g_00924	Syal.g_01967
OG0001047	Prbk.g_00325	Syal.g_00522
OG0001048	Prbk.g_00324	Syal.g_00521
OG0001049	Prbk.g_00321	Syal.g_00518
OG0001050	Prbk.g_00320	Syal.g_00517
OG0001051	Prbk.g_00319	Syal.g_00516
OG0001052	Prbk.g_02109	Syal.g_00467
OG0001053	Prbk.g_02064	Syal.g_02900
OG0001054	Prbk.g_01861	Syal.g_02919
OG0001055	Prbk.g_01056	Syal.g_02940
OG0001056	Prbk.g_01085	Syal.g_02833
OG0001057	Prbk.g_01097	Syal.g_01574
OG0001058	Prbk.g_01893	Syal.g_02812
OG0001059	Prbk.g_01889	Syal.g_02808
OG0001060	Prbk.g_01882	Syal.g_02801
OG0001061	Prbk.g_01109	Syal.g_02783
OG0001062	Prbk.g_01111	Syal.g_02781
OG0001063	Prbk.g_01115	Syal.g_02776
OG0001064	Prbk.g_01116	Syal.g_02775
OG0001065	Prbk.g_01117	Syal.g_02774
OG0001066	Prbk.g_01118	Syal.g_02773
OG0001067	Prbk.g_01119	Syal.g_02772
OG0001068	Prbk.g_01120	Syal.g_02771
OG0001069	Prbk.g_01121	Syal.g_02770
OG0001070	Prbk.g_01125	Syal.g_02766
OG0001071	Prbk.g_01126	Syal.g_02765
OG0001072	Prbk.g_01129	Syal.g_02761
OG0001073	Prbk.g_01148	Syal.g_02746
OG0001074	Prbk.g_02602	Syal.g_02575
OG0001075	Prbk.g_02603	Syal.g_02726
OG0001076	Prbk.g_02611	Syal.g_02712
OG0001077	Prbk.g_02621	Syal.g_02702
OG0001078	Prbk.g_02632	Syal.g_02635
OG0001079	Prbk.g_02651	Syal.g_02618
OG0001080	Prbk.g_00738	Syal.g_02514
OG0001081	Prbk.g_00728	Syal.g_02175
OG0001082	Prbk.g_00727	Syal.g_02176
OG0001083	Prbk.g_00719	Syal.g_02184
OG0001084	Prbk.g_00718	Syal.g_02187
OG0001085	Prbk.g_00708	Syal.g_02206
OG0001086	Prbk.g_00706	Syal.g_02208
OG0001087	Prbk.g_01821	Syal.g_01782
OG0001088	Prbk.g_01817	Syal.g_01785
OG0001089	Prbk.g_01764	Syal.g_01811
OG0001090	Prbk.g_00617	Syal.g_01859
OG0001091	Prbk.g_00615	Syal.g_01862
OG0001092	Prbk.g_00614	Syal.g_01864
OG0001093	Prbk.g_00610	Syal.g_02419
OG0001094	Prbk.g_02462	Syal.g_02216
OG0001095	Prbk.g_02481	Syal.g_01879
OG0001096	Prbk.g_02497	Syal.g_02447
OG0001097	Prbk.g_02542	Syal.g_02473
OG0001098	Prbk.g_02379	Syal.g_02083
OG0001099	Prbk.g_00193	Syal.g_00837
OG0001100	Prbk.g_02389	Syal.g_02293
OG0001101	Prbk.g_02390	Syal.g_02292
OG0001102	Prbk.g_02393	Syal.g_02289
OG0001103	Prbk.g_02395	Syal.g_02287
OG0001104	Prbk.g_02452	Syal.g_02241
OG0001105	Prbk.g_02447	Syal.g_02236
OG0001106	Prbk.g_02336	Syal.g_02007
OG0001107	Prbk.g_02326	Syal.g_01993
OG0001108	Prbk.g_02319	Syal.g_01985
OG0001109	Prbk.g_02317	Syal.g_01983
OG0001110	Prbk.g_02315	Syal.g_01981
OG0001111	Prbk.g_02313	Syal.g_01979
OG0001112	Prbk.g_02311	Syal.g_01977
OG0001113	Prbk.g_02310	Syal.g_02244
OG0001114	Prbk.g_02309	Syal.g_01976
OG0001115	Prbk.g_02307	Syal.g_01972
OG0001116	Prbk.g_02306	Syal.g_01970
OG0001117	Prbk.g_02305	Syal.g_01969
OG0001118	Prbk.g_02304	Syal.g_01968
OG0001119	Prbk.g_02303	Syal.g_01966
OG0001120	Prbk.g_02301	Syal.g_01962
OG0001122	Prbk.g_00581	Syal.g_01921
