Orthogroup	Prbk	Pral
OG0000561	Prbk.g_01887	Pral.g_00535
OG0000562	Prbk.g_01886	Pral.g_00534
OG0000563	Prbk.g_01885	Pral.g_00533
OG0000564	Prbk.g_01884	Pral.g_00532
OG0000565	Prbk.g_01881	Pral.g_00529
OG0000566	Prbk.g_01877	Pral.g_00525
OG0000567	Prbk.g_01873	Pral.g_00521
OG0000568	Prbk.g_01871	Pral.g_00520
OG0000569	Prbk.g_01104	Pral.g_00519
OG0000570	Prbk.g_01105	Pral.g_00518
OG0000571	Prbk.g_01108	Pral.g_00515
OG0000572	Prbk.g_01124	Pral.g_00503
OG0000573	Prbk.g_01131	Pral.g_00497
OG0000574	Prbk.g_01132	Pral.g_00496
OG0000575	Prbk.g_01141	Pral.g_00492
OG0000576	Prbk.g_01143	Pral.g_00490
OG0000577	Prbk.g_01144	Pral.g_00489
OG0000578	Prbk.g_01145	Pral.g_00488
OG0000579	Prbk.g_01146	Pral.g_00487
OG0000580	Prbk.g_01147	Pral.g_00486
OG0000581	Prbk.g_01151	Pral.g_00483
OG0000582	Prbk.g_01155	Pral.g_00480
OG0000583	Prbk.g_01156	Pral.g_00479
OG0000584	Prbk.g_01157	Pral.g_00478
OG0000585	Prbk.g_01159	Pral.g_00476
OG0000586	Prbk.g_01161	Pral.g_00475
OG0000587	Prbk.g_01163	Pral.g_00474
OG0000588	Prbk.g_02605	Pral.g_00469
OG0000589	Prbk.g_02608	Pral.g_00466
OG0000590	Prbk.g_02609	Pral.g_00465
OG0000591	Prbk.g_02616	Pral.g_00462
OG0000592	Prbk.g_02617	Pral.g_00461
OG0000593	Prbk.g_02627	Pral.g_01433
OG0000594	Prbk.g_02628	Pral.g_01434
OG0000595	Prbk.g_02629	Pral.g_01435
OG0000596	Prbk.g_02634	Pral.g_01439
OG0000597	Prbk.g_02637	Pral.g_01441
OG0000598	Prbk.g_02638	Pral.g_01442
OG0000599	Prbk.g_02648	Pral.g_01445
OG0000600	Prbk.g_02649	Pral.g_01446
OG0000601	Prbk.g_02650	Pral.g_01447
OG0000602	Prbk.g_02654	Pral.g_01449
OG0000603	Prbk.g_02655	Pral.g_01450
OG0000604	Prbk.g_02656	Pral.g_01451
OG0000605	Prbk.g_00740	Pral.g_01452
OG0000606	Prbk.g_00729	Pral.g_01455
OG0000607	Prbk.g_00726	Pral.g_01458
OG0000608	Prbk.g_00725	Pral.g_01459
OG0000609	Prbk.g_00723	Pral.g_01460
OG0000610	Prbk.g_00715	Pral.g_01466
OG0000611	Prbk.g_00712	Pral.g_01469
OG0000612	Prbk.g_00711	Pral.g_01470
OG0000613	Prbk.g_00478	Pral.g_01769
OG0000614	Prbk.g_01802	Pral.g_01748
OG0000615	Prbk.g_02429	Pral.g_01737
OG0000616	Prbk.g_02262	Pral.g_00399
OG0000617	Prbk.g_00613	Pral.g_01723
OG0000618	Prbk.g_00612	Pral.g_01722
OG0000619	Prbk.g_00611	Pral.g_01721
OG0000620	Prbk.g_00607	Pral.g_01718
OG0000621	Prbk.g_00606	Pral.g_01717
OG0000622	Prbk.g_00605	Pral.g_01716
OG0000623	Prbk.g_00604	Pral.g_01715
OG0000624	Prbk.g_00603	Pral.g_01713
OG0000625	Prbk.g_00602	Pral.g_01712
OG0000626	Prbk.g_00601	Pral.g_01711
OG0000627	Prbk.g_02376	Pral.g_01709
OG0000628	Prbk.g_02375	Pral.g_01708
OG0000629	Prbk.g_02372	Pral.g_01707
OG0000630	Prbk.g_02368	Pral.g_01704
OG0000631	Prbk.g_02362	Pral.g_01658
OG0000632	Prbk.g_02361	Pral.g_01657
OG0000633	Prbk.g_02360	Pral.g_01656
OG0000634	Prbk.g_02464	Pral.g_01484
OG0000635	Prbk.g_02465	Pral.g_01485
OG0000636	Prbk.g_02467	Pral.g_01487
OG0000637	Prbk.g_02469	Pral.g_01489
OG0000638	Prbk.g_02470	Pral.g_01490
OG0000639	Prbk.g_02471	Pral.g_01491
OG0000640	Prbk.g_02472	Pral.g_01492
OG0000641	Prbk.g_02476	Pral.g_01496
OG0000642	Prbk.g_02477	Pral.g_01497
OG0000643	Prbk.g_02478	Pral.g_01498
OG0000644	Prbk.g_02479	Pral.g_01499
OG0000645	Prbk.g_02480	Pral.g_01500
OG0000646	Prbk.g_02483	Pral.g_01502
OG0000647	Prbk.g_02486	Pral.g_01504
OG0000648	Prbk.g_02488	Pral.g_01506
OG0000649	Prbk.g_02489	Pral.g_01507
OG0000650	Prbk.g_02490	Pral.g_01508
OG0000651	Prbk.g_02491	Pral.g_01509
OG0000652	Prbk.g_02492	Pral.g_01510
OG0000653	Prbk.g_02494	Pral.g_01512
OG0000654	Prbk.g_02495	Pral.g_01513
OG0000655	Prbk.g_02496	Pral.g_01514
OG0000656	Prbk.g_02499	Pral.g_01517
OG0000657	Prbk.g_02532	Pral.g_01524
OG0000658	Prbk.g_02534	Pral.g_01525
OG0000659	Prbk.g_02535	Pral.g_01526
OG0000660	Prbk.g_02539	Pral.g_01530
OG0000661	Prbk.g_02541	Pral.g_01532
OG0000662	Prbk.g_02543	Pral.g_01534
OG0000663	Prbk.g_02546	Pral.g_01536
OG0000664	Prbk.g_02547	Pral.g_01537
OG0000665	Prbk.g_02560	Pral.g_01543
OG0000666	Prbk.g_02563	Pral.g_01544
OG0000667	Prbk.g_02570	Pral.g_01548
OG0000668	Prbk.g_00582	Pral.g_01820
OG0000669	Prbk.g_02580	Pral.g_01809
OG0000670	Prbk.g_01662	Pral.g_01806
OG0000671	Prbk.g_02391	Pral.g_01804
OG0000672	Prbk.g_02394	Pral.g_01801
OG0000673	Prbk.g_02397	Pral.g_01798
OG0000674	Prbk.g_02399	Pral.g_01796
OG0000675	Prbk.g_02400	Pral.g_01795
OG0000676	Prbk.g_02408	Pral.g_01793
OG0000677	Prbk.g_02410	Pral.g_01792
OG0000678	Prbk.g_02415	Pral.g_01790
OG0000679	Prbk.g_02435	Pral.g_01786
OG0000680	Prbk.g_02436	Pral.g_01785
OG0000681	Prbk.g_02438	Pral.g_01782
OG0000682	Prbk.g_02439	Pral.g_01781
OG0000683	Prbk.g_02440	Pral.g_01780
OG0000684	Prbk.g_02453	Pral.g_01778
OG0000685	Prbk.g_02451	Pral.g_01776
OG0000686	Prbk.g_02450	Pral.g_01775
OG0000687	Prbk.g_02449	Pral.g_01774
OG0000688	Prbk.g_02455	Pral.g_01474
OG0000689	Prbk.g_02456	Pral.g_01475
OG0000690	Prbk.g_02457	Pral.g_01476
OG0000691	Prbk.g_02458	Pral.g_01477
OG0000692	Prbk.g_02459	Pral.g_01479
OG0000693	Prbk.g_02460	Pral.g_01480
OG0000694	Prbk.g_02461	Pral.g_01481
OG0000695	Prbk.g_02358	Pral.g_01654
OG0000696	Prbk.g_02357	Pral.g_01653
OG0000697	Prbk.g_02355	Pral.g_01652
OG0000698	Prbk.g_02352	Pral.g_01649
OG0000699	Prbk.g_02350	Pral.g_01647
OG0000700	Prbk.g_02349	Pral.g_01646
OG0000701	Prbk.g_02348	Pral.g_01645
OG0000702	Prbk.g_02340	Pral.g_01643
OG0000703	Prbk.g_02339	Pral.g_01642
OG0000704	Prbk.g_02337	Pral.g_01640
OG0000705	Prbk.g_02331	Pral.g_01634
OG0000706	Prbk.g_02330	Pral.g_01633
OG0000707	Prbk.g_02329	Pral.g_01632
OG0000708	Prbk.g_02327	Pral.g_01630
OG0000709	Prbk.g_02320	Pral.g_01626
OG0000710	Prbk.g_02316	Pral.g_01623
OG0000711	Prbk.g_02293	Pral.g_01579
OG0000712	Prbk.g_02292	Pral.g_01580
OG0000713	Prbk.g_00562	Pral.g_01581
OG0000714	Prbk.g_00566	Pral.g_01582
OG0000715	Prbk.g_00568	Pral.g_01584
OG0000716	Prbk.g_00572	Pral.g_01586
OG0000717	Prbk.g_00573	Pral.g_01587
OG0000718	Prbk.g_00578	Pral.g_01590
OG0000719	Prbk.g_00580	Pral.g_01592
OG0000720	Prbk.g_00593	Pral.g_01603
OG0000721	Prbk.g_00594	Pral.g_01607
OG0000722	Prbk.g_00595	Pral.g_01608
OG0000723	Prbk.g_00599	Pral.g_01575
OG0000724	Prbk.g_00061	Pral.g_01566
OG0000725	Prbk.g_00054	Pral.g_01560
OG0000726	Prbk.g_00053	Pral.g_01559
OG0000727	Prbk.g_00052	Pral.g_01558
OG0000728	Prbk.g_00051	Pral.g_01556
OG0000729	Prbk.g_01531	Pral.g_01311
OG0000730	Prbk.g_00869	Pral.g_01324
OG0000731	Prbk.g_00879	Pral.g_00692
OG0000732	Prbk.g_01601	Pral.g_00348
OG0000733	Prbk.g_02202	Pral.g_00077
OG0000734	Prbk.g_00004	Pral.g_01351
OG0000735	Prbk.g_01037	Pral.g_01353
OG0000736	Prbk.g_01036	Pral.g_01354
OG0000737	Prbk.g_01035	Pral.g_01355
OG0000738	Prbk.g_01028	Pral.g_01359
OG0000739	Prbk.g_01026	Pral.g_01360
OG0000740	Prbk.g_01025	Pral.g_01361
OG0000741	Prbk.g_01022	Pral.g_01363
OG0000742	Prbk.g_01020	Pral.g_01366
OG0000743	Prbk.g_01018	Pral.g_01368
OG0000744	Prbk.g_01017	Pral.g_01369
OG0000745	Prbk.g_00141	Pral.g_01370
OG0000746	Prbk.g_00143	Pral.g_01372
OG0000747	Prbk.g_00144	Pral.g_01373
OG0000748	Prbk.g_00156	Pral.g_01378
OG0000749	Prbk.g_00157	Pral.g_01379
OG0000750	Prbk.g_00158	Pral.g_01380
OG0000751	Prbk.g_00105	Pral.g_01383
OG0000752	Prbk.g_00103	Pral.g_01385
OG0000753	Prbk.g_00100	Pral.g_01388
OG0000754	Prbk.g_01501	Pral.g_01391
OG0000755	Prbk.g_00139	Pral.g_01399
OG0000756	Prbk.g_00138	Pral.g_01400
OG0000757	Prbk.g_00131	Pral.g_01406
OG0000758	Prbk.g_00130	Pral.g_01407
OG0000759	Prbk.g_00129	Pral.g_01408
OG0000760	Prbk.g_00128	Pral.g_01409
OG0000761	Prbk.g_00127	Pral.g_01410
OG0000762	Prbk.g_01503	Pral.g_01411
OG0000763	Prbk.g_01505	Pral.g_01413
OG0000764	Prbk.g_01506	Pral.g_01414
OG0000765	Prbk.g_00178	Pral.g_01423
OG0000766	Prbk.g_00177	Pral.g_01424
OG0000767	Prbk.g_00175	Pral.g_01426
OG0000768	Prbk.g_00174	Pral.g_01427
OG0000769	Prbk.g_00098	Pral.g_01429
OG0000770	Prbk.g_00122	Pral.g_00456
OG0000771	Prbk.g_00066	Pral.g_01064
OG0000772	Prbk.g_02011	Pral.g_01893
OG0000773	Prbk.g_00162	Pral.g_01290
OG0000774	Prbk.g_01192	Pral.g_01288
OG0000775	Prbk.g_01190	Pral.g_01286
OG0000776	Prbk.g_01189	Pral.g_01285
OG0000777	Prbk.g_01188	Pral.g_01284
OG0000778	Prbk.g_01187	Pral.g_01283
OG0000779	Prbk.g_01182	Pral.g_01279
OG0000780	Prbk.g_01179	Pral.g_01278
OG0000781	Prbk.g_01175	Pral.g_01275
OG0000782	Prbk.g_01174	Pral.g_01274
OG0000783	Prbk.g_01173	Pral.g_01273
OG0000784	Prbk.g_01172	Pral.g_01272
OG0000785	Prbk.g_01170	Pral.g_01270
OG0000786	Prbk.g_01167	Pral.g_01267
OG0000787	Prbk.g_01166	Pral.g_01266
OG0000788	Prbk.g_00334	Pral.g_00440
OG0000789	Prbk.g_01691	Pral.g_01060
OG0000790	Prbk.g_02048	Pral.g_01217
OG0000791	Prbk.g_02046	Pral.g_01215
OG0000792	Prbk.g_02045	Pral.g_01214
OG0000793	Prbk.g_02041	Pral.g_01211
OG0000794	Prbk.g_02040	Pral.g_01210
OG0000795	Prbk.g_02039	Pral.g_01209
OG0000796	Prbk.g_02035	Pral.g_01205
OG0000797	Prbk.g_02034	Pral.g_01204
OG0000799	Prbk.g_01929	Pral.g_01184
OG0000800	Prbk.g_01930	Pral.g_01183
OG0000801	Prbk.g_01931	Pral.g_01182
OG0000802	Prbk.g_01938	Pral.g_01180
OG0000803	Prbk.g_00244	Pral.g_01178
OG0000804	Prbk.g_00246	Pral.g_01177
OG0000805	Prbk.g_00248	Pral.g_01175
OG0000806	Prbk.g_00250	Pral.g_01173
OG0000807	Prbk.g_00252	Pral.g_01172
OG0000808	Prbk.g_00253	Pral.g_01171
OG0000809	Prbk.g_00257	Pral.g_01167
OG0000810	Prbk.g_00258	Pral.g_01166
OG0000811	Prbk.g_00270	Pral.g_01158
OG0000812	Prbk.g_00272	Pral.g_01156
OG0000813	Prbk.g_00273	Pral.g_01155
OG0000814	Prbk.g_00275	Pral.g_01153
OG0000815	Prbk.g_00276	Pral.g_01152
OG0000816	Prbk.g_00278	Pral.g_01150
OG0000817	Prbk.g_00279	Pral.g_01149
OG0000818	Prbk.g_01237	Pral.g_01144
OG0000819	Prbk.g_01236	Pral.g_01143
OG0000820	Prbk.g_01235	Pral.g_01142
OG0000821	Prbk.g_01228	Pral.g_01137
OG0000822	Prbk.g_01226	Pral.g_01136
OG0000823	Prbk.g_01225	Pral.g_01135
OG0000824	Prbk.g_01221	Pral.g_01132
OG0000825	Prbk.g_01220	Pral.g_01131
OG0000826	Prbk.g_01219	Pral.g_01130
OG0000827	Prbk.g_01218	Pral.g_01129
OG0000828	Prbk.g_01215	Pral.g_01126
OG0000829	Prbk.g_01214	Pral.g_01125
OG0000830	Prbk.g_01213	Pral.g_01124
OG0000831	Prbk.g_01211	Pral.g_01122
OG0000832	Prbk.g_02006	Pral.g_01110
OG0000833	Prbk.g_01998	Pral.g_01101
OG0000834	Prbk.g_01997	Pral.g_01100
OG0000835	Prbk.g_01996	Pral.g_01099
OG0000836	Prbk.g_01994	Pral.g_01098
OG0000837	Prbk.g_01993	Pral.g_01097
OG0000838	Prbk.g_01990	Pral.g_01094
OG0000839	Prbk.g_01989	Pral.g_01093
OG0000840	Prbk.g_01988	Pral.g_01092
OG0000841	Prbk.g_01987	Pral.g_01091
OG0000842	Prbk.g_01986	Pral.g_01090
OG0000843	Prbk.g_01985	Pral.g_01089
OG0000844	Prbk.g_01983	Pral.g_01088
OG0000845	Prbk.g_01982	Pral.g_01087
OG0000846	Prbk.g_01981	Pral.g_01086
OG0000847	Prbk.g_01980	Pral.g_01085
OG0000848	Prbk.g_01979	Pral.g_01084
OG0000849	Prbk.g_01978	Pral.g_01083
OG0000850	Prbk.g_01977	Pral.g_01081
OG0000851	Prbk.g_00937	Pral.g_01080
OG0000852	Prbk.g_00936	Pral.g_01079
OG0000853	Prbk.g_00932	Pral.g_01074
OG0000854	Prbk.g_00930	Pral.g_01072
OG0000855	Prbk.g_00929	Pral.g_01071
OG0000856	Prbk.g_02619	Pral.g_01058
OG0000857	Prbk.g_02485	Pral.g_01503
OG0000858	Prbk.g_00918	Pral.g_00100
OG0000859	Prbk.g_00917	Pral.g_00101
OG0000860	Prbk.g_00905	Pral.g_00109
OG0000861	Prbk.g_00904	Pral.g_00110
OG0000862	Prbk.g_00902	Pral.g_00111
OG0000863	Prbk.g_01451	Pral.g_00113
OG0000864	Prbk.g_01450	Pral.g_00114
OG0000865	Prbk.g_01449	Pral.g_00115
OG0000866	Prbk.g_01448	Pral.g_00116
OG0000867	Prbk.g_01447	Pral.g_00117
OG0000868	Prbk.g_01445	Pral.g_00119
OG0000869	Prbk.g_01442	Pral.g_00122
OG0000870	Prbk.g_01437	Pral.g_00127
OG0000871	Prbk.g_01436	Pral.g_00128
OG0000872	Prbk.g_01434	Pral.g_00129
OG0000873	Prbk.g_01431	Pral.g_00132
OG0000874	Prbk.g_01427	Pral.g_00135
OG0000875	Prbk.g_01426	Pral.g_00136
OG0000876	Prbk.g_01425	Pral.g_00137
OG0000877	Prbk.g_01422	Pral.g_00139
OG0000878	Prbk.g_01421	Pral.g_00140
OG0000879	Prbk.g_01420	Pral.g_00141
OG0000880	Prbk.g_01419	Pral.g_00142
OG0000881	Prbk.g_01414	Pral.g_00146
OG0000882	Prbk.g_01409	Pral.g_00151
OG0000883	Prbk.g_01407	Pral.g_00154
OG0000884	Prbk.g_01405	Pral.g_00156
OG0000885	Prbk.g_01404	Pral.g_00157
OG0000886	Prbk.g_01403	Pral.g_00158
OG0000887	Prbk.g_01402	Pral.g_00159
OG0000888	Prbk.g_01400	Pral.g_00161
OG0000889	Prbk.g_01398	Pral.g_00163
OG0000890	Prbk.g_01384	Pral.g_00164
OG0000891	Prbk.g_01383	Pral.g_00165
OG0000892	Prbk.g_01381	Pral.g_00167
OG0000893	Prbk.g_01901	Pral.g_00170
OG0000894	Prbk.g_01905	Pral.g_00173
OG0000895	Prbk.g_01910	Pral.g_00177
OG0000896	Prbk.g_01911	Pral.g_00178
OG0000897	Prbk.g_01913	Pral.g_00180
OG0000898	Prbk.g_01914	Pral.g_00181
OG0000899	Prbk.g_01915	Pral.g_00182
OG0000900	Prbk.g_01916	Pral.g_00183
OG0000901	Prbk.g_01920	Pral.g_00187
OG0000902	Prbk.g_01922	Pral.g_00189
OG0000903	Prbk.g_00990	Pral.g_00193
OG0000904	Prbk.g_00995	Pral.g_00198
OG0000905	Prbk.g_00997	Pral.g_00191
OG0000906	Prbk.g_01926	Pral.g_00190
OG0000907	Prbk.g_00988	Pral.g_00200
OG0000908	Prbk.g_00985	Pral.g_00203
OG0000909	Prbk.g_00984	Pral.g_00204
OG0000910	Prbk.g_00983	Pral.g_00205
OG0000911	Prbk.g_00981	Pral.g_00207
OG0000912	Prbk.g_00980	Pral.g_00208
OG0000913	Prbk.g_00979	Pral.g_00209
OG0000914	Prbk.g_00978	Pral.g_00210
OG0000915	Prbk.g_00977	Pral.g_00211
OG0000916	Prbk.g_00976	Pral.g_00212
OG0000917	Prbk.g_00975	Pral.g_00213
OG0000918	Prbk.g_00974	Pral.g_00214
OG0000919	Prbk.g_00973	Pral.g_00215
OG0000920	Prbk.g_00972	Pral.g_00216
OG0000921	Prbk.g_00971	Pral.g_00217
OG0000922	Prbk.g_00970	Pral.g_00218
OG0000923	Prbk.g_00966	Pral.g_00222
OG0000924	Prbk.g_00965	Pral.g_00223
OG0000925	Prbk.g_00964	Pral.g_00224
OG0000926	Prbk.g_00963	Pral.g_00225
OG0000927	Prbk.g_00961	Pral.g_00227
OG0000928	Prbk.g_00960	Pral.g_00228
OG0000929	Prbk.g_00959	Pral.g_00229
OG0000930	Prbk.g_00958	Pral.g_00230
OG0000931	Prbk.g_00957	Pral.g_00232
OG0000932	Prbk.g_00956	Pral.g_01190
OG0000933	Prbk.g_00951	Pral.g_00236
OG0000934	Prbk.g_00949	Pral.g_00238
OG0000935	Prbk.g_00948	Pral.g_00239
OG0000936	Prbk.g_00947	Pral.g_00240
OG0000937	Prbk.g_00946	Pral.g_00241
OG0000938	Prbk.g_00797	Pral.g_00244
OG0000939	Prbk.g_00798	Pral.g_00245
OG0000940	Prbk.g_00807	Pral.g_00252
OG0000941	Prbk.g_00809	Pral.g_00254
OG0000942	Prbk.g_00811	Pral.g_00256
OG0000943	Prbk.g_00812	Pral.g_00257
OG0000944	Prbk.g_00814	Pral.g_00259
OG0000945	Prbk.g_00816	Pral.g_00260
OG0000946	Prbk.g_00844	Pral.g_00266
OG0000947	Prbk.g_00847	Pral.g_00268
OG0000948	Prbk.g_00848	Pral.g_00269
OG0000949	Prbk.g_00851	Pral.g_00272
OG0000950	Prbk.g_00513	Pral.g_00278
OG0000951	Prbk.g_00518	Pral.g_00282
OG0000952	Prbk.g_00525	Pral.g_00286
OG0000953	Prbk.g_00529	Pral.g_00290
OG0000954	Prbk.g_00216	Pral.g_00294
OG0000955	Prbk.g_00217	Pral.g_00295
OG0000956	Prbk.g_00219	Pral.g_00297
OG0000957	Prbk.g_00235	Pral.g_00303
OG0000958	Prbk.g_00236	Pral.g_00304
OG0000959	Prbk.g_01482	Pral.g_00308
OG0000960	Prbk.g_01483	Pral.g_00309
OG0000961	Prbk.g_01494	Pral.g_00312
OG0000962	Prbk.g_01530	Pral.g_00314
OG0000963	Prbk.g_01535	Pral.g_00318
OG0000964	Prbk.g_01536	Pral.g_00319
OG0000965	Prbk.g_01537	Pral.g_00320
OG0000966	Prbk.g_01571	Pral.g_00326
OG0000967	Prbk.g_01577	Pral.g_00330
OG0000968	Prbk.g_01580	Pral.g_00332
OG0000969	Prbk.g_01582	Pral.g_00333
OG0000970	Prbk.g_01583	Pral.g_00334
OG0000971	Prbk.g_01585	Pral.g_00335
OG0000972	Prbk.g_01586	Pral.g_00336
OG0000973	Prbk.g_01587	Pral.g_00337
OG0000974	Prbk.g_01588	Pral.g_00338
OG0000975	Prbk.g_01589	Pral.g_00339
OG0000976	Prbk.g_01590	Pral.g_00340
OG0000977	Prbk.g_01592	Pral.g_00341
OG0000978	Prbk.g_01593	Pral.g_00342
OG0000979	Prbk.g_01596	Pral.g_00345
OG0000980	Prbk.g_01600	Pral.g_00347
OG0000981	Prbk.g_01603	Pral.g_00350
OG0000982	Prbk.g_02161	Pral.g_00352
OG0000983	Prbk.g_02162	Pral.g_00353
OG0000984	Prbk.g_02163	Pral.g_00354
OG0000985	Prbk.g_02167	Pral.g_00357
OG0000986	Prbk.g_02169	Pral.g_00359
OG0000987	Prbk.g_02171	Pral.g_00360
OG0000988	Prbk.g_02175	Pral.g_00363
OG0000989	Prbk.g_02185	Pral.g_00367
OG0000990	Prbk.g_02207	Pral.g_00373
OG0000991	Prbk.g_02210	Pral.g_00374
OG0000992	Prbk.g_02213	Pral.g_00377
OG0000993	Prbk.g_02214	Pral.g_00378
OG0000994	Prbk.g_02217	Pral.g_00379
OG0000995	Prbk.g_02226	Pral.g_00383
OG0000996	Prbk.g_02239	Pral.g_00384
OG0000997	Prbk.g_02248	Pral.g_00386
OG0000998	Prbk.g_02250	Pral.g_00388
OG0000999	Prbk.g_02251	Pral.g_00389
OG0001000	Prbk.g_02254	Pral.g_00392
OG0001001	Prbk.g_02258	Pral.g_00396
OG0001002	Prbk.g_02265	Pral.g_00401
OG0001003	Prbk.g_02267	Pral.g_00402
OG0001004	Prbk.g_02268	Pral.g_00403
OG0001005	Prbk.g_02270	Pral.g_00404
OG0001006	Prbk.g_02276	Pral.g_00408
OG0001007	Prbk.g_02278	Pral.g_00410
OG0001008	Prbk.g_00327	Pral.g_00657
OG0001009	Prbk.g_01622	Pral.g_01017
OG0001010	Prbk.g_01621	Pral.g_01016
OG0001011	Prbk.g_01619	Pral.g_01014
OG0001012	Prbk.g_02158	Pral.g_01001
OG0001013	Prbk.g_02133	Pral.g_00994
OG0001014	Prbk.g_02124	Pral.g_00991
OG0001015	Prbk.g_02123	Pral.g_00990
OG0001016	Prbk.g_01315	Pral.g_00974
OG0001017	Prbk.g_01309	Pral.g_00970
OG0001018	Prbk.g_01307	Pral.g_00968
OG0001019	Prbk.g_01294	Pral.g_00958
OG0001020	Prbk.g_00035	Pral.g_00957
OG0001021	Prbk.g_00031	Pral.g_00956
OG0001022	Prbk.g_00026	Pral.g_00953
OG0001023	Prbk.g_00025	Pral.g_00952
OG0001024	Prbk.g_00021	Pral.g_00949
OG0001025	Prbk.g_00014	Pral.g_00942
OG0001026	Prbk.g_00001	Pral.g_00934
OG0001027	Prbk.g_00190	Pral.g_00933
OG0001028	Prbk.g_00192	Pral.g_00931
OG0001029	Prbk.g_00194	Pral.g_00930
OG0001030	Prbk.g_00547	Pral.g_00914
OG0001031	Prbk.g_01275	Pral.g_00857
OG0001032	Prbk.g_01272	Pral.g_00856
OG0001033	Prbk.g_00633	Pral.g_00836
OG0001034	Prbk.g_01521	Pral.g_00804
OG0001035	Prbk.g_00372	Pral.g_00784
OG0001036	Prbk.g_00376	Pral.g_00780
OG0001037	Prbk.g_00378	Pral.g_00779
OG0001038	Prbk.g_00415	Pral.g_00761
OG0001039	Prbk.g_00418	Pral.g_00758
OG0001040	Prbk.g_00421	Pral.g_00755
OG0001041	Prbk.g_00426	Pral.g_00751
OG0001042	Prbk.g_00451	Pral.g_00734
OG0001043	Prbk.g_00453	Pral.g_00733
OG0001044	Prbk.g_00870	Pral.g_00699
OG0001045	Prbk.g_00882	Pral.g_00690
OG0001046	Prbk.g_00924	Pral.g_01039
OG0001047	Prbk.g_00325	Pral.g_00655
OG0001048	Prbk.g_00324	Pral.g_00654
OG0001049	Prbk.g_00321	Pral.g_00651
OG0001050	Prbk.g_00320	Pral.g_00650
OG0001051	Prbk.g_00319	Pral.g_00649
OG0001052	Prbk.g_02109	Pral.g_00621
OG0001053	Prbk.g_02064	Pral.g_00608
OG0001055	Prbk.g_01056	Pral.g_00573
OG0001056	Prbk.g_01085	Pral.g_00554
OG0001057	Prbk.g_01097	Pral.g_00549
OG0001058	Prbk.g_01893	Pral.g_00541
OG0001059	Prbk.g_01889	Pral.g_00537
OG0001060	Prbk.g_01882	Pral.g_00530
OG0001061	Prbk.g_01109	Pral.g_00514
OG0001062	Prbk.g_01111	Pral.g_00512
OG0001063	Prbk.g_01115	Pral.g_00510
OG0001064	Prbk.g_01116	Pral.g_00509
OG0001065	Prbk.g_01117	Pral.g_00508
OG0001066	Prbk.g_01118	Pral.g_00507
OG0001067	Prbk.g_01119	Pral.g_00506
OG0001068	Prbk.g_01120	Pral.g_00505
OG0001069	Prbk.g_01121	Pral.g_00504
OG0001070	Prbk.g_01125	Pral.g_00502
OG0001071	Prbk.g_01126	Pral.g_00501
OG0001072	Prbk.g_01129	Pral.g_00499
OG0001073	Prbk.g_01148	Pral.g_00485
OG0001074	Prbk.g_02602	Pral.g_00472
OG0001075	Prbk.g_02603	Pral.g_00471
OG0001076	Prbk.g_02611	Pral.g_00464
OG0001077	Prbk.g_02621	Pral.g_00459
OG0001078	Prbk.g_02632	Pral.g_01437
OG0001079	Prbk.g_02651	Pral.g_01448
OG0001080	Prbk.g_00738	Pral.g_01454
OG0001081	Prbk.g_00728	Pral.g_01456
OG0001082	Prbk.g_00727	Pral.g_01457
OG0001083	Prbk.g_00719	Pral.g_01462
OG0001084	Prbk.g_00718	Pral.g_01463
OG0001085	Prbk.g_00708	Pral.g_01772
OG0001086	Prbk.g_00706	Pral.g_01771
OG0001087	Prbk.g_01821	Pral.g_01753
OG0001088	Prbk.g_01817	Pral.g_01752
OG0001089	Prbk.g_01764	Pral.g_01741
OG0001090	Prbk.g_00617	Pral.g_01728
OG0001091	Prbk.g_00615	Pral.g_01726
OG0001092	Prbk.g_00614	Pral.g_01725
OG0001093	Prbk.g_00610	Pral.g_01720
OG0001094	Prbk.g_02462	Pral.g_01482
OG0001095	Prbk.g_02481	Pral.g_01501
OG0001096	Prbk.g_02497	Pral.g_01515
OG0001097	Prbk.g_02542	Pral.g_01533
OG0001098	Prbk.g_02379	Pral.g_01552
OG0001099	Prbk.g_00193	Pral.g_01815
OG0001100	Prbk.g_02389	Pral.g_01807
OG0001101	Prbk.g_02390	Pral.g_01805
OG0001102	Prbk.g_02393	Pral.g_01802
OG0001103	Prbk.g_02395	Pral.g_01800
OG0001104	Prbk.g_02452	Pral.g_01777
OG0001105	Prbk.g_02447	Pral.g_01773
OG0001106	Prbk.g_02336	Pral.g_01639
OG0001107	Prbk.g_02326	Pral.g_01629
OG0001108	Prbk.g_02319	Pral.g_01625
OG0001109	Prbk.g_02317	Pral.g_01624
OG0001110	Prbk.g_02315	Pral.g_01622
OG0001111	Prbk.g_02313	Pral.g_01621
OG0001112	Prbk.g_02311	Pral.g_01620
OG0001113	Prbk.g_02310	Pral.g_01619
OG0001114	Prbk.g_02309	Pral.g_01618
OG0001115	Prbk.g_02307	Pral.g_01616
OG0001116	Prbk.g_02306	Pral.g_01615
OG0001117	Prbk.g_02305	Pral.g_01614
OG0001118	Prbk.g_02304	Pral.g_01613
OG0001119	Prbk.g_02303	Pral.g_01612
OG0001120	Prbk.g_02301	Pral.g_01611
OG0001122	Prbk.g_00581	Pral.g_01593
