Orthogroup	Prbk	Syas
OG0000577	Prbk.g_01144	Syas.g_00851
OG0000578	Prbk.g_01145	Syas.g_00852
OG0000579	Prbk.g_01146	Syas.g_00853
OG0000580	Prbk.g_01147	Syas.g_00854
OG0000581	Prbk.g_01151	Syas.g_00861
OG0000582	Prbk.g_01155	Syas.g_00873
OG0000583	Prbk.g_01156	Syas.g_00872
OG0000584	Prbk.g_01157	Syas.g_00871
OG0000585	Prbk.g_01159	Syas.g_00868
OG0000586	Prbk.g_01161	Syas.g_00867
OG0000587	Prbk.g_01163	Syas.g_00865
OG0000588	Prbk.g_02605	Syas.g_00960
OG0000589	Prbk.g_02608	Syas.g_00121
OG0000590	Prbk.g_02609	Syas.g_00120
OG0000591	Prbk.g_02616	Syas.g_00106
OG0000592	Prbk.g_02617	Syas.g_00105
OG0000593	Prbk.g_02627	Syas.g_00750
OG0000594	Prbk.g_02628	Syas.g_00749
OG0000595	Prbk.g_02629	Syas.g_00748
OG0000596	Prbk.g_02634	Syas.g_00743
OG0000597	Prbk.g_02637	Syas.g_00740
OG0000598	Prbk.g_02638	Syas.g_00739
OG0000599	Prbk.g_02648	Syas.g_00732
OG0000600	Prbk.g_02649	Syas.g_00731
OG0000601	Prbk.g_02650	Syas.g_00730
OG0000602	Prbk.g_02654	Syas.g_00725
OG0000603	Prbk.g_02655	Syas.g_00724
OG0000604	Prbk.g_02656	Syas.g_00721
OG0000605	Prbk.g_00740	Syas.g_00719
OG0000606	Prbk.g_00729	Syas.g_00716
OG0000607	Prbk.g_00726	Syas.g_00713
OG0000608	Prbk.g_00725	Syas.g_00712
OG0000609	Prbk.g_00723	Syas.g_00710
OG0000610	Prbk.g_00715	Syas.g_00702
OG0000611	Prbk.g_00712	Syas.g_00699
OG0000612	Prbk.g_00711	Syas.g_00698
OG0000613	Prbk.g_00478	Syas.g_01825
OG0000614	Prbk.g_01802	Syas.g_01044
OG0000615	Prbk.g_02429	Syas.g_00650
OG0000616	Prbk.g_02262	Syas.g_02011
OG0000617	Prbk.g_00613	Syas.g_00180
OG0000618	Prbk.g_00612	Syas.g_00181
OG0000619	Prbk.g_00611	Syas.g_00182
OG0000620	Prbk.g_00607	Syas.g_00188
OG0000621	Prbk.g_00606	Syas.g_00189
OG0000622	Prbk.g_00605	Syas.g_00190
OG0000623	Prbk.g_00604	Syas.g_00191
OG0000624	Prbk.g_00603	Syas.g_00192
OG0000625	Prbk.g_00602	Syas.g_00193
OG0000626	Prbk.g_00601	Syas.g_00194
OG0000627	Prbk.g_02376	Syas.g_00372
OG0000628	Prbk.g_02375	Syas.g_00373
OG0000629	Prbk.g_02372	Syas.g_00376
OG0000630	Prbk.g_02368	Syas.g_00397
OG0000631	Prbk.g_02362	Syas.g_00405
OG0000632	Prbk.g_02361	Syas.g_00406
OG0000633	Prbk.g_02360	Syas.g_00407
OG0000634	Prbk.g_02464	Syas.g_00600
OG0000635	Prbk.g_02465	Syas.g_00599
OG0000636	Prbk.g_02467	Syas.g_00597
OG0000637	Prbk.g_02469	Syas.g_00595
OG0000638	Prbk.g_02470	Syas.g_00594
OG0000639	Prbk.g_02471	Syas.g_00593
OG0000640	Prbk.g_02472	Syas.g_00592
OG0000641	Prbk.g_02476	Syas.g_00587
OG0000642	Prbk.g_02477	Syas.g_00586
OG0000643	Prbk.g_02478	Syas.g_00585
OG0000644	Prbk.g_02479	Syas.g_00584
OG0000645	Prbk.g_02480	Syas.g_00583
OG0000646	Prbk.g_02483	Syas.g_00580
OG0000647	Prbk.g_02486	Syas.g_00578
OG0000648	Prbk.g_02488	Syas.g_00576
OG0000649	Prbk.g_02489	Syas.g_00575
OG0000650	Prbk.g_02490	Syas.g_00574
OG0000651	Prbk.g_02491	Syas.g_00573
OG0000652	Prbk.g_02492	Syas.g_00572
OG0000653	Prbk.g_02494	Syas.g_00570
OG0000654	Prbk.g_02495	Syas.g_00569
OG0000655	Prbk.g_02496	Syas.g_00568
OG0000656	Prbk.g_02499	Syas.g_00565
OG0000657	Prbk.g_02532	Syas.g_00232
OG0000658	Prbk.g_02534	Syas.g_00235
OG0000659	Prbk.g_02535	Syas.g_00236
OG0000660	Prbk.g_02539	Syas.g_00240
OG0000661	Prbk.g_02541	Syas.g_00242
OG0000662	Prbk.g_02543	Syas.g_00281
OG0000663	Prbk.g_02546	Syas.g_00284
OG0000664	Prbk.g_02547	Syas.g_00287
OG0000665	Prbk.g_02560	Syas.g_00385
OG0000666	Prbk.g_02563	Syas.g_01362
OG0000667	Prbk.g_02570	Syas.g_00088
OG0000668	Prbk.g_00582	Syas.g_00221
OG0000669	Prbk.g_02580	Syas.g_00684
OG0000670	Prbk.g_01662	Syas.g_00681
OG0000671	Prbk.g_02391	Syas.g_00679
OG0000672	Prbk.g_02394	Syas.g_00676
OG0000673	Prbk.g_02397	Syas.g_00673
OG0000674	Prbk.g_02399	Syas.g_00671
OG0000675	Prbk.g_02400	Syas.g_00670
OG0000676	Prbk.g_02408	Syas.g_00668
OG0000677	Prbk.g_02410	Syas.g_00667
OG0000678	Prbk.g_02415	Syas.g_00660
OG0000679	Prbk.g_02435	Syas.g_00629
OG0000680	Prbk.g_02436	Syas.g_00628
OG0000681	Prbk.g_02438	Syas.g_00625
OG0000682	Prbk.g_02439	Syas.g_00624
OG0000683	Prbk.g_02440	Syas.g_00623
OG0000684	Prbk.g_02453	Syas.g_00621
OG0000685	Prbk.g_02451	Syas.g_00187
OG0000686	Prbk.g_02450	Syas.g_00619
OG0000687	Prbk.g_02449	Syas.g_00618
OG0000688	Prbk.g_02455	Syas.g_00612
OG0000689	Prbk.g_02456	Syas.g_00610
OG0000690	Prbk.g_02457	Syas.g_00609
OG0000691	Prbk.g_02458	Syas.g_00608
OG0000692	Prbk.g_02459	Syas.g_00606
OG0000693	Prbk.g_02460	Syas.g_00604
OG0000694	Prbk.g_02461	Syas.g_00603
OG0000695	Prbk.g_02358	Syas.g_00410
OG0000696	Prbk.g_02357	Syas.g_00411
OG0000697	Prbk.g_02355	Syas.g_00413
OG0000698	Prbk.g_02352	Syas.g_00417
OG0000699	Prbk.g_02350	Syas.g_00419
OG0000700	Prbk.g_02349	Syas.g_00420
OG0000701	Prbk.g_02348	Syas.g_00421
OG0000702	Prbk.g_02340	Syas.g_00437
OG0000703	Prbk.g_02339	Syas.g_00438
OG0000704	Prbk.g_02337	Syas.g_00446
OG0000705	Prbk.g_02331	Syas.g_00453
OG0000706	Prbk.g_02330	Syas.g_00454
OG0000707	Prbk.g_02329	Syas.g_00455
OG0000708	Prbk.g_02327	Syas.g_00458
OG0000709	Prbk.g_02320	Syas.g_00466
OG0000710	Prbk.g_02316	Syas.g_00497
OG0000711	Prbk.g_02293	Syas.g_00546
OG0000712	Prbk.g_02292	Syas.g_00548
OG0000713	Prbk.g_00562	Syas.g_00549
OG0000714	Prbk.g_00566	Syas.g_00551
OG0000715	Prbk.g_00568	Syas.g_00553
OG0000716	Prbk.g_00572	Syas.g_00556
OG0000717	Prbk.g_00573	Syas.g_00557
OG0000718	Prbk.g_00578	Syas.g_00561
OG0000719	Prbk.g_00580	Syas.g_00223
OG0000720	Prbk.g_00593	Syas.g_00209
OG0000721	Prbk.g_00594	Syas.g_00207
OG0000722	Prbk.g_00595	Syas.g_00206
OG0000723	Prbk.g_00599	Syas.g_00196
OG0000724	Prbk.g_00061	Syas.g_00999
OG0000725	Prbk.g_00054	Syas.g_01024
OG0000726	Prbk.g_00053	Syas.g_01025
OG0000727	Prbk.g_00052	Syas.g_01026
OG0000728	Prbk.g_00051	Syas.g_01028
OG0000729	Prbk.g_01531	Syas.g_02145
OG0000730	Prbk.g_00869	Syas.g_01544
OG0000731	Prbk.g_00879	Syas.g_01532
OG0000732	Prbk.g_01601	Syas.g_02086
OG0000733	Prbk.g_02202	Syas.g_00096
OG0000734	Prbk.g_00004	Syas.g_02414
OG0000735	Prbk.g_01037	Syas.g_01201
OG0000736	Prbk.g_01036	Syas.g_01200
OG0000737	Prbk.g_01035	Syas.g_01199
OG0000738	Prbk.g_01028	Syas.g_01193
OG0000739	Prbk.g_01026	Syas.g_01192
OG0000740	Prbk.g_01025	Syas.g_01191
OG0000741	Prbk.g_01022	Syas.g_01188
OG0000742	Prbk.g_01020	Syas.g_01185
OG0000743	Prbk.g_01018	Syas.g_01182
OG0000744	Prbk.g_01017	Syas.g_01181
OG0000745	Prbk.g_00141	Syas.g_01178
OG0000746	Prbk.g_00143	Syas.g_01176
OG0000747	Prbk.g_00144	Syas.g_01174
OG0000748	Prbk.g_00156	Syas.g_01146
OG0000749	Prbk.g_00157	Syas.g_01144
OG0000750	Prbk.g_00158	Syas.g_01143
OG0000751	Prbk.g_00105	Syas.g_01138
OG0000752	Prbk.g_00103	Syas.g_01136
OG0000753	Prbk.g_00100	Syas.g_01133
OG0000754	Prbk.g_01501	Syas.g_01128
OG0000755	Prbk.g_00139	Syas.g_01117
OG0000756	Prbk.g_00138	Syas.g_01116
OG0000757	Prbk.g_00131	Syas.g_01108
OG0000758	Prbk.g_00130	Syas.g_01107
OG0000759	Prbk.g_00129	Syas.g_01106
OG0000760	Prbk.g_00128	Syas.g_01105
OG0000761	Prbk.g_00127	Syas.g_01104
OG0000762	Prbk.g_01503	Syas.g_01102
OG0000763	Prbk.g_01505	Syas.g_01091
OG0000764	Prbk.g_01506	Syas.g_01090
OG0000765	Prbk.g_00178	Syas.g_01076
OG0000766	Prbk.g_00177	Syas.g_01075
OG0000767	Prbk.g_00175	Syas.g_01073
OG0000768	Prbk.g_00174	Syas.g_01072
OG0000769	Prbk.g_00098	Syas.g_01070
OG0000770	Prbk.g_00122	Syas.g_01067
OG0000771	Prbk.g_00066	Syas.g_00993
OG0000772	Prbk.g_02011	Syas.g_01461
OG0000773	Prbk.g_00162	Syas.g_00002
OG0000774	Prbk.g_01192	Syas.g_02862
OG0000775	Prbk.g_01190	Syas.g_02860
OG0000776	Prbk.g_01189	Syas.g_02859
OG0000777	Prbk.g_01188	Syas.g_02858
OG0000778	Prbk.g_01187	Syas.g_02857
OG0000779	Prbk.g_01182	Syas.g_02852
OG0000780	Prbk.g_01179	Syas.g_02847
OG0000781	Prbk.g_01175	Syas.g_02842
OG0000782	Prbk.g_01174	Syas.g_02841
OG0000783	Prbk.g_01173	Syas.g_02840
OG0000784	Prbk.g_01172	Syas.g_02839
OG0000785	Prbk.g_01170	Syas.g_02837
OG0000786	Prbk.g_01167	Syas.g_02833
OG0000787	Prbk.g_01166	Syas.g_02832
OG0000788	Prbk.g_00334	Syas.g_00782
OG0000789	Prbk.g_01691	Syas.g_01507
OG0000790	Prbk.g_02048	Syas.g_01266
OG0000791	Prbk.g_02046	Syas.g_01268
OG0000792	Prbk.g_02045	Syas.g_01269
OG0000793	Prbk.g_02041	Syas.g_01359
OG0000794	Prbk.g_02040	Syas.g_01361
OG0000795	Prbk.g_02039	Syas.g_01363
OG0000796	Prbk.g_02035	Syas.g_01368
OG0000797	Prbk.g_02034	Syas.g_01369
OG0000798	Prbk.g_00414	Syas.g_01750
OG0000799	Prbk.g_01929	Syas.g_02789
OG0000800	Prbk.g_01930	Syas.g_02790
OG0000801	Prbk.g_01931	Syas.g_02791
OG0000802	Prbk.g_01938	Syas.g_02797
OG0000803	Prbk.g_00244	Syas.g_02800
OG0000804	Prbk.g_00246	Syas.g_02803
OG0000805	Prbk.g_00248	Syas.g_02805
OG0000806	Prbk.g_00250	Syas.g_02807
OG0000807	Prbk.g_00252	Syas.g_02808
OG0000808	Prbk.g_00253	Syas.g_02809
OG0000809	Prbk.g_00257	Syas.g_02811
OG0000810	Prbk.g_00258	Syas.g_02813
OG0000811	Prbk.g_00270	Syas.g_02822
OG0000812	Prbk.g_00272	Syas.g_02824
OG0000813	Prbk.g_00273	Syas.g_02825
OG0000814	Prbk.g_00275	Syas.g_02827
OG0000815	Prbk.g_00276	Syas.g_02829
OG0000816	Prbk.g_00278	Syas.g_02831
OG0000817	Prbk.g_00279	Syas.g_02753
OG0000818	Prbk.g_01237	Syas.g_01282
OG0000819	Prbk.g_01236	Syas.g_01283
OG0000820	Prbk.g_01235	Syas.g_01284
OG0000821	Prbk.g_01228	Syas.g_01289
OG0000822	Prbk.g_01226	Syas.g_01291
OG0000823	Prbk.g_01225	Syas.g_01292
OG0000824	Prbk.g_01221	Syas.g_01297
OG0000825	Prbk.g_01220	Syas.g_01298
OG0000826	Prbk.g_01219	Syas.g_01299
OG0000827	Prbk.g_01218	Syas.g_01300
OG0000828	Prbk.g_01215	Syas.g_01303
OG0000829	Prbk.g_01214	Syas.g_01304
OG0000830	Prbk.g_01213	Syas.g_01305
OG0000831	Prbk.g_01211	Syas.g_01308
OG0000832	Prbk.g_02006	Syas.g_01476
OG0000833	Prbk.g_01998	Syas.g_02738
OG0000834	Prbk.g_01997	Syas.g_02737
OG0000835	Prbk.g_01996	Syas.g_02736
OG0000836	Prbk.g_01994	Syas.g_02732
OG0000837	Prbk.g_01993	Syas.g_02731
OG0000838	Prbk.g_01990	Syas.g_02727
OG0000839	Prbk.g_01989	Syas.g_02726
OG0000840	Prbk.g_01988	Syas.g_02725
OG0000841	Prbk.g_01987	Syas.g_02724
OG0000842	Prbk.g_01986	Syas.g_02723
OG0000843	Prbk.g_01985	Syas.g_02722
OG0000844	Prbk.g_01983	Syas.g_02720
OG0000845	Prbk.g_01982	Syas.g_02719
OG0000846	Prbk.g_01981	Syas.g_02718
OG0000847	Prbk.g_01980	Syas.g_02717
OG0000848	Prbk.g_01979	Syas.g_02715
OG0000849	Prbk.g_01978	Syas.g_02714
OG0000850	Prbk.g_01977	Syas.g_02711
OG0000851	Prbk.g_00937	Syas.g_02708
OG0000852	Prbk.g_00936	Syas.g_02707
OG0000853	Prbk.g_00932	Syas.g_02703
OG0000854	Prbk.g_00930	Syas.g_02701
OG0000855	Prbk.g_00929	Syas.g_02700
OG0000856	Prbk.g_02619	Syas.g_00103
OG0000857	Prbk.g_02485	Syas.g_00579
OG0000858	Prbk.g_00918	Syas.g_02693
OG0000859	Prbk.g_00917	Syas.g_02692
OG0000860	Prbk.g_00905	Syas.g_02679
OG0000861	Prbk.g_00904	Syas.g_02678
OG0000862	Prbk.g_00902	Syas.g_02677
OG0000863	Prbk.g_01451	Syas.g_02675
OG0000864	Prbk.g_01450	Syas.g_02674
OG0000865	Prbk.g_01449	Syas.g_02673
OG0000866	Prbk.g_01448	Syas.g_02672
OG0000867	Prbk.g_01447	Syas.g_02671
OG0000868	Prbk.g_01445	Syas.g_02667
OG0000869	Prbk.g_01442	Syas.g_02662
OG0000870	Prbk.g_01437	Syas.g_02657
OG0000871	Prbk.g_01436	Syas.g_02656
OG0000872	Prbk.g_01434	Syas.g_02650
OG0000873	Prbk.g_01431	Syas.g_02647
OG0000874	Prbk.g_01427	Syas.g_02645
OG0000875	Prbk.g_01426	Syas.g_02644
OG0000876	Prbk.g_01425	Syas.g_00280
OG0000877	Prbk.g_01422	Syas.g_02603
OG0000878	Prbk.g_01421	Syas.g_02602
OG0000879	Prbk.g_01420	Syas.g_02601
OG0000880	Prbk.g_01419	Syas.g_02600
OG0000881	Prbk.g_01414	Syas.g_02596
OG0000882	Prbk.g_01409	Syas.g_02591
OG0000883	Prbk.g_01407	Syas.g_02586
OG0000884	Prbk.g_01405	Syas.g_02584
OG0000885	Prbk.g_01404	Syas.g_02583
OG0000886	Prbk.g_01403	Syas.g_02582
OG0000887	Prbk.g_01402	Syas.g_02581
OG0000888	Prbk.g_01400	Syas.g_02579
OG0000889	Prbk.g_01398	Syas.g_02577
OG0000890	Prbk.g_01384	Syas.g_02574
OG0000891	Prbk.g_01383	Syas.g_02573
OG0000892	Prbk.g_01381	Syas.g_02571
OG0000893	Prbk.g_01901	Syas.g_01677
OG0000894	Prbk.g_01905	Syas.g_01667
OG0000895	Prbk.g_01910	Syas.g_01663
OG0000896	Prbk.g_01911	Syas.g_01662
OG0000897	Prbk.g_01913	Syas.g_01660
OG0000898	Prbk.g_01914	Syas.g_01659
OG0000899	Prbk.g_01915	Syas.g_01658
OG0000900	Prbk.g_01916	Syas.g_01657
OG0000901	Prbk.g_01920	Syas.g_01652
OG0000902	Prbk.g_01922	Syas.g_01651
OG0000903	Prbk.g_00990	Syas.g_01637
OG0000904	Prbk.g_00995	Syas.g_01642
OG0000905	Prbk.g_00997	Syas.g_01647
OG0000906	Prbk.g_01926	Syas.g_01649
OG0000907	Prbk.g_00988	Syas.g_01635
OG0000908	Prbk.g_00985	Syas.g_01632
OG0000909	Prbk.g_00984	Syas.g_01631
OG0000910	Prbk.g_00983	Syas.g_01630
OG0000911	Prbk.g_00981	Syas.g_01628
OG0000912	Prbk.g_00980	Syas.g_01627
OG0000913	Prbk.g_00979	Syas.g_01626
OG0000914	Prbk.g_00978	Syas.g_01625
OG0000915	Prbk.g_00977	Syas.g_01623
OG0000916	Prbk.g_00976	Syas.g_01622
OG0000917	Prbk.g_00975	Syas.g_01621
OG0000918	Prbk.g_00974	Syas.g_01620
OG0000919	Prbk.g_00973	Syas.g_01619
OG0000920	Prbk.g_00972	Syas.g_01618
OG0000921	Prbk.g_00971	Syas.g_01617
OG0000922	Prbk.g_00970	Syas.g_01616
OG0000923	Prbk.g_00966	Syas.g_01612
OG0000924	Prbk.g_00965	Syas.g_01611
OG0000925	Prbk.g_00964	Syas.g_01610
OG0000926	Prbk.g_00963	Syas.g_01609
OG0000927	Prbk.g_00961	Syas.g_01607
OG0000928	Prbk.g_00960	Syas.g_01606
OG0000929	Prbk.g_00959	Syas.g_01605
OG0000930	Prbk.g_00958	Syas.g_01604
OG0000931	Prbk.g_00957	Syas.g_01603
OG0000932	Prbk.g_00956	Syas.g_01602
OG0000933	Prbk.g_00951	Syas.g_01596
OG0000934	Prbk.g_00949	Syas.g_01594
OG0000935	Prbk.g_00948	Syas.g_01593
OG0000936	Prbk.g_00947	Syas.g_01592
OG0000937	Prbk.g_00946	Syas.g_01591
OG0000938	Prbk.g_00797	Syas.g_01588
OG0000939	Prbk.g_00798	Syas.g_01587
OG0000940	Prbk.g_00807	Syas.g_01580
OG0000941	Prbk.g_00809	Syas.g_01578
OG0000942	Prbk.g_00811	Syas.g_01576
OG0000943	Prbk.g_00812	Syas.g_01575
OG0000944	Prbk.g_00814	Syas.g_01573
OG0000945	Prbk.g_00816	Syas.g_01572
OG0000946	Prbk.g_00844	Syas.g_01565
OG0000947	Prbk.g_00847	Syas.g_01562
OG0000948	Prbk.g_00848	Syas.g_01561
OG0000949	Prbk.g_00851	Syas.g_02213
OG0000950	Prbk.g_00513	Syas.g_02197
OG0000951	Prbk.g_00518	Syas.g_02190
OG0000952	Prbk.g_00525	Syas.g_02186
OG0000953	Prbk.g_00529	Syas.g_02182
OG0000954	Prbk.g_00216	Syas.g_02174
OG0000955	Prbk.g_00217	Syas.g_02173
OG0000956	Prbk.g_00219	Syas.g_02171
OG0000957	Prbk.g_00235	Syas.g_02158
OG0000958	Prbk.g_00236	Syas.g_02157
OG0000959	Prbk.g_01482	Syas.g_02154
OG0000960	Prbk.g_01483	Syas.g_02153
OG0000961	Prbk.g_01494	Syas.g_02345
OG0000962	Prbk.g_01530	Syas.g_02146
OG0000963	Prbk.g_01535	Syas.g_02143
OG0000964	Prbk.g_01536	Syas.g_02142
OG0000965	Prbk.g_01537	Syas.g_02141
OG0000966	Prbk.g_01571	Syas.g_02112
OG0000967	Prbk.g_01577	Syas.g_02108
OG0000968	Prbk.g_01580	Syas.g_02106
OG0000969	Prbk.g_01582	Syas.g_02104
OG0000970	Prbk.g_01583	Syas.g_02103
OG0000971	Prbk.g_01585	Syas.g_02101
OG0000972	Prbk.g_01586	Syas.g_02100
OG0000973	Prbk.g_01587	Syas.g_02099
OG0000974	Prbk.g_01588	Syas.g_02098
OG0000975	Prbk.g_01589	Syas.g_02097
OG0000976	Prbk.g_01590	Syas.g_02096
OG0000977	Prbk.g_01592	Syas.g_02094
OG0000978	Prbk.g_01593	Syas.g_02093
OG0000979	Prbk.g_01596	Syas.g_02090
OG0000980	Prbk.g_01600	Syas.g_02087
OG0000981	Prbk.g_01603	Syas.g_02084
OG0000982	Prbk.g_02161	Syas.g_01882
OG0000983	Prbk.g_02162	Syas.g_01883
OG0000984	Prbk.g_02163	Syas.g_01884
OG0000985	Prbk.g_02167	Syas.g_01888
OG0000986	Prbk.g_02169	Syas.g_01891
OG0000987	Prbk.g_02171	Syas.g_01897
OG0000988	Prbk.g_02175	Syas.g_01902
OG0000989	Prbk.g_02185	Syas.g_01908
OG0000990	Prbk.g_02207	Syas.g_01937
OG0000991	Prbk.g_02210	Syas.g_01939
OG0000992	Prbk.g_02213	Syas.g_01943
OG0000993	Prbk.g_02214	Syas.g_01945
OG0000994	Prbk.g_02217	Syas.g_01948
OG0000995	Prbk.g_02226	Syas.g_01955
OG0000996	Prbk.g_02239	Syas.g_01977
OG0000997	Prbk.g_02248	Syas.g_01993
OG0000998	Prbk.g_02250	Syas.g_01995
OG0000999	Prbk.g_02251	Syas.g_01996
OG0001000	Prbk.g_02254	Syas.g_02000
OG0001001	Prbk.g_02258	Syas.g_02006
OG0001002	Prbk.g_02265	Syas.g_02014
OG0001003	Prbk.g_02267	Syas.g_02016
OG0001004	Prbk.g_02268	Syas.g_02017
OG0001005	Prbk.g_02270	Syas.g_02018
OG0001006	Prbk.g_02276	Syas.g_02032
OG0001007	Prbk.g_02278	Syas.g_02034
OG0001008	Prbk.g_00327	Syas.g_01496
OG0001009	Prbk.g_01622	Syas.g_02065
OG0001010	Prbk.g_01621	Syas.g_02066
OG0001011	Prbk.g_01619	Syas.g_02068
OG0001012	Prbk.g_02158	Syas.g_00152
OG0001013	Prbk.g_02133	Syas.g_01866
OG0001014	Prbk.g_02124	Syas.g_01857
OG0001015	Prbk.g_02123	Syas.g_01856
OG0001016	Prbk.g_01315	Syas.g_02517
OG0001017	Prbk.g_01309	Syas.g_02511
OG0001018	Prbk.g_01307	Syas.g_02509
OG0001019	Prbk.g_01294	Syas.g_02469
OG0001020	Prbk.g_00035	Syas.g_02443
OG0001021	Prbk.g_00031	Syas.g_02437
OG0001022	Prbk.g_00026	Syas.g_02434
OG0001023	Prbk.g_00025	Syas.g_02433
OG0001024	Prbk.g_00021	Syas.g_00135
OG0001025	Prbk.g_00014	Syas.g_02424
OG0001026	Prbk.g_00001	Syas.g_02412
OG0001027	Prbk.g_00190	Syas.g_02408
OG0001028	Prbk.g_00192	Syas.g_02405
OG0001029	Prbk.g_00194	Syas.g_02403
OG0001030	Prbk.g_00547	Syas.g_02384
OG0001031	Prbk.g_01275	Syas.g_02293
OG0001032	Prbk.g_01272	Syas.g_02290
OG0001033	Prbk.g_00633	Syas.g_02239
OG0001034	Prbk.g_01521	Syas.g_02556
OG0001035	Prbk.g_00372	Syas.g_01704
OG0001036	Prbk.g_00376	Syas.g_01709
OG0001037	Prbk.g_00378	Syas.g_01711
OG0001038	Prbk.g_00415	Syas.g_01751
OG0001039	Prbk.g_00418	Syas.g_01754
OG0001041	Prbk.g_00426	Syas.g_01761
OG0001042	Prbk.g_00451	Syas.g_01821
OG0001043	Prbk.g_00453	Syas.g_01817
OG0001044	Prbk.g_00870	Syas.g_01542
OG0001045	Prbk.g_00882	Syas.g_01529
OG0001046	Prbk.g_00924	Syas.g_00532
OG0001047	Prbk.g_00325	Syas.g_01494
OG0001048	Prbk.g_00324	Syas.g_01493
OG0001049	Prbk.g_00321	Syas.g_02742
OG0001050	Prbk.g_00320	Syas.g_02743
OG0001051	Prbk.g_00319	Syas.g_02744
OG0001052	Prbk.g_02109	Syas.g_01337
OG0001053	Prbk.g_02064	Syas.g_01250
OG0001054	Prbk.g_01861	Syas.g_01231
OG0001055	Prbk.g_01056	Syas.g_01210
OG0001056	Prbk.g_01085	Syas.g_00068
OG0001057	Prbk.g_01097	Syas.g_00763
OG0001058	Prbk.g_01893	Syas.g_00787
OG0001059	Prbk.g_01889	Syas.g_00791
OG0001060	Prbk.g_01882	Syas.g_00797
OG0001061	Prbk.g_01109	Syas.g_00816
OG0001062	Prbk.g_01111	Syas.g_00819
OG0001063	Prbk.g_01115	Syas.g_00830
OG0001064	Prbk.g_01116	Syas.g_00831
OG0001065	Prbk.g_01117	Syas.g_00832
OG0001066	Prbk.g_01118	Syas.g_00833
OG0001067	Prbk.g_01119	Syas.g_00834
OG0001068	Prbk.g_01120	Syas.g_00835
OG0001069	Prbk.g_01121	Syas.g_00836
OG0001070	Prbk.g_01125	Syas.g_00840
OG0001071	Prbk.g_01126	Syas.g_00841
OG0001072	Prbk.g_01129	Syas.g_00844
OG0001073	Prbk.g_01148	Syas.g_00855
OG0001074	Prbk.g_02602	Syas.g_00157
OG0001075	Prbk.g_02603	Syas.g_00163
OG0001076	Prbk.g_02611	Syas.g_00113
OG0001077	Prbk.g_02621	Syas.g_00101
OG0001078	Prbk.g_02632	Syas.g_00745
OG0001079	Prbk.g_02651	Syas.g_00729
OG0001080	Prbk.g_00738	Syas.g_00717
OG0001081	Prbk.g_00728	Syas.g_00715
OG0001082	Prbk.g_00727	Syas.g_00714
OG0001083	Prbk.g_00719	Syas.g_00707
OG0001084	Prbk.g_00718	Syas.g_00706
OG0001085	Prbk.g_00708	Syas.g_00693
OG0001086	Prbk.g_00706	Syas.g_00691
OG0001087	Prbk.g_01821	Syas.g_00071
OG0001088	Prbk.g_01817	Syas.g_01060
OG0001089	Prbk.g_01764	Syas.g_01039
OG0001090	Prbk.g_00617	Syas.g_00980
OG0001091	Prbk.g_00615	Syas.g_00979
OG0001092	Prbk.g_00614	Syas.g_00178
OG0001093	Prbk.g_00610	Syas.g_00184
OG0001095	Prbk.g_02481	Syas.g_00582
OG0001097	Prbk.g_02542	Syas.g_00243
OG0001098	Prbk.g_02379	Syas.g_00880
OG0001099	Prbk.g_00193	Syas.g_02404
OG0001100	Prbk.g_02389	Syas.g_00682
OG0001101	Prbk.g_02390	Syas.g_00680
OG0001102	Prbk.g_02393	Syas.g_00677
OG0001103	Prbk.g_02395	Syas.g_00675
OG0001104	Prbk.g_02452	Syas.g_00620
OG0001105	Prbk.g_02447	Syas.g_00617
OG0001106	Prbk.g_02336	Syas.g_00447
OG0001107	Prbk.g_02326	Syas.g_00459
OG0001108	Prbk.g_02319	Syas.g_00494
OG0001109	Prbk.g_02317	Syas.g_00496
OG0001110	Prbk.g_02315	Syas.g_00498
OG0001111	Prbk.g_02313	Syas.g_00500
OG0001112	Prbk.g_02311	Syas.g_00503
OG0001113	Prbk.g_02310	Syas.g_00504
OG0001114	Prbk.g_02309	Syas.g_00505
OG0001115	Prbk.g_02307	Syas.g_00527
OG0001116	Prbk.g_02306	Syas.g_00529
OG0001117	Prbk.g_02305	Syas.g_00530
OG0001118	Prbk.g_02304	Syas.g_00531
OG0001119	Prbk.g_02303	Syas.g_00533
OG0001120	Prbk.g_02301	Syas.g_00539
OG0001122	Prbk.g_00581	Syas.g_00222
OG0001123	Prbk.g_00588	Syas.g_00214
OG0001124	Prbk.g_00590	Syas.g_00212
OG0001125	Prbk.g_00592	Syas.g_00210
OG0001126	Prbk.g_00068	Syas.g_00991
OG0001127	Prbk.g_00067	Syas.g_00992
OG0001128	Prbk.g_00064	Syas.g_00995
OG0001129	Prbk.g_00063	Syas.g_00997
OG0001130	Prbk.g_00062	Syas.g_00998
OG0001131	Prbk.g_00627	Syas.g_01401
OG0001132	Prbk.g_02595	Syas.g_00525
OG0001133	Prbk.g_02613	Syas.g_00109
OG0001136	Prbk.g_01021	Syas.g_01187
OG0001138	Prbk.g_00137	Syas.g_01114
OG0001139	Prbk.g_00135	Syas.g_01112
OG0001140	Prbk.g_00134	Syas.g_01111
OG0001141	Prbk.g_00133	Syas.g_01110
OG0001142	Prbk.g_00132	Syas.g_01109
