Orthogroup	Prbk	Prau
OG0000565	Prbk.g_01881	Prau.g_00601
OG0000566	Prbk.g_01877	Prau.g_00603
OG0000567	Prbk.g_01873	Prau.g_00607
OG0000568	Prbk.g_01871	Prau.g_00608
OG0000569	Prbk.g_01104	Prau.g_00609
OG0000570	Prbk.g_01105	Prau.g_00610
OG0000571	Prbk.g_01108	Prau.g_00612
OG0000572	Prbk.g_01124	Prau.g_00625
OG0000573	Prbk.g_01131	Prau.g_00630
OG0000574	Prbk.g_01132	Prau.g_00631
OG0000575	Prbk.g_01141	Prau.g_00635
OG0000576	Prbk.g_01143	Prau.g_00637
OG0000577	Prbk.g_01144	Prau.g_00638
OG0000578	Prbk.g_01145	Prau.g_00639
OG0000579	Prbk.g_01146	Prau.g_00640
OG0000580	Prbk.g_01147	Prau.g_00641
OG0000581	Prbk.g_01151	Prau.g_00643
OG0000582	Prbk.g_01155	Prau.g_00646
OG0000583	Prbk.g_01156	Prau.g_00647
OG0000584	Prbk.g_01157	Prau.g_00648
OG0000585	Prbk.g_01159	Prau.g_00650
OG0000586	Prbk.g_01161	Prau.g_00651
OG0000587	Prbk.g_01163	Prau.g_00652
OG0000588	Prbk.g_02605	Prau.g_00656
OG0000589	Prbk.g_02608	Prau.g_00661
OG0000590	Prbk.g_02609	Prau.g_00662
OG0000591	Prbk.g_02616	Prau.g_00665
OG0000592	Prbk.g_02617	Prau.g_00666
OG0000593	Prbk.g_02627	Prau.g_00672
OG0000594	Prbk.g_02628	Prau.g_00673
OG0000595	Prbk.g_02629	Prau.g_00674
OG0000596	Prbk.g_02634	Prau.g_00678
OG0000597	Prbk.g_02637	Prau.g_00680
OG0000598	Prbk.g_02638	Prau.g_00681
OG0000599	Prbk.g_02648	Prau.g_00684
OG0000600	Prbk.g_02649	Prau.g_00685
OG0000601	Prbk.g_02650	Prau.g_00686
OG0000602	Prbk.g_02654	Prau.g_00688
OG0000603	Prbk.g_02655	Prau.g_00689
OG0000604	Prbk.g_02656	Prau.g_00690
OG0000605	Prbk.g_00740	Prau.g_00691
OG0000606	Prbk.g_00729	Prau.g_00694
OG0000607	Prbk.g_00726	Prau.g_00697
OG0000608	Prbk.g_00725	Prau.g_00698
OG0000609	Prbk.g_00723	Prau.g_00699
OG0000610	Prbk.g_00715	Prau.g_00704
OG0000611	Prbk.g_00712	Prau.g_00707
OG0000612	Prbk.g_00711	Prau.g_00708
OG0000613	Prbk.g_00478	Prau.g_00713
OG0000614	Prbk.g_01802	Prau.g_00732
OG0000615	Prbk.g_02429	Prau.g_00740
OG0000616	Prbk.g_02262	Prau.g_00744
OG0000617	Prbk.g_00613	Prau.g_00761
OG0000618	Prbk.g_00612	Prau.g_00762
OG0000619	Prbk.g_00611	Prau.g_00763
OG0000620	Prbk.g_00607	Prau.g_00766
OG0000621	Prbk.g_00606	Prau.g_00767
OG0000622	Prbk.g_00605	Prau.g_00768
OG0000623	Prbk.g_00604	Prau.g_00769
OG0000624	Prbk.g_00603	Prau.g_00770
OG0000625	Prbk.g_00602	Prau.g_00771
OG0000626	Prbk.g_00601	Prau.g_00772
OG0000627	Prbk.g_02376	Prau.g_00773
OG0000628	Prbk.g_02375	Prau.g_00774
OG0000629	Prbk.g_02372	Prau.g_00775
OG0000630	Prbk.g_02368	Prau.g_00778
OG0000631	Prbk.g_02362	Prau.g_00845
OG0000632	Prbk.g_02361	Prau.g_00846
OG0000633	Prbk.g_02360	Prau.g_00847
OG0000634	Prbk.g_02464	Prau.g_00850
OG0000635	Prbk.g_02465	Prau.g_00851
OG0000636	Prbk.g_02467	Prau.g_00853
OG0000637	Prbk.g_02469	Prau.g_00855
OG0000638	Prbk.g_02470	Prau.g_00856
OG0000639	Prbk.g_02471	Prau.g_00857
OG0000640	Prbk.g_02472	Prau.g_00858
OG0000641	Prbk.g_02476	Prau.g_00862
OG0000642	Prbk.g_02477	Prau.g_00863
OG0000643	Prbk.g_02478	Prau.g_00864
OG0000644	Prbk.g_02479	Prau.g_00865
OG0000645	Prbk.g_02480	Prau.g_00866
OG0000646	Prbk.g_02483	Prau.g_00868
OG0000647	Prbk.g_02486	Prau.g_00869
OG0000648	Prbk.g_02488	Prau.g_00871
OG0000649	Prbk.g_02489	Prau.g_00872
OG0000650	Prbk.g_02490	Prau.g_00873
OG0000651	Prbk.g_02491	Prau.g_00874
OG0000652	Prbk.g_02492	Prau.g_00875
OG0000653	Prbk.g_02494	Prau.g_00877
OG0000654	Prbk.g_02495	Prau.g_00878
OG0000655	Prbk.g_02496	Prau.g_00879
OG0000656	Prbk.g_02499	Prau.g_00882
OG0000657	Prbk.g_02532	Prau.g_00889
OG0000658	Prbk.g_02534	Prau.g_00890
OG0000659	Prbk.g_02535	Prau.g_00891
OG0000660	Prbk.g_02539	Prau.g_00895
OG0000661	Prbk.g_02541	Prau.g_00897
OG0000662	Prbk.g_02543	Prau.g_00899
OG0000663	Prbk.g_02546	Prau.g_00902
OG0000664	Prbk.g_02547	Prau.g_00903
OG0000665	Prbk.g_02560	Prau.g_00907
OG0000666	Prbk.g_02563	Prau.g_00908
OG0000667	Prbk.g_02570	Prau.g_00912
OG0000668	Prbk.g_00582	Prau.g_00942
OG0000669	Prbk.g_02580	Prau.g_00949
OG0000670	Prbk.g_01662	Prau.g_00951
OG0000671	Prbk.g_02391	Prau.g_00953
OG0000672	Prbk.g_02394	Prau.g_00955
OG0000673	Prbk.g_02397	Prau.g_00957
OG0000674	Prbk.g_02399	Prau.g_00959
OG0000675	Prbk.g_02400	Prau.g_00960
OG0000676	Prbk.g_02408	Prau.g_00962
OG0000677	Prbk.g_02410	Prau.g_00963
OG0000678	Prbk.g_02415	Prau.g_00965
OG0000679	Prbk.g_02435	Prau.g_00969
OG0000680	Prbk.g_02436	Prau.g_00970
OG0000681	Prbk.g_02438	Prau.g_00973
OG0000682	Prbk.g_02439	Prau.g_00974
OG0000683	Prbk.g_02440	Prau.g_00975
OG0000684	Prbk.g_02453	Prau.g_00977
OG0000685	Prbk.g_02451	Prau.g_00979
OG0000686	Prbk.g_02450	Prau.g_00980
OG0000687	Prbk.g_02449	Prau.g_00981
OG0000688	Prbk.g_02455	Prau.g_00984
OG0000689	Prbk.g_02456	Prau.g_00985
OG0000690	Prbk.g_02457	Prau.g_00986
OG0000691	Prbk.g_02458	Prau.g_00987
OG0000692	Prbk.g_02459	Prau.g_00989
OG0000693	Prbk.g_02460	Prau.g_00990
OG0000694	Prbk.g_02461	Prau.g_00991
OG0000695	Prbk.g_02358	Prau.g_00993
OG0000696	Prbk.g_02357	Prau.g_00994
OG0000697	Prbk.g_02355	Prau.g_00995
OG0000698	Prbk.g_02352	Prau.g_00998
OG0000699	Prbk.g_02350	Prau.g_00999
OG0000700	Prbk.g_02349	Prau.g_01000
OG0000701	Prbk.g_02348	Prau.g_01001
OG0000702	Prbk.g_02340	Prau.g_01003
OG0000703	Prbk.g_02339	Prau.g_01004
OG0000704	Prbk.g_02337	Prau.g_01005
OG0000705	Prbk.g_02331	Prau.g_01009
OG0000706	Prbk.g_02330	Prau.g_01010
OG0000707	Prbk.g_02329	Prau.g_01011
OG0000708	Prbk.g_02327	Prau.g_01012
OG0000709	Prbk.g_02320	Prau.g_01016
OG0000710	Prbk.g_02316	Prau.g_01019
OG0000711	Prbk.g_02293	Prau.g_01036
OG0000712	Prbk.g_02292	Prau.g_01038
OG0000713	Prbk.g_00562	Prau.g_01039
OG0000714	Prbk.g_00566	Prau.g_01040
OG0000715	Prbk.g_00568	Prau.g_01042
OG0000716	Prbk.g_00572	Prau.g_01044
OG0000717	Prbk.g_00573	Prau.g_01045
OG0000718	Prbk.g_00578	Prau.g_01058
OG0000719	Prbk.g_00580	Prau.g_01060
OG0000720	Prbk.g_00593	Prau.g_01069
OG0000721	Prbk.g_00594	Prau.g_01071
OG0000722	Prbk.g_00595	Prau.g_01072
OG0000723	Prbk.g_00599	Prau.g_01075
OG0000724	Prbk.g_00061	Prau.g_01084
OG0000725	Prbk.g_00054	Prau.g_01090
OG0000726	Prbk.g_00053	Prau.g_01091
OG0000727	Prbk.g_00052	Prau.g_01092
OG0000728	Prbk.g_00051	Prau.g_01094
OG0000729	Prbk.g_01531	Prau.g_01138
OG0000730	Prbk.g_00869	Prau.g_01142
OG0000731	Prbk.g_00879	Prau.g_01146
OG0000732	Prbk.g_01601	Prau.g_01155
OG0000733	Prbk.g_02202	Prau.g_01175
OG0000734	Prbk.g_00004	Prau.g_01192
OG0000735	Prbk.g_01037	Prau.g_01194
OG0000736	Prbk.g_01036	Prau.g_01195
OG0000737	Prbk.g_01035	Prau.g_01196
OG0000738	Prbk.g_01028	Prau.g_01200
OG0000739	Prbk.g_01026	Prau.g_01201
OG0000740	Prbk.g_01025	Prau.g_01202
OG0000741	Prbk.g_01022	Prau.g_01203
OG0000742	Prbk.g_01020	Prau.g_01205
OG0000743	Prbk.g_01018	Prau.g_01207
OG0000744	Prbk.g_01017	Prau.g_01208
OG0000745	Prbk.g_00141	Prau.g_01209
OG0000746	Prbk.g_00143	Prau.g_01211
OG0000747	Prbk.g_00144	Prau.g_01212
OG0000748	Prbk.g_00156	Prau.g_01215
OG0000749	Prbk.g_00157	Prau.g_01216
OG0000750	Prbk.g_00158	Prau.g_01217
OG0000751	Prbk.g_00105	Prau.g_01219
OG0000752	Prbk.g_00103	Prau.g_01221
OG0000753	Prbk.g_00100	Prau.g_01224
OG0000754	Prbk.g_01501	Prau.g_01227
OG0000755	Prbk.g_00139	Prau.g_01230
OG0000756	Prbk.g_00138	Prau.g_01231
OG0000757	Prbk.g_00131	Prau.g_01237
OG0000758	Prbk.g_00130	Prau.g_01238
OG0000759	Prbk.g_00129	Prau.g_01239
OG0000760	Prbk.g_00128	Prau.g_01240
OG0000761	Prbk.g_00127	Prau.g_01241
OG0000762	Prbk.g_01503	Prau.g_01242
OG0000763	Prbk.g_01505	Prau.g_01244
OG0000764	Prbk.g_01506	Prau.g_01245
OG0000765	Prbk.g_00178	Prau.g_01254
OG0000766	Prbk.g_00177	Prau.g_01255
OG0000767	Prbk.g_00175	Prau.g_01257
OG0000768	Prbk.g_00174	Prau.g_01258
OG0000769	Prbk.g_00098	Prau.g_01260
OG0000770	Prbk.g_00122	Prau.g_01262
OG0000771	Prbk.g_00066	Prau.g_01271, Prau.g_01496
OG0000772	Prbk.g_02011	Prau.g_01346
OG0000773	Prbk.g_00162	Prau.g_01361
OG0000774	Prbk.g_01192	Prau.g_01363
OG0000775	Prbk.g_01190	Prau.g_01366
OG0000776	Prbk.g_01189	Prau.g_01367
OG0000777	Prbk.g_01188	Prau.g_01368
OG0000778	Prbk.g_01187	Prau.g_01369
OG0000779	Prbk.g_01182	Prau.g_01373
OG0000780	Prbk.g_01179	Prau.g_01374
OG0000781	Prbk.g_01175	Prau.g_01377
OG0000782	Prbk.g_01174	Prau.g_01378
OG0000783	Prbk.g_01173	Prau.g_01379
OG0000784	Prbk.g_01172	Prau.g_01380
OG0000785	Prbk.g_01170	Prau.g_01382
OG0000786	Prbk.g_01167	Prau.g_01384
OG0000787	Prbk.g_01166	Prau.g_01385
OG0000788	Prbk.g_00334	Prau.g_01396
OG0000789	Prbk.g_01691	Prau.g_01399
OG0000790	Prbk.g_02048	Prau.g_01414
OG0000791	Prbk.g_02046	Prau.g_01416
OG0000792	Prbk.g_02045	Prau.g_01417
OG0000793	Prbk.g_02041	Prau.g_01420
OG0000794	Prbk.g_02040	Prau.g_01421
OG0000795	Prbk.g_02039	Prau.g_01422
OG0000796	Prbk.g_02035	Prau.g_01426
OG0000797	Prbk.g_02034	Prau.g_01427
OG0000799	Prbk.g_01929	Prau.g_01510
OG0000800	Prbk.g_01930	Prau.g_01511
OG0000801	Prbk.g_01931	Prau.g_01512
OG0000802	Prbk.g_01938	Prau.g_01514
OG0000803	Prbk.g_00244	Prau.g_01516
OG0000804	Prbk.g_00246	Prau.g_01517
OG0000805	Prbk.g_00248	Prau.g_01519
OG0000806	Prbk.g_00250	Prau.g_01521
OG0000807	Prbk.g_00252	Prau.g_01522
OG0000808	Prbk.g_00253	Prau.g_01523
OG0000809	Prbk.g_00257	Prau.g_01526
OG0000810	Prbk.g_00258	Prau.g_01527
OG0000811	Prbk.g_00270	Prau.g_01534
OG0000812	Prbk.g_00272	Prau.g_01536
OG0000813	Prbk.g_00273	Prau.g_01537
OG0000814	Prbk.g_00275	Prau.g_01539
OG0000815	Prbk.g_00276	Prau.g_01540
OG0000816	Prbk.g_00278	Prau.g_01542
OG0000817	Prbk.g_00279	Prau.g_01543
OG0000818	Prbk.g_01237	Prau.g_01548
OG0000819	Prbk.g_01236	Prau.g_01549
OG0000820	Prbk.g_01235	Prau.g_01550
OG0000821	Prbk.g_01228	Prau.g_01554
OG0000822	Prbk.g_01226	Prau.g_01555
OG0000823	Prbk.g_01225	Prau.g_01556
OG0000824	Prbk.g_01221	Prau.g_01559
OG0000825	Prbk.g_01220	Prau.g_01560
OG0000826	Prbk.g_01219	Prau.g_01561
OG0000827	Prbk.g_01218	Prau.g_01562
OG0000828	Prbk.g_01215	Prau.g_01565
OG0000829	Prbk.g_01214	Prau.g_01566
OG0000830	Prbk.g_01213	Prau.g_01567
OG0000831	Prbk.g_01211	Prau.g_01569
OG0000832	Prbk.g_02006	Prau.g_01575
OG0000833	Prbk.g_01998	Prau.g_01583
OG0000834	Prbk.g_01997	Prau.g_01584
OG0000835	Prbk.g_01996	Prau.g_01585
OG0000836	Prbk.g_01994	Prau.g_01586
OG0000837	Prbk.g_01993	Prau.g_01587
OG0000838	Prbk.g_01990	Prau.g_01589
OG0000839	Prbk.g_01989	Prau.g_01590
OG0000840	Prbk.g_01988	Prau.g_01591
OG0000841	Prbk.g_01987	Prau.g_01592
OG0000842	Prbk.g_01986	Prau.g_01593
OG0000843	Prbk.g_01985	Prau.g_01594
OG0000844	Prbk.g_01983	Prau.g_01595
OG0000845	Prbk.g_01982	Prau.g_01596
OG0000846	Prbk.g_01981	Prau.g_01597
OG0000847	Prbk.g_01980	Prau.g_01598
OG0000848	Prbk.g_01979	Prau.g_01599
OG0000849	Prbk.g_01978	Prau.g_01600
OG0000850	Prbk.g_01977	Prau.g_01602
OG0000851	Prbk.g_00937	Prau.g_01603
OG0000852	Prbk.g_00936	Prau.g_01604
OG0000853	Prbk.g_00932	Prau.g_01608
OG0000854	Prbk.g_00930	Prau.g_01610
OG0000855	Prbk.g_00929	Prau.g_01611
OG0000856	Prbk.g_02619	Prau.g_01626
OG0000857	Prbk.g_02485	Prau.g_01652
OG0000858	Prbk.g_00918	Prau.g_01726
OG0000859	Prbk.g_00917	Prau.g_01727
OG0000860	Prbk.g_00905	Prau.g_01734
OG0000861	Prbk.g_00904	Prau.g_01735
OG0000862	Prbk.g_00902	Prau.g_01736
OG0000863	Prbk.g_01451	Prau.g_01738
OG0000864	Prbk.g_01450	Prau.g_01739
OG0000865	Prbk.g_01449	Prau.g_01740
OG0000866	Prbk.g_01448	Prau.g_01741
OG0000867	Prbk.g_01447	Prau.g_01742
OG0000868	Prbk.g_01445	Prau.g_01743
OG0000869	Prbk.g_01442	Prau.g_01747
OG0000870	Prbk.g_01437	Prau.g_01752
OG0000871	Prbk.g_01436	Prau.g_01753
OG0000872	Prbk.g_01434	Prau.g_01754
OG0000873	Prbk.g_01431	Prau.g_01757
OG0000874	Prbk.g_01427	Prau.g_01760
OG0000875	Prbk.g_01426	Prau.g_01761
OG0000876	Prbk.g_01425	Prau.g_01762
OG0000877	Prbk.g_01422	Prau.g_01764
OG0000878	Prbk.g_01421	Prau.g_01765
OG0000879	Prbk.g_01420	Prau.g_01766
OG0000880	Prbk.g_01419	Prau.g_01767
OG0000881	Prbk.g_01414	Prau.g_01771
OG0000882	Prbk.g_01409	Prau.g_01776
OG0000883	Prbk.g_01407	Prau.g_01777
OG0000884	Prbk.g_01405	Prau.g_01779
OG0000885	Prbk.g_01404	Prau.g_01780
OG0000886	Prbk.g_01403	Prau.g_01781
OG0000887	Prbk.g_01402	Prau.g_01782
OG0000888	Prbk.g_01400	Prau.g_01784
OG0000889	Prbk.g_01398	Prau.g_01786
OG0000890	Prbk.g_01384	Prau.g_01787
OG0000891	Prbk.g_01383	Prau.g_01788
OG0000892	Prbk.g_01381	Prau.g_01790
OG0000893	Prbk.g_01901	Prau.g_01794
OG0000894	Prbk.g_01905	Prau.g_01796
OG0000895	Prbk.g_01910	Prau.g_01799
OG0000896	Prbk.g_01911	Prau.g_01800
OG0000897	Prbk.g_01913	Prau.g_01802
OG0000898	Prbk.g_01914	Prau.g_01803
OG0000899	Prbk.g_01915	Prau.g_01804
OG0000900	Prbk.g_01916	Prau.g_01805
OG0000901	Prbk.g_01920	Prau.g_01808
OG0000902	Prbk.g_01922	Prau.g_01810
OG0000903	Prbk.g_00990	Prau.g_01813
OG0000904	Prbk.g_00995	Prau.g_01815
OG0000905	Prbk.g_00997	Prau.g_01820
OG0000906	Prbk.g_01926	Prau.g_01821
OG0000907	Prbk.g_00988	Prau.g_01827
OG0000908	Prbk.g_00985	Prau.g_01830
OG0000909	Prbk.g_00984	Prau.g_01831
OG0000910	Prbk.g_00983	Prau.g_01832
OG0000911	Prbk.g_00981	Prau.g_01834
OG0000912	Prbk.g_00980	Prau.g_01835
OG0000913	Prbk.g_00979	Prau.g_01836
OG0000914	Prbk.g_00978	Prau.g_01837
OG0000915	Prbk.g_00977	Prau.g_01838
OG0000916	Prbk.g_00976	Prau.g_01839
OG0000917	Prbk.g_00975	Prau.g_01840
OG0000918	Prbk.g_00974	Prau.g_01841
OG0000919	Prbk.g_00973	Prau.g_01842
OG0000920	Prbk.g_00972	Prau.g_01843
OG0000921	Prbk.g_00971	Prau.g_01844
OG0000922	Prbk.g_00970	Prau.g_01845
OG0000923	Prbk.g_00966	Prau.g_01849
OG0000924	Prbk.g_00965	Prau.g_01850
OG0000925	Prbk.g_00964	Prau.g_01851
OG0000926	Prbk.g_00963	Prau.g_01852
OG0000927	Prbk.g_00961	Prau.g_01854
OG0000928	Prbk.g_00960	Prau.g_01855
OG0000929	Prbk.g_00959	Prau.g_01856
OG0000930	Prbk.g_00958	Prau.g_01857
OG0000931	Prbk.g_00957	Prau.g_01858
OG0000932	Prbk.g_00956	Prau.g_01859
OG0000933	Prbk.g_00951	Prau.g_01863
OG0000934	Prbk.g_00949	Prau.g_01865
OG0000935	Prbk.g_00948	Prau.g_01866
OG0000936	Prbk.g_00947	Prau.g_01867
OG0000937	Prbk.g_00946	Prau.g_01868
OG0000938	Prbk.g_00797	Prau.g_01870
OG0000939	Prbk.g_00798	Prau.g_01871
OG0000940	Prbk.g_00807	Prau.g_01878
OG0000941	Prbk.g_00809	Prau.g_01880
OG0000942	Prbk.g_00811	Prau.g_01882
OG0000943	Prbk.g_00812	Prau.g_01883
OG0000944	Prbk.g_00814	Prau.g_01884
OG0000945	Prbk.g_00816	Prau.g_01885
OG0000946	Prbk.g_00844	Prau.g_01889
OG0000947	Prbk.g_00847	Prau.g_01891
OG0000948	Prbk.g_00848	Prau.g_01892
OG0000949	Prbk.g_00851	Prau.g_01895
OG0000950	Prbk.g_00513	Prau.g_01900
OG0000951	Prbk.g_00518	Prau.g_01904
OG0000952	Prbk.g_00525	Prau.g_01908
OG0000953	Prbk.g_00529	Prau.g_01911
OG0000954	Prbk.g_00216	Prau.g_01915
OG0000955	Prbk.g_00217	Prau.g_01916
OG0000956	Prbk.g_00219	Prau.g_01918
OG0000957	Prbk.g_00235	Prau.g_01923
OG0000958	Prbk.g_00236	Prau.g_01924
OG0000959	Prbk.g_01482	Prau.g_01928
OG0000960	Prbk.g_01483	Prau.g_01929
OG0000961	Prbk.g_01494	Prau.g_01931
OG0000962	Prbk.g_01530	Prau.g_01933
OG0000963	Prbk.g_01535	Prau.g_01937
OG0000964	Prbk.g_01536	Prau.g_01938
OG0000965	Prbk.g_01537	Prau.g_01939
OG0000966	Prbk.g_01571	Prau.g_01946
OG0000967	Prbk.g_01577	Prau.g_01951
OG0000968	Prbk.g_01580	Prau.g_01953
OG0000969	Prbk.g_01582	Prau.g_01954
OG0000970	Prbk.g_01583	Prau.g_01955
OG0000971	Prbk.g_01585	Prau.g_01956
OG0000972	Prbk.g_01586	Prau.g_01957
OG0000973	Prbk.g_01587	Prau.g_01958
OG0000974	Prbk.g_01588	Prau.g_01959
OG0000975	Prbk.g_01589	Prau.g_01960
OG0000976	Prbk.g_01590	Prau.g_01961
OG0000977	Prbk.g_01592	Prau.g_01962
OG0000978	Prbk.g_01593	Prau.g_01963
OG0000979	Prbk.g_01596	Prau.g_01966
OG0000980	Prbk.g_01600	Prau.g_01968
OG0000981	Prbk.g_01603	Prau.g_01970
OG0000982	Prbk.g_02161	Prau.g_01972
OG0000983	Prbk.g_02162	Prau.g_01973
OG0000984	Prbk.g_02163	Prau.g_01974
OG0000985	Prbk.g_02167	Prau.g_01977
OG0000986	Prbk.g_02169	Prau.g_01979
OG0000987	Prbk.g_02171	Prau.g_01980
OG0000988	Prbk.g_02175	Prau.g_01983
OG0000989	Prbk.g_02185	Prau.g_01986
OG0000990	Prbk.g_02207	Prau.g_01989
OG0000991	Prbk.g_02210	Prau.g_01990
OG0000992	Prbk.g_02213	Prau.g_01992
OG0000993	Prbk.g_02214	Prau.g_01993
OG0000994	Prbk.g_02217	Prau.g_01994
OG0000995	Prbk.g_02226	Prau.g_01998
OG0000996	Prbk.g_02239	Prau.g_01999
OG0000997	Prbk.g_02248	Prau.g_02000
OG0000998	Prbk.g_02250	Prau.g_02002
OG0000999	Prbk.g_02251	Prau.g_02003
OG0001000	Prbk.g_02254	Prau.g_02006
OG0001001	Prbk.g_02258	Prau.g_02008
OG0001002	Prbk.g_02265	Prau.g_02012
OG0001003	Prbk.g_02267	Prau.g_02014
OG0001004	Prbk.g_02268	Prau.g_02015
OG0001005	Prbk.g_02270	Prau.g_02016
OG0001006	Prbk.g_02276	Prau.g_02020
OG0001007	Prbk.g_02278	Prau.g_02022
OG0001008	Prbk.g_00327	Prau.g_00478
OG0001009	Prbk.g_01622	Prau.g_00027
OG0001010	Prbk.g_01621	Prau.g_00028
OG0001011	Prbk.g_01619	Prau.g_00029
OG0001012	Prbk.g_02158	Prau.g_00050
OG0001013	Prbk.g_02133	Prau.g_00056
OG0001014	Prbk.g_02124	Prau.g_00059
OG0001015	Prbk.g_02123	Prau.g_00060
OG0001016	Prbk.g_01315	Prau.g_00074
OG0001017	Prbk.g_01309	Prau.g_00078
OG0001018	Prbk.g_01307	Prau.g_00081
OG0001019	Prbk.g_01294	Prau.g_00090
OG0001020	Prbk.g_00035	Prau.g_00091
OG0001021	Prbk.g_00031	Prau.g_00092
OG0001022	Prbk.g_00026	Prau.g_00095
OG0001023	Prbk.g_00025	Prau.g_00096
OG0001024	Prbk.g_00021	Prau.g_00099
OG0001025	Prbk.g_00014	Prau.g_00105
OG0001026	Prbk.g_00001	Prau.g_00112
OG0001027	Prbk.g_00190	Prau.g_00113
OG0001028	Prbk.g_00192	Prau.g_00115
OG0001029	Prbk.g_00194	Prau.g_00116
OG0001030	Prbk.g_00547	Prau.g_00131
OG0001031	Prbk.g_01275	Prau.g_00187
OG0001032	Prbk.g_01272	Prau.g_00188
OG0001033	Prbk.g_00633	Prau.g_00209
OG0001034	Prbk.g_01521	Prau.g_00237
OG0001035	Prbk.g_00372	Prau.g_00256
OG0001036	Prbk.g_00376	Prau.g_00261
OG0001037	Prbk.g_00378	Prau.g_00262
OG0001038	Prbk.g_00415	Prau.g_00280
OG0001039	Prbk.g_00418	Prau.g_00283
OG0001040	Prbk.g_00421	Prau.g_00285
OG0001041	Prbk.g_00426	Prau.g_00289
OG0001042	Prbk.g_00451	Prau.g_00306
OG0001043	Prbk.g_00453	Prau.g_00307
OG0001044	Prbk.g_00870	Prau.g_00335
OG0001045	Prbk.g_00882	Prau.g_00344
OG0001046	Prbk.g_00924	Prau.g_00382
OG0001047	Prbk.g_00325	Prau.g_00480
OG0001048	Prbk.g_00324	Prau.g_00481
OG0001049	Prbk.g_00321	Prau.g_00483
OG0001050	Prbk.g_00320	Prau.g_00484
OG0001051	Prbk.g_00319	Prau.g_00485
OG0001052	Prbk.g_02109	Prau.g_00512
OG0001053	Prbk.g_02064	Prau.g_00524
OG0001054	Prbk.g_01861	Prau.g_00539
OG0001055	Prbk.g_01056	Prau.g_00558
OG0001056	Prbk.g_01085	Prau.g_00576
OG0001057	Prbk.g_01097	Prau.g_00581
OG0001058	Prbk.g_01893	Prau.g_00589
OG0001059	Prbk.g_01889	Prau.g_00593
OG0001060	Prbk.g_01882	Prau.g_00600
OG0001061	Prbk.g_01109	Prau.g_00613
OG0001062	Prbk.g_01111	Prau.g_00615
OG0001063	Prbk.g_01115	Prau.g_00617
OG0001064	Prbk.g_01116	Prau.g_00618
OG0001065	Prbk.g_01117	Prau.g_00619
OG0001066	Prbk.g_01118	Prau.g_00620
OG0001067	Prbk.g_01119	Prau.g_00621
OG0001068	Prbk.g_01120	Prau.g_00622
OG0001069	Prbk.g_01121	Prau.g_00623
OG0001070	Prbk.g_01125	Prau.g_00626
OG0001071	Prbk.g_01126	Prau.g_00627
OG0001072	Prbk.g_01129	Prau.g_00628
OG0001073	Prbk.g_01148	Prau.g_00642
OG0001074	Prbk.g_02602	Prau.g_00653
OG0001075	Prbk.g_02603	Prau.g_00654
OG0001076	Prbk.g_02611	Prau.g_00664
OG0001077	Prbk.g_02621	Prau.g_00668
OG0001078	Prbk.g_02632	Prau.g_00676
OG0001079	Prbk.g_02651	Prau.g_00687
OG0001080	Prbk.g_00738	Prau.g_00693
OG0001081	Prbk.g_00728	Prau.g_00695
OG0001082	Prbk.g_00727	Prau.g_00696
OG0001083	Prbk.g_00719	Prau.g_00701
OG0001084	Prbk.g_00718	Prau.g_00702
OG0001085	Prbk.g_00708	Prau.g_00710
OG0001086	Prbk.g_00706	Prau.g_00711
OG0001087	Prbk.g_01821	Prau.g_00728
OG0001088	Prbk.g_01817	Prau.g_00729
OG0001089	Prbk.g_01764	Prau.g_00737
OG0001090	Prbk.g_00617	Prau.g_00756
OG0001091	Prbk.g_00615	Prau.g_00758
OG0001092	Prbk.g_00614	Prau.g_00759
OG0001093	Prbk.g_00610	Prau.g_00764
OG0001094	Prbk.g_02462	Prau.g_00848
OG0001095	Prbk.g_02481	Prau.g_00867
OG0001096	Prbk.g_02497	Prau.g_00880
OG0001097	Prbk.g_02542	Prau.g_00898
OG0001098	Prbk.g_02379	Prau.g_00914
OG0001099	Prbk.g_00193	Prau.g_00946
OG0001100	Prbk.g_02389	Prau.g_00950
OG0001101	Prbk.g_02390	Prau.g_00952
OG0001102	Prbk.g_02393	Prau.g_00954
OG0001104	Prbk.g_02452	Prau.g_00978
OG0001105	Prbk.g_02447	Prau.g_00982
OG0001106	Prbk.g_02336	Prau.g_01006
OG0001107	Prbk.g_02326	Prau.g_01013
OG0001108	Prbk.g_02319	Prau.g_01017
OG0001109	Prbk.g_02317	Prau.g_01018
OG0001110	Prbk.g_02315	Prau.g_01020
OG0001111	Prbk.g_02313	Prau.g_01021
OG0001112	Prbk.g_02311	Prau.g_01022
OG0001113	Prbk.g_02310	Prau.g_01023
OG0001114	Prbk.g_02309	Prau.g_01024
OG0001115	Prbk.g_02307	Prau.g_01026
OG0001116	Prbk.g_02306	Prau.g_01027
OG0001117	Prbk.g_02305	Prau.g_01028
OG0001118	Prbk.g_02304	Prau.g_01029
OG0001119	Prbk.g_02303	Prau.g_01030
OG0001120	Prbk.g_02301	Prau.g_01032
OG0001122	Prbk.g_00581	Prau.g_01061
OG0001123	Prbk.g_00588	Prau.g_01065
OG0001124	Prbk.g_00590	Prau.g_01067
OG0001125	Prbk.g_00592	Prau.g_01068
OG0001126	Prbk.g_00068	Prau.g_01078
