Orthogroup	Pral	Prab
OG0000585	Pral.g_01467	Prab.g_00670
OG0000586	Pral.g_01469	Prab.g_00672
OG0000587	Pral.g_01470	Prab.g_00673
OG0000588	Pral.g_01772	Prab.g_00675
OG0000589	Pral.g_01771	Prab.g_00676
OG0000590	Pral.g_01769	Prab.g_00678
OG0000591	Pral.g_01763	Prab.g_00684
OG0000592	Pral.g_01762	Prab.g_00685
OG0000593	Pral.g_01761	Prab.g_00686
OG0000594	Pral.g_01758	Prab.g_00688
OG0000595	Pral.g_01757	Prab.g_00689
OG0000596	Pral.g_01756	Prab.g_00690
OG0000597	Pral.g_01754	Prab.g_00692
OG0000598	Pral.g_01753	Prab.g_00693
OG0000599	Pral.g_01752	Prab.g_00694
OG0000600	Pral.g_01751	Prab.g_00695
OG0000601	Pral.g_01748	Prab.g_00697
OG0000602	Pral.g_01747	Prab.g_00698
OG0000603	Pral.g_01746	Prab.g_00699
OG0000604	Pral.g_01743	Prab.g_00700
OG0000605	Pral.g_01742	Prab.g_00701
OG0000606	Pral.g_01741	Prab.g_00702
OG0000607	Pral.g_01739	Prab.g_00704
OG0000608	Pral.g_01737	Prab.g_00705
OG0000609	Pral.g_00399	Prab.g_00711
OG0000610	Pral.g_01691	Prab.g_00712
OG0000611	Pral.g_01728	Prab.g_00724
OG0000612	Pral.g_01727	Prab.g_00725
OG0000613	Pral.g_01726	Prab.g_00726
OG0000614	Pral.g_01725	Prab.g_00727
OG0000615	Pral.g_01723	Prab.g_00729
OG0000616	Pral.g_01722	Prab.g_00730
OG0000617	Pral.g_01721	Prab.g_00731
OG0000618	Pral.g_01720	Prab.g_00732
OG0000619	Pral.g_01719	Prab.g_00733
OG0000620	Pral.g_01718	Prab.g_00734
OG0000621	Pral.g_01717	Prab.g_00735
OG0000622	Pral.g_01716	Prab.g_00736
OG0000623	Pral.g_01715	Prab.g_00737
OG0000624	Pral.g_01713	Prab.g_00738
OG0000625	Pral.g_01712	Prab.g_00739
OG0000626	Pral.g_01711	Prab.g_00740
OG0000627	Pral.g_01709	Prab.g_00741
OG0000628	Pral.g_01708	Prab.g_00742
OG0000629	Pral.g_01707	Prab.g_00743
OG0000630	Pral.g_01706	Prab.g_00744
OG0000631	Pral.g_01704	Prab.g_00746
OG0000632	Pral.g_01895	Prab.g_00763
OG0000633	Pral.g_00023	Prab.g_00768
OG0000634	Pral.g_01037	Prab.g_00783
OG0000635	Pral.g_01635	Prab.g_00804
OG0000636	Pral.g_01636	Prab.g_00805
OG0000637	Pral.g_01637	Prab.g_00806
OG0000638	Pral.g_00701	Prab.g_00818
OG0000639	Pral.g_01663	Prab.g_00827
OG0000640	Pral.g_01660	Prab.g_00829
OG0000641	Pral.g_01658	Prab.g_00831
OG0000642	Pral.g_01657	Prab.g_00832
OG0000643	Pral.g_01656	Prab.g_00833
OG0000644	Pral.g_01482	Prab.g_00834
OG0000645	Pral.g_01483	Prab.g_00835
OG0000646	Pral.g_01484	Prab.g_00836
OG0000647	Pral.g_01485	Prab.g_00837
OG0000648	Pral.g_01487	Prab.g_00839
OG0000649	Pral.g_01488	Prab.g_00840
OG0000650	Pral.g_01489	Prab.g_00841
OG0000651	Pral.g_01490	Prab.g_00842
OG0000652	Pral.g_01491	Prab.g_00843
OG0000653	Pral.g_01492	Prab.g_00844
OG0000654	Pral.g_01494	Prab.g_00846
OG0000655	Pral.g_01496	Prab.g_00848
OG0000656	Pral.g_01497	Prab.g_00849
OG0000657	Pral.g_01498	Prab.g_00850
OG0000658	Pral.g_01499	Prab.g_00851
OG0000659	Pral.g_01500	Prab.g_00852
OG0000660	Pral.g_01501	Prab.g_00853
OG0000661	Pral.g_01502	Prab.g_00854
OG0000662	Pral.g_01504	Prab.g_00855
OG0000663	Pral.g_01505	Prab.g_00856
OG0000664	Pral.g_01506	Prab.g_00857
OG0000665	Pral.g_01507	Prab.g_00858
OG0000666	Pral.g_01508	Prab.g_00859
OG0000667	Pral.g_01509	Prab.g_00860
OG0000668	Pral.g_01510	Prab.g_00861
OG0000669	Pral.g_01512	Prab.g_00863
OG0000670	Pral.g_01513	Prab.g_00864
OG0000671	Pral.g_01514	Prab.g_00865
OG0000672	Pral.g_01515	Prab.g_00866
OG0000673	Pral.g_01516	Prab.g_00867
OG0000674	Pral.g_01517	Prab.g_00868
OG0000675	Pral.g_01518	Prab.g_00870
OG0000676	Pral.g_01519	Prab.g_00871
OG0000677	Pral.g_01522	Prab.g_00873
OG0000678	Pral.g_01524	Prab.g_00875
OG0000679	Pral.g_01525	Prab.g_00876
OG0000680	Pral.g_01526	Prab.g_00877
OG0000681	Pral.g_01527	Prab.g_00878
OG0000682	Pral.g_01528	Prab.g_00879
OG0000683	Pral.g_01530	Prab.g_00881
OG0000684	Pral.g_01531	Prab.g_00882
OG0000685	Pral.g_01532	Prab.g_00883
OG0000686	Pral.g_01533	Prab.g_00884
OG0000687	Pral.g_01534	Prab.g_00885
OG0000688	Pral.g_01535	Prab.g_00886
OG0000689	Pral.g_01536	Prab.g_00887
OG0000690	Pral.g_01537	Prab.g_00888
OG0000691	Pral.g_01538	Prab.g_00889
OG0000692	Pral.g_01542	Prab.g_00891
OG0000693	Pral.g_01543	Prab.g_00892
OG0000694	Pral.g_01544	Prab.g_00893
OG0000695	Pral.g_01545	Prab.g_00894
OG0000696	Pral.g_01546	Prab.g_00896
OG0000697	Pral.g_01548	Prab.g_00898
OG0000698	Pral.g_01552	Prab.g_00900
OG0000699	Pral.g_01553	Prab.g_00901
OG0000700	Pral.g_01820	Prab.g_01084
OG0000701	Pral.g_01815	Prab.g_01079
OG0000702	Pral.g_01809	Prab.g_01076
OG0000703	Pral.g_01807	Prab.g_01075
OG0000704	Pral.g_01806	Prab.g_01074
OG0000705	Pral.g_01805	Prab.g_01073
OG0000706	Pral.g_01804	Prab.g_01072
OG0000707	Pral.g_01802	Prab.g_01071
OG0000708	Pral.g_01801	Prab.g_01070
OG0000709	Pral.g_01799	Prab.g_01068
OG0000710	Pral.g_01798	Prab.g_01067
OG0000711	Pral.g_01797	Prab.g_01066
OG0000712	Pral.g_01796	Prab.g_01065
OG0000713	Pral.g_01795	Prab.g_01064
OG0000714	Pral.g_01793	Prab.g_01062
OG0000715	Pral.g_01792	Prab.g_01061
OG0000716	Pral.g_01790	Prab.g_01059
OG0000717	Pral.g_01789	Prab.g_01058
OG0000718	Pral.g_01788	Prab.g_01057
OG0000719	Pral.g_01786	Prab.g_01055
OG0000720	Pral.g_01785	Prab.g_01054
OG0000721	Pral.g_01782	Prab.g_01052
OG0000722	Pral.g_01781	Prab.g_01051
OG0000723	Pral.g_01780	Prab.g_01050
OG0000724	Pral.g_01778	Prab.g_01048
OG0000725	Pral.g_01777	Prab.g_01047
OG0000726	Pral.g_01776	Prab.g_01046
OG0000727	Pral.g_01775	Prab.g_01045
OG0000728	Pral.g_01774	Prab.g_01044
OG0000729	Pral.g_01773	Prab.g_01043
OG0000730	Pral.g_01472	Prab.g_01042
OG0000731	Pral.g_01474	Prab.g_01041
OG0000732	Pral.g_01475	Prab.g_01040
OG0000733	Pral.g_01476	Prab.g_01039
OG0000734	Pral.g_01477	Prab.g_01038
OG0000735	Pral.g_01479	Prab.g_01036
OG0000736	Pral.g_01480	Prab.g_01035
OG0000737	Pral.g_01481	Prab.g_01034
OG0000738	Pral.g_01655	Prab.g_01033
OG0000739	Pral.g_01654	Prab.g_01032
OG0000740	Pral.g_01653	Prab.g_01031
OG0000741	Pral.g_01652	Prab.g_01030
OG0000742	Pral.g_01650	Prab.g_01028
OG0000743	Pral.g_01649	Prab.g_01027
OG0000744	Pral.g_01647	Prab.g_01026
OG0000745	Pral.g_01646	Prab.g_01025
OG0000746	Pral.g_01645	Prab.g_01024
OG0000747	Pral.g_01644	Prab.g_01023
OG0000748	Pral.g_01643	Prab.g_01022
OG0000749	Pral.g_01642	Prab.g_01021
OG0000750	Pral.g_01640	Prab.g_01020
OG0000751	Pral.g_01639	Prab.g_01019
OG0000752	Pral.g_01605	Prab.g_01018
OG0000753	Pral.g_01634	Prab.g_01016
OG0000754	Pral.g_01633	Prab.g_01015
OG0000755	Pral.g_01632	Prab.g_01014
OG0000756	Pral.g_01630	Prab.g_01013
OG0000757	Pral.g_01629	Prab.g_01012
OG0000758	Pral.g_01628	Prab.g_01011
OG0000759	Pral.g_01626	Prab.g_01009
OG0000760	Pral.g_01625	Prab.g_01008
OG0000761	Pral.g_01624	Prab.g_01007
OG0000762	Pral.g_01622	Prab.g_01005
OG0000763	Pral.g_01621	Prab.g_01004
OG0000764	Pral.g_01620	Prab.g_01003
OG0000765	Pral.g_01619	Prab.g_01002
OG0000766	Pral.g_01618	Prab.g_01001
OG0000767	Pral.g_01616	Prab.g_00999
OG0000768	Pral.g_01615	Prab.g_00998
OG0000769	Pral.g_01614	Prab.g_00997
OG0000770	Pral.g_01613	Prab.g_00996
OG0000771	Pral.g_01612	Prab.g_00995
OG0000772	Pral.g_00050	Prab.g_00994
OG0000773	Pral.g_01611	Prab.g_00993
OG0000774	Pral.g_01610	Prab.g_00992
OG0000775	Pral.g_01578	Prab.g_00991
OG0000776	Pral.g_01579	Prab.g_00989
OG0000777	Pral.g_01580	Prab.g_00987
OG0000778	Pral.g_01581	Prab.g_00986
OG0000779	Pral.g_01582	Prab.g_00985
OG0000780	Pral.g_01584	Prab.g_00983
OG0000781	Pral.g_01586	Prab.g_00981
OG0000782	Pral.g_01587	Prab.g_00980
OG0000783	Pral.g_01590	Prab.g_00960
OG0000784	Pral.g_01592	Prab.g_00958
OG0000785	Pral.g_01593	Prab.g_00957
OG0000786	Pral.g_01594	Prab.g_00956
OG0000787	Pral.g_01595	Prab.g_00955
OG0000788	Pral.g_01600	Prab.g_00951
OG0000789	Pral.g_01603	Prab.g_00949
OG0000790	Pral.g_01604	Prab.g_00948
OG0000791	Pral.g_01607	Prab.g_00947
OG0000792	Pral.g_01608	Prab.g_00946
OG0000793	Pral.g_01609	Prab.g_00945
OG0000794	Pral.g_01575	Prab.g_00943
OG0000795	Pral.g_01571	Prab.g_00940
OG0000796	Pral.g_01570	Prab.g_00939
OG0000797	Pral.g_01569	Prab.g_00937
OG0000798	Pral.g_01568	Prab.g_00936
OG0000799	Pral.g_01567	Prab.g_00935
OG0000800	Pral.g_01566	Prab.g_00934
OG0000801	Pral.g_01563	Prab.g_00931
OG0000802	Pral.g_01562	Prab.g_00930
OG0000803	Pral.g_01560	Prab.g_00928
OG0000804	Pral.g_01559	Prab.g_00927
OG0000805	Pral.g_01558	Prab.g_00926
OG0000806	Pral.g_01556	Prab.g_00924
OG0000807	Pral.g_01321	Prab.g_01125
OG0000808	Pral.g_01033	Prab.g_01135
OG0000809	Pral.g_01327	Prab.g_01138
OG0000810	Pral.g_01032	Prab.g_01139
OG0000811	Pral.g_01311	Prab.g_01146
OG0000812	Pral.g_01324	Prab.g_01150
OG0000813	Pral.g_00692	Prab.g_01154
OG0000814	Pral.g_01141	Prab.g_01156
OG0000815	Pral.g_01314	Prab.g_01169
OG0000816	Pral.g_00077	Prab.g_01187
OG0000817	Pral.g_00076	Prab.g_01188
OG0000818	Pral.g_01902	Prab.g_01194
OG0000819	Pral.g_01346	Prab.g_01201
OG0000820	Pral.g_01351	Prab.g_01204
OG0000821	Pral.g_01353	Prab.g_01206
OG0000822	Pral.g_01354	Prab.g_01207
OG0000823	Pral.g_01355	Prab.g_01208
OG0000824	Pral.g_01356	Prab.g_01209
OG0000825	Pral.g_01357	Prab.g_01210
OG0000826	Pral.g_01358	Prab.g_01211
OG0000827	Pral.g_01359	Prab.g_01212
OG0000828	Pral.g_01360	Prab.g_01213
OG0000829	Pral.g_01361	Prab.g_01214
OG0000830	Pral.g_01363	Prab.g_01215
OG0000831	Pral.g_01366	Prab.g_01218
OG0000832	Pral.g_01368	Prab.g_01220
OG0000833	Pral.g_01369	Prab.g_01221
OG0000834	Pral.g_01370	Prab.g_01222
OG0000835	Pral.g_01371	Prab.g_01223
OG0000836	Pral.g_01372	Prab.g_01224
OG0000837	Pral.g_01376	Prab.g_01226
OG0000838	Pral.g_01377	Prab.g_01227
OG0000839	Pral.g_01378	Prab.g_01228
OG0000840	Pral.g_01379	Prab.g_01229
OG0000841	Pral.g_01380	Prab.g_01230
OG0000842	Pral.g_01382	Prab.g_01231
OG0000843	Pral.g_01383	Prab.g_01232
OG0000844	Pral.g_01384	Prab.g_01233
OG0000845	Pral.g_01385	Prab.g_01234
OG0000846	Pral.g_01388	Prab.g_01237
OG0000847	Pral.g_01390	Prab.g_01239
OG0000848	Pral.g_01391	Prab.g_01240
OG0000849	Pral.g_01394	Prab.g_01241
OG0000850	Pral.g_01395	Prab.g_01242
OG0000851	Pral.g_01399	Prab.g_01243
OG0000852	Pral.g_01401	Prab.g_01245
OG0000853	Pral.g_01403	Prab.g_01246
OG0000854	Pral.g_01404	Prab.g_01248
OG0000855	Pral.g_01405	Prab.g_01249
OG0000856	Pral.g_01406	Prab.g_01250
OG0000857	Pral.g_01407	Prab.g_01251
OG0000858	Pral.g_01408	Prab.g_01252
OG0000859	Pral.g_01409	Prab.g_01253
OG0000860	Pral.g_01410	Prab.g_01254
OG0000861	Pral.g_01411	Prab.g_01255
OG0000862	Pral.g_01412	Prab.g_01256
OG0000863	Pral.g_01413	Prab.g_01257
OG0000864	Pral.g_01414	Prab.g_01258
OG0000865	Pral.g_01415	Prab.g_01259
OG0000866	Pral.g_01416	Prab.g_01260
OG0000867	Pral.g_01417	Prab.g_01261
OG0000868	Pral.g_01419	Prab.g_01262
OG0000869	Pral.g_01421	Prab.g_01264
OG0000870	Pral.g_01422	Prab.g_01265
OG0000871	Pral.g_01423	Prab.g_01267
OG0000872	Pral.g_01424	Prab.g_01268
OG0000873	Pral.g_01426	Prab.g_01270
OG0000874	Pral.g_01427	Prab.g_01271
OG0000875	Pral.g_01428	Prab.g_01272
OG0000876	Pral.g_01429	Prab.g_01273
OG0000877	Pral.g_00456	Prab.g_01275
OG0000878	Pral.g_01893	Prab.g_01303
OG0000879	Pral.g_01292	Prab.g_01315
OG0000880	Pral.g_01291	Prab.g_01316
OG0000881	Pral.g_01290	Prab.g_01317
OG0000882	Pral.g_01289	Prab.g_01318
OG0000883	Pral.g_01288	Prab.g_01319
OG0000884	Pral.g_01286	Prab.g_01321
OG0000885	Pral.g_01285	Prab.g_01322
OG0000886	Pral.g_01284	Prab.g_01323
OG0000887	Pral.g_01283	Prab.g_01324
OG0000888	Pral.g_01282	Prab.g_01325
OG0000889	Pral.g_01279	Prab.g_01328
OG0000890	Pral.g_01278	Prab.g_01329
OG0000891	Pral.g_01277	Prab.g_01330
OG0000892	Pral.g_01275	Prab.g_01332
OG0000893	Pral.g_01274	Prab.g_01333
OG0000894	Pral.g_01273	Prab.g_01334
OG0000895	Pral.g_01272	Prab.g_01335
OG0000896	Pral.g_01271	Prab.g_01336
OG0000897	Pral.g_01270	Prab.g_01337
OG0000898	Pral.g_01267	Prab.g_01339
OG0000899	Pral.g_01266	Prab.g_01340
OG0000900	Pral.g_01239	Prab.g_01346
OG0000901	Pral.g_01235	Prab.g_01347
OG0000902	Pral.g_00440	Prab.g_01348
OG0000903	Pral.g_01345	Prab.g_01349
OG0000904	Pral.g_01060	Prab.g_01351
OG0000905	Pral.g_01323	Prab.g_01353
OG0000906	Pral.g_01343	Prab.g_01354
OG0000907	Pral.g_01550	Prab.g_01355
OG0000908	Pral.g_01299	Prab.g_01358
OG0000909	Pral.g_01220	Prab.g_01362
OG0000910	Pral.g_01219	Prab.g_01363
OG0000911	Pral.g_01218	Prab.g_01364
OG0000912	Pral.g_01217	Prab.g_01365
OG0000913	Pral.g_01216	Prab.g_01366
OG0000914	Pral.g_01215	Prab.g_01367
OG0000915	Pral.g_01214	Prab.g_01368
OG0000916	Pral.g_01213	Prab.g_01369
OG0000917	Pral.g_01212	Prab.g_01370
OG0000918	Pral.g_01211	Prab.g_01371
OG0000919	Pral.g_01210	Prab.g_01372
OG0000920	Pral.g_01209	Prab.g_01373
OG0000921	Pral.g_01208	Prab.g_01374
OG0000922	Pral.g_01207	Prab.g_01375
OG0000923	Pral.g_01206	Prab.g_01376
OG0000924	Pral.g_01205	Prab.g_01377
OG0000925	Pral.g_01204	Prab.g_01378
OG0000926	Pral.g_00287	Prab.g_01379
OG0000927	Pral.g_01184	Prab.g_01448
OG0000928	Pral.g_01183	Prab.g_01449
OG0000929	Pral.g_01182	Prab.g_01450
OG0000930	Pral.g_01181	Prab.g_01451
OG0000931	Pral.g_01180	Prab.g_01452
OG0000932	Pral.g_01178	Prab.g_01454
OG0000933	Pral.g_01177	Prab.g_01455
OG0000934	Pral.g_01176	Prab.g_01456
OG0000935	Pral.g_01175	Prab.g_01457
OG0000936	Pral.g_01174	Prab.g_01458
OG0000937	Pral.g_01173	Prab.g_01459
OG0000938	Pral.g_01172	Prab.g_01460
OG0000939	Pral.g_01171	Prab.g_01461
OG0000940	Pral.g_01169	Prab.g_01462
OG0000941	Pral.g_01167	Prab.g_01464
OG0000942	Pral.g_01166	Prab.g_01465
OG0000943	Pral.g_01159	Prab.g_01468
OG0000944	Pral.g_01158	Prab.g_01469
OG0000945	Pral.g_01157	Prab.g_01470
OG0000946	Pral.g_01156	Prab.g_01471
OG0000947	Pral.g_01155	Prab.g_01472
OG0000948	Pral.g_01154	Prab.g_01473
OG0000949	Pral.g_01153	Prab.g_01474
OG0000950	Pral.g_01152	Prab.g_01475
OG0000951	Pral.g_01151	Prab.g_01476
OG0000952	Pral.g_01150	Prab.g_01477
OG0000953	Pral.g_01149	Prab.g_01478
OG0000954	Pral.g_01148	Prab.g_01479
OG0000955	Pral.g_01147	Prab.g_01480
OG0000956	Pral.g_01146	Prab.g_01481
OG0000957	Pral.g_01145	Prab.g_01482
OG0000958	Pral.g_01144	Prab.g_01483
OG0000959	Pral.g_01143	Prab.g_01484
OG0000960	Pral.g_01142	Prab.g_01485
OG0000961	Pral.g_01137	Prab.g_01489
OG0000962	Pral.g_01136	Prab.g_01490
OG0000963	Pral.g_01135	Prab.g_01491
OG0000964	Pral.g_01133	Prab.g_01493
OG0000965	Pral.g_01132	Prab.g_01494
OG0000966	Pral.g_01131	Prab.g_01495
OG0000967	Pral.g_01130	Prab.g_01496
OG0000968	Pral.g_01129	Prab.g_01497
OG0000969	Pral.g_01128	Prab.g_01498
OG0000970	Pral.g_01127	Prab.g_01499
OG0000971	Pral.g_01126	Prab.g_01500
OG0000972	Pral.g_01125	Prab.g_01501
OG0000973	Pral.g_01124	Prab.g_01502
OG0000974	Pral.g_01122	Prab.g_01504
OG0000975	Pral.g_01115	Prab.g_01507
OG0000976	Pral.g_01112	Prab.g_01509
OG0000977	Pral.g_01110	Prab.g_01510
OG0000978	Pral.g_01108	Prab.g_01511
OG0000979	Pral.g_01106	Prab.g_01513
OG0000980	Pral.g_01105	Prab.g_01514
OG0000981	Pral.g_01104	Prab.g_01515
OG0000982	Pral.g_01103	Prab.g_01516
OG0000983	Pral.g_01101	Prab.g_01518
OG0000984	Pral.g_01100	Prab.g_01519
OG0000985	Pral.g_01099	Prab.g_01520
OG0000986	Pral.g_01098	Prab.g_01521
OG0000987	Pral.g_01097	Prab.g_01522
OG0000988	Pral.g_01095	Prab.g_01523
OG0000989	Pral.g_01094	Prab.g_01524
OG0000990	Pral.g_01093	Prab.g_01525
OG0000991	Pral.g_01092	Prab.g_01526
OG0000992	Pral.g_01091	Prab.g_01527
OG0000993	Pral.g_01090	Prab.g_01528
OG0000994	Pral.g_01089	Prab.g_01529
OG0000995	Pral.g_01088	Prab.g_01530
OG0000996	Pral.g_01087	Prab.g_01531
OG0000997	Pral.g_01086	Prab.g_01532
OG0000998	Pral.g_01085	Prab.g_01533
OG0000999	Pral.g_01084	Prab.g_01534
OG0001000	Pral.g_01083	Prab.g_01535
OG0001001	Pral.g_01081	Prab.g_01537
OG0001002	Pral.g_01080	Prab.g_01538
OG0001003	Pral.g_01079	Prab.g_01539
OG0001004	Pral.g_01078	Prab.g_01540
OG0001005	Pral.g_01076	Prab.g_01541
OG0001006	Pral.g_01075	Prab.g_01542
OG0001007	Pral.g_01074	Prab.g_01543
OG0001008	Pral.g_01072	Prab.g_01545
OG0001009	Pral.g_01071	Prab.g_01546
OG0001010	Pral.g_00045	Prab.g_01553
OG0001011	Pral.g_01058	Prab.g_01563
OG0001012	Pral.g_01503	Prab.g_01601
OG0001013	Pral.g_00100	Prab.g_01663
OG0001014	Pral.g_00101	Prab.g_01664
OG0001015	Pral.g_00108	Prab.g_01670
OG0001016	Pral.g_00109	Prab.g_01671
OG0001017	Pral.g_00110	Prab.g_01672
OG0001018	Pral.g_00111	Prab.g_01673
OG0001019	Pral.g_00113	Prab.g_01675
OG0001020	Pral.g_00114	Prab.g_01676
OG0001021	Pral.g_00115	Prab.g_01677
OG0001022	Pral.g_00116	Prab.g_01678
OG0001023	Pral.g_00117	Prab.g_01679
OG0001024	Pral.g_00119	Prab.g_01680
OG0001025	Pral.g_00120	Prab.g_01681
OG0001026	Pral.g_00121	Prab.g_01683
OG0001027	Pral.g_00122	Prab.g_01684
OG0001028	Pral.g_00123	Prab.g_01685
OG0001029	Pral.g_00124	Prab.g_01686
OG0001030	Pral.g_00125	Prab.g_01687
OG0001031	Pral.g_00126	Prab.g_01688
OG0001032	Pral.g_00127	Prab.g_01689
OG0001033	Pral.g_00128	Prab.g_01690
OG0001034	Pral.g_00129	Prab.g_01691
OG0001035	Pral.g_00131	Prab.g_01693
OG0001036	Pral.g_00132	Prab.g_01694
OG0001037	Pral.g_00133	Prab.g_01695
OG0001038	Pral.g_00134	Prab.g_01696
OG0001039	Pral.g_00135	Prab.g_01697
OG0001040	Pral.g_00136	Prab.g_01698
OG0001041	Pral.g_00137	Prab.g_01699
OG0001042	Pral.g_00138	Prab.g_01700
OG0001043	Pral.g_00139	Prab.g_01701
OG0001044	Pral.g_00140	Prab.g_01702
OG0001045	Pral.g_00141	Prab.g_01703
OG0001046	Pral.g_00142	Prab.g_01704
OG0001047	Pral.g_00145	Prab.g_01707
OG0001048	Pral.g_00147	Prab.g_01709
OG0001049	Pral.g_00148	Prab.g_01710
OG0001050	Pral.g_00149	Prab.g_01711
OG0001051	Pral.g_00150	Prab.g_01712
OG0001052	Pral.g_00151	Prab.g_01713
OG0001053	Pral.g_00154	Prab.g_01714
OG0001054	Pral.g_00156	Prab.g_01716
OG0001055	Pral.g_00157	Prab.g_01717
OG0001056	Pral.g_00158	Prab.g_01718
OG0001057	Pral.g_00159	Prab.g_01719
OG0001058	Pral.g_00160	Prab.g_01720
OG0001059	Pral.g_00161	Prab.g_01721
OG0001060	Pral.g_00162	Prab.g_01722
OG0001061	Pral.g_00163	Prab.g_01723
OG0001062	Pral.g_00164	Prab.g_01724
OG0001063	Pral.g_00165	Prab.g_01725
OG0001064	Pral.g_00167	Prab.g_01727
OG0001065	Pral.g_00170	Prab.g_01731
OG0001066	Pral.g_00172	Prab.g_01732
OG0001067	Pral.g_00173	Prab.g_01733
OG0001068	Pral.g_00176	Prab.g_01735
OG0001069	Pral.g_00177	Prab.g_01736
OG0001070	Pral.g_00178	Prab.g_01737
OG0001071	Pral.g_00179	Prab.g_01738
OG0001072	Pral.g_00180	Prab.g_01739
OG0001073	Pral.g_00181	Prab.g_01740
OG0001074	Pral.g_00182	Prab.g_01741
OG0001075	Pral.g_00183	Prab.g_01742
OG0001076	Pral.g_00184	Prab.g_01743
OG0001077	Pral.g_00185	Prab.g_01744
OG0001078	Pral.g_00187	Prab.g_01745
OG0001079	Pral.g_00188	Prab.g_01746
OG0001080	Pral.g_00189	Prab.g_01747
OG0001081	Pral.g_00193	Prab.g_01750
OG0001082	Pral.g_00194	Prab.g_01751
OG0001083	Pral.g_00198	Prab.g_01752
OG0001084	Pral.g_00196	Prab.g_01753
OG0001085	Pral.g_00195	Prab.g_01754
OG0001086	Pral.g_00192	Prab.g_01755
OG0001087	Pral.g_00191	Prab.g_01756
OG0001088	Pral.g_00190	Prab.g_01757
OG0001089	Pral.g_00200	Prab.g_01760
OG0001090	Pral.g_00202	Prab.g_01762
OG0001091	Pral.g_00203	Prab.g_01763
OG0001092	Pral.g_00204	Prab.g_01764
OG0001093	Pral.g_00205	Prab.g_01765
OG0001094	Pral.g_00206	Prab.g_01766
OG0001095	Pral.g_00207	Prab.g_01767
OG0001096	Pral.g_00208	Prab.g_01768
OG0001097	Pral.g_00209	Prab.g_01769
OG0001098	Pral.g_00210	Prab.g_01770
OG0001099	Pral.g_00211	Prab.g_01771
OG0001100	Pral.g_00212	Prab.g_01772
OG0001101	Pral.g_00213	Prab.g_01773
OG0001102	Pral.g_00214	Prab.g_01774
OG0001103	Pral.g_00215	Prab.g_01775
OG0001104	Pral.g_00216	Prab.g_01776
OG0001105	Pral.g_00217	Prab.g_01777
OG0001106	Pral.g_00218	Prab.g_01778
OG0001107	Pral.g_00219	Prab.g_01779
OG0001108	Pral.g_00220	Prab.g_01780
OG0001109	Pral.g_00221	Prab.g_01781
OG0001110	Pral.g_00222	Prab.g_01782
OG0001111	Pral.g_00223	Prab.g_01783
OG0001112	Pral.g_00224	Prab.g_01784
OG0001113	Pral.g_00225	Prab.g_01785
OG0001114	Pral.g_00226	Prab.g_01786
OG0001115	Pral.g_00227	Prab.g_01787
OG0001116	Pral.g_00228	Prab.g_01788
OG0001117	Pral.g_00229	Prab.g_01789
OG0001118	Pral.g_00230	Prab.g_01790
OG0001119	Pral.g_00232	Prab.g_01791
OG0001120	Pral.g_01190	Prab.g_01792
OG0001121	Pral.g_00234	Prab.g_01794
OG0001122	Pral.g_00235	Prab.g_01795
OG0001123	Pral.g_00236	Prab.g_01796
OG0001124	Pral.g_00238	Prab.g_01798
OG0001125	Pral.g_00240	Prab.g_01800
OG0001126	Pral.g_00241	Prab.g_01801
OG0001127	Pral.g_00244	Prab.g_01803
OG0001128	Pral.g_00245	Prab.g_01804
OG0001129	Pral.g_00246	Prab.g_01805
OG0001130	Pral.g_00249	Prab.g_01808
OG0001131	Pral.g_00250	Prab.g_01809
OG0001132	Pral.g_00251	Prab.g_01810
OG0001133	Pral.g_00252	Prab.g_01811
OG0001134	Pral.g_00253	Prab.g_01812
OG0001135	Pral.g_00254	Prab.g_01813
OG0001136	Pral.g_00255	Prab.g_01814
OG0001137	Pral.g_00256	Prab.g_01815
OG0001138	Pral.g_00257	Prab.g_01816
OG0001139	Pral.g_00259	Prab.g_01817
OG0001140	Pral.g_00260	Prab.g_01818
OG0001141	Pral.g_00261	Prab.g_01819
OG0001142	Pral.g_00266	Prab.g_01822
OG0001143	Pral.g_00267	Prab.g_01823
OG0001144	Pral.g_00268	Prab.g_01824
OG0001145	Pral.g_00269	Prab.g_01825
OG0001146	Pral.g_00270	Prab.g_01826
OG0001147	Pral.g_00271	Prab.g_01827
OG0001148	Pral.g_00272	Prab.g_01828
OG0001149	Pral.g_00274	Prab.g_01830
OG0001150	Pral.g_00275	Prab.g_01831
OG0001151	Pral.g_00278	Prab.g_01833
OG0001152	Pral.g_00279	Prab.g_01834
OG0001153	Pral.g_00280	Prab.g_01835
OG0001154	Pral.g_00282	Prab.g_01836
OG0001155	Pral.g_00284	Prab.g_01838
OG0001156	Pral.g_00286	Prab.g_01840
OG0001157	Pral.g_00288	Prab.g_01841
OG0001158	Pral.g_00290	Prab.g_01843
OG0001159	Pral.g_00291	Prab.g_01844
OG0001160	Pral.g_00292	Prab.g_01845
OG0001161	Pral.g_00293	Prab.g_01846
OG0001162	Pral.g_00294	Prab.g_01847
OG0001163	Pral.g_00295	Prab.g_01848
OG0001164	Pral.g_00296	Prab.g_01849
OG0001165	Pral.g_00297	Prab.g_01850
OG0001166	Pral.g_00298	Prab.g_01851
