Orthogroup	Pral	Prag
OG0000580	Pral.g_01461	Prag.g_00638
OG0000581	Pral.g_01462	Prag.g_00639
OG0000582	Pral.g_01463	Prag.g_00640
OG0000583	Pral.g_01464	Prag.g_00641
OG0000584	Pral.g_01466	Prag.g_00642
OG0000585	Pral.g_01467	Prag.g_00643
OG0000586	Pral.g_01469	Prag.g_00645
OG0000587	Pral.g_01470	Prag.g_00646
OG0000588	Pral.g_01772	Prag.g_00648
OG0000589	Pral.g_01771	Prag.g_00649
OG0000590	Pral.g_01769	Prag.g_00651
OG0000591	Pral.g_01763	Prag.g_00657
OG0000592	Pral.g_01762	Prag.g_00658
OG0000593	Pral.g_01761	Prag.g_00659
OG0000594	Pral.g_01758	Prag.g_00661
OG0000595	Pral.g_01757	Prag.g_00662
OG0000596	Pral.g_01756	Prag.g_00663
OG0000597	Pral.g_01754	Prag.g_00665
OG0000598	Pral.g_01753	Prag.g_00666
OG0000599	Pral.g_01752	Prag.g_00667
OG0000600	Pral.g_01751	Prag.g_00668
OG0000601	Pral.g_01748	Prag.g_00670
OG0000602	Pral.g_01747	Prag.g_00671
OG0000603	Pral.g_01746	Prag.g_00672
OG0000604	Pral.g_01743	Prag.g_00673
OG0000605	Pral.g_01742	Prag.g_00674
OG0000606	Pral.g_01741	Prag.g_00675
OG0000607	Pral.g_01739	Prag.g_00677
OG0000608	Pral.g_01737	Prag.g_00678
OG0000609	Pral.g_00399	Prag.g_00682
OG0000610	Pral.g_01691	Prag.g_00683
OG0000611	Pral.g_01728	Prag.g_00693
OG0000612	Pral.g_01727	Prag.g_00694
OG0000613	Pral.g_01726	Prag.g_00695
OG0000614	Pral.g_01725	Prag.g_00696
OG0000615	Pral.g_01723	Prag.g_00698
OG0000616	Pral.g_01722	Prag.g_00699
OG0000617	Pral.g_01721	Prag.g_00700
OG0000618	Pral.g_01720	Prag.g_00701
OG0000619	Pral.g_01719	Prag.g_00702
OG0000620	Pral.g_01718	Prag.g_00703
OG0000621	Pral.g_01717	Prag.g_00704
OG0000622	Pral.g_01716	Prag.g_00705
OG0000623	Pral.g_01715	Prag.g_00706
OG0000624	Pral.g_01713	Prag.g_00707
OG0000625	Pral.g_01712	Prag.g_00708
OG0000626	Pral.g_01711	Prag.g_00709
OG0000627	Pral.g_01709	Prag.g_00710
OG0000628	Pral.g_01708	Prag.g_00711
OG0000629	Pral.g_01707	Prag.g_00712
OG0000630	Pral.g_01706	Prag.g_00713
OG0000631	Pral.g_01704	Prag.g_00715
OG0000632	Pral.g_01895	Prag.g_00740
OG0000633	Pral.g_00023	Prag.g_00744
OG0000634	Pral.g_01037	Prag.g_00758
OG0000635	Pral.g_01635	Prag.g_00771
OG0000636	Pral.g_01636	Prag.g_00772
OG0000637	Pral.g_01637	Prag.g_00773
OG0000638	Pral.g_00701	Prag.g_00784
OG0000639	Pral.g_01663	Prag.g_00793
OG0000640	Pral.g_01660	Prag.g_00795
OG0000641	Pral.g_01658	Prag.g_00797
OG0000642	Pral.g_01657	Prag.g_00798
OG0000643	Pral.g_01656	Prag.g_00799
OG0000644	Pral.g_01482	Prag.g_00800
OG0000645	Pral.g_01483	Prag.g_00801
OG0000646	Pral.g_01484	Prag.g_00802
OG0000647	Pral.g_01485	Prag.g_00803
OG0000648	Pral.g_01487	Prag.g_00805
OG0000649	Pral.g_01488	Prag.g_00806
OG0000650	Pral.g_01489	Prag.g_00807
OG0000651	Pral.g_01490	Prag.g_00808
OG0000652	Pral.g_01491	Prag.g_00809
OG0000653	Pral.g_01492	Prag.g_00810
OG0000654	Pral.g_01494	Prag.g_00812
OG0000655	Pral.g_01496	Prag.g_00814
OG0000656	Pral.g_01497	Prag.g_00815
OG0000657	Pral.g_01498	Prag.g_00816
OG0000658	Pral.g_01499	Prag.g_00817
OG0000659	Pral.g_01500	Prag.g_00818
OG0000660	Pral.g_01501	Prag.g_00819
OG0000661	Pral.g_01502	Prag.g_00820
OG0000662	Pral.g_01504	Prag.g_00821
OG0000663	Pral.g_01505	Prag.g_00822
OG0000664	Pral.g_01506	Prag.g_00823
OG0000665	Pral.g_01507	Prag.g_00824
OG0000666	Pral.g_01508	Prag.g_00825
OG0000667	Pral.g_01509	Prag.g_00826
OG0000668	Pral.g_01510	Prag.g_00827
OG0000669	Pral.g_01512	Prag.g_00829
OG0000670	Pral.g_01513	Prag.g_00830
OG0000671	Pral.g_01514	Prag.g_00831
OG0000672	Pral.g_01515	Prag.g_00832
OG0000673	Pral.g_01516	Prag.g_00833
OG0000674	Pral.g_01517	Prag.g_00834
OG0000675	Pral.g_01518	Prag.g_00835
OG0000676	Pral.g_01519	Prag.g_00836
OG0000677	Pral.g_01522	Prag.g_00838
OG0000678	Pral.g_01524	Prag.g_00840
OG0000679	Pral.g_01525	Prag.g_00841
OG0000680	Pral.g_01526	Prag.g_00842
OG0000681	Pral.g_01527	Prag.g_00843
OG0000682	Pral.g_01528	Prag.g_00844
OG0000683	Pral.g_01530	Prag.g_00846
OG0000684	Pral.g_01531	Prag.g_00847
OG0000685	Pral.g_01532	Prag.g_00848
OG0000686	Pral.g_01533	Prag.g_00849
OG0000687	Pral.g_01534	Prag.g_00850
OG0000688	Pral.g_01535	Prag.g_00851
OG0000689	Pral.g_01536	Prag.g_00852
OG0000690	Pral.g_01537	Prag.g_00853
OG0000691	Pral.g_01538	Prag.g_00854
OG0000692	Pral.g_01542	Prag.g_00856
OG0000693	Pral.g_01543	Prag.g_00857
OG0000694	Pral.g_01544	Prag.g_00858
OG0000695	Pral.g_01545	Prag.g_00859
OG0000696	Pral.g_01546	Prag.g_00860
OG0000697	Pral.g_01548	Prag.g_00862
OG0000698	Pral.g_01552	Prag.g_00864
OG0000699	Pral.g_01553	Prag.g_00865
OG0000700	Pral.g_01820	Prag.g_00892
OG0000701	Pral.g_01815	Prag.g_00895
OG0000702	Pral.g_01809	Prag.g_00898
OG0000703	Pral.g_01807	Prag.g_00899
OG0000704	Pral.g_01806	Prag.g_00900
OG0000705	Pral.g_01805	Prag.g_00901
OG0000706	Pral.g_01804	Prag.g_00902
OG0000707	Pral.g_01802	Prag.g_00903
OG0000708	Pral.g_01801	Prag.g_00904
OG0000709	Pral.g_01799	Prag.g_00906
OG0000710	Pral.g_01798	Prag.g_00907
OG0000711	Pral.g_01797	Prag.g_00908
OG0000712	Pral.g_01796	Prag.g_00909
OG0000713	Pral.g_01795	Prag.g_00910
OG0000714	Pral.g_01793	Prag.g_00912
OG0000715	Pral.g_01792	Prag.g_00913
OG0000716	Pral.g_01790	Prag.g_00915
OG0000717	Pral.g_01789	Prag.g_00916
OG0000718	Pral.g_01788	Prag.g_00917
OG0000719	Pral.g_01786	Prag.g_00919
OG0000720	Pral.g_01785	Prag.g_00920
OG0000721	Pral.g_01782	Prag.g_00922
OG0000722	Pral.g_01781	Prag.g_00923
OG0000723	Pral.g_01780	Prag.g_00924
OG0000724	Pral.g_01778	Prag.g_00926
OG0000725	Pral.g_01777	Prag.g_00927
OG0000726	Pral.g_01776	Prag.g_00928
OG0000727	Pral.g_01775	Prag.g_00929
OG0000728	Pral.g_01774	Prag.g_00930
OG0000729	Pral.g_01773	Prag.g_00931
OG0000730	Pral.g_01472	Prag.g_00932
OG0000731	Pral.g_01474	Prag.g_00933
OG0000732	Pral.g_01475	Prag.g_00934
OG0000733	Pral.g_01476	Prag.g_00935
OG0000734	Pral.g_01477	Prag.g_00936
OG0000735	Pral.g_01479	Prag.g_00938
OG0000736	Pral.g_01480	Prag.g_00939
OG0000737	Pral.g_01481	Prag.g_00940
OG0000738	Pral.g_01655	Prag.g_00941
OG0000739	Pral.g_01654	Prag.g_00942
OG0000740	Pral.g_01653	Prag.g_00943
OG0000741	Pral.g_01652	Prag.g_00944
OG0000742	Pral.g_01650	Prag.g_00946
OG0000743	Pral.g_01649	Prag.g_00947
OG0000744	Pral.g_01647	Prag.g_00948
OG0000745	Pral.g_01646	Prag.g_00949
OG0000746	Pral.g_01645	Prag.g_00950
OG0000747	Pral.g_01644	Prag.g_00951
OG0000748	Pral.g_01643	Prag.g_00952
OG0000749	Pral.g_01642	Prag.g_00953
OG0000750	Pral.g_01640	Prag.g_00954
OG0000751	Pral.g_01639	Prag.g_00955
OG0000752	Pral.g_01605	Prag.g_00956
OG0000753	Pral.g_01634	Prag.g_00958
OG0000754	Pral.g_01633	Prag.g_00959
OG0000755	Pral.g_01632	Prag.g_00960
OG0000756	Pral.g_01630	Prag.g_00961
OG0000757	Pral.g_01629	Prag.g_00962
OG0000758	Pral.g_01628	Prag.g_00963
OG0000759	Pral.g_01626	Prag.g_00965
OG0000760	Pral.g_01625	Prag.g_00966
OG0000761	Pral.g_01624	Prag.g_00967
OG0000762	Pral.g_01622	Prag.g_00969
OG0000763	Pral.g_01621	Prag.g_00970
OG0000764	Pral.g_01620	Prag.g_00971
OG0000765	Pral.g_01619	Prag.g_00972
OG0000766	Pral.g_01618	Prag.g_00973
OG0000767	Pral.g_01616	Prag.g_00975
OG0000768	Pral.g_01615	Prag.g_00976
OG0000769	Pral.g_01614	Prag.g_00977
OG0000770	Pral.g_01613	Prag.g_00978
OG0000771	Pral.g_01612	Prag.g_00979
OG0000772	Pral.g_00050	Prag.g_00980
OG0000773	Pral.g_01611	Prag.g_00981
OG0000774	Pral.g_01610	Prag.g_00982
OG0000775	Pral.g_01578	Prag.g_00983
OG0000776	Pral.g_01579	Prag.g_00985
OG0000777	Pral.g_01580	Prag.g_00987
OG0000778	Pral.g_01581	Prag.g_00988
OG0000779	Pral.g_01582	Prag.g_00989
OG0000780	Pral.g_01584	Prag.g_00991
OG0000781	Pral.g_01586	Prag.g_00993
OG0000782	Pral.g_01587	Prag.g_00994
OG0000783	Pral.g_01590	Prag.g_01005
OG0000784	Pral.g_01592	Prag.g_01007
OG0000785	Pral.g_01593	Prag.g_01008
OG0000786	Pral.g_01594	Prag.g_01009
OG0000787	Pral.g_01595	Prag.g_01010
OG0000788	Pral.g_01600	Prag.g_01014
OG0000789	Pral.g_01603	Prag.g_01016
OG0000790	Pral.g_01604	Prag.g_01017
OG0000791	Pral.g_01607	Prag.g_01018
OG0000792	Pral.g_01608	Prag.g_01019
OG0000793	Pral.g_01609	Prag.g_01020
OG0000794	Pral.g_01575	Prag.g_01022
OG0000795	Pral.g_01571	Prag.g_01025
OG0000796	Pral.g_01570	Prag.g_01026
OG0000797	Pral.g_01569	Prag.g_01028
OG0000798	Pral.g_01568	Prag.g_01029
OG0000799	Pral.g_01567	Prag.g_01030
OG0000800	Pral.g_01566	Prag.g_01031
OG0000801	Pral.g_01563	Prag.g_01034
OG0000802	Pral.g_01562	Prag.g_01035
OG0000803	Pral.g_01560	Prag.g_01037
OG0000804	Pral.g_01559	Prag.g_01038
OG0000805	Pral.g_01558	Prag.g_01039
OG0000806	Pral.g_01556	Prag.g_01041
OG0000807	Pral.g_01321	Prag.g_01066
OG0000808	Pral.g_01033	Prag.g_01076
OG0000809	Pral.g_01327	Prag.g_01079
OG0000810	Pral.g_01032	Prag.g_01080
OG0000811	Pral.g_01311	Prag.g_01087
OG0000812	Pral.g_01324	Prag.g_01091
OG0000813	Pral.g_00692	Prag.g_01095
OG0000814	Pral.g_01141	Prag.g_01097
OG0000815	Pral.g_01314	Prag.g_01106
OG0000816	Pral.g_00077	Prag.g_01121
OG0000817	Pral.g_00076	Prag.g_01122
OG0000818	Pral.g_01902	Prag.g_01127
OG0000819	Pral.g_01346	Prag.g_01134
OG0000820	Pral.g_01351	Prag.g_01138
OG0000821	Pral.g_01353	Prag.g_01140
OG0000822	Pral.g_01354	Prag.g_01141
OG0000823	Pral.g_01355	Prag.g_01142
OG0000824	Pral.g_01356	Prag.g_01143
OG0000825	Pral.g_01357	Prag.g_01144
OG0000826	Pral.g_01358	Prag.g_01145
OG0000827	Pral.g_01359	Prag.g_01146
OG0000828	Pral.g_01360	Prag.g_01147
OG0000829	Pral.g_01361	Prag.g_01148
OG0000830	Pral.g_01363	Prag.g_01149
OG0000831	Pral.g_01366	Prag.g_01152
OG0000832	Pral.g_01368	Prag.g_01154
OG0000833	Pral.g_01369	Prag.g_01155
OG0000834	Pral.g_01370	Prag.g_01156
OG0000835	Pral.g_01371	Prag.g_01157
OG0000836	Pral.g_01372	Prag.g_01158
OG0000837	Pral.g_01376	Prag.g_01160
OG0000838	Pral.g_01377	Prag.g_01161
OG0000839	Pral.g_01378	Prag.g_01162
OG0000840	Pral.g_01379	Prag.g_01163
OG0000841	Pral.g_01380	Prag.g_01164
OG0000842	Pral.g_01382	Prag.g_01165
OG0000843	Pral.g_01383	Prag.g_01166
OG0000844	Pral.g_01384	Prag.g_01167
OG0000845	Pral.g_01385	Prag.g_01168
OG0000846	Pral.g_01388	Prag.g_01171
OG0000847	Pral.g_01390	Prag.g_01173
OG0000848	Pral.g_01391	Prag.g_01174
OG0000849	Pral.g_01394	Prag.g_01175
OG0000850	Pral.g_01395	Prag.g_01176
OG0000851	Pral.g_01399	Prag.g_01177
OG0000852	Pral.g_01401	Prag.g_01179
OG0000853	Pral.g_01403	Prag.g_01180
OG0000854	Pral.g_01404	Prag.g_01182
OG0000855	Pral.g_01405	Prag.g_01183
OG0000856	Pral.g_01406	Prag.g_01184
OG0000857	Pral.g_01407	Prag.g_01185
OG0000858	Pral.g_01408	Prag.g_01186
OG0000859	Pral.g_01409	Prag.g_01187
OG0000860	Pral.g_01410	Prag.g_01188
OG0000861	Pral.g_01411	Prag.g_01189
OG0000862	Pral.g_01412	Prag.g_01190
OG0000863	Pral.g_01413	Prag.g_01191
OG0000864	Pral.g_01414	Prag.g_01192
OG0000865	Pral.g_01415	Prag.g_01193
OG0000866	Pral.g_01416	Prag.g_01194
OG0000867	Pral.g_01417	Prag.g_01195
OG0000868	Pral.g_01419	Prag.g_01196
OG0000869	Pral.g_01421	Prag.g_01198
OG0000870	Pral.g_01422	Prag.g_01199
OG0000871	Pral.g_01423	Prag.g_01201
OG0000872	Pral.g_01424	Prag.g_01202
OG0000873	Pral.g_01426	Prag.g_01204
OG0000874	Pral.g_01427	Prag.g_01205
OG0000875	Pral.g_01428	Prag.g_01206
OG0000876	Pral.g_01429	Prag.g_01207
OG0000877	Pral.g_00456	Prag.g_01209
OG0000878	Pral.g_01893	Prag.g_01328
OG0000879	Pral.g_01292	Prag.g_01342
OG0000880	Pral.g_01291	Prag.g_01343
OG0000881	Pral.g_01290	Prag.g_01344
OG0000882	Pral.g_01289	Prag.g_01345
OG0000883	Pral.g_01288	Prag.g_01346
OG0000884	Pral.g_01286	Prag.g_01350
OG0000885	Pral.g_01285	Prag.g_01351
OG0000886	Pral.g_01284	Prag.g_01352
OG0000887	Pral.g_01283	Prag.g_01353
OG0000888	Pral.g_01282	Prag.g_01354
OG0000889	Pral.g_01279	Prag.g_01357
OG0000890	Pral.g_01278	Prag.g_01358
OG0000891	Pral.g_01277	Prag.g_01359
OG0000892	Pral.g_01275	Prag.g_01361
OG0000893	Pral.g_01274	Prag.g_01362
OG0000894	Pral.g_01273	Prag.g_01363
OG0000895	Pral.g_01272	Prag.g_01364
OG0000896	Pral.g_01271	Prag.g_01365
OG0000897	Pral.g_01270	Prag.g_01366
OG0000898	Pral.g_01267	Prag.g_01368
OG0000899	Pral.g_01266	Prag.g_01369
OG0000900	Pral.g_01239	Prag.g_01371
OG0000901	Pral.g_01235	Prag.g_01375
OG0000902	Pral.g_00440	Prag.g_01376
OG0000903	Pral.g_01345	Prag.g_01377
OG0000904	Pral.g_01060	Prag.g_01379
OG0000905	Pral.g_01323	Prag.g_01381
OG0000906	Pral.g_01343	Prag.g_01383
OG0000907	Pral.g_01550	Prag.g_01384
OG0000908	Pral.g_01299	Prag.g_01387
OG0000909	Pral.g_01220	Prag.g_01391
OG0000910	Pral.g_01219	Prag.g_01392
OG0000911	Pral.g_01218	Prag.g_01393
OG0000912	Pral.g_01217	Prag.g_01394
OG0000913	Pral.g_01216	Prag.g_01395
OG0000914	Pral.g_01215	Prag.g_01396
OG0000915	Pral.g_01214	Prag.g_01397
OG0000916	Pral.g_01213	Prag.g_01398
OG0000917	Pral.g_01212	Prag.g_01399
OG0000918	Pral.g_01211	Prag.g_01400
OG0000919	Pral.g_01210	Prag.g_01401
OG0000920	Pral.g_01209	Prag.g_01402
OG0000921	Pral.g_01208	Prag.g_01403
OG0000922	Pral.g_01207	Prag.g_01404
OG0000923	Pral.g_01206	Prag.g_01405
OG0000924	Pral.g_01205	Prag.g_01406
OG0000925	Pral.g_01204	Prag.g_01407
OG0000926	Pral.g_00287	Prag.g_01425
OG0000927	Pral.g_01184	Prag.g_01470
OG0000928	Pral.g_01183	Prag.g_01471
OG0000929	Pral.g_01182	Prag.g_01472
OG0000930	Pral.g_01181	Prag.g_01473
OG0000931	Pral.g_01180	Prag.g_01474
OG0000932	Pral.g_01178	Prag.g_01476
OG0000933	Pral.g_01177	Prag.g_01477
OG0000934	Pral.g_01176	Prag.g_01478
OG0000935	Pral.g_01175	Prag.g_01479
OG0000936	Pral.g_01174	Prag.g_01480
OG0000937	Pral.g_01173	Prag.g_01481
OG0000938	Pral.g_01172	Prag.g_01482
OG0000939	Pral.g_01171	Prag.g_01483
OG0000940	Pral.g_01169	Prag.g_01484
OG0000941	Pral.g_01167	Prag.g_01486
OG0000942	Pral.g_01166	Prag.g_01487
OG0000943	Pral.g_01159	Prag.g_01492
OG0000944	Pral.g_01158	Prag.g_01493
OG0000945	Pral.g_01157	Prag.g_01494
OG0000946	Pral.g_01156	Prag.g_01495
OG0000947	Pral.g_01155	Prag.g_01496
OG0000948	Pral.g_01154	Prag.g_01497
OG0000949	Pral.g_01153	Prag.g_01498
OG0000950	Pral.g_01152	Prag.g_01499
OG0000951	Pral.g_01151	Prag.g_01500
OG0000952	Pral.g_01150	Prag.g_01501
OG0000953	Pral.g_01149	Prag.g_01502
OG0000954	Pral.g_01148	Prag.g_01503
OG0000955	Pral.g_01147	Prag.g_01504
OG0000956	Pral.g_01146	Prag.g_01505
OG0000957	Pral.g_01145	Prag.g_01506
OG0000958	Pral.g_01144	Prag.g_01507
OG0000959	Pral.g_01143	Prag.g_01508
OG0000960	Pral.g_01142	Prag.g_01509
OG0000961	Pral.g_01137	Prag.g_01512
OG0000962	Pral.g_01136	Prag.g_01513
OG0000963	Pral.g_01135	Prag.g_01514
OG0000964	Pral.g_01133	Prag.g_01516
OG0000965	Pral.g_01132	Prag.g_01517
OG0000966	Pral.g_01131	Prag.g_01518
OG0000967	Pral.g_01130	Prag.g_01519
OG0000968	Pral.g_01129	Prag.g_01520
OG0000969	Pral.g_01128	Prag.g_01521
OG0000970	Pral.g_01127	Prag.g_01523
OG0000971	Pral.g_01126	Prag.g_01524
OG0000972	Pral.g_01125	Prag.g_01525
OG0000973	Pral.g_01124	Prag.g_01526
OG0000974	Pral.g_01122	Prag.g_01528
OG0000975	Pral.g_01115	Prag.g_01531
OG0000976	Pral.g_01112	Prag.g_01533
OG0000977	Pral.g_01110	Prag.g_01534
OG0000978	Pral.g_01108	Prag.g_01535
OG0000979	Pral.g_01106	Prag.g_01537
OG0000980	Pral.g_01105	Prag.g_01538
OG0000981	Pral.g_01104	Prag.g_01539
OG0000982	Pral.g_01103	Prag.g_01540
OG0000983	Pral.g_01101	Prag.g_01542
OG0000984	Pral.g_01100	Prag.g_01543
OG0000985	Pral.g_01099	Prag.g_01544
OG0000986	Pral.g_01098	Prag.g_01545
OG0000987	Pral.g_01097	Prag.g_01546
OG0000988	Pral.g_01095	Prag.g_01547
OG0000989	Pral.g_01094	Prag.g_01548
OG0000990	Pral.g_01093	Prag.g_01549
OG0000991	Pral.g_01092	Prag.g_01550
OG0000992	Pral.g_01091	Prag.g_01551
OG0000993	Pral.g_01090	Prag.g_01552
OG0000994	Pral.g_01089	Prag.g_01553
OG0000995	Pral.g_01088	Prag.g_01554
OG0000996	Pral.g_01087	Prag.g_01555
OG0000997	Pral.g_01086	Prag.g_01556
OG0000998	Pral.g_01085	Prag.g_01557
OG0000999	Pral.g_01084	Prag.g_01558
OG0001000	Pral.g_01083	Prag.g_01559
OG0001001	Pral.g_01081	Prag.g_01561
OG0001002	Pral.g_01080	Prag.g_01562
OG0001003	Pral.g_01079	Prag.g_01563
OG0001004	Pral.g_01078	Prag.g_01564
OG0001005	Pral.g_01076	Prag.g_01565
OG0001006	Pral.g_01075	Prag.g_01566
OG0001007	Pral.g_01074	Prag.g_01567
OG0001008	Pral.g_01072	Prag.g_01569
OG0001009	Pral.g_01071	Prag.g_01570
OG0001010	Pral.g_00045	Prag.g_01576
OG0001011	Pral.g_01058	Prag.g_01583
OG0001012	Pral.g_01503	Prag.g_01611
OG0001013	Pral.g_00100	Prag.g_01663
OG0001014	Pral.g_00101	Prag.g_01664
OG0001015	Pral.g_00108	Prag.g_01670
OG0001016	Pral.g_00109	Prag.g_01671
OG0001017	Pral.g_00110	Prag.g_01672
OG0001018	Pral.g_00111	Prag.g_01673
OG0001019	Pral.g_00113	Prag.g_01675
OG0001020	Pral.g_00114	Prag.g_01676
OG0001021	Pral.g_00115	Prag.g_01677
OG0001022	Pral.g_00116	Prag.g_01678
OG0001023	Pral.g_00117	Prag.g_01679
OG0001024	Pral.g_00119	Prag.g_01680
OG0001025	Pral.g_00120	Prag.g_01681
OG0001026	Pral.g_00121	Prag.g_01683
OG0001027	Pral.g_00122	Prag.g_01684
OG0001028	Pral.g_00123	Prag.g_01685
OG0001029	Pral.g_00124	Prag.g_01686
OG0001030	Pral.g_00125	Prag.g_01687
OG0001031	Pral.g_00126	Prag.g_01688
OG0001032	Pral.g_00127	Prag.g_01689
OG0001033	Pral.g_00128	Prag.g_01690
OG0001034	Pral.g_00129	Prag.g_01691
OG0001035	Pral.g_00131	Prag.g_01693
OG0001036	Pral.g_00132	Prag.g_01694
OG0001037	Pral.g_00133	Prag.g_01695
OG0001038	Pral.g_00134	Prag.g_01696
OG0001039	Pral.g_00135	Prag.g_01697
OG0001040	Pral.g_00136	Prag.g_01698
OG0001041	Pral.g_00137	Prag.g_01699
OG0001042	Pral.g_00138	Prag.g_01700
OG0001043	Pral.g_00139	Prag.g_01701
OG0001044	Pral.g_00140	Prag.g_01702
OG0001045	Pral.g_00141	Prag.g_01703
OG0001046	Pral.g_00142	Prag.g_01704
OG0001047	Pral.g_00145	Prag.g_01707
OG0001048	Pral.g_00147	Prag.g_01709
OG0001049	Pral.g_00148	Prag.g_01710
OG0001050	Pral.g_00149	Prag.g_01711
OG0001051	Pral.g_00150	Prag.g_01712
OG0001052	Pral.g_00151	Prag.g_01713
OG0001053	Pral.g_00154	Prag.g_01715
OG0001054	Pral.g_00156	Prag.g_01717
OG0001055	Pral.g_00157	Prag.g_01718
OG0001056	Pral.g_00158	Prag.g_01719
OG0001057	Pral.g_00159	Prag.g_01720
OG0001058	Pral.g_00160	Prag.g_01721
OG0001059	Pral.g_00161	Prag.g_01722
OG0001060	Pral.g_00162	Prag.g_01723
OG0001061	Pral.g_00163	Prag.g_01724
OG0001062	Pral.g_00164	Prag.g_01725
OG0001063	Pral.g_00165	Prag.g_01726
OG0001064	Pral.g_00167	Prag.g_01728
OG0001065	Pral.g_00170	Prag.g_01732
OG0001066	Pral.g_00172	Prag.g_01733
OG0001067	Pral.g_00173	Prag.g_01734
OG0001068	Pral.g_00176	Prag.g_01736
OG0001069	Pral.g_00177	Prag.g_01737
OG0001070	Pral.g_00178	Prag.g_01738
OG0001071	Pral.g_00179	Prag.g_01739
OG0001072	Pral.g_00180	Prag.g_01740
OG0001073	Pral.g_00181	Prag.g_01741
OG0001074	Pral.g_00182	Prag.g_01742
OG0001075	Pral.g_00183	Prag.g_01743
OG0001076	Pral.g_00184	Prag.g_01744
OG0001077	Pral.g_00185	Prag.g_01745
OG0001078	Pral.g_00187	Prag.g_01746
OG0001079	Pral.g_00188	Prag.g_01747
OG0001080	Pral.g_00189	Prag.g_01748
OG0001081	Pral.g_00193	Prag.g_01751
OG0001082	Pral.g_00194	Prag.g_01752
OG0001083	Pral.g_00198	Prag.g_01753
OG0001084	Pral.g_00196	Prag.g_01754
OG0001085	Pral.g_00195	Prag.g_01755
OG0001086	Pral.g_00192	Prag.g_01756
OG0001087	Pral.g_00191	Prag.g_01757
OG0001088	Pral.g_00190	Prag.g_01758
OG0001089	Pral.g_00200	Prag.g_01762
OG0001090	Pral.g_00202	Prag.g_01764
OG0001091	Pral.g_00203	Prag.g_01765
OG0001092	Pral.g_00204	Prag.g_01766
OG0001093	Pral.g_00205	Prag.g_01767
OG0001094	Pral.g_00206	Prag.g_01768
OG0001095	Pral.g_00207	Prag.g_01769
OG0001096	Pral.g_00208	Prag.g_01770
OG0001097	Pral.g_00209	Prag.g_01771
OG0001098	Pral.g_00210	Prag.g_01772
OG0001099	Pral.g_00211	Prag.g_01773
OG0001100	Pral.g_00212	Prag.g_01774
OG0001101	Pral.g_00213	Prag.g_01775
OG0001102	Pral.g_00214	Prag.g_01776
OG0001103	Pral.g_00215	Prag.g_01777
OG0001104	Pral.g_00216	Prag.g_01778
OG0001105	Pral.g_00217	Prag.g_01779
OG0001106	Pral.g_00218	Prag.g_01780
OG0001107	Pral.g_00219	Prag.g_01781
OG0001108	Pral.g_00220	Prag.g_01782
OG0001109	Pral.g_00221	Prag.g_01783
OG0001110	Pral.g_00222	Prag.g_01784
OG0001111	Pral.g_00223	Prag.g_01785
OG0001112	Pral.g_00224	Prag.g_01786
OG0001113	Pral.g_00225	Prag.g_01787
OG0001114	Pral.g_00226	Prag.g_01788
OG0001115	Pral.g_00227	Prag.g_01789
OG0001116	Pral.g_00228	Prag.g_01790
OG0001117	Pral.g_00229	Prag.g_01791
OG0001118	Pral.g_00230	Prag.g_01792
OG0001119	Pral.g_00232	Prag.g_01793
OG0001120	Pral.g_01190	Prag.g_01794
OG0001121	Pral.g_00234	Prag.g_01796
OG0001122	Pral.g_00235	Prag.g_01797
OG0001123	Pral.g_00236	Prag.g_01798
OG0001124	Pral.g_00238	Prag.g_01800
OG0001125	Pral.g_00240	Prag.g_01802
OG0001126	Pral.g_00241	Prag.g_01803
OG0001127	Pral.g_00244	Prag.g_01805
OG0001128	Pral.g_00245	Prag.g_01806
OG0001129	Pral.g_00246	Prag.g_01807
OG0001130	Pral.g_00249	Prag.g_01810
OG0001131	Pral.g_00250	Prag.g_01811
OG0001132	Pral.g_00251	Prag.g_01812
OG0001133	Pral.g_00252	Prag.g_01813
OG0001134	Pral.g_00253	Prag.g_01814
OG0001135	Pral.g_00254	Prag.g_01815
OG0001136	Pral.g_00255	Prag.g_01816
OG0001137	Pral.g_00256	Prag.g_01817
OG0001138	Pral.g_00257	Prag.g_01818
OG0001139	Pral.g_00259	Prag.g_01819
OG0001140	Pral.g_00260	Prag.g_01820
OG0001141	Pral.g_00261	Prag.g_01821
OG0001142	Pral.g_00266	Prag.g_01824
OG0001143	Pral.g_00267	Prag.g_01825
OG0001144	Pral.g_00268	Prag.g_01826
OG0001145	Pral.g_00269	Prag.g_01827
OG0001146	Pral.g_00270	Prag.g_01828
OG0001147	Pral.g_00271	Prag.g_01829
OG0001148	Pral.g_00272	Prag.g_01830
OG0001149	Pral.g_00274	Prag.g_01832
OG0001150	Pral.g_00275	Prag.g_01833
OG0001151	Pral.g_00278	Prag.g_01835
OG0001152	Pral.g_00279	Prag.g_01836
OG0001153	Pral.g_00280	Prag.g_01837
OG0001154	Pral.g_00282	Prag.g_01839
OG0001155	Pral.g_00284	Prag.g_01841
OG0001156	Pral.g_00286	Prag.g_01843
OG0001157	Pral.g_00288	Prag.g_01844
OG0001158	Pral.g_00290	Prag.g_01846
OG0001159	Pral.g_00291	Prag.g_01847
OG0001160	Pral.g_00292	Prag.g_01848
OG0001161	Pral.g_00293	Prag.g_01849
