Orthogroup	Pral	Prbi
OG0000562	Pral.g_01441	Prbi.g_00643
OG0000563	Pral.g_01442	Prbi.g_00644
OG0000564	Pral.g_01443	Prbi.g_00645
OG0000565	Pral.g_01444	Prbi.g_00646
OG0000566	Pral.g_01445	Prbi.g_00647
OG0000567	Pral.g_01446	Prbi.g_00648
OG0000568	Pral.g_01447	Prbi.g_00649
OG0000569	Pral.g_01448	Prbi.g_00650
OG0000570	Pral.g_01449	Prbi.g_00651
OG0000571	Pral.g_01450	Prbi.g_00652
OG0000572	Pral.g_01451	Prbi.g_00653
OG0000573	Pral.g_01454	Prbi.g_00656
OG0000574	Pral.g_01455	Prbi.g_00657
OG0000575	Pral.g_01456	Prbi.g_00658
OG0000576	Pral.g_01457	Prbi.g_00659
OG0000577	Pral.g_01458	Prbi.g_00660
OG0000578	Pral.g_01459	Prbi.g_00661
OG0000579	Pral.g_01460	Prbi.g_00662
OG0000580	Pral.g_01461	Prbi.g_00663
OG0000581	Pral.g_01462	Prbi.g_00664
OG0000582	Pral.g_01463	Prbi.g_00665
OG0000583	Pral.g_01464	Prbi.g_00666
OG0000584	Pral.g_01466	Prbi.g_00667
OG0000585	Pral.g_01467	Prbi.g_00668
OG0000586	Pral.g_01469	Prbi.g_00670
OG0000587	Pral.g_01470	Prbi.g_00671
OG0000588	Pral.g_01772	Prbi.g_00673
OG0000589	Pral.g_01771	Prbi.g_00674
OG0000590	Pral.g_01769	Prbi.g_00676
OG0000591	Pral.g_01763	Prbi.g_00682
OG0000592	Pral.g_01762	Prbi.g_00683
OG0000593	Pral.g_01761	Prbi.g_00684
OG0000594	Pral.g_01758	Prbi.g_00686
OG0000595	Pral.g_01757	Prbi.g_00687
OG0000596	Pral.g_01756	Prbi.g_00688
OG0000597	Pral.g_01754	Prbi.g_00690
OG0000598	Pral.g_01753	Prbi.g_00691
OG0000599	Pral.g_01752	Prbi.g_00692
OG0000600	Pral.g_01751	Prbi.g_00693
OG0000601	Pral.g_01748	Prbi.g_00695
OG0000602	Pral.g_01747	Prbi.g_00696
OG0000603	Pral.g_01746	Prbi.g_00697
OG0000604	Pral.g_01743	Prbi.g_00698
OG0000605	Pral.g_01742	Prbi.g_00699
OG0000606	Pral.g_01741	Prbi.g_00700
OG0000607	Pral.g_01739	Prbi.g_00703
OG0000608	Pral.g_01737	Prbi.g_00704
OG0000609	Pral.g_00399	Prbi.g_00708
OG0000610	Pral.g_01691	Prbi.g_00709
OG0000611	Pral.g_01728	Prbi.g_00746
OG0000612	Pral.g_01727	Prbi.g_00747
OG0000613	Pral.g_01726	Prbi.g_00748
OG0000614	Pral.g_01725	Prbi.g_00749
OG0000615	Pral.g_01723	Prbi.g_00751
OG0000616	Pral.g_01722	Prbi.g_00752
OG0000617	Pral.g_01721	Prbi.g_00753
OG0000618	Pral.g_01720	Prbi.g_00754
OG0000619	Pral.g_01719	Prbi.g_00755
OG0000620	Pral.g_01718	Prbi.g_00756
OG0000621	Pral.g_01717	Prbi.g_00757
OG0000622	Pral.g_01716	Prbi.g_00758
OG0000623	Pral.g_01715	Prbi.g_00759
OG0000624	Pral.g_01713	Prbi.g_00760
OG0000625	Pral.g_01712	Prbi.g_00761
OG0000626	Pral.g_01711	Prbi.g_00762
OG0000627	Pral.g_01709	Prbi.g_00763
OG0000628	Pral.g_01708	Prbi.g_00764
OG0000629	Pral.g_01707	Prbi.g_00765
OG0000630	Pral.g_01706	Prbi.g_00766
OG0000631	Pral.g_01704	Prbi.g_00768
OG0000632	Pral.g_01895	Prbi.g_00788
OG0000633	Pral.g_00023	Prbi.g_00792
OG0000634	Pral.g_01037	Prbi.g_00807
OG0000635	Pral.g_01635	Prbi.g_00811
OG0000636	Pral.g_01636	Prbi.g_00812
OG0000637	Pral.g_01637	Prbi.g_00813
OG0000638	Pral.g_00701	Prbi.g_00825
OG0000639	Pral.g_01663	Prbi.g_00834
OG0000640	Pral.g_01660	Prbi.g_00835
OG0000641	Pral.g_01658	Prbi.g_00838
OG0000642	Pral.g_01657	Prbi.g_00839
OG0000643	Pral.g_01656	Prbi.g_00840
OG0000644	Pral.g_01482	Prbi.g_00841
OG0000645	Pral.g_01483	Prbi.g_00842
OG0000646	Pral.g_01484	Prbi.g_00843
OG0000647	Pral.g_01485	Prbi.g_00844
OG0000648	Pral.g_01487	Prbi.g_00846
OG0000649	Pral.g_01488	Prbi.g_00847
OG0000650	Pral.g_01489	Prbi.g_00848
OG0000651	Pral.g_01490	Prbi.g_00849
OG0000652	Pral.g_01491	Prbi.g_00850
OG0000653	Pral.g_01492	Prbi.g_00851
OG0000654	Pral.g_01494	Prbi.g_00853
OG0000655	Pral.g_01496	Prbi.g_00855
OG0000656	Pral.g_01497	Prbi.g_00856
OG0000657	Pral.g_01498	Prbi.g_00857
OG0000658	Pral.g_01499	Prbi.g_00858
OG0000659	Pral.g_01500	Prbi.g_00859
OG0000660	Pral.g_01501	Prbi.g_00860
OG0000661	Pral.g_01502	Prbi.g_00861
OG0000662	Pral.g_01504	Prbi.g_00862
OG0000663	Pral.g_01505	Prbi.g_00863
OG0000664	Pral.g_01506	Prbi.g_00864
OG0000665	Pral.g_01507	Prbi.g_00865
OG0000666	Pral.g_01508	Prbi.g_00866
OG0000667	Pral.g_01509	Prbi.g_00867
OG0000668	Pral.g_01510	Prbi.g_00868
OG0000669	Pral.g_01512	Prbi.g_00870
OG0000670	Pral.g_01513	Prbi.g_00871
OG0000671	Pral.g_01514	Prbi.g_00872
OG0000672	Pral.g_01515	Prbi.g_00873
OG0000673	Pral.g_01516	Prbi.g_00874
OG0000674	Pral.g_01517	Prbi.g_00875
OG0000675	Pral.g_01518	Prbi.g_00877
OG0000676	Pral.g_01519	Prbi.g_00878
OG0000677	Pral.g_01522	Prbi.g_00881
OG0000678	Pral.g_01524	Prbi.g_00883
OG0000679	Pral.g_01525	Prbi.g_00884
OG0000680	Pral.g_01526	Prbi.g_00885
OG0000681	Pral.g_01527	Prbi.g_00886
OG0000682	Pral.g_01528	Prbi.g_00887
OG0000683	Pral.g_01530	Prbi.g_00889
OG0000684	Pral.g_01531	Prbi.g_00890
OG0000685	Pral.g_01532	Prbi.g_00891
OG0000686	Pral.g_01533	Prbi.g_00892
OG0000687	Pral.g_01534	Prbi.g_00893
OG0000688	Pral.g_01535	Prbi.g_00894
OG0000689	Pral.g_01536	Prbi.g_00895
OG0000690	Pral.g_01537	Prbi.g_00896
OG0000691	Pral.g_01538	Prbi.g_00897
OG0000692	Pral.g_01542	Prbi.g_00899
OG0000693	Pral.g_01543	Prbi.g_00900
OG0000694	Pral.g_01544	Prbi.g_00901
OG0000695	Pral.g_01545	Prbi.g_00902
OG0000696	Pral.g_01546	Prbi.g_00903
OG0000697	Pral.g_01548	Prbi.g_00905
OG0000698	Pral.g_01552	Prbi.g_00907
OG0000699	Pral.g_01553	Prbi.g_00908
OG0000700	Pral.g_01820	Prbi.g_00934
OG0000701	Pral.g_01815	Prbi.g_00939
OG0000702	Pral.g_01809	Prbi.g_00942
OG0000703	Pral.g_01807	Prbi.g_00943
OG0000704	Pral.g_01806	Prbi.g_00944
OG0000705	Pral.g_01805	Prbi.g_00945
OG0000706	Pral.g_01804	Prbi.g_00946
OG0000707	Pral.g_01802	Prbi.g_00948
OG0000708	Pral.g_01801	Prbi.g_00949
OG0000709	Pral.g_01799	Prbi.g_00951
OG0000710	Pral.g_01798	Prbi.g_00952
OG0000711	Pral.g_01797	Prbi.g_00953
OG0000712	Pral.g_01796	Prbi.g_00954
OG0000713	Pral.g_01795	Prbi.g_00955
OG0000714	Pral.g_01793	Prbi.g_00957
OG0000715	Pral.g_01792	Prbi.g_00958
OG0000716	Pral.g_01790	Prbi.g_00960
OG0000717	Pral.g_01789	Prbi.g_00961
OG0000718	Pral.g_01788	Prbi.g_00962
OG0000719	Pral.g_01786	Prbi.g_00964
OG0000720	Pral.g_01785	Prbi.g_00965
OG0000721	Pral.g_01782	Prbi.g_00968
OG0000722	Pral.g_01781	Prbi.g_00969
OG0000723	Pral.g_01780	Prbi.g_00970
OG0000724	Pral.g_01778	Prbi.g_00971
OG0000725	Pral.g_01777	Prbi.g_00972
OG0000726	Pral.g_01776	Prbi.g_00973
OG0000727	Pral.g_01775	Prbi.g_00974
OG0000728	Pral.g_01774	Prbi.g_00975
OG0000729	Pral.g_01773	Prbi.g_00976
OG0000730	Pral.g_01472	Prbi.g_00977
OG0000731	Pral.g_01474	Prbi.g_00978
OG0000732	Pral.g_01475	Prbi.g_00979
OG0000733	Pral.g_01476	Prbi.g_00980
OG0000734	Pral.g_01477	Prbi.g_00981
OG0000735	Pral.g_01479	Prbi.g_00983
OG0000736	Pral.g_01480	Prbi.g_00984
OG0000737	Pral.g_01481	Prbi.g_00985
OG0000738	Pral.g_01655	Prbi.g_00986
OG0000739	Pral.g_01654	Prbi.g_00987
OG0000740	Pral.g_01653	Prbi.g_00988
OG0000741	Pral.g_01652	Prbi.g_00989
OG0000742	Pral.g_01650	Prbi.g_00991
OG0000743	Pral.g_01649	Prbi.g_00992
OG0000744	Pral.g_01647	Prbi.g_00993
OG0000745	Pral.g_01646	Prbi.g_00994
OG0000746	Pral.g_01645	Prbi.g_00995
OG0000747	Pral.g_01644	Prbi.g_00996
OG0000748	Pral.g_01643	Prbi.g_00997
OG0000749	Pral.g_01642	Prbi.g_00998
OG0000750	Pral.g_01640	Prbi.g_00999
OG0000751	Pral.g_01639	Prbi.g_01000
OG0000752	Pral.g_01605	Prbi.g_01001
OG0000753	Pral.g_01634	Prbi.g_01003
OG0000754	Pral.g_01633	Prbi.g_01004
OG0000755	Pral.g_01632	Prbi.g_01005
OG0000756	Pral.g_01630	Prbi.g_01006
OG0000757	Pral.g_01629	Prbi.g_01007
OG0000758	Pral.g_01628	Prbi.g_01008
OG0000759	Pral.g_01626	Prbi.g_01010
OG0000760	Pral.g_01625	Prbi.g_01011
OG0000761	Pral.g_01624	Prbi.g_01012
OG0000762	Pral.g_01622	Prbi.g_01014
OG0000763	Pral.g_01621	Prbi.g_01015
OG0000764	Pral.g_01620	Prbi.g_01016
OG0000765	Pral.g_01619	Prbi.g_01017
OG0000766	Pral.g_01618	Prbi.g_01018
OG0000767	Pral.g_01616	Prbi.g_01020
OG0000768	Pral.g_01615	Prbi.g_01021
OG0000769	Pral.g_01614	Prbi.g_01022
OG0000770	Pral.g_01613	Prbi.g_01023
OG0000771	Pral.g_01612	Prbi.g_01024
OG0000772	Pral.g_00050	Prbi.g_01025
OG0000773	Pral.g_01611	Prbi.g_01026
OG0000774	Pral.g_01610	Prbi.g_01027
OG0000775	Pral.g_01578	Prbi.g_01028
OG0000776	Pral.g_01579	Prbi.g_01030
OG0000777	Pral.g_01580	Prbi.g_01032
OG0000778	Pral.g_01581	Prbi.g_01033
OG0000779	Pral.g_01582	Prbi.g_01034
OG0000780	Pral.g_01584	Prbi.g_01036
OG0000781	Pral.g_01586	Prbi.g_01038
OG0000782	Pral.g_01587	Prbi.g_01039
OG0000783	Pral.g_01590	Prbi.g_01055
OG0000784	Pral.g_01592	Prbi.g_01057
OG0000785	Pral.g_01593	Prbi.g_01058
OG0000786	Pral.g_01594	Prbi.g_01059
OG0000787	Pral.g_01595	Prbi.g_01060
OG0000788	Pral.g_01600	Prbi.g_01064
OG0000789	Pral.g_01603	Prbi.g_01066
OG0000790	Pral.g_01604	Prbi.g_01067
OG0000791	Pral.g_01607	Prbi.g_01068
OG0000792	Pral.g_01608	Prbi.g_01069
OG0000793	Pral.g_01609	Prbi.g_01070
OG0000794	Pral.g_01575	Prbi.g_01072
OG0000795	Pral.g_01571	Prbi.g_01075
OG0000796	Pral.g_01570	Prbi.g_01076
OG0000797	Pral.g_01569	Prbi.g_01078
OG0000798	Pral.g_01568	Prbi.g_01079
OG0000799	Pral.g_01567	Prbi.g_01080
OG0000800	Pral.g_01566	Prbi.g_01081
OG0000801	Pral.g_01563	Prbi.g_01084
OG0000802	Pral.g_01562	Prbi.g_01085
OG0000803	Pral.g_01560	Prbi.g_01087
OG0000804	Pral.g_01559	Prbi.g_01088
OG0000805	Pral.g_01558	Prbi.g_01089
OG0000806	Pral.g_01556	Prbi.g_01091
OG0000807	Pral.g_01321	Prbi.g_01117
OG0000808	Pral.g_01033	Prbi.g_01127
OG0000809	Pral.g_01327	Prbi.g_01130
OG0000810	Pral.g_01032	Prbi.g_01131
OG0000811	Pral.g_01311	Prbi.g_01138
OG0000812	Pral.g_01324	Prbi.g_01142
OG0000813	Pral.g_00692	Prbi.g_01146
OG0000814	Pral.g_01141	Prbi.g_01148
OG0000815	Pral.g_01314	Prbi.g_01161
OG0000816	Pral.g_00077	Prbi.g_01175
OG0000817	Pral.g_00076	Prbi.g_01176
OG0000818	Pral.g_01902	Prbi.g_01181
OG0000819	Pral.g_01346	Prbi.g_01188
OG0000820	Pral.g_01351	Prbi.g_01192
OG0000821	Pral.g_01353	Prbi.g_01194
OG0000822	Pral.g_01354	Prbi.g_01195
OG0000823	Pral.g_01355	Prbi.g_01196
OG0000824	Pral.g_01356	Prbi.g_01197
OG0000825	Pral.g_01357	Prbi.g_01198
OG0000826	Pral.g_01358	Prbi.g_01199
OG0000827	Pral.g_01359	Prbi.g_01200
OG0000828	Pral.g_01360	Prbi.g_01201
OG0000829	Pral.g_01361	Prbi.g_01202
OG0000830	Pral.g_01363	Prbi.g_01203
OG0000831	Pral.g_01366	Prbi.g_01206
OG0000832	Pral.g_01368	Prbi.g_01208
OG0000833	Pral.g_01369	Prbi.g_01209
OG0000834	Pral.g_01370	Prbi.g_01210
OG0000835	Pral.g_01371	Prbi.g_01211
OG0000836	Pral.g_01372	Prbi.g_01212
OG0000837	Pral.g_01376	Prbi.g_01214
OG0000838	Pral.g_01377	Prbi.g_01215
OG0000839	Pral.g_01378	Prbi.g_01216
OG0000840	Pral.g_01379	Prbi.g_01217
OG0000841	Pral.g_01380	Prbi.g_01218
OG0000842	Pral.g_01382	Prbi.g_01219
OG0000843	Pral.g_01383	Prbi.g_01220
OG0000844	Pral.g_01384	Prbi.g_01221
OG0000845	Pral.g_01385	Prbi.g_01222
OG0000846	Pral.g_01388	Prbi.g_01225
OG0000847	Pral.g_01390	Prbi.g_01227
OG0000848	Pral.g_01391	Prbi.g_01228
OG0000849	Pral.g_01394	Prbi.g_01229
OG0000850	Pral.g_01395	Prbi.g_01230
OG0000851	Pral.g_01399	Prbi.g_01231
OG0000852	Pral.g_01401	Prbi.g_01233
OG0000853	Pral.g_01403	Prbi.g_01234
OG0000854	Pral.g_01404	Prbi.g_01236
OG0000855	Pral.g_01405	Prbi.g_01237
OG0000856	Pral.g_01406	Prbi.g_01238
OG0000857	Pral.g_01407	Prbi.g_01239
OG0000858	Pral.g_01408	Prbi.g_01240
OG0000859	Pral.g_01409	Prbi.g_01241
OG0000860	Pral.g_01410	Prbi.g_01242
OG0000861	Pral.g_01411	Prbi.g_01243
OG0000862	Pral.g_01412	Prbi.g_01244
OG0000863	Pral.g_01413	Prbi.g_01245
OG0000864	Pral.g_01414	Prbi.g_01246
OG0000865	Pral.g_01415	Prbi.g_01247
OG0000866	Pral.g_01416	Prbi.g_01248
OG0000867	Pral.g_01417	Prbi.g_01249
OG0000868	Pral.g_01419	Prbi.g_01250
OG0000869	Pral.g_01421	Prbi.g_01252
OG0000870	Pral.g_01422	Prbi.g_01253
OG0000871	Pral.g_01423	Prbi.g_01255
OG0000872	Pral.g_01424	Prbi.g_01256
OG0000873	Pral.g_01426	Prbi.g_01258
OG0000874	Pral.g_01427	Prbi.g_01259
OG0000875	Pral.g_01428	Prbi.g_01260
OG0000876	Pral.g_01429	Prbi.g_01261
OG0000877	Pral.g_00456	Prbi.g_01263
OG0000878	Pral.g_01893	Prbi.g_01363
OG0000879	Pral.g_01292	Prbi.g_01380
OG0000880	Pral.g_01291	Prbi.g_01381
OG0000881	Pral.g_01290	Prbi.g_01382
OG0000882	Pral.g_01289	Prbi.g_01383
OG0000883	Pral.g_01288	Prbi.g_01384
OG0000884	Pral.g_01286	Prbi.g_01386
OG0000885	Pral.g_01285	Prbi.g_01387
OG0000886	Pral.g_01284	Prbi.g_01388
OG0000887	Pral.g_01283	Prbi.g_01389
OG0000888	Pral.g_01282	Prbi.g_01390
OG0000889	Pral.g_01279	Prbi.g_01393
OG0000890	Pral.g_01278	Prbi.g_01394
OG0000891	Pral.g_01277	Prbi.g_01395
OG0000892	Pral.g_01275	Prbi.g_01397
OG0000893	Pral.g_01274	Prbi.g_01398
OG0000894	Pral.g_01273	Prbi.g_01399
OG0000895	Pral.g_01272	Prbi.g_01400
OG0000896	Pral.g_01271	Prbi.g_01401
OG0000897	Pral.g_01270	Prbi.g_01402
OG0000898	Pral.g_01267	Prbi.g_01404
OG0000899	Pral.g_01266	Prbi.g_01405
OG0000900	Pral.g_01239	Prbi.g_01421
OG0000901	Pral.g_01235	Prbi.g_01425
OG0000902	Pral.g_00440	Prbi.g_01426
OG0000903	Pral.g_01345	Prbi.g_01427
OG0000904	Pral.g_01060	Prbi.g_01429
OG0000905	Pral.g_01323	Prbi.g_01431
OG0000906	Pral.g_01343	Prbi.g_01433
OG0000907	Pral.g_01550	Prbi.g_01434
OG0000908	Pral.g_01299	Prbi.g_01437
OG0000909	Pral.g_01220	Prbi.g_01441
OG0000910	Pral.g_01219	Prbi.g_01442
OG0000911	Pral.g_01218	Prbi.g_01443
OG0000912	Pral.g_01217	Prbi.g_01444
OG0000913	Pral.g_01216	Prbi.g_01445
OG0000914	Pral.g_01215	Prbi.g_01446
OG0000915	Pral.g_01214	Prbi.g_01447
OG0000916	Pral.g_01213	Prbi.g_01448
OG0000917	Pral.g_01212	Prbi.g_01449
OG0000918	Pral.g_01211	Prbi.g_01450
OG0000919	Pral.g_01210	Prbi.g_01451
OG0000920	Pral.g_01209	Prbi.g_01452
OG0000921	Pral.g_01208	Prbi.g_01453
OG0000922	Pral.g_01207	Prbi.g_01454
OG0000923	Pral.g_01206	Prbi.g_01455
OG0000924	Pral.g_01205	Prbi.g_01456
OG0000925	Pral.g_01204	Prbi.g_01457
OG0000926	Pral.g_00287	Prbi.g_01489
OG0000927	Pral.g_01184	Prbi.g_01571
OG0000928	Pral.g_01183	Prbi.g_01572
OG0000929	Pral.g_01182	Prbi.g_01573
OG0000930	Pral.g_01181	Prbi.g_01574
OG0000931	Pral.g_01180	Prbi.g_01575
OG0000932	Pral.g_01178	Prbi.g_01577
OG0000933	Pral.g_01177	Prbi.g_01578
OG0000934	Pral.g_01176	Prbi.g_01579
OG0000935	Pral.g_01175	Prbi.g_01580
OG0000936	Pral.g_01174	Prbi.g_01581
OG0000937	Pral.g_01173	Prbi.g_01582
OG0000938	Pral.g_01172	Prbi.g_01583
OG0000939	Pral.g_01171	Prbi.g_01584
OG0000940	Pral.g_01169	Prbi.g_01585
OG0000941	Pral.g_01167	Prbi.g_01587
OG0000942	Pral.g_01166	Prbi.g_01588
OG0000943	Pral.g_01159	Prbi.g_01593
OG0000944	Pral.g_01158	Prbi.g_01594
OG0000945	Pral.g_01157	Prbi.g_01595
OG0000946	Pral.g_01156	Prbi.g_01596
OG0000947	Pral.g_01155	Prbi.g_01597
OG0000948	Pral.g_01154	Prbi.g_01598
OG0000949	Pral.g_01153	Prbi.g_01599
OG0000950	Pral.g_01152	Prbi.g_01600
OG0000951	Pral.g_01151	Prbi.g_01601
OG0000952	Pral.g_01150	Prbi.g_01602
OG0000953	Pral.g_01149	Prbi.g_01603
OG0000954	Pral.g_01148	Prbi.g_01604
OG0000955	Pral.g_01147	Prbi.g_01605
OG0000956	Pral.g_01146	Prbi.g_01606
OG0000957	Pral.g_01145	Prbi.g_01607
OG0000958	Pral.g_01144	Prbi.g_01608
OG0000959	Pral.g_01143	Prbi.g_01609
OG0000960	Pral.g_01142	Prbi.g_01610
OG0000961	Pral.g_01137	Prbi.g_01613
OG0000962	Pral.g_01136	Prbi.g_01614
OG0000963	Pral.g_01135	Prbi.g_01615
OG0000964	Pral.g_01133	Prbi.g_01617
OG0000965	Pral.g_01132	Prbi.g_01618
OG0000966	Pral.g_01131	Prbi.g_01619
OG0000967	Pral.g_01130	Prbi.g_01620
OG0000968	Pral.g_01129	Prbi.g_01621
OG0000969	Pral.g_01128	Prbi.g_01622
OG0000970	Pral.g_01127	Prbi.g_01623
OG0000971	Pral.g_01126	Prbi.g_01624
OG0000972	Pral.g_01125	Prbi.g_01625
OG0000973	Pral.g_01124	Prbi.g_01626
OG0000974	Pral.g_01122	Prbi.g_01628
OG0000975	Pral.g_01115	Prbi.g_01631
OG0000976	Pral.g_01112	Prbi.g_01633
OG0000977	Pral.g_01110	Prbi.g_01634
OG0000978	Pral.g_01108	Prbi.g_01635
OG0000979	Pral.g_01106	Prbi.g_01637
OG0000980	Pral.g_01105	Prbi.g_01638
OG0000981	Pral.g_01104	Prbi.g_01639
OG0000982	Pral.g_01103	Prbi.g_01640
OG0000983	Pral.g_01101	Prbi.g_01642
OG0000984	Pral.g_01100	Prbi.g_01643
OG0000985	Pral.g_01099	Prbi.g_01644
OG0000986	Pral.g_01098	Prbi.g_01645
OG0000987	Pral.g_01097	Prbi.g_01646
OG0000988	Pral.g_01095	Prbi.g_01647
OG0000989	Pral.g_01094	Prbi.g_01648
OG0000990	Pral.g_01093	Prbi.g_01649
OG0000991	Pral.g_01092	Prbi.g_01650
OG0000992	Pral.g_01091	Prbi.g_01651
OG0000993	Pral.g_01090	Prbi.g_01652
OG0000994	Pral.g_01089	Prbi.g_01653
OG0000995	Pral.g_01088	Prbi.g_01654
OG0000996	Pral.g_01087	Prbi.g_01655
OG0000997	Pral.g_01086	Prbi.g_01656
OG0000998	Pral.g_01085	Prbi.g_01657
OG0000999	Pral.g_01084	Prbi.g_01658
OG0001000	Pral.g_01083	Prbi.g_01659
OG0001001	Pral.g_01081	Prbi.g_01661
OG0001002	Pral.g_01080	Prbi.g_01662
OG0001003	Pral.g_01079	Prbi.g_01663
OG0001004	Pral.g_01078	Prbi.g_01664
OG0001005	Pral.g_01076	Prbi.g_01665
OG0001006	Pral.g_01075	Prbi.g_01666
OG0001007	Pral.g_01074	Prbi.g_01667
OG0001008	Pral.g_01072	Prbi.g_01669
OG0001009	Pral.g_01071	Prbi.g_01670
OG0001010	Pral.g_00045	Prbi.g_01678
OG0001011	Pral.g_01058	Prbi.g_01685
OG0001012	Pral.g_01503	Prbi.g_01711
OG0001013	Pral.g_00100	Prbi.g_01781
OG0001014	Pral.g_00101	Prbi.g_01782
OG0001015	Pral.g_00108	Prbi.g_01788
OG0001016	Pral.g_00109	Prbi.g_01789
OG0001017	Pral.g_00110	Prbi.g_01790
OG0001018	Pral.g_00111	Prbi.g_01791
OG0001019	Pral.g_00113	Prbi.g_01793
OG0001020	Pral.g_00114	Prbi.g_01794
OG0001021	Pral.g_00115	Prbi.g_01795
OG0001022	Pral.g_00116	Prbi.g_01796
OG0001023	Pral.g_00117	Prbi.g_01797
OG0001024	Pral.g_00119	Prbi.g_01798
OG0001025	Pral.g_00120	Prbi.g_01799
OG0001026	Pral.g_00121	Prbi.g_01801
OG0001027	Pral.g_00122	Prbi.g_01802
OG0001028	Pral.g_00123	Prbi.g_01803
OG0001029	Pral.g_00124	Prbi.g_01804
OG0001030	Pral.g_00125	Prbi.g_01805
OG0001031	Pral.g_00126	Prbi.g_01806
OG0001032	Pral.g_00127	Prbi.g_01807
OG0001033	Pral.g_00128	Prbi.g_01808
OG0001034	Pral.g_00129	Prbi.g_01809
OG0001035	Pral.g_00131	Prbi.g_01811
OG0001036	Pral.g_00132	Prbi.g_01812
OG0001037	Pral.g_00133	Prbi.g_01813
OG0001038	Pral.g_00134	Prbi.g_01814
OG0001039	Pral.g_00135	Prbi.g_01815
OG0001040	Pral.g_00136	Prbi.g_01816
OG0001041	Pral.g_00137	Prbi.g_01817
OG0001042	Pral.g_00138	Prbi.g_01818
OG0001043	Pral.g_00139	Prbi.g_01819
OG0001044	Pral.g_00140	Prbi.g_01820
OG0001045	Pral.g_00141	Prbi.g_01821
OG0001046	Pral.g_00142	Prbi.g_01822
OG0001047	Pral.g_00145	Prbi.g_01825
OG0001048	Pral.g_00147	Prbi.g_01827
OG0001049	Pral.g_00148	Prbi.g_01828
OG0001050	Pral.g_00149	Prbi.g_01829
OG0001051	Pral.g_00150	Prbi.g_01830
OG0001052	Pral.g_00151	Prbi.g_01831
OG0001053	Pral.g_00154	Prbi.g_01832
OG0001054	Pral.g_00156	Prbi.g_01834
OG0001055	Pral.g_00157	Prbi.g_01835
OG0001056	Pral.g_00158	Prbi.g_01836
OG0001057	Pral.g_00159	Prbi.g_01837
OG0001058	Pral.g_00160	Prbi.g_01838
OG0001059	Pral.g_00161	Prbi.g_01839
OG0001060	Pral.g_00162	Prbi.g_01840
OG0001061	Pral.g_00163	Prbi.g_01841
OG0001062	Pral.g_00164	Prbi.g_01842
OG0001063	Pral.g_00165	Prbi.g_01843
OG0001064	Pral.g_00167	Prbi.g_01845
OG0001065	Pral.g_00170	Prbi.g_01848
OG0001066	Pral.g_00172	Prbi.g_01849
OG0001067	Pral.g_00173	Prbi.g_01850
OG0001068	Pral.g_00176	Prbi.g_01852
OG0001069	Pral.g_00177	Prbi.g_01853
OG0001070	Pral.g_00178	Prbi.g_01854
OG0001071	Pral.g_00179	Prbi.g_01855
OG0001072	Pral.g_00180	Prbi.g_01856
OG0001073	Pral.g_00181	Prbi.g_01857
OG0001074	Pral.g_00182	Prbi.g_01858
OG0001075	Pral.g_00183	Prbi.g_01859
OG0001076	Pral.g_00184	Prbi.g_01860
OG0001077	Pral.g_00185	Prbi.g_01861
OG0001078	Pral.g_00187	Prbi.g_01863
OG0001079	Pral.g_00188	Prbi.g_01864
OG0001080	Pral.g_00189	Prbi.g_01865
OG0001081	Pral.g_00193	Prbi.g_01868
OG0001082	Pral.g_00194	Prbi.g_01869
OG0001083	Pral.g_00198	Prbi.g_01870
OG0001084	Pral.g_00196	Prbi.g_01872
OG0001085	Pral.g_00195	Prbi.g_01873
OG0001086	Pral.g_00192	Prbi.g_01874
OG0001087	Pral.g_00191	Prbi.g_01875
OG0001088	Pral.g_00190	Prbi.g_01876
OG0001089	Pral.g_00200	Prbi.g_01896
OG0001090	Pral.g_00202	Prbi.g_01898
OG0001091	Pral.g_00203	Prbi.g_01899
OG0001092	Pral.g_00204	Prbi.g_01900
OG0001093	Pral.g_00205	Prbi.g_01901
OG0001094	Pral.g_00206	Prbi.g_01902
OG0001095	Pral.g_00207	Prbi.g_01903
OG0001096	Pral.g_00208	Prbi.g_01904
OG0001097	Pral.g_00209	Prbi.g_01905
OG0001098	Pral.g_00210	Prbi.g_01906
OG0001099	Pral.g_00211	Prbi.g_01907
OG0001100	Pral.g_00212	Prbi.g_01908
OG0001101	Pral.g_00213	Prbi.g_01909
OG0001102	Pral.g_00214	Prbi.g_01910
OG0001103	Pral.g_00215	Prbi.g_01911
OG0001104	Pral.g_00216	Prbi.g_01912
OG0001105	Pral.g_00217	Prbi.g_01913
OG0001106	Pral.g_00218	Prbi.g_01914
OG0001107	Pral.g_00219	Prbi.g_01915
OG0001108	Pral.g_00220	Prbi.g_01916
OG0001109	Pral.g_00221	Prbi.g_01917
OG0001110	Pral.g_00222	Prbi.g_01918
OG0001111	Pral.g_00223	Prbi.g_01919
OG0001112	Pral.g_00224	Prbi.g_01920
OG0001113	Pral.g_00225	Prbi.g_01921
OG0001114	Pral.g_00226	Prbi.g_01922
OG0001115	Pral.g_00227	Prbi.g_01923
OG0001116	Pral.g_00228	Prbi.g_01924
OG0001117	Pral.g_00229	Prbi.g_01925
OG0001118	Pral.g_00230	Prbi.g_01926
OG0001119	Pral.g_00232	Prbi.g_01927
OG0001120	Pral.g_01190	Prbi.g_01928
